
[00:00:00.000 --> 00:00:03.720]  在八十年代我仍然做電腦行業的時候
[00:03:34.040 --> 00:03:40.560]  第一個記載是在約翰福音的八章五十八節
[00:03:40.560 --> 00:03:44.000]  耶穌說 我實實在在的告訴你們
[00:03:44.000 --> 00:03:47.080]  「還沒有阿伯拉罕 就有了我」
[00:03:47.080 --> 00:03:49.040]  這是和合本的翻譯
[00:03:49.040 --> 00:03:52.600]  但是和合本的翻譯雖然看上去很暢順的意思
[00:03:52.600 --> 00:03:54.560]  大家看完就知道是什麼意思
[00:03:54.560 --> 00:03:58.920]  但是它跟原文是有一些分別
[00:03:58.920 --> 00:04:03.120]  它的翻譯不能夠把原文某一些意思帶出來
[00:04:03.120 --> 00:04:07.320]  在網上有另一個翻譯比較忠於原文
[00:04:07.320 --> 00:04:11.960]  那裡是說「阿伯拉罕存在之先」
[00:04:11.960 --> 00:04:13.520]  「我是」
[00:04:13.520 --> 00:04:15.320]  如果只是看這句話的話
[00:04:15.320 --> 00:04:17.880]  民意好像很不通順
[00:04:17.880 --> 00:04:20.280]  究竟是什麼意思呢?
[00:04:20.280 --> 00:04:24.880]  如果我們熟悉舊約的經文
[00:04:24.880 --> 00:04:28.000]  了解舊約的教導的時候
[00:04:28.000 --> 00:04:32.560]  這句直接的翻譯其實很有意思
[00:04:32.560 --> 00:04:37.160]  在出埃及記第三章
[00:04:37.160 --> 00:04:38.880]  當摩西問神
[00:04:38.880 --> 00:04:42.000]  「神啊 你的名字是什麼?」
[00:04:42.000 --> 00:04:44.400]  我們傳統的翻譯在和合本就是
[00:04:44.400 --> 00:04:47.280]  「我是自有永有的」
[00:04:47.280 --> 00:04:48.960]  大家都明白這是什麼意思
[00:04:48.960 --> 00:04:51.000]  但是原文其實不是這樣說的
[00:04:51.000 --> 00:04:54.200]  原文是「我是那」「我是」
[00:04:54.200 --> 00:04:56.560]  「我就那個」「我是那」
[00:04:56.560 --> 00:04:57.840]  原文是這樣
[00:04:57.840 --> 00:04:59.640]  換言之
[00:04:59.640 --> 00:05:03.440]  當耶穌說「我是」的時候
[00:05:03.440 --> 00:05:06.360]  其實耶穌基督就是用神回答
[00:05:06.360 --> 00:05:09.040]  摩西問神「名字」的答案
[00:05:09.040 --> 00:05:11.880]  用在祂自己的身上
[00:05:11.880 --> 00:05:13.240]  所以當祂這樣宣稱的時候
[00:05:13.240 --> 00:05:16.920]  其實耶穌基督就是宣示了祂的神性
[00:05:16.920 --> 00:05:19.480]  祂就是那個自有永有的神
[00:05:19.480 --> 00:05:21.640]  第二個的「我是」
[00:05:21.640 --> 00:05:25.440]  是今天的經文的一章第十七節
[00:05:25.440 --> 00:05:27.840]  這裡說到了
[00:05:27.840 --> 00:05:32.800]  當使徒約翰見到一個人子出現的時候
[00:05:32.800 --> 00:05:33.720]  很害怕
[00:05:33.720 --> 00:05:35.000]  嚇得半死
[00:05:35.000 --> 00:05:36.720]  這個人子就用右手按著他
[00:05:36.720 --> 00:05:38.560]  然後說「你不需要害怕」
[00:05:38.560 --> 00:05:39.320]  「我是手先」
[00:05:39.320 --> 00:05:41.840]  「我也會抹後的」
[00:05:41.840 --> 00:05:44.080]  其實這句話
[00:05:44.080 --> 00:05:46.680]  是出現在另一個舊約的經文
[00:05:46.680 --> 00:05:50.560]  我們需要連同以塞亞書的四十一章
[00:05:50.560 --> 00:05:53.000]  第四節一同你理解
[00:05:53.000 --> 00:05:57.880]  在那裡以塞亞說了很多神的作為
[00:05:57.880 --> 00:05:59.960]  然後神就問
[00:05:59.960 --> 00:06:06.960]  誰能夠成就這些事情呢?
[00:06:06.960 --> 00:06:11.040]  誰能夠從起初宣召歷代呢?
[00:06:11.040 --> 00:06:12.960]  就是我耶和華
[00:06:12.960 --> 00:06:13.760]  然後祂說
[00:06:13.760 --> 00:06:15.120]  「我是手先的」
[00:06:15.120 --> 00:06:17.960]  「也與抹後的同在」
[00:06:17.960 --> 00:06:20.200]  很明顯當耶穌重複了
[00:06:20.200 --> 00:06:24.120]  在以塞亞書神的宣稱的時候
[00:06:24.120 --> 00:06:26.720]  祂其實就是再一次重申
[00:06:26.720 --> 00:06:28.640]  耶穌基督的神性
[00:06:28.640 --> 00:06:30.480]  「我就是瓦剌法」
[00:06:30.480 --> 00:06:32.840]  「我就是俄媒格」
[00:06:32.840 --> 00:06:34.280]  「我就是那個手先」
[00:06:34.280 --> 00:06:36.720]  「也就是那個抹後」
[00:06:36.720 --> 00:06:40.160]  有一個牧師曾經問他的會眾
[00:06:40.160 --> 00:06:44.480]  你們覺得怎樣才算是一個好的講道呢?
[00:06:44.480 --> 00:06:46.040]  會眾就跟他說
[00:06:46.040 --> 00:06:47.560]  好的講道很簡單
[00:06:47.560 --> 00:06:49.360]  有一個好的開頭
[00:06:49.360 --> 00:06:50.560]  好的結束
[00:06:50.560 --> 00:06:53.560]  然後開頭與結尾不要那麼遠
[00:06:53.560 --> 00:06:54.160]  近一點
[00:06:54.160 --> 00:06:57.080]  越近越好
[00:06:57.080 --> 00:06:58.160]  所以大家不需要憂慮
[00:06:58.160 --> 00:06:59.480]  不會講得很長
[00:06:59.480 --> 00:07:02.960]  但很明顯當耶穌說到
[00:07:02.960 --> 00:07:03.920]  「又是手先」
[00:07:03.920 --> 00:07:04.800]  「又是抹後」
[00:07:04.800 --> 00:07:08.240]  很明顯是包括全部
[00:07:08.240 --> 00:07:10.280]  這就是耶穌所說的全部
[00:07:10.280 --> 00:07:14.840]  不單止神從不在人的歷史
[00:07:14.840 --> 00:07:17.800]  或者在這個世界裡面缺席
[00:07:17.800 --> 00:07:20.240]  更加是指
[00:07:20.240 --> 00:07:22.680]  其實整個世界的開始與終結
[00:07:22.680 --> 00:07:25.160]  都是在乎耶穌基督的
[00:07:25.160 --> 00:07:27.200]  如果你看到《哥羅西書》的一章
[00:07:27.200 --> 00:07:28.720]  那裡說得很清楚
[00:07:28.720 --> 00:07:29.400]  很詳細
[00:07:29.400 --> 00:07:30.040]  那裡說什麼呢?
[00:07:30.040 --> 00:07:33.280]  「因為萬有都是靠他做的」
[00:07:33.280 --> 00:07:35.360]  「無論是天上的、地上的」
[00:07:35.360 --> 00:07:37.840]  「能看見的、不能看見的」
[00:07:37.840 --> 00:07:40.240]  「或是有為的、主治的」
[00:07:40.240 --> 00:07:42.000]  「執政的、掌權的」
[00:07:42.000 --> 00:07:43.800]  「一概都是神」
[00:07:43.800 --> 00:07:45.560]  「都是藉著他做的」
[00:07:45.560 --> 00:07:47.320]  「又是為他做的」
[00:07:47.320 --> 00:07:48.680]  這個「他」就是耶穌基督
[00:07:48.680 --> 00:07:51.040]  耶穌基督在萬有之先
[00:07:51.040 --> 00:07:54.040]  「萬有也靠他而立」
[00:07:54.040 --> 00:07:54.840]  那就是說什麼?
[00:07:54.840 --> 00:07:59.080]  就是說他就是超越時間與空間的神
[00:07:59.080 --> 00:07:59.640]  為什麼呢?
[00:07:59.640 --> 00:08:02.240]  因為時間與空間都是
[00:08:02.240 --> 00:08:05.280]  上帝藉著耶穌基督而做的
[00:08:05.280 --> 00:08:07.280]  所以
[00:08:07.280 --> 00:08:08.800]  使徒彼得就說
[00:08:08.800 --> 00:08:11.360]  「主看千年如一日」
[00:08:11.360 --> 00:08:13.680]  「而一日如千年」
[00:08:13.680 --> 00:08:16.880]  那麼就很多的信徒
[00:08:16.880 --> 00:08:19.000]  在不同的地方
[00:08:19.000 --> 00:08:20.120]  同一個時間祈禱
[00:08:20.120 --> 00:08:21.280]  所以他們不需要憂慮
[00:08:21.280 --> 00:08:22.320]  我們這麼多人
[00:08:22.320 --> 00:08:23.040]  在不同的地方
[00:08:23.040 --> 00:08:25.160]  不同的時間來祈禱
[00:08:25.160 --> 00:08:27.400]  神怎麼會一次過聽得完呢?
[00:08:27.400 --> 00:08:28.520]  不需要擔憂
[00:08:28.520 --> 00:08:32.280]  因為神超越時間與空間
[00:08:32.280 --> 00:08:34.760]  那麼你說
[00:08:34.760 --> 00:08:37.360]  耶穌基督的超越性
[00:08:37.360 --> 00:08:40.000]  跟我又有什麼關係呢?
[00:08:40.000 --> 00:08:42.040]  我仍然活在我自己的時間
[00:08:42.040 --> 00:08:43.760]  我仍然活在我自己的空間
[00:08:43.760 --> 00:08:47.240]  我仍然需要面對我自己的困難
[00:08:47.240 --> 00:08:49.840]  沒錯,我們都是被造之物
[00:08:49.840 --> 00:08:52.000]  活在時空的限制裡面
[00:08:52.000 --> 00:08:55.480]  面對著我們自己各自的問題
[00:08:55.480 --> 00:09:00.440]  那麼當日的約翰
[00:09:00.440 --> 00:09:04.280]  以及當代的信徒
[00:09:04.280 --> 00:09:08.320]  他們都是遇到同樣的問題
[00:09:08.320 --> 00:09:10.000]  而且更甚者我相信
[00:09:10.000 --> 00:09:13.120]  當時約翰或者當代第一代的信徒
[00:09:13.120 --> 00:09:15.040]  他們所面對的困難與挑戰
[00:09:15.040 --> 00:09:16.440]  比我們今天更加的大
[00:09:16.440 --> 00:09:17.960]  更加的嚴重
[00:09:17.960 --> 00:09:19.280]  對不對?
[00:09:19.280 --> 00:09:24.040]  普遍認為啟示錄的書寫年期
[00:09:24.040 --> 00:09:27.560]  大概是主後九十五到九十九年
[00:09:27.560 --> 00:09:28.560]  算一算的話
[00:09:28.560 --> 00:09:32.720]  當約翰在拔摩島上面的時候
[00:09:32.720 --> 00:09:36.480]  他大概已經是七八十歲的老人家了
[00:09:36.480 --> 00:09:37.800]  那麼我們要問
[00:09:37.800 --> 00:09:42.640]  為什麼一個老人家要去到拔摩島那裡呢?
[00:09:42.640 --> 00:09:45.640]  大家看看第九節的經文
[00:09:45.640 --> 00:09:47.400]  第九節約翰自己這樣寫
[00:09:47.400 --> 00:09:49.120]  他說「我和你們」
[00:09:49.120 --> 00:09:50.680]  就是不在拔摩島的信徒
[00:09:50.680 --> 00:09:52.400]  「你們在外面的信徒」
[00:09:52.400 --> 00:09:53.440]  「我們雖然在不同的地方」
[00:09:53.440 --> 00:09:56.600]  「但是我和你們在耶穌的患難國度」
[00:09:56.600 --> 00:09:59.480]  「忍耐裡面一同有份」
[00:09:59.480 --> 00:10:00.960]  「我是為了神的道」
[00:10:00.960 --> 00:10:03.960]  「我是為了幫耶穌基督做見證」
[00:10:03.960 --> 00:10:06.680]  「以致我在這個拔摩島上面的」
[00:10:06.680 --> 00:10:07.520]  那就是說什麼?
[00:10:07.520 --> 00:10:08.680]  就是說
[00:10:08.680 --> 00:10:13.040]  使徒約翰並不在拔摩島裡面度假
[00:10:13.040 --> 00:10:14.240]  在曬太陽
[00:10:14.240 --> 00:10:16.200]  或者在喝雞尾酒
[00:10:16.200 --> 00:10:17.680]  在享受人生
[00:10:17.680 --> 00:10:18.680]  不是的
[00:10:18.680 --> 00:10:22.480]  他是因為為了見證耶穌基督
[00:10:22.480 --> 00:10:26.120]  而被流放到這個拔摩海島那裡
[00:10:26.120 --> 00:10:27.880]  根據歷史的文獻
[00:10:27.880 --> 00:10:30.880]  拔摩海島是當時羅馬政府
[00:10:30.880 --> 00:10:32.120]  其中一個海島
[00:10:32.120 --> 00:10:36.080]  是去收納這些被放逐的囚犯的
[00:10:36.080 --> 00:10:38.280]  就好像英國人
[00:10:38.280 --> 00:10:39.400]  在二三百年前
[00:10:39.400 --> 00:10:43.760]  將他們的囚犯放逐到澳洲一樣
[00:10:43.760 --> 00:10:45.440]  我記得
[00:10:45.440 --> 00:10:47.440]  曾經我去到這個塔斯曼尼亞
[00:10:47.440 --> 00:10:49.160]  在塔省那裡旅遊
[00:10:49.160 --> 00:10:54.480]  有機會參觀到當地一個很出名的
[00:10:54.480 --> 00:11:02.800]  當年英國流放到這裡的囚犯所囚禁的地方
[00:11:02.800 --> 00:11:06.920]  那個地方叫做沙拉島
[00:11:06.920 --> 00:11:09.920]  當時那個導遊介紹我們
[00:11:09.920 --> 00:11:13.040]  在這個沙拉島上面的設施等等
[00:11:13.040 --> 00:11:14.880]  然後就跟我們說
[00:11:14.880 --> 00:11:16.880]  那時候那些囚犯
[00:11:16.880 --> 00:11:21.320]  所面對的很多很多的悲慘的故事
[00:11:21.320 --> 00:11:22.440]  吃不飽
[00:11:22.440 --> 00:11:23.760]  穿不亂
[00:11:23.760 --> 00:11:26.120]  經常的要體力勞動
[00:11:26.120 --> 00:11:27.280]  做苦工
[00:11:27.280 --> 00:11:29.320]  有一點點的出錯
[00:11:29.320 --> 00:11:30.880]  就好像圖畫那樣
[00:11:30.880 --> 00:11:33.560]  被人綁住都是鞭打
[00:11:33.560 --> 00:11:35.640]  我不敢肯定
[00:11:35.640 --> 00:11:38.520]  當日的拔摩島上面的約翰
[00:11:38.520 --> 00:11:40.640]  有沒有像這幫人一樣
[00:11:40.640 --> 00:11:44.880]  受到嚴重的苦待
[00:11:44.880 --> 00:11:45.880]  很明顯
[00:11:45.880 --> 00:11:51.120]  不會有人喜歡被流放到那個海島上面
[00:11:51.120 --> 00:11:52.480]  想像一下
[00:11:52.480 --> 00:11:54.240]  這樣的情況
[00:11:54.240 --> 00:11:57.560]  如果你可以選擇
[00:11:57.560 --> 00:12:02.280]  你會選擇被流放到那個孤島
[00:12:02.280 --> 00:12:03.960]  你都是受苦
[00:12:03.960 --> 00:12:06.680]  還是面對死亡
[00:12:06.680 --> 00:12:08.720]  還是
[00:12:08.720 --> 00:12:10.280]  不做基督徒了
[00:12:10.280 --> 00:12:12.480]  否認耶穌基督
[00:12:12.480 --> 00:12:15.680]  這個並不是一個很愉快的選擇
[00:12:15.680 --> 00:12:17.160]  但是
[00:12:17.160 --> 00:12:19.000]  這個
[00:12:19.000 --> 00:12:20.440]  正正是
[00:12:20.440 --> 00:12:21.600]  第一代信徒
[00:12:21.600 --> 00:12:24.760]  很多時候要面對的一個選擇
[00:12:24.760 --> 00:12:26.600]  信還是不信
[00:12:26.600 --> 00:12:29.600]  做不做基督徒好
[00:12:29.600 --> 00:12:32.160]  主耶穌在馬可分一本說
[00:12:32.160 --> 00:12:35.400]  唯有忍耐到底的必然得救
[00:12:35.400 --> 00:12:37.760]  凡在人面前不認我的
[00:12:37.760 --> 00:12:39.920]  我在我天上的父面前
[00:12:39.920 --> 00:12:42.440]  也不認他
[00:12:42.440 --> 00:12:46.160]  在第一世紀做基督徒
[00:12:46.160 --> 00:12:49.720]  是危險的
[00:12:49.720 --> 00:12:55.080]  由於他們拒絕敬拜羅馬君王
[00:12:55.080 --> 00:12:57.200]  敬拜他們的假神
[00:12:57.200 --> 00:13:00.760]  拒絕參與他們的憲制
[00:13:00.760 --> 00:13:02.360]  所以很多時候在第一代
[00:13:02.360 --> 00:13:04.480]  羅馬政權底下做基督徒的時候
[00:13:04.480 --> 00:13:09.560]  他們都會經常受到迫害
[00:13:09.560 --> 00:13:14.120]  零散地受到迫害
[00:13:14.120 --> 00:13:17.960]  直到主後六十四年
[00:13:17.960 --> 00:13:19.320]  在那個時候羅馬城
[00:13:19.320 --> 00:13:21.320]  突然發生很大的火
[00:13:21.320 --> 00:13:25.720]  一直燒燒燒燒燒了六天七夜
[00:13:25.720 --> 00:13:28.440]  火終於熄滅了
[00:13:28.440 --> 00:13:32.040]  整個城市七成被燒毀
[00:13:32.040 --> 00:13:34.360]  火災很嚴重
[00:13:34.360 --> 00:13:35.920]  而當時也有一個流傳說
[00:13:35.920 --> 00:13:39.960]  這個火是當時的皇帝尼祿王放的
[00:13:39.960 --> 00:13:41.080]  他放火的原因就是
[00:13:41.080 --> 00:13:44.240]  為了得到某一些政治的好處
[00:13:44.240 --> 00:13:47.120]  這個尼祿王一聽到這個謠傳的時候
[00:13:47.120 --> 00:13:48.520]  為了保護自己
[00:13:48.520 --> 00:13:51.080]  他就把矛頭指向基督徒
[00:13:51.080 --> 00:13:54.280]  是這幫基督徒放火的
[00:13:54.280 --> 00:13:56.600]  基督徒就這樣成為了當時的代罪羔羊
[00:13:56.600 --> 00:13:58.280]  也由於那一次的迫害
[00:13:58.280 --> 00:14:02.240]  迫害由民間變成政府層面
[00:14:02.240 --> 00:14:03.640]  所以很有系統地
[00:14:03.640 --> 00:14:06.960]  很多時候基督徒就會被政府所迫害
[00:14:06.960 --> 00:14:10.720]  而這個迫害一直維持了二百年
[00:14:10.720 --> 00:14:15.880]  當使徒約翰被流放到達摩島的時候
[00:14:15.880 --> 00:14:17.760]  我想大概如果不是全部的話
[00:14:17.760 --> 00:14:21.400]  大部分當時的十二門徒
[00:14:21.400 --> 00:14:23.640]  耶穌所挑選的十二門徒
[00:14:23.640 --> 00:14:32.240]  已經在不同的時間被處死
[00:14:32.240 --> 00:14:34.800]  我相信對當時的第一代信徒來說
[00:14:34.800 --> 00:14:38.800]  經常被逼迫、被迫害、處決
[00:14:38.800 --> 00:14:40.680]  甚至或者流放
[00:14:40.680 --> 00:14:41.600]  很多時候對他們來說
[00:14:41.600 --> 00:14:44.440]  都是一個很實在的經驗
[00:14:44.440 --> 00:14:45.800]  當然對於我們來說
[00:14:45.800 --> 00:14:48.480]  我們很難完全明白這種經驗
[00:14:48.480 --> 00:14:49.320]  不過無論如何
[00:14:49.320 --> 00:14:50.640]  其實我相信每一個世代
[00:14:50.640 --> 00:14:51.840]  或者每一個地方
[00:14:51.840 --> 00:14:54.000]  做耶穌基督的跟隨者
[00:14:54.000 --> 00:14:56.960]  都會面對著不同類型的挑戰和困難
[00:14:56.960 --> 00:14:57.880]  大家記得上個星期
[00:14:57.880 --> 00:14:59.400]  Bruce跟我們說過
[00:14:59.400 --> 00:15:03.040]  如果我們很認真地要持守
[00:15:03.040 --> 00:15:07.320]  我們做基督徒的一些道德標準的時候
[00:15:07.320 --> 00:15:09.240]  我們很多時候都會面對什麼?
[00:15:09.240 --> 00:15:11.040]  面對著排斥
[00:15:11.040 --> 00:15:12.440]  面對著壓迫
[00:15:12.440 --> 00:15:13.400]  那又怎樣?
[00:15:13.400 --> 00:15:14.560]  逃避?
[00:15:14.560 --> 00:15:15.960]  還是妥協?
[00:15:15.960 --> 00:15:16.880]  逃避?
[00:15:16.880 --> 00:15:18.960]  還是妥協?
[00:15:18.960 --> 00:15:22.400]  在馬可呼音耶穌這樣說
[00:15:22.400 --> 00:15:23.640]  耶穌總經講到
[00:15:23.640 --> 00:15:25.440]  你們要為我的名
[00:15:25.440 --> 00:15:27.320]  被眾人恨污
[00:15:27.320 --> 00:15:29.200]  唯有忍耐到底的
[00:15:29.200 --> 00:15:32.040]  必然得救
[00:15:32.040 --> 00:15:34.880]  也許是因為耶穌基督這個教導
[00:15:34.880 --> 00:15:38.240]  所以使徒約翰在第九節就說
[00:15:38.240 --> 00:15:41.600]  我跟你們一起分享
[00:15:41.600 --> 00:15:43.880]  耶穌基督的患難國度
[00:15:43.880 --> 00:15:47.960]  我亦都跟你們一起的忍耐
[00:15:47.960 --> 00:15:49.400]  我想問大家
[00:15:49.400 --> 00:15:52.080]  大家經不經常忍耐?
[00:15:52.080 --> 00:15:54.480]  你覺得忍耐容易嗎?
[00:15:54.480 --> 00:15:55.520]  容易吧?
[00:15:55.520 --> 00:15:57.000]  就看看忍誰了
[00:15:57.000 --> 00:15:59.480]  就看忍什麼了
[00:15:59.480 --> 00:16:02.480]  就在咬食牙間去忍
[00:16:02.480 --> 00:16:03.840]  我們應該怎樣忍耐?
[00:16:03.840 --> 00:16:06.920]  怎樣才可以讓我們能夠忍耐?
[00:16:06.920 --> 00:16:11.560]  子徒保羅在《哥倫多後書》這樣說
[00:16:11.560 --> 00:16:12.120]  他說
[00:16:12.120 --> 00:16:16.040]  我們這至暫至興的苦楚
[00:16:16.040 --> 00:16:18.520]  要為我們成就極寵無比
[00:16:18.520 --> 00:16:20.320]  永遠的榮耀
[00:16:20.320 --> 00:16:22.360]  原來我們不是顧念所見的
[00:16:22.360 --> 00:16:24.240]  我們顧念的是見不到的
[00:16:24.240 --> 00:16:25.640]  因為所見到的暫時
[00:16:25.640 --> 00:16:28.320]  見不到的才是永遠的
[00:16:28.320 --> 00:16:30.200]  我相信有兩個的信念
[00:16:30.200 --> 00:16:33.760]  是可以幫助我們忍耐的
[00:16:33.760 --> 00:16:35.760]  第一個信念就是保羅這裡所說的
[00:16:35.760 --> 00:16:38.720]  當我們去比較永恆
[00:16:38.720 --> 00:16:40.120]  但是看不到的世界
[00:16:40.120 --> 00:16:41.320]  其實我們今天在這個
[00:16:41.320 --> 00:16:43.760]  看得到的世界裡面的苦難
[00:16:43.760 --> 00:16:47.240]  是暫時的
[00:16:47.240 --> 00:16:50.000]  假如我們去代入
[00:16:50.000 --> 00:16:52.800]  子徒約翰的生命裡面
[00:16:52.800 --> 00:16:54.000]  我相信我們都會驚歎
[00:16:54.000 --> 00:16:58.520]  為什麼這個人可以這麼能夠忍耐呢?
[00:16:58.520 --> 00:16:59.880]  大家可以想像一下
[00:16:59.880 --> 00:17:02.400]  從耶穌基督出來呼召十二門徒
[00:17:02.400 --> 00:17:05.080]  到幾十年過去之後
[00:17:05.080 --> 00:17:07.840]  到現在在拔摩島上面的約翰
[00:17:07.840 --> 00:17:10.960]  他所經歷的多少的困難
[00:17:10.960 --> 00:17:12.360]  多少的患難
[00:17:12.360 --> 00:17:16.920]  同一齊經歷這個恩典的其他的使徒
[00:17:16.920 --> 00:17:19.000]  一個一個來到離開
[00:17:19.000 --> 00:17:20.600]  來到殉道
[00:17:20.600 --> 00:17:21.920]  也可以說
[00:17:21.920 --> 00:17:23.720]  在拔摩島上面的約翰
[00:17:23.720 --> 00:17:26.040]  經歷了這麼多人生的苦難
[00:17:26.040 --> 00:17:28.200]  也許已經生無可戀了
[00:17:28.200 --> 00:17:28.880]  不過很有趣的
[00:17:28.880 --> 00:17:33.120]  如果我們回顧回看聖經的教導
[00:17:33.120 --> 00:17:35.080]  約翰所留下的說話
[00:17:35.080 --> 00:17:40.480]  沒有一個字可以表現他的苦力
[00:17:40.480 --> 00:17:41.720]  或者是絕望
[00:17:41.720 --> 00:17:43.560]  相反你所看到的
[00:17:43.560 --> 00:17:45.760]  約翰所寫的教導
[00:17:45.760 --> 00:17:47.840]  是充滿愛和希望的
[00:17:47.840 --> 00:17:50.840]  我們單是看啟示錄
[00:17:50.840 --> 00:17:53.040]  啟示錄有四次
[00:17:53.040 --> 00:17:54.960]  約翰是記載了整個說話
[00:17:54.960 --> 00:17:57.080]  「我必快來」
[00:17:57.080 --> 00:17:58.480]  我相信約翰知道很清楚
[00:17:58.480 --> 00:18:01.040]  以及深信他所相信的耶穌基督
[00:18:01.040 --> 00:18:03.920]  是很快回來的
[00:18:03.920 --> 00:18:07.640]  如果我們看另外一個約翰的著作
[00:18:07.640 --> 00:18:08.800]  這個約翰一書
[00:18:08.800 --> 00:18:13.200]  他甚至用主耶穌將要回來的事實
[00:18:13.200 --> 00:18:15.320]  來鼓勵當時代的信徒
