
[00:00:00.000 --> 00:00:05.000]  今天我們2018年第一個逐日的聚會
[00:09:16.000 --> 00:09:18.000]  Old Wine Skin
[00:09:18.000 --> 00:09:22.000]  這個舊皮囊的意思是說
[00:09:22.000 --> 00:09:26.000]  這個酒皮帶用了好久了
[00:09:26.000 --> 00:09:29.000]  那麼裝了好多年的酒
[00:09:29.000 --> 00:09:31.000]  這個酒裡面有這個乙醚
[00:09:31.000 --> 00:09:33.000]  乙醚會繼續的發酵
[00:09:33.000 --> 00:09:37.000]  所以酒皮帶都慢慢的要破了
[00:09:37.000 --> 00:09:39.000]  要漏了的時候
[00:09:39.000 --> 00:09:43.000]  是不是時候要換一個新的皮帶
[00:09:43.000 --> 00:09:46.000]  然後才能夠裝上新的酒呢
[00:09:46.000 --> 00:09:48.000]  這就是要叫我們來
[00:09:48.000 --> 00:09:50.000]  面對神新的季節
[00:09:50.000 --> 00:09:52.000]  我們的挑戰
[00:09:52.000 --> 00:09:54.000]  因為我們知道
[00:09:54.000 --> 00:09:56.000]  當危機來的時候
[00:09:56.000 --> 00:09:58.000]  那就是轉機
[00:09:58.000 --> 00:10:01.000]  當環境在變化的時候
[00:10:01.000 --> 00:10:04.000]  如果我們可以跟上神的腳步
[00:10:04.000 --> 00:10:07.000]  我們就能夠再一次
[00:10:07.000 --> 00:10:10.000]  在神更換的季節
[00:10:10.000 --> 00:10:12.000]  在這個二十一世紀
[00:10:12.000 --> 00:10:15.000]  二零一八年尤其
[00:10:15.000 --> 00:10:18.000]  是更艱難的一年
[00:10:18.000 --> 00:10:21.000]  我們能夠活出更好的
[00:10:21.000 --> 00:10:23.000]  去年我們弟兄姊妹
[00:10:23.000 --> 00:10:26.000]  有多有身體有病痛的
[00:10:26.000 --> 00:10:28.000]  或者是怎麼樣的
[00:10:28.000 --> 00:10:30.000]  但是我們看到
[00:10:30.000 --> 00:10:32.000]  我們的神他動手
[00:10:32.000 --> 00:10:34.000]  神帶領我們
[00:10:34.000 --> 00:10:36.000]  到了二零一八年
[00:10:36.000 --> 00:10:38.000]  我們要再一次憑著信心
[00:10:38.000 --> 00:10:40.000]  奉主耶穌基督的名
[00:10:40.000 --> 00:10:42.000]  我們要來舉目來仰望我們的神
[00:10:42.000 --> 00:10:45.000]  緊緊抓住神的運氣
[00:10:45.000 --> 00:10:47.000]  能夠從神的工作中
[00:10:47.000 --> 00:10:50.000]  跟上祂的腳步
[00:10:50.000 --> 00:10:53.000]  能夠重新得到祂的力量
[00:10:53.000 --> 00:10:55.000]  祂的安慰 祂的保守
[00:10:55.000 --> 00:10:58.000]  大環境改變的時刻
[00:10:58.000 --> 00:11:02.000]  就是神新的季節的開始
[00:11:02.000 --> 00:11:07.000]  這個荒漠甘泉在一月一號
[00:11:07.000 --> 00:11:10.000]  祂說你們要過去
[00:11:10.000 --> 00:11:13.000]  得地為業的那地方
[00:11:13.000 --> 00:11:15.000]  那是有山有谷
[00:11:15.000 --> 00:11:18.000]  雨水積潤之地
[00:11:18.000 --> 00:11:21.000]  是耶和華你神所眷顧的
[00:11:21.000 --> 00:11:23.000]  從歲首到年終
[00:11:23.000 --> 00:11:25.000]  耶和華你神的眼目
[00:11:25.000 --> 00:11:27.000]  時常看顧那地
[00:11:27.000 --> 00:11:30.000]  這是神給我們在新的一年
[00:11:30.000 --> 00:11:35.000]  祂的保證 祂的保守 祂的帶領
[00:11:35.000 --> 00:11:39.000]  同樣的對我們新光愛靈陽堂
[00:11:39.000 --> 00:11:41.000]  祂說這是一個新的季節
[00:11:41.000 --> 00:11:45.000]  你們要得到新的恩高
[00:11:45.000 --> 00:11:49.000]  我們要怎麼樣來面對這個挑戰呢
[00:11:49.000 --> 00:11:50.000]  讓我們低頭禱告
[00:11:50.000 --> 00:11:52.000]  阿爸父我們感謝祢
[00:11:52.000 --> 00:11:53.000]  我們讚美祢
[00:11:53.000 --> 00:11:56.000]  祢是又真又活的神
[00:11:56.000 --> 00:12:00.000]  是的 讓我們在這個轉換的季節
[00:12:00.000 --> 00:12:02.000]  新的年頭
[00:12:02.000 --> 00:12:05.000]  我們再一次把我們自己交在祢手上
[00:12:05.000 --> 00:12:07.000]  我們要面對的
[00:12:07.000 --> 00:12:10.000]  是好像迦南平原的迦南棲族
[00:12:10.000 --> 00:12:12.000]  我們以為我們打不過
[00:12:12.000 --> 00:12:14.000]  我們以為我們過不去
[00:12:14.000 --> 00:12:17.000]  但是神祢說你當鋼牆壯膽
[00:12:17.000 --> 00:12:19.000]  你當面對這個挑戰
[00:12:19.000 --> 00:12:21.000]  在這個新的季節
[00:12:21.000 --> 00:12:23.000]  神必然有新的恩高
[00:12:23.000 --> 00:12:24.000]  能夠讓你過去的
[00:12:24.000 --> 00:12:27.000]  是感謝祢 讚美祢
[00:12:27.000 --> 00:12:28.000]  一切榮耀歸給祢
[00:12:28.000 --> 00:12:31.000]  這樣禱告是奉主耶穌基督的名
[00:12:31.000 --> 00:12:33.000]  阿們
[00:12:33.000 --> 00:12:37.000]  各位讓我們來思想一下
[00:12:37.000 --> 00:12:40.000]  一年有幾個季節啊
[00:12:40.000 --> 00:12:42.000]  四個
[00:12:42.000 --> 00:12:46.000]  那麼一年有幾個禮拜
[00:12:46.000 --> 00:12:50.000]  第五個禮拜天啊
[00:12:50.000 --> 00:12:53.000]  一年有幾個第五個禮拜天啊
[00:12:53.000 --> 00:12:55.000]  四個
[00:12:55.000 --> 00:12:58.000]  我以前一直以為啊
[00:12:58.000 --> 00:13:03.000]  每三個月有一個第五個禮拜天
[00:13:03.000 --> 00:13:06.000]  對不對
[00:13:06.000 --> 00:13:11.000]  每三個月有一個第五個禮拜天
[00:13:11.000 --> 00:13:15.000]  所以四個季節就有四個第五個禮拜天
[00:13:15.000 --> 00:13:17.000]  今年不是哦
[00:13:17.000 --> 00:13:21.000]  今年一二三月沒有五個禮拜天啊
[00:13:21.000 --> 00:13:24.000]  今年四月有一個六月有一個
[00:13:24.000 --> 00:13:27.000]  沒有沒有一二三月沒有
[00:13:27.000 --> 00:13:33.000]  沒有我看的
[00:13:33.000 --> 00:13:36.000]  一二三通通沒有第五個禮拜天
[00:13:36.000 --> 00:13:38.000]  很奇怪的事情
[00:13:38.000 --> 00:13:39.000]  為什麼我知道
[00:13:39.000 --> 00:13:43.000]  我最近在做教會的行事曆啊
[00:13:43.000 --> 00:13:45.000]  還有安排教會的靈修
[00:13:45.000 --> 00:13:47.000]  安排教會的講臺
[00:13:47.000 --> 00:13:48.000]  安排這個
[00:13:48.000 --> 00:13:51.000]  然後我就看怎麼搞今年
[00:13:51.000 --> 00:13:55.000]  不是三個月一個五個禮拜天
[00:13:55.000 --> 00:14:01.000]  一二三月沒有四月有六月有一個
[00:14:01.000 --> 00:14:05.000]  五月沒有六月四六都有
[00:14:05.000 --> 00:14:06.000]  七月有很奇怪
[00:14:06.000 --> 00:14:10.000]  所以今年啊真的是2018年
[00:14:10.000 --> 00:14:14.000]  各位要憑著信心要緊緊抓住時間
[00:14:14.000 --> 00:14:20.000]  六月有啊對啊是沒錯
[00:14:20.000 --> 00:14:22.000]  ok ok
[00:14:22.000 --> 00:14:23.000]  ok 好了好了
[00:14:23.000 --> 00:14:25.000]  回過來了
[00:14:25.000 --> 00:14:28.000]  謝謝你們
[00:14:28.000 --> 00:14:29.000]  但是不管怎麼樣
[00:14:29.000 --> 00:14:30.000]  我們知道這一個
[00:14:30.000 --> 00:14:32.000]  我們進入這個2018年
[00:14:32.000 --> 00:14:34.000]  是很奇怪的一年
[00:14:34.000 --> 00:14:35.000]  您知道嗎
[00:14:35.000 --> 00:14:38.000]  因為好像已經不再是
[00:14:38.000 --> 00:14:40.000]  我們所熟悉那個
[00:14:40.000 --> 00:14:42.000]  許許多多事情都不一樣了
[00:14:42.000 --> 00:14:45.000]  所以我跟你講說
[00:14:45.000 --> 00:14:46.000]  我們要怎麼樣面對這個
[00:14:46.000 --> 00:14:48.000]  新季節的挑戰呢
[00:14:48.000 --> 00:14:56.000]  第一你要確信神仍然在掌權作王
[00:14:56.000 --> 00:14:57.000]  剛才我們領帶
[00:14:57.000 --> 00:15:02.000]  我們讀的十篇二十九篇直接說
[00:15:02.000 --> 00:15:04.000]  洪水泛濫之時
[00:15:04.000 --> 00:15:06.000]  葉赫華坐著為王
[00:15:06.000 --> 00:15:08.000]  葉赫華坐著為王
[00:15:08.000 --> 00:15:10.000]  直到永遠
[00:15:10.000 --> 00:15:14.000]  所以當災難臨到的時候呢
[00:15:14.000 --> 00:15:18.000]  你要相信神仍然掌權
[00:15:18.000 --> 00:15:23.000]  不是說神帶領你出了災難
[00:15:23.000 --> 00:15:25.000]  祂才在掌權
[00:15:25.000 --> 00:15:29.000]  不是說神讓你戰勝了什麼
[00:15:29.000 --> 00:15:31.000]  勝過了什麼
[00:15:31.000 --> 00:15:33.000]  才是祂在掌權
[00:15:33.000 --> 00:15:36.000]  我跟你講洪水泛濫之時
[00:15:36.000 --> 00:15:39.000]  葉赫華坐著為王
[00:15:39.000 --> 00:15:41.000]  什麼叫坐著為王呢
[00:15:41.000 --> 00:15:44.000]  祂是坐在寶座上作王
[00:15:44.000 --> 00:15:47.000]  表示說祂還是在掌權作王
[00:15:47.000 --> 00:15:48.000]  時代會變
[00:15:48.000 --> 00:15:49.000]  環境會變
[00:15:49.000 --> 00:15:51.000]  情況會變
[00:15:51.000 --> 00:15:53.000]  但是葉赫華永遠不變
[00:15:53.000 --> 00:15:57.000]  祂仍然掌權作王
[00:15:57.000 --> 00:16:01.000]  這是不改變的一件事情
[00:16:01.000 --> 00:16:04.000]  洪水泛濫是令我們驚恐的
[00:16:04.000 --> 00:16:06.000]  令我們害怕的
[00:16:06.000 --> 00:16:10.000]  但不表示神不在中間你知道嗎
[00:16:10.000 --> 00:16:11.000]  原來說我們掌權掌權
[00:16:11.000 --> 00:16:13.000]  神啊祢在哪裡
[00:16:13.000 --> 00:16:15.000]  我現在困苦的不得了
[00:16:15.000 --> 00:16:17.000]  我有許許多多的困苦患難
[00:16:17.000 --> 00:16:19.000]  祢為什麼不來幫助我
[00:16:19.000 --> 00:16:22.000]  祢到底還是不是掌權作王
[00:16:22.000 --> 00:16:23.000]  我跟你講
[00:16:23.000 --> 00:16:27.000]  祂仍然在掌權作王
[00:16:27.000 --> 00:16:28.000]  感謝神
[00:16:28.000 --> 00:16:32.000]  我自己經歷好多這樣的事情
[00:16:32.000 --> 00:16:34.000]  但我認為神啊
[00:16:34.000 --> 00:16:36.000]  祢為什麼不這樣子幫我
[00:16:36.000 --> 00:16:39.000]  為什麼不那樣子來幫我解決
[00:16:39.000 --> 00:16:41.000]  祂沒有
[00:16:41.000 --> 00:16:44.000]  但是事過境遷以後
[00:16:44.000 --> 00:16:45.000]  我才發現
[00:16:45.000 --> 00:16:46.000]  哎呦
[00:16:46.000 --> 00:16:49.000]  真是祢的旨意高過我的旨意
[00:16:49.000 --> 00:16:52.000]  如果照我那樣子來解決
[00:16:52.000 --> 00:16:54.000]  神祢為我解決的話
[00:16:54.000 --> 00:16:56.000]  我今天又有問題了
[00:16:56.000 --> 00:16:58.000]  您知道嗎
[00:16:58.000 --> 00:17:01.000]  所以神祂掌權作王的時候
[00:17:01.000 --> 00:17:03.000]  祂有祂的主權
[00:17:03.000 --> 00:17:09.000]  我們的一切都在祂的掌握之中
[00:17:09.000 --> 00:17:11.000]  那麼我們的神
[00:17:11.000 --> 00:17:15.000]  即使就好像耶穌在
[00:17:15.000 --> 00:17:17.000]  這個
[00:17:17.000 --> 00:17:18.000]  約旦河裡面
[00:17:18.000 --> 00:17:20.000]  在伽利略海裡面
[00:17:20.000 --> 00:17:22.000]  祂在那個船上
[00:17:22.000 --> 00:17:25.000]  在風浪之中的時候
[00:17:25.000 --> 00:17:28.000]  祂仍然掌權作王
[00:17:28.000 --> 00:17:31.000]  祂是平靜風浪的神
[00:17:31.000 --> 00:17:33.000]  所以我們就再一次
[00:17:33.000 --> 00:17:35.000]  緊緊地抓住祂
[00:17:35.000 --> 00:17:38.000]  洪水會過去的
[00:17:38.000 --> 00:17:41.000]  但是耶和華仍然掌權作王
[00:17:41.000 --> 00:17:42.000]  洪水來的時候
[00:17:42.000 --> 00:17:44.000]  你也不要害怕
[00:17:44.000 --> 00:17:46.000]  要定精在
[00:17:46.000 --> 00:17:49.000]  坐寶座的神的身上
[00:17:49.000 --> 00:17:51.000]  伽利略戰略神
[00:17:51.000 --> 00:17:53.000]  這是在我們災難之中
[00:17:53.000 --> 00:17:55.000]  困苦患難之中的
[00:17:55.000 --> 00:17:57.000]  我們的態度
[00:17:57.000 --> 00:17:59.000]  你要怎麼樣
[00:17:59.000 --> 00:18:01.000]  去面對這個新的挑戰
[00:18:01.000 --> 00:18:04.000]  新的季節的挑戰
[00:18:04.000 --> 00:18:06.000]  在我們的生活中
[00:18:06.000 --> 00:18:11.000]  神也不是一直在看顧保守嗎
[00:18:11.000 --> 00:18:13.000]  跟著的一節是說
[00:18:13.000 --> 00:18:16.000]  耶和華必賜力量給祂的百姓
[00:18:16.000 --> 00:18:21.000]  耶和華必賜平安的福給祂的百姓
[00:18:21.000 --> 00:18:24.000]  祂沒有說耶和華一定為你解決問題
[00:18:24.000 --> 00:18:27.000]  耶和華一定會讓你發財
[00:18:27.000 --> 00:18:29.000]  耶和華一定會為你怎麼樣
[00:18:29.000 --> 00:18:31.000]  因為您知道嗎
[00:18:31.000 --> 00:18:34.000]  神祂在在想
[00:18:34.000 --> 00:18:36.000]  我給你那麼多錢
[00:18:36.000 --> 00:18:37.000]  你生不帶來
[00:18:37.000 --> 00:18:39.000]  你死也不帶去的
[00:18:39.000 --> 00:18:41.000]  你抓了這麼多錢
[00:18:41.000 --> 00:18:43.000]  你能幹什麼
[00:18:43.000 --> 00:18:45.000]  是不是
[00:18:45.000 --> 00:18:47.000]  所以我喜歡講
[00:18:47.000 --> 00:18:49.000]  亞歷山大帝希臘的
[00:18:49.000 --> 00:18:53.000]  幾乎征服了整個世界的亞歷山大帝
[00:18:53.000 --> 00:18:55.000]  多麼聰明的一個人
[00:18:55.000 --> 00:18:58.000]  多麼勇敢有智慧的一個人
[00:18:58.000 --> 00:18:59.000]  他死的時候
[00:18:59.000 --> 00:19:02.000]  他說你們把我的棺材挖兩個洞
[00:19:02.000 --> 00:19:04.000]  然後把我的手伸出來
[00:19:04.000 --> 00:19:06.000]  你看我帶走了什麼
[00:19:06.000 --> 00:19:07.000]  Nothing
[00:19:07.000 --> 00:19:10.000]  什麼都帶不走
[00:19:10.000 --> 00:19:13.000]  耶和華仍然在掌權作王
[00:19:13.000 --> 00:19:16.000]  我們在我們的日常生活中間
[00:19:16.000 --> 00:19:19.000]  神從來沒有應許我們說
[00:19:19.000 --> 00:19:21.000]  花香慘難
[00:19:21.000 --> 00:19:25.000]  或者是說我們要
[00:19:25.000 --> 00:19:29.000]  天天都有陽光燦爛
[00:19:29.000 --> 00:19:31.000]  但是神應許我們
[00:19:31.000 --> 00:19:33.000]  我們行路有光亮
[00:19:33.000 --> 00:19:35.000]  我們做工得喜
[00:19:35.000 --> 00:19:38.000]  神從來沒有應許我們說
