
[00:00:00.000 --> 00:00:04.360]  這個背景大家知道是甚麼事嗎?
[00:01:53.840 --> 00:01:56.320]  那就…生命就過去了
[00:01:56.320 --> 00:01:58.320]  就沒有了
[00:01:58.320 --> 00:01:59.480]  但是無論如何
[00:01:59.480 --> 00:02:02.240]  無論你覺得人生最重要的是時間
[00:02:02.240 --> 00:02:04.720]  是生命
[00:02:04.720 --> 00:02:06.920]  在我們有生之年
[00:02:06.920 --> 00:02:09.840]  就是當你還在生後的時間
[00:02:09.840 --> 00:02:11.280]  我們要做些甚麼
[00:02:11.280 --> 00:02:13.360]  我們想做些甚麼
[00:02:13.360 --> 00:02:15.680]  那這個就很重要了
[00:02:15.680 --> 00:02:16.640]  到底在我們生命當中
[00:02:16.640 --> 00:02:18.080]  人生裡面這幾十年當中
[00:02:18.080 --> 00:02:19.520]  我們能夠做些甚麼呢?
[00:02:19.520 --> 00:02:20.560]  可以做些甚麼呢?
[00:02:20.560 --> 00:02:21.840]  對我們來說最重要
[00:02:21.840 --> 00:02:24.480]  最寶貴的是甚麼呢?
[00:02:24.480 --> 00:02:25.880]  可能心裡有個牧師問你
[00:02:25.880 --> 00:02:27.840]  為甚麼不是這個問題
[00:02:27.840 --> 00:02:29.800]  因為這些問題太難了
[00:02:29.800 --> 00:02:31.520]  有沒有人想過?
[00:02:31.520 --> 00:02:33.240]  我看不是很多人想過
[00:02:33.240 --> 00:02:35.800]  不是很多人懂得去回答這些問題
[00:02:35.800 --> 00:02:38.320]  會不會?
[00:02:38.320 --> 00:02:40.280]  不過你不懂得回答不要緊
[00:02:40.280 --> 00:02:40.960]  為甚麼呢?
[00:02:40.960 --> 00:02:42.720]  你說我沒有去想
[00:02:42.720 --> 00:02:44.920]  太難了,我不會回答這些問題
[00:02:44.920 --> 00:02:46.760]  不要緊的,為甚麼呢?
[00:02:46.760 --> 00:02:49.080]  你不懂得回答,你沒有想過
[00:02:49.080 --> 00:02:50.280]  你的家人
[00:02:50.280 --> 00:02:51.640]  特別是你的父母
[00:02:51.640 --> 00:02:53.480]  特別是你成長的環境
[00:02:53.480 --> 00:02:55.840]  以及社會的氛圍
[00:02:55.840 --> 00:02:57.640]  會在你不知不覺當中
[00:02:57.640 --> 00:03:01.440]  將你以為甚麼是最重要
[00:03:01.440 --> 00:03:05.400]  最寶貴的東西印在你的心裡
[00:03:05.400 --> 00:03:06.640]  所以
[00:03:06.640 --> 00:03:08.920]  譬如有人長大後不知不覺
[00:03:08.920 --> 00:03:10.120]  你會覺得甚麼重要?
[00:03:10.120 --> 00:03:11.360]  賺錢重要
[00:03:11.360 --> 00:03:13.160]  Money第一個on the top
[00:03:13.160 --> 00:03:14.520]  還要賺很多錢
[00:03:14.520 --> 00:03:15.920]  不單止賺錢
[00:03:15.920 --> 00:03:17.560]  還要賺很多錢,很重要
[00:03:17.560 --> 00:03:20.160]  有人認為身份、地位很重要
[00:03:20.160 --> 00:03:23.040]  有人認為家庭、婚姻很重要
[00:03:23.040 --> 00:03:25.400]  有人認為工作很重要
[00:03:25.400 --> 00:03:32.440]  有人認為健康、品格很重要
[00:03:32.440 --> 00:03:36.480]  到底甚麼對我人生來說
[00:03:36.480 --> 00:03:40.000]  才是最重要、最寶貴的東西呢?
[00:03:40.000 --> 00:03:42.440]  你說牧師你也有很多
[00:03:42.440 --> 00:03:45.200]  每個人可能對自己人生當中
[00:03:45.200 --> 00:03:47.320]  你認為是最寶貴、最重要的東西
[00:03:47.320 --> 00:03:49.520]  每個人的看法都不一樣
[00:03:49.520 --> 00:03:51.000]  但是我們想想
[00:03:51.000 --> 00:03:53.480]  其實我們都是不知不覺當中
[00:03:53.480 --> 00:03:55.640]  受環境的影響
[00:03:55.640 --> 00:03:58.280]  以及很多時候在不知不覺當中
[00:03:58.280 --> 00:04:01.360]  都是建基於別人的看法
[00:04:01.360 --> 00:04:04.080]  以及社會的潮流上
[00:04:04.080 --> 00:04:05.160]  對不對?
[00:04:05.160 --> 00:04:06.720]  你想想
[00:04:06.720 --> 00:04:08.720]  這些看法
[00:04:08.720 --> 00:04:09.440]  是可以的
[00:04:09.440 --> 00:04:10.520]  你喜歡怎樣看
[00:04:10.520 --> 00:04:13.040]  你覺得哪些東西在這些大堆當中
[00:04:13.040 --> 00:04:14.240]  哪些是最重要的
[00:04:14.240 --> 00:04:16.800]  每個人都不同
[00:04:16.800 --> 00:04:18.800]  問題是甚麼呢?
[00:04:18.800 --> 00:04:20.200]  問題是
[00:04:20.200 --> 00:04:25.360]  我們這些所謂最重要、最寶貴的東西
[00:04:25.360 --> 00:04:30.040]  很多時候是會被殘酷的世界
[00:04:30.040 --> 00:04:31.560]  心愛的環境
[00:04:31.560 --> 00:04:36.640]  還有邪惡的人性去摧毀
[00:04:36.640 --> 00:04:38.760]  所以有一次聖經
[00:04:38.760 --> 00:04:39.520]  老基督徒
[00:04:39.520 --> 00:04:41.040]  老基督徒我們很熟悉
[00:04:41.040 --> 00:04:42.960]  師篇九十篇第十節
[00:04:42.960 --> 00:04:46.680]  那裡是導盡了人生的唏噓
[00:04:46.680 --> 00:04:47.760]  那裡說甚麼呢?
[00:04:47.760 --> 00:04:50.680]  他說我們一生的年齡是七十歲
[00:04:50.680 --> 00:04:52.000]  牧師過了
[00:04:52.000 --> 00:04:52.840]  若是強壯
[00:04:52.840 --> 00:04:55.080]  希望我到八十歲吧
[00:04:55.080 --> 00:04:58.440]  但是其中所驚誇的是甚麼呢?
[00:04:58.440 --> 00:05:04.640]  不過是「勞苦受煩,轉眼成空」
[00:05:04.640 --> 00:05:06.280]  如果是這樣
[00:05:06.280 --> 00:05:08.880]  如果人生是這樣的時候
[00:05:08.880 --> 00:05:11.360]  我今早在這個時間
[00:05:11.360 --> 00:05:13.880]  我鼓勵我們在眾每一個
[00:05:13.880 --> 00:05:15.280]  可不可以嘗試一下
[00:05:15.280 --> 00:05:18.360]  將我們自小被人培養出來
[00:05:18.360 --> 00:05:21.920]  那些我們認為最重要、最寶貴的東西
[00:05:21.920 --> 00:05:24.240]  暫時放下
[00:05:24.240 --> 00:05:26.920]  嘗試去揣摩一下
[00:05:26.920 --> 00:05:30.200]  上帝賜給我們最寶貴的
[00:05:30.200 --> 00:05:32.360]  到底是甚麼呢?
[00:05:32.360 --> 00:05:36.600]  上帝賜給我們的那些
[00:05:36.600 --> 00:05:38.240]  是最寶貴的東西
[00:05:38.240 --> 00:05:40.320]  可不可以成為我們人生當中
[00:05:40.320 --> 00:05:43.840]  最寶貴、最重要的東西呢?
[00:05:43.840 --> 00:05:46.320]  當然在聖誕節大家都猜到
[00:05:46.320 --> 00:05:53.040]  上帝賜給我們最寶貴的東西是甚麼呢?
[00:05:53.040 --> 00:05:56.600]  上帝賜給我們最寶貴的禮物是甚麼呢?
[00:05:56.600 --> 00:05:57.480]  我聽不太清楚
[00:05:57.480 --> 00:05:58.240]  耳朵不太好
[00:05:58.240 --> 00:05:59.440]  現在是比卡布
[00:05:59.440 --> 00:06:00.960]  耶穌基督
[00:06:00.960 --> 00:06:02.240]  我們慶祝聖誕節
[00:06:02.240 --> 00:06:03.480]  耶穌基督降生
[00:06:03.480 --> 00:06:05.960]  救主的降生
[00:06:05.960 --> 00:06:07.000]  問題是
[00:06:07.000 --> 00:06:09.160]  為甚麼耶穌基督對我們來說
[00:06:09.160 --> 00:06:11.240]  是那麼重要呢?
[00:06:11.240 --> 00:06:12.120]  保羅
[00:06:12.120 --> 00:06:13.640]  我們認識保羅這個人
[00:06:13.640 --> 00:06:14.720]  甚至他說
[00:06:14.720 --> 00:06:19.320]  他以認識耶穌基督為至寶
[00:06:19.320 --> 00:06:21.960]  拼了命
[00:06:21.960 --> 00:06:24.200]  都要得到耶穌
[00:06:24.200 --> 00:06:26.200]  我們先看幾節聖經
[00:06:26.200 --> 00:06:28.880]  首先我們看楊呼音第一章
[00:06:28.880 --> 00:06:29.720]  有兩節聖經
[00:06:29.720 --> 00:06:30.520]  第一節說
[00:06:30.520 --> 00:06:32.080]  太初有道
[00:06:32.080 --> 00:06:33.800]  道與神同在
[00:06:33.800 --> 00:06:35.760]  道就是神
[00:06:35.760 --> 00:06:36.840]  十四節
[00:06:36.840 --> 00:06:38.640]  道成了肉身
[00:06:38.640 --> 00:06:40.520]  住在我們中間
[00:06:40.520 --> 00:06:42.120]  沖沖滿滿地
[00:06:42.120 --> 00:06:44.560]  有欣典有真理
[00:06:44.560 --> 00:06:46.560]  我們也見過他的榮光
[00:06:46.560 --> 00:06:50.880]  正是負獨生子的榮光
[00:06:50.880 --> 00:06:51.840]  太初有道
[00:06:51.840 --> 00:06:54.440]  這個道字真的很奧妙
[00:06:54.440 --> 00:06:54.960]  好像明白
[00:06:54.960 --> 00:06:56.000]  又好像不明白
[00:06:56.000 --> 00:06:57.440]  我們看英文是甚麼
[00:06:57.440 --> 00:06:58.640]  意味見靈是甚麼
[00:06:58.640 --> 00:06:59.680]  神的說話
[00:06:59.680 --> 00:07:02.160]  The Word
[00:07:02.160 --> 00:07:04.560]  說話言語
[00:07:04.560 --> 00:07:06.120]  在舊約聖經中
[00:07:06.120 --> 00:07:09.560]  代表了神的旨意
[00:07:09.560 --> 00:07:10.440]  為甚麼呢?
[00:07:10.440 --> 00:07:12.840]  神是用一句說話創造天地
[00:07:12.840 --> 00:07:14.200]  在舊約聖經中
[00:07:14.200 --> 00:07:16.440]  用言語去創造天地
[00:07:16.440 --> 00:07:19.880]  也用言語去代表神的心意
[00:07:19.880 --> 00:07:21.080]  所以當太初有道
[00:07:21.080 --> 00:07:22.640]  這個道字中
[00:07:22.640 --> 00:07:24.400]  在舊約聖經中
[00:07:24.400 --> 00:07:26.640]  代表了神
[00:07:26.640 --> 00:07:29.200]  而新約就更清楚
[00:07:29.200 --> 00:07:30.920]  在新約時代
[00:07:30.920 --> 00:07:33.480]  信上帝的猶太人
[00:07:33.480 --> 00:07:37.400]  以道來代表神
[00:07:37.400 --> 00:07:38.840]  馬太夫剛才說
[00:07:38.840 --> 00:07:40.880]  第一章十四節說甚麼
[00:07:40.880 --> 00:07:43.440]  道成了肉身
[00:07:43.440 --> 00:07:45.040]  住在我們中間
[00:07:45.040 --> 00:07:49.040]  充滿了有恩典和有真理
[00:07:49.040 --> 00:07:50.040]  意思是甚麼呢?
[00:07:50.040 --> 00:07:53.120]  意思是神是變成了
[00:07:53.120 --> 00:07:55.320]  我們肉眼可以見到的人
[00:07:55.320 --> 00:07:56.840]  有一個身體
[00:07:56.840 --> 00:07:59.080]  好像你和我一樣
[00:07:59.080 --> 00:08:00.480]  就住在人中間
[00:08:00.480 --> 00:08:01.880]  成為人的一部分
[00:08:01.880 --> 00:08:02.960]  一分子
[00:08:02.960 --> 00:08:05.280]  而在他裡面不同的地方是甚麼呢?
[00:08:05.280 --> 00:08:09.000]  是充滿了恩典和真理
[00:08:09.000 --> 00:08:10.220]  所以主流頂尖
[00:08:10.220 --> 00:08:12.600]  「無對問無道」的朋友
[00:08:12.600 --> 00:08:14.760]  我們經常都說
[00:08:14.760 --> 00:08:15.640]  這是事實
[00:08:15.640 --> 00:08:17.280]  我相信你不會反對的
[00:08:17.280 --> 00:08:20.360]  我們生活在一個充滿了問題
[00:08:20.360 --> 00:08:24.120]  邪惡和殘暴的世界裡
[00:08:24.120 --> 00:08:27.760]  這個我們大家都知道
[00:08:27.760 --> 00:08:29.680]  如果我們真的生活在這個環境中
[00:08:29.680 --> 00:08:31.120]  這個世界裡的時候
[00:08:31.120 --> 00:08:33.160]  人最需要的
[00:08:33.160 --> 00:08:35.960]  到底是甚麼呢?
[00:08:35.960 --> 00:08:37.480]  聖經告訴我們
[00:08:37.480 --> 00:08:38.280]  我們最需要的是
[00:08:38.280 --> 00:08:42.120]  恩典和真理帶給我們的盼望
[00:08:42.120 --> 00:08:44.400]  而能夠施恩給我們的
[00:08:44.400 --> 00:08:46.680]  和帶給我們盼望的
[00:08:46.680 --> 00:08:51.600]  唯有是道成了肉身上帝的神
[00:08:51.600 --> 00:08:58.240]  所以當馬太福音告訴我們
[00:08:58.240 --> 00:09:00.200]  神為何來到我們當中的時候
[00:09:00.200 --> 00:09:02.280]  他發出一個很清楚的宣告
[00:09:02.280 --> 00:09:04.640]  馬太福音在一章二十三節說甚麼呢?
[00:09:04.640 --> 00:09:07.120]  「必有同侶懷孕生子
[00:09:07.120 --> 00:09:10.720]  你人要稱他之名為以馬來利」
[00:09:10.720 --> 00:09:16.480]  以馬來利是神與我們同在的意思
[00:09:16.480 --> 00:09:17.600]  為何耶穌這麼重要呢?
[00:09:17.600 --> 00:09:19.360]  因為祂代表神在我們中間
[00:09:19.360 --> 00:09:23.120]  而且是神與我們同在
[00:09:23.120 --> 00:09:24.440]  既然在我們人生當中
[00:09:24.440 --> 00:09:25.800]  原來最重要的
[00:09:25.800 --> 00:09:27.040]  如果到這個地步
[00:09:27.040 --> 00:09:28.920]  我希望大家能夠聽到
[00:09:28.920 --> 00:09:30.120]  原來在我們人生當中
[00:09:30.120 --> 00:09:31.600]  最重要的
[00:09:31.600 --> 00:09:33.320]  不是時間
[00:09:33.320 --> 00:09:34.680]  不是生命
[00:09:34.680 --> 00:09:36.920]  不是很多人所想的
[00:09:36.920 --> 00:09:43.160]  名利、財富、幸福、健康、家庭
[00:09:43.160 --> 00:09:44.320]  聖經告訴我們
[00:09:44.320 --> 00:09:45.800]  我們最重要的是
[00:09:45.800 --> 00:09:47.320]  能夠抓住那個
[00:09:47.320 --> 00:09:49.800]  能夠賜給我們有盼望
[00:09:49.800 --> 00:09:51.680]  又能夠幫助我們
[00:09:51.680 --> 00:09:54.000]  活出人生意義的神
[00:09:54.000 --> 00:09:56.080]  而這個神已經來到我們當中
[00:09:56.080 --> 00:09:57.480]  駐在我們中間
[00:09:57.480 --> 00:09:58.240]  來過了
[00:09:58.240 --> 00:10:00.600]  耶穌生存在這個世界上
[00:10:00.600 --> 00:10:03.160]  而且完成了祂的工作
[00:10:03.160 --> 00:10:04.200]  為何我們這樣說呢?
[00:10:04.200 --> 00:10:05.800]  因為大家都知道
[00:10:05.800 --> 00:10:08.280]  名利、財富等等
[00:10:08.280 --> 00:10:10.720]  死的時候可以帶走嗎?
[00:10:10.720 --> 00:10:12.160]  不可以,對不對?
[00:10:12.160 --> 00:10:13.040]  婚姻與家庭
[00:10:13.040 --> 00:10:14.320]  哎呀!你感激主了
[00:10:14.320 --> 00:10:17.000]  如果你的婚姻與家庭都幸福壁畫
[00:10:17.000 --> 00:10:19.840]  但都會終結的,對不對?
[00:10:19.840 --> 00:10:22.960]  但如果有神與我們同在呢?
[00:10:22.960 --> 00:10:24.520]  如果有神與我們同在的時候
[00:10:24.520 --> 00:10:25.920]  我們就必曉得真理
[00:10:25.920 --> 00:10:26.840]  聖經說
[00:10:26.840 --> 00:10:28.080]  我們必曉得真理
[00:10:28.080 --> 00:10:31.040]  真理就叫我們得自由、得釋放
[00:10:31.040 --> 00:10:33.120]  並且讓我們有能力
[00:10:33.120 --> 00:10:35.440]  可以活出一個豐盛的人生
[00:10:35.440 --> 00:10:39.080]  這是聖經給我們的應許
[00:10:39.080 --> 00:10:41.800]  所以呢
[00:10:41.800 --> 00:10:44.960]  保羅為何能夠這樣說
[00:10:44.960 --> 00:10:50.120]  指示我以前以為對我有益
[00:10:50.120 --> 00:10:52.000]  這是彼勒比書第三章
[00:10:52.000 --> 00:10:54.280]  我們今天主要的經文
[00:10:54.280 --> 00:10:56.440]  第七節說
[00:10:56.440 --> 00:11:00.040]  保羅指示我以前以為對我有益
[00:11:00.040 --> 00:11:01.960]  我現在因為基督的緣故
[00:11:01.960 --> 00:11:03.720]  都當作有損
[00:11:03.720 --> 00:11:05.200]  不但如此
[00:11:05.200 --> 00:11:08.440]  我以萬事當作有損的
[00:11:08.440 --> 00:11:14.520]  因為我以認識我主耶穌基督為至報
[00:11:14.520 --> 00:11:17.040]  當我們看到保羅到一個地步
[00:11:17.040 --> 00:11:18.680]  當時他坐牢快要死
[00:11:18.680 --> 00:11:20.440]  快要被處決的時候
[00:11:20.440 --> 00:11:22.080]  他竟然說出這個說話
[00:11:22.080 --> 00:11:24.520]  我們看到從他的說話當中
[00:11:24.520 --> 00:11:28.320]  保羅的人生觀不知是何時改變了
[00:11:28.320 --> 00:11:30.600]  跟以前是不一樣的
[00:11:30.600 --> 00:11:33.720]  因為他見過耶穌
[00:11:33.720 --> 00:11:36.360]  他發覺耶穌真的是救主
[00:11:36.360 --> 00:11:37.760]  真的是上帝的兒子
[00:11:37.760 --> 00:11:39.440]  所以由於這個經歷
[00:11:39.440 --> 00:11:41.840]  他的人生觀在不知不覺當中
[00:11:41.840 --> 00:11:44.320]  被改變了過來
[00:11:44.320 --> 00:11:46.920]  我相信我今天在座的大部份
[00:11:46.920 --> 00:11:48.120]  都是基督徒
[00:11:48.120 --> 00:11:53.880]  甚至已經信了耶穌有一段時間
[00:11:53.880 --> 00:11:56.920]  我們是否相信耶穌是神的兒子
[00:11:56.920 --> 00:11:58.640]  相信 我們相信
[00:11:58.640 --> 00:12:00.400]  我們相信不只是神的兒子
[00:12:00.400 --> 00:12:03.640]  祂就是我們的救主
[00:12:03.640 --> 00:12:05.560]  但不知我們當中
[00:12:05.560 --> 00:12:09.120]  有多少人能夠好像保羅一樣說
[00:12:09.120 --> 00:12:14.240]  我以認識耶穌基督為至報呢
[00:12:14.240 --> 00:12:15.840]  你相信耶穌 你認識耶穌
[00:12:15.840 --> 00:12:19.480]  但能否像保羅一樣說
[00:12:19.480 --> 00:12:22.240]  我以認識耶穌基督為至報
[00:12:22.240 --> 00:12:23.600]  認識耶穌基督
[00:12:23.600 --> 00:12:24.640]  相信耶穌基督
[00:12:24.640 --> 00:12:27.920]  是我們人生中最大的幸福
[00:12:27.920 --> 00:12:28.920]  你敢不敢舉手
[00:12:28.920 --> 00:12:31.480]  你會不會舉手
[00:12:31.480 --> 00:12:32.720]  我在想
[00:12:32.720 --> 00:12:35.280]  為何保羅能夠做到呢
[00:12:35.280 --> 00:12:36.960]  為何不能這樣說
[00:12:36.960 --> 00:12:39.080]  以認識耶穌基督為至報呢
[00:12:39.080 --> 00:12:45.480]  到底是甚麼改變了保羅的價值觀呢
[00:12:45.480 --> 00:12:46.480]  我唯一想到的是
[00:12:46.480 --> 00:12:47.360]  這是神的恩典
[00:12:47.360 --> 00:12:53.160]  但這個恩典是怎樣出現的呢
[00:12:53.160 --> 00:12:54.240]  當我聽聖經時
[00:12:54.240 --> 00:12:58.400]  我發現原來保羅有一個很獨特的經歷
[00:12:58.400 --> 00:13:01.000]  這個經歷是改變了他的人生觀的
[00:13:01.000 --> 00:13:02.160]  在哪裏呢
[00:13:02.160 --> 00:13:04.800]  《少代行卒》第九章告訴我
[00:13:04.800 --> 00:13:06.320]  保羅行路
[00:13:06.320 --> 00:13:11.080]  其實當時他正前往大馬士革
[00:13:11.080 --> 00:13:13.280]  就快去到大馬士革了
[00:13:13.280 --> 00:13:15.440]  忽然從天上發光
[00:13:15.440 --> 00:13:16.560]  看到很大的光
[00:13:16.560 --> 00:13:17.880]  四面照著他
[00:13:17.880 --> 00:13:19.840]  他就跌倒在地
[00:13:19.840 --> 00:13:21.920]  聽見有聲音對他說
[00:13:21.920 --> 00:13:26.240]  「素羅!素羅!你為甚麼逼迫我?」
[00:13:26.240 --> 00:13:26.920]  他就說
[00:13:26.920 --> 00:13:29.160]  「主呀!你是誰?你是誰?」
[00:13:29.160 --> 00:13:35.880]  「主說!我就是你所逼迫的耶穌!」
[00:13:35.880 --> 00:13:38.920]  這個經歷我發現是神的恩典
[00:13:38.920 --> 00:13:42.640]  因為他的經歷改變了保羅的人生觀
[00:13:42.640 --> 00:13:43.440]  為甚麼呢
[00:13:43.440 --> 00:13:47.080]  保羅本來是一個很虔誠的猶太教徒
[00:13:47.080 --> 00:13:50.200]  而且他是一個很懂得律法
[00:13:50.200 --> 00:13:53.000]  一個很認真的法律菜人
[00:13:53.000 --> 00:13:56.360]  所以他認為那些信耶穌的人
[00:13:56.360 --> 00:13:59.360]  是背叛猶太教的異教徒
[00:13:59.360 --> 00:14:01.000]  所以必須要去對付他們
[00:14:01.000 --> 00:14:03.320]  所以保羅去大馬士革就去捉人
[00:14:03.320 --> 00:14:04.480]  捉基督徒
[00:14:04.480 --> 00:14:10.440]  要去對付那些背叛猶太教的猶太人
[00:14:10.440 --> 00:14:13.400]  要控告他們和捉拿他們去坐牢
[00:14:13.400 --> 00:14:15.560]  甚至去虐待他們
[00:14:15.560 --> 00:14:17.720]  保羅當時是覺得
[00:14:17.720 --> 00:14:18.760]  這樣做是應該的
[00:14:18.760 --> 00:14:20.120]  應該這樣做的
[00:14:20.120 --> 00:14:22.560]  很熱心很積極
[00:14:22.560 --> 00:14:29.240]  但是上帝卻是主動向保羅顯現
[00:14:29.240 --> 00:14:31.360]  這個經歷正如我剛才所說
[00:14:31.360 --> 00:14:32.960]  就改變了他的一生
[00:14:32.960 --> 00:14:33.960]  有否認識到
[00:14:33.960 --> 00:14:35.680]  原來他相信的上帝
[00:14:35.680 --> 00:14:38.040]  不只是要做這些做那些
[00:14:38.040 --> 00:14:40.040]  不要做那些不要做那些
[00:14:40.040 --> 00:14:43.240]  是靠著守律法和公德
[00:14:43.240 --> 00:14:46.520]  去賺取神認可的上帝
[00:14:46.520 --> 00:14:48.960]  以前我對上帝的認識就是這麼多
[00:14:48.960 --> 00:14:50.680]  但我發覺原來不是的
[00:14:50.680 --> 00:14:52.520]  耶穌對他的顯現
[00:14:52.520 --> 00:14:53.520]  是告訴他知道
[00:14:53.520 --> 00:14:56.400]  原來上帝是一個眷顧人
[00:14:56.400 --> 00:15:00.640]  和向人施慈愛的上帝
[00:15:00.640 --> 00:15:04.680]  上帝在他正在努力去捉基督徒的時候
[00:15:04.680 --> 00:15:06.160]  努力去捉基督徒
[00:15:06.160 --> 00:15:07.840]  要害基督徒的時間
[00:15:07.840 --> 00:15:10.600]  竟然叫耶穌向他顯現
[00:15:10.600 --> 00:15:15.160]  指示給一個全新的人生方向
[00:15:15.160 --> 00:15:21.080]  這對保羅來說是不能忘記
[00:15:21.080 --> 00:15:25.360]  亦是他人生的一個重大轉捩點
[00:15:25.360 --> 00:15:27.360]  於是他發覺
[00:15:27.360 --> 00:15:31.040]  他要重新調整他對人的價值觀
[00:15:31.040 --> 00:15:33.280]  對上帝的認知
[00:15:33.280 --> 00:15:37.360]  諸位弟兄姊妹
[00:15:37.360 --> 00:15:39.280]  我相信不是每一個人
[00:15:39.280 --> 00:15:41.920]  都可以有保羅這樣的經歷
[00:15:41.920 --> 00:15:42.920]  我遇過一些人
[00:15:42.920 --> 00:15:45.240]  真的有的 從來不信任的人
[00:15:45.240 --> 00:15:46.440]  神突然向他顯現
[00:15:46.440 --> 00:15:47.440]  於是信得住
[00:15:47.440 --> 00:15:49.920]  我真的見過一些這樣的人
[00:15:49.920 --> 00:15:54.080]  但不是每個人都有這樣的經驗
[00:15:54.080 --> 00:15:55.840]  但我做牧師這麼久
[00:15:55.840 --> 00:15:57.720]  我看到的是甚麼
[00:15:57.720 --> 00:16:00.320]  凡是你真心相信耶穌的時候
[00:16:00.320 --> 00:16:03.160]  其實都應該有自己經歷到
[00:16:03.160 --> 00:16:07.200]  上帝在你的生命當中的工作
[00:16:07.200 --> 00:16:09.920]  否則你不會相信耶穌
[00:16:09.920 --> 00:16:11.960]  其實你不是很懂聖經
[00:16:11.960 --> 00:16:14.360]  不過是因為在你的人生當中
[00:16:14.360 --> 00:16:16.440]  好像是上帝在跟我說話
[00:16:16.440 --> 00:16:17.840]  耶穌在跟我說話
[00:16:17.840 --> 00:16:19.280]  神幫助到我
[00:16:19.280 --> 00:16:20.240]  神安慰了我
[00:16:20.240 --> 00:16:21.320]  神聽我的禱告
[00:16:21.320 --> 00:16:25.200]  於是你才會決絕信耶穌
[00:16:25.200 --> 00:16:27.880]  所以我們從認識神開始
[00:16:27.880 --> 00:16:29.120]  問問基督的真實
[00:16:29.120 --> 00:16:31.720]  我們對自己的人生觀
[00:16:31.720 --> 00:16:32.760]  因為這樣的緣故
[00:16:32.760 --> 00:16:35.160]  對人生、對視覺、對世界的看法
