
[00:00:00.000 --> 00:00:03.040]  各位在電視機在螢幕面前的
[00:06:49.880 --> 00:06:51.640]  愛人如己
[00:06:51.640 --> 00:06:56.280]  雅各是捍衛一個自尊的律法
[00:06:56.280 --> 00:06:59.000]  怎樣才算是自尊呢?
[00:06:59.000 --> 00:07:01.520]  打機就知道了
[00:07:01.520 --> 00:07:03.640]  當我們去打到最後
[00:07:03.640 --> 00:07:07.000]  最高級的一個級別
[00:07:07.000 --> 00:07:10.480]  或者最高的一個級別的時候
[00:07:10.480 --> 00:07:12.680]  勝利過關
[00:07:12.680 --> 00:07:15.680]  就會感覺到一份優越感
[00:07:15.680 --> 00:07:16.960]  勝利
[00:07:16.960 --> 00:07:18.880]  這個天下間
[00:07:18.880 --> 00:07:20.840]  我是最無敵的
[00:07:20.840 --> 00:07:22.680]  這就是自尊
[00:07:22.680 --> 00:07:26.400]  是一種超卓的感覺
[00:07:26.400 --> 00:07:30.880]  是無與倫比的感受
[00:07:30.880 --> 00:07:34.520]  雅各將愛人如己這個誡命
[00:07:34.520 --> 00:07:36.560]  捍衛自尊
[00:07:36.560 --> 00:07:38.760]  就是至高無上
[00:07:38.760 --> 00:07:42.120]  一種絕對的權定
[00:07:42.120 --> 00:07:45.280]  愛人如己這個律
[00:07:45.280 --> 00:07:47.280]  是多麼重要
[00:07:47.280 --> 00:07:49.960]  同時它也是鼓勵我們
[00:07:49.960 --> 00:07:52.880]  去傳授這個誡命
[00:07:52.880 --> 00:07:55.080]  是不偏不倚的
[00:07:55.080 --> 00:07:59.560]  徹底的執行
[00:07:59.560 --> 00:08:01.680]  有一個人在古董店
[00:08:01.680 --> 00:08:04.200]  看中了一隻戒指
[00:08:04.200 --> 00:08:08.560]  那個戒指的設計十分美觀
[00:08:08.560 --> 00:08:11.800]  讓這個人一看見
[00:08:11.800 --> 00:08:13.200]  就覺得很開心
[00:08:13.200 --> 00:08:19.200]  也能夠取悅他的歡心
[00:08:19.200 --> 00:08:23.400]  看起來十分高尚、典雅
[00:08:23.400 --> 00:08:29.040]  原來這隻戒指是400年前的一件古物
[00:08:29.040 --> 00:08:32.120]  他看見這個心頭好就買了
[00:08:32.120 --> 00:08:37.080]  買了之後就嘗試戴在自己的手上
[00:08:37.080 --> 00:08:49.200]  誰知戒指刺傷了他的手,就把它拔出來
[00:08:49.200 --> 00:08:55.800]  回家後,手麻痺了
[00:08:55.800 --> 00:09:00.080]  他全身都好像失去了知覺
[00:09:00.080 --> 00:09:06.200]  家人就幫他找醫生、檢查、醫治
[00:09:06.200 --> 00:09:11.120]  診斷一下他為何突然變成這樣
[00:09:11.120 --> 00:09:16.120]  醫生在這個過程中幫他檢查
[00:09:16.120 --> 00:09:23.040]  檢查後發現他中了劣性毒藥
[00:09:23.040 --> 00:09:26.520]  醫生問他是否吃錯了東西
[00:09:26.520 --> 00:09:30.120]  當事人當然說沒有
[00:09:30.120 --> 00:09:34.400]  又不知道為何會中了毒
[00:09:34.400 --> 00:09:38.240]  想來想去,可能跟戒指有關係
[00:09:38.240 --> 00:09:42.600]  於是就拿著戒指去化驗
[00:09:42.600 --> 00:09:48.400]  一化驗,原來毒藥就在戒指裏面
[00:09:48.400 --> 00:09:50.840]  再翻查一些文獻
[00:09:50.840 --> 00:09:57.560]  原來這隻戒指是當年意大利人
[00:09:57.560 --> 00:10:02.360]  用來毒害他的敵人或不喜歡的人
[00:10:02.360 --> 00:10:06.120]  這隻戒指有個名字叫「死環」
[00:10:06.120 --> 00:10:09.640]  「環」是環繞的「環」
[00:10:09.640 --> 00:10:10.880]  「止環」的「環」
[00:10:10.880 --> 00:10:12.920]  「死環」
[00:10:12.920 --> 00:10:17.280]  想不到這些毒的效果
[00:10:17.280 --> 00:10:22.640]  在四百年之後仍然是生效
[00:10:22.640 --> 00:10:30.440]  戒指讓人看到覺得很開心
[00:10:30.440 --> 00:10:32.560]  很想得到它
[00:10:32.560 --> 00:10:38.840]  而毒藥亦不會因為時間而失效
[00:10:38.840 --> 00:10:43.520]  同樣,罪不是今時今日才有
[00:10:43.520 --> 00:10:51.040]  在古時已經有罪的事情出現
[00:10:51.040 --> 00:10:56.560]  罪的源頭是叫人感覺良好
[00:10:56.560 --> 00:11:02.200]  以致人被引誘成犯罪
[00:11:02.200 --> 00:11:04.960]  就好像在創世紀
[00:11:04.960 --> 00:11:10.080]  夏娃被分辨善惡處上的果子
[00:11:10.080 --> 00:11:19.920]  那個美貌失去了善良
[00:11:19.920 --> 00:11:21.560]  那個永恆的生命
[00:11:21.560 --> 00:11:28.840]  破壞了神和人之間的那個律
[00:11:28.840 --> 00:11:31.000]  然後他就拿來吃
[00:11:31.000 --> 00:11:34.360]  有些人為何要去偷竊呢?
[00:11:34.360 --> 00:11:36.800]  偷竊其中一個原因
[00:11:36.800 --> 00:11:39.280]  就是看到那東西
[00:11:39.280 --> 00:11:41.080]  他沒有本事去買
[00:11:41.080 --> 00:11:43.240]  但是他很喜歡
[00:11:43.240 --> 00:11:50.560]  以致以行動去表達
[00:11:50.560 --> 00:11:57.160]  他這一種的喜好就是偷竊
[00:11:57.160 --> 00:12:02.160]  而人犯了罪之後
[00:12:02.160 --> 00:12:07.200]  其實很多都不會說心安理得
[00:12:07.200 --> 00:12:12.040]  基本上是會受良心的審判責備
[00:12:12.040 --> 00:12:14.000]  被捉拿的時候
[00:12:14.000 --> 00:12:16.080]  被揭發的時候
[00:12:16.080 --> 00:12:23.720]  就會受地上的律法去審判或者斥責
[00:12:23.720 --> 00:12:31.200]  但是去到實踐這個犯罪與否的行為
[00:12:31.200 --> 00:12:34.480]  其實是一個自由的選擇
[00:12:34.480 --> 00:12:40.120]  神是給人有自由做與不做
[00:12:40.120 --> 00:12:41.800]  而選擇的結果
[00:12:41.800 --> 00:12:48.960]  就是拿來做我們的審判行為的一個證據
[00:12:48.960 --> 00:12:54.360]  在一至七節這一段經文裏面
[00:12:54.360 --> 00:13:00.080]  講到教會裏面有人以貌去取人
[00:13:00.080 --> 00:13:03.480]  亞各用兩個誡命
[00:13:03.480 --> 00:13:06.760]  十誡裏面的不可姦人、不可殺人
[00:13:06.760 --> 00:13:13.640]  去到提到只要犯了其中一條的律例的時候
[00:13:13.640 --> 00:13:18.000]  就在其它的律例、其它的誡命
[00:13:18.000 --> 00:13:22.360]  同樣都是受虐
[00:13:22.360 --> 00:13:28.440]  去到犯了其它的罪、犯了其它的誡命
[00:13:28.440 --> 00:13:30.560]  姦淫也好、殺人也好
[00:13:30.560 --> 00:13:36.800]  都是對別人人生的一個侵犯
[00:13:36.800 --> 00:13:42.160]  甚至乎是心靈裏面的一種威脅
[00:13:42.160 --> 00:13:45.240]  當我們去到看到
[00:13:45.240 --> 00:13:47.880]  亞各你是不是講多了?
[00:13:47.880 --> 00:13:50.880]  我只是以貌取人而已
[00:13:50.880 --> 00:13:55.520]  為甚麼又要跟這些有關係呢?
[00:13:55.520 --> 00:13:59.880]  當我們去到知道一個人犯罪
[00:13:59.880 --> 00:14:04.280]  並不會說是犯了大的罪
[00:14:04.280 --> 00:14:06.280]  還是小的罪
[00:14:06.280 --> 00:14:08.800]  罪就是罪
[00:14:08.800 --> 00:14:15.160]  無論我們在街上扔垃圾也好
[00:14:15.160 --> 00:14:17.560]  隨地吐痰也好
[00:14:17.560 --> 00:14:22.000]  或者是我們講到殺人放火、姦淫擄掠
[00:14:22.000 --> 00:14:25.880]  這些犯法的事情也好
[00:14:25.880 --> 00:14:29.840]  在律法上就是犯了罪
[00:14:29.840 --> 00:14:35.440]  沒有分大罪人或者是小罪人
[00:14:35.440 --> 00:14:38.280]  罪人就是罪人
[00:14:38.280 --> 00:14:43.120]  在神的律法裏面犯了誡命的時候
[00:14:43.120 --> 00:14:44.640]  誡條的時候
[00:14:44.640 --> 00:14:48.000]  就要受著審判
[00:14:48.000 --> 00:14:53.760]  定他是不是有犯罪
[00:14:53.760 --> 00:14:55.920]  亞各提到每一個人
[00:14:55.920 --> 00:14:59.640]  都會受著對等的審判
[00:14:59.640 --> 00:15:04.040]  是依神的律法來審判人
[00:15:04.040 --> 00:15:09.000]  我們深信神有慈愛、有憐憫
[00:15:09.000 --> 00:15:11.680]  不單只是我們相信
[00:15:11.680 --> 00:15:13.840]  世人也是相信的
[00:15:13.840 --> 00:15:15.640]  不信神的人
[00:15:15.640 --> 00:15:18.200]  他都知道
[00:15:18.200 --> 00:15:20.960]  不是真心信神的人
[00:15:20.960 --> 00:15:22.320]  都會懂得說
[00:15:22.320 --> 00:15:26.200]  你們的神都是有慈愛和憐憫的
[00:15:26.200 --> 00:15:30.560]  以及懂得赦免人的罪
[00:15:30.560 --> 00:15:37.600]  所以在地上隨意地放縱自己
[00:15:37.600 --> 00:15:40.960]  繼續犯罪
[00:15:40.960 --> 00:15:49.880]  這些人好像是利用了神的慈愛和憐憫
[00:15:49.880 --> 00:15:52.160]  這種人的心靈狀態
[00:15:52.160 --> 00:15:57.840]  在二弗所書第四章十八節和十九節
[00:15:57.840 --> 00:16:00.840]  都有提到
[00:16:00.840 --> 00:16:03.960]  二弗所書說
[00:16:03.960 --> 00:16:06.800]  「他們心地昏昧
[00:16:06.800 --> 00:16:10.200]  與神所賜的生命隔絕了
[00:16:10.200 --> 00:16:12.680]  都因自己無知
[00:16:12.680 --> 00:16:14.760]  心裡曠顏
[00:16:14.760 --> 00:16:17.000]  良心既然喪盡
[00:16:17.000 --> 00:16:19.280]  就放縱私慾
[00:16:19.280 --> 00:16:22.840]  實行種種污衊」
[00:16:22.840 --> 00:16:29.440]  這些人把自己的生命放縱
[00:16:29.440 --> 00:16:31.400]  但是他們不知道
[00:16:31.400 --> 00:16:34.320]  其實神也是有公義的
[00:16:34.320 --> 00:16:36.520]  在舊約以色列人出埃及
[00:16:36.520 --> 00:16:39.040]  在抗日的時候
[00:16:39.040 --> 00:16:41.760]  神已經頒佈和說明了
[00:16:41.760 --> 00:16:43.480]  祂的公義的一方面
[00:16:43.480 --> 00:16:48.160]  在文素記第十四章
[00:16:48.160 --> 00:16:52.680]  第十四章第十八節
[00:16:52.680 --> 00:16:53.960]  這裡說
[00:16:53.960 --> 00:16:56.560]  「耶和華不輕易發怒
[00:16:56.560 --> 00:16:58.960]  並有豐盛的慈愛
[00:16:58.960 --> 00:17:01.760]  赦免罪孽和過犯
[00:17:01.760 --> 00:17:05.000]  萬不以有罪為無罪的
[00:17:05.000 --> 00:17:07.160]  必追討他的罪
[00:17:07.160 --> 00:17:12.280]  至父及子直到三、四代」
[00:17:12.280 --> 00:17:16.320]  世人縱然是詭計多端
[00:17:16.320 --> 00:17:18.880]  在地上害了很多人
[00:17:18.880 --> 00:17:21.040]  但是我們的神
[00:17:21.040 --> 00:17:24.880]  都是一一的看在眼內
[00:17:24.880 --> 00:17:27.080]  一一的記下
[00:17:27.080 --> 00:17:30.240]  我們作為耶穌基督的追隨者
[00:17:30.240 --> 00:17:32.000]  我們的生命
[00:17:32.000 --> 00:17:35.720]  就和他們完全不一樣
[00:17:35.720 --> 00:17:37.480]  一個犯了罪的人
[00:17:37.480 --> 00:17:40.920]  雖然沒有人揭發他的罪行
[00:17:40.920 --> 00:17:45.320]  但是他也心裡不安
[00:17:45.320 --> 00:17:48.480]  我們沒有打劫
[00:17:48.480 --> 00:17:50.120]  沒有打人
[00:17:50.120 --> 00:17:53.760]  沒有犯上任何地上的律法
[00:17:53.760 --> 00:17:55.120]  我們走出街
[00:17:55.120 --> 00:17:56.720]  毫無懼怕
[00:17:56.720 --> 00:17:58.360]  見到那些執法者
[00:17:58.360 --> 00:18:00.920]  也不會感到不安
[00:18:00.920 --> 00:18:03.680]  又或者盡辦法
[00:18:03.680 --> 00:18:06.200]  可以避得過就避
[00:18:06.200 --> 00:18:10.600]  盡量不會和他們相遇
[00:18:10.600 --> 00:18:12.520]  我們信了主的人
[00:18:12.520 --> 00:18:15.560]  沒有觸犯到神的律法
[00:18:15.560 --> 00:18:16.560]  有一天
[00:18:16.560 --> 00:18:19.480]  當我們來到主的面前的時候
[00:18:19.480 --> 00:18:22.320]  同樣也不會懼怕
[00:18:22.320 --> 00:18:23.800]  我們有一句說話
[00:18:23.800 --> 00:18:26.400]  就是「行得正,站得正
[00:18:26.400 --> 00:18:28.640]  為人光明磊落」
[00:18:28.640 --> 00:18:31.560]  還可以在神的面前
[00:18:31.560 --> 00:18:35.440]  很勇敢地站在祂的面前
[00:18:35.440 --> 00:18:41.760]  來聽祂對我們的生命的評價
[00:18:41.760 --> 00:18:43.400]  在第二章開始
[00:18:43.400 --> 00:18:46.040]  就說到教會裡面
[00:18:46.040 --> 00:18:48.520]  有人以貌取人
[00:18:48.520 --> 00:18:49.680]  「阿如奉承」
[00:18:49.680 --> 00:18:52.800]  「見高就拜,見低就踩」
[00:18:52.800 --> 00:18:57.280]  這不是信主的人的行為
[00:18:57.280 --> 00:18:59.320]  被禮遇的權貴
[00:18:59.320 --> 00:19:05.080]  以為教會有階級的觀念
[00:19:05.080 --> 00:19:08.840]  等級的觀念
[00:19:08.840 --> 00:19:10.760]  錯誤了
[00:19:10.760 --> 00:19:15.320]  演繹了基督真理的教導
[00:19:15.320 --> 00:19:18.560]  被輕看的會是怎樣呢?
[00:19:18.560 --> 00:19:21.280]  更加是因此而離開教會
[00:19:21.280 --> 00:19:25.280]  從此也不會踏入教會
[00:19:25.280 --> 00:19:27.960]  一顆寶貴的生命
[00:19:27.960 --> 00:19:32.160]  因著教會失敗的見證而失去
[00:19:32.160 --> 00:19:36.960]  達不到愛人如己的誡命
[00:19:36.960 --> 00:19:42.240]  也不要以為只是犯了一條律法
[00:19:42.240 --> 00:19:44.200]  這麼簡單
[00:19:44.200 --> 00:19:45.800]  在第十節
[00:19:45.800 --> 00:19:47.320]  二章十節說到
[00:19:47.320 --> 00:19:49.880]  「凡遵守循律法的
[00:19:49.880 --> 00:19:52.800]  只在一條上跌倒
[00:19:52.800 --> 00:19:56.760]  他就是犯了重罪」
[00:19:56.760 --> 00:20:00.400]  當我們在這一段日子裡面
[00:20:00.400 --> 00:20:02.960]  祈求神讓我們在安靜的裡頭
[00:20:02.960 --> 00:20:05.760]  去思想神的說話
[00:20:05.760 --> 00:20:09.720]  也讓我們的生命在安靜的裡頭
[00:20:09.720 --> 00:20:12.160]  重新整理
[00:20:12.160 --> 00:20:15.520]  讓我們知道怎樣去面對
[00:20:15.520 --> 00:20:20.600]  我們生命上所遇到的每一個人
[00:20:20.600 --> 00:20:22.520]  求主幫助我們
[00:20:22.520 --> 00:20:27.480]  無論人在富貴或者貧賤的裡面
[00:20:27.480 --> 00:20:31.520]  重點就是人的靈魂
[00:20:31.520 --> 00:20:35.120]  因為地上一切都會過去
[00:20:35.120 --> 00:20:38.120]  唯有靈魂
[00:20:38.120 --> 00:20:42.680]  我們寶貴的靈魂才是永恆
[00:20:42.680 --> 00:20:45.760]  讓我們在這裡禱告
[00:20:45.760 --> 00:20:47.040]  親愛的主
[00:20:47.040 --> 00:20:48.960]  求祢保守我們的心
[00:20:48.960 --> 00:20:53.680]  也求祢讓我們在這段時間裡面
[00:20:53.680 --> 00:20:57.200]  更加去追求神的說話
[00:20:57.200 --> 00:21:00.400]  透過錄像也好
[00:21:00.400 --> 00:21:03.040]  透過閱讀也好
[00:21:03.040 --> 00:21:06.360]  透過與人交談也好
[00:21:06.360 --> 00:21:08.720]  讓我們在神的裡面
[00:21:08.720 --> 00:21:11.240]  生命繼續根生
[00:21:11.240 --> 00:21:13.760]  讓我們更加了解
[00:21:13.760 --> 00:21:17.480]  每一顆靈魂是最寶貴的
[00:21:17.480 --> 00:21:19.080]  求祢賜福我們
[00:21:19.080 --> 00:21:20.240]  帶領我們
[00:21:20.240 --> 00:21:23.920]  禱告乃奉主耶穌基督的名字祈求
[00:21:23.920 --> 00:21:24.920]  阿門
