
[00:00:00.000 --> 00:00:03.680]  在2008年,13年前
[00:04:24.920 --> 00:04:26.920]  我記得我跟潘長老說過
[00:04:26.920 --> 00:04:28.920]  跟謝牧師都說過
[00:04:28.920 --> 00:04:30.920]  我太太是比我聰明
[00:04:30.920 --> 00:04:32.920]  又比我虔誠的
[00:04:32.920 --> 00:04:34.920]  那我說出來那些人說我謙卑
[00:04:34.920 --> 00:04:36.920]  其實我是實話實說
[00:04:36.920 --> 00:04:38.920]  那我太太竟然支持我
[00:04:38.920 --> 00:04:40.920]  讓我們去
[00:04:40.920 --> 00:04:42.920]  那我們就祈禱了
[00:04:42.920 --> 00:04:44.920]  大半年 在去年9月
[00:04:44.920 --> 00:04:46.920]  就接受了這個邀請
[00:04:46.920 --> 00:04:50.920]  那問題就是
[00:04:50.920 --> 00:04:52.920]  我就想
[00:04:52.920 --> 00:04:54.920]  我們有心理準備
[00:04:54.920 --> 00:04:56.920]  這次看樣子就不會回加拿大退休
[00:04:56.920 --> 00:04:58.920]  因爲
[00:04:58.920 --> 00:05:00.920]  你去到臺灣起碼5年
[00:05:00.920 --> 00:05:02.920]  7年
[00:05:02.920 --> 00:05:04.920]  那你69歲去
[00:05:04.920 --> 00:05:06.920]  隨時就出師未捷
[00:05:06.920 --> 00:05:08.920]  那
[00:05:08.920 --> 00:05:10.920]  臺灣那份工作
[00:05:10.920 --> 00:05:12.920]  看樣子就辛苦我這份
[00:05:12.920 --> 00:05:14.920]  這份就辛苦我上一份
[00:05:14.920 --> 00:05:16.920]  上一份就辛苦我加拿大那份
[00:05:16.920 --> 00:05:18.920]  那不知道爲什麼越老越辛苦
[00:05:18.920 --> 00:05:20.920]  那究竟
[00:05:20.920 --> 00:05:22.920]  什麼動力
[00:05:22.920 --> 00:05:24.920]  驅使我去接受這個任命
[00:05:24.920 --> 00:05:26.920]  什麼動力
[00:05:26.920 --> 00:05:28.920]  驅使我去放下
[00:05:28.920 --> 00:05:30.920]  這個我覺得應該
[00:05:30.920 --> 00:05:32.920]  合理的退休
[00:05:32.920 --> 00:05:34.920]  休閒計劃呢
[00:05:34.920 --> 00:05:36.920]  我今天要和大家分享一段經文
[00:05:36.920 --> 00:05:38.920]  就是聖經裏面的神的話語
[00:05:38.920 --> 00:05:40.920]  感動到我太太和我
[00:05:40.920 --> 00:05:42.920]  感動到我太太和我
[00:05:42.920 --> 00:05:44.920]  這段經文很特別的
[00:05:44.920 --> 00:05:46.920]  這段經文
[00:05:46.920 --> 00:05:48.920]  是我覺得在舊日成本聖經裏面
[00:05:48.920 --> 00:05:50.920]  是我覺得在舊日成本聖經裏面
[00:05:50.920 --> 00:05:52.920]  是最清楚表達出上帝的宣教心
[00:05:52.920 --> 00:05:54.920]  是最清楚表達出上帝的宣教心
[00:05:54.920 --> 00:05:56.920]  是最清楚表達出上帝的宣教心
[00:05:56.920 --> 00:05:58.920]  宣教
[00:05:58.920 --> 00:06:00.920]  不是一定去海外
[00:06:00.920 --> 00:06:02.920]  宣教就是傳福音
[00:06:02.920 --> 00:06:04.920]  城市宣教就是在這裏
[00:06:04.920 --> 00:06:06.920]  銅鑼灣
[00:06:06.920 --> 00:06:08.920]  宣教就不是一定全道人
[00:06:08.920 --> 00:06:10.920]  宣教士做的
[00:06:10.920 --> 00:06:12.920]  早上我和Miranda這位姊妹
[00:06:12.920 --> 00:06:14.920]  我們一起祈禱她就快去日本
[00:06:14.920 --> 00:06:16.920]  班長就知道了
[00:06:16.920 --> 00:06:18.920]  她是宣教士
[00:06:18.920 --> 00:06:20.920]  但是宣教是每一個基督徒都可以做
[00:06:20.920 --> 00:06:22.920]  都應該做
[00:06:22.920 --> 00:06:24.920]  因爲每一個基督徒都是宣教士
[00:06:24.920 --> 00:06:26.920]  這段經文
[00:06:26.920 --> 00:06:28.920]  我發現
[00:06:28.920 --> 00:06:30.920]  是全本舊約聖經裏面
[00:06:30.920 --> 00:06:32.920]  最清楚表達出上帝的宣教心
[00:06:32.920 --> 00:06:34.920]  是最清楚表達出上帝的宣教心
[00:06:34.920 --> 00:06:36.920]  是最清楚表達出上帝的宣教心
[00:06:36.920 --> 00:06:38.920]  是最清楚表達出上帝的宣教心
[00:06:38.920 --> 00:06:40.920]  是最清楚表達出上帝的宣教心
[00:06:40.920 --> 00:06:42.920]  是最清楚表達出上帝的宣教心
[00:06:42.920 --> 00:06:44.920]  是最清楚表達出上帝的宣教心
[00:06:44.920 --> 00:06:46.920]  是最清楚表達出上帝的宣教心
[00:06:46.920 --> 00:06:48.920]  是最清楚表達出上帝的宣教心
[00:06:48.920 --> 00:06:50.920]  是最清楚表達出上帝的宣教心
[00:06:50.920 --> 00:06:52.920]  是最清楚表達出上帝的宣教心
[00:06:52.920 --> 00:06:54.920]  是最清楚表達出上帝的宣教心
[00:06:54.920 --> 00:06:56.920]  是最清楚表達出上帝的宣教心
[00:07:00.920 --> 00:07:02.920]  是最清楚表達出上帝的宣教心
[00:07:02.920 --> 00:07:04.920]  是最清楚表達出上帝的宣教心
[00:07:04.920 --> 00:07:06.920]  是最清楚表達出上帝的宣教心
[00:07:06.920 --> 00:07:08.920]  是最清楚表達出上帝的宣教心
[00:07:08.920 --> 00:07:10.920]  是最清楚表達出上帝的宣教心
[00:07:10.920 --> 00:07:12.920]  是最清楚表達出上帝的宣教心
[00:07:12.920 --> 00:07:14.920]  是最清楚表達出上帝的宣教心
[00:07:14.920 --> 00:07:16.920]  是最清楚表達出上帝的宣教心
[00:07:16.920 --> 00:07:18.920]  是最清楚表達出上帝的宣教心
[00:07:18.920 --> 00:07:20.920]  是最清楚表達出上帝的宣教心
[00:07:20.920 --> 00:07:22.920]  是最清楚表達出上帝的宣教心
[00:07:22.920 --> 00:07:24.920]  是最清楚表達出上帝的宣教心
[00:07:24.920 --> 00:07:30.920]  是最清楚表達出上帝的宣教心
[00:07:30.920 --> 00:07:32.920]  是最清楚表達出上帝的宣教心
[00:07:32.920 --> 00:07:34.920]  是最清楚表達出上帝的宣教心
[00:07:34.920 --> 00:07:36.920]  是最清楚表達出上帝的宣教心
[00:07:36.920 --> 00:07:38.920]  是最清楚表達出上帝的宣教心
[00:07:38.920 --> 00:07:40.920]  是最清楚表達出上帝的宣教心
[00:07:40.920 --> 00:07:42.920]  是最清楚表達出上帝的宣教心
[00:07:42.920 --> 00:07:44.920]  是最清楚表達出上帝的宣教心
[00:07:44.920 --> 00:07:46.920]  是最清楚表達出上帝的宣教心
[00:07:46.920 --> 00:07:48.920]  是最清楚表達出上帝的宣教心
[00:07:48.920 --> 00:07:50.920]  是最清楚表達出上帝的宣教心
[00:07:50.920 --> 00:07:52.920]  是最清楚表達出上帝的宣教心
[00:07:52.920 --> 00:07:54.920]  是最清楚表達出上帝的宣教心
[00:07:54.920 --> 00:07:56.920]  是最清楚表達出上帝的宣教心
[00:07:56.920 --> 00:07:58.920]  是最清楚表達出上帝的宣教心
[00:07:58.920 --> 00:08:00.920]  是最清楚表達出上帝的宣教心
[00:08:00.920 --> 00:08:02.920]  是最清楚表達出上帝的宣教心
[00:08:02.920 --> 00:08:04.920]  是最清楚表達出上帝的宣教心
[00:08:04.920 --> 00:08:06.920]  是最清楚表達出上帝的宣教心
[00:08:06.920 --> 00:08:08.920]  是最清楚表達出上帝的宣教心
[00:08:08.920 --> 00:08:10.920]  是最清楚表達出上帝的宣教心
[00:08:10.920 --> 00:08:12.920]  是最清楚表達出上帝的宣教心
[00:08:12.920 --> 00:08:14.920]  是最清楚表達出上帝的宣教心
[00:08:14.920 --> 00:08:16.920]  是最清楚表達出上帝的宣教心
[00:08:16.920 --> 00:08:22.920]  是最清楚表達出上帝的宣教心
[00:08:22.920 --> 00:08:24.920]  是最清楚表達出上帝的宣教心
[00:08:24.920 --> 00:08:26.920]  是最清楚表達出上帝的宣教心
[00:08:26.920 --> 00:08:28.920]  是最清楚表達出上帝的宣教心
[00:08:28.920 --> 00:08:30.920]  是最清楚表達出上帝的宣教心
[00:08:30.920 --> 00:08:32.920]  是最清楚表達出上帝的宣教心
[00:08:32.920 --> 00:08:34.920]  是最清楚表達出上帝的宣教心
[00:08:34.920 --> 00:08:36.920]  是最清楚表達出上帝的宣教心
[00:08:36.920 --> 00:08:38.920]  是最清楚表達出上帝的宣教心
[00:08:38.920 --> 00:08:40.920]  是最清楚表達出上帝的宣教心
[00:08:40.920 --> 00:08:42.920]  是最清楚表達出上帝的宣教心
[00:08:42.920 --> 00:08:44.920]  是最清楚表達出上帝的宣教心
[00:08:44.920 --> 00:08:46.920]  是最清楚表達出上帝的宣教心
[00:08:46.920 --> 00:08:48.920]  是最清楚表達出上帝的宣教心
[00:08:48.920 --> 00:08:50.920]  是最清楚表達出上帝的宣教心
[00:08:50.920 --> 00:08:52.920]  是最清楚表達出上帝的宣教心
[00:08:52.920 --> 00:08:54.920]  是最清楚表達出上帝的宣教心
[00:08:54.920 --> 00:08:56.920]  是最清楚表達出上帝的宣教心
[00:08:56.920 --> 00:08:58.920]  是最清楚表達出上帝的宣教心
[00:08:58.920 --> 00:09:00.920]  是最清楚表達出上帝的宣教心
[00:09:00.920 --> 00:09:02.920]  是最清楚表達出上帝的宣教心
[00:09:02.920 --> 00:09:04.920]  是最清楚表達出上帝的宣教心
[00:09:04.920 --> 00:09:06.920]  是最清楚表達出上帝的宣教心
[00:09:06.920 --> 00:09:08.920]  是最清楚表達出上帝的宣教心
[00:09:08.920 --> 00:09:14.920]  是最清楚表達出上帝的宣教心
[00:09:14.920 --> 00:09:16.920]  是最清楚表達出上帝的宣教心
[00:09:16.920 --> 00:09:18.920]  是最清楚表達出上帝的宣教心
[00:09:18.920 --> 00:09:20.920]  是最清楚表達出上帝的宣教心
[00:09:20.920 --> 00:09:22.920]  是最清楚表達出上帝的宣教心
[00:09:22.920 --> 00:09:24.920]  是最清楚表達出上帝的宣教心
[00:09:24.920 --> 00:09:26.920]  是最清楚表達出上帝的宣教心
[00:09:26.920 --> 00:09:28.920]  是最清楚表達出上帝的宣教心
[00:09:28.920 --> 00:09:30.920]  是最清楚表達出上帝的宣教心
[00:09:30.920 --> 00:09:32.920]  是最清楚表達出上帝的宣教心
[00:09:32.920 --> 00:09:34.920]  是最清楚表達出上帝的宣教心
[00:09:34.920 --> 00:09:36.920]  是最清楚表達出上帝的宣教心
[00:09:36.920 --> 00:09:38.920]  是最清楚表達出上帝的宣教心
[00:09:38.920 --> 00:09:40.920]  是最清楚表達出上帝的宣教心
[00:09:40.920 --> 00:09:42.920]  是最清楚表達出上帝的宣教心
[00:09:42.920 --> 00:09:44.920]  是最清楚表達出上帝的宣教心
[00:09:44.920 --> 00:09:46.920]  是最清楚表達出上帝的宣教心
[00:09:46.920 --> 00:09:48.920]  是最清楚表達出上帝的宣教心
[00:09:48.920 --> 00:09:50.920]  是最清楚表達出上帝的宣教心
[00:09:50.920 --> 00:09:52.920]  是最清楚表達出上帝的宣教心
[00:09:52.920 --> 00:09:54.920]  是最清楚表達出上帝的宣教心
[00:09:54.920 --> 00:09:56.920]  是最清楚表達出上帝的宣教心
[00:09:56.920 --> 00:09:58.920]  是最清楚表達出上帝的宣教心
[00:09:58.920 --> 00:10:00.920]  是最清楚表達出上帝的宣教心
[00:10:00.920 --> 00:10:06.920]  是最清楚表達出上帝的宣教心
[00:10:06.920 --> 00:10:08.920]  是最清楚表達出上帝的宣教心
[00:10:08.920 --> 00:10:10.920]  是最清楚表達出上帝的宣教心
[00:10:10.920 --> 00:10:12.920]  是最清楚表達出上帝的宣教心
[00:10:12.920 --> 00:10:14.920]  是最清楚表達出上帝的宣教心
[00:10:14.920 --> 00:10:16.920]  是最清楚表達出上帝的宣教心
[00:10:16.920 --> 00:10:18.920]  是最清楚表達出上帝的宣教心
[00:10:18.920 --> 00:10:20.920]  是最清楚表達出上帝的宣教心
[00:10:20.920 --> 00:10:22.920]  是最清楚表達出上帝的宣教心
[00:10:22.920 --> 00:10:24.920]  是最清楚表達出上帝的宣教心
[00:10:24.920 --> 00:10:26.920]  是最清楚表達出上帝的宣教心
[00:10:26.920 --> 00:10:28.920]  是最清楚表達出上帝的宣教心
[00:10:28.920 --> 00:10:30.920]  是最清楚表達出上帝的宣教心
[00:10:30.920 --> 00:10:32.920]  是最清楚表達出上帝的宣教心
[00:10:32.920 --> 00:10:34.920]  是最清楚表達出上帝的宣教心
[00:10:34.920 --> 00:10:36.920]  是最清楚表達出上帝的宣教心
[00:10:36.920 --> 00:10:38.920]  是最清楚表達出上帝的宣教心
[00:10:38.920 --> 00:10:40.920]  是最清楚表達出上帝的宣教心
[00:10:40.920 --> 00:10:42.920]  是最清楚表達出上帝的宣教心
[00:10:42.920 --> 00:10:44.920]  是最清楚表達出上帝的宣教心
[00:10:44.920 --> 00:10:46.920]  是最清楚表達出上帝的宣教心
[00:10:46.920 --> 00:10:48.920]  是最清楚表達出上帝的宣教心
[00:10:48.920 --> 00:10:50.920]  是最清楚表達出上帝的宣教心
[00:10:50.920 --> 00:10:52.920]  是最清楚表達出上帝的宣教心
[00:10:52.920 --> 00:10:58.920]  是最清楚表達出上帝的宣教心
[00:10:58.920 --> 00:11:00.920]  是最清楚表達出上帝的宣教心
[00:11:00.920 --> 00:11:02.920]  是最清楚表達出上帝的宣教心
[00:11:02.920 --> 00:11:04.920]  是最清楚表達出上帝的宣教心
[00:11:04.920 --> 00:11:06.920]  是最清楚表達出上帝的宣教心
[00:11:06.920 --> 00:11:08.920]  是最清楚表達出上帝的宣教心
[00:11:08.920 --> 00:11:10.920]  是最清楚表達出上帝的宣教心
[00:11:10.920 --> 00:11:12.920]  是最清楚表達出上帝的宣教心
[00:11:12.920 --> 00:11:14.920]  是最清楚表達出上帝的宣教心
[00:11:14.920 --> 00:11:16.920]  是最清楚表達出上帝的宣教心
[00:11:16.920 --> 00:11:18.920]  是最清楚表達出上帝的宣教心
[00:11:18.920 --> 00:11:20.920]  是最清楚表達出上帝的宣教心
[00:11:20.920 --> 00:11:22.920]  是最清楚表達出上帝的宣教心
[00:11:22.920 --> 00:11:24.920]  是最清楚表達出上帝的宣教心
[00:11:24.920 --> 00:11:26.920]  是最清楚表達出上帝的宣教心
[00:11:26.920 --> 00:11:28.920]  是最清楚表達出上帝的宣教心
[00:11:28.920 --> 00:11:30.920]  是最清楚表達出上帝的宣教心
[00:11:30.920 --> 00:11:32.920]  是最清楚表達出上帝的宣教心
[00:11:32.920 --> 00:11:34.920]  是最清楚表達出上帝的宣教心
[00:11:34.920 --> 00:11:36.920]  是最清楚表達出上帝的宣教心
[00:11:36.920 --> 00:11:38.920]  是最清楚表達出上帝的宣教心
[00:11:38.920 --> 00:11:40.920]  是最清楚表達出上帝的宣教心
[00:11:40.920 --> 00:11:42.920]  是最清楚表達出上帝的宣教心
[00:11:42.920 --> 00:11:44.920]  是最清楚表達出上帝的宣教心
[00:11:44.920 --> 00:11:50.920]  是最清楚表達出上帝的宣教心
[00:11:50.920 --> 00:11:52.920]  是最清楚表達出上帝的宣教心
[00:11:52.920 --> 00:11:54.920]  是最清楚表達出上帝的宣教心
[00:11:54.920 --> 00:11:56.920]  是最清楚表達出上帝的宣教心
[00:11:56.920 --> 00:11:58.920]  是最清楚表達出上帝的宣教心
[00:11:58.920 --> 00:12:00.920]  是最清楚表達出上帝的宣教心
[00:12:00.920 --> 00:12:02.920]  是最清楚表達出上帝的宣教心
[00:12:02.920 --> 00:12:04.920]  是最清楚表達出上帝的宣教心
[00:12:04.920 --> 00:12:06.920]  是最清楚表達出上帝的宣教心
[00:12:06.920 --> 00:12:08.920]  是最清楚表達出上帝的宣教心
[00:12:08.920 --> 00:12:10.920]  是最清楚表達出上帝的宣教心
[00:12:10.920 --> 00:12:12.920]  是最清楚表達出上帝的宣教心
[00:12:12.920 --> 00:12:14.920]  是最清楚表達出上帝的宣教心
[00:12:14.920 --> 00:12:16.920]  是最清楚表達出上帝的宣教心
[00:12:16.920 --> 00:12:18.920]  是最清楚表達出上帝的宣教心
[00:12:18.920 --> 00:12:20.920]  是最清楚表達出上帝的宣教心
[00:12:20.920 --> 00:12:22.920]  是最清楚表達出上帝的宣教心
[00:12:22.920 --> 00:12:24.920]  是最清楚表達出上帝的宣教心
[00:12:24.920 --> 00:12:26.920]  是最清楚表達出上帝的宣教心
[00:12:26.920 --> 00:12:28.920]  是最清楚表達出上帝的宣教心
[00:12:28.920 --> 00:12:30.920]  是最清楚表達出上帝的宣教心
[00:12:30.920 --> 00:12:32.920]  是最清楚表達出上帝的宣教心
[00:12:32.920 --> 00:12:34.920]  是最清楚表達出上帝的宣教心
[00:12:34.920 --> 00:12:36.920]  是最清楚表達出上帝的宣教心
[00:12:36.920 --> 00:12:42.920]  是最清楚表達出上帝的宣教心
[00:12:42.920 --> 00:12:44.920]  是最清楚表達出上帝的宣教心
[00:12:44.920 --> 00:12:46.920]  是最清楚表達出上帝的宣教心
[00:12:46.920 --> 00:12:48.920]  是最清楚表達出上帝的宣教心
[00:12:48.920 --> 00:12:50.920]  是最清楚表達出上帝的宣教心
[00:12:50.920 --> 00:12:52.920]  是最清楚表達出上帝的宣教心
[00:12:52.920 --> 00:12:54.920]  是最清楚表達出上帝的宣教心
[00:12:54.920 --> 00:12:56.920]  是最清楚表達出上帝的宣教心
[00:12:56.920 --> 00:12:58.920]  是最清楚表達出上帝的宣教心
[00:12:58.920 --> 00:13:00.920]  是最清楚表達出上帝的宣教心
[00:13:00.920 --> 00:13:02.920]  是最清楚表達出上帝的宣教心
[00:13:02.920 --> 00:13:04.920]  是最清楚表達出上帝的宣教心
[00:13:04.920 --> 00:13:06.920]  是最清楚表達出上帝的宣教心
[00:13:06.920 --> 00:13:08.920]  是最清楚表達出上帝的宣教心
[00:13:08.920 --> 00:13:10.920]  是最清楚表達出上帝的宣教心
[00:13:10.920 --> 00:13:12.920]  是最清楚表達出上帝的宣教心
[00:13:12.920 --> 00:13:14.920]  是最清楚表達出上帝的宣教心
[00:13:14.920 --> 00:13:16.920]  是最清楚表達出上帝的宣教心
[00:13:16.920 --> 00:13:18.920]  是最清楚表達出上帝的宣教心
[00:13:18.920 --> 00:13:20.920]  是最清楚表達出上帝的宣教心
[00:13:20.920 --> 00:13:22.920]  是最清楚表達出上帝的宣教心
[00:13:22.920 --> 00:13:24.920]  是最清楚表達出上帝的宣教心
[00:13:24.920 --> 00:13:26.920]  是最清楚表達出上帝的宣教心
[00:13:26.920 --> 00:13:28.920]  是最清楚表達出上帝的宣教心
[00:13:28.920 --> 00:13:34.920]  是最清楚表達出上帝的宣教心
[00:13:34.920 --> 00:13:36.920]  是最清楚表達出上帝的宣教心
[00:13:36.920 --> 00:13:38.920]  是最清楚表達出上帝的宣教心
[00:13:38.920 --> 00:13:40.920]  是最清楚表達出上帝的宣教心
[00:13:40.920 --> 00:13:42.920]  是最清楚表達出上帝的宣教心
[00:13:42.920 --> 00:13:44.920]  是最清楚表達出上帝的宣教心
[00:13:44.920 --> 00:13:46.920]  是最清楚表達出上帝的宣教心
[00:13:46.920 --> 00:13:48.920]  是最清楚表達出上帝的宣教心
[00:13:48.920 --> 00:13:50.920]  是最清楚表達出上帝的宣教心
[00:13:50.920 --> 00:13:52.920]  是最清楚表達出上帝的宣教心
[00:13:52.920 --> 00:13:54.920]  是最清楚表達出上帝的宣教心
[00:13:54.920 --> 00:13:56.920]  是最清楚表達出上帝的宣教心
[00:13:56.920 --> 00:13:58.920]  是最清楚表達出上帝的宣教心
[00:13:58.920 --> 00:14:00.920]  是最清楚表達出上帝的宣教心
[00:14:00.920 --> 00:14:02.920]  是最清楚表達出上帝的宣教心
[00:14:02.920 --> 00:14:04.920]  是最清楚表達出上帝的宣教心
[00:14:04.920 --> 00:14:06.920]  是最清楚表達出上帝的宣教心
[00:14:06.920 --> 00:14:08.920]  是最清楚表達出上帝的宣教心
[00:14:08.920 --> 00:14:10.920]  是最清楚表達出上帝的宣教心
[00:14:10.920 --> 00:14:12.920]  是最清楚表達出上帝的宣教心
[00:14:12.920 --> 00:14:14.920]  是最清楚表達出上帝的宣教心
[00:14:14.920 --> 00:14:16.920]  是最清楚表達出上帝的宣教心
[00:14:16.920 --> 00:14:18.920]  是最清楚表達出上帝的宣教心
[00:14:18.920 --> 00:14:20.920]  是最清楚表達出上帝的宣教心
[00:14:20.920 --> 00:14:26.920]  是最清楚表達出上帝的宣教心
