
[00:00:00.000 --> 00:00:05.320]  我們說的是下一站的幸福
[00:01:44.500 --> 00:01:45.760]  今晚吃什麼好呢?
[00:01:45.760 --> 00:01:47.740]  師母在哪裡呢?
[00:01:47.740 --> 00:01:53.740]  結果自己的恩 去超級市場買了很多菜
[00:01:53.740 --> 00:01:56.980]  大家知道我很喜歡吃菜
[00:01:56.980 --> 00:01:59.120]  Steam Vegetables
[00:01:59.120 --> 00:02:01.920]  吃完之後 趕緊打電話給師母
[00:02:01.920 --> 00:02:04.580]  其實沒有說幾句話
[00:02:04.580 --> 00:02:07.360]  老夫老妻 說幾句就夠了
[00:02:07.360 --> 00:02:09.420]  但是那幾句很重要
[00:02:09.420 --> 00:02:10.560]  說完幾句之後
[00:02:10.560 --> 00:02:18.700]  心裡就有些安心 狹義的感覺
[00:02:18.700 --> 00:02:21.780]  我想和大家分享的是什麼呢?
[00:02:21.780 --> 00:02:23.800]  其實這不是第一次的感受
[00:02:23.800 --> 00:02:26.680]  不過再次有這樣的感受的時候
[00:02:26.680 --> 00:02:30.340]  是讓我能夠再一次提醒自己
[00:02:30.340 --> 00:02:32.220]  明白到 了解到
[00:02:32.220 --> 00:02:35.420]  原來那些單身的男女
[00:02:35.420 --> 00:02:38.120]  或者自己一個人生活的人
[00:02:38.120 --> 00:02:40.660]  心境是怎麼樣的
[00:02:40.660 --> 00:02:44.300]  我剛才提過 原來人很怕孤單
[00:02:44.300 --> 00:02:46.360]  很怕只剩下自己一個人
[00:02:46.360 --> 00:02:50.540]  因為我們神眾根本就是一個群居的動物
[00:02:50.540 --> 00:02:52.140]  每一個人的生命當中
[00:02:52.140 --> 00:02:53.600]  我們都有一個渴求
[00:02:53.600 --> 00:02:56.580]  都希望能夠有人和我們一起生活
[00:02:56.580 --> 00:03:02.380]  都希望有一個伴侶在我們身邊
[00:03:02.380 --> 00:03:04.140]  是不是?
[00:03:04.140 --> 00:03:07.780]  問題就是 當我們有這樣的渴求的時候
[00:03:07.780 --> 00:03:08.960]  有一個假設的
[00:03:08.960 --> 00:03:12.060]  不是假設 而是一個前設
[00:03:12.060 --> 00:03:13.920]  就是說我們和這些人
[00:03:13.920 --> 00:03:15.520]  包括我們家人
[00:03:15.520 --> 00:03:17.760]  我們的丈夫 兒女
[00:03:17.760 --> 00:03:19.860]  家人 朋友 同學 同事
[00:03:19.860 --> 00:03:22.500]  我們和這些人的前設就是
[00:03:22.500 --> 00:03:25.400]  有一個比較健康 正常
[00:03:25.400 --> 00:03:27.400]  甚至是親密的關係
[00:03:27.400 --> 00:03:29.340]  這樣你和這些人相處
[00:03:29.340 --> 00:03:31.280]  才會有幸福的感覺
[00:03:31.280 --> 00:03:33.080]  如果不是 你拿著電腦
[00:03:33.080 --> 00:03:36.340]  或者拿著報紙 拿著書去星巴克坐
[00:03:36.340 --> 00:03:38.580]  你會覺得有點人氣
[00:03:38.580 --> 00:03:40.080]  不過你不會覺得幸福
[00:03:40.080 --> 00:03:41.020]  會不會?
[00:03:41.020 --> 00:03:41.760]  你不會的
[00:03:41.760 --> 00:03:43.460]  不過好過一個人孤單
[00:03:43.460 --> 00:03:44.520]  在家裡看書
[00:03:44.520 --> 00:03:45.720]  有一個人陪你一起看
[00:03:45.720 --> 00:03:46.720]  一起上網
[00:03:46.720 --> 00:03:48.860]  好像有一個人陪著你那樣
[00:03:48.860 --> 00:03:52.060]  但是你都不會有那個幸福的感覺
[00:03:52.060 --> 00:03:54.960]  除非你和這些人有一個密切的關係
[00:03:54.960 --> 00:03:56.400]  大家認識的
[00:03:56.400 --> 00:03:59.240]  大家能夠溝通 相處的
[00:03:59.240 --> 00:04:01.840]  這樣你才會有幸福的關係
[00:04:01.840 --> 00:04:03.340]  所以神創造人
[00:04:03.340 --> 00:04:05.540]  剛才大家都很熟悉這個故事
[00:04:05.540 --> 00:04:06.780]  神造人的時候
[00:04:06.780 --> 00:04:08.580]  是造男造女的
[00:04:08.580 --> 00:04:10.480]  而你回看創世紀的時候
[00:04:10.480 --> 00:04:12.120]  這對男女
[00:04:12.120 --> 00:04:13.780]  我們叫做亞當 夏娃
[00:04:13.780 --> 00:04:15.580]  神所創造
[00:04:15.580 --> 00:04:16.820]  當神造他們的時候
[00:04:16.820 --> 00:04:18.820]  是有一個很完美的關係
[00:04:18.820 --> 00:04:20.920]  一個完美的關係
[00:04:20.920 --> 00:04:22.520]  他們之間沒有扎鬥
[00:04:22.520 --> 00:04:24.220]  沒有紛爭 沒有欺詐
[00:04:24.220 --> 00:04:25.160]  沒有你說謊
[00:04:25.160 --> 00:04:26.660]  我 你 你 我
[00:04:26.660 --> 00:04:28.900]  沒有競爭
[00:04:28.900 --> 00:04:31.600]  是一個很完美的一對情侶
[00:04:31.600 --> 00:04:33.800]  他們的關係是十分完美
[00:04:33.800 --> 00:04:35.700]  十分幸福的
[00:04:35.700 --> 00:04:36.640]  不用說了
[00:04:36.640 --> 00:04:39.700]  在一個這麼大自然的美景當中
[00:04:39.700 --> 00:04:43.080]  令他們生活更加舒暢
[00:04:43.080 --> 00:04:44.880]  問題是
[00:04:44.880 --> 00:04:46.380]  大家聽過那個故事
[00:04:46.380 --> 00:04:51.720]  是什麼打碎了他們的關係呢
[00:04:51.720 --> 00:04:54.580]  是什麼摧毀了他們這個
[00:04:54.580 --> 00:04:56.820]  這麼完美 這麼完美的
[00:04:56.820 --> 00:04:58.900]  一個幸福的感覺
[00:04:58.900 --> 00:05:01.400]  是什麼
[00:05:01.400 --> 00:05:02.600]  是罪
[00:05:02.600 --> 00:05:05.760]  是人不聽天父上帝的話
[00:05:05.760 --> 00:05:08.140]  吃了禁果 大家都知道
[00:05:08.140 --> 00:05:09.240]  於是
[00:05:09.240 --> 00:05:11.600]  罪就進入世界
[00:05:11.600 --> 00:05:13.640]  當罪進入世界的時候
[00:05:13.640 --> 00:05:14.940]  它就在人與人之間
[00:05:14.940 --> 00:05:17.240]  人與神之間的關係上
[00:05:17.240 --> 00:05:21.380]  造成很多的恐懼
[00:05:21.380 --> 00:05:23.220]  人活在恐懼當中
[00:05:23.220 --> 00:05:26.880]  你不會有幸福的感覺
[00:05:26.880 --> 00:05:28.860]  很多時候
[00:05:28.860 --> 00:05:30.400]  在今天的世界當中
[00:05:30.400 --> 00:05:31.700]  有時候我們甚至會覺得
[00:05:31.700 --> 00:05:34.400]  如果我們與家人 朋友 同事 同學
[00:05:34.400 --> 00:05:37.160]  的關係是惡劣的話
[00:05:37.160 --> 00:05:38.560]  不要說幸福
[00:05:38.560 --> 00:05:40.140]  我們相反反而會覺得
[00:05:40.140 --> 00:05:42.680]  好像生活在地獄一樣
[00:05:42.680 --> 00:05:43.840]  有些人有這樣的感覺
[00:05:43.840 --> 00:05:45.040]  你們幸福多一點
[00:05:45.040 --> 00:05:46.340]  相對來說
[00:05:46.340 --> 00:05:48.440]  我希望你們背後
[00:05:48.440 --> 00:05:49.420]  沒有一些人覺得
[00:05:49.420 --> 00:05:50.420]  和這個人在一起
[00:05:50.420 --> 00:05:52.480]  好像在地獄一樣
[00:05:52.480 --> 00:05:53.520]  但有些人
[00:05:53.520 --> 00:05:55.860]  因為關係上搞不定的時候
[00:05:55.860 --> 00:05:57.780]  就會有這樣的體會
[00:05:57.780 --> 00:06:01.460]  這樣的感覺是相當難受的
[00:06:01.460 --> 00:06:03.160]  所以今天跟大家去看
[00:06:03.160 --> 00:06:04.300]  看回《創世紀》
[00:06:04.300 --> 00:06:07.260]  唐輝原先神創了一個
[00:06:07.260 --> 00:06:08.960]  這麼完美的關係
[00:06:08.960 --> 00:06:10.840]  這麼好的一對情侶
[00:06:10.840 --> 00:06:12.740]  活在幸福當中
[00:06:12.740 --> 00:06:14.340]  但為什麼會失去幸福
[00:06:14.340 --> 00:06:16.500]  為什麼關係會破裂呢
[00:06:16.500 --> 00:06:19.580]  摧毀人際關係
[00:06:19.580 --> 00:06:21.140]  是恐懼
[00:06:21.140 --> 00:06:23.040]  而在《創世紀》講到
[00:06:23.040 --> 00:06:26.220]  有三個很基本的恐懼
[00:06:26.220 --> 00:06:30.680]  導致我們關係開始出現裂痕
[00:06:30.680 --> 00:06:32.860]  首先我們要看
[00:06:32.860 --> 00:06:33.760]  這三個當中
[00:06:33.760 --> 00:06:35.400]  其中一個是什麼呢
[00:06:35.400 --> 00:06:36.500]  我們懼怕什麼呢
[00:06:36.500 --> 00:06:40.360]  我們懼怕暴露本相
[00:06:40.360 --> 00:06:43.360]  我們怕別人知道我們做錯事
[00:06:43.360 --> 00:06:46.400]  我們怕別人知道我是一個怎樣的人
[00:06:46.400 --> 00:06:49.140]  我們很怕別人因為這樣的緣故
[00:06:49.140 --> 00:06:50.800]  因為知道我們是怎樣一個人
[00:06:50.800 --> 00:06:52.380]  就不喜歡我們
[00:06:52.380 --> 00:06:54.080]  於是很自然地
[00:06:54.080 --> 00:06:56.320]  我們就製造一些隔膜
[00:06:56.320 --> 00:07:01.560]  把自己的真惡遮蓋起來
[00:07:01.560 --> 00:07:03.220]  第三章第九節
[00:07:03.220 --> 00:07:04.660]  聖經這樣說
[00:07:04.660 --> 00:07:07.820]  「耶和華上帝呼喚那人」
[00:07:07.820 --> 00:07:08.720]  是阿當
[00:07:08.720 --> 00:07:12.400]  「對他說:你!在那裡!阿當,你在哪裡?」
[00:07:12.400 --> 00:07:13.500]  大家看聖經的時候
[00:07:13.500 --> 00:07:15.940]  有時候都要問一些問題
[00:07:15.940 --> 00:07:17.740]  神問阿當在哪裡
[00:07:17.740 --> 00:07:19.040]  好像很奇怪
[00:07:19.040 --> 00:07:19.540]  為什麼呢
[00:07:19.540 --> 00:07:20.640]  神不是無所不在
[00:07:20.640 --> 00:07:21.740]  無所不知嗎
[00:07:21.740 --> 00:07:24.340]  難道神不知道阿當在哪裡嗎
[00:07:24.340 --> 00:07:25.980]  神知不知道呢
[00:07:25.980 --> 00:07:26.980]  神是知道的
[00:07:26.980 --> 00:07:28.980]  神是無所不在無所不知的
[00:07:28.980 --> 00:07:32.520]  但是為什麼還要問一個這樣的問題
[00:07:32.520 --> 00:07:33.760]  其實問題很簡單
[00:07:33.760 --> 00:07:34.980]  神呼喚阿當
[00:07:34.980 --> 00:07:36.920]  不是因為他不知道阿當在哪裡
[00:07:36.920 --> 00:07:41.660]  他乃是希望阿當能夠去面對自己的問題
[00:07:41.660 --> 00:07:43.020]  知道自己在哪裡
[00:07:43.020 --> 00:07:44.220]  神知道他在哪裡
[00:07:44.220 --> 00:07:46.060]  不過有時候阿當不知道他在哪裡
[00:07:46.060 --> 00:07:48.060]  不是說那個物理位置
[00:07:48.060 --> 00:07:50.600]  實際上是躲在某棵樹的後面
[00:07:50.600 --> 00:07:52.800]  而是說在關係上面
[00:07:52.800 --> 00:07:54.780]  去讓阿當知道
[00:07:54.780 --> 00:07:57.380]  發生了一個什麼樣的問題
[00:07:57.380 --> 00:08:00.920]  所以當阿當聽到神這樣呼喊的時候
[00:08:00.920 --> 00:08:04.880]  阿當就說:我在圓中聽見你的聲音
[00:08:04.880 --> 00:08:06.080]  我就害怕了
[00:08:06.080 --> 00:08:08.120]  因為我赤身露體
[00:08:08.120 --> 00:08:09.880]  我變藏了
[00:08:09.880 --> 00:08:11.720]  又是很奇怪的
[00:08:11.720 --> 00:08:14.960]  難道以前他不知道自己是赤身露體嗎
[00:08:14.960 --> 00:08:16.060]  以前也知道的
[00:08:16.060 --> 00:08:16.660]  沒有眼睛嗎
[00:08:16.660 --> 00:08:18.200]  有的
[00:08:18.200 --> 00:08:19.500]  也有眼睛的
[00:08:19.500 --> 00:08:20.860]  但是為什麼以前不覺得
[00:08:20.860 --> 00:08:22.400]  現在會覺得呢
[00:08:22.400 --> 00:08:24.600]  很簡單
[00:08:24.600 --> 00:08:25.940]  以前是不覺得羞恥的
[00:08:25.940 --> 00:08:26.580]  為什麼呢
[00:08:26.580 --> 00:08:28.380]  在那個時間裡面
[00:08:28.380 --> 00:08:33.340]  完全沒有一件事在神的榮耀以外
[00:08:33.340 --> 00:08:35.980]  就在神的創造當中
[00:08:35.980 --> 00:08:36.940]  他們不覺得羞恥
[00:08:36.940 --> 00:08:41.960]  但是當他們吃了這個禁果之後
[00:08:41.960 --> 00:08:43.360]  他們知道了
[00:08:43.360 --> 00:08:44.220]  他們知道什麼
[00:08:44.220 --> 00:08:45.560]  自己犯了罪
[00:08:45.560 --> 00:08:47.620]  他們知道自己做了錯事
[00:08:47.620 --> 00:08:51.160]  於是單純的心思就變得複雜了
[00:08:51.160 --> 00:08:53.160]  這是分別善惡署
[00:08:53.160 --> 00:08:54.640]  忽然之間
[00:08:54.640 --> 00:08:56.240]  本來很單純的
[00:08:56.240 --> 00:08:57.440]  沒什麼的
[00:08:57.440 --> 00:09:01.740]  但是在單純的思想和感情底下
[00:09:01.740 --> 00:09:05.680]  加上了慾望
[00:09:05.680 --> 00:09:07.580]  於是
[00:09:07.580 --> 00:09:09.380]  他對自己赤身露體
[00:09:09.380 --> 00:09:12.060]  就覺得羞恥了
[00:09:12.060 --> 00:09:14.420]  亞當知道自己得罪了上帝
[00:09:14.420 --> 00:09:15.420]  他覺得不好意思
[00:09:15.420 --> 00:09:16.360]  你做錯事
[00:09:16.360 --> 00:09:18.420]  會不會覺得不好意思
[00:09:18.420 --> 00:09:19.260]  會的
[00:09:19.260 --> 00:09:20.460]  你覺得不好意思會怎樣
[00:09:20.460 --> 00:09:21.860]  就躲起來
[00:09:21.860 --> 00:09:24.600]  所以亞當就躲起來
[00:09:24.600 --> 00:09:26.800]  事實上
[00:09:26.800 --> 00:09:28.000]  聖經告訴我們
[00:09:28.000 --> 00:09:30.240]  如果大家看《創世紀》第三章
[00:09:30.240 --> 00:09:32.800]  亞當夏娃因為看到自己這樣的情況
[00:09:32.800 --> 00:09:33.640]  知道得罪了上帝
[00:09:33.640 --> 00:09:34.540]  做錯事
[00:09:34.540 --> 00:09:36.740]  覺得開始有羞恥感
[00:09:36.740 --> 00:09:37.840]  覺得不好意思
[00:09:37.840 --> 00:09:40.680]  於是就用無花果樹的葉子
[00:09:40.680 --> 00:09:42.920]  編了裙子穿在身上
[00:09:42.920 --> 00:09:44.420]  就躲起來
[00:09:44.420 --> 00:09:46.120]  因為他們以為這樣
[00:09:46.120 --> 00:09:47.820]  上帝就看不到他們
[00:09:47.820 --> 00:09:50.960]  上帝就看不到他們的醜態
[00:09:50.960 --> 00:09:51.920]  大家有沒有留意到
[00:09:51.920 --> 00:09:55.360]  當他們有這樣的行動的時候
[00:09:55.360 --> 00:09:58.900]  他們和神之間就開始有隔膜
[00:09:58.900 --> 00:10:00.240]  以前和神面對面
[00:10:00.240 --> 00:10:01.740]  大家一齊沒事
[00:10:01.740 --> 00:10:04.500]  現在開始有隔膜
[00:10:04.500 --> 00:10:08.080]  要遮遮掩掩
[00:10:08.080 --> 00:10:10.340]  不知道大家想一想
[00:10:10.340 --> 00:10:13.180]  自己和別人相處的時候
[00:10:13.180 --> 00:10:15.380]  有沒有類似的問題
[00:10:15.380 --> 00:10:18.320]  當然我們大家都是穿衣服
[00:10:18.320 --> 00:10:21.160]  但我們和別人相處 在關係上來說
[00:10:21.160 --> 00:10:22.520]  不知道有沒有這樣的問題
[00:10:22.520 --> 00:10:25.220]  我們知道有些習慣
[00:10:25.220 --> 00:10:27.820]  有些自己的行為
[00:10:27.820 --> 00:10:29.800]  是不想別人知道的
[00:10:29.800 --> 00:10:31.600]  不想別人看到的
[00:10:31.600 --> 00:10:34.440]  因為我們自己覺得
[00:10:34.440 --> 00:10:36.940]  如果別人知道我們有這樣的習慣
[00:10:36.940 --> 00:10:39.000]  別人看到我們這樣的行為的時候
[00:10:39.000 --> 00:10:40.440]  會令我們覺得尷尬
[00:10:40.440 --> 00:10:41.280]  不好意思
[00:10:41.280 --> 00:10:43.340]  會令我們覺得羞恥
[00:10:43.340 --> 00:10:45.340]  我不知道有沒有這樣的事情
[00:10:45.340 --> 00:10:47.080]  在你和別人相處的時候
[00:10:47.080 --> 00:10:50.820]  是隱伏在你心靈的深處
[00:10:50.820 --> 00:10:52.720]  在你的生命當中
[00:10:52.720 --> 00:10:54.020]  於是很多時候
[00:10:54.020 --> 00:10:55.960]  當我們有這樣的感覺的時候
[00:10:55.960 --> 00:10:57.360]  你會怎樣做呢
[00:10:57.360 --> 00:10:58.600]  人都很自然的
[00:10:58.600 --> 00:10:59.820]  不想別人知道這些事情
[00:10:59.820 --> 00:11:01.900]  就收起來
[00:11:01.900 --> 00:11:04.000]  於是我們盡可能在別人面前
[00:11:04.000 --> 00:11:06.100]  不做這些事情
[00:11:06.100 --> 00:11:09.100]  然後我們收起我們的思想
[00:11:09.100 --> 00:11:12.700]  收起我們的感覺
[00:11:12.700 --> 00:11:15.640]  結果有意無意地
[00:11:15.640 --> 00:11:20.680]  製造出人與人之間的隔膜
[00:11:20.680 --> 00:11:22.120]  很多年前
[00:11:22.120 --> 00:11:23.620]  我看過一本書
[00:11:23.620 --> 00:11:24.820]  是John Powers 寫的
[00:11:24.820 --> 00:11:26.620]  是一本很受歡迎的書
[00:11:26.620 --> 00:11:27.960]  它的名字也很特別
[00:11:27.960 --> 00:11:31.500]  《為什麼我不敢告訴你我是誰》
[00:11:31.500 --> 00:11:33.460]  這本書的名字很長
[00:11:33.460 --> 00:11:35.860]  好像是1976年出版的
[00:11:35.860 --> 00:11:37.000]  是一本經典書
[00:11:37.000 --> 00:11:38.800]  我記得當時我還是
[00:11:38.800 --> 00:11:41.240]  剛剛讀完大學沒多久
[00:11:41.240 --> 00:11:42.440]  應該正在工作
[00:11:42.440 --> 00:11:43.840]  我一口氣把這本書看完
[00:11:43.840 --> 00:11:46.680]  當然不是很厚
[00:11:46.680 --> 00:11:50.040]  《為什麼我不敢告訴你我是誰》
[00:11:50.040 --> 00:11:51.680]  為什麼
[00:11:51.680 --> 00:11:53.080]  因為我們很怕
[00:11:53.080 --> 00:11:53.980]  我們很害怕
[00:11:53.980 --> 00:11:55.720]  當我告訴你我是誰的時候
[00:11:55.720 --> 00:11:59.480]  你不喜歡我這個誰
[00:11:59.480 --> 00:12:02.460]  我怕告訴你我是怎樣一個人的時候
[00:12:02.460 --> 00:12:04.900]  我怕你不喜歡這個真我
[00:12:04.900 --> 00:12:06.020]  而這個就是我
[00:12:06.020 --> 00:12:07.760]  我就是這樣
[00:12:07.760 --> 00:12:09.060]  我們不想被人看到
[00:12:09.060 --> 00:12:10.360]  不想被人知道
[00:12:10.360 --> 00:12:12.960]  於是我們要收起我們自己
[00:12:12.960 --> 00:12:16.200]  我們寧可跟別人保持一個距離
[00:12:16.200 --> 00:12:18.880]  我們不敢跟別人太接近
[00:12:18.880 --> 00:12:19.880]  因為怕別人知道
[00:12:19.880 --> 00:12:23.440]  看到我們是怎樣一個人
[00:12:23.440 --> 00:12:25.020]  今天很多人有唸書
[00:12:25.020 --> 00:12:26.780]  很多人都有Facebook
[00:12:26.780 --> 00:12:28.380]  Facebook裡面有個profile
[00:12:28.380 --> 00:12:30.320]  有沒有人放照片進去
[00:12:30.320 --> 00:12:31.220]  很多人有放的
[00:12:31.220 --> 00:12:32.660]  有些人放你的picture
[00:12:32.660 --> 00:12:34.720]  無論放什麼圖
[00:12:34.720 --> 00:12:36.500]  那個profile picture
[00:12:36.500 --> 00:12:38.800]  都是你覺得最酷
[00:12:38.800 --> 00:12:41.260]  還有覺得你最喜歡的
[00:12:41.260 --> 00:12:42.360]  你才放上去
[00:12:42.360 --> 00:12:44.000]  否則你不會放上去的
[00:12:44.000 --> 00:12:45.700]  是不是
[00:12:45.700 --> 00:12:48.300]  但是這張照片
[00:12:48.300 --> 00:12:51.100]  能不能夠代表你的真我
[00:12:51.100 --> 00:12:52.840]  是不是你就是這樣
[00:12:52.840 --> 00:12:56.540]  因為你只是最希望別人看到你這一面
[00:12:56.540 --> 00:12:58.980]  另外有些事你不想被人知道
[00:12:58.980 --> 00:13:00.580]  被人看到
[00:13:00.580 --> 00:13:01.380]  在唸書上面
[00:13:01.380 --> 00:13:02.780]  我們大家都有幾百個
[00:13:02.780 --> 00:13:03.580]  很多人都有
[00:13:03.580 --> 00:13:04.120]  一般來說
[00:13:04.120 --> 00:13:07.180]  Average(平均)有三、四百
[00:13:07.180 --> 00:13:09.900]  在唸書上的friend(朋友)
[00:13:09.900 --> 00:13:12.760]  但是當我們有機會跟自己的家人
[00:13:12.760 --> 00:13:15.120]  跟我們所謂的好朋友
[00:13:15.120 --> 00:13:17.700]  見面相處的時候
[00:13:17.700 --> 00:13:20.500]  我們有沒有將我們的真我
[00:13:20.500 --> 00:13:22.600]  收藏起來
[00:13:22.600 --> 00:13:25.100]  有沒有在跟別人見面
[00:13:25.100 --> 00:13:27.040]  聊天的時候
[00:13:27.040 --> 00:13:28.680]  戴上面具
[00:13:28.680 --> 00:13:31.120]  或者是塗上一些偽裝
[00:13:31.120 --> 00:13:34.480]  才敢跟別人相交
[00:13:34.480 --> 00:13:37.480]  恐懼導致我們跟人
[00:13:37.480 --> 00:13:39.420]  與人的相處
[00:13:39.420 --> 00:13:41.420]  造成一些隔膜
[00:13:41.420 --> 00:13:42.860]  不但與神有隔膜
[00:13:42.860 --> 00:13:44.600]  與人也有
[00:13:44.600 --> 00:13:46.920]  其實上是容易明白的
[00:13:46.920 --> 00:13:48.700]  因為向一個人
[00:13:48.700 --> 00:13:49.760]  顯露你的真我
[00:13:49.760 --> 00:13:52.240]  即是忐忑過程
[00:13:52.240 --> 00:13:54.340]  我就是這樣
[00:13:54.340 --> 00:13:56.300]  頗恐怖的
[00:13:56.300 --> 00:13:58.280]  因為你不知道別人的反應
[00:13:58.280 --> 00:13:59.300]  我當然會想壞事
[00:13:59.300 --> 00:14:00.880]  當然怕一知道
[00:14:00.880 --> 00:14:02.940]  這個人就不會跟我做朋友了
[00:14:02.940 --> 00:14:04.740]  可能夫妻都不能做
[00:14:04.740 --> 00:14:07.520]  所以最好不要讓他知道
[00:14:07.520 --> 00:14:08.880]  這個就是今天
[00:14:08.880 --> 00:14:11.020]  我們關係上出現的問題
[00:14:11.020 --> 00:14:12.920]  如果存在這樣的恐懼
[00:14:12.920 --> 00:14:14.820]  在我們與人相處當中
[00:14:14.820 --> 00:14:21.460]  你怎樣能夠有幸福
[00:14:21.460 --> 00:14:23.100]  亞當和夏娃故事
[00:14:23.100 --> 00:14:25.640]  有另一個層面讓我們看到的是
[00:14:25.640 --> 00:14:26.940]  他們恐懼什麼
[00:14:26.940 --> 00:14:31.680]  恐懼別人不認可他們的行為
[00:14:31.680 --> 00:14:34.440]  你怕別人不認可你的行為的時候
[00:14:34.440 --> 00:14:37.280]  很多時候你會為自己的行為做什麼
[00:14:37.280 --> 00:14:42.980]  就是辯護
[00:14:42.980 --> 00:14:44.560]  我們怕別人不認可的時候
[00:14:44.560 --> 00:14:45.720]  我們就會自慰
[00:14:45.720 --> 00:14:46.920]  我們就會辯護
[00:14:46.920 --> 00:14:48.420]  三章十二十三說
[00:14:48.420 --> 00:14:52.160]  亞當對神說
[00:14:52.160 --> 00:14:55.220]  「你所賜給我與我同居的女人
[00:14:55.220 --> 00:14:57.400]  她把那樹上的果子給我
[00:14:57.400 --> 00:14:58.900]  我就吃了」
[00:14:58.900 --> 00:15:00.560]  而上帝對女人說
[00:15:00.560 --> 00:15:02.200]  「你做的是什麼事?」
[00:15:02.200 --> 00:15:03.140]  女人說
[00:15:03.140 --> 00:15:04.940]  「那蛇引誘了我
[00:15:04.940 --> 00:15:07.080]  我就吃了」
[00:15:07.080 --> 00:15:10.040]  在兩次聖經中我們可以看到
[00:15:10.040 --> 00:15:13.140]  亞當和夏娃的轉變
[00:15:13.140 --> 00:15:14.120]  轉變成什麼呢
[00:15:14.120 --> 00:15:17.820]  由shame變成blame
[00:15:17.820 --> 00:15:21.560]  由羞恥變成責難
[00:15:21.560 --> 00:15:25.360]  亞當很膽怯
[00:15:25.360 --> 00:15:27.020]  他blame誰呢
[00:15:27.020 --> 00:15:28.360]  他blame神
[00:15:28.360 --> 00:15:29.660]  這句話他沒有說出來
[00:15:29.660 --> 00:15:30.360]  但他心裏說
[00:15:30.360 --> 00:15:32.360]  「最壞是你的上帝」
[00:15:32.360 --> 00:15:33.600]  這句話說不出來
[00:15:33.600 --> 00:15:35.360]  所以女人給了我
[00:15:35.360 --> 00:15:36.940]  女人令我犯罪
[00:15:36.940 --> 00:15:38.000]  ok
[00:15:38.000 --> 00:15:40.540]  這個女人最壞是那條蛇
[00:15:40.540 --> 00:15:45.780]  是那條蛇引誘我吃禁果
[00:15:45.780 --> 00:15:47.080]  這個人自然的反應
[00:15:47.080 --> 00:15:49.180]  壞了通常大家說什麼
[00:15:49.180 --> 00:15:50.780]  不承認
[00:15:50.780 --> 00:15:52.580]  為自己去辯護
[00:15:52.580 --> 00:15:54.220]  想一些藉口
[00:15:54.220 --> 00:15:55.780]  大家有沒有遇過這樣的人
[00:15:55.780 --> 00:15:57.280]  我希望我們自己不是
[00:15:57.280 --> 00:15:58.860]  不過人都是有這樣的傾向
[00:15:58.860 --> 00:16:00.920]  我們也做過類似這樣的事
[00:16:00.920 --> 00:16:02.420]  每次有什麼出錯
[00:16:02.420 --> 00:16:03.160]  有什麼出漏
