
[00:00:00.000 --> 00:00:03.640]  今日我講題就是「聰明人必做」的事
[00:08:41.600 --> 00:08:44.920]  律法已經沒用 已經過時
[00:08:44.920 --> 00:08:47.440]  正如主耶穌在登山補訓一開始的時候
[00:08:47.440 --> 00:08:51.960]  祂已經說:我來不是要廢掉律法
[00:08:51.960 --> 00:08:53.800]  乃是要成全
[00:08:53.800 --> 00:08:55.160]  祂所指的成全
[00:08:55.160 --> 00:08:59.520]  不單是將律法解釋得更加清楚透徹
[00:08:59.520 --> 00:09:03.840]  而是祂自己親自登山在十字架上
[00:09:03.840 --> 00:09:07.920]  去成就這個救恩
[00:09:07.920 --> 00:09:10.520]  祂為律法沒有辦法去做的事
[00:09:10.520 --> 00:09:12.120]  祂自己去成就出來
[00:09:12.120 --> 00:09:16.600]  祂為律法提供一條通向永生的道路
[00:09:16.600 --> 00:09:20.760]  律法的功用是讓我們知罪
[00:09:20.760 --> 00:09:23.000]  但我們越是知道自己有罪的時候
[00:09:23.000 --> 00:09:25.080]  我們就越是明白到
[00:09:25.080 --> 00:09:27.960]  我們沒辦法靠律法來得救
[00:09:27.960 --> 00:09:31.160]  靠律法得救是死路一條
[00:09:31.160 --> 00:09:33.840]  但主耶穌所成就的救恩
[00:09:33.840 --> 00:09:37.440]  是使我們能夠靠這個恩典來得救
[00:09:37.440 --> 00:09:42.800]  能夠得著永生 出死入生
[00:09:42.800 --> 00:09:46.840]  現在我們看回剛才這段經文
[00:09:46.840 --> 00:09:50.400]  這段經文主要是講一個比喻
[00:09:50.400 --> 00:09:53.240]  這個比喻是以一個聰明人
[00:09:53.240 --> 00:09:56.360]  和一個無知的人來做一個對比
[00:09:56.360 --> 00:10:00.480]  我們可以看看接下來那段經文
[00:10:00.480 --> 00:10:02.920]  第24至25節
[00:10:02.920 --> 00:10:04.760]  我們一起來讀
[00:10:04.760 --> 00:10:10.640]  好比一個聰明人把房子蓋在盆石上
[00:10:10.640 --> 00:10:15.680]  雨淋 水沖 風吹 撞著那房子
[00:10:15.680 --> 00:10:18.000]  房子總不倒塌
[00:10:18.000 --> 00:10:21.720]  因為根基立在盆石上
[00:10:21.720 --> 00:10:24.080]  接著我們讀26節
[00:10:24.080 --> 00:10:30.600]  好比一個無知的人把房子蓋在沙土上
[00:10:30.600 --> 00:10:35.560]  雨淋 水沖 風吹 撞著那房子
[00:10:35.560 --> 00:10:40.760]  房子就倒塌了 並且倒塌得很大
[00:10:40.760 --> 00:10:44.400]  這裡是把聰明人和無知人來做一個比喻
[00:10:44.400 --> 00:10:47.520]  他們有相同的地方 也有不同的地方
[00:10:47.520 --> 00:10:53.040]  相同的是兩者都在蓋一間房子
[00:10:53.040 --> 00:10:59.440]  相同的是他們同樣面對雨淋 水沖 風吹
[00:10:59.440 --> 00:11:00.840]  兩者都是一樣的
[00:11:00.840 --> 00:11:04.640]  即是他們所面對的衝擊都是一樣的
[00:11:04.640 --> 00:11:06.920]  但結果卻很不同
[00:11:06.920 --> 00:11:10.840]  一個雖然遇到雨淋 水沖
[00:11:10.840 --> 00:11:14.960]  但房子總不倒塌
[00:11:14.960 --> 00:11:18.120]  另一個無知人所見的房子
[00:11:18.120 --> 00:11:22.320]  一衝就沒有了 而且倒塌得很嚴重
[00:11:22.320 --> 00:11:25.280]  分別在哪裏
[00:11:25.280 --> 00:11:29.480]  就是聰明人看見的房子在盆石上
[00:11:29.480 --> 00:11:36.480]  而無知人看見的房子在沙土上
[00:11:36.480 --> 00:11:41.480]  到底為何盆石上的房子可以這麼穩固呢?
[00:11:41.480 --> 00:11:44.480]  我們可以看看《路加福音》
[00:11:44.480 --> 00:11:46.480]  《路加福音》說得比較清楚
[00:11:46.480 --> 00:11:51.280]  「將一個人蓋房子 深深地挖地
[00:11:51.280 --> 00:11:53.960]  把根基安在盆石上
[00:11:53.960 --> 00:11:57.160]  到發大水的時候 水沖壓房子
[00:11:57.160 --> 00:11:59.680]  防止總不能搖動
[00:11:59.680 --> 00:12:02.600]  因為根基立在盆石上」
[00:12:02.600 --> 00:12:04.880]  原來當時的人蓋房子
[00:12:04.880 --> 00:12:10.040]  他們會在地上挖一個很深的坑
[00:12:10.040 --> 00:12:14.520]  然後把大石藏在坑裏面
[00:12:14.520 --> 00:12:19.680]  然後再在大石上用泥磚建屋牆
[00:12:19.680 --> 00:12:23.280]  最後建屋頂 成為一間屋
[00:12:23.280 --> 00:12:26.760]  而這間屋的根基藏得很深
[00:12:26.760 --> 00:12:28.320]  在地上的裏面
[00:12:28.320 --> 00:12:30.720]  所以即使有大水來
[00:12:30.720 --> 00:12:33.680]  也不會沖走這間屋
[00:12:33.680 --> 00:12:37.040]  相反如果建築在泥沙上
[00:12:37.040 --> 00:12:38.760]  沒有任何根基的時候
[00:12:38.760 --> 00:12:42.720]  這間屋一沖就倒塌 一沖就沒有了
[00:12:42.720 --> 00:12:46.200]  到底這個比喻的含義是甚麼呢?
[00:12:46.200 --> 00:12:49.000]  其實這個比喻在第24節
[00:12:49.000 --> 00:12:51.880]  一開始的時候在第24節就已經說了
[00:12:51.880 --> 00:12:53.800]  請大家一齊讀
[00:12:53.800 --> 00:12:56.840]  第24節
[00:12:56.840 --> 00:13:01.520]  「所以 凡聽見我者話就去行的
[00:13:01.520 --> 00:13:07.160]  好比一個聰明人把房子蓋在盆石上」
[00:13:07.160 --> 00:13:11.480]  這裏說這個比喻的用意是甚麼呢?
[00:13:11.480 --> 00:13:15.560]  用意是我們要好像這個聰明人一樣
[00:13:15.560 --> 00:13:18.040]  我們照著耶穌的話
[00:13:18.040 --> 00:13:20.320]  照著祂的吩咐去做的話
[00:13:20.320 --> 00:13:26.920]  我們就好像這個聰明人一樣
[00:13:26.920 --> 00:13:29.640]  這個比喻就是要提醒我們
[00:13:29.640 --> 00:13:33.200]  我們要去遵行耶穌的吩咐
[00:13:33.200 --> 00:13:35.440]  今天我的講題是甚麼呢?
[00:13:35.440 --> 00:13:37.160]  大家還記得嗎?
[00:13:37.160 --> 00:13:38.720]  「聰明人必做的事」
[00:13:38.720 --> 00:13:39.600]  講了這麼久
[00:13:39.600 --> 00:13:44.560]  「聰明人必做的事」是甚麼呢?
[00:13:44.560 --> 00:13:48.000]  就是遵照耶穌的說話來做
[00:13:48.000 --> 00:13:53.120]  耶穌的說話到底是甚麼呢?
[00:13:53.120 --> 00:13:55.840]  當我看回整個登山補訓的時候
[00:13:55.840 --> 00:14:00.520]  我發覺耶穌的教導可以歸納成為兩方面
[00:14:00.520 --> 00:14:03.600]  第一方面就是我們要放下一些東西
[00:14:03.600 --> 00:14:06.040]  要放下
[00:14:06.040 --> 00:14:07.120]  放下甚麼呢?
[00:14:07.120 --> 00:14:08.960]  我先在這裏賣個關子
[00:14:08.960 --> 00:14:10.040]  我現在暫時不講
[00:14:10.040 --> 00:14:11.440]  一會兒再講
[00:14:11.440 --> 00:14:14.160]  相信大家還記得我們上個星期
[00:14:14.160 --> 00:14:17.280]  羅牧師跟我們講的那篇道
[00:14:17.280 --> 00:14:21.040]  上次看到一段經文
[00:14:21.040 --> 00:14:22.560]  我們一起來讀
[00:14:22.560 --> 00:14:24.720]  「你們要進宅門
[00:14:24.720 --> 00:14:26.760]  因為引導滅亡
[00:14:26.760 --> 00:14:28.600]  那門是寬的
[00:14:28.600 --> 00:14:30.320]  路是大的
[00:14:30.320 --> 00:14:32.480]  進去的人也多
[00:14:32.480 --> 00:14:33.960]  引導永生
[00:14:33.960 --> 00:14:35.720]  那門是窄的
[00:14:35.720 --> 00:14:37.320]  路是小的
[00:14:37.320 --> 00:14:40.280]  找著的人也少」
[00:14:40.280 --> 00:14:44.120]  這裏告訴我們有兩條路
[00:14:44.120 --> 00:14:46.000]  兩條路各有特色
[00:14:46.000 --> 00:14:48.400]  一條路是寬的
[00:14:48.400 --> 00:14:49.840]  門口又寬
[00:14:49.840 --> 00:14:51.920]  路又大
[00:14:51.920 --> 00:14:55.360]  進去的人也很多
[00:14:55.360 --> 00:14:57.800]  大家有沒有試過拿著很多行李
[00:14:57.800 --> 00:14:59.720]  好像他們這樣
[00:14:59.720 --> 00:15:01.680]  拿著很多行李搭地鐵
[00:15:01.680 --> 00:15:03.240]  有沒有試過?
[00:15:03.240 --> 00:15:04.800]  你拿著這麼多行李
[00:15:04.800 --> 00:15:08.600]  可不可以用正常的地鐵通道來通過?
[00:15:08.600 --> 00:15:09.520]  不可以的
[00:15:09.520 --> 00:15:10.360]  過不去的
[00:15:10.360 --> 00:15:14.040]  我們要走一條正常的通道
[00:15:14.040 --> 00:15:16.280]  進不去的 位置太小
[00:15:16.280 --> 00:15:18.360]  我們要走一條特別的通道
[00:15:18.360 --> 00:15:20.600]  這裏你一踩的時候
[00:15:20.600 --> 00:15:22.160]  閘門就會打開
[00:15:22.160 --> 00:15:25.200]  就可以拉著行李過去
[00:15:25.200 --> 00:15:28.920]  這就是讓我們拉著行李過的
[00:15:28.920 --> 00:15:31.240]  一條寬的通道
[00:15:31.240 --> 00:15:35.000]  主耶穌所說的那條寬路
[00:15:35.000 --> 00:15:37.360]  其實不單夠我們一個人通過
[00:15:37.360 --> 00:15:41.760]  也可以讓我們帶著很多行李來通過
[00:15:41.760 --> 00:15:44.920]  不單止我們可以帶著行李通過
[00:15:44.920 --> 00:15:48.520]  我們還可以帶著其他一起的人
[00:15:48.520 --> 00:15:50.920]  每個人都帶著很多行李
[00:15:50.920 --> 00:15:52.960]  到底這些行李是什麼?
[00:15:52.960 --> 00:15:55.680]  大家知不知道是什麼?
[00:15:55.680 --> 00:15:58.840]  就是登山補訓裏面所說的
[00:15:58.840 --> 00:16:01.640]  在我們生命裏面的各種雜質
[00:16:01.640 --> 00:16:04.040]  那些不好的習慣
[00:16:04.040 --> 00:16:06.160]  我們的邪淫
[00:16:06.160 --> 00:16:07.680]  詭詐
[00:16:07.680 --> 00:16:09.080]  惡毒
[00:16:09.080 --> 00:16:12.560]  仇恨等等
[00:16:12.560 --> 00:16:15.560]  走在這條這麼寬的路上的人
[00:16:15.560 --> 00:16:18.720]  表面上好像沒有犯罪
[00:16:18.720 --> 00:16:22.920]  他們沒有犯十戒
[00:16:22.920 --> 00:16:24.320]  沒有姦淫
[00:16:24.320 --> 00:16:25.480]  沒有殺人
[00:16:25.480 --> 00:16:28.840]  又按照著律法的規定去禁食
[00:16:28.840 --> 00:16:30.760]  去祈禱
[00:16:30.760 --> 00:16:36.240]  但是內裏充滿這些惡習
[00:16:36.240 --> 00:16:44.040]  這條寬路容許我們帶著這麼多行李來通過
[00:16:44.040 --> 00:16:46.160]  而且在這條路上
[00:16:46.160 --> 00:16:47.560]  我們不會孤單
[00:16:47.560 --> 00:16:49.240]  有很多同伴
[00:16:49.240 --> 00:16:52.800]  甚至我們可以一起同流合污
[00:16:52.800 --> 00:16:55.560]  一起屏蔽違姦
[00:16:55.560 --> 00:16:59.280]  我們還可以隨時歡迎人來加入
[00:16:59.280 --> 00:17:01.680]  加入我們這個行列
[00:17:01.680 --> 00:17:05.040]  這條路表面上風光很吸引
[00:17:05.040 --> 00:17:07.640]  但主耶穌告訴我們
[00:17:07.640 --> 00:17:13.320]  這是一條引向滅亡的道路
[00:17:13.320 --> 00:17:16.480]  至於另一條路的特徵是什麼呢?
[00:17:16.480 --> 00:17:20.480]  這條路的特徵是又窄又少
[00:17:20.480 --> 00:17:22.520]  找到的人也少
[00:17:22.520 --> 00:17:25.160]  這條路窄到看不到
[00:17:25.160 --> 00:17:28.360]  所以人們找不到這條路進去
[00:17:28.360 --> 00:17:33.920]  所以走在這條路上的人也少
[00:17:33.920 --> 00:17:36.400]  我們如果要走這條窄路的話
[00:17:36.400 --> 00:17:39.360]  這條路僅僅容許一個人來通過
[00:17:39.360 --> 00:17:42.680]  我們必須要放下行李
[00:17:42.680 --> 00:17:45.360]  那些行李是什麼呢?
[00:17:45.360 --> 00:17:47.920]  就是剛才所說的邪情私慾
[00:17:47.920 --> 00:17:50.600]  那些不好的習慣
[00:17:50.600 --> 00:17:54.200]  我們不能一下子把那些習慣放下
[00:17:54.200 --> 00:17:56.280]  但起碼我們要下決心
[00:17:56.280 --> 00:17:58.240]  下定決心
[00:17:58.240 --> 00:17:59.920]  逐一放下
[00:17:59.920 --> 00:18:03.040]  然後才可以進去
[00:18:03.040 --> 00:18:06.480]  這條路不僅門口窄
[00:18:06.480 --> 00:18:09.560]  其實沿路也非常狹窄
[00:18:09.560 --> 00:18:11.720]  沒有同伴和我們一起
[00:18:11.720 --> 00:18:14.200]  我們要孤身上路
[00:18:14.200 --> 00:18:16.960]  甚至可能會面對各樣的困難
[00:18:16.960 --> 00:18:18.520]  但耶穌告訴我們
[00:18:18.520 --> 00:18:22.760]  這條路是通向永生
[00:18:22.760 --> 00:18:25.920]  現在我講回剛才我賣關子的那一件事
[00:18:25.920 --> 00:18:27.360]  記不記得?
[00:18:27.360 --> 00:18:30.000]  放下什麼?
[00:18:30.000 --> 00:18:33.080]  剛才我說耶穌的教導可以歸納成兩點
[00:18:33.080 --> 00:18:34.960]  第一點就是我們要放下一些東西
[00:18:34.960 --> 00:18:38.160]  現在大家知不知道要放下什麼?
[00:18:38.160 --> 00:18:39.640]  邪情私慾
[00:18:39.640 --> 00:18:43.440]  我們不好的習慣
[00:18:43.440 --> 00:18:46.320]  這些是我們的行李
[00:18:46.320 --> 00:18:49.280]  這些邪情私慾不好的習慣是我們的行李
[00:18:49.280 --> 00:18:51.760]  其中一樣的行李是什麼呢?
[00:18:51.760 --> 00:18:55.200]  很可能是我們心中的仇恨
[00:18:55.200 --> 00:18:59.480]  前陣子我們經常講寬恕這個課題
[00:18:59.480 --> 00:19:01.440]  但有一樣還沒講的
[00:19:01.440 --> 00:19:03.720]  就是寬恕我們自己
[00:19:03.720 --> 00:19:06.240]  我們之前經常講我們要寬恕別人
[00:19:06.240 --> 00:19:08.920]  但其實我們同樣要寬恕我們自己
[00:19:08.920 --> 00:19:11.360]  你有沒有不寬恕自己?
[00:19:11.360 --> 00:19:12.560]  有沒有?
[00:19:12.560 --> 00:19:14.880]  有沒有試過做錯了一些事
[00:19:14.880 --> 00:19:17.240]  我們覺得後悔
[00:19:17.240 --> 00:19:19.440]  我們生我們自己的氣
[00:19:19.440 --> 00:19:22.680]  我們覺得自己沒有用
[00:19:22.680 --> 00:19:25.880]  我們自己放棄自己
[00:19:25.880 --> 00:19:30.160]  前天有一個23歲的年輕人跳樓自殺
[00:19:30.160 --> 00:19:32.280]  報紙的標題就是
[00:19:32.280 --> 00:19:41.000]  「日玩8小時,妄癡、失戀、跳樓亡」
[00:19:41.000 --> 00:19:44.560]  這個年輕人他其實已經
[00:19:44.560 --> 00:19:47.400]  曾經三次試過自殺
[00:19:47.400 --> 00:19:49.200]  這次終於成功了
[00:19:49.200 --> 00:19:53.720]  這個例子是一個很明顯放棄自己的例子
[00:19:53.720 --> 00:19:57.280]  這個年輕人是來自一個單親家庭
[00:19:57.280 --> 00:19:59.880]  他們本來一家四口生活得很好
[00:19:59.880 --> 00:20:01.960]  他小時候品學兼優
[00:20:01.960 --> 00:20:04.320]  爸爸說他的成績很好
[00:20:04.320 --> 00:20:05.920]  但上到中學的時候
[00:20:05.920 --> 00:20:09.760]  他爸爸媽媽婚姻破裂要離婚
[00:20:09.760 --> 00:20:12.400]  結果他和他另外一個女兒
[00:20:12.400 --> 00:20:14.600]  在一家四口的房間裡
[00:20:14.600 --> 00:20:19.200]  婚姻破裂要離婚
[00:20:19.200 --> 00:20:22.040]  結果他和他另外一個姐姐還是妹妹
[00:20:22.040 --> 00:20:23.920]  大家要分開
[00:20:23.920 --> 00:20:25.560]  一個跟爸爸一個跟媽媽
[00:20:25.560 --> 00:20:29.120]  他自己就跟了爸爸
[00:20:29.120 --> 00:20:31.800]  後來他也開始玩電腦
[00:20:31.800 --> 00:20:33.800]  他上了癮
[00:20:33.800 --> 00:20:36.320]  於是成績一落千丈
[00:20:36.320 --> 00:20:38.400]  在中五畢業之後
[00:20:38.400 --> 00:20:40.200]  他上班十幾天
[00:20:40.200 --> 00:20:42.360]  就被人炒魷魚
[00:20:42.360 --> 00:20:44.600]  只能做一些散工
[00:20:44.600 --> 00:20:47.880]  他和爸爸的關係也非常疏離
[00:20:47.880 --> 00:20:50.840]  他十問九不應
[00:20:50.840 --> 00:20:54.680]  每一天上網
[00:20:54.680 --> 00:20:58.320]  八個小時至十個小時不等
[00:20:58.320 --> 00:21:00.360]  最近還失戀
[00:21:00.360 --> 00:21:03.200]  更加覺得生無可戀
[00:21:03.200 --> 00:21:07.120]  這個很明顯是一個單親家庭的悲劇
[00:21:07.120 --> 00:21:10.880]  一個年輕人失去家人的愛
[00:21:10.880 --> 00:21:12.520]  失去朋友
[00:21:12.520 --> 00:21:14.040]  失去戀人
