
[00:00:00.000 --> 00:00:02.380]  大衛傳的第十講
[00:01:13.380 --> 00:01:16.880]  在結束的時候我們就會回來看這一點
[00:01:16.880 --> 00:01:20.380]  在希伯來文的聖經裡面
[00:01:20.380 --> 00:01:24.380]  其實撒母以上和撒母以下都是同一部書
[00:01:24.380 --> 00:01:26.380]  我們剛剛講完撒母以上
[00:01:26.380 --> 00:01:29.380]  講了很多有關數羅的故事
[00:01:29.380 --> 00:01:32.380]  數羅的崛起 數羅的死亡
[00:01:32.380 --> 00:01:34.380]  現在去到撒母以下
[00:01:34.380 --> 00:01:37.380]  我們將注意力放在大衛身上
[00:01:37.380 --> 00:01:39.380]  我們見到第一至三章
[00:01:39.380 --> 00:01:43.380]  大衛將會登上猶太人的皇位
[00:01:43.380 --> 00:01:46.880]  然後在撒母以下的四至六章
[00:01:46.880 --> 00:01:50.380]  我們見到他會登上以色列人的皇位
[00:01:50.380 --> 00:01:54.380]  他統治猶大國一共七年半
[00:01:54.380 --> 00:01:56.880]  登上了以色列的皇位
[00:01:56.880 --> 00:01:58.880]  他再要統治三十三年
[00:01:58.880 --> 00:02:02.880]  所以他一共統治以色列人四十年
[00:02:02.880 --> 00:02:04.880]  去到撒母以下的第七章
[00:02:04.880 --> 00:02:07.380]  神還與大衛來立約
[00:02:07.380 --> 00:02:10.380]  將會給他有永遠的國度
[00:02:10.380 --> 00:02:12.380]  這個國度是去到永遠
[00:02:12.380 --> 00:02:14.880]  在這部書撒母以下
[00:02:14.880 --> 00:02:17.380]  我們見到大衛真的很關心神
[00:02:17.380 --> 00:02:19.380]  將神放在首位
[00:02:19.380 --> 00:02:23.380]  他關心神的約會 他關心神的聖殿
[00:02:23.380 --> 00:02:27.380]  大衛在他身上有很多軍事上的戰績
[00:02:27.380 --> 00:02:32.380]  他亦是一個非常有才華的軍事領袖
[00:02:32.380 --> 00:02:34.880]  今日我們的大綱很簡單
[00:02:34.880 --> 00:02:37.880]  一共五點 一至四點
[00:02:37.880 --> 00:02:39.880]  就是說有四種不同的人
[00:02:39.880 --> 00:02:42.880]  第一種人就好像一個亞馬力人
[00:02:42.880 --> 00:02:44.380]  他去到大衛那裡
[00:02:44.380 --> 00:02:45.880]  他告訴大衛
[00:02:45.880 --> 00:02:47.880]  他說 蘇羅是我殺死的
[00:02:47.880 --> 00:02:50.380]  我已經幫你報仇了
[00:02:50.380 --> 00:02:52.880]  他這樣做又有什麼目的呢
[00:02:52.880 --> 00:02:55.880]  我們看看第二種人就是基列亞比人
[00:02:55.880 --> 00:02:57.880]  記不記得基列亞比人
[00:02:57.880 --> 00:03:02.880]  他們走去將蘇羅和他兒子的屍體搶回來
[00:03:02.880 --> 00:03:04.880]  記不記得被比利時人搶了
[00:03:04.880 --> 00:03:06.880]  蘇羅和他兒子的屍體
[00:03:06.880 --> 00:03:08.880]  在那裡羞辱那些屍體
[00:03:08.880 --> 00:03:12.380]  這些基列亞比人就搶回那些屍體回來
[00:03:12.380 --> 00:03:15.880]  但最後他們又作出什麼決定呢
[00:03:15.880 --> 00:03:17.880]  第三種人就是厄尼爾
[00:03:17.880 --> 00:03:20.380]  厄尼爾是蘇羅的元帥
[00:03:20.380 --> 00:03:21.880]  蘇羅死了之後
[00:03:21.880 --> 00:03:24.880]  他又會作出什麼決定呢
[00:03:24.880 --> 00:03:26.880]  還有第四種人
[00:03:26.880 --> 00:03:28.880]  就好像伊斯波切
[00:03:28.880 --> 00:03:31.880]  伊斯波切是蘇羅第四個兒子
[00:03:31.880 --> 00:03:33.880]  他是一個很軟弱的人
[00:03:33.880 --> 00:03:38.380]  他願意被厄尼爾將他成為傀儡
[00:03:38.380 --> 00:03:40.380]  將他推上他的皇位
[00:03:40.380 --> 00:03:42.880]  究竟他又為了什麼呢
[00:03:42.880 --> 00:03:45.880]  最後在結束的時候我們會回來看
[00:03:45.880 --> 00:03:47.880]  如果大衛面對同樣的事
[00:03:47.880 --> 00:03:50.880]  他會怎樣回應
[00:03:50.880 --> 00:03:52.880]  他是一個合神心意的人
[00:03:52.880 --> 00:03:54.880]  今年的主題就是
[00:03:54.880 --> 00:03:56.880]  怎樣做一個合神心意的人
[00:03:56.880 --> 00:03:58.380]  我們要學習大衛
[00:03:58.380 --> 00:04:00.880]  看看他怎樣回應
[00:04:00.880 --> 00:04:03.380]  首先我們要看的就是
[00:04:03.380 --> 00:04:05.880]  在撒母以下第一章講到
[00:04:05.880 --> 00:04:08.880]  蘇羅的死訊
[00:04:08.880 --> 00:04:10.380]  在聖經裡面
[00:04:10.380 --> 00:04:13.880]  蘇羅的死有兩個不同的版本
[00:04:13.880 --> 00:04:15.880]  一個版本是他自己自殺
[00:04:15.880 --> 00:04:18.380]  倒在他自己的刀下
[00:04:18.380 --> 00:04:20.880]  在撒母以上的三十一章
[00:04:20.880 --> 00:04:22.880]  和歷代至上的十章
[00:04:22.880 --> 00:04:24.880]  都是講他自殺的
[00:04:24.880 --> 00:04:26.880]  但是另一個版本
[00:04:26.880 --> 00:04:28.880]  現在殺出一個情咬金
[00:04:28.880 --> 00:04:30.880]  這個亞馬力人居然說
[00:04:30.880 --> 00:04:32.880]  是自己殺死蘇羅
[00:04:32.880 --> 00:04:35.880]  這個就是我們今天的經文
[00:04:35.880 --> 00:04:38.880]  如果真的亞馬力人殺死蘇羅的話
[00:04:38.880 --> 00:04:40.880]  那就報應循環
[00:04:40.880 --> 00:04:43.880]  因為神叫蘇羅殺死亞馬力人
[00:04:43.880 --> 00:04:45.880]  將他們趕盡殺絕
[00:04:45.880 --> 00:04:47.880]  在撒母以上的第十五章
[00:04:47.880 --> 00:04:49.880]  蘇羅沒有做到
[00:04:49.880 --> 00:04:51.880]  如果他現在真的被亞馬力人殺死
[00:04:51.880 --> 00:04:54.880]  那就真的報應循環
[00:04:54.880 --> 00:04:57.880]  但是有人說 喂 牧師
[00:04:57.880 --> 00:05:00.880]  所以我說 聖經就是充滿矛盾的
[00:05:00.880 --> 00:05:02.880]  你看這裡又來了
[00:05:02.880 --> 00:05:04.380]  兩個不同的版本
[00:05:04.380 --> 00:05:05.880]  一個說他自殺
[00:05:05.880 --> 00:05:07.880]  一個說亞馬力人殺死他
[00:05:07.880 --> 00:05:11.880]  誰才是正確的版本呢
[00:05:11.880 --> 00:05:14.880]  其實有兩個可能性
[00:05:14.880 --> 00:05:16.380]  一個可能性
[00:05:16.380 --> 00:05:17.880]  就是這個亞馬力人
[00:05:17.880 --> 00:05:19.880]  根本是在說謊
[00:05:19.880 --> 00:05:20.880]  他去到的時候
[00:05:20.880 --> 00:05:22.880]  蘇羅已經死了
[00:05:22.880 --> 00:05:24.880]  他為了要邀功
[00:05:24.880 --> 00:05:26.880]  所以就自認說他殺死蘇羅
[00:05:26.880 --> 00:05:28.880]  希望能夠得到獎賞
[00:05:28.880 --> 00:05:31.880]  這個是其中一個的可能性
[00:05:31.880 --> 00:05:32.880]  另外一個呢
[00:05:32.880 --> 00:05:34.380]  他去到的時候
[00:05:34.380 --> 00:05:36.380]  蘇羅真的還沒死
[00:05:36.380 --> 00:05:38.880]  蘇羅倒在自己的刀上
[00:05:38.880 --> 00:05:41.380]  但是還沒死 奄奄一息
[00:05:41.380 --> 00:05:44.380]  他看到斐理士人就快追趕過來
[00:05:44.380 --> 00:05:46.880]  他不想落在斐理士人的手上
[00:05:46.880 --> 00:05:48.880]  所以他看到這個亞馬力人
[00:05:48.880 --> 00:05:50.380]  就說你快點殺死我吧
[00:05:50.380 --> 00:05:52.880]  而這個亞馬力人真的殺死了他
[00:05:52.880 --> 00:05:56.880]  所以絕對聖經是沒有矛盾
[00:05:56.880 --> 00:05:58.880]  這個亞馬力人
[00:05:58.880 --> 00:06:00.880]  他說殺死蘇羅
[00:06:00.880 --> 00:06:02.880]  他的動機是什麼
[00:06:02.880 --> 00:06:05.880]  很明顯就是為了要邀功
[00:06:05.880 --> 00:06:08.380]  他以為說給大衛聽
[00:06:08.380 --> 00:06:09.880]  蘇羅的死訊
[00:06:09.880 --> 00:06:12.880]  大衛和他的手下就會怎樣
[00:06:12.880 --> 00:06:14.880]  哇 歡喜到不得了
[00:06:14.880 --> 00:06:16.880]  被人追殺了十幾年
[00:06:16.880 --> 00:06:19.380]  現在終於這個仇人死了
[00:06:19.380 --> 00:06:23.380]  哇 還不獎賞這個亞馬力人嗎
[00:06:23.380 --> 00:06:27.880]  但是這個人似乎完全不認識大衛
[00:06:27.880 --> 00:06:31.880]  大衛從來沒有當蘇羅是他的敵人
[00:06:31.880 --> 00:06:34.880]  當這個亞馬力人看到大衛
[00:06:34.880 --> 00:06:36.880]  和他的手下撕裂衣服
[00:06:36.880 --> 00:06:39.380]  哀吊蘇羅的時候
[00:06:39.380 --> 00:06:40.880]  他覺得很驚訝
[00:06:40.880 --> 00:06:43.380]  甚至我相信他開始懼怕
[00:06:43.380 --> 00:06:44.880]  發生什麼事
[00:06:44.880 --> 00:06:46.880]  為什麼會這樣
[00:06:46.880 --> 00:06:49.880]  這個人真是溯油溯著火水
[00:06:49.880 --> 00:06:51.880]  引火自焚
[00:06:51.880 --> 00:06:53.880]  招來殺身之禍
[00:06:53.880 --> 00:06:56.880]  大衛立刻將他處死
[00:06:56.880 --> 00:06:59.880]  你說大衛為什麼要處死他
[00:06:59.880 --> 00:07:01.880]  有三個原因
[00:07:01.880 --> 00:07:03.880]  第一個原因就是大衛說
[00:07:03.880 --> 00:07:06.880]  不可伸手害神的受高者
[00:07:06.880 --> 00:07:09.880]  大衛有兩次自己可以殺死蘇羅
[00:07:09.880 --> 00:07:11.380]  他都沒有做到
[00:07:11.380 --> 00:07:12.880]  現在你是誰
[00:07:12.880 --> 00:07:18.880]  一個亞馬力人居然膽敢傷害神的受高者
[00:07:18.880 --> 00:07:21.380]  所以這個人是否死有餘辜
[00:07:21.380 --> 00:07:23.380]  這是第一個原因
[00:07:23.380 --> 00:07:25.380]  還有另外一個原因
[00:07:25.380 --> 00:07:29.380]  就是他根本沒有將蘇羅和他兒子的屍體
[00:07:29.380 --> 00:07:31.380]  來保護他們
[00:07:31.380 --> 00:07:34.380]  沒有臉上蘇羅和他兒子的屍體
[00:07:34.380 --> 00:07:38.380]  以致比利時人能夠拿到屍體
[00:07:38.380 --> 00:07:41.380]  來殘害屍體示眾
[00:07:41.380 --> 00:07:43.380]  以致羞辱屍體
[00:07:43.380 --> 00:07:46.880]  大衛說你應該起碼保護這些屍體
[00:07:46.880 --> 00:07:48.880]  甚至將他們臉撞
[00:07:48.880 --> 00:07:49.880]  但他沒有做到
[00:07:49.880 --> 00:07:52.380]  這是第二個罪
[00:07:52.380 --> 00:07:53.880]  還有第三個罪呢
[00:07:53.880 --> 00:07:55.880]  我相信這是最重要的
[00:07:55.880 --> 00:07:58.880]  就是神下命令所有猶太人
[00:07:58.880 --> 00:08:01.380]  要將亞馬力人趕盡殺絕
[00:08:01.380 --> 00:08:03.880]  這是在出《埃及記》的十七章
[00:08:03.880 --> 00:08:05.380]  和《新明記》的二十五章
[00:08:05.380 --> 00:08:09.380]  我們看到亞馬力人和以色列人是世仇
[00:08:09.380 --> 00:08:12.880]  亞馬力人的確做了很多不為神喜悅的事
[00:08:12.880 --> 00:08:15.380]  所以神要將他們趕盡殺絕
[00:08:15.380 --> 00:08:17.380]  蘇羅沒有做到
[00:08:17.380 --> 00:08:19.880]  大衛說你不做我來做
[00:08:19.880 --> 00:08:22.380]  讓我殺死這個亞馬力人
[00:08:22.380 --> 00:08:24.880]  所以一共有三個原因
[00:08:24.880 --> 00:08:27.380]  這個人引火自焚
[00:08:27.380 --> 00:08:29.380]  其實他還怎樣
[00:08:29.380 --> 00:08:35.880]  雖多口親口承認自己殺死神高末的王
[00:08:35.880 --> 00:08:37.880]  在薩姆以下的一章十六節
[00:08:37.880 --> 00:08:39.380]  大衛對他說
[00:08:39.380 --> 00:08:42.380]  你流人血的罪歸到你自己的頭上
[00:08:42.380 --> 00:08:44.880]  因為你親口作見證
[00:08:44.880 --> 00:08:48.880]  說我殺了耶和華的仇高者
[00:08:48.880 --> 00:08:52.380]  這個亦好像在《路加福音》十九章
[00:08:52.380 --> 00:08:55.880]  有一個主人對他的惡僕所說的話
[00:08:55.880 --> 00:08:58.880]  他的惡僕明明知道他的主人是嚴厲
[00:08:58.880 --> 00:09:01.380]  但仍然都是犯罪
[00:09:01.380 --> 00:09:04.880]  這個主人說我要憑你的口定你的罪
[00:09:04.880 --> 00:09:08.880]  你既知道我是嚴厲的人
[00:09:08.880 --> 00:09:12.380]  在詩篇的101篇七至八節亦都說
[00:09:12.380 --> 00:09:15.880]  恨鬼炸的必不得住在我的家裡
[00:09:15.880 --> 00:09:19.880]  說謊話的必不得立在我的眼前
[00:09:19.880 --> 00:09:23.880]  我每日神祖要滅絕國中所有的惡人
[00:09:23.880 --> 00:09:28.880]  討把一切作業的從耶和華的城裡剪除
[00:09:28.880 --> 00:09:31.880]  這個人居然去到大衛的面前
[00:09:31.880 --> 00:09:34.380]  誇口說自己犯了罪
[00:09:34.380 --> 00:09:35.880]  他死有餘辜
[00:09:35.880 --> 00:09:38.880]  他是罪加一等
[00:09:38.880 --> 00:09:42.880]  於是大衛就作了一首哀歌
[00:09:42.880 --> 00:09:45.380]  來紀念掃羅
[00:09:45.380 --> 00:09:47.380]  哀歌就等於是玩歌
[00:09:47.380 --> 00:09:51.880]  玩歌是喪禮的時候你唱的歌叫做玩歌
[00:09:51.880 --> 00:09:53.880]  我在說耶利米哀歌的時候
[00:09:53.880 --> 00:09:56.880]  我也說過哀歌和玩歌
[00:09:56.880 --> 00:09:59.380]  其實你不要以為只有舊約有
[00:09:59.380 --> 00:10:01.880]  新約記不記得我講羅馬書的時候
[00:10:01.880 --> 00:10:05.880]  羅馬書第七章我都說保羅寫了有哀歌在那裡
[00:10:05.880 --> 00:10:06.880]  記不記得
[00:10:06.880 --> 00:10:08.380]  保羅說什麼
[00:10:08.380 --> 00:10:10.880]  我不明白我不愛的東西
[00:10:10.880 --> 00:10:13.880]  我所恨惡的我就做了
[00:10:13.880 --> 00:10:17.380]  我反而我願意做的我是沒有做到
[00:10:17.380 --> 00:10:18.880]  我真苦
[00:10:18.880 --> 00:10:22.380]  這個就是羅馬書第七章的哀歌
[00:10:22.380 --> 00:10:25.880]  其實東方人的社會都很喜歡用歌曲
[00:10:25.880 --> 00:10:28.380]  來紀念他們的事蹟
[00:10:28.380 --> 00:10:31.880]  無論是快樂的無論是悲哀的
[00:10:31.880 --> 00:10:35.380]  這個就是原因我們中國人都是一樣的
[00:10:35.380 --> 00:10:36.880]  在北京有什麼
[00:10:36.880 --> 00:10:38.380]  有京劇
[00:10:38.380 --> 00:10:41.880]  在廣東有粵劇有大戲
[00:10:41.880 --> 00:10:45.380]  在上海有黃梅調
[00:10:45.380 --> 00:10:48.380]  還有很多山歌的人彼此對唱
[00:10:48.380 --> 00:10:51.880]  就是紀念那些民間的事蹟
[00:10:51.880 --> 00:10:55.880]  在舊約我們知道有摩西之歌
[00:10:55.880 --> 00:10:58.380]  摩西之歌都有兩個版本
[00:10:58.380 --> 00:11:01.380]  第一個版本是出埃及記的十五章
[00:11:01.380 --> 00:11:04.380]  當摩西帶領以色列人出了埃及
[00:11:04.380 --> 00:11:08.880]  他是作了一首摩西之歌來紀念神的恩典
[00:11:08.880 --> 00:11:10.880]  這個是讚頌神的
[00:11:10.880 --> 00:11:13.380]  但是有另外一個摩西之歌
[00:11:13.380 --> 00:11:15.880]  在新明記的三十二章
[00:11:15.880 --> 00:11:19.380]  在那裡神其實預先知道
[00:11:19.380 --> 00:11:20.880]  以色列人是會反叛
[00:11:20.880 --> 00:11:22.880]  所以已經在那裡
[00:11:22.880 --> 00:11:24.880]  在新明記的三十二章
[00:11:24.880 --> 00:11:27.380]  叫摩西警告以色列人
[00:11:27.380 --> 00:11:30.380]  這個可以說是一首哀歌
[00:11:30.380 --> 00:11:35.880]  另外在舊約有很多先知警告以色列人的時候
[00:11:35.880 --> 00:11:40.380]  他們說出來的話都好像哀歌和幻歌一樣
[00:11:40.380 --> 00:11:43.880]  這些經文在很多先知書裡面
[00:11:43.880 --> 00:11:45.880]  我們都見到
[00:11:45.880 --> 00:11:49.380]  大衛作了這首哀歌來紀念蘇羅
[00:11:49.380 --> 00:11:50.880]  有什麼目的?
[00:11:50.880 --> 00:11:52.380]  有三個目的
[00:11:52.380 --> 00:11:57.380]  第一就是證實前正壇已經結束了
[00:11:57.380 --> 00:11:59.880]  現在有一個新的正壇
[00:11:59.880 --> 00:12:03.380]  第二個目的是給人有個表達的方式
[00:12:03.380 --> 00:12:08.380]  來向以色列王向蘇羅致敬
[00:12:08.380 --> 00:12:10.380]  還有第三個原因
[00:12:10.380 --> 00:12:14.380]  給人見到大衛是有感情的
[00:12:14.380 --> 00:12:16.380]  而且他是很歡運
[00:12:16.380 --> 00:12:18.880]  他願意原諒蘇羅
[00:12:18.880 --> 00:12:24.380]  大衛下令所有猶太人都要唱這首哀歌
[00:12:24.380 --> 00:12:27.380]  在屬於撒母以下的二章十八節
[00:12:27.380 --> 00:12:31.380]  我們見到這首哀歌被稱為公歌
[00:12:31.380 --> 00:12:35.880]  而且是記錄在阿薩爾書裡面
[00:12:35.880 --> 00:12:37.880]  阿薩爾是什麼意思?
[00:12:37.880 --> 00:12:39.880]  是正直的意思
[00:12:39.880 --> 00:12:43.380]  在約書亞記的十章和撒母以下的一章
[00:12:43.380 --> 00:12:45.380]  我們見到阿薩爾書
[00:12:45.380 --> 00:12:48.380]  阿薩爾書是一部詩歌
[00:12:48.380 --> 00:12:51.880]  是紀念以色列人有偉大的事蹟的時候
[00:12:51.880 --> 00:12:54.880]  就會放在阿薩爾書裡面
[00:12:54.880 --> 00:12:57.880]  現在大衛居然將蘇羅的事蹟
[00:12:57.880 --> 00:13:00.380]  放在阿薩爾書裡面
[00:13:00.380 --> 00:13:04.380]  讓我們見到他很尊重蘇羅
[00:13:04.380 --> 00:13:08.380]  在公歌裡面有一節的經文重複出現
[00:13:08.380 --> 00:13:11.380]  就是「勇士何以倒下」
[00:13:11.380 --> 00:13:13.380]  這個重點就是說
[00:13:13.380 --> 00:13:16.380]  雖然蘇羅和他的兒子死了
[00:13:16.380 --> 00:13:18.380]  但是他們是勇士
[00:13:18.380 --> 00:13:21.380]  大衛紀念他們 講出他們的勇敢
[00:13:21.380 --> 00:13:25.380]  講出他們是願意為國捐軀
[00:13:25.380 --> 00:13:28.380]  注意在這些哀歌裡面
[00:13:28.380 --> 00:13:30.880]  大衛沒有數算蘇羅的罪
[00:13:30.880 --> 00:13:33.380]  雖然蘇羅犯了很多罪
[00:13:33.380 --> 00:13:37.380]  這個和在書希伯來書十一章
[00:13:37.380 --> 00:13:40.380]  你記不記得有個信心的龍虎榜
[00:13:40.380 --> 00:13:41.880]  這個信心的龍虎榜
[00:13:41.880 --> 00:13:44.380]  上高講了很多有信心的人
[00:13:44.380 --> 00:13:46.380]  但是其實在這裡上高
[00:13:46.380 --> 00:13:47.380]  如果你注意的話
[00:13:47.380 --> 00:13:49.380]  有很多人都有瑕疵
[00:13:49.380 --> 00:13:51.380]  有很多人都不足
[00:13:51.380 --> 00:13:53.380]  就好像參選一樣
[00:13:53.380 --> 00:13:56.380]  但是在書希伯來書十一章
[00:13:56.380 --> 00:13:58.380]  是沒有講到這些人的罪
[00:13:58.380 --> 00:14:00.380]  只是講到他們的信心
[00:14:00.380 --> 00:14:02.380]  現在大衛作這首哀歌
[00:14:02.380 --> 00:14:04.380]  都是一樣
[00:14:04.380 --> 00:14:08.380]  大衛叫猶太人要唱這首歌
[00:14:08.380 --> 00:14:10.880]  來紀念、形式蘇羅
[00:14:10.880 --> 00:14:12.880]  他就是他們的領袖
[00:14:12.880 --> 00:14:14.880]  我們真的見到大衛
[00:14:14.880 --> 00:14:17.880]  對他的敵人非常寬宏
[00:14:17.880 --> 00:14:20.880]  正如在書《針言》裡面
[00:14:20.880 --> 00:14:22.880]  二十四章十七節所說
[00:14:22.880 --> 00:14:25.880]  你的仇敵跌倒 你不要歡喜
[00:14:25.880 --> 00:14:29.880]  他傾倒 你心不要快樂
[00:14:29.880 --> 00:14:31.880]  比起我們就不會了
[00:14:31.880 --> 00:14:35.880]  你跟我說這個人追趕了我這麼久
[00:14:35.880 --> 00:14:39.880]  現在死了 我還不唱衰他
[00:14:39.880 --> 00:14:41.880]  我們中國人會做什麼
[00:14:41.880 --> 00:14:44.880]  鞭屍 很流行的 鞭屍
[00:14:44.880 --> 00:14:45.880]  但是大衛有沒有鞭屍
[00:14:45.880 --> 00:14:47.880]  他沒有鞭屍
[00:14:47.880 --> 00:14:49.880]  大衛就是一個合神心意的人
[00:14:49.880 --> 00:14:53.880]  他謙卑 他寬容 他信靠神
[00:14:53.880 --> 00:14:56.880]  他知道一切都掌握在神的手裡
[00:14:56.880 --> 00:15:01.880]  他叫人民來哀調蘇羅 認識蘇羅
[00:15:01.880 --> 00:15:05.880]  其實在我們哀調痛苦的時候
[00:15:05.880 --> 00:15:08.880]  就是最好學習的時候
[00:15:08.880 --> 00:15:09.880]  為什麼
[00:15:09.880 --> 00:15:13.880]  詩篇的一百十九篇的七十一節都告訴我們
[00:15:13.880 --> 00:15:15.880]  我受苦時與我有益
[00:15:15.880 --> 00:15:19.880]  為要使我學習你的律例
[00:15:19.880 --> 00:15:22.880]  很多時候當我們哀調的時候
[00:15:22.880 --> 00:15:25.880]  我們就會學習到我們應該學習的功課
[00:15:25.880 --> 00:15:31.880]  這個就是原因為什麼大衛叫以色列人哀動蘇羅
[00:15:31.880 --> 00:15:33.880]  你說在哀調當中
[00:15:33.880 --> 00:15:36.880]  以色列人能夠學到什麼
[00:15:36.880 --> 00:15:40.880]  如果我們注意在書詩篇的一百零六篇的十五節
[00:15:40.880 --> 00:15:44.880]  說到有很多人向神苦苦哀求
[00:15:44.880 --> 00:15:46.880]  希望得到一些東西
[00:15:46.880 --> 00:15:50.880]  不斷哀求 最後神說好 我給你
[00:15:50.880 --> 00:15:53.880]  但是未必是一件好事
[00:15:53.880 --> 00:15:57.880]  很多時候當神給你苦苦哀求你要的東西
[00:15:57.880 --> 00:15:59.880]  未必是好事
[00:15:59.880 --> 00:16:01.880]  蘇羅就是一個例子
[00:16:01.880 --> 00:16:03.880]  以色列人苦苦哀求
[00:16:03.880 --> 00:16:06.880]  要有一位王好像他們的鄰居一樣
[00:16:06.880 --> 00:16:09.880]  但是最後神給了蘇羅給他們
[00:16:09.880 --> 00:16:12.880]  結果蘇羅不是一個屬靈的人
[00:16:12.880 --> 00:16:16.880]  所以這也是讓我們做尷尬
[00:16:16.880 --> 00:16:22.880]  在書中有五次用到河景這個字
[00:16:22.880 --> 00:16:24.880]  其實我講耶利米哀歌的時候
[00:16:24.880 --> 00:16:27.880]  都有這個字出現河景
[00:16:27.880 --> 00:16:29.880]  在哀歌裡面時時會見到
[00:16:29.880 --> 00:16:32.880]  一次在撒母以下的一章十九節
[00:16:32.880 --> 00:16:35.880]  有兩次在二十五節
[00:16:35.880 --> 00:16:38.880]  有兩次在二十七節
[00:16:38.880 --> 00:16:43.880]  這三節的經文就將整首的功歌分為兩個部分
[00:16:43.880 --> 00:16:47.880]  第一個部分大衛講到對蘇羅的敬意
[00:16:47.880 --> 00:16:50.880]  在撒母以下的一章十九節
[00:16:50.880 --> 00:16:52.880]  大衛說以色列
[00:16:52.880 --> 00:16:55.880]  你的尊榮者在山上被殺
[00:16:55.880 --> 00:16:58.880]  有沒有看到大衛多麼尊敬蘇羅
[00:16:58.880 --> 00:17:00.880]  叫他做尊榮者
[00:17:00.880 --> 00:17:02.880]  他就是以色列人的王
[00:17:02.880 --> 00:17:04.880]  他就是他們的榮耀
[00:17:04.880 --> 00:17:08.880]  大衛叫他們把榮耀還給了蘇羅
[00:17:08.880 --> 00:17:10.880]  經文說
[00:17:10.880 --> 00:17:12.880]  蘇羅在山上被殺
[00:17:12.880 --> 00:17:15.880]  但是原文是高處
[00:17:15.880 --> 00:17:17.880]  有人說這個高處在哪裡
[00:17:17.880 --> 00:17:19.880]  就是基利波山
[00:17:19.880 --> 00:17:21.880]  就是最後那場真戰
[00:17:21.880 --> 00:17:23.880]  導致蘇羅被殺
[00:17:23.880 --> 00:17:25.880]  但是也有人說這個高處
[00:17:25.880 --> 00:17:27.880]  就是神將蘇羅
[00:17:27.880 --> 00:17:29.880]  在他高高在上的王位
[00:17:29.880 --> 00:17:31.880]  將他拉下來
[00:17:31.880 --> 00:17:33.880]  很多時候我們都喜歡
[00:17:33.880 --> 00:17:35.880]  是爬得越高越好
[00:17:35.880 --> 00:17:37.880]  但是爬得越高
[00:17:37.880 --> 00:17:40.880]  可能就跌得越慘
[00:17:40.880 --> 00:17:42.880]  在《樹撒母》以下的一章二十節
[00:17:42.880 --> 00:17:45.880]  大衛說不要讓敵人知道
[00:17:45.880 --> 00:17:48.880]  免得他們歡樂乾垮
[00:17:48.880 --> 00:17:50.880]  記不記得大衛第一次去到
[00:17:50.880 --> 00:17:52.880]  菲利士人那裡
[00:17:52.880 --> 00:17:54.880]  那些敵人 那些菲利士人
[00:17:54.880 --> 00:17:57.880]  知道了以色列發生什麼事
[00:17:57.880 --> 00:17:58.880]  他們在唱著
[00:17:58.880 --> 00:18:00.880]  以色列人唱的歌
[00:18:00.880 --> 00:18:01.880]  蘇羅殺死千千
[00:18:01.880 --> 00:18:03.880]  大衛殺死萬萬
[00:18:03.880 --> 00:18:05.880]  但是大衛說
[00:18:05.880 --> 00:18:07.880]  現在這一場是傷心的事
[00:18:07.880 --> 00:18:09.880]  不是我們打贏敵人
[00:18:09.880 --> 00:18:10.880]  是傷心的事
[00:18:10.880 --> 00:18:13.880]  不要讓敵人知道
