
[00:00:00.000 --> 00:00:02.520]  今天是我去負責廣告
[00:01:30.200 --> 00:01:32.760]  不過有時候Shalom完之後
[00:01:32.760 --> 00:01:34.760]  祂又會繼續面對這種狀況
[00:01:34.760 --> 00:01:37.920]  於是初期基督徒就會用Maranatha這句話
[00:01:37.920 --> 00:01:39.000]  彼此的問安
[00:01:39.000 --> 00:01:39.560]  提醒你
[00:01:39.560 --> 00:01:41.520]  是的,你現在的問題未必解決到
[00:01:41.520 --> 00:01:43.320]  或者你現在的狀況
[00:01:43.320 --> 00:01:45.760]  好像看不到有出路
[00:01:45.760 --> 00:01:47.840]  但是Maranatha告訴我們
[00:01:47.840 --> 00:01:49.520]  主就要回來
[00:01:49.520 --> 00:01:50.560]  主啊,願禰來
[00:01:50.560 --> 00:01:52.760]  就成爲一個彼此的提醒
[00:01:52.760 --> 00:01:54.360]  一個彼此的鼓勵
[00:01:54.360 --> 00:01:56.520]  並且大家的盼望
[00:01:56.520 --> 00:01:58.520]  所以主耶穌,我們多謝禰讚美禰
[00:01:58.520 --> 00:02:00.400]  最後藉助Maranatha這句話
[00:02:00.400 --> 00:02:01.800]  再一次提醒我們
[00:02:01.800 --> 00:02:04.440]  我們縱然可能面對一些的狀況裏面
[00:02:04.440 --> 00:02:06.520]  我們都未必有看到出路
[00:02:06.520 --> 00:02:09.000]  或者我們有時候都很迷茫
[00:02:09.000 --> 00:02:10.000]  但是禰告訴我們
[00:02:10.000 --> 00:02:11.320]  禰回來的只近
[00:02:11.320 --> 00:02:12.600]  禰很快就要回來
[00:02:12.600 --> 00:02:14.720]  然後我們今天就藉助禰的話語
[00:02:14.720 --> 00:02:16.040]  再一次教導我們
[00:02:16.040 --> 00:02:19.280]  如何預備我們自己去等待
[00:02:19.280 --> 00:02:23.080]  去準備好自己
[00:02:23.080 --> 00:02:25.080]  去迎接耶穌禰的來臨
[00:02:25.080 --> 00:02:27.520]  願以聖靈禰在我們心靈裏面
[00:02:27.520 --> 00:02:28.840]  每一個人對我們說話
[00:02:28.840 --> 00:02:30.440]  開我們的耳,開我們的眼
[00:02:30.440 --> 00:02:31.280]  開我們的心
[00:02:31.280 --> 00:02:33.240]  讓我們明白神的心意
[00:02:33.240 --> 00:02:33.800]  多謝主
[00:02:33.800 --> 00:02:35.440]  與我們同在,繼續帶領我們
[00:02:35.440 --> 00:02:36.400]  聽我們的禱告
[00:02:36.400 --> 00:02:38.400]  是奉耶穌基督的名祈禱
[00:02:38.400 --> 00:02:39.600]  Amen
[00:02:39.600 --> 00:02:41.000]  請坐
[00:02:41.000 --> 00:02:42.000]  麻煩劍柄隊
[00:02:42.000 --> 00:02:50.960]  今天我們會用《馬克福音》第十三章
[00:02:50.960 --> 00:02:55.760]  一到三十七節和大家一起看看教導
[00:02:55.760 --> 00:02:57.560]  主必要來
[00:02:57.560 --> 00:03:00.240]  十三章是三十七節經文都很長
[00:03:00.240 --> 00:03:01.840]  今天我都會盡量和大家讀
[00:03:01.840 --> 00:03:03.600]  因爲我常常有個相信
[00:03:03.600 --> 00:03:04.800]  就是主的話語
[00:03:04.800 --> 00:03:05.760]  我們去讀的時候
[00:03:05.760 --> 00:03:07.680]  直接神的話就入我們心裏面
[00:03:07.680 --> 00:03:09.560]  對我們每一個人說話了
[00:03:09.560 --> 00:03:10.160]  我常常說
[00:03:10.160 --> 00:03:11.480]  如果我們要掌握一個篇章
[00:03:11.480 --> 00:03:13.880]  能夠較爲準確的理解
[00:03:13.880 --> 00:03:16.000]  我們一定要留意它的背景
[00:03:16.000 --> 00:03:17.920]  大概這章經文頭那四節
[00:03:17.920 --> 00:03:22.040]  就是這章經文的背景
[00:03:22.040 --> 00:03:22.880]  他在說什麼呢
[00:03:22.880 --> 00:03:25.840]  他在說耶穌預言聖殿被毀
[00:03:25.840 --> 00:03:27.080]  大概那時候第一節
[00:03:27.080 --> 00:03:29.120]  你見到耶穌在聖殿裏面出來
[00:03:29.120 --> 00:03:31.440]  有一個門徒就和耶穌說
[00:03:31.440 --> 00:03:32.160]  他說夫子
[00:03:32.160 --> 00:03:33.280]  就是老師的意思
[00:03:33.280 --> 00:03:34.040]  他說你看看
[00:03:34.040 --> 00:03:35.680]  這是何等的石頭
[00:03:35.680 --> 00:03:36.960]  何等的電雨
[00:03:36.960 --> 00:03:38.480]  這個門徒可能都是第一次
[00:03:38.480 --> 00:03:40.560]  跟耶穌在耶路撒冷那裏過節
[00:03:40.560 --> 00:03:41.720]  第一次見到聖殿
[00:03:41.720 --> 00:03:43.320]  他見到聖殿那種宏偉的時候
[00:03:43.320 --> 00:03:44.080]  他就驚歎
[00:03:44.080 --> 00:03:45.600]  所以就和耶穌說
[00:03:45.600 --> 00:03:47.880]  我不知道你有沒有去過今天的耶路撒冷
[00:03:47.880 --> 00:03:49.440]  如果你去過的時候
[00:03:49.440 --> 00:03:50.680]  他都會帶你去
[00:03:50.680 --> 00:03:52.600]  聖殿就已經不在那個位置了
[00:03:52.600 --> 00:03:53.240]  沒有了
[00:03:53.240 --> 00:03:55.120]  但是那些石頭仍然留下
[00:03:55.120 --> 00:03:56.120]  我一個很深的印象就是
[00:03:56.120 --> 00:03:58.960]  他其中一塊石頭有五十米那麼長
[00:03:58.960 --> 00:04:00.640]  我看回一些資料說
[00:04:00.640 --> 00:04:02.800]  那時候很多的石頭
[00:04:02.800 --> 00:04:04.400]  基建那部分
[00:04:04.400 --> 00:04:06.080]  那些十五米長
[00:04:06.080 --> 00:04:07.480]  三米高
[00:04:07.480 --> 00:04:10.680]  就是比一個人的高度還要高
[00:04:10.680 --> 00:04:12.360]  並且有五米深那麼長
[00:04:12.360 --> 00:04:13.320]  所以你可以想象
[00:04:13.320 --> 00:04:15.200]  一塊石頭都上斜是這樣的時候
[00:04:15.200 --> 00:04:16.880]  是多麼的宏偉的建築
[00:04:16.880 --> 00:04:19.280]  不過正正的石頭是那麼大的時候
[00:04:19.280 --> 00:04:21.160]  耶穌跟着和他們說什麼呢
[00:04:21.160 --> 00:04:23.520]  他就說你見到那麼大的電雨
[00:04:23.520 --> 00:04:25.320]  第二節耶穌跟着就說
[00:04:25.320 --> 00:04:26.920]  將來在這裏
[00:04:26.920 --> 00:04:31.000]  沒有一塊石頭留在石頭上不被拆毀
[00:04:31.000 --> 00:04:33.200]  原來耶穌說了一個景象
[00:04:33.200 --> 00:04:35.760]  就是整個聖殿將要被毀
[00:04:35.760 --> 00:04:37.720]  一塊石頭和一塊石頭原本連在一起
[00:04:37.720 --> 00:04:38.840]  完全撬開了
[00:04:38.840 --> 00:04:40.680]  散了的意思
[00:04:40.680 --> 00:04:41.840]  當門徒聽到這些的時候
[00:04:41.840 --> 00:04:43.800]  當然其實他有很大的疑問
[00:04:43.800 --> 00:04:46.200]  甚至他就想爲什麼會這樣呢
[00:04:46.200 --> 00:04:48.840]  所以我們繼續看下去經文第三節的時候
[00:04:48.840 --> 00:04:50.680]  當時他們就離開了聖殿
[00:04:50.680 --> 00:04:52.280]  正確來說應該是聖殿山
[00:04:52.280 --> 00:04:54.400]  就去到對面的橄欖山的地方
[00:04:54.400 --> 00:04:55.920]  如果你今天去到耶路撒冷
[00:04:55.920 --> 00:04:58.320]  都還會見到這些地方
[00:04:58.320 --> 00:05:00.000]  當時他們坐下了
[00:05:00.000 --> 00:05:01.440]  望向聖殿的時候
[00:05:01.440 --> 00:05:03.760]  幾個門徒就問耶穌一個問題
[00:05:03.760 --> 00:05:04.640]  靜靜的問
[00:05:04.640 --> 00:05:07.320]  因爲他們聽到這樣一個很震撼的說法
[00:05:07.320 --> 00:05:08.600]  他們就問耶穌什麼呢
[00:05:08.600 --> 00:05:10.240]  他就說請告訴我們
[00:05:10.240 --> 00:05:12.120]  什麼時候有這件事
[00:05:12.120 --> 00:05:14.160]  這一切將成就的時候
[00:05:14.160 --> 00:05:15.320]  有什麼預兆
[00:05:15.320 --> 00:05:16.280]  綠色的字你看到
[00:05:16.280 --> 00:05:18.080]  原來門徒在問兩個問題
[00:05:18.080 --> 00:05:18.680]  第一個問題
[00:05:18.680 --> 00:05:19.440]  Rain的問題
[00:05:19.440 --> 00:05:20.600]  什麼時候發生
[00:05:20.600 --> 00:05:21.720]  第二個問題就是
[00:05:21.720 --> 00:05:22.600]  徵兆的問題
[00:05:22.600 --> 00:05:24.800]  會見到什麼東西
[00:05:24.800 --> 00:05:27.640]  於是乎原來門徒十分關心
[00:05:27.640 --> 00:05:28.960]  他爲什麼那麼關心呢
[00:05:28.960 --> 00:05:29.720]  因爲很簡單
[00:05:29.720 --> 00:05:30.640]  我們都知道
[00:05:30.640 --> 00:05:32.160]  聖殿在猶太人心目中
[00:05:32.160 --> 00:05:34.200]  就是最重要的一個地方
[00:05:34.200 --> 00:05:36.960]  那裏去敬拜神是最同神
[00:05:36.960 --> 00:05:37.760]  最親近的
[00:05:37.760 --> 00:05:39.520]  並且那是一個標誌
[00:05:39.520 --> 00:05:41.880]  如果用我們鄉下話來說
[00:05:41.880 --> 00:05:45.240]  就是鄉下的祠堂是很重要的
[00:05:45.240 --> 00:05:46.040]  現在有人跟你說
[00:05:46.040 --> 00:05:48.000]  你鄉下的祠堂被人拆掉了
[00:05:48.000 --> 00:05:49.320]  我們可能年輕
[00:05:49.320 --> 00:05:50.280]  我們沒什麼感覺
[00:05:50.280 --> 00:05:51.760]  但如果我爸爸那一代
[00:05:51.760 --> 00:05:53.080]  你拆我的祠堂
[00:05:53.080 --> 00:05:54.800]  我比你狠
[00:05:54.800 --> 00:05:56.440]  同一個道理
[00:05:56.440 --> 00:05:58.440]  先給兩張照片大家看一下
[00:05:58.440 --> 00:06:02.640]  考考大家一點點聖經的常識
[00:06:02.640 --> 00:06:04.520]  這裏有兩個建築物
[00:06:04.520 --> 00:06:07.880]  請問在高一點圓頂的是耶穌時代的聖殿
[00:06:07.880 --> 00:06:12.520]  還是在這些四方形的是耶穌時代的聖殿
[00:06:12.520 --> 00:06:14.280]  就是下面那張照片
[00:06:14.280 --> 00:06:16.000]  就是這一邊
[00:06:16.000 --> 00:06:17.800]  我想問這兩個建築物
[00:06:17.800 --> 00:06:19.840]  哪個是真哪個是假的
[00:06:19.840 --> 00:06:24.000]  現在都存在的
[00:06:24.000 --> 00:06:25.680]  其實兩個都是真的
[00:06:25.680 --> 00:06:26.760]  爲什麼這麼說呢
[00:06:26.760 --> 00:06:28.960]  因爲你看到圓頂這個
[00:06:28.960 --> 00:06:32.520]  它不是今天在聖殿
[00:06:32.520 --> 00:06:34.040]  耶穌時代聖殿的原址
[00:06:34.040 --> 00:06:36.120]  或者有些人說隔一百米左右
[00:06:36.120 --> 00:06:38.040]  總之都是聖殿的範圍
[00:06:38.040 --> 00:06:41.520]  我們叫聖殿的建築羣範圍裏面的建築物
[00:06:41.520 --> 00:06:44.040]  不過今天耶穌時代的聖殿已經不在了
[00:06:44.040 --> 00:06:46.560]  它是一個我們叫做金頂的回教寺
[00:06:46.560 --> 00:06:47.560]  清真寺來的
[00:06:47.560 --> 00:06:51.040]  你看到其實都是一個很漂亮的建築物
[00:06:51.040 --> 00:06:53.920]  當然旁邊那個其實是耶穌時代的聖殿
[00:06:53.920 --> 00:06:55.200]  它都是真的
[00:06:55.200 --> 00:06:57.040]  不過是一個真正的模型
[00:06:57.040 --> 00:06:58.680]  OK 模型而已
[00:06:58.680 --> 00:07:00.280]  如果你今天有機會去耶路撒冷
[00:07:00.280 --> 00:07:03.800]  導遊或者領隊都會帶你去
[00:07:03.800 --> 00:07:06.200]  這個模型的所在地
[00:07:06.200 --> 00:07:09.920]  他會見到整個耶穌時代的耶路撒冷城是怎麼樣
[00:07:09.920 --> 00:07:12.160]  你會見到這一塊建築
[00:07:12.160 --> 00:07:14.320]  對於我們來說其實說
[00:07:14.320 --> 00:07:17.080]  其實一塊聖殿被拆毀就被拆毀
[00:07:17.080 --> 00:07:17.800]  不要緊
[00:07:17.800 --> 00:07:19.640]  特別去到新約的時代
[00:07:19.640 --> 00:07:23.320]  我們今天我們經常說我們教會是一個屬靈的羣體
[00:07:23.320 --> 00:07:26.160]  我們敬拜神是從心靈誠實去敬拜神
[00:07:26.160 --> 00:07:28.600]  於是就算建築物拆了也不要緊
[00:07:28.600 --> 00:07:30.000]  說得難聽一點
[00:07:30.000 --> 00:07:31.280]  假設而已
[00:07:31.280 --> 00:07:32.600]  同福堂倒了也不要緊
[00:07:32.600 --> 00:07:33.240]  爲什麼
[00:07:33.240 --> 00:07:34.520]  因爲真正的同福堂
[00:07:34.520 --> 00:07:36.640]  我們這羣同福的弟兄姐妹
[00:07:36.640 --> 00:07:37.280]  是不是
[00:07:37.280 --> 00:07:39.000]  我們甚至建築物沒了
[00:07:39.000 --> 00:07:40.960]  我們這羣人繼續去到家庭小組
[00:07:40.960 --> 00:07:43.240]  分散在不同地方去敬拜去傳福音
[00:07:43.240 --> 00:07:44.440]  其實都是教會
[00:07:44.440 --> 00:07:45.680]  沒問題的
[00:07:45.680 --> 00:07:49.160]  於是有什麼這麼重要呢
[00:07:49.160 --> 00:07:50.880]  所以給多一張照片大家看
[00:07:50.880 --> 00:07:54.080]  如果這張照片可能大家的感覺會深入一點
[00:07:54.080 --> 00:07:56.280]  這張真相來的
[00:07:56.280 --> 00:07:57.760]  18年前拍下來的
[00:07:57.760 --> 00:08:00.400]  都是說兩個建築物
[00:08:00.400 --> 00:08:04.160]  一塊石頭差不多不留在另一個石頭上
[00:08:04.160 --> 00:08:08.120]  大家知不知道那兩等建築物是什麼建築物
[00:08:08.120 --> 00:08:10.240]  你應該都知道911事件
[00:08:10.240 --> 00:08:11.920]  世貿
[00:08:11.920 --> 00:08:12.760]  所以我想告訴大家
[00:08:12.760 --> 00:08:13.360]  如果有一天
[00:08:13.360 --> 00:08:14.080]  同樣的
[00:08:14.080 --> 00:08:15.320]  你們想象一下
[00:08:15.320 --> 00:08:17.800]  你可能去到中環閒區祈禱
[00:08:17.800 --> 00:08:19.960]  突然間
[00:08:19.960 --> 00:08:22.000]  你當作耶穌在你旁邊跟你說
[00:08:22.000 --> 00:08:26.960]  你見到滙豐銀行大廈和中銀大廈
[00:08:26.960 --> 00:08:29.200]  一塊石頭不留在另一塊石頭上
[00:08:29.200 --> 00:08:34.080]  你的心靈可能會更加震撼
[00:08:34.080 --> 00:08:35.440]  事實上
[00:08:35.440 --> 00:08:36.960]  其實
[00:08:36.960 --> 00:08:39.040]  如果我們看馬福音這個描述
[00:08:39.040 --> 00:08:40.360]  在問兩個問題
[00:08:40.360 --> 00:08:42.120]  這些事是什麼時候發生的
[00:08:42.120 --> 00:08:45.800]  其實除了聖殿被拆毀這件事之外
[00:08:45.800 --> 00:08:47.880]  更加指的是什麼呢
[00:08:47.880 --> 00:08:49.480]  我們說一些平衡經文
[00:08:49.480 --> 00:08:52.240]  就在另一個科幻書《馬太福音》裏面
[00:08:52.240 --> 00:08:54.320]  你見到綠色的字是同樣的問題
[00:08:54.320 --> 00:08:55.360]  同樣的說話
[00:08:55.360 --> 00:08:56.960]  不過這個問題裏面
[00:08:56.960 --> 00:09:00.080]  你見到馬太的作者將它更加具體化
[00:09:00.080 --> 00:09:03.040]  原來不單止指聖殿被拆毀這件事
[00:09:03.040 --> 00:09:05.800]  更加指同時是另外一些事件
[00:09:05.800 --> 00:09:06.720]  是什麼呢
[00:09:06.720 --> 00:09:09.440]  不如下面那些經文粉紅色字減低了那句
[00:09:09.440 --> 00:09:10.400]  我們一起讀
[00:09:10.400 --> 00:09:12.040]  預備起
[00:09:12.040 --> 00:09:15.040]  你降臨和世界的末了
[00:09:15.040 --> 00:09:17.600]  原來聖經告訴我們
[00:09:17.600 --> 00:09:20.400]  耶穌會有第二次降臨這個世界
[00:09:20.400 --> 00:09:22.440]  並且第二次降臨這個世界
[00:09:22.440 --> 00:09:24.760]  正正就是世界終末的時間
[00:09:24.760 --> 00:09:25.880]  簡單來說
[00:09:25.880 --> 00:09:28.200]  我們簡單點說就是世界末的時間
[00:09:28.200 --> 00:09:31.800]  原來這件事件對猶太人當然很震撼
[00:09:31.800 --> 00:09:34.400]  但是我們後來馬太再寫的時候
[00:09:34.400 --> 00:09:35.480]  寫回耶穌這段話
[00:09:35.480 --> 00:09:37.160]  其實同時是指示
[00:09:37.160 --> 00:09:40.280]  耶穌第二次回來世界終末的時候
[00:09:40.280 --> 00:09:41.320]  究竟是什麼時候
[00:09:41.320 --> 00:09:43.440]  並且正在發生什麼事
[00:09:43.440 --> 00:09:44.880]  於是我想告訴你
[00:09:44.880 --> 00:09:49.120]  原來這件事和我們每一個人都有關係
[00:09:49.120 --> 00:09:50.520]  兄弟姐妹我不知道你有沒有想過
[00:09:50.520 --> 00:09:52.000]  今天我們可能很安恕
[00:09:52.000 --> 00:09:54.040]  或者我們仍然如常地生活
[00:09:54.040 --> 00:09:56.760]  但是如果你今天聽完所有信息的時候
[00:09:56.760 --> 00:09:58.040]  其實我告訴你
[00:09:58.040 --> 00:10:00.480]  耶穌回來的日子十分之近
[00:10:00.480 --> 00:10:01.680]  雖然我們不知道什麼時候
[00:10:01.680 --> 00:10:03.600]  但是我們如何準備呢
[00:10:03.600 --> 00:10:06.640]  所以《馬爾納法》主要在來
[00:10:06.640 --> 00:10:09.120]  今天第一個我們要學習的
[00:10:09.120 --> 00:10:10.120]  第一個重點是什麼呢
[00:10:10.120 --> 00:10:11.720]  我們一起讀第一個重點好嗎
[00:10:11.720 --> 00:10:13.520]  預備起
[00:10:13.520 --> 00:10:15.200]  我們要謹慎
[00:10:15.200 --> 00:10:18.320]  因爲假基督迷惑人
[00:10:18.320 --> 00:10:18.960]  經文說什麼呢
[00:10:18.960 --> 00:10:20.520]  我們剛纔讀到第四節
[00:10:20.520 --> 00:10:22.400]  如果我們讀第五節
[00:10:22.400 --> 00:10:23.080]  繼續讀下去
[00:10:23.080 --> 00:10:24.200]  其實他們整個段落
[00:10:24.200 --> 00:10:25.600]  去到二十三節
[00:10:25.600 --> 00:10:26.640]  我們就會
[00:10:26.640 --> 00:10:27.920]  我們叫這個段落裏面
[00:10:27.920 --> 00:10:30.240]  我們看到一些馬克方的結構
[00:10:30.240 --> 00:10:31.600]  今天時間不夠
[00:10:31.600 --> 00:10:32.680]  不講這些結構了
[00:10:32.680 --> 00:10:35.200]  我們就會看到原來很清楚
[00:10:35.200 --> 00:10:36.640]  他講了一個謹慎
[00:10:36.640 --> 00:10:37.200]  爲什麼這樣
[00:10:37.200 --> 00:10:38.800]  並且一些具體的內容
[00:10:38.800 --> 00:10:40.960]  我們讀一讀這幾節經文先好嗎
[00:10:40.960 --> 00:10:42.680]  我讀白色的字
[00:10:42.680 --> 00:10:43.320]  藍色的字
[00:10:43.320 --> 00:10:45.360]  請大家一同讀出
[00:10:45.360 --> 00:10:46.800]  耶穌說你們要謹慎
[00:10:46.800 --> 00:10:49.080]  免得有人迷惑你們
[00:10:49.080 --> 00:10:50.840]  將來有好些人
[00:10:50.840 --> 00:10:52.320]  冒我的名來
[00:10:52.320 --> 00:10:54.040]  說我是基督
[00:10:54.040 --> 00:10:56.720]  並且要迷惑許多人
[00:10:56.720 --> 00:10:58.440]  那時有人對你們說
[00:10:58.440 --> 00:11:00.080]  看啊基督在這裏
[00:11:00.080 --> 00:11:01.680]  或說基督在哪裏
[00:11:01.680 --> 00:11:03.760]  你們不要信
[00:11:03.760 --> 00:11:07.280]  因爲假基督、假先知將要起來
[00:11:07.280 --> 00:11:09.080]  顯神即其事
[00:11:09.080 --> 00:11:10.360]  倘若能行
[00:11:10.360 --> 00:11:12.520]  就把選民迷惑
[00:11:12.520 --> 00:11:13.520]  你們要謹慎
[00:11:13.520 --> 00:11:14.320]  看啊
[00:11:14.320 --> 00:11:17.880]  凡事我都預先告訴你們了
[00:11:17.880 --> 00:11:19.200]  這段經文很清楚是什麼呢
[00:11:19.200 --> 00:11:20.480]  耶穌在這裏說什麼
[00:11:20.480 --> 00:11:21.880]  我們說頭尾呼應
[00:11:21.880 --> 00:11:23.640]  在第五節和二十三節結束
[00:11:23.640 --> 00:11:25.920]  先後兩次就說你們要謹慎
[00:11:25.920 --> 00:11:27.400]  這兩次你們要謹慎
[00:11:27.400 --> 00:11:29.120]  中間就夾着一個字眼
[00:11:29.120 --> 00:11:30.680]  就是迷惑這個字
[00:11:30.680 --> 00:11:31.320]  迷惑是什麼
[00:11:31.320 --> 00:11:32.920]  有些東西欺騙我們
[00:11:32.920 --> 00:11:34.720]  這個迷惑字總共出現了三次
[00:11:34.720 --> 00:11:35.640]  他說爲什麼你要謹慎
[00:11:35.640 --> 00:11:36.520]  因爲小心
[00:11:36.520 --> 00:11:38.400]  免得有人迷惑你們
[00:11:38.400 --> 00:11:40.200]  或者免得你們被迷惑
[00:11:40.200 --> 00:11:42.680]  然後裏面說到這種迷惑是什麼
[00:11:42.680 --> 00:11:45.400]  第二個迷惑出現就說要迷惑許多人
[00:11:45.400 --> 00:11:47.720]  就是很多人都被他騙到
[00:11:47.720 --> 00:11:49.480]  你要知道被人騙的人
[00:11:49.480 --> 00:11:51.320]  永遠不知道自己被人騙
[00:11:51.320 --> 00:11:51.800]  是不是
[00:11:51.800 --> 00:11:54.120]  就是被人騙的時候
[00:11:54.120 --> 00:11:55.560]  還要第三個迷惑
[00:11:55.560 --> 00:11:57.160]  他說什麼被人騙呢
[00:11:57.160 --> 00:11:58.400]  什麼人被人騙呢
[00:11:58.400 --> 00:11:59.800]  他說選民
[00:11:59.800 --> 00:12:02.760]  在耶穌時代選民就是猶太人的意思
[00:12:02.760 --> 00:12:07.000]  或者很明顯就是跟隨耶穌的信徒
[00:12:07.000 --> 00:12:09.280]  如果套用今天教會的選民
[00:12:09.280 --> 00:12:10.840]  就是在說誰
[00:12:10.840 --> 00:12:11.920]  就是在說你和我
[00:12:11.920 --> 00:12:13.120]  在說弟兄姊妹
[00:12:13.120 --> 00:12:14.360]  你有沒有想過
[00:12:14.360 --> 00:12:16.200]  原來耶穌說我們要謹慎
[00:12:16.200 --> 00:12:19.080]  就是我們都很容易被人騙
[00:12:19.080 --> 00:12:20.600]  我不知道一提到迷惑的時候
[00:12:20.600 --> 00:12:22.120]  這個字你會想起
[00:12:22.120 --> 00:12:23.440]  在過去的日子裏面
[00:12:23.440 --> 00:12:24.320]  你會有些
[00:12:24.320 --> 00:12:26.800]  或者你會不會什麼事情發生被人騙呢
[00:12:26.800 --> 00:12:28.440]  有時特別過去半年
[00:12:28.440 --> 00:12:29.480]  我們所謂社會運動
[00:12:29.480 --> 00:12:30.840]  有時你看很多資訊
[00:12:30.840 --> 00:12:32.360]  你都不知道哪些是真哪些是假
[00:12:32.360 --> 00:12:32.840]  是不是
[00:12:32.840 --> 00:12:33.720]  分別不了
[00:12:33.720 --> 00:12:34.800]  你都不知道
[00:12:34.800 --> 00:12:37.120]  這些狀況
[00:12:37.120 --> 00:12:40.320]  究竟有些事情說得好像很對
[00:12:40.320 --> 00:12:42.160]  但是好像很不妥
[00:12:42.160 --> 00:12:44.720]  有時你都未必沒有被迷惑
[00:12:44.720 --> 00:12:46.200]  但起碼你都很迷惘
[00:12:46.200 --> 00:12:47.000]  不過
[00:12:47.000 --> 00:12:48.240]  經文說迷惑
[00:12:48.240 --> 00:12:50.200]  不是說剛纔我說的那些
[00:12:50.200 --> 00:12:50.680]  OK
[00:12:50.680 --> 00:12:52.640]  那些不是說不迷惑我們
[00:12:52.640 --> 00:12:54.360]  不過他特別是集中說什麼呢
[00:12:54.360 --> 00:12:57.280]  是一些信仰上面的狀況
[00:12:57.280 --> 00:12:58.760]  黃色的字你看到
[00:12:58.760 --> 00:13:01.400]  原來他說什麼呢
[00:13:01.400 --> 00:13:02.360]  到終末的時間
[00:13:02.360 --> 00:13:04.120]  有一些冒牌貨出現
[00:13:04.120 --> 00:13:04.880]  你見到黃色的字
[00:13:04.880 --> 00:13:07.320]  第一是說有人冒我的名而來
[00:13:07.320 --> 00:13:08.040]  冒我的名而來
[00:13:08.040 --> 00:13:08.440]  他說什麼
[00:13:08.440 --> 00:13:10.440]  他說我是基督
[00:13:10.440 --> 00:13:12.160]  其實這個翻譯是翻譯多了
[00:13:12.160 --> 00:13:12.760]  爲什麼這麼說呢
[00:13:12.760 --> 00:13:13.560]  因爲原文呢
[00:13:13.560 --> 00:13:14.320]  其實他說
[00:13:14.320 --> 00:13:15.400]  這些人說我是
[00:13:15.400 --> 00:13:15.840]  我是
[00:13:15.840 --> 00:13:16.480]  OK
