
[00:00:00.000 --> 00:00:04.000]  主,我們知道祢是那位豐盛的主
[00:06:33.000 --> 00:06:35.000]  是很有意思的
[00:06:35.000 --> 00:06:36.000]  但是我覺得
[00:06:36.000 --> 00:06:38.000]  就算我們信了耶穌
[00:06:38.000 --> 00:06:40.000]  你也要檢視一下
[00:06:40.000 --> 00:06:42.000]  當我問這個問題的時候
[00:06:42.000 --> 00:06:44.000]  如果你懷疑的話
[00:06:44.000 --> 00:06:49.000]  你便要進修一下
[00:06:49.000 --> 00:06:50.000]  如果說
[00:06:50.000 --> 00:06:54.000]  是的,我究竟行不行呢?
[00:06:54.000 --> 00:06:56.000]  路加福音第十章
[00:06:56.000 --> 00:06:58.000]  剛才Kelvin跟我們讀的經文
[00:06:58.000 --> 00:07:01.000]  今天我們看25-37節
[00:07:01.000 --> 00:07:03.000]  基本上
[00:07:03.000 --> 00:07:07.000]  在整個行文的脈絡來說
[00:07:07.000 --> 00:07:10.000]  整個分段應該去到第十二節
[00:07:10.000 --> 00:07:12.000]  應該是第四十二節
[00:07:12.000 --> 00:07:14.000]  即是25-42節
[00:07:14.000 --> 00:07:17.000]  即是去到第十章的最後
[00:07:17.000 --> 00:07:19.000]  38-42節的經文
[00:07:19.000 --> 00:07:23.000]  大家會不會覺得有點似曾相識呢?
[00:07:23.000 --> 00:07:25.000]  是的,是的
[00:07:25.000 --> 00:07:27.000]  上星期袁姑娘說的
[00:07:27.000 --> 00:07:29.000]  那段經文
[00:07:29.000 --> 00:07:31.000]  整個段落
[00:07:31.000 --> 00:07:35.000]  即是由今天我們讀的第25節
[00:07:35.000 --> 00:07:37.000]  開始讀到第42節
[00:07:37.000 --> 00:07:39.000]  是說永生的
[00:07:39.000 --> 00:07:43.000]  是說永生的
[00:07:43.000 --> 00:07:47.000]  記得上星期袁姑娘說了什麼嗎?
[00:07:47.000 --> 00:07:52.000]  我猜最記得是袁姑娘了
[00:07:52.000 --> 00:07:56.000]  你在意嗎?
[00:07:56.000 --> 00:07:58.000]  主題是你在意嗎?
[00:07:58.000 --> 00:08:00.000]  你在意什麼呢?
[00:08:00.000 --> 00:08:04.000]  我不知道你是否在意上帝的說話
[00:08:04.000 --> 00:08:07.000]  你有沒有留心上帝的說話
[00:08:07.000 --> 00:08:10.000]  你專不專注上帝的說話
[00:08:10.000 --> 00:08:12.000]  為什麼路加寫了耶穌
[00:08:12.000 --> 00:08:16.000]  有兩個比喻,一個是技術
[00:08:16.000 --> 00:08:18.000]  目的是什麼呢?
[00:08:18.000 --> 00:08:20.000]  擺在這裡有什麼意思呢?
[00:08:20.000 --> 00:08:24.000]  一個技術就是馬大和瑪利亞的技術
[00:08:24.000 --> 00:08:26.000]  上星期我們聽了
[00:08:26.000 --> 00:08:29.000]  一個比喻就是好撒瑪利亞的比喻
[00:08:29.000 --> 00:08:31.000]  為什麼擺在這裡呢?
[00:08:31.000 --> 00:08:32.000]  有什麼呢?
[00:08:32.000 --> 00:08:34.000]  我嘗試今天和大家分享一下
[00:08:34.000 --> 00:08:36.000]  這段經文一開始
[00:08:36.000 --> 00:08:38.000]  是耶穌和一些當時的宗教領袖
[00:08:38.000 --> 00:08:40.000]  律法師
[00:08:40.000 --> 00:08:42.000]  對話開始,主題是有關永生
[00:08:42.000 --> 00:08:44.000]  永生是什麼呢?
[00:08:44.000 --> 00:08:45.000]  剛才說三幅的時候
[00:08:45.000 --> 00:08:46.000]  第一個問題就是
[00:08:46.000 --> 00:08:48.000]  跟科林對象說要去想的
[00:08:48.000 --> 00:08:50.000]  就是這件事
[00:08:50.000 --> 00:08:52.000]  如果你離開這個世界
[00:08:52.000 --> 00:08:54.000]  你肯定自己可以上天堂嗎?
[00:08:56.000 --> 00:08:58.000]  你肯定自己可以上天堂嗎?
[00:08:58.000 --> 00:09:00.000]  通常答案有三個
[00:09:00.000 --> 00:09:02.000]  第一,肯定
[00:09:02.000 --> 00:09:04.000]  第二,不肯定
[00:09:04.000 --> 00:09:06.000]  第三,不知道
[00:09:06.000 --> 00:09:08.000]  通常都是這樣
[00:09:08.000 --> 00:09:10.000]  律法師是當時猶太人
[00:09:10.000 --> 00:09:14.000]  社會很具權威的一些人士
[00:09:14.000 --> 00:09:20.000]  他們負責擔起全息猶太律法的責任
[00:09:20.000 --> 00:09:22.000]  他們是解釋律法的
[00:09:22.000 --> 00:09:24.000]  當然是非常熟悉律法
[00:09:24.000 --> 00:09:26.000]  也是摩西律法的權威
[00:09:26.000 --> 00:09:28.000]  律法是什麼呢?
[00:09:28.000 --> 00:09:30.000]  就是聖經投我寫的卷書
[00:09:30.000 --> 00:09:36.000]  就是創世記、出埃及記、利美記、文素記、生命記
[00:09:36.000 --> 00:09:38.000]  當中記載
[00:09:38.000 --> 00:09:40.000]  十誡開始
[00:09:40.000 --> 00:09:46.000]  耶穌所說的律例的典章
[00:09:46.000 --> 00:09:50.000]  文一開始就是說律法師要試探耶穌
[00:09:50.000 --> 00:09:52.000]  這裡說試探的意思是什麼呢?
[00:09:52.000 --> 00:09:56.000]  試探最基本的意思就是要捉住耶穌的通腳
[00:09:56.000 --> 00:09:59.000]  因為耶穌說自己要來承傳律法
[00:09:59.000 --> 00:10:01.000]  祂說祂來是要承傳律法
[00:10:01.000 --> 00:10:03.000]  祂不是廢掉律法
[00:10:03.000 --> 00:10:06.000]  但是耶穌所詮釋的律法
[00:10:06.000 --> 00:10:09.000]  和當時律法師詮釋的律法是否一樣呢?
[00:10:09.000 --> 00:10:11.000]  不是一樣的
[00:10:11.000 --> 00:10:13.000]  不是一樣的,就是說律法這樣說
[00:10:13.000 --> 00:10:15.000]  但耶穌說應該是這樣的
[00:10:15.000 --> 00:10:19.000]  如果當時的律法師這麼有權威
[00:10:19.000 --> 00:10:22.000]  覺得有一個像耶穌這樣的人在說這樣的東西
[00:10:22.000 --> 00:10:24.000]  你會怎樣呢?他們會怎樣呢?
[00:10:24.000 --> 00:10:26.000]  他們當然會覺得
[00:10:26.000 --> 00:10:29.000]  你來拆我的招牌吧
[00:10:29.000 --> 00:10:30.000]  很不一樣
[00:10:30.000 --> 00:10:34.000]  所以律法師一向建立威信的權威
[00:10:34.000 --> 00:10:36.000]  被挑戰
[00:10:36.000 --> 00:10:39.000]  所以每每有機會的時候律法師都會把握
[00:10:39.000 --> 00:10:43.000]  機會和耶穌過招
[00:10:43.000 --> 00:10:47.000]  這裡說試探大概就是這個意思
[00:10:47.000 --> 00:10:49.000]  但更加重要的是
[00:10:49.000 --> 00:10:51.000]  路加福音用試探這個字
[00:10:51.000 --> 00:10:56.000]  和耶穌被魔鬼試探這個字的試探是同一個字
[00:10:56.000 --> 00:10:58.000]  希臘文同一個字
[00:10:58.000 --> 00:11:00.000]  我們中文都是這樣寫
[00:11:00.000 --> 00:11:01.000]  但希臘文是不同的
[00:11:01.000 --> 00:11:03.000]  一個字可以有很多不同的寫法
[00:11:03.000 --> 00:11:06.000]  但是這裡的試探
[00:11:06.000 --> 00:11:09.000]  和耶穌在曠野受魔鬼試探的字是一樣的
[00:11:09.000 --> 00:11:12.000]  不可試探主的上帝也
[00:11:12.000 --> 00:11:14.000]  當中的試探是一樣的
[00:11:14.000 --> 00:11:16.000]  路加福音這樣寫法是否要指明
[00:11:16.000 --> 00:11:19.000]  這個律法師已經成為魔鬼的工具
[00:11:19.000 --> 00:11:23.000]  即是說被利用去挑戰耶穌的權威
[00:11:23.000 --> 00:11:25.000]  我們看一看
[00:11:25.000 --> 00:11:28.000]  這個分段的經文
[00:11:28.000 --> 00:11:29.000]  你會知道當中
[00:11:29.000 --> 00:11:33.000]  有些很濃厚的舊約的味道
[00:11:33.000 --> 00:11:34.000]  為什麼這樣說呢
[00:11:34.000 --> 00:11:39.000]  不可試探主理的上帝是出自生命記的
[00:11:39.000 --> 00:11:41.000]  還有就是在舊約當中
[00:11:41.000 --> 00:11:44.000]  以色列在曠野就是不斷地試探上帝
[00:11:44.000 --> 00:11:46.000]  有什麼試探上帝呢
[00:11:46.000 --> 00:11:47.000]  以色列在曠野
[00:11:47.000 --> 00:11:49.000]  沒有東西吃的時候
[00:11:49.000 --> 00:11:51.000]  他就說試探上帝
[00:11:51.000 --> 00:11:52.000]  給他東西吃
[00:11:52.000 --> 00:11:53.000]  沒有水喝的就試探上帝
[00:11:53.000 --> 00:11:56.000]  讓他有水喝等等
[00:11:56.000 --> 00:12:01.000]  試探上帝代表你不接受上帝的工作
[00:12:01.000 --> 00:12:03.000]  上帝的同在
[00:12:03.000 --> 00:12:05.000]  你就要試探上帝
[00:12:05.000 --> 00:12:07.000]  律法師的問題是
[00:12:07.000 --> 00:12:12.000]  夫子我該做什麼可以承受永生呢
[00:12:12.000 --> 00:12:15.000]  承受是舊約一個很重要的概念
[00:12:15.000 --> 00:12:17.000]  承受永生的意思就是
[00:12:17.000 --> 00:12:18.000]  信入神的國
[00:12:18.000 --> 00:12:19.000]  也就是得救
[00:12:19.000 --> 00:12:22.000]  原來這個概念是來自舊約生命記
[00:12:22.000 --> 00:12:26.000]  生命記六章廿四節這樣說
[00:12:26.000 --> 00:12:28.000]  耶和華又吩咐我們
[00:12:28.000 --> 00:12:30.000]  遵行這一切律例
[00:12:30.000 --> 00:12:32.000]  要敬畏耶和華
[00:12:32.000 --> 00:12:33.000]  我們的神
[00:12:33.000 --> 00:12:36.000]  使我們常得好處
[00:12:36.000 --> 00:12:39.000]  蒙他保存我們的生命
[00:12:39.000 --> 00:12:44.000]  就像今天一樣
[00:12:44.000 --> 00:12:47.000]  耶穌怎麼回答呢
[00:12:47.000 --> 00:12:48.000]  同律法師
[00:12:48.000 --> 00:12:50.000]  他說律法寫的是什麼
[00:12:50.000 --> 00:12:53.000]  你念的是什麼呢
[00:12:53.000 --> 00:12:57.000]  律法書跟著就說
[00:12:57.000 --> 00:12:59.000]  也是來自生命記的
[00:12:59.000 --> 00:13:00.000]  第六章四至六節
[00:13:00.000 --> 00:13:01.000]  在猶太人當中
[00:13:01.000 --> 00:13:04.000]  這個叫Shema
[00:13:04.000 --> 00:13:06.000]  是希伯來文
[00:13:06.000 --> 00:13:11.000]  說猶太人從小到大要背
[00:13:11.000 --> 00:13:15.000]  一輩子都要記住
[00:13:15.000 --> 00:13:17.000]  這幾節經文
[00:13:17.000 --> 00:13:19.000]  以色列你要聽
[00:13:19.000 --> 00:13:20.000]  耶和華我們的神
[00:13:20.000 --> 00:13:21.000]  是獨一的主
[00:13:21.000 --> 00:13:24.000]  你要盡心盡性盡力愛
[00:13:24.000 --> 00:13:26.000]  耶和華你的神
[00:13:26.000 --> 00:13:27.000]  我今天所吩咐你的話
[00:13:27.000 --> 00:13:31.000]  都要記在心上
[00:13:31.000 --> 00:13:33.000]  律法師回答的問題
[00:13:33.000 --> 00:13:35.000]  是來自生命記這幾節經文的
[00:13:35.000 --> 00:13:37.000]  如果你仔細看
[00:13:37.000 --> 00:13:40.000]  大家沒看就聽我讀吧
[00:13:40.000 --> 00:13:41.000]  律法師的回答
[00:13:41.000 --> 00:13:43.000]  跟生命記裡的Shema
[00:13:43.000 --> 00:13:47.000]  有什麼不同呢
[00:13:47.000 --> 00:13:49.000]  我們一起讀27節
[00:13:49.000 --> 00:13:51.000]  路加坊27節
[00:13:51.000 --> 00:13:52.000]  他回答說
[00:13:52.000 --> 00:13:55.000]  你要盡心盡性盡力
[00:13:55.000 --> 00:13:58.000]  盡意愛主你的神
[00:13:58.000 --> 00:14:01.000]  又要愛鄰舍如同自己
[00:14:01.000 --> 00:14:03.000]  如果說律法師的回答
[00:14:03.000 --> 00:14:06.000]  是出自生命記第六章
[00:14:06.000 --> 00:14:08.000]  你看看經文27節
[00:14:08.000 --> 00:14:10.000]  跟原本的經文有什麼不同呢
[00:14:10.000 --> 00:14:11.000]  你仔細聽吧
[00:14:11.000 --> 00:14:14.000]  你沒翻到生命記裡
[00:14:14.000 --> 00:14:16.000]  律法師的回答是多了一些東西
[00:14:16.000 --> 00:14:17.000]  多了就是
[00:14:17.000 --> 00:14:21.000]  又要愛鄰舍如同自己
[00:14:21.000 --> 00:14:23.000]  即是猶太人的Shema
[00:14:23.000 --> 00:14:24.000]  即是猶太人到大要記的
[00:14:24.000 --> 00:14:26.000]  就是你要盡心盡意盡性
[00:14:26.000 --> 00:14:28.000]  愛主你的神
[00:14:28.000 --> 00:14:32.000]  又要愛上大人
[00:14:32.000 --> 00:14:34.000]  這個其實
[00:14:34.000 --> 00:14:35.000]  愛鄰舍如同自己
[00:14:35.000 --> 00:14:37.000]  又是出於舊約
[00:14:37.000 --> 00:14:39.000]  不過是在利美記
[00:14:39.000 --> 00:14:40.000]  利美記十九章十八章
[00:14:40.000 --> 00:14:41.000]  不可報仇
[00:14:41.000 --> 00:14:43.000]  也不可埋怨你本國的子民
[00:14:43.000 --> 00:14:45.000]  卻要愛人如己
[00:14:45.000 --> 00:14:46.000]  我是耶和華
[00:14:46.000 --> 00:14:49.000]  還有一節就是後面的34節
[00:14:49.000 --> 00:14:51.000]  和你們同居的外人
[00:14:51.000 --> 00:14:54.000]  你們要看他如本地人一樣
[00:14:54.000 --> 00:14:56.000]  並要愛他如己
[00:14:56.000 --> 00:15:00.000]  因為他們在埃及的地也曾居過
[00:15:00.000 --> 00:15:04.000]  我是耶和華你們的神
[00:15:04.000 --> 00:15:06.000]  沒錯在猶太人的社會
[00:15:06.000 --> 00:15:08.000]  猶太人的傳統愛鄰舍
[00:15:08.000 --> 00:15:10.000]  是一條很重要的誡命
[00:15:10.000 --> 00:15:12.000]  但對於當時猶太人來說
[00:15:12.000 --> 00:15:15.000]  鄰舍原來只是局限自己的群體
[00:15:15.000 --> 00:15:16.000]  即是同胞
[00:15:16.000 --> 00:15:18.000]  其他人就不需要
[00:15:18.000 --> 00:15:22.000]  未必是他的鄰舍
[00:15:22.000 --> 00:15:23.000]  耶穌的回答是
[00:15:23.000 --> 00:15:25.000]  你回答的事
[00:15:25.000 --> 00:15:26.000]  你這樣行
[00:15:26.000 --> 00:15:28.000]  就必得永生
[00:15:28.000 --> 00:15:30.000]  耶穌的回答是
[00:15:30.000 --> 00:15:32.000]  耶和華是出自利美記
[00:15:32.000 --> 00:15:38.000]  所以你要守我的律例
[00:15:38.000 --> 00:15:39.000]  典章利美記
[00:15:39.000 --> 00:15:42.000]  人若遵行就必因此活著
[00:15:42.000 --> 00:15:44.000]  我是耶和華
[00:15:44.000 --> 00:15:45.000]  遵行活著
[00:15:45.000 --> 00:15:47.000]  得生命得永生
[00:15:47.000 --> 00:15:49.000]  好了一口氣說了
[00:15:49.000 --> 00:15:51.000]  耶穌怎樣教導承受永生
[00:15:51.000 --> 00:15:53.000]  教導了要承受永生
[00:15:53.000 --> 00:15:56.000]  但是承受永生要怎樣
[00:15:56.000 --> 00:15:59.000]  耶穌的答案有兩點
[00:15:59.000 --> 00:16:02.000]  第一要愛上帝
[00:16:02.000 --> 00:16:03.000]  要愛主
[00:16:03.000 --> 00:16:08.000]  第二要愛鄰舍
[00:16:08.000 --> 00:16:10.000]  如果看第十章
[00:16:10.000 --> 00:16:11.000]  第十章開始
[00:16:11.000 --> 00:16:15.000]  耶穌差派門徒去短孫
[00:16:15.000 --> 00:16:16.000]  即是傳福音
[00:16:16.000 --> 00:16:18.000]  回來之後
[00:16:18.000 --> 00:16:20.000]  門徒很開心
[00:16:20.000 --> 00:16:21.000]  為什麼這麼開心
[00:16:21.000 --> 00:16:23.000]  你去完短孫
[00:16:23.000 --> 00:16:25.000]  如果你曾經參加過短孫
[00:16:25.000 --> 00:16:27.000]  你也會很開心
[00:16:27.000 --> 00:16:28.000]  因為在短孫
[00:16:28.000 --> 00:16:31.000]  你看見很多神的工作
[00:16:31.000 --> 00:16:33.000]  原來第十章也是一樣
[00:16:33.000 --> 00:16:35.000]  他差派七十個門徒出去
[00:16:35.000 --> 00:16:36.000]  回來之後
[00:16:36.000 --> 00:16:37.000]  門徒怎樣說
[00:16:37.000 --> 00:16:38.000]  很棒耶穌
[00:16:38.000 --> 00:16:40.000]  你的名字很有權柄
[00:16:40.000 --> 00:16:42.000]  魔鬼都服了你
[00:16:42.000 --> 00:16:43.000]  然後就說
[00:16:43.000 --> 00:16:46.000]  耶穌有些祈禱
[00:16:46.000 --> 00:16:48.000]  權柄交給他
[00:16:48.000 --> 00:16:51.000]  然後就說福音
[00:16:51.000 --> 00:16:52.000]  然後又說永生
[00:16:52.000 --> 00:16:54.000]  永生原來是有條件和質素的
[00:16:54.000 --> 00:16:55.000]  就是兩個
[00:16:55.000 --> 00:16:56.000]  愛主
[00:16:56.000 --> 00:16:57.000]  愛鄰舍
[00:16:57.000 --> 00:17:00.000]  永生是上帝給我們的禮物
[00:17:00.000 --> 00:17:02.000]  所以我們要就有
[00:17:02.000 --> 00:17:03.000]  雖然如此
[00:17:03.000 --> 00:17:07.000]  但上帝要我們不單止拿回來
[00:17:07.000 --> 00:17:10.000]  還要我們去做兩件事
[00:17:10.000 --> 00:17:11.000]  我剛才說過很多次
[00:17:11.000 --> 00:17:14.000]  就是愛主和愛鄰舍
[00:17:14.000 --> 00:17:19.000]  第十章用了一個比喻和一個技術
[00:17:19.000 --> 00:17:20.000]  上星期
[00:17:20.000 --> 00:17:22.000]  袁姑娘說了一個技術
[00:17:22.000 --> 00:17:25.000]  就是馬大和瑪利亞的技術
[00:17:25.000 --> 00:17:27.000]  我不知道大家聽完之後
[00:17:27.000 --> 00:17:30.000]  有什麼得著
[00:17:30.000 --> 00:17:32.000]  拿到什麼
[00:17:32.000 --> 00:17:36.000]  當中說馬大很忙
[00:17:36.000 --> 00:17:38.000]  很多事忙碌
[00:17:38.000 --> 00:17:40.000]  這些都是好的事
[00:17:40.000 --> 00:17:42.000]  馬大不是搞三搞四
[00:17:42.000 --> 00:17:45.000]  他不是無哩啦奸去搞其他事
[00:17:45.000 --> 00:17:49.000]  其實馬大的忙是很有理由的
[00:17:49.000 --> 00:17:50.000]  他為什麼忙
[00:17:50.000 --> 00:17:52.000]  他為了招呼耶穌
[00:17:52.000 --> 00:17:55.000]  很好
[00:17:55.000 --> 00:17:59.000]  但耶穌去形容馬大是什麼呢
[00:17:59.000 --> 00:18:06.000]  他說馬大是為多事思慮煩擾
[00:18:06.000 --> 00:18:10.000]  但瑪利亞卻專心聽耶穌的道
[00:18:10.000 --> 00:18:11.000]  這個技術我們要明白
[00:18:11.000 --> 00:18:12.000]  按照耶穌所說
[00:18:12.000 --> 00:18:14.000]  承受永生有兩件事
[00:18:14.000 --> 00:18:15.000]  愛主
[00:18:15.000 --> 00:18:17.000]  馬大和瑪利亞的技術
[00:18:17.000 --> 00:18:21.000]  要告訴我們要怎樣愛主
