
[00:00:00.000 --> 00:00:04.360]  多謝敬拜隊帶領我們剛才的詩歌
[00:02:19.880 --> 00:02:24.160]  你們留下誰的罪,誰的罪就留下了
[00:02:24.160 --> 00:02:25.880]  請繼續一起讀
[00:02:50.400 --> 00:02:53.200]  又用手探入他的肋旁
[00:02:53.200 --> 00:02:55.320]  我總不信
[00:02:55.320 --> 00:02:56.840]  過了八日
[00:02:56.840 --> 00:02:58.920]  門徒又在屋裡
[00:02:58.920 --> 00:03:02.000]  多瑪也和他們同在
[00:03:02.000 --> 00:03:03.680]  門都關了
[00:03:03.680 --> 00:03:06.280]  耶穌來站在當中說
[00:03:06.280 --> 00:03:08.360]  「願你們平安」
[00:03:08.360 --> 00:03:10.360]  就對多瑪說
[00:03:10.360 --> 00:03:12.120]  伸過你的指頭來
[00:03:12.120 --> 00:03:13.520]  摸我的手
[00:03:13.520 --> 00:03:15.360]  伸出你的手來
[00:03:15.360 --> 00:03:17.080]  探入我的肋旁
[00:03:17.080 --> 00:03:20.280]  不要疑惑,總要信
[00:03:20.280 --> 00:03:21.560]  多瑪說
[00:03:21.560 --> 00:03:24.480]  「我的主,我的神」
[00:03:24.480 --> 00:03:26.360]  耶穌對他說
[00:03:26.360 --> 00:03:29.480]  「你因看見了,我才信
[00:03:29.480 --> 00:03:33.600]  那沒有看見,就信的,有福了」
[00:03:33.600 --> 00:03:35.240]  耶穌在門徒前
[00:03:35.240 --> 00:03:38.040]  另外行了許多神蹟
[00:03:38.040 --> 00:03:40.920]  沒有記載在這詩上
[00:03:40.920 --> 00:03:42.360]  但記這些事
[00:03:42.360 --> 00:03:45.240]  也叫你們信耶穌是基督
[00:03:45.240 --> 00:03:47.200]  是神的兒子
[00:03:47.200 --> 00:03:49.400]  並且叫你們信了他
[00:03:49.400 --> 00:03:54.080]  就可以因他的命得生命
[00:03:54.080 --> 00:03:55.800]  讓我們在聽到之前
[00:03:55.800 --> 00:04:00.440]  也有一個簡短的禱告
[00:04:00.440 --> 00:04:01.800]  賜人生命
[00:04:01.800 --> 00:04:04.720]  又看顧我們生活的主
[00:04:04.720 --> 00:04:08.280]  在肺炎、疫情當中
[00:04:08.280 --> 00:04:10.240]  我們如今思想神
[00:04:10.240 --> 00:04:12.880]  耶穌基督你的復活
[00:04:12.880 --> 00:04:16.680]  求主幫助我們用心誓聽
[00:04:16.680 --> 00:04:19.520]  好從你的話直接得幫助
[00:04:19.520 --> 00:04:22.280]  得鼓勵、得提醒
[00:04:22.280 --> 00:04:23.760]  我們這樣的禱告
[00:04:23.760 --> 00:04:26.400]  是奉耶穌基督的名求
[00:04:26.400 --> 00:04:27.280]  阿們
[00:04:27.280 --> 00:04:32.040]  多瑪
[00:04:32.040 --> 00:04:33.600]  剛才我們所讀的經文
[00:04:33.600 --> 00:04:39.040]  是圍繞著一位使徒
[00:04:39.040 --> 00:04:41.720]  在英文的維基網站裡
[00:04:41.720 --> 00:04:44.720]  這樣去說到多瑪
[00:04:44.720 --> 00:04:45.640]  他說多瑪
[00:04:45.640 --> 00:04:49.440]  普遍是以多疑的多瑪來說
[00:04:49.440 --> 00:04:52.560]  因為他曾經質疑耶穌的復活
[00:04:52.560 --> 00:04:54.960]  按照教會的說法
[00:04:54.960 --> 00:04:59.000]  多瑪後來去到印度傳揚福音
[00:04:59.000 --> 00:05:02.040]  甚至最後在那裡殉道
[00:05:02.040 --> 00:05:06.040]  傳說他是被一個矛刺死的
[00:05:06.040 --> 00:05:08.440]  在古代教會裡用了一支矛
[00:05:08.440 --> 00:05:12.920]  和一并木匠曲尺做標誌
[00:05:12.920 --> 00:05:18.800]  來象徵多瑪的忠心和犧牲
[00:05:18.800 --> 00:05:22.720]  其實多瑪如見主
[00:05:22.720 --> 00:05:25.280]  不是單單祂一個人
[00:05:25.280 --> 00:05:27.120]  在新約裡
[00:05:27.120 --> 00:05:28.520]  這裡記載到
[00:05:28.520 --> 00:05:34.520]  原來耶穌基督在祂受苦三天後復活
[00:05:34.520 --> 00:05:35.960]  在祂第一天
[00:05:35.960 --> 00:05:38.480]  即是說當日復活的第一天
[00:05:38.480 --> 00:05:41.760]  在清晨五更和晚更
[00:05:41.760 --> 00:05:45.320]  祂都分別向莫大拉的瑪利亞
[00:05:45.320 --> 00:05:47.760]  以馬五師路上的門徒
[00:05:47.760 --> 00:05:50.640]  甚至是那十個門徒
[00:05:50.640 --> 00:05:53.520]  只不過是沒有了多瑪
[00:05:53.520 --> 00:05:57.000]  直至到在一個星期之後
[00:05:57.000 --> 00:05:59.080]  同一間樓房裡
[00:05:59.080 --> 00:06:03.440]  耶穌向十個門徒顯現之外
[00:06:03.440 --> 00:06:10.840]  亦都向當時今天我們所看到的多瑪顯現
[00:06:10.840 --> 00:06:14.640]  耶穌基督的顯現
[00:06:14.640 --> 00:06:19.000]  這次可以說是特別向多瑪
[00:06:19.000 --> 00:06:21.600]  我們可以從三方面來思想
[00:06:21.600 --> 00:06:26.200]  今天這個復活節裡面的信息
[00:06:26.200 --> 00:06:31.320]  就是一個生命改變的故事
[00:06:31.320 --> 00:06:33.360]  多瑪是怎樣改變的呢?
[00:06:33.360 --> 00:06:36.320]  我們先知道多瑪是一個怎樣的人
[00:06:36.320 --> 00:06:40.040]  多瑪你是誰?
[00:06:40.040 --> 00:06:42.840]  曾經有一個這樣的講論
[00:06:42.840 --> 00:06:45.440]  當你認識神
[00:06:45.440 --> 00:06:50.160]  你就會更加認識清楚自己的本相
[00:06:50.160 --> 00:06:52.320]  所以反過頭來說
[00:06:52.320 --> 00:06:56.600]  當你能夠認識自己的本相
[00:06:56.600 --> 00:06:59.920]  你就更加能夠認識神
[00:06:59.920 --> 00:07:03.200]  多瑪出現在聖經裡面
[00:07:03.200 --> 00:07:06.240]  三個很重要的時刻
[00:07:06.240 --> 00:07:07.840]  第一個
[00:07:07.840 --> 00:07:12.720]  就是當稱為主耶穌的朋友拉撒路
[00:07:12.720 --> 00:07:16.880]  他在病危差不多要死的時候
[00:07:16.880 --> 00:07:19.320]  消息傳去耶穌那裡
[00:07:19.320 --> 00:07:23.400]  耶穌於是就趕去約旦河外
[00:07:23.400 --> 00:07:26.640]  猶太的一個地方關心
[00:07:26.640 --> 00:07:31.240]  只不過拉撒路已經死了
[00:07:31.240 --> 00:07:36.200]  耶穌公然在眾人面前令拉撒路復活
[00:07:36.200 --> 00:07:39.000]  是多瑪看到的
[00:07:39.000 --> 00:07:42.520]  當時去之前
[00:07:42.520 --> 00:07:47.880]  眾門徒想勸耶穌基督不要去
[00:07:47.880 --> 00:07:53.040]  因為有很多猶太人想置耶穌於死地
[00:07:53.040 --> 00:07:55.840]  唯獨多瑪很清楚
[00:07:55.840 --> 00:08:00.920]  很冷靜地跟門徒說了一句話
[00:08:00.920 --> 00:08:03.360]  我們可以跟祂去
[00:08:03.360 --> 00:08:06.240]  甚至乎赴湯蹈火
[00:08:06.240 --> 00:08:09.600]  死也不計
[00:08:09.600 --> 00:08:12.480]  多瑪讓我們看到第一個圖畫
[00:08:12.480 --> 00:08:15.160]  是一個很真誠愛戴
[00:08:15.160 --> 00:08:20.000]  和能夠跟耶穌基督共患難的人
[00:08:20.000 --> 00:08:22.800]  多瑪你是誰?
[00:08:22.800 --> 00:08:25.840]  在第二幕裡面我們會看到
[00:08:25.840 --> 00:08:31.120]  當耶穌基督和祂的門徒過與節晚餐
[00:08:31.120 --> 00:08:36.320]  也就是我們今天在基督教裡面所說的主餐
[00:08:36.320 --> 00:08:40.480]  耶穌在一晚特別向門徒說
[00:08:40.480 --> 00:08:44.960]  告訴他們我將要受苦受難
[00:08:44.960 --> 00:08:47.160]  但耶穌安慰他們的心
[00:08:47.160 --> 00:08:49.040]  你們不要憂愁
[00:08:49.040 --> 00:08:52.800]  正如剛才我們聽的經文都有說過
[00:08:52.800 --> 00:08:57.560]  「我去為你們預備地方,一定會回來接你們去」
[00:08:57.560 --> 00:09:01.880]  當時耶穌說「我去的地方你們知道的」
[00:09:01.880 --> 00:09:05.680]  「那裡你們都知道」
[00:09:05.680 --> 00:09:11.360]  當時多瑪代表這麼多師兄弟門徒說
[00:09:11.360 --> 00:09:15.440]  「耶穌,我們不知道你往哪裡去」
[00:09:15.440 --> 00:09:18.760]  「怎會知道那條路呢?」
[00:09:18.760 --> 00:09:22.840]  中國人有句說話說「知之為知之」
[00:09:22.840 --> 00:09:26.320]  「不知為不知,是知也」
[00:09:26.320 --> 00:09:27.640]  意思是說
[00:09:27.640 --> 00:09:31.440]  一個人如果他能夠知道自己所不知道的東西
[00:09:31.440 --> 00:09:35.040]  他是一個能夠擁有真知灼見的人
[00:09:35.040 --> 00:09:37.960]  多瑪實在就是一個這樣的人
[00:09:37.960 --> 00:09:42.040]  所以多瑪雖然他是一個懷疑
[00:09:42.040 --> 00:09:43.200]  或者他不知道
[00:09:43.200 --> 00:09:48.920]  他就表達了他真正求道尋道的心
[00:09:48.920 --> 00:09:52.640]  今天在認識耶穌基督的事上
[00:09:52.640 --> 00:09:57.680]  多瑪比很多不斷疑信耶穌的人
[00:09:57.680 --> 00:10:01.000]  更加認真去尋道
[00:10:01.000 --> 00:10:04.160]  沒錯,多瑪他不知道耶穌去哪裡
[00:10:04.160 --> 00:10:06.080]  他聽不明白
[00:10:06.080 --> 00:10:09.280]  所以對於耶穌基督所說的復活
[00:10:09.280 --> 00:10:13.880]  他大概更加未必明白
[00:10:13.880 --> 00:10:21.000]  第三,是說到耶穌基督在他復活那一天
[00:10:21.000 --> 00:10:22.320]  當日的晚上
[00:10:22.320 --> 00:10:27.560]  耶穌基督去到門徒所在的樓房裡
[00:10:27.560 --> 00:10:31.920]  聖經告訴我們當時多瑪不在場
[00:10:31.920 --> 00:10:34.440]  有很多不同的解經的人
[00:10:34.440 --> 00:10:37.160]  或者解釋聖經的人告訴我們
[00:10:37.160 --> 00:10:38.840]  多瑪極有可能
[00:10:38.840 --> 00:10:41.080]  是因為心情低落
[00:10:41.080 --> 00:10:45.160]  所以他一個人丟棄了一邊自己的靜
[00:10:45.160 --> 00:10:47.080]  所以他不在場
[00:10:47.080 --> 00:10:48.600]  但正因為這樣
[00:10:48.600 --> 00:10:53.280]  門徒那十位可以見到耶穌基督
[00:10:53.280 --> 00:10:57.760]  通過耶穌基督所彰顯的手
[00:10:57.760 --> 00:11:00.120]  和肋旁的傷痕
[00:11:00.120 --> 00:11:02.120]  聖經告訴我們
[00:11:02.120 --> 00:11:07.160]  門徒變得喜樂
[00:11:07.160 --> 00:11:10.240]  多瑪後來被通知
[00:11:10.240 --> 00:11:13.000]  門徒對多瑪說
[00:11:13.000 --> 00:11:16.400]  「你不在的時候,我們見到主」
[00:11:16.400 --> 00:11:21.520]  多瑪在《讓福音》第20章25節說
[00:11:21.520 --> 00:11:24.680]  「我非看見祂的手的釘痕
[00:11:24.680 --> 00:11:27.520]  用指頭探入祂的釘痕
[00:11:27.520 --> 00:11:32.360]  我總不會信」
[00:11:32.360 --> 00:11:37.160]  我們留意到當時門徒對他說
[00:11:37.160 --> 00:11:40.240]  其實原本的文字是表達了
[00:11:40.240 --> 00:11:43.280]  一直不斷一卷嘴
[00:11:43.280 --> 00:11:45.880]  和他不斷解釋
[00:11:45.880 --> 00:11:47.960]  不斷說耶穌基督
[00:11:47.960 --> 00:11:50.120]  我們已經看見祂
[00:11:50.120 --> 00:11:53.720]  只不過多瑪反過來說
[00:11:53.720 --> 00:11:55.280]  說甚麼呢?
[00:11:55.280 --> 00:11:59.720]  如果我們把它翻譯為現代比較貼切的說話
[00:11:59.720 --> 00:12:05.160]  如果我不能親眼看見主釘穿的手
[00:12:05.160 --> 00:12:07.320]  和觸摸祂
[00:12:07.320 --> 00:12:12.840]  甚至我要用我的手探入祂被刺穿的肋旁
[00:12:12.840 --> 00:12:14.360]  如果做不到
[00:12:14.360 --> 00:12:19.320]  我絕對不會信主復活
[00:12:19.320 --> 00:12:21.840]  這就是多瑪
[00:12:21.840 --> 00:12:26.120]  多瑪確實欠缺了一些東西
[00:12:26.120 --> 00:12:30.680]  就是他不能親眼看見主復活
[00:12:30.680 --> 00:12:32.320]  又或者換了一句說話
[00:12:32.320 --> 00:12:36.520]  他沒有經歷到主的復活
[00:12:36.520 --> 00:12:39.240]  今天
[00:12:39.240 --> 00:12:42.400]  我們每一個信了耶穌的人
[00:12:42.400 --> 00:12:46.640]  我們未必用肉眼看見耶穌
[00:12:46.640 --> 00:12:47.840]  但聖經說
[00:12:47.840 --> 00:12:51.440]  我們的心裏能夠感應到和感受到
[00:12:51.440 --> 00:12:53.240]  耶穌這一份愛
[00:12:53.240 --> 00:12:54.720]  這一份釘死
[00:12:54.720 --> 00:12:57.480]  這一份對我的愛
[00:12:57.480 --> 00:13:00.160]  這就是耶穌後來說
[00:13:00.160 --> 00:13:02.720]  在這段經文我們讀到的
[00:13:02.720 --> 00:13:05.800]  祂說:今日你見到才信
[00:13:05.800 --> 00:13:06.960]  但當有一日
[00:13:06.960 --> 00:13:08.560]  你能夠不見
[00:13:08.560 --> 00:13:11.640]  但你的心領神會
[00:13:11.640 --> 00:13:17.320]  你的信就很可貴
[00:13:17.320 --> 00:13:19.800]  我們見到在這個復活的事件
[00:13:19.800 --> 00:13:21.440]  和多瑪的相遇
[00:13:21.440 --> 00:13:24.720]  耶穌顯現
[00:13:24.720 --> 00:13:26.680]  聖經說:過了八日
[00:13:26.680 --> 00:13:28.920]  門徒又在屋內
[00:13:28.920 --> 00:13:31.920]  多瑪也和他們同在
[00:13:31.920 --> 00:13:34.840]  門都關了
[00:13:34.840 --> 00:13:38.520]  其實門徒雖然已經見過耶穌
[00:13:38.520 --> 00:13:43.000]  但他們仍然受制於整個的環境
[00:13:43.000 --> 00:13:44.560]  是不安的
[00:13:44.560 --> 00:13:46.440]  是恐懼的
[00:13:46.440 --> 00:13:49.760]  就正如今天我們在這個疫情當中
[00:13:49.760 --> 00:13:52.640]  我們缺乏的平安
[00:13:52.640 --> 00:13:57.920]  耶穌基督在我們剛才所讀的經文裏面
[00:13:57.920 --> 00:14:00.680]  無論是這個第十九節
[00:14:00.680 --> 00:14:02.280]  二十一節
[00:14:02.280 --> 00:14:03.600]  以至到今天這一節
[00:14:03.600 --> 00:14:06.880]  二十六節的下半節
[00:14:06.880 --> 00:14:08.960]  耶穌都站在當中
[00:14:08.960 --> 00:14:13.520]  說了一句很合乎的說話
[00:14:13.520 --> 00:14:16.240]  願祢平安
[00:14:16.240 --> 00:14:18.160]  記得在耶穌基督
[00:14:18.160 --> 00:14:21.000]  受苦受難之前
[00:14:21.000 --> 00:14:27.640]  祂也曾經一次向門徒說了一句這樣的說話
[00:14:27.640 --> 00:14:31.240]  祂說:我將要受苦
[00:14:31.240 --> 00:14:33.760]  但在約翰第十四章二十七節
[00:14:33.760 --> 00:14:35.800]  主餐的時候
[00:14:35.800 --> 00:14:40.840]  耶穌說:我留下平安給你們
[00:14:40.840 --> 00:14:43.640]  我將我的平安賜給你
[00:14:43.640 --> 00:14:49.880]  我所賜的平安不像世人所賜
[00:14:49.880 --> 00:14:52.040]  沒錯
[00:14:52.040 --> 00:14:57.400]  耶穌每一次面向我們每一個門徒
[00:14:57.400 --> 00:14:59.720]  包括當日這十個
[00:14:59.720 --> 00:15:03.280]  甚至第十一個多瑪
[00:15:03.280 --> 00:15:05.640]  祂都要告訴他們
[00:15:05.640 --> 00:15:11.400]  你得到的平安是世界給不到的
[00:15:11.400 --> 00:15:13.320]  但是因為這樣
[00:15:13.320 --> 00:15:18.400]  耶穌基督不單止向門徒說出平安
[00:15:18.400 --> 00:15:20.760]  聖經告訴我們第二十七節
[00:15:20.760 --> 00:15:24.320]  祂就直接對著多瑪說
[00:15:24.320 --> 00:15:26.440]  伸過你的指頭來
[00:15:26.440 --> 00:15:28.240]  摸我的手
[00:15:28.240 --> 00:15:29.800]  伸出你的手
[00:15:29.800 --> 00:15:33.480]  探入我的肋骨
[00:15:33.480 --> 00:15:36.160]  請記住
[00:15:36.160 --> 00:15:40.520]  在之前多瑪和一班師兄弟
[00:15:40.520 --> 00:15:44.840]  其他的門徒說出了一番心事
[00:15:44.840 --> 00:15:47.720]  就是說如果我不能夠伸手
[00:15:47.720 --> 00:15:49.480]  我的手指探入去
[00:15:49.480 --> 00:15:51.280]  摸入去
[00:15:51.280 --> 00:15:53.680]  我總不信
[00:15:53.680 --> 00:15:57.680]  當時聖經沒有說到耶穌基督在場
[00:15:57.680 --> 00:16:01.360]  原來我們的主是無所不知
[00:16:01.360 --> 00:16:03.960]  無所不在
[00:16:03.960 --> 00:16:06.360]  祂要告訴我們
[00:16:06.360 --> 00:16:09.400]  祂回應了多瑪
[00:16:09.400 --> 00:16:12.480]  面對一個懷疑主義者
[00:16:12.480 --> 00:16:14.440]  面對一個不知
[00:16:14.440 --> 00:16:17.080]  但是他承認他不知道
[00:16:17.080 --> 00:16:19.040]  但是他願意尋求的
[00:16:19.040 --> 00:16:22.960]  神一定會向他顯現
[00:16:22.960 --> 00:16:25.600]  今日神向多瑪顯現
[00:16:25.600 --> 00:16:27.880]  就正一正告訴我們
[00:16:27.880 --> 00:16:31.120]  若然我們有一個尋求神的心
[00:16:31.120 --> 00:16:35.400]  神一定會向我們顯現
[00:16:35.400 --> 00:16:41.560]  多瑪經歷了復活的主
[00:16:41.560 --> 00:16:45.120]  接著耶穌基督說了一句說話
[00:16:45.120 --> 00:16:48.840]  「不要疑惑,總要信」
[00:16:48.840 --> 00:16:51.040]  其實如果要直譯這句說話
[00:16:51.040 --> 00:16:52.120]  簡單來說就是
[00:16:52.120 --> 00:16:58.120]  不要將自己陷落一個不信的境地
[00:16:58.120 --> 00:17:01.280]  總要憑信心
[00:17:01.280 --> 00:17:05.920]  我們叫做信心的跳躍
[00:17:05.920 --> 00:17:10.040]  說真的,今天在很多我們生活的事情上
[00:17:10.040 --> 00:17:13.840]  就以我們現在疫症的橫浪
[00:17:13.840 --> 00:17:15.800]  每一天早上
[00:17:15.800 --> 00:17:18.480]  我都會打算和太太
[00:17:18.480 --> 00:17:20.280]  去茶餐廳
[00:17:20.280 --> 00:17:21.960]  你不害怕嗎?
[00:17:21.960 --> 00:17:23.520]  誰不害怕?
[00:17:23.520 --> 00:17:25.240]  不過我和太太有一個心意
[00:17:25.240 --> 00:17:28.360]  就是我們很想支持一些餐廳
[00:17:28.360 --> 00:17:30.880]  讓它繼續營運得好
[00:17:30.880 --> 00:17:33.200]  所以我們戴了口罩
[00:17:33.200 --> 00:17:35.240]  整好這個搓手液
[00:17:35.240 --> 00:17:37.240]  下去坐
[00:17:37.240 --> 00:17:39.080]  但我想問大家
[00:17:39.080 --> 00:17:40.440]  有沒有人可以告訴你
[00:17:40.440 --> 00:17:42.440]  那個餐廳是沒有細菌的?
[00:17:42.440 --> 00:17:44.200]  不會的
[00:17:44.200 --> 00:17:45.600]  你每一次走進去
[00:17:45.600 --> 00:17:48.720]  你就是憑信心坐在那裡
[00:17:48.720 --> 00:17:51.400]  即使現在看到餐廳都弄了些圍板
[00:17:51.400 --> 00:17:53.720]  但你不知道一個人
[00:17:53.720 --> 00:17:56.560]  他會不會有細菌帶著進來
[00:17:56.560 --> 00:17:59.400]  又或者餐廳不夠乾淨
[00:17:59.400 --> 00:18:00.920]  全憑一個字
[00:18:00.920 --> 00:18:03.120]  信德國
[00:18:03.120 --> 00:18:04.040]  我可以告訴你
[00:18:04.040 --> 00:18:06.560]  這個就是信心的跳躍
[00:18:06.560 --> 00:18:08.240]  在未知的裡面
[00:18:08.240 --> 00:18:13.040]  正如古代有一位教父奧古斯丁所說
[00:18:13.040 --> 00:18:15.760]  信心的手
[00:18:15.760 --> 00:18:19.800]  就能夠好像將你人生裡很多的迷夢
[00:18:19.800 --> 00:18:20.680]  迷糊的東西
[00:18:20.680 --> 00:18:23.800]  用信心的手推開它
[00:18:23.800 --> 00:18:26.720]  你就會見青天
[00:18:26.720 --> 00:18:29.720]  面對今天疫情的橫流
[00:18:29.720 --> 00:18:31.040]  我們知道
[00:18:31.040 --> 00:18:33.520]  我們可以因為這些危機
[00:18:33.520 --> 00:18:35.840]  更加思想到生命
[00:18:35.840 --> 00:18:38.440]  思想到賜生命的主
[00:18:38.440 --> 00:18:40.720]  不再陷入不信
[00:18:40.720 --> 00:18:43.520]  不要在一些糾纏在不信的裡面
[00:18:43.520 --> 00:18:45.120]  而忘記了
[00:18:45.120 --> 00:18:48.520]  耶穌基督已經在拉薩路復活的時候
[00:18:48.520 --> 00:18:50.440]  給多瑪看到
[00:18:50.440 --> 00:18:52.240]  耶穌基督已經預言
[00:18:52.240 --> 00:18:53.640]  祂將要受苦
[00:18:53.640 --> 00:18:55.040]  三日後復活
[00:18:55.040 --> 00:18:56.920]  多瑪其實聽到
[00:18:56.920 --> 00:19:02.320]  只不過多瑪陷入一個迷糊的裡面
[00:19:02.320 --> 00:19:07.640]  他放棄了進入信的當中
[00:19:07.640 --> 00:19:08.440]  很感恩
[00:19:08.440 --> 00:19:12.120]  我認識我們當中教會一位的支弟
[00:19:12.120 --> 00:19:16.520]  我有機會跟他做了初信的栽培
[00:19:16.520 --> 00:19:17.720]  在栽培他裡面
[00:19:17.720 --> 00:19:21.520]  我聽到他生命改變的見證
[00:19:21.520 --> 00:19:24.040]  他的見證是這樣的
[00:19:24.040 --> 00:19:27.720]  他說在2012年我患癌症
[00:19:27.720 --> 00:19:31.320]  確實是已經有一位主診我病的醫生
[00:19:31.320 --> 00:19:34.240]  基督徒醫生向我傳揚福音
[00:19:34.240 --> 00:19:37.840]  鼓勵我信靠復活的主
[00:19:37.840 --> 00:19:39.840]  只不過我以至少
[00:19:39.840 --> 00:19:43.320]  媽媽已經將我上契黃大仙
[00:19:43.320 --> 00:19:45.240]  有她幫就可以了
[00:19:45.240 --> 00:19:47.640]  所以我完全聽不入耳
[00:19:47.640 --> 00:19:49.720]  也沒有信
[00:19:49.720 --> 00:19:50.840]  很幸運
[00:19:50.840 --> 00:19:53.120]  在兩年的醫治之後
[00:19:53.120 --> 00:19:55.040]  我康復了
[00:19:55.040 --> 00:19:59.720]  後來我的女朋友開始回教會
[00:19:59.720 --> 00:20:04.640]  我先是送她去到教會門口
[00:20:04.640 --> 00:20:06.480]  一步都不進
[00:20:06.480 --> 00:20:09.640]  不過後來在她鼓勵之下
[00:20:09.640 --> 00:20:13.840]  我終於嘗試開始回教會
[00:20:13.840 --> 00:20:16.320]  回團契、回小組
[00:20:16.320 --> 00:20:21.320]  甚至有一次在教會舉辦的報道會當中
[00:20:21.320 --> 00:20:22.920]  有呼召臨到
[00:20:22.920 --> 00:20:26.320]  我很想決志信耶穌
[00:20:26.320 --> 00:20:28.240]  不過立時之間
[00:20:28.240 --> 00:20:32.520]  我想到媽媽曾經提醒我不可以信主
[00:20:32.520 --> 00:20:35.520]  由於這種媽媽的愛的叮嚀
[00:20:35.520 --> 00:20:39.320]  我最終沒有決志
[00:20:39.320 --> 00:20:42.320]  就在這個時候晴天霹靂
[00:20:42.320 --> 00:20:45.920]  2019年5月的時候
[00:20:45.920 --> 00:20:48.120]  我得了一種罕有的病
[00:20:48.120 --> 00:20:50.520]  叫做阿巴氏症
[00:20:50.520 --> 00:20:53.120]  是我自身的免疫系統
[00:20:53.120 --> 00:20:56.520]  損害了我整個的神經系統
[00:20:56.520 --> 00:21:00.720]  令到我出現了急性的肌肉癱瘓
[00:21:00.720 --> 00:21:06.320]  不單止手腳失去所有的活動能力
[00:21:06.320 --> 00:21:09.720]  醫生還很嚴肅的跟我說
[00:21:09.720 --> 00:21:13.520]  他說因為你的呼吸器官的肌肉
[00:21:13.520 --> 00:21:17.120]  隨時會臨滯
[00:21:17.120 --> 00:21:22.120]  所以你可以立刻停止呼吸
[00:21:22.120 --> 00:21:26.520]  就在這種病痛無助的裡面
[00:21:26.520 --> 00:21:29.120]  我聽回一首在團契裡面
[00:21:29.120 --> 00:21:32.120]  在小組裡面聽到的詩歌
[00:21:32.120 --> 00:21:34.520]  其中有兩句說話
[00:21:34.520 --> 00:21:37.920]  「障礙雖避不過
[00:21:37.920 --> 00:21:43.720]  但我有主同在能衝破」
[00:21:43.720 --> 00:21:49.320]  想到這裡我的眼淚不期然地流
[00:21:49.320 --> 00:21:53.320]  我好知道生命消逝於一家
[00:21:53.320 --> 00:21:57.920]  就在一個入院的下午
[00:21:57.920 --> 00:22:01.320]  在半夢半醒之間
[00:22:01.320 --> 00:22:04.320]  我竟然見到耶穌基督
[00:22:04.320 --> 00:22:07.320]  穿著潔白的衣裳
[00:22:07.320 --> 00:22:10.120]  坐在一塊大石上
[00:22:10.120 --> 00:22:14.720]  而我的頭伏在祂的大腿上
[00:22:14.720 --> 00:22:20.120]  是一家耶穌基督親手撫摸我的頭
[00:22:20.120 --> 00:22:22.920]  我當時感覺到自己很渺小
[00:22:22.920 --> 00:22:24.720]  很卑微
[00:22:24.720 --> 00:22:27.320]  耶穌竟然親自撫摸我
[00:22:27.320 --> 00:22:29.720]  我多麼不配
[00:22:29.720 --> 00:22:34.720]  就在一家淚如泉湧
[00:22:34.720 --> 00:22:38.320]  我的眼淚停不下來
[00:22:38.320 --> 00:22:41.720]  我感受到耶穌基督感動我
[00:22:41.720 --> 00:22:47.520]  告訴我祂與我同在
[00:22:47.520 --> 00:22:50.120]  我不需要驚懼
[00:22:50.120 --> 00:22:52.320]  就在這間間
[00:22:52.320 --> 00:22:55.720]  我真實感受到耶穌的愛
[00:22:55.720 --> 00:22:59.920]  我就放下一切心靈的包袱
[00:22:59.920 --> 00:23:04.120]  決志信耶穌
