
[00:00:00.000 --> 00:00:04.640]  今天我跟各位來看一段的禱告
[00:03:52.680 --> 00:03:55.240]  屬於一個友大之派的
[00:03:55.240 --> 00:03:57.720]  在如果你看歷代劇上的時候
[00:03:57.720 --> 00:03:58.920]  你就會知道
[00:03:58.920 --> 00:04:03.160]  所以亞比斯跟他的弟兄有兩個
[00:04:03.160 --> 00:04:06.920]  他在開始的時候講的兩個特別的地方
[00:04:06.920 --> 00:04:13.880]  第一個是他是一個痛苦的人
[00:04:13.880 --> 00:04:17.520]  他的名字就是痛苦的意思
[00:04:17.520 --> 00:04:22.080]  所以今天我大概就是把這個
[00:04:22.080 --> 00:04:24.960]  歷代帶出來
[00:04:24.960 --> 00:04:29.120]  你看這個歷代有什麼特別嗎
[00:04:29.120 --> 00:04:31.920]  有一隻黑色的羊
[00:04:31.920 --> 00:04:35.520]  我就把它叫做亞比斯
[00:04:35.520 --> 00:04:37.800]  這有點像就是羊群當中
[00:04:37.800 --> 00:04:39.640]  所有羊是白色的
[00:04:39.640 --> 00:04:41.720]  亞比斯是黑色的羊
[00:04:41.720 --> 00:04:43.400]  就是亞比斯
[00:04:43.400 --> 00:04:45.040]  他就是比較特別
[00:04:45.040 --> 00:04:47.320]  如果是一群羊的話
[00:04:47.320 --> 00:04:49.520]  這個breathship在英文當中
[00:04:49.520 --> 00:04:50.520]  有些他的意思
[00:04:50.520 --> 00:04:52.760]  就是他這是比較特別的
[00:04:52.760 --> 00:04:55.560]  如果他是我說在亞比斯當中
[00:04:55.560 --> 00:04:57.120]  他可能就是跟別人不同
[00:04:57.120 --> 00:04:58.840]  如果用這段經文
[00:04:58.840 --> 00:05:00.640]  他是可能是痛苦
[00:05:00.640 --> 00:05:02.080]  他是一個比較很特別
[00:05:02.080 --> 00:05:04.720]  也是一個很痛苦的人生
[00:05:04.720 --> 00:05:06.240]  但除了痛苦以外
[00:05:06.240 --> 00:05:07.600]  這段經文還告訴我們說
[00:05:07.600 --> 00:05:10.240]  亞比斯是一個怎麼樣的人
[00:05:10.240 --> 00:05:12.120]  黑色不一定是不好
[00:05:12.120 --> 00:05:12.800]  在當中
[00:05:12.800 --> 00:05:14.000]  他說他是一個怎樣
[00:05:14.000 --> 00:05:18.600]  比眾弟兄更專櫃的
[00:05:18.600 --> 00:05:21.000]  所以我猜我們大部分
[00:05:21.000 --> 00:05:24.560]  很多弟兄你們都喜歡黑色的
[00:05:24.560 --> 00:05:26.000]  黑色可能對你來說
[00:05:26.000 --> 00:05:29.160]  也是一個很專櫃的顏色
[00:05:29.160 --> 00:05:32.240]  就是你穿起來你覺得也不太一樣
[00:05:32.240 --> 00:05:34.680]  所以如果亞比斯是黑色的羊
[00:05:34.680 --> 00:05:37.280]  他有可能是代表很痛苦
[00:05:37.280 --> 00:05:39.200]  但他另外一個代表有可能是
[00:05:39.200 --> 00:05:41.440]  他也是一個很專櫃的人
[00:05:41.440 --> 00:05:42.520]  他很特別的
[00:05:42.520 --> 00:05:44.200]  也是就是很專櫃的
[00:05:44.200 --> 00:05:46.600]  這是亞比斯他一個很特別的地方
[00:05:46.600 --> 00:05:48.200]  我們從他的生命當中
[00:05:48.200 --> 00:05:51.680]  就可以更多的認識他的痛苦
[00:05:51.680 --> 00:05:55.040]  也認識他的專櫃
[00:05:55.040 --> 00:05:57.680]  今天我跟各位這個經文的重點
[00:05:57.680 --> 00:06:01.120]  是有這幾個
[00:06:01.120 --> 00:06:03.200]  這個大概是前年不好意思
[00:06:03.200 --> 00:06:05.080]  禍福與共的祈禱
[00:06:05.080 --> 00:06:08.320]  就是說我希望我們不要把這個禱告
[00:06:08.320 --> 00:06:10.880]  變成一個垂直避凶
[00:06:10.880 --> 00:06:11.960]  大家都明白
[00:06:11.960 --> 00:06:13.640]  尤其是在我們中國人過
[00:06:13.640 --> 00:06:15.040]  中國人的新年的時候
[00:06:15.040 --> 00:06:16.560]  我們大部分
[00:06:16.560 --> 00:06:17.600]  也不是大部分
[00:06:17.600 --> 00:06:19.600]  有不少人他都在香港
[00:06:19.600 --> 00:06:22.280]  就跑去拜拜那些偶像
[00:06:22.280 --> 00:06:25.960]  大概他們就希望期望新的一年是怎麼樣
[00:06:25.960 --> 00:06:27.800]  只有好的事情要來
[00:06:27.800 --> 00:06:31.520]  然後不好的事情通通不要來
[00:06:31.520 --> 00:06:35.640]  大概就是那種垂直避凶的那種祈求
[00:06:35.640 --> 00:06:38.800]  這個禱告在亞比斯的禱告當中
[00:06:38.800 --> 00:06:45.160]  有些讓我們覺得也是有像這個樣子
[00:06:45.160 --> 00:06:47.880]  就求神你把福給我
[00:06:47.880 --> 00:06:52.800]  然後禍那個痛那個苦都不要
[00:06:52.800 --> 00:06:56.760]  這大概就是有點像這樣子的禱告
[00:06:56.760 --> 00:06:58.480]  然後我不希望這是一個
[00:06:58.480 --> 00:07:00.760]  讓我們覺得這就是一個垂直避凶
[00:07:00.760 --> 00:07:04.720]  像中國人過新年的那樣子的拜拜
[00:07:04.720 --> 00:07:08.280]  他也不是一種屬靈的方程式
[00:07:08.280 --> 00:07:09.840]  不是一個formula
[00:07:09.840 --> 00:07:13.120]  不是一個這樣子你按照這個禱告
[00:07:13.120 --> 00:07:14.440]  你去上神禱告
[00:07:14.440 --> 00:07:16.520]  你就可以怎麼樣
[00:07:16.520 --> 00:07:18.560]  一帆風順
[00:07:18.560 --> 00:07:23.120]  萬事勝意
[00:07:23.120 --> 00:07:25.280]  財源廣進
[00:07:25.280 --> 00:07:26.760]  什麼好的事情都有
[00:07:26.760 --> 00:07:29.360]  就是不會沒有不好的事情
[00:07:29.360 --> 00:07:33.840]  所以這個不是我們屬靈的方程式
[00:07:33.840 --> 00:07:35.240]  不是一個formula
[00:07:35.240 --> 00:07:37.640]  你就覺得我用這個
[00:07:37.640 --> 00:07:40.240]  有些人就說你用這個就可以求福了
[00:07:40.240 --> 00:07:42.400]  你就什麼事情都很順利的
[00:07:42.400 --> 00:07:45.200]  不是屬靈的方程式
[00:07:45.200 --> 00:07:47.840]  所以這個其實有點跟在基督教裡面
[00:07:47.840 --> 00:07:49.720]  我們曾經有講過一段時間
[00:07:49.720 --> 00:07:53.000]  有些叫做成功神學
[00:07:53.000 --> 00:07:55.840]  就是說你作為一個基督徒
[00:07:55.840 --> 00:07:59.560]  你就是一定可以相信耶穌以後
[00:07:59.560 --> 00:08:02.880]  你就一定成功的
[00:08:02.880 --> 00:08:05.160]  你因為信了耶穌
[00:08:05.160 --> 00:08:09.000]  你就神會保佑你
[00:08:09.000 --> 00:08:12.200]  就像我們很傳統的一些觀念
[00:08:12.200 --> 00:08:15.560]  那這位耶穌就會保佑你
[00:08:15.560 --> 00:08:19.280]  我相信這個不是我們的信仰
[00:08:19.280 --> 00:08:21.240]  不就是說我信了耶穌以後
[00:08:21.240 --> 00:08:23.480]  我就不會失敗
[00:08:23.480 --> 00:08:26.360]  不會有不好的事情臨到我身上
[00:08:26.360 --> 00:08:28.480]  我就萬事亨通
[00:08:28.480 --> 00:08:29.680]  不會是這樣子
[00:08:29.680 --> 00:08:31.680]  如果信耶穌就是這樣子的
[00:08:31.680 --> 00:08:34.200]  所謂一個成功的人生的話
[00:08:34.200 --> 00:08:35.880]  是這樣子那麼簡單的話
[00:08:35.880 --> 00:08:38.560]  那很多人就會傷心
[00:08:38.560 --> 00:08:40.880]  你就不用很辛苦去傳福音
[00:08:40.880 --> 00:08:43.320]  你不用辦什麼我們的廣東話班
[00:08:43.320 --> 00:08:46.040]  辦什麼旅行
[00:08:46.040 --> 00:08:47.640]  要請人來
[00:08:47.640 --> 00:08:50.040]  你告訴他信耶穌都成功了
[00:08:50.040 --> 00:08:52.320]  你就可以了
[00:08:52.320 --> 00:08:53.480]  我們不是這樣子
[00:08:53.480 --> 00:08:57.160]  不要把它變成一個吹吉避凶的祈禱
[00:08:57.160 --> 00:09:00.200]  也不是一個屬靈的方程式的祈禱
[00:09:00.200 --> 00:09:04.400]  也不是一個所謂的成功神學
[00:09:04.400 --> 00:09:08.160]  之前我們是有講過一段時間的傳道書
[00:09:08.160 --> 00:09:10.040]  傳道書是一個很重要的信息
[00:09:10.040 --> 00:09:14.160]  就是說跟我們教會接兩三年的一個主題
[00:09:14.160 --> 00:09:16.400]  就是說我們要敬畏上主
[00:09:16.400 --> 00:09:19.520]  所以敬畏神就是我們在信仰當中
[00:09:19.520 --> 00:09:21.280]  也是聖經裡面告訴我們的
[00:09:21.280 --> 00:09:22.600]  我們要敬畏神
[00:09:22.600 --> 00:09:24.120]  在敬畏神當中
[00:09:24.120 --> 00:09:28.560]  是我們要給弟兄姐妹一個呼吸的時候
[00:09:28.560 --> 00:09:30.320]  就是說是神的掌管
[00:09:30.320 --> 00:09:32.200]  在神的創造裡面
[00:09:32.200 --> 00:09:33.640]  神會預備
[00:09:33.640 --> 00:09:35.800]  然後我們有講過在傳道書裡面
[00:09:35.800 --> 00:09:37.840]  說是神的賜予
[00:09:37.840 --> 00:09:40.040]  神賜給我們很多的事情
[00:09:40.040 --> 00:09:44.320]  然後這個賜予的當中是禍福病權
[00:09:44.320 --> 00:09:46.080]  是兩樣都會有的
[00:09:46.080 --> 00:09:49.080]  不要以為神一定給你成功
[00:09:49.080 --> 00:09:51.760]  給你所有的好的事情
[00:09:51.760 --> 00:09:54.080]  這個可以是神給的
[00:09:54.080 --> 00:09:56.360]  但有時候我們有不好的事情
[00:09:56.360 --> 00:09:57.960]  淋到我們的身上
[00:09:57.960 --> 00:10:00.080]  我們遇到失敗
[00:10:00.080 --> 00:10:03.320]  我們甚至說有些是我們的禍患
[00:10:03.320 --> 00:10:04.720]  有苦難
[00:10:04.720 --> 00:10:05.880]  有不好的事情
[00:10:05.880 --> 00:10:08.840]  也會有可能是從神
[00:10:08.840 --> 00:10:12.400]  給我們的一些的磨練訓練
[00:10:12.400 --> 00:10:14.320]  所以這個是我們很小心
[00:10:14.320 --> 00:10:15.920]  所以我跟各位再看一下
[00:10:15.920 --> 00:10:17.640]  那個傳道書第三章
[00:10:17.640 --> 00:10:20.080]  這個是我前一天跟各位講到
[00:10:20.080 --> 00:10:22.880]  這個是神教世人勞苦
[00:10:22.880 --> 00:10:25.120]  使他們在其中受精煉
[00:10:25.120 --> 00:10:26.600]  神造萬物
[00:10:26.600 --> 00:10:28.640]  個案其實成為美好
[00:10:28.640 --> 00:10:32.000]  又將永生安置在世人心裡
[00:10:32.000 --> 00:10:33.760]  然而神從喜至終的作為
[00:10:33.760 --> 00:10:35.040]  人不能參透
[00:10:35.040 --> 00:10:36.280]  這裡就是告訴我們
[00:10:36.280 --> 00:10:38.760]  在神教世人勞苦
[00:10:38.760 --> 00:10:42.160]  或許神安置永生在世人的心裡
[00:10:42.160 --> 00:10:45.440]  就是都是說是神賜給我們的
[00:10:45.440 --> 00:10:48.440]  勞苦是代表一些虛空
[00:10:48.440 --> 00:10:53.120]  代表我們的一些不好的那些事情
[00:10:53.120 --> 00:10:54.440]  所以這裡告訴我們說
[00:10:54.440 --> 00:10:56.280]  在我們的人生當中
[00:10:56.280 --> 00:10:59.600]  在這個虛空的人生裡面
[00:10:59.600 --> 00:11:01.720]  神會把福給我們
[00:11:01.720 --> 00:11:03.640]  也把禍賜給我們
[00:11:03.640 --> 00:11:06.160]  當然有時候人的禍患
[00:11:06.160 --> 00:11:07.760]  人的苦難
[00:11:07.760 --> 00:11:09.040]  人的不好事情
[00:11:09.040 --> 00:11:10.400]  有時候是神賜的
[00:11:10.400 --> 00:11:12.600]  有時候是因為人的罪
[00:11:12.600 --> 00:11:13.920]  其實聖經也有講到
[00:11:13.920 --> 00:11:15.560]  不是單一的
[00:11:15.560 --> 00:11:16.760]  不是只有說
[00:11:16.760 --> 00:11:18.080]  我就聽
[00:11:18.080 --> 00:11:20.640]  如果你聽我說是神賜與禍福定權
[00:11:20.640 --> 00:11:22.280]  就是說以為是有不好的事情
[00:11:22.280 --> 00:11:23.440]  其實是因為神賜給我們
[00:11:23.440 --> 00:11:24.400]  也不一定
[00:11:24.400 --> 00:11:26.400]  有時候禍患出現的時候
[00:11:26.400 --> 00:11:27.880]  是因為人的罪
[00:11:27.880 --> 00:11:30.960]  可能是大自然的天災
[00:11:30.960 --> 00:11:32.440]  有時候是人禍
[00:11:32.440 --> 00:11:34.480]  有時候我們不知道的原因
[00:11:34.480 --> 00:11:37.120]  有時候是因為神有祂的設計
[00:11:37.120 --> 00:11:38.520]  神要賜給我們
[00:11:38.520 --> 00:11:40.160]  成為我們的魔念
[00:11:40.160 --> 00:11:41.600]  我們的一個訓練
[00:11:41.600 --> 00:11:43.080]  所以在神創造裡面
[00:11:43.080 --> 00:11:45.160]  我們要知道
[00:11:45.160 --> 00:11:49.960]  所以這就是神把有享樂的時候
[00:11:49.960 --> 00:11:51.840]  有好的日子給我們
[00:11:51.840 --> 00:11:52.960]  有亨通的日子
[00:11:52.960 --> 00:11:54.520]  有患難的日子
[00:11:54.520 --> 00:11:57.720]  神賜這樣子兩個都放在一起
[00:11:57.720 --> 00:12:00.040]  但我們有時候不能夠參透
[00:12:00.040 --> 00:12:02.160]  也不一定能夠明白
[00:12:02.160 --> 00:12:04.760]  這就是我們要接受
[00:12:04.760 --> 00:12:06.360]  也是我們要學習的
[00:12:06.360 --> 00:12:11.160]  所以這就是在今天的禱告裡面
[00:12:11.160 --> 00:12:14.560]  不一定是只求福不求禍
[00:12:14.560 --> 00:12:18.320]  是禍福定權的一個禱告
[00:12:18.320 --> 00:12:20.880]  我們也曾經有從岳伯
[00:12:20.880 --> 00:12:23.000]  跟以塞亞先知講到
[00:12:23.000 --> 00:12:25.640]  神會給我們有福
[00:12:25.640 --> 00:12:29.080]  但神也會有時候讓我們經歷到禍患
[00:12:29.080 --> 00:12:31.080]  這個是神所賜予的
[00:12:31.080 --> 00:12:32.340]  在創造裡面
[00:12:32.340 --> 00:12:33.720]  在神的設計當中
[00:12:33.720 --> 00:12:36.000]  是禍福定權的人生
[00:12:36.000 --> 00:12:39.800]  也是一個我們禍福與共的信仰
[00:12:39.800 --> 00:12:44.080]  所以神會在當中來掌管
[00:12:44.080 --> 00:12:48.520]  神有祂最美好的心意
[00:12:48.520 --> 00:12:51.000]  我們回到這一段今天要讀的經文
[00:12:51.000 --> 00:12:53.720]  歷代至上的第四章九到十節
[00:12:53.720 --> 00:12:56.760]  我交代一下那個背景是怎麼樣的
[00:12:56.760 --> 00:13:00.600]  歷代至上是在舊約神經裡面的卷書
[00:13:00.600 --> 00:13:02.160]  他的特別是什麼
[00:13:02.160 --> 00:13:04.720]  他是講到在猶太人
[00:13:04.720 --> 00:13:07.080]  以色列人他們被抓
[00:13:07.080 --> 00:13:10.600]  被擄去外國的時候
[00:13:10.600 --> 00:13:12.120]  他們的那些以色列人
[00:13:12.120 --> 00:13:15.320]  他們恐怕他們的子孫
[00:13:15.320 --> 00:13:19.400]  以後不在他們自己的國家
[00:13:19.400 --> 00:13:21.720]  在被擄到外國去的時候
[00:13:21.720 --> 00:13:25.000]  他們忘了他們自己的祖宗是怎麼樣的
[00:13:25.000 --> 00:13:26.680]  所以他在當中
[00:13:26.680 --> 00:13:34.640]  歷代至上的作者他又記下以色列人的家譜
[00:13:34.640 --> 00:13:37.680]  我不知道在你現代你的家庭當中
[00:13:37.680 --> 00:13:43.000]  還有沒有一些你家裡面的家譜
[00:13:43.000 --> 00:13:46.600]  我猜可能大部分的家庭都沒有了
[00:13:46.600 --> 00:13:47.880]  在我那代以前
[00:13:47.880 --> 00:13:50.880]  我在我的故鄉
[00:13:50.880 --> 00:13:52.960]  我在大陸的鄉下裡面
[00:13:52.960 --> 00:13:54.680]  還是有我的家譜
[00:13:54.680 --> 00:13:57.600]  所以我家譜裡面我那一輩的人
[00:13:57.600 --> 00:13:59.680]  我們都叫什麼
[00:13:59.680 --> 00:14:01.080]  什麼才的
[00:14:01.080 --> 00:14:02.360]  我叫明才
[00:14:02.360 --> 00:14:04.200]  我哥叫什麼
[00:14:04.200 --> 00:14:06.040]  德才
[00:14:06.040 --> 00:14:08.720]  所以我的長輩都記得他的名字
[00:14:08.720 --> 00:14:09.760]  德才德才
[00:14:09.760 --> 00:14:11.760]  但另外有一個堂兄弟更好
[00:14:11.760 --> 00:14:13.400]  你叫他叫什麼
[00:14:13.400 --> 00:14:15.040]  發財
[00:14:15.040 --> 00:14:16.920]  這是發財
[00:14:16.920 --> 00:14:21.000]  所以我們的名字就是跟家譜的時候
[00:14:21.000 --> 00:14:22.160]  就是這樣子
[00:14:22.160 --> 00:14:25.520]  所以歷代至是因為當時
[00:14:25.520 --> 00:14:28.080]  他們恐怕擔心他們以後的子孫
[00:14:28.080 --> 00:14:30.720]  他們忘了他們是怎麼樣來的
[00:14:30.720 --> 00:14:33.760]  所以他們就寫歷代至上的
[00:14:33.760 --> 00:14:37.400]  從第一章到第九章寫下他們的家譜
[00:14:37.400 --> 00:14:40.480]  所以這是以色列人家譜的名單
[00:14:40.480 --> 00:14:42.960]  但他寫的也是很特別的
[00:14:42.960 --> 00:14:45.280]  如果你有時間回去再看的話
[00:14:45.280 --> 00:14:47.080]  他第一章是開始的時候
[00:14:47.080 --> 00:14:49.960]  不是就記錄以色列人的家譜
[00:14:49.960 --> 00:14:54.080]  他先記下一些外邦人的一些名字
[00:14:54.080 --> 00:14:55.720]  不是神的選民
[00:14:55.720 --> 00:14:58.320]  所以我們回去慢慢再研究
[00:14:58.320 --> 00:15:01.560]  我們只是想看以色列人的家譜
[00:15:01.560 --> 00:15:02.800]  從第二章開始的時候
[00:15:02.800 --> 00:15:06.800]  他才開始記下以色列人的家譜
[00:15:06.800 --> 00:15:10.120]  你知道以色列人他們從雅各開始
[00:15:10.120 --> 00:15:12.960]  他們總共有幾個支派
[00:15:12.960 --> 00:15:14.000]  有12個支派
[00:15:14.000 --> 00:15:16.560]  因為我們大部分都算雅各
[00:15:16.560 --> 00:15:18.360]  他也生了12個兒子
[00:15:18.360 --> 00:15:19.840]  他有12個支派
[00:15:19.840 --> 00:15:22.240]  當中有一些演變我們不講
[00:15:22.240 --> 00:15:25.960]  所以他們是會從支派有12個支派
[00:15:25.960 --> 00:15:29.400]  就像你家裡面有12個兄弟
[00:15:29.400 --> 00:15:31.080]  那就是那12個兄弟
[00:15:31.080 --> 00:15:34.680]  他們就不同的分支出來
[00:15:34.680 --> 00:15:37.480]  通常家譜一開始
[00:15:37.480 --> 00:15:38.600]  如果你有的話
[00:15:38.600 --> 00:15:39.800]  你大概你就知道
[00:15:39.800 --> 00:15:46.120]  家譜一開始記第一個名字應該是記誰
[00:15:46.120 --> 00:15:48.280]  第一個生的兒子
[00:15:48.280 --> 00:15:51.880]  我們叫長子帝勳
[00:15:51.880 --> 00:15:56.160]  就是我們會家譜是先記第一個就是長子
[00:15:56.160 --> 00:15:58.280]  第一個我們有誰是長子
[00:15:58.280 --> 00:16:01.760]  我們也不少
[00:16:01.760 --> 00:16:02.680]  我是排第二的
[00:16:02.680 --> 00:16:05.040]  所以我哥是德才
[00:16:05.040 --> 00:16:07.400]  他是比我先排名
[00:16:07.400 --> 00:16:10.280]  但你會發現在歷代劇上
[00:16:10.280 --> 00:16:12.480]  他從第二章開始的時候
[00:16:12.480 --> 00:16:17.080]  他所記的支派是猶大的支派
[00:16:17.080 --> 00:16:18.760]  他是猶大的支派
[00:16:18.760 --> 00:16:21.960]  猶大是不是雅各的長子
[00:16:21.960 --> 00:16:24.480]  不是猶大不是雅各的長子
[00:16:24.480 --> 00:16:27.360]  雅各的長子叫什麼名字
[00:16:27.360 --> 00:16:29.360]  劉變
[00:16:29.360 --> 00:16:32.160]  劉變是猶大的長子
[00:16:32.160 --> 00:16:35.600]  但後來你發現
[00:16:35.600 --> 00:16:38.480]  你知道劉變大概他雖然是長子
[00:16:38.480 --> 00:16:44.400]  但他其實也沒有符合長子那種身份
[00:16:44.400 --> 00:16:45.800]  所以他很奇怪
[00:16:45.800 --> 00:16:48.040]  他沒有記載劉變
[00:16:48.040 --> 00:16:50.840]  然後如果他不記劉變
[00:16:50.840 --> 00:16:52.920]  他大概也可以記誰
[00:16:52.920 --> 00:16:57.240]  記一些比較特別的工作
[00:16:57.240 --> 00:16:59.040]  或者是很有名氣的
[00:16:59.040 --> 00:17:03.560]  在猶大的雅各的十二兒子當中
[00:17:03.560 --> 00:17:05.440]  其中一個支派是很特別的
[00:17:05.440 --> 00:17:07.040]  他是沒有土地的分的
[00:17:07.040 --> 00:17:08.120]  他沒有分到土地的
[00:17:08.120 --> 00:17:09.360]  那是誰
[00:17:09.360 --> 00:17:10.360]  立位
[00:17:10.360 --> 00:17:13.560]  立位是被檢選做記事
[00:17:13.560 --> 00:17:15.680]  所以如果要記第一個
[00:17:15.680 --> 00:17:18.200]  如果你不記劉變的話
[00:17:18.200 --> 00:17:19.440]  長子的話
[00:17:19.440 --> 00:17:24.000]  你大概也可以考慮記立位
[00:17:24.000 --> 00:17:27.680]  因為他是一個很特別被檢選做記事
[00:17:27.680 --> 00:17:29.840]  他雖然沒有土地分給他
[00:17:29.840 --> 00:17:31.800]  但他就是很特別被檢選了
[00:17:31.800 --> 00:17:33.040]  但都沒有
[00:17:33.040 --> 00:17:37.800]  他反而是要把猶大放在家譜名單的立位
[00:17:37.800 --> 00:17:40.040]  為什麼
[00:17:40.040 --> 00:17:45.240]  你猜為什麼
[00:17:45.240 --> 00:17:46.240]  大位
[00:17:46.240 --> 00:17:49.040]  因為他我剛才說他是被擄以後
[00:17:49.040 --> 00:17:53.080]  就是說他已經經歷過有王朝的時代
[00:17:53.080 --> 00:17:55.680]  他是後來犯罪得罪神
[00:17:55.680 --> 00:17:59.520]  神就容許敵人把他擄去外國
[00:17:59.520 --> 00:18:02.400]  但他整個民族已經經歷到什麼
[00:18:02.400 --> 00:18:04.000]  經歷到王朝
[00:18:04.000 --> 00:18:07.120]  就是經歷到神為他們檢選的君王
[00:18:07.120 --> 00:18:10.360]  君王不是從小羅開始
[00:18:10.360 --> 00:18:12.000]  是從大位開始
[00:18:12.000 --> 00:18:14.520]  大位是哪一個自派的
[00:18:14.520 --> 00:18:15.400]  猶大
[00:18:15.400 --> 00:18:16.960]  大位就是猶大自派的人
[00:18:16.960 --> 00:18:20.640]  所以在他們記錄這個家譜的時候
[00:18:20.640 --> 00:18:25.720]  他們就是從他們被檢選做王的自派
[00:18:25.720 --> 00:18:28.840]  來作為他們一開始的記載
[00:18:28.840 --> 00:18:30.120]  這個是很有意思的
[00:18:30.120 --> 00:18:33.200]  我們後來再會講這部分
[00:18:33.200 --> 00:18:38.440]  所以這個是因為有君王從猶大的自派出來
[00:18:38.440 --> 00:18:43.480]  所以他們就由猶大自派開始來記載他們的家譜
[00:18:43.480 --> 00:18:46.160]  所以猶大是在整個十二個自派當中
[00:18:46.160 --> 00:18:48.120]  是一個最尊貴的自派
[00:18:48.120 --> 00:18:50.240]  由君王從他們而出
[00:18:50.240 --> 00:18:56.160]  而在猶大自派當中最尊貴的那個人是誰
[00:18:56.160 --> 00:18:57.040]  亞比斯
[00:18:57.040 --> 00:18:58.680]  這是我們剛才說讀的
[00:18:58.680 --> 00:19:01.640]  亞比斯比他重弟兄更尊貴
[00:19:01.640 --> 00:19:03.600]  所以他是怎麼樣
[00:19:03.600 --> 00:19:07.680]  尊貴仁重的最尊貴的
