
[00:00:00.000 --> 00:00:03.940]  頂至會平安,請我們先一齊祈禱
[00:04:55.000 --> 00:04:58.040]  所以主耶穌亦曾經說過
[00:04:58.040 --> 00:05:01.400]  在《馬太福音》12章31節
[00:05:01.400 --> 00:05:04.040]  「所以我告訴你們
[00:05:04.040 --> 00:05:07.600]  人所犯一切的罪
[00:05:07.600 --> 00:05:13.800]  我所說的一切褻瀆的話都可得到赦免
[00:05:13.800 --> 00:05:21.080]  但是褻瀆聖靈的人不能得到赦免」
[00:05:21.080 --> 00:05:24.240]  很嚴重吧?
[00:05:24.240 --> 00:05:29.000]  為何褻瀆聖靈的人不能得到赦免呢?
[00:05:29.000 --> 00:05:31.720]  主耶穌沒有解釋
[00:05:31.720 --> 00:05:36.000]  但我相信其中一個可能的原因
[00:05:36.000 --> 00:05:38.480]  就是由於褻瀆了聖靈
[00:05:38.480 --> 00:05:44.880]  聖靈就不可能在一個人心裡工作
[00:05:44.880 --> 00:05:47.800]  如果聖靈不工作
[00:05:47.800 --> 00:05:49.800]  它就不能夠重生
[00:05:49.800 --> 00:05:52.200]  亦不能夠見到神的國
[00:05:52.200 --> 00:05:54.720]  因為主耶穌亦曾經說過
[00:05:54.720 --> 00:05:56.520]  「人若不重生
[00:05:56.520 --> 00:05:59.600]  就不能看見上帝的國」
[00:05:59.600 --> 00:06:03.520]  在《馬太福音》3章3節對尼哥德姆說
[00:06:05.240 --> 00:06:09.440]  不過很多人引用16章8節的時候
[00:06:09.440 --> 00:06:13.240]  都只是解釋了對於罪的部分
[00:06:13.240 --> 00:06:18.840]  對於義和審判就很少解釋
[00:06:18.840 --> 00:06:23.840]  今天既然我們講到這段經文
[00:06:23.840 --> 00:06:28.360]  就讓我解釋一下我對這一節經文的理解
[00:06:31.000 --> 00:06:36.000]  要清楚理解主耶穌的這句話
[00:06:36.000 --> 00:06:41.000]  其中一個很關鍵的字眼就是「世人」
[00:06:41.000 --> 00:06:49.000]  如果「世人」是指任何時代的世上人
[00:06:49.000 --> 00:06:55.000]  這節經文就可以應用在我們現今這個時代
[00:06:55.000 --> 00:06:57.600]  應用在我們現今這個地方
[00:06:57.600 --> 00:07:00.000]  或者世界上任何的地方
[00:07:01.000 --> 00:07:03.000]  但假如不是這個意思
[00:07:03.000 --> 00:07:11.000]  這節經文是不能直接應用在我們現今這個世代
[00:07:11.000 --> 00:07:15.000]  要明白「世人」的意思
[00:07:15.000 --> 00:07:18.000]  其實我們要看上文下理
[00:07:18.000 --> 00:07:21.000]  要從15章18節開始
[00:07:21.000 --> 00:07:27.000]  主耶穌告訴門徒「世人會憎恨他們」
[00:07:28.000 --> 00:07:37.000]  「如果世人憎恨你們,你們該曉得他們已先憎恨了我」
[00:07:37.000 --> 00:07:41.000]  從這節經文我們可以留意到
[00:07:41.000 --> 00:07:44.000]  「世人」不可能指世上所有的人
[00:07:44.000 --> 00:07:46.000]  不是所有的人都會憎恨耶穌
[00:07:46.000 --> 00:07:51.000]  不是所有世人都會憎恨當時的門徒
[00:07:51.000 --> 00:08:00.000]  其實我們可以說這段經文的「世人」是指當代的猶太人
[00:08:00.000 --> 00:08:03.000]  他們憎恨耶穌
[00:08:03.000 --> 00:08:05.000]  後來也憎恨門徒
[00:08:05.000 --> 00:08:14.000]  在15章22和24節更提到世人的罪是無可推諉的
[00:08:14.000 --> 00:08:19.000]  因為主耶穌曾經向他們講解過
[00:08:19.000 --> 00:08:25.000]  亦在他們當中做了那些從來沒有人做過的事
[00:08:25.000 --> 00:08:28.000]  大家不妨再讀清楚15章24節
[00:08:28.000 --> 00:08:30.000]  主耶穌親口講的
[00:08:30.000 --> 00:08:36.000]  那些「世人」是聽過主耶穌所講的道
[00:08:36.000 --> 00:08:39.000]  見過祂所做的非一般神蹟
[00:08:39.000 --> 00:08:42.000]  包括生來限額可以復命
[00:08:42.000 --> 00:08:44.000]  死了的人又可以復生
[00:08:44.000 --> 00:08:52.000]  而他們的反應卻是「還憎恨我,也憎恨我的父親」
[00:08:52.000 --> 00:08:55.000]  所以我們可以更加確定
[00:08:55.000 --> 00:09:02.000]  「世人」不是指任何時代不信或未信耶穌的人
[00:09:02.000 --> 00:09:05.000]  而是指耶穌時代的猶太人
[00:09:05.000 --> 00:09:08.000]  尤其是宗教領袖
[00:09:08.000 --> 00:09:17.000]  因為耶穌是在猶太人當中轉讓天國的訊息和行神蹟
[00:09:17.000 --> 00:09:20.000]  一般猶太民眾很喜歡耶穌
[00:09:20.000 --> 00:09:24.000]  他們有什麼病、親人病都去找耶穌
[00:09:24.000 --> 00:09:27.000]  耶穌講到很多人去聽
[00:09:27.000 --> 00:09:35.000]  所以「世人」很可能是指猶太的宗教領袖
[00:09:37.000 --> 00:09:40.000]  所以在十六章九節說
[00:09:40.000 --> 00:09:45.000]  「他們對罪的觀念錯了,因為他們不信我」
[00:09:45.000 --> 00:09:47.000]  「他們」就是指猶太領袖
[00:09:47.000 --> 00:09:50.000]  他們不肯信耶穌講的話
[00:09:50.000 --> 00:09:55.000]  又不肯信耶穌告訴他們他是上帝的兒子
[00:09:55.000 --> 00:09:58.000]  耶穌時代的宗教領袖
[00:09:58.000 --> 00:10:02.000]  他們不肯客觀地去考慮耶穌所講的話
[00:10:02.000 --> 00:10:05.000]  和祂所行過的神蹟
[00:10:05.000 --> 00:10:08.000]  他們一心堅決認為
[00:10:08.000 --> 00:10:12.000]  耶穌自稱為上帝與上帝同等
[00:10:12.000 --> 00:10:18.000]  就是犯了褻瀆上帝的罪
[00:10:18.000 --> 00:10:22.000]  事實上是那些宗教領袖糊塗
[00:10:22.000 --> 00:10:26.000]  不信耶穌以至搞錯了罪的觀念
[00:10:26.000 --> 00:10:29.000]  認為耶穌犯了罪
[00:10:29.000 --> 00:10:34.000]  那些宗教領袖按照舊約聖經的條例
[00:10:34.000 --> 00:10:39.000]  認為將那些褻瀆上帝的人殺了
[00:10:39.000 --> 00:10:42.000]  是執行正義
[00:10:42.000 --> 00:10:46.000]  事實上他們所做的是不義的行為
[00:10:46.000 --> 00:10:50.000]  因為他們沒有考慮耶穌所講的話
[00:10:50.000 --> 00:10:52.000]  和祂所行過的神蹟
[00:10:52.000 --> 00:10:57.000]  是足以證明耶穌所講的是真話
[00:10:57.000 --> 00:11:00.000]  反而他們運用政治力量
[00:11:00.000 --> 00:11:03.000]  去逼比拉多釘死耶穌
[00:11:03.000 --> 00:11:05.000]  在第十節這樣說
[00:11:05.000 --> 00:11:08.000]  「為義是因我到乎那裡去
[00:11:08.000 --> 00:11:11.000]  你們將不再見到我」
[00:11:11.000 --> 00:11:14.000]  最後那些宗教領袖和比拉多
[00:11:14.000 --> 00:11:16.000]  以為他們審判了耶穌
[00:11:16.000 --> 00:11:18.000]  釘死了耶穌
[00:11:18.000 --> 00:11:20.000]  但從天國的角度去看
[00:11:20.000 --> 00:11:23.000]  是耶穌藉著十字架的死
[00:11:23.000 --> 00:11:26.000]  審判了世界的統治者
[00:11:26.000 --> 00:11:28.000]  就是十一節所講的
[00:11:28.000 --> 00:11:32.000]  「為審判是因這世界的統治者
[00:11:32.000 --> 00:11:34.000]  要審判」
[00:11:34.000 --> 00:11:38.000]  因此主耶穌所講有關聖靈來的時候
[00:11:38.000 --> 00:11:42.000]  要為罪為義為審判指證世人
[00:11:42.000 --> 00:11:45.000]  是不能夠應用在我們這個時代
[00:11:45.000 --> 00:11:51.000]  因為我們根本不屬於主耶穌所講的「世人」
[00:11:51.000 --> 00:11:55.000]  所以我們讀經有時真的要看清楚上文下理
[00:11:55.000 --> 00:11:58.000]  「世人」這個字在《約翰福音》三一十六節出過
[00:11:58.000 --> 00:12:00.000]  「神愛世人」
[00:12:00.000 --> 00:12:03.000]  甚至將他獨生子時給他們的一切信他
[00:12:03.000 --> 00:12:04.000]  不知滅亡化得永生
[00:12:04.000 --> 00:12:08.000]  那裡的「世人」真的指世上所有的人
[00:12:08.000 --> 00:12:11.000]  但是從十四章開始
[00:12:11.000 --> 00:12:14.000]  這裡講到的「世人」
[00:12:14.000 --> 00:12:17.000]  其實不是指普世的人
[00:12:17.000 --> 00:12:20.000]  所以我們要看清楚上文下理
[00:12:20.000 --> 00:12:25.000]  這件事耶穌可以說是講了一個寓言
[00:12:25.000 --> 00:12:29.000]  在《司徒行傳》記載聖靈降臨的時候
[00:12:29.000 --> 00:12:32.000]  經文就已經應驗了
[00:12:32.000 --> 00:12:36.000]  所以彼得講到一次就有三千人信主
[00:12:36.000 --> 00:12:38.000]  這就是聖靈的工作
[00:12:38.000 --> 00:12:40.000]  他們了解到
[00:12:40.000 --> 00:12:46.000]  聖靈的工作使他們為罪為義為審判
[00:12:46.000 --> 00:12:48.000]  自己定自己的罪
[00:12:48.000 --> 00:12:53.000]  現在我們來思想真理的聖靈
[00:12:53.000 --> 00:12:55.000]  另一項重要的工作
[00:12:55.000 --> 00:12:58.000]  在十六章十三節說
[00:12:58.000 --> 00:13:01.000]  當真理的靈來的時候
[00:13:01.000 --> 00:13:04.000]  祂要引導你們進入一切真理
[00:13:04.000 --> 00:13:06.000]  因為祂不是憑著自己說的
[00:13:06.000 --> 00:13:09.000]  而是把祂所聽見的都說出來
[00:13:09.000 --> 00:13:14.000]  並且要把將要來的事向你們傳達
[00:13:14.000 --> 00:13:18.000]  這句話裡面用的前置詞有點奇怪
[00:13:18.000 --> 00:13:22.000]  為什麼是進入一切的真理中呢?
[00:13:22.000 --> 00:13:25.000]  究竟這裡講的真理是什麼呢?
[00:13:25.000 --> 00:13:28.000]  一切的真理包括不包括科學的真理
[00:13:28.000 --> 00:13:31.000]  或者哲學的真理呢?
[00:13:31.000 --> 00:13:33.000]  我相信主耶穌所說的
[00:13:33.000 --> 00:13:36.000]  並不是科學的真理或者哲學的真理
[00:13:36.000 --> 00:13:39.000]  而是一切有關天國的真理
[00:13:39.000 --> 00:13:42.000]  正因為是天國的真理
[00:13:42.000 --> 00:13:47.000]  而天國可以說是另一個存在的空間
[00:13:47.000 --> 00:13:50.000]  是屬於上帝的空間
[00:13:50.000 --> 00:13:53.000]  所以是可以進入的
[00:13:53.000 --> 00:13:57.000]  就像我們從外面的空間進入教堂
[00:13:57.000 --> 00:14:00.000]  就是進入教堂的空間一樣
[00:14:00.000 --> 00:14:03.000]  接著十六章十四字又說
[00:14:03.000 --> 00:14:11.000]  「祂要榮耀我,因為祂要把從我領受的向你們傳達」
[00:14:11.000 --> 00:14:17.000]  當聖靈將所聽到的話給門徒聽的時候
[00:14:17.000 --> 00:14:21.000]  祂所做的正正是耶穌想要做的
[00:14:21.000 --> 00:14:24.000]  我們看到聖靈所做的工作
[00:14:24.000 --> 00:14:27.000]  是屬於一種背後隱藏的工作
[00:14:27.000 --> 00:14:30.000]  祂只是想要耶穌得榮耀
[00:14:30.000 --> 00:14:32.000]  聖靈就會喜樂
[00:14:32.000 --> 00:14:35.000]  聖靈不是尋求自己的榮耀
[00:14:35.000 --> 00:14:38.000]  有些像我們教會裡面的很多義工
[00:14:38.000 --> 00:14:40.000]  其實都在背後做功勞
[00:14:40.000 --> 00:14:42.000]  讓崇拜可以進行
[00:14:42.000 --> 00:14:45.000]  讓大兄姐妹可以享受敬拜
[00:14:45.000 --> 00:14:47.000]  讓主耶穌得榮耀
[00:14:47.000 --> 00:14:51.000]  好像那些控制音響、控制直播的大兄姐妹
[00:14:51.000 --> 00:14:55.000]  大家見不到她,但她們正正在背後工作
[00:14:55.000 --> 00:14:59.000]  從十六章的記載
[00:14:59.000 --> 00:15:02.000]  我們認識到聖靈是一位慰助者
[00:15:02.000 --> 00:15:07.000]  祂會提醒我們有關主耶穌的教導
[00:15:07.000 --> 00:15:11.000]  也幫助我們進行主耶穌的教導
[00:15:11.000 --> 00:15:15.000]  聖靈也是真理的靈
[00:15:15.000 --> 00:15:18.000]  帶領我們進入上帝的空間
[00:15:18.000 --> 00:15:23.000]  並且會住在信徒心裡面的上帝
[00:15:23.000 --> 00:15:26.000]  聖靈也是一位隱藏的神
[00:15:26.000 --> 00:15:29.000]  祂只是想讓耶穌得榮耀
[00:15:29.000 --> 00:15:33.000]  而不是爭取自己的榮耀
[00:15:33.000 --> 00:15:37.000]  讓我們思考《讓方》十七章的經文
[00:15:37.000 --> 00:15:41.000]  進一步認識聖靈工作帶來的重要結果
[00:15:41.000 --> 00:15:45.000]  《讓方》十七章是主耶穌的祈禱
[00:15:45.000 --> 00:15:47.000]  我們非常感謝主耶穌
[00:15:47.000 --> 00:15:50.000]  祂不單止為當日的門徒祈求
[00:15:50.000 --> 00:15:53.000]  也為將來相信祂的人祈求
[00:15:53.000 --> 00:15:57.000]  也就是為你和我祈禱
[00:15:57.000 --> 00:16:00.000]  主耶穌為我們祈求的是
[00:16:00.000 --> 00:16:06.000]  我們在主裡面和上帝合而為一
[00:16:06.000 --> 00:16:12.000]  這裡提到的合一不只是理念上的合一
[00:16:12.000 --> 00:16:14.000]  應信上的合一
[00:16:14.000 --> 00:16:20.000]  而是和上帝的生命融合在一起的合一
[00:16:20.000 --> 00:16:23.000]  英文用了 Julian 這個字翻譯
[00:16:23.000 --> 00:16:27.000]  就是上帝的生命融合在我們的生命當中
[00:16:27.000 --> 00:16:31.000]  我們活在世上就好像上帝活在世上
[00:16:31.000 --> 00:16:37.000]  也延續了耶穌的道成了肉身住在世人中間
[00:16:37.000 --> 00:16:40.000]  這件事會怎麼發生呢?
[00:16:40.000 --> 00:16:44.000]  其實就是藉著聖靈住在我們的心中
[00:16:44.000 --> 00:16:48.000]  聖靈會幫助我們效法主耶穌
[00:16:48.000 --> 00:16:52.000]  活出上帝的恩典和真理
[00:16:52.000 --> 00:16:55.000]  這樣我們就會成為世上的光
[00:16:55.000 --> 00:16:57.000]  使別人看見我們的好行為
[00:16:57.000 --> 00:16:59.000]  而信耶穌
[00:16:59.000 --> 00:17:04.000]  主耶穌為未來的信徒祈禱停了在21節
[00:17:04.000 --> 00:17:09.000]  22節開始主耶穌繼續與天父土國交談
[00:17:09.000 --> 00:17:15.000]  而其中提到的「他們」應該是指當日的信徒
[00:17:15.000 --> 00:17:16.000]  因為22節說
[00:17:16.000 --> 00:17:21.000]  「你所賜給我的榮耀,我已賜給他們」
[00:17:21.000 --> 00:17:26.000]  在希臘文「賜給」的動詞是完成時態
[00:17:26.000 --> 00:17:31.000]  故指22節的「他們」並不是指將來的信徒
[00:17:31.000 --> 00:17:35.000]  而是指耶穌當代的信徒
[00:17:35.000 --> 00:17:40.000]  從希臘福音17:22-26讓我們了解
[00:17:40.000 --> 00:17:45.000]  我們要如何融合在上帝的生命中
[00:17:45.000 --> 00:17:53.000]  首先22節提到上帝已賜榮耀給耶穌
[00:17:53.000 --> 00:17:57.000]  這裡的榮耀是指甚麼呢?
[00:17:57.000 --> 00:18:00.000]  我相信是指聖靈
[00:18:00.000 --> 00:18:02.000]  因為夏文提到
[00:18:02.000 --> 00:18:05.000]  有了榮耀的後果
[00:18:05.000 --> 00:18:09.000]  是與上帝的生命融合有關
[00:18:09.000 --> 00:18:13.000]  例如合而為一
[00:18:13.000 --> 00:18:17.000]  我在祂裡面,你在我裡面
[00:18:17.000 --> 00:18:24.000]  並且耶穌的生命是在愛裡面與上帝融合在一起
[00:18:24.000 --> 00:18:31.000]  所以榮耀不是很抽象、光榮的意思
[00:18:31.000 --> 00:18:37.000]  這裡我相信是指聖靈
[00:18:37.000 --> 00:18:43.000]  在22-26節五節經文當中有三次提到愛
[00:18:43.000 --> 00:18:45.000]  可見生活在聖靈中
[00:18:45.000 --> 00:18:47.000]  就是活在耶穌的愛中
[00:18:47.000 --> 00:18:51.000]  也是生活在上帝裡面
[00:18:51.000 --> 00:18:54.000]  這樣我們的生命
[00:18:54.000 --> 00:18:58.000]  就會與上帝的生命融合在一起
[00:18:58.000 --> 00:19:02.000]  合而為一
[00:19:02.000 --> 00:19:05.000]  認識了這位聖靈位座者
[00:19:05.000 --> 00:19:07.000]  也是真理的聖靈之後
[00:19:07.000 --> 00:19:12.000]  並且我們是聖靈與上帝的生命融合在一起
[00:19:12.000 --> 00:19:15.000]  對已經相信耶穌的人
[00:19:15.000 --> 00:19:18.000]  應該會有什麼影響呢?
[00:19:18.000 --> 00:19:23.000]  我想最少有四方面的影響
[00:19:23.000 --> 00:19:27.000]  第一,我們可以確信自己是上帝的兒女
[00:19:27.000 --> 00:19:30.000]  在羅馬書8章15-16節說
[00:19:30.000 --> 00:19:35.000]  「藉著聖靈,我們向上帝呼叫『阿爸,我的父親』」
[00:19:35.000 --> 00:19:43.000]  上帝的靈與我們的靈一同證實我們是上帝的兒女
[00:19:43.000 --> 00:19:47.000]  這是屬於身份的確認
[00:19:47.000 --> 00:19:50.000]  我們可以肯定我們的身份是上帝的兒女
[00:19:50.000 --> 00:19:54.000]  第二,我們可以肯定上帝愛我們
[00:19:54.000 --> 00:19:56.000]  今天其實很多人都缺乏愛
[00:19:56.000 --> 00:19:58.000]  很需要真愛
[00:19:58.000 --> 00:20:00.000]  在二弗所書1章13節說
[00:20:00.000 --> 00:20:07.000]  「你們信了基督,上帝就把他所應許的聖靈賜給你們
[00:20:07.000 --> 00:20:11.000]  作為你們屬於他的人給」
[00:20:11.000 --> 00:20:14.000]  上帝真是很愛我們
[00:20:14.000 --> 00:20:18.000]  不但把他的獨子賜給我們
[00:20:18.000 --> 00:20:21.000]  連聖靈也賜給我們
[00:20:21.000 --> 00:20:24.000]  上帝是不是很愛我們呢?
[00:20:24.000 --> 00:20:30.000]  第三,幫助我們勝過魔鬼
[00:20:30.000 --> 00:20:35.000]  這一套現在是活在兩個角度當中
[00:20:35.000 --> 00:20:38.000]  就是天國和這個世界
[00:20:38.000 --> 00:20:41.000]  這個世界是一個很危險的地方
[00:20:41.000 --> 00:20:45.000]  是充滿了陷阱、誘惑、腐爛和私貪
[00:20:45.000 --> 00:20:49.000]  而這個世界是屬於魔鬼的地盤
[00:20:49.000 --> 00:20:53.000]  但是聖靈會幫助我們勝過魔鬼
[00:20:53.000 --> 00:20:57.000]  在二弗所書6章12節說到
[00:20:57.000 --> 00:21:02.000]  「我們要跟宇宙間邪惡的勢力作戰
[00:21:02.000 --> 00:21:08.000]  而我們的武器其中兩樣都是和聖靈有關的」
[00:21:08.000 --> 00:21:12.000]  以上帝說「作聖靈所賜的寶劍
[00:21:12.000 --> 00:21:15.000]  你們要在禱告中祈求上帝的幫助
[00:21:15.000 --> 00:21:18.000]  上上隨從聖靈的帶領禱告」
[00:21:18.000 --> 00:21:23.000]  也是在二弗所書6章17-18節提到
[00:21:23.000 --> 00:21:28.000]  基督徒如果不經常讀經、祈禱
[00:21:28.000 --> 00:21:31.000]  就很容易成為敗兵之將
[00:21:31.000 --> 00:21:33.000]  成為魔鬼的曼親
[00:21:33.000 --> 00:21:39.000]  第四點,我們要在主裡面彼此相愛
[00:21:39.000 --> 00:21:41.000]  保持教會的合一
[00:21:41.000 --> 00:21:45.000]  上帝將聖靈賜給我們
[00:21:45.000 --> 00:21:49.000]  極其希望產生一個結果
[00:21:49.000 --> 00:21:53.000]  就是我們合而為一
[00:21:53.000 --> 00:21:58.000]  很可惜,現實的教會裡面有很多分裂的行為
[00:21:58.000 --> 00:22:00.000]  其中一個原因
[00:22:00.000 --> 00:22:04.000]  就是很多人順從自己的情欲做決定
[00:22:04.000 --> 00:22:07.000]  而不是順著聖靈的帶領
[00:22:07.000 --> 00:22:11.000]  下一個星期,我會從迦拉太書
[00:22:11.000 --> 00:22:16.000]  和大家思想如何順著聖靈而行
[00:22:16.000 --> 00:22:19.000]  在這段期間,這個星期
[00:22:19.000 --> 00:22:22.000]  我鼓勵大家思想一下
[00:22:22.000 --> 00:22:25.000]  平日我們做決定的時候
[00:22:25.000 --> 00:22:30.000]  我們有沒有尋求聖靈的帶領和指引呢?
[00:22:30.000 --> 00:22:35.000]  又請我們一起祈禱
[00:22:35.000 --> 00:22:37.000]  親愛的主耶穌
[00:22:37.000 --> 00:22:41.000]  感謝祢開發了真理的聖靈
[00:22:41.000 --> 00:22:43.000]  住在我們心中
[00:22:43.000 --> 00:22:45.000]  安慰,幫助我們
[00:22:45.000 --> 00:22:49.000]  使我們與上帝的生命融合
[00:22:49.000 --> 00:22:53.000]  也引領我們走好我們的人生路
[00:22:53.000 --> 00:22:56.000]  活出不一樣的生命
[00:22:56.000 --> 00:23:00.000]  求祢幫助我們熱心進行祢的命令
[00:23:00.000 --> 00:23:04.000]  幫助我們彼此相愛和多個結果節
[00:23:04.000 --> 00:23:07.000]  保守我們在祢的愛裡面
[00:23:07.000 --> 00:23:09.000]  合二為一
[00:23:09.000 --> 00:23:11.000]  奉耶穌基督的名祈禱
[00:23:11.000 --> 00:23:13.000]  阿門
