
[00:00:00.000 --> 00:00:03.800]  我很多時候都會看History Channel那些東西的
[00:01:19.240 --> 00:01:20.720]  去告訴你一定沒有外星人
[00:01:20.720 --> 00:01:21.720]  甚至聖經裏面
[00:01:21.720 --> 00:01:23.920]  都沒有這麼說一定沒有的
[00:01:23.920 --> 00:01:24.720]  也有人問
[00:01:24.720 --> 00:01:27.480]  可能,如果全能的上帝要創造萬有
[00:01:27.480 --> 00:01:29.160]  如果有外星人要存在
[00:01:29.160 --> 00:01:30.040]  上帝都可以創造
[00:01:30.040 --> 00:01:32.120]  這是一個可以的裏面
[00:01:32.120 --> 00:01:32.840]  不是必然的
[00:01:32.840 --> 00:01:33.480]  聽清楚
[00:01:33.480 --> 00:01:34.400]  是可以的裏面
[00:01:34.400 --> 00:01:35.240]  不是必然的
[00:01:35.240 --> 00:01:36.280]  但是你會發現
[00:01:36.280 --> 00:01:37.040]  一路聽
[00:01:37.040 --> 00:01:40.240]  回到那些劇集
[00:01:40.240 --> 00:01:41.280]  那些叫紀錄片
[00:01:41.280 --> 00:01:42.120]  但是做到
[00:01:42.120 --> 00:01:44.800]  你的感覺好像劇集一樣
[00:01:44.800 --> 00:01:46.760]  是挺好聽的
[00:01:46.760 --> 00:01:47.840]  挺過癮的
[00:01:47.840 --> 00:01:49.120]  一路聽挺爽的
[00:01:49.120 --> 00:01:49.800]  你明白嗎
[00:01:49.800 --> 00:01:51.360]  於是金字塔也是這樣
[00:01:51.360 --> 00:01:53.920]  於是甚至萬里長城也被討論
[00:01:53.920 --> 00:01:56.000]  甚至秦始皇的墓也被討論過
[00:01:56.000 --> 00:01:58.080]  那個是不是外星人幫他做的
[00:01:58.080 --> 00:02:00.080]  你會覺得挺過癮的
[00:02:00.080 --> 00:02:01.480]  我作爲獨立史達人
[00:02:01.480 --> 00:02:02.280]  不喜歡考古的那些
[00:02:02.280 --> 00:02:03.160]  你明白嗎
[00:02:03.160 --> 00:02:05.240]  沙中線我也不是很有興趣
[00:02:05.240 --> 00:02:06.720]  不過我很想繼續保留
[00:02:06.720 --> 00:02:08.080]  我覺得很過癮的
[00:02:08.080 --> 00:02:08.640]  這些什麼
[00:02:08.640 --> 00:02:10.160]  高原大自然
[00:02:10.160 --> 00:02:11.600]  很有趣的
[00:02:11.600 --> 00:02:12.720]  行不行
[00:02:12.720 --> 00:02:14.640]  很吸引的
[00:02:14.640 --> 00:02:15.160]  保羅說
[00:02:15.160 --> 00:02:17.600]  我從前不去說這些東西
[00:02:17.600 --> 00:02:18.840]  要說某些東西
[00:02:18.840 --> 00:02:20.280]  讓你覺得過癮
[00:02:20.280 --> 00:02:21.840]  讓你覺得快胃
[00:02:21.840 --> 00:02:23.480]  可能我相信對於保羅來說
[00:02:23.480 --> 00:02:24.880]  很容易一件事
[00:02:24.880 --> 00:02:26.080]  甚至今天社會里面
[00:02:26.080 --> 00:02:27.720]  你可以繼續找到
[00:02:27.720 --> 00:02:29.440]  不同的一些說話
[00:02:29.440 --> 00:02:31.280]  都挺有趣的
[00:02:31.280 --> 00:02:32.200]  比如說
[00:02:32.200 --> 00:02:34.480]  我們人有人體的能量
[00:02:34.480 --> 00:02:35.560]  怎麼觸摸一下它
[00:02:35.560 --> 00:02:37.880]  於是就幫助治療
[00:02:37.880 --> 00:02:38.800]  我不知道你聽過什麼
[00:02:38.800 --> 00:02:40.280]  我真的聽過
[00:02:40.280 --> 00:02:41.960]  我覺得很有趣的
[00:02:41.960 --> 00:02:43.320]  觸摸一下襬在那裏
[00:02:43.320 --> 00:02:44.560]  輕輕的
[00:02:44.560 --> 00:02:47.200]  我想到我的手有體溫摸在那裏
[00:02:47.200 --> 00:02:49.560]  它應該感覺到我也有體溫的
[00:02:49.560 --> 00:02:50.560]  當然輕輕的
[00:02:50.560 --> 00:02:51.960]  如果冰冷你纔不怕
[00:02:51.960 --> 00:02:53.480]  好像也是
[00:02:53.480 --> 00:02:55.280]  又好像不是
[00:02:55.280 --> 00:02:58.640]  很吸引的
[00:02:58.640 --> 00:02:59.520]  很吸引
[00:02:59.520 --> 00:03:00.200]  繼續要舉例
[00:03:00.200 --> 00:03:02.160]  你可以找到很多這類的東西
[00:03:02.160 --> 00:03:02.920]  但如果回到
[00:03:02.920 --> 00:03:04.600]  這些是什麼
[00:03:04.600 --> 00:03:06.280]  保羅當時也有的
[00:03:06.280 --> 00:03:06.880]  你想想
[00:03:06.880 --> 00:03:08.160]  保羅進入雅典的時候
[00:03:08.160 --> 00:03:09.040]  有斯多瓦派
[00:03:09.040 --> 00:03:10.240]  對他們來說不一定是對的
[00:03:10.240 --> 00:03:12.440]  是當時的哲學流派
[00:03:12.440 --> 00:03:13.040]  Stoic
[00:03:13.040 --> 00:03:14.760]  Stoic是當時的其中一派
[00:03:14.760 --> 00:03:16.760]  都有很多很吸引的東西
[00:03:16.760 --> 00:03:17.520]  保羅就要說
[00:03:17.520 --> 00:03:19.040]  我當時不說這些東西
[00:03:19.040 --> 00:03:21.000]  我不說在市面流行着
[00:03:21.000 --> 00:03:22.440]  很多的東西
[00:03:22.440 --> 00:03:24.200]  甚至可能都是關於一些信仰的
[00:03:24.200 --> 00:03:26.360]  但是離開了焦點
[00:03:26.360 --> 00:03:28.200]  因爲焦點應該是什麼
[00:03:28.200 --> 00:03:29.960]  是耶穌基督釘十字架
[00:03:29.960 --> 00:03:31.280]  世人漢爲愚蠢
[00:03:31.280 --> 00:03:32.760]  但是神的智慧的事
[00:03:32.760 --> 00:03:36.200]  和聖靈的大能和明證
[00:03:36.200 --> 00:03:37.400]  所以接着裏面
[00:03:37.400 --> 00:03:38.320]  你就發現一件事
[00:03:38.320 --> 00:03:40.920]  保羅不是說我不說智慧的
[00:03:40.920 --> 00:03:42.000]  他說在完全人的面前
[00:03:42.000 --> 00:03:42.880]  我都說的
[00:03:42.880 --> 00:03:44.680]  他嘗試強調一件事
[00:03:44.680 --> 00:03:45.640]  就是保羅說的話
[00:03:45.640 --> 00:03:47.080]  你發現我覺得
[00:03:47.080 --> 00:03:48.840]  他要忍住自己
[00:03:48.840 --> 00:03:49.600]  那個怒火
[00:03:49.600 --> 00:03:50.840]  就是說你要和我鬥
[00:03:50.840 --> 00:03:51.520]  我都比你厲害
[00:03:51.520 --> 00:03:52.160]  我說得
[00:03:52.160 --> 00:03:53.400]  不過我又真的不需要說
[00:03:53.400 --> 00:03:55.560]  因爲實在是上帝纔會認的
[00:03:55.560 --> 00:03:56.560]  你發現在語氣裏面
[00:03:56.560 --> 00:03:57.920]  他常有這個表達
[00:03:57.920 --> 00:03:59.160]  於是他在後面
[00:03:59.160 --> 00:04:01.120]  第六節繼續下去
[00:04:01.120 --> 00:04:02.280]  固然告訴你
[00:04:02.280 --> 00:04:02.560]  是的
[00:04:02.560 --> 00:04:05.080]  我們繼續可以在完全人講智慧的
[00:04:05.080 --> 00:04:07.240]  不過
[00:04:07.240 --> 00:04:09.160]  我更要讓你認識的就是
[00:04:09.160 --> 00:04:11.800]  聖靈在我們羣體裏面所做的事
[00:04:11.800 --> 00:04:14.480]  所以他引了舊約的聖經
[00:04:14.480 --> 00:04:17.400]  在《異場雅書》裏面的第52章
[00:04:17.400 --> 00:04:20.840]  就是現在《哥林多前書》第二章的第九節
[00:04:20.840 --> 00:04:22.520]  那位神位愛他人的是什麼
[00:04:22.520 --> 00:04:23.360]  眼未曾見
[00:04:23.360 --> 00:04:24.080]  耳未曾聽
[00:04:24.080 --> 00:04:25.000]  心未曾想
[00:04:25.000 --> 00:04:25.560]  你想
[00:04:25.560 --> 00:04:27.240]  預備什麼呀
[00:04:27.240 --> 00:04:28.760]  生日禮物呀
[00:04:28.760 --> 00:04:30.480]  我也很想來的
[00:04:30.480 --> 00:04:32.600]  但是那個禮物比生日禮物更重要的
[00:04:32.600 --> 00:04:35.400]  也不是上個禮拜的母親節禮物
[00:04:35.400 --> 00:04:36.120]  而是聖靈
[00:04:36.120 --> 00:04:37.400]  你看看上文下理
[00:04:37.400 --> 00:04:38.560]  直接就是在講
[00:04:38.560 --> 00:04:39.640]  他又講聖靈
[00:04:39.640 --> 00:04:40.720]  留意一件事
[00:04:40.720 --> 00:04:42.960]  不是神字會要去講聖靈
[00:04:42.960 --> 00:04:45.600]  而是如果我們相信聖經
[00:04:45.600 --> 00:04:46.560]  當日的東西
[00:04:46.560 --> 00:04:48.360]  我們仍然是在仕途時代
[00:04:48.360 --> 00:04:50.360]  我們是新約的教會
[00:04:50.360 --> 00:04:51.600]  是新約那一代的東西
[00:04:51.600 --> 00:04:53.600]  是到我們今天仍然有效
[00:04:53.600 --> 00:04:57.080]  正如新約裏面你見到
[00:04:57.080 --> 00:04:58.240]  比利見到太監
[00:04:58.240 --> 00:04:59.600]  叫他信耶穌就缺志
[00:04:59.600 --> 00:05:01.440]  我們也會見到有人要信耶穌幫他缺志
[00:05:01.440 --> 00:05:02.280]  一樣
[00:05:02.280 --> 00:05:04.160]  那些事我們照做的
[00:05:04.160 --> 00:05:06.960]  關於保羅教道講到
[00:05:06.960 --> 00:05:09.880]  我要在你面前講的就是聖靈的工作的時候
[00:05:09.880 --> 00:05:11.360]  不是因爲宗派的緣故
[00:05:11.360 --> 00:05:12.760]  而是因爲聖經的緣故而已
[00:05:12.760 --> 00:05:14.720]  請留意這節目
[00:05:14.720 --> 00:05:15.160]  不是
[00:05:15.160 --> 00:05:15.880]  神字會喜歡講聖靈
[00:05:15.880 --> 00:05:16.800]  不是
[00:05:16.800 --> 00:05:19.480]  對於神字會或者五層次派的一堆教會
[00:05:19.480 --> 00:05:20.520]  在教會歷史裏面
[00:05:20.520 --> 00:05:21.760]  正如剛纔所講的
[00:05:21.760 --> 00:05:24.520]  其實我們是要復原曾幾何時
[00:05:24.520 --> 00:05:25.560]  一千年裏面
[00:05:25.560 --> 00:05:27.640]  有講但是少做的東西
[00:05:27.640 --> 00:05:29.000]  就是關於聖靈的作爲
[00:05:29.000 --> 00:05:30.800]  但是當我們看回聖經裏面
[00:05:30.800 --> 00:05:32.000]  其實你一路揭
[00:05:32.000 --> 00:05:33.760]  是一路不停地講的
[00:05:33.760 --> 00:05:35.440]  其實是很奇怪的一件事
[00:05:35.440 --> 00:05:36.720]  爲什麼曾幾何時
[00:05:36.720 --> 00:05:37.760]  有一段日子裏面
[00:05:37.760 --> 00:05:39.720]  有些基督徒看到這些好像撞鬼一樣
[00:05:39.720 --> 00:05:41.480]  看到也不管
[00:05:41.480 --> 00:05:43.920]  這些話比較壞吧
[00:05:43.920 --> 00:05:45.720]  看到就當看不到
[00:05:45.720 --> 00:05:46.920]  看見不看見
[00:05:46.920 --> 00:05:47.600]  昨天晚上也講過
[00:05:47.600 --> 00:05:48.720]  看到也當看不到
[00:05:48.720 --> 00:05:49.800]  有一羣窮人也是這樣的
[00:05:49.800 --> 00:05:51.360]  你看到也不管
[00:05:51.360 --> 00:05:52.200]  而教會里面有些人
[00:05:52.200 --> 00:05:54.480]  曾經是看見當看不到一樣的
[00:05:54.480 --> 00:05:55.400]  但是聖經裏面
[00:05:55.400 --> 00:05:57.120]  保羅當日也很清楚地講
[00:05:57.120 --> 00:05:58.760]  去到哥倫多教會這一羣
[00:05:58.760 --> 00:06:00.720]  不停要認厲的羣體
[00:06:00.720 --> 00:06:02.200]  他能夠強調的就是
[00:06:02.200 --> 00:06:03.360]  我在你們當中
[00:06:03.360 --> 00:06:04.080]  是要講什麼
[00:06:04.080 --> 00:06:06.080]  就是聖靈大能的作爲
[00:06:06.080 --> 00:06:08.680]  這些是你清楚你知道的
[00:06:08.680 --> 00:06:10.360]  這個不是我們今天講的
[00:06:10.360 --> 00:06:11.600]  恩爵宗派
[00:06:11.600 --> 00:06:13.120]  今年一百週年了
[00:06:13.120 --> 00:06:14.520]  於是我們講不是
[00:06:14.520 --> 00:06:15.960]  不過有些是題外話
[00:06:15.960 --> 00:06:17.880]  但是都是題內話來的
[00:06:17.880 --> 00:06:18.960]  一百週年裏面
[00:06:18.960 --> 00:06:20.680]  其實也有一百週年的慶典的
[00:06:20.680 --> 00:06:22.320]  你看到
[00:06:22.320 --> 00:06:24.880]  我們最近貼了馬來西亞的慶典
[00:06:24.880 --> 00:06:27.160]  不過我沒辦法
[00:06:27.160 --> 00:06:28.560]  也不特別鼓吹
[00:06:28.560 --> 00:06:30.400]  因爲那時候我們是收割季
[00:06:30.400 --> 00:06:31.640]  正在做報道會期間的
[00:06:31.640 --> 00:06:32.960]  我沒辦法讓你飛下去
[00:06:32.960 --> 00:06:34.120]  我們自己不搞的
[00:06:34.120 --> 00:06:35.240]  而香港也有的
[00:06:35.240 --> 00:06:36.320]  不過香港的慶典
[00:06:36.320 --> 00:06:37.520]  那天就壯正我們
[00:06:37.520 --> 00:06:38.640]  教會有喜事
[00:06:38.640 --> 00:06:39.520]  不好意思
[00:06:39.520 --> 00:06:41.520]  我們的喜事也挺緊張的
[00:06:41.520 --> 00:06:42.120]  所以我們
[00:06:42.120 --> 00:06:42.920]  我們加入
[00:06:42.920 --> 00:06:45.200]  我們教會也加入一百年的活動
[00:06:45.200 --> 00:06:46.960]  剛剛這個星期我才過了ICA
[00:06:46.960 --> 00:06:48.880]  有些事做錄影
[00:06:48.880 --> 00:06:50.280]  但是有些活動撞期
[00:06:50.280 --> 00:06:51.520]  我們也不能全部加入
[00:06:51.520 --> 00:06:52.880]  我們不是爲了傳統
[00:06:52.880 --> 00:06:53.480]  我們不是爲了
[00:06:53.480 --> 00:06:55.600]  有這些事一百年特別要講
[00:06:55.600 --> 00:06:56.640]  而是因爲
[00:06:56.640 --> 00:06:58.160]  聖靈在我們羣體
[00:06:58.160 --> 00:07:01.840]  或者我們是真的樂意開放給聖經
[00:07:01.840 --> 00:07:03.680]  我們開放給神的話
[00:07:03.680 --> 00:07:06.880]  於是神就因着我們願意開放給神的話
[00:07:06.880 --> 00:07:09.000]  祂就做事了
[00:07:09.000 --> 00:07:10.440]  聖靈就做事
[00:07:10.440 --> 00:07:11.840]  是一件這麼簡單的事
[00:07:11.840 --> 00:07:13.360]  所以很多時候有人進來
[00:07:13.360 --> 00:07:14.560]  五常節的教會
[00:07:14.560 --> 00:07:15.840]  有些掛着神教會的名字
[00:07:15.840 --> 00:07:17.760]  必然是很喜歡神教會的
[00:07:17.760 --> 00:07:19.120]  這個是現實
[00:07:19.120 --> 00:07:20.560]  香港也是這樣的
[00:07:20.560 --> 00:07:23.200]  但是如果回到典型的五常節教會里面
[00:07:23.200 --> 00:07:24.480]  你會發現一件事
[00:07:24.480 --> 00:07:26.800]  就像剛纔你們有些人在講的東西
[00:07:26.800 --> 00:07:28.440]  吵一點
[00:07:28.440 --> 00:07:29.960]  這個是今朝吵的
[00:07:29.960 --> 00:07:32.240]  我們青年人說我們吵一點
[00:07:32.240 --> 00:07:33.160]  不過我告訴你
[00:07:33.160 --> 00:07:34.560]  有些傳統教會
[00:07:34.560 --> 00:07:37.320]  不用靠插蘇都吵的
[00:07:37.320 --> 00:07:38.440]  三個人唱歌
[00:07:38.440 --> 00:07:40.000]  經義湖的聲音
[00:07:40.000 --> 00:07:40.760]  是很響的
[00:07:40.760 --> 00:07:41.520]  你明白嗎
[00:07:41.520 --> 00:07:43.680]  我們是
[00:07:43.680 --> 00:07:46.760]  我們是這樣的吵而不是那樣的吵
[00:07:46.760 --> 00:07:49.080]  可能聲樂技巧裏面
[00:07:49.080 --> 00:07:51.480]  如果要比的話真的有點距離
[00:07:51.480 --> 00:07:53.080]  我們說吵一點
[00:07:53.080 --> 00:07:55.240]  吵不是神教會的特色
[00:07:55.240 --> 00:07:55.960]  OK
[00:07:55.960 --> 00:07:56.880]  不是鬥吵的
[00:07:56.880 --> 00:07:59.160]  如果是的話我們應該設立啦啦隊
[00:07:59.160 --> 00:08:03.040]  灣仔運動場經常看到我們在打氣
[00:08:03.040 --> 00:08:06.040]  我們的特色是在我們的聚會里面
[00:08:06.040 --> 00:08:08.760]  我們很樂意開放空間、時間
[00:08:08.760 --> 00:08:10.000]  和一個處境
[00:08:10.000 --> 00:08:12.960]  給聖靈在我們羣體裏面做事
[00:08:12.960 --> 00:08:14.760]  我們也會接受得到的
[00:08:14.760 --> 00:08:16.120]  OK
[00:08:16.120 --> 00:08:18.320]  於是有些朋友進來
[00:08:18.320 --> 00:08:21.680]  可能你也曾經招呼過一些新朋友
[00:08:21.680 --> 00:08:23.480]  也有些跟我說過
[00:08:23.480 --> 00:08:24.560]  牧師我第一次來
[00:08:24.560 --> 00:08:27.120]  爲什麼剛纔你們唱的歌我不懂
[00:08:27.120 --> 00:08:29.320]  我來到我哭的
[00:08:29.320 --> 00:08:29.840]  你明白嗎
[00:08:29.840 --> 00:08:30.800]  第一次聽
[00:08:30.800 --> 00:08:31.520]  我真的有點怕
[00:08:31.520 --> 00:08:33.120]  是不是我們唱到覺得我們很差
[00:08:33.120 --> 00:08:35.040]  所以等我們坐在那裏哭
[00:08:35.040 --> 00:08:37.280]  原來他又不是刁難
[00:08:37.280 --> 00:08:38.520]  對付我們的
[00:08:38.520 --> 00:08:39.560]  他真的感動
[00:08:39.560 --> 00:08:40.640]  他真的感動
[00:08:40.640 --> 00:08:41.840]  我告訴你
[00:08:41.840 --> 00:08:42.600]  是啊
[00:08:42.600 --> 00:08:43.720]  這首歌縱然你不懂
[00:08:43.720 --> 00:08:45.280]  縱然你第一次跟我唱
[00:08:45.280 --> 00:08:45.960]  爲什麼你會哭
[00:08:45.960 --> 00:08:49.000]  因爲聖靈在你裏面做事
[00:08:49.000 --> 00:08:50.600]  聖靈在我們的羣體裏面
[00:08:50.600 --> 00:08:52.160]  是在感動人的
[00:08:52.160 --> 00:08:57.000]  是在做一些超越我們說理智邏輯安排的事情
[00:08:57.000 --> 00:08:58.040]  我們不會反智的
[00:08:58.040 --> 00:08:58.520]  你放心
[00:08:58.520 --> 00:09:00.080]  我們不會反對這些事情
[00:09:00.080 --> 00:09:02.040]  不過我相信一件事
[00:09:02.040 --> 00:09:05.720]  聖靈做的事是在超越這些事情
[00:09:05.720 --> 00:09:06.960]  所以
[00:09:06.960 --> 00:09:08.720]  剛纔有頂尖妹說到
[00:09:08.720 --> 00:09:09.480]  你們很熱情
[00:09:09.480 --> 00:09:11.920]  不過不是我的表達
[00:09:11.920 --> 00:09:13.360]  不是不理智的
[00:09:13.360 --> 00:09:14.120]  對的
[00:09:14.120 --> 00:09:15.720]  沒錯的
[00:09:15.720 --> 00:09:16.360]  我們很熱情
[00:09:16.360 --> 00:09:17.560]  我們信神蹟的
[00:09:17.560 --> 00:09:24.000]  我們信神在我們裏面做的是在超越人我們意識的一些學問的
[00:09:24.000 --> 00:09:25.560]  在這個星期裏面有機會
[00:09:25.560 --> 00:09:28.840]  去到弟兄家裏面探訪
[00:09:28.840 --> 00:09:33.600]  我說去就是跟弟兄姐妹一起去的
[00:09:33.600 --> 00:09:37.200]  一路聽弟兄講他化療的日子
[00:09:37.200 --> 00:09:38.840]  化療的經歷的時候
[00:09:38.840 --> 00:09:41.160]  心裏面很興奮
[00:09:41.160 --> 00:09:43.120]  我們腦海裏的化療
[00:09:43.120 --> 00:09:46.920]  外表特質第一個就是頭髮會比我更少
[00:09:46.920 --> 00:09:49.200]  想到很容易生病
[00:09:49.200 --> 00:09:50.120]  很潮水
[00:09:50.120 --> 00:09:51.520]  去到再量度的時候
[00:09:51.520 --> 00:09:52.040]  你明不明白
[00:09:52.040 --> 00:09:54.160]  指數不夠打不到針
[00:09:54.160 --> 00:09:56.480]  但是一路跟弟兄一路談的時候發現
[00:09:56.480 --> 00:09:57.560]  完全沒有這件事的
[00:09:57.560 --> 00:09:58.360]  星如紅中
[00:09:58.360 --> 00:09:58.800]  你明不明白
[00:09:58.800 --> 00:10:01.880]  比我這一刻還要響亮的
[00:10:01.880 --> 00:10:02.840]  整個過程裏面
[00:10:02.840 --> 00:10:04.200]  其他弟兄姐妹跟我說
[00:10:04.200 --> 00:10:08.280]  那段在打針的日子還可以出來喝茶的
[00:10:08.280 --> 00:10:08.920]  留意一件事
[00:10:08.920 --> 00:10:11.800]  我們沒有叫人不去受任何治療
[00:10:11.800 --> 00:10:12.920]  但是我們會鼓勵
[00:10:12.920 --> 00:10:14.240]  在這些受治療的時候
[00:10:14.240 --> 00:10:15.560]  請你禱告
[00:10:15.560 --> 00:10:16.720]  我們相信一件事
[00:10:16.720 --> 00:10:18.840]  神是可以用緊的超智能力
[00:10:18.840 --> 00:10:20.680]  讓一個在療程裏面的人
[00:10:20.680 --> 00:10:25.240]  那個經歷真的跟我們日常印象裏面是更不同的
[00:10:25.240 --> 00:10:26.640]  因爲我見完這個弟兄的緣故
[00:10:26.640 --> 00:10:28.520]  我立刻打電話給雷牧師
[00:10:28.520 --> 00:10:30.360]  你記不記得早前我跟他打了幾次電話
[00:10:30.360 --> 00:10:31.680]  屯門堂的雷牧師
[00:10:31.680 --> 00:10:33.360]  我問他你打了第幾針
[00:10:33.360 --> 00:10:34.600]  他說第三針
[00:10:34.600 --> 00:10:36.440]  他聲音都挺響的挺好的
[00:10:36.440 --> 00:10:38.440]  我說看你狀態已經不錯了
[00:10:38.440 --> 00:10:39.280]  他說沒問題
[00:10:39.280 --> 00:10:42.000]  剛剛我星期天還去港島
[00:10:42.000 --> 00:10:42.880]  我心想哇
[00:10:42.880 --> 00:10:43.360]  一百多人
[00:10:43.360 --> 00:10:43.840]  你明白嗎
[00:10:43.840 --> 00:10:44.760]  一百多人呢
[00:10:44.760 --> 00:10:47.080]  就是你抵抗力差一點都危險的嘛
[00:10:47.080 --> 00:10:47.800]  他說沒問題
[00:10:47.800 --> 00:10:49.240]  我一樣照樣服侍
[00:10:49.240 --> 00:10:50.880]  然後我說你真的過了一個星期
[00:10:50.880 --> 00:10:52.360]  那我真的要戳一下他纔行
[00:10:52.360 --> 00:10:52.800]  不是
[00:10:52.800 --> 00:10:54.120]  我一個月去一次而已
[00:10:54.120 --> 00:10:54.840]  我說是對的
[00:10:54.840 --> 00:10:55.120]  夠了
[00:10:55.120 --> 00:10:55.880]  不要太多
[00:10:55.880 --> 00:10:56.720]  一個月去一次
[00:10:56.720 --> 00:10:57.720]  騎行到纔去
[00:10:57.720 --> 00:10:59.200]  然後我再問他
[00:10:59.200 --> 00:11:01.080]  那些針有沒有打慢了
[00:11:01.080 --> 00:11:02.000]  你明白什麼意思嗎
[00:11:02.000 --> 00:11:02.960]  如果狀態不行
[00:11:02.960 --> 00:11:03.720]  指數不夠
[00:11:03.720 --> 00:11:04.320]  不能打
[00:11:04.320 --> 00:11:04.640]  好
[00:11:04.640 --> 00:11:06.320]  全部跟着次序
[00:11:06.320 --> 00:11:07.040]  感謝神
[00:11:07.040 --> 00:11:07.440]  很興奮
[00:11:07.440 --> 00:11:08.200]  我一直在談
[00:11:08.200 --> 00:11:10.360]  接着在說下個禮拜我們有同工會
[00:11:10.360 --> 00:11:11.080]  你們來啊
[00:11:11.080 --> 00:11:11.760]  記得如我
[00:11:11.760 --> 00:11:14.080]  我又會和你們一起來祈禱
[00:11:14.080 --> 00:11:15.680]  祈禱見到一樣東西
[00:11:15.680 --> 00:11:19.360]  就是聖靈的工作不是純屬說要到聚會纔行
[00:11:19.360 --> 00:11:20.040]  當然
[00:11:20.040 --> 00:11:21.520]  在聚會里面敬拜
[00:11:21.520 --> 00:11:25.560]  是一個更能夠讓聖靈流動的處境
[00:11:25.560 --> 00:11:26.640]  祈禱之後
[00:11:26.640 --> 00:11:28.240]  聖靈工作是持續的
[00:11:28.240 --> 00:11:29.680]  因爲我們知道神的靈
[00:11:29.680 --> 00:11:32.240]  是無所不在
[00:11:32.240 --> 00:11:33.240]  無所不能
[00:11:33.240 --> 00:11:34.080]  無所不知
[00:11:34.080 --> 00:11:36.640]  不是純屬受時間空間限制
[00:11:36.640 --> 00:11:37.760]  那個是什麼呢
[00:11:37.760 --> 00:11:41.040]  是我們樂意開放在神的面前
[00:11:41.040 --> 00:11:42.960]  我們信聖經所說的
[00:11:42.960 --> 00:11:43.920]  守岸病人
[00:11:43.920 --> 00:11:45.960]  病人就必好了
[00:11:45.960 --> 00:11:46.760]  於是這樣的緣故
[00:11:46.760 --> 00:11:48.160]  我們就討告
[00:11:48.160 --> 00:11:48.640]  當然你會說
[00:11:48.640 --> 00:11:49.080]  不是哦
[00:11:49.080 --> 00:11:50.160]  有些人討告之後
[00:11:50.160 --> 00:11:51.160]  終於都死了
[00:11:51.160 --> 00:11:51.600]  請留意
[00:11:51.600 --> 00:11:52.720]  不要搗亂
[00:11:52.720 --> 00:11:55.160]  聖經沒有說過我們在地上不死的
[00:11:55.160 --> 00:11:56.560]  你明白嗎
[00:11:56.560 --> 00:11:57.280]  我們仍然相信
[00:11:57.280 --> 00:11:59.320]  我們終有一天會離開這裏的肉體
[00:11:59.320 --> 00:12:02.000]  信耶穌你會清楚這件事
[00:12:02.000 --> 00:12:03.040]  但我們都相信
[00:12:03.040 --> 00:12:04.200]  因着神的救贖
[00:12:04.200 --> 00:12:05.080]  耶穌給了一個邊疆
[00:12:05.080 --> 00:12:06.000]  我們可以醫治
[00:12:06.000 --> 00:12:07.360]  我們就這麼做
[00:12:07.360 --> 00:12:08.600]  這些是什麼呢
[00:12:08.600 --> 00:12:09.680]  這些就是在說
