
[00:00:00.000 --> 00:00:04.680]  有人說人生是一連串的選擇
[00:09:20.240 --> 00:09:23.240]  其實是剛剛相反的
[00:09:23.240 --> 00:09:25.240]  我很少在PowerPoint
[00:09:25.240 --> 00:09:27.240]  弄整篇字給大家
[00:09:27.240 --> 00:09:29.240]  因爲我覺得很混淆
[00:09:29.240 --> 00:09:32.240]  但是我唯有這樣放下去
[00:09:32.240 --> 00:09:34.240]  讓大家明白這個倒影的結構
[00:09:34.240 --> 00:09:37.240]  第一個士茲就是俄陀列
[00:09:37.240 --> 00:09:39.240]  在《聖經》裏面
[00:09:39.240 --> 00:09:42.240]  完全沒有他有關負面的描述
[00:09:42.240 --> 00:09:45.240]  所以俄陀列是第一個士茲
[00:09:45.240 --> 00:09:47.240]  也可以說是模範的士茲
[00:09:47.240 --> 00:09:49.240]  但是問題就是
[00:09:49.240 --> 00:09:51.240]  俄陀列之後
[00:09:51.240 --> 00:09:54.240]  接着那六個惡性循環就出現了
[00:09:54.240 --> 00:09:55.240]  慢慢地
[00:09:55.240 --> 00:09:57.240]  以色列人的屬靈警方
[00:09:57.240 --> 00:09:58.240]  就每放月下
[00:09:58.240 --> 00:10:00.240]  一路急速地跌下來
[00:10:00.240 --> 00:10:01.240]  舉個例子
[00:10:01.240 --> 00:10:05.240]  伊芬打仗
[00:10:05.240 --> 00:10:08.240]  在約旦河渡口殺了一萬貓鴉人
[00:10:08.240 --> 00:10:10.240]  這些貓鴉人是外邦人
[00:10:10.240 --> 00:10:12.240]  就是當時欺壓他們的敵人
[00:10:12.240 --> 00:10:14.240]  所以殺敵人在打仗是合理的事
[00:10:14.240 --> 00:10:16.240]  但是你看看
[00:10:16.240 --> 00:10:17.240]  那個倒影B
[00:10:17.240 --> 00:10:18.240]  耶佛他
[00:10:18.240 --> 00:10:20.240]  另外一個士茲
[00:10:20.240 --> 00:10:22.240]  他又在約旦河的渡口
[00:10:22.240 --> 00:10:25.240]  殺了四萬二千個什麼人
[00:10:25.240 --> 00:10:27.240]  以法年人
[00:10:27.240 --> 00:10:28.240]  以法年人是什麼人
[00:10:28.240 --> 00:10:29.240]  以色列人
[00:10:29.240 --> 00:10:30.240]  換句話說
[00:10:30.240 --> 00:10:31.240]  其實到了那個時刻
[00:10:31.240 --> 00:10:34.240]  以色列人已經是自相殘殺了
[00:10:34.240 --> 00:10:35.240]  他不只是打敵人
[00:10:35.240 --> 00:10:37.240]  他是自己殺自己人
[00:10:37.240 --> 00:10:38.240]  這個是很差的事
[00:10:38.240 --> 00:10:39.240]  好了
[00:10:39.240 --> 00:10:41.240]  到了基丁
[00:10:41.240 --> 00:10:43.240]  基丁可能大家都記得
[00:10:43.240 --> 00:10:46.240]  基丁就拆了巴力的祭壇
[00:10:46.240 --> 00:10:48.240]  燒了它
[00:10:48.240 --> 00:10:49.240]  拆毀仇敵
[00:10:49.240 --> 00:10:51.240]  拆毀這個偶像的祭壇
[00:10:51.240 --> 00:10:52.240]  是不是很厲害的事
[00:10:52.240 --> 00:10:53.240]  但是到最後
[00:10:53.240 --> 00:10:56.240]  基丁反而將那些金銀
[00:10:56.240 --> 00:10:58.240]  做了一件伊芬德
[00:10:58.240 --> 00:11:00.240]  擺在那裏
[00:11:00.240 --> 00:11:03.240]  讓以色列人去敬拜他
[00:11:03.240 --> 00:11:04.240]  就是說
[00:11:04.240 --> 00:11:09.240]  自己士茲去帶領以色列人去拜偶像
[00:11:09.240 --> 00:11:11.240]  到了那天
[00:11:11.240 --> 00:11:12.240]  事情又急轉直下
[00:11:12.240 --> 00:11:14.240]  到了參宣時期
[00:11:14.240 --> 00:11:16.240]  參宣是一個士茲來的
[00:11:16.240 --> 00:11:17.240]  你見到沒有一件事是好的
[00:11:17.240 --> 00:11:19.240]  胡作非爲
[00:11:19.240 --> 00:11:20.240]  整件事你看到
[00:11:20.240 --> 00:11:23.240]  大家那個倒廢的結構就是
[00:11:23.240 --> 00:11:26.240]  不單止沒有成長
[00:11:26.240 --> 00:11:28.240]  直接是沒有平原
[00:11:28.240 --> 00:11:30.240]  直接是急轉直下
[00:11:30.240 --> 00:11:32.240]  一直這樣跌下來
[00:11:32.240 --> 00:11:34.240]  所以到最後
[00:11:34.240 --> 00:11:37.240]  其實關鍵的轉捩點在哪裏
[00:11:37.240 --> 00:11:38.240]  本來好端端的
[00:11:38.240 --> 00:11:39.240]  突然間跌下來
[00:11:39.240 --> 00:11:42.240]  關鍵的轉捩點就是基丁
[00:11:42.240 --> 00:11:44.240]  他作爲一個士茲
[00:11:44.240 --> 00:11:46.240]  設立伊芬德
[00:11:46.240 --> 00:11:48.240]  讓以色列人敬拜他
[00:11:48.240 --> 00:11:50.240]  其實就是一個偶像
[00:11:50.240 --> 00:11:51.240]  讓以色列人敬拜神
[00:11:51.240 --> 00:11:53.240]  陷以色列人在罪裏
[00:11:53.240 --> 00:11:56.240]  丁子妹,基丁是誰?
[00:11:56.240 --> 00:11:57.240]  他是士茲來的
[00:11:57.240 --> 00:11:58.240]  即是說
[00:11:58.240 --> 00:12:01.240]  那個敗壞不單止是以色列人
[00:12:01.240 --> 00:12:02.240]  是平民百姓
[00:12:02.240 --> 00:12:04.240]  連領袖都開始敗壞
[00:12:04.240 --> 00:12:06.240]  連領袖都開始腐化
[00:12:06.240 --> 00:12:08.240]  所以整個以色列人
[00:12:08.240 --> 00:12:11.240]  去到第十六章
[00:12:11.240 --> 00:12:12.240]  接着有第十七章
[00:12:12.240 --> 00:12:14.240]  至到二十一章的史詩紀
[00:12:14.240 --> 00:12:16.240]  整個以色列民族
[00:12:16.240 --> 00:12:18.240]  陷入更大的混亂
[00:12:18.240 --> 00:12:19.240]  更加大的得罪神
[00:12:19.240 --> 00:12:21.240]  更加離棄神
[00:12:21.240 --> 00:12:23.240]  所以其實
[00:12:23.240 --> 00:12:25.240]  剛纔我們看到
[00:12:25.240 --> 00:12:27.240]  很多事件
[00:12:27.240 --> 00:12:28.240]  其實我們要數算事件
[00:12:28.240 --> 00:12:30.240]  將它們排列在一起
[00:12:30.240 --> 00:12:32.240]  其實是一些事件的發生
[00:12:32.240 --> 00:12:36.240]  是一連串人的選擇
[00:12:36.240 --> 00:12:38.240]  究竟我們在選擇什麼呢?
[00:12:38.240 --> 00:12:40.240]  究竟神想我們選擇什麼呢?
[00:12:40.240 --> 00:12:42.240]  今天神一直着
[00:12:42.240 --> 00:12:44.240]  史詩紀這一連串的系列
[00:12:44.240 --> 00:12:45.240]  告訴我們
[00:12:45.240 --> 00:12:48.240]  我們在人生的一連串的選擇裏
[00:12:48.240 --> 00:12:51.240]  我們一定要選擇對
[00:12:51.240 --> 00:12:53.240]  一定要不要選錯
[00:12:53.240 --> 00:12:55.240]  以至我們在人生裏突破出來
[00:12:55.240 --> 00:12:58.240]  剛纔以色列人那麼敗壞
[00:12:58.240 --> 00:13:00.240]  其實有兩個原因
[00:13:00.240 --> 00:13:02.240]  第一個原因和第二個原因
[00:13:02.240 --> 00:13:04.240]  都是以色列人的選擇
[00:13:04.240 --> 00:13:05.240]  第一個原因就是
[00:13:05.240 --> 00:13:08.240]  以色列人選擇向世界妥協
[00:13:08.240 --> 00:13:11.240]  爲什麼會有這種情況呢?
[00:13:11.240 --> 00:13:13.240]  因爲以色列人當初選擇了
[00:13:13.240 --> 00:13:18.240]  和這些迦南地人住在一起
[00:13:18.240 --> 00:13:19.240]  爲什麼呢?
[00:13:19.240 --> 00:13:20.240]  因爲有廉價勞工
[00:13:20.240 --> 00:13:22.240]  因爲有很多勞力
[00:13:22.240 --> 00:13:24.240]  如果我不想工作
[00:13:24.240 --> 00:13:27.240]  我想廉價勞工幫我工作
[00:13:27.240 --> 00:13:29.240]  所以選擇和他們住在一起
[00:13:29.240 --> 00:13:31.240]  不僅如此,還和他們通婚
[00:13:31.240 --> 00:13:34.240]  於是隨着時間過去
[00:13:34.240 --> 00:13:38.240]  這羣以色列人就好像煮青蛙原理一樣
[00:13:38.240 --> 00:13:40.240]  我不知道大家有沒有聽過煮青蛙原理
[00:13:40.240 --> 00:13:42.240]  如果你想煮一隻青蛙
[00:13:42.240 --> 00:13:44.240]  你煮一煮滾水
[00:13:44.240 --> 00:13:46.240]  放入青蛙會怎樣呢?
[00:13:46.240 --> 00:13:47.240]  一定會跳出來
[00:13:47.240 --> 00:13:53.240]  但是你煮一鍋凍水
[00:13:53.240 --> 00:13:54.240]  室溫的水
[00:13:54.240 --> 00:13:56.240]  放入青蛙
[00:13:56.240 --> 00:13:59.240]  青蛙就很開心地游來游去
[00:13:59.240 --> 00:14:01.240]  你慢火煮着煮着
[00:14:01.240 --> 00:14:03.240]  一路升溫
[00:14:03.240 --> 00:14:06.240]  青蛙就會慢慢熟了
[00:14:06.240 --> 00:14:08.240]  這羣以色列人都是一樣
[00:14:08.240 --> 00:14:10.240]  隨着時間過去
[00:14:10.240 --> 00:14:12.240]  漸漸地
[00:14:12.240 --> 00:14:14.240]  不知不覺
[00:14:14.240 --> 00:14:17.240]  就被加南地的文化同化了
[00:14:17.240 --> 00:14:18.240]  他們想的方式
[00:14:18.240 --> 00:14:19.240]  做事的方法
[00:14:19.240 --> 00:14:21.240]  都和加南地一樣
[00:14:21.240 --> 00:14:22.240]  就好像我們今天
[00:14:22.240 --> 00:14:23.240]  我們和世界
[00:14:23.240 --> 00:14:28.240]  可能有人和世界的價值觀是一樣的
[00:14:28.240 --> 00:14:30.240]  這個世界價值觀是什麼?
[00:14:30.240 --> 00:14:31.240]  最主要是什麼?
[00:14:31.240 --> 00:14:33.240]  無論有任何彰顯都好
[00:14:33.240 --> 00:14:35.240]  我最重要
[00:14:35.240 --> 00:14:36.240]  當我最重要的時候
[00:14:36.240 --> 00:14:38.240]  神就不是很重要了
[00:14:38.240 --> 00:14:40.240]  換句話說就好像這羣以色列人
[00:14:40.240 --> 00:14:43.240]  將神從你的生命裏面踢走一樣
[00:14:43.240 --> 00:14:45.240]  所以這羣以色列人
[00:14:45.240 --> 00:14:49.240]  選擇了很多的選擇
[00:14:49.240 --> 00:14:51.240]  然後慢慢地離開神
[00:14:51.240 --> 00:14:52.240]  這是第一個原因
[00:14:52.240 --> 00:14:54.240]  第二個原因是什麼呢?
[00:14:54.240 --> 00:14:58.240]  他們選擇有認罪
[00:14:58.240 --> 00:15:01.240]  但是選擇沒有悔改
[00:15:01.240 --> 00:15:02.240]  爲什麼呢?
[00:15:02.240 --> 00:15:08.240]  選擇認罪是開口承認自己的罪
[00:15:08.240 --> 00:15:11.240]  而悔改是選擇用具體的行動
[00:15:11.240 --> 00:15:13.240]  離開這些罪
[00:15:13.240 --> 00:15:17.240]  但是這羣以色列人從來都沒有
[00:15:17.240 --> 00:15:18.240]  只是認罪
[00:15:18.240 --> 00:15:20.240]  但是沒有選擇用具體的行動
[00:15:20.240 --> 00:15:22.240]  離棄這些罪
[00:15:22.240 --> 00:15:24.240]  所以他們在屬靈生命上
[00:15:24.240 --> 00:15:26.240]  是完全沒有突破的
[00:15:26.240 --> 00:15:27.240]  就是說
[00:15:27.240 --> 00:15:28.240]  當人只是認罪
[00:15:28.240 --> 00:15:30.240]  不離棄這些罪的時候
[00:15:30.240 --> 00:15:34.240]  他在生命上從來都沒有進步過
[00:15:34.240 --> 00:15:37.240]  就是說沒有真正的生命改變
[00:15:37.240 --> 00:15:41.240]  我們試一下看兩段聖經
[00:15:41.240 --> 00:15:43.240]  第一段是士司紀二章四至五節
[00:15:43.240 --> 00:15:44.240]  等一下我們一起讀
[00:15:44.240 --> 00:15:45.240]  一二三
[00:15:45.240 --> 00:15:50.240]  耶和華的使者向以色列衆人說者話的時候
[00:15:50.240 --> 00:15:52.240]  百姓就放聲而哭
[00:15:52.240 --> 00:15:56.240]  於是給那地方起名叫波金
[00:15:56.240 --> 00:16:00.240]  衆人在那裏向耶和華獻祭
[00:16:00.240 --> 00:16:03.240]  你剛剛看到這段聖經
[00:16:03.240 --> 00:16:05.240]  就是神燈參見使者
[00:16:05.240 --> 00:16:06.240]  去責備以色列人
[00:16:06.240 --> 00:16:07.240]  罵罵罵
[00:16:07.240 --> 00:16:09.240]  說他們很多的子宗罪
[00:16:09.240 --> 00:16:11.240]  這羣以色列人怎麼反應呢
[00:16:11.240 --> 00:16:12.240]  流淚痛啊
[00:16:12.240 --> 00:16:13.240]  我有罪啊
[00:16:13.240 --> 00:16:14.240]  哭了
[00:16:14.240 --> 00:16:15.240]  好了
[00:16:15.240 --> 00:16:19.240]  這裏是四至五節
[00:16:19.240 --> 00:16:21.240]  我們再看六節之後的聖經
[00:16:21.240 --> 00:16:22.240]  二章十一節
[00:16:22.240 --> 00:16:23.240]  這羣以色列人怎麼樣
[00:16:23.240 --> 00:16:24.240]  我們一起讀
[00:16:24.240 --> 00:16:25.240]  一二三
[00:16:25.240 --> 00:16:27.240]  以色列人行耶和華
[00:16:27.240 --> 00:16:29.240]  眼中看爲惡的事
[00:16:29.240 --> 00:16:31.240]  虛是奉諸巴黎
[00:16:31.240 --> 00:16:33.240]  你有沒有見過
[00:16:33.240 --> 00:16:34.240]  剛剛哭完
[00:16:34.240 --> 00:16:35.240]  好慘啊
[00:16:35.240 --> 00:16:36.240]  我有罪了
[00:16:36.240 --> 00:16:37.240]  得罪神了
[00:16:37.240 --> 00:16:38.240]  認罪了
[00:16:38.240 --> 00:16:39.240]  接着
[00:16:39.240 --> 00:16:41.240]  好像一切都沒有發生過
[00:16:41.240 --> 00:16:43.240]  整件事都沒有發生過
[00:16:43.240 --> 00:16:45.240]  接着就去犯罪
[00:16:45.240 --> 00:16:46.240]  換句話說
[00:16:46.240 --> 00:16:48.240]  真的沒有生命改變
[00:16:48.240 --> 00:16:50.240]  從來都沒有改變過
[00:16:50.240 --> 00:16:52.240]  怎麼搞呢
[00:16:52.240 --> 00:16:57.240]  爲什麼這些發生的事
[00:16:57.240 --> 00:16:58.240]  我剛剛說
[00:16:58.240 --> 00:17:00.240]  是一連串的選擇
[00:17:00.240 --> 00:17:02.240]  神的心是怎樣的呢
[00:17:02.240 --> 00:17:04.240]  是讓我們每一個選擇
[00:17:04.240 --> 00:17:06.240]  我們作對的決定
[00:17:06.240 --> 00:17:07.240]  選得對
[00:17:07.240 --> 00:17:08.240]  不要選錯
[00:17:08.240 --> 00:17:09.240]  慢慢地
[00:17:09.240 --> 00:17:12.240]  我們就可以在兜兜轉轉的人生裏面
[00:17:12.240 --> 00:17:13.240]  走出來
[00:17:13.240 --> 00:17:15.240]  其實在整件事上
[00:17:15.240 --> 00:17:16.240]  這些選擇
[00:17:16.240 --> 00:17:18.240]  神會幫我們的
[00:17:18.240 --> 00:17:20.240]  神用什麼來幫助我們呢
[00:17:20.240 --> 00:17:22.240]  我們一起看看詩篇
[00:17:22.240 --> 00:17:23.240]  119篇
[00:17:23.240 --> 00:17:24.240]  17節
[00:17:24.240 --> 00:17:25.240]  71節
[00:17:25.240 --> 00:17:26.240]  我們一起讀
[00:17:26.240 --> 00:17:27.240]  123
[00:17:27.240 --> 00:17:30.240]  我受苦是與我有益
[00:17:30.240 --> 00:17:34.240]  爲要使我學習你的律例
[00:17:34.240 --> 00:17:38.240]  詩篇是代表整個以色列民族
[00:17:38.240 --> 00:17:40.240]  就是整個猶太民族
[00:17:40.240 --> 00:17:42.240]  他們經驗到神
[00:17:42.240 --> 00:17:43.240]  他們經歷到神
[00:17:43.240 --> 00:17:45.240]  他們整體向神的回應
[00:17:45.240 --> 00:17:46.240]  他們怎樣看神
[00:17:46.240 --> 00:17:49.240]  所以詩篇所說的話
[00:17:49.240 --> 00:17:52.240]  其實是反映整個舊約聖經裏面
[00:17:52.240 --> 00:17:55.240]  整個民族對神的回應
[00:17:55.240 --> 00:17:58.240]  所以你看詩篇119篇
[00:17:58.240 --> 00:17:59.240]  那個學習
