
[00:00:00.000 --> 00:00:03.000]  我們會有一個新的講道系列
[00:01:24.640 --> 00:01:26.720]  你會發覺 原來不是
[00:01:26.720 --> 00:01:27.800]  《聖經》不單止
[00:01:27.800 --> 00:01:30.600]  除了舊約新約之外
[00:01:30.600 --> 00:01:33.680]  它裏面有多少卷書
[00:01:33.680 --> 00:01:35.440]  大家都是初信
[00:01:35.440 --> 00:01:36.560]  所以不太懂
[00:01:36.560 --> 00:01:38.640]  是66卷
[00:01:38.640 --> 00:01:40.320]  39、27
[00:01:40.320 --> 00:01:43.960]  這些大家小學雞的
[00:01:43.960 --> 00:01:46.920]  初信 信得久一點
[00:01:46.920 --> 00:01:48.360]  如果你還未信
[00:01:48.360 --> 00:01:49.520]  或者你剛剛信的
[00:01:49.520 --> 00:01:50.920]  可能39、27是一個
[00:01:50.920 --> 00:01:52.840]  嘩 你覺得金波玉落來的
[00:01:52.840 --> 00:01:53.920]  先戴著
[00:01:53.920 --> 00:01:55.040]  《聖經》66卷書
[00:01:55.040 --> 00:01:56.080]  舊約39卷
[00:01:56.080 --> 00:01:56.960]  新約27卷
[00:01:56.960 --> 00:01:58.880]  加上66卷
[00:01:58.880 --> 00:02:00.760]  你再信久一點
[00:02:00.760 --> 00:02:02.280]  你對《聖經》認識多一點
[00:02:02.280 --> 00:02:03.640]  牧師開始講得多了
[00:02:03.640 --> 00:02:04.800]  你聽得懂了
[00:02:04.800 --> 00:02:07.880]  你發覺舊約39卷
[00:02:07.880 --> 00:02:09.840]  分幾個部份
[00:02:09.840 --> 00:02:11.440]  分幾個部份
[00:02:11.440 --> 00:02:12.520]  分4個部份
[00:02:12.520 --> 00:02:13.800]  給答案
[00:02:13.800 --> 00:02:15.760]  大家都
[00:02:15.760 --> 00:02:17.480]  摩西五經5卷
[00:02:17.480 --> 00:02:18.800]  歷史書12卷
[00:02:18.800 --> 00:02:20.600]  詩歌志偉書5卷
[00:02:20.600 --> 00:02:22.200]  先知書17卷
[00:02:22.200 --> 00:02:24.320]  加上39卷
[00:02:24.320 --> 00:02:27.840]  大家都知道 如果信得久
[00:02:27.840 --> 00:02:30.080]  牧師又講什麼
[00:02:30.080 --> 00:02:32.560]  但如果你再信得久一點
[00:02:32.560 --> 00:02:33.760]  你會發覺
[00:02:33.760 --> 00:02:37.600]  這個的分法是什麼
[00:02:37.600 --> 00:02:40.080]  是叫做希臘文的
[00:02:40.080 --> 00:02:42.160]  舊約《聖經》的分法
[00:02:42.160 --> 00:02:44.320]  翻譯過的《聖經》的分法
[00:02:44.320 --> 00:02:45.840]  這個不是希伯來文
[00:02:45.840 --> 00:02:47.880]  原本猶太人用的
[00:02:47.880 --> 00:02:51.440]  舊約《聖經》的分法
[00:02:51.440 --> 00:02:54.040]  大家可能在座有些都知道
[00:02:54.040 --> 00:02:58.320]  這個的分法分3部份
[00:02:58.320 --> 00:02:59.840]  他們只有24卷書
[00:02:59.840 --> 00:03:01.800]  摩西五經5卷
[00:03:01.800 --> 00:03:03.520]  先知書8卷
[00:03:03.520 --> 00:03:06.040]  著作11卷
[00:03:06.040 --> 00:03:07.800]  不過牧師那些書去了哪裡
[00:03:07.800 --> 00:03:08.640]  是不是他們不承認
[00:03:08.640 --> 00:03:09.640]  不是的
[00:03:09.640 --> 00:03:10.880]  如果你知道
[00:03:10.880 --> 00:03:13.000]  我們小先知有多少卷
[00:03:13.000 --> 00:03:14.760]  小先知有12卷
[00:03:14.760 --> 00:03:18.480]  他就將所有小先知書加起來一卷
[00:03:18.480 --> 00:03:21.280]  還有一些叫上下
[00:03:21.280 --> 00:03:22.720]  列王記上下
[00:03:22.720 --> 00:03:24.000]  歷代之上下
[00:03:24.000 --> 00:03:25.480]  沙姆記上下
[00:03:25.480 --> 00:03:26.600]  就變成一卷一
[00:03:26.600 --> 00:03:27.960]  上下就沒有上下了
[00:03:27.960 --> 00:03:31.400]  變成了24卷
[00:03:31.400 --> 00:03:35.160]  數字不是一個那麼重要的問題
[00:03:35.160 --> 00:03:36.920]  重要的一個特色就是
[00:03:36.920 --> 00:03:38.280]  它裏面有些書
[00:03:38.280 --> 00:03:40.080]  它和剛才我說的
[00:03:40.080 --> 00:03:45.240]  希臘文《聖經》的擺法有點不同
[00:03:45.240 --> 00:03:47.400]  這個列王記上
[00:03:47.400 --> 00:03:49.360]  列王記和歷代之
[00:03:49.360 --> 00:03:51.960]  大家有沒有看過這本書
[00:03:51.960 --> 00:03:53.000]  有吧
[00:03:53.000 --> 00:03:55.200]  兩本書都很相似
[00:03:55.200 --> 00:03:56.520]  在我們一般的《聖經》
[00:03:56.520 --> 00:03:59.000]  它們都是叫做歷史書
[00:03:59.000 --> 00:04:04.600]  但是在猶太人原文的《舊約聖經》
[00:04:04.600 --> 00:04:05.680]  它們不是叫歷史書
[00:04:05.680 --> 00:04:06.920]  當然沒有這個部份
[00:04:06.920 --> 00:04:12.080]  但是甚至它將它擺在不同的位置
[00:04:12.080 --> 00:04:15.160]  列王記就擺在先知書裏面
[00:04:15.160 --> 00:04:19.800]  歷代之就擺在著作裏面
[00:04:19.800 --> 00:04:22.880]  為什麼猶太人會這樣分呢
[00:04:22.880 --> 00:04:24.520]  他們有一個其中的解釋就是
[00:04:24.520 --> 00:04:28.160]  因為列王記所說的歷史
[00:04:28.160 --> 00:04:29.640]  當中屬靈的教訓
[00:04:29.640 --> 00:04:32.200]  你可以在歷代之那裏看到
[00:04:32.200 --> 00:04:33.520]  歷代之其實是著作
[00:04:33.520 --> 00:04:38.360]  它不是著重於歷史或先知的言論
[00:04:38.360 --> 00:04:39.440]  如果你真的想知道
[00:04:39.440 --> 00:04:41.960]  為什麼列王記裏面發生那麼多事情
[00:04:41.960 --> 00:04:43.240]  你問個究竟
[00:04:43.240 --> 00:04:46.120]  你看歷代之是可以的
[00:04:46.120 --> 00:04:47.760]  我自己認為
[00:04:47.760 --> 00:04:52.800]  他講得對大半
[00:04:52.800 --> 00:04:53.760]  仍然有小半
[00:04:53.760 --> 00:04:55.880]  我仍然很疑惑
[00:04:55.880 --> 00:04:56.520]  為什麼呢
[00:04:56.520 --> 00:05:01.960]  因為如果你真的看過列王記
[00:05:01.960 --> 00:05:04.320]  列王記和歷代之有什麼分別
[00:05:04.320 --> 00:05:08.440]  我想問你一個比較簡單的問題
[00:05:08.440 --> 00:05:10.440]  有人不知道嗎
[00:05:10.440 --> 00:05:11.920]  沒有吧
[00:05:11.920 --> 00:05:14.160]  每個人都知道
[00:05:14.160 --> 00:05:17.560]  列王記是講南北角歷史
[00:05:17.560 --> 00:05:20.400]  歷代之只是講南角
[00:05:20.400 --> 00:05:22.640]  這是其中一個
[00:05:22.640 --> 00:05:25.720]  就按這麼簡單的分野
[00:05:25.720 --> 00:05:26.840]  我就覺得
[00:05:26.840 --> 00:05:30.080]  歷代之是講南角
[00:05:30.080 --> 00:05:32.400]  列王記是講南角和北角
[00:05:32.400 --> 00:05:35.040]  北角的部分的解釋去了哪裏呢
[00:05:35.040 --> 00:05:39.000]  如果歷代之是列王記的解釋
[00:05:39.000 --> 00:05:42.520]  我們會發覺在列王記裏面
[00:05:42.520 --> 00:05:48.480]  北角的部分
[00:05:48.480 --> 00:05:49.720]  歷代之是沒有的
[00:05:49.720 --> 00:05:50.800]  不單止沒有
[00:05:50.800 --> 00:05:55.080]  他甚至裏面有一個先知沒有講
[00:05:55.080 --> 00:05:56.680]  是誰呢
[00:05:56.680 --> 00:05:58.120]  就是以利亞
[00:05:58.120 --> 00:05:59.840]  在以利亞的先知
[00:05:59.840 --> 00:06:03.560]  你只能在列王記裏面看到
[00:06:03.560 --> 00:06:04.600]  他的風采
[00:06:04.600 --> 00:06:08.880]  他的那種威武
[00:06:08.880 --> 00:06:12.400]  我不知道你記得以利亞是什麼
[00:06:12.400 --> 00:06:14.800]  有一個人說以利亞
[00:06:14.800 --> 00:06:18.480]  好像是一個漆黑的天空
[00:06:18.480 --> 00:06:22.400]  是一個流星劃過漆黑的天空
[00:06:22.400 --> 00:06:24.360]  這麼光亮
[00:06:24.360 --> 00:06:27.160]  當你看到天上星星的時候
[00:06:27.160 --> 00:06:30.080]  有沒有想起以利亞呢
[00:06:30.080 --> 00:06:32.240]  我覺得他是對的一半
[00:06:32.240 --> 00:06:32.840]  這句說話
[00:06:32.840 --> 00:06:33.240]  為什麼呢
[00:06:33.240 --> 00:06:35.600]  因為是很黑的
[00:06:35.600 --> 00:06:38.240]  為什麼北角的歷史沒有人想看
[00:06:38.240 --> 00:06:39.560]  為什麼歷代之不提呢
[00:06:39.560 --> 00:06:41.840]  因為他全部都是很差的歷史
[00:06:41.840 --> 00:06:42.600]  這麼多個皇帝
[00:06:42.600 --> 00:06:44.800]  沒有一個皇帝是好的
[00:06:44.800 --> 00:06:47.960]  都不想再提這個國家
[00:06:47.960 --> 00:06:49.800]  是很黑暗
[00:06:49.800 --> 00:06:53.120]  但是我覺得那時候的以利亞
[00:06:53.120 --> 00:06:55.480]  不是流星這麼簡單
[00:06:55.480 --> 00:06:57.320]  是火球一樣
[00:06:57.320 --> 00:06:59.480]  是一個火球一樣
[00:06:59.480 --> 00:07:02.840]  他的綽號是烈火的先知
[00:07:02.840 --> 00:07:04.720]  他的性格很剛烈
[00:07:04.720 --> 00:07:08.280]  他講的原意很火爆
[00:07:08.280 --> 00:07:09.560]  如果你記得
[00:07:09.560 --> 00:07:10.800]  你最記得
[00:07:10.800 --> 00:07:11.440]  問你一個
[00:07:11.440 --> 00:07:15.680]  你最記得以利亞的事蹟是什麼
[00:07:15.680 --> 00:07:20.280]  你最記得
[00:07:20.280 --> 00:07:22.240]  加密山上
[00:07:22.240 --> 00:07:26.800]  加密山上他和450個巴力先知鬥法
[00:07:26.800 --> 00:07:27.240]  記不記得
[00:07:27.240 --> 00:07:28.240]  這個你一定記得
[00:07:28.240 --> 00:07:28.800]  你什麼都不記得
[00:07:28.800 --> 00:07:30.560]  他只記得這件事
[00:07:30.560 --> 00:07:32.800]  當時的情景很重要
[00:07:32.800 --> 00:07:33.920]  兩隊
[00:07:33.920 --> 00:07:34.920]  一隊就450人
[00:07:34.920 --> 00:07:36.040]  一隊就一個人
[00:07:36.040 --> 00:07:38.000]  然後每人拿一隻牛出來
[00:07:38.000 --> 00:07:39.800]  然後將牠切
[00:07:39.800 --> 00:07:45.800]  rib eye也好,pine rib也好,skirt steak也好,你喜歡怎麼切都切
[00:07:45.800 --> 00:07:46.920]  全部放出來
[00:07:46.920 --> 00:07:47.760]  然後怎樣
[00:07:47.760 --> 00:07:49.520]  如果你的巴力是神
[00:07:49.520 --> 00:07:50.560]  你降火
[00:07:50.560 --> 00:07:51.520]  我們耶和華是神
[00:07:51.520 --> 00:07:52.200]  我們就降火
[00:07:52.200 --> 00:07:53.560]  看誰有火
[00:07:53.560 --> 00:07:55.080]  最後你知道
[00:07:55.080 --> 00:07:56.520]  巴力那邊怎樣
[00:07:56.520 --> 00:07:57.800]  煙都沒有
[00:07:57.800 --> 00:07:58.480]  不斷透露
[00:07:58.480 --> 00:08:00.040]  透極都沒有
[00:08:00.040 --> 00:08:00.760]  然後呢
[00:08:00.760 --> 00:08:01.680]  以利亞那邊
[00:08:01.680 --> 00:08:02.720]  見你都沒有
[00:08:02.720 --> 00:08:05.120]  他那邊要幾火有幾火
[00:08:05.120 --> 00:08:06.920]  要幾成熟有幾成熟
[00:08:06.920 --> 00:08:07.760]  是不是
[00:08:07.760 --> 00:08:10.960]  當然如果你是要吃medium rare那些
[00:08:10.960 --> 00:08:12.560]  可能很少火就行了
[00:08:12.560 --> 00:08:13.800]  他那些全部well done
[00:08:13.800 --> 00:08:16.120]  因為最後那些火很強
[00:08:16.120 --> 00:08:19.680]  我們中國人看聖經是有點不同的
[00:08:19.680 --> 00:08:21.520]  以利亞
[00:08:21.520 --> 00:08:26.200]  你能夠可能記得的就是這麼精彩的加密山之戰
[00:08:26.200 --> 00:08:26.880]  是不是
[00:08:26.880 --> 00:08:28.640]  很多時
[00:08:28.640 --> 00:08:29.920]  今天先說定
[00:08:29.920 --> 00:08:31.920]  是比較多說一點聖經
[00:08:31.920 --> 00:08:33.680]  會多一點這個
[00:08:33.680 --> 00:08:35.640]  background的背景
[00:08:35.640 --> 00:08:37.760]  接下來這幾個星期
[00:08:37.760 --> 00:08:42.120]  我們的系列都會集中於這個偉大的先知
[00:08:42.120 --> 00:08:44.600]  我們會看看他到底其實
[00:08:44.600 --> 00:08:46.880]  過去一生是怎樣被神去模造
[00:08:46.880 --> 00:08:49.000]  他一個侍奉者
[00:08:49.000 --> 00:08:50.400]  一個跟隨者
[00:08:50.400 --> 00:08:52.240]  神怎樣去模造
[00:08:52.240 --> 00:08:55.160]  他怎樣去
[00:08:55.160 --> 00:08:58.760]  讓他成為一個真的
[00:08:58.760 --> 00:09:02.840]  名副其實的一個神的先知
[00:09:02.840 --> 00:09:04.600]  我都想問你一個問題
[00:09:04.600 --> 00:09:09.520]  在座當中有多少人真的認識以利亞
[00:09:09.520 --> 00:09:10.800]  沒有人嗎
[00:09:10.800 --> 00:09:11.840]  或者這麼說
[00:09:11.840 --> 00:09:15.320]  你通常在哪裏認識以利亞
[00:09:15.320 --> 00:09:17.520]  不要說在會點
[00:09:17.520 --> 00:09:19.640]  我的意思是在聖經裏面哪裏
[00:09:19.640 --> 00:09:20.280]  不好意思
[00:09:20.280 --> 00:09:23.360]  我的問題比較廣泛
[00:09:23.360 --> 00:09:25.840]  Children Bible
[00:09:25.840 --> 00:09:27.160]  還有呢
[00:09:27.160 --> 00:09:29.320]  Adult Bible不提
[00:09:29.320 --> 00:09:32.840]  Children Bible才提
[00:09:32.840 --> 00:09:33.960]  我不知道你
[00:09:33.960 --> 00:09:37.360]  一般信徒認識以利亞
[00:09:37.360 --> 00:09:39.800]  是在新約聖經
[00:09:39.800 --> 00:09:40.960]  在新約聖經
[00:09:40.960 --> 00:09:41.880]  很有趣
[00:09:41.880 --> 00:09:42.760]  為甚麼
[00:09:42.760 --> 00:09:44.760]  因為你都是看福音書
[00:09:44.760 --> 00:09:47.400]  福音書一出場是誰
[00:09:47.400 --> 00:09:48.480]  很多時候
[00:09:48.480 --> 00:09:52.000]  當然是司祭約翰
[00:09:52.000 --> 00:09:54.240]  但很多時候以利亞就在那裏
[00:09:54.240 --> 00:09:55.920]  突然間這個字就出來了
[00:09:55.920 --> 00:09:57.080]  你看很多東西
[00:09:57.080 --> 00:09:57.960]  譬如
[00:09:57.960 --> 00:09:59.960]  路加福音第一章十七節
[00:09:59.960 --> 00:10:01.360]  有一節聖經
[00:10:01.360 --> 00:10:04.640]  「我必有以利亞的心智能力
[00:10:04.640 --> 00:10:06.240]  行在主面前
[00:10:06.240 --> 00:10:08.440]  為叫父的心轉向兒女
[00:10:08.440 --> 00:10:12.280]  叫撥引的人轉從二人的智慧
[00:10:12.280 --> 00:10:15.600]  又為主預備合適的百姓」
[00:10:15.600 --> 00:10:17.480]  這個他你知道是誰
[00:10:17.480 --> 00:10:18.800]  好像有以利亞的心智
[00:10:18.800 --> 00:10:20.320]  就是我們剛才說的司祭約翰
[00:10:20.320 --> 00:10:21.640]  你看福音書的時候
[00:10:21.640 --> 00:10:23.200]  以利亞又出現了
[00:10:23.200 --> 00:10:25.920]  這個司祭約翰和以利亞的相似度
[00:10:25.920 --> 00:10:28.120]  我們說大概有90%
[00:10:28.120 --> 00:10:32.880]  用中國內地現在的術語叫做「撞臉」
[00:10:32.880 --> 00:10:33.880]  就是出街的時候
[00:10:33.880 --> 00:10:35.040]  你不知道
[00:10:35.040 --> 00:10:36.040]  可能認錯了
[00:10:36.040 --> 00:10:38.120]  其實他就是以利亞
[00:10:38.120 --> 00:10:39.480]  他們的外表
[00:10:39.480 --> 00:10:41.200]  服飾都很相似
[00:10:41.200 --> 00:10:43.920]  都是穿迷你服飾
[00:10:43.920 --> 00:10:46.160]  那些駱駝毛
[00:10:46.160 --> 00:10:47.640]  戴著一條腰帶
[00:10:47.640 --> 00:10:48.720]  以利亞也是
[00:10:48.720 --> 00:10:51.000]  兩個人的性格都是很剛烈的
[00:10:51.000 --> 00:10:52.360]  不給面子的
[00:10:52.360 --> 00:10:54.280]  以利亞就罵阿哈王
[00:10:54.280 --> 00:10:57.440]  司祭約翰就罵希律王
[00:10:57.440 --> 00:10:58.720]  你什麼都不行
[00:10:58.720 --> 00:11:00.080]  就是都很激烈的
[00:11:00.080 --> 00:11:01.560]  不信情面
[00:11:01.560 --> 00:11:03.240]  信息都很相似的
[00:11:03.240 --> 00:11:05.520]  信息都是叫你不再悔改
[00:11:05.520 --> 00:11:06.200]  你不悔改
[00:11:06.200 --> 00:11:08.200]  就是神的審判來到了等等
[00:11:08.200 --> 00:11:11.360]  都是很強烈的
[00:11:11.360 --> 00:11:14.480]  那為什麼90%還差10%是什麼呢
[00:11:14.480 --> 00:11:15.880]  還差10%就是
[00:11:15.880 --> 00:11:19.800]  聲音我不知道他們兩個相不相似
[00:11:19.800 --> 00:11:22.720]  有沒有人的聲音很像你的
[00:11:22.720 --> 00:11:24.760]  就是我們教會有個姊妹
[00:11:24.760 --> 00:11:28.760]  她的聲音很像特首
[00:11:28.760 --> 00:11:30.480]  香港特首
[00:11:30.480 --> 00:11:31.160]  你知道是誰嗎
[00:11:31.160 --> 00:11:32.360]  林鄭月娥
[00:11:32.360 --> 00:11:33.840]  如果你只聽她的聲音
[00:11:33.840 --> 00:11:34.600]  你不知道什麼事
[00:11:34.600 --> 00:11:36.200]  你以為林鄭月娥來了
[00:11:36.200 --> 00:11:38.720]  當然她是更加開朗更加開心
[00:11:38.720 --> 00:11:40.040]  姑姑是誰
[00:11:40.040 --> 00:11:41.160]  大家不知道嗎
[00:11:41.160 --> 00:11:42.160]  完了告訴你
[00:11:42.160 --> 00:11:42.720]  接著你再說
[00:11:42.720 --> 00:11:45.480]  哦是真的很相似
[00:11:45.480 --> 00:11:48.120]  除了這個跟施洗很相似
[00:11:48.120 --> 00:11:49.560]  以利亞又會出場
[00:11:49.560 --> 00:11:51.160]  當耶穌行完神蹟
[00:11:51.160 --> 00:11:52.320]  那些五餅二魚的時候
[00:11:52.320 --> 00:11:55.120]  那些人就說你是不是就是以利亞
[00:11:55.120 --> 00:11:58.000]  以利亞經常在封聖書出現
[00:11:58.000 --> 00:12:00.120]  當然我們知道他不是
[00:12:00.120 --> 00:12:01.080]  耶穌肯定不是他
[00:12:01.080 --> 00:12:03.280]  因為登山變象的時候
[00:12:03.280 --> 00:12:05.040]  有誰來了
[00:12:05.040 --> 00:12:06.000]  登山變象的時候
[00:12:06.000 --> 00:12:08.040]  又是耶穌又是以利亞來了
[00:12:08.040 --> 00:12:11.160]  以利亞一定不是耶穌
[00:12:11.160 --> 00:12:12.960]  耶穌一定不是以利亞
[00:12:12.960 --> 00:12:14.640]  聖經還有一句說話
[00:12:14.640 --> 00:12:15.760]  那時候在路加福報
[00:12:15.760 --> 00:12:18.520]  兩人正要和耶穌分離的時候
[00:12:18.520 --> 00:12:20.680]  彼得說夫子我在這裡
[00:12:20.680 --> 00:12:22.360]  多好可以搭三座棚
[00:12:22.360 --> 00:12:25.000]  一座是你一座是摩西一座是以利亞
[00:12:25.000 --> 00:12:26.360]  然後聖經補充一句
[00:12:26.360 --> 00:12:29.120]  他都不知道自己在說什麼
[00:12:29.120 --> 00:12:30.120]  他知不知道在說什麼
[00:12:30.120 --> 00:12:33.320]  我真的不討論這個事情
[00:12:33.320 --> 00:12:36.120]  但問題是我想問彼得
[00:12:36.120 --> 00:12:40.360]  那時候你怎樣認出這是摩西和以利亞
[00:12:40.360 --> 00:12:42.560]  你憑什麼認得出是摩西和以利亞
[00:12:42.560 --> 00:12:45.360]  現在給你兩個老公公走出來
[00:12:45.360 --> 00:12:47.080]  你怎知道是摩西和以利亞
[00:12:47.080 --> 00:12:49.800]  除非登山變象的時候
[00:12:49.800 --> 00:12:51.240]  兩個人下來的時候
[00:12:51.240 --> 00:12:52.640]  哇 九樣九樣
[00:12:52.640 --> 00:12:54.600]  摩西是以利亞
[00:12:54.600 --> 00:12:56.720]  很久沒聽到他們的大名了
[00:12:56.720 --> 00:12:58.040]  除非他們這樣介紹
[00:12:58.040 --> 00:13:00.320]  彼得有看到他們這樣介紹
[00:13:00.320 --> 00:13:02.240]  不然他怎認得出
[00:13:02.240 --> 00:13:05.440]  有人說摩西拿著十戒
[00:13:05.440 --> 00:13:08.040]  以利亞就拿著一把火
[00:13:08.040 --> 00:13:12.720]  I don't know
[00:13:12.720 --> 00:13:15.800]  怎樣認出不是一個最重要的問題
[00:13:15.800 --> 00:13:19.000]  問題是他再出現在新約的時候
[00:13:19.000 --> 00:13:21.920]  就已經不再在福音書
[00:13:21.920 --> 00:13:24.320]  再不在保羅書信
[00:13:24.320 --> 00:13:25.640]  他最後出現在哪裏
[00:13:25.640 --> 00:13:29.840]  很多時候我們那句聖經是在雅各書
[00:13:29.840 --> 00:13:34.680]  二人的禱告發出的力量是大有功效
[00:13:34.680 --> 00:13:37.280]  接著說以利亞就好像和我們一樣
[00:13:37.280 --> 00:13:39.640]  有同樣性情的人
[00:13:39.640 --> 00:13:41.600]  他祈禱不下雨
[00:13:41.600 --> 00:13:44.160]  三年零六個月就不下雨
[00:13:44.160 --> 00:13:47.160]  他祈禱下雨就馬上
[00:13:47.160 --> 00:13:48.680]  啪啪啪啪啪啪
[00:13:48.680 --> 00:13:50.200]  接著有很多出產
[00:13:50.200 --> 00:13:53.040]  這句是在雅各書出現的
[00:13:53.040 --> 00:13:55.120]  最後在新約出現之後
[00:13:55.120 --> 00:13:59.080]  我們就覺得我們很認識以利亞了
[00:13:59.080 --> 00:13:59.960]  通常就完了
[00:13:59.960 --> 00:14:03.000]  接著就Children's Bible
[00:14:03.000 --> 00:14:05.080]  剛才那句聖經
[00:14:05.080 --> 00:14:10.200]  二人的禱告所發出的能力是大有功效
[00:14:10.200 --> 00:14:12.360]  這幾節剛才的聖經
[00:14:12.360 --> 00:14:14.640]  你每一節聽你都會解
[00:14:14.640 --> 00:14:18.920]  第一節 二人的禱告所發出的力量是大有功效
[00:14:18.920 --> 00:14:20.320]  接著第二節
[00:14:20.320 --> 00:14:24.840]  以利亞和我們有同樣性情的人一樣
[00:14:24.840 --> 00:14:26.240]  你都懂 你都明白
[00:14:26.240 --> 00:14:27.600]  接著第三句
[00:14:27.600 --> 00:14:29.280]  他祈禱不要下雨
[00:14:29.280 --> 00:14:30.720]  三年零六個月就不下雨
[00:14:30.720 --> 00:14:33.200]  他祈禱下雨就馬上下雨
[00:14:33.200 --> 00:14:35.080]  三句你都會解
[00:14:35.080 --> 00:14:36.720]  但加在一起的時候
[00:14:36.720 --> 00:14:39.640]  你就覺得很難解
[00:14:39.640 --> 00:14:40.880]  這三句加在一起的時候
[00:14:40.880 --> 00:14:44.520]  你會發覺裏面有很大的衝突
[00:14:44.520 --> 00:14:48.880]  二人的禱告所發出的力量大有功效
[00:14:48.880 --> 00:14:49.960]  接著你就說
[00:14:49.960 --> 00:14:52.400]  以利亞祈禱不下雨就不下雨
[00:14:52.400 --> 00:14:54.080]  下雨就下雨就可以了
[00:14:54.080 --> 00:14:55.840]  為何無端端在中間要加
[00:14:55.840 --> 00:14:59.400]  以利亞和我們的性情一樣
[00:14:59.400 --> 00:15:02.360]  這句話呢
[00:15:02.360 --> 00:15:06.600]  無端端要加這句話呢
[00:15:06.600 --> 00:15:08.240]  如果你知道
[00:15:08.240 --> 00:15:11.880]  其實很多屬靈毀人
[00:15:11.880 --> 00:15:14.000]  其實他都是人
[00:15:14.000 --> 00:15:15.200]  牧師都是人
[00:15:15.200 --> 00:15:16.480]  牧師都會有軟弱
[00:15:16.480 --> 00:15:18.520]  牧師都不是甚麼偉人
[00:15:18.520 --> 00:15:21.680]  如果你來會點這裏聽講道
[00:15:21.680 --> 00:15:23.960]  你有時聽到梁牧師會講道
[00:15:23.960 --> 00:15:25.840]  梁牧師有時會來
[00:15:25.840 --> 00:15:27.920]  你知不知道有梁牧師
[00:15:27.920 --> 00:15:29.520]  有人不認識他
[00:15:29.520 --> 00:15:31.120]  他不是以利亞
[00:15:31.120 --> 00:15:35.520]  他都會經常提到一個牧者
[00:15:35.520 --> 00:15:38.040]  叫鄭兆基
[00:15:38.040 --> 00:15:39.760]  我不是鄭兆基牧師
[00:15:39.760 --> 00:15:41.760]  我叫鄭兆奇牧師
[00:15:41.760 --> 00:15:44.960]  我不明白為何他經常提到鄭兆基
[00:15:44.960 --> 00:15:45.880]  我叫鄭兆奇
[00:15:45.880 --> 00:15:47.560]  但無論如何
[00:15:47.560 --> 00:15:52.160]  可能這個鄭兆基牧師是很軟弱的
[00:15:52.160 --> 00:15:57.200]  他遇到很多試探引誘
[00:15:57.200 --> 00:16:01.040]  甚至他可能是同性戀的
[00:16:01.040 --> 00:16:04.080]  他太太發覺自己是同妻
[00:16:04.080 --> 00:16:05.600]  你知道甚麼是同妻嗎
[00:16:05.600 --> 00:16:07.440]  國內有個詞叫同妻
[00:16:07.440 --> 00:16:10.280]  即是同性戀的妻子
[00:16:10.280 --> 00:16:12.800]  最後他可能還出櫃
[00:16:12.800 --> 00:16:15.080]  Coming out of the closet
[00:16:15.080 --> 00:16:17.760]  大家明白甚麼是Coming out of the closet嗎
[00:16:17.760 --> 00:16:21.040]  即是在衣櫃內我可以穿裙子
