
[00:00:00.000 --> 00:00:09.000]  幾個星期前,盧博士帶領我們從宏觀的角度去看《馬太福音》這段經文
[00:05:54.000 --> 00:05:56.000]  無可厚非
[00:05:56.000 --> 00:05:58.000]  沒有什麼問題
[00:05:58.000 --> 00:06:00.000]  後面的經文也記載
[00:06:00.000 --> 00:06:02.000]  五個餅兩條魚
[00:06:02.000 --> 00:06:04.000]  變成五千人的食物
[00:06:04.000 --> 00:06:07.000]  為什麼他現在不這樣做呢?
[00:06:07.000 --> 00:06:12.000]  如果我們細心看耶穌所行的所有神蹟
[00:06:12.000 --> 00:06:16.000]  你就知道神蹟是為別人而做的
[00:06:16.000 --> 00:06:20.000]  不是為了自己的方便
[00:06:20.000 --> 00:06:22.000]  他又將水變酒
[00:06:22.000 --> 00:06:24.000]  他將五餅二魚變成
[00:06:24.000 --> 00:06:28.000]  滅極都貧窮無盡的食物
[00:06:28.000 --> 00:06:30.000]  這個告訴我們
[00:06:30.000 --> 00:06:36.000]  神蹟不是一個用來解決個人需要的捷徑
[00:06:36.000 --> 00:06:38.000]  其實在十一節結束的時候
[00:06:38.000 --> 00:06:41.000]  天使來侍候耶穌
[00:06:41.000 --> 00:06:43.000]  中文沒有翻譯得更詳細
[00:06:43.000 --> 00:06:48.000]  應該是天使帶著食物來侍候耶穌
[00:06:48.000 --> 00:06:52.000]  上帝知道他的心愛兒子禁食了四十天
[00:06:52.000 --> 00:06:54.000]  準備去傳道的時宮
[00:06:54.000 --> 00:06:58.000]  天使會準備好帶食物給他
[00:06:58.000 --> 00:07:00.000]  知道他飢餓
[00:07:00.000 --> 00:07:02.000]  耶穌不用自己去做
[00:07:02.000 --> 00:07:04.000]  其實他只需要多等一會
[00:07:04.000 --> 00:07:07.000]  撒旦就在這個時間攝入來
[00:07:07.000 --> 00:07:10.000]  天使未到,撒旦就走來
[00:07:10.000 --> 00:07:14.000]  所以耶穌是相信天父的公認和應許
[00:07:14.000 --> 00:07:18.000]  只不過是時間上未到
[00:07:18.000 --> 00:07:21.000]  香港人很喜歡快
[00:07:21.000 --> 00:07:24.000]  我們常常很希望自己的難處
[00:07:24.000 --> 00:07:27.000]  一有一點點就馬上解決
[00:07:27.000 --> 00:07:30.000]  什麼都馬上就出現
[00:07:30.000 --> 00:07:32.000]  你看到借錢的廣告就知道
[00:07:32.000 --> 00:07:34.000]  什麼都要馬上
[00:07:34.000 --> 00:07:35.000]  要有就馬上有
[00:07:35.000 --> 00:07:37.000]  什麼都要馬上馬上
[00:07:37.000 --> 00:07:40.000]  這個忍耐的功課是最難學的
[00:07:40.000 --> 00:07:42.000]  我性格比較急
[00:07:42.000 --> 00:07:44.000]  我也很明白
[00:07:44.000 --> 00:07:48.000]  很想讓事情快快靜靜
[00:07:48.000 --> 00:07:51.000]  但這個正正不是一個
[00:07:51.000 --> 00:07:53.000]  我們屬靈生命要學的東西
[00:07:53.000 --> 00:07:57.000]  學是要學忍耐、等候和神的時間
[00:07:57.000 --> 00:07:59.000]  主耶穌的回答
[00:07:59.000 --> 00:08:02.000]  是出自《生命記》八章第三節
[00:08:02.000 --> 00:08:05.000]  這是抗夜的瑪那事件
[00:08:05.000 --> 00:08:08.000]  他們在抗夜沒有食物
[00:08:08.000 --> 00:08:11.000]  就想起這個以色列文
[00:08:11.000 --> 00:08:13.000]  我以前在埃及
[00:08:13.000 --> 00:08:15.000]  很棒,圍著爐吃火鍋
[00:08:15.000 --> 00:08:18.000]  又有大蔥又有肉食
[00:08:18.000 --> 00:08:21.000]  為什麼現在在抗夜這麼慘呢?
[00:08:21.000 --> 00:08:22.000]  你弄個瑪那
[00:08:22.000 --> 00:08:24.000]  你知道瑪那的原文是什麼嗎?
[00:08:24.000 --> 00:08:27.000]  叫「這是什麼」
[00:08:27.000 --> 00:08:29.000]  「什麼來的」
[00:08:29.000 --> 00:08:31.000]  這個就是原文希伯來文
[00:08:31.000 --> 00:08:32.000]  叫「什麼來的」
[00:08:32.000 --> 00:08:34.000]  不過我們音譯了叫「瑪那」
[00:08:34.000 --> 00:08:37.000]  也不知道吃什麼鬼
[00:08:37.000 --> 00:08:40.000]  所以就在這裡發怨言
[00:08:40.000 --> 00:08:41.000]  埋怨神
[00:08:41.000 --> 00:08:42.000]  他忘記了
[00:08:42.000 --> 00:08:46.000]  是你求上帝拯救他們出埃及
[00:08:46.000 --> 00:08:48.000]  一沒東西吃就埋怨
[00:08:48.000 --> 00:08:51.000]  忘記了神的拯救和恩情
[00:08:51.000 --> 00:08:56.000]  人活著不是不靠食物
[00:08:56.000 --> 00:09:00.000]  人活著也不是單靠食物
[00:09:00.000 --> 00:09:02.000]  人活著是需要食物
[00:09:02.000 --> 00:09:06.000]  但是不要讓這東西成為我們的綑綁
[00:09:06.000 --> 00:09:08.000]  不要因著我們即刻的需要
[00:09:08.000 --> 00:09:09.000]  很餓
[00:09:09.000 --> 00:09:13.000]  耶穌你要馬上幫我解決
[00:09:13.000 --> 00:09:15.000]  我們很想用捷徑
[00:09:15.000 --> 00:09:16.000]  用神蹟
[00:09:16.000 --> 00:09:18.000]  這是不按聖經的教導
[00:09:18.000 --> 00:09:21.000]  也不理神的旨意
[00:09:21.000 --> 00:09:25.000]  我們以為可以不擇手段
[00:09:25.000 --> 00:09:29.000]  其實是先後的次序和抉擇的問題
[00:09:29.000 --> 00:09:34.000]  究竟我要做什麼抉擇呢?
[00:09:34.000 --> 00:09:40.000]  你知不知道世界上最了解你的是誰?
[00:09:40.000 --> 00:09:42.000]  其實是魔鬼
[00:09:42.000 --> 00:09:44.000]  除了上帝之外
[00:09:44.000 --> 00:09:46.000]  他對你一清二楚
[00:09:46.000 --> 00:09:49.000]  他會為你提供所有你有興趣的途徑
[00:09:49.000 --> 00:09:51.000]  去滿足你的私慾
[00:09:51.000 --> 00:09:54.000]  但這東西一定不合神心意
[00:09:54.000 --> 00:09:58.000]  所以要問我的私慾究竟是什麼呢?
[00:09:58.000 --> 00:10:06.000]  保羅在《格拉太書》五章十九節列出一堆十四、十五項邪情私慾的表
[00:10:06.000 --> 00:10:08.000]  今天我們不是查經班
[00:10:08.000 --> 00:10:09.000]  我不會說
[00:10:09.000 --> 00:10:11.000]  讓我們反省一下
[00:10:11.000 --> 00:10:14.000]  究竟什麼是我的私慾
[00:10:14.000 --> 00:10:15.000]  而這東西
[00:10:15.000 --> 00:10:21.000]  撒旦就是用來試你的方法
[00:10:21.000 --> 00:10:23.000]  你是哪一樣東西呢?
[00:10:23.000 --> 00:10:25.000]  要問自己
[00:10:25.000 --> 00:10:27.000]  這是一個警告
[00:10:27.000 --> 00:10:29.000]  聖靈就不一樣
[00:10:29.000 --> 00:10:32.000]  撒旦很喜歡滿足你的私慾
[00:10:32.000 --> 00:10:33.000]  跟你配合
[00:10:33.000 --> 00:10:34.000]  幫助你
[00:10:34.000 --> 00:10:36.000]  聖靈就剛剛
[00:10:36.000 --> 00:10:38.000]  我們廣東話不是很好聽
[00:10:38.000 --> 00:10:41.000]  是「疾頭疾世」
[00:10:41.000 --> 00:10:42.000]  經常提醒你
[00:10:42.000 --> 00:10:43.000]  你不要這樣
[00:10:43.000 --> 00:10:45.000]  你不要這樣
[00:10:45.000 --> 00:10:47.000]  神不喜歡的
[00:10:47.000 --> 00:10:49.000]  這個是聖靈的聲音
[00:10:49.000 --> 00:10:52.000]  永遠都是提醒和警告
[00:10:52.000 --> 00:10:56.000]  我們看看第二個試探是什麼呢?
[00:10:56.000 --> 00:10:57.000]  我們剛才說了
[00:10:57.000 --> 00:10:59.000]  耶穌當然是神的兒子
[00:10:59.000 --> 00:11:01.000]  在抗夜之前
[00:11:01.000 --> 00:11:03.000]  耶穌已經在約旦河受浸
[00:11:03.000 --> 00:11:05.000]  祂一上來的時候
[00:11:05.000 --> 00:11:08.000]  已經有聖靈降在祂身上
[00:11:08.000 --> 00:11:09.000]  天上有聲音說
[00:11:09.000 --> 00:11:11.000]  這是我的愛子
[00:11:11.000 --> 00:11:13.000]  我所喜悅的
[00:11:13.000 --> 00:11:15.000]  所以祂是神的兒子
[00:11:15.000 --> 00:11:18.000]  是不用懷疑的事實
[00:11:18.000 --> 00:11:19.000]  好了
[00:11:19.000 --> 00:11:21.000]  耶穌當然有能力在墊頂跳下去
[00:11:21.000 --> 00:11:23.000]  不受傷
[00:11:23.000 --> 00:11:26.000]  否則魔鬼不需要祂這樣做
[00:11:26.000 --> 00:11:28.000]  祂不會叫你和我
[00:11:28.000 --> 00:11:32.000]  如果耶穌真的中魔鬼的招
[00:11:32.000 --> 00:11:33.000]  在墊頂跳下來
[00:11:33.000 --> 00:11:35.000]  一定沒事
[00:11:35.000 --> 00:11:37.000]  但是就出事了
[00:11:37.000 --> 00:11:42.000]  祂就不再被稱為神的兒子
[00:11:42.000 --> 00:11:46.000]  這個就是引誘試探的目的
[00:11:46.000 --> 00:11:51.000]  要測試耶穌對上帝信任的關係
[00:11:51.000 --> 00:11:52.000]  我是神的兒子
[00:11:52.000 --> 00:11:54.000]  不需要祢說
[00:11:54.000 --> 00:11:56.000]  不需要祢教
[00:11:56.000 --> 00:12:00.000]  為什麼要懷疑呢?
[00:12:00.000 --> 00:12:03.000]  我講一個見證給你聽
[00:12:03.000 --> 00:12:05.000]  很多年前
[00:12:05.000 --> 00:12:07.000]  我有機會在工業福音團契
[00:12:07.000 --> 00:12:09.000]  有一個叫「戒賭團契」
[00:12:09.000 --> 00:12:11.000]  幫病態賭徒服侍
[00:12:11.000 --> 00:12:13.000]  我認識一位弟兄
[00:12:13.000 --> 00:12:16.000]  他當時分享一個見證
[00:12:16.000 --> 00:12:19.000]  他說他剛剛大學畢業
[00:12:19.000 --> 00:12:24.000]  同事說:你童子手
[00:12:24.000 --> 00:12:26.000]  童子口比較靈
[00:12:26.000 --> 00:12:29.000]  我們合夥買六合彩
[00:12:29.000 --> 00:12:31.000]  你說兩個號碼
[00:12:31.000 --> 00:12:33.000]  我們合起來幾個
[00:12:33.000 --> 00:12:35.000]  他是基督徒
[00:12:35.000 --> 00:12:37.000]  但他又不敢說
[00:12:37.000 --> 00:12:40.000]  因為他覺得剛剛新上公司
[00:12:40.000 --> 00:12:43.000]  又不好意思拒絕同事
[00:12:43.000 --> 00:12:45.000]  他就合了20元
[00:12:45.000 --> 00:12:47.000]  不知好彩還是不好彩
[00:12:47.000 --> 00:12:49.000]  中了三獎
[00:12:49.000 --> 00:12:51.000]  那幾個同事
[00:12:51.000 --> 00:12:55.000]  一人分了八千元給他
[00:12:55.000 --> 00:12:57.000]  他想
[00:12:57.000 --> 00:13:01.000]  我做了一個月才放鬆一點
[00:13:01.000 --> 00:13:04.000]  現在我上班兩個星期
[00:13:04.000 --> 00:13:06.000]  我就收了八千元
[00:13:06.000 --> 00:13:09.000]  我還用做得那麼辛苦嗎?
[00:13:09.000 --> 00:13:11.000]  自此之後
[00:13:11.000 --> 00:13:13.000]  他就變了病態賭徒
[00:13:13.000 --> 00:13:15.000]  一直這樣賭下去
[00:13:15.000 --> 00:13:17.000]  賭到這個福音團契
[00:13:17.000 --> 00:13:21.000]  好彩他還是信耶穌的
[00:13:21.000 --> 00:13:27.000]  所以當你參與了一次撒旦的意見之後
[00:13:27.000 --> 00:13:30.000]  你很難再出來
[00:13:30.000 --> 00:13:32.000]  跟他們同流合污
[00:13:32.000 --> 00:13:34.000]  他下次想不賭的時候
[00:13:34.000 --> 00:13:36.000]  他就會說你
[00:13:36.000 --> 00:13:38.000]  你都賭過一次
[00:13:38.000 --> 00:13:39.000]  基督徒
[00:13:39.000 --> 00:13:42.000]  你省一點吧
[00:13:42.000 --> 00:13:47.000]  撒旦不是試你的身份
[00:13:47.000 --> 00:13:49.000]  你不是基督徒
[00:13:49.000 --> 00:13:51.000]  撒旦不會試你的
[00:13:51.000 --> 00:13:56.000]  撒旦是捉你的痛腳
[00:13:56.000 --> 00:13:58.000]  然後當你一跌倒的時候
[00:13:58.000 --> 00:14:00.000]  加多一腳
[00:14:00.000 --> 00:14:02.000]  踩下去
[00:14:02.000 --> 00:14:04.000]  又說是基督徒
[00:14:04.000 --> 00:14:07.000]  跟不信有什麼分別?
[00:14:07.000 --> 00:14:08.000]  耶穌是神的兒子
[00:14:08.000 --> 00:14:11.000]  如果在被魔鬼撒旦成功之後
[00:14:11.000 --> 00:14:14.000]  他以後很難在日後的傳道
[00:14:14.000 --> 00:14:15.000]  趕鬼
[00:14:15.000 --> 00:14:16.000]  治病上
[00:14:16.000 --> 00:14:19.000]  再有權柄和能力
[00:14:19.000 --> 00:14:20.000]  同樣的
[00:14:20.000 --> 00:14:23.000]  如果我們是神的兒女
[00:14:23.000 --> 00:14:25.000]  是基督徒
[00:14:25.000 --> 00:14:28.000]  我們如果被魔鬼的心思控制了
[00:14:28.000 --> 00:14:29.000]  勝過我們
[00:14:29.000 --> 00:14:33.000]  我們很難再在人的面前做見證
[00:14:33.000 --> 00:14:35.000]  說不出
[00:14:35.000 --> 00:14:36.000]  更加厲害的地方
[00:14:36.000 --> 00:14:39.000]  這是一個成功的捷徑
[00:14:39.000 --> 00:14:42.000]  耶穌被釘十字架的時候
[00:14:42.000 --> 00:14:45.000]  在馬太27章39節記載
[00:14:45.000 --> 00:14:47.000]  從那裡經過的人
[00:14:47.000 --> 00:14:48.000]  譏笑他
[00:14:48.000 --> 00:14:50.000]  搖著頭說
[00:14:50.000 --> 00:14:54.000]  你這拆毀殿三日又建造起來的
[00:14:54.000 --> 00:14:56.000]  救救你自己吧
[00:14:56.000 --> 00:14:59.000]  如果你是神的兒子
[00:14:59.000 --> 00:15:02.000]  就從十架下來吧
[00:15:02.000 --> 00:15:05.000]  很大的試探
[00:15:05.000 --> 00:15:09.000]  如果真的從十字架下來
[00:15:09.000 --> 00:15:13.000]  如果他真的猜十二型天使來救他
[00:15:13.000 --> 00:15:15.000]  全部人都相信耶穌
[00:15:15.000 --> 00:15:17.000]  何必這麼複雜呢
[00:15:17.000 --> 00:15:19.000]  魔鬼表面上為主耶穌提供一個
[00:15:19.000 --> 00:15:22.000]  早些完成事工的捷徑
[00:15:22.000 --> 00:15:24.000]  一跳下來就吸引萬人了
[00:15:24.000 --> 00:15:27.000]  還用去傳道嗎
[00:15:27.000 --> 00:15:29.000]  如果我們有黃牧師
[00:15:29.000 --> 00:15:32.000]  在田家丙的頂樓跳下來
[00:15:32.000 --> 00:15:34.000]  他不會這樣做
[00:15:34.000 --> 00:15:36.000]  沒事的
[00:15:36.000 --> 00:15:38.000]  以後不用開報道會了
[00:15:38.000 --> 00:15:42.000]  明天開始會排隊排到火車站
[00:15:42.000 --> 00:15:44.000]  很多人來信耶穌
[00:15:44.000 --> 00:15:46.000]  這是一個捷徑
[00:15:46.000 --> 00:15:47.000]  弟兄姊妹
[00:15:47.000 --> 00:15:51.000]  我們大半的人生都要努力工作
[00:15:51.000 --> 00:15:54.000]  魔鬼是教你一條成功的捷徑
[00:15:54.000 --> 00:15:57.000]  你就很方便
[00:15:57.000 --> 00:15:58.000]  真是快靚正
[00:15:58.000 --> 00:16:00.000]  省時又省力
[00:16:00.000 --> 00:16:04.000]  你不會心動嗎
[00:16:04.000 --> 00:16:10.000]  最近國內有一個大學生職業調查報告
[00:16:10.000 --> 00:16:13.000]  去訪問現在的大學生
[00:16:13.000 --> 00:16:18.000]  問將來的理想職業是什麼呢
[00:16:18.000 --> 00:16:20.000]  調查來調查去
[00:16:20.000 --> 00:16:22.000]  寫來又寫去
[00:16:22.000 --> 00:16:24.000]  都沒有一個確實的答案
[00:16:24.000 --> 00:16:26.000]  做什麼職業
[00:16:26.000 --> 00:16:30.000]  但他們寫了三個共通的條件
[00:16:30.000 --> 00:16:32.000]  你聽我讀出來
[00:16:32.000 --> 00:16:34.000]  因為它是用普通話的
[00:16:34.000 --> 00:16:36.000]  希望你聽得懂
[00:16:36.000 --> 00:16:37.000]  第一個就是
[00:16:37.000 --> 00:16:40.000]  工資高
[00:16:40.000 --> 00:16:43.000]  家人可少
[00:16:43.000 --> 00:16:45.000]  李家賤
[00:16:45.000 --> 00:16:47.000]  你想想
[00:16:47.000 --> 00:16:49.000]  他們不知道做什麼工
[00:16:49.000 --> 00:16:51.000]  但要這樣
[00:16:51.000 --> 00:16:52.000]  人工要高
[00:16:52.000 --> 00:16:54.000]  工作要少
[00:16:54.000 --> 00:16:56.000]  不用坐車
[00:16:56.000 --> 00:16:57.000]  最好是這樣
[00:16:57.000 --> 00:17:01.000]  說來說去都沒有一個職業
[00:17:01.000 --> 00:17:03.000]  什麼是最不好的工作呢
[00:17:03.000 --> 00:17:05.000]  錢少
[00:17:05.000 --> 00:17:09.000]  最不好的工作就是錢少
[00:17:09.000 --> 00:17:13.000]  終於有一個人找到一個職業理想
[00:17:13.000 --> 00:17:15.000]  懂得講一個具體的
[00:17:15.000 --> 00:17:18.000]  叫做了得話得住手
[00:17:18.000 --> 00:17:21.000]  那我就不用排隊買門票了
[00:17:21.000 --> 00:17:24.000]  這個就是現在的理想
[00:17:24.000 --> 00:17:26.000]  所以你想想
[00:17:26.000 --> 00:17:28.000]  我們都很喜歡短片
[00:17:28.000 --> 00:17:30.000]  快靚正
[00:17:30.000 --> 00:17:32.000]  撒旦也很喜歡提供門徑給你
[00:17:32.000 --> 00:17:34.000]  那你就去做吧
[00:17:34.000 --> 00:17:36.000]  耶穌的回答
[00:17:36.000 --> 00:17:39.000]  是在《新命記》的六章第十六節
[00:17:39.000 --> 00:17:44.000]  當時也是一個叫做米利巴一個地方事件的翻版
[00:17:44.000 --> 00:17:46.000]  《新命記》記載
[00:17:46.000 --> 00:17:49.000]  抗野的百姓因為沒有食物就埋怨神
[00:17:49.000 --> 00:17:51.000]  給他們一些白色的食物
[00:17:51.000 --> 00:17:53.000]  他們吃了也算是飽了
[00:17:53.000 --> 00:17:55.000]  後來又有鵪鶉
[00:17:55.000 --> 00:17:57.000]  每天供應
[00:17:57.000 --> 00:17:59.000]  不可以拿多的
[00:17:59.000 --> 00:18:00.000]  你一拿多
[00:18:00.000 --> 00:18:02.000]  第二天就會發霉
[00:18:02.000 --> 00:18:03.000]  很有趣的
[00:18:03.000 --> 00:18:04.000]  安息日之前
[00:18:04.000 --> 00:18:06.000]  那天你可以收傷份
[00:18:06.000 --> 00:18:08.000]  那天第二天又不發霉
[00:18:08.000 --> 00:18:10.000]  神就很適時要你跟著祂的供應
[00:18:10.000 --> 00:18:12.000]  每一天跟隨神
[00:18:12.000 --> 00:18:14.000]  接著去到利菲定
[00:18:14.000 --> 00:18:16.000]  為了沒有水喝
[00:18:16.000 --> 00:18:18.000]  又再去試探神
[00:18:18.000 --> 00:18:20.000]  神很清楚告訴我們
[00:18:20.000 --> 00:18:22.000]  我們是祂的身份
[00:18:22.000 --> 00:18:24.000]  我們是很尊貴
[00:18:24.000 --> 00:18:26.000]  我們要堅守祂的應許
[00:18:26.000 --> 00:18:28.000]  我們不需要時時去問
[00:18:28.000 --> 00:18:30.000]  因為一有遇到不對的事
[00:18:30.000 --> 00:18:32.000]  我們就去問神
[00:18:32.000 --> 00:18:35.000]  祢是不是愛我的?
[00:18:35.000 --> 00:18:37.000]  我們經常反反覆覆
[00:18:37.000 --> 00:18:39.000]  重重覆覆
[00:18:39.000 --> 00:18:42.000]  就會在這種週期裏面
[00:18:42.000 --> 00:18:44.000]  沒有事的時候
[00:18:44.000 --> 00:18:45.000]  神很愛我
[00:18:45.000 --> 00:18:47.000]  一有事就問神愛我
[00:18:47.000 --> 00:18:49.000]  我們很容易變成一個
[00:18:49.000 --> 00:18:51.000]  深宮怨婦的基督徒
[00:18:51.000 --> 00:18:53.000]  晚上點一支蠟燭
[00:18:53.000 --> 00:18:55.000]  拿著一枝玫瑰
[00:18:55.000 --> 00:18:56.000]  在那裏撕
[00:18:56.000 --> 00:18:58.000]  神愛我
[00:18:58.000 --> 00:19:00.000]  神不愛我
[00:19:00.000 --> 00:19:01.000]  神你愛我
[00:19:01.000 --> 00:19:03.000]  神你也不愛我
[00:19:03.000 --> 00:19:05.000]  這是很危險的
[00:19:05.000 --> 00:19:07.000]  我們經常很想用神跡
