
[00:00:00.000 --> 00:00:04.180]  我記得我出來工作時在醫院實習
[00:01:24.700 --> 00:01:27.180]  現在好像限制了一些,不可以立刻教人
[00:01:27.180 --> 00:01:28.540]  以前真的可以的
[00:01:28.540 --> 00:01:30.740]  你今天還沒有牌
[00:01:30.740 --> 00:01:33.180]  明天你有了牌,你可以去教人
[00:01:33.180 --> 00:01:36.020]  你打個牌在後面,L牌在後面
[00:01:36.020 --> 00:01:38.540]  你坐在旁邊就可以了
[00:01:38.540 --> 00:01:40.180]  真的挺化學,對不對?
[00:01:40.180 --> 00:01:42.180]  但是讓我想起一件事就是
[00:01:42.180 --> 00:01:43.820]  很多時候我們看一次
[00:01:43.820 --> 00:01:45.340]  就下次要自己做
[00:01:45.340 --> 00:01:46.620]  那問題在哪裡呢?
[00:01:46.620 --> 00:01:48.500]  問題是你看那個人,教那個人
[00:01:48.500 --> 00:01:50.900]  你教得不好,那怎麼辦呢?
[00:01:50.900 --> 00:01:52.100]  你看一次而已
[00:01:52.100 --> 00:01:54.060]  下次做了,他就說你OK
[00:01:54.060 --> 00:01:55.300]  你照著他做
[00:01:55.300 --> 00:01:57.060]  但是可能他的方法不正宗
[00:01:57.060 --> 00:01:58.300]  可能有很多錯漏
[00:01:58.300 --> 00:01:59.900]  以後就可以教人了
[00:01:59.900 --> 00:02:01.260]  一個教一個,一個教一個
[00:02:01.260 --> 00:02:03.460]  就像病毒一樣去蔓延
[00:02:03.460 --> 00:02:05.540]  整整下整個醫院都是用那種方法
[00:02:05.540 --> 00:02:06.980]  其實可能是錯的
[00:02:06.980 --> 00:02:07.820]  大家明白了嗎?
[00:02:07.820 --> 00:02:11.140]  這個道理就是今天所說的榜樣
[00:02:11.140 --> 00:02:12.620]  一個榜樣的形式
[00:02:12.620 --> 00:02:14.300]  如果榜樣是不好的話
[00:02:14.300 --> 00:02:16.300]  很多人就跟著你那條路走了
[00:02:16.300 --> 00:02:17.980]  是不是?榜樣是好的
[00:02:17.980 --> 00:02:19.780]  很多人就跟著你正確的方法
[00:02:19.780 --> 00:02:21.380]  很多時候我們都知道的,對不對?
[00:02:21.380 --> 00:02:23.100]  我記得小時候
[00:02:23.100 --> 00:02:24.340]  我英文老師
[00:02:24.340 --> 00:02:26.700]  英文老師在香港叫英文學校
[00:02:26.700 --> 00:02:28.620]  都頗有名的英文學校
[00:02:28.620 --> 00:02:30.220]  英文老師就教我讀那個字
[00:02:30.220 --> 00:02:31.260]  叫舒服的那個字
[00:02:31.260 --> 00:02:33.260]  comfortable
[00:02:33.260 --> 00:02:35.580]  他就叫comfortable,OK?
[00:02:35.580 --> 00:02:38.020]  是四個音的
[00:02:38.020 --> 00:02:40.940]  我到現在讀comfortable
[00:02:40.940 --> 00:02:42.260]  但其實不是
[00:02:42.260 --> 00:02:44.660]  那些西人改正說comfortable
[00:02:44.660 --> 00:02:46.100]  comfortable
[00:02:46.100 --> 00:02:47.620]  不是comfortable
[00:02:47.620 --> 00:02:50.660]  但是已經是進入了腦袋,對不對?
[00:02:50.660 --> 00:02:52.580]  照著字面不斷拼的
[00:02:52.580 --> 00:02:56.540]  我們香港讀書,對不對?拼音
[00:02:56.540 --> 00:02:58.060]  但是有人教錯了我
[00:02:58.060 --> 00:02:59.420]  就一輩子都錯了
[00:02:59.420 --> 00:03:00.940]  我做父母
[00:03:00.940 --> 00:03:04.500]  我做父母一定更加那個榜樣是重要的,對不對?
[00:03:04.500 --> 00:03:07.060]  很多時候見到小朋友常常都說髒話的
[00:03:07.060 --> 00:03:07.940]  為什麼?
[00:03:07.940 --> 00:03:10.380]  因為父母常常在家裡吵架就說髒話
[00:03:10.380 --> 00:03:11.740]  真的,對不對?
[00:03:11.740 --> 00:03:14.740]  為什麼他這麼小就常常掛著要錢的呢?
[00:03:14.740 --> 00:03:15.900]  是不是?常常都說要錢
[00:03:15.900 --> 00:03:16.700]  零用錢
[00:03:16.700 --> 00:03:19.060]  問完爸爸就拿完
[00:03:19.060 --> 00:03:20.060]  就問媽媽拿
[00:03:20.060 --> 00:03:21.620]  就拿雙份的,你知不知道?
[00:03:21.620 --> 00:03:25.380]  就不跟媽媽說爸爸給了的
[00:03:25.380 --> 00:03:28.820]  為什麼?因為家裡原來父母都是貪錢的
[00:03:28.820 --> 00:03:31.460]  一輩子就叫他不要
[00:03:31.460 --> 00:03:34.580]  那次我們梁永善牧師之前我們去退休會
[00:03:34.580 --> 00:03:36.500]  他說那些父母教他就是
[00:03:36.500 --> 00:03:39.420]  沒錢沒好處的人不要做,對不對?
[00:03:39.420 --> 00:03:41.380]  那一代的父母一定是這樣
[00:03:41.380 --> 00:03:42.860]  基督徒可能好一點
[00:03:42.860 --> 00:03:44.620]  但都不是好很多
[00:03:44.620 --> 00:03:47.020]  就是一個物質世界
[00:03:47.020 --> 00:03:48.100]  一個競爭的世界
[00:03:48.100 --> 00:03:49.340]  尤其香港來大家知道
[00:03:49.340 --> 00:03:51.260]  物質世界、競爭世界,對不對?
[00:03:51.260 --> 00:03:53.180]  我們很明白這件事
[00:03:53.180 --> 00:03:55.820]  但是很多時候你就跟著父母的態度去做
[00:03:55.820 --> 00:03:56.820]  他賭錢你就跟著他賭錢
[00:03:56.820 --> 00:03:58.660]  他吸煙你就覺得吸煙沒問題
[00:03:58.660 --> 00:04:00.740]  這個就是榜樣的問題
[00:04:00.740 --> 00:04:03.460]  我們看《聖經》榜樣我們看到
[00:04:03.460 --> 00:04:06.620]  就是有兩個早期教會
[00:04:06.620 --> 00:04:09.340]  一個是保羅,一個是提摩太行
[00:04:09.340 --> 00:04:15.620]  大家知道保羅就應該當時已經到一把年紀
[00:04:15.620 --> 00:04:17.780]  因為看他寫的地方書信
[00:04:17.780 --> 00:04:20.100]  他說眼睛不好
[00:04:20.100 --> 00:04:21.420]  他的字寫得很大隻的
[00:04:21.420 --> 00:04:23.700]  那些學者就去推論保羅
[00:04:23.700 --> 00:04:25.780]  其實應該都是有老花的
[00:04:25.780 --> 00:04:27.260]  就像我這樣,對不對?
[00:04:27.260 --> 00:04:29.140]  我用過iPad看著
[00:04:29.140 --> 00:04:32.620]  我都開到最大的文章,你知道嗎?
[00:04:32.620 --> 00:04:33.980]  早幾年不用的
[00:04:33.980 --> 00:04:38.020]  我記得我很多年前在香港有一次講到
[00:04:38.020 --> 00:04:40.420]  我牧師很好,其實給面子我的
[00:04:40.420 --> 00:04:41.660]  香港不論到我講到的
[00:04:41.660 --> 00:04:44.140]  他就說,他就上了一本《聖經》給我
[00:04:44.140 --> 00:04:46.220]  就很大本的
[00:04:46.220 --> 00:04:48.100]  我說牧師,這麼大本?
[00:04:48.100 --> 00:04:50.340]  他說講到方便了,你說方便?
[00:04:50.340 --> 00:04:51.500]  我那時候沒有老花
[00:04:51.500 --> 00:04:53.140]  我覺得不方便
[00:04:53.140 --> 00:04:56.740]  拿著這麼大的《聖經》四維去講到,對不對?
[00:04:56.740 --> 00:05:00.140]  原來牧師,那個牧師,香港牧師,陳牧師
[00:05:00.140 --> 00:05:02.340]  他有先知的恩賜
[00:05:02.340 --> 00:05:04.380]  他知道我若干年後
[00:05:04.380 --> 00:05:07.420]  真的需要這麼大本《聖經》
[00:05:07.420 --> 00:05:09.220]  保羅就是這樣,他在一把年紀
[00:05:09.220 --> 00:05:11.140]  提摩太行,人們就猜他多少歲
[00:05:11.140 --> 00:05:12.180]  人們說是年輕人
[00:05:12.180 --> 00:05:13.140]  其實都不是年輕人
[00:05:13.140 --> 00:05:15.180]  猶太人你沒有三十歲出來講話
[00:05:15.180 --> 00:05:17.460]  人們都不當你是一個大人
[00:05:17.460 --> 00:05:20.780]  所以提摩太應該都有三十歲以上
[00:05:20.780 --> 00:05:22.540]  就和你們差不多
[00:05:22.540 --> 00:05:24.700]  OK,那我是保羅
[00:05:24.700 --> 00:05:26.740]  保羅和提摩太的關係大家知道
[00:05:26.740 --> 00:05:28.780]  就是一個學生,一個老師
[00:05:28.780 --> 00:05:29.980]  又是同工
[00:05:29.980 --> 00:05:32.740]  他們亦私有那種關係
[00:05:32.740 --> 00:05:35.260]  那提摩太後書那裡
[00:05:35.260 --> 00:05:36.980]  就是保羅寫給提摩太那裡
[00:05:36.980 --> 00:05:37.980]  三章十至十一章
[00:05:37.980 --> 00:05:40.420]  大家很熟悉的那裡講到什麼呢?
[00:05:40.420 --> 00:05:43.300]  它說十四節,它說保羅講的
[00:05:43.300 --> 00:05:46.500]  「但你已經追隨了我的教導」
[00:05:46.500 --> 00:05:47.700]  不是教導那麼簡單
[00:05:47.700 --> 00:05:51.860]  「行為、志向、信心、寬容、愛心、忍耐」
[00:05:51.860 --> 00:05:54.020]  原來這些全部是保羅教他的
[00:05:54.020 --> 00:05:56.180]  他不是只是教他書本上的知識
[00:05:56.180 --> 00:05:57.540]  不是頭腦上的知識
[00:05:57.540 --> 00:06:00.940]  原來是包括行為、志向
[00:06:00.940 --> 00:06:02.740]  志向可能就是
[00:06:02.740 --> 00:06:05.340]  志向是去外光人那裡傳福音
[00:06:05.340 --> 00:06:08.060]  有愛心、有寬容、有忍耐
[00:06:08.060 --> 00:06:10.220]  這些很多是屬靈的果子
[00:06:10.220 --> 00:06:12.620]  原來都是保羅教他的
[00:06:12.620 --> 00:06:17.180]  「以及我在安提安、爾戈、念、路斯德所遭遇的迫害的苦難」
[00:06:17.180 --> 00:06:19.140]  「我忍受了何等的迫害」
[00:06:19.140 --> 00:06:21.620]  這些都是保羅見證給他看的
[00:06:21.620 --> 00:06:22.980]  不一定是好東西
[00:06:22.980 --> 00:06:24.420]  保羅經歷過很多苦難
[00:06:24.420 --> 00:06:26.220]  提摩太也是見證到的
[00:06:26.220 --> 00:06:28.740]  都是跟著他一起傳道
[00:06:28.740 --> 00:06:30.980]  從而學習了保羅
[00:06:30.980 --> 00:06:32.980]  以保羅為榜樣
[00:06:32.980 --> 00:06:34.540]  「但從這一切苦難中」
[00:06:34.540 --> 00:06:36.340]  「主都把我救了出來」
[00:06:36.340 --> 00:06:36.940]  「至於你」
[00:06:36.940 --> 00:06:39.580]  「你要持守所學習和所確信的」
[00:06:39.580 --> 00:06:41.980]  「因為你知道是跟誰學的」
[00:06:41.980 --> 00:06:43.020]  保羅提醒他
[00:06:43.020 --> 00:06:44.380]  「我是你老師」
[00:06:44.380 --> 00:06:46.660]  「我教了你不只是知識」
[00:06:46.660 --> 00:06:49.100]  「有行為、志向、信心、寬容、愛心、忍耐」
[00:06:49.100 --> 00:06:50.700]  「屬靈果子我教了你」
[00:06:50.700 --> 00:06:52.420]  或者不是故意教的
[00:06:52.420 --> 00:06:55.900]  是因為保羅、邰居泰跟著他一起很多年日
[00:06:55.900 --> 00:06:59.540]  他自然就是感受到
[00:06:59.540 --> 00:07:02.500]  很多時候我們父母就不需要故意教孩子
[00:07:02.500 --> 00:07:04.460]  他看到爸爸是這樣、媽媽是這樣
[00:07:04.460 --> 00:07:06.380]  他很多時候就會學了
[00:07:06.380 --> 00:07:10.180]  所以我們知道有一個好的榜樣就是這樣
[00:07:10.180 --> 00:07:13.380]  我回到這個「貼薩羅尼迦前書」一章那裡
[00:07:13.380 --> 00:07:17.820]  它第六、第七節講到這個「貼薩羅尼迦」的教會
[00:07:17.820 --> 00:07:19.380]  「貼薩羅尼迦」在哪裡呢?
[00:07:19.380 --> 00:07:20.940]  就在馬其頓
[00:07:20.940 --> 00:07:22.060]  Macedonia
[00:07:22.060 --> 00:07:23.500]  今天南歐的地方
[00:07:23.500 --> 00:07:25.260]  今天都有一個馬其頓的地方
[00:07:25.260 --> 00:07:27.260]  之前是南斯拉夫的部分
[00:07:27.260 --> 00:07:28.700]  後來分割了出來
[00:07:28.700 --> 00:07:30.460]  就是那個地方
[00:07:30.460 --> 00:07:32.100]  我們這裡不是很遠的
[00:07:32.100 --> 00:07:35.220]  很多人都認識菲勒比
[00:07:35.220 --> 00:07:36.900]  因為有菲勒比書
[00:07:36.900 --> 00:07:41.060]  菲勒比有一個異象,保羅看到就過海去了菲勒比
[00:07:41.060 --> 00:07:43.380]  但菲勒比其實不是一個那麼重要的城市
[00:07:43.380 --> 00:07:45.460]  是一個海邊的一個房
[00:07:45.460 --> 00:07:49.380]  就是房省的第一個站
[00:07:49.380 --> 00:07:54.180]  但「貼薩羅尼迦」原來就是馬其頓的首府
[00:07:54.180 --> 00:07:56.980]  就是我們廣東省,廣州就是首府
[00:07:56.980 --> 00:07:57.980]  大家明白嗎?
[00:07:57.980 --> 00:08:02.980]  所以馬其頓這個地方的「貼薩羅尼迦」
[00:08:02.980 --> 00:08:05.420]  就是保羅去傳道的時候
[00:08:05.420 --> 00:08:08.140]  第二次傳道的時候去到歐洲的地方
[00:08:08.140 --> 00:08:09.860]  設立的教會
[00:08:09.860 --> 00:08:13.100]  那麼他就...保羅怎麼說呢?
[00:08:13.100 --> 00:08:14.460]  保羅是讚賞他們
[00:08:14.460 --> 00:08:19.540]  「你們成為效法我們的更效法主的人
[00:08:19.540 --> 00:08:22.460]  因聖靈所激發的喜樂在大患中領受了真道
[00:08:22.460 --> 00:08:28.460]  從此你們作了馬其頓和阿該所有信主人的榜樣」
[00:08:28.460 --> 00:08:30.620]  他就是說因為你們做得好
[00:08:30.620 --> 00:08:34.740]  因為經歷了患難仍然有喜樂
[00:08:34.740 --> 00:08:35.780]  領受了真道
[00:08:35.780 --> 00:08:39.580]  你就成為整個馬其頓的人的榜樣
[00:08:39.580 --> 00:08:41.420]  不單只是馬其頓
[00:08:41.420 --> 00:08:42.420]  連什麼?
[00:08:42.420 --> 00:08:46.300]  連旁邊的省,南邊的阿該省
[00:08:46.300 --> 00:08:48.260]  阿該省可能大家未聽過
[00:08:48.260 --> 00:08:51.180]  但是哥林多教會大家聽過了
[00:08:51.180 --> 00:08:53.580]  哥林多前書、哥林多後書我們很熟悉
[00:08:53.580 --> 00:08:57.580]  哥林多就是阿該省的首府
[00:08:57.580 --> 00:09:00.180]  所以就是說你們的榜樣
[00:09:00.180 --> 00:09:03.380]  不單只是馬其頓的人都知道
[00:09:03.380 --> 00:09:06.980]  而是去到南邊
[00:09:06.980 --> 00:09:10.060]  阿該甚至哥林多這麼大的城市
[00:09:10.060 --> 00:09:11.580]  那些人都以你為榜樣
[00:09:11.580 --> 00:09:13.220]  本來這個讚賞很厲害
[00:09:13.220 --> 00:09:14.460]  是一個好的榜樣
[00:09:14.460 --> 00:09:16.620]  你想想如果榜樣不好又如何?
[00:09:16.620 --> 00:09:17.900]  榜樣不好就慘了
[00:09:17.900 --> 00:09:19.380]  如果你們榜樣不好又如何?
[00:09:19.380 --> 00:09:21.860]  傳到整個西班牙都是
[00:09:21.860 --> 00:09:22.740]  不單止西班牙
[00:09:22.740 --> 00:09:25.980]  倫敦、沃爾頓巴塞、拉臘
[00:09:25.980 --> 00:09:31.180]  馬其頓都知道西班牙教會的人多麼差
[00:09:31.180 --> 00:09:35.060]  尤其是不好的東西是傳得很快的
[00:09:35.060 --> 00:09:36.820]  好事就沒有很多人傳
[00:09:36.820 --> 00:09:39.660]  不好的人就當茶餘飯後剝花生的時候
[00:09:39.660 --> 00:09:42.220]  在那裡聊天就會傳開去
[00:09:42.220 --> 00:09:45.220]  所以我們一定要謹守一個好的榜樣
[00:09:45.220 --> 00:09:47.660]  以貼紗羅尼加教會的人做榜樣
[00:09:47.660 --> 00:09:52.380]  因為他們以前那些資訊這麼不發達
[00:09:52.380 --> 00:09:57.660]  都可以傳到整個馬其頓和阿該
[00:09:57.660 --> 00:10:00.100]  今天資訊發達了
[00:10:00.100 --> 00:10:03.820]  不好的東西你還沒走出這個教會
[00:10:03.820 --> 00:10:05.740]  雖然在另一邊的人已經知道
[00:10:05.740 --> 00:10:07.300]  真的
[00:10:07.300 --> 00:10:09.100]  只打了一個WhatsApp
[00:10:09.100 --> 00:10:11.540]  群組有百多人
[00:10:11.540 --> 00:10:13.780]  你想傳開去是很容易
[00:10:13.780 --> 00:10:15.300]  好、不好都是
[00:10:15.300 --> 00:10:17.460]  所以我們一定要小心
[00:10:17.460 --> 00:10:18.620]  不單止
[00:10:18.620 --> 00:10:21.060]  第一章第八節跟著說
[00:10:21.060 --> 00:10:24.580]  他說因為主的道已經從你們那裡傳播出去
[00:10:24.580 --> 00:10:28.180]  你們向神的信心不只在馬其頓和阿該
[00:10:28.180 --> 00:10:30.460]  就是在各處也都傳開
[00:10:30.460 --> 00:10:31.140]  多厲害
[00:10:31.140 --> 00:10:33.140]  這個榜樣
[00:10:33.140 --> 00:10:35.740]  這個遵守好的榜樣
[00:10:35.740 --> 00:10:37.660]  效法保羅
[00:10:37.660 --> 00:10:39.500]  保羅也是效法基督
[00:10:39.500 --> 00:10:41.820]  這個榜樣很快出去你的省
[00:10:41.820 --> 00:10:42.660]  南美的省
[00:10:42.660 --> 00:10:45.020]  甚至其他所有的地方
[00:10:45.020 --> 00:10:46.940]  當時是羅馬統治的地方
[00:10:46.940 --> 00:10:49.100]  條條大路通羅馬
[00:10:49.100 --> 00:10:51.020]  是非也都通到羅馬
[00:10:51.020 --> 00:10:51.860]  真的
[00:10:51.860 --> 00:10:52.660]  很快出去
[00:10:52.660 --> 00:10:54.100]  他說全部人都知道
[00:10:54.100 --> 00:10:55.500]  所以提醒了我們
[00:10:55.500 --> 00:10:59.540]  這個是多麼重要的一件事
[00:10:59.540 --> 00:11:01.500]  這個簡直是傳播出去
[00:11:01.500 --> 00:11:02.500]  傳播
[00:11:02.500 --> 00:11:04.740]  我們牛華本身也是說傳播
[00:11:04.740 --> 00:11:07.140]  傳播其實不是只是說出去
[00:11:07.140 --> 00:11:08.620]  傳播原文
[00:11:08.620 --> 00:11:10.540]  英文是Ring Out Ring Out
[00:11:10.540 --> 00:11:11.860]  意思就是說
[00:11:11.860 --> 00:11:14.540]  打著鐘去宣佈
[00:11:14.540 --> 00:11:15.460]  你看多厲害
[00:11:15.460 --> 00:11:17.540]  就是你的好東西或者不好的東西
[00:11:17.540 --> 00:11:19.340]  那些人幫你傳開去
[00:11:19.340 --> 00:11:21.380]  是敲著鐘去說
[00:11:21.380 --> 00:11:22.740]  原文是這樣的意思
[00:11:22.740 --> 00:11:25.700]  意思就是說我們一定要有好的榜樣
[00:11:25.700 --> 00:11:30.060]  那些人就會名中宣佈你這個好榜樣
[00:11:30.060 --> 00:11:31.940]  聖經是這樣教我們
[00:11:31.940 --> 00:11:34.500]  所以榜樣我們就很重要
[00:11:34.500 --> 00:11:36.740]  榜樣是甚麼
[00:11:36.740 --> 00:11:38.300]  榜樣有兩個英文字
[00:11:38.300 --> 00:11:39.260]  我看一個字字典
[00:11:39.260 --> 00:11:40.860]  一個就是example
[00:11:40.860 --> 00:11:43.460]  example其實就比較寬闊一點
[00:11:43.460 --> 00:11:44.620]  就是
[00:11:44.620 --> 00:11:45.780]  先生我不懂怎樣做
[00:11:45.780 --> 00:11:46.940]  你舉幾個例子給我
[00:11:46.940 --> 00:11:48.100]  先生不會教你怎樣做
[00:11:48.100 --> 00:11:49.620]  因為教了你
[00:11:49.620 --> 00:11:50.740]  你照抄就可以了
[00:11:50.740 --> 00:11:52.940]  很多時候是舉例
[00:11:52.940 --> 00:11:56.220]  這個就是比較寬闊一點的定義
[00:11:56.220 --> 00:11:58.540]  但窄一點的定義其實是model
[00:11:58.540 --> 00:11:59.700]  model modeling
[00:11:59.700 --> 00:12:01.180]  即是model這個字
[00:12:01.180 --> 00:12:02.740]  以一個模式去做
[00:12:02.740 --> 00:12:05.140]  我比較膚淺
[00:12:05.140 --> 00:12:07.660]  我聽到model想起甚麼呢
[00:12:07.660 --> 00:12:09.300]  想起那些行天橋的model
[00:12:09.300 --> 00:12:11.020]  那些模特兒
[00:12:11.020 --> 00:12:12.220]  很奇怪
[00:12:12.220 --> 00:12:14.820]  為甚麼他們又叫model呢
[00:12:14.820 --> 00:12:16.420]  原來的意思就是
[00:12:16.420 --> 00:12:19.500]  他們穿那件衣服給你看看
[00:12:19.500 --> 00:12:21.980]  你就跟著學他們穿
[00:12:21.980 --> 00:12:24.860]  例如今年你喜歡打領帶嗎
[00:12:24.860 --> 00:12:26.220]  我最喜歡那天我選了打領帶
[00:12:26.220 --> 00:12:28.660]  不知為甚麼
[00:12:28.660 --> 00:12:29.900]  我可能知道有長老
[00:12:29.900 --> 00:12:31.980]  所以你明不明白
[00:12:31.980 --> 00:12:34.980]  他們穿那件衣服是給你看看
[00:12:34.980 --> 00:12:37.260]  你就學他們這樣穿
[00:12:37.260 --> 00:12:39.700]  今年是不是開幾個樓呢
[00:12:39.700 --> 00:12:41.180]  喜歡甚麼衣服甚麼顏色呢
[00:12:41.180 --> 00:12:45.420]  我們教會子父就很擅長教別人穿衣服
[00:12:45.420 --> 00:12:46.460]  那大家知道是誰
[00:12:46.460 --> 00:12:50.660]  所以就帶了很大問題
[00:12:50.660 --> 00:12:54.180]  因為那些model身材是很標準的
[00:12:54.180 --> 00:12:56.020]  我們這個行堂要怎樣穿呢
[00:12:56.020 --> 00:12:58.220]  有多少人是size zero呢
[00:12:58.220 --> 00:13:00.980]  有多少人是extra extra small呢
[00:13:00.980 --> 00:13:02.220]  他們很瘦的
[00:13:02.220 --> 00:13:03.740]  他們不吃東西的
[00:13:03.740 --> 00:13:06.340]  所以有時我覺得
[00:13:06.340 --> 00:13:07.900]  好像不太貼切
[00:13:07.900 --> 00:13:10.180]  後來又是英國
[00:13:10.180 --> 00:13:11.500]  英國是很普及化的
[00:13:11.500 --> 00:13:13.340]  都是講政治correct的
[00:13:13.340 --> 00:13:15.020]  開始有很多model
[00:13:15.020 --> 00:13:16.060]  肥婆都有的
[00:13:16.060 --> 00:13:17.580]  老人家也有的
[00:13:17.580 --> 00:13:18.860]  我覺得都是好的
[00:13:18.860 --> 00:13:19.780]  我很肥
[00:13:19.780 --> 00:13:20.860]  我想穿甚麼衣服
[00:13:20.860 --> 00:13:22.580]  我都想參考一下
[00:13:22.580 --> 00:13:25.100]  我看你的時裝節目沒有用的
[00:13:25.100 --> 00:13:27.340]  所以都是model
[00:13:27.340 --> 00:13:33.260]  就是你要他們的樣式跟著去做
[00:13:33.260 --> 00:13:33.940]  講起model
[00:13:33.940 --> 00:13:35.380]  講少少題外話
[00:13:35.380 --> 00:13:36.340]  我有一個醫生朋友
[00:13:36.340 --> 00:13:37.820]  他回到香港工作多年
[00:13:37.820 --> 00:13:39.340]  做到風生水起
[00:13:39.340 --> 00:13:41.300]  我看到他的facebook的時候
[00:13:41.300 --> 00:13:42.900]  嘩 這麼多美女
[00:13:42.900 --> 00:13:44.420]  不知道是甚麼人
[00:13:44.420 --> 00:13:47.300]  那時興起了一個新的潮流
[00:13:47.300 --> 00:13:48.660]  有個名字叫靚毛
[00:13:48.660 --> 00:13:52.300]  我就不懂得讀那個字
[00:13:52.300 --> 00:13:53.620]  我就以為靚毛
[00:13:53.620 --> 00:13:55.060]  因為那些字沒有那個字
[00:13:55.060 --> 00:13:56.260]  是廣東話字
[00:13:56.260 --> 00:13:58.260]  現在會加一個口字在旁邊
[00:13:58.260 --> 00:13:59.860]  可能以前牌坊沒有這個字
[00:13:59.860 --> 00:14:00.980]  我就說靚毛
[00:14:00.980 --> 00:14:03.020]  我說很靚啊靚毛
[00:14:03.020 --> 00:14:04.260]  有時我回香港問他
[00:14:04.260 --> 00:14:05.860]  他認識人多
[00:14:05.860 --> 00:14:07.460]  他很厲害的認識人多
[00:14:07.460 --> 00:14:08.500]  我說靚毛
[00:14:08.500 --> 00:14:09.740]  他說真的很靚
[00:14:09.740 --> 00:14:11.260]  我說介紹一下給我看看
[00:14:11.260 --> 00:14:13.380]  不是那種介紹
[00:14:13.380 --> 00:14:14.820]  知道一下甚麼
[00:14:14.820 --> 00:14:16.260]  甚麼叫靚毛
[00:14:16.260 --> 00:14:17.100]  ok
[00:14:17.100 --> 00:14:17.580]  不用怕
[00:14:17.580 --> 00:14:18.860]  Isa今天會教我一學
[00:14:18.860 --> 00:14:22.700]  那我說
[00:14:22.700 --> 00:14:24.060]  他說不是
[00:14:24.060 --> 00:14:26.860]  那些做不到model才做靚毛
[00:14:26.860 --> 00:14:27.860]  他不夠高
[00:14:27.860 --> 00:14:30.980]  那些五尺十的身材
[00:14:30.980 --> 00:14:32.380]  做不到才做靚毛
[00:14:32.380 --> 00:14:33.620]  他說意思是讀靚
[00:14:33.620 --> 00:14:34.700]  不是讀靚
[00:14:34.700 --> 00:14:36.020]  我說明白
[00:14:36.020 --> 00:14:37.620]  原來廣東話就很厲害
[00:14:37.620 --> 00:14:38.180]  靚
[00:14:38.180 --> 00:14:40.100]  大家知道靚字是平聲
[00:14:40.100 --> 00:14:40.900]  音平聲
[00:14:40.900 --> 00:14:42.340]  靚是去聲
[00:14:42.340 --> 00:14:43.220]  第三聲
[00:14:43.220 --> 00:14:45.780]  你叫我靚仔我不理你
[00:14:45.780 --> 00:14:47.540]  你叫我靚仔我才理你
[00:14:47.540 --> 00:14:50.340]  所以靚和靚原來是有分別
[00:14:50.340 --> 00:14:51.540]  在題外話
[00:14:51.540 --> 00:14:52.420]  題外話
[00:14:52.420 --> 00:14:55.060]  那麼這個model就是一個典範
[00:14:55.060 --> 00:14:56.780]  你照著他去做
[00:14:56.780 --> 00:14:58.060]  照到十足的
[00:14:58.060 --> 00:14:59.420]  因為希臘文
[00:14:59.420 --> 00:15:00.300]  原文
