
[00:00:00.000 --> 00:00:02.520]  大家知道通常年底做一個主日
[00:02:07.160 --> 00:02:08.280]  也讓我們
[00:02:08.280 --> 00:02:11.000]  如果你明年想說我跟神的關係
[00:02:11.000 --> 00:02:12.520]  想要再進一步
[00:02:12.520 --> 00:02:14.280]  再有些更新的話
[00:02:14.280 --> 00:02:17.600]  我們看看神可以朝著哪幾個方向
[00:02:17.600 --> 00:02:20.520]  來帶領我們慢慢越來越認識神
[00:02:20.520 --> 00:02:22.440]  越來越能夠經歷到神
[00:02:22.440 --> 00:02:23.840]  也走出一條
[00:02:23.840 --> 00:02:26.000]  2018不單是新的一年
[00:02:26.000 --> 00:02:29.360]  你跟神的關係也走出一條新的路
[00:02:29.360 --> 00:02:31.880]  我們分三個部分
[00:02:31.880 --> 00:02:34.600]  看到神是分三個不同的方式
[00:02:34.600 --> 00:02:37.480]  去帶領這一群的博士
[00:02:37.480 --> 00:02:39.720]  來終於尋找到祂
[00:02:39.720 --> 00:02:40.960]  去認識祂
[00:02:40.960 --> 00:02:44.400]  第一個層面就是普遍啟示的層面
[00:02:44.400 --> 00:02:46.600]  神是透過普遍啟示
[00:02:46.600 --> 00:02:49.760]  開始引導這一群人來尋找祂
[00:02:49.760 --> 00:02:52.640]  在《馬大福音》的第二章一到二節
[00:02:52.640 --> 00:02:53.720]  那裡是這樣說的
[00:02:53.720 --> 00:02:57.280]  希律作王的時候
[00:02:57.280 --> 00:03:01.200]  耶穌誕生在猶太的伯利恆
[00:03:01.200 --> 00:03:06.600]  有幾個聖上家從東方來到耶路撒冷
[00:03:06.600 --> 00:03:07.800]  他們問
[00:03:07.800 --> 00:03:13.360]  那出生要做猶太人的王在那裡
[00:03:13.360 --> 00:03:17.200]  我們在東方看見祂的聖
[00:03:17.200 --> 00:03:21.200]  特地來朝拜祂
[00:03:21.200 --> 00:03:23.400]  首先第一樣要解釋的就是
[00:03:23.400 --> 00:03:25.640]  所謂的聖上家
[00:03:25.640 --> 00:03:28.080]  英文有些是翻譯成Magi
[00:03:28.080 --> 00:03:31.000]  Magi其實是希臘文
[00:03:31.000 --> 00:03:34.320]  英文有些聖經翻譯成Wiseman
[00:03:34.320 --> 00:03:37.080]  中文聖經有些翻譯成博士
[00:03:37.080 --> 00:03:40.000]  當然不是指我們今天PhD的那些博士
[00:03:40.000 --> 00:03:42.840]  所以不要問生物博士還是哪個博士
[00:03:42.840 --> 00:03:50.560]  有些現代中文譯本翻譯成聖上家
[00:03:50.560 --> 00:03:55.720]  事實古時候的Magi真是聖上家
[00:03:55.720 --> 00:03:57.600]  但他們所謂的聖上家
[00:03:57.600 --> 00:04:00.360]  和我們今天的聖上家又有少少不同
[00:04:00.360 --> 00:04:01.800]  什麼叫聖上家呢
[00:04:01.800 --> 00:04:06.280]  大家要知道Astronomy和Astrology是不同的
[00:04:06.280 --> 00:04:09.000]  天文學和聖上學是不同的
[00:04:09.000 --> 00:04:11.960]  天文學是用科學的角度
[00:04:11.960 --> 00:04:13.800]  研究不同的行星
[00:04:13.800 --> 00:04:16.280]  他們的運作、軌道
[00:04:16.280 --> 00:04:21.560]  但聖上學就是透過這些行星的運作
[00:04:21.560 --> 00:04:25.000]  不同的位置、一些現象
[00:04:25.000 --> 00:04:30.240]  來研究到底它對地面上一些歷史事件
[00:04:30.240 --> 00:04:33.000]  對人類的命運有什麼影響呢
[00:04:33.000 --> 00:04:35.240]  這個就叫做聖上家
[00:04:35.240 --> 00:04:38.080]  現在如果提到聖上家
[00:04:38.080 --> 00:04:42.880]  很容易被人感覺是江湖術士不學無術
[00:04:42.880 --> 00:04:45.200]  在騙人的
[00:04:45.200 --> 00:04:47.600]  但兩千年前
[00:04:47.600 --> 00:04:49.680]  尤其是東方
[00:04:49.680 --> 00:04:51.240]  當然不知道它是從東方來的
[00:04:51.240 --> 00:04:55.600]  很多解經家說應該是巴比倫或波斯的地方來的
[00:04:55.600 --> 00:04:56.640]  有些人說是印度
[00:04:56.640 --> 00:04:58.240]  有些人說是中國
[00:04:58.240 --> 00:04:59.120]  Doesn't matter
[00:04:59.120 --> 00:05:01.280]  總之在東方
[00:05:01.280 --> 00:05:04.720]  Most likely可能是偏向波斯方面
[00:05:04.720 --> 00:05:07.600]  因為Magi是波斯的詞
[00:05:07.600 --> 00:05:09.680]  如果是波斯的聖上家
[00:05:09.680 --> 00:05:13.080]  就不是你今天想像中的聖上家那麼簡單
[00:05:13.080 --> 00:05:14.360]  波斯的聖上家
[00:05:14.360 --> 00:05:16.600]  通常你要成為一個聖上家
[00:05:16.600 --> 00:05:18.360]  你要經過很多訓練
[00:05:18.360 --> 00:05:21.280]  你要先明白一些社會學
[00:05:21.280 --> 00:05:23.040]  明白軍事
[00:05:23.040 --> 00:05:24.360]  明白經濟
[00:05:24.360 --> 00:05:26.240]  明白農業
[00:05:26.240 --> 00:05:28.320]  就是所有一切這些
[00:05:28.320 --> 00:05:31.480]  他們認為比較低級的人類的知識
[00:05:31.480 --> 00:05:32.760]  你都要認識
[00:05:32.760 --> 00:05:35.760]  然後他們認為所有人類的知識
[00:05:35.760 --> 00:05:39.360]  到了最高層就研究聖上
[00:05:39.360 --> 00:05:40.400]  所以和今天不同
[00:05:40.400 --> 00:05:42.480]  今天可能研究聖上
[00:05:42.480 --> 00:05:43.200]  我什麼都不讀
[00:05:43.200 --> 00:05:45.280]  我不可以不讀什麼物理數學
[00:05:45.280 --> 00:05:46.040]  什麼都不明白
[00:05:46.040 --> 00:05:49.600]  我只是研究聖上紫微斗數
[00:05:49.600 --> 00:05:51.840]  所以被人感覺好像什麼都不懂
[00:05:51.840 --> 00:05:53.280]  在迷信
[00:05:53.280 --> 00:05:55.400]  古時候的聖上家
[00:05:55.400 --> 00:06:00.800]  是當時代表了人類最高知識的level
[00:06:00.800 --> 00:06:02.680]  所以他們不是skip什麼都不學
[00:06:02.680 --> 00:06:04.040]  就直接灌星
[00:06:04.040 --> 00:06:04.920]  不是的
[00:06:04.920 --> 00:06:06.440]  是你學完所有的東西
[00:06:06.440 --> 00:06:07.840]  學到最後沒東西學了
[00:06:07.840 --> 00:06:09.040]  學什麼好呢
[00:06:09.040 --> 00:06:10.240]  學一些厲害的東西
[00:06:10.240 --> 00:06:11.240]  怎樣厲害
[00:06:11.240 --> 00:06:14.080]  研究一下星星怎樣運行
[00:06:14.080 --> 00:06:18.760]  然後怎樣影響整個人類的大方向
[00:06:18.760 --> 00:06:21.160]  他們覺得這個就是最高level
[00:06:21.160 --> 00:06:23.880]  人類的學識學到最高level
[00:06:23.880 --> 00:06:24.760]  就是到這個level
[00:06:24.760 --> 00:06:26.520]  不只是學一下農業
[00:06:26.520 --> 00:06:28.520]  管理經濟
[00:06:28.520 --> 00:06:30.240]  所以當年的聖上家
[00:06:30.240 --> 00:06:33.120]  不是我們今天想的那種聖上家
[00:06:33.120 --> 00:06:36.600]  當年的聖上家博士什麼在呢
[00:06:36.600 --> 00:06:39.000]  地位是十分之高的
[00:06:39.000 --> 00:06:40.000]  高到什麼程度呢
[00:06:40.000 --> 00:06:43.240]  甚至在波斯的帝國裡面
[00:06:43.240 --> 00:06:45.520]  如果你要成為一個王
[00:06:45.520 --> 00:06:48.720]  你必須要先成為一個聖上家
[00:06:48.720 --> 00:06:50.480]  就是你必須要學會到一個level
[00:06:50.480 --> 00:06:53.000]  人家覺得你到這個level了
[00:06:53.000 --> 00:06:54.640]  你懂得灌星
[00:06:54.640 --> 00:06:56.280]  懂得怎樣透過星
[00:06:56.280 --> 00:06:58.800]  而知道掌握這個世界大事
[00:06:58.800 --> 00:07:01.720]  你才有資格灌一個國家
[00:07:01.720 --> 00:07:03.120]  這個第一個criteria
[00:07:03.120 --> 00:07:03.800]  第二個criteria
[00:07:03.800 --> 00:07:05.000]  如果你要成為一個王
[00:07:05.000 --> 00:07:07.720]  你必須得到一群身邊的聖上家
[00:07:07.720 --> 00:07:09.400]  他們crown你
[00:07:09.400 --> 00:07:11.280]  就是擁戴你為王
[00:07:11.280 --> 00:07:12.240]  這樣你才可以
[00:07:12.240 --> 00:07:13.680]  所以為什麼說聖上家
[00:07:13.680 --> 00:07:15.120]  有些人說是king maker
[00:07:15.120 --> 00:07:16.200]  就是這個意思
[00:07:16.200 --> 00:07:18.080]  所以他們是代表了人類
[00:07:18.080 --> 00:07:20.320]  最高的智慧到了頂峰
[00:07:20.320 --> 00:07:21.440]  就是到這個level了
[00:07:21.440 --> 00:07:22.760]  懂得灌星
[00:07:22.760 --> 00:07:26.120]  當年2000年前
[00:07:26.120 --> 00:07:28.240]  曾經聖上學
[00:07:28.240 --> 00:07:29.720]  尤其在耶路撒冷
[00:07:29.720 --> 00:07:31.440]  都特別興起過一陣子
[00:07:31.440 --> 00:07:33.920]  因為主前44年
[00:07:33.920 --> 00:07:36.120]  當Julius Caesar
[00:07:36.120 --> 00:07:39.800]  當凱撒大帝被謀殺的時候
[00:07:39.800 --> 00:07:41.480]  即是他被assassinate
[00:07:41.480 --> 00:07:42.760]  被謀殺的時候
[00:07:42.760 --> 00:07:45.160]  曾經出現過supernova
[00:07:45.160 --> 00:07:48.800]  剛好出現了supernova的現象
[00:07:48.800 --> 00:07:50.480]  意思就是一顆行星
[00:07:50.480 --> 00:07:53.160]  somehow就爆了
[00:07:53.160 --> 00:07:55.960]  然後就出現異常的光彩
[00:07:55.960 --> 00:07:57.720]  所以觀星家都知道
[00:07:57.720 --> 00:07:59.160]  一顆行星的墜落
[00:07:59.160 --> 00:08:01.320]  就代表了一位偉人的死亡
[00:08:01.320 --> 00:08:04.400]  所以剛好在那個時候發生
[00:08:04.400 --> 00:08:05.800]  所以他們就覺得
[00:08:05.800 --> 00:08:09.520]  聖上學在當時風行一時
[00:08:09.520 --> 00:08:10.840]  所以這一群
[00:08:10.840 --> 00:08:14.200]  就是從東方來的聖上家
[00:08:14.200 --> 00:08:16.720]  他們就代表人類的知識
[00:08:16.720 --> 00:08:19.120]  追求到最高的頂峰
[00:08:19.120 --> 00:08:22.040]  大概就去到那個level
[00:08:22.040 --> 00:08:24.400]  這個故事首先第一點
[00:08:24.400 --> 00:08:28.680]  我相信給我們一個非常之
[00:08:28.680 --> 00:08:30.840]  重要的意義就是
[00:08:30.840 --> 00:08:34.160]  神透過這一群的聖上家告訴我們
[00:08:34.160 --> 00:08:41.400]  神是可以使用這個普遍的啟示
[00:08:41.400 --> 00:08:44.320]  去帶領這一群的聖上家
[00:08:44.320 --> 00:08:46.120]  來去認識祂
[00:08:46.120 --> 00:08:47.200]  他們是觀星
[00:08:47.200 --> 00:08:49.480]  神就透過一顆星的出現
[00:08:49.480 --> 00:08:52.160]  開始引導他們知道
[00:08:52.160 --> 00:08:53.680]  有大事發生
[00:08:53.680 --> 00:08:55.720]  有一位王要出生
[00:08:55.720 --> 00:08:58.240]  這裡說的是有一位猶太人的王要出生
[00:08:58.240 --> 00:09:00.920]  所以他就來到耶路撒冷
[00:09:00.920 --> 00:09:02.720]  來找主耶穌基督
[00:09:02.720 --> 00:09:03.720]  所以第一個層面
[00:09:03.720 --> 00:09:05.200]  神是透過普遍啟示
[00:09:05.200 --> 00:09:07.400]  來開始帶領所有人
[00:09:07.400 --> 00:09:09.000]  開始去認識祂
[00:09:09.000 --> 00:09:10.600]  所以人類的知識
[00:09:10.600 --> 00:09:13.640]  神在創造天地萬物的時候
[00:09:13.640 --> 00:09:16.120]  經過一些叫做普遍的啟示
[00:09:16.120 --> 00:09:17.600]  就正如羅馬書所說
[00:09:17.600 --> 00:09:18.920]  我們見不到神
[00:09:18.920 --> 00:09:21.280]  但透過神所做的這一切
[00:09:21.280 --> 00:09:25.000]  我們是可以知道
[00:09:25.000 --> 00:09:27.560]  主耶穌基督的一些事情
[00:09:27.560 --> 00:09:29.240]  但我們未必知道全部
[00:09:29.240 --> 00:09:31.960]  但知道一個方向
[00:09:31.960 --> 00:09:33.400]  普遍啟示的意思就是說
[00:09:33.400 --> 00:09:35.280]  神藉著萬物
[00:09:35.280 --> 00:09:37.680]  有些啟示是給所有的人
[00:09:37.680 --> 00:09:38.720]  你不需要基督徒
[00:09:38.720 --> 00:09:39.920]  但這些啟示
[00:09:39.920 --> 00:09:41.160]  也可以臨到你
[00:09:41.160 --> 00:09:42.960]  也可以應用到你
[00:09:42.960 --> 00:09:43.880]  舉個例子
[00:09:43.880 --> 00:09:45.880]  例如說地心吸力
[00:09:45.880 --> 00:09:48.160]  這個不只是應用到非基督徒
[00:09:48.160 --> 00:09:49.440]  這個應用到基督徒
[00:09:49.440 --> 00:09:50.960]  和非基督徒
[00:09:50.960 --> 00:09:53.040]  所以你不可以說
[00:09:53.040 --> 00:09:53.800]  我是非基督徒
[00:09:53.800 --> 00:09:55.360]  這個地心吸力不關我的事
[00:09:55.360 --> 00:09:58.320]  你十樓跳下來也是同樣的結果
[00:09:58.320 --> 00:10:01.720]  這個心理學家Mark Gangor
[00:10:01.720 --> 00:10:03.240]  在一次講whatsapp的時候
[00:10:03.240 --> 00:10:05.760]  他是基督徒的心理輔導
[00:10:05.760 --> 00:10:07.240]  做了很多年了
[00:10:07.240 --> 00:10:09.160]  他曾經說
[00:10:09.160 --> 00:10:11.480]  在他心理輔導的過程當中
[00:10:11.480 --> 00:10:13.680]  他也認識了某一些非基督徒
[00:10:13.680 --> 00:10:15.120]  不信主的
[00:10:15.120 --> 00:10:19.600]  但有少量的人
[00:10:19.600 --> 00:10:22.560]  他們的婚姻是很幸福的
[00:10:22.560 --> 00:10:24.960]  很少見到非基督徒的婚姻是幸福的
[00:10:24.960 --> 00:10:27.400]  基督徒的婚姻幸福也很少見到
[00:10:27.400 --> 00:10:28.520]  非基督徒更加少見
[00:10:28.520 --> 00:10:29.760]  不過有
[00:10:29.760 --> 00:10:32.720]  他們比非基督徒更幸福
[00:10:32.720 --> 00:10:34.720]  後來他問為什麼
[00:10:34.720 --> 00:10:35.720]  原來是這樣的
[00:10:35.720 --> 00:10:38.720]  後來他自己的結論是
[00:10:38.720 --> 00:10:41.840]  有些啟示屬於普遍啟示
[00:10:41.840 --> 00:10:42.400]  換句話說
[00:10:42.400 --> 00:10:43.400]  神做人的時候
[00:10:43.400 --> 00:10:45.720]  有些兩性關係
[00:10:45.720 --> 00:10:48.360]  有些原則是存在的
[00:10:48.360 --> 00:10:50.920]  等我們去挖掘
[00:10:50.920 --> 00:10:52.280]  如果你挖掘出來
[00:10:52.280 --> 00:10:54.040]  你可以不是一個基督徒
[00:10:54.040 --> 00:10:55.400]  即使你不是一個基督徒
[00:10:55.400 --> 00:10:56.520]  你不信神
[00:10:56.520 --> 00:10:57.960]  但如果你在婚姻當中
[00:10:57.960 --> 00:11:00.760]  你是在運用這些原則的話
[00:11:00.760 --> 00:11:03.480]  你也可以得到某些好處
[00:11:03.480 --> 00:11:06.760]  你的婚姻也可以維持得不錯
[00:11:06.760 --> 00:11:07.440]  相反
[00:11:07.440 --> 00:11:08.840]  如果你是基督徒
[00:11:08.840 --> 00:11:11.080]  你又不明白這些原則
[00:11:11.080 --> 00:11:13.160]  你又背道而行
[00:11:13.160 --> 00:11:16.120]  也可以將婚姻搞得很痛苦
[00:11:16.120 --> 00:11:18.120]  所以這不是基督徒非基督徒的問題
[00:11:18.120 --> 00:11:20.760]  而是這個普遍啟示的層面
[00:11:20.760 --> 00:11:22.600]  神在創造天地萬物
[00:11:22.600 --> 00:11:23.560]  創造人
[00:11:23.560 --> 00:11:25.360]  人與人之間的關係
[00:11:25.360 --> 00:11:27.800]  各種的層次
[00:11:27.800 --> 00:11:31.320]  都有一些稱之為普遍啟示的原則
[00:11:31.320 --> 00:11:33.600]  你可以透過發掘這些原則
[00:11:33.600 --> 00:11:36.240]  可以即時運用到在你生命當中
[00:11:36.240 --> 00:11:39.560]  然後使你生命有一些立竿見影的
[00:11:39.560 --> 00:11:41.280]  這個層面是立竿見影的
[00:11:41.280 --> 00:11:42.360]  你即刻可以用
[00:11:42.360 --> 00:11:44.400]  即刻見效
[00:11:44.400 --> 00:11:47.240]  但當然這個層面本身不足夠
[00:11:47.240 --> 00:11:50.960]  但這個層面給我們一個感覺是實用
[00:11:50.960 --> 00:11:51.960]  這個層面很實用
[00:11:51.960 --> 00:11:54.000]  就是所有神所做的這些層面
[00:11:54.000 --> 00:11:55.760]  就是讓我們發掘出來
[00:11:55.760 --> 00:11:59.040]  各種科學的原則
[00:11:59.040 --> 00:12:00.280]  principle
[00:12:00.280 --> 00:12:01.680]  一些原理
[00:12:01.680 --> 00:12:04.680]  一些人際關係的principle
[00:12:04.680 --> 00:12:06.200]  這些其實是好用的
[00:12:06.200 --> 00:12:07.880]  我們前一陣子
[00:12:07.880 --> 00:12:09.360]  不知道你有沒有看新聞
[00:12:09.360 --> 00:12:10.760]  今年2017年
[00:12:10.760 --> 00:12:13.120]  在中國大陸接近年底的時候
[00:12:13.120 --> 00:12:16.480]  出現大家談得最激烈的一件事
[00:12:16.480 --> 00:12:18.760]  就是江戈案
[00:12:18.760 --> 00:12:20.080]  不知道大家有沒有聽過
[00:12:20.080 --> 00:12:21.000]  江戈案
[00:12:21.000 --> 00:12:24.480]  這件事就是我們曾經在國語的小組
[00:12:24.480 --> 00:12:26.200]  其中一個小組的program
[00:12:26.200 --> 00:12:27.320]  就是談這件事
[00:12:27.320 --> 00:12:29.320]  透過這件事談一些
[00:12:29.320 --> 00:12:31.520]  人與人交朋友的一些原則
[00:12:31.520 --> 00:12:32.760]  江戈案是什麼意思呢
[00:12:32.760 --> 00:12:35.720]  就是發生在日本
[00:12:35.720 --> 00:12:38.440]  三個中國的留學生去到日本
[00:12:38.440 --> 00:12:39.960]  有兩個一個叫陳世楓
[00:12:39.960 --> 00:12:41.640]  一個叫
[00:12:41.640 --> 00:12:43.160]  有些叫劉金
[00:12:43.160 --> 00:12:44.680]  三個金字
[00:12:44.680 --> 00:12:46.560]  有些叫金字
[00:12:46.560 --> 00:12:48.120]  這兩個是情侶
[00:12:48.120 --> 00:12:49.280]  後來就鬧分手
[00:12:49.280 --> 00:12:50.640]  分得不清不楚
[00:12:50.640 --> 00:12:52.640]  劉金為了避開陳世楓
[00:12:52.640 --> 00:12:54.400]  就去找他的朋友叫江戈
[00:12:54.400 --> 00:12:57.320]  這兩個都是所謂的老鄉
[00:12:57.320 --> 00:12:58.520]  都是青島人
[00:12:58.520 --> 00:13:01.160]  江戈就收留了他住在家裡
[00:13:01.160 --> 00:13:03.800]  劉金似乎是一個比較怕事的人
[00:13:03.800 --> 00:13:07.280]  又想分手又不敢say no
[00:13:07.280 --> 00:13:08.160]  分得不清不楚
[00:13:08.160 --> 00:13:10.080]  陳世楓就不斷去纏繞他
[00:13:10.080 --> 00:13:11.960]  江戈為了幫他擋
[00:13:11.960 --> 00:13:13.400]  有一天陳世楓來找他
[00:13:13.400 --> 00:13:14.600]  為了幫他擋
[00:13:14.600 --> 00:13:18.240]  就被陳世楓刺死了
[00:13:18.240 --> 00:13:19.560]  重點不是停在這裡
[00:13:19.560 --> 00:13:21.400]  重點是停在
[00:13:21.400 --> 00:13:23.200]  這件事發生之後
[00:13:23.200 --> 00:13:25.320]  聽說這位姓劉的女士
[00:13:25.320 --> 00:13:28.600]  就避開江戈的家人
[00:13:28.600 --> 00:13:30.040]  江戈的媽媽去找
[00:13:30.040 --> 00:13:32.160]  去處理後事的時候
[00:13:32.160 --> 00:13:33.600]  完全不見她
[00:13:33.600 --> 00:13:35.960]  然後就一直採取逃避的態度
[00:13:35.960 --> 00:13:37.880]  不單止沒有出來說她謝謝
[00:13:37.880 --> 00:13:39.680]  就當沒有這件事發生
[00:13:39.680 --> 00:13:43.040]  所以後來就引起中國大陸很多的
[00:13:43.040 --> 00:13:44.400]  你看所有的言論
[00:13:44.400 --> 00:13:48.400]  都是一邊倒的不斷罵這位姓劉的女士
[00:13:48.400 --> 00:13:50.160]  沒有人再去罵陳世楓
[00:13:50.160 --> 00:13:51.600]  明明是他殺人的
[00:13:51.600 --> 00:13:52.560]  總之沒有人罵他
[00:13:52.560 --> 00:13:54.440]  總之你該怎麼判就怎麼判
[00:13:54.440 --> 00:13:56.640]  所有人都是罵這個所謂
[00:13:56.640 --> 00:13:57.880]  恩將仇報
[00:13:57.880 --> 00:13:59.240]  不懂得感恩
[00:13:59.240 --> 00:14:00.800]  人家為你犧牲了性命
[00:14:00.800 --> 00:14:03.320]  然後你就一不了了之
[00:14:03.320 --> 00:14:04.320]  當沒有這件事
[00:14:04.320 --> 00:14:05.720]  全部的言論都罵
[00:14:05.720 --> 00:14:07.200]  所以成為一個大家
[00:14:07.200 --> 00:14:08.200]  熱門的話題
[00:14:08.200 --> 00:14:09.200]  大家在談
[00:14:09.200 --> 00:14:11.880]  到底這個幫朋友幫到怎樣呢
[00:14:11.880 --> 00:14:13.960]  當然有很多不同的輿論
[00:14:13.960 --> 00:14:14.960]  其中一個
[00:14:14.960 --> 00:14:17.920]  當你找很多資料的時候
[00:14:17.920 --> 00:14:20.880]  其中一個大家在這件事上
[00:14:20.880 --> 00:14:23.040]  得出來一個結論都挺有趣的
[00:14:23.040 --> 00:14:24.480]  這個結論就稱之為
[00:14:24.480 --> 00:14:25.920]  三不救原則
[00:14:25.920 --> 00:14:27.000]  他們說這個人際關係
[00:14:27.000 --> 00:14:28.200]  什麼叫做三不救原則呢
[00:14:28.200 --> 00:14:31.800]  他說當你選擇怎樣幫朋友的時候
[00:14:31.800 --> 00:14:35.280]  有個三不救原則來幫助你
[00:14:35.280 --> 00:14:36.520]  讓你去交朋友的時候
[00:14:36.520 --> 00:14:37.760]  有一條很清晰的界線
[00:14:37.760 --> 00:14:39.880]  讓你可以安全一點交朋友
[00:14:39.880 --> 00:14:41.040]  什麼叫做三不救呢
[00:14:41.040 --> 00:14:44.080]  第一個就是能力不救不幫
[00:14:44.080 --> 00:14:46.400]  江哥就因為幫這個朋友
[00:14:46.400 --> 00:14:48.040]  就超過了他的能力範圍
[00:14:48.040 --> 00:14:49.120]  他住的apartment
[00:14:49.120 --> 00:14:51.120]  supposedly只可以住一個人
[00:14:51.120 --> 00:14:52.120]  講明了你租的時候
[00:14:52.120 --> 00:14:54.280]  不允許收留另外一個人
[00:14:54.280 --> 00:14:55.280]  其實他為了收留
[00:14:55.280 --> 00:14:56.480]  是做了一些犯法的事
[00:14:56.480 --> 00:14:59.160]  其實這件事是超過他的經濟能力
[00:14:59.160 --> 00:15:01.240]  超過他本身能力所做
[00:15:01.240 --> 00:15:02.600]  所以第一個能力不救
[00:15:02.600 --> 00:15:03.680]  不要去強行幫
[00:15:03.680 --> 00:15:05.520]  因為你自己害死自己
[00:15:05.520 --> 00:15:08.480]  第二個就是對方不夠好的時候不幫
[00:15:08.480 --> 00:15:11.160]  就好像我以前經常犯這條
[00:15:11.160 --> 00:15:12.640]  我以前明明知道他賭錢
[00:15:12.640 --> 00:15:14.240]  問我借錢我都借
[00:15:14.240 --> 00:15:15.240]  現在就不會了
[00:15:15.240 --> 00:15:17.320]  你早點告訴他三不救原則
[00:15:17.320 --> 00:15:18.320]  就不借了
[00:15:18.320 --> 00:15:20.800]  你知道他用在正途才幫
[00:15:20.800 --> 00:15:23.320]  如果他是用來傷天害理的就不幫
[00:15:23.320 --> 00:15:25.120]  所以第一個自己能力不救不幫
[00:15:25.120 --> 00:15:27.560]  第二個對方不救好不幫
[00:15:27.560 --> 00:15:30.880]  第三樣交情未夠深不幫
[00:15:30.880 --> 00:15:32.720]  就是交情未到那個level
[00:15:32.720 --> 00:15:34.520]  不要強行去幫
[00:15:34.520 --> 00:15:35.560]  最後就很慘
[00:15:35.560 --> 00:15:38.120]  因為現在他們兩家全部翻臉了
[00:15:38.120 --> 00:15:41.160]  我們那晚在那裡聊天的時候
[00:15:41.160 --> 00:15:43.680]  其中有一個學生講到
[00:15:43.680 --> 00:15:46.840]  他曾經試過認識了一個同學半年
[00:15:46.840 --> 00:15:49.800]  拿了一筆很大的錢來幫他
[00:15:49.800 --> 00:15:51.920]  幫完他之後就翻臉了
[00:15:51.920 --> 00:15:54.360]  為什麼呢?因為交情不夠深
[00:15:54.360 --> 00:15:55.680]  我說是啊,我聽你這樣講
[00:15:55.680 --> 00:15:59.760]  如果我拿得出那筆錢來幫一個朋友
[00:15:59.760 --> 00:16:01.440]  我說那個朋友只有兩個可能
[00:16:01.440 --> 00:16:02.640]  要麼就是他是我爸爸
[00:16:02.640 --> 00:16:04.000]  要麼就是他是我老婆
[00:16:04.000 --> 00:16:05.320]  他說除此之外
[00:16:05.320 --> 00:16:06.840]  什麼三姑六婆二媽姑姐
[00:16:06.840 --> 00:16:09.080]  我說不可能深到那個level
[00:16:09.080 --> 00:16:11.560]  我可以拿得出這樣的數目的錢
[00:16:11.560 --> 00:16:13.040]  來幫一個人
[00:16:13.040 --> 00:16:15.040]  所以交情未夠深
[00:16:15.040 --> 00:16:17.640]  交情到什麼level你就幫到什麼level
