
[00:00:00.000 --> 00:00:02.000]  各位兄弟姊妹,新年快樂!
[00:06:42.000 --> 00:06:45.000]  弟兄姊妹不能夠連結
[00:06:45.000 --> 00:06:47.000]  不能夠可以忠心
[00:06:47.000 --> 00:06:52.000]  不能夠可以專注去侍奉神
[00:06:52.000 --> 00:06:54.000]  敬拜神
[00:06:54.000 --> 00:06:56.000]  我們也會體會
[00:06:56.000 --> 00:06:57.000]  沒錯
[00:06:57.000 --> 00:06:58.000]  好像我們有時覺得
[00:06:58.000 --> 00:07:01.000]  年輕一代、新一代的信徒
[00:07:01.000 --> 00:07:03.000]  好像沒有那麼專注
[00:07:03.000 --> 00:07:06.000]  好像沒有那麼忠心
[00:07:06.000 --> 00:07:11.000]  好像沒有那麼謹守神的說話
[00:07:11.000 --> 00:07:14.000]  但我們事實上是明白的
[00:07:14.000 --> 00:07:15.000]  上一代裡面
[00:07:15.000 --> 00:07:18.000]  香港的社會比較單純一點
[00:07:18.000 --> 00:07:21.000]  或者比較沒有那麼多誘惑
[00:07:21.000 --> 00:07:24.000]  又沒有那麼多資訊
[00:07:24.000 --> 00:07:26.000]  今天資訊多得不得了
[00:07:26.000 --> 00:07:28.000]  手機裡面不斷有很多資訊
[00:07:28.000 --> 00:07:33.000]  這些資訊促使你去見什麼新的事物
[00:07:33.000 --> 00:07:37.000]  新的地方、又新的食肆
[00:07:37.000 --> 00:07:38.000]  你看到你都覺得
[00:07:38.000 --> 00:07:40.000]  好像一定要參與
[00:07:40.000 --> 00:07:41.000]  一定要打個卡才行
[00:07:41.000 --> 00:07:42.000]  很忙碌
[00:07:42.000 --> 00:07:45.000]  其實某情況也是很大的引誘
[00:07:45.000 --> 00:07:50.000]  因為這些商業、這些推銷、這些活動
[00:07:50.000 --> 00:07:53.000]  對我們基督徒來說
[00:07:53.000 --> 00:07:55.000]  是要花上時間、花上精力
[00:07:55.000 --> 00:07:58.000]  可能很多時候
[00:07:58.000 --> 00:08:03.000]  我們是不能夠有更多的時間去親近神
[00:08:03.000 --> 00:08:05.000]  很多事情拉扯我們
[00:08:05.000 --> 00:08:07.000]  新一代是面對很多的問題
[00:08:07.000 --> 00:08:08.000]  很多的困難
[00:08:08.000 --> 00:08:11.000]  工作、時間、或者壓力很大
[00:08:11.000 --> 00:08:15.000]  他們喜歡這些娛樂、喜歡這些活動
[00:08:15.000 --> 00:08:17.000]  都是好像調劑自己
[00:08:17.000 --> 00:08:20.000]  但是未能夠像上一代
[00:08:20.000 --> 00:08:24.000]  很專注、很安靜去親近神
[00:08:24.000 --> 00:08:25.000]  因為簡單的生活
[00:08:25.000 --> 00:08:28.000]  以致我們更加喜愛來到教會裡面
[00:08:28.000 --> 00:08:31.000]  跟弟弟姐妹相處、有團契的生活
[00:08:31.000 --> 00:08:34.000]  所以覺得以往的團契很美好
[00:08:34.000 --> 00:08:36.000]  但是今天來說
[00:08:36.000 --> 00:08:39.000]  這些時間不容易抽出來
[00:08:39.000 --> 00:08:44.000]  更加難說可以有好的團契小組的生活
[00:08:44.000 --> 00:08:49.000]  連崇拜、主學的時間都覺得減少了
[00:08:49.000 --> 00:08:52.000]  因為人在資訊發達
[00:08:52.000 --> 00:08:54.000]  或者科技發達的社會裡面
[00:08:54.000 --> 00:08:57.000]  是越來越忙碌的
[00:08:57.000 --> 00:09:00.000]  因為你想做更多的事情、更快的事情
[00:09:00.000 --> 00:09:04.000]  所以變成對於我們不能夠去親近神
[00:09:04.000 --> 00:09:06.000]  是大打折扣
[00:09:06.000 --> 00:09:09.000]  至於教會有不同的信徒
[00:09:09.000 --> 00:09:15.000]  他們的背景、他們的信仰程度、參差
[00:09:15.000 --> 00:09:18.000]  是會帶來這種鬆散
[00:09:18.000 --> 00:09:21.000]  不能夠一致向著那個方向裡面
[00:09:21.000 --> 00:09:26.000]  有時候大家不理解、大家不諒解
[00:09:26.000 --> 00:09:30.000]  會發生很多的摩擦、很多的怨言
[00:09:30.000 --> 00:09:33.000]  就好像已不鎖教會裡面
[00:09:33.000 --> 00:09:38.000]  在不同文化背景的愛邦人和猶太人裡面
[00:09:38.000 --> 00:09:41.000]  都帶來了這麼多的差異
[00:09:41.000 --> 00:09:44.000]  帶來了他們的鬆散
[00:09:44.000 --> 00:09:50.000]  所以保羅就說要全身都要靠著主
[00:09:50.000 --> 00:09:54.000]  聯絡得合適、聯絡得緊湊
[00:09:54.000 --> 00:09:57.000]  所以一定要以基督為中心
[00:09:57.000 --> 00:10:02.000]  靠著他全身都要連接得緊湊
[00:10:02.000 --> 00:10:04.000]  記得有一次我去行山
[00:10:04.000 --> 00:10:10.000]  那次行山不是一個很完美的狀態進行
[00:10:10.000 --> 00:10:14.000]  通常我準備行山都要睡得好
[00:10:14.000 --> 00:10:17.000]  之前身體狀況都好
[00:10:17.000 --> 00:10:23.000]  我有時候做健身都會加強身體的力量
[00:10:23.000 --> 00:10:25.000]  特別是腳力
[00:10:25.000 --> 00:10:27.000]  那次就睡得不好
[00:10:27.000 --> 00:10:32.000]  一醒腰覺得好像受傷一樣痛
[00:10:32.000 --> 00:10:36.000]  但都預備了行就勉強行
[00:10:36.000 --> 00:10:39.000]  那次就有些體會
[00:10:39.000 --> 00:10:45.000]  發覺原來很重要不是你的手手腳腳的問題
[00:10:45.000 --> 00:10:47.000]  是心智的問題
[00:10:47.000 --> 00:10:52.000]  如果心智覺得要努力、有毅力去行就會好一點
[00:10:52.000 --> 00:10:54.000]  我曾經想過放棄
[00:10:54.000 --> 00:10:55.000]  不如算了
[00:10:55.000 --> 00:10:58.000]  不過來到這個山這麼難得
[00:10:58.000 --> 00:11:00.000]  放棄好像很可惜
[00:11:00.000 --> 00:11:02.000]  最後去吃東西
[00:11:02.000 --> 00:11:06.000]  變了悶又不想
[00:11:06.000 --> 00:11:09.000]  所以心智就要停了
[00:11:09.000 --> 00:11:10.000]  要努力
[00:11:10.000 --> 00:11:13.000]  手手腳腳要聽話
[00:11:13.000 --> 00:11:19.000]  所以就開始慢慢一步一步行
[00:11:19.000 --> 00:11:24.000]  特別是腳力
[00:11:24.000 --> 00:11:28.000]  特別要去補足腰的問題
[00:11:28.000 --> 00:11:30.000]  要遷就
[00:11:30.000 --> 00:11:36.000]  變了某些手腳要用力
[00:11:36.000 --> 00:11:37.000]  當然要用手
[00:11:37.000 --> 00:11:41.000]  有手的地方就拿著行上去
[00:11:41.000 --> 00:11:46.000]  還有心肺呼吸特別要去加強
[00:11:46.000 --> 00:11:49.000]  於是就可以完成了旅程
[00:11:49.000 --> 00:11:56.000]  感覺到全身都要靠著心智去完成
[00:11:56.000 --> 00:12:01.000]  當然我們的感受是這個連結很重要
[00:12:01.000 --> 00:12:05.000]  如果手腳不願意努力
[00:12:05.000 --> 00:12:07.000]  或者不願意幫忙
[00:12:07.000 --> 00:12:09.000]  我們心裡可能會說
[00:12:09.000 --> 00:12:10.000]  我們還是不要走了
[00:12:10.000 --> 00:12:12.000]  搞不定
[00:12:12.000 --> 00:12:15.000]  當然對於我們的教會
[00:12:15.000 --> 00:12:18.000]  對於個人的信徒來說
[00:12:18.000 --> 00:12:21.000]  我們更加需要大家都同一個心智
[00:12:21.000 --> 00:12:26.000]  靠著主願意連接得緊湊
[00:12:26.000 --> 00:12:30.000]  怎樣去連繫於基督才是最重要
[00:12:30.000 --> 00:12:34.000]  我覺得有幾樣東西我們可以彼此提醒
[00:12:34.000 --> 00:12:36.000]  新的一年我們可以做
[00:12:36.000 --> 00:12:39.000]  我們先去連繫於基督
[00:12:39.000 --> 00:12:43.000]  我們的教會才可以連接得緊密緊湊
[00:12:43.000 --> 00:12:46.000]  首先我們從禱告開始
[00:12:46.000 --> 00:12:48.000]  從我們個人的禱告開始
[00:12:48.000 --> 00:12:51.000]  我們自己每天的禱告靈修開始
[00:12:51.000 --> 00:12:53.000]  大家做好這件事情
[00:12:53.000 --> 00:12:56.000]  神會喜悅我們親近祂
[00:12:56.000 --> 00:12:57.000]  我們要去禱告
[00:12:57.000 --> 00:13:00.000]  接著我們群體的禱告很重要
[00:13:00.000 --> 00:13:04.000]  我們提及我們週五有認罪悔改祈禱會
[00:13:04.000 --> 00:13:08.000]  週三晚有教會復興臥深的祈禱會
[00:13:08.000 --> 00:13:11.000]  這些祈禱我們每個人來到神的面前
[00:13:11.000 --> 00:13:13.000]  大家都明白
[00:13:13.000 --> 00:13:15.000]  祈禱是直接連繫於神的
[00:13:15.000 --> 00:13:19.000]  我們和神去說話
[00:13:19.000 --> 00:13:22.000]  我們去聽神的聲音
[00:13:22.000 --> 00:13:24.000]  這個直接連繫於神
[00:13:24.000 --> 00:13:26.000]  我個人是這樣
[00:13:26.000 --> 00:13:28.000]  來到教會就算我們一起也好
[00:13:28.000 --> 00:13:30.000]  我們都是同一個心智
[00:13:30.000 --> 00:13:32.000]  我們的禱告獻給我們神
[00:13:32.000 --> 00:13:33.000]  或者我們的呼求
[00:13:33.000 --> 00:13:35.000]  或者我們認罪悔改
[00:13:35.000 --> 00:13:36.000]  都向著我們神
[00:13:36.000 --> 00:13:38.000]  以致我們這樣的心智一起的時候
[00:13:38.000 --> 00:13:41.000]  就會連繫我們更加緊密
[00:13:41.000 --> 00:13:45.000]  因為我們都是同心合意這樣想法
[00:13:45.000 --> 00:13:48.000]  我們是誠心所願這樣禱告
[00:13:48.000 --> 00:13:53.000]  所以我們都能夠做到一個連繫於基督
[00:13:53.000 --> 00:13:54.000]  直接禱告
[00:13:54.000 --> 00:13:56.000]  將我們連繫起來
[00:13:56.000 --> 00:13:59.000]  當然我們有小組團體的生活
[00:13:59.000 --> 00:14:01.000]  這個都很重要
[00:14:01.000 --> 00:14:04.000]  剛才我說小組都困難了
[00:14:04.000 --> 00:14:06.000]  我們的時間忙碌了
[00:14:06.000 --> 00:14:08.000]  但是否真的忙碌了
[00:14:08.000 --> 00:14:11.000]  或者你再想想你自己有沒有更多的時間
[00:14:11.000 --> 00:14:16.000]  抽出來和弟兄姊妹的連結
[00:14:16.000 --> 00:14:19.000]  有沒有可以更多的時間
[00:14:19.000 --> 00:14:23.000]  其實我們很多時候都會用很多時間
[00:14:23.000 --> 00:14:26.000]  在上網或者在手機
[00:14:26.000 --> 00:14:28.000]  滑手機看很多東西
[00:14:28.000 --> 00:14:30.000]  但是我們很多時候
[00:14:30.000 --> 00:14:32.000]  我們時間很快就過了
[00:14:32.000 --> 00:14:33.000]  尤其是看手機的時候
[00:14:33.000 --> 00:14:35.000]  發覺這麼快時間就過了
[00:14:35.000 --> 00:14:37.000]  這樣的情況
[00:14:37.000 --> 00:14:41.000]  有些人在街上走來走去看手機
[00:14:41.000 --> 00:14:43.000]  這樣都好一點
[00:14:43.000 --> 00:14:44.000]  你不會撞到人
[00:14:44.000 --> 00:14:46.000]  你這樣看就撞到人
[00:14:46.000 --> 00:14:47.000]  又撞到你
[00:14:47.000 --> 00:14:50.000]  甚至出車禍
[00:14:50.000 --> 00:14:52.000]  你自己很危險
[00:14:52.000 --> 00:14:54.000]  但是真的很多的情況
[00:14:54.000 --> 00:14:56.000]  是不是真的這麼忙碌
[00:14:56.000 --> 00:14:58.000]  只不過是一個習慣上
[00:14:58.000 --> 00:15:01.000]  我們已經脫離不了這種
[00:15:01.000 --> 00:15:04.000]  科技世界裡面帶來我們這種
[00:15:04.000 --> 00:15:10.000]  好像牽扯了我們
[00:15:10.000 --> 00:15:12.000]  拉扯了我們的生活
[00:15:12.000 --> 00:15:14.000]  好像不由自主地
[00:15:14.000 --> 00:15:15.000]  但是我們要選擇
[00:15:15.000 --> 00:15:18.000]  我們能夠去連繫於基督
[00:15:18.000 --> 00:15:20.000]  連繫我們的弟兄姊妹
[00:15:20.000 --> 00:15:22.000]  當然我們有服侍的參與
[00:15:22.000 --> 00:15:23.000]  侍奉
[00:15:23.000 --> 00:15:25.000]  這個是很重要
[00:15:25.000 --> 00:15:27.000]  你說我們教會有沒有這麼多的崗位
[00:15:27.000 --> 00:15:29.000]  給大家參與
[00:15:29.000 --> 00:15:31.000]  有一個弟兄說
[00:15:31.000 --> 00:15:33.000]  今年我沒有侍奉了
[00:15:33.000 --> 00:15:35.000]  怎樣怎樣
[00:15:35.000 --> 00:15:37.000]  不是的
[00:15:37.000 --> 00:15:39.000]  你參加祈禱會是侍奉
[00:15:39.000 --> 00:15:42.000]  你來到敬拜是侍奉
[00:15:42.000 --> 00:15:44.000]  因為侍奉本身最簡單
[00:15:44.000 --> 00:15:46.000]  原本的意思是敬拜
[00:15:46.000 --> 00:15:49.000]  你在神的面前示立
[00:15:49.000 --> 00:15:55.000]  好像一個餐廳裡面的一個招待
[00:15:55.000 --> 00:15:57.000]  一個示應
[00:15:57.000 --> 00:15:59.000]  就是站在那裡stand by
[00:15:59.000 --> 00:16:00.000]  有什麼需要
[00:16:00.000 --> 00:16:02.000]  馬上上來去協助
[00:16:02.000 --> 00:16:06.000]  同樣侍奉有這樣的意思
[00:16:06.000 --> 00:16:09.000]  我們在神的面前示立
[00:16:09.000 --> 00:16:13.000]  崇拜裡面我們去獻上身心靈
[00:16:13.000 --> 00:16:16.000]  在我們的禱告裡面
[00:16:16.000 --> 00:16:19.000]  一起將我們的心聲向神禱告
[00:16:19.000 --> 00:16:21.000]  我們更多人一起禱告
[00:16:21.000 --> 00:16:23.000]  力量更加大
[00:16:23.000 --> 00:16:27.000]  所以這些都是侍奉
[00:16:27.000 --> 00:16:29.000]  當然你可以參與招待
[00:16:29.000 --> 00:16:32.000]  接待到需要更多的人
[00:16:32.000 --> 00:16:34.000]  有沒有喝到那杯
[00:16:34.000 --> 00:16:35.000]  有四樣東西
[00:16:35.000 --> 00:16:36.000]  不知道叫什麼
[00:16:36.000 --> 00:16:37.000]  我也不知道
[00:16:37.000 --> 00:16:38.000]  羅漢果
[00:16:38.000 --> 00:16:39.000]  但不止的
[00:16:39.000 --> 00:16:40.000]  有四樣的
[00:16:40.000 --> 00:16:42.000]  有沒有喝到
[00:16:42.000 --> 00:16:44.000]  不要只顧著喝
[00:16:44.000 --> 00:16:47.000]  你幫忙倒的那個有沒有
[00:16:47.000 --> 00:16:49.000]  可以試下下次機會
[00:16:49.000 --> 00:16:53.000]  或者幫忙去泡茶給大家
[00:16:53.000 --> 00:16:56.000]  我們希望能夠侍奉
[00:16:56.000 --> 00:17:01.000]  我們可以侍奉
[00:17:01.000 --> 00:17:02.000]  所以這個侍奉
[00:17:02.000 --> 00:17:06.000]  也是帶來我們一個連繫
[00:17:06.000 --> 00:17:07.000]  在神那裡
[00:17:07.000 --> 00:17:08.000]  有連繫的弟兄姊妹
[00:17:08.000 --> 00:17:10.000]  再加上在今年的主題
[00:17:10.000 --> 00:17:14.000]  我們講到結連和全盛
[00:17:14.000 --> 00:17:17.000]  包括了跨代的同行
[00:17:17.000 --> 00:17:19.000]  裡面提及到我們不同的
[00:17:19.000 --> 00:17:21.000]  牧區的弟兄姊妹
[00:17:21.000 --> 00:17:22.000]  兒童也好
[00:17:22.000 --> 00:17:23.000]  青少年也好
[00:17:23.000 --> 00:17:25.000]  無論我們不同的年紀
[00:17:25.000 --> 00:17:26.000]  長者
[00:17:26.000 --> 00:17:27.000]  成年人
[00:17:27.000 --> 00:17:28.000]  我們都希望
[00:17:28.000 --> 00:17:29.000]  不同的年紀
[00:17:29.000 --> 00:17:30.000]  多一點的接觸
[00:17:30.000 --> 00:17:33.000]  大家多一點的建立關係
[00:17:33.000 --> 00:17:34.000]  現在崇拜裡面
[00:17:34.000 --> 00:17:38.000]  我們分得很多的年齡層
[00:17:38.000 --> 00:17:39.000]  有兒童崇拜
[00:17:39.000 --> 00:17:40.000]  有少年崇拜
[00:17:40.000 --> 00:17:43.000]  有大堂的成年人崇拜
[00:17:43.000 --> 00:17:45.000]  我們沒有長者崇拜
[00:17:45.000 --> 00:17:48.000]  但我們遲些又有一個成青崇拜
[00:17:48.000 --> 00:17:50.000]  但好像分了分齡
[00:17:50.000 --> 00:17:52.000]  是不是不想大家一起呢
[00:17:52.000 --> 00:17:53.000]  不是這個意思
[00:17:53.000 --> 00:17:55.000]  崇拜裡面當然
[00:17:55.000 --> 00:17:57.000]  我們有顧及到大家不同的時間
[00:17:57.000 --> 00:18:00.000]  大家的背景
[00:18:00.000 --> 00:18:03.000]  或者我們去分享神的說話
[00:18:03.000 --> 00:18:04.000]  或者我們用的詩歌
[00:18:04.000 --> 00:18:05.000]  都有不同的年齡
[00:18:05.000 --> 00:18:07.000]  有不同的安排
[00:18:07.000 --> 00:18:09.000]  講到的對象
[00:18:09.000 --> 00:18:11.000]  我們的訊息都有些不同
[00:18:11.000 --> 00:18:15.000]  但是我們不代表我們是分開的
[00:18:15.000 --> 00:18:16.000]  我們是一個合一的群體
[00:18:16.000 --> 00:18:18.000]  所以我們更多的
[00:18:18.000 --> 00:18:19.000]  在侍奉裡面
[00:18:19.000 --> 00:18:21.000]  或者在其他的情景裡面
[00:18:21.000 --> 00:18:23.000]  我們有更多的接觸交往
[00:18:23.000 --> 00:18:26.000]  那個是更加能夠互動的
[00:18:26.000 --> 00:18:27.000]  因為崇拜裡面
[00:18:27.000 --> 00:18:30.000]  有時候都是比較單向一點
[00:18:30.000 --> 00:18:33.000]  但是在一個活動裡面
[00:18:33.000 --> 00:18:34.000]  就相向多一點
[00:18:34.000 --> 00:18:36.000]  我們可以多一點的接觸
[00:18:36.000 --> 00:18:38.000]  所以接下來我們的區域
[00:18:38.000 --> 00:18:40.000]  都會和大嶺牧區
[00:18:40.000 --> 00:18:42.000]  會多一些的聯繫
[00:18:42.000 --> 00:18:43.000]  這些聯團
[00:18:43.000 --> 00:18:45.000]  我上次有提及過
[00:18:45.000 --> 00:18:48.000]  我們以前有長青郊遊
[00:18:48.000 --> 00:18:50.000]  有成年部的郊遊
[00:18:50.000 --> 00:18:52.000]  有可能青少年部自己的郊遊
[00:18:52.000 --> 00:18:54.000]  但是今年四月
[00:18:54.000 --> 00:18:56.000]  我們會有一個整體全教會
[00:18:56.000 --> 00:18:58.000]  由兒童開始到長者
[00:18:58.000 --> 00:18:59.000]  一起的
[00:18:59.000 --> 00:19:02.000]  我們想的地方都很頭痛的
[00:19:02.000 --> 00:19:04.000]  大家都適合去的地方
[00:19:04.000 --> 00:19:06.000]  大家都能夠合適的東西
[00:19:06.000 --> 00:19:09.000]  但是這裡都是要去試一下
[00:19:09.000 --> 00:19:10.000]  彼此的合一
[00:19:10.000 --> 00:19:13.000]  到時大家都是開心一起
[00:19:13.000 --> 00:19:14.000]  很重要
[00:19:14.000 --> 00:19:16.000]  這個是我們希望能夠做到
[00:19:16.000 --> 00:19:17.000]  建立美好的關係
[00:19:17.000 --> 00:19:18.000]  多一點的相處
[00:19:18.000 --> 00:19:19.000]  多一點的欣賞
[00:19:19.000 --> 00:19:20.000]  多一點的接納
[00:19:20.000 --> 00:19:21.000]  多一點的學習
[00:19:49.000 --> 00:19:50.000]  各按各職
[00:19:50.000 --> 00:19:54.000]  各按各職就是一個獨特的功用
[00:19:54.000 --> 00:19:56.000]  每個人都有自己的用途
[00:19:56.000 --> 00:19:59.000]  大家發揮在裡面
[00:19:59.000 --> 00:20:02.000]  這個是需要互相的補足
[00:20:02.000 --> 00:20:04.000]  跟著就是彼此相助
[00:20:04.000 --> 00:20:06.000]  雖然是各按各職
[00:20:06.000 --> 00:20:11.000]  但是不是我做我的
[00:20:11.000 --> 00:20:12.000]  你做你的
[00:20:12.000 --> 00:20:14.000]  互不相干的
[00:20:14.000 --> 00:20:17.000]  而是互相補足的
[00:20:17.000 --> 00:20:22.000]  所以在我們教會不同的部門
[00:20:22.000 --> 00:20:23.000]  有牧區
[00:20:23.000 --> 00:20:24.000]  有牧養部
[00:20:24.000 --> 00:20:26.000]  我們經常說有Crossover
[00:20:26.000 --> 00:20:30.000]  我們希望能夠互相連繫幫助
[00:20:30.000 --> 00:20:32.000]  我們希望有培訓的
[00:20:32.000 --> 00:20:34.000]  又可以跟報道一起的
