
[00:00:00.000 --> 00:00:03.000]  剛纔的詩歌提醒我們
[00:02:15.000 --> 00:02:18.000]  學問好的,大家都會給他貼上
[00:02:18.000 --> 00:02:21.000]  星星貼紙。但是遇到那些
[00:02:21.000 --> 00:02:24.000]  木質粗糙,尤其剝落
[00:02:24.000 --> 00:02:27.000]  也能力不是很高
[00:02:27.000 --> 00:02:30.000]  舉不過木頭,也跳不過那個高高的臺子的
[00:02:30.000 --> 00:02:33.000]  那就只能得灰點點的份了
[00:02:33.000 --> 00:02:36.000]  有一個木頭人呢
[00:02:36.000 --> 00:02:39.000]  全身呢,好多星星的貼紙
[00:02:39.000 --> 00:02:42.000]  他每得到一個星星的貼紙,就好高興啊
[00:02:42.000 --> 00:02:45.000]  但是他不會滿足的
[00:02:45.000 --> 00:02:48.000]  他更會想要再多做點什麼
[00:02:48.000 --> 00:02:51.000]  好再多得到一些星星貼紙
[00:02:51.000 --> 00:02:54.000]  而有另外一個木頭人呢
[00:02:54.000 --> 00:02:57.000]  他叫做胖哥
[00:02:57.000 --> 00:03:00.000]  他想跟別人一樣,跳很高,跳過那個木頭樁
[00:03:00.000 --> 00:03:03.000]  但是呢,每一次都會摔下來
[00:03:03.000 --> 00:03:06.000]  那麼其他人就會過來給他貼
[00:03:06.000 --> 00:03:09.000]  哎,你不行,給他貼個灰點點
[00:03:09.000 --> 00:03:12.000]  有時候他摔下來的時候呢
[00:03:12.000 --> 00:03:15.000]  甚至刮傷了自己的皮膚
[00:03:15.000 --> 00:03:18.000]  他其實很痛的,但是別人就笑他很蠢
[00:03:18.000 --> 00:03:21.000]  就再給他一個灰點點
[00:03:21.000 --> 00:03:24.000]  然後呢,他爲了解釋自己
[00:03:24.000 --> 00:03:27.000]  爲什麼跳不過那個高木樁
[00:03:27.000 --> 00:03:30.000]  就說了一些很好笑的話
[00:03:30.000 --> 00:03:33.000]  一些很可笑的理由,那別人又笑他
[00:03:33.000 --> 00:03:36.000]  哎,你真愚蠢,又給他貼一個灰點點
[00:03:36.000 --> 00:03:39.000]  結果呢,這個胖哥身上就好多灰點點
[00:03:39.000 --> 00:03:42.000]  很多的灰點點,他就不想出門了
[00:03:42.000 --> 00:03:45.000]  因爲總是害怕又做錯了什麼事情
[00:03:45.000 --> 00:03:48.000]  又被貼一個灰點點
[00:03:48.000 --> 00:03:51.000]  其實呢,有些人
[00:03:51.000 --> 00:03:54.000]  並不是因爲他做錯了什麼
[00:03:54.000 --> 00:03:57.000]  只是因爲看到他身上有好多的灰點點
[00:03:57.000 --> 00:04:00.000]  就想再給他貼一個灰點點
[00:04:00.000 --> 00:04:03.000]  有一天,有一個人出現了
[00:04:03.000 --> 00:04:06.000]  這個人呢,跟威美克村所有的人
[00:04:06.000 --> 00:04:09.000]  都不一樣,因爲他身上
[00:04:09.000 --> 00:04:12.000]  沒有灰點點,也沒有星星貼紙
[00:04:12.000 --> 00:04:15.000]  就只有木頭
[00:04:15.000 --> 00:04:18.000]  他的名字叫Lucy
[00:04:18.000 --> 00:04:21.000]  他不是別人不想給他貼貼紙
[00:04:21.000 --> 00:04:24.000]  有的人見到他沒有點點呢,就想說
[00:04:24.000 --> 00:04:27.000]  好羨慕你沒有灰點點,想給他貼一個星星
[00:04:27.000 --> 00:04:30.000]  也貼不住,有的人呢,就很忌妒他
[00:04:30.000 --> 00:04:33.000]  也想給他貼個灰點點
[00:04:33.000 --> 00:04:36.000]  但是也貼不住
[00:04:36.000 --> 00:04:39.000]  胖哥看到這個人呢,心裏面就很好奇
[00:04:39.000 --> 00:04:42.000]  就想知道,他心裏面就想
[00:04:42.000 --> 00:04:45.000]  哎呀,我也是一樣啊,我也想跟這個人一樣
[00:04:45.000 --> 00:04:48.000]  不想身上有任何的記號啊
[00:04:48.000 --> 00:04:51.000]  所以他就問這個Lucy
[00:04:51.000 --> 00:04:54.000]  問這個不一樣的威美克村的人
[00:04:54.000 --> 00:04:57.000]  他說,怎麼可以和你做到一樣呢
[00:04:57.000 --> 00:05:00.000]  那欲知下文如何
[00:05:00.000 --> 00:05:03.000]  你們得先聽我講到
[00:05:03.000 --> 00:05:06.000]  接下來我們就先聽這個多節良善的果子
[00:05:06.000 --> 00:05:09.000]  我們先來讀一下
[00:05:09.000 --> 00:05:12.000]  經文,我們先來讀一下
[00:05:12.000 --> 00:05:15.000]  這個聖靈所結的果子
[00:05:15.000 --> 00:05:18.000]  一二,聖靈所結的果子
[00:05:18.000 --> 00:05:21.000]  就是仁愛喜樂和平
[00:05:21.000 --> 00:05:24.000]  忍耐恩慈良善
[00:05:24.000 --> 00:05:27.000]  信實溫柔節制
[00:05:27.000 --> 00:05:30.000]  這樣的事沒有律法禁止
[00:05:30.000 --> 00:05:33.000]  我們再來看看
[00:05:33.000 --> 00:05:36.000]  保羅怎麼說,一二
[00:05:36.000 --> 00:05:39.000]  我們原曉得律法是屬乎靈的
[00:05:39.000 --> 00:05:42.000]  但我是屬乎肉體的
[00:05:42.000 --> 00:05:45.000]  是已經賣給罪了
[00:05:45.000 --> 00:05:48.000]  因爲我所做的,我自己不明白
[00:05:48.000 --> 00:05:51.000]  我所願意的,我並不做
[00:05:51.000 --> 00:05:54.000]  我所恨惡的,我倒去做
[00:05:54.000 --> 00:05:57.000]  若我所做的
[00:05:57.000 --> 00:06:00.000]  是我所不願意的
[00:06:00.000 --> 00:06:03.000]  我就應承律法是善的
[00:06:03.000 --> 00:06:06.000]  即使這樣就不是我做的
[00:06:06.000 --> 00:06:09.000]  乃是住在我裏頭的罪做的
[00:06:09.000 --> 00:06:12.000]  我也知道
[00:06:12.000 --> 00:06:15.000]  在我裏頭
[00:06:15.000 --> 00:06:18.000]  就是我肉體之中沒有良善
[00:06:18.000 --> 00:06:21.000]  因爲立志爲善由得我
[00:06:21.000 --> 00:06:24.000]  只是行出來由不得我
[00:06:24.000 --> 00:06:27.000]  故此我所願意的善
[00:06:27.000 --> 00:06:30.000]  我反不做
[00:06:30.000 --> 00:06:33.000]  我所不願意的惡,我倒去做
[00:06:33.000 --> 00:06:36.000]  若我去做所不願意做的
[00:06:36.000 --> 00:06:39.000]  就不是我做的
[00:06:39.000 --> 00:06:42.000]  乃是住在我裏頭的罪做的
[00:06:42.000 --> 00:06:45.000]  我覺得有個律
[00:06:45.000 --> 00:06:48.000]  就是我願意爲善的時候
[00:06:48.000 --> 00:06:51.000]  便有惡與我同在
[00:06:51.000 --> 00:06:54.000]  因爲按照我裏面的意思
[00:06:54.000 --> 00:06:57.000]  我是喜歡神的律
[00:06:57.000 --> 00:07:00.000]  但我覺得肢體中另有個律
[00:07:00.000 --> 00:07:03.000]  和我心中的律交戰
[00:07:03.000 --> 00:07:06.000]  把我擄去
[00:07:06.000 --> 00:07:09.000]  叫我服從那肢體中犯罪的律
[00:07:09.000 --> 00:07:12.000]  我真是苦啊
[00:07:12.000 --> 00:07:15.000]  誰能救我脫離
[00:07:15.000 --> 00:07:18.000]  這取死的身體呢
[00:07:18.000 --> 00:07:21.000]  感謝神
[00:07:21.000 --> 00:07:24.000]  靠着我們的主耶穌基督就能脫離了
[00:07:24.000 --> 00:07:27.000]  這樣看來
[00:07:27.000 --> 00:07:30.000]  我以內心順服神的律
[00:07:30.000 --> 00:07:33.000]  我肉體卻順服罪的律了
[00:07:33.000 --> 00:07:36.000]  我請PA把我們的經文放在第一頁
[00:07:36.000 --> 00:07:39.000]  保羅書信的第一頁
[00:07:39.000 --> 00:07:42.000]  保羅在這個地方說
[00:07:42.000 --> 00:07:45.000]  我們在我們的裏頭
[00:07:45.000 --> 00:07:48.000]  我們是屬乎肉體的
[00:07:48.000 --> 00:07:51.000]  是賣給罪的
[00:07:51.000 --> 00:07:54.000]  他不僅在14節這樣說
[00:07:54.000 --> 00:07:57.000]  他在18節也這樣說
[00:07:57.000 --> 00:08:00.000]  我知道在我裏面在我肉體當中沒有良善
[00:08:00.000 --> 00:08:03.000]  16節到20節也不斷地講
[00:08:03.000 --> 00:08:06.000]  我願意做的我自己不去做
[00:08:06.000 --> 00:08:09.000]  我恨惡的我反去做
[00:08:09.000 --> 00:08:12.000]  20節也說我願意的善我不去做
[00:08:12.000 --> 00:08:15.000]  我願意的惡我反而去做
[00:08:15.000 --> 00:08:18.000]  在這裏我們第一點想講什麼呢
[00:08:18.000 --> 00:08:21.000]  第一點想講在我們的人性當中
[00:08:21.000 --> 00:08:24.000]  在我們的人的本質裏面沒有良善
[00:08:24.000 --> 00:08:27.000]  我們墮落之後的人
[00:08:27.000 --> 00:08:30.000]  都有罪性在我們的裏面
[00:08:30.000 --> 00:08:33.000]  保羅告訴我們一個事實
[00:08:33.000 --> 00:08:36.000]  這個是一個不爭的事實
[00:08:36.000 --> 00:08:39.000]  大家可能有些人都很喜歡小孩子
[00:08:39.000 --> 00:08:42.000]  我們都覺得小孩子很可愛啊
[00:08:42.000 --> 00:08:45.000]  見到他們就想去逗逗他們摸摸他們捏捏他們
[00:08:45.000 --> 00:08:48.000]  小孩子確實是很可愛
[00:08:48.000 --> 00:08:51.000]  但是我的朋友有一個小侄子
[00:08:51.000 --> 00:08:54.000]  他才三四歲的樣子
[00:08:54.000 --> 00:08:57.000]  他自己走路是走得很穩的
[00:08:57.000 --> 00:09:00.000]  但他有一個一歲多兩歲正在學走路
[00:09:00.000 --> 00:09:03.000]  很穩的妹妹
[00:09:03.000 --> 00:09:06.000]  他妹妹從他身邊走過的時候
[00:09:06.000 --> 00:09:09.000]  這個小哥哥就很懂得拿腳絆他一下
[00:09:09.000 --> 00:09:12.000]  這個事情應該不是父母教的
[00:09:12.000 --> 00:09:15.000]  應該也不是爺爺奶奶
[00:09:15.000 --> 00:09:18.000]  也不是外公外婆教的
[00:09:18.000 --> 00:09:21.000]  因爲沒有人會教自己的小孩子去絆自己的妹妹
[00:09:21.000 --> 00:09:24.000]  但是小孩子我們就是有這種罪性
[00:09:24.000 --> 00:09:27.000]  就是這樣的罪人
[00:09:27.000 --> 00:09:30.000]  做壞事
[00:09:30.000 --> 00:09:33.000]  如果做父母親家裏面有兩個小孩子
[00:09:33.000 --> 00:09:36.000]  特別兩個小孩子的歲數是比較接近
[00:09:36.000 --> 00:09:39.000]  接近兩三歲這樣的差別的話
[00:09:39.000 --> 00:09:42.000]  就會知道那個哥哥很懂得怎麼去欺負弟弟
[00:09:42.000 --> 00:09:45.000]  我就見過這樣的小孩子
[00:09:45.000 --> 00:09:48.000]  他在他的父母面前那可是三好小孩子
[00:09:48.000 --> 00:09:51.000]  可是在他的弟弟面前
[00:09:51.000 --> 00:09:54.000]  他的那個很壞
[00:09:54.000 --> 00:09:57.000]  他會告你的狀讓父母知道來懲罰你
[00:09:57.000 --> 00:10:00.000]  然後呢有一次呢當他弟弟被懲罰了之後
[00:10:00.000 --> 00:10:03.000]  他真的就很得意來
[00:10:03.000 --> 00:10:06.000]  你看你被父母罰了吧我就知道你會被罰
[00:10:06.000 --> 00:10:09.000]  但是在父母面前呢
[00:10:09.000 --> 00:10:12.000]  他會立刻承認自己的錯誤
[00:10:12.000 --> 00:10:15.000]  還說我知道應該做什麼什麼什麼不應該做
[00:10:15.000 --> 00:10:18.000]  你看我們人的這種的罪性
[00:10:18.000 --> 00:10:21.000]  在我們的裏面是多麼的可怕
[00:10:21.000 --> 00:10:24.000]  我們不能說我們裏面是非常的善良
[00:10:24.000 --> 00:10:27.000]  我是一個善良的人
[00:10:27.000 --> 00:10:30.000]  加拉太書在五章19到21節當中
[00:10:30.000 --> 00:10:33.000]  就列出了我們肉體裏面的情慾
[00:10:33.000 --> 00:10:36.000]  就列出了我們肉體裏面的情慾
[00:10:36.000 --> 00:10:39.000]  他這樣子來告訴我們
[00:10:39.000 --> 00:10:42.000]  顯明我們裏面的沒有良善
[00:10:42.000 --> 00:10:45.000]  加拉太書19節到21節這樣說
[00:10:45.000 --> 00:10:48.000]  情慾的事是顯而易見的
[00:10:48.000 --> 00:10:51.000]  比如姦淫污穢淫蕩邪蕩
[00:10:51.000 --> 00:10:54.000]  拜偶像邪術
[00:10:54.000 --> 00:10:57.000]  仇恨徵敬忌恨
[00:10:57.000 --> 00:11:00.000]  惱怒結黨紛爭
[00:11:00.000 --> 00:11:03.000]  異端嫉妒罪酒荒諳等類
[00:11:03.000 --> 00:11:06.000]  我從前告訴你們
[00:11:06.000 --> 00:11:09.000]  現在又告訴你們
[00:11:09.000 --> 00:11:12.000]  行這樣事的人必不能承受上帝的國
[00:11:12.000 --> 00:11:15.000]  我想我們沒有一個人夠膽舉手
[00:11:15.000 --> 00:11:18.000]  從來沒有做過一件不良善的事情
[00:11:18.000 --> 00:11:20.000]  就算你沒有殺人
[00:11:20.000 --> 00:11:22.000]  你可能也會恨過人
[00:11:22.000 --> 00:11:24.000]  就算你沒有犯過姦淫
[00:11:24.000 --> 00:11:26.000]  你也可能會喜歡一個
[00:11:26.000 --> 00:11:28.000]  你不應該喜歡的一個男性
[00:11:28.000 --> 00:11:30.000]  或者是一個女性
[00:11:30.000 --> 00:11:33.000]  就算你沒有把他
[00:11:33.000 --> 00:11:35.000]  做犯律法的事情
[00:11:35.000 --> 00:11:37.000]  但你可能也會有忌妒
[00:11:37.000 --> 00:11:39.000]  在我們裏面也會有紛爭
[00:11:39.000 --> 00:11:40.000]  也會結黨
[00:11:40.000 --> 00:11:42.000]  也會看不起某些人
[00:11:42.000 --> 00:11:45.000]  就像這些愛美克村的人一樣
[00:11:45.000 --> 00:11:47.000]  我們的心裏面都是想着
[00:11:47.000 --> 00:11:49.000]  怎麼樣去跟別人貼點點
[00:11:49.000 --> 00:11:51.000]  怎麼樣去給自己貼心心
[00:11:51.000 --> 00:11:53.000]  或者也是在跟別人貼心心
[00:11:53.000 --> 00:11:56.000]  可是在我們的裏面在互相的比較
[00:11:56.000 --> 00:12:00.000]  我們的裏面沒有良善
[00:12:00.000 --> 00:12:02.000]  所以保羅告訴我們
[00:12:02.000 --> 00:12:06.000]  我們的本質是有罪性在我們當中
[00:12:06.000 --> 00:12:08.000]  我們沒有良善
[00:12:08.000 --> 00:12:09.000]  他就告訴我們
[00:12:09.000 --> 00:12:12.000]  我們會進入到一種的實際的狀況
[00:12:12.000 --> 00:12:15.000]  就是行不出良善
[00:12:15.000 --> 00:12:17.000]  我們知道良善是好的
[00:12:17.000 --> 00:12:19.000]  也願意做到良善
[00:12:19.000 --> 00:12:23.000]  但是問題是我們行不出良善
[00:12:23.000 --> 00:12:25.000]  就像在經文當中所講的
[00:12:25.000 --> 00:12:26.000]  十五節說
[00:12:26.000 --> 00:12:29.000]  我做的我自己不明白
[00:12:29.000 --> 00:12:31.000]  我竟然不明白我做的是什麼
[00:12:31.000 --> 00:12:32.000]  但是我知道的是
[00:12:32.000 --> 00:12:34.000]  我願意的我不去做
[00:12:34.000 --> 00:12:36.000]  我恨惡的反去做
[00:12:36.000 --> 00:12:39.000]  十八節到十九節
[00:12:39.000 --> 00:12:42.000]  更是講的很嚴重這個狀況
[00:12:42.000 --> 00:12:44.000]  我甚至是立志
[00:12:44.000 --> 00:12:47.000]  我下定決心行善由得我
[00:12:47.000 --> 00:12:50.000]  只是行出來由不得我
[00:12:50.000 --> 00:12:53.000]  故此我願意的善不去做
[00:12:53.000 --> 00:12:56.000]  不願意的惡倒去做
[00:12:56.000 --> 00:12:58.000]  良善是好的
[00:12:58.000 --> 00:13:00.000]  但是我們要靠什麼樣的方法
[00:13:00.000 --> 00:13:02.000]  達到良善呢
[00:13:02.000 --> 00:13:04.000]  保羅在這裏告訴我們
[00:13:04.000 --> 00:13:07.000]  律法是無能爲力的
[00:13:07.000 --> 00:13:11.000]  律法沒有辦法幫助我們做到良善
[00:13:11.000 --> 00:13:12.000]  爲什麼呢
[00:13:12.000 --> 00:13:14.000]  我們先來看第十四節
[00:13:14.000 --> 00:13:16.000]  十四節保羅說
[00:13:16.000 --> 00:13:21.000]  我們遠小的律法是屬乎靈的
[00:13:21.000 --> 00:13:22.000]  靈是什麼
[00:13:22.000 --> 00:13:24.000]  靈是屬於神的
[00:13:24.000 --> 00:13:26.000]  所以律法是屬於神的
[00:13:26.000 --> 00:13:28.000]  律法是好的
[00:13:28.000 --> 00:13:30.000]  在馬太福音當中也說
[00:13:30.000 --> 00:13:32.000]  天地都廢去的時候
[00:13:32.000 --> 00:13:36.000]  神的律法一點一化都不會廢去
[00:13:36.000 --> 00:13:37.000]  都要成全
[00:13:37.000 --> 00:13:39.000]  所以律法是好的
[00:13:39.000 --> 00:13:41.000]  我們批評的是律法主義
[00:13:41.000 --> 00:13:42.000]  律法主義
[00:13:42.000 --> 00:13:44.000]  他們就認爲靠着律法可以得救
[00:13:44.000 --> 00:13:46.000]  靠着律法可以稱義
[00:13:46.000 --> 00:13:48.000]  我們批評的是律法主義
[00:13:48.000 --> 00:13:51.000]  但是律法的本質是好的
[00:13:51.000 --> 00:13:53.000]  它的指向性是好的
[00:13:53.000 --> 00:13:55.000]  它指向聖潔
[00:13:55.000 --> 00:13:56.000]  它是屬於神的
[00:13:56.000 --> 00:13:59.000]  律法是沒有問題的
[00:13:59.000 --> 00:14:01.000]  它有很高的標準
[00:14:01.000 --> 00:14:05.000]  但是爲什麼律法既然沒有問題
[00:14:05.000 --> 00:14:09.000]  接下來保羅還在十四節之下就繼續地講
[00:14:09.000 --> 00:14:11.000]  我想做的我做不到啊
[00:14:11.000 --> 00:14:13.000]  我做的我不明白啊
[00:14:13.000 --> 00:14:15.000]  我不願意做的我反而去做啊
[00:14:15.000 --> 00:14:19.000]  以至最後他到十六節得出一個結論說
[00:14:19.000 --> 00:14:22.000]  這樣我就應承認律法是
[00:14:22.000 --> 00:14:27.000]  他在十六節得出結論說
[00:14:27.000 --> 00:14:30.000]  這樣我就應承認律法是善的
[00:14:30.000 --> 00:14:32.000]  所以呢
[00:14:32.000 --> 00:14:34.000]  那個問題不是律法的問題
[00:14:34.000 --> 00:14:36.000]  而是我的問題啊
[00:14:36.000 --> 00:14:39.000]  因爲在我的裏面有罪
[00:14:39.000 --> 00:14:43.000]  我們大部分人都知道
[00:14:43.000 --> 00:14:45.000]  我們是蒙聖得救的基督徒
[00:14:45.000 --> 00:14:48.000]  我們上101上102或者我們聽到
[00:14:48.000 --> 00:14:50.000]  我們都會講的學的很清楚
[00:14:50.000 --> 00:14:52.000]  我們得救是靠什麼
[00:14:52.000 --> 00:14:56.000]  回答不是很統一
[00:14:56.000 --> 00:14:57.000]  要沒有聽清楚
[00:14:57.000 --> 00:15:00.000]  我們得救是靠什麼
[00:15:00.000 --> 00:15:02.000]  恩典對嗎
[00:15:02.000 --> 00:15:04.000]  我們得救是不是靠着行爲
[00:15:04.000 --> 00:15:08.000]  有沒有人覺得我們得救是認爲是靠着行爲的
[00:15:08.000 --> 00:15:09.000]  很好沒有啊
[00:15:09.000 --> 00:15:10.000]  如果您舉手
[00:15:10.000 --> 00:15:13.000]  我就就邀請您再去讀一下101
[00:15:13.000 --> 00:15:15.000]  對我們大家都知道
[00:15:15.000 --> 00:15:18.000]  我們得救不是靠着行爲
[00:15:18.000 --> 00:15:20.000]  但是我們信了主之後呢
[00:15:20.000 --> 00:15:22.000]  漸漸的我們就回轉過了
[00:15:22.000 --> 00:15:23.000]  我回轉不是認罪
[00:15:23.000 --> 00:15:28.000]  回回改的迴轉就是我們就轉回到那個世俗的小學
[00:15:28.000 --> 00:15:29.000]  那個世俗的小學是什麼
[00:15:29.000 --> 00:15:31.000]  就是靠着行律法
[00:15:31.000 --> 00:15:35.000]  讓自己成爲一個好的基督徒
[00:15:35.000 --> 00:15:36.000]  那我們得救之後
[00:15:36.000 --> 00:15:37.000]  我們信了主之後
[00:15:37.000 --> 00:15:39.000]  反而就慢慢的回來
[00:15:39.000 --> 00:15:42.000]  回到這一個的律法之下
[00:15:42.000 --> 00:15:46.000]  回來想要靠着這個律法來做這個事情
[00:15:46.000 --> 00:15:49.000]  保羅在這裏正正針對的就是這個事情
[00:15:49.000 --> 00:15:53.000]  他們就是針對有一羣非常守律法的猶太教的人
[00:15:53.000 --> 00:15:54.000]  信了主之後
[00:15:54.000 --> 00:15:57.000]  還想靠着守律法來做一個好的基督徒
[00:15:57.000 --> 00:15:58.000]  保羅告訴他們
[00:15:58.000 --> 00:16:01.000]  你們沒有經歷真正的釋放
[00:16:01.000 --> 00:16:05.000]  律法可以告訴我們什麼是好的
[00:16:05.000 --> 00:16:07.000]  什麼是不好的
[00:16:07.000 --> 00:16:10.000]  保羅在羅馬書中寫得很清楚
[00:16:10.000 --> 00:16:12.000]  律法讓人知罪
[00:16:12.000 --> 00:16:14.000]  但是由於我們是罪人
[00:16:14.000 --> 00:16:15.000]  保羅也告訴我們
[00:16:15.000 --> 00:16:19.000]  當我們想要靠着律法去做好的時候
[00:16:19.000 --> 00:16:23.000]  律法就會觸動我們心裏面的罪
[00:16:23.000 --> 00:16:28.000]  反而讓我們本來已經是與耶穌基督同復活的活人
[00:16:28.000 --> 00:16:30.000]  又在死的詮釋
[00:16:30.000 --> 00:16:35.000]  而不是又把我們指向一個死的一個結果
[00:16:35.000 --> 00:16:36.000]  這是什麼意思呢
[00:16:36.000 --> 00:16:40.000]  容許我用一個簡單點的通俗點的人話
[00:16:40.000 --> 00:16:44.000]  用一個例子來跟大家解釋一下
[00:16:44.000 --> 00:16:46.000]  有一位姊妹告訴我
[00:16:46.000 --> 00:16:49.000]  她很容易撒謊
[00:16:49.000 --> 00:16:51.000]  她信主之前就很容易撒謊
[00:16:51.000 --> 00:16:53.000]  那她信主之後
[00:16:53.000 --> 00:16:55.000]  她就知道撒謊不對
[00:16:55.000 --> 00:16:56.000]  對嗎
[00:16:56.000 --> 00:16:57.000]  撒謊是一件不對的事情
[00:16:57.000 --> 00:16:59.000]  因爲說不可說謊
[00:16:59.000 --> 00:17:01.000]  那這個就是律法
[00:17:01.000 --> 00:17:03.000]  所以律法使人知罪
[00:17:03.000 --> 00:17:05.000]  使這個姊妹信了主之後
[00:17:05.000 --> 00:17:07.000]  她知道撒謊不對
[00:17:07.000 --> 00:17:10.000]  那我們如果沒有這樣的良知
[00:17:10.000 --> 00:17:11.000]  沒有這樣的良心
[00:17:11.000 --> 00:17:13.000]  可能我們會矇蔽自己
[00:17:13.000 --> 00:17:15.000]  或者甚至是覺得
[00:17:15.000 --> 00:17:16.000]  不會醒悟到
[00:17:16.000 --> 00:17:17.000]  啊我又在撒謊了
[00:17:17.000 --> 00:17:19.000]  或者是撒謊不對
[00:17:19.000 --> 00:17:20.000]  所以呢
[00:17:20.000 --> 00:17:21.000]  這個律法不可撒謊
[00:17:21.000 --> 00:17:22.000]  使我們知罪
[00:17:22.000 --> 00:17:26.000]  使我們知道撒謊是一件不對的事情
[00:17:26.000 --> 00:17:28.000]  但是她忍不住
[00:17:28.000 --> 00:17:31.000]  有些時候還是會要撒謊
[00:17:31.000 --> 00:17:33.000]  當這個時候呢
[00:17:33.000 --> 00:17:35.000]  她知道她用律法來告訴自己
[00:17:35.000 --> 00:17:37.000]  不可撒謊
[00:17:37.000 --> 00:17:40.000]  但是她會找出很多的理由
[00:17:40.000 --> 00:17:41.000]  告訴自己
[00:17:41.000 --> 00:17:44.000]  我撒謊是合理的
[00:17:44.000 --> 00:17:46.000]  比如我沒有壞心
[00:17:46.000 --> 00:17:49.000]  我撒這個謊是白色謊言
[00:17:49.000 --> 00:17:52.000]  我是爲了要讓他他他他他
[00:17:52.000 --> 00:17:54.000]  得到某一項的好處
[00:17:54.000 --> 00:17:55.000]  又比如說
[00:17:55.000 --> 00:17:57.000]  這也不是什麼大謊啊
[00:17:57.000 --> 00:17:58.000]  就是一個小謊啊
[00:17:58.000 --> 00:18:00.000]  沒有什麼事啊
[00:18:00.000 --> 00:18:02.000]  不會影響其他人啊
[00:18:02.000 --> 00:18:03.000]  又甚至是說
[00:18:03.000 --> 00:18:04.000]  哎
[00:18:04.000 --> 00:18:07.000]  我說的也不是百分之百不是事實哦
[00:18:07.000 --> 00:18:08.000]  百分之八十是事實
[00:18:08.000 --> 00:18:11.000]  只有那百分之二十纔不是事實
[00:18:11.000 --> 00:18:13.000]  沒有什麼關係
[00:18:13.000 --> 00:18:17.000]  當他這樣子用律法去虧欠自己的時候
[00:18:17.000 --> 00:18:20.000]  反而生出了更多的罪來
[00:18:20.000 --> 00:18:23.000]  而當他偶爾被過分所剩
[00:18:23.000 --> 00:18:24.000]  就是他真的
[00:18:24.000 --> 00:18:25.000]  他真的撒謊
[00:18:25.000 --> 00:18:27.000]  真的做這件事的時候
