
[00:00:00.000 --> 00:00:04.440]  我們先看看二十六章經文的分段
[00:02:01.960 --> 00:02:07.560]  從他時候他就找機會要把耶穌交給他們」
[00:02:07.560 --> 00:02:08.760]  二十五節
[00:02:08.760 --> 00:02:13.480]  「賣耶穌的猶大問他說拉比是我嗎
[00:02:13.480 --> 00:02:16.240]  耶穌說你說的是」
[00:02:16.240 --> 00:02:23.160]  耶穌在世上三十多年裡被接受、接納亦被拒絕
[00:02:23.160 --> 00:02:26.720]  馬太在這裡有很特別的鋪排
[00:02:26.720 --> 00:02:32.640]  就是她把瑪利亞和猶大在耶穌身上所做的
[00:02:32.640 --> 00:02:34.920]  成為了一個強烈的對比
[00:02:34.920 --> 00:02:36.320]  瑪利亞很愛主
[00:02:36.320 --> 00:02:39.640]  她找機會向主獻上她的愛
[00:02:39.640 --> 00:02:43.560]  她用很貴重的香膏去高沒耶穌
[00:02:43.560 --> 00:02:46.400]  猶大是一個貪財的人
[00:02:46.400 --> 00:02:53.040]  她也在找機會把耶穌交給黑暗的權勢
[00:02:53.040 --> 00:02:55.440]  就是為了一個交易
[00:02:55.440 --> 00:02:57.760]  就是三十塊銀錢
[00:02:57.760 --> 00:02:59.880]  三十塊銀錢值多少錢呢?
[00:02:59.880 --> 00:03:03.680]  就是當時一個奴隸的身價
[00:03:03.680 --> 00:03:09.160]  於是為了一個這樣的交易出賣了耶穌
[00:03:09.160 --> 00:03:15.240]  結果猶大走上了死亡的道路
[00:03:15.240 --> 00:03:19.160]  大家有回來聽何牧師今年的講道
[00:03:19.160 --> 00:03:20.680]  十二瞞途系列
[00:03:20.680 --> 00:03:22.920]  十月十日他講到猶大
[00:03:22.920 --> 00:03:25.640]  一念之差的迦勒人猶大
[00:03:25.640 --> 00:03:30.600]  其實他也提到猶大當年被召的初心
[00:03:30.600 --> 00:03:33.800]  其實他一樣是很願意跟隨耶穌
[00:03:33.800 --> 00:03:35.240]  放下自己
[00:03:35.240 --> 00:03:36.800]  放下這個世界
[00:03:36.800 --> 00:03:39.680]  付出代價跟隨耶穌
[00:03:39.680 --> 00:03:42.120]  而當耶穌去高沒十二瞞途的時候
[00:03:42.120 --> 00:03:43.600]  同樣高沒猶大
[00:03:43.600 --> 00:03:45.160]  去領受一個權柄
[00:03:45.160 --> 00:03:48.920]  去趕鬼、去醫病、去傳福音
[00:03:48.920 --> 00:03:54.080]  但是猶大的生命出現了破口
[00:03:54.080 --> 00:03:56.640]  以至於撒旦乘虛而入
[00:03:56.640 --> 00:03:59.040]  在《路加福音》二十二章三節的時候
[00:03:59.040 --> 00:04:03.840]  他說撒旦入了那稱為迦勒人猶大的心
[00:04:03.840 --> 00:04:04.880]  而在《約翰福音》
[00:04:04.880 --> 00:04:07.840]  魔鬼已將「賣耶穌」的意思
[00:04:07.840 --> 00:04:13.080]  放在西門的兒子迦勒人猶大的心裡
[00:04:13.080 --> 00:04:14.720]  縱然有這樣的心
[00:04:14.720 --> 00:04:19.040]  其實耶穌也有機會讓猶大回轉
[00:04:19.040 --> 00:04:23.080]  他筆下幾次提醒猶大
[00:04:23.080 --> 00:04:25.080]  「你將要出賣我」
[00:04:25.080 --> 00:04:27.600]  其中當然包括在寓節裡
[00:04:27.600 --> 00:04:31.000]  耶穌親自為猶大洗腳
[00:04:31.000 --> 00:04:35.000]  這一份的愛、這一份的謙卑去提醒
[00:04:35.000 --> 00:04:37.560]  耶穌是猶大生命的主
[00:04:37.560 --> 00:04:40.320]  第二,也是耶穌在對話當中
[00:04:40.320 --> 00:04:41.640]  剛才我們也讀過
[00:04:41.640 --> 00:04:44.680]  他親自提到有人會出賣他
[00:04:44.680 --> 00:04:46.800]  而當猶大去問他的時候
[00:04:46.800 --> 00:04:48.200]  是否「我」的時候
[00:04:48.200 --> 00:04:50.680]  耶穌也不隱藏
[00:04:50.680 --> 00:04:52.760]  他說「你說的事」
[00:04:52.760 --> 00:04:54.600]  而最後耶穌也說
[00:04:54.600 --> 00:04:57.480]  「和我一起將手掩在盤子裡的那個
[00:04:57.480 --> 00:04:59.400]  就是出賣我的那個」
[00:04:59.400 --> 00:05:02.440]  其實猶大已經得到足夠的提醒
[00:05:02.440 --> 00:05:05.480]  但他堅決的不去回轉
[00:05:05.480 --> 00:05:07.280]  而在二十六節我們看到
[00:05:07.280 --> 00:05:08.560]  很特別的一點就是
[00:05:08.560 --> 00:05:12.000]  十二門徒多數都稱耶穌為主
[00:05:12.000 --> 00:05:15.320]  但是唯獨猶大
[00:05:15.320 --> 00:05:18.160]  他每一次去稱呼耶穌的時候
[00:05:18.160 --> 00:05:20.240]  是拉比
[00:05:20.240 --> 00:05:25.320]  拉比是當時猶太人傳統的聖經老師
[00:05:25.320 --> 00:05:27.440]  是一些知識傳遞的人
[00:05:27.440 --> 00:05:29.280]  所以在猶大生活中
[00:05:29.280 --> 00:05:33.360]  其實他未必尊崇耶穌是他生命的主
[00:05:33.360 --> 00:05:37.440]  他只是覺得和一般普通的聖經老師
[00:05:37.440 --> 00:05:39.760]  沒什麼分別
[00:05:39.760 --> 00:05:40.760]  弟兄姊妹
[00:05:40.760 --> 00:05:43.040]  我們的信仰又如何呢?
[00:05:43.040 --> 00:05:44.160]  我們很多時候
[00:05:44.160 --> 00:05:46.400]  我們有些惡念存在心裡
[00:05:46.400 --> 00:05:49.960]  或者我們做了一些事得罪神的時候
[00:05:49.960 --> 00:05:51.680]  在外表裡未必看得到
[00:05:51.680 --> 00:05:53.840]  我們一樣有一個很敬虔的外表
[00:05:53.840 --> 00:05:55.920]  我們一樣繼續崇拜
[00:05:55.920 --> 00:05:59.320]  一樣返小祖和弟兄姊妹相交
[00:05:59.320 --> 00:06:01.600]  但是或者我們生命裡
[00:06:01.600 --> 00:06:02.720]  我們的心裡
[00:06:02.720 --> 00:06:07.320]  已經失去了尊主、愛主的心
[00:06:07.320 --> 00:06:12.280]  以至於當外面有貪念、有私慾
[00:06:12.280 --> 00:06:17.000]  魔鬼就會利用這些引誘、這些試探
[00:06:17.000 --> 00:06:19.400]  當他們來到的時候
[00:06:19.400 --> 00:06:24.000]  當我們愛主的心不能夠堅定的時候
[00:06:24.000 --> 00:06:26.360]  我們就很容易會跌倒
[00:06:26.360 --> 00:06:29.880]  結果猶太就是跌倒出賣耶穌
[00:06:29.880 --> 00:06:31.880]  而當他做完這件事之後
[00:06:31.880 --> 00:06:34.600]  其實他很實在地在聖經裡說
[00:06:34.600 --> 00:06:37.120]  他後悔、他認罪
[00:06:37.120 --> 00:06:38.560]  而我亦都相信
[00:06:38.560 --> 00:06:40.520]  愛我們的耶穌、愛猶太的耶穌
[00:06:40.520 --> 00:06:44.000]  他亦都願意寬恕、赦免猶太
[00:06:44.000 --> 00:06:48.760]  只不過仇敵就是將一個罪惡感
[00:06:48.760 --> 00:06:51.600]  放在猶太的心裡
[00:06:51.600 --> 00:06:54.640]  以至於他一念之差
[00:06:54.640 --> 00:06:57.400]  結果走上自殺的道路
[00:06:57.400 --> 00:06:58.960]  在二十七章三至五節
[00:06:58.960 --> 00:07:00.760]  我們看看猶太的結局
[00:07:00.760 --> 00:07:02.600]  我們一起讀這段聖經
[00:07:21.600 --> 00:07:28.520]  「自己承當罷,猶太就把那銀錢丟在殿裡,出去吊死了。」
[00:07:28.520 --> 00:07:29.240]  各位聽眾姐妹
[00:07:29.240 --> 00:07:32.640]  我們知罪、我們後悔、我們有得罪神
[00:07:32.640 --> 00:07:34.560]  最重要的是我們要有行動
[00:07:34.560 --> 00:07:38.720]  我們要接受、我們要接納
[00:07:38.720 --> 00:07:42.800]  耶穌是完全願意接納我們的人
[00:07:42.800 --> 00:07:46.320]  耶穌願意完完全全地挽回我們
[00:07:46.320 --> 00:07:49.000]  其實罪的功架是死
[00:07:49.000 --> 00:07:54.800]  但是我們看回如果猶太當日是願意接受耶穌
[00:07:54.800 --> 00:07:58.280]  給予他這份救贖的恩典
[00:07:58.280 --> 00:08:00.480]  這份無條件的禮物
[00:08:00.480 --> 00:08:03.840]  其實猶太的結果可能會很不同
[00:08:03.840 --> 00:08:05.800]  但只可惜的是
[00:08:05.800 --> 00:08:09.320]  撒旦因著這些罪惡感
[00:08:09.320 --> 00:08:11.800]  放在猶太的心裡
[00:08:11.800 --> 00:08:14.800]  驅使猶太遠離耶穌
[00:08:14.800 --> 00:08:18.960]  甚至他棄絕自己、棄絕他的生命
[00:08:18.960 --> 00:08:22.120]  走上了滅亡的道路
[00:08:22.120 --> 00:08:24.440]  有一本書叫《默想聖經人物》
[00:08:24.440 --> 00:08:28.280]  作者是哈利·霍斯特
[00:08:28.280 --> 00:08:30.960]  有一篇是講到猶太
[00:08:30.960 --> 00:08:35.960]  他在這段落裡對耶穌和猶太的關係
[00:08:35.960 --> 00:08:37.680]  有一個很好的詮釋
[00:08:37.680 --> 00:08:40.160]  很想和大家分享,我讀給大家聽
[00:08:40.160 --> 00:08:44.800]  他說:「主耶穌早知道猶太是個賊,又知道將會出賣祂
[00:08:44.800 --> 00:08:48.840]  但祂仍然對猶太有無限的溫柔和忍耐
[00:08:48.840 --> 00:08:53.960]  從來不用眼神或言語去叫其他十一個門徒
[00:08:53.960 --> 00:08:57.920]  去曉得這個迦勒人是假冒為善的
[00:08:57.920 --> 00:08:59.560]  也因著這個關係
[00:08:59.560 --> 00:09:07.040]  作者也相信主的心當然必定受著很大的痛楚
[00:09:07.040 --> 00:09:10.880]  但祂從未止息過祂豐盛的慈愛
[00:09:10.880 --> 00:09:12.800]  在最後的晚餐裡
[00:09:12.800 --> 00:09:16.760]  祂蹲下為猶太洗腳
[00:09:16.760 --> 00:09:23.880]  這個行動,既然連這個最後的舉動都不能改變猶太
[00:09:23.880 --> 00:09:29.200]  主就任憑猶太,偏行幾路」
[00:09:29.200 --> 00:09:35.440]  耶穌基督的完全的愛對於猶太是無濟於事
[00:09:35.440 --> 00:09:38.280]  弟兄姊妹,我很相信
[00:09:38.280 --> 00:09:41.240]  我也深信耶穌很愛猶太
[00:09:41.240 --> 00:09:44.040]  耶穌也很愛我們
[00:09:44.040 --> 00:09:47.520]  所以弟兄姊妹
[00:09:47.520 --> 00:09:51.320]  我們不要讓耶穌去傷心
[00:09:51.320 --> 00:09:54.680]  我們不要當我們縱然有機會跌倒
[00:09:54.680 --> 00:09:56.400]  有機會會軟弱
[00:09:56.400 --> 00:09:59.160]  但我們相信耶穌是一個完完全全
[00:09:59.160 --> 00:10:03.480]  願意無條件的接納和寬恕我們的人
[00:10:03.480 --> 00:10:06.120]  我們不要去拒絕耶穌
[00:10:06.120 --> 00:10:08.040]  我們去離棄耶穌
[00:10:08.040 --> 00:10:13.520]  而其實神是可以讓我們去偏行幾路
[00:10:13.520 --> 00:10:15.520]  但求神幫助我們
[00:10:15.520 --> 00:10:18.520]  我們能夠知道耶穌的愛
[00:10:18.520 --> 00:10:19.920]  我們會回轉
[00:10:19.920 --> 00:10:24.120]  當我們有失落、有軟弱、有犯罪的時候
[00:10:24.120 --> 00:10:25.720]  我們懂得回轉
[00:10:25.720 --> 00:10:29.200]  向耶穌去認罪、悔改、接納
[00:10:29.200 --> 00:10:31.760]  我們深信耶穌接納我們
[00:10:31.760 --> 00:10:35.480]  我們也要接受耶穌的接納
[00:10:35.480 --> 00:10:38.800]  這是猶太的提醒
[00:10:38.800 --> 00:10:41.480]  猶太的結局對我們的提醒
[00:10:41.480 --> 00:10:43.760]  然後聖經裏面最後
[00:10:43.760 --> 00:10:47.560]  在設立聖餐之後
[00:10:47.560 --> 00:10:50.720]  它說到寓言門徒會分散
[00:10:50.720 --> 00:10:53.560]  而一個最親近耶穌的門徒彼得
[00:10:53.560 --> 00:10:55.160]  他會不認耶穌
[00:10:55.160 --> 00:10:58.800]  我們一起讀三十一節和三十三節、三十五節
[00:10:58.800 --> 00:11:01.120]  那時耶穌對他們說
[00:11:01.120 --> 00:11:04.720]  今夜你們為我的緣故都要跌倒
[00:11:04.720 --> 00:11:06.600]  因為經上記著說
[00:11:06.600 --> 00:11:08.240]  我要擊打木人
[00:11:08.240 --> 00:11:10.080]  羊就分散了
[00:11:10.080 --> 00:11:13.960]  彼得說:眾人雖然為你的緣故跌倒
[00:11:13.960 --> 00:11:16.000]  我卻永不跌倒
[00:11:16.000 --> 00:11:18.880]  耶穌說:我實在告訴你
[00:11:18.880 --> 00:11:20.600]  今夜雞叫已仙
[00:11:20.600 --> 00:11:22.920]  你要三次不認我
[00:11:22.920 --> 00:11:26.520]  彼得說:我就是必須和你同死
[00:11:26.520 --> 00:11:28.600]  也總不能不認你
[00:11:28.600 --> 00:11:32.880]  眾門徒都是這樣說
[00:11:32.880 --> 00:11:35.800]  耶穌在這裏引用了門徒很熟悉的舊約
[00:11:35.800 --> 00:11:37.720]  撒加利亞書的經文
[00:11:37.720 --> 00:11:41.080]  擊打木人、羊就分散
[00:11:41.080 --> 00:11:44.000]  耶穌預言自己將要被擊打
[00:11:44.000 --> 00:11:48.200]  其實門徒分散跌倒未必因為他們貪生怕死
[00:11:48.200 --> 00:11:50.400]  但是在於他們不能夠理解
[00:11:50.400 --> 00:11:53.560]  在他們的思想知識裏他們不能夠理解
[00:11:53.560 --> 00:11:57.200]  這位明明是神賜給我們的救主尼塞亞
[00:11:57.200 --> 00:11:59.320]  為何會落到這樣的田地
[00:11:59.320 --> 00:12:01.440]  他要受苦、他要犧牲
[00:12:01.440 --> 00:12:02.880]  他們搞不定
[00:12:02.880 --> 00:12:05.520]  不明白神的旨意
[00:12:05.520 --> 00:12:11.480]  以至於他們有懷疑、他們有懼怕
[00:12:11.480 --> 00:12:14.200]  中了受敵的圈套
[00:12:14.200 --> 00:12:16.640]  其實罪沒有分到大小
[00:12:16.640 --> 00:12:20.680]  出賣耶穌和不認耶穌都是得罪神
[00:12:20.680 --> 00:12:21.960]  在這裏我們看到
[00:12:21.960 --> 00:12:24.200]  其實我們所認識的彼得
[00:12:24.200 --> 00:12:25.920]  其實他一向看自己
[00:12:25.920 --> 00:12:27.520]  他覺得自己很親近耶穌
[00:12:27.520 --> 00:12:32.080]  他覺得自己的能力比他實際可以做得更強
[00:12:32.080 --> 00:12:35.280]  所以經常有時會被耶穌責備
[00:12:35.280 --> 00:12:37.160]  而且不單止這樣
[00:12:37.160 --> 00:12:41.560]  他覺得自己比其他的門徒更加優越
[00:12:41.560 --> 00:12:43.800]  這份不是來自神
[00:12:43.800 --> 00:12:48.160]  我相信是來自惡者的一份屬靈的驕傲
[00:12:48.160 --> 00:12:50.120]  所以經文裏說
[00:12:50.120 --> 00:12:53.960]  彼得自以為就算眾人跌倒
[00:12:53.960 --> 00:12:56.880]  自己也永不跌倒
[00:12:56.880 --> 00:12:58.320]  小心他說這句說話
[00:12:58.320 --> 00:12:59.920]  永不跌倒
[00:12:59.920 --> 00:13:03.320]  接著耶穌就已經預言告訴彼得
[00:13:03.320 --> 00:13:07.000]  你今晚就要不認我了
[00:13:07.000 --> 00:13:08.800]  你不用等到明早
[00:13:08.800 --> 00:13:11.280]  你今晚已經不認我了
[00:13:11.280 --> 00:13:15.000]  當我們覺得在我們自己的自我裏
[00:13:15.000 --> 00:13:17.360]  覺得我永遠都會親近耶穌
[00:13:17.360 --> 00:13:19.520]  我會跟隨耶穌的時候
[00:13:19.520 --> 00:13:21.080]  可能耶穌告訴你
[00:13:21.080 --> 00:13:24.080]  你走出這個崇拜大堂
[00:13:24.080 --> 00:13:25.760]  你已經有機會得罪我
[00:13:25.760 --> 00:13:27.680]  你已經有機會不認我
[00:13:27.680 --> 00:13:29.440]  所以我們一定要每時每刻
[00:13:29.440 --> 00:13:30.240]  我們要記住
[00:13:30.240 --> 00:13:32.640]  我們要謙卑在耶穌裏面
[00:13:32.640 --> 00:13:35.240]  我們千萬不要高舉自己的能力
[00:13:35.240 --> 00:13:37.280]  過於我們能夠承受
[00:13:37.280 --> 00:13:39.440]  也不要高舉我們自己的能力
[00:13:39.440 --> 00:13:41.200]  覺得我們憑自己的能力
[00:13:41.200 --> 00:13:46.400]  可以勝過撒旦的驕傲
[00:13:46.400 --> 00:13:48.440]  所以這件事帶來很大的反差
[00:13:48.440 --> 00:13:50.280]  由永不到今夜
[00:13:50.280 --> 00:13:52.400]  成為了一個很大的反差
[00:13:52.400 --> 00:13:54.000]  我們看到彼得的生平
[00:13:54.000 --> 00:13:57.040]  我們真的不會否定
[00:13:57.040 --> 00:14:00.080]  彼得對耶穌的忠誠和忠心
[00:14:00.080 --> 00:14:04.400]  只是彼得高估了自己的能力
[00:14:04.400 --> 00:14:07.480]  我們亦都不會懷疑
[00:14:07.480 --> 00:14:10.280]  我們自己對神的忠誠和忠心
[00:14:10.280 --> 00:14:11.320]  沒有人會懷疑的
[00:14:11.320 --> 00:14:13.160]  否則大家不會坐在這裏
[00:14:13.160 --> 00:14:15.720]  但是有時我們自己
[00:14:15.720 --> 00:14:17.480]  就是因著這樣的緣故
[00:14:17.480 --> 00:14:18.600]  屬靈的驕傲
[00:14:18.600 --> 00:14:20.440]  我們會做出一些不合宜
[00:14:20.440 --> 00:14:23.480]  或者甚至乎神不喜悅的事情
[00:14:23.480 --> 00:14:25.800]  甚至乎有時我們所做出來的事
[00:14:25.800 --> 00:14:29.560]  是原意是出於我們很渴慕
[00:14:29.560 --> 00:14:31.760]  很想親近耶穌
[00:14:31.760 --> 00:14:34.880]  我嘗試和大家講一個狀況
[00:14:34.880 --> 00:14:36.840]  上個月
[00:14:36.840 --> 00:14:37.920]  同福三十週年
[00:14:37.920 --> 00:14:39.880]  我們一起仰望主耶穌
[00:14:39.880 --> 00:14:41.120]  那個讚美之傳的聚會
[00:14:41.120 --> 00:14:42.520]  大家是否在這裏
[00:14:42.520 --> 00:14:43.560]  在這裏吧
[00:14:43.560 --> 00:14:45.080]  有來到就很好
[00:14:45.080 --> 00:14:46.840]  大家一起去敬拜耶穌
[00:14:46.840 --> 00:14:48.040]  我們有三個場地
[00:14:48.040 --> 00:14:51.680]  這裏富賀和高威樓
[00:14:51.680 --> 00:14:54.200]  但是在其中一場裏面
[00:14:54.200 --> 00:14:57.480]  當大家這個主場館
[00:14:57.480 --> 00:14:58.840]  其實我們都是錄播
[00:14:58.840 --> 00:15:00.200]  讚美之傳是一個美國團隊
[00:15:00.200 --> 00:15:01.360]  他們來不了香港
[00:15:01.360 --> 00:15:06.640]  我們都是錄播他們的敬拜聚會
[00:15:06.640 --> 00:15:08.160]  就在這個聚會當中
[00:15:08.160 --> 00:15:11.400]  當這個場館準備已經坐滿人的時候
[00:15:11.400 --> 00:15:12.880]  樓下的童工
[00:15:12.880 --> 00:15:15.920]  因為我是當日的聚會的負責人
[00:15:15.920 --> 00:15:19.280]  樓下的童工就反映上來的時候
[00:15:19.280 --> 00:15:22.160]  他說有會眾來到這個場裏面
[00:15:22.160 --> 00:15:24.080]  其實我們已經在樓下寫了
[00:15:24.080 --> 00:15:25.160]  很大的字
[00:15:25.160 --> 00:15:28.640]  四個大字寫著不設留位
[00:15:28.640 --> 00:15:30.200]  但是他說我一定要上來
[00:15:30.200 --> 00:15:32.200]  因為已經有位置留給我們
[00:15:32.200 --> 00:15:33.760]  What?
[00:15:33.760 --> 00:15:35.360]  不設留位
[00:15:35.360 --> 00:15:39.800]  然後他告訴童工有位置留給他
[00:15:39.800 --> 00:15:42.240]  所以不理會教會的安排
[00:15:42.240 --> 00:15:43.320]  不理會童工的勸喻
[00:15:43.320 --> 00:15:47.040]  他強行要上來這個大堂
[00:15:47.040 --> 00:15:50.640]  同時亦都產生了一些爭執
[00:15:50.640 --> 00:15:51.920]  所以當中的因由
[00:15:51.920 --> 00:15:54.720]  我們真的沒有辦法去理解
[00:15:54.720 --> 00:15:56.400]  明明可能出於他的原意
[00:15:56.400 --> 00:16:00.400]  我也深信他其實是很想去敬拜耶穌
[00:16:00.400 --> 00:16:01.920]  但是我很想告訴大家
[00:16:01.920 --> 00:16:03.280]  在這裏也是看轉播
[00:16:03.280 --> 00:16:04.400]  在富康
[00:16:04.400 --> 00:16:06.920]  在高威都也是看轉播
[00:16:06.920 --> 00:16:09.320]  而且他是遲到
[00:16:09.320 --> 00:16:12.360]  所以完全不明白為何會有這個狀況
[00:16:12.360 --> 00:16:16.880]  我也不相信他這個行為是出於惡意
[00:16:16.880 --> 00:16:20.600]  但是所以我們這個愛主的群體
[00:16:20.600 --> 00:16:25.080]  是周不時就會有這些情況出現
[00:16:25.080 --> 00:16:28.360]  然後當我們去看彼得的時候
[00:16:28.360 --> 00:16:31.240]  我們明白終於其實是人之常情
[00:16:31.240 --> 00:16:35.400]  正如彼得自己覺得自己永不跌倒一樣
[00:16:35.400 --> 00:16:37.000]  所以提醒弟兄姊妹
[00:16:37.000 --> 00:16:41.360]  我們除了我們要對神有一份很熱誠的愛心
[00:16:41.360 --> 00:16:43.280]  很想親近神的時候
[00:16:43.280 --> 00:16:45.960]  我們都要留意我們日常的行為
[00:16:45.960 --> 00:16:48.280]  是否做了一些神不起願
[00:16:48.280 --> 00:16:51.000]  或者得罪神的事情
[00:16:51.000 --> 00:16:55.400]  結果大家看聖經都知道
[00:16:55.400 --> 00:16:58.080]  彼得在雞蹄兩片之後
[00:16:58.080 --> 00:17:00.200]  他三次不認耶穌
[00:17:00.200 --> 00:17:03.000]  但是我深信耶穌是很愛彼得
[00:17:03.000 --> 00:17:06.000]  他也願意完完全全接納彼得
[00:17:06.000 --> 00:17:08.080]  和猶大的分別
[00:17:08.080 --> 00:17:11.360]  就是彼得沒有選擇離棄耶穌
[00:17:11.360 --> 00:17:14.800]  他願意接受耶穌這份救贖的恩典
[00:17:14.800 --> 00:17:16.040]  他經歷了悔改
[00:17:16.040 --> 00:17:17.000]  經歷了赦免
[00:17:17.000 --> 00:17:19.000]  他生命被更新
[00:17:19.000 --> 00:17:24.480]  我們看回《老家福音》二十二章六十一至六十二節
[00:17:24.480 --> 00:17:28.360]  當彼得三次不認耶穌的時候
[00:17:28.360 --> 00:17:31.200]  主轉過身來看彼得
[00:17:31.200 --> 00:17:35.040]  彼得便想起主對他所說的話
[00:17:35.040 --> 00:17:37.600]  就是剛才我們讀過的經文的時候
[00:17:37.600 --> 00:17:39.200]  他的行動是什麼?
[00:17:39.200 --> 00:17:41.240]  他就出去痛哭
[00:17:41.240 --> 00:17:45.280]  其實這個痛哭代表著他一個完全的悔改
[00:17:45.280 --> 00:17:47.520]  完全的認罪
[00:17:47.520 --> 00:17:51.360]  而當我們看到耶穌復活的時候
[00:17:51.360 --> 00:17:54.240]  天使去吩咐門徒前往加里利
[00:17:54.240 --> 00:17:56.960]  和復活的耶穌相聚的時候
[00:17:56.960 --> 00:18:02.720]  在《馬可福音》十六章七節裡面有這樣的記載
[00:18:02.720 --> 00:18:07.760]  「你們可以去告訴他的門徒和彼得」
[00:18:07.760 --> 00:18:11.320]  很重要的是最後那三個字「和彼得」
[00:18:11.320 --> 00:18:15.960]  其實相傳《馬可福音》是馬可寫的
[00:18:15.960 --> 00:18:18.000]  馬可怎麼寫呢?
[00:18:18.000 --> 00:18:25.560]  相傳是年老的彼得將彼得在一生平與耶穌的相遇的關係
[00:18:25.560 --> 00:18:27.800]  是口述然後馬可不錄
[00:18:27.800 --> 00:18:30.280]  然後寫成《馬可福音》
[00:18:30.280 --> 00:18:34.160]  所以每次我讀到這段經文的時候
[00:18:34.160 --> 00:18:38.440]  我都覺得彼得是一個非常有趣、非常可愛的人物
[00:18:38.440 --> 00:18:42.720]  所以我想他是千叮萬囑、吩咐、吩咐、吩咐
[00:18:42.720 --> 00:18:47.000]  馬可一定要記住寫「和彼得」這三個字
[00:18:47.000 --> 00:18:49.720]  這麼多個門徒的名字是不寫的
[00:18:49.720 --> 00:18:53.560]  「你們可以去告訴他的門徒和彼得」
[00:18:53.560 --> 00:19:00.320]  其實代表著彼得很深信耶穌完完全全的接納他
[00:19:00.320 --> 00:19:01.840]  完完全全接納他
[00:19:01.840 --> 00:19:07.960]  不因為他不認耶穌而踢他出去門徒的行列當中
[00:19:07.960 --> 00:19:11.160]  是接納他在耶穌的門徒
[00:19:11.160 --> 00:19:15.680]  所以「你們可以去告訴他的門徒和彼得」
[00:19:15.680 --> 00:19:21.000]  而更感動的是到《約翰福音》21章的時候
[00:19:21.000 --> 00:19:24.280]  耶穌在加里利與這群曾經撇棄他
[00:19:24.280 --> 00:19:29.040]  曾經跌倒、曾經分散的門徒再相遇的時候
[00:19:29.040 --> 00:19:34.760]  耶穌在他們整夜生牢之後為他們預備早餐
[00:19:34.760 --> 00:19:41.400]  很感動的這一餐的早餐是百般滋味在心頭的一群門徒
[00:19:41.400 --> 00:19:45.440]  說是去吃耶穌親自為他們煮的早餐
[00:19:45.440 --> 00:19:49.400]  然後耶穌吃完這個早餐之後就跟彼得說
[00:19:49.400 --> 00:19:53.280]  「你愛我比這些更多」
[00:19:53.280 --> 00:19:56.640]  三次去重新的建立彼得
[00:19:56.640 --> 00:19:58.240]  成為耶穌所愛
[00:19:58.240 --> 00:20:03.800]  耶穌也告訴他「我知道你愛我」
[00:20:03.800 --> 00:20:07.640]  彼得的屬靈生命就因此出現了徹底的反轉
[00:20:07.640 --> 00:20:11.040]  他終身為耶穌作見證、傳揚福音
[00:20:11.040 --> 00:20:14.160]  也成為了初代的教會領袖
[00:20:14.160 --> 00:20:17.040]  他的生命為主燃燒
