
[00:00:00.000 --> 00:00:03.000]  今日我們分享的經文
[00:04:07.000 --> 00:04:10.000]  神所重用的 所使用的
[00:04:10.000 --> 00:04:13.000]  祂是這些我們看不起的人
[00:04:13.000 --> 00:04:16.000]  或者是我們看不起的一些卑微的人
[00:04:16.000 --> 00:04:18.000]  神就喜歡用一些卑微的人
[00:04:18.000 --> 00:04:20.000]  去見證祂自己的榮耀
[00:04:20.000 --> 00:04:24.000]  我不知道大家多不多去九龍城
[00:04:24.000 --> 00:04:25.000]  我想都多吧
[00:04:25.000 --> 00:04:27.000]  我想我們很多人都喜歡去九龍城
[00:04:27.000 --> 00:04:29.000]  吃東西 買東西
[00:04:29.000 --> 00:04:30.000]  今天我們去九龍城的時候
[00:04:30.000 --> 00:04:32.000]  我們見到很繁華
[00:04:32.000 --> 00:04:33.000]  有時候都變得很快
[00:04:33.000 --> 00:04:35.000]  很多小店出現
[00:04:35.000 --> 00:04:39.000]  但是原來在九龍城還沒出現的時候
[00:04:39.000 --> 00:04:42.000]  在九龍城公園還沒有的時候
[00:04:42.000 --> 00:04:44.000]  其實就是一個九龍城寨
[00:04:44.000 --> 00:04:45.000]  如果你認識九龍城寨
[00:04:45.000 --> 00:04:47.000]  你會知道九龍城寨裡面
[00:04:47.000 --> 00:04:50.000]  其實是黃賭毒很狐狸馬賊的一個地方
[00:04:50.000 --> 00:04:52.000]  就在當時的九龍城寨裡面
[00:04:52.000 --> 00:04:56.000]  有一間機構叫聖士提反會
[00:04:56.000 --> 00:04:58.000]  他們就是專向一些
[00:04:58.000 --> 00:05:01.000]  當時九龍城寨裡面一些黑幫少年
[00:05:01.000 --> 00:05:05.000]  向一些妓女 甚至引君子去傳福音
[00:05:05.000 --> 00:05:07.000]  也都透過一個宣教士
[00:05:07.000 --> 00:05:09.000]  來自英國的叫Jackie Pullinger
[00:05:09.000 --> 00:05:11.000]  他的服侍和一班童工的服侍
[00:05:11.000 --> 00:05:13.000]  很多在當中
[00:05:13.000 --> 00:05:16.000]  被人看不起的一些社會的敗類
[00:05:16.000 --> 00:05:18.000]  就是這樣一個又一個的信主
[00:05:18.000 --> 00:05:20.000]  去認識耶穌
[00:05:20.000 --> 00:05:22.000]  甚至成為耶穌的門徒
[00:05:22.000 --> 00:05:25.000]  這些在世人看來
[00:05:25.000 --> 00:05:26.000]  好像是社會的敗類
[00:05:26.000 --> 00:05:28.000]  是Loser 是渣滓的人
[00:05:28.000 --> 00:05:30.000]  信了主之後
[00:05:30.000 --> 00:05:33.000]  他卻比一些普通人
[00:05:33.000 --> 00:05:37.000]  擁有更多的贖天的一個勇氣
[00:05:37.000 --> 00:05:40.000]  話說這一班聖士提反的
[00:05:40.000 --> 00:05:42.000]  一班信了主的年輕人
[00:05:42.000 --> 00:05:44.000]  他們曾經有一段時間
[00:05:44.000 --> 00:05:47.000]  去過東南亞的一個地方宣教
[00:05:47.000 --> 00:05:48.000]  不過這個宣教
[00:05:48.000 --> 00:05:50.000]  相信就不像我們今天的短宣
[00:05:50.000 --> 00:05:51.000]  可能只去一個星期
[00:05:51.000 --> 00:05:54.000]  應該是去一個更長一點的時間
[00:05:54.000 --> 00:05:56.000]  他們去到這個地方宣教的時候
[00:05:56.000 --> 00:05:58.000]  就是這班年輕人
[00:05:58.000 --> 00:06:02.000]  認識了當地一班賣花的小孩子
[00:06:02.000 --> 00:06:04.000]  這些賣花童年紀小小
[00:06:04.000 --> 00:06:06.000]  不過很坎坷
[00:06:06.000 --> 00:06:08.000]  他們好像奴隸一樣
[00:06:08.000 --> 00:06:10.000]  他們的家鄉可以說是
[00:06:10.000 --> 00:06:12.000]  要坐幾天火車才能回家
[00:06:12.000 --> 00:06:15.000]  他們有些人就被家人扔下
[00:06:15.000 --> 00:06:17.000]  有些就成為孤兒
[00:06:17.000 --> 00:06:20.000]  年紀輕輕就已經被人賣到城市裡面
[00:06:20.000 --> 00:06:24.000]  他們白天四處去賺錢
[00:06:24.000 --> 00:06:27.000]  晚上就睡在火車站
[00:06:27.000 --> 00:06:30.000]  年紀大一點就出去出賣肉體
[00:06:30.000 --> 00:06:33.000]  有些甚至乎患上不治之症
[00:06:33.000 --> 00:06:37.000]  年紀輕的就去用賣花去兜售
[00:06:37.000 --> 00:06:39.000]  去向一些遊客賣花
[00:06:39.000 --> 00:06:41.000]  他們賺回來的錢
[00:06:41.000 --> 00:06:42.000]  其實只不過是落在一個
[00:06:42.000 --> 00:06:46.000]  賣花童的頭頭的口袋裡面
[00:06:46.000 --> 00:06:49.000]  這個頭頭在他的眼裡面
[00:06:49.000 --> 00:06:51.000]  這班賣花的小孩子
[00:06:51.000 --> 00:06:53.000]  其實不過是他的身材工具
[00:06:53.000 --> 00:06:56.000]  是他的私人財產
[00:06:56.000 --> 00:06:58.000]  話說這班參與宣教的年輕人
[00:06:58.000 --> 00:07:00.000]  其中一個叫阿芝
[00:07:00.000 --> 00:07:01.000]  他就是帶著幾個
[00:07:01.000 --> 00:07:04.000]  和他一起來自聖士提反會的幾個
[00:07:04.000 --> 00:07:06.000]  別人看來是社會的敗類
[00:07:06.000 --> 00:07:08.000]  渣仔這班少年人
[00:07:08.000 --> 00:07:11.000]  他接觸到這班賣花的小孩子
[00:07:11.000 --> 00:07:13.000]  並且和這班賣花的小孩子
[00:07:13.000 --> 00:07:15.000]  建立了一個信任
[00:07:15.000 --> 00:07:18.000]  和建立了一個關係
[00:07:18.000 --> 00:07:21.000]  我想他們都心同感受
[00:07:21.000 --> 00:07:23.000]  他們都是過來人
[00:07:23.000 --> 00:07:25.000]  所以這班來自香港的年輕人
[00:07:25.000 --> 00:07:27.000]  他們很愛這班
[00:07:27.000 --> 00:07:30.000]  真的被人操控的小孩子
[00:07:30.000 --> 00:07:32.000]  他們不單請這班小孩子
[00:07:32.000 --> 00:07:34.000]  吃麵 吃漢堡包
[00:07:34.000 --> 00:07:35.000]  去到一個地步
[00:07:35.000 --> 00:07:38.000]  甚至賣漢堡包的分店店主
[00:07:38.000 --> 00:07:40.000]  都很感動
[00:07:40.000 --> 00:07:43.000]  讓這班年輕人和這班賣花童
[00:07:43.000 --> 00:07:45.000]  在他的店裡面一起聚集
[00:07:45.000 --> 00:07:47.000]  一起吃東西 一起聚會
[00:07:47.000 --> 00:07:49.000]  因為這個店主
[00:07:49.000 --> 00:07:52.000]  知道這班賣花童的辛酸
[00:07:52.000 --> 00:07:55.000]  同時也知道這班來自香港少年人
[00:07:55.000 --> 00:07:57.000]  那份的愛心和毅力
[00:07:57.000 --> 00:07:59.000]  其中一個賣花的小孩子
[00:07:59.000 --> 00:08:03.000]  他就在這班年輕人的愛錫
[00:08:03.000 --> 00:08:04.000]  愛護底下
[00:08:04.000 --> 00:08:05.000]  我想對他們來說
[00:08:05.000 --> 00:08:07.000]  是第一次這樣被人愛錫
[00:08:07.000 --> 00:08:08.000]  甚至是第一次
[00:08:08.000 --> 00:08:10.000]  被一班完全不認識的人這樣去愛錫
[00:08:10.000 --> 00:08:12.000]  這一個小孩子
[00:08:12.000 --> 00:08:14.000]  好像在做夢一樣
[00:08:14.000 --> 00:08:16.000]  他雖然信了耶穌
[00:08:16.000 --> 00:08:18.000]  不過他仍然是分毛心紋
[00:08:18.000 --> 00:08:20.000]  他仍然沒有地方住
[00:08:20.000 --> 00:08:21.000]  要露宿街頭
[00:08:21.000 --> 00:08:25.000]  仍然就在這個賣花童的頭頭
[00:08:25.000 --> 00:08:27.000]  那種操控的裡面
[00:08:27.000 --> 00:08:28.000]  這個小孩子
[00:08:28.000 --> 00:08:30.000]  他的生活沒有改變過
[00:08:30.000 --> 00:08:32.000]  但是想不到的就是
[00:08:32.000 --> 00:08:33.000]  這個阿芝
[00:08:33.000 --> 00:08:35.000]  竟然有那份膽量
[00:08:35.000 --> 00:08:37.000]  去到這個賣花童的頭頭的家裡面
[00:08:37.000 --> 00:08:39.000]  他求這個頭頭
[00:08:39.000 --> 00:08:42.000]  求他放過這個小孩子
[00:08:42.000 --> 00:08:45.000]  當他們談判的期間
[00:08:45.000 --> 00:08:46.000]  這個頭頭
[00:08:46.000 --> 00:08:48.000]  突然之間心裡面一震
[00:08:48.000 --> 00:08:52.000]  他眼裡不知為何不由自主地流淚
[00:08:52.000 --> 00:08:55.000]  其實他也不知道發生什麼事
[00:08:55.000 --> 00:08:57.000]  他只記得阿芝跟他說
[00:08:57.000 --> 00:09:02.000]  神如何差遣他的獨生兒子降世
[00:09:02.000 --> 00:09:03.000]  是要為這個小孩子
[00:09:03.000 --> 00:09:05.000]  也為這個頭頭自己的生命
[00:09:05.000 --> 00:09:07.000]  為他的罪去死
[00:09:07.000 --> 00:09:11.000]  讓世人得到那份最真正的自由
[00:09:11.000 --> 00:09:14.000]  這個頭頭聽到之後
[00:09:14.000 --> 00:09:18.000]  心裡面突然間充滿那份很重很重的愧疚
[00:09:18.000 --> 00:09:20.000]  然後他也接受了主耶穌
[00:09:20.000 --> 00:09:24.000]  並且願意將這個小女孩恢復自由
[00:09:24.000 --> 00:09:25.000]  當知道之後
[00:09:25.000 --> 00:09:27.000]  另一個來自香港的少年人
[00:09:27.000 --> 00:09:29.000]  買了兩張火車票
[00:09:29.000 --> 00:09:31.000]  他要送這個小女孩回家
[00:09:31.000 --> 00:09:33.000]  不過買完火車票之後
[00:09:33.000 --> 00:09:35.000]  他什麼錢都沒有了
[00:09:35.000 --> 00:09:38.000]  機構都不可能不給他錢繼續上路
[00:09:38.000 --> 00:09:40.000]  於是他只可以做一件事
[00:09:40.000 --> 00:09:42.000]  就是他經常做的事情
[00:09:42.000 --> 00:09:43.000]  就是祈禱
[00:09:43.000 --> 00:09:46.000]  求神供應他在路上的飲食
[00:09:46.000 --> 00:09:48.000]  還有住宿費、交通費
[00:09:48.000 --> 00:09:51.000]  他就是這樣憑著信心上路
[00:09:51.000 --> 00:09:53.000]  然後幾經辛苦
[00:09:53.000 --> 00:09:55.000]  送這個小女孩回家
[00:09:55.000 --> 00:09:57.000]  當這個小女孩的家人
[00:09:57.000 --> 00:09:58.000]  見到自己的女兒
[00:09:58.000 --> 00:10:01.000]  回到自己家裡的時候
[00:10:01.000 --> 00:10:04.000]  他們心裡面很觸動
[00:10:04.000 --> 00:10:07.000]  因為這一種的愛
[00:10:07.000 --> 00:10:09.000]  這一種的關心
[00:10:09.000 --> 00:10:12.000]  是他們從來聽都沒聽過
[00:10:12.000 --> 00:10:15.000]  他們想都沒想過
[00:10:15.000 --> 00:10:17.000]  在世人眼裡面的Loser
[00:10:17.000 --> 00:10:19.000]  在世人眼裡面
[00:10:19.000 --> 00:10:22.000]  被人看不起的敗類渣仔
[00:10:22.000 --> 00:10:24.000]  在世人眼裡面
[00:10:24.000 --> 00:10:26.000]  被人看不起的卑微的人
[00:10:26.000 --> 00:10:28.000]  一些平凡人
[00:10:28.000 --> 00:10:31.000]  神就是這樣使用他們
[00:10:31.000 --> 00:10:34.000]  這群在人眼裡面的Loser
[00:10:34.000 --> 00:10:36.000]  一群小人物
[00:10:36.000 --> 00:10:40.000]  他是比一些所謂成功人士
[00:10:40.000 --> 00:10:42.000]  或者比一些正常人
[00:10:42.000 --> 00:10:44.000]  更加有熟天的勇氣
[00:10:44.000 --> 00:10:47.000]  更加有那份對主的毅力
[00:10:47.000 --> 00:10:50.000]  神就是這樣去用這些卑微的人
[00:10:50.000 --> 00:10:53.000]  在人看你不可能的時候
[00:10:53.000 --> 00:10:55.000]  去成就他的可能
[00:10:55.000 --> 00:10:57.000]  來彰顯他的榮耀
[00:10:57.000 --> 00:11:01.000]  讓人看到這個神是又真又活
[00:11:01.000 --> 00:11:02.000]  弟兄姊妹
[00:11:02.000 --> 00:11:04.000]  可能我們很多時候
[00:11:04.000 --> 00:11:06.000]  同樣都會想
[00:11:06.000 --> 00:11:09.000]  自己都不過是一個小人物
[00:11:09.000 --> 00:11:10.000]  太低微
[00:11:10.000 --> 00:11:11.000]  人微
[00:11:11.000 --> 00:11:12.000]  言輕
[00:11:12.000 --> 00:11:13.000]  我們或許都會想
[00:11:13.000 --> 00:11:15.000]  自己能力很有限
[00:11:15.000 --> 00:11:16.000]  資源很有限
[00:11:16.000 --> 00:11:18.000]  沒有特別的恩賜才能
[00:11:18.000 --> 00:11:20.000]  可以做的不多
[00:11:20.000 --> 00:11:21.000]  去到一個地步
[00:11:21.000 --> 00:11:24.000]  可能我們自己都會小看自己
[00:11:24.000 --> 00:11:26.000]  不敢向前一步
[00:11:26.000 --> 00:11:28.000]  我們或許經常都會想
[00:11:28.000 --> 00:11:30.000]  要有很多的資源
[00:11:30.000 --> 00:11:33.000]  我們成就要超然
[00:11:33.000 --> 00:11:35.000]  神才會找我們去做事
[00:11:35.000 --> 00:11:38.000]  我們才能夠被神使用
[00:11:38.000 --> 00:11:41.000]  如果你真的這樣想的話
[00:11:41.000 --> 00:11:43.000]  我很想告訴你
[00:11:43.000 --> 00:11:46.000]  神今天就是要揀選
[00:11:46.000 --> 00:11:48.000]  在座的你
[00:11:48.000 --> 00:11:51.000]  去成就神生命裏面
[00:11:51.000 --> 00:11:53.000]  他要成就的旨意
[00:11:53.000 --> 00:11:55.000]  神要告訴我們
[00:11:55.000 --> 00:11:57.000]  今天他就要揀選
[00:11:57.000 --> 00:11:59.000]  我們在座的每一個
[00:11:59.000 --> 00:12:01.000]  要我們帶著一份的勇氣
[00:12:01.000 --> 00:12:04.000]  將我們所認定的神
[00:12:04.000 --> 00:12:05.000]  將我們所認定
[00:12:05.000 --> 00:12:08.000]  覺得是真的 覺得是對的
[00:12:08.000 --> 00:12:10.000]  要向人去傳講
[00:12:10.000 --> 00:12:12.000]  哪怕只不過是一句
[00:12:12.000 --> 00:12:14.000]  不經意的說話
[00:12:14.000 --> 00:12:16.000]  哪怕只不過是一個
[00:12:16.000 --> 00:12:18.000]  很不經意的提醒
[00:12:18.000 --> 00:12:22.000]  甚至是一個很不經意的禱告
[00:12:22.000 --> 00:12:24.000]  神都能夠使用我們
[00:12:24.000 --> 00:12:27.000]  讓人生命經歷那份改變
[00:12:27.000 --> 00:12:29.000]  你願不願意去回應
[00:12:29.000 --> 00:12:32.000]  今天神給你的呼召呢
[00:12:32.000 --> 00:12:34.000]  神使用卑微的人
[00:12:34.000 --> 00:12:36.000]  神不單止使用卑微的人
[00:12:36.000 --> 00:12:38.000]  去彰顯他的榮耀
[00:12:38.000 --> 00:12:41.000]  我們來到第四至八節的經文裏面
[00:12:41.000 --> 00:12:44.000]  同時經文讓我們見到
[00:12:44.000 --> 00:12:47.000]  神也不單止使用卑微的人
[00:12:47.000 --> 00:12:49.000]  神也很喜歡
[00:12:49.000 --> 00:12:51.000]  使用一些很微小的力量
[00:12:51.000 --> 00:12:53.000]  去彰顯他的榮耀
[00:12:53.000 --> 00:12:56.000]  在第四至八節短短的經文裏面
[00:12:56.000 --> 00:12:58.000]  我們也見到
[00:12:58.000 --> 00:13:00.000]  另一個很強烈的對比
[00:13:00.000 --> 00:13:03.000]  一個就是有錢有勢的王
[00:13:03.000 --> 00:13:06.000]  另一個就是直直無名的先知
[00:13:06.000 --> 00:13:09.000]  或許乃萬就是透過他太太
[00:13:09.000 --> 00:13:12.000]  知道這個小女孩所說的那句話
[00:13:12.000 --> 00:13:17.000]  「巴不得我的主人要去到撒瑪利亞那位先知那裏
[00:13:17.000 --> 00:13:21.000]  我深信他一定能夠醫好主人的麻瘋」
[00:13:21.000 --> 00:13:24.000]  於是乃萬就去到他老闆那裏
[00:13:24.000 --> 00:13:25.000]  跟他說
[00:13:25.000 --> 00:13:28.000]  「以色列這個小女孩敢說敢說」
[00:13:28.000 --> 00:13:32.000]  或許是要問准主人的准許
[00:13:32.000 --> 00:13:35.000]  而這個阿南王
[00:13:35.000 --> 00:13:39.000]  不知道是聽漏了還是聽錯了
[00:13:39.000 --> 00:13:43.000]  他聽不到乃萬提及先知這兩個字
[00:13:43.000 --> 00:13:46.000]  他只聽到「以色列撒瑪利亞」
[00:13:46.000 --> 00:13:53.000]  於是他寫信給當時的撒瑪利亞的以色列王
[00:13:53.000 --> 00:13:57.000]  他叫乃萬帶著一大批的財物
[00:13:57.000 --> 00:14:01.000]  帶著這封信去到住在撒瑪利亞的以色列王那裏
[00:14:01.000 --> 00:14:05.000]  其實他抱著一個甚麼心態呢
[00:14:05.000 --> 00:14:07.000]  信我們都知道
[00:14:07.000 --> 00:14:10.000]  其實代表人脈關係
[00:14:10.000 --> 00:14:13.000]  而乃萬帶著那批的財物
[00:14:13.000 --> 00:14:14.000]  那批的錢財
[00:14:14.000 --> 00:14:16.000]  你知不知道有多少錢呢
[00:14:16.000 --> 00:14:19.000]  原來那十他年得的錢
[00:14:19.000 --> 00:14:20.000]  其實是在說的
[00:14:20.000 --> 00:14:22.000]  加上那些黃金
[00:14:22.000 --> 00:14:23.000]  加上那些布匹
[00:14:23.000 --> 00:14:27.000]  說的是今天過億的港幣
[00:14:27.000 --> 00:14:31.000]  如果和當時他們建的撒瑪利亞首都對比
[00:14:31.000 --> 00:14:34.000]  我們就知道那個相距有多大
[00:14:34.000 --> 00:14:35.000]  原來在昔日
[00:14:35.000 --> 00:14:38.000]  以色列王去興建撒瑪利亞首都
[00:14:38.000 --> 00:14:40.000]  買了塊地皮
[00:14:40.000 --> 00:14:42.000]  用那些材料去興建這個首都
[00:14:42.000 --> 00:14:47.000]  只不過是用了兩個他年得去建這個首都
[00:14:47.000 --> 00:14:50.000]  阿南王叫乃萬帶著十他年得
[00:14:50.000 --> 00:14:51.000]  其實就是在說
[00:14:51.000 --> 00:14:53.000]  你建這個首都一千萬
[00:14:53.000 --> 00:14:55.000]  好,我大你五倍
[00:14:55.000 --> 00:14:57.000]  我給你五千萬
[00:14:57.000 --> 00:15:00.000]  未計其他黃金
[00:15:00.000 --> 00:15:03.000]  他帶著的是過億的港幣
[00:15:03.000 --> 00:15:05.000]  去建這個以色列王
[00:15:05.000 --> 00:15:07.000]  他的用意是什麼呢
[00:15:07.000 --> 00:15:10.000]  其實他就是用一種霸氣
[00:15:10.000 --> 00:15:13.000]  用一種國勢財力
[00:15:13.000 --> 00:15:15.000]  去壓倒以色列王
[00:15:15.000 --> 00:15:16.000]  要他就範
[00:15:16.000 --> 00:15:20.000]  我記得在幾年前
[00:15:20.000 --> 00:15:22.000]  我們經常聽到一些新聞
[00:15:22.000 --> 00:15:26.000]  我們聽到要買樓的時候
[00:15:26.000 --> 00:15:28.000]  見到很多人帶著兩箱的錢
[00:15:28.000 --> 00:15:29.000]  現金
[00:15:29.000 --> 00:15:31.000]  去馬上給錢買樓
[00:15:31.000 --> 00:15:32.000]  我們經常都聽
[00:15:32.000 --> 00:15:34.000]  甚至乎不久之前
[00:15:34.000 --> 00:15:35.000]  也都聽過新聞說
[00:15:35.000 --> 00:15:37.000]  就是一些中國的企業
[00:15:37.000 --> 00:15:39.000]  去到澳洲那裡
[00:15:39.000 --> 00:15:41.000]  他要去買了當地
[00:15:41.000 --> 00:15:43.000]  想買了當地最大的牧場
[00:15:43.000 --> 00:15:46.000]  就說的是這種霸氣
[00:15:46.000 --> 00:15:47.000]  我有的是錢
[00:15:47.000 --> 00:15:49.000]  我有的是財勢
[00:15:49.000 --> 00:15:50.000]  我財雄勢大
[00:15:50.000 --> 00:15:52.000]  我就什麼都能夠做到
[00:15:52.000 --> 00:15:54.000]  帶著這種霸氣
[00:15:54.000 --> 00:15:58.000]  這種用財勢壓倒人的心態
[00:15:58.000 --> 00:16:00.000]  阿蘭王心裡面
[00:16:00.000 --> 00:16:04.000]  其實根本沒有先知這個概念
[00:16:04.000 --> 00:16:05.000]  可能在他心裡面
[00:16:05.000 --> 00:16:09.000]  他會覺得一個的手下敗國
[00:16:09.000 --> 00:16:11.000]  還有什麼先知呢
[00:16:11.000 --> 00:16:13.000]  或者再直接的說
[00:16:13.000 --> 00:16:15.000]  在阿蘭王心裡面
[00:16:15.000 --> 00:16:17.000]  他根本不看得起
[00:16:17.000 --> 00:16:19.000]  以色列那個所謂的神
[00:16:19.000 --> 00:16:21.000]  不過最可悲的就是
[00:16:21.000 --> 00:16:24.000]  連以色列的王
[00:16:24.000 --> 00:16:27.000]  當他接到阿蘭王這個信的時候
[00:16:27.000 --> 00:16:30.000]  他同樣想都沒有想過
[00:16:30.000 --> 00:16:32.000]  他的國家
[00:16:32.000 --> 00:16:33.000]  他的生命裡面
[00:16:33.000 --> 00:16:35.000]  是有這個神
[00:16:35.000 --> 00:16:37.000]  有這個先知
[00:16:37.000 --> 00:16:38.000]  當以色列王
[00:16:38.000 --> 00:16:40.000]  接到阿蘭王這個信的時候
[00:16:40.000 --> 00:16:42.000]  他的反應是怎樣呢
[00:16:42.000 --> 00:16:44.000]  他覺得這個世界倒塌了
[00:16:44.000 --> 00:16:47.000]  他覺得他要背負所有的責任
[00:16:47.000 --> 00:16:50.000]  要醫好這個大麻瘋
[00:16:50.000 --> 00:16:52.000]  根本沒有能力
[00:16:52.000 --> 00:16:53.000]  不過他只是能夠
[00:16:53.000 --> 00:16:55.000]  坐在那裡自怨自艾
[00:16:55.000 --> 00:16:58.000]  將這個壓力給自己壓死了一樣
[00:16:58.000 --> 00:16:59.000]  他沒有想過
[00:16:59.000 --> 00:17:03.000]  他的生命裡面有神
[00:17:03.000 --> 00:17:04.000]  其實解決事情
[00:17:04.000 --> 00:17:06.000]  有什麼方法呢
[00:17:06.000 --> 00:17:07.000]  第八節
[00:17:07.000 --> 00:17:09.000]  以尼沙告訴我們
[00:17:09.000 --> 00:17:11.000]  解決問題的方法
[00:17:11.000 --> 00:17:13.000]  就是要知道
[00:17:13.000 --> 00:17:16.000]  以色列中有先知
[00:17:16.000 --> 00:17:18.000]  先知代表神
[00:17:18.000 --> 00:17:20.000]  解決問題的方法
[00:17:20.000 --> 00:17:22.000]  就是要認清
[00:17:22.000 --> 00:17:25.000]  在以色列當中有神
[00:17:25.000 --> 00:17:27.000]  解決問題的方法
[00:17:27.000 --> 00:17:29.000]  就是要認清
[00:17:29.000 --> 00:17:31.000]  在我們生命當中有神
[00:17:31.000 --> 00:17:33.000]  神就是這樣使用
