
[00:00:00.000 --> 00:00:03.980]  恭祝大家新年快樂 身體健康
[00:04:28.680 --> 00:04:30.080]  所以求主幫助我們
[00:04:30.080 --> 00:04:33.320]  我願意今天分享這段經文給大家
[00:04:33.320 --> 00:04:36.000]  讓大家一起共勉
[00:04:36.000 --> 00:04:38.520]  看我們怎樣能夠過一個
[00:04:38.520 --> 00:04:44.240]  有福的新的一年
[00:04:44.240 --> 00:04:46.600]  屬靈的生命
[00:04:46.600 --> 00:04:49.400]  很多時候人以為參加一些聚會
[00:04:49.400 --> 00:04:54.440]  買多幾本書去參加一些講座
[00:04:54.440 --> 00:04:58.880]  就使得你能夠得到幫助
[00:04:58.880 --> 00:05:02.480]  但如果你慢慢思想一下的時候
[00:05:02.480 --> 00:05:05.920]  原來生命的成長
[00:05:05.920 --> 00:05:08.240]  不單只是家
[00:05:08.240 --> 00:05:10.720]  也要減
[00:05:10.720 --> 00:05:12.680]  有時候如果你不減
[00:05:12.680 --> 00:05:17.520]  你是無法增加的
[00:05:17.520 --> 00:05:22.160]  如果你不意識到自己的計謀
[00:05:22.160 --> 00:05:26.680]  如果你不意識到自己走錯了路
[00:05:26.680 --> 00:05:28.040]  如果你不意識到
[00:05:28.040 --> 00:05:30.240]  甚至不單是這樣
[00:05:30.240 --> 00:05:33.800]  我們一直對神的話語的藐視
[00:05:33.800 --> 00:05:38.080]  對聖靈的藐視
[00:05:38.080 --> 00:05:40.520]  你發覺你再聽一天的道
[00:05:40.520 --> 00:05:43.320]  再看一本屬靈的書
[00:05:43.320 --> 00:05:47.880]  都不會幫助你太多
[00:05:47.880 --> 00:05:50.560]  所以我時常在門徒訓練
[00:05:50.560 --> 00:05:54.040]  在這裡也好 在中國也好
[00:05:54.040 --> 00:05:57.080]  很多時候人想多學習一些東西
[00:05:57.080 --> 00:05:59.080]  我甚至去到一些培訓
[00:05:59.080 --> 00:06:03.760]  好像這次去到漳州培訓
[00:06:03.760 --> 00:06:05.240]  有幾十人參加
[00:06:05.240 --> 00:06:06.760]  上次也是幾十人
[00:06:06.760 --> 00:06:09.680]  這次他提出一個問題的負責人
[00:06:09.680 --> 00:06:12.080]  他說我們從星期一到星期日
[00:06:12.080 --> 00:06:13.160]  都有很多的罪過
[00:06:13.160 --> 00:06:18.920]  我們怎麼可以再加上你這些的培訓呢
[00:06:18.920 --> 00:06:20.960]  我去到任何的地方
[00:06:20.960 --> 00:06:25.960]  我很少去改變別人的體系
[00:06:25.960 --> 00:06:28.880]  因為我覺得不是我管的東西
[00:06:28.880 --> 00:06:32.200]  因為我覺得組織
[00:06:32.200 --> 00:06:34.800]  是當地需要處理的
[00:06:34.800 --> 00:06:38.200]  但我內心裡知道一件事
[00:06:38.200 --> 00:06:42.280]  如果你不減 你不可以加
[00:06:42.280 --> 00:06:44.160]  那你就自己看一看
[00:06:44.160 --> 00:06:47.560]  什麼不是那麼重要
[00:06:47.560 --> 00:06:50.480]  什麼比較重要
[00:06:50.480 --> 00:06:54.000]  那你就逐一調整
[00:06:54.000 --> 00:06:57.080]  通常沒有一個人願意
[00:06:57.080 --> 00:07:02.480]  去調整一些自己覺得不重要的東西
[00:07:02.480 --> 00:07:05.680]  你覺得重要 你覺得不改不行
[00:07:05.680 --> 00:07:07.360]  那你才會改的
[00:07:07.360 --> 00:07:13.480]  否則你仍然幾十年都如此
[00:07:13.480 --> 00:07:16.400]  不從惡人的計謀
[00:07:16.400 --> 00:07:18.280]  一個有福的人生
[00:07:18.280 --> 00:07:21.760]  開始是在心靈裡面開始
[00:07:21.760 --> 00:07:25.200]  從來不在外面開始
[00:07:25.200 --> 00:07:29.040]  無論你外面有了什麼成就
[00:07:29.040 --> 00:07:33.960]  你怎麼樣別人鼓掌稱讚你
[00:07:33.960 --> 00:07:37.240]  你怎麼樣在工作裡面做得很成功
[00:07:37.240 --> 00:07:38.960]  有一天你年紀大的時候
[00:07:38.960 --> 00:07:42.400]  你發覺你都要退休
[00:07:42.400 --> 00:07:45.680]  有一天你會意識到
[00:07:45.680 --> 00:07:48.760]  原來別人的鼓掌
[00:07:48.760 --> 00:07:53.120]  不是鼓掌你裡面的生命
[00:07:53.120 --> 00:07:56.480]  很多時候鼓掌多半是你的成就
[00:07:56.480 --> 00:07:59.240]  外面的成就
[00:07:59.240 --> 00:08:02.040]  但是最可怕的就是
[00:08:02.040 --> 00:08:04.440]  當你意識到你外面的人
[00:08:04.440 --> 00:08:06.000]  和裡面的人
[00:08:06.000 --> 00:08:09.720]  是有很大的差距的時候
[00:08:09.720 --> 00:08:17.480]  你會暗暗地看到自己裡面的空虛
[00:08:17.480 --> 00:08:21.040]  如果一個人不安靜的時候
[00:08:21.040 --> 00:08:24.920]  如果一個人不是病了的時候
[00:08:24.920 --> 00:08:28.920]  如果一個人不是面臨死亡的時候
[00:08:28.920 --> 00:08:34.360]  如果一個人不是面對婚姻的危機的時候
[00:08:34.360 --> 00:08:36.880]  健康的疾病的時候
[00:08:36.880 --> 00:08:40.720]  你發覺到人不是很想靜下來
[00:08:40.720 --> 00:08:43.440]  因為太多東西太吸引
[00:08:43.440 --> 00:08:45.720]  太多告白太吸引
[00:08:45.720 --> 00:08:49.000]  內心裡面太多想成就的東西太吸引
[00:08:49.000 --> 00:08:59.280]  人不想停下來
[00:08:59.280 --> 00:09:03.760]  但那個就是致命傷
[00:09:03.760 --> 00:09:05.960]  因為撒旦有時候引誘我們
[00:09:05.960 --> 00:09:11.600]  不是叫我們犯什麼大罪
[00:09:11.600 --> 00:09:17.480]  你我或多或少都不想太多犯罪
[00:09:17.480 --> 00:09:24.640]  你我或多或少都曉得怎樣去遮掩自己的罪
[00:09:24.640 --> 00:09:29.760]  撒旦最厲害的一個伎倆
[00:09:29.760 --> 00:09:32.720]  可以毀壞你一生
[00:09:32.720 --> 00:09:37.160]  就是叫你覺得自己什麼問題都沒有
[00:09:37.160 --> 00:09:40.360]  覺得自己很滿意
[00:09:40.360 --> 00:09:43.120]  覺得自己沒什麼需要改
[00:09:43.120 --> 00:09:47.360]  沒什麼需要追求
[00:09:47.360 --> 00:09:51.880]  他就最開心
[00:09:51.880 --> 00:09:55.400]  但這個很危險
[00:09:55.400 --> 00:09:59.200]  不站罪人的道路
[00:09:59.200 --> 00:10:01.360]  一個人思想
[00:10:01.360 --> 00:10:06.080]  你發覺到求主幫助我們改變更新
[00:10:06.080 --> 00:10:07.360]  當你親近主的時候
[00:10:07.360 --> 00:10:08.800]  你發覺到很奇妙
[00:10:08.800 --> 00:10:12.800]  神在提醒你改變你
[00:10:12.800 --> 00:10:14.080]  就算在這幾天
[00:10:14.080 --> 00:10:17.640]  我睡在床上真是腳浮浮
[00:10:17.640 --> 00:10:19.840]  又發燒
[00:10:19.840 --> 00:10:22.840]  但神就叫我安靜思想提醒
[00:10:22.840 --> 00:10:25.160]  再提醒再提醒
[00:10:25.160 --> 00:10:28.400]  不要再浪費時日
[00:10:28.400 --> 00:10:30.120]  好好地做當做的事
[00:10:30.120 --> 00:10:32.120]  不要再浪費時日
[00:10:32.120 --> 00:10:38.080]  怎樣怎樣怎樣提醒我
[00:10:38.080 --> 00:10:41.800]  不站罪人的道路是進一步
[00:10:41.800 --> 00:10:44.840]  人的思想帶出他的行為
[00:10:44.840 --> 00:10:46.520]  你裡面想什麼
[00:10:46.520 --> 00:10:50.560]  你也會做什麼
[00:10:50.560 --> 00:10:53.960]  會浮現出來的
[00:10:53.960 --> 00:10:56.360]  有些人有技巧多一點
[00:10:56.360 --> 00:10:58.680]  所以都表現得不錯
[00:10:58.680 --> 00:11:00.920]  有些技巧不是很好
[00:11:00.920 --> 00:11:05.080]  所以人家覺得他經常得罪人
[00:11:05.080 --> 00:11:07.560]  但無論怎樣
[00:11:07.560 --> 00:11:12.720]  我們的思想是怎樣的
[00:11:12.720 --> 00:11:16.520]  我們就會走在哪一班人
[00:11:16.520 --> 00:11:18.520]  Life minded people
[00:11:18.520 --> 00:11:23.880]  will get along very well with life minded people
[00:11:23.880 --> 00:11:26.560]  他們一起的走路
[00:11:26.560 --> 00:11:28.920]  但上帝提醒我們
[00:11:28.920 --> 00:11:30.960]  在你想加之前
[00:11:30.960 --> 00:11:35.360]  你要提醒自己要減一些東西
[00:11:35.360 --> 00:11:37.320]  不站罪人的道路
[00:11:37.320 --> 00:11:42.000]  不要走上去
[00:11:42.000 --> 00:11:44.920]  但最可怕的一件事
[00:11:44.920 --> 00:11:47.560]  就是不單走上去
[00:11:47.560 --> 00:11:49.800]  初時都怕怕地
[00:11:49.800 --> 00:11:52.200]  不應該這樣做
[00:11:52.200 --> 00:11:55.200]  不過習慣了
[00:11:55.200 --> 00:11:57.160]  講慣這些說話
[00:11:57.160 --> 00:11:59.480]  做慣這些事
[00:11:59.480 --> 00:12:01.240]  你發覺弄著弄著的時候
[00:12:01.240 --> 00:12:07.640]  都不覺得有什麼問題
[00:12:07.640 --> 00:12:10.200]  你慢慢坐下來
[00:12:10.200 --> 00:12:12.200]  不單只是計算思想的東西
[00:12:12.200 --> 00:12:14.120]  不單只是站下去
[00:12:14.120 --> 00:12:16.360]  並且你坐下來
[00:12:16.360 --> 00:12:17.480]  這個字很重要
[00:12:17.480 --> 00:12:19.400]  「洩萬人」
[00:12:19.400 --> 00:12:21.720]  英文聖經用幾個描述
[00:12:21.720 --> 00:12:24.200]  一個是「sconful」
[00:12:24.200 --> 00:12:25.720]  是在笑人
[00:12:25.720 --> 00:12:27.640]  或者「mocker」
[00:12:27.640 --> 00:12:30.920]  mocking other people
[00:12:30.920 --> 00:12:32.040]  意思就是說
[00:12:32.040 --> 00:12:33.880]  他不單不怕
[00:12:33.880 --> 00:12:36.280]  並且笑那些人
[00:12:36.280 --> 00:12:39.640]  你們有什麼特別
[00:12:39.640 --> 00:12:42.760]  你們最重要不要這麼熱心
[00:12:42.760 --> 00:12:47.960]  不要這麼愛主
[00:12:47.960 --> 00:12:52.840]  我剛剛輔導完一對在神州
[00:12:52.840 --> 00:12:55.240]  一對夫婦
[00:12:55.240 --> 00:12:58.120]  原本很可愛的一對夫婦
[00:12:58.120 --> 00:13:00.840]  結婚十幾年
[00:13:00.840 --> 00:13:03.080]  但丈夫很自卑
[00:13:03.080 --> 00:13:04.280]  很不喜歡別人說他
[00:13:04.280 --> 00:13:06.520]  所以跟牧師有衝突之後
[00:13:06.520 --> 00:13:07.720]  就不去教會
[00:13:07.720 --> 00:13:10.200]  不單不去教會
[00:13:10.200 --> 00:13:13.640]  又不高興他太太去教會
[00:13:13.640 --> 00:13:15.560]  兩個子女
[00:13:15.560 --> 00:13:17.080]  去聖教會的時候
[00:13:17.080 --> 00:13:18.840]  都是少年人
[00:13:18.840 --> 00:13:19.720]  他就在那裡
[00:13:19.720 --> 00:13:22.840]  你知不知道你在浪費時間
[00:13:22.840 --> 00:13:24.120]  你知不知道呢
[00:13:24.120 --> 00:13:25.720]  你知不知道你這樣沒有用的
[00:13:25.720 --> 00:13:28.440]  去教會浪費了你的日子
[00:13:28.440 --> 00:13:30.040]  他不單在子女那裡說
[00:13:30.040 --> 00:13:32.600]  令到太太非常的傷心
[00:13:32.600 --> 00:13:36.440]  非常的難做
[00:13:36.440 --> 00:13:39.800]  並且他在親戚朋友當中
[00:13:39.800 --> 00:13:45.560]  提起教會他都責人
[00:13:45.560 --> 00:13:50.600]  這個原本是一個很弟兄愛好的朋友
[00:13:50.600 --> 00:13:55.320]  我都很盼望他們繼續為主所改變
[00:13:55.320 --> 00:13:59.240]  我相信主會改變
[00:13:59.240 --> 00:14:02.120]  但意思就是不坐舌蠻人的座位
[00:14:02.120 --> 00:14:05.800]  意思就是
[00:14:05.800 --> 00:14:07.240]  你說什麼叫舌蠻人
[00:14:07.240 --> 00:14:09.480]  不一定吵架
[00:14:09.480 --> 00:14:10.840]  有些人很內向
[00:14:10.840 --> 00:14:13.960]  不一定吵出來
[00:14:13.960 --> 00:14:17.560]  但他裡面有一種藐視的態度
[00:14:17.560 --> 00:14:21.720]  不照你們這樣做
[00:14:21.720 --> 00:14:27.480]  不照你們這樣去教會
[00:14:27.480 --> 00:14:29.480]  或者甚至不是說不照
[00:14:29.480 --> 00:14:30.680]  甚至他沒有什麼
[00:14:30.680 --> 00:14:35.960]  他當你沒有聽到你所說的話
[00:14:35.960 --> 00:14:41.240]  那個就害怕了
[00:14:41.240 --> 00:14:48.280]  如果你我信了主一段時間
[00:14:48.280 --> 00:14:49.880]  你沒有這麼離譜說不照
[00:14:49.880 --> 00:14:53.640]  沒有這麼離譜說別人怎樣屬靈
[00:14:53.640 --> 00:14:57.960]  但你竟然主對你說的話
[00:14:57.960 --> 00:15:03.240]  你一次又一次好像當耳邊風一樣
[00:15:03.240 --> 00:15:06.760]  沒有聽
[00:15:06.760 --> 00:15:09.000]  如果那個是你最親的人
[00:15:09.000 --> 00:15:09.800]  是你的丈夫
[00:15:09.800 --> 00:15:10.520]  是你的太太
[00:15:10.520 --> 00:15:11.400]  是你的兒女
[00:15:11.400 --> 00:15:12.840]  是你的父母
[00:15:12.840 --> 00:15:15.400]  你這樣對他的時候
[00:15:15.400 --> 00:15:18.520]  你當他所說的是耳邊風的時候
[00:15:18.520 --> 00:15:21.480]  你說這種是不是叫做舌蠻
[00:15:21.480 --> 00:15:26.120]  這種是不是叫做藐視
[00:15:26.120 --> 00:15:27.800]  Hello
[00:15:27.800 --> 00:15:29.480]  你說呢
[00:15:29.480 --> 00:15:33.640]  是不是
[00:15:33.640 --> 00:15:41.320]  所以沒有減就不能夠加
[00:15:41.320 --> 00:15:43.320]  感謝上帝讓這篇詩篇
[00:15:43.320 --> 00:15:51.880]  讓詩人真是很了解一個蒙福的生命是怎樣
[00:15:51.880 --> 00:15:55.800]  所以他先提醒不要這樣
[00:15:55.800 --> 00:15:56.760]  然後第二節
[00:15:56.760 --> 00:15:58.200]  我們一起讀第二節好嗎
[00:15:58.200 --> 00:15:59.960]  1、2、3 請
[00:15:59.960 --> 00:16:13.080]  當我預備這個講座的時候
[00:16:13.080 --> 00:16:16.920]  我的重點就放在「喜愛」
[00:16:16.920 --> 00:16:23.960]  他不是叫你讀經、聖經、靈修、門徒訓練、操練
[00:16:23.960 --> 00:16:29.480]  他說了一個詞你很難觸摸
[00:16:29.480 --> 00:16:31.960]  大大本的聖經
[00:16:31.960 --> 00:16:35.960]  你怎樣可以「喜愛」
[00:16:35.960 --> 00:16:38.920]  請問在座哪位是「喜愛」神的律法
[00:16:38.920 --> 00:16:41.080]  神的話語的
[00:16:41.080 --> 00:16:44.920]  真是「喜愛」的嗎
[00:16:44.920 --> 00:16:45.720]  沒有嗎
[00:16:45.720 --> 00:16:48.760]  不會吧
[00:16:48.760 --> 00:16:50.760]  Albert
[00:16:50.760 --> 00:16:51.320]  Albert 舉手
[00:16:51.320 --> 00:16:53.160]  我看到他動了動了一隻手
[00:16:53.160 --> 00:16:58.680]  挺好的
[00:16:58.680 --> 00:17:03.720]  你怎樣才會喜歡一個人
[00:17:03.720 --> 00:17:04.920]  朋友也好
[00:17:04.920 --> 00:17:06.920]  丈夫也好
[00:17:06.920 --> 00:17:09.880]  是不是需要認識彼此
[00:17:09.880 --> 00:17:14.360]  然後你欣賞
[00:17:14.360 --> 00:17:15.640]  星仔你好
[00:17:15.640 --> 00:17:16.680]  Hannah
[00:17:16.680 --> 00:17:19.480]  恭喜你們
[00:17:19.480 --> 00:17:23.320]  你是開始認識就很簡單
[00:17:23.320 --> 00:17:25.640]  觀察
[00:17:25.640 --> 00:17:29.880]  交往
[00:17:29.880 --> 00:17:32.360]  然後他對你好
[00:17:32.360 --> 00:17:34.520]  你亦都回應他
[00:17:34.520 --> 00:17:38.440]  你對他好
[00:17:38.440 --> 00:17:41.480]  有些困難一起去面對
[00:17:41.480 --> 00:17:43.160]  不是指責
[00:17:43.160 --> 00:17:45.720]  對方很能夠支持你
[00:17:45.720 --> 00:17:49.480]  和你一起去面對
[00:17:49.480 --> 00:17:52.120]  好像這幾天我都很感動
[00:17:52.120 --> 00:17:56.840]  平時沒有看到大仔的溫柔
[00:17:56.840 --> 00:18:00.520]  但這幾天我真的病了
[00:18:00.520 --> 00:18:03.640]  他怎樣煮湯給我
[00:18:03.640 --> 00:18:06.360]  怎樣煮麵給我吃
[00:18:06.360 --> 00:18:09.160]  怎樣買菜
[00:18:09.160 --> 00:18:11.000]  每一樣東西怎樣提醒我
[00:18:11.000 --> 00:18:13.400]  不要吃太多糖的東西
[00:18:13.400 --> 00:18:18.840]  因為突然之間
[00:18:18.840 --> 00:18:20.200]  突然之間發覺到
[00:18:20.200 --> 00:18:22.760]  在他裏面有上帝的愛在裏面
[00:18:22.760 --> 00:18:26.360]  Touching me
[00:18:26.360 --> 00:18:28.120]  我告訴他
[00:18:28.120 --> 00:18:29.640]  多謝你
[00:18:29.640 --> 00:18:32.040]  Is Christ the love of Christ
[00:18:32.040 --> 00:18:37.960]  Touching me through you
[00:18:37.960 --> 00:18:42.680]  喜愛不是立即就有
[00:18:42.680 --> 00:18:45.640]  但最可怕的事就是說
[00:18:45.640 --> 00:18:47.400]  為甚麼不能夠喜愛
[00:18:47.400 --> 00:18:50.920]  因為我們經常有一個錯誤的觀念
[00:18:50.920 --> 00:18:53.240]  自己有一種的成見
[00:18:53.240 --> 00:18:55.960]  裏面有一種的驕傲
[00:18:55.960 --> 00:18:58.840]  裏面有一種的自卑
[00:18:58.840 --> 00:19:02.200]  裏面有一種歪曲了的性情
[00:19:02.200 --> 00:19:04.840]  以致人家對你多好都好
[00:19:04.840 --> 00:19:11.240]  你竟然不知道
[00:19:11.240 --> 00:19:25.480]  並且忽略了很多年
[00:19:25.480 --> 00:19:30.200]  我們年紀慢慢大
[00:19:30.200 --> 00:19:33.480]  我相信你們會比我更加好的
[00:19:33.480 --> 00:19:35.720]  不過我們一起學
[00:19:35.720 --> 00:19:40.280]  特別我們那六十歲的人
[00:19:40.280 --> 00:19:44.360]  讓我們不要讓時間跑得那麼快
[00:19:44.360 --> 00:19:50.520]  讓我們學習定睛望向我們的老伴
[00:19:50.520 --> 00:19:53.800]  摸摸他的頭髮
[00:19:53.800 --> 00:19:55.480]  摸摸他的皺紋
[00:19:55.480 --> 00:19:57.720]  摸摸他的臉
[00:19:57.720 --> 00:20:00.760]  擁抱他 親他
[00:20:00.760 --> 00:20:04.680]  牽著他的手
[00:20:04.680 --> 00:20:10.920]  定睛望向他
[00:20:10.920 --> 00:20:13.640]  我發覺我們到這個年紀的時候
[00:20:13.640 --> 00:20:17.320]  不是說需要一種的激情
[00:20:17.320 --> 00:20:20.840]  是需要一種的溫情
[00:20:20.840 --> 00:20:29.000]  一種的長情
[00:20:29.000 --> 00:20:32.120]  跟神的關係
[00:20:32.120 --> 00:20:37.560]  不是可以有些方法就達到
[00:20:37.560 --> 00:20:38.680]  是一種的關係
[00:20:38.680 --> 00:20:41.800]  是一種的慢下來
[00:20:41.800 --> 00:20:44.120]  是一種的珍惜
[00:20:44.120 --> 00:20:50.440]  是一種的欣賞
[00:20:50.440 --> 00:20:53.960]  你有沒有經歷過上帝這樣對你
[00:20:53.960 --> 00:20:55.560]  有沒有經歷過
[00:20:55.560 --> 00:21:00.200]  上帝原來是那麼柔情的愛你
[00:21:00.200 --> 00:21:02.840]  那麼忍耐
[00:21:02.840 --> 00:21:03.720]  那麼體諒
[00:21:03.720 --> 00:21:06.920]  那麼紳士
[00:21:06.920 --> 00:21:08.840]  祂沒有強迫你去愛祂
[00:21:08.840 --> 00:21:12.280]  祂沒有強迫你去做事
[00:21:12.280 --> 00:21:14.680]  祂體諒 但祂鼓勵
[00:21:14.680 --> 00:21:16.440]  祂有責備
[00:21:16.440 --> 00:21:18.600]  但祂有寬恕
[00:21:18.600 --> 00:21:20.520]  祂有懲罰
[00:21:20.520 --> 00:21:23.720]  祂有責打 但祂有前果
[00:21:23.720 --> 00:21:27.640]  屢次屢次都是這樣
[00:21:27.640 --> 00:21:31.880]  有時甚至我們不是很明白祂在做什麼
[00:21:31.880 --> 00:21:42.600]  但過了一段日子我們就開始明白
[00:21:42.600 --> 00:21:44.920]  不知道你有沒有想到你所愛的人
[00:21:44.920 --> 00:21:48.200]  如果你真的愛某個人
[00:21:48.200 --> 00:21:51.480]  你就夜思想
[00:21:51.480 --> 00:21:53.720]  所以師母因為去了香港
[00:21:53.720 --> 00:21:56.200]  我不敢說就夜思想她
[00:21:56.200 --> 00:22:00.120]  不過我都覺得她都幾好
[00:22:00.120 --> 00:22:01.720]  我那天想打電話告訴她
[00:22:01.720 --> 00:22:03.080]  我都幾喜歡你
[00:22:03.080 --> 00:22:06.040]  你真是幾好
[00:22:06.040 --> 00:22:08.680]  我回來之前
[00:22:08.680 --> 00:22:11.160]  收拾好所有房子
[00:22:11.160 --> 00:22:15.640]  衣服搭好
[00:22:15.640 --> 00:22:21.320]  嘩
[00:22:21.320 --> 00:22:22.520]  交下所有東西
[00:22:22.520 --> 00:22:29.160]  告訴兒子這件事那件事
[00:22:29.160 --> 00:22:34.840]  很辛勞地陪著他媽媽
[00:22:34.840 --> 00:22:40.200]  昨天去向哥哥嫂嫂拜年
[00:22:40.200 --> 00:22:42.840]  幫兒子搬屋
[00:22:42.840 --> 00:22:46.760]  買床 買鞋
[00:22:46.760 --> 00:22:49.560]  幾好
[00:22:49.560 --> 00:22:52.440]  這個老婆幾好
[00:22:52.440 --> 00:22:55.480]  你有沒有跟你老婆這樣說
[00:22:55.480 --> 00:22:58.360]  Hello
[00:22:58.360 --> 00:23:00.120]  星仔過了這麼短日子
[00:23:00.120 --> 00:23:07.320]  覺得老婆好不好
[00:23:07.320 --> 00:23:09.400]  我還記得你結婚那天
[00:23:09.400 --> 00:23:12.760]  那種笑容是我從來沒見過
[00:23:12.760 --> 00:23:16.280]  蒙娜麗莎那種笑容
[00:23:16.280 --> 00:23:19.560]  不是哈哈聲
[00:23:19.560 --> 00:23:22.520]  Beautiful
[00:23:22.520 --> 00:23:29.880]  我一生難忘
[00:23:29.880 --> 00:23:33.000]  你愛一個人你就會想一個人
[00:23:33.000 --> 00:23:39.320]  你愛一個人你不單止想一個人
[00:23:39.320 --> 00:23:43.240]  你會為他著想
[00:23:43.240 --> 00:23:47.000]  所以
[00:23:47.000 --> 00:23:51.320]  借人便為有福
