
[00:00:00.000 --> 00:00:05.580]  今天的講題是未完的最後晚餐
[00:01:22.960 --> 00:01:24.960]  晚餐裡面
[00:01:24.960 --> 00:01:26.960]  有些人準備很多道具
[00:01:26.960 --> 00:01:29.320]  去到要你戴帽子
[00:01:29.320 --> 00:01:31.480]  要這樣的樣子拍照
[00:01:31.480 --> 00:01:33.760]  有些人就用手掣
[00:01:33.760 --> 00:01:36.720]  自己親自做了很多氣球
[00:01:36.720 --> 00:01:38.120]  你看看我的氣球
[00:01:38.120 --> 00:01:41.120]  真的是黑色衣服戴眼鏡的
[00:01:41.120 --> 00:01:42.280]  我兒子的氣球
[00:01:42.280 --> 00:01:44.000]  我兒子烏德爾山和他拍照
[00:01:44.000 --> 00:01:45.760]  其實他比我高半個頭
[00:01:45.760 --> 00:01:47.240]  他的氣球真的比我高
[00:01:47.240 --> 00:01:48.360]  大一點的
[00:01:48.360 --> 00:01:50.560]  我女兒的氣球連衣服和我太太
[00:01:50.560 --> 00:01:52.080]  都是一對的
[00:01:52.080 --> 00:01:53.640]  不單止有這樣的道具
[00:01:53.640 --> 00:01:54.720]  還有內容
[00:01:54.720 --> 00:01:57.520]  他們會扮演其中一頓飯
[00:01:57.520 --> 00:01:59.960]  還有驚喜
[00:01:59.960 --> 00:02:01.400]  驚喜就是
[00:02:01.400 --> 00:02:06.920]  竟然有煙花看在我面前
[00:02:06.920 --> 00:02:09.160]  很開心
[00:02:09.160 --> 00:02:11.640]  但如果我想問一下
[00:02:11.640 --> 00:02:15.640]  要你準備一個難忘的晚餐
[00:02:15.640 --> 00:02:20.200]  是關於一個告別的晚餐
[00:02:20.200 --> 00:02:21.200]  這個告別的晚餐
[00:02:21.200 --> 00:02:22.720]  你以後都不會再見他
[00:02:22.720 --> 00:02:24.520]  以後都不會教書
[00:02:24.520 --> 00:02:26.560]  或者以後離開香港
[00:02:26.560 --> 00:02:29.480]  甚至離開這個世界
[00:02:29.480 --> 00:02:31.680]  我估計你準備的內容
[00:02:31.680 --> 00:02:33.160]  請的人
[00:02:33.160 --> 00:02:34.720]  道具
[00:02:34.720 --> 00:02:38.120]  就很不同了
[00:02:38.120 --> 00:02:41.280]  今天我將會說一個告別的晚餐
[00:02:41.280 --> 00:02:42.600]  這個晚餐
[00:02:42.600 --> 00:02:46.680]  無論信主不信主的人都非常出名
[00:02:46.680 --> 00:02:48.840]  一般人的名字叫做
[00:02:48.840 --> 00:02:52.160]  最後的晚餐
[00:02:52.160 --> 00:02:54.680]  究竟裡面有些什麼
[00:02:54.680 --> 00:02:57.560]  有些什麼驚喜驚嚇的東西
[00:02:57.560 --> 00:03:01.320]  究竟裡面是說些什麼的呢
[00:03:01.320 --> 00:03:03.960]  究竟是不是真的最後呢
[00:03:03.960 --> 00:03:05.400]  我很想今天
[00:03:05.400 --> 00:03:07.200]  快要受苦期了
[00:03:07.200 --> 00:03:08.440]  下個月
[00:03:08.440 --> 00:03:11.200]  想大家一起再次看拆開
[00:03:11.200 --> 00:03:11.960]  在說之前
[00:03:11.960 --> 00:03:13.520]  我們必須有些背景
[00:03:13.520 --> 00:03:14.720]  要介紹一下
[00:03:14.720 --> 00:03:16.560]  讓大家更加明白
[00:03:16.560 --> 00:03:18.280]  我想先看看背景
[00:03:18.280 --> 00:03:20.840]  我們先看馬克福音志二十六章
[00:03:20.840 --> 00:03:24.320]  十七到十九節
[00:03:24.320 --> 00:03:25.400]  裡面有些背景
[00:03:25.400 --> 00:03:26.080]  我們一起讀
[00:03:26.080 --> 00:03:26.880]  這三節經文
[00:03:26.880 --> 00:03:28.360]  一 二 三
[00:03:28.360 --> 00:03:30.640]  「隨孝節的第一天」
[00:03:30.640 --> 00:03:32.920]  「我和我愛的耶穌主」
[00:03:32.920 --> 00:03:35.160]  「你吃如藉的筵席」
[00:03:35.160 --> 00:03:38.080]  「要我們在哪裡給你預備呢」
[00:03:38.080 --> 00:03:39.080]  「耶穌主」
[00:03:39.080 --> 00:03:42.360]  「讓我們順順去 多麼恩愛祂」
[00:03:42.360 --> 00:03:44.440]  「對祂說:不至於」
[00:03:44.440 --> 00:03:46.480]  「我們之後該如何是好」
[00:03:46.480 --> 00:03:50.160]  「我們不可挑剔祂的手語言之」
[00:03:50.160 --> 00:03:52.920]  「不可順順耶穌所吩咐的」
[00:03:52.920 --> 00:03:55.800]  「就讓祂給你預預節」
[00:03:55.800 --> 00:03:58.240]  本來那晚不是最後的晚餐
[00:03:58.240 --> 00:04:00.680]  本來是什麼節的言直
[00:04:00.680 --> 00:04:01.920]  預預節
[00:04:01.920 --> 00:04:05.040]  預預節是什麼
[00:04:05.040 --> 00:04:06.760]  都記得吧
[00:04:06.760 --> 00:04:09.600]  或者有些人錯信有一點點的簡介
[00:04:09.600 --> 00:04:12.880]  預預節是有一個很重要的日子
[00:04:12.880 --> 00:04:15.360]  對以色列人來說是沒辦法忘記
[00:04:15.360 --> 00:04:20.800]  沒辦法不每年都要紀念慶祝的日子
[00:04:20.800 --> 00:04:24.200]  但是距離當時一千三百年
[00:04:24.200 --> 00:04:26.920]  埃及是一個饑荒的狀態
[00:04:26.920 --> 00:04:28.520]  神差派以色列人
[00:04:28.520 --> 00:04:30.600]  叫約瑟的人去到
[00:04:30.600 --> 00:04:31.880]  人體是賣了去
[00:04:31.880 --> 00:04:32.720]  不過聖經說
[00:04:32.720 --> 00:04:37.720]  神有預備幫埃及渡過一個四大文明古國
[00:04:37.720 --> 00:04:39.400]  當時很大智慧
[00:04:39.400 --> 00:04:40.600]  今天都沒人明白
[00:04:40.600 --> 00:04:44.520]  如何去做金字塔的地方
[00:04:44.520 --> 00:04:45.520]  他差派約瑟去
[00:04:45.520 --> 00:04:47.600]  幫他渡過一個很大的饑荒
[00:04:47.600 --> 00:04:50.360]  令到那個國很強
[00:04:50.360 --> 00:04:52.800]  但是當時以色列民一路一路強盛
[00:04:52.800 --> 00:04:54.120]  越來越多
[00:04:54.120 --> 00:04:55.880]  他們很害怕
[00:04:55.880 --> 00:04:57.800]  開始排斥
[00:04:57.800 --> 00:04:59.840]  好像華人幾十年前很強大
[00:04:59.840 --> 00:05:03.480]  在馬來西亞在印尼他們排話
[00:05:03.480 --> 00:05:06.440]  甚至排一排他們種族清洗
[00:05:06.440 --> 00:05:07.800]  他叫他們做苦工
[00:05:07.800 --> 00:05:11.240]  不聽話就殺
[00:05:11.240 --> 00:05:14.440]  他們沒辦法忘記當日
[00:05:14.440 --> 00:05:19.400]  耶和華神聽到以色列民的呼聲
[00:05:19.400 --> 00:05:23.000]  所以他差摩西去見法老王
[00:05:23.000 --> 00:05:25.640]  他有十個警告要他放人
[00:05:25.640 --> 00:05:27.520]  這十個警告叫什麼
[00:05:27.520 --> 00:05:28.520]  十災
[00:05:28.520 --> 00:05:29.880]  九個災過了不聽話
[00:05:29.880 --> 00:05:30.880]  去到第十災
[00:05:30.880 --> 00:05:32.360]  就是御御節
[00:05:32.360 --> 00:05:34.440]  在他們的正月
[00:05:34.440 --> 00:05:35.600]  他們也有正月
[00:05:35.600 --> 00:05:37.400]  我們中國人也有正月
[00:05:37.400 --> 00:05:38.400]  我記得上個星期
[00:05:38.400 --> 00:05:40.240]  我的姨姨在紐約住了十多年
[00:05:40.240 --> 00:05:41.240]  回來香港
[00:05:41.240 --> 00:05:42.640]  我就問她
[00:05:42.640 --> 00:05:44.360]  在紐約的中國人
[00:05:44.360 --> 00:05:47.840]  會不會慶祝過年團年
[00:05:47.840 --> 00:05:49.280]  你猜他們有沒有
[00:05:49.280 --> 00:05:50.840]  有
[00:05:50.840 --> 00:05:51.840]  一樣以色列人
[00:05:51.840 --> 00:05:57.040]  今天仍然很隆重去紀念這個御御節
[00:05:57.040 --> 00:06:00.840]  當日在彌撒月的第十四日
[00:06:00.840 --> 00:06:02.480]  即是大概三四月
[00:06:02.480 --> 00:06:03.880]  我們的陽曆
[00:06:03.880 --> 00:06:05.840]  他們宰割了一歲的羊
[00:06:05.840 --> 00:06:09.200]  將牠的血放在門框上
[00:06:09.200 --> 00:06:11.040]  耶和華神要差派天使
[00:06:11.040 --> 00:06:12.800]  將所有頭生殺了
[00:06:12.800 --> 00:06:14.120]  第十災
[00:06:14.120 --> 00:06:15.360]  但是有血的
[00:06:15.360 --> 00:06:18.480]  他就會越過
[00:06:18.480 --> 00:06:21.240]  不會進去屋裡殺人
[00:06:21.240 --> 00:06:23.360]  所以當日法老王很恐懼
[00:06:23.360 --> 00:06:25.880]  就將以色列民放走
[00:06:25.880 --> 00:06:28.160]  御御節
[00:06:28.160 --> 00:06:30.720]  是最後晚餐的背景
[00:06:30.720 --> 00:06:31.480]  很奇怪的
[00:06:31.480 --> 00:06:32.280]  你看下去
[00:06:32.280 --> 00:06:34.200]  當時他們的門徒問耶穌
[00:06:34.200 --> 00:06:34.800]  喂
[00:06:34.800 --> 00:06:36.520]  我為你準備御節的筵席
[00:06:36.520 --> 00:06:37.160]  怎樣準備
[00:06:37.160 --> 00:06:38.800]  耶穌說不是你為我準備
[00:06:38.800 --> 00:06:39.800]  你去
[00:06:39.800 --> 00:06:41.960]  去到那裡跟一個夫子說
[00:06:41.960 --> 00:06:43.880]  我的時候到了
[00:06:43.880 --> 00:06:45.520]  其實很奇怪這句話
[00:06:45.520 --> 00:06:46.840]  要去你家守御節
[00:06:46.840 --> 00:06:47.720]  即是什麼呢
[00:06:47.720 --> 00:06:49.040]  陳牧師一會兒說完
[00:06:49.040 --> 00:06:50.320]  很久沒見你了
[00:06:50.320 --> 00:06:51.800]  一會兒請你吃一頓好嗎
[00:06:51.800 --> 00:06:52.680]  我說好
[00:06:52.680 --> 00:06:54.560]  不過這樣不用了
[00:06:54.560 --> 00:06:56.600]  完了崇拜你先去碗沙街
[00:06:56.600 --> 00:06:57.880]  第三個店舖
[00:06:57.880 --> 00:06:59.560]  找那個叫肥陳的
[00:06:59.560 --> 00:07:01.080]  你告訴他陳牧師
[00:07:01.080 --> 00:07:06.520]  時候快到了
[00:07:06.520 --> 00:07:08.080]  你試試去
[00:07:08.080 --> 00:07:12.000]  他一定說你瘋了
[00:07:12.000 --> 00:07:13.920]  原來這頓飯
[00:07:13.920 --> 00:07:16.200]  是飯中有飯
[00:07:16.200 --> 00:07:18.040]  焗中有焗
[00:07:18.040 --> 00:07:20.720]  他不單只是說了御御節的事
[00:07:20.720 --> 00:07:22.600]  他說了裡面很多
[00:07:22.600 --> 00:07:24.320]  很多值得我們今天
[00:07:24.320 --> 00:07:26.240]  再次思考
[00:07:26.240 --> 00:07:28.720]  給上鼓勵的東西
[00:07:28.720 --> 00:07:30.640]  究竟是什麼呢
[00:07:30.640 --> 00:07:32.760]  發生什麼事有什麼學呢
[00:07:32.760 --> 00:07:33.960]  再說多一點背景
[00:07:33.960 --> 00:07:36.360]  我們就進入去了
[00:07:36.360 --> 00:07:37.400]  再看下去
[00:07:37.400 --> 00:07:38.640]  我們知道那天晚上
[00:07:38.640 --> 00:07:39.920]  御節至少有幾樣東西
[00:07:39.920 --> 00:07:41.800]  第一他們真的坐直
[00:07:41.800 --> 00:07:43.960]  在彌撒月第十五日
[00:07:43.960 --> 00:07:45.000]  在黃昏後
[00:07:45.000 --> 00:07:47.320]  接著又發生什麼事呢
[00:07:47.320 --> 00:07:49.600]  門徒起了什麼
[00:07:49.600 --> 00:07:50.680]  爭論
[00:07:50.680 --> 00:07:52.520]  門徒起爭論是不是第一次
[00:07:52.520 --> 00:07:53.520]  不是
[00:07:53.520 --> 00:07:55.520]  又爭誰為大慣
[00:07:55.520 --> 00:07:57.320]  接著耶穌洗腳
[00:07:57.320 --> 00:07:58.720]  聽過了嗎
[00:07:58.720 --> 00:07:59.680]  接著
[00:07:59.680 --> 00:08:03.080]  耶穌揭露猶大出賣他
[00:08:03.080 --> 00:08:05.000]  接著去到主餐
[00:08:05.000 --> 00:08:06.080]  接著嘟嘟嘟
[00:08:06.080 --> 00:08:07.880]  我不說那麼多了
[00:08:07.880 --> 00:08:10.160]  今天我說其中三樣
[00:08:10.160 --> 00:08:11.480]  都幾驚嚇
[00:08:11.480 --> 00:08:14.360]  也都幾顛覆的內容
[00:08:14.360 --> 00:08:16.360]  我們先看第一樣好嗎
[00:08:16.360 --> 00:08:17.440]  第一樣
[00:08:17.440 --> 00:08:21.040]  當他們進入聖餐
[00:08:21.040 --> 00:08:22.960]  當進入御節餐的時候
[00:08:22.960 --> 00:08:25.160]  突然發生這件事
[00:08:25.160 --> 00:08:25.760]  我們先看一看
[00:08:25.760 --> 00:08:27.040]  我們先讀好嗎
[00:08:27.040 --> 00:08:28.960]  在《讓福音》十三章記載
[00:08:28.960 --> 00:08:30.280]  我們讀一二三
[00:08:30.280 --> 00:08:32.440]  耶穌就離席站起來
[00:08:32.440 --> 00:08:33.520]  脫了衣服
[00:08:33.520 --> 00:08:35.400]  拿一條手巾搓腰
[00:08:35.400 --> 00:08:38.000]  隨後把水倒在盆裡
[00:08:38.000 --> 00:08:39.880]  就洗門徒的腳
[00:08:39.880 --> 00:08:44.360]  並用自己所搓的手巾擦乾
[00:08:44.360 --> 00:08:44.960]  很奇怪
[00:08:44.960 --> 00:08:48.920]  吃完飯突然起身洗腳
[00:08:48.920 --> 00:08:51.840]  我不知道你做過那麼多團年飯
[00:08:51.840 --> 00:08:53.280]  可能十年二十年三十年
[00:08:53.280 --> 00:08:54.360]  看大家的年歲
[00:08:54.360 --> 00:08:57.160]  都應該是十多年
[00:08:57.160 --> 00:08:59.680]  有沒有試過吃團年飯的時候
[00:08:59.680 --> 00:09:01.400]  你家裡的主人突然間
[00:09:01.400 --> 00:09:03.920]  你剛剛在吃油雞腿想吃的時候
[00:09:03.920 --> 00:09:05.440]  他說等等
[00:09:05.440 --> 00:09:09.280]  洗腳
[00:09:09.280 --> 00:09:10.840]  沒有吧
[00:09:10.840 --> 00:09:11.640]  有沒有試過
[00:09:11.640 --> 00:09:14.200]  為什麼會洗腳呢
[00:09:14.200 --> 00:09:15.240]  那個驚嚇程度
[00:09:15.240 --> 00:09:16.560]  當時他說洗腳的時候
[00:09:16.560 --> 00:09:17.840]  連彼得
[00:09:17.840 --> 00:09:19.560]  這個很有趣的人開始說話了
[00:09:19.560 --> 00:09:20.680]  他都很驚嚇
[00:09:20.680 --> 00:09:23.600]  他說你永遠不可以洗我的腳
[00:09:23.600 --> 00:09:24.560]  為什麼這麼說
[00:09:24.560 --> 00:09:26.640]  因為從來沒有主人洗過別人的腳
[00:09:26.640 --> 00:09:27.320]  這是第一
[00:09:27.320 --> 00:09:29.680]  第二從來沒有吃過飯洗腳
[00:09:29.680 --> 00:09:30.840]  一去到才洗
[00:09:30.840 --> 00:09:32.280]  洗乾淨就吃
[00:09:32.280 --> 00:09:33.560]  搞什麼
[00:09:33.560 --> 00:09:34.360]  然後耶穌說
[00:09:34.360 --> 00:09:35.480]  如果我不洗你的腳
[00:09:35.480 --> 00:09:36.880]  你就和我無份
[00:09:36.880 --> 00:09:38.000]  你不是我的人無份
[00:09:38.000 --> 00:09:39.160]  接著彼得很害怕
[00:09:39.160 --> 00:09:40.240]  他開始又來了
[00:09:40.240 --> 00:09:42.640]  彼得很可愛的人
[00:09:42.640 --> 00:09:43.360]  彼得接著說
[00:09:43.360 --> 00:09:44.560]  主啊
[00:09:44.560 --> 00:09:45.960]  不單洗我的腳
[00:09:45.960 --> 00:09:47.040]  洗我的頭
[00:09:47.040 --> 00:09:48.640]  洗我的手
[00:09:48.640 --> 00:09:51.920]  我猜當時彼得馬上把頭伸到耶穌身上
[00:09:51.920 --> 00:09:53.160]  耶穌說你先頂著
[00:09:53.160 --> 00:09:55.800]  這個我猜的
[00:09:55.800 --> 00:09:58.440]  彼得很驚嚇
[00:09:58.440 --> 00:10:01.720]  問題是為什麼耶穌會洗腳呢
[00:10:01.720 --> 00:10:03.440]  如果大家剛才看到
[00:10:03.440 --> 00:10:04.400]  我講
[00:10:04.400 --> 00:10:06.040]  御御節發生了什麼事
[00:10:06.040 --> 00:10:08.040]  第一件事他們去開餐
[00:10:08.040 --> 00:10:10.600]  第二件事是什麼
[00:10:10.600 --> 00:10:14.640]  他們爭誰偉大
[00:10:14.640 --> 00:10:20.200]  在耶穌自己為自己準備的維賢晚宴裡
[00:10:20.200 --> 00:10:23.560]  祂要搞清楚一件事
[00:10:23.560 --> 00:10:24.320]  要搞清楚什麼呢
[00:10:24.320 --> 00:10:26.520]  祂再次為領袖
[00:10:26.520 --> 00:10:30.280]  為權力作出一個新的定義
[00:10:30.280 --> 00:10:33.480]  祂說你作為領袖不是爭回來的
[00:10:33.480 --> 00:10:37.400]  領袖不是拿著權柄去壓制
[00:10:37.400 --> 00:10:39.480]  領袖是什麼呢
[00:10:39.480 --> 00:10:43.840]  祂和你洗腳之後說出以下的話
[00:10:43.840 --> 00:10:45.600]  我們一起讀這段聖經
[00:10:45.600 --> 00:10:48.160]  一二三
[00:10:48.160 --> 00:10:50.160]  我是你們的主
[00:10:50.160 --> 00:10:51.760]  你們是我的御徒
[00:10:51.760 --> 00:10:53.760]  上者是你們的腳
[00:10:53.760 --> 00:10:56.080]  你們是我的領袖
[00:10:56.080 --> 00:11:02.160]  我為你們所愛的君子
[00:11:02.160 --> 00:11:05.920]  當門徒在想我要上位我要爭
[00:11:05.920 --> 00:11:07.120]  耶穌再次說
[00:11:07.120 --> 00:11:09.200]  耶穌知道如果祂不再說
[00:11:09.200 --> 00:11:10.120]  祂走了
[00:11:10.120 --> 00:11:13.920]  教會就有難了
[00:11:13.920 --> 00:11:16.200]  他說不是的
[00:11:16.200 --> 00:11:19.120]  我耶穌今天來到這個世界
[00:11:19.120 --> 00:11:21.120]  不是向上移動
[00:11:21.120 --> 00:11:23.560]  upward mobility
[00:11:23.560 --> 00:11:25.320]  是第一個顛覆
[00:11:25.320 --> 00:11:29.960]  他說是向什麼
[00:11:29.960 --> 00:11:33.920]  downward mobility
[00:11:33.920 --> 00:11:36.000]  從耶穌出生
[00:11:36.000 --> 00:11:37.600]  祂揀向下
[00:11:37.600 --> 00:11:38.800]  耶穌出生的家庭
[00:11:38.800 --> 00:11:40.520]  祂揀向下 祂的地方揀向下
[00:11:40.520 --> 00:11:43.360]  到今天死都揀在十字架
[00:11:43.360 --> 00:11:46.400]  祂說當這個世界今天跟我們說
[00:11:46.400 --> 00:11:48.440]  我們的房子要大一點
[00:11:48.440 --> 00:11:50.800]  我們的電話要新一點
[00:11:50.800 --> 00:11:52.520]  我們的電腦要好一點
[00:11:52.520 --> 00:11:54.160]  我們的錶要貴一點
[00:11:54.160 --> 00:11:56.560]  我們的車要好一點
[00:11:56.560 --> 00:12:02.160]  我們做的生意要年年破紀錄
[00:12:02.160 --> 00:12:05.400]  耶穌說不是
[00:12:05.400 --> 00:12:09.000]  我們要downward mobility
[00:12:09.000 --> 00:12:09.840]  說什麼呢
[00:12:09.840 --> 00:12:12.000]  朕沒有施政 我不用努力
[00:12:12.000 --> 00:12:14.200]  每個人都要上街
[00:12:14.200 --> 00:12:16.480]  不是
[00:12:16.480 --> 00:12:19.320]  耶穌說我們要又忠心又良善
[00:12:19.320 --> 00:12:20.040]  是什麼
[00:12:20.040 --> 00:12:21.720]  僕人
[00:12:21.720 --> 00:12:22.760]  當你這樣的話
[00:12:22.760 --> 00:12:23.720]  你去到什麼位置
[00:12:23.720 --> 00:12:25.360]  不是你爭回來
[00:12:25.360 --> 00:12:28.080]  是上帝賦予你權柄
[00:12:28.080 --> 00:12:29.560]  當你去到那個位置
[00:12:29.560 --> 00:12:32.080]  你不是拿著權
[00:12:32.080 --> 00:12:34.440]  就是做你喜歡做的事
[00:12:34.440 --> 00:12:36.440]  是你擁有的權
[00:12:36.440 --> 00:12:39.320]  要彼此服侍
[00:12:39.320 --> 00:12:41.200]  讓上帝的公義 上帝的愛
[00:12:41.200 --> 00:12:43.520]  臨到 透過你
[00:12:43.520 --> 00:12:47.320]  散發開你旁邊的人
[00:12:47.320 --> 00:12:48.640]  Henry Narwin 盧雲
[00:12:48.640 --> 00:12:50.360]  我不知道大家喜不喜歡
[00:12:50.360 --> 00:12:52.800]  有沒有想過去讀哈佛大學
[00:12:52.800 --> 00:12:54.920]  或者耶魯大學
[00:12:54.920 --> 00:12:58.360]  我都想 不過沒有入讀
[00:12:58.360 --> 00:13:00.120]  盧雲在那裡教
[00:13:00.120 --> 00:13:02.360]  在那裡教授 教了很多年
[00:13:02.360 --> 00:13:06.080]  他有一本書叫《向下移動》
[00:13:06.080 --> 00:13:08.600]  他說當我們整天要向上 向上 向上
[00:13:08.600 --> 00:13:12.240]  我們那個捆綁壓得很辛苦
[00:13:12.240 --> 00:13:14.000]  如果你懂得向下
[00:13:14.000 --> 00:13:15.120]  當你的位置向上
[00:13:15.120 --> 00:13:17.040]  你就懂得服侍了
[00:13:17.040 --> 00:13:18.040]  Amen?
[00:13:18.040 --> 00:13:19.160]  如果你不是那個位置
[00:13:19.160 --> 00:13:20.440]  你硬生生向上
[00:13:20.440 --> 00:13:21.840]  就很多人會受害
[00:13:21.840 --> 00:13:23.360]  他說基督的救贖
[00:13:23.360 --> 00:13:25.880]  是一種抵擋向上哲學的革命
[00:13:25.880 --> 00:13:28.760]  聖經中最大的弔詭是什麼呢
[00:13:28.760 --> 00:13:33.880]  就是於指出真正完全的自由
[00:13:33.880 --> 00:13:41.800]  只有透過向下移動才得到
[00:13:41.800 --> 00:13:43.360]  向下移動
[00:13:43.360 --> 00:13:51.040]  門徒 領袖 公司上司 家庭父親 母親
[00:13:51.040 --> 00:13:55.240]  究竟上帝賜予你的位置是做什麼的呢
[00:13:55.240 --> 00:13:58.080]  在教會的領袖上帝給你的位置
[00:13:58.080 --> 00:13:59.200]  是做什麼的呢
[00:13:59.200 --> 00:14:05.000]  擁有 透過你的位置去服侍
[00:14:05.000 --> 00:14:08.320]  Amen?
[00:14:08.320 --> 00:14:09.400]  今天香港
[00:14:09.400 --> 00:14:10.440]  如果大家知道
[00:14:10.440 --> 00:14:18.440]  我們的情緒病比外面任何地方多兩倍半
[00:14:18.440 --> 00:14:23.600]  因為我們太喜歡向上了
[00:14:23.600 --> 00:14:25.200]  大家小心
[00:14:25.200 --> 00:14:28.320]  第二個顛覆
[00:14:28.320 --> 00:14:29.120]  是說什麼呢
[00:14:29.120 --> 00:14:30.200]  開始吃飯了
[00:14:30.200 --> 00:14:31.040]  繼續吃下去
[00:14:31.040 --> 00:14:32.720]  又有很奇怪的事情發生了
[00:14:32.720 --> 00:14:34.160]  我們繼續看下去
[00:14:34.160 --> 00:14:36.520]  我們讀第26章
[00:14:36.520 --> 00:14:38.520]  第21節
[00:14:38.520 --> 00:14:39.040]  我們讀吧
[00:14:39.040 --> 00:14:40.160]  1 2 3
[00:14:40.160 --> 00:14:41.760]  靜吃的時候
[00:14:41.760 --> 00:14:48.080]  (耶穌說)
[00:14:48.080 --> 00:14:51.080]  當耶穌剛剛叫你再看著上帝
[00:14:51.080 --> 00:14:54.480]  你在想你很混亂的身份地位怎麼去
[00:14:54.480 --> 00:14:55.880]  你看著我 耶穌說
[00:14:55.880 --> 00:14:56.840]  看著我
[00:14:56.840 --> 00:14:58.520]  我要你去哪裡就去哪裡的時候
[00:14:58.520 --> 00:15:00.880]  突然間他又說一些很奇怪的事情
[00:15:00.880 --> 00:15:03.120]  在中間這十二人加上耶穌
[00:15:03.120 --> 00:15:06.000]  又有人要出賣我了
[00:15:06.000 --> 00:15:07.840]  我不知道你吃團聯飯的時候
[00:15:07.840 --> 00:15:09.880]  你的家人有沒有突然間吃著吃著說
[00:15:09.880 --> 00:15:13.920]  中間有人要出賣我了
[00:15:13.920 --> 00:15:17.680]  你剛剛吃著魚骨一啃下去
[00:15:17.680 --> 00:15:19.080]  很奇怪的
[00:15:19.080 --> 00:15:20.360]  如果你不是猶大
[00:15:20.360 --> 00:15:22.320]  你是猶大其他那十二個門徒
[00:15:22.320 --> 00:15:23.880]  即是十一個 不好意思
[00:15:23.880 --> 00:15:24.840]  你會在想什麼
[00:15:24.840 --> 00:15:25.640]  如果你是猶大
[00:15:25.640 --> 00:15:26.520]  你可能會想
[00:15:26.520 --> 00:15:29.040]  你怎麼知道的
[00:15:29.040 --> 00:15:30.640]  我怎麼回應
[00:15:30.640 --> 00:15:33.160]  我們先看那十一個門徒怎麼回答
[00:15:33.160 --> 00:15:33.880]  我們一起讀好嗎
[00:15:33.880 --> 00:15:35.080]  1 2 3
[00:15:35.080 --> 00:15:37.440]  他們就甚憂愁
[00:15:37.440 --> 00:15:40.520]  一個一個的問他說
[00:15:40.520 --> 00:15:43.880]  主是我嗎
[00:15:43.880 --> 00:15:45.560]  很奇怪
[00:15:45.560 --> 00:15:48.240]  我不知道你試過被人出賣了沒有
[00:15:48.240 --> 00:15:50.040]  可能你公司做事做得很好
[00:15:50.040 --> 00:15:51.280]  有人不值得
[00:15:51.280 --> 00:15:53.840]  出賣了你
[00:15:53.840 --> 00:15:56.800]  你做好的事去拿了你的信用
[00:15:56.800 --> 00:15:57.680]  或者告訴你
[00:15:57.680 --> 00:16:00.520]  這樣這樣這樣最後不行的
[00:16:00.520 --> 00:16:03.280]  我不知道你喜歡不喜歡再見到他
[00:16:03.280 --> 00:16:05.040]  你給我
[00:16:05.040 --> 00:16:07.000]  就最好不要騷擾我
[00:16:07.000 --> 00:16:10.040]  如果我不先下手為強的話
[00:16:10.040 --> 00:16:13.040]  我已經很厲害了
[00:16:13.040 --> 00:16:14.000]  但耶穌不是
[00:16:14.000 --> 00:16:16.400]  為什麼還要和他吃飯
[00:16:16.400 --> 00:16:19.880]  為什麼不乾脆說猶大是你呢
[00:16:19.880 --> 00:16:22.040]  我們再看下去
[00:16:22.040 --> 00:16:22.600]  很有趣
