
[00:00:00.000 --> 00:00:02.000]  既然是感恩節的主日
[00:01:30.000 --> 00:01:34.000]  他們的移民從歐洲過來
[00:01:34.000 --> 00:01:36.000]  然後到了林肯
[00:01:36.000 --> 00:01:38.000]  美國的總統林肯的時代
[00:01:38.000 --> 00:01:41.000]  那麼在1863年10月3號
[00:01:41.000 --> 00:01:46.000]  他就宣佈這一天為國定的日子
[00:01:46.000 --> 00:01:48.000]  那麼叫做National Holiday
[00:01:48.000 --> 00:01:50.000]  那麼林肯總統
[00:01:50.000 --> 00:01:55.000]  當他在南北衝突的內戰當中
[00:01:55.000 --> 00:01:59.000]  其實他把這個定為國家的假日
[00:01:59.000 --> 00:02:01.000]  其實不應該叫假日
[00:02:01.000 --> 00:02:04.000]  他說叫做National Observation Day
[00:02:04.000 --> 00:02:09.000]  就是全國都要遵守這個
[00:02:09.000 --> 00:02:10.000]  他的心意是什麼呢
[00:02:10.000 --> 00:02:12.000]  其實他的心意有兩個
[00:02:12.000 --> 00:02:16.000]  第一件事情就是讓當時的人
[00:02:16.000 --> 00:02:19.000]  甚至以後的人能夠紀念到
[00:02:19.000 --> 00:02:22.000]  神大人的手帶領他們的祖先
[00:02:22.000 --> 00:02:23.000]  到了這一塊地上
[00:02:23.000 --> 00:02:27.000]  然後紮根建立了這樣子的一個國家
[00:02:27.000 --> 00:02:28.000]  那麼第二件事情呢
[00:02:28.000 --> 00:02:31.000]  當時正好是在南北戰爭的時候
[00:02:31.000 --> 00:02:33.000]  那麼所以他的禱告呢
[00:02:33.000 --> 00:02:35.000]  他的宣告這件事情呢
[00:02:35.000 --> 00:02:38.000]  就是希望南北兩邊的人
[00:02:38.000 --> 00:02:41.000]  都能夠思念主的恩典
[00:02:41.000 --> 00:02:45.000]  而帶來他們兩邊之間的和平
[00:02:45.000 --> 00:02:47.000]  這個我們很難想像
[00:02:47.000 --> 00:02:50.000]  那麼感恩節呢
[00:02:50.000 --> 00:02:51.000]  但是現在感恩節呢
[00:02:51.000 --> 00:02:53.000]  我不知道變成什麼東西了
[00:02:53.000 --> 00:02:54.000]  不過呢
[00:02:54.000 --> 00:02:57.000]  不是只有火雞
[00:02:57.000 --> 00:02:59.000]  真的是林肯總統在那個時候
[00:02:59.000 --> 00:03:01.000]  從他自己對神的認識
[00:03:01.000 --> 00:03:03.000]  在他的一篇短文裡面
[00:03:03.000 --> 00:03:07.000]  他稱祂為Almighty Hand
[00:03:07.000 --> 00:03:10.000]  所以我們從聖經上面呢
[00:03:10.000 --> 00:03:11.000]  我們也看見
[00:03:11.000 --> 00:03:12.000]  詩人告訴我們
[00:03:12.000 --> 00:03:14.000]  我們要讚美耶和華
[00:03:14.000 --> 00:03:15.000]  要感謝祂
[00:03:15.000 --> 00:03:17.000]  因為祂本為善
[00:03:17.000 --> 00:03:22.000]  祂的慈愛永遠長存
[00:03:22.000 --> 00:03:24.000]  我們有的人呢
[00:03:24.000 --> 00:03:25.000]  我們每一個人
[00:03:25.000 --> 00:03:27.000]  為不同的事情感恩對不對
[00:03:27.000 --> 00:03:29.000]  有的事情對某些人來講
[00:03:29.000 --> 00:03:30.000]  是不值得感恩的
[00:03:30.000 --> 00:03:32.000]  有些事情對某些人來講
[00:03:32.000 --> 00:03:33.000]  是要感恩的
[00:03:33.000 --> 00:03:35.000]  有些人為這些事情感恩
[00:03:35.000 --> 00:03:37.000]  有些人為那些事情感恩
[00:03:37.000 --> 00:03:38.000]  有些人因為環境
[00:03:38.000 --> 00:03:40.000]  因人的情感因素
[00:03:40.000 --> 00:03:44.000]  我們的感恩的事情都有不同的
[00:03:44.000 --> 00:03:46.000]  那有一件事情
[00:03:46.000 --> 00:03:48.000]  會讓我們不停的感恩的
[00:03:48.000 --> 00:03:50.000]  就是我們必須要知道
[00:03:50.000 --> 00:03:52.000]  我們感恩的來源
[00:03:52.000 --> 00:03:56.000]  還有我們感恩的對象
[00:03:56.000 --> 00:03:58.000]  是誰
[00:03:58.000 --> 00:04:00.000]  這個東西弄清楚了之後
[00:04:00.000 --> 00:04:02.000]  其他的感恩
[00:04:02.000 --> 00:04:03.000]  其他的感謝
[00:04:03.000 --> 00:04:04.000]  就很容易
[00:04:04.000 --> 00:04:07.000]  很容易從你心裡面出來
[00:04:07.000 --> 00:04:09.000]  而且這件事情弄清楚之後
[00:04:09.000 --> 00:04:12.000]  我們會不停的感恩
[00:04:12.000 --> 00:04:14.000]  而且會改變我們對於恩
[00:04:14.000 --> 00:04:18.000]  所謂的感恩感謝的心態
[00:04:18.000 --> 00:04:21.000]  不管是玫瑰有沒有刺
[00:04:21.000 --> 00:04:24.000]  或者是不管兒女聽不聽話
[00:04:24.000 --> 00:04:27.000]  不管我們的工作順利不順利
[00:04:27.000 --> 00:04:29.000]  我們都會感恩的
[00:04:29.000 --> 00:04:31.000]  所以今天我要借著彼得前書
[00:04:31.000 --> 00:04:34.000]  第一章第一節到第七節
[00:04:34.000 --> 00:04:35.000]  其實是第一章全部
[00:04:35.000 --> 00:04:38.000]  不過我們只念第一節到第七節
[00:04:38.000 --> 00:04:41.000]  我們來思想
[00:04:41.000 --> 00:04:45.000]  到底我們感恩的對象
[00:04:45.000 --> 00:04:50.000]  還有我們感恩的來源是什麼
[00:04:50.000 --> 00:04:51.000]  我們一起
[00:04:51.000 --> 00:04:52.000]  如果你有聖經的話
[00:04:52.000 --> 00:04:55.000]  請你翻到彼得前書第一章
[00:04:55.000 --> 00:04:57.000]  第一節到第七節
[00:04:57.000 --> 00:04:58.000]  如果沒有的話
[00:04:58.000 --> 00:04:59.000]  我們螢幕上有
[00:04:59.000 --> 00:05:01.000]  我們一起來念
[00:05:01.000 --> 00:05:03.000]  耶穌基督的使徒彼得
[00:05:03.000 --> 00:05:05.000]  寫信給那分散在
[00:05:05.000 --> 00:05:08.000]  本都加拉泰加伯多加
[00:05:08.000 --> 00:05:11.000]  亞西亞比推尼聚集的
[00:05:11.000 --> 00:05:14.000]  就是照父神的先見被檢選
[00:05:14.000 --> 00:05:17.000]  藉著聖靈得成聖潔
[00:05:17.000 --> 00:05:19.000]  以致順服耶穌基督
[00:05:19.000 --> 00:05:22.000]  又蒙他血所灑的人
[00:05:22.000 --> 00:05:25.000]  願恩惠平安多多的加給你們
[00:05:25.000 --> 00:05:30.000]  願順讚歸於我們主耶穌基督的父神
[00:05:30.000 --> 00:05:32.000]  他曾照自己的大憐憫
[00:05:32.000 --> 00:05:35.000]  藉耶穌基督從死裡復活
[00:05:35.000 --> 00:05:36.000]  重生了我們
[00:05:36.000 --> 00:05:39.000]  教我們有活潑的盼望
[00:05:39.000 --> 00:05:41.000]  可以得著不能朽壞
[00:05:41.000 --> 00:05:42.000]  不能玷污
[00:05:42.000 --> 00:05:44.000]  不能衰殘
[00:05:44.000 --> 00:05:47.000]  為你們存留在天上的基業
[00:05:47.000 --> 00:05:50.000]  你們這因性蒙神能力保守的人
[00:05:50.000 --> 00:05:52.000]  必能得著所預備
[00:05:52.000 --> 00:05:55.000]  到末世要顯現的救恩
[00:05:55.000 --> 00:05:58.000]  因此你們是大有喜樂
[00:05:58.000 --> 00:06:01.000]  但如今在百般的試煉中
[00:06:01.000 --> 00:06:03.000]  暫時憂愁
[00:06:03.000 --> 00:06:05.000]  教你們的信心既被試驗
[00:06:05.000 --> 00:06:07.000]  就比那被火試驗
[00:06:07.000 --> 00:06:11.000]  仍然能壞的金子更顯寶貴
[00:06:11.000 --> 00:06:14.000]  可以在耶穌基督顯現的時候
[00:06:14.000 --> 00:06:15.000]  得著稱讚
[00:06:15.000 --> 00:06:16.000]  榮耀
[00:06:16.000 --> 00:06:17.000]  尊貴
[00:06:17.000 --> 00:06:18.000]  我們一起禱告
[00:06:18.000 --> 00:06:20.000]  我們在天上的父神
[00:06:20.000 --> 00:06:21.000]  愛我們的主耶穌基督
[00:06:21.000 --> 00:06:23.000]  我們滿心的感謝你
[00:06:23.000 --> 00:06:25.000]  你把你自己的話
[00:06:25.000 --> 00:06:26.000]  你把你自己
[00:06:26.000 --> 00:06:27.000]  藉著你的話
[00:06:27.000 --> 00:06:28.000]  藉著聖靈
[00:06:28.000 --> 00:06:29.000]  藉著主耶穌
[00:06:29.000 --> 00:06:30.000]  啟示給我們
[00:06:30.000 --> 00:06:32.000]  讓我們能夠知道
[00:06:32.000 --> 00:06:34.000]  你是那位獨一的真神
[00:06:34.000 --> 00:06:37.000]  祝你也是那位救贖我們的神
[00:06:37.000 --> 00:06:40.000]  我們今天謙卑的來到你們面前
[00:06:40.000 --> 00:06:42.000]  求你用你自己的話
[00:06:42.000 --> 00:06:43.000]  靠著你自己的聖靈
[00:06:43.000 --> 00:06:46.000]  讓我們的心能夠明白
[00:06:46.000 --> 00:06:48.000]  讓我們能夠更深的認識你
[00:06:48.000 --> 00:06:49.000]  我們謝謝你
[00:06:49.000 --> 00:06:51.000]  禱告奉耶穌基督的聖名
[00:06:51.000 --> 00:06:53.000]  阿門
[00:06:53.000 --> 00:06:58.000]  今天我們只讀了第一到第七節
[00:06:58.000 --> 00:07:00.000]  第八節到二十五節
[00:07:00.000 --> 00:07:02.000]  也有很多的經文可以幫助我們
[00:07:02.000 --> 00:07:06.000]  能夠更明白神所成就的事情
[00:07:06.000 --> 00:07:08.000]  今天我們所要看的就是說
[00:07:08.000 --> 00:07:15.000]  我們要為我們是神的兒女而感謝神
[00:07:15.000 --> 00:07:17.000]  我們的對象是神
[00:07:17.000 --> 00:07:20.000]  我們的來源也是祂
[00:07:20.000 --> 00:07:22.000]  我們平常在感謝的時候
[00:07:22.000 --> 00:07:24.000]  我們通常感謝的是
[00:07:24.000 --> 00:07:27.000]  比方說這一件事情做好了
[00:07:27.000 --> 00:07:30.000]  或者是那一件事情沒有問題了
[00:07:30.000 --> 00:07:33.000]  或者是這一件事情有什麼成就了
[00:07:33.000 --> 00:07:36.000]  這些就是我們平常所感恩的
[00:07:36.000 --> 00:07:38.000]  但是我們今天我們要
[00:07:38.000 --> 00:07:42.000]  真的是要為我們是神的兒女來感謝神
[00:07:42.000 --> 00:07:44.000]  第一件事情我們要思想的
[00:07:44.000 --> 00:07:47.000]  我們怎麼知道我們是神的兒女呢
[00:07:47.000 --> 00:07:48.000]  在第二節
[00:07:48.000 --> 00:07:52.000]  祂說就是照父神的先見被揀選
[00:07:52.000 --> 00:07:54.000]  藉著聖靈得成聖潔
[00:07:54.000 --> 00:07:56.000]  以致順服耶穌基督
[00:07:56.000 --> 00:07:59.000]  又蒙祂血所灑的人
[00:07:59.000 --> 00:08:03.000]  我們知道這是神祂自己造的先見
[00:08:03.000 --> 00:08:06.000]  等一下我們會再更詳細的解釋
[00:08:06.000 --> 00:08:08.000]  那麼還有第三節
[00:08:08.000 --> 00:08:11.000]  祂說願頌讚歸於我們主耶穌基督的父神
[00:08:11.000 --> 00:08:13.000]  祂承照自己的大憐憫
[00:08:13.000 --> 00:08:15.000]  藉耶穌基督從死裡復活
[00:08:15.000 --> 00:08:17.000]  重生了我們
[00:08:17.000 --> 00:08:20.000]  所以我們知道我們是神的兒女
[00:08:20.000 --> 00:08:22.000]  在約翰福音第一章第十二節那邊
[00:08:22.000 --> 00:08:23.000]  祂告訴我們說
[00:08:23.000 --> 00:08:25.000]  凡接待祂的就是信祂名的人
[00:08:25.000 --> 00:08:29.000]  祂就賜他們權柄做神的兒女
[00:08:29.000 --> 00:08:30.000]  看到沒有
[00:08:30.000 --> 00:08:33.000]  很多時候我們今天看到有人受洗
[00:08:33.000 --> 00:08:36.000]  很多時候我發現很多人信了主之後
[00:08:36.000 --> 00:08:39.000]  他們還不知道他們自己是神的兒女
[00:08:39.000 --> 00:08:42.000]  他們以為他們必須要用他們最好的善行
[00:08:42.000 --> 00:08:44.000]  要用他們最好的工作
[00:08:44.000 --> 00:08:48.000]  最好的這些東西來證明他們是神的兒女
[00:08:48.000 --> 00:08:49.000]  但聖經上告訴我們說
[00:08:49.000 --> 00:08:52.000]  凡接待祂的就是信祂名的人
[00:08:52.000 --> 00:08:56.000]  祂就賜他們權柄
[00:08:56.000 --> 00:08:57.000]  做神的兒女
[00:08:57.000 --> 00:08:58.000]  接下去祂說
[00:08:58.000 --> 00:09:00.000]  這種人不是從血氣生的
[00:09:00.000 --> 00:09:02.000]  不是從情意生的
[00:09:02.000 --> 00:09:04.000]  也不是從仁義生的
[00:09:04.000 --> 00:09:07.000]  這是一個很特別的誕生
[00:09:07.000 --> 00:09:08.000]  這個生是從哪裡來
[00:09:08.000 --> 00:09:11.000]  是神生的
[00:09:11.000 --> 00:09:13.000]  有聖靈在我們的裡面
[00:09:13.000 --> 00:09:17.000]  所以我們稱祂為父
[00:09:17.000 --> 00:09:18.000]  我們彼此之間
[00:09:18.000 --> 00:09:21.000]  我們稱為弟兄姊妹
[00:09:21.000 --> 00:09:22.000]  這是第一件事情
[00:09:22.000 --> 00:09:24.000]  我們怎麼知道我們是神的兒女
[00:09:24.000 --> 00:09:27.000]  因為聖經上告訴我們
[00:09:27.000 --> 00:09:28.000]  第二件
[00:09:28.000 --> 00:09:30.000]  這個關係是怎麼來的呢
[00:09:30.000 --> 00:09:31.000]  剛才我們念了第二節
[00:09:31.000 --> 00:09:34.000]  祂說就是照父神的先見
[00:09:34.000 --> 00:09:38.000]  這個地方其實就是神祂預先知道的
[00:09:38.000 --> 00:09:41.000]  祂預先為我們定下了這個計畫
[00:09:41.000 --> 00:09:44.000]  英文叫做foreknowledge
[00:09:44.000 --> 00:09:46.000]  神是無所不知的
[00:09:46.000 --> 00:09:47.000]  所以祂曉得的
[00:09:47.000 --> 00:09:49.000]  很多時候我們想不通
[00:09:49.000 --> 00:09:51.000]  我們就會問
[00:09:51.000 --> 00:09:52.000]  難道我信主的時候
[00:09:52.000 --> 00:09:54.000]  祂就已經知道了嗎
[00:09:54.000 --> 00:09:56.000]  祂知道了
[00:09:56.000 --> 00:09:58.000]  因為祂是無所不知的
[00:09:58.000 --> 00:10:00.000]  祂是神揀選了我們
[00:10:00.000 --> 00:10:02.000]  是聖靈的工作在第二節
[00:10:02.000 --> 00:10:06.000]  然後讓我們成為聖傑
[00:10:06.000 --> 00:10:08.000]  祂做這件事情
[00:10:08.000 --> 00:10:10.000]  祂把這個生命賜給我們
[00:10:10.000 --> 00:10:11.000]  祂把祂自己的生命
[00:10:11.000 --> 00:10:14.000]  祂把祂自己獨生愛子的生命賜給我們
[00:10:14.000 --> 00:10:15.000]  因為什麼
[00:10:15.000 --> 00:10:18.000]  因為在父親有怎麼樣的生命
[00:10:18.000 --> 00:10:20.000]  兒女就有怎麼樣的生命
[00:10:20.000 --> 00:10:22.000]  對不對
[00:10:22.000 --> 00:10:24.000]  這是我們在世界上的事情
[00:10:24.000 --> 00:10:27.000]  都很清楚可以看得見的
[00:10:27.000 --> 00:10:29.000]  父親有怎麼樣的生命
[00:10:29.000 --> 00:10:30.000]  他生出來的兒女
[00:10:30.000 --> 00:10:32.000]  就有什麼樣的生命
[00:10:32.000 --> 00:10:33.000]  那我們的父神
[00:10:33.000 --> 00:10:34.000]  祂也是這樣子做
[00:10:34.000 --> 00:10:36.000]  因為我們沒有那個生命
[00:10:36.000 --> 00:10:38.000]  所以祂藉著聖靈重生了我們
[00:10:38.000 --> 00:10:39.000]  靠著主耶穌基督
[00:10:39.000 --> 00:10:42.000]  在十字架上所成就的事情
[00:10:42.000 --> 00:10:44.000]  祂把這個生命賜給我們
[00:10:44.000 --> 00:10:46.000]  賜給我們凡相信祂的人
[00:10:46.000 --> 00:10:47.000]  所以祂說凡接待祂的
[00:10:47.000 --> 00:10:48.000]  就是信祂名的人
[00:10:48.000 --> 00:10:54.000]  祂就賜他們權柄做神的兒女
[00:10:54.000 --> 00:10:57.000]  聖靈重生了你
[00:10:57.000 --> 00:10:58.000]  那麼接下去祂又說
[00:10:58.000 --> 00:11:03.000]  蒙祂的血所灑的人
[00:11:03.000 --> 00:11:04.000]  祂就告訴我們
[00:11:04.000 --> 00:11:07.000]  我們的罪已經被洗除盡盡了
[00:11:07.000 --> 00:11:11.000]  我們在祂的面前已經是聖潔的了
[00:11:11.000 --> 00:11:14.000]  我們跟祂是一樣的
[00:11:14.000 --> 00:11:15.000]  祂帶來的果子是什麼呢
[00:11:15.000 --> 00:11:18.000]  以至順服耶穌基督
[00:11:18.000 --> 00:11:20.000]  就是接受
[00:11:20.000 --> 00:11:21.000]  就是接待
[00:11:21.000 --> 00:11:23.000]  就是相信祂
[00:11:23.000 --> 00:11:24.000]  我們今天看到
[00:11:24.000 --> 00:11:26.000]  我們一起做見證
[00:11:26.000 --> 00:11:29.000]  這六位弟兄姊妹他們受隨洗禮
[00:11:29.000 --> 00:11:31.000]  這就是他們在眾人面前
[00:11:31.000 --> 00:11:34.000]  第一次公開的
[00:11:34.000 --> 00:11:35.000]  在以前信主的時候
[00:11:35.000 --> 00:11:37.000]  還只有幾個人知道
[00:11:37.000 --> 00:11:38.000]  但是這一次
[00:11:38.000 --> 00:11:40.000]  就是在整個教會的面前
[00:11:40.000 --> 00:11:43.000]  公開的見證
[00:11:43.000 --> 00:11:47.000]  他們是順服主耶穌的
[00:11:47.000 --> 00:11:51.000]  受隨洗禮不能叫一個人得救
[00:11:51.000 --> 00:11:53.000]  受隨洗禮只是提醒你
[00:11:53.000 --> 00:11:55.000]  讓你知道父神的先見
[00:11:55.000 --> 00:11:56.000]  祂的計畫
[00:11:56.000 --> 00:11:58.000]  耶穌基督為你流血
[00:11:58.000 --> 00:11:59.000]  捨命
[00:11:59.000 --> 00:12:01.000]  然後聖靈重生
[00:12:01.000 --> 00:12:06.000]  使我們成為祂的兒女
[00:12:06.000 --> 00:12:08.000]  第三個我們要知道的
[00:12:08.000 --> 00:12:10.000]  或者是說我們要感恩的
[00:12:10.000 --> 00:12:12.000]  兒女是怎麼樣的人呢
[00:12:12.000 --> 00:12:14.000]  在這一段經文裡面
[00:12:14.000 --> 00:12:16.000]  我覺得很豐富
[00:12:16.000 --> 00:12:17.000]  第一個
[00:12:17.000 --> 00:12:20.000]  兒女是重生的人
[00:12:20.000 --> 00:12:23.000]  神的兒女是重生的人
[00:12:23.000 --> 00:12:25.000]  我們救的這個人
[00:12:25.000 --> 00:12:27.000]  是沒有辦法跟祂聯合的
[00:12:27.000 --> 00:12:28.000]  只有當我們裡面
[00:12:28.000 --> 00:12:29.000]  有一個新造的人的時候
[00:12:29.000 --> 00:12:31.000]  我們才能夠與祂聯合
[00:12:31.000 --> 00:12:32.000]  這就是重生
[00:12:32.000 --> 00:12:35.000]  重生的人就是從死裡復活
[00:12:35.000 --> 00:12:38.000]  我們剛才被以夫所書第二章
[00:12:38.000 --> 00:12:40.000]  第一節到第三節那邊的時候
[00:12:40.000 --> 00:12:42.000]  我們從前是什麼樣的光景
[00:12:42.000 --> 00:12:44.000]  我們從前是死的
[00:12:44.000 --> 00:12:45.000]  在神的眼裡面
[00:12:45.000 --> 00:12:47.000]  祂說我們過去在他們當中
[00:12:47.000 --> 00:12:48.000]  行事為人
[00:12:48.000 --> 00:12:49.000]  其實祂就是要講
[00:12:49.000 --> 00:12:50.000]  我們在這個世界上
[00:12:50.000 --> 00:12:52.000]  我們仍然可以活著
[00:12:52.000 --> 00:12:53.000]  對不對
[00:12:53.000 --> 00:12:55.000]  但是在神的眼裡面是死的
[00:12:55.000 --> 00:12:57.000]  而且將來有一天還要審判
[00:12:57.000 --> 00:13:00.000]  受審判
[00:13:00.000 --> 00:13:02.000]  兒女呢不一樣的
[00:13:02.000 --> 00:13:03.000]  兒女是從死裡復活
[00:13:03.000 --> 00:13:05.000]  因為主耶穌從死裡復活了
[00:13:05.000 --> 00:13:08.000]  所以我們知道我們也有重生了
[00:13:08.000 --> 00:13:10.000]  第二件事情在第四節
[00:13:10.000 --> 00:13:13.000]  祂說我們是有盼望的
[00:13:13.000 --> 00:13:14.000]  這個盼望是什麼
[00:13:14.000 --> 00:13:16.000]  這個盼望是不會朽壞的
[00:13:16.000 --> 00:13:17.000]  不會變的
[00:13:17.000 --> 00:13:18.000]  而且是永存的
[00:13:18.000 --> 00:13:21.000]  因為祂說不會衰殘的
[00:13:21.000 --> 00:13:23.000]  不會變老的
[00:13:23.000 --> 00:13:25.000]  我們在這個世界上
[00:13:25.000 --> 00:13:26.000]  我們的盼望
[00:13:26.000 --> 00:13:27.000]  我們以為的盼望
[00:13:27.000 --> 00:13:28.000]  我們把我們的盼望
[00:13:28.000 --> 00:13:29.000]  建立在人的上面
[00:13:29.000 --> 00:13:35.000]  人會變老的
[00:13:35.000 --> 00:13:38.000]  我們建立在我們所使用的東西上面
[00:13:38.000 --> 00:13:43.000]  那些東西不會給我們帶來滿足的
[00:13:43.000 --> 00:13:45.000]  那些東西可能不會改變
[00:13:45.000 --> 00:13:46.000]  但是有一件事情會改變
[00:13:46.000 --> 00:13:48.000]  就是你會改變
[00:13:48.000 --> 00:13:50.000]  環境會改變
[00:13:50.000 --> 00:13:51.000]  但是在這裡告訴我們說
[00:13:51.000 --> 00:13:52.000]  我們有一個盼望
[00:13:52.000 --> 00:13:54.000]  這個盼望不是地上的
[00:13:54.000 --> 00:13:55.000]  因為是天上的
[00:13:55.000 --> 00:14:00.000]  在天上為我們存留的基業
[00:14:00.000 --> 00:14:03.000]  我們在這個地上的盼望
[00:14:03.000 --> 00:14:06.000]  我們從小就是有不同的盼望
[00:14:06.000 --> 00:14:08.000]  那你去外面工作的時候
[00:14:08.000 --> 00:14:09.000]  人家就會問你
[00:14:09.000 --> 00:14:10.000]  你去找工作的時候
[00:14:10.000 --> 00:14:11.000]  人家就會問你
[00:14:11.000 --> 00:14:13.000]  你這個五年的計畫是怎麼樣
[00:14:13.000 --> 00:14:14.000]  那五年完了之後
[00:14:14.000 --> 00:14:16.000]  再來一個新計畫
[00:14:16.000 --> 00:14:17.000]  然後五年完了之後
[00:14:17.000 --> 00:14:19.000]  說不定換一個job
[00:14:19.000 --> 00:14:21.000]  換一個工作
[00:14:21.000 --> 00:14:23.000]  這些地上的盼望
[00:14:23.000 --> 00:14:25.000]  實現了之後怎麼樣呢
[00:14:25.000 --> 00:14:28.000]  我們又要去追求另外一個盼望
[00:14:28.000 --> 00:14:30.000]  如果不是的話
[00:14:30.000 --> 00:14:33.000]  你知道
[00:14:33.000 --> 00:14:36.000]  你會有憂鬱症
[00:14:36.000 --> 00:14:39.000]  而且你會對人生失去了
[00:14:39.000 --> 00:14:41.000]  失去了這個所謂的盼望
[00:14:41.000 --> 00:14:42.000]  為什麼
[00:14:42.000 --> 00:14:45.000]  因為你已經沒有了
[00:14:45.000 --> 00:14:47.000]  這傳道書
[00:14:47.000 --> 00:14:49.000]  我們一直在講傳道書過去
[00:14:49.000 --> 00:14:52.000]  傳道書我們從索羅門身上所學到的
[00:14:52.000 --> 00:14:54.000]  索羅門在以色列人當中
[00:14:54.000 --> 00:14:56.000]  他是一個他們最有名的一個王
[00:14:56.000 --> 00:14:59.000]  最有成就的一個王
[00:14:59.000 --> 00:15:02.000]  就是他真的是has everything
[00:15:02.000 --> 00:15:04.000]  或者是說had everything
[00:15:04.000 --> 00:15:06.000]  他真的是有所有的事情
[00:15:06.000 --> 00:15:09.000]  他人生所想要的東西
[00:15:09.000 --> 00:15:11.000]  他都可以得到
[00:15:11.000 --> 00:15:13.000]  但是他不滿足的
[00:15:13.000 --> 00:15:15.000]  所以他追求一個又追求一個
[00:15:15.000 --> 00:15:17.000]  追求一個又追求了一個
[00:15:17.000 --> 00:15:20.000]  就好像我們在追肥皂泡泡一樣
[00:15:20.000 --> 00:15:21.000]  小孩子
[00:15:21.000 --> 00:15:23.000]  我們小時候玩那個
[00:15:23.000 --> 00:15:24.000]  把那個泡泡吹起來
[00:15:24.000 --> 00:15:26.000]  然後小孩子就去抓
[00:15:26.000 --> 00:15:27.000]  抓了一個破掉了
[00:15:27.000 --> 00:15:28.000]  然後再去抓另外一個
[00:15:28.000 --> 00:15:33.000]  直到最後所有的都不見了
[00:15:33.000 --> 00:15:42.000]  直到最後再沒有泡泡可以追尋了
[00:15:42.000 --> 00:15:47.000]  哪些是你的泡泡呢
[00:15:47.000 --> 00:15:49.000]  下面一個我們所要看的
[00:15:49.000 --> 00:15:51.000]  兒女是有確定的性心
[00:15:51.000 --> 00:15:52.000]  在第五節
[00:15:52.000 --> 00:15:56.000]  他在這裡告訴我們一個很寶貴的事情
[00:15:56.000 --> 00:15:58.000]  他說你們的陰性
[00:15:58.000 --> 00:16:01.000]  蒙神能力保守的人
[00:16:01.000 --> 00:16:04.000]  是蒙神的大能保守的
[00:16:04.000 --> 00:16:08.000]  我們對救恩有確實的把握
[00:16:08.000 --> 00:16:09.000]  在第五節
[00:16:09.000 --> 00:16:14.000]  他說我們必定能夠得著
[00:16:14.000 --> 00:16:17.000]  末世要顯現的救恩
[00:16:17.000 --> 00:16:21.000]  這個是告訴我們的身體得俗
[00:16:21.000 --> 00:16:23.000]  接下去在第九節
[00:16:23.000 --> 00:16:26.000]  他說並且得著你們性心的果孝
[00:16:26.000 --> 00:16:29.000]  就是靈魂的救恩
[00:16:29.000 --> 00:16:32.000]  這個靈魂的救恩不但是將來的
[00:16:32.000 --> 00:16:34.000]  而且是現在的
[00:16:34.000 --> 00:16:35.000]  當我們信了主之後
[00:16:35.000 --> 00:16:38.000]  我們的靈魂我們就得拯救了
[00:16:38.000 --> 00:16:41.000]  因為我們有一個心造的人
[00:16:41.000 --> 00:16:45.000]  我們要為這些事情感謝神
