
[00:00:00.000 --> 00:00:04.540]  我感恩今天又有機會在這裡跟大家分享
[00:02:46.040 --> 00:02:48.280]  你們上帝的管教
[00:02:48.280 --> 00:02:53.280]  祂的偉大 祂大能的手和新出來的棒臂
[00:02:53.280 --> 00:03:01.160]  以及祂在埃及王法老和全地所行的奇事
[00:03:01.160 --> 00:03:06.440]  祂怎樣對待埃及的軍隊 馬和戰車
[00:03:06.440 --> 00:03:09.120]  他們追趕你們的時候
[00:03:09.120 --> 00:03:13.640]  耶和華怎樣用紅海的水淹沒他們
[00:03:13.640 --> 00:03:16.960]  消滅了他們 直到今日
[00:03:16.960 --> 00:03:20.040]  祂在曠野怎樣待你們
[00:03:20.040 --> 00:03:22.920]  直到你們來到這地方
[00:03:22.920 --> 00:03:26.480]  以及祂怎樣待裡面子孫
[00:03:26.480 --> 00:03:30.840]  以利亞的兒子大丹 亞比蘭
[00:03:30.840 --> 00:03:35.520]  他們怎樣在以色列中開了裂口
[00:03:35.520 --> 00:03:39.760]  吞了他們和他們的家眷 帳篷
[00:03:39.760 --> 00:03:43.960]  以及跟他們在一起所有活著的
[00:03:43.960 --> 00:03:49.920]  唯有你們親眼見過耶和華所做的一切大事
[00:04:13.960 --> 00:04:15.480]  是上帝誡命的一本書
[00:04:15.480 --> 00:04:20.080]  遵守誡命這件事從頭到尾都是不斷提及
[00:04:20.080 --> 00:04:22.480]  所以當我們今天看這段經文的時候
[00:04:22.480 --> 00:04:24.320]  其實回想回到第八章
[00:04:24.320 --> 00:04:27.240]  剛好是第八章也是我分享的
[00:04:27.240 --> 00:04:30.600]  那時是四個禮拜 五個禮拜前
[00:04:30.600 --> 00:04:32.560]  都是在說差不多的事
[00:04:32.560 --> 00:04:35.000]  就是因為我們經歷了一堆的事
[00:04:35.000 --> 00:04:37.040]  經歷了上帝的神蹟 奇事 大事
[00:04:37.040 --> 00:04:39.800]  所以我們要去敬畏上帝
[00:04:39.800 --> 00:04:42.400]  所以我們要去愛上帝
[00:04:42.400 --> 00:04:45.360]  當然如果是這樣去想的時候
[00:04:45.360 --> 00:04:46.600]  其實是一樣的想法
[00:04:46.600 --> 00:04:48.160]  就是我們要記得上帝的恩惠
[00:04:48.160 --> 00:04:50.840]  所以我們要活一個徒主喜悅的生命
[00:04:50.840 --> 00:04:53.000]  這是上一次我分享的東西
[00:04:53.000 --> 00:04:55.200]  我覺得從感恩的角度去看這件事
[00:04:55.200 --> 00:04:57.480]  其實我覺得第一件事我們可以知道的
[00:04:57.480 --> 00:05:01.000]  原來感恩不是一個嘴上去說多謝的一件事
[00:05:01.000 --> 00:05:03.680]  不是單單說多謝 不是單單說多謝上帝
[00:05:03.680 --> 00:05:04.160]  不是這件事
[00:05:04.160 --> 00:05:08.840]  但是是在說我們以我們的生命要行出感恩的這件事
[00:05:08.840 --> 00:05:13.000]  就是我們之後要去愛上帝 要去敬畏上帝
[00:05:13.000 --> 00:05:16.240]  我覺得這幾個禮拜當去探討的時候
[00:05:16.240 --> 00:05:19.280]  因為我們見到在九章十章
[00:05:19.280 --> 00:05:22.840]  其實生命記都是在說要怎樣去進行上帝的誡命
[00:05:22.840 --> 00:05:24.000]  敬畏上帝的時候
[00:05:24.000 --> 00:05:26.840]  其實是同樣的事情一直都在發生
[00:05:26.840 --> 00:05:29.480]  但是值得深入探討的一個部分的時候
[00:05:29.480 --> 00:05:35.280]  例如我們在說我們要活出一個感恩的生命
[00:05:35.280 --> 00:05:39.960]  那究竟是什麼時候可以適用呢
[00:05:39.960 --> 00:05:42.160]  或者用一個這樣的解釋
[00:05:42.160 --> 00:05:43.360]  當我們因為感恩
[00:05:43.360 --> 00:05:47.000]  所以我們活出一個敬畏上帝 愛上帝的生命
[00:05:47.000 --> 00:05:51.400]  這個原則適用在什麼時候呢
[00:05:51.400 --> 00:05:53.080]  可能我們心裏會想
[00:05:53.080 --> 00:05:54.400]  如果在教會說 我們也經常說
[00:05:54.400 --> 00:05:57.280]  任何時候我們都應該適用
[00:05:57.280 --> 00:05:59.800]  但是大家有沒有發覺在生命當中
[00:05:59.800 --> 00:06:04.560]  其實很多時候我們很難去應用這個原則
[00:06:04.560 --> 00:06:05.440]  為什麼呢
[00:06:05.440 --> 00:06:10.400]  因為我們生命當中經常會面對很多不同的事情
[00:06:10.400 --> 00:06:13.280]  可能是自己個人的問題
[00:06:13.280 --> 00:06:16.760]  可能病痛 健康 經濟
[00:06:16.760 --> 00:06:21.200]  可能家庭問題 朋輩問題 同事問題 工作問題等等
[00:06:21.200 --> 00:06:24.240]  很多問題一來的時候
[00:06:24.240 --> 00:06:26.880]  很多時候我們會覺得很難
[00:06:26.880 --> 00:06:29.400]  很多時候我們會覺得很難去感恩
[00:06:29.400 --> 00:06:31.880]  很難去說謝謝上帝
[00:06:31.880 --> 00:06:36.360]  為什麼呢 我們面對的狀況是很困難的一個狀況
[00:06:36.360 --> 00:06:40.680]  困難到我要哭出來 就好像現在的嬰兒一樣
[00:06:40.680 --> 00:06:43.600]  這些事情在那個時候
[00:06:43.600 --> 00:06:46.000]  當我們面對著這些挑戰
[00:06:46.000 --> 00:06:47.440]  如果我們說要用感恩
[00:06:47.440 --> 00:06:50.120]  然後去活出一個敬畏上帝的生命
[00:06:50.120 --> 00:06:51.640]  這個原則好像不可能
[00:06:51.640 --> 00:06:52.480]  為什麼呢
[00:06:52.480 --> 00:06:53.720]  因為很難
[00:06:53.720 --> 00:06:55.720]  當我病了 我很辛苦的時候
[00:06:55.720 --> 00:07:00.680]  怎麼感恩啊
[00:07:00.680 --> 00:07:02.360]  當我覺得很大壓力的時候
[00:07:02.360 --> 00:07:05.360]  很大挑戰的時候 怎麼感恩啊
[00:07:05.360 --> 00:07:07.040]  當我有失去一切的時候
[00:07:07.040 --> 00:07:09.280]  我又怎麼感恩啊
[00:07:09.280 --> 00:07:11.880]  這些問題其實很多時候會出現在我們的生命當中
[00:07:11.880 --> 00:07:13.040]  甚至我們都見到
[00:07:13.040 --> 00:07:17.000]  甚至我們自己今天可能都在經歷
[00:07:17.000 --> 00:07:19.520]  所以有時候我們說感恩
[00:07:19.520 --> 00:07:20.840]  是一個不容易的事
[00:07:20.840 --> 00:07:22.760]  甚至我記得有一段時間
[00:07:22.760 --> 00:07:26.520]  教會來說很不被人喜歡的一句話
[00:07:26.520 --> 00:07:27.720]  就是無論如何都要感恩
[00:07:27.720 --> 00:07:32.640]  因為為什麼我們經常都會面對很多不同的問題
[00:07:32.640 --> 00:07:35.360]  不過當我們回到經文的時候
[00:07:35.360 --> 00:07:41.040]  感恩是不是在說我們要在乎我們現在是怎樣呢
[00:07:41.040 --> 00:07:43.120]  我不知道大家有沒有想過這個問題
[00:07:43.120 --> 00:07:44.840]  因為我們剛才一直在說的問題就是
[00:07:44.840 --> 00:07:48.200]  如果我們面對著很多不同的問題 挑戰的時候
[00:07:48.200 --> 00:07:51.000]  當那個處境令到我們很困難的時候
[00:07:51.000 --> 00:07:53.240]  那我們就很難感恩
[00:07:53.240 --> 00:07:55.320]  反而反過來我想問的就是
[00:07:55.320 --> 00:08:01.320]  感恩是不是因為我們現在處境好我才能感恩呢
[00:08:01.320 --> 00:08:08.920]  是不是因為我能夠有一個好的生活我才能感恩呢
[00:08:08.920 --> 00:08:12.640]  如果我們回到經文當時的處境
[00:08:12.640 --> 00:08:14.160]  我們要知道這一班的以色列民
[00:08:14.160 --> 00:08:17.160]  他們還沒有進入到應許之地
[00:08:17.160 --> 00:08:20.000]  要記得摩西提出的這些提醒
[00:08:20.000 --> 00:08:25.680]  全部都是在他們進入應許之地之前說的
[00:08:25.680 --> 00:08:28.920]  意思就是說 其實他們雖然可能不會覺得很差
[00:08:28.920 --> 00:08:32.960]  但他們接下來要面對的就是一堆人要跟他們打仗
[00:08:32.960 --> 00:08:38.520]  因為本身應許之地裡面是有一堆人在住的
[00:08:38.520 --> 00:08:42.520]  他們不容易的 前面是不少的挑戰
[00:08:42.520 --> 00:08:44.080]  可能會很大壓力
[00:08:44.080 --> 00:08:49.400]  可能在想我用不著死去打仗
[00:08:49.400 --> 00:08:53.600]  但在這種情況之下
[00:08:53.600 --> 00:09:00.600]  摩西透過提醒他們 要他們記得上帝一直以來的帶領
[00:09:00.600 --> 00:09:03.280]  感恩上帝以前做過的事
[00:09:03.280 --> 00:09:07.280]  而去敬畏上帝 去愛上帝
[00:09:07.280 --> 00:09:09.760]  所以對我來說 我看到其中一個感恩的功課
[00:09:09.760 --> 00:09:14.320]  原來說的就是 感恩不是單單說我現在怎樣
[00:09:14.320 --> 00:09:16.960]  當然現在好 我們覺得感恩的
[00:09:16.960 --> 00:09:19.480]  但當我現在不好 現在很困難的時候
[00:09:19.480 --> 00:09:20.880]  我又怎樣感恩啊
[00:09:20.880 --> 00:09:24.800]  我可以因為以前的經歷而感恩
[00:09:24.800 --> 00:09:27.920]  我可以因為以前所經歷到上帝的
[00:09:27.920 --> 00:09:32.440]  無論是慈愛 信實 公義 甚至是教訓
[00:09:32.440 --> 00:09:35.840]  都可以因為這一切的事情而感恩 為什麼
[00:09:35.840 --> 00:09:39.520]  因為這些經歷幫助到我們知道
[00:09:39.520 --> 00:09:44.400]  以前上帝能夠帶領今天 上帝都能夠帶領我們
[00:09:44.400 --> 00:09:51.200]  這也是摩西提醒以色列民 為什麼他們一直要去記得這些事
[00:09:51.200 --> 00:10:01.360]  為了這些事感恩 從而去活出敬畏和愛上帝的生活
[00:10:01.360 --> 00:10:02.960]  摩西提醒以色列民
[00:10:02.960 --> 00:10:07.920]  好讓他們記得 以前上帝能夠帶領 今天都能夠帶領
[00:10:07.920 --> 00:10:09.920]  因為上帝不是人
[00:10:09.920 --> 00:10:12.720]  人是很容易隨著時間改變
[00:10:12.720 --> 00:10:15.440]  譬如我們經常聽到的伴侶會說
[00:10:15.440 --> 00:10:18.480]  他沒有以前那麼愛我了 上帝不是這樣的
[00:10:18.480 --> 00:10:25.760]  上帝是由以前到現在一樣那麼愛我們
[00:10:25.760 --> 00:10:29.120]  感恩 以前的經歷也幫助我們記得
[00:10:29.120 --> 00:10:34.040]  上帝今天都愛我們
[00:10:34.040 --> 00:10:42.880]  如果我們去看經文當中這兩段的事情的時候
[00:10:42.880 --> 00:10:44.920]  另外還有一樣東西需要知道的就是
[00:10:44.920 --> 00:10:47.400]  我們原來都要親身去經歷這些事
[00:10:47.400 --> 00:10:51.640]  因為剛才所說的經歷 都是說他們要經歷了才行
[00:10:51.640 --> 00:10:54.920]  譬如這兩節的經文說到第二節
[00:10:54.920 --> 00:10:59.320]  今天你們應當知道 而不是你們的兒女
[00:10:59.320 --> 00:11:01.320]  因為他們不知道 因為他們沒有經歷過
[00:11:01.320 --> 00:11:03.320]  不是說他們之後才要經歷
[00:11:03.320 --> 00:11:05.320]  是現在我們經歷了的
[00:11:05.320 --> 00:11:07.320]  然後也說到後面的第七節
[00:11:07.320 --> 00:11:13.080]  唯有你們親眼見過耶和華所做的一切大事
[00:11:13.080 --> 00:11:19.000]  這裏也是說這班以色列民他們自己經歷了這一堆的事情
[00:11:19.000 --> 00:11:24.200]  所以才有這些親身的經歷去感恩
[00:11:24.200 --> 00:11:26.200]  所以對我來說 當說到感恩的時候
[00:11:26.200 --> 00:11:31.800]  另外一個學習的功課 原來感恩不是因為別人說了什麼
[00:11:31.800 --> 00:11:36.680]  而是我自己親身經歷了什麼
[00:11:36.680 --> 00:11:40.680]  對於這件事 我自己有一個比較深刻的體會
[00:11:40.680 --> 00:11:42.680]  因為我自己本身生長
[00:11:42.680 --> 00:11:48.200]  可能很多人都知道我生長在一個牧師家庭
[00:11:48.200 --> 00:11:50.200]  除了我自己是一個傳道人之外
[00:11:50.200 --> 00:11:53.000]  其實我父母也是傳道人 所以我是一個牧義代
[00:11:53.000 --> 00:11:57.240]  當我活在這個家庭當中的時候
[00:11:57.240 --> 00:11:59.240]  其實大家可以想像到的就是
[00:11:59.240 --> 00:12:01.720]  我父母經常都會叫我去祈禱感恩
[00:12:01.720 --> 00:12:03.720]  感恩我們所有上帝所給的一切恩典
[00:12:03.720 --> 00:12:05.720]  所以這件事是一個不陌生的東西
[00:12:05.720 --> 00:12:07.720]  從小到大都一直在教這件事
[00:12:07.720 --> 00:12:11.720]  要我去學習感恩上帝
[00:12:11.720 --> 00:12:13.720]  上帝給了我們這件事
[00:12:13.720 --> 00:12:15.720]  但是同一時間的時候
[00:12:15.720 --> 00:12:19.720]  當我去想 當時只是我父母叫我去感恩
[00:12:19.720 --> 00:12:21.720]  我有的生命氣息 所得到的食物
[00:12:21.720 --> 00:12:23.720]  或者我所得到的一切朋友等等
[00:12:23.720 --> 00:12:27.720]  但我自己親身沒有經歷到
[00:12:27.720 --> 00:12:29.720]  我是沒有真正感恩的
[00:12:29.720 --> 00:12:31.720]  直到有一刻
[00:12:31.720 --> 00:12:33.720]  上帝真的讓我自己可以經歷到
[00:12:33.720 --> 00:12:35.720]  上帝在我生命當中做工
[00:12:35.720 --> 00:12:37.720]  當我見到的時候
[00:12:37.720 --> 00:12:39.720]  這件事就很不同了
[00:12:39.720 --> 00:12:43.720]  感恩是因為自己親身經歷
[00:12:43.720 --> 00:12:45.720]  不是因為別人說什麼
[00:12:45.720 --> 00:12:51.720]  當然我們可不可以回想一下
[00:12:51.720 --> 00:12:55.720]  我們生命當中有沒有親身經歷上帝的時刻呢
[00:12:57.720 --> 00:13:01.720]  如果有的 記得好好記住
[00:13:01.720 --> 00:13:07.720]  因為這些經歷是令我們可以隨時感恩的時刻
[00:13:07.720 --> 00:13:11.720]  但如果沒有的 又或者不夠多的
[00:13:11.720 --> 00:13:13.720]  我們都可以向上帝求
[00:13:13.720 --> 00:13:17.720]  求上帝讓我們親自經歷它
[00:13:17.720 --> 00:13:21.720]  親自去經歷它那種大能慈愛信神
[00:13:21.720 --> 00:13:23.720]  讓我們可以有一些東西去捉住
[00:13:23.720 --> 00:13:27.720]  令我們在以後的生活當中不斷感恩
[00:13:27.720 --> 00:13:31.720]  隨時感恩 因為我們知道上帝一直愛我們
[00:13:31.720 --> 00:13:35.720]  接著下去
[00:13:35.720 --> 00:13:39.720]  現在就跳到第八到第十七節
[00:13:39.720 --> 00:13:41.720]  我們一起來讀第八
[00:13:41.720 --> 00:13:43.720]  有兩版的powerpoint
[00:13:43.720 --> 00:13:45.720]  我們一起來讀
[00:13:45.720 --> 00:13:51.720]  所以你們要遵守我今日所吩咐的一切誡明
[00:13:51.720 --> 00:13:53.720]  使你們剛強
[00:13:53.720 --> 00:13:57.720]  可以進去得你們所要得的那地
[00:13:57.720 --> 00:14:01.720]  就是你們將過河到那裡要得的
[00:14:01.720 --> 00:14:03.720]  也是你們的日子
[00:14:03.720 --> 00:14:07.720]  在耶和華向你們列祖起誓
[00:14:07.720 --> 00:14:13.720]  要給他們和他們後裔的地長得以長久
[00:14:13.720 --> 00:14:15.720]  那是流乃與物之地
[00:14:15.720 --> 00:14:19.720]  你要進去得遺孽的那地
[00:14:19.720 --> 00:14:22.720]  不像你出來的埃及地
[00:14:22.720 --> 00:14:25.720]  在埃及你撒種後
[00:14:25.720 --> 00:14:27.720]  要用腳挑冠
[00:14:27.720 --> 00:14:29.720]  像挑冠菜園一樣
[00:14:29.720 --> 00:14:33.720]  你們要過去得遺孽的那地
[00:14:33.720 --> 00:14:35.720]  乃是有山有谷
[00:14:35.720 --> 00:14:38.720]  天上的雨水滋潤之地
[00:14:38.720 --> 00:14:42.720]  是耶和華你上帝所眷顧的地
[00:14:42.720 --> 00:14:45.720]  從歲首到年終
[00:14:45.720 --> 00:14:50.720]  是耶和華你上帝的眼目是向看管那地
[00:14:50.720 --> 00:14:56.720]  你們若留心聽從我今日所吩咐你們的誡明
[00:14:56.720 --> 00:14:59.720]  愛耶和華你們的上帝
[00:14:59.720 --> 00:15:01.720]  盡心盡性侍奉他
[00:15:01.720 --> 00:15:06.720]  我必按時降下雨水在你們的地上
[00:15:06.720 --> 00:15:09.720]  就是秋雨和春雨
[00:15:09.720 --> 00:15:14.720]  使你們可以收種五穀、新酒和新的油
[00:15:14.720 --> 00:15:19.720]  也必使田野為你的新畜長出草來
[00:15:19.720 --> 00:15:22.720]  這樣你必吃得飽足
[00:15:22.720 --> 00:15:26.720]  你們要謹慎免得深受誘惑
[00:15:26.720 --> 00:15:30.720]  轉去侍奉別神敬拜他們
[00:15:30.720 --> 00:15:34.720]  以至耶和華的怒氣向你們發作
[00:15:34.720 --> 00:15:37.720]  使天封閉不下雨
[00:15:37.720 --> 00:15:39.720]  使地不出殘
[00:15:39.720 --> 00:15:44.720]  使你們的耶和華所賜給你們的美地上
[00:15:44.720 --> 00:15:46.720]  速速滅亡
[00:16:09.720 --> 00:16:11.720]  是按時降下雨水
[00:16:11.720 --> 00:16:12.720]  所以對我來說
[00:16:12.720 --> 00:16:14.720]  當看這段經文的時候
[00:16:14.720 --> 00:16:16.720]  都是在說地和雨水
[00:16:16.720 --> 00:16:18.720]  今天對我們來說
[00:16:18.720 --> 00:16:20.720]  當說到這些的時候
[00:16:20.720 --> 00:16:23.720]  其實我們未必見得到那個重要性
[00:16:23.720 --> 00:16:26.720]  因為對於都市人的生活來說
[00:16:26.720 --> 00:16:31.720]  我覺得天氣或者地方的影響不是很大
[00:16:31.720 --> 00:16:33.720]  因為我們無論怎樣也好
[00:16:33.720 --> 00:16:34.720]  有沒有下雨也好
[00:16:34.720 --> 00:16:35.720]  我們都是要上班的
[00:16:35.720 --> 00:16:39.720]  就算現在連下雨也要工作
[00:16:39.720 --> 00:16:40.720]  所以我們其實是很辛苦的
[00:16:40.720 --> 00:16:43.720]  我不覺得天氣對我們有什麼影響
[00:16:43.720 --> 00:16:47.720]  不過如果我們看回現在世界當中
[00:16:47.720 --> 00:16:51.720]  可能以畜牧業或者農業為主的地方
[00:16:51.720 --> 00:16:53.720]  或者我們看回當時的處境
[00:16:53.720 --> 00:16:57.720]  我們就會明白地和雨的重要性
[00:16:57.720 --> 00:16:58.720]  為什麼呢
[00:16:58.720 --> 00:17:00.720]  因為當有一個好地的時候
[00:17:00.720 --> 00:17:03.720]  我們就會比較容易去種一些東西
[00:17:03.720 --> 00:17:05.720]  譬如一些肥沃的地方
[00:17:05.720 --> 00:17:06.720]  通常來說
[00:17:06.720 --> 00:17:07.720]  你直接把種子扔進去
[00:17:07.720 --> 00:17:08.720]  怎樣也能生出來
[00:17:08.720 --> 00:17:10.720]  其中一個地方是我的鄉下印尼
[00:17:10.720 --> 00:17:13.720]  印尼這個鄉下肥沃的田地
[00:17:13.720 --> 00:17:14.720]  那些人經常說
[00:17:14.720 --> 00:17:16.720]  在那裡你想扔什麼進去也好
[00:17:16.720 --> 00:17:18.720]  你都能生出來
[00:17:18.720 --> 00:17:19.720]  我沒有試過
[00:17:19.720 --> 00:17:20.720]  我沒有試過種東西
[00:17:20.720 --> 00:17:22.720]  不過聽他這樣說
[00:17:22.720 --> 00:17:25.720]  然後如果有雨水的話
[00:17:25.720 --> 00:17:30.720]  就是令到這些土地有好的水分
[00:17:30.720 --> 00:17:34.720]  也可以生出草來令到畜牧可以吃
[00:17:34.720 --> 00:17:37.720]  可以有一個好的成長
[00:17:37.720 --> 00:17:39.720]  所以我們可以看到
[00:17:39.720 --> 00:17:41.720]  在當時來說
[00:17:41.720 --> 00:17:44.720]  說到這些的界面後面的東西的時候
[00:17:44.720 --> 00:17:46.720]  當說雨水和地的時候是很重要的
[00:17:46.720 --> 00:17:49.720]  我們未必想到這件事
[00:17:49.720 --> 00:17:53.720]  不過我覺得可以以最近的一些新聞去作一個參考
[00:17:53.720 --> 00:17:54.720]  譬如說最近
[00:17:54.720 --> 00:17:57.720]  原來我們最近有一次的暴雨
[00:17:57.720 --> 00:18:00.720]  我記得同一天有兩次掛了黑雨的時候
[00:18:00.720 --> 00:18:02.720]  原來我看到一篇新聞
[00:18:02.720 --> 00:18:04.720]  在香港的一些農戶
[00:18:04.720 --> 00:18:07.720]  他們是有損失七成的收成
[00:18:07.720 --> 00:18:09.720]  我們可以想一下
[00:18:09.720 --> 00:18:10.720]  我們不知道什麼叫七成的收成
[00:18:10.720 --> 00:18:11.720]  但我們可以想的就是
[00:18:11.720 --> 00:18:14.720]  如果我們一個月的工資沒有了七成
[00:18:14.720 --> 00:18:16.720]  那個重要性很大
[00:18:16.720 --> 00:18:18.720]  突然間心痛了
[00:18:18.720 --> 00:18:20.720]  我不行了沒有了七成
[00:18:20.720 --> 00:18:25.720]  你會看到原來是在說一個這樣的事情
[00:18:25.720 --> 00:18:28.720]  但是在這個的提醒之下
[00:18:28.720 --> 00:18:30.720]  摩西就是在告訴我們
[00:18:30.720 --> 00:18:32.720]  所以要倚靠上帝
[00:18:32.720 --> 00:18:37.720]  所以要真的去靠著上帝去過我們的生活
[00:18:37.720 --> 00:18:39.720]  因此再一次
[00:18:39.720 --> 00:18:41.720]  由一個這樣的角度去看的時候
[00:18:41.720 --> 00:18:43.720]  原來在說的就是我們
[00:18:43.720 --> 00:18:48.720]  不是說要經歷一些什麼事
[00:18:48.720 --> 00:18:50.720]  但其實感恩是在幫我們
[00:18:50.720 --> 00:18:52.720]  在這些事情當中
[00:18:52.720 --> 00:18:57.720]  要明白要倚靠上帝
[00:18:57.720 --> 00:19:01.720]  為什麼要專門說這樣的一個點呢
[00:19:01.720 --> 00:19:05.720]  我覺得這個點是需要學習的
[00:19:05.720 --> 00:19:08.720]  因為很多時候我們的確有向上帝感謝
[00:19:08.720 --> 00:19:10.720]  或者我們感恩有一些事情的發生
[00:19:10.720 --> 00:19:12.720]  一些的經歷
[00:19:12.720 --> 00:19:16.720]  但是這些事情我們沒有去那麼深的一步去想
[00:19:16.720 --> 00:19:21.720]  究竟可不可以令我們明白要倚靠上帝
[00:19:21.720 --> 00:19:23.720]  這件事
[00:19:23.720 --> 00:19:25.720]  我們可能就是這樣
[00:19:25.720 --> 00:19:27.720]  多謝然後我們就走了
[00:19:27.720 --> 00:19:30.720]  我們就繼續我們的生活
[00:19:30.720 --> 00:19:32.720]  那我就在想
[00:19:32.720 --> 00:19:34.720]  有什麼可以幫助到我們
[00:19:34.720 --> 00:19:38.720]  避免這個狀況出現在我們生命當中呢
[00:19:38.720 --> 00:19:40.720]  我想其中一樣可以做的事就是
[00:19:40.720 --> 00:19:42.720]  當我們感恩的時候
[00:19:42.720 --> 00:19:44.720]  我們可以繼續在感恩當中
[00:19:44.720 --> 00:19:46.720]  去問自己
[00:19:46.720 --> 00:19:48.720]  由相關的事情當中
[00:19:48.720 --> 00:19:50.720]  我們經歷到的上帝是一個怎樣的上帝
[00:19:50.720 --> 00:19:52.720]  譬如說
[00:19:52.720 --> 00:19:54.720]  可能我們在病痛當中
[00:19:54.720 --> 00:19:56.720]  我們得到醫治
[00:19:56.720 --> 00:19:58.720]  我們向上帝感恩
[00:19:58.720 --> 00:20:01.720]  感恩之外我們也見到原來上帝是一個大能的上帝
[00:20:01.720 --> 00:20:03.720]  能夠醫治的上帝
[00:20:03.720 --> 00:20:05.720]  或者我們面對很多困難的時候
[00:20:05.720 --> 00:20:08.720]  我們跨過之後我們向上帝感恩
[00:20:08.720 --> 00:20:12.720]  透過這些事情我們更加認識到原來上帝可以帶領我們
[00:20:12.720 --> 00:20:14.720]  幫助我們跨過困難的上帝
[00:20:14.720 --> 00:20:17.720]  摩西自己也經歷了很多事情
[00:20:17.720 --> 00:20:22.720]  摩西自己因為她親身的經歷
[00:20:22.720 --> 00:20:26.720]  她見到原來上帝是一個掌管生命的上帝
[00:20:26.720 --> 00:20:29.720]  上帝是一個掌管天地的上帝
[00:20:29.720 --> 00:20:32.720]  所以她也要去敬畏和愛上帝
[00:20:32.720 --> 00:20:33.720]  不只是這樣
