
[00:00:00.000 --> 00:00:03.480]  我都想問一下我們中間的母鼎姊妹
[00:02:44.720 --> 00:02:46.040]  很多人都聽過的
[00:02:46.040 --> 00:02:48.920]  不過可能因為是沒有人解釋
[00:02:48.920 --> 00:02:49.720]  沒有人跟進
[00:02:49.720 --> 00:02:52.480]  沒有人再讓聽過的人
[00:02:52.480 --> 00:02:55.800]  能夠知道中間的意思是怎樣
[00:02:55.800 --> 00:02:59.720]  又或者見過一些生活行為表現
[00:02:59.720 --> 00:03:02.560]  說話態度上不像樣的
[00:03:02.560 --> 00:03:05.080]  稱為教徒的人
[00:03:05.080 --> 00:03:07.120]  甚至是直接令到自己
[00:03:07.120 --> 00:03:09.480]  受傷不開心的一些經歷
[00:03:09.480 --> 00:03:12.320]  如果信耶穌是這樣
[00:03:12.320 --> 00:03:13.520]  我寧願不信
[00:03:13.520 --> 00:03:15.320]  有些人會這樣說
[00:03:15.320 --> 00:03:16.720]  第三個進程
[00:03:16.720 --> 00:03:19.240]  就是對傳福音的人
[00:03:19.240 --> 00:03:20.600]  有開放的態度
[00:03:20.600 --> 00:03:22.200]  就是對基督徒開放
[00:03:22.200 --> 00:03:24.560]  對你和我是開放的
[00:03:24.560 --> 00:03:26.600]  是願意跟我們接觸的
[00:03:26.600 --> 00:03:28.640]  如果我們請他去外宴
[00:03:28.640 --> 00:03:30.320]  請他一起去旅行
[00:03:30.320 --> 00:03:32.400]  他很樂意跟我們一起結交
[00:03:32.400 --> 00:03:35.360]  他不會覺得基督徒是
[00:03:35.360 --> 00:03:36.920]  一說到基督徒就彈開的
[00:03:36.920 --> 00:03:39.320]  而是他願意跟我們交朋友
[00:03:39.320 --> 00:03:43.840]  發覺是很值得交一班朋友
[00:03:43.840 --> 00:03:44.760]  第四
[00:03:44.760 --> 00:03:46.560]  是對福音開放
[00:03:46.560 --> 00:03:49.160]  或者稱為A類的福音工作
[00:03:49.160 --> 00:03:53.200]  其實這些朋友只差一步
[00:03:53.200 --> 00:03:55.000]  他已經預備好心
[00:03:55.000 --> 00:03:57.560]  很想明白認識福音究竟是什麼
[00:03:57.560 --> 00:03:59.160]  和有什麼關係
[00:03:59.160 --> 00:04:01.080]  於是你請他參加報道會
[00:04:01.080 --> 00:04:03.880]  或者教會舉辦的信仰班
[00:04:03.880 --> 00:04:05.160]  他都很樂意
[00:04:05.160 --> 00:04:06.600]  甚至他沒有上班
[00:04:06.600 --> 00:04:08.760]  他自己拿本聖經出來看
[00:04:08.760 --> 00:04:10.000]  你有沒有聽過有人
[00:04:10.000 --> 00:04:11.560]  他自己看聖經看完之後
[00:04:11.560 --> 00:04:13.040]  在家裡信耶穌的?
[00:04:13.040 --> 00:04:14.760]  他沒有參加任何教會的聚會
[00:04:14.760 --> 00:04:17.520]  但是他有一個渴慕的心
[00:04:17.520 --> 00:04:19.520]  他就看聖經 聖靈光照他
[00:04:19.520 --> 00:04:21.400]  他就接受耶穌做救主
[00:04:21.400 --> 00:04:23.440]  A類的福音工作
[00:04:23.440 --> 00:04:25.600]  對福音開放
[00:04:25.600 --> 00:04:29.120]  究竟哪個人在哪個階段
[00:04:29.120 --> 00:04:31.680]  有時候我們不是很容易去覺察的
[00:04:31.680 --> 00:04:34.200]  但是的確如果按照這個觀察
[00:04:34.200 --> 00:04:37.200]  每個人對於福音的接受程度
[00:04:37.200 --> 00:04:38.840]  有一個不同的程度
[00:04:38.840 --> 00:04:40.640]  有一個進程
[00:04:40.640 --> 00:04:42.360]  所以究竟聖經裡面
[00:04:42.360 --> 00:04:44.760]  有沒有提示一些方法
[00:04:44.760 --> 00:04:49.200]  讓我們可以學會怎樣去傳福音呢?
[00:04:49.200 --> 00:04:51.360]  有的 有相當多的例子
[00:04:51.360 --> 00:04:53.760]  不過我覺得最好的例子
[00:04:53.760 --> 00:04:56.680]  都是回到耶穌的教導當中
[00:04:56.680 --> 00:04:59.520]  在《路加福音》第十章第五到第九節
[00:04:59.520 --> 00:05:01.320]  耶穌差派了他的門徒
[00:05:01.320 --> 00:05:02.320]  去傳福音的時候
[00:05:02.320 --> 00:05:04.880]  就建議了一個方式
[00:05:04.880 --> 00:05:06.240]  一個進程
[00:05:06.240 --> 00:05:09.280]  當然傳福音有很多不同的方法
[00:05:09.280 --> 00:05:11.360]  但是當然耶穌所介紹的方法
[00:05:11.360 --> 00:05:13.680]  一定有它寶貴的地方
[00:05:13.680 --> 00:05:15.480]  所以很簡單地說
[00:05:15.480 --> 00:05:18.040]  祂提醒我們有四個步驟
[00:05:18.040 --> 00:05:20.560]  第一 我們要祝福別人
[00:05:20.560 --> 00:05:22.440]  所以你記得我上一次幾個月之前
[00:05:22.440 --> 00:05:25.280]  我和大家分享在銅鑼灣堂的訊息
[00:05:25.280 --> 00:05:28.360]  我們要成為一個祝福別人的人
[00:05:28.360 --> 00:05:29.440]  第一個是祝福
[00:05:29.440 --> 00:05:31.800]  第二是當你祝福別人的時候
[00:05:31.800 --> 00:05:33.920]  別人願意接納 邀請你
[00:05:33.920 --> 00:05:35.120]  甚至和你分享的時候
[00:05:35.120 --> 00:05:37.000]  你就不用介意了
[00:05:37.000 --> 00:05:38.800]  你就儘管和他一起享用
[00:05:38.800 --> 00:05:42.040]  他為你預備的東西 一起分享
[00:05:42.040 --> 00:05:48.240]  第三 祂有機會和你講多一點祂的需要
[00:05:48.240 --> 00:05:50.480]  甚至祂說 我原來有病
[00:05:50.480 --> 00:05:52.800]  耶穌就說 你醫治祂吧
[00:05:52.800 --> 00:05:54.800]  你服侍祂吧 你幫助祂吧
[00:05:54.800 --> 00:05:57.960]  既然祂願意把祂的需要都告訴你
[00:05:57.960 --> 00:05:59.680]  你就來服侍祂吧
[00:05:59.680 --> 00:06:02.320]  第四 千萬不要忘記
[00:06:02.320 --> 00:06:04.080]  就算我們有多好的祝福
[00:06:04.080 --> 00:06:05.480]  有多好的服侍
[00:06:05.480 --> 00:06:07.720]  能夠有多好的fellowship
[00:06:07.720 --> 00:06:10.640]  但最重要的是要將福音告訴他
[00:06:10.640 --> 00:06:12.800]  所以第四是宣講
[00:06:12.800 --> 00:06:15.200]  在這個過程裏邊 我自己一路思考
[00:06:15.200 --> 00:06:17.720]  耶穌提醒門徒 叫他們去做
[00:06:17.720 --> 00:06:21.440]  因為那班門徒當時是開始傳福音
[00:06:21.440 --> 00:06:23.920]  耶穌就指示他們要這樣做
[00:06:23.920 --> 00:06:27.680]  當然其實裏邊有什麼重要的意義呢
[00:06:27.680 --> 00:06:29.440]  我覺得當我一路思考的時候
[00:06:29.440 --> 00:06:31.440]  我發覺在這個過程裏邊
[00:06:31.440 --> 00:06:33.640]  其中有一個很重要的關鍵就是
[00:06:33.640 --> 00:06:37.040]  要找到當得平安的人
[00:06:37.040 --> 00:06:39.120]  這個人他的反應
[00:06:39.120 --> 00:06:41.480]  對門徒的反應 對祂的祝福的反應
[00:06:41.480 --> 00:06:44.480]  就成為我們可以繼續去幫助他
[00:06:44.480 --> 00:06:46.160]  一步一步地認識
[00:06:46.160 --> 00:06:51.960]  耶穌基督的拯救要素的關鍵
[00:06:51.960 --> 00:06:53.880]  所以今天會和大家來看
[00:06:53.880 --> 00:06:58.440]  耶穌傳福音的方法的第二方面
[00:06:58.440 --> 00:07:01.040]  就是和祂分享
[00:07:01.040 --> 00:07:05.560]  我將重點放在尋找當得平安的人
[00:07:05.560 --> 00:07:08.640]  這些當得平安的人究竟有什麼特徵呢
[00:07:08.640 --> 00:07:11.480]  我們可以認得到呢
[00:07:11.480 --> 00:07:15.160]  上次我說我們要成為一個祝福別人的人
[00:07:15.160 --> 00:07:18.960]  因為祝福是上帝交給我們的職責
[00:07:18.960 --> 00:07:19.960]  你喜不喜歡也好
[00:07:19.960 --> 00:07:23.000]  這是上帝給我們每一個信徒的職責
[00:07:23.000 --> 00:07:26.040]  但是你做不做 耶穌沒有強迫你
[00:07:26.040 --> 00:07:27.480]  因為勉強就沒有幸福
[00:07:27.480 --> 00:07:29.600]  最重要是你願意
[00:07:29.600 --> 00:07:32.400]  這個在我們的信仰裏邊有一個很重要的原則
[00:07:32.400 --> 00:07:33.920]  上帝根本沒有迫我們
[00:07:33.920 --> 00:07:37.160]  上帝是邀請我們參與祂的工作
[00:07:37.160 --> 00:07:39.080]  不過上帝有一個心意 祂期望
[00:07:39.080 --> 00:07:42.840]  這個祝福的行動就是我們的職責
[00:07:42.840 --> 00:07:45.120]  所以就在乎你了
[00:07:45.120 --> 00:07:46.400]  老友在乎你了
[00:07:46.400 --> 00:07:50.080]  你願不願意將這個祝福帶給別人
[00:07:50.080 --> 00:07:51.920]  但祝福別人有什麼好處呢?
[00:07:51.920 --> 00:07:55.240]  為什麼耶穌一開始吩咐他們去門徒傳福音
[00:07:55.240 --> 00:07:57.480]  就叫他們去祝福別人呢?
[00:07:57.480 --> 00:08:00.600]  其實祝福別人是自己先得著祝福
[00:08:00.600 --> 00:08:03.320]  如果不是得著神的恩典
[00:08:03.320 --> 00:08:05.040]  我怎麼能夠祝福別人呢?
[00:08:05.040 --> 00:08:06.960]  所以其實一個能夠祝福別人的人
[00:08:06.960 --> 00:08:10.000]  其實自己已經得著神的恩典了
[00:08:10.000 --> 00:08:13.200]  耶穌也知道門徒出去祝福別人的時候
[00:08:13.200 --> 00:08:14.600]  別人會有不同的反應
[00:08:14.600 --> 00:08:17.040]  如果有人不接受、不領情
[00:08:17.040 --> 00:08:18.480]  耶穌就跟他們說
[00:08:18.480 --> 00:08:19.600]  你不用灰心
[00:08:19.600 --> 00:08:22.360]  因為如果對方不領情的話
[00:08:22.360 --> 00:08:25.480]  本來祝福對方的祝福就會回到你那裏
[00:08:25.480 --> 00:08:28.560]  我們會完全收回那些祝福
[00:08:28.560 --> 00:08:29.880]  有時候我們會想
[00:08:29.880 --> 00:08:30.720]  是真的嗎?
[00:08:30.720 --> 00:08:32.720]  是真的 因為耶穌說的
[00:08:32.720 --> 00:08:34.520]  祂所應該得到的祝福
[00:08:34.520 --> 00:08:35.840]  祂不接受的時候
[00:08:35.840 --> 00:08:38.480]  這個祝福會回到你那裏
[00:08:38.480 --> 00:08:43.000]  但是祝福人的行動
[00:08:43.000 --> 00:08:45.040]  其實是能夠幫助我們
[00:08:45.040 --> 00:08:48.480]  分辨哪一個是當得平安的人
[00:08:48.480 --> 00:08:49.840]  不如我們看一看經文
[00:08:49.840 --> 00:08:52.280]  《路加福音》第十章第七到第八節
[00:08:52.280 --> 00:08:53.800]  請我們一起讀
[00:08:53.800 --> 00:08:56.040]  你們要住在那家
[00:08:56.040 --> 00:08:58.320]  吃喝他們所供給的
[00:08:58.320 --> 00:09:01.160]  因為工人得工價是應當的
[00:09:01.160 --> 00:09:03.640]  不要從這家搬到那家
[00:09:03.640 --> 00:09:07.120]  無論進那一城 人若接待你們
[00:09:07.120 --> 00:09:09.040]  給你們擺上什麼
[00:09:09.040 --> 00:09:11.000]  你們就吃什麼
[00:09:11.000 --> 00:09:13.640]  這裡耶穌說有兩個特徵
[00:09:13.640 --> 00:09:16.000]  關於當得平安的人
[00:09:16.000 --> 00:09:19.600]  第一是他願意打開自己的家門歡迎你
[00:09:19.600 --> 00:09:21.680]  你說我們今天在香港
[00:09:21.680 --> 00:09:24.880]  其實有幾何人會打開家門歡迎你呢?
[00:09:24.880 --> 00:09:28.240]  現在如果我們要去屋邨傳福音
[00:09:28.240 --> 00:09:29.480]  根本都進都進不了
[00:09:29.480 --> 00:09:30.920]  全部都上閘了
[00:09:30.920 --> 00:09:32.640]  要查身份證
[00:09:32.640 --> 00:09:35.560]  我們很難實踐這個原則
[00:09:35.560 --> 00:09:37.880]  我們怎樣能夠有人打開門
[00:09:37.880 --> 00:09:40.360]  當然我們看聖經的時候
[00:09:40.360 --> 00:09:43.600]  我們要明白當時的處境裡
[00:09:43.600 --> 00:09:45.800]  其實耶穌說的什麼原則
[00:09:45.800 --> 00:09:48.600]  能夠應用在我們今天的生活當中
[00:09:48.600 --> 00:09:51.120]  其實這就是一個願意
[00:09:51.120 --> 00:09:53.560]  歡迎你的態度
[00:09:53.560 --> 00:09:55.120]  不單止這個特徵
[00:09:55.120 --> 00:09:56.320]  另外一個特徵就是
[00:09:56.320 --> 00:09:58.200]  為門徒預備食物
[00:09:58.200 --> 00:09:59.360]  這個人不單止歡迎你
[00:09:59.360 --> 00:10:02.640]  並且拿了一些東西和你分享
[00:10:02.640 --> 00:10:04.080]  耶穌說如果是這樣
[00:10:04.080 --> 00:10:05.200]  就不要到處走
[00:10:05.200 --> 00:10:07.040]  你留在那裡和他一起享用
[00:10:07.040 --> 00:10:09.680]  他為你擺上的一切
[00:10:09.680 --> 00:10:12.680]  所以這兩個就是一個特徵
[00:10:12.680 --> 00:10:14.400]  但是簡單來說
[00:10:14.400 --> 00:10:19.480]  這兩個特徵其實都可以用一個特徵來囊括
[00:10:19.480 --> 00:10:22.200]  就是當你看到對方有一種
[00:10:22.200 --> 00:10:24.360]  殷勤服侍你
[00:10:24.360 --> 00:10:27.200]  接待你的態度
[00:10:27.200 --> 00:10:31.280]  這就是第一個我們要找到的特徵
[00:10:31.280 --> 00:10:33.560]  或者這個人慢慢
[00:10:33.560 --> 00:10:37.040]  一步一步地我們能夠帶領他認識耶穌
[00:10:37.040 --> 00:10:40.840]  殷勤接待 殷勤款待
[00:10:40.840 --> 00:10:46.240]  我記得有一次和家人去北海道度假的時候
[00:10:46.240 --> 00:10:48.680]  或者我也說過這個例子
[00:10:48.680 --> 00:10:53.600]  不過我覺得也很切合今天這一方面
[00:10:53.600 --> 00:10:58.840]  我們去到小樽打算訂了一個民宿去住宿
[00:10:58.840 --> 00:11:02.680]  天氣很熱 一直揹著行李
[00:11:02.680 --> 00:11:06.520]  可能我又不知為何可能太累
[00:11:06.520 --> 00:11:07.480]  或者什麼原因
[00:11:07.480 --> 00:11:09.160]  我很少發生這樣的事
[00:11:09.160 --> 00:11:13.400]  但是走著走著的時候突然流鼻血
[00:11:13.400 --> 00:11:18.640]  以我在中三學會急救的技術之後
[00:11:18.640 --> 00:11:20.520]  我知道每逢流鼻血
[00:11:20.520 --> 00:11:21.760]  很多次都可行的
[00:11:21.760 --> 00:11:23.920]  就是按著鼻骨
[00:11:23.920 --> 00:11:25.720]  因為那裡有血管
[00:11:25.720 --> 00:11:27.920]  按緊它就可以止血
[00:11:27.920 --> 00:11:30.040]  於是一邊按一邊按
[00:11:30.040 --> 00:11:32.800]  但是按了差不多半個小時都沒有停
[00:11:32.800 --> 00:11:34.680]  很少見這樣的情況
[00:11:34.680 --> 00:11:36.400]  心裡邊有些掛心
[00:11:36.400 --> 00:11:37.480]  不過說起來
[00:11:37.480 --> 00:11:39.120]  昨天說這個例子的時候
[00:11:39.120 --> 00:11:42.200]  有兩個弟兄姊妹的醫生走出來告訴我
[00:11:42.200 --> 00:11:44.160]  牧師其實是按錯了
[00:11:44.160 --> 00:11:46.160]  應該是按這裡
[00:11:46.160 --> 00:11:47.960]  我就不知為何那時候
[00:11:47.960 --> 00:11:51.320]  上訓練的時候
[00:11:51.320 --> 00:11:52.800]  他告訴我按鼻骨
[00:11:52.800 --> 00:11:54.200]  就算了 這個不要緊
[00:11:54.200 --> 00:11:58.040]  總之就是搞到我半個小時都沒有止血
[00:11:58.040 --> 00:12:01.160]  於是就坐在小樽的街頭
[00:12:01.160 --> 00:12:02.120]  不知怎麼辦
[00:12:02.120 --> 00:12:04.040]  當時兩個弟兄姊妹很小
[00:12:04.040 --> 00:12:08.480]  差不多是八九年前的事
[00:12:08.480 --> 00:12:11.360]  這件事仍然很深刻留在心裡邊
[00:12:11.360 --> 00:12:13.600]  我就坐在路邊止血
[00:12:13.600 --> 00:12:16.640]  大家就你眼看我眼不知怎麼辦
[00:12:16.640 --> 00:12:18.280]  正當不知怎麼辦的時候
[00:12:18.280 --> 00:12:19.240]  其實我也有祈禱
[00:12:19.240 --> 00:12:21.840]  發生甚麼事 為何不止血呢
[00:12:21.840 --> 00:12:25.640]  沒多久就有個婆婆走過
[00:12:25.640 --> 00:12:26.760]  她本來走過了
[00:12:26.760 --> 00:12:28.360]  不過走回頭
[00:12:28.360 --> 00:12:30.960]  因為我一家人坐在地上
[00:12:30.960 --> 00:12:33.560]  見到我很倫準
[00:12:33.560 --> 00:12:35.800]  見到鼻子流血
[00:12:35.800 --> 00:12:38.200]  然後她見到我
[00:12:38.200 --> 00:12:40.760]  拿了條鑰匙出來
[00:12:40.760 --> 00:12:42.520]  你明不明白她的意思
[00:12:42.520 --> 00:12:45.080]  她不是釣魚
[00:12:45.080 --> 00:12:47.680]  她的意思是她家在附近
[00:12:47.680 --> 00:12:52.600]  會不會去她家幫我料理一下
[00:12:52.600 --> 00:12:56.200]  但其實我沒有甚麼心臟
[00:12:56.200 --> 00:12:58.880]  一方面我覺得我言語又不通
[00:12:58.880 --> 00:13:01.040]  其實我真的不太知道她說甚麼
[00:13:01.040 --> 00:13:02.680]  當時現在好一點
[00:13:02.680 --> 00:13:04.920]  但我完全不知道她說甚麼
[00:13:04.920 --> 00:13:07.320]  不過你不要問我為何我明白她說甚麼
[00:13:07.320 --> 00:13:11.400]  總之她就是叫我去她家幫幫我
[00:13:11.400 --> 00:13:12.720]  我就多謝她
[00:13:12.720 --> 00:13:15.400]  我就不太好意思接受
[00:13:15.400 --> 00:13:17.320]  於是她就離開了
[00:13:17.320 --> 00:13:19.920]  誰不知兩分鐘後她又回來
[00:13:19.920 --> 00:13:21.320]  她跟我說
[00:13:21.320 --> 00:13:22.920]  前面有個派出所
[00:13:22.920 --> 00:13:25.040]  你會不會去那裏找人幫忙
[00:13:25.040 --> 00:13:27.080]  你還是不要問我為何我會明白
[00:13:27.080 --> 00:13:29.160]  總之我就是明白
[00:13:29.160 --> 00:13:31.560]  或許我有番謊言
[00:13:31.560 --> 00:13:32.760]  總之我就是明白
[00:13:32.760 --> 00:13:34.720]  於是我就跟她去前面
[00:13:34.720 --> 00:13:36.080]  大概一個街口
[00:13:36.080 --> 00:13:37.920]  真的有個派出所
[00:13:37.920 --> 00:13:40.280]  不過這是超小型的派出所
[00:13:40.280 --> 00:13:42.160]  而且是沒有人的派出所
[00:13:42.160 --> 00:13:43.720]  沒有關門的
[00:13:43.720 --> 00:13:46.920]  桌椅等等有很多層
[00:13:46.920 --> 00:13:49.440]  還有琴爐絲網在角落
[00:13:49.440 --> 00:13:50.760]  這真是派出所
[00:13:50.760 --> 00:13:54.120]  真是有人站崗有警察的嗎
[00:13:54.120 --> 00:13:56.840]  誰不知當我這樣開始疑問的時候
[00:13:56.840 --> 00:13:58.920]  突然後面就出現了警察
[00:13:58.920 --> 00:14:00.960]  婆婆帶著警察來找我
[00:14:00.960 --> 00:14:03.920]  我們用很簡單的英文
[00:14:03.920 --> 00:14:05.760]  我有個地圖告訴她
[00:14:05.760 --> 00:14:08.080]  她看到我流著地血
[00:14:08.080 --> 00:14:10.200]  於是她就
[00:14:10.200 --> 00:14:10.880]  很好
[00:14:10.880 --> 00:14:14.640]  她就說不如我開車送你去那個民宿
[00:14:14.640 --> 00:14:15.920]  於是
[00:14:15.920 --> 00:14:17.240]  一看她的車
[00:14:17.240 --> 00:14:18.920]  超小型的
[00:14:18.920 --> 00:14:20.520]  我們一家大小
[00:14:20.520 --> 00:14:22.640]  拿著行李就縮在那裏
[00:14:22.640 --> 00:14:25.240]  我都覺得是一個很特別的經驗
[00:14:25.240 --> 00:14:27.160]  小成這樣
[00:14:27.160 --> 00:14:28.360]  你想想
[00:14:28.360 --> 00:14:32.480]  就等於IQ博士的那輛警車
[00:14:32.480 --> 00:14:33.800]  真是很卡通的
[00:14:33.800 --> 00:14:36.840]  於是我就終於順利去到民宿
[00:14:36.840 --> 00:14:38.040]  去到民宿沒多久
[00:14:38.040 --> 00:14:41.120]  我的鼻血就止了
[00:14:41.120 --> 00:14:42.280]  在這件事
[00:14:42.280 --> 00:14:43.720]  我想回頭
[00:14:43.720 --> 00:14:46.440]  當日我遇到兩個當得平安的人
[00:14:46.440 --> 00:14:49.720]  一個就是這個婆婆
[00:14:49.720 --> 00:14:52.120]  雖然我不懂跟她說
[00:14:52.120 --> 00:14:53.720]  但是她願意
[00:14:53.720 --> 00:14:54.840]  真的打開她的門
[00:14:54.840 --> 00:14:56.960]  不過我不敢
[00:14:56.960 --> 00:14:58.920]  第二就是這個警察
[00:14:58.920 --> 00:15:01.120]  他願意打開這個車門給我
[00:15:01.120 --> 00:15:02.080]  縮到進去
[00:15:02.080 --> 00:15:05.280]  我可以去到民宿
[00:15:05.280 --> 00:15:06.760]  其實
[00:15:06.760 --> 00:15:07.480]  請經過教導
[00:15:07.480 --> 00:15:10.040]  有時我都不是很有心裝載
[00:15:10.040 --> 00:15:14.080]  我當時沒有很強烈這個觀念
[00:15:14.080 --> 00:15:16.720]  我沒有想起他們應該是當得平安的人
[00:15:16.720 --> 00:15:17.680]  如果有的話
[00:15:17.680 --> 00:15:20.840]  我早就應該帶著一些日文的單張
[00:15:20.840 --> 00:15:22.480]  起碼如果我不懂得說
[00:15:22.480 --> 00:15:25.320]  我起碼可以送一張單張多謝他們
[00:15:25.320 --> 00:15:28.920]  或者他們看完之後有機會信耶穌
[00:15:28.920 --> 00:15:32.120]  但是他們願意打開
[00:15:32.120 --> 00:15:33.400]  接納
[00:15:33.400 --> 00:15:35.400]  他們願意跟我們分享
[00:15:35.400 --> 00:15:38.280]  就好像打開他的心扉
[00:15:38.280 --> 00:15:41.240]  分享他有的東西
[00:15:41.240 --> 00:15:42.840]  如果我能夠好好把握的話
[00:15:42.840 --> 00:15:47.320]  的確能夠起碼種一個福音的種子
[00:15:47.320 --> 00:15:48.720]  耶穌就提示門徒
[00:15:48.720 --> 00:15:50.560]  不要離開那一家
[00:15:50.560 --> 00:15:52.400]  要住在那一家
[00:15:52.400 --> 00:15:55.360]  吃喝為你所擺上的
[00:15:55.360 --> 00:15:59.040]  當然一個沒有心裝載的經驗
[00:15:59.040 --> 00:16:00.880]  也都要成長
[00:16:00.880 --> 00:16:02.400]  我開始有心裝載
[00:16:02.400 --> 00:16:04.120]  我經常記得這件事
[00:16:04.120 --> 00:16:06.360]  我們要尋找當得平安的人
[00:16:06.360 --> 00:16:10.840]  幾個月之前有機會跟一些弟兄姊妹去探望國內
[00:16:10.840 --> 00:16:13.360]  其實都是我鄉下附近的一個地方
[00:16:13.360 --> 00:16:14.760]  他們說潮州話的
[00:16:14.760 --> 00:16:18.040]  去探望一個學校的校長
[00:16:18.040 --> 00:16:22.160]  因為有一些香港的基督徒在上面做一些服事
[00:16:22.160 --> 00:16:25.320]  去到探望他的時候
[00:16:25.320 --> 00:16:27.040]  他們的辦公室很大
[00:16:27.040 --> 00:16:28.760]  有一張很大的茶几
[00:16:28.760 --> 00:16:32.520]  在很大的茶几上面有一盤很大的潮州柑
[00:16:32.520 --> 00:16:33.720]  我們一進去的時候
[00:16:33.720 --> 00:16:36.520]  校長就很客氣又倒茶給我們喝
[00:16:36.520 --> 00:16:37.960]  接著就說隨便吃吧
