
[00:00:00.000 --> 00:00:03.340]  見到這個題目有什麼感覺呢?
[00:02:51.740 --> 00:02:53.620]  向我們招手
[00:02:53.620 --> 00:02:55.460]  我們作出回應
[00:02:55.460 --> 00:02:56.980]  我們才能夠信耶穌
[00:02:56.980 --> 00:03:01.500]  所以全部信耶穌的人都是神呼召我們
[00:03:01.500 --> 00:03:03.900]  我們作出了回應
[00:03:03.900 --> 00:03:05.300]  我們就信耶穌
[00:03:05.300 --> 00:03:07.780]  所以我們蒙召
[00:03:07.780 --> 00:03:10.620]  換句話說這裡是向所有的信徒講的
[00:03:10.620 --> 00:03:12.420]  我們按著肉體
[00:03:12.420 --> 00:03:15.140]  就是按著我們本身的條件
[00:03:15.140 --> 00:03:17.260]  原來的樣子
[00:03:17.260 --> 00:03:19.300]  有智慧的
[00:03:19.300 --> 00:03:20.540]  原來不多
[00:03:20.540 --> 00:03:23.060]  接著下一句
[00:03:23.060 --> 00:03:24.740]  就是說有能力的
[00:03:24.740 --> 00:03:25.860]  也不多
[00:03:25.860 --> 00:03:27.660]  尊貴
[00:03:27.660 --> 00:03:28.980]  就是身份尊貴的
[00:03:28.980 --> 00:03:30.060]  也不多
[00:03:30.060 --> 00:03:33.780]  所以我今天選擇這個題目
[00:03:33.780 --> 00:03:35.020]  就是說
[00:03:35.020 --> 00:03:37.100]  智慧的也不多
[00:03:37.100 --> 00:03:38.620]  反過來
[00:03:38.620 --> 00:03:40.260]  不智慧就是愚蠢
[00:03:40.260 --> 00:03:41.900]  能力
[00:03:41.900 --> 00:03:43.220]  有的也不多
[00:03:43.220 --> 00:03:45.660]  就是無能、軟弱
[00:03:45.660 --> 00:03:47.940]  尊貴的也不多
[00:03:47.940 --> 00:03:49.540]  就是卑賤
[00:03:49.540 --> 00:03:53.660]  我們信主的人
[00:03:53.660 --> 00:03:54.980]  大部分
[00:03:54.980 --> 00:03:56.300]  都是這樣的
[00:03:56.300 --> 00:03:59.260]  所以新一點的說法就是
[00:03:59.260 --> 00:04:00.780]  低端
[00:04:00.780 --> 00:04:01.940]  是不是?
[00:04:01.940 --> 00:04:04.740]  就是有高端
[00:04:04.740 --> 00:04:05.700]  有低端
[00:04:05.700 --> 00:04:06.780]  我們呢
[00:04:06.780 --> 00:04:08.940]  按著我們自己本身
[00:04:08.940 --> 00:04:10.300]  我們都是低端的
[00:04:10.300 --> 00:04:14.140]  有誰你說你不是屬於這個
[00:04:14.140 --> 00:04:15.260]  沒什麼智慧
[00:04:15.260 --> 00:04:16.260]  是愚蠢的呢?
[00:04:16.260 --> 00:04:17.980]  沒什麼能力
[00:04:17.980 --> 00:04:18.940]  你軟弱的呢?
[00:04:18.940 --> 00:04:20.300]  不是很尊貴
[00:04:20.300 --> 00:04:21.100]  卑賤的呢?
[00:04:21.740 --> 00:04:23.900]  如果我們誠心的去看回自己
[00:04:23.900 --> 00:04:25.300]  你必須要承認
[00:04:25.300 --> 00:04:26.060]  我們都是
[00:04:26.060 --> 00:04:28.740]  那麼二十七節那一段說
[00:04:28.740 --> 00:04:33.060]  神揀選了世上愚蠢的人
[00:04:33.060 --> 00:04:34.580]  揀選了我們
[00:04:34.580 --> 00:04:36.220]  我們是愚蠢的
[00:04:36.220 --> 00:04:36.980]  揀選了我們
[00:04:36.980 --> 00:04:39.220]  叫那些有智慧的人收攜
[00:04:39.220 --> 00:04:43.860]  愚蠢的人能夠信這個福音
[00:04:43.860 --> 00:04:45.020]  得到神的喜悅
[00:04:45.020 --> 00:04:46.060]  成為神的兒女
[00:04:46.060 --> 00:04:48.260]  有一些自命
[00:04:48.260 --> 00:04:49.660]  智慧的人
[00:04:49.660 --> 00:04:51.580]  他們就沒得著了
[00:04:52.740 --> 00:04:54.620]  那麼在這個比較裡面
[00:04:54.620 --> 00:04:56.860]  聖經就說叫他們收攜
[00:04:56.860 --> 00:05:00.100]  因為他們憑著智慧得不到這個福音
[00:05:00.100 --> 00:05:02.580]  能力呢?
[00:05:02.580 --> 00:05:05.500]  神又揀選了世上那些軟弱的
[00:05:05.500 --> 00:05:06.980]  沒什麼能力的
[00:05:06.980 --> 00:05:07.980]  神揀選他
[00:05:07.980 --> 00:05:09.060]  你來
[00:05:09.060 --> 00:05:12.260]  那麼就叫那些強壯的收攜
[00:05:12.260 --> 00:05:14.900]  那些自命很強壯很有能力的人
[00:05:14.900 --> 00:05:17.220]  覺得自己不需要這個福音
[00:05:17.220 --> 00:05:18.340]  他就拒絕
[00:05:18.340 --> 00:05:19.340]  不需要
[00:05:19.340 --> 00:05:20.860]  那麼他就得不到
[00:05:21.620 --> 00:05:22.660]  第三類
[00:05:22.660 --> 00:05:24.060]  就是說
[00:05:24.060 --> 00:05:25.220]  尊貴的
[00:05:25.220 --> 00:05:26.420]  這裡第28節
[00:05:26.420 --> 00:05:27.300]  那裡說
[00:05:27.300 --> 00:05:28.740]  神是揀選了哪些人呢?
[00:05:28.740 --> 00:05:31.540]  揀選了世上那些卑賤
[00:05:31.540 --> 00:05:33.980]  被人厭惡以及無友的
[00:05:33.980 --> 00:05:36.020]  三個說法
[00:05:36.020 --> 00:05:37.420]  卑賤的
[00:05:37.420 --> 00:05:38.500]  身份很卑賤
[00:05:38.500 --> 00:05:40.220]  被人厭惡
[00:05:40.220 --> 00:05:41.140]  沒有人喜歡他
[00:05:41.140 --> 00:05:42.300]  不想跟他一起的
[00:05:42.300 --> 00:05:44.060]  無友
[00:05:44.060 --> 00:05:46.620]  無友這個很廣闊
[00:05:46.620 --> 00:05:48.740]  你想要有什麼他都沒有
[00:05:48.740 --> 00:05:49.860]  什麼叫無友呢?
[00:05:50.460 --> 00:05:52.060]  就是問他什麼都沒有
[00:05:52.060 --> 00:05:55.540]  那麼我們現在香港比較難看到這種情況
[00:05:55.540 --> 00:05:57.860]  但是真的要去想的時候
[00:05:57.860 --> 00:05:58.940]  特別是在古代
[00:05:58.940 --> 00:06:00.420]  耶穌的那個年代
[00:06:00.420 --> 00:06:01.620]  很多這些人
[00:06:01.620 --> 00:06:02.780]  住也沒得住
[00:06:02.780 --> 00:06:04.380]  穿件衣服也沒得穿
[00:06:04.380 --> 00:06:05.700]  吃也沒得吃
[00:06:05.700 --> 00:06:07.220]  親人也沒有了
[00:06:07.220 --> 00:06:08.660]  那麼你真的是無依無靠
[00:06:08.660 --> 00:06:09.660]  很可憐的
[00:06:09.660 --> 00:06:10.940]  那些叫無友
[00:06:10.940 --> 00:06:13.020]  神就揀選這些人
[00:06:13.020 --> 00:06:14.580]  因為這些人呢
[00:06:14.580 --> 00:06:16.260]  神呼召他的時候
[00:06:16.260 --> 00:06:17.260]  他就回應
[00:06:17.260 --> 00:06:19.780]  他覺得自己有需要這個福音
[00:06:19.780 --> 00:06:20.780]  需要這個福音
[00:06:20.780 --> 00:06:23.060]  他就得到這個福音
[00:06:23.060 --> 00:06:24.140]  神很奇怪
[00:06:24.140 --> 00:06:25.700]  揀選這些人
[00:06:25.700 --> 00:06:26.860]  愚處的
[00:06:26.860 --> 00:06:27.580]  卑賤的
[00:06:27.580 --> 00:06:28.780]  被人厭惡的
[00:06:28.780 --> 00:06:29.860]  軟弱的
[00:06:29.860 --> 00:06:30.980]  無友的
[00:06:30.980 --> 00:06:33.780]  神專門選這些
[00:06:33.780 --> 00:06:35.780]  為什麼專門選這些呢?
[00:06:35.780 --> 00:06:43.980]  我有時候也在教學生們一些功課的時候
[00:06:43.980 --> 00:06:46.980]  我也開始有一些這樣的想法
[00:06:46.980 --> 00:06:49.660]  就是成績不好的那些
[00:06:49.780 --> 00:06:50.980]  我真的很喜歡教他們
[00:06:50.980 --> 00:06:53.780]  要他們喜歡問
[00:06:53.780 --> 00:06:55.700]  喜歡想進步
[00:06:55.700 --> 00:06:57.420]  但是他們的成績不好的
[00:06:57.420 --> 00:06:58.980]  那些是最好教的
[00:06:58.980 --> 00:07:00.540]  你一教他們就聽
[00:07:00.540 --> 00:07:01.460]  他們又肯學
[00:07:01.460 --> 00:07:05.260]  那些自己覺得成績也挺好的
[00:07:05.260 --> 00:07:07.220]  又覺得自己沒什麼問題的
[00:07:07.220 --> 00:07:09.820]  其實都可以怎麼教他們
[00:07:09.820 --> 00:07:10.820]  都沒得教的了
[00:07:10.820 --> 00:07:12.420]  你問有沒有問題啊
[00:07:12.420 --> 00:07:13.540]  沒問題的話我會的了
[00:07:13.540 --> 00:07:14.860]  你說你要懂
[00:07:14.860 --> 00:07:15.860]  那還可以怎樣呢?
[00:07:15.860 --> 00:07:16.780]  那就懂了
[00:07:16.780 --> 00:07:18.500]  不過考出來又不太行
[00:07:19.300 --> 00:07:20.300]  那就是懂不懂呢?
[00:07:20.300 --> 00:07:21.660]  問他他又說懂啊
[00:07:21.660 --> 00:07:23.740]  那些就比較難教
[00:07:23.740 --> 00:07:26.180]  好像有一點點差不多
[00:07:26.180 --> 00:07:28.780]  這些低端的人
[00:07:28.780 --> 00:07:30.140]  神就專門選他
[00:07:30.140 --> 00:07:32.540]  專門選他他就肯回應
[00:07:32.540 --> 00:07:33.860]  他就肯接受
[00:07:33.860 --> 00:07:36.980]  我們再詳細看看每一個類別
[00:07:36.980 --> 00:07:40.940]  給我們有什麼的思想
[00:07:40.940 --> 00:07:41.940]  智慧
[00:07:41.940 --> 00:07:44.980]  我們有很多聖經可以看的
[00:07:44.980 --> 00:07:46.980]  如果大家能夠揭曉的就可以揭曉
[00:07:46.980 --> 00:07:48.740]  揭不出來的就聽我們說就行了
[00:07:48.900 --> 00:07:49.580]  那麼智慧呢
[00:07:49.580 --> 00:07:52.180]  我們在聖經裡面很多地方都講智慧的
[00:07:52.180 --> 00:07:55.740]  其中有一些很出名的經文
[00:07:55.740 --> 00:07:58.420]  在《針研九章十節》那裡說
[00:07:58.420 --> 00:08:00.460]  敬畏而無華是什麼呢?
[00:08:00.460 --> 00:08:02.740]  真的好啊
[00:08:02.740 --> 00:08:04.260]  大家都懂得陪你截
[00:08:04.260 --> 00:08:04.900]  下一句呢
[00:08:04.900 --> 00:08:07.460]  認識至聖者
[00:08:07.460 --> 00:08:08.940]  便是聰明
[00:08:08.940 --> 00:08:10.580]  那麼在聖經裡面
[00:08:10.580 --> 00:08:14.140]  原來神說什麼叫做真正的智慧呢?
[00:08:14.140 --> 00:08:16.460]  你敬畏而無華
[00:08:16.460 --> 00:08:17.780]  你就開始有智慧了
[00:08:18.460 --> 00:08:19.740]  就是你面對這個神
[00:08:19.740 --> 00:08:20.860]  你敬畏祂
[00:08:20.860 --> 00:08:23.220]  敬畏的意思是又敬又畏
[00:08:23.220 --> 00:08:24.700]  又尊敬祂
[00:08:24.700 --> 00:08:26.660]  但是又有一點點懼怕祂
[00:08:26.660 --> 00:08:28.660]  因為祂既是慈愛
[00:08:28.660 --> 00:08:29.900]  很疼愛你
[00:08:29.900 --> 00:08:32.140]  但是你不要忘記祂有公義
[00:08:32.140 --> 00:08:34.940]  就好像剛才Elsa那樣說
[00:08:34.940 --> 00:08:35.540]  是對的
[00:08:35.540 --> 00:08:38.500]  小朋友那些你不能夠只是讓他看到有愛的一面
[00:08:38.500 --> 00:08:40.580]  你要看到有懲罰的一面
[00:08:40.580 --> 00:08:42.540]  你做錯事真的要接受懲罰
[00:08:42.540 --> 00:08:46.140]  其實是一個相軌一路的教導
[00:08:46.140 --> 00:08:50.340]  那個小朋友成長才會正常一點
[00:08:50.340 --> 00:08:51.540]  否則的話
[00:08:51.540 --> 00:08:53.980]  就全部在一些愛的沉溺裡面
[00:08:53.980 --> 00:08:57.940]  以後碰到有一點點不合他自己心意的地方
[00:08:57.940 --> 00:09:01.460]  就會表現得非常不好
[00:09:01.460 --> 00:09:03.500]  神既愛
[00:09:03.500 --> 00:09:05.660]  也會懲罰罪
[00:09:05.660 --> 00:09:07.260]  這就是我們的神
[00:09:07.260 --> 00:09:08.980]  所以我們向神敬畏
[00:09:08.980 --> 00:09:10.300]  你就開始有智慧了
[00:09:10.300 --> 00:09:12.220]  這個是真智慧
[00:09:13.220 --> 00:09:18.300]  世上的人以為自己人間的智慧
[00:09:18.300 --> 00:09:19.940]  很高超的那些
[00:09:19.940 --> 00:09:21.700]  那些其實不值得一提
[00:09:21.700 --> 00:09:24.780]  在神的眼前那些是愚蠢
[00:09:24.780 --> 00:09:27.060]  另一節經文大家都記得
[00:09:27.060 --> 00:09:27.540]  就是說
[00:09:27.540 --> 00:09:31.300]  神的愚蠢都比起人的智慧有智慧
[00:09:31.300 --> 00:09:36.020]  所以神說用耶穌基督走上十字架這個方法
[00:09:36.020 --> 00:09:37.220]  來拯救人類
[00:09:37.220 --> 00:09:40.220]  以前的人看上去
[00:09:40.220 --> 00:09:41.380]  有沒有搞錯呢?
[00:09:41.380 --> 00:09:45.140]  一個神要來拯救他的百姓
[00:09:45.140 --> 00:09:46.380]  怎麼會這樣呢?
[00:09:46.380 --> 00:09:47.900]  保羅原來就是說
[00:09:47.900 --> 00:09:49.580]  這個就是神的智慧
[00:09:49.580 --> 00:09:53.260]  你看似一個很愚蠢的做法
[00:09:53.260 --> 00:09:55.820]  原來這個是神的智慧
[00:09:55.820 --> 00:09:58.620]  神這個愚蠢比起人的智慧更加有智慧
[00:09:58.620 --> 00:10:01.700]  我有時候去幻想一下
[00:10:01.700 --> 00:10:04.380]  是的,這個真的是神的智慧
[00:10:04.380 --> 00:10:05.980]  因為如果你想清楚
[00:10:05.980 --> 00:10:08.020]  很多聖經裡面的記載
[00:10:08.020 --> 00:10:09.460]  你會想到
[00:10:09.460 --> 00:10:12.420]  連魔鬼撒旦都不知道
[00:10:12.420 --> 00:10:16.220]  因為魔鬼撒旦以為主耶穌來的時候
[00:10:16.220 --> 00:10:18.660]  說要恢復以色列國
[00:10:18.660 --> 00:10:20.180]  要拯救他的百姓
[00:10:20.180 --> 00:10:22.740]  所以他就去試探耶穌
[00:10:22.740 --> 00:10:26.060]  就去嘗試阻止耶穌
[00:10:26.060 --> 00:10:30.140]  去成為一個拯救
[00:10:30.140 --> 00:10:33.420]  去拯救他的百姓
[00:10:33.420 --> 00:10:37.100]  三次試探很出名的
[00:10:37.540 --> 00:10:39.780]  一直事件發展下去的時候
[00:10:39.780 --> 00:10:43.100]  耶穌又沒有什麼能力
[00:10:43.100 --> 00:10:46.260]  就是沒有什麼能力去招聚很多人
[00:10:46.260 --> 00:10:48.620]  去影響政局
[00:10:48.620 --> 00:10:52.780]  又經常都是為了去醫病
[00:10:52.780 --> 00:10:53.980]  趕鬼
[00:10:53.980 --> 00:10:55.660]  關懷窮人
[00:10:55.660 --> 00:10:57.940]  又不去巴結官員
[00:10:57.940 --> 00:11:00.140]  又不去組織勢力
[00:11:00.140 --> 00:11:02.940]  又不組織什麼黨派
[00:11:02.940 --> 00:11:07.940]  來與羅馬帝國去抗爭
[00:11:07.940 --> 00:11:09.540]  全部都沒有
[00:11:09.540 --> 00:11:11.340]  就是撒旦都覺得
[00:11:11.340 --> 00:11:15.020]  他沒什麼可能可以恢復以色列國
[00:11:15.020 --> 00:11:16.260]  但是誰知道
[00:11:16.260 --> 00:11:17.940]  原來耶穌走上十字架
[00:11:17.940 --> 00:11:19.060]  可能撒旦還覺得
[00:11:19.060 --> 00:11:19.940]  哎呀
[00:11:19.940 --> 00:11:21.380]  把你弄死了
[00:11:21.380 --> 00:11:23.260]  你還要怎麼恢復以色列國
[00:11:23.260 --> 00:11:26.820]  所以猶大的重要性就是說
[00:11:26.820 --> 00:11:30.460]  是魔鬼將賣耶穌的意念
[00:11:30.460 --> 00:11:31.820]  放在他裡面
[00:11:32.220 --> 00:11:33.540]  叫他賣耶穌
[00:11:33.540 --> 00:11:34.900]  很清楚的記載
[00:11:34.900 --> 00:11:38.300]  所以撒旦以為這樣賣了耶穌
[00:11:38.300 --> 00:11:39.220]  弄死他
[00:11:39.220 --> 00:11:41.700]  神的計劃就是破壞
[00:11:41.700 --> 00:11:46.060]  誰知道原來耶穌死了之後復活
[00:11:46.060 --> 00:11:48.100]  這樣去成就這個救恩
[00:11:48.100 --> 00:11:50.420]  你說如果撒旦早知道
[00:11:50.420 --> 00:11:51.900]  你讓不讓他上十字架呢?
[00:11:51.900 --> 00:11:55.300]  當然不會讓他上十字架了
[00:11:55.300 --> 00:11:59.180]  所以這個智慧是連撒旦都不知道
[00:11:59.180 --> 00:12:01.540]  所以是超高的智慧
[00:12:01.540 --> 00:12:02.780]  你有沒有這樣想過?
[00:12:02.780 --> 00:12:05.700]  所以有時候看聖經是很好玩的
[00:12:05.700 --> 00:12:07.220]  多看一點
[00:12:07.220 --> 00:12:10.180]  按照聖經的正路去想想
[00:12:10.180 --> 00:12:10.980]  也是可以的
[00:12:10.980 --> 00:12:12.980]  不要像作小說一樣
[00:12:12.980 --> 00:12:14.060]  飛得太遠
[00:12:14.060 --> 00:12:15.940]  離開了聖經的原則就不行了
[00:12:15.940 --> 00:12:18.620]  在聖經的原則之內是可以的
[00:12:18.620 --> 00:12:20.940]  所以這個神的智慧
[00:12:20.940 --> 00:12:25.420]  因為神體智慧不是看現在世上的人
[00:12:25.420 --> 00:12:26.340]  有多厲害
[00:12:26.340 --> 00:12:27.300]  有多多建樹
[00:12:27.300 --> 00:12:28.300]  有多多突破
[00:12:28.300 --> 00:12:29.500]  有多多發明
[00:12:29.500 --> 00:12:30.660]  那些不是的
[00:12:31.580 --> 00:12:33.700]  那些在這個世界上有過之而好
[00:12:33.700 --> 00:12:35.500]  生活好像方便一點、快一點
[00:12:35.500 --> 00:12:36.700]  但是很有趣的
[00:12:36.700 --> 00:12:37.380]  很諷刺的
[00:12:37.380 --> 00:12:38.540]  到某一刻你會發覺
[00:12:38.540 --> 00:12:40.140]  這些新發明、新的東西
[00:12:40.140 --> 00:12:41.780]  原來又帶來很多壞處
[00:12:41.780 --> 00:12:43.020]  所以回想起來
[00:12:43.020 --> 00:12:45.740]  最初不發明這件事是不是會好一點呢?
[00:12:45.740 --> 00:12:47.340]  其實也無所謂的
[00:12:47.340 --> 00:12:50.100]  因此社會說一定要進步的那些
[00:12:50.100 --> 00:12:52.580]  我覺得是一個迷思而已
[00:12:52.580 --> 00:12:55.340]  所謂不一定要進步
[00:12:55.340 --> 00:12:58.220]  所謂人間的科技進步
[00:12:58.220 --> 00:12:59.420]  社會的進步
[00:12:59.420 --> 00:13:02.660]  不一定是神的真理
[00:13:02.660 --> 00:13:05.460]  人要去認識神
[00:13:05.460 --> 00:13:06.260]  接受福音
[00:13:06.260 --> 00:13:07.300]  那個就是真理
[00:13:07.300 --> 00:13:08.860]  進步是好
[00:13:08.860 --> 00:13:10.660]  但是不一定是必須的
[00:13:10.660 --> 00:13:13.340]  神的智慧是看人
[00:13:13.340 --> 00:13:14.980]  是不是去敬畏祂
[00:13:14.980 --> 00:13:17.260]  是不是嘗試去認識祂、接受祂
[00:13:17.260 --> 00:13:18.780]  那個是真的智慧
[00:13:18.780 --> 00:13:23.060]  所以智慧和愚蠢就分出來了
[00:13:23.060 --> 00:13:27.340]  那些好像很低端的愚蠢的人
[00:13:27.340 --> 00:13:28.980]  被神去揀選
[00:13:28.980 --> 00:13:30.260]  他肯去接受
[00:13:30.260 --> 00:13:32.180]  原來這些才是真的智慧
[00:13:32.180 --> 00:13:35.780]  所以這些看似愚蠢的人
[00:13:35.780 --> 00:13:37.460]  其實他是真的智慧
[00:13:37.460 --> 00:13:39.140]  所以我們今天
[00:13:39.140 --> 00:13:41.340]  這裡坐在這裡的人
[00:13:41.340 --> 00:13:42.900]  起先告訴你
[00:13:42.900 --> 00:13:44.740]  你很低端、很愚蠢
[00:13:44.740 --> 00:13:46.060]  所以神揀選了你
[00:13:46.060 --> 00:13:48.060]  其實是告訴你你真的有智慧
[00:13:48.060 --> 00:13:49.340]  因為你認識神
[00:13:49.340 --> 00:13:51.060]  你肯接受神
[00:13:51.060 --> 00:13:52.700]  你肯跟從神
[00:13:52.700 --> 00:13:54.540]  這個就是真的智慧
[00:13:54.540 --> 00:13:57.300]  第二個我們講能力
[00:13:57.300 --> 00:13:59.020]  就是剛才那個經文說的
[00:13:59.020 --> 00:14:01.460]  有智慧的不多
[00:14:01.460 --> 00:14:03.140]  有能力的不多
[00:14:03.140 --> 00:14:04.940]  那關乎能力呢?
[00:14:04.940 --> 00:14:07.820]  我們可以這樣看
[00:14:07.820 --> 00:14:08.540]  就是說
[00:14:08.540 --> 00:14:11.020]  我們都差不多長大了
[00:14:11.020 --> 00:14:12.540]  不是小孩子
[00:14:12.540 --> 00:14:13.500]  都明白
[00:14:13.500 --> 00:14:16.700]  你自己的能力多不多呢?
[00:14:16.700 --> 00:14:20.060]  沒有人會這樣舉手的
[00:14:20.060 --> 00:14:22.420]  雖然你有一些東西是挺有能力的
[00:14:22.420 --> 00:14:23.700]  但是還是不多
[00:14:23.700 --> 00:14:26.580]  每個人有一點點地方是挺厲害的
[00:14:26.940 --> 00:14:27.940]  有一點點能力的
[00:14:27.940 --> 00:14:30.820]  但是其實你整體來講
[00:14:30.820 --> 00:14:32.340]  都不是太有能力
[00:14:32.340 --> 00:14:33.860]  我們很流行說
[00:14:33.860 --> 00:14:36.340]  別人的生命、氣息、健康
[00:14:36.340 --> 00:14:39.060]  都不是在你手掌握的裡面
[00:14:39.060 --> 00:14:41.020]  你都沒有辦法控制
[00:14:41.020 --> 00:14:42.980]  簡單的就是說
[00:14:42.980 --> 00:14:44.500]  哎呀!突然間今天病了
[00:14:44.500 --> 00:14:45.460]  傷風感冒
[00:14:45.460 --> 00:14:47.780]  那你為什麼不可以有辦法
[00:14:47.780 --> 00:14:49.780]  去控制這件事情
[00:14:49.780 --> 00:14:50.700]  不讓自己生病呢?
[00:14:50.700 --> 00:14:51.260]  是不行的
[00:14:51.260 --> 00:14:54.820]  你生病唯有自己看醫生、吃藥
[00:14:54.820 --> 00:14:58.180]  睡覺幾天就痊癒了
[00:14:58.180 --> 00:15:00.420]  那你會不會有能力
[00:15:00.420 --> 00:15:02.180]  讓自己下一次不生病呢?
[00:15:02.180 --> 00:15:03.260]  盡量吧
[00:15:03.260 --> 00:15:04.460]  但是其實你是沒有能力的
[00:15:04.460 --> 00:15:05.500]  是不是?
[00:15:05.500 --> 00:15:08.340]  這些全部都在神的手掌握的裡面
[00:15:08.340 --> 00:15:09.140]  再說
[00:15:09.140 --> 00:15:11.820]  說下去一點就是
[00:15:11.820 --> 00:15:14.180]  人的生命都不是在你的手掌握裡面
[00:15:14.180 --> 00:15:17.500]  好像很不吉利地說
[00:15:17.500 --> 00:15:18.300]  你知不知道
[00:15:18.300 --> 00:15:20.540]  你一定有明天呢?
[00:15:20.540 --> 00:15:23.380]  誰敢回答呢?
[00:15:24.060 --> 00:15:25.380]  真的沒有人敢回答,是不是?
[00:15:25.380 --> 00:15:27.340]  我希望有吧
[00:15:27.340 --> 00:15:29.380]  我還有很多事情要做的
[00:15:29.380 --> 00:15:32.060]  很多事情要做的
[00:15:32.060 --> 00:15:33.060]  主若願意的
[00:15:33.060 --> 00:15:34.940]  那大家就有明天了
[00:15:34.940 --> 00:15:36.500]  同意嗎?
[00:15:36.500 --> 00:15:39.300]  好像不是很想想
[00:15:39.300 --> 00:15:40.580]  但是其實是真的
[00:15:40.580 --> 00:15:42.020]  我們沒有什麼能力的
[00:15:42.020 --> 00:15:46.140]  對自己很多事情都沒有能力去控制
[00:15:46.140 --> 00:15:47.620]  如果大家記得
[00:15:47.620 --> 00:15:50.460]  有很出名的亞歷山大大帝
[00:15:50.460 --> 00:15:51.620]  歷史書裡面是說
[00:15:52.020 --> 00:15:55.460]  亞歷山大大帝,誰不知道是誰的呢?
[00:15:55.460 --> 00:15:57.380]  他不知道的
[00:15:57.380 --> 00:16:03.740]  那麼亞歷山大大帝就是耶穌之前那幾百年
[00:16:03.740 --> 00:16:09.060]  一個很有能力的人
[00:16:09.060 --> 00:16:14.340]  他就是屬於希臘帝國的王子之類的
[00:16:14.340 --> 00:16:16.700]  也是軍事的強人
