
[00:00:00.000 --> 00:00:06.240]  《馬太方》第七章21到29節
[00:01:34.500 --> 00:01:38.000]  我們要懂得憐憫 有憐憫的心
[00:01:38.000 --> 00:01:40.500]  我們對神要有清心
[00:01:40.500 --> 00:01:45.500]  我們心裡要維繫人與人之間的和平
[00:01:45.500 --> 00:01:50.000]  我們甘心為義受逼迫
[00:01:50.000 --> 00:01:53.500]  其實一開始登山補訓就是講到
[00:01:53.500 --> 00:01:57.500]  我們的心靈
[00:01:57.500 --> 00:02:00.500]  主耶穌期望我們的生命
[00:02:00.500 --> 00:02:02.500]  是一個什麼樣的生命
[00:02:02.500 --> 00:02:05.500]  而這樣的生命背後的目的是什麼?
[00:02:05.500 --> 00:02:07.500]  十三到第十六節
[00:02:07.500 --> 00:02:10.500]  在世上 在眾人面前
[00:02:10.500 --> 00:02:14.500]  顯出天父的榮耀
[00:02:14.500 --> 00:02:15.500]  第十六節
[00:02:15.500 --> 00:02:18.500]  把榮耀歸給你們在天上的父
[00:02:18.500 --> 00:02:21.500]  這個是生命的目標
[00:02:21.500 --> 00:02:23.500]  這是生命的目的
[00:02:23.500 --> 00:02:25.500]  所以登山補訓一開始就講我們的生命
[00:02:25.500 --> 00:02:27.500]  講我們生命的目的
[00:02:27.500 --> 00:02:29.500]  接著第十七到二十節
[00:02:29.500 --> 00:02:30.500]  就講到主耶穌說
[00:02:30.500 --> 00:02:32.500]  祂自己來不是要廢掉律法
[00:02:32.500 --> 00:02:34.500]  而是要完全律法
[00:02:34.500 --> 00:02:37.500]  接著挑戰在二十節
[00:02:37.500 --> 00:02:38.500]  我告訴你們
[00:02:38.500 --> 00:02:42.500]  你們的義若不勝過文士和法理才人的義
[00:02:42.500 --> 00:02:45.500]  就絕不能進天國
[00:02:45.500 --> 00:02:47.500]  這條問題在這裡
[00:02:47.500 --> 00:02:49.500]  勝過文士和法理才人的義
[00:02:49.500 --> 00:02:51.000]  是指什麼?
[00:02:51.000 --> 00:02:53.500]  這個義是指什麼?
[00:02:53.500 --> 00:02:56.500]  所以從第五章的二十一節開始
[00:02:56.500 --> 00:03:00.500]  就講到這個義指的是什麼?
[00:03:00.500 --> 00:03:03.500]  第二十一節一開始就講
[00:03:03.500 --> 00:03:07.500]  不要向我們的弟兄姊妹
[00:03:07.500 --> 00:03:10.500]  心裡面懷恨怨
[00:03:10.500 --> 00:03:13.500]  懷怒氣
[00:03:13.500 --> 00:03:15.500]  接著二十七節開始
[00:03:15.500 --> 00:03:17.500]  就講保守
[00:03:17.500 --> 00:03:21.500]  每一個有一個清潔純潔的心
[00:03:21.500 --> 00:03:23.500]  不要懷淫念
[00:03:23.500 --> 00:03:26.500]  三十一節講到家庭裡面
[00:03:26.500 --> 00:03:30.500]  丈夫盡上一個丈夫的責任
[00:03:30.500 --> 00:03:33.500]  要負責任不可離棄
[00:03:33.500 --> 00:03:36.500]  不可不理我們的妻子
[00:03:36.500 --> 00:03:40.500]  三十三節講到我們有一個誠實
[00:03:40.500 --> 00:03:44.500]  正直可信的心
[00:03:44.500 --> 00:03:48.500]  以致我們根本就無需立戀起誓
[00:03:48.500 --> 00:03:50.500]  第三十八節
[00:03:50.500 --> 00:03:53.500]  講到我們要以愛報怨
[00:03:53.500 --> 00:03:55.500]  以善成惡
[00:03:55.500 --> 00:03:57.500]  四十三節
[00:03:57.500 --> 00:04:00.500]  講到我們要愛仇敵
[00:04:00.500 --> 00:04:03.500]  第五章一路講一路講
[00:04:03.500 --> 00:04:05.500]  其實這一些只不過是
[00:04:05.500 --> 00:04:07.500]  在八幅裡面
[00:04:07.500 --> 00:04:10.500]  衍生下來一些比較實際
[00:04:10.500 --> 00:04:12.500]  具體的例子
[00:04:12.500 --> 00:04:14.500]  接著第六章第一到第十八節
[00:04:14.500 --> 00:04:17.500]  主耶穌分別舉了三個例子
[00:04:17.500 --> 00:04:19.500]  是講同一樣東西
[00:04:19.500 --> 00:04:21.500]  主耶穌舉的例子是施捨
[00:04:21.500 --> 00:04:24.500]  禱告和禁食
[00:04:24.500 --> 00:04:31.500]  舉三個外表看來非常屬靈的行為
[00:04:31.500 --> 00:04:33.500]  主耶穌說
[00:04:33.500 --> 00:04:36.500]  不要利用這些行為
[00:04:36.500 --> 00:04:40.500]  讓你覺得自己
[00:04:40.500 --> 00:04:44.500]  讓別人覺得你很屬靈
[00:04:44.500 --> 00:04:46.500]  所以主耶穌說
[00:04:46.500 --> 00:04:48.500]  施捨的請暗中施捨
[00:04:48.500 --> 00:04:50.500]  禱告的
[00:04:50.500 --> 00:04:54.500]  關上房門默默的去禱告
[00:04:54.500 --> 00:04:57.500]  禁食的也不要讓別人知道
[00:04:57.500 --> 00:05:00.500]  以致你的施捨禱告禁食
[00:05:00.500 --> 00:05:04.500]  是真實的施捨真實的禱告真實的禁食
[00:05:04.500 --> 00:05:06.500]  第十九節
[00:05:06.500 --> 00:05:10.500]  我們的心不要注目在錢財上
[00:05:10.500 --> 00:05:12.500]  因為我們的錢在哪裡
[00:05:12.500 --> 00:05:14.500]  我們的心放在哪裡
[00:05:14.500 --> 00:05:16.500]  接著第十五到三十四節
[00:05:16.500 --> 00:05:18.500]  就是講到我們信靠的心
[00:05:18.500 --> 00:05:20.500]  我們要先求神的國和神的義
[00:05:20.500 --> 00:05:22.500]  這些東西都要賜給我們
[00:05:22.500 --> 00:05:24.500]  我們信不信得過神
[00:05:24.500 --> 00:05:26.500]  我們的生命的目標
[00:05:26.500 --> 00:05:30.500]  是不是回到讓天父得榮耀
[00:05:30.500 --> 00:05:32.500]  第七章
[00:05:32.500 --> 00:05:35.500]  講到我們不要互相比較
[00:05:35.500 --> 00:05:38.500]  我們不要彼此的論斷
[00:05:38.500 --> 00:05:39.500]  第七節
[00:05:39.500 --> 00:05:42.500]  我們待別人好像待自己一樣
[00:05:42.500 --> 00:05:46.500]  登山補訓其實主要就是講到這些東西
[00:05:46.500 --> 00:05:49.500]  全部都是講我們的生命
[00:05:49.500 --> 00:05:51.500]  全部都是講我們的心
[00:05:51.500 --> 00:05:53.500]  全部都是講你是一個什麼樣的人
[00:05:53.500 --> 00:05:55.500]  接著第十三節開始
[00:05:55.500 --> 00:05:57.500]  第七章
[00:05:57.500 --> 00:05:58.500]  就開始警告
[00:05:58.500 --> 00:06:00.500]  這條路不容易走
[00:06:00.500 --> 00:06:04.500]  而中間是會有假先知
[00:06:04.500 --> 00:06:06.500]  第十三到二十三節
[00:06:06.500 --> 00:06:09.500]  接著二十四到二十九節
[00:06:09.500 --> 00:06:12.500]  真正的結語主耶穌就用了一個例子
[00:06:12.500 --> 00:06:14.500]  用什麼例子
[00:06:14.500 --> 00:06:15.500]  起屋
[00:06:15.500 --> 00:06:18.500]  一個聰明的人將屋子起在盤石上
[00:06:18.500 --> 00:06:20.500]  風吹雨打有浪衝來
[00:06:20.500 --> 00:06:21.500]  屋子還在
[00:06:21.500 --> 00:06:23.500]  一個無知的人
[00:06:23.500 --> 00:06:25.500]  什麼叫無知
[00:06:25.500 --> 00:06:27.500]  就是不懂事
[00:06:27.500 --> 00:06:30.500]  或者是自以為很聰明那些
[00:06:30.500 --> 00:06:33.500]  就將他的屋建在沙土上
[00:06:33.500 --> 00:06:35.500]  風吹雨打浪衝過來
[00:06:35.500 --> 00:06:37.500]  屋子就倒塌
[00:06:37.500 --> 00:06:39.500]  主耶穌他形容
[00:06:39.500 --> 00:06:42.500]  那些聽了他的話而又遵行的人
[00:06:42.500 --> 00:06:44.500]  就是聰明人
[00:06:44.500 --> 00:06:46.500]  聽了他的話而不遵行的人
[00:06:46.500 --> 00:06:49.500]  就是那些無知的人
[00:06:49.500 --> 00:06:51.500]  主耶穌用起房
[00:06:51.500 --> 00:06:53.500]  起房子
[00:06:53.500 --> 00:06:55.500]  來做一個例子
[00:06:55.500 --> 00:06:57.500]  為什麼用起房子
[00:06:57.500 --> 00:06:59.500]  我都在思想
[00:06:59.500 --> 00:07:01.500]  昔日的猶太人
[00:07:01.500 --> 00:07:03.500]  和今天的香港一樣
[00:07:03.500 --> 00:07:06.500]  房子是非常昂貴的
[00:07:06.500 --> 00:07:09.500]  是財富的一部分
[00:07:09.500 --> 00:07:11.500]  房子就是你家人
[00:07:11.500 --> 00:07:15.500]  一個家歸屬的地方
[00:07:15.500 --> 00:07:17.500]  你覺得安全的地方
[00:07:17.500 --> 00:07:21.500]  房子也是一個人生命成長的地方
[00:07:21.500 --> 00:07:23.500]  是不是
[00:07:23.500 --> 00:07:25.500]  一間房
[00:07:25.500 --> 00:07:28.500]  就是說你生命的根基
[00:07:28.500 --> 00:07:30.500]  在哪裡
[00:07:30.500 --> 00:07:34.500]  你成長的根基在哪裡
[00:07:34.500 --> 00:07:36.500]  當主耶穌說這個比喻之前
[00:07:36.500 --> 00:07:37.500]  21節
[00:07:37.500 --> 00:07:40.500]  他說了一些很嚇人的東西
[00:07:40.500 --> 00:07:42.500]  不是每一個稱呼我主呀主呀的人
[00:07:42.500 --> 00:07:45.500]  都能進天國
[00:07:45.500 --> 00:07:47.500]  不是嗎
[00:07:47.500 --> 00:07:52.500]  唯有遵行我天父旨意的人才能進去
[00:07:52.500 --> 00:07:54.500]  22節
[00:07:54.500 --> 00:07:56.500]  在那一天審判的日子
[00:07:56.500 --> 00:07:58.500]  必有許多人對我說主呀主呀
[00:07:58.500 --> 00:08:00.500]  我們不是奉你的名
[00:08:00.500 --> 00:08:02.500]  全道奉你的名講鬼
[00:08:02.500 --> 00:08:05.500]  奉你的名行許多義能嗎
[00:08:05.500 --> 00:08:07.500]  我要向他們宣告
[00:08:07.500 --> 00:08:09.500]  我從來不認識你們
[00:08:09.500 --> 00:08:11.500]  你們這些作惡的人
[00:08:11.500 --> 00:08:14.500]  給我走開
[00:08:14.500 --> 00:08:16.500]  為什麼嚇人
[00:08:16.500 --> 00:08:18.500]  第一件事
[00:08:18.500 --> 00:08:21.500]  什麼時常禱告稱呼主呀主呀的人
[00:08:21.500 --> 00:08:24.500]  神他不認的
[00:08:24.500 --> 00:08:26.500]  還有第二件事
[00:08:26.500 --> 00:08:30.500]  奉主耶穌基督的名去侍奉去傳福音
[00:08:30.500 --> 00:08:32.500]  去講鬼
[00:08:32.500 --> 00:08:35.500]  兼且行許多神蹟
[00:08:35.500 --> 00:08:38.500]  主耶穌不認帳
[00:08:38.500 --> 00:08:40.500]  那要說什麼
[00:08:40.500 --> 00:08:42.500]  主耶穌說了一件很重要的事
[00:08:42.500 --> 00:08:44.500]  就是你做了這些
[00:08:44.500 --> 00:08:49.500]  都可能是一個作惡的人
[00:08:49.500 --> 00:08:53.500]  就算你做了所有外表的行為
[00:08:53.500 --> 00:08:59.500]  你的生命仍然可以是一個作惡的人
[00:08:59.500 --> 00:09:01.500]  我們久不久
[00:09:01.500 --> 00:09:04.500]  在電視上在新聞上會見到一些
[00:09:04.500 --> 00:09:07.500]  我們很尊重我們很尊敬的牧者
[00:09:07.500 --> 00:09:09.500]  或者外國一些很有名的
[00:09:09.500 --> 00:09:11.500]  講完通過大氣電波
[00:09:11.500 --> 00:09:14.500]  不斷的傳福音造就了很多人
[00:09:14.500 --> 00:09:16.500]  跟著一個醜聞
[00:09:16.500 --> 00:09:18.500]  一個長期的犯罪
[00:09:18.500 --> 00:09:21.500]  大家都呆然嘩為什麼這樣
[00:09:21.500 --> 00:09:23.500]  跟著會有人問
[00:09:23.500 --> 00:09:26.500]  神呀為什麼他這個生命這樣
[00:09:26.500 --> 00:09:30.500]  你還用他的
[00:09:30.500 --> 00:09:33.500]  一方面是神的寬容
[00:09:33.500 --> 00:09:37.500]  等待他的悔改
[00:09:37.500 --> 00:09:41.500]  但同樣另一方面
[00:09:41.500 --> 00:09:45.500]  神難道不可以用惡人嗎
[00:09:45.500 --> 00:09:48.500]  神使用遵行他心意的人
[00:09:48.500 --> 00:09:52.500]  但其實神使用萬物
[00:09:52.500 --> 00:09:54.500]  萬物都互相效力
[00:09:54.500 --> 00:09:56.500]  叫愛神的人得益處
[00:09:56.500 --> 00:09:58.500]  神可以用好人
[00:09:58.500 --> 00:10:00.500]  神也可以用不好的人
[00:10:00.500 --> 00:10:03.500]  他是創造天地的主
[00:10:03.500 --> 00:10:06.500]  誰規定他只能夠用好的人
[00:10:06.500 --> 00:10:09.500]  沒有
[00:10:09.500 --> 00:10:12.500]  所以弟兄姊妹
[00:10:12.500 --> 00:10:14.500]  主耶穌發出的警告就是跟我們說
[00:10:14.500 --> 00:10:16.500]  我們生命的根基
[00:10:16.500 --> 00:10:19.500]  我們跟神很接近
[00:10:19.500 --> 00:10:21.500]  很有把握信仰很有把握的根基
[00:10:21.500 --> 00:10:24.500]  千萬不要建築在侍奉上
[00:10:24.500 --> 00:10:27.500]  不要建築在侍奉的果效上
[00:10:27.500 --> 00:10:28.500]  我相信這班人
[00:10:28.500 --> 00:10:30.500]  當他們這樣跟主耶穌基督說
[00:10:30.500 --> 00:10:32.500]  主耶穌說
[00:10:32.500 --> 00:10:34.500]  我奉祢的名傳福音
[00:10:34.500 --> 00:10:35.500]  我奉祢的名講話
[00:10:35.500 --> 00:10:36.500]  我奉祢的名行義
[00:10:36.500 --> 00:10:38.500]  我相信他們一定有果效
[00:10:38.500 --> 00:10:39.500]  因為沒有果效的
[00:10:39.500 --> 00:10:44.500]  只做一兩次他們就不會繼續做了
[00:10:44.500 --> 00:10:46.500]  他們做這些事有果效
[00:10:46.500 --> 00:10:52.500]  神連晚要通過他們去祝福那些對象
[00:10:52.500 --> 00:10:55.500]  但不是代表他們的生命
[00:10:55.500 --> 00:11:00.500]  在神面前能夠站立得住
[00:11:00.500 --> 00:11:02.500]  我們評價我們自己
[00:11:02.500 --> 00:11:06.500]  千萬不要用你的侍奉
[00:11:06.500 --> 00:11:08.500]  你有沒有侍奉
[00:11:08.500 --> 00:11:11.500]  甚至你侍奉得成不成功
[00:11:11.500 --> 00:11:13.500]  甚至當你侍奉的時候
[00:11:13.500 --> 00:11:15.500]  有些人不斷的稱讚
[00:11:15.500 --> 00:11:16.500]  你做得很好
[00:11:16.500 --> 00:11:18.500]  這件事對我很有好處
[00:11:18.500 --> 00:11:19.500]  多謝你
[00:11:19.500 --> 00:11:20.500]  神真的猜你來
[00:11:20.500 --> 00:11:22.500]  你不要給這些讚美的說話
[00:11:22.500 --> 00:11:27.500]  成為你生命的根基
[00:11:27.500 --> 00:11:30.500]  只會自欺欺人
[00:11:30.500 --> 00:11:32.500]  或許我們說
[00:11:32.500 --> 00:11:33.500]  我都沒有那麼多侍奉
[00:11:33.500 --> 00:11:34.500]  所以放心
[00:11:34.500 --> 00:11:39.500]  有牧師一定不會掉進這個試探裏面
[00:11:39.500 --> 00:11:42.500]  但我們有很多迷思
[00:11:42.500 --> 00:11:44.500]  第一個迷思
[00:11:44.500 --> 00:11:46.500]  我們以為禱告多
[00:11:46.500 --> 00:11:49.500]  我們就跟神很親近
[00:11:49.500 --> 00:11:51.500]  跟神很親近一定會經常禱告
[00:11:51.500 --> 00:11:54.500]  但禱告多就不一定可以跟神很親近
[00:11:54.500 --> 00:11:58.500]  不可以反過來的
[00:11:58.500 --> 00:11:59.500]  有很多人去黃大仙
[00:11:59.500 --> 00:12:02.500]  天天都品神
[00:12:02.500 --> 00:12:04.500]  我們可以面對神的時候
[00:12:04.500 --> 00:12:05.500]  神我有要求
[00:12:05.500 --> 00:12:06.500]  我就來找你
[00:12:06.500 --> 00:12:07.500]  講主呀 主呀
[00:12:07.500 --> 00:12:09.500]  講完一大番說話
[00:12:09.500 --> 00:12:11.500]  祈禱完我繼續做我的人
[00:12:11.500 --> 00:12:13.500]  你跟我沒有關係
[00:12:13.500 --> 00:12:17.500]  可以的
[00:12:17.500 --> 00:12:19.500]  不要用你有沒有禱告
[00:12:19.500 --> 00:12:23.500]  來衡量你跟神關係親不親密
[00:12:23.500 --> 00:12:25.500]  你跟神關係親密一定會禱告
[00:12:25.500 --> 00:12:26.500]  不過禱告多
[00:12:26.500 --> 00:12:29.500]  不是代表你跟神關係親密
[00:12:29.500 --> 00:12:32.500]  你更加不要用讀經
[00:12:32.500 --> 00:12:33.500]  我讀聖經
[00:12:33.500 --> 00:12:35.500]  我愛慕神的話語
[00:12:35.500 --> 00:12:37.500]  我就一定跟神很親密
[00:12:37.500 --> 00:12:38.500]  我告訴你
[00:12:38.500 --> 00:12:41.500]  法利賽人讀聖經比你跟我厲害
[00:12:41.500 --> 00:12:43.500]  文士讀聖經比你跟我厲害
[00:12:43.500 --> 00:12:47.500]  只有騷擾的文士和法利賽人
[00:12:47.500 --> 00:12:51.500]  因為聖經只可以放在腦裡
[00:12:51.500 --> 00:12:54.500]  最慘的就是讀過聖經以為自己明白
[00:12:54.500 --> 00:12:57.500]  知道了就以為自己擁有了
[00:12:57.500 --> 00:12:59.500]  這是兩回事
[00:12:59.500 --> 00:13:03.500]  你知道不代表你擁有
[00:13:03.500 --> 00:13:05.500]  有些人說
[00:13:05.500 --> 00:13:06.500]  我要更加明白
[00:13:06.500 --> 00:13:08.500]  真的我讀神學
[00:13:08.500 --> 00:13:11.500]  晚上讀神學研經
[00:13:11.500 --> 00:13:14.500]  非常之好
[00:13:14.500 --> 00:13:16.500]  不過我告訴你
[00:13:16.500 --> 00:13:21.500]  有很多連一個字都不認識的老人家
[00:13:21.500 --> 00:13:26.500]  他們因為清心在神的面前
[00:13:26.500 --> 00:13:30.500]  他更加得神的喜悅
[00:13:30.500 --> 00:13:39.500]  並不是因為你學會有多少
[00:13:39.500 --> 00:13:41.500]  有些時候我們會說
[00:13:41.500 --> 00:13:42.500]  不是的
[00:13:42.500 --> 00:13:45.500]  我每次回來敬拜主的時候
[00:13:45.500 --> 00:13:46.500]  我很投入
[00:13:46.500 --> 00:13:47.500]  我唱詩歌
[00:13:47.500 --> 00:13:52.500]  我覺得神和我很親近
[00:13:52.500 --> 00:13:53.500]  簡單來說
[00:13:53.500 --> 00:13:56.500]  自我感覺良好
[00:13:56.500 --> 00:14:03.500]  提醒弟兄姊妹一句
[00:14:03.500 --> 00:14:07.500]  整本聖經從來沒有說過
[00:14:07.500 --> 00:14:09.500]  當我們敬拜主的時候
[00:14:09.500 --> 00:14:11.500]  我們自己感受覺得很好
[00:14:11.500 --> 00:14:15.500]  我們和神很親近
[00:14:15.500 --> 00:14:17.500]  如果你找到的你告訴我
[00:14:17.500 --> 00:14:22.500]  聖經那裡說
[00:14:22.500 --> 00:14:24.500]  我們敬拜主
[00:14:24.500 --> 00:14:26.500]  我們有好的感受
[00:14:26.500 --> 00:14:30.500]  主耶穌透過敬拜和我們說話
[00:14:30.500 --> 00:14:32.500]  這是神給我們的恩典
[00:14:32.500 --> 00:14:34.500]  但我們和神的親近
[00:14:34.500 --> 00:14:35.500]  建基於一個客觀的現實
[00:14:35.500 --> 00:14:38.500]  就是主耶穌基督為我們聚在十字架上
[00:14:38.500 --> 00:14:39.500]  一個客觀的現實
[00:14:39.500 --> 00:14:44.500]  並不是由你和我的感受來決定
[00:14:44.500 --> 00:14:46.500]  我們和神和好
[00:14:46.500 --> 00:14:49.500]  是因著主耶穌基督客觀的救贖
[00:14:49.500 --> 00:14:50.500]  一個客觀的事實
[00:14:50.500 --> 00:14:51.500]  這是第一
[00:14:51.500 --> 00:14:53.500]  第二
[00:14:53.500 --> 00:14:54.500]  主耶穌說過
[00:14:54.500 --> 00:14:58.500]  我們衡量我們愛神有多少
[00:14:58.500 --> 00:15:02.500]  也不是憑我們的感受來決定
[00:15:02.500 --> 00:15:04.500]  是憑我們愛祂的
[00:15:04.500 --> 00:15:07.500]  就必遵守祂的命令
[00:15:07.500 --> 00:15:10.500]  這才是基礎
[00:15:10.500 --> 00:15:12.500]  是不是
[00:15:12.500 --> 00:15:16.500]  《約翰福音》十四章到十六章不斷說
[00:15:16.500 --> 00:15:17.500]  我們若愛祂的
[00:15:17.500 --> 00:15:20.500]  就必遵守祂的命令
[00:15:20.500 --> 00:15:23.500]  我們不要給予敬拜的感受
[00:15:23.500 --> 00:15:24.500]  我們不要給予讀經
[00:15:24.500 --> 00:15:26.500]  我們不要給予祈禱
[00:15:26.500 --> 00:15:28.500]  很多外在的活動
[00:15:28.500 --> 00:15:29.500]  自己欺騙了自己
[00:15:29.500 --> 00:15:32.500]  以為這樣就是好的信仰
[00:15:32.500 --> 00:15:33.500]  生活和活動
[00:15:33.500 --> 00:15:35.500]  甚至
[00:15:35.500 --> 00:15:37.500]  你說
[00:15:37.500 --> 00:15:38.500]  我每次崇拜
[00:15:38.500 --> 00:15:41.500]  不單是星期天我一定到
[00:15:41.500 --> 00:15:43.500]  而且每次都會準時到
[00:15:43.500 --> 00:15:45.500]  一定不會遲到
[00:15:45.500 --> 00:15:47.500]  我有十一奉獻
[00:15:47.500 --> 00:15:50.500]  我做足教會的吩咐
[00:15:50.500 --> 00:15:52.500]  信徒的責任
[00:15:52.500 --> 00:15:54.500]  我盡信徒的責任
[00:15:54.500 --> 00:15:58.500]  我的信仰生活就合格
[00:15:58.500 --> 00:16:02.500]  那些都是活動
[00:16:02.500 --> 00:16:06.500]  如果你的生命在神面前能夠站立得住
[00:16:06.500 --> 00:16:08.500]  所有這些活動
[00:16:08.500 --> 00:16:10.500]  是與你的生命極之有益
[00:16:10.500 --> 00:16:11.500]  是神的恩典和祝福
[00:16:11.500 --> 00:16:14.500]  要通過這些去祝福你
[00:16:14.500 --> 00:16:18.500]  但若你的生命一團糟
[00:16:18.500 --> 00:16:21.500]  而這些活動是讓你自欺欺人
[00:16:21.500 --> 00:16:24.500]  以為自己很穩當
[00:16:24.500 --> 00:16:27.500]  那你就悲哀了
[00:16:27.500 --> 00:16:29.500]  你就悲哀了
[00:16:29.500 --> 00:16:33.500]  主耶穌說
[00:16:33.500 --> 00:16:37.500]  祂要我們的生命建基於
[00:16:37.500 --> 00:16:43.500]  我們對祂所說的話的反應
[00:16:43.500 --> 00:16:46.500]  撒姆爾和索羅王說
[00:16:46.500 --> 00:16:48.500]  耶和華喜愛繁祭和祭物
[00:16:48.500 --> 00:16:51.500]  豈如喜愛人聽從他的話
[00:16:51.500 --> 00:16:54.500]  看那聽命勝於獻祭
[00:16:54.500 --> 00:16:58.500]  順從勝過羔羊的脂肪
[00:16:58.500 --> 00:17:01.500]  有些時候我去探望老人家
[00:17:01.500 --> 00:17:04.500]  我發覺我要經常和老人家學習
[00:17:04.500 --> 00:17:07.500]  我記得我去探望一個老人家
[00:17:07.500 --> 00:17:10.500]  腦退化到非常嚴重的程度
[00:17:10.500 --> 00:17:14.500]  嚴重到他都不知道自己在哪裏
[00:17:14.500 --> 00:17:17.500]  眼睛已經看不到
[00:17:17.500 --> 00:17:19.500]  耳朵極之撞聾
[00:17:19.500 --> 00:17:22.500]  耳朵長期坐在輪椅上
[00:17:22.500 --> 00:17:25.500]  我每次去探望他只看到他做一件事
[00:17:25.500 --> 00:17:28.500]  祈禱
[00:17:28.500 --> 00:17:32.500]  他站起來就想著回教會
[00:17:32.500 --> 00:17:35.500]  因為他腦退化到甚麼都不記得
[00:17:35.500 --> 00:17:38.500]  他只記得他生命裏最重要的兩件事
[00:17:38.500 --> 00:17:40.500]  坐在輪椅上就祈禱
[00:17:40.500 --> 00:17:43.500]  站起來就回教會朝見神
[00:17:43.500 --> 00:17:47.500]  他每次睡醒就和家裏的官員說
[00:17:47.500 --> 00:17:50.500]  我們回教會去敬拜神
[00:17:50.500 --> 00:17:53.500]  一坐下來他就不斷地在祈禱
[00:17:53.500 --> 00:17:56.500]  所以他經常在說話
[00:17:56.500 --> 00:17:59.500]  家裏人要叫他吃東西才能停止他說話
[00:17:59.500 --> 00:18:02.500]  但他的說話全部都在祈禱
[00:18:02.500 --> 00:18:04.500]  我很羨慕
[00:18:04.500 --> 00:18:07.500]  我知道他生命裏最重要的是這件事
[00:18:07.500 --> 00:18:09.500]  他剩下的就是這件事
[00:18:09.500 --> 00:18:11.500]  我在這裏見過很多老人家
[00:18:11.500 --> 00:18:13.500]  一個字都不懂
[00:18:13.500 --> 00:18:16.500]  但是很甘心信服神
[00:18:16.500 --> 00:18:18.500]  生命有美好的見證
[00:18:18.500 --> 00:18:20.500]  我問他為甚麼會這樣
[00:18:20.500 --> 00:18:22.500]  他說沒有
[00:18:22.500 --> 00:18:25.500]  聽道的時候
[00:18:25.500 --> 00:18:27.500]  神要我這樣要我那樣
[00:18:27.500 --> 00:18:29.500]  我不可以得罪神
[00:18:29.500 --> 00:18:31.500]  我要敬畏耶和華
[00:18:31.500 --> 00:18:34.500]  我就跟著做
[00:18:34.500 --> 00:18:38.500]  我見到他有很多美好的見證
[00:18:38.500 --> 00:18:40.500]  中國早期文革的時候
[00:18:40.500 --> 00:18:42.500]  有很多信徒
[00:18:42.500 --> 00:18:44.500]  不論你識字不識字
[00:18:44.500 --> 00:18:46.500]  能夠繼續堅持下去
[00:18:46.500 --> 00:18:49.500]  因為根基打得好
[00:18:49.500 --> 00:18:51.500]  根基是甚麼
[00:18:51.500 --> 00:18:53.500]  根基本身是甚麼
[00:18:53.500 --> 00:18:56.500]  就是神的真理進入他們的生命裏
[00:18:56.500 --> 00:18:58.500]  成為他們生命的一部份
[00:18:58.500 --> 00:19:00.500]  並不是一些活動
[00:19:00.500 --> 00:19:03.500]  現在
[00:19:03.500 --> 00:19:08.500]  當我們信念不穩固的時候
[00:19:08.500 --> 00:19:11.500]  特別容易受環境的影響而變化
[00:19:11.500 --> 00:19:13.500]  就像沙圖一樣
[00:19:13.500 --> 00:19:15.500]  現在沒有文革
[00:19:15.500 --> 00:19:18.500]  不過現在社會環境也不見得好
[00:19:18.500 --> 00:19:20.500]  大學畢業出來都可以很盼望
[00:19:20.500 --> 00:19:22.500]  都可以很沒有盼望
[00:19:22.500 --> 00:19:24.500]  不知道做甚麼
