
[00:00:00.000 --> 00:00:10.100]  那麼今天我的信息基本上是要講基督徒應有的到底應該有什麼呢?
[00:03:05.980 --> 00:03:08.100]  你要高他為王
[00:03:08.100 --> 00:03:10.260]  所以撒末爾就去了
[00:03:10.260 --> 00:03:13.660]  就跟耶穌家的孩子
[00:03:13.660 --> 00:03:15.820]  就在那邊吃飯
[00:03:15.820 --> 00:03:17.180]  在那邊觀察
[00:03:17.180 --> 00:03:21.740]  然後看到他的大兒子尼利亞
[00:03:21.740 --> 00:03:24.060]  看他又高大又英俊
[00:03:24.060 --> 00:03:26.180]  他就說那一定是
[00:03:26.180 --> 00:03:30.220]  結果忽然間耶和華的話臨到他說
[00:03:30.220 --> 00:03:33.780]  不要看他的外貌和他身材高大
[00:03:33.780 --> 00:03:35.540]  我不揀選他
[00:03:35.540 --> 00:03:38.540]  因為耶和華不像人看人
[00:03:38.540 --> 00:03:40.260]  人是看外貌
[00:03:40.260 --> 00:03:43.460]  耶和華是看內心
[00:03:43.460 --> 00:03:46.900]  所以最重要的是心
[00:03:46.900 --> 00:03:49.780]  所以聖經說你要保守你的心
[00:03:49.780 --> 00:03:53.380]  因為一切的果效都是從心裡面發出來
[00:03:53.380 --> 00:03:57.060]  所以我們基督徒應該怎麼存心
[00:03:57.060 --> 00:03:59.140]  最重要就是這一點
[00:03:59.140 --> 00:04:01.780]  我們到底要存什麼心
[00:04:01.780 --> 00:04:03.380]  安什麼心
[00:04:03.380 --> 00:04:04.980]  才能夠再一次
[00:04:04.980 --> 00:04:09.020]  能夠有那個小基督的樣式呢
[00:04:09.020 --> 00:04:10.020]  Hallelujah
[00:04:10.020 --> 00:04:11.260]  是的
[00:04:11.260 --> 00:04:12.820]  我們這個時候就要來
[00:04:12.820 --> 00:04:16.300]  為各位來做一些解釋
[00:04:16.300 --> 00:04:17.300]  第一
[00:04:17.300 --> 00:04:19.620]  是我們要愛神愛人
[00:04:19.620 --> 00:04:22.020]  我們存心要愛神愛人
[00:04:22.020 --> 00:04:24.660]  這是基督徒最重要的一點
[00:04:24.660 --> 00:04:25.820]  耶穌也說
[00:04:25.820 --> 00:04:28.340]  你要盡心盡力盡力
[00:04:28.340 --> 00:04:29.740]  愛主你的神
[00:04:29.740 --> 00:04:32.660]  其次你要愛人如己
[00:04:32.660 --> 00:04:34.020]  Hallelujah
[00:04:34.020 --> 00:04:35.580]  愛神跟愛人
[00:04:35.580 --> 00:04:37.060]  其實上是兩件事情
[00:04:37.060 --> 00:04:38.220]  您知道嗎
[00:04:38.220 --> 00:04:41.380]  所以我們要存智慧的心
[00:04:41.380 --> 00:04:43.580]  來敬畏神
[00:04:43.580 --> 00:04:45.500]  詩篇111篇
[00:04:45.500 --> 00:04:46.300]  它說
[00:04:46.300 --> 00:04:49.820]  敬畏耶和華是智慧的開端
[00:04:49.820 --> 00:04:51.580]  什麼叫敬
[00:04:51.580 --> 00:04:52.900]  敬就是說
[00:04:52.900 --> 00:04:54.140]  你愛他
[00:04:54.140 --> 00:04:57.060]  所以你做他喜歡做的事情
[00:04:57.060 --> 00:04:59.460]  說他喜歡說的話
[00:04:59.460 --> 00:05:01.660]  看他喜歡看的東西
[00:05:01.660 --> 00:05:03.300]  聽他喜歡聽的
[00:05:03.300 --> 00:05:04.780]  這叫做敬
[00:05:04.780 --> 00:05:06.140]  什麼叫畏呢
[00:05:06.140 --> 00:05:08.380]  就是你不做他不喜歡做
[00:05:08.380 --> 00:05:09.060]  他不愛的
[00:05:09.060 --> 00:05:09.820]  他不愛聽的
[00:05:09.820 --> 00:05:10.900]  他不愛說的
[00:05:10.900 --> 00:05:12.580]  他不愛做的事情
[00:05:12.580 --> 00:05:13.780]  你不要去
[00:05:13.780 --> 00:05:15.300]  這就叫做畏
[00:05:15.300 --> 00:05:16.660]  所以我們敬畏神
[00:05:16.660 --> 00:05:19.180]  就是愛我們的神
[00:05:19.180 --> 00:05:21.260]  我們看到《創世紀》上面
[00:05:21.260 --> 00:05:25.220]  當亞伯拉亞要撕裂以撒的時候
[00:05:25.220 --> 00:05:28.100]  忽然間天使向他顯現說
[00:05:28.100 --> 00:05:30.820]  你不可在這銅石身上下手
[00:05:30.820 --> 00:05:32.740]  一點不可害他
[00:05:32.740 --> 00:05:36.220]  現在我知你是敬畏神的
[00:05:36.220 --> 00:05:37.780]  因為你沒有將你的兒子
[00:05:37.780 --> 00:05:41.540]  你的獨生愛子留下不給我
[00:05:41.540 --> 00:05:44.660]  所以神看亞伯拉亞是敬畏他的
[00:05:44.660 --> 00:05:46.620]  我們如果要愛神
[00:05:46.620 --> 00:05:49.420]  最重要一點就是要敬畏神
[00:05:49.420 --> 00:05:50.740]  敬就是愛他
[00:05:50.740 --> 00:05:52.380]  畏就是怕他
[00:05:52.380 --> 00:05:53.500]  做他要做的
[00:05:53.500 --> 00:05:56.220]  不去做他不要做的事情
[00:05:56.220 --> 00:05:59.420]  所以我們要存這個心要愛神
[00:05:59.420 --> 00:06:02.980]  那麼我們還要存這個心要愛人
[00:06:02.980 --> 00:06:07.260]  要存恩慈的心喜愛人
[00:06:07.260 --> 00:06:08.460]  愛人就是關心人
[00:06:08.460 --> 00:06:09.980]  甚至於為人講好
[00:06:09.980 --> 00:06:12.660]  為人鼓勵安慰片面造就
[00:06:12.660 --> 00:06:16.700]  這個是我們孫伯伯寫給我們沃大哥的
[00:06:16.700 --> 00:06:19.220]  讓我們一起來念好不好
[00:06:19.220 --> 00:06:21.420]  此其亂華夷
[00:06:21.420 --> 00:06:23.420]  皆總入美極
[00:06:23.420 --> 00:06:25.460]  相聚興旺愛
[00:06:25.460 --> 00:06:27.500]  不期又別離
[00:06:27.500 --> 00:06:29.540]  同住地球村
[00:06:29.540 --> 00:06:31.660]  還與皆兄弟
[00:06:31.660 --> 00:06:33.700]  君如芥菜種
[00:06:33.700 --> 00:06:35.860]  灑向沃土里
[00:06:35.860 --> 00:06:38.980]  好再來一下
[00:06:38.980 --> 00:06:41.900]  我們沃大哥就還一個給他
[00:06:41.900 --> 00:06:44.140]  此其亂華夷
[00:06:44.140 --> 00:06:46.340]  皆總入美極
[00:06:46.340 --> 00:06:48.340]  相聚興旺愛
[00:06:48.340 --> 00:06:50.340]  不期又別離
[00:06:50.340 --> 00:06:52.420]  同赴奔天路
[00:06:52.420 --> 00:06:54.380]  主內皆兄弟
[00:06:54.380 --> 00:06:56.460]  君是不老松
[00:06:56.460 --> 00:06:58.460]  栽在恩高里
[00:06:58.460 --> 00:07:00.060]  哇真的很棒
[00:07:00.060 --> 00:07:04.540]  那麼他們兩個人把我的那個裡面的蟲引起來了
[00:07:04.540 --> 00:07:06.300]  所以我也寫了一個
[00:07:06.300 --> 00:07:08.620]  來我們一起來念
[00:07:08.620 --> 00:07:10.660]  為緣人生夢
[00:07:10.660 --> 00:07:12.620]  插足美麗間
[00:07:12.620 --> 00:07:14.500]  歡聚興旺愛
[00:07:14.500 --> 00:07:16.380]  敬拜永生神
[00:07:16.380 --> 00:07:18.220]  齊居天路行
[00:07:18.220 --> 00:07:20.180]  兄弟相扶持
[00:07:20.180 --> 00:07:22.220]  老松栽沃土
[00:07:22.220 --> 00:07:23.700]  開懷有結果
[00:07:23.700 --> 00:07:25.620]  哈雷勒亞
[00:07:25.620 --> 00:07:27.620]  這就是我們愛人
[00:07:27.620 --> 00:07:28.740]  你怎麼愛人
[00:07:28.740 --> 00:07:30.900]  從關心他開始
[00:07:30.900 --> 00:07:32.660]  哈雷勒亞是
[00:07:32.660 --> 00:07:34.340]  愛是不嫉妒
[00:07:34.340 --> 00:07:36.740]  愛是不張狂不自誇
[00:07:36.740 --> 00:07:39.260]  愛是恆久忍耐
[00:07:39.260 --> 00:07:42.180]  所以我們純心基督徒要純心
[00:07:42.180 --> 00:07:44.140]  愛神愛人
[00:07:44.140 --> 00:07:45.380]  第二點
[00:07:45.380 --> 00:07:48.380]  要謙卑甚福
[00:07:48.380 --> 00:07:50.860]  在貝利比書二章三節
[00:07:50.860 --> 00:07:52.140]  保羅他說
[00:07:52.140 --> 00:07:53.900]  凡事不可結黨
[00:07:53.900 --> 00:07:56.900]  不可貪圖虛浮的榮耀
[00:07:56.900 --> 00:07:59.140]  只要純心謙卑
[00:07:59.140 --> 00:08:00.740]  個人看
[00:08:00.740 --> 00:08:02.580]  別人比自己強
[00:08:02.580 --> 00:08:05.740]  哈雷勒亞這是謙卑甚福的先決條件
[00:08:05.740 --> 00:08:08.020]  你看人家比你強
[00:08:08.020 --> 00:08:09.580]  您知道嗎
[00:08:09.580 --> 00:08:10.780]  什麼叫嫉妒
[00:08:10.780 --> 00:08:12.300]  什麼叫驕傲
[00:08:12.300 --> 00:08:13.500]  什麼不叫謙卑
[00:08:13.500 --> 00:08:15.140]  什麼不叫甚福
[00:08:15.140 --> 00:08:18.380]  嫉妒就是別人有的你沒有
[00:08:18.380 --> 00:08:19.820]  你就嫉妒
[00:08:19.820 --> 00:08:21.220]  什麼叫驕傲
[00:08:21.220 --> 00:08:22.900]  我有的別人沒有
[00:08:22.900 --> 00:08:23.780]  我就驕傲
[00:08:23.780 --> 00:08:25.740]  就是有與沒之間
[00:08:25.740 --> 00:08:28.660]  你就又嫉妒又驕傲都會來了
[00:08:28.660 --> 00:08:30.820]  除非你有糖尿病
[00:08:30.820 --> 00:08:31.500]  我沒有
[00:08:31.500 --> 00:08:35.340]  我不嫉妒你
[00:08:35.340 --> 00:08:36.300]  我有心臟病
[00:08:36.300 --> 00:08:37.700]  我不驕傲
[00:08:37.700 --> 00:08:39.180]  除非是不好的
[00:08:39.180 --> 00:08:41.500]  但是只要是好的
[00:08:41.500 --> 00:08:42.220]  我有你沒有
[00:08:42.220 --> 00:08:42.860]  我就驕傲
[00:08:42.860 --> 00:08:43.580]  你有我沒有
[00:08:43.580 --> 00:08:44.780]  我就嫉妒你
[00:08:44.780 --> 00:08:46.780]  甚至於嫉妒會怎麼樣
[00:08:46.780 --> 00:08:49.740]  生許許多多的事情
[00:08:49.740 --> 00:08:52.220]  在《撒末爾記》裡面有記載說
[00:08:52.220 --> 00:08:54.980]  當大衛王出去徵戰的時候
[00:08:54.980 --> 00:08:56.340]  他回來的時候
[00:08:56.340 --> 00:08:59.100]  婦女們唱歌跳舞說
[00:08:59.100 --> 00:09:00.620]  嫂羅殺死千千
[00:09:00.620 --> 00:09:02.260]  大衛殺死萬萬
[00:09:02.260 --> 00:09:04.060]  很好嘛
[00:09:04.060 --> 00:09:05.140]  嫂羅就不對勁了
[00:09:05.140 --> 00:09:06.580]  嫂羅說什麼
[00:09:06.580 --> 00:09:08.620]  將萬萬歸大衛
[00:09:08.620 --> 00:09:10.140]  千千歸我
[00:09:10.140 --> 00:09:13.420]  只剩下王位沒有給他
[00:09:13.420 --> 00:09:14.940]  聖經接了一句話說
[00:09:14.940 --> 00:09:16.460]  從那日起
[00:09:16.460 --> 00:09:18.980]  嫂羅就怒視大衛
[00:09:18.980 --> 00:09:20.820]  這就是嫉妒
[00:09:20.820 --> 00:09:22.140]  我們的心裡面
[00:09:22.140 --> 00:09:24.460]  就容不下那麼一點點好的
[00:09:24.460 --> 00:09:25.340]  但是您知道嗎
[00:09:25.340 --> 00:09:26.700]  各位弟兄姐妹朋友們
[00:09:26.700 --> 00:09:28.580]  基督徒不用這樣
[00:09:28.580 --> 00:09:31.900]  因為我們的神是夠大的神
[00:09:31.900 --> 00:09:34.180]  我們的觀念你們是怎麼講
[00:09:34.180 --> 00:09:35.220]  你多吃一口飯
[00:09:35.220 --> 00:09:37.220]  我就少吃一口飯不是嗎
[00:09:37.220 --> 00:09:38.180]  你多賺一塊錢
[00:09:38.180 --> 00:09:40.300]  我就少賺一塊錢不是嗎
[00:09:40.300 --> 00:09:41.460]  你的房子大了一點
[00:09:41.460 --> 00:09:43.460]  我的房子就小了一點不是嗎
[00:09:43.460 --> 00:09:45.020]  No
[00:09:45.020 --> 00:09:47.700]  我們的神是豐富萬有的神
[00:09:47.700 --> 00:09:48.980]  你可以有再大的房子
[00:09:48.980 --> 00:09:50.340]  你要多大都可以有多大
[00:09:50.340 --> 00:09:52.180]  我可以有更大的
[00:09:52.180 --> 00:09:53.020]  放心
[00:09:53.020 --> 00:09:55.220]  絕對不會說比人差的
[00:09:55.220 --> 00:09:56.220]  問題是說
[00:09:56.220 --> 00:09:58.700]  你的心裝得下嗎
[00:09:58.700 --> 00:09:59.860]  你如果存心
[00:09:59.860 --> 00:10:02.460]  你心裡面裝的是榮華富貴
[00:10:02.460 --> 00:10:03.860]  對不起啊
[00:10:03.860 --> 00:10:05.580]  那你就是雞蛋了
[00:10:05.580 --> 00:10:07.260]  走路都走不動了
[00:10:07.260 --> 00:10:09.540]  因為你身上背了重大
[00:10:09.540 --> 00:10:14.060]  倒不如說我們要純心謙卑順服
[00:10:14.060 --> 00:10:15.420]  謙卑就很明白了
[00:10:15.420 --> 00:10:17.100]  就是不嫉妒不驕傲
[00:10:17.100 --> 00:10:18.660]  不自吹
[00:10:18.660 --> 00:10:21.420]  那順服就很難了
[00:10:21.420 --> 00:10:24.260]  謙卑我們很容易做得到
[00:10:24.260 --> 00:10:27.660]  尤其是當你沒有什麼榮華富貴
[00:10:27.660 --> 00:10:29.140]  沒有什麼大事業
[00:10:29.140 --> 00:10:31.020]  沒有賺什麼大錢的時候
[00:10:31.020 --> 00:10:33.940]  你自然很謙卑的不是嗎
[00:10:33.940 --> 00:10:36.020]  順服很難了
[00:10:36.020 --> 00:10:37.100]  您知道嗎
[00:10:37.100 --> 00:10:38.580]  假如我今天
[00:10:38.580 --> 00:10:41.460]  我是貴為總統的話
[00:10:41.460 --> 00:10:43.380]  你當然很順服我吧
[00:10:43.380 --> 00:10:44.220]  對不對
[00:10:44.220 --> 00:10:45.660]  我是貴為總統
[00:10:45.660 --> 00:10:47.820]  我也是很謙卑的
[00:10:47.820 --> 00:10:49.100]  不是嗎
[00:10:49.100 --> 00:10:51.300]  因為那不叫順服
[00:10:51.300 --> 00:10:53.820]  那叫心悅誠服
[00:10:53.820 --> 00:10:56.180]  今天像有的時候我太太說
[00:10:56.180 --> 00:10:57.660]  你這個扶不起的阿斗
[00:10:57.660 --> 00:11:00.460]  你叫我怎麼扶你啊
[00:11:00.460 --> 00:11:02.460]  順服的意思說
[00:11:02.460 --> 00:11:05.100]  就是你扶不了我這口氣
[00:11:05.100 --> 00:11:06.980]  你要扶才叫順服
[00:11:06.980 --> 00:11:08.660]  不然就不叫順服了
[00:11:08.660 --> 00:11:09.660]  不是嗎
[00:11:09.660 --> 00:11:10.940]  哈雷諾亞贊美神
[00:11:10.940 --> 00:11:13.140]  我剛才是講不是真的事情
[00:11:13.140 --> 00:11:15.340]  我太太實際上很順服我
[00:11:15.340 --> 00:11:17.460]  哈雷諾亞贊美神
[00:11:17.460 --> 00:11:19.700]  只是做個例子
[00:11:19.700 --> 00:11:22.060]  所以我們謙卑順服
[00:11:22.060 --> 00:11:23.940]  真正是要走在一起
[00:11:23.940 --> 00:11:26.660]  跟我們常常一起禱告的人都知道
[00:11:26.660 --> 00:11:27.940]  我們常常說
[00:11:27.940 --> 00:11:29.780]  禱告說求神賜給我們十二家
[00:11:29.780 --> 00:11:30.940]  謙卑順服愛三個人
[00:11:30.940 --> 00:11:31.500]  同享真理
[00:11:31.500 --> 00:11:32.420]  聖靈充滿的
[00:11:32.420 --> 00:11:34.140]  我都會背了
[00:11:34.140 --> 00:11:35.860]  什麼要放到第一位
[00:11:35.860 --> 00:11:37.260]  謙卑順服
[00:11:37.260 --> 00:11:38.860]  其他的都不重要
[00:11:38.860 --> 00:11:40.980]  如果說你沒有謙卑順服
[00:11:40.980 --> 00:11:43.980]  我們不知道要怎麼樣一起同工
[00:11:43.980 --> 00:11:45.900]  一起來為神建立
[00:11:45.900 --> 00:11:47.260]  新萬丐靈陽堂
[00:11:47.260 --> 00:11:49.100]  神榮耀的教會
[00:11:49.100 --> 00:11:50.740]  就如聖經所說的
[00:11:50.740 --> 00:11:52.460]  用水借的道
[00:11:52.460 --> 00:11:54.300]  把這教會洗乾淨
[00:11:54.300 --> 00:11:57.820]  毫無玷污的獻給神
[00:11:57.820 --> 00:11:59.500]  哈雷諾亞贊美神
[00:11:59.500 --> 00:12:02.660]  所以我們要謙卑順服
[00:12:02.660 --> 00:12:04.580]  純心謙卑順服
[00:12:04.580 --> 00:12:07.980]  純心謙卑順服的意思是說
[00:12:07.980 --> 00:12:09.660]  我就是服不下
[00:12:09.660 --> 00:12:11.460]  我有心裡面就講說
[00:12:11.460 --> 00:12:13.060]  我一定要服他
[00:12:13.060 --> 00:12:14.460]  就是純心
[00:12:14.460 --> 00:12:15.940]  哈雷諾亞贊美神
[00:12:15.940 --> 00:12:17.060]  第三呢
[00:12:17.060 --> 00:12:19.740]  我們要知足常樂
[00:12:19.740 --> 00:12:22.740]  保羅在菲利比書四章十一節
[00:12:22.740 --> 00:12:23.780]  他說
[00:12:23.780 --> 00:12:26.660]  我並不是因缺乏說著話
[00:12:26.660 --> 00:12:29.580]  我無論在什麼情況都可以知足
[00:12:29.580 --> 00:12:32.460]  這是我已經學會了
[00:12:32.460 --> 00:12:34.220]  讓我請問各位
[00:12:34.220 --> 00:12:36.380]  人生不如意的事
[00:12:36.380 --> 00:12:38.340]  持有多少
[00:12:38.340 --> 00:12:39.820]  八九啊
[00:12:39.820 --> 00:12:40.900]  對不對
[00:12:40.900 --> 00:12:43.620]  那麼這麼多不如意的事情
[00:12:43.620 --> 00:12:45.540]  你要怎麼樣知足
[00:12:45.540 --> 00:12:48.340]  你要怎麼樣常樂呢
[00:12:48.340 --> 00:12:49.540]  人生的得失
[00:12:49.540 --> 00:12:51.780]  有人比喻說就好像怎麼樣
[00:12:51.780 --> 00:12:54.420]  用手去抓沙子
[00:12:54.420 --> 00:12:55.540]  你知道嗎
[00:12:55.540 --> 00:12:57.260]  用手抓沙子
[00:12:57.260 --> 00:12:59.340]  你抓得越緊
[00:12:59.340 --> 00:13:01.100]  那漏得越多
[00:13:01.100 --> 00:13:04.140]  倒不如你把手輕輕鬆松放開
[00:13:04.140 --> 00:13:06.580]  裝得滿滿比誰都多
[00:13:06.580 --> 00:13:09.140]  這是我們人生要學習的
[00:13:09.140 --> 00:13:11.620]  你怎麼樣讓你的生命
[00:13:11.620 --> 00:13:14.580]  能夠知足常樂
[00:13:14.580 --> 00:13:17.980]  就是你不見得要抓得緊緊的
[00:13:17.980 --> 00:13:20.020]  有的時候我想說我們基督徒
[00:13:20.020 --> 00:13:22.340]  純心要知足常樂
[00:13:22.340 --> 00:13:24.460]  你就要該賺的錢
[00:13:24.460 --> 00:13:27.660]  有的時候你都不要賺
[00:13:27.660 --> 00:13:28.780]  該罵人的時候
[00:13:28.780 --> 00:13:31.140]  你也不見得要罵人
[00:13:31.140 --> 00:13:32.940]  有的時候該得的
[00:13:32.940 --> 00:13:35.820]  也不見得急著要去得它
[00:13:35.820 --> 00:13:37.980]  因為真正是
[00:13:37.980 --> 00:13:40.100]  讓人家看到我們身上
[00:13:40.100 --> 00:13:42.260]  有基督的生命
[00:13:42.260 --> 00:13:45.700]  到底我們是小基督不是嗎
[00:13:45.700 --> 00:13:47.540]  哈雷勒亞
[00:13:47.540 --> 00:13:49.260]  我們俗話說
[00:13:49.260 --> 00:13:51.020]  人為財死
[00:13:51.020 --> 00:13:53.180]  鳥為食亡
[00:13:53.180 --> 00:13:55.300]  都是因為不知足
[00:13:55.300 --> 00:13:57.740]  就想要抓得全世界
[00:13:57.740 --> 00:13:59.300]  賺得飽飽的
[00:13:59.300 --> 00:14:01.340]  一點都不放過
[00:14:01.340 --> 00:14:05.860]  但是我們的生命難道就是這些嗎
[00:14:05.860 --> 00:14:07.740]  聖經說弟兄姐妹們
[00:14:07.740 --> 00:14:10.020]  你們就是我的喜樂
[00:14:10.020 --> 00:14:11.860]  讓我們彼此勉勵
[00:14:11.860 --> 00:14:15.180]  我們彼此就是我們的喜樂
[00:14:15.180 --> 00:14:18.700]  所以保祿說我不是因缺乏說這話
[00:14:18.700 --> 00:14:20.940]  他是跟菲律賓的弟兄姐妹說
[00:14:20.940 --> 00:14:24.220]  因為在我的生命中間有了你們
[00:14:24.220 --> 00:14:26.940]  我不管在任何情況之下都可以知足
[00:14:26.940 --> 00:14:30.020]  這是我已經學會了
[00:14:30.020 --> 00:14:32.540]  真言第十七章說
[00:14:32.540 --> 00:14:35.420]  喜樂的心乃是良藥
[00:14:35.420 --> 00:14:38.740]  憂傷的靈是苦枯乾
[00:14:38.740 --> 00:14:39.660]  哈雷勒亞
[00:14:39.660 --> 00:14:41.220]  所以我們要知足
[00:14:41.220 --> 00:14:43.020]  我們要嘗樂
[00:14:43.020 --> 00:14:44.940]  知足要擺在前面
[00:14:44.940 --> 00:14:47.740]  因為人生不如意事十之八九
[00:14:47.740 --> 00:14:49.180]  你如果不知足的話
[00:14:49.180 --> 00:14:50.820]  你不如意
[00:14:50.820 --> 00:14:53.140]  沒有得著你就一天到晚冤癱
[00:14:53.140 --> 00:14:54.460]  一天到晚不高興
[00:14:54.460 --> 00:14:56.260]  一天到晚罵這個罵那個
[00:14:56.260 --> 00:14:59.860]  但是當我們說就算是失去了吧
[00:14:59.860 --> 00:15:00.980]  沒有關係
[00:15:00.980 --> 00:15:02.660]  神要給我更多的
[00:15:02.660 --> 00:15:03.780]  弟兄姐妹們
[00:15:03.780 --> 00:15:06.820]  我們的神祂是孤戀我們的神
[00:15:06.820 --> 00:15:09.180]  祂永遠眷顧我們的牆角
[00:15:09.180 --> 00:15:10.020]  你如果跟祂說
[00:15:10.020 --> 00:15:12.140]  神啊求你給我一萬塊美金吧
[00:15:12.140 --> 00:15:13.540]  神可以跟你說
[00:15:13.540 --> 00:15:14.860]  孩子啊
[00:15:14.860 --> 00:15:16.060]  上次我給了你一萬
[00:15:16.060 --> 00:15:18.300]  你放到銀行裡面都還沒有動呢
[00:15:18.300 --> 00:15:20.500]  你要這一萬幹什麼呢
[00:15:20.500 --> 00:15:21.700]  是不是
[00:15:21.700 --> 00:15:23.140]  神祂永遠顧你們
[00:15:23.140 --> 00:15:26.300]  祂知道我們的需要
[00:15:26.300 --> 00:15:28.740]  要知足要喜樂
[00:15:28.740 --> 00:15:30.300]  並不是說
[00:15:30.300 --> 00:15:32.100]  你就不會有憂愁煩惱
[00:15:32.100 --> 00:15:33.620]  不會有困苦泛濫
[00:15:33.620 --> 00:15:34.940]  你知道嗎
[00:15:34.940 --> 00:15:36.860]  如果有看荒漠甘泉的
[00:15:36.860 --> 00:15:39.660]  今天荒漠甘泉就講了說
[00:15:39.660 --> 00:15:42.260]  傳道書七章三節
[00:15:42.260 --> 00:15:44.780]  憂愁強加息笑
[00:15:44.780 --> 00:15:47.100]  因為面帶愁容
[00:15:47.100 --> 00:15:50.340]  中閉使心喜樂
[00:15:50.340 --> 00:15:52.660]  我剛看到這個的時候我心想
[00:15:52.660 --> 00:15:55.460]  憂愁怎麼強過息笑呢
[00:15:55.460 --> 00:15:58.260]  憂愁怎麼強過喜樂呢
[00:15:58.260 --> 00:16:00.540]  哦 原來他說啊
[00:16:00.540 --> 00:16:02.780]  你憂愁你因為困苦
[00:16:02.780 --> 00:16:06.580]  煩惱患難逼迫而憂愁的話
[00:16:06.580 --> 00:16:10.660]  祂會把你帶到一個更深的境界裡面去
[00:16:10.660 --> 00:16:12.340]  我常常喜歡舉的例子是
[00:16:12.340 --> 00:16:14.820]  有養孩子的人就知道
[00:16:14.820 --> 00:16:18.780]  當孩子他在要長大長高的時候
[00:16:18.780 --> 00:16:21.020]  那個晚上會哭會鬧
[00:16:21.020 --> 00:16:24.540]  因為他不舒服骨骼撐撐
[00:16:24.540 --> 00:16:25.700]  他就哭
[00:16:25.700 --> 00:16:28.220]  早上起來的時候多了兩公分
[00:16:28.220 --> 00:16:29.140]  是不是
[00:16:29.140 --> 00:16:32.220]  因為這叫做growing pain
[00:16:32.220 --> 00:16:34.700]  當我們的生命要成長的時候
[00:16:34.700 --> 00:16:37.020]  你會有憂愁又會煩惱
[00:16:37.020 --> 00:16:39.980]  所以我們的生命就更加深
[00:16:39.980 --> 00:16:43.260]  所以我們的憂愁會帶我們
[00:16:43.260 --> 00:16:45.820]  進入更深的境界
