
[00:00:00.000 --> 00:00:04.820]  咁同隔離嗰位姊妹講聲祝佢母親節快樂好嗎
[00:02:51.780 --> 00:02:53.060]  威咗啦嘛
[00:02:53.060 --> 00:02:54.420]  咁就冇咁嗲啦嘛
[00:02:54.420 --> 00:02:57.780]  但生個女出嚟呢 就撚死啲阿爸㗎啦
[00:02:57.780 --> 00:02:59.580]  咁所以姐妹們 聰明啲喎
[00:02:59.580 --> 00:03:01.460]  你唔想你老公包二奶呢
[00:03:01.460 --> 00:03:03.580]  生多幾個女呢 纏住佢呢
[00:03:03.580 --> 00:03:06.140]  可能都係一個方法嚟嘅
[00:03:06.140 --> 00:03:09.660]  小朋友幸福 或者我哋後生呢一代嘅
[00:03:09.660 --> 00:03:11.940]  做媽咪嘅大部分都已經係
[00:03:11.940 --> 00:03:13.580]  冇我哋嗰代咁慘㗎啦
[00:03:13.580 --> 00:03:16.500]  我哋嗰代呢 其實大部分嘅都係
[00:03:16.500 --> 00:03:17.860]  得唔到爸爸愛惜嘅
[00:03:17.860 --> 00:03:21.220]  因為嗰時重男輕女嘅觀念係仍然存在
[00:03:21.220 --> 00:03:23.620]  咁但係而家呢一代呢 已經係冇㗎啦
[00:03:23.620 --> 00:03:24.660]  咁係咪因為咁樣
[00:03:24.660 --> 00:03:26.780]  我哋呢代嘅女人幸福啲呢
[00:03:26.780 --> 00:03:28.300]  咁又唔見得喎
[00:03:28.300 --> 00:03:30.460]  而家呢一代 唔知點解搵老公呢
[00:03:30.460 --> 00:03:32.380]  就難過以前嗰代㗎喎
[00:03:32.380 --> 00:03:35.140]  以前呢 無論如何 咩樣都好啦
[00:03:35.140 --> 00:03:36.540]  即係阿媽帶你個相睇呢
[00:03:36.540 --> 00:03:38.500]  就點都搵個人嫁到佢嘅
[00:03:38.500 --> 00:03:40.100]  咁而家呢 我哋有學識啦
[00:03:40.100 --> 00:03:42.100]  自己話是自由戀愛呢
[00:03:42.100 --> 00:03:43.460]  反而見到啲人呢
[00:03:43.460 --> 00:03:45.940]  想搵個老公係好難㗎喎
[00:03:45.940 --> 00:03:49.140]  搵一個能夠同你一世人
[00:03:49.140 --> 00:03:51.780]  即係長守到老嗰啲呢
[00:03:51.780 --> 00:03:53.060]  更加真係困難啦
[00:03:53.060 --> 00:03:55.300]  一般都離婚嘅情況呢
[00:03:55.300 --> 00:03:56.580]  都幾嚴重嘅
[00:03:56.580 --> 00:03:58.300]  其實喺香港嘅狀態
[00:03:58.300 --> 00:04:01.260]  咁所以亦都令到女人係好多眼淚嘅
[00:04:01.260 --> 00:04:03.940]  咁生仔呢 本來就係好自然嘅事嘅
[00:04:03.940 --> 00:04:04.460]  係咪呀
[00:04:04.460 --> 00:04:07.300]  以前嘅家計會呢 嘅口號係咩呀
[00:04:07.300 --> 00:04:09.580]  兩個就夠曬數呀嘛 係咪
[00:04:09.580 --> 00:04:11.020]  家計會就教你呢
[00:04:11.020 --> 00:04:13.220]  就即係點樣係節育呀
[00:04:13.220 --> 00:04:14.540]  唔使生咁多嘅
[00:04:14.540 --> 00:04:16.180]  而家家計會唔做呢啲嘢㗎啦
[00:04:16.180 --> 00:04:17.220]  你知唔知呀
[00:04:17.220 --> 00:04:19.380]  而家家計會呢 要返轉頭係咩呀
[00:04:19.380 --> 00:04:21.740]  就幫你點樣可以生到仔喎
[00:04:21.740 --> 00:04:23.380]  咁所以我成日都讚家計會
[00:04:23.380 --> 00:04:25.220]  當初呢 係好有智慧嘅
[00:04:25.220 --> 00:04:26.740]  佢改咗個好嘅名
[00:04:26.740 --> 00:04:28.700]  就叫家計啫
[00:04:28.700 --> 00:04:30.260]  生好唔生好啦
[00:04:30.260 --> 00:04:32.940]  都係計劃 咁佢唔使改名啦 係咪
[00:04:32.940 --> 00:04:35.140]  唔知點解 本來好自然嘅事
[00:04:35.140 --> 00:04:38.380]  而家呢 生仔呢 卻係困難重重
[00:04:38.380 --> 00:04:39.380]  所以係咁嘅時候
[00:04:39.380 --> 00:04:40.540]  今日喺母親節我哋睇下
[00:04:40.540 --> 00:04:41.900]  而家現代嘅
[00:04:41.900 --> 00:04:42.940]  所謂嘅媽媽呢
[00:04:42.940 --> 00:04:44.940]  出城市嘅壓力其實幾大嘅
[00:04:44.940 --> 00:04:46.540]  你見到母親節呢
[00:04:46.540 --> 00:04:48.260]  啲卡呀啲嘢好sweet呀好靚
[00:04:48.260 --> 00:04:49.260]  見到頭先啲
[00:04:49.260 --> 00:04:52.020]  女兒唱歌嘩真係好感動係咪
[00:04:52.020 --> 00:04:54.660]  但實際上 而家做媽媽嘅壓力係好大
[00:04:54.660 --> 00:04:57.500]  有幾多人真係了解佢哋嘅心路歷程
[00:04:57.500 --> 00:05:00.100]  有幾多人真係顧念到佢嘅需要呢
[00:05:00.100 --> 00:05:02.100]  可能好多當中係做丈夫嘅
[00:05:02.100 --> 00:05:03.260]  好坦白咁講
[00:05:03.260 --> 00:05:05.180]  你會見到你太太發癲個樣
[00:05:05.180 --> 00:05:07.100]  你會覺得佢好緊張
[00:05:07.100 --> 00:05:10.180]  你覺得佢哋好似攞虎離山咁樣
[00:05:10.180 --> 00:05:12.540]  但係我今日好想你真係去明白一下
[00:05:12.540 --> 00:05:15.660]  究竟而家我哋一班特別年輕嘅媽媽
[00:05:15.660 --> 00:05:17.780]  所面對嘅壓力係有幾大
[00:05:17.780 --> 00:05:22.700]  以前嘅人生仔同而家生仔真係完全有兩回事
[00:05:22.700 --> 00:05:26.660]  聖經裏面提到女人原來係喺犯罪之後
[00:05:26.660 --> 00:05:28.860]  係得到兩個好大嘅咒咒
[00:05:28.860 --> 00:05:32.140]  喺《創世紀》三章十六子嗰度講
[00:05:32.140 --> 00:05:33.020]  佢話
[00:05:33.020 --> 00:05:36.140]  我必多多加增你懷胎嘅痛苦
[00:05:36.140 --> 00:05:40.020]  你生兒女嘅時候必多受痛苦
[00:05:40.020 --> 00:05:42.500]  原來原本生仔係唔痛㗎喎
[00:05:42.500 --> 00:05:45.100]  但係卻喺呢個嘅咒咒之下
[00:05:45.100 --> 00:05:49.620]  懷胎生子成為一個好痛苦嘅時間
[00:05:49.620 --> 00:05:52.500]  我哋常常講話十級痛
[00:05:52.500 --> 00:05:55.260]  但係喺呢個科學昌明嘅世代
[00:05:55.260 --> 00:05:57.300]  人類已經用咗自己嘅方法
[00:05:57.300 --> 00:06:00.420]  嚟到去爭奪咗上帝嘅懲罰
[00:06:00.420 --> 00:06:02.420]  而家係流行咩
[00:06:02.420 --> 00:06:04.060]  無痛分娩
[00:06:04.060 --> 00:06:07.500]  十個九個半都話死都唔會自己生
[00:06:07.500 --> 00:06:09.220]  如果你好彩你嘅太太
[00:06:09.220 --> 00:06:10.860]  話都想經歷自己生
[00:06:10.860 --> 00:06:12.060]  經歷自然嘅
[00:06:12.060 --> 00:06:16.420]  咁就好多時都邀請埋我哋啲弟兄入去睇生仔㗎嘛係咪呀
[00:06:16.420 --> 00:06:19.740]  咁弟兄我就有啲勸諭畀你嘅啫
[00:06:19.740 --> 00:06:22.820]  第一就係話你得睇下你自己係咪勇敢啦
[00:06:22.820 --> 00:06:25.300]  唔驚血啦唔驚死啦嗰啲呢
[00:06:25.300 --> 00:06:26.700]  咁你先至好入去
[00:06:26.700 --> 00:06:27.940]  如果唔係呢
[00:06:27.940 --> 00:06:29.540]  你就累我哋呢
[00:06:29.540 --> 00:06:33.300]  嘥咁啲醫護人員嘅能力去急救你呀
[00:06:33.300 --> 00:06:35.420]  搞到唔夠時間照顧我哋啲阿媽
[00:06:35.420 --> 00:06:36.300]  你明唔明白呀
[00:06:36.300 --> 00:06:37.780]  咁所以衡量一下
[00:06:37.780 --> 00:06:40.140]  第二呢你要有啲心理準備喎
[00:06:40.140 --> 00:06:44.060]  我聽到有啲喺做產房嘅即係護士講呢
[00:06:44.060 --> 00:06:45.740]  而家輕咩嘅呢
[00:06:45.740 --> 00:06:46.300]  冇錯呀
[00:06:46.300 --> 00:06:48.300]  嗌埋個老公揸住手仔
[00:06:48.300 --> 00:06:50.340]  好開心咁入去生仔係咪
[00:06:50.340 --> 00:06:50.860]  嘩
[00:06:50.860 --> 00:06:53.260]  但係十級痛一嚟嘅時候呢
[00:06:53.260 --> 00:06:57.740]  你要預備心理個老婆可能突然間會講粗口鬧爆你㗎喎佢哋話
[00:06:57.740 --> 00:07:00.140]  所以產房係好多粗口㗎
[00:07:00.140 --> 00:07:02.260]  仲有呢就係佢好痛㗎嘛係咪
[00:07:02.260 --> 00:07:05.180]  揸住你隻手你就一樣同樣咁痛啦
[00:07:05.180 --> 00:07:08.620]  有啲更狼嘅呢係攞你隻手出嚟
[00:07:08.620 --> 00:07:11.940]  咬住嘅真係咬到佢生為止
[00:07:11.940 --> 00:07:16.820]  OK咁所以弟兄你應該都即係預備一下或者戴個手套入去呢
[00:07:16.820 --> 00:07:17.820]  咁會好啲啦
[00:07:17.820 --> 00:07:18.700]  OK
[00:07:18.700 --> 00:07:23.060]  咁所以生仔嘅痛苦醫學昌明可能幫到我哋女人
[00:07:23.060 --> 00:07:25.540]  但第二個嘅周座就好困難呀
[00:07:25.540 --> 00:07:27.860]  佢話你必戀慕你嘅丈夫
[00:07:27.860 --> 00:07:29.820]  他必管核你
[00:07:29.820 --> 00:07:31.780]  無論幾叻嘅女人都好啦
[00:07:31.780 --> 00:07:33.220]  即係事業幾有誠都好
[00:07:33.220 --> 00:07:34.580]  總想結婚
[00:07:34.580 --> 00:07:39.100]  當結婚嘅時候總希望佢個老公英明神武
[00:07:39.100 --> 00:07:40.500]  即係有話得是嘅
[00:07:40.500 --> 00:07:41.420]  想姐OK
[00:07:41.420 --> 00:07:43.220]  事實唔知係咪一樣嘅
[00:07:43.220 --> 00:07:45.260]  點解你會甘願畀佢管核呢
[00:07:45.260 --> 00:07:47.300]  聖經話原來呢個周座嚟㗎喎
[00:07:47.300 --> 00:07:48.820]  你戀慕你嘅丈夫
[00:07:48.820 --> 00:07:51.060]  佢就一定會管核你
[00:07:51.060 --> 00:07:52.620]  咁點樣解脫呢
[00:07:52.620 --> 00:07:56.340]  醫學呢就畀唔到我哋有啲咩針可以打懵咗個
[00:07:56.340 --> 00:07:58.500]  個老公去處理呢個問題
[00:07:58.500 --> 00:08:01.220]  但係聖經可以調返轉讀㗎喎
[00:08:01.220 --> 00:08:02.740]  佢話你
[00:08:02.740 --> 00:08:04.060]  戀慕你嘅老公
[00:08:04.060 --> 00:08:06.300]  所以你個老公就會咩
[00:08:06.300 --> 00:08:07.500]  管核你
[00:08:07.500 --> 00:08:09.340]  咁點樣爭脫呢
[00:08:09.340 --> 00:08:10.700]  調返轉讀嘅時候
[00:08:10.700 --> 00:08:12.980]  如果你唔想你老公管核你
[00:08:12.980 --> 00:08:13.900]  有咩辦法啦
[00:08:13.900 --> 00:08:19.260]  我冇講㗎你自己講㗎咋
[00:08:19.260 --> 00:08:20.860]  咁自己返去領悟一下
[00:08:20.860 --> 00:08:21.700]  OK
[00:08:21.700 --> 00:08:23.900]  女人點樣可以脫離呢兩個周座呢
[00:08:23.900 --> 00:08:26.420]  我覺得真係要求主憐憫㗎啫你問我
[00:08:26.420 --> 00:08:29.180]  事實上以前做媽媽輕鬆好多㗎
[00:08:29.180 --> 00:08:30.980]  淨係有仔衫咪得囉係咪
[00:08:30.980 --> 00:08:32.980]  雖然懷胎呢仍然都係好辛苦
[00:08:32.980 --> 00:08:34.420]  同埋都係危險嘅
[00:08:34.420 --> 00:08:36.300]  但係而家做媽媽呢好複雜
[00:08:36.300 --> 00:08:38.420]  好自然嘅嘢就搞到好複雜
[00:08:38.420 --> 00:08:39.700]  以前嘅人唔使考慮
[00:08:39.700 --> 00:08:42.220]  一定係為暴無語㗎係咪
[00:08:42.220 --> 00:08:45.260]  但係而家我哋好多都愛護小朋友
[00:08:45.260 --> 00:08:46.940]  都覺得係健康緊要啲嘢
[00:08:46.940 --> 00:08:48.620]  都想為暴無語㗎
[00:08:48.620 --> 00:08:49.940]  但係我哋面對嘅壓力
[00:08:49.940 --> 00:08:52.300]  或者係個環境都係好困難嘅
[00:08:52.300 --> 00:08:53.940]  好多樣嘢唔就便啦
[00:08:53.940 --> 00:08:55.820]  人嘅眼光好奇怪啦
[00:08:55.820 --> 00:08:58.820]  最重要一樣嘢呢係心魔
[00:08:58.820 --> 00:09:00.660]  點解話係心魔呢
[00:09:00.660 --> 00:09:03.380]  因為以前啲師奶喺屋企呢照顧仔㗎嘛
[00:09:03.380 --> 00:09:06.300]  自己食得清淡健健康康餵仔就算啦
[00:09:06.300 --> 00:09:07.380]  又唔使見人
[00:09:07.380 --> 00:09:09.500]  但係而家大部分係相職嘅婦女
[00:09:09.500 --> 00:09:11.620]  好快趣你哋就要返工
[00:09:11.620 --> 00:09:15.100]  返工又要應酬又要見客又要見朋友
[00:09:15.100 --> 00:09:17.940]  唔係喺屋企呢即係好似當坐月嗰陣時候呢
[00:09:17.940 --> 00:09:20.860]  有個坐月嚟幫你係去即係預備你嘅飯食
[00:09:20.860 --> 00:09:22.660]  所以而家精彩啦
[00:09:22.660 --> 00:09:26.700]  兩個月嘅BB係可以生暗瘡㗎
[00:09:26.700 --> 00:09:29.700]  知唔知點解呀
[00:09:29.700 --> 00:09:31.940]  睇佢食咩牌子嘅奶嘛
[00:09:31.940 --> 00:09:32.700]  係咪呀
[00:09:32.700 --> 00:09:34.620]  你估餵牧母魚咁易㗎
[00:09:34.620 --> 00:09:39.140]  女人要去控制自己嗰個嘅即係食嘅嘢健康
[00:09:39.140 --> 00:09:41.620]  都係一件好鬼艱難嘅事嚟㗎
[00:09:41.620 --> 00:09:43.580]  特別你已經懷湯一段時間
[00:09:43.580 --> 00:09:45.180]  滯咗咁耐啦嘛係咪
[00:09:45.180 --> 00:09:47.300]  坐完月之後就想咩呀
[00:09:47.300 --> 00:09:49.180]  放監㗎啦係咪呀
[00:09:49.180 --> 00:09:51.100]  因此返咗工之後
[00:09:51.100 --> 00:09:53.140]  一次推得兩次推得
[00:09:53.140 --> 00:09:54.820]  應酬總推唔到
[00:09:54.820 --> 00:09:56.820]  你就會發現你會食到
[00:09:56.820 --> 00:10:00.260]  天婦羅啦韓國燒啦係咪呀
[00:10:00.260 --> 00:10:03.180]  仲有瘋狂嘅打邊爐啦
[00:10:03.180 --> 00:10:06.100]  咁所以你明白你食乜你個仔食乜㗎嘛
[00:10:06.100 --> 00:10:09.940]  兩個月嘅BB足以可以生暗瘡囉
[00:10:09.940 --> 00:10:11.060]  你明白嗎
[00:10:11.060 --> 00:10:14.940]  所以你諗下我哋能夠去餵捕母魚嘅姐妹們
[00:10:14.940 --> 00:10:15.900]  佢又返緊工
[00:10:15.900 --> 00:10:20.460]  佢承受嘅嗰個壓力呢可能係我哋冇諗過嘅
[00:10:20.460 --> 00:10:24.100]  另外呢就係話以前呢乜嘢叫做賢妻良母呀
[00:10:24.100 --> 00:10:28.460]  教得好啲仔女乾乾淨淨企企理理
[00:10:28.460 --> 00:10:32.220]  拜年嘅時候識得叫下人早晨
[00:10:32.220 --> 00:10:34.460]  咁樣就係覺得有咩呀
[00:10:34.460 --> 00:10:36.140]  有家教㗎啦
[00:10:36.140 --> 00:10:37.100]  咩叫家教呢
[00:10:37.100 --> 00:10:40.220]  而家啲人就以為家教教咩家長教師會係咪
[00:10:40.220 --> 00:10:43.140]  唔係呀家教呢就係屋企裏面
[00:10:43.140 --> 00:10:46.420]  就係媽親自教導你嘅做人道理
[00:10:46.420 --> 00:10:47.620]  好簡單㗎啫
[00:10:47.620 --> 00:10:50.700]  簡簡單單咁樣人哋覺得你個太太真係好啦
[00:10:50.700 --> 00:10:52.300]  即係賢妻良母啦
[00:10:52.300 --> 00:10:54.380]  但係而家嘅女人就陰公呀
[00:10:54.380 --> 00:10:55.220]  點解呀
[00:10:55.220 --> 00:10:56.620]  因為越嚟越叻喇嘛
[00:10:56.620 --> 00:10:57.740]  佢哋返工喇嘛
[00:10:57.740 --> 00:10:58.340]  係咪
[00:10:58.340 --> 00:10:59.860]  號令天下喇嘛
[00:10:59.860 --> 00:11:01.700]  於是所有人對佢哋期望好高
[00:11:01.700 --> 00:11:03.540]  或者佢比自己期望好高
[00:11:03.540 --> 00:11:06.740]  佢嘅仔女唔係淨係要企企理理識人早晨㗎啦
[00:11:06.740 --> 00:11:08.060]  讀書又要叻
[00:11:08.060 --> 00:11:09.340]  最好一定要升大學
[00:11:09.340 --> 00:11:12.820]  攞到10A上埋頭條更加好添啦
[00:11:12.820 --> 00:11:14.580]  再要一樣嘢呢
[00:11:14.580 --> 00:11:19.100]  各大親屬嘅宴會嘅裏面
[00:11:19.100 --> 00:11:22.380]  佢嘅仔女點都要有返一啲技能
[00:11:22.380 --> 00:11:24.420]  出嚟表演下呀嘛
[00:11:24.420 --> 00:11:25.580]  你明唔明呀
[00:11:25.580 --> 00:11:27.820]  咁所以就要逼仔女讀書之外
[00:11:27.820 --> 00:11:30.500]  仲要學下嗰啲咁嘅琴棋書畫啦
[00:11:30.500 --> 00:11:31.900]  各樣都要去學
[00:11:31.900 --> 00:11:34.740]  而家最慘就係連學校呢就發現鋼琴呢
[00:11:34.740 --> 00:11:36.020]  有啲太普通啦
[00:11:36.020 --> 00:11:37.540]  話唔計分喎
[00:11:37.540 --> 00:11:39.980]  佢一句話唔計分就大件事啦
[00:11:39.980 --> 00:11:42.340]  你知唔知而家興學咩呀
[00:11:42.340 --> 00:11:44.580]  興學樹琴囉
[00:11:44.580 --> 00:11:47.540]  又要好有錢又要夠大隻先抬得起嗰啲呢
[00:11:47.540 --> 00:11:49.380]  仲有阿媽都唔知點樣陪你喎
[00:11:49.380 --> 00:11:49.900]  你明唔明呀
[00:11:49.900 --> 00:11:52.780]  因為我哋嗰代呢無人識彈樹琴㗎嘛
[00:11:52.780 --> 00:11:56.820]  嗰個困難呢真係好難向人哋去分享嘅
[00:11:56.820 --> 00:11:57.980]  最慘就一樣嘢
[00:11:57.980 --> 00:11:59.900]  係咪就係彈琴呢都ok都唔得
[00:11:59.900 --> 00:12:02.540]  仲要搞一樣呢叫運動
[00:12:02.540 --> 00:12:04.260]  因為身體好嘛係咪
[00:12:04.260 --> 00:12:05.500]  表面上係咁講
[00:12:05.500 --> 00:12:07.980]  嘅運動最重要呢唔係身體好嘅原來
[00:12:07.980 --> 00:12:09.700]  其實係用嚟攞獎嘅
[00:12:09.700 --> 00:12:11.860]  所以而家好細個嘅呢
[00:12:11.860 --> 00:12:14.460]  你唔好話學劍呀或者係即係
[00:12:14.460 --> 00:12:17.020]  學咩打羽毛球嗰啲咁嗰啲濕碎啦
[00:12:17.020 --> 00:12:18.900]  而家係興學咩呀
[00:12:18.900 --> 00:12:21.140]  歌爾夫球呀
[00:12:21.140 --> 00:12:23.380]  知唔知㗎係幼稚園咗喎
[00:12:23.380 --> 00:12:27.460]  點解呢為的事要整好嗰本咁嘅嘢呢
[00:12:27.460 --> 00:12:29.260]  嚟到去考咩呀
[00:12:29.260 --> 00:12:31.460]  唔係考做特首呀
[00:12:31.460 --> 00:12:34.180]  考幼稚園就都係
[00:12:34.180 --> 00:12:39.060]  而家所有呢度啲嘢只係預備佢哋入幼稚園
[00:12:39.060 --> 00:12:42.740]  所以你諗下呢湊緊仔嘅姐妹呢
[00:12:42.740 --> 00:12:46.500]  佢哋遇到嗰個壓力呢真係唔係我哋呢代嘅女人呢
[00:12:46.500 --> 00:12:48.020]  可能真係明白得到
[00:12:48.020 --> 00:12:50.180]  所以有時教會年齡層都大
[00:12:50.180 --> 00:12:52.020]  嘩而家呢度咁搞㗎
[00:12:52.020 --> 00:12:53.100]  佢哋咁㗎
[00:12:53.100 --> 00:12:55.860]  點解又唔出得街呀你唔明白
[00:12:55.860 --> 00:13:00.540]  因為而家嘅人對於媽媽嗰個要求呢
[00:13:00.540 --> 00:13:04.460]  的而且確我覺得係有啲瘋狂呢同埋過份嘅
[00:13:04.460 --> 00:13:07.900]  所以你諗下我哋常常講一個杯蓋
[00:13:07.900 --> 00:13:09.860]  冚到幾多隻杯呀
[00:13:09.860 --> 00:13:12.860]  一個個女人佢要幾十項全能
[00:13:12.860 --> 00:13:17.260]  先至可以幫大家呢訓練到一個十項全能嘅仔女
[00:13:17.260 --> 00:13:18.700]  或者係孫呢
[00:13:18.700 --> 00:13:22.300]  所以姐妹請你對我哋年輕一代嘅媽媽呢
[00:13:22.300 --> 00:13:25.500]  即係多啲嘅支持同埋呢個嘅鼓勵好嗎
[00:13:25.500 --> 00:13:27.380]  我哋畀掌聲鼓勵下佢哋
[00:13:27.380 --> 00:13:29.100]  因為真係好艱難㗎
[00:13:29.100 --> 00:13:32.940]  你咁辛苦去湊小朋友到佢識講嘢嗰下
[00:13:32.940 --> 00:13:36.380]  你知啦小公主都係畀爸爸仲壞㗎嘛
[00:13:36.380 --> 00:13:38.340]  當佢哋回你兩嘴嘅時候
[00:13:38.340 --> 00:13:41.740]  我哋見到好多媽咪個心呢即刻碎曬
[00:13:42.900 --> 00:13:45.780]  你逼我讀書咋嘛你逼我乜咋嘛你乜咋嘛
[00:13:45.780 --> 00:13:47.380]  老公都唔會幫㗎係咪
[00:13:47.380 --> 00:13:50.500]  但係喺嗰啲環境裏邊個能夠明白
[00:13:50.500 --> 00:13:52.580]  做媽媽嘅心腸呢
[00:13:52.580 --> 00:13:55.300]  所以靚女而家真係好多
[00:13:55.300 --> 00:13:57.900]  但係你見到佢大部分都係咁嘅樣
[00:13:57.900 --> 00:14:00.700]  又靚又叻
[00:14:00.700 --> 00:14:02.460]  但係真係好多眼淚
[00:14:02.460 --> 00:14:04.940]  最慘嗰陣時候嗰個嘅冤屈呢
[00:14:04.940 --> 00:14:07.180]  都唔知點同人哋講呀
[00:14:07.180 --> 00:14:08.700]  所以頂姐妹
[00:14:08.700 --> 00:14:10.860]  係咪喺呢個時候喺母親節要提出下
[00:14:10.860 --> 00:14:13.300]  如何拯救下我哋啲媽媽呢
[00:14:13.300 --> 00:14:15.620]  佢哋係需要大家好多嘅體諒
[00:14:15.620 --> 00:14:17.220]  好多個保護呀
[00:14:17.220 --> 00:14:19.260]  特別我哋當中有幾多係做丈夫嘅
[00:14:19.260 --> 00:14:20.980]  做咗爸爸嘅佢下手
[00:14:20.980 --> 00:14:23.180]  同隔離個同學講請你幫幫手啦
[00:14:23.180 --> 00:14:26.460]  我當然知道而家我哋教嘅
[00:14:26.460 --> 00:14:28.140]  我哋千百出名好男人多㗎
[00:14:28.140 --> 00:14:29.860]  所以佢哋已經好好㗎啦ok
[00:14:29.860 --> 00:14:32.220]  所以究竟邊個真係明白我哋自己
[00:14:32.220 --> 00:14:33.820]  即係一個女性
