
[00:00:00.000 --> 00:00:06.000]  今天這個題目《聖經中的雲彩與我何干》
[00:02:09.000 --> 00:02:11.000]  只是覺得如果你坐窗口位
[00:02:11.000 --> 00:02:13.000]  你會暈暈的 為什麼呢
[00:02:13.000 --> 00:02:17.000]  一塊暈 二塊暈 在你身邊飄過
[00:02:17.000 --> 00:02:21.000]  嘩 有時候又有一些氣流 是不是
[00:02:21.000 --> 00:02:26.000]  暈來暈去 其實你都挺茫茫一片的
[00:02:26.000 --> 00:02:31.000]  但是這次我看到 嘩 很偉大
[00:02:31.000 --> 00:02:33.000]  誰做暈的呢
[00:02:33.000 --> 00:02:37.000]  暈海或者暈彩在哪裡來的呢
[00:02:37.000 --> 00:02:39.000]  我就去查聖經
[00:02:39.000 --> 00:02:43.000]  就發覺原來聖經裡面有很多次提到暈
[00:02:43.000 --> 00:02:49.000]  暈很多 如果加上暈彩或者暈海
[00:02:49.000 --> 00:02:51.000]  嘩 都很多
[00:02:51.000 --> 00:02:53.000]  今天希望說得完
[00:02:53.000 --> 00:02:55.000]  大家就幫幫我
[00:02:55.000 --> 00:02:58.000]  如果你中眼睡 我會說得很快的
[00:02:58.000 --> 00:03:00.000]  為什麼呢 看到每個人都眼睛睜
[00:03:00.000 --> 00:03:02.000]  那就快點說
[00:03:02.000 --> 00:03:07.000]  要不然你們睡覺 我陪你們睡覺就很晚了
[00:03:07.000 --> 00:03:09.000]  約伯結先來說什麼呢
[00:03:09.000 --> 00:03:14.000]  三十六章二十八節說 雲彩將雨落下
[00:03:14.000 --> 00:03:17.000]  沛然降雨世人
[00:03:17.000 --> 00:03:19.000]  約伯記很好
[00:03:19.000 --> 00:03:21.000]  其實你讀約伯記
[00:03:21.000 --> 00:03:25.000]  你會發覺約伯真的是一個很有詩意
[00:03:25.000 --> 00:03:27.000]  很有文彩的人
[00:03:27.000 --> 00:03:29.000]  他這個好像一個對聯一樣 是不是
[00:03:29.000 --> 00:03:31.000]  雲彩用來做什麼的
[00:03:31.000 --> 00:03:34.000]  就是給雨落下來的
[00:03:34.000 --> 00:03:36.000]  然後降給世人
[00:03:36.000 --> 00:03:40.000]  現在是沛然降 就是說很豐富的
[00:03:40.000 --> 00:03:43.000]  是滲透整個大地的
[00:03:43.000 --> 00:03:47.000]  然後他說 雲彩如何浮於空中
[00:03:47.000 --> 00:03:50.000]  那知悉傳避者奇妙的作為
[00:03:50.000 --> 00:03:52.000]  你知道嗎
[00:03:52.000 --> 00:03:55.000]  為什麼那些雲可以浮在空中
[00:03:55.000 --> 00:03:58.000]  而且可以到時候下雨給我們
[00:03:58.000 --> 00:04:02.000]  他說 你知不知道為什麼可以這樣
[00:04:02.000 --> 00:04:05.000]  我有一次坐飛機去美里蘭
[00:04:05.000 --> 00:04:07.000]  去到華盛頓DC
[00:04:07.000 --> 00:04:09.000]  然後再開車去美里蘭
[00:04:09.000 --> 00:04:10.000]  那裡也是
[00:04:10.000 --> 00:04:14.000]  我們在空中雲彩的上面
[00:04:14.000 --> 00:04:16.000]  是光猛的 有太陽
[00:04:16.000 --> 00:04:20.000]  很舒服的 好像棉花床那樣
[00:04:20.000 --> 00:04:24.000]  但是當飛機一落雲下面
[00:04:24.000 --> 00:04:26.000]  原來正在下大雨
[00:04:26.000 --> 00:04:28.000]  那個情景是很有趣的
[00:04:28.000 --> 00:04:30.000]  就是差一線而已
[00:04:30.000 --> 00:04:32.000]  上邊很太陽
[00:04:32.000 --> 00:04:34.000]  下面下大雨
[00:04:34.000 --> 00:04:36.000]  所以那天人們來接機
[00:04:36.000 --> 00:04:40.000]  都是要擔雨傘穿雨衣 很大雨
[00:04:40.000 --> 00:04:42.000]  我體會到真的
[00:04:42.000 --> 00:04:45.000]  雲彩浮在空中
[00:04:45.000 --> 00:04:48.000]  是有奇妙的作為 就是神的作為
[00:04:48.000 --> 00:04:51.000]  就是要把雨水賜給我們
[00:04:51.000 --> 00:04:55.000]  34節說 你能夠向雲彩揚起聲來
[00:04:55.000 --> 00:04:58.000]  洗傾盆的雨遮蓋你嗎
[00:04:58.000 --> 00:05:03.000]  37節說 誰能用智慧數算雲彩呢
[00:05:03.000 --> 00:05:06.000]  我們以為好聰明
[00:05:06.000 --> 00:05:08.000]  我們很多東西發明了 是不是
[00:05:08.000 --> 00:05:12.000]  特別現在很多研究很成功
[00:05:12.000 --> 00:05:14.000]  無論疾病也好
[00:05:14.000 --> 00:05:18.000]  無論什麼科學上的發現也好
[00:05:18.000 --> 00:05:21.000]  但是你能不能夠大聲地說
[00:05:21.000 --> 00:05:23.000]  我們很久沒有雨了
[00:05:23.000 --> 00:05:25.000]  雲 你快點下雨吧
[00:05:25.000 --> 00:05:27.000]  就算你看到雲
[00:05:27.000 --> 00:05:29.000]  它不一定會幫你下雨 是不是
[00:05:29.000 --> 00:05:31.000]  所以他說 我們根本沒有這個主權
[00:05:31.000 --> 00:05:35.000]  沒有這個能力去吩咐雲去做
[00:05:35.000 --> 00:05:39.000]  你以為它應該做的事情就是下雨
[00:05:39.000 --> 00:05:42.000]  我們加州有一段時間都沒有雨水 是不是
[00:05:42.000 --> 00:05:47.000]  我記得水務局叫我們不要用那麼多水
[00:05:47.000 --> 00:05:50.000]  你用得多水是會罰錢 是不是
[00:05:50.000 --> 00:05:54.000]  所以有人告訴我 說罰了幾百塊錢
[00:05:54.000 --> 00:05:57.000]  真的 你知道有時候我們在加州
[00:05:57.000 --> 00:06:00.000]  最喜歡是洗澡洗很久
[00:06:00.000 --> 00:06:02.000]  不只是加州 可能全世界也是
[00:06:02.000 --> 00:06:07.000]  因為你覺得那時候是最放鬆最舒服的時候
[00:06:07.000 --> 00:06:10.000]  有時候你不是唱一首歌就洗完了
[00:06:10.000 --> 00:06:12.000]  你是唱十首歌都還沒洗完
[00:06:12.000 --> 00:06:14.000]  那些水不斷地淋下來
[00:06:14.000 --> 00:06:16.000]  有些人覺得從頭淋下來
[00:06:16.000 --> 00:06:19.000]  那個人清醒很多 浪費水 是不是
[00:06:19.000 --> 00:06:22.000]  我們也嘗過什麼是旱災
[00:06:22.000 --> 00:06:25.000]  都不敢淋花淋草
[00:06:25.000 --> 00:06:27.000]  如果你在門口淋
[00:06:27.000 --> 00:06:30.000]  被人看到你又是給一張罰單
[00:06:30.000 --> 00:06:32.000]  你說現在不准這樣淋花
[00:06:32.000 --> 00:06:34.000]  還有你洗車也是被人說
[00:06:34.000 --> 00:06:36.000]  就算沒有罰單
[00:06:36.000 --> 00:06:38.000]  鄰居也看你幹什麼
[00:06:38.000 --> 00:06:41.000]  你這麼浪費水在洗車
[00:06:41.000 --> 00:06:44.000]  雲帶給我們雨水
[00:06:44.000 --> 00:06:46.000]  但是雲還有什麼意思呢
[00:06:46.000 --> 00:06:48.000]  或者說這個彩雲
[00:06:48.000 --> 00:06:50.000]  雲彩帶給我們什麼意思呢
[00:06:50.000 --> 00:06:52.000]  我看到有幾樣東西
[00:06:52.000 --> 00:06:57.000]  大家一邊說一邊感受一下 體驗一下
[00:06:57.000 --> 00:07:00.000]  看看你是不是跟我一樣的想法
[00:07:00.000 --> 00:07:06.000]  神將天雄放在雲彩中 雨地立藥
[00:07:06.000 --> 00:07:08.000]  這個很熟悉的
[00:07:08.000 --> 00:07:12.000]  就是彩雲之藥
[00:07:12.000 --> 00:07:13.000]  我們讀一讀吧
[00:07:13.000 --> 00:07:16.000]  創世紀九章十三十四和十六節
[00:07:16.000 --> 00:07:18.000]  弟兄們請你們幫我讀好不好
[00:07:18.000 --> 00:07:23.000]  請 我把雄放在雲彩中
[00:07:23.000 --> 00:07:28.000]  這就可作我雨地立藥的記號了
[00:07:28.000 --> 00:07:31.000]  我此雲彩蓋地的時候
[00:07:31.000 --> 00:07:34.000]  必有雄現在雲彩中
[00:07:34.000 --> 00:07:37.000]  雄必現在雲彩中
[00:07:37.000 --> 00:07:40.000]  我看見就要紀念
[00:07:40.000 --> 00:07:46.000]  我雨地上各樣活物所立的榮耀
[00:07:46.000 --> 00:07:48.000]  這裡提到的第一樣東西
[00:07:48.000 --> 00:07:50.000]  出現在聖經中的雲彩
[00:07:50.000 --> 00:07:54.000]  就是神要同地立藥
[00:07:54.000 --> 00:07:57.000]  大家記得 人犯罪到的地步無可收拾了
[00:07:57.000 --> 00:08:00.000]  神說我無法再容忍了
[00:08:00.000 --> 00:08:04.000]  所以祂就叫羅亞去做一隻方舟
[00:08:04.000 --> 00:08:06.000]  做的時候其實方舟很大隻
[00:08:06.000 --> 00:08:09.000]  可以容納多些人 多些動物
[00:08:09.000 --> 00:08:14.000]  一邊起方舟 一邊羅亞在傳道
[00:08:14.000 --> 00:08:16.000]  叫人們快點悔改
[00:08:16.000 --> 00:08:17.000]  我做這麼大的船
[00:08:17.000 --> 00:08:19.000]  是因為快要有洪水
[00:08:19.000 --> 00:08:23.000]  不只是大雨 天上有水下來
[00:08:23.000 --> 00:08:26.000]  下面的深淵也有水湧上來
[00:08:26.000 --> 00:08:28.000]  他說這個世界快要滅亡了
[00:08:28.000 --> 00:08:29.000]  我們快點悔改
[00:08:29.000 --> 00:08:33.000]  結果說了很久
[00:08:33.000 --> 00:08:37.000]  都沒有人肯進去這個方舟
[00:08:37.000 --> 00:08:39.000]  最後只有八個人
[00:08:39.000 --> 00:08:42.000]  所以大家記得我們中國人的船字
[00:08:42.000 --> 00:08:45.000]  一個舟在旁邊 有多少口?
[00:08:45.000 --> 00:08:47.000]  八口
[00:08:47.000 --> 00:08:49.000]  所以那時候的人研究中國文字
[00:08:49.000 --> 00:08:52.000]  覺得它很配合聖經
[00:08:52.000 --> 00:08:55.000]  一隻船 有八個人在裡面
[00:08:55.000 --> 00:08:58.000]  這個就是羅亞方舟
[00:08:58.000 --> 00:09:02.000]  羅亞方舟就是神的恩典
[00:09:02.000 --> 00:09:05.000]  因為神在毀滅世界之前
[00:09:05.000 --> 00:09:07.000]  祂給人一個機會
[00:09:07.000 --> 00:09:08.000]  不過人們不相信
[00:09:08.000 --> 00:09:11.000]  結果只有羅亞的人加入了
[00:09:11.000 --> 00:09:15.000]  到了雨水都退了
[00:09:15.000 --> 00:09:17.000]  那些白鴿放出去
[00:09:17.000 --> 00:09:20.000]  他們也搬些葉回來
[00:09:20.000 --> 00:09:23.000]  開始樹長葉了
[00:09:23.000 --> 00:09:24.000]  接著他們也不回來
[00:09:24.000 --> 00:09:26.000]  飛走了
[00:09:26.000 --> 00:09:29.000]  羅亞就知道是時候出去
[00:09:29.000 --> 00:09:30.000]  出去之後
[00:09:30.000 --> 00:09:34.000]  第一件事就是獻祭
[00:09:34.000 --> 00:09:38.000]  他將牛和羊獻給神
[00:09:38.000 --> 00:09:41.000]  然後神真的看到 聞到
[00:09:41.000 --> 00:09:43.000]  祂所獻祭的香味
[00:09:43.000 --> 00:09:48.000]  祂說我跟你們立約就是跟地立約
[00:09:48.000 --> 00:09:53.000]  我不會再用水來毀滅這個世界
[00:09:53.000 --> 00:09:54.000]  但是你記得
[00:09:54.000 --> 00:09:56.000]  不用水毀滅世界
[00:09:56.000 --> 00:09:57.000]  第二次耶穌回來
[00:09:57.000 --> 00:09:59.000]  今天我們唱了幾首歌
[00:09:59.000 --> 00:10:00.000]  都是主再來 是不是
[00:10:00.000 --> 00:10:03.000]  就是用火
[00:10:03.000 --> 00:10:04.000]  我剛剛讀完啟示錄
[00:10:04.000 --> 00:10:06.000]  如果你有機會讀啟示錄
[00:10:06.000 --> 00:10:08.000]  你會讀到一樣東西
[00:10:08.000 --> 00:10:10.000]  叫第二次死
[00:10:10.000 --> 00:10:12.000]  人是通常
[00:10:12.000 --> 00:10:13.000]  大家算一算
[00:10:13.000 --> 00:10:15.000]  你出生一次 是不是
[00:10:15.000 --> 00:10:17.000]  如果你信耶穌
[00:10:17.000 --> 00:10:19.000]  你重生又有一次
[00:10:19.000 --> 00:10:21.000]  所以你的聖經
[00:10:21.000 --> 00:10:23.000]  你洗禮的時候
[00:10:23.000 --> 00:10:25.000]  教會送一本聖經給你
[00:10:25.000 --> 00:10:28.000]  寫著你幾時幾月幾日洗禮
[00:10:28.000 --> 00:10:30.000]  那是你第二次生日
[00:10:30.000 --> 00:10:33.000]  那是屬靈的生日
[00:10:33.000 --> 00:10:36.000]  今天每個人都有一死
[00:10:36.000 --> 00:10:37.000]  聖經說
[00:10:37.000 --> 00:10:38.000]  按住定命的人都有一死
[00:10:38.000 --> 00:10:40.000]  死後且有審判
[00:10:40.000 --> 00:10:43.000]  死後且有審判
[00:10:43.000 --> 00:10:44.000]  那裡有一條伏線
[00:10:44.000 --> 00:10:45.000]  就是說
[00:10:45.000 --> 00:10:47.000]  不像我們中國人想
[00:10:47.000 --> 00:10:51.000]  人死一死百了
[00:10:51.000 --> 00:10:52.000]  一了百了就沒有了
[00:10:52.000 --> 00:10:53.000]  又好像什麼呢
[00:10:53.000 --> 00:10:55.000]  如燈滅
[00:10:55.000 --> 00:10:57.000]  以前的人怎麼遊燈呢
[00:10:57.000 --> 00:10:59.000]  晚上睡覺就吹一吹
[00:10:59.000 --> 00:11:01.000]  遊燈就熄了
[00:11:01.000 --> 00:11:03.000]  那就沒有了 就睡覺了
[00:11:03.000 --> 00:11:06.000]  人以為就是這樣 這麼簡單
[00:11:06.000 --> 00:11:07.000]  但聖經說不是的
[00:11:07.000 --> 00:11:10.000]  原來按住定命
[00:11:10.000 --> 00:11:11.000]  就是每個人都有一死
[00:11:11.000 --> 00:11:13.000]  所以生有時死有時
[00:11:13.000 --> 00:11:14.000]  然後呢
[00:11:14.000 --> 00:11:16.000]  死了之後不是一了百了
[00:11:16.000 --> 00:11:19.000]  是還要受審判
[00:11:19.000 --> 00:11:20.000]  那個審判就是
[00:11:20.000 --> 00:11:22.000]  只有兩條路
[00:11:22.000 --> 00:11:25.000]  有兩本冊子打開
[00:11:25.000 --> 00:11:26.000]  看你是屬於
[00:11:26.000 --> 00:11:27.000]  你在哪一邊
[00:11:27.000 --> 00:11:29.000]  一本冊子叫生命冊
[00:11:29.000 --> 00:11:32.000]  就是當你接受耶穌做救主
[00:11:32.000 --> 00:11:35.000]  你在祂面前真是悔改認罪
[00:11:35.000 --> 00:11:37.000]  祂真的圖沒了你的罪
[00:11:37.000 --> 00:11:39.000]  祂賜給你新生命了
[00:11:39.000 --> 00:11:43.000]  那你就會被名字寫在那本寶上
[00:11:43.000 --> 00:11:45.000]  好像點名冊那樣
[00:11:45.000 --> 00:11:47.000]  我的名字在這裡
[00:11:47.000 --> 00:11:50.000]  到日後我們面對審判的時候
[00:11:50.000 --> 00:11:52.000]  有名字在上面的
[00:11:52.000 --> 00:11:53.000]  不用走這邊
[00:11:53.000 --> 00:11:55.000]  走去另一邊吧
[00:11:55.000 --> 00:11:58.000]  就可以跟神永遠在一起了
[00:11:58.000 --> 00:12:01.000]  但如果那個生命冊上面沒有你的名字
[00:12:01.000 --> 00:12:03.000]  而且沒有之後
[00:12:03.000 --> 00:12:05.000]  它就會有另一本寶出來了
[00:12:05.000 --> 00:12:08.000]  那本寶就是將我們一生所行所做
[00:12:08.000 --> 00:12:09.000]  或者甚至所講的
[00:12:09.000 --> 00:12:11.000]  都錄了也不一定
[00:12:11.000 --> 00:12:12.000]  錄音也好 錄影也好
[00:12:12.000 --> 00:12:13.000]  什麼都有了
[00:12:13.000 --> 00:12:17.000]  然後就會給你自己聽回 看回
[00:12:17.000 --> 00:12:19.000]  所以才會啟示六廣華
[00:12:19.000 --> 00:12:21.000]  那些人在審判的台前
[00:12:21.000 --> 00:12:23.000]  他們說不要再放了
[00:12:23.000 --> 00:12:24.000]  不要再講了
[00:12:24.000 --> 00:12:25.000]  我無地自容
[00:12:25.000 --> 00:12:29.000]  山可以倒下來壓住我
[00:12:29.000 --> 00:12:31.000]  讓我躲藏起來
[00:12:31.000 --> 00:12:35.000]  因為我真的無地自容
[00:12:35.000 --> 00:12:37.000]  所以只有兩條路
[00:12:37.000 --> 00:12:41.000]  一是你進入永恆裡面 永生
[00:12:41.000 --> 00:12:43.000]  一是你在永死
[00:12:43.000 --> 00:12:45.000]  就是所謂第二次死
[00:12:45.000 --> 00:12:49.000]  就是硫磺火湖裡面的死
[00:12:49.000 --> 00:12:54.000]  我小時候聽這些教導
[00:12:54.000 --> 00:12:55.000]  中國人也有的
[00:12:55.000 --> 00:12:57.000]  你去胡文虎走走
[00:12:57.000 --> 00:12:58.000]  你就知道
[00:12:58.000 --> 00:13:02.000]  你看到我們小學那些field trip
[00:13:02.000 --> 00:13:03.000]  就是在那裡學東西
[00:13:03.000 --> 00:13:04.000]  學什麼呢
[00:13:04.000 --> 00:13:06.000]  學到原來你多說些謊話
[00:13:06.000 --> 00:13:08.000]  不要緊 說吧 說吧
[00:13:08.000 --> 00:13:10.000]  到你將來勾離筋
[00:13:10.000 --> 00:13:11.000]  嘩 很噁心
[00:13:11.000 --> 00:13:14.000]  你知道那些人把照片弄出來
[00:13:14.000 --> 00:13:15.000]  接著又不知道
[00:13:15.000 --> 00:13:19.000]  又要睡釘床 落十八層地獄
[00:13:19.000 --> 00:13:20.000]  嚇我們這些小孩子
[00:13:20.000 --> 00:13:22.000]  其實那時候小學生很小
[00:13:22.000 --> 00:13:25.000]  嚇得你以後要想一想
[00:13:25.000 --> 00:13:27.000]  先吞一口口水
[00:13:27.000 --> 00:13:28.000]  你怕不怕
[00:13:28.000 --> 00:13:30.000]  將來是要有報應的
[00:13:30.000 --> 00:13:31.000]  要有審判的
[00:13:31.000 --> 00:13:33.000]  中國人都有這種觀念
[00:13:33.000 --> 00:13:36.000]  就是原來人離開世界之後
[00:13:36.000 --> 00:13:39.000]  不是一了百了的
[00:13:39.000 --> 00:13:41.000]  有一方面有些人是這樣想
[00:13:41.000 --> 00:13:43.000]  其實我們總括來說都知道
[00:13:43.000 --> 00:13:46.000]  善有善報 惡有惡報 是不是
[00:13:46.000 --> 00:13:49.000]  經常都是有這些教導
[00:13:49.000 --> 00:13:51.000]  而聖經裡面也有說
[00:13:51.000 --> 00:13:56.000]  這個第二次死是一個火狐
[00:13:56.000 --> 00:14:00.000]  還有他說裡面有不會熄的火
[00:14:00.000 --> 00:14:04.000]  又不會沒有的蟲
[00:14:04.000 --> 00:14:05.000]  不斷咬你
[00:14:05.000 --> 00:14:09.000]  有不死的蟲 不滅的火在裡面
[00:14:09.000 --> 00:14:11.000]  等於我也不是想嚇自己
[00:14:11.000 --> 00:14:12.000]  也不是想嚇你
[00:14:12.000 --> 00:14:13.000]  但是聖經這樣說
[00:14:13.000 --> 00:14:15.000]  我們就要聽
[00:14:15.000 --> 00:14:18.000]  就要去接受 去明白
[00:14:18.000 --> 00:14:21.000]  所以這個彩虹之約
[00:14:21.000 --> 00:14:24.000]  是神說他跟這個地立約
[00:14:24.000 --> 00:14:27.000]  不會再用大洪水來毀滅
[00:14:27.000 --> 00:14:31.000]  但是神說你們都要快快快快點悔改
[00:14:31.000 --> 00:14:35.000]  因為第二次的死會臨到
[00:14:35.000 --> 00:14:36.000]  好 看吧
[00:14:36.000 --> 00:14:41.000]  第二 神在西乃山雲彩裡面
[00:14:41.000 --> 00:14:44.000]  頒佈他的誡命
[00:14:44.000 --> 00:14:48.000]  《出入記》二十四章十五到十六節
[00:14:48.000 --> 00:14:49.000]  姐妹你們讀一讀好不好
[00:14:49.000 --> 00:14:50.000]  一起來吧 請
[00:14:50.000 --> 00:14:55.000]  摩西上山 有雲彩把山遮蓋
[00:14:55.000 --> 00:14:59.000]  耶和華的榮耀停於西內山
[00:14:59.000 --> 00:15:02.000]  雲彩遮蓋山六天
[00:15:02.000 --> 00:15:07.000]  第七天他從雲中照摩西
[00:15:07.000 --> 00:15:08.000]  這裡提到
[00:15:08.000 --> 00:15:15.000]  這個是摩西他去神的山叫西乃山
[00:15:15.000 --> 00:15:20.000]  就要去拿神給他的誡命 律例
[00:15:20.000 --> 00:15:23.000]  或者說典章 訓詞
[00:15:23.000 --> 00:15:26.000]  其實這個是第二次上山
[00:15:26.000 --> 00:15:28.000]  記不記得第一次是幾次
[00:15:28.000 --> 00:15:31.000]  那裡二十章的時候神叫他去
[00:15:31.000 --> 00:15:33.000]  有十節出來了
[00:15:33.000 --> 00:15:36.000]  但是當他拿著兩塊法板
[00:15:36.000 --> 00:15:38.000]  有人就在那裡猜
[00:15:38.000 --> 00:15:41.000]  兩塊法板為什麼要兩塊呢
[00:15:41.000 --> 00:15:44.000]  是不是一二三四五六七八九十呢
[00:15:44.000 --> 00:15:46.000]  分開兩邊不夠寫
[00:15:46.000 --> 00:15:48.000]  好像我們兩葉子一樣
[00:15:48.000 --> 00:15:51.000]  又有人解釋 就說不是
[00:15:51.000 --> 00:15:54.000]  就好像我們無論你做什麼買賣都好
[00:15:54.000 --> 00:15:56.000]  你做什麼他都有兩份的
[00:15:56.000 --> 00:16:00.000]  一份是給你 一份是給那個借錢給你
[00:16:00.000 --> 00:16:03.000]  譬如你是那些公屋那些
[00:16:03.000 --> 00:16:06.000]  他一定有兩份的
[00:16:06.000 --> 00:16:11.000]  其實神希望我們是遵守他的律例 典章
[00:16:11.000 --> 00:16:13.000]  但是當摩西第一次上山
[00:16:13.000 --> 00:16:15.000]  拿著兩塊法板下山
[00:16:15.000 --> 00:16:18.000]  要告訴他這個就是神給你的誡命
[00:16:18.000 --> 00:16:21.000]  都還沒下去就看到下面
[00:16:21.000 --> 00:16:23.000]  那些人原來不見摩西他們很害怕
[00:16:23.000 --> 00:16:27.000]  就馬上用他們帶出埃及那些金銀珠寶
[00:16:27.000 --> 00:16:28.000]  金銀什麼的
[00:16:28.000 --> 00:16:30.000]  就做了一隻什麼來的
[00:16:30.000 --> 00:16:32.000]  金牛毒 是不是 金牛
[00:16:32.000 --> 00:16:35.000]  然後就拿來拜
[00:16:35.000 --> 00:16:37.000]  在那裡拜
[00:16:37.000 --> 00:16:41.000]  神都還沒頒布這個誡命 他就這樣做
[00:16:41.000 --> 00:16:45.000]  所以第一次不成功來教導他們
[00:16:45.000 --> 00:16:46.000]  因為摩西怎麼樣
[00:16:46.000 --> 00:16:50.000]  拿著兩塊法板就生氣到扔在地上
[00:16:50.000 --> 00:16:53.000]  你有沒有試過發脾氣扔東西
[00:16:53.000 --> 00:16:55.000]  你家裡扔爛多少個杯子
[00:16:55.000 --> 00:16:57.000]  多少個碟子
[00:16:57.000 --> 00:16:59.000]  你自己發脾氣扔東西就好了
[00:16:59.000 --> 00:17:01.000]  你不要找那些做飛碟就行了
[00:17:01.000 --> 00:17:03.000]  飛碟 飛杯就是有些人發脾氣
[00:17:03.000 --> 00:17:05.000]  拿那些東西來載人
[00:17:05.000 --> 00:17:10.000]  我們所謂載人就是搖過去別人那裡
[00:17:10.000 --> 00:17:11.000]  摩西那時候很生氣
[00:17:11.000 --> 00:17:14.000]  生氣到他都失去控制
[00:17:14.000 --> 00:17:16.000]  就打爛了那兩塊石板
[00:17:16.000 --> 00:17:18.000]  結果呢
[00:17:18.000 --> 00:17:20.000]  不要緊 神說你再上山
[00:17:20.000 --> 00:17:22.000]  這個二十四章的時候再說
[00:17:22.000 --> 00:17:24.000]  你上山了
[00:17:24.000 --> 00:17:26.000]  但是有六天
[00:17:26.000 --> 00:17:28.000]  那些雲彩是遮住的
[00:17:28.000 --> 00:17:30.000]  遮住這個山的
[00:17:30.000 --> 00:17:32.000]  到第七天
[00:17:32.000 --> 00:17:36.000]  神就在雲彩中召摩西
[00:17:36.000 --> 00:17:38.000]  我們人其實真的很需要神
[00:17:38.000 --> 00:17:42.000]  來遮蓋我們一切的罪惡
[00:17:42.000 --> 00:17:45.000]  因為我們會重蹈覆轍 是真的
[00:17:45.000 --> 00:17:48.000]  有時候第一次撞板學不到功課
[00:17:48.000 --> 00:17:51.000]  第二次呢 學了一點點
[00:17:51.000 --> 00:17:52.000]  以為成功了
[00:17:52.000 --> 00:17:54.000]  又不成功 又犯了
[00:17:54.000 --> 00:17:58.000]  第三次呢 繼續是這樣
[00:17:58.000 --> 00:18:02.000]  所以神是不厭其煩地叫摩西上山
[00:18:02.000 --> 00:18:06.000]  然後將十誡告訴世人
[00:18:06.000 --> 00:18:09.000]  從十誡裡面一直演變出來
[00:18:09.000 --> 00:18:12.000]  有很多條很小的誡命
[00:18:12.000 --> 00:18:17.000]  很小的條例 訓誨
[00:18:17.000 --> 00:18:18.000]  記不記得十誡是說什麼的
[00:18:18.000 --> 00:18:20.000]  現在真的很感謝神
[00:18:20.000 --> 00:18:24.000]  學校可以准你掛十誡
[00:18:24.000 --> 00:18:26.000]  當然不是所有學校
[00:18:26.000 --> 00:18:29.000]  但是學校可以這樣做
[00:18:29.000 --> 00:18:31.000]  也都可以 你說要在那裡祈禱
[00:18:31.000 --> 00:18:33.000]  好 給你們
[00:18:33.000 --> 00:18:34.000]  他們那時候說
[00:18:34.000 --> 00:18:38.000]  在那個叫什麼 旗桿
[00:18:38.000 --> 00:18:40.000]  下面可以聚在一起祈禱
[00:18:40.000 --> 00:18:42.000]  你可以為學校祈禱
