
[00:00:00.000 --> 00:00:03.300]  弟兄姊妹,我們來到思想
[00:02:05.200 --> 00:02:07.400]  有一些聖經學者的對比
[00:02:07.400 --> 00:02:11.200]  他可能和以弗所的教會有類似
[00:02:11.200 --> 00:02:16.600]  就是他們那種怠惰、那種閒懶
[00:02:16.600 --> 00:02:18.200]  到了第四節
[00:02:18.200 --> 00:02:21.300]  當他提到是污穢自己的衣服
[00:02:21.300 --> 00:02:27.000]  那裡提到還有幾位是未曾污穢自己的衣服
[00:02:27.000 --> 00:02:29.700]  就是說大部分的人
[00:02:29.700 --> 00:02:32.100]  當時都是污穢自己的衣服
[00:02:32.100 --> 00:02:33.900]  這裡究竟實際上在說什麼?
[00:02:33.900 --> 00:02:36.000]  都未必很直接和很清楚
[00:02:36.000 --> 00:02:38.700]  不過很可能的就是
[00:02:38.700 --> 00:02:41.000]  他們的信仰已經被污穢了
[00:02:41.000 --> 00:02:44.500]  可能是指向道德行為上污穢錯失
[00:02:44.500 --> 00:02:50.400]  又或者最低限度都會有參與外邦敬拜的這種情況
[00:02:50.400 --> 00:02:52.200]  這個發生在教會裡面
[00:02:52.200 --> 00:02:54.300]  教會的弟兄姊妹
[00:02:54.300 --> 00:02:59.000]  就是說他們在這種高壓的社會環境生活的狀況裡面
[00:02:59.000 --> 00:03:02.800]  他們都有這種道德上或者參與外邦敬拜
[00:03:02.800 --> 00:03:05.300]  或者是基於沒辦法逃避
[00:03:05.300 --> 00:03:09.500]  他們要跟隨其他的一些市民
[00:03:09.500 --> 00:03:11.300]  來做同樣類似的事情
[00:03:11.300 --> 00:03:15.100]  不過那些其實是不合乎上帝的心意的
[00:03:15.100 --> 00:03:16.700]  他們離棄了信仰
[00:03:16.700 --> 00:03:20.000]  又或者最低限度在這麼重壓的生活裡面
[00:03:20.000 --> 00:03:23.000]  變得懶了下來
[00:03:23.000 --> 00:03:25.200]  非拉切非的教會
[00:03:25.200 --> 00:03:29.100]  他們為什麼又會被上帝只是讚賞呢?
[00:03:29.100 --> 00:03:31.200]  這裡就多說一點
[00:03:31.200 --> 00:03:35.400]  其實這些教會原來都是勢單力弱的
[00:03:35.400 --> 00:03:39.200]  他們在當時的經濟也應該不是很好
[00:03:39.200 --> 00:03:43.700]  他們這個城市本身也經歷過地震
[00:03:43.700 --> 00:03:46.700]  是地震之後然後重建
[00:03:46.700 --> 00:03:49.100]  所以很可能當時的很多人
[00:03:49.100 --> 00:03:52.100]  都會有一種所謂害怕的感覺
[00:03:52.100 --> 00:03:54.200]  經常害怕還會不會繼續地震
[00:03:54.200 --> 00:03:57.100]  又會不會破壞這個城市
[00:03:57.100 --> 00:03:59.800]  當然那裡也有外邦人這種異教的崇拜
[00:03:59.800 --> 00:04:03.000]  也有君王崇拜等等這些誘惑
[00:04:03.000 --> 00:04:05.000]  或者這些壓力
[00:04:05.000 --> 00:04:07.400]  然後有一個是比較特別具體的
[00:04:07.400 --> 00:04:10.300]  就說到第九節
[00:04:10.300 --> 00:04:13.500]  他說那屬撒旦會堂的自稱是猶太人
[00:04:13.500 --> 00:04:15.100]  其實不是猶太人
[00:04:15.100 --> 00:04:17.200]  而是雪芳華的
[00:04:17.200 --> 00:04:19.900]  這個其實在之前有另一間教會也出現過
[00:04:19.900 --> 00:04:20.600]  是猶太人
[00:04:20.600 --> 00:04:22.900]  但是他們不是真猶太人
[00:04:22.900 --> 00:04:25.100]  很可能是那裡的猶太人
[00:04:25.100 --> 00:04:27.400]  或者猶太會堂的群體
[00:04:27.400 --> 00:04:29.900]  他們不單只是說
[00:04:29.900 --> 00:04:33.700]  很客觀很冷靜地跟基督徒討論信仰
[00:04:33.700 --> 00:04:36.800]  我們還沒信尼塞亞的
[00:04:36.800 --> 00:04:37.700]  不是這樣的
[00:04:37.700 --> 00:04:38.900]  而是直接壓力
[00:04:38.900 --> 00:04:40.700]  直接是詆毀
[00:04:40.700 --> 00:04:43.800]  所以這裡說到他們是屬撒旦
[00:04:43.800 --> 00:04:46.200]  他們是否定耶穌基督是尼塞亞
[00:04:46.200 --> 00:04:50.000]  得來是直接壓迫另一些的基督徒
[00:04:50.000 --> 00:04:53.000]  所以這些猶太人拒絕基督徒
[00:04:53.000 --> 00:04:54.700]  以為他們自己
[00:04:54.700 --> 00:04:57.300]  就是我們才給神愛的
[00:04:57.300 --> 00:04:58.700]  我們才是子民
[00:04:58.700 --> 00:05:01.000]  你們不是的
[00:05:01.000 --> 00:05:04.700]  其實可能在這樣的情況之下
[00:05:04.700 --> 00:05:06.800]  撒旦的教會和菲律賓的教會
[00:05:06.800 --> 00:05:08.600]  都是在一些高壓的生活
[00:05:08.600 --> 00:05:13.400]  不過兩個教會的反應就是有些不同
[00:05:13.400 --> 00:05:15.700]  我就想到其實我們今天都
[00:05:15.700 --> 00:05:17.600]  其實我們今天的生活
[00:05:17.600 --> 00:05:19.900]  是不是很悠哉悠哉
[00:05:19.900 --> 00:05:21.300]  都未必是
[00:05:21.300 --> 00:05:23.200]  可能有一些時間是
[00:05:23.200 --> 00:05:25.100]  有些個別弟兄姊妹是
[00:05:25.100 --> 00:05:26.600]  不過似乎大部份的人
[00:05:26.600 --> 00:05:29.600]  今天都是在一些高壓之下
[00:05:29.600 --> 00:05:30.900]  可能疫情
[00:05:30.900 --> 00:05:33.300]  現在又講第四波
[00:05:33.300 --> 00:05:35.000]  我們馬上想到
[00:05:35.000 --> 00:05:40.400]  不知道何時會不會又再停實體崇拜呢
[00:05:40.400 --> 00:05:43.300]  當然這個已經不單只是一個
[00:05:43.300 --> 00:05:46.100]  平台崇拜的在哪裡的問題
[00:05:46.100 --> 00:05:50.500]  而是我們見到有病的威脅
[00:05:50.500 --> 00:05:52.200]  甚至乎這個威脅
[00:05:52.200 --> 00:05:53.900]  這個也是其中一個
[00:05:53.900 --> 00:05:56.300]  是我們考慮為何來到現在
[00:05:56.300 --> 00:05:57.400]  週三祈禱會
[00:05:57.400 --> 00:06:01.300]  我們都沒有開實體的週三祈禱會
[00:06:01.300 --> 00:06:05.200]  是因為我們過往比較多是長者
[00:06:05.200 --> 00:06:08.000]  來參與這個週三祈禱會
[00:06:08.000 --> 00:06:10.600]  但是我們有些許考慮
[00:06:10.600 --> 00:06:15.900]  為免長者會不會這樣回來
[00:06:15.900 --> 00:06:17.500]  我們亦都不容易
[00:06:17.500 --> 00:06:19.500]  亦都有個別的家庭
[00:06:19.500 --> 00:06:23.000]  未必是很贊成長者
[00:06:23.000 --> 00:06:24.400]  是晚上都來
[00:06:24.400 --> 00:06:26.300]  甚至乎來教會
[00:06:26.300 --> 00:06:28.900]  所以我們這個某程度都是一個原因
[00:06:28.900 --> 00:06:32.500]  我們想暫時不用實體的週三祈禱會
[00:06:32.500 --> 00:06:34.200]  不過我們都會祈禱的
[00:06:34.200 --> 00:06:35.700]  我們都要鼓勵弟兄姊妹
[00:06:35.700 --> 00:06:36.700]  用短片的方式
[00:06:36.700 --> 00:06:38.800]  你都在家裏面為教會祈禱
[00:06:38.800 --> 00:06:40.300]  為弟兄姊妹祈禱
[00:06:40.300 --> 00:06:44.200]  所以這個病的威脅仍然在
[00:06:44.200 --> 00:06:46.700]  然後亦都出現了很多
[00:06:46.700 --> 00:06:49.200]  因為這個疫情緣故裁員
[00:06:49.200 --> 00:06:50.900]  以致有人失業
[00:06:50.900 --> 00:06:53.700]  經濟收入減少
[00:06:53.700 --> 00:06:55.200]  這個亦都有人
[00:06:55.200 --> 00:06:57.100]  即是引申到接下來
[00:06:57.100 --> 00:06:59.500]  無論香港人或者世界
[00:06:59.500 --> 00:07:02.000]  都是一個荒年的可能
[00:07:02.000 --> 00:07:03.900]  荒就是饑荒的荒
[00:07:03.900 --> 00:07:06.900]  即是說經濟不會這麼快康復
[00:07:06.900 --> 00:07:08.400]  所以在經濟收入
[00:07:08.400 --> 00:07:10.700]  和家庭的生活需要上
[00:07:10.700 --> 00:07:12.400]  都可能多些有困難
[00:07:12.400 --> 00:07:14.100]  這個亦都對教會來講
[00:07:14.100 --> 00:07:19.700]  亦都可能影響教會所謂奉獻的收入
[00:07:19.700 --> 00:07:23.400]  不過我希望這個不是壓力
[00:07:23.400 --> 00:07:26.800]  這樣說不是等於壓力
[00:07:26.800 --> 00:07:28.900]  這個範圍就是我們繼續憑信心
[00:07:28.900 --> 00:07:31.000]  上帝繼續憑信心
[00:07:31.000 --> 00:07:32.900]  你繼續憑信心是仰賴上帝
[00:07:32.900 --> 00:07:36.900]  對你個人和家庭在經濟上的供應
[00:07:36.900 --> 00:07:38.300]  在各方面的供應
[00:07:38.300 --> 00:07:41.600]  同時繼續回應上帝
[00:07:41.600 --> 00:07:45.200]  怎樣透過你來在金錢上奉獻
[00:07:45.200 --> 00:07:48.400]  來呈現你和我們所有人
[00:07:48.400 --> 00:07:51.600]  在上帝面前的一種信心
[00:07:51.600 --> 00:07:52.800]  OK
[00:07:52.800 --> 00:07:56.100]  當然現在幼稚園又停課了
[00:07:56.100 --> 00:07:57.600]  初小又停課了
[00:07:57.600 --> 00:07:59.400]  然後就說接下來
[00:07:59.400 --> 00:08:02.100]  可能其他高小或者初中
[00:08:02.100 --> 00:08:03.800]  中學都可能停課了
[00:08:03.800 --> 00:08:05.300]  這種停課帶來的
[00:08:05.300 --> 00:08:07.700]  不單止是小朋友的學習影響
[00:08:07.700 --> 00:08:10.000]  也有家長突然間又停課了
[00:08:10.000 --> 00:08:11.600]  我們怎樣安排呢
[00:08:11.600 --> 00:08:14.800]  老師也有很多影響他們的教學
[00:08:14.800 --> 00:08:17.600]  這個也馬上想到
[00:08:17.600 --> 00:08:20.600]  尤其是貧窮的家庭
[00:08:20.600 --> 00:08:22.800]  影響也是很大
[00:08:22.800 --> 00:08:25.100]  也是把家裏的幾個小孩
[00:08:25.100 --> 00:08:29.000]  然後不夠手機上網來學習上課
[00:08:29.000 --> 00:08:30.500]  或者是大家你嘈著我
[00:08:30.500 --> 00:08:31.600]  我嘈著你等等
[00:08:31.600 --> 00:08:33.800]  多麼艱難
[00:08:33.800 --> 00:08:37.700]  可能我們的經濟環境
[00:08:37.700 --> 00:08:39.500]  不是一些貧窮的環境
[00:08:39.500 --> 00:08:41.300]  可能我們未必想像得到
[00:08:41.300 --> 00:08:43.700]  不過其實當我們越知道多一點
[00:08:43.700 --> 00:08:45.200]  就越看到
[00:08:45.200 --> 00:08:47.700]  現在的高壓的情況
[00:08:47.700 --> 00:08:50.300]  其實真的不是小看的
[00:08:50.300 --> 00:08:52.200]  甚至乎有些人多一些錢
[00:08:52.200 --> 00:08:55.300]  現在叫做staycation
[00:08:55.300 --> 00:08:57.900]  叫做宅度假
[00:08:57.900 --> 00:09:01.100]  就是住宅或者是一間房裏面的度假
[00:09:01.100 --> 00:09:06.000]  但是轉頭又變成散播病毒的可能性
[00:09:06.000 --> 00:09:10.000]  前一陣子說跟新加坡有旅遊氣泡
[00:09:10.000 --> 00:09:11.500]  怎知道昨天還是甚麼時候
[00:09:11.500 --> 00:09:14.300]  又說都是暫停了
[00:09:14.300 --> 00:09:19.500]  想出去旅遊散散氣的又沒有了
[00:09:19.500 --> 00:09:22.600]  這種情況都繼續是高壓
[00:09:22.600 --> 00:09:25.000]  當然在時局的層次
[00:09:25.000 --> 00:09:27.100]  也是另一種
[00:09:27.100 --> 00:09:28.000]  每天的新聞
[00:09:28.000 --> 00:09:30.500]  無論是香港、中國、國際
[00:09:30.500 --> 00:09:34.300]  很多事都叫人心在動蕩當中
[00:09:34.300 --> 00:09:36.900]  在這種情況下影響個人生活
[00:09:36.900 --> 00:09:38.300]  可能變得更加焦慮
[00:09:38.300 --> 00:09:39.800]  可能更加悶
[00:09:39.800 --> 00:09:41.600]  或者更加覺得苦
[00:09:41.600 --> 00:09:43.600]  對教會的生活來說
[00:09:43.600 --> 00:09:46.300]  會不會都變成少了一些心機
[00:09:46.300 --> 00:09:47.700]  就是沒甚麼心機
[00:09:47.700 --> 00:09:48.500]  教會生活
[00:09:48.500 --> 00:09:52.100]  又或者是覺得我們都沒甚麼可以做
[00:09:52.100 --> 00:09:53.900]  又或者是在侍奉上
[00:09:53.900 --> 00:09:55.100]  或者是在福音上
[00:09:55.100 --> 00:09:56.800]  都覺得沒甚麼可以做
[00:09:56.800 --> 00:09:58.300]  有些人會用一個詞語
[00:09:58.300 --> 00:10:02.100]  就是想死
[00:10:02.100 --> 00:10:03.700]  當然我們很感恩的
[00:10:03.700 --> 00:10:07.300]  因為上星期健康主日的時候
[00:10:07.300 --> 00:10:09.700]  廖醫生在我們當中都分解
[00:10:09.700 --> 00:10:13.200]  或者最低限度從心理健康的部分
[00:10:13.200 --> 00:10:14.700]  是嘗試開解的
[00:10:14.700 --> 00:10:17.200]  我們都有一些心靈上
[00:10:17.200 --> 00:10:19.300]  最低限度心理上都有一些出路
[00:10:19.300 --> 00:10:20.700]  一些是紓解
[00:10:20.700 --> 00:10:23.100]  一些是可以處理
[00:10:23.100 --> 00:10:24.000]  透過上帝的話語
[00:10:24.000 --> 00:10:25.500]  透過我們的同在
[00:10:25.500 --> 00:10:27.900]  透過我們弟兄姊妹互相的交接
[00:10:27.900 --> 00:10:30.700]  不過最低限度這一種高壓
[00:10:30.700 --> 00:10:32.800]  其實我們一來長期是這樣
[00:10:32.800 --> 00:10:35.100]  真的都不是辦法
[00:10:35.100 --> 00:10:36.800]  亦都看到衰殘的生命
[00:10:36.800 --> 00:10:39.700]  就算好像撒迪教會那樣
[00:10:39.700 --> 00:10:41.400]  他們變得懶惰
[00:10:41.400 --> 00:10:43.500]  變得是撇
[00:10:43.500 --> 00:10:48.200]  廣東話或者香港話叫撇了下來
[00:10:48.200 --> 00:10:50.900]  但是這樣仍然是有盼望的
[00:10:50.900 --> 00:10:53.000]  仍然有盼望的上帝的話語
[00:10:53.000 --> 00:10:54.300]  去到第五節
[00:10:54.300 --> 00:10:56.600]  當他講到撒迪教會的問題
[00:10:56.600 --> 00:11:01.200]  但去到第五節說得勝的必這樣穿白衣
[00:11:01.200 --> 00:11:02.900]  當時他們一想到白衣
[00:11:02.900 --> 00:11:04.900]  然後我有一筆從生命冊上
[00:11:04.900 --> 00:11:06.400]  塗去他們的名
[00:11:06.400 --> 00:11:07.600]  我要在我父面前
[00:11:07.600 --> 00:11:09.800]  和我父的重視者面前
[00:11:09.800 --> 00:11:11.600]  宣認他們的名
[00:11:11.600 --> 00:11:14.300]  這個白衣很可能他們就聯想到
[00:11:14.300 --> 00:11:15.800]  是一個得勝
[00:11:15.800 --> 00:11:18.600]  因為那時候羅馬的軍隊
[00:11:18.600 --> 00:11:19.800]  如果是打勝仗
[00:11:19.800 --> 00:11:21.800]  他們就穿白衣一路遊行
[00:11:21.800 --> 00:11:25.000]  遊行的隊伍就是一個得勝的象徵
[00:11:25.000 --> 00:11:26.300]  他們都要得勝
[00:11:26.300 --> 00:11:28.000]  是有盼望的
[00:11:28.000 --> 00:11:29.500]  這個盼望就是最低限度
[00:11:29.500 --> 00:11:32.000]  他們中間其實是有一些人
[00:11:32.000 --> 00:11:35.000]  已經是沒有污穢衣服的了
[00:11:35.000 --> 00:11:36.300]  第四節那裡說
[00:11:36.300 --> 00:11:39.800]  還有幾個是未曾污穢自己衣服的
[00:11:39.800 --> 00:11:41.800]  他們沒有參與
[00:11:41.800 --> 00:11:43.500]  他們可以高壓之下
[00:11:43.500 --> 00:11:46.100]  但是都不參與二幫臣的崇拜
[00:11:46.100 --> 00:11:47.300]  君王的崇拜
[00:11:47.300 --> 00:11:49.500]  他們仍然堅守住
[00:11:49.500 --> 00:11:52.100]  他們活在信仰當中
[00:11:52.100 --> 00:11:54.600]  他們不是輕看他們的艱難
[00:11:54.600 --> 00:11:56.100]  不過他們仍然堅守
[00:11:56.100 --> 00:12:00.000]  他們不怕這樣會招致其他人的批評
[00:12:00.000 --> 00:12:02.500]  或者排斥甚至迫害
[00:12:02.500 --> 00:12:05.300]  仍然堅守住這個見證
[00:12:05.300 --> 00:12:08.100]  這個就稱為穿白衣了
[00:12:08.100 --> 00:12:09.500]  所以弟兄姊妹
[00:12:09.500 --> 00:12:10.300]  在這樣的狀況
[00:12:10.300 --> 00:12:13.000]  其實我們更加需要是互相支持
[00:12:13.000 --> 00:12:15.700]  在一起用上帝和上帝的話語
[00:12:15.700 --> 00:12:18.200]  來成為我們的力量
[00:12:18.200 --> 00:12:19.600]  我們互相提醒
[00:12:19.600 --> 00:12:20.600]  第一
[00:12:20.600 --> 00:12:22.900]  繼續尋求一種復興
[00:12:22.900 --> 00:12:24.500]  繼續尋求復興
[00:12:24.500 --> 00:12:25.800]  繼續追求復興
[00:12:25.800 --> 00:12:27.800]  剛才第五節所說
[00:12:27.800 --> 00:12:29.400]  我們要穿起白衣
[00:12:29.400 --> 00:12:31.600]  因為我們是要得勝
[00:12:31.600 --> 00:12:33.100]  這種情況
[00:12:33.100 --> 00:12:34.700]  其實在第二第三節
[00:12:34.700 --> 00:12:37.700]  他就提到幾個步驟
[00:12:37.700 --> 00:12:38.800]  第二第三節
[00:12:38.800 --> 00:12:41.000]  第一 你要警醒
[00:12:41.000 --> 00:12:42.800]  弟兄姊妹
[00:12:42.800 --> 00:12:47.800]  當我們正在經歷這些高壓的時候
[00:12:47.800 --> 00:12:49.100]  我們繼續警醒
[00:12:49.100 --> 00:12:49.800]  告訴自己
[00:12:49.800 --> 00:12:51.800]  噢 這些是高壓
[00:12:51.800 --> 00:12:54.500]  無論是哪種情況的高壓
[00:12:54.500 --> 00:12:57.300]  第一 高壓相對於上帝來說
[00:12:57.300 --> 00:13:00.300]  上帝仍然大過他
[00:13:00.300 --> 00:13:03.800]  我們不要有意無意放下了
[00:13:03.800 --> 00:13:06.900]  我這些生活沒得救了
[00:13:06.900 --> 00:13:08.500]  不是這樣的
[00:13:08.500 --> 00:13:09.400]  第二
[00:13:09.400 --> 00:13:11.400]  堅固剩下的
[00:13:11.400 --> 00:13:13.800]  堅固那些剩下的
[00:13:13.800 --> 00:13:16.200]  我們還有一點點的力量的時候
[00:13:16.200 --> 00:13:18.100]  我們就引動這些力量
[00:13:18.100 --> 00:13:20.000]  給上帝繼續用
[00:13:20.000 --> 00:13:22.900]  這個不單是一種做事的能力
[00:13:22.900 --> 00:13:24.800]  而是心靈的那種力
[00:13:24.800 --> 00:13:28.200]  而心靈那種是朝向上帝
[00:13:28.200 --> 00:13:32.100]  多些是轉眼仰望耶穌
[00:13:32.100 --> 00:13:34.200]  當我們靈修的時候
[00:13:34.200 --> 00:13:36.900]  都不單是我想知道多些知識
[00:13:36.900 --> 00:13:38.400]  一些聖經的知識
[00:13:38.400 --> 00:13:40.000]  我們懂得背那些金句
[00:13:40.000 --> 00:13:40.500]  不是的
[00:13:40.500 --> 00:13:41.900]  其實那個作用是
[00:13:41.900 --> 00:13:43.700]  要我們朝向上帝
[00:13:43.700 --> 00:13:46.700]  繼續每一次的靈修
[00:13:46.700 --> 00:13:49.300]  都是捉住我要靈修
[00:13:49.300 --> 00:13:50.400]  而捉住靈修之餘
[00:13:50.400 --> 00:13:55.800]  靈修的時候是要上帝給我多感應你
[00:13:55.800 --> 00:13:58.800]  是一種這樣的生命的情操
[00:13:58.800 --> 00:14:00.700]  越能夠感應上帝
[00:14:00.700 --> 00:14:02.700]  祂的美善、祂的同在
[00:14:02.700 --> 00:14:04.500]  然後我們才回過頭來
[00:14:04.500 --> 00:14:07.000]  可以得到復興過來
[00:14:07.000 --> 00:14:11.800]  第三就是回想我們所領受的
[00:14:11.800 --> 00:14:14.800]  回想我們所領受的
[00:14:14.800 --> 00:14:20.500]  因為我們正如黃克忠弟兄夫婦
[00:14:20.500 --> 00:14:23.300]  剛才其實講得很清楚他們的信仰
[00:14:23.300 --> 00:14:24.200]  是啊
[00:14:24.200 --> 00:14:26.400]  他們有理性那邊
[00:14:26.400 --> 00:14:28.400]  要問問題
[00:14:28.400 --> 00:14:30.100]  但也有感性那邊
[00:14:30.100 --> 00:14:32.400]  是和上帝那種愛的交流
[00:14:32.400 --> 00:14:33.100]  是啊
[00:14:33.100 --> 00:14:34.800]  回想這些
[00:14:34.800 --> 00:14:38.200]  是繼續兼顧我們今天和接下來的日子
[00:14:38.200 --> 00:14:41.400]  不要放下你以前在神面前的經歷
[00:14:41.400 --> 00:14:43.600]  當然我們都不期望每一次講
[00:14:43.600 --> 00:14:46.900]  可以分享經歷都是講四十年前的事
[00:14:46.900 --> 00:14:50.400]  因為每一天我們都可以經歷上帝的
[00:14:50.400 --> 00:14:53.000]  然後第四樣是遵守
[00:14:53.000 --> 00:14:56.300]  去到第三節的時候是要遵守
[00:14:56.300 --> 00:14:58.200]  繼續遵守上帝的心意
[00:14:58.200 --> 00:14:59.800]  繼續定義的神
[00:14:59.800 --> 00:15:01.000]  祢給我有辨識
[00:15:01.000 --> 00:15:02.700]  辨識到這個是祢的旨意的時候
[00:15:02.700 --> 00:15:05.500]  我就勉勵的來去走
[00:15:05.500 --> 00:15:08.000]  到第五是悔改
[00:15:08.000 --> 00:15:10.100]  第三節是悔改
[00:15:10.100 --> 00:15:13.000]  繼續每一天都是有一種悔改的經歷
[00:15:13.000 --> 00:15:15.000]  每一天就是一種赦罪
[00:15:15.000 --> 00:15:16.900]  就是恩典的經歷
[00:15:16.900 --> 00:15:17.800]  各位弟兄姊妹
[00:15:17.800 --> 00:15:20.500]  警醒、兼顧、盛夏的
[00:15:20.500 --> 00:15:22.400]  然後回想所領受的
[00:15:22.400 --> 00:15:25.100]  遵守、悔改
[00:15:25.100 --> 00:15:26.900]  讓我們是一種
[00:15:26.900 --> 00:15:31.600]  是一種無聊
[00:15:31.600 --> 00:15:34.800]  是一種無力的狀態裡面
[00:15:34.800 --> 00:15:37.000]  是被上帝重新的
[00:15:37.000 --> 00:15:40.100]  拉我們上來
[00:15:40.100 --> 00:15:42.300]  這位愛我們的神
[00:15:42.300 --> 00:15:44.400]  其實是很期待我們的生命
[00:15:44.400 --> 00:15:45.900]  是來復興過來
[00:15:45.900 --> 00:15:48.600]  就好像飛拉鐵飛的教會一樣
[00:15:48.600 --> 00:15:52.500]  是能夠發出到一種福音的光輝
[00:15:52.500 --> 00:15:55.500]  你願意嗎?
[00:15:55.500 --> 00:15:57.400]  在高壓想死的生活當中
[00:15:57.400 --> 00:15:59.100]  我們第二樣
[00:15:59.100 --> 00:16:01.800]  是仍然可以認定耶穌基督的
[00:16:01.800 --> 00:16:03.200]  飛拉鐵飛的教會
[00:16:03.200 --> 00:16:05.600]  為什麼可以一樣
[00:16:05.600 --> 00:16:07.400]  好像我們都跟他們一樣
[00:16:07.400 --> 00:16:08.600]  一樣是高壓的狀態
[00:16:08.600 --> 00:16:11.300]  他們仍然給上帝來讚賞的
[00:16:11.300 --> 00:16:14.800]  是因為他們認定這位基督
[00:16:14.800 --> 00:16:17.600]  他們仍然顯出一種力量
[00:16:17.600 --> 00:16:21.400]  在第八節
[00:16:21.400 --> 00:16:22.900]  在第八節
[00:16:22.900 --> 00:16:24.600]  他說「我知道你們的行為」
[00:16:24.600 --> 00:16:26.300]  「看看,我在你們面前」
[00:16:26.300 --> 00:16:28.100]  「給你們一個闖開的門」
[00:16:28.100 --> 00:16:29.800]  「是沒有人能關的」
[00:16:29.800 --> 00:16:31.600]  「我知道你們有一點力量」
[00:16:31.600 --> 00:16:33.100]  「也遵守我的道」
[00:16:33.100 --> 00:16:35.800]  「沒有否認我的名」
[00:16:35.800 --> 00:16:38.700]  就算其他人否認他的名
[00:16:38.700 --> 00:16:39.400]  否認神的名
[00:16:39.400 --> 00:16:41.400]  但我們不否認神的名
[00:16:41.400 --> 00:16:42.800]  我們仍然認定
[00:16:42.800 --> 00:16:45.600]  我們信靠的那位就是耶穌基督
[00:16:45.600 --> 00:16:46.900]  是的
[00:16:46.900 --> 00:16:49.500]  他們起始點就是認定這位主
[00:16:49.500 --> 00:16:51.600]  這位叫什麼主?
[00:16:51.600 --> 00:16:54.300]  在這裡其實耶穌基督都特意強調
[00:16:54.300 --> 00:16:56.200]  祂是一位什麼主
[00:16:56.200 --> 00:16:59.300]  所以在第七節的自稱
[00:16:59.300 --> 00:17:02.900]  祂就說「我是神聖的」
[00:17:02.900 --> 00:17:03.800]  神聖是什麼意思?
[00:17:03.800 --> 00:17:06.000]  神聖就是與眾不同的
[00:17:06.000 --> 00:17:08.400]  我不是其他的神
[00:17:08.400 --> 00:17:10.800]  我不是君王那種的神
[00:17:10.800 --> 00:17:13.300]  我是唯一一個
[00:17:13.300 --> 00:17:14.100]  是這樣的神
[00:17:14.100 --> 00:17:16.000]  祂擁有上天下地
[00:17:16.000 --> 00:17:19.300]  所有權柄和永恆國度的那一位
[00:17:19.300 --> 00:17:22.700]  這裡說到拿著大衛的鑰匙
[00:17:22.700 --> 00:17:23.700]  其實這個大衛的鑰匙
[00:17:23.700 --> 00:17:26.100]  其實象徵著或者是期待著
