
[00:00:00.000 --> 00:00:03.460]  今天是香港每四年一度的立法會選舉
[00:01:36.500 --> 00:01:37.800]  特別長者
[00:01:37.800 --> 00:01:39.100]  特別長者
[00:01:39.100 --> 00:01:40.500]  你一票不是為你自己
[00:01:40.500 --> 00:01:42.000]  你那一票不是為你自己
[00:01:42.000 --> 00:01:42.900]  為你的下一代
[00:01:42.900 --> 00:01:43.900]  為你下一代
[00:01:43.900 --> 00:01:44.900]  所以記得去投票
[00:01:44.900 --> 00:01:46.500]  所以記得去投票
[00:01:46.500 --> 00:01:48.400]  對於大部分的基督徒來講
[00:01:48.400 --> 00:01:50.100]  對於大部分的基督徒來講
[00:01:50.100 --> 00:01:53.500]  星期日的崇拜是最多會有參加的聚會
[00:01:53.500 --> 00:01:56.700]  星期天的崇拜是最多會有參加的聚會
[00:01:56.700 --> 00:01:59.800]  甚至你每個星期風雨不改的參加
[00:01:59.800 --> 00:02:02.700]  甚至你每個星期風雨不改的參加
[00:02:02.700 --> 00:02:07.100]  我以前督導一些傳道人和實習生的時候
[00:02:07.100 --> 00:02:09.800]  我以前督導一些傳道人和實習生的時候
[00:02:09.800 --> 00:02:11.500]  我都提醒他們
[00:02:11.500 --> 00:02:13.500]  一至五你偷懶沒什麼人知道
[00:02:13.500 --> 00:02:15.700]  禮拜一到禮拜五你偷懶沒人知道
[00:02:15.700 --> 00:02:18.500]  星期日你預備得不好
[00:02:18.500 --> 00:02:19.700]  全個教會都知道
[00:02:19.700 --> 00:02:21.000]  禮拜天你預備得不好
[00:02:21.000 --> 00:02:22.700]  整個教會都會知道
[00:02:22.700 --> 00:02:24.700]  每個人都參加崇拜
[00:02:24.700 --> 00:02:26.000]  每個人都參加崇拜
[00:02:26.000 --> 00:02:30.800]  但到底有多少人真正明白崇拜的意義呢?
[00:02:30.800 --> 00:02:33.500]  但到底有多少人真正明白崇拜的意義呢?
[00:02:33.500 --> 00:02:37.400]  是一種責任、習慣、責任、習慣
[00:02:37.400 --> 00:02:41.700]  或者我們視崇拜是尊崇上主、人人相遇的時刻呢?
[00:02:41.700 --> 00:02:46.000]  或者我們尊崇崇拜是神人相遇的時候呢?
[00:02:46.000 --> 00:02:48.700]  宣道會的創辦人陶雪博士
[00:02:48.700 --> 00:02:52.700]  對越來越世俗化的敬拜有些提醒
[00:02:52.700 --> 00:02:55.600]  宣道會的創始人陶樹博士
[00:02:55.600 --> 00:02:58.800]  對漸漸世俗化的敬拜有一些提醒
[00:02:58.800 --> 00:03:01.500]  這特別是美國
[00:03:01.500 --> 00:03:03.700]  他有一段這樣的說話
[00:03:03.700 --> 00:03:07.700]  他說油和水不可以混合
[00:03:07.700 --> 00:03:11.900]  娛樂和敬拜也不可以混雜
[00:03:11.900 --> 00:03:15.700]  娛樂是為了滿足我們的心
[00:03:15.700 --> 00:03:19.600]  敬拜是為了滿足上帝的心
[00:03:19.600 --> 00:03:24.300]  不要用娛樂來取代敬拜
[00:03:24.300 --> 00:03:27.700]  否則這是敬拜偶像
[00:03:27.700 --> 00:03:31.700]  不要用娛樂的心態去敬拜
[00:03:31.700 --> 00:03:39.100]  因為聖經要求我們用心靈和誠實去敬拜
[00:03:39.100 --> 00:03:43.900]  美國有一種教會叫娛樂化教會
[00:03:43.900 --> 00:03:49.200]  總之每個崇拜就搞得好像歡樂今宵那樣
[00:03:49.200 --> 00:03:56.300]  年輕人不知道什麼叫歡樂今宵
[00:03:56.300 --> 00:03:59.300]  明白了就明白了
[00:03:59.300 --> 00:04:07.100]  今天早上我和大家思想一下敬拜的真正意義
[00:04:07.100 --> 00:04:10.900]  容許我理論一點的講
[00:04:10.900 --> 00:04:15.400]  第一我們看看敬拜到底是什麼意思
[00:04:15.400 --> 00:04:19.200]  不同的學者有不同的意思
[00:04:19.200 --> 00:04:24.100]  Winston為崇拜下了一個定義
[00:04:24.100 --> 00:04:30.200]  他說崇拜是信徒跟神相會
[00:04:30.200 --> 00:04:34.500]  因著神的本性和祂的作為
[00:04:34.500 --> 00:04:37.800]  我們歌頌祂尊祂偉大
[00:04:37.800 --> 00:04:40.400]  將榮耀歸給祂
[00:04:40.400 --> 00:04:44.100]  學者通常寫東西我們都不太明白
[00:04:44.100 --> 00:04:50.200]  其實他這段的焦點是將神的本性和作為放在崇拜的重點
[00:04:50.200 --> 00:04:54.800]  其實他的重點是把神的本性和祂的作為放在崇拜的重點
[00:04:54.800 --> 00:05:01.000]  即是我們回來敬拜是敬拜上帝的本質和尊榮
[00:05:01.000 --> 00:05:04.600]  就是我們回來崇拜是敬拜上帝的本質和祂的尊榮
[00:05:04.600 --> 00:05:08.000]  另一位學者是這樣說
[00:05:08.000 --> 00:05:14.600]  他說基督徒敬拜是信徒以信心向這位在耶穌基督道成肉身顯現的神
[00:05:14.600 --> 00:05:16.100]  作出愛心的回應
[00:05:16.100 --> 00:05:22.000]  他說基督徒敬拜是信徒以信心向這位在耶穌基督道成肉身中顯現的神
[00:05:22.000 --> 00:05:23.600]  作出愛心的回應
[00:05:23.600 --> 00:05:24.900]  這次翻得好,夠文字了
[00:05:24.900 --> 00:05:26.300]  這個不用
[00:05:26.300 --> 00:05:31.200]  這個定義是強調我們用一種愛的回應
[00:05:31.200 --> 00:05:34.100]  這個定義強調的是我們用一種愛的回應
[00:05:34.100 --> 00:05:36.300]  你是發自內心對上帝的那份感恩
[00:05:36.300 --> 00:05:37.900]  你是發自內心對上帝的那份感恩
[00:05:37.900 --> 00:05:40.900]  另一位學者這樣說
[00:05:40.900 --> 00:05:45.400]  他說敬拜就是與神靈裡相交
[00:05:45.400 --> 00:05:50.700]  信徒靠著神的恩典專注在神
[00:05:50.700 --> 00:05:57.300]  透過靈裡面的感情謙卑地去頌揚上帝
[00:05:57.300 --> 00:06:01.300]  以回應祂的偉大和祂的話語
[00:06:01.300 --> 00:06:09.900]  這個定義比較落在我們每一個敬拜人的心態和對準的焦點
[00:06:09.900 --> 00:06:14.700]  這個就是落在我們每個人敬拜人的心態和對準的焦點
[00:06:14.700 --> 00:06:17.700]  最後這位學者說
[00:06:17.700 --> 00:06:18.900]  最後這位學者說
[00:06:18.900 --> 00:06:24.100]  他說敬拜是對那位配得受尊榮者的服服行動和態度
[00:06:24.100 --> 00:06:28.800]  他說敬拜是對那位配得受尊榮者的服服行動和態度
[00:06:28.800 --> 00:06:33.400]  他包含了敬錢和敬拜的行動
[00:06:33.400 --> 00:06:35.600]  這個我們稍後會講到
[00:06:35.600 --> 00:06:39.700]  其實在舊約裡面我們敬拜上帝是會服服去敬拜
[00:06:39.700 --> 00:06:41.500]  這個我們等一下會講到舊約裡面
[00:06:41.500 --> 00:06:42.900]  敬拜上帝我們會服服去敬拜
[00:06:42.900 --> 00:06:46.000]  我們高舉上帝的名
[00:06:46.000 --> 00:06:47.800]  所以簡單來說
[00:06:47.800 --> 00:06:50.400]  敬拜是對神一種主動的回應
[00:06:50.400 --> 00:06:51.300]  所以簡單來講
[00:06:51.300 --> 00:06:53.100]  敬拜是對神一種主動的回應
[00:06:53.100 --> 00:06:56.000]  我們在這裡宣稱神配得我們讚美
[00:06:56.000 --> 00:06:58.300]  我們在這裡宣稱神配得我們讚美
[00:06:58.300 --> 00:07:01.100]  敬拜不是一種被動
[00:07:01.100 --> 00:07:03.000]  是一種主動
[00:07:03.000 --> 00:07:06.300]  敬拜不是去製造氣氛
[00:07:06.300 --> 00:07:08.900]  是強調一種回應
[00:07:08.900 --> 00:07:13.000]  敬拜不是一種感覺
[00:07:13.000 --> 00:07:14.800]  是一種聲明
[00:07:14.800 --> 00:07:18.700]  是對外宣稱
[00:07:18.700 --> 00:07:23.900]  所以綜合以上不同崇拜學者的看法
[00:07:23.900 --> 00:07:27.000]  我自己歸納一個這個意思
[00:07:27.000 --> 00:07:30.800]  崇拜是一個充滿莊嚴
[00:07:30.800 --> 00:07:32.100]  動感
[00:07:32.100 --> 00:07:38.300]  歡欣
[00:07:38.300 --> 00:07:42.500]  神人相遇的一個神聖的時刻
[00:07:42.500 --> 00:07:44.100]  所以每一個參加崇拜的人
[00:07:44.100 --> 00:07:46.600]  他帶著對神那種崇敬
[00:07:46.600 --> 00:07:48.500]  用心靈和誠實
[00:07:48.500 --> 00:07:50.500]  全人全心投入去敬拜
[00:07:50.500 --> 00:07:53.700]  所以每一個敬拜的人就帶著對神的崇敬
[00:07:53.700 --> 00:07:57.500]  用心靈和誠實全人全情進入的心態
[00:07:57.500 --> 00:08:01.100]  如果在這個定義之下
[00:08:01.100 --> 00:08:02.600]  那就要問問大家
[00:08:02.600 --> 00:08:05.200]  你回來崇拜是不是用這樣的心態去敬拜
[00:08:05.200 --> 00:08:06.100]  那就問一下大家
[00:08:06.100 --> 00:08:08.800]  你回來崇拜是不是用這種的心態
[00:08:08.800 --> 00:08:11.500]  另外我們講一下崇拜的對象
[00:08:11.500 --> 00:08:13.500]  另外我們講一下崇拜的對象
[00:08:13.500 --> 00:08:16.100]  如果崇拜由人去準備和帶領
[00:08:16.100 --> 00:08:17.600]  就必然有人的因素
[00:08:17.600 --> 00:08:20.300]  如果崇拜用人去準備和帶領
[00:08:20.300 --> 00:08:21.500]  就一定會有人的因素
[00:08:21.500 --> 00:08:22.800]  有不同的風格
[00:08:22.800 --> 00:08:23.800]  會有不同的風格
[00:08:23.800 --> 00:08:26.800]  無論你多有經驗都好
[00:08:26.800 --> 00:08:29.300]  或者你是初學者
[00:08:29.300 --> 00:08:32.700]  其實我們只不過是一個工具
[00:08:32.700 --> 00:08:34.300]  我們或者用聖經的話說
[00:08:34.300 --> 00:08:39.000]  我們是一個流通的管子而已
[00:08:39.000 --> 00:08:40.400]  所以我要鼓勵每一個
[00:08:40.400 --> 00:08:46.400]  要參與在這裡帶領崇拜的弟兄姐妹
[00:08:46.400 --> 00:08:48.200]  我們真的要存一個敬畏的心
[00:08:48.200 --> 00:08:51.900]  好好的去預備
[00:08:51.900 --> 00:08:53.300]  不是靠我們的經驗
[00:08:53.300 --> 00:08:54.300]  不是靠我們的經驗
[00:08:54.300 --> 00:08:55.300]  不是靠我們的方式
[00:08:55.300 --> 00:08:56.100]  不是靠我們的方法
[00:08:56.100 --> 00:08:57.100]  不是靠我們的技巧
[00:08:57.100 --> 00:08:58.000]  不是靠我們的技巧
[00:08:58.000 --> 00:08:59.400]  或者甚至靠一些噱頭
[00:08:59.400 --> 00:09:01.100]  甚至靠一些噱頭
[00:09:01.100 --> 00:09:04.500]  而是我們真正去敬拜這位獨一的真神
[00:09:04.500 --> 00:09:06.900]  而是真正我們敬拜這位獨一的真神
[00:09:06.900 --> 00:09:09.000]  早上的經文是這樣說的
[00:09:09.000 --> 00:09:10.600]  今天早上經文這樣子說
[00:09:10.600 --> 00:09:12.300]  他說先生我看出你是先知
[00:09:12.300 --> 00:09:14.300]  先生我看出你是先知
[00:09:14.300 --> 00:09:16.100]  我的祖宗在山上敬拜
[00:09:16.100 --> 00:09:17.900]  我的祖宗在山上敬拜
[00:09:17.900 --> 00:09:20.300]  他說你倒述在禮拜的地方
[00:09:20.300 --> 00:09:21.100]  在耶路撒冷
[00:09:21.100 --> 00:09:23.900]  你倒說禮拜的地方是在耶路撒冷
[00:09:23.900 --> 00:09:25.700]  其實這裡是有一個背景的
[00:09:25.700 --> 00:09:27.100]  其實這裡是有一個背景
[00:09:27.100 --> 00:09:30.000]  因為以色列人在舊約的時候
[00:09:30.000 --> 00:09:31.900]  因為以色列人在舊約的時候
[00:09:31.900 --> 00:09:33.400]  他分開南國和北國
[00:09:33.400 --> 00:09:35.000]  分開南國和北國
[00:09:35.000 --> 00:09:38.200]  所以南國的首都是耶路撒冷
[00:09:38.200 --> 00:09:40.300]  所以南國的首都是耶路撒冷
[00:09:40.300 --> 00:09:41.400]  當時有回眸
[00:09:41.400 --> 00:09:42.800]  當時有回眸
[00:09:42.800 --> 00:09:45.700]  北國就在另一邊
[00:09:45.700 --> 00:09:47.200]  北國是在另外一邊
[00:09:47.200 --> 00:09:49.000]  當時北國有一個領袖
[00:09:49.000 --> 00:09:50.400]  當時北國有一個領袖
[00:09:50.400 --> 00:09:52.400]  他發現如果那些人
[00:09:52.400 --> 00:09:56.500]  經常去南國耶路撒冷去敬拜的話
[00:09:56.500 --> 00:09:58.300]  他發現如果那些人
[00:09:58.300 --> 00:10:00.500]  經常到南國的耶路撒冷去敬拜的話
[00:10:00.500 --> 00:10:02.300]  他怕那些人心就歸向南國
[00:10:02.300 --> 00:10:04.600]  他怕那些人心就歸向南國
[00:10:04.600 --> 00:10:05.900]  他基於一個政治的考慮
[00:10:05.900 --> 00:10:07.200]  他因為這個政治的考慮
[00:10:07.200 --> 00:10:09.100]  就在這個撒瑪利亞山上面
[00:10:09.100 --> 00:10:10.800]  所以他在撒瑪利亞山上面
[00:10:10.800 --> 00:10:12.100]  另外設立了一個聖殿
[00:10:12.100 --> 00:10:13.700]  另外設了一個聖殿
[00:10:13.700 --> 00:10:15.000]  就是打對台在那裏
[00:10:15.000 --> 00:10:16.100]  就是打對台
[00:10:16.100 --> 00:10:17.900]  南國就在耶路撒冷
[00:10:17.900 --> 00:10:19.100]  南國就在耶路撒冷
[00:10:19.100 --> 00:10:20.600]  北國就在撒瑪利亞
[00:10:20.600 --> 00:10:22.100]  北國就在撒瑪利亞
[00:10:22.100 --> 00:10:24.700]  當時撒瑪利亞婦人就說
[00:10:24.700 --> 00:10:27.500]  我們敬拜在我們的山上
[00:10:27.500 --> 00:10:28.700]  所以當時那個婦人就說
[00:10:28.700 --> 00:10:30.500]  我們敬拜是在我們的山上
[00:10:30.500 --> 00:10:31.500]  她在討論的
[00:10:31.500 --> 00:10:33.700]  留意她在講的是地點
[00:10:33.700 --> 00:10:36.300]  她在講的是地點
[00:10:36.300 --> 00:10:38.300]  但耶穌在這裏說
[00:10:38.300 --> 00:10:41.300]  禮拜是在耶路撒冷
[00:10:41.300 --> 00:10:42.500]  但耶穌在這裏說
[00:10:42.500 --> 00:10:43.900]  禮拜是在耶路撒冷
[00:10:43.900 --> 00:10:46.100]  禮拜原來的意思就是敬拜
[00:10:46.100 --> 00:10:48.500]  禮拜原本的意思就是敬拜
[00:10:48.500 --> 00:10:51.300]  在原文有敬畏尊崇
[00:10:51.300 --> 00:10:53.700]  在原文有敬畏尊崇
[00:10:53.700 --> 00:10:55.300]  效忠神福之義
[00:10:55.300 --> 00:10:57.300]  效忠神福之義
[00:10:57.300 --> 00:10:58.900]  如果回到希伯來文
[00:10:58.900 --> 00:11:00.500]  如果回到希伯來文
[00:11:00.500 --> 00:11:01.500]  就像剛才說的
[00:11:01.500 --> 00:11:03.500]  有俯伏和跪拜的意思
[00:11:03.500 --> 00:11:05.700]  就像剛才說的有俯伏和敬拜的意思
[00:11:05.700 --> 00:11:08.500]  敬拜這個字的英文Worship
[00:11:08.500 --> 00:11:11.100]  敬拜這個字的英文Worship
[00:11:11.100 --> 00:11:14.300]  和英文價值這個字是由那裏而來的
[00:11:14.300 --> 00:11:17.300]  是由英文的價值這裏演變而來的
[00:11:17.300 --> 00:11:20.900]  意思就是將神應得的價值歸還給他
[00:11:20.900 --> 00:11:23.900]  意思就是把神應得的價值歸還給他
[00:11:23.900 --> 00:11:27.100]  用宗教術語就是將神的榮耀歸還給他
[00:11:27.100 --> 00:11:29.900]  用宗教術語就是說把神的榮耀歸還給他
[00:11:29.900 --> 00:11:31.100]  所以如果這樣看的話
[00:11:31.100 --> 00:11:36.500]  敬拜不是單是一些動作
[00:11:36.500 --> 00:11:39.300]  所以這裏來看敬拜不是單是一個動作
[00:11:39.300 --> 00:11:41.100]  是一種態度
[00:11:41.100 --> 00:11:46.300]  是我們受造者對這位造物主那份尊崇的態度
[00:11:46.300 --> 00:11:49.900]  是我們受造者對這位造物主那份尊崇的態度
[00:11:49.900 --> 00:11:52.500]  敬拜也是動態的
[00:11:52.500 --> 00:11:54.100]  是雙向的
[00:11:54.100 --> 00:11:57.100]  是神人透過這個敬拜裏面的一個相遇
[00:11:57.100 --> 00:11:59.900]  是神人透過這個敬拜的一個相遇
[00:11:59.900 --> 00:12:04.900]  人只能夠透過敬拜才更加真實的去認識這位的神
[00:12:04.900 --> 00:12:08.900]  人只能夠透過敬拜才可以更加真實的認識神
[00:12:08.900 --> 00:12:11.900]  或者在敬拜裏面才真正的認識自己
[00:12:11.900 --> 00:12:14.900]  或者在敬拜當中才真正的認識自己
[00:12:14.900 --> 00:12:19.100]  所以這位撒瑪利亞夫人討論的是地點、儀式、方法
[00:12:19.100 --> 00:12:22.700]  所以撒瑪利亞夫人討論的地點、儀式和方法
[00:12:22.700 --> 00:12:24.700]  很多時候就像我們今天的教會
[00:12:24.700 --> 00:12:26.100]  很多時候就像我們現在的教會
[00:12:26.100 --> 00:12:28.100]  不同宗派
[00:12:28.100 --> 00:12:30.100]  我們浸信會是一些叫做方派
[00:12:30.100 --> 00:12:31.700]  我們浸信會叫做福音派
[00:12:31.700 --> 00:12:35.100]  以宣講和敬拜為中心
[00:12:35.100 --> 00:12:39.100]  有些禮儀教會就有一些儀式
[00:12:39.100 --> 00:12:41.500]  我們就爭論在那些方法和儀式上
[00:12:41.500 --> 00:12:43.500]  我們老爭論在那些方法和儀式上
[00:12:43.500 --> 00:12:49.500]  但耶穌說把敬拜的焦點放在真理和人的心裏
[00:12:49.500 --> 00:12:53.500]  但耶穌說把敬拜的焦點要放在真理上
[00:12:53.500 --> 00:12:55.500]  21至24節耶穌這樣說
[00:12:55.500 --> 00:12:58.500]  21至24節耶穌這樣說
[00:12:58.500 --> 00:13:01.500]  夫人你當信我 時間將到
[00:13:01.500 --> 00:13:05.500]  你們拜父也不在這山上 也不在耶路撒冷
[00:13:05.500 --> 00:13:07.500]  你們所拜的你們不知道
[00:13:07.500 --> 00:13:09.500]  我們所拜的我們知道
[00:13:09.500 --> 00:13:12.500]  因為救恩是從猶太人出來的
[00:13:12.500 --> 00:13:14.500]  之後將到 如今就是了
[00:13:14.500 --> 00:13:18.500]  那真正拜父的要用心靈和誠實拜他
[00:13:18.500 --> 00:13:21.500]  因為父要這樣的人拜他
[00:13:21.500 --> 00:13:22.500]  神是靈
[00:13:22.500 --> 00:13:26.500]  所以拜他的必須用心靈和誠實拜他
[00:13:26.500 --> 00:13:30.500]  在新約裏面這段是耶穌直接的去講到有關敬拜的教導
[00:13:30.500 --> 00:13:36.500]  在新約裏面耶穌是直接的講到對敬拜的方法
[00:13:36.500 --> 00:13:38.500]  他講到敬拜的時間和地點
[00:13:38.500 --> 00:13:40.500]  他講到敬拜的時間和地點
[00:13:40.500 --> 00:13:43.500]  他說 here and now 此時此刻就是了
[00:13:43.500 --> 00:13:45.500]  他說此時此刻就是了
[00:13:45.500 --> 00:13:46.500]  他說不是在那個山上
[00:13:46.500 --> 00:13:48.500]  他說不是在那個山上
[00:13:48.500 --> 00:13:49.500]  不是在撒瑪利亞山上
[00:13:49.500 --> 00:13:50.500]  不是在撒瑪利亞山上
[00:13:50.500 --> 00:13:53.500]  也不是單限制在猶太耶路撒冷
[00:13:53.500 --> 00:13:55.500]  也不是單限在耶路撒冷上
[00:13:55.500 --> 00:13:58.500]  他說神是要怎樣去敬拜他的
[00:13:58.500 --> 00:14:00.500]  他神是怎樣去敬拜他的
[00:14:00.500 --> 00:14:04.500]  我們和本翻譯是用心靈和誠實去敬拜的
[00:14:04.500 --> 00:14:07.500]  我們和本翻譯是用心靈和誠實去敬拜的
[00:14:07.500 --> 00:14:08.500]  這個翻譯不是很準
[00:14:08.500 --> 00:14:09.500]  這個翻譯不是很準
[00:14:09.500 --> 00:14:11.500]  比較接近原文的翻譯
[00:14:11.500 --> 00:14:13.500]  比較接近原文的翻譯
[00:14:13.500 --> 00:14:16.500]  是在靈和真理中敬拜
[00:14:16.500 --> 00:14:19.500]  是在靈和真理中敬拜
[00:14:19.500 --> 00:14:24.500]  就是說用心靈按真理去敬拜
[00:14:24.500 --> 00:14:27.500]  就是用心靈按真理去敬拜
[00:14:27.500 --> 00:14:29.500]  兩者不同
[00:14:29.500 --> 00:14:30.500]  兩者不一樣
[00:14:30.500 --> 00:14:32.500]  你是不是發自內心
[00:14:32.500 --> 00:14:33.500]  你是不是發自內心
[00:14:33.500 --> 00:14:35.500]  你是不是按真理去敬拜
[00:14:35.500 --> 00:14:37.500]  你是不是按真理去敬拜
[00:14:37.500 --> 00:14:41.500]  你可以找個流行歌手來唱詩歌都唱得很好聽
[00:14:41.500 --> 00:14:44.500]  你可以找個流行歌手來唱詩歌都唱得很好聽
[00:14:44.500 --> 00:14:46.500]  因為他有足夠的舞台經驗
[00:14:46.500 --> 00:14:47.500]  因為他有足夠的舞台經驗
[00:14:47.500 --> 00:14:48.500]  他有好的聲線
[00:14:48.500 --> 00:14:49.500]  他有好的聲音
[00:14:49.500 --> 00:14:52.500]  他又懂得怎樣演繹的技巧
[00:14:52.500 --> 00:14:53.500]  他又懂得怎樣演繹的技巧
[00:14:53.500 --> 00:14:56.500]  但他不一定是按心靈和按真理去敬拜
[00:14:56.500 --> 00:15:00.500]  但他不一定是按心靈和按真理去敬拜
[00:15:00.500 --> 00:15:01.500]  所以在這裡講到
[00:15:01.500 --> 00:15:05.500]  原來敬拜不是區形式時間和地點
[00:15:05.500 --> 00:15:12.500]  所以這裡說敬拜不是單在形式上面
[00:15:12.500 --> 00:15:14.500]  時間和地點上面
[00:15:14.500 --> 00:15:16.500]  甚至不一定是星期天
[00:15:16.500 --> 00:15:18.500]  甚至不一定是星期天
[00:15:18.500 --> 00:15:21.500]  現在很多的教會因為善用的空間
[00:15:21.500 --> 00:15:22.500]  禮拜六都會有崇拜
[00:15:22.500 --> 00:15:25.500]  現在教會因為善用一些空間
[00:15:25.500 --> 00:15:26.500]  禮拜六都會聚會崇拜
[00:15:26.500 --> 00:15:28.500]  我義賢士逢的教會有四堂崇拜
[00:15:28.500 --> 00:15:30.500]  我義賢士逢的教會有四堂崇拜
[00:15:30.500 --> 00:15:32.500]  其中一堂是星期四的早上
[00:15:32.500 --> 00:15:33.500]  其中一堂是禮拜四早上
[00:15:33.500 --> 00:15:36.500]  是方便長者來參加
[00:15:36.500 --> 00:15:39.500]  甚至初期教會受逼迫的時候
[00:15:39.500 --> 00:15:41.500]  甚至初期教會受逼迫的時候
[00:15:41.500 --> 00:15:44.500]  他們在羅馬的地下墓穴那裡敬拜
[00:15:44.500 --> 00:15:47.500]  他們在羅馬的地下墓穴那裡敬拜
[00:15:47.500 --> 00:15:50.500]  所以我們不是規限地點和形式
[00:15:50.500 --> 00:15:54.500]  所以我們不是只是在現在地點和形式上
[00:15:54.500 --> 00:15:58.500]  但耶穌為什麼要和一個撒瑪利亞人的婦人
[00:15:58.500 --> 00:16:00.500]  去講敬拜的真理呢?
[00:16:00.500 --> 00:16:03.500]  但耶穌為什麼要和一個撒瑪利亞人的婦人
[00:16:03.500 --> 00:16:04.500]  講敬拜的真理呢?
[00:16:04.500 --> 00:16:06.500]  如果你讀那段英文很熟悉的
[00:16:06.500 --> 00:16:08.500]  就是耶穌在烈日當空的時候
[00:16:08.500 --> 00:16:10.500]  本來向她要水來喝
[00:16:10.500 --> 00:16:11.500]  如果你讀這段經文的時候
[00:16:11.500 --> 00:16:13.500]  耶穌在烈日當空的時候
[00:16:13.500 --> 00:16:15.500]  本來向那個婦人要水喝
[00:16:15.500 --> 00:16:17.500]  從中就顯示真正的活水
[00:16:17.500 --> 00:16:19.500]  從中就顯示真正的活水
[00:16:19.500 --> 00:16:22.500]  那個話題就轉入今天早上講的敬拜
[00:16:22.500 --> 00:16:25.500]  那個話題就轉向今天早上講的敬拜
[00:16:25.500 --> 00:16:28.500]  聖經學者其實說有一個含義在裡面
[00:16:28.500 --> 00:16:30.500]  聖經學者說這裡有一個含義在裡面
[00:16:30.500 --> 00:16:32.500]  一個真正認識神的人
[00:16:32.500 --> 00:16:35.500]  必定先要首先認識自己
[00:16:35.500 --> 00:16:36.500]  他是一個真正認識神的人
[00:16:36.500 --> 00:16:38.500]  他必須首先要認識自己
[00:16:38.500 --> 00:16:40.500]  你想想你連自己都不認識
[00:16:40.500 --> 00:16:41.500]  你怎麼來敬拜神呢?
[00:16:41.500 --> 00:16:43.500]  如果你連自己都不認識的話
[00:16:43.500 --> 00:16:44.500]  你怎麼去敬拜神?
[00:16:44.500 --> 00:16:45.500]  如果我們不認識神
[00:16:45.500 --> 00:16:46.500]  我們不明白十加大愛
[00:16:46.500 --> 00:16:48.500]  我們怎麼會來去敬拜祂呢?
[00:16:48.500 --> 00:16:49.500]  如果我們不認識神
[00:16:49.500 --> 00:16:50.500]  不明白十加大愛
[00:16:50.500 --> 00:16:52.500]  我們怎麼去敬拜祂呢?
[00:16:52.500 --> 00:16:56.500]  所以其實崇拜就是一個神人相遇的時刻
[00:16:56.500 --> 00:16:58.500]  所以崇拜就是一個神人相遇的時刻
[00:16:58.500 --> 00:17:00.500]  當我們越來越明白神的時候
[00:17:00.500 --> 00:17:02.500]  當我們越來越明白神的時候
[00:17:02.500 --> 00:17:05.500]  我們越來越明白自己那種的卑微
[00:17:05.500 --> 00:17:06.500]  和自己那種的污穢
[00:17:06.500 --> 00:17:09.500]  我們就會越來越明白自己的卑微和自己的污穢
