
[00:00:00.000 --> 00:00:02.000]  第一次為我們做一次低頭祈禱
[00:02:14.000 --> 00:02:16.000]  和弟兄姊妹討告
[00:02:16.000 --> 00:02:18.000]  很多弟兄姊妹經歷了討告
[00:02:18.000 --> 00:02:20.000]  無論重大的事故
[00:02:20.000 --> 00:02:22.000]  或者日常的生活
[00:02:22.000 --> 00:02:24.000]  如果大家沒有忘記
[00:02:24.000 --> 00:02:26.000]  或者有參加到
[00:02:26.000 --> 00:02:28.000]  去年12月29日下午的見證聚會
[00:02:28.000 --> 00:02:30.000]  就聽到很多的見證
[00:02:30.000 --> 00:02:32.000]  很多重大又難
[00:02:32.000 --> 00:02:34.000]  又大的事件的時候
[00:02:34.000 --> 00:02:36.000]  直接討告神成就
[00:02:36.000 --> 00:02:38.000]  而在這場生活裡面
[00:02:38.000 --> 00:02:40.000]  就是討告神帶領我們經過
[00:02:40.000 --> 00:02:42.000]  今年我們要去
[00:02:42.000 --> 00:02:44.000]  託錢
[00:02:44.000 --> 00:02:46.000]  我們託錢的原因
[00:02:46.000 --> 00:02:48.000]  不是因為我們沒有事要做
[00:02:48.000 --> 00:02:50.000]  是因為主耶穌的吩咐
[00:02:50.000 --> 00:02:52.000]  要將天國的使命
[00:02:52.000 --> 00:02:54.000]  傳揚出去
[00:02:54.000 --> 00:02:56.000]  哪些人去做呢?
[00:02:56.000 --> 00:02:58.000]  是神要他的子民去做的
[00:02:58.000 --> 00:03:00.000]  所以我們今年求主
[00:03:00.000 --> 00:03:02.000]  讓我們有積極的行動
[00:03:02.000 --> 00:03:04.000]  要回應
[00:03:04.000 --> 00:03:06.000]  只要我們能夠完成
[00:03:06.000 --> 00:03:10.000]  神給我們一生的託付與使命
[00:03:10.000 --> 00:03:12.000]  好,好像我們最終
[00:03:12.000 --> 00:03:14.000]  是被捆綁的
[00:03:14.000 --> 00:03:16.000]  神興起摩西
[00:03:16.000 --> 00:03:18.000]  以色列人出埃及
[00:03:18.000 --> 00:03:20.000]  好像我們得到救恩
[00:03:20.000 --> 00:03:22.000]  於是脫離了以前的奴役之苦
[00:03:22.000 --> 00:03:24.000]  經過紅海的洗禮
[00:03:24.000 --> 00:03:26.000]  進入曠野
[00:03:26.000 --> 00:03:28.000]  從幼年開始
[00:03:28.000 --> 00:03:30.000]  在教會長大
[00:03:30.000 --> 00:03:32.000]  經常有唱詩歌
[00:03:32.000 --> 00:03:34.000]  當然我不敢說那些詩歌
[00:03:34.000 --> 00:03:36.000]  有什麼問題
[00:03:36.000 --> 00:03:38.000]  不過在腦海裡常常
[00:03:38.000 --> 00:03:40.000]  都會有這樣的概念
[00:03:40.000 --> 00:03:42.000]  我們以前在埃及地
[00:03:42.000 --> 00:03:44.000]  我們是圍著曠野
[00:03:44.000 --> 00:03:46.000]  兜兜轉轉四十年
[00:03:46.000 --> 00:03:48.000]  這是人生路
[00:03:48.000 --> 00:03:50.000]  兜轉四十年之後
[00:03:50.000 --> 00:03:52.000]  最後割藥彈河
[00:03:52.000 --> 00:03:54.000]  進入艱難地
[00:03:54.000 --> 00:03:56.000]  這樣的歷史上的記載
[00:03:56.000 --> 00:03:58.000]  很多時候
[00:03:58.000 --> 00:04:00.000]  過去曾經被演繹成
[00:04:00.000 --> 00:04:02.000]  我們基督徒一生是這樣的
[00:04:02.000 --> 00:04:04.000]  我想這個也可以這樣解釋
[00:04:04.000 --> 00:04:06.000]  不過事實上
[00:04:06.000 --> 00:04:08.000]  是不是出埃及經過曠野
[00:04:08.000 --> 00:04:10.000]  進入艱難
[00:04:10.000 --> 00:04:12.000]  就是進入神的國呢?
[00:04:12.000 --> 00:04:14.000]  但發覺聖經裡記載
[00:04:14.000 --> 00:04:16.000]  以色列人進入艱難之後
[00:04:16.000 --> 00:04:18.000]  不是那回事情
[00:04:18.000 --> 00:04:20.000]  不是得享永遠的安息
[00:04:20.000 --> 00:04:22.000]  進入艱難之後
[00:04:22.000 --> 00:04:24.000]  南征北討還有很多戰爭
[00:04:24.000 --> 00:04:26.000]  要打的
[00:04:26.000 --> 00:04:28.000]  所以今年我們在拓展時宮的時候
[00:04:28.000 --> 00:04:30.000]  我們不同的同宮
[00:04:30.000 --> 00:04:32.000]  有不同的講題
[00:04:32.000 --> 00:04:34.000]  我希望用約書亞記
[00:04:34.000 --> 00:04:36.000]  和大家從約書亞
[00:04:36.000 --> 00:04:38.000]  怎樣夢神帶領他進入埃及
[00:04:38.000 --> 00:04:40.000]  進入艱難
[00:04:40.000 --> 00:04:42.000]  到底在南征北討的人生裡面
[00:04:42.000 --> 00:04:44.000]  我們怎樣過呢?
[00:04:44.000 --> 00:04:46.000]  在這裡給大家一個概念
[00:04:46.000 --> 00:04:48.000]  讓大家一點點明白
[00:04:48.000 --> 00:04:50.000]  因為這個歷史的故事
[00:04:50.000 --> 00:04:52.000]  不是虛構的
[00:04:52.000 --> 00:04:54.000]  是真的發生在地球上
[00:04:54.000 --> 00:04:56.000]  在哪裡呢?
[00:04:56.000 --> 00:04:58.000]  就是現在的埃及
[00:04:58.000 --> 00:05:00.000]  有些動亂的地方
[00:05:00.000 --> 00:05:02.000]  巴勒斯坦的地方
[00:05:02.000 --> 00:05:04.000]  以色列人和當地人經常登峰的地方
[00:05:04.000 --> 00:05:06.000]  給大家看看
[00:05:06.000 --> 00:05:08.000]  看看上帝昔日
[00:05:08.000 --> 00:05:10.000]  這幫人
[00:05:10.000 --> 00:05:12.000]  這裡是埃及地
[00:05:12.000 --> 00:05:14.000]  地中海
[00:05:14.000 --> 00:05:16.000]  埃及很大
[00:05:16.000 --> 00:05:18.000]  他們出了埃及之後
[00:05:18.000 --> 00:05:20.000]  經過這個礦野
[00:05:20.000 --> 00:05:22.000]  包括了這裡在內
[00:05:22.000 --> 00:05:24.000]  最後這個死海
[00:05:24.000 --> 00:05:26.000]  死海北邊這條是約旦河
[00:05:26.000 --> 00:05:28.000]  約旦河北邊是加利利海
[00:05:28.000 --> 00:05:30.000]  這裡是敘利亞
[00:05:30.000 --> 00:05:32.000]  他們經過這裡
[00:05:32.000 --> 00:05:34.000]  進入耶利哥
[00:05:34.000 --> 00:05:36.000]  進入加南地
[00:05:36.000 --> 00:05:38.000]  將剛才的地方放大一點
[00:05:38.000 --> 00:05:40.000]  經過約旦河
[00:05:40.000 --> 00:05:42.000]  這裡是約旦河
[00:05:42.000 --> 00:05:44.000]  進入加南地
[00:05:44.000 --> 00:05:46.000]  一般以為加南地
[00:05:46.000 --> 00:05:48.000]  是這麼小的地方
[00:05:48.000 --> 00:05:50.000]  其實上帝應許以色列人
[00:05:50.000 --> 00:05:52.000]  不是指這個疆域
[00:05:52.000 --> 00:05:54.000]  上帝應許亞伯拉罕摩西的時候
[00:05:54.000 --> 00:05:56.000]  是從亞伯拉底河這邊
[00:05:56.000 --> 00:05:58.000]  直直去到埃及河這邊
[00:05:58.000 --> 00:06:00.000]  是這麼大的地方
[00:06:00.000 --> 00:06:02.000]  這個版圖
[00:06:02.000 --> 00:06:04.000]  只是曾經在索羅門的時代
[00:06:04.000 --> 00:06:06.000]  或者大衛最興盛的時代
[00:06:06.000 --> 00:06:08.000]  曾經有過
[00:06:08.000 --> 00:06:10.000]  但其後沒有這麼大
[00:06:10.000 --> 00:06:12.000]  所以到今時今日
[00:06:12.000 --> 00:06:14.000]  這是加利利海這是死海
[00:06:14.000 --> 00:06:16.000]  這是地中海
[00:06:16.000 --> 00:06:18.000]  最多是在耶利哥這個地方
[00:06:18.000 --> 00:06:20.000]  很多人以為
[00:06:20.000 --> 00:06:22.000]  加南地是這裡
[00:06:22.000 --> 00:06:24.000]  其實上帝應許的地方不是這裡
[00:06:24.000 --> 00:06:26.000]  比他們當時是這麼大的地方
[00:06:26.000 --> 00:06:28.000]  這個讓大家看到
[00:06:28.000 --> 00:06:30.000]  進入加南地
[00:06:30.000 --> 00:06:32.000]  不只是這一幅
[00:06:32.000 --> 00:06:34.000]  神要他們擴展疆域
[00:06:34.000 --> 00:06:36.000]  去到很廣闊的地方
[00:06:36.000 --> 00:06:38.000]  到新約的時候
[00:06:38.000 --> 00:06:40.000]  這個疆域更大
[00:06:40.000 --> 00:06:42.000]  待會跟大家會再提這一點
[00:06:42.000 --> 00:06:44.000]  好嗎
[00:06:44.000 --> 00:06:46.000]  我們從約斯亞尼來看一下
[00:06:46.000 --> 00:06:48.000]  你和我
[00:06:48.000 --> 00:06:50.000]  在有生的年日
[00:06:50.000 --> 00:06:52.000]  留心我用有生的年日
[00:06:52.000 --> 00:06:54.000]  當你不在生的時候
[00:06:54.000 --> 00:06:56.000]  沒得做了
[00:06:56.000 --> 00:06:58.000]  沒得打了
[00:06:58.000 --> 00:07:00.000]  所以求主都要教導我們
[00:07:00.000 --> 00:07:02.000]  尊重自己的年日
[00:07:02.000 --> 00:07:04.000]  好讓我們得著自衛心
[00:07:04.000 --> 00:07:06.000]  今年2014
[00:07:06.000 --> 00:07:08.000]  你幾多歲了
[00:07:08.000 --> 00:07:10.000]  有些人我不知道
[00:07:10.000 --> 00:07:12.000]  有些中國人
[00:07:12.000 --> 00:07:14.000]  你是生處什麼的
[00:07:14.000 --> 00:07:16.000]  如果你是馬的話
[00:07:16.000 --> 00:07:18.000]  不是12是24不是24是36
[00:07:18.000 --> 00:07:20.000]  不是36是48不是48是60
[00:07:20.000 --> 00:07:22.000]  不是60是72
[00:07:22.000 --> 00:07:24.000]  不是72是84
[00:07:24.000 --> 00:07:26.000]  是不是
[00:07:26.000 --> 00:07:28.000]  這樣算一算就知道了
[00:07:28.000 --> 00:07:30.000]  有生年日裡面
[00:07:30.000 --> 00:07:32.000]  人生這麼的歲月中間
[00:07:32.000 --> 00:07:34.000]  請問是什麼
[00:07:34.000 --> 00:07:36.000]  都是爭戰
[00:07:36.000 --> 00:07:38.000]  有什麼爭戰
[00:07:38.000 --> 00:07:40.000]  我不和別人打
[00:07:40.000 --> 00:07:42.000]  我很祥和
[00:07:42.000 --> 00:07:44.000]  沒有世界上的戰爭
[00:07:44.000 --> 00:07:46.000]  有社會上的矛盾
[00:07:46.000 --> 00:07:48.000]  有階級鬥爭
[00:07:48.000 --> 00:07:50.000]  沒有階級鬥爭
[00:07:50.000 --> 00:07:52.000]  在人世中間在家庭裡面
[00:07:52.000 --> 00:07:54.000]  都有吵吵鬧鬧
[00:07:54.000 --> 00:07:56.000]  就算沒有這些
[00:07:56.000 --> 00:07:58.000]  在內心世界裡面
[00:07:58.000 --> 00:08:00.000]  有沒有是與非之爭
[00:08:00.000 --> 00:08:02.000]  有沒有善與惡之爭
[00:08:02.000 --> 00:08:04.000]  就在這些戰爭裡面
[00:08:04.000 --> 00:08:06.000]  好了
[00:08:06.000 --> 00:08:08.000]  既然在戰爭裡面的時候
[00:08:08.000 --> 00:08:10.000]  我們怎麼可以得勝呢
[00:08:10.000 --> 00:08:12.000]  耶和華
[00:08:12.000 --> 00:08:14.000]  大家如果看回剛才聖經
[00:08:14.000 --> 00:08:16.000]  我們今天所讀經文
[00:08:16.000 --> 00:08:18.000]  如果可以打開的話
[00:08:18.000 --> 00:08:20.000]  看回約書亞記第一章
[00:08:20.000 --> 00:08:22.000]  耶和華吩咐約書亞的時候
[00:08:22.000 --> 00:08:24.000]  請問約書亞
[00:08:24.000 --> 00:08:26.000]  約書亞當時多少歲
[00:08:26.000 --> 00:08:28.000]  不要給準確的數字
[00:08:28.000 --> 00:08:30.000]  約書亞多少歲
[00:08:30.000 --> 00:08:32.000]  這麼大使命要做這樣的事
[00:08:32.000 --> 00:08:34.000]  約書亞多少歲
[00:08:34.000 --> 00:08:36.000]  二十多歲
[00:08:36.000 --> 00:08:38.000]  多少歲
[00:08:38.000 --> 00:08:40.000]  起碼吧
[00:08:40.000 --> 00:08:44.000]  鄺爾在三十八年
[00:08:44.000 --> 00:08:46.000]  他跟摩西的時候
[00:08:46.000 --> 00:08:48.000]  就算是一個小孩
[00:08:48.000 --> 00:08:50.000]  講得俗俗的
[00:08:50.000 --> 00:08:52.000]  少年人都十多歲
[00:08:52.000 --> 00:08:54.000]  加上這三十八
[00:08:54.000 --> 00:08:56.000]  算四十歲
[00:08:56.000 --> 00:08:58.000]  起碼多少歲
[00:08:58.000 --> 00:09:00.000]  起碼入伍了
[00:09:00.000 --> 00:09:02.000]  我們中間有沒有人入伍
[00:09:02.000 --> 00:09:06.000]  登陸了沒有
[00:09:06.000 --> 00:09:08.000]  笑啊
[00:09:08.000 --> 00:09:10.000]  不要笑啊
[00:09:10.000 --> 00:09:12.000]  很多入伍登陸以為退休了
[00:09:12.000 --> 00:09:14.000]  不用做了
[00:09:14.000 --> 00:09:16.000]  想嘆世界了
[00:09:16.000 --> 00:09:18.000]  入伍退休
[00:09:18.000 --> 00:09:20.000]  想嘆世界
[00:09:20.000 --> 00:09:22.000]  人可以這樣
[00:09:22.000 --> 00:09:24.000]  但你做基督徒肯定不會這樣
[00:09:24.000 --> 00:09:26.000]  我用肯定這個字
[00:09:26.000 --> 00:09:30.000]  因為入伍登陸
[00:09:30.000 --> 00:09:32.000]  正正是屬靈
[00:09:32.000 --> 00:09:34.000]  戰爭的開始
[00:09:34.000 --> 00:09:40.000]  所以如果你的入伍登陸
[00:09:40.000 --> 00:09:42.000]  拜託你不要
[00:09:42.000 --> 00:09:44.000]  跟弟兄姊妹
[00:09:44.000 --> 00:09:46.000]  跟傳道同工說
[00:09:46.000 --> 00:09:48.000]  我不行了我年紀大了
[00:09:48.000 --> 00:09:50.000]  大什麼
[00:09:50.000 --> 00:09:52.000]  阿伯拉罕
[00:09:52.000 --> 00:09:54.000]  多少歲蒙召
[00:09:54.000 --> 00:09:56.000]  阿伯拉罕多少歲蒙召
[00:09:56.000 --> 00:09:58.000]  忘記了嗎
[00:09:58.000 --> 00:10:00.000]  剛剛去年
[00:10:00.000 --> 00:10:02.000]  我們才慶祝
[00:10:02.000 --> 00:10:04.000]  七十五週年
[00:10:04.000 --> 00:10:06.000]  這樣的道理都忘記了
[00:10:06.000 --> 00:10:08.000]  七十五
[00:10:08.000 --> 00:10:10.000]  摩西是八十
[00:10:10.000 --> 00:10:12.000]  所以約書亞多少
[00:10:12.000 --> 00:10:16.000]  算你五十出頭
[00:10:16.000 --> 00:10:18.000]  入伍登陸
[00:10:18.000 --> 00:10:20.000]  我們入伍登陸大有人在
[00:10:20.000 --> 00:10:22.000]  所以有時候
[00:10:22.000 --> 00:10:24.000]  我們教會不夠人手
[00:10:24.000 --> 00:10:26.000]  是不是年輕人不夠
[00:10:26.000 --> 00:10:28.000]  因為我們少年人脫節
[00:10:28.000 --> 00:10:30.000]  沒了下一節
[00:10:30.000 --> 00:10:32.000]  其實
[00:10:32.000 --> 00:10:34.000]  耶和華吩咐摩西
[00:10:34.000 --> 00:10:36.000]  約書亞的時候
[00:10:36.000 --> 00:10:38.000]  約書亞已經是入伍登陸的原理
[00:10:38.000 --> 00:10:40.000]  叫他做什麼
[00:10:40.000 --> 00:10:42.000]  第一章第二節
[00:10:42.000 --> 00:10:44.000]  打完繩子一起讀
[00:10:44.000 --> 00:10:46.000]  出來吧
[00:10:46.000 --> 00:10:48.000]  一二三
[00:10:48.000 --> 00:10:50.000]  快點
[00:10:50.000 --> 00:10:54.000]  看著我聽著我讀
[00:10:54.000 --> 00:10:56.000]  你都要聽到的
[00:10:56.000 --> 00:10:58.000]  預備起
[00:10:58.000 --> 00:11:00.000]  我這僕人摩西死了
[00:11:00.000 --> 00:11:02.000]  現在你要起來
[00:11:02.000 --> 00:11:04.000]  和眾百姓歌者遊大河
[00:11:04.000 --> 00:11:06.000]  和我所有恃及以色列人的地去
[00:11:06.000 --> 00:11:08.000]  留心這裡說有個字
[00:11:08.000 --> 00:11:10.000]  你要起來
[00:11:10.000 --> 00:11:12.000]  和眾百姓
[00:11:14.000 --> 00:11:16.000]  對一個人說
[00:11:16.000 --> 00:11:18.000]  你是單數
[00:11:18.000 --> 00:11:20.000]  要起來
[00:11:20.000 --> 00:11:22.000]  弟兄姊妹不是你一個人做
[00:11:22.000 --> 00:11:24.000]  是和眾百姓
[00:11:24.000 --> 00:11:26.000]  一同去做
[00:11:26.000 --> 00:11:30.000]  下一篇
[00:11:30.000 --> 00:11:32.000]  跟著有百姓同行
[00:11:32.000 --> 00:11:34.000]  我們看一章三節
[00:11:34.000 --> 00:11:36.000]  看著我預備一起讀
[00:11:36.000 --> 00:11:38.000]  凡你們
[00:11:38.000 --> 00:11:40.000]  腳掌所踏之地
[00:11:40.000 --> 00:11:42.000]  我都照著
[00:11:42.000 --> 00:11:44.000]  我應許摩西的話
[00:11:44.000 --> 00:11:46.000]  恃及你們
[00:11:46.000 --> 00:11:48.000]  剛才是一個你字
[00:11:48.000 --> 00:11:50.000]  現在用什麼字
[00:11:50.000 --> 00:11:52.000]  聖經不會無緣無故
[00:11:52.000 --> 00:11:54.000]  加一個門下去
[00:11:54.000 --> 00:11:56.000]  你以為開門關門嗎
[00:11:56.000 --> 00:11:58.000]  你要起來
[00:11:58.000 --> 00:12:00.000]  你們要得地
[00:12:00.000 --> 00:12:02.000]  上帝不是只有一張
[00:12:02.000 --> 00:12:04.000]  救恩給你一個人
[00:12:04.000 --> 00:12:06.000]  當信主耶穌
[00:12:06.000 --> 00:12:08.000]  你和你一家
[00:12:08.000 --> 00:12:10.000]  都必得救
[00:12:10.000 --> 00:12:12.000]  這是應許
[00:12:12.000 --> 00:12:14.000]  上帝不是
[00:12:14.000 --> 00:12:16.000]  只拯救你一個人
[00:12:16.000 --> 00:12:18.000]  叫你得享永生之福
[00:12:18.000 --> 00:12:20.000]  No
[00:12:20.000 --> 00:12:22.000]  上帝要使你
[00:12:22.000 --> 00:12:24.000]  得著救恩
[00:12:24.000 --> 00:12:26.000]  而讓這個救恩使萬國萬民
[00:12:26.000 --> 00:12:28.000]  都得福
[00:12:28.000 --> 00:12:30.000]  我們這個月的悅詩
[00:12:30.000 --> 00:12:32.000]  唱萬民萬國
[00:12:32.000 --> 00:12:34.000]  弟兄姊妹求諸給我們看到這一點
[00:12:34.000 --> 00:12:36.000]  以至我們能夠知道
[00:12:36.000 --> 00:12:38.000]  腳掌所踏之地
[00:12:38.000 --> 00:12:40.000]  是每個人都可以踏
[00:12:40.000 --> 00:12:42.000]  但每個人都不能蒙恩
[00:12:42.000 --> 00:12:44.000]  要看你能不能起來
[00:12:44.000 --> 00:12:46.000]  很多人信了耶穌之後
[00:12:46.000 --> 00:12:48.000]  以為受了洗
[00:12:48.000 --> 00:12:50.000]  於是就
[00:12:50.000 --> 00:12:52.000]  行了
[00:12:52.000 --> 00:12:54.000]  可以睡覺了
[00:12:54.000 --> 00:12:56.000]  睡覺了嗎
[00:12:56.000 --> 00:12:58.000]  不能睡覺
[00:12:58.000 --> 00:13:00.000]  要起來
[00:13:00.000 --> 00:13:02.000]  為什麼
[00:13:02.000 --> 00:13:04.000]  要腳掌所踏之地
[00:13:04.000 --> 00:13:06.000]  你要去
[00:13:06.000 --> 00:13:08.000]  若書下記一章四節
[00:13:08.000 --> 00:13:10.000]  是要承受
[00:13:10.000 --> 00:13:12.000]  產業
[00:13:12.000 --> 00:13:14.000]  去承接神
[00:13:14.000 --> 00:13:16.000]  給我們的應許
[00:13:16.000 --> 00:13:18.000]  一起讀好嗎
[00:13:18.000 --> 00:13:20.000]  從曠野和者黎巴嫩
[00:13:20.000 --> 00:13:22.000]  直到巴拉大河
[00:13:22.000 --> 00:13:24.000]  黑人的泉地
[00:13:24.000 --> 00:13:26.000]  又到大海日落之處
[00:13:26.000 --> 00:13:28.000]  都要作你們的警戒
[00:13:28.000 --> 00:13:30.000]  這個上帝給的警戒
[00:13:30.000 --> 00:13:32.000]  我見第三幅圖就是
[00:13:32.000 --> 00:13:34.000]  不只是
[00:13:34.000 --> 00:13:36.000]  北邊是加利利海
[00:13:36.000 --> 00:13:38.000]  南邊是死海
[00:13:38.000 --> 00:13:40.000]  西邊是
[00:13:40.000 --> 00:13:48.000]  地中海
[00:13:48.000 --> 00:13:50.000]  東邊是約旦河
[00:13:50.000 --> 00:13:52.000]  不是那塊這麼小的地方
[00:13:52.000 --> 00:13:54.000]  從阿巴拉海起行
[00:13:54.000 --> 00:13:56.000]  那個地方一直都是這麼大的範圍
[00:13:56.000 --> 00:13:58.000]  今天求主讓我們看到
[00:13:58.000 --> 00:14:00.000]  一個基督徒蒙恩得救之後
[00:14:00.000 --> 00:14:02.000]  不要看到這麼小的範圍
[00:14:02.000 --> 00:14:04.000]  不要讓我們
[00:14:04.000 --> 00:14:06.000]  看到每個星期日
[00:14:06.000 --> 00:14:08.000]  回到寶勒巷25號
[00:14:08.000 --> 00:14:10.000]  我們就心滿意足了
[00:14:10.000 --> 00:14:12.000]  這個就是得福的地方了
[00:14:12.000 --> 00:14:14.000]  No
[00:14:14.000 --> 00:14:16.000]  上帝讓我們看到的就是
[00:14:16.000 --> 00:14:18.000]  他應許很大
[00:14:18.000 --> 00:14:20.000]  耶穌也應許更大
[00:14:20.000 --> 00:14:22.000]  你們要去
[00:14:22.000 --> 00:14:24.000]  使萬民作我的門徒
[00:14:24.000 --> 00:14:28.000]  奉父子聖靈的名
[00:14:28.000 --> 00:14:30.000]  給他們施洗
[00:14:30.000 --> 00:14:32.000]  在上面你們同在
[00:14:32.000 --> 00:14:34.000]  直到世界末了
[00:14:34.000 --> 00:14:36.000]  是萬民
[00:14:36.000 --> 00:14:38.000]  神給我們的疆域很大
[00:14:38.000 --> 00:14:40.000]  不是單單有限
[00:14:40.000 --> 00:14:44.000]  昔日一班朝籍人士
[00:14:44.000 --> 00:14:46.000]  因為來到香港
[00:14:46.000 --> 00:14:48.000]  真是那時苦不堪言
[00:14:48.000 --> 00:14:50.000]  就是言語又和當地人
[00:14:50.000 --> 00:14:52.000]  不是溝通得好
[00:14:52.000 --> 00:14:54.000]  所以他們組織了這些朝人的教會
[00:14:54.000 --> 00:14:56.000]  但時至今日
[00:14:56.000 --> 00:14:58.000]  我想已經變化多端了
[00:14:58.000 --> 00:15:00.000]  今日港台不需要翻上面
[00:15:00.000 --> 00:15:02.000]  要翻來朝語
[00:15:02.000 --> 00:15:04.000]  但港台不用講朝語
[00:15:04.000 --> 00:15:06.000]  但是不是就五為止
[00:15:06.000 --> 00:15:08.000]  No
[00:15:08.000 --> 00:15:10.000]  上帝要讓我們的疆域更加擴大
[00:15:10.000 --> 00:15:12.000]  這個疆域擴大的時候
[00:15:12.000 --> 00:15:14.000]  要做什麼
[00:15:14.000 --> 00:15:16.000]  要去得到這個產業
[00:15:16.000 --> 00:15:18.000]  要得到上帝
[00:15:18.000 --> 00:15:20.000]  曾經給阿不拉罕
[00:15:20.000 --> 00:15:22.000]  給摩西的應許
[00:15:22.000 --> 00:15:24.000]  是上帝所賜
[00:15:24.000 --> 00:15:26.000]  上帝要你和我去得到一些
[00:15:26.000 --> 00:15:28.000]  未得的人
[00:15:28.000 --> 00:15:30.000]  神
[00:15:30.000 --> 00:15:32.000]  應許了他們
[00:15:32.000 --> 00:15:34.000]  他們都有救恩
[00:15:34.000 --> 00:15:36.000]  不過神應許還應許
[00:15:36.000 --> 00:15:38.000]  他們得不得另外一回事情
[00:15:38.000 --> 00:15:42.000]  我們的神
[00:15:42.000 --> 00:15:44.000]  不願意一個人失落
[00:15:44.000 --> 00:15:46.000]  是願意人人都得救
[00:15:46.000 --> 00:15:48.000]  不過很可惜
[00:15:48.000 --> 00:15:50.000]  也是求主憐憫
[00:15:50.000 --> 00:15:52.000]  就是很多人拒絕救恩
[00:15:52.000 --> 00:15:54.000]  莫名其妙
[00:15:54.000 --> 00:15:56.000]  所以基督徒就有這個責任
[00:15:56.000 --> 00:15:58.000]  進入社群
[00:15:58.000 --> 00:16:00.000]  進入社區
[00:16:00.000 --> 00:16:02.000]  告訴你
