
[00:00:00.000 --> 00:00:04.000]  講到之前 我想請姊妹安靜一刻
[00:06:15.000 --> 00:06:18.000]  都知道他的事
[00:06:18.000 --> 00:06:23.000]  所以耶穌在那時候的聲明已經在整個猶太人的區域
[00:06:24.000 --> 00:06:25.000]  很彰顯
[00:06:25.000 --> 00:06:27.000]  但有一個很有趣的就是
[00:06:27.000 --> 00:06:31.000]  那些本地認識耶穌的拿撒勒
[00:06:31.000 --> 00:06:34.000]  他鄉下的人卻是不認識他
[00:06:34.000 --> 00:06:37.000]  你們 舉一個例子
[00:06:37.000 --> 00:06:40.000]  你們有沒有買過西裝啊 弟兄
[00:06:40.000 --> 00:06:43.000]  買過啦 有沒有買過便宜的西裝
[00:06:43.000 --> 00:06:48.000]  很少啦 香港地 便宜的都會買一件新的衣服
[00:06:48.000 --> 00:06:52.000]  應該這樣說 都是新的 但都找一件便宜的
[00:06:53.000 --> 00:06:54.000]  但有些特別便宜的
[00:06:54.000 --> 00:06:58.000]  我聽說在外國有些神學生因為很窮
[00:06:58.000 --> 00:07:01.000]  最後找到最便宜最便宜的西裝
[00:07:01.000 --> 00:07:04.000]  材料又漂亮 你知道是什麼西裝嗎
[00:07:04.000 --> 00:07:06.000]  死人西裝
[00:07:06.000 --> 00:07:08.000]  死人西裝有一個特點
[00:07:08.000 --> 00:07:11.000]  我聽說有個神學生起初他不知道
[00:07:11.000 --> 00:07:15.000]  他穿起來合身就拿回去
[00:07:15.000 --> 00:07:17.000]  誰知道一插呢
[00:07:17.000 --> 00:07:20.000]  即是這個掩呢
[00:07:21.000 --> 00:07:23.000]  插進去沒有袋子
[00:07:23.000 --> 00:07:25.000]  沒有袋子的西裝
[00:07:25.000 --> 00:07:27.000]  就是死人西裝
[00:07:27.000 --> 00:07:29.000]  所以難怪這麼便宜
[00:07:29.000 --> 00:07:31.000]  為什麼沒有袋子 死人用什麼袋子
[00:07:31.000 --> 00:07:33.000]  他沒有袋子的
[00:07:33.000 --> 00:07:36.000]  是我們在生的人塞東西給他的
[00:07:36.000 --> 00:07:40.000]  你喜歡打機就拿這個機走
[00:07:40.000 --> 00:07:46.000]  但是我們說在那些便宜的西裝店舖
[00:07:46.000 --> 00:07:49.000]  有一個牌子寫著是這樣的
[00:07:50.000 --> 00:07:52.000]  Defect Major Discount
[00:07:52.000 --> 00:07:54.000]  意思是什麼
[00:07:54.000 --> 00:07:57.000]  小小瑕疵大打折扣
[00:07:57.000 --> 00:08:00.000]  所以我們有些姐妹很喜歡摳便宜貨
[00:08:00.000 --> 00:08:03.000]  瑕疵在衣服裡面外面看不到
[00:08:03.000 --> 00:08:05.000]  便宜了一半 要嗎
[00:08:05.000 --> 00:08:07.000]  要嗎
[00:08:07.000 --> 00:08:09.000]  武哥說要
[00:08:09.000 --> 00:08:12.000]  小燕沒有說要 你小心點
[00:08:12.000 --> 00:08:15.000]  但是我們弟兄沒所謂
[00:08:15.000 --> 00:08:17.000]  這件是陳列品
[00:08:17.000 --> 00:08:19.000]  我去過買東西
[00:08:20.000 --> 00:08:21.000]  陳列品便宜一百塊
[00:08:21.000 --> 00:08:23.000]  我要 馬上要
[00:08:23.000 --> 00:08:25.000]  跟外賣的弟兄說
[00:08:25.000 --> 00:08:27.000]  陳列品你馬上要
[00:08:27.000 --> 00:08:30.000]  應該不是差很多 便宜一百塊
[00:08:30.000 --> 00:08:33.000]  我買的東西三百多塊便宜一百塊
[00:08:33.000 --> 00:08:35.000]  那我要 我很節儉
[00:08:35.000 --> 00:08:39.000]  所以你不會期望我帶你去香格里拉吃晚餐
[00:08:39.000 --> 00:08:42.000]  多數在密西基搞定
[00:08:42.000 --> 00:08:46.000]  小小瑕疵對人來說不同
[00:08:46.000 --> 00:08:48.000]  人的局限就是
[00:08:49.000 --> 00:08:50.000]  你見到一個人
[00:08:50.000 --> 00:08:52.000]  他有瑕疵
[00:08:52.000 --> 00:08:54.000]  他性格有弱點
[00:08:54.000 --> 00:08:56.000]  他很害怕 怕黑
[00:08:56.000 --> 00:08:59.000]  一個很完美 很威猛的人
[00:08:59.000 --> 00:09:02.000]  哎呀 竟然他怕黑
[00:09:02.000 --> 00:09:06.000]  一個世界冠軍在你心目中很厲害
[00:09:06.000 --> 00:09:08.000]  你有沒有想過美斯突然間
[00:09:08.000 --> 00:09:10.000]  哎呀 好害怕 好害怕
[00:09:10.000 --> 00:09:12.000]  思朗 哎呀 好害怕 好害怕
[00:09:12.000 --> 00:09:14.000]  我好怕蟑螂
[00:09:14.000 --> 00:09:17.000]  你世界冠軍 你怕蟑螂
[00:09:19.000 --> 00:09:20.000]  但就是這樣
[00:09:20.000 --> 00:09:23.000]  我認識一個人 唱歌很厲害
[00:09:23.000 --> 00:09:25.000]  但他很怕蟑螂
[00:09:25.000 --> 00:09:28.000]  但是我們就會這樣
[00:09:28.000 --> 00:09:30.000]  人的局限就是
[00:09:30.000 --> 00:09:32.000]  當你知道一個人的弱點
[00:09:32.000 --> 00:09:34.000]  甚或不是他的弱點
[00:09:34.000 --> 00:09:36.000]  你甚或知道他的過去
[00:09:36.000 --> 00:09:38.000]  他成長的時候
[00:09:38.000 --> 00:09:40.000]  他小學同我同班的
[00:09:40.000 --> 00:09:43.000]  現在他已經貴為國家的領導
[00:09:43.000 --> 00:09:46.000]  我們人會怎樣
[00:09:47.000 --> 00:09:50.000]  我們就會因為那個人生命的瑕疵
[00:09:50.000 --> 00:09:52.000]  就輕看別人
[00:09:52.000 --> 00:09:55.000]  要相信沒有例外
[00:09:55.000 --> 00:09:57.000]  耶穌基督作為神的兒子
[00:09:57.000 --> 00:09:59.000]  他出身是貧寒者一個木匠
[00:09:59.000 --> 00:10:02.000]  但聖經說他不受本地人的歡迎
[00:10:02.000 --> 00:10:05.000]  人怎樣看另外一個人
[00:10:05.000 --> 00:10:08.000]  因為基督是一個有血有肉
[00:10:08.000 --> 00:10:11.000]  道成肉身的拿撒勒一個小人物
[00:10:11.000 --> 00:10:14.000]  也沒有受過正規猶太人那些
[00:10:15.000 --> 00:10:18.000]  很高等的教育系統
[00:10:18.000 --> 00:10:20.000]  所以他的出身
[00:10:20.000 --> 00:10:22.000]  對很多人來說
[00:10:22.000 --> 00:10:25.000]  就可以因為他的出身去拒絕他
[00:10:25.000 --> 00:10:27.000]  你會考英文不合格的
[00:10:27.000 --> 00:10:29.000]  那些人就會想
[00:10:29.000 --> 00:10:31.000]  你厲害一點有限
[00:10:31.000 --> 00:10:34.000]  人會這樣想的
[00:10:34.000 --> 00:10:37.000]  你讀到中三畢業的嗎
[00:10:37.000 --> 00:10:40.000]  但原來神不是這樣看東西的
[00:10:40.000 --> 00:10:42.000]  但人就會這樣
[00:10:42.000 --> 00:10:44.000]  這裡說到不被接納的基督
[00:10:45.000 --> 00:10:47.000]  雖然他來算應
[00:10:47.000 --> 00:10:49.000]  司祭的行為作見證
[00:10:49.000 --> 00:10:51.000]  他有神跡其事
[00:10:51.000 --> 00:10:53.000]  但因為他的出身
[00:10:53.000 --> 00:10:56.000]  很多人都拒絕接受他
[00:10:56.000 --> 00:10:58.000]  但很特別
[00:10:58.000 --> 00:11:00.000]  不單止耶穌這個小人物
[00:11:00.000 --> 00:11:04.000]  是神要特別揀選耶穌
[00:11:04.000 --> 00:11:07.000]  出身是很貧寒
[00:11:07.000 --> 00:11:10.000]  他在行第一和第二的神跡
[00:11:10.000 --> 00:11:12.000]  都在迦拿這個地方
[00:11:12.000 --> 00:11:14.000]  很特別
[00:11:15.000 --> 00:11:17.000]  如果加利利海是一個圓圈
[00:11:17.000 --> 00:11:19.000]  在地圖上
[00:11:19.000 --> 00:11:22.000]  加利利海的頂端12點就是加伯隆
[00:11:22.000 --> 00:11:26.000]  而這邊就是西面
[00:11:26.000 --> 00:11:28.000]  這裡就是迦拿
[00:11:28.000 --> 00:11:30.000]  迦拿是一個不見經傳的小鎮
[00:11:30.000 --> 00:11:32.000]  很小的
[00:11:32.000 --> 00:11:34.000]  迦拿大你知道在哪裡
[00:11:34.000 --> 00:11:36.000]  迦拿你不知道在哪裡
[00:11:36.000 --> 00:11:38.000]  我們有隻餅是不是叫迦拿餅
[00:11:38.000 --> 00:11:40.000]  跟他沒有關係
[00:11:40.000 --> 00:11:43.000]  迦拿這裡是一個猶太人的村莊
[00:11:44.000 --> 00:11:45.000]  在迦拿撒勒
[00:11:45.000 --> 00:11:47.000]  耶穌的親戚在那裡擺酒
[00:11:47.000 --> 00:11:49.000]  所以第一個神跡是第二章
[00:11:49.000 --> 00:11:51.000]  耶穌回到迦利利之後
[00:11:51.000 --> 00:11:54.000]  他又去了迦拿這個地方
[00:11:54.000 --> 00:11:57.000]  有一個迦伯隆的大神
[00:11:57.000 --> 00:11:59.000]  大官
[00:11:59.000 --> 00:12:01.000]  那裡有四十七節
[00:12:01.000 --> 00:12:03.000]  四十六、四十七
[00:12:03.000 --> 00:12:05.000]  他說有一個大官
[00:12:05.000 --> 00:12:07.000]  我們讀一讀四十六、四十七
[00:12:07.000 --> 00:12:10.000]  說迦拿這個小鎮
[00:12:10.000 --> 00:12:12.000]  我問你
[00:12:13.000 --> 00:12:14.000]  你是神的使者
[00:12:14.000 --> 00:12:17.000]  不要像耶穌那麼威猛
[00:12:17.000 --> 00:12:19.000]  你是神的使者
[00:12:19.000 --> 00:12:23.000]  要你向人行一個神跡
[00:12:23.000 --> 00:12:26.000]  如果你有能行神跡的能力
[00:12:26.000 --> 00:12:28.000]  你要去哪裡行
[00:12:28.000 --> 00:12:30.000]  你會不會去尖沙咀
[00:12:30.000 --> 00:12:33.000]  還是去牛頭角、下村
[00:12:33.000 --> 00:12:35.000]  佐敦谷
[00:12:35.000 --> 00:12:37.000]  不會
[00:12:37.000 --> 00:12:39.000]  但神跡很有趣
[00:12:39.000 --> 00:12:41.000]  第一跟第二的神跡都在迦拿這個小鎮
[00:12:42.000 --> 00:12:44.000]  聖誕節經常聽到一個說話
[00:12:44.000 --> 00:12:46.000]  原本是說
[00:12:46.000 --> 00:12:48.000]  伯利恆的爾法他
[00:12:48.000 --> 00:12:50.000]  你在猶太諸城中不是最小的
[00:12:50.000 --> 00:12:52.000]  因為基督有救主
[00:12:52.000 --> 00:12:55.000]  君王基督在你那裡降生
[00:12:55.000 --> 00:12:57.000]  這裡也可以說
[00:12:57.000 --> 00:13:01.000]  迦拿也可以在他的鎮門口寫
[00:13:01.000 --> 00:13:03.000]  迦拿小鎮
[00:13:03.000 --> 00:13:05.000]  你在猶太諸城中
[00:13:05.000 --> 00:13:07.000]  在迦利利諸城中
[00:13:07.000 --> 00:13:09.000]  你不是最小的
[00:13:09.000 --> 00:13:11.000]  因為基督最大的君王
[00:13:12.000 --> 00:13:13.000]  要在你那裡行兩個神跡
[00:13:13.000 --> 00:13:15.000]  厲不厲害
[00:13:15.000 --> 00:13:18.000]  所以今天旅遊局應該在那裡放一個這樣的牌
[00:13:18.000 --> 00:13:21.000]  這裡我們可以反省一件事
[00:13:21.000 --> 00:13:23.000]  小人物
[00:13:23.000 --> 00:13:25.000]  在人眼中
[00:13:25.000 --> 00:13:27.000]  來自那撒勒的先知
[00:13:27.000 --> 00:13:29.000]  就算他是從神而來的先知
[00:13:29.000 --> 00:13:31.000]  證實了
[00:13:31.000 --> 00:13:33.000]  那些人都不接受他
[00:13:33.000 --> 00:13:35.000]  不認同他、不接納他
[00:13:35.000 --> 00:13:38.000]  我們人會不會就是看
[00:13:38.000 --> 00:13:40.000]  看人的過去
[00:13:41.000 --> 00:13:42.000]  看人的學歷
[00:13:42.000 --> 00:13:44.000]  看人的
[00:13:44.000 --> 00:13:47.000]  即是一些以往的紀錄
[00:13:47.000 --> 00:13:50.000]  而忽略了神
[00:13:50.000 --> 00:13:52.000]  能夠在人身上
[00:13:52.000 --> 00:13:54.000]  作大事
[00:13:54.000 --> 00:13:56.000]  你不要小看自己
[00:13:56.000 --> 00:13:58.000]  你不要想
[00:13:58.000 --> 00:14:00.000]  我很普通的
[00:14:00.000 --> 00:14:02.000]  我的潛質已經沒有了
[00:14:02.000 --> 00:14:04.000]  我過了五十歲了
[00:14:04.000 --> 00:14:06.000]  我二十五歲那些人說我有潛質
[00:14:06.000 --> 00:14:08.000]  現在那些人說我應該潛了
[00:14:10.000 --> 00:14:11.000]  你不要小看自己
[00:14:11.000 --> 00:14:14.000]  就算你說很多人都不理我
[00:14:14.000 --> 00:14:18.000]  我都沒有被人認可
[00:14:18.000 --> 00:14:20.000]  我全副武裝沒有認可力
[00:14:20.000 --> 00:14:22.000]  不是的
[00:14:22.000 --> 00:14:24.000]  神可以使用
[00:14:24.000 --> 00:14:26.000]  任何一個小人物
[00:14:26.000 --> 00:14:29.000]  你想想連耶穌基督
[00:14:29.000 --> 00:14:32.000]  在很多人眼中都是小人物
[00:14:32.000 --> 00:14:35.000]  但是神可以使用你
[00:14:35.000 --> 00:14:37.000]  不單止這樣
[00:14:37.000 --> 00:14:39.000]  加拿大這個小鎮
[00:14:40.000 --> 00:14:41.000]  神都看重
[00:14:41.000 --> 00:14:44.000]  願意在那裏走第一和第二的神跡
[00:14:44.000 --> 00:14:46.000]  所以不要想
[00:14:46.000 --> 00:14:48.000]  我們這裏是山卡拉
[00:14:48.000 --> 00:14:50.000]  我是小人物
[00:14:50.000 --> 00:14:52.000]  神可以使用我們嗎
[00:14:52.000 --> 00:14:54.000]  可以的
[00:14:54.000 --> 00:14:56.000]  兄弟姐妹不要小看我們
[00:14:56.000 --> 00:14:58.000]  只要神選中你
[00:14:58.000 --> 00:15:00.000]  神就可以使用你
[00:15:00.000 --> 00:15:02.000]  我報道很差
[00:15:02.000 --> 00:15:04.000]  我不懂得說話
[00:15:04.000 --> 00:15:06.000]  我只懂得五色珠
[00:15:06.000 --> 00:15:08.000]  有時候我還會色盲
[00:15:09.000 --> 00:15:11.000]  那就寫一二三還是五
[00:15:11.000 --> 00:15:14.000]  但是神可以使用你
[00:15:14.000 --> 00:15:17.000]  兄弟姐妹
[00:15:17.000 --> 00:15:20.000]  這裏我們說到很特別
[00:15:20.000 --> 00:15:23.000]  有一個加伯隆的大神
[00:15:23.000 --> 00:15:25.000]  他封問耶穌基督
[00:15:25.000 --> 00:15:27.000]  是神的先知
[00:15:27.000 --> 00:15:30.000]  聖經說他走了一天的路程
[00:15:30.000 --> 00:15:33.000]  由加伯隆大城去到加拿大這個地方
[00:15:33.000 --> 00:15:35.000]  是要上山的
[00:15:35.000 --> 00:15:37.000]  走山路
[00:15:38.000 --> 00:15:39.000]  雖然是山路
[00:15:39.000 --> 00:15:41.000]  但根據聖經的記載
[00:15:41.000 --> 00:15:44.000]  距離大概二十多公里
[00:15:44.000 --> 00:15:46.000]  去到那裏
[00:15:46.000 --> 00:15:48.000]  平時如果你是高官
[00:15:48.000 --> 00:15:50.000]  你去看醫生
[00:15:50.000 --> 00:15:55.000]  通常是請家裏的工人
[00:15:55.000 --> 00:15:58.000]  或者你的手下去叫他們來
[00:15:58.000 --> 00:16:00.000]  因為耶穌很厲害
[00:16:00.000 --> 00:16:02.000]  耶穌去了這個小鎮
[00:16:02.000 --> 00:16:04.000]  加上他的兒子病了
[00:16:04.000 --> 00:16:06.000]  這個官少爺重病
[00:16:07.000 --> 00:16:08.000]  所以四十七節說
[00:16:08.000 --> 00:16:10.000]  他走去
[00:16:10.000 --> 00:16:12.000]  我的兒子快要死了
[00:16:12.000 --> 00:16:14.000]  急症
[00:16:14.000 --> 00:16:16.000]  急症
[00:16:16.000 --> 00:16:18.000]  急到一個地步
[00:16:18.000 --> 00:16:20.000]  他當然找其他醫生
[00:16:20.000 --> 00:16:22.000]  都不行
[00:16:22.000 --> 00:16:24.000]  所以他親自去請耶穌
[00:16:24.000 --> 00:16:26.000]  因為他怕耶穌不來
[00:16:26.000 --> 00:16:28.000]  那我看看
[00:16:28.000 --> 00:16:30.000]  如果你是一個大官
[00:16:30.000 --> 00:16:32.000]  你親自去
[00:16:32.000 --> 00:16:34.000]  去中環請醫生
[00:16:35.000 --> 00:16:37.000]  我爸爸和我兒子
[00:16:37.000 --> 00:16:39.000]  他們很危急
[00:16:39.000 --> 00:16:41.000]  如果你是一個醫生
[00:16:41.000 --> 00:16:43.000]  你會怎樣
[00:16:43.000 --> 00:16:45.000]  馬上去
[00:16:45.000 --> 00:16:47.000]  叫直升機
[00:16:47.000 --> 00:16:51.000]  我們讀一讀第四十八節
[00:16:51.000 --> 00:16:53.000]  和第四十九節
[00:17:06.000 --> 00:17:07.000]  你代入
[00:17:07.000 --> 00:17:09.000]  你是爸爸
[00:17:09.000 --> 00:17:11.000]  你兒子很危急
[00:17:11.000 --> 00:17:13.000]  先生我兒子快死了
[00:17:13.000 --> 00:17:15.000]  麻煩你跟我去加伯隆
[00:17:15.000 --> 00:17:17.000]  要走很遠路
[00:17:17.000 --> 00:17:19.000]  我找大轎台
[00:17:19.000 --> 00:17:21.000]  我親自來接你
[00:17:21.000 --> 00:17:23.000]  耶穌說了一句很特別的話
[00:17:23.000 --> 00:17:25.000]  你們見不到神蹟騎士
[00:17:25.000 --> 00:17:27.000]  總是不相信
[00:17:27.000 --> 00:17:31.000]  正常的爸爸
[00:17:31.000 --> 00:17:33.000]  四十九節說
[00:17:34.000 --> 00:17:36.000]  麻煩你快點去
[00:17:36.000 --> 00:17:38.000]  不要說那麼多
[00:17:38.000 --> 00:17:41.000]  人命關天
[00:17:41.000 --> 00:17:43.000]  你趁著他
[00:17:43.000 --> 00:17:45.000]  趁著他還沒死
[00:17:45.000 --> 00:17:47.000]  你快點跟我下去
[00:17:47.000 --> 00:17:49.000]  還說那麼多
[00:17:49.000 --> 00:17:51.000]  麻煩你
[00:17:51.000 --> 00:17:53.000]  如果你是普通人
[00:17:53.000 --> 00:17:55.000]  火都來了
[00:17:55.000 --> 00:17:57.000]  但我想問耶穌為何這樣說
[00:17:57.000 --> 00:18:01.000]  這個加伯隆的大神大官
[00:18:01.000 --> 00:18:03.000]  他的官少爺
[00:18:04.000 --> 00:18:05.000]  他為何去找耶穌
[00:18:05.000 --> 00:18:07.000]  他認識那麼多醫生
[00:18:07.000 --> 00:18:09.000]  因為他聽到耶穌
[00:18:09.000 --> 00:18:11.000]  有行神蹟
[00:18:11.000 --> 00:18:13.000]  能夠治病的能力
[00:18:13.000 --> 00:18:15.000]  他不單去請耶穌
[00:18:15.000 --> 00:18:17.000]  他親自去
[00:18:17.000 --> 00:18:19.000]  去到
[00:18:19.000 --> 00:18:21.000]  講了這個實際需要
[00:18:21.000 --> 00:18:23.000]  讓耶穌知道
[00:18:23.000 --> 00:18:25.000]  這個大神在想甚麼
[00:18:25.000 --> 00:18:27.000]  耶穌就跟他說一件事
[00:18:27.000 --> 00:18:29.000]  約翰福音有一個很重要的主題
[00:18:29.000 --> 00:18:31.000]  就是
[00:18:31.000 --> 00:18:33.000]  你相信甚麼
[00:18:34.000 --> 00:18:35.000]  人為何去找耶穌
[00:18:35.000 --> 00:18:37.000]  因為耶穌的行神蹟的能力
[00:18:37.000 --> 00:18:42.000]  耶穌說你看不到神蹟
[00:18:42.000 --> 00:18:44.000]  你們總是不相信
[00:18:44.000 --> 00:18:47.000]  這個世界有四類人
[00:18:47.000 --> 00:18:51.000]  我們可能都曾經是這樣
[00:18:51.000 --> 00:18:54.000]  就是看不到不相信
[00:18:54.000 --> 00:18:57.000]  武哥我有些比特幣投資
[00:18:57.000 --> 00:19:02.000]  最近升了一萬多元
[00:19:03.000 --> 00:19:05.000]  每次投資三十五萬
[00:19:05.000 --> 00:19:09.000]  一個星期就賺了一倍
[00:19:09.000 --> 00:19:11.000]  有沒有人相信
[00:19:11.000 --> 00:19:13.000]  沒有人相信
[00:19:13.000 --> 00:19:17.000]  但有些是看不到不相信
[00:19:17.000 --> 00:19:19.000]  我有顆鑽石
[00:19:19.000 --> 00:19:21.000]  很名貴的賣給你
[00:19:21.000 --> 00:19:23.000]  你先拿來看看
[00:19:23.000 --> 00:19:25.000]  沒有的很漂亮的
[00:19:25.000 --> 00:19:27.000]  你先給錢吧
[00:19:27.000 --> 00:19:29.000]  當然不相信
[00:19:29.000 --> 00:19:31.000]  所以看不到不相信
[00:19:32.000 --> 00:19:33.000]  第一類是看不到才相信
[00:19:33.000 --> 00:19:35.000]  第二類是看不到才相信
[00:19:35.000 --> 00:19:37.000]  看到了才相信
[00:19:37.000 --> 00:19:39.000]  第三類就更差了
[00:19:39.000 --> 00:19:41.000]  看到也不相信
[00:19:41.000 --> 00:19:44.000]  真的有這樣的人嗎
[00:19:44.000 --> 00:19:46.000]  第四類就是
[00:19:46.000 --> 00:19:50.000]  看不到總不相信
[00:19:50.000 --> 00:19:56.000]  可不可以看不到也相信呢
[00:19:56.000 --> 00:19:59.000]  耶穌在挑戰他這樣
[00:20:00.000 --> 00:20:03.000]  49節大神說
[00:20:03.000 --> 00:20:07.000]  你趁他還沒死求你去吧
[00:20:07.000 --> 00:20:09.000]  我們一起讀第50節
[00:20:09.000 --> 00:20:11.000]  預備起
[00:20:11.000 --> 00:20:21.000]  50節我先讀上半節
[00:20:21.000 --> 00:20:23.000]  耶穌說你回去你的兒子會康復
[00:20:23.000 --> 00:20:25.000]  如果你是大神
[00:20:25.000 --> 00:20:27.000]  你的兒子垂危
[00:20:28.000 --> 00:20:31.000]  耶穌說你回去你的兒子會康復
[00:20:31.000 --> 00:20:33.000]  你肯不肯走
[00:20:33.000 --> 00:20:35.000]  拜託我先走
[00:20:35.000 --> 00:20:37.000]  安樂了
[00:20:37.000 --> 00:20:39.000]  我們正常是很害怕
[00:20:39.000 --> 00:20:41.000]  你不去
[00:20:41.000 --> 00:20:43.000]  我這麼遠來想你去
[00:20:43.000 --> 00:20:46.000]  趁他還有時間去
[00:20:46.000 --> 00:20:48.000]  我問你
[00:20:48.000 --> 00:20:50.000]  耶穌為什麼不去
[00:20:50.000 --> 00:20:53.000]  是要行神蹟嗎
[00:20:53.000 --> 00:20:55.000]  阿嬌年
[00:20:55.000 --> 00:20:57.000]  這麼快開股
[00:20:58.000 --> 00:20:59.000]  是要行神蹟
[00:20:59.000 --> 00:21:01.000]  我去
[00:21:01.000 --> 00:21:03.000]  顯示不了我
[00:21:03.000 --> 00:21:08.000]  你要交球給我
