
[00:00:00.000 --> 00:00:02.560]  各位頂禮姐妹,早安!
[00:02:39.400 --> 00:02:42.040]  接著是馬太福音
[00:02:42.040 --> 00:02:51.200]  你知不知道這張紙有多少年呢?
[00:02:51.200 --> 00:02:53.360]  四百年
[00:02:53.360 --> 00:02:57.240]  聖經裏面這張紙新約傳書
[00:02:57.240 --> 00:02:59.720]  值四百年
[00:02:59.720 --> 00:03:02.800]  因為四百年神都沒有說話
[00:03:02.800 --> 00:03:06.040]  叫做The period of silence
[00:03:06.040 --> 00:03:08.160]  神是靜默的
[00:03:08.160 --> 00:03:11.160]  四百年被稱為黑暗時期
[00:03:11.160 --> 00:03:13.760]  因為舊約神差人來
[00:03:13.760 --> 00:03:16.440]  有阿伯拉罕、以撒瓦各
[00:03:16.440 --> 00:03:20.360]  然後有先知、有君王
[00:03:20.360 --> 00:03:23.120]  有大衛、所羅門等
[00:03:23.120 --> 00:03:26.480]  但是跟著馬拉基之後
[00:03:26.480 --> 00:03:28.640]  神就封了口
[00:03:28.640 --> 00:03:31.120]  封了四百年
[00:03:31.120 --> 00:03:33.800]  所以這張紙很值錢
[00:03:33.800 --> 00:03:36.280]  四百年就靠它了
[00:03:36.280 --> 00:03:38.000]  四百年有甚麼看?
[00:03:38.000 --> 00:03:39.600]  沒有的
[00:03:39.600 --> 00:03:41.680]  四百年是空白的
[00:03:41.680 --> 00:03:43.840]  接著四百年之後
[00:03:43.840 --> 00:03:46.520]  就耶穌降生了
[00:03:46.520 --> 00:03:47.800]  所以各位弟兄姊妹
[00:03:47.800 --> 00:03:50.160]  你一定要熟讀聖經
[00:03:50.160 --> 00:03:53.560]  你一定要了解舊約和新約的關係
[00:03:53.560 --> 00:03:58.240]  然後你就全本聖經串連起來
[00:03:58.240 --> 00:04:02.720]  所以我以老牧師的身份奉勸各位
[00:04:02.720 --> 00:04:06.000]  你要日日讀聖經
[00:04:06.000 --> 00:04:09.240]  你要時時去明聖經
[00:04:09.240 --> 00:04:11.880]  不要只是星期天來聽道
[00:04:11.880 --> 00:04:15.440]  因為上星期說甚麼你都不記得
[00:04:15.440 --> 00:04:16.200]  對不對?
[00:04:16.200 --> 00:04:17.680]  待會走出去
[00:04:17.680 --> 00:04:19.560]  你去喝茶很開心的時候
[00:04:19.560 --> 00:04:23.000]  「咦?今天是誰說道?死了,不記得了」
[00:04:23.000 --> 00:04:26.440]  所以我已經習慣了被人遺忘
[00:04:26.440 --> 00:04:27.800]  不要很蠢地
[00:04:27.800 --> 00:04:32.880]  「上星期我說甚麼記不記得?鬼記得你嗎?」
[00:04:32.880 --> 00:04:37.080]  所以大家的記憶是很有限
[00:04:37.080 --> 00:04:39.840]  所以你要時時讀、不停地讀
[00:04:39.840 --> 00:04:42.960]  而且聽完道要去行道
[00:04:42.960 --> 00:04:45.480]  這就是我的開場白
[00:04:45.480 --> 00:04:46.800]  也考試完畢
[00:04:46.800 --> 00:04:50.040]  請大家低頭祈禱
[00:04:50.040 --> 00:04:50.960]  親愛的天父
[00:04:50.960 --> 00:04:54.800]  我們多謝祢讓我們今天來這個崇拜
[00:04:54.800 --> 00:04:59.560]  求祢讓我們不是很循例式的來坐一下
[00:04:59.560 --> 00:05:01.560]  我們就拜拜了
[00:05:01.560 --> 00:05:04.520]  讓我們將心歸給祢
[00:05:04.520 --> 00:05:06.320]  當唱詩的時候
[00:05:06.320 --> 00:05:10.280]  我們是打開心向祢獻上讚美
[00:05:10.280 --> 00:05:12.400]  當我們讀聖經的時候
[00:05:12.400 --> 00:05:14.800]  我們是用心聽
[00:05:14.800 --> 00:05:18.680]  聽得明白每一個字祢說甚麼
[00:05:18.680 --> 00:05:20.240]  聽道的時候
[00:05:20.240 --> 00:05:23.000]  又求祢讓我們聽得入心
[00:05:23.000 --> 00:05:26.480]  以致我們不是聽完就行了
[00:05:26.480 --> 00:05:29.360]  忘記自己的樣子是怎樣
[00:05:29.360 --> 00:05:32.720]  好像跳完鏡自己都不記得
[00:05:32.720 --> 00:05:36.360]  讓我們願意去進行祢的道
[00:05:36.360 --> 00:05:41.040]  將祢的道在日常生活裡面實踐出來
[00:05:41.040 --> 00:05:43.120]  求祢這樣幫助我們
[00:05:43.120 --> 00:05:44.760]  聽我們的祈禱
[00:05:44.760 --> 00:05:46.920]  奉耶穌基督的名求
[00:05:46.920 --> 00:05:47.920]  阿們
[00:06:02.720 --> 00:06:04.080]  何時輪到我講
[00:06:04.080 --> 00:06:06.760]  我講哪一段我懂不懂
[00:06:06.760 --> 00:06:10.600]  因為有時一分給你的經文是很難講的
[00:06:10.600 --> 00:06:12.600]  等於考試一樣
[00:06:12.600 --> 00:06:15.520]  所以我們牧師經常被人考起
[00:06:15.520 --> 00:06:16.720]  我一看
[00:06:16.720 --> 00:06:20.720]  要講《馬拉雞》第三章後半段和第四章
[00:06:20.720 --> 00:06:22.880]  我心想糟了,怎麼講呢?
[00:06:22.880 --> 00:06:24.880]  神好奇妙帶領
[00:06:24.880 --> 00:06:29.080]  剛剛最近香港發生很多事
[00:06:29.080 --> 00:06:32.960]  而這段經文剛剛好,很配合
[00:06:32.960 --> 00:06:34.600]  所以我今天的題目是
[00:06:34.600 --> 00:06:38.760]  使人和睦的神
[00:06:38.760 --> 00:06:40.640]  香港在這個時候
[00:06:40.640 --> 00:06:43.560]  最需要的是和睦
[00:06:43.560 --> 00:06:46.880]  香港的社會我不知道你會怎樣形容
[00:06:46.880 --> 00:06:49.760]  我想只有兩個字可以形容
[00:06:49.760 --> 00:06:55.160]  是一個撕裂的社會
[00:06:55.160 --> 00:06:59.920]  你應該在WhatsApp有很多群組
[00:06:59.920 --> 00:07:04.360]  你的群組有沒有人走了呢?
[00:07:04.360 --> 00:07:06.640]  有沒有人翻臉呢?
[00:07:06.640 --> 00:07:08.440]  有沒有人不玩呢?
[00:07:08.440 --> 00:07:10.760]  肯定有
[00:07:10.760 --> 00:07:13.960]  就因為你討論太多政治
[00:07:13.960 --> 00:07:17.280]  因為你的看法和他的看法很不同
[00:07:17.280 --> 00:07:20.160]  於是他就不做了
[00:07:20.160 --> 00:07:21.360]  不玩了
[00:07:21.360 --> 00:07:23.440]  就走了
[00:07:23.440 --> 00:07:25.440]  有沒有?有
[00:07:25.440 --> 00:07:27.160]  一家人裏面
[00:07:27.160 --> 00:07:29.280]  有些是藍色,有些是黃色
[00:07:29.280 --> 00:07:32.440]  有些是出街遊行,有些是不遊行
[00:07:32.440 --> 00:07:34.320]  就吵架了
[00:07:34.320 --> 00:07:36.240]  爸爸和子女
[00:07:36.240 --> 00:07:37.680]  去哪裏呀?
[00:07:37.680 --> 00:07:38.680]  不知道呀
[00:07:38.680 --> 00:07:40.240]  跟同學去呀
[00:07:40.240 --> 00:07:41.400]  不要這麼晚回來
[00:07:41.400 --> 00:07:43.080]  我不知道怎樣回來
[00:07:43.080 --> 00:07:45.600]  半夜三更都不回來
[00:07:45.600 --> 00:07:47.480]  會不會被警察抓了
[00:07:47.480 --> 00:07:49.840]  爸爸媽媽都不知道多擔心
[00:07:49.840 --> 00:07:57.560]  但是子女就和爸爸媽媽意見極度不合
[00:07:57.560 --> 00:08:00.040]  思念
[00:08:00.040 --> 00:08:02.160]  但是很奇妙
[00:08:02.160 --> 00:08:05.040]  在這個示威遊行當中
[00:08:05.040 --> 00:08:08.320]  突然間有一首歌很受歡迎
[00:08:08.320 --> 00:08:13.400]  有很多人猜這首歌會成為今年的金曲
[00:08:13.400 --> 00:08:15.520]  最多人唱的
[00:08:15.520 --> 00:08:19.000]  就是「Sing Hallelujah to the Lord」
[00:08:19.000 --> 00:08:23.000]  我沒有叫你在街上唱,現在一起唱。
[00:08:23.000 --> 00:08:25.600]  不如我們一起唱,唱兩次。
[00:08:25.600 --> 00:08:31.600]  Sing Hallelujah to the Lord.
[00:08:31.600 --> 00:08:37.600]  Sing Hallelujah to the Lord.
[00:08:37.600 --> 00:08:44.300]  Sing Hallelujah, Sing Hallelujah,
[00:08:44.300 --> 00:08:50.400]  Sing Hallelujah to the Lord.
[00:08:50.400 --> 00:08:56.600]  Sing Hallelujah to the Lord.
[00:08:56.600 --> 00:09:03.500]  Sing Hallelujah to the Lord.
[00:09:03.500 --> 00:09:10.400]  Sing Hallelujah, Sing Hallelujah,
[00:09:10.400 --> 00:09:17.400]  Sing Hallelujah to the Lord.
[00:09:40.400 --> 00:09:46.400]  Sing Hallelujah to the Lord.
[00:09:46.400 --> 00:09:52.400]  Sing Hallelujah to the Lord.
[00:09:52.400 --> 00:10:00.400]  Sing Hallelujah to the Lord.
[00:10:00.400 --> 00:10:11.400]  我沒有叫你在街上唱,現在一起唱。
[00:10:11.400 --> 00:10:18.400]  不如我們一起唱,唱兩次。
[00:10:18.400 --> 00:10:24.400]  不如我們一起唱,唱兩次。
[00:10:24.400 --> 00:10:30.400]  不如我們一起唱,唱兩次。
[00:10:30.400 --> 00:10:36.400]  不如我們一起唱,唱兩次。
[00:10:36.400 --> 00:10:42.400]  不如我們一起唱,唱兩次。
[00:10:42.400 --> 00:10:48.400]  不如我們一起唱,唱兩次。
[00:10:48.400 --> 00:10:54.400]  不如我們一起唱,唱兩次。
[00:10:54.400 --> 00:11:00.400]  不如我們一起唱,唱兩次。
[00:11:00.400 --> 00:11:06.400]  不如我們一起唱,唱兩次。
[00:11:06.400 --> 00:11:12.400]  不如我們一起唱,唱兩次。
[00:11:12.400 --> 00:11:18.400]  不如我們一起唱,唱兩次。
[00:11:18.400 --> 00:11:24.400]  不如我們一起唱,唱兩次。
[00:11:24.400 --> 00:11:30.400]  不如我們一起唱,唱兩次。
[00:11:30.400 --> 00:11:36.400]  不如我們一起唱,唱兩次。
[00:11:36.400 --> 00:11:42.400]  不如我們一起唱,唱兩次。
[00:11:42.400 --> 00:11:48.400]  不如我們一起唱,唱兩次。
[00:11:48.400 --> 00:11:54.400]  不如我們一起唱,唱兩次。
[00:11:54.400 --> 00:12:00.400]  不如我們一起唱,唱兩次。
[00:12:00.400 --> 00:12:06.400]  不如我們一起唱,唱兩次。
[00:12:06.400 --> 00:12:12.400]  不如我們一起唱,唱兩次。
[00:12:12.400 --> 00:12:18.400]  不如我們一起唱,唱兩次。
[00:12:18.400 --> 00:12:24.400]  不如我們一起唱,唱兩次。
[00:12:24.400 --> 00:12:30.400]  不如我們一起唱,唱兩次。
[00:12:30.400 --> 00:12:56.400]  不如我們一起唱,唱兩次。
[00:13:00.400 --> 00:13:04.400]  不如我們一起唱,唱兩次。
[00:13:04.400 --> 00:13:08.400]  不如我們一起唱,唱兩次。
[00:13:08.400 --> 00:13:12.400]  不如我們一起唱,唱兩次。
[00:13:12.400 --> 00:13:16.400]  不如我們一起唱,唱兩次。
[00:13:16.400 --> 00:13:20.400]  不如我們一起唱,唱兩次。
[00:13:20.400 --> 00:13:24.400]  不如我們一起唱,唱兩次。
[00:13:24.400 --> 00:13:28.400]  不如我們一起唱,唱兩次。
[00:13:28.400 --> 00:13:32.400]  不如我們一起唱,唱兩次。
[00:13:58.400 --> 00:14:00.400]  這是必然的。
[00:14:00.400 --> 00:14:04.400]  你知不知道神做人,男女是很不同的。
[00:14:04.400 --> 00:14:06.400]  所以有一本書叫做
[00:14:06.400 --> 00:14:10.400]  "Men is from Mars, and Women is from Venus"
[00:14:10.400 --> 00:14:13.400]  木星和金星是很不同的。
[00:14:13.400 --> 00:14:15.400]  那本書譯成中文叫做
[00:14:15.400 --> 00:14:18.400]  "男女大不同"
[00:14:18.400 --> 00:14:22.400]  男人有男人的個性,女人有女人的個性。
[00:14:22.400 --> 00:14:25.400]  但是神創造男女最大的不同,
[00:14:25.400 --> 00:14:27.400]  而引起最大的問題是什麼呢?
[00:14:27.400 --> 00:14:30.400]  就是說話的速度。
[00:14:30.400 --> 00:14:34.400]  女士一分鐘可以說出56個字,
[00:14:34.400 --> 00:14:39.400]  但是男士一分鐘大概只有20多個字。
[00:14:39.400 --> 00:14:42.400]  所以通常太太問,今晚吃什麼好啊?
[00:14:42.400 --> 00:14:44.400]  照舊。
[00:14:44.400 --> 00:14:46.400]  出街去哪裡好啊?
[00:14:46.400 --> 00:14:48.400]  你說。
[00:14:48.400 --> 00:14:51.400]  但是太太的丈夫一回來就說,
[00:14:51.400 --> 00:14:57.400]  你兒子今天考試不合格啊,那個工人今天偷錢啊。
[00:14:57.400 --> 00:14:59.400]  好像開機關槍一樣。
[00:14:59.400 --> 00:15:04.400]  因為她要一分鐘之內說出56個字。
[00:15:04.400 --> 00:15:08.400]  所以男士忍耐一點,
[00:15:08.400 --> 00:15:12.400]  女士就看看怎樣撬開你老公的口,
[00:15:12.400 --> 00:15:15.400]  讓你老公說多點話出來。
[00:15:15.400 --> 00:15:18.400]  所以男士結婚多久呢?
[00:15:18.400 --> 00:15:21.400]  就發覺太太很漂亮,
[00:15:21.400 --> 00:15:27.400]  好像中秋節會見的嫦娥那麼漂亮。
[00:15:27.400 --> 00:15:29.400]  什麼叫嫦娥?
[00:15:29.400 --> 00:15:33.400]  就是日有娥夜有娥。
[00:15:33.400 --> 00:15:38.400]  所以是因為她有很多話要說,
[00:15:38.400 --> 00:15:40.400]  這是女人的感性,
[00:15:40.400 --> 00:15:44.400]  但是男人就很理性地要分析,
[00:15:44.400 --> 00:15:46.400]  其實她說那麼多話給你聽,
[00:15:46.400 --> 00:15:48.400]  你聽就行了,不要出聲。
[00:15:48.400 --> 00:15:49.400]  誰知道男人就說,
[00:15:49.400 --> 00:15:52.400]  都是這樣,工人應該這樣,
[00:15:52.400 --> 00:15:54.400]  兒子應該這樣教,
[00:15:54.400 --> 00:15:59.400]  太太就一巴掌打過來。
[00:15:59.400 --> 00:16:01.400]  因為她不是要你分析,
[00:16:01.400 --> 00:16:04.400]  她是要聽你陪她,
[00:16:04.400 --> 00:16:06.400]  聽她說心事。
[00:16:06.400 --> 00:16:09.400]  所以男人要聰明一點,
[00:16:09.400 --> 00:16:11.400]  哄哄你太太。
[00:16:11.400 --> 00:16:16.400]  太太要體會男人做事做到積職,
[00:16:16.400 --> 00:16:19.400]  所以回到家就想攤開一份報紙,
[00:16:19.400 --> 00:16:21.400]  在這裏攤下,
[00:16:21.400 --> 00:16:23.400]  休息一下,攤休息一下。
[00:16:23.400 --> 00:16:28.400]  所以很多電視劇就會這樣做,
[00:16:28.400 --> 00:16:31.400]  兩夫婦之間就有很多矛盾,
[00:16:31.400 --> 00:16:33.400]  很多衝突。
[00:16:33.400 --> 00:16:36.400]  所以為什麼不可以在衝突當中,
[00:16:36.400 --> 00:16:39.400]  我們互相和好呢?
[00:16:39.400 --> 00:16:43.400]  我們的神是一個使人和睦的神,
[00:16:43.400 --> 00:16:47.400]  是一個叫人與神和好,
[00:16:47.400 --> 00:16:51.400]  然後人與人之間和好的。
[00:16:51.400 --> 00:16:54.400]  最近的統計香港的政治局勢,
[00:16:54.400 --> 00:16:58.400]  就是特首和三司的評分,
[00:16:58.400 --> 00:17:03.400]  是二十二年來從來沒有這麼低過,
[00:17:03.400 --> 00:17:09.400]  政府管治的威信都挺難捱下去的。
[00:17:09.400 --> 00:17:12.400]  6.16的大遊行,
[00:17:12.400 --> 00:17:17.400]  大數據是一早可以預測到的,
[00:17:17.400 --> 00:17:21.400]  我自己因為那時候我在海外,
[00:17:21.400 --> 00:17:23.400]  我去了俄羅斯短訊,
[00:17:23.400 --> 00:17:25.400]  所以我也在猜,
[00:17:25.400 --> 00:17:29.400]  下個禮拜香港有多少人出街?
[00:17:29.400 --> 00:17:32.400]  我也猜一定不止一百萬,
[00:17:32.400 --> 00:17:35.400]  但我想不到有二百萬,
[00:17:35.400 --> 00:17:37.400]  香港只有七百多萬人,
[00:17:37.400 --> 00:17:40.400]  即是三個多人就有一個人走出來,
[00:17:40.400 --> 00:17:42.400]  我問問在座有沒有人走呢?
[00:17:42.400 --> 00:17:44.400]  肯定有,
[00:17:44.400 --> 00:17:48.400]  三個多香港人就有一個人那天上了街,
[00:17:48.400 --> 00:17:51.400]  那天我也有機會去到金鐘,
[00:17:51.400 --> 00:17:54.400]  嘩,全部都是黑衣人,
[00:17:54.400 --> 00:17:59.400]  嘩,Pacific Place那裡好像開派對一樣,
[00:17:59.400 --> 00:18:01.400]  全部人坐在地上,
[00:18:01.400 --> 00:18:04.400]  廁所排隊淒涼,
[00:18:04.400 --> 00:18:08.400]  女廁排成十幾碼牆,
[00:18:08.400 --> 00:18:13.400]  嘩,全部是遊行結束了,
[00:18:13.400 --> 00:18:17.400]  這是香港沒見過的情景。
[00:18:17.400 --> 00:18:20.400]  但香港人又很厲害,
[00:18:20.400 --> 00:18:23.400]  包圍警察總部,
[00:18:23.400 --> 00:18:25.400]  包圍稅務局,
[00:18:25.400 --> 00:18:28.400]  又包圍入境事務大樓,
[00:18:28.400 --> 00:18:31.400]  結果有些人說不好意思阻礙你,
[00:18:31.400 --> 00:18:33.400]  不好意思,
[00:18:33.400 --> 00:18:35.400]  嘩,幾有禮貌,
[00:18:35.400 --> 00:18:38.400]  所以各位我們怎算好呢?
[00:18:38.400 --> 00:18:41.400]  所以我現在想問你,
[00:18:41.400 --> 00:18:44.400]  你懂不懂得聽別人的心聲呢?
[00:18:44.400 --> 00:18:47.400]  現在就請大家打開聖經,
[00:18:47.400 --> 00:18:51.400]  請大家一起打開《馬拉記書》第三章,
[00:18:51.400 --> 00:18:55.400]  我們由13、14、15我們一起讀這三節,
[00:18:55.400 --> 00:19:00.400]  今天我會由13節一直看完第四章,
[00:19:00.400 --> 00:19:03.400]  這裡一共分四個段落,
[00:19:03.400 --> 00:19:06.400]  每個段落都是三節聖經,
[00:19:06.400 --> 00:19:11.400]  第一個段落就由三章的13到15節,
[00:19:11.400 --> 00:19:13.400]  請大家一起讀,
[00:19:13.400 --> 00:19:17.400]  「耶和華說,你們說頂撞我,
[00:19:17.400 --> 00:19:22.400]  你們還說,我們用什麼話頂撞了你呢?
[00:19:22.400 --> 00:19:25.400]  你們說,
[00:19:25.400 --> 00:19:49.400]  好,謝謝,
[00:19:49.400 --> 00:19:52.400]  神明明說你們在頂撞我,
[00:19:52.400 --> 00:19:55.400]  你還說,我什麼時候頂撞你?
[00:19:55.400 --> 00:19:58.400]  我們就是這樣粗魯,
[00:19:58.400 --> 00:20:00.400]  我頂撞你什麼?
[00:20:00.400 --> 00:20:02.400]  嘩,多難聽,
[00:20:02.400 --> 00:20:05.400]  人的本性就是頂撞,
[00:20:05.400 --> 00:20:08.400]  所以我發覺很多時候我們不懂得聽別人說話,
[00:20:08.400 --> 00:20:10.400]  其實神已經說了,
[00:20:10.400 --> 00:20:12.400]  你現在在頂撞我,
[00:20:12.400 --> 00:20:14.400]  我們聽不到的,
[00:20:14.400 --> 00:20:20.400]  所以聆聽是一門藝術,
[00:20:20.400 --> 00:20:24.400]  The art of listening,
[00:20:24.400 --> 00:20:27.400]  你懂不懂得聽別人說話?
[00:20:27.400 --> 00:20:31.400]  做丈夫的要懂得聽太太說話,
[00:20:31.400 --> 00:20:33.400]  不要買了,很貴的,
[00:20:33.400 --> 00:20:35.400]  其實他心裡很想買,
[00:20:35.400 --> 00:20:37.400]  想你送給他,
[00:20:37.400 --> 00:20:40.400]  不要了,太貴了,不要買了,
[00:20:40.400 --> 00:20:43.400]  還有些人說,你真是很壞,
[00:20:43.400 --> 00:20:45.400]  你猜他是不是在罵他?
[00:20:45.400 --> 00:20:47.400]  當然不是,正在頂撞他,
[00:20:47.400 --> 00:20:49.400]  你很壞,
[00:20:49.400 --> 00:20:52.400]  好像在罵他,你這麼壞,
[00:20:52.400 --> 00:20:54.400]  所以不同語氣,
[00:20:54.400 --> 00:20:56.400]  你真是壞,這樣就罵你,
[00:20:56.400 --> 00:20:58.400]  你真是很壞,
[00:20:58.400 --> 00:21:00.400]  其實是在頂撞你,
[00:21:00.400 --> 00:21:03.400]  所以各位,你要懂得聽,
[00:21:03.400 --> 00:21:05.400]  最近我買了一本書,
[00:21:05.400 --> 00:21:08.400]  叫成為彼此的聆聽者,
[00:21:08.400 --> 00:21:11.400]  你要聽對方,對方要聽你,
[00:21:11.400 --> 00:21:13.400]  這樣才可以溝通,
[00:21:13.400 --> 00:21:15.400]  如果你好眼一點,
[00:21:15.400 --> 00:21:18.400]  我想你看看這本書的作者是誰,
[00:21:18.400 --> 00:21:21.400]  Storyteller,
[00:21:21.400 --> 00:21:25.400]  是一個講故事的人作的,
[00:21:25.400 --> 00:21:29.400]  所以我們很需要學習聆聽,
[00:21:29.400 --> 00:21:33.400]  撕裂就是因為大家不明白,
[00:21:33.400 --> 00:21:36.400]  我們的社會撕裂,
[00:21:36.400 --> 00:21:39.400]  我們的家庭撕裂,
[00:21:39.400 --> 00:21:44.400]  我們的人際關係也有很多撕裂,
[00:21:44.400 --> 00:21:46.400]  為什麼會撕裂呢?
[00:21:46.400 --> 00:21:49.400]  就是因為我們要懂得人的本性,
[00:21:49.400 --> 00:21:54.400]  人的本性就很喜歡包咬頸,
[00:21:54.400 --> 00:21:57.400]  你發覺跟人聊天,
[00:21:57.400 --> 00:22:00.400]  有些人死都咬翻身,
[00:22:00.400 --> 00:22:03.400]  明明是這樣,不是這樣,
[00:22:03.400 --> 00:22:05.400]  有些人很喜歡講預言,
[00:22:05.400 --> 00:22:07.400]  我也猜到了,
[00:22:07.400 --> 00:22:10.400]  習近平和特朗普沒什麼好講的,
[00:22:10.400 --> 00:22:12.400]  握手就言和,
[00:22:12.400 --> 00:22:14.400]  這些叫馬後炮,
[00:22:14.400 --> 00:22:16.400]  又不見你早點講,
[00:22:16.400 --> 00:22:18.400]  人家握手了,簽了東西,
[00:22:18.400 --> 00:22:19.400]  然後你就說,
[00:22:19.400 --> 00:22:21.400]  是的,我早就講是這樣,
[00:22:21.400 --> 00:22:23.400]  有些人就是這樣,
[00:22:23.400 --> 00:22:26.400]  包頂頸,
[00:22:26.400 --> 00:22:28.400]  連神都敢頂撞,
[00:22:28.400 --> 00:22:32.400]  這個人真是把炮,
[00:22:32.400 --> 00:22:35.400]  你們用話頂撞我,
[00:22:35.400 --> 00:22:38.400]  你們還講我們用什麼話頂撞你呢?
[00:22:38.400 --> 00:22:41.400]  你們說侍奉神是浪費力氣的,
[00:22:41.400 --> 00:22:42.400]  是徒然的,
[00:22:42.400 --> 00:22:44.400]  遵守神所吩咐的,
[00:22:44.400 --> 00:22:47.400]  在萬鈞的耶和華面前苦苦齋戒,
[00:22:47.400 --> 00:22:48.400]  有什麼用呢?
[00:22:48.400 --> 00:22:50.400]  沒有益處的,
[00:22:50.400 --> 00:22:53.400]  如今我們稱狂傲的人有福,
[00:22:53.400 --> 00:22:55.400]  恨惡的人就得建立,
[00:22:55.400 --> 00:22:57.400]  他們雖然試探神,
[00:22:57.400 --> 00:22:59.400]  但是沒有災沒有難,
[00:22:59.400 --> 00:23:01.400]  沒有事發生,
[00:23:01.400 --> 00:23:06.400]  我知道7月1號有人呼籲你出街,
[00:23:06.400 --> 00:23:08.400]  你還說「乜乜下台」,
[00:23:08.400 --> 00:23:10.400]  為什麼不下台?
[00:23:10.400 --> 00:23:13.400]  你猜他下不下台?
[00:23:13.400 --> 00:23:15.400]  肯定不下台,
[00:23:15.400 --> 00:23:18.400]  北京怎麼會這麼容易放手呢?
[00:23:18.400 --> 00:23:20.400]  怎麼會這麼順攤呢?
[00:23:20.400 --> 00:23:22.400]  還有為什麼他不下台呢?
[00:23:22.400 --> 00:23:24.400]  天主叫他出來的,
[00:23:24.400 --> 00:23:26.400]  天主還沒叫他收回,
[00:23:26.400 --> 00:23:29.400]  那當然不下台了,
[00:23:29.400 --> 00:23:33.400]  所以你看到有些人仍然在位,
[00:23:33.400 --> 00:23:35.400]  於是你的心就很不安,
[00:23:35.400 --> 00:23:37.400]  為什麼這個人不走呢?
[00:23:37.400 --> 00:23:39.400]  很懊怨,
[00:23:39.400 --> 00:23:41.400]  他又不露面,
[00:23:41.400 --> 00:23:44.400]  於是我們就有很多事在想,
[00:23:44.400 --> 00:23:49.400]  你其實心中有意見,
[00:23:49.400 --> 00:23:52.400]  你在頂撞神,
[00:23:52.400 --> 00:23:55.400]  這些事不是你決定的,
[00:23:55.400 --> 00:23:57.400]  神早有計劃,
[00:23:57.400 --> 00:23:59.400]  神早有安排,
[00:23:59.400 --> 00:24:01.400]  神有祂的旨意,
[00:24:01.400 --> 00:24:05.400]  願神的旨意成就,
[00:24:05.400 --> 00:24:09.400]  所以我們要認識我們自己,
[00:24:09.400 --> 00:24:11.400]  很想說事,
[00:24:11.400 --> 00:24:13.400]  很想一些事出現,
[00:24:13.400 --> 00:24:18.400]  可能你是被人煽動了出來上街,
[00:24:18.400 --> 00:24:21.400]  為什麼人們這麼煽動呢?
