
[00:00:00.000 --> 00:00:01.640]  今天的題目叫做
[00:02:22.960 --> 00:02:25.080]  Bill Gates他也提到
[00:02:25.080 --> 00:02:26.960]  他在早前接受訪問
[00:02:26.960 --> 00:02:30.640]  他說以前我主要是憂慮核戰
[00:02:30.640 --> 00:02:34.760]  現在他會憂慮如何對付氣候的變化
[00:02:34.760 --> 00:02:37.400]  對付生物的攻擊
[00:02:37.400 --> 00:02:42.640]  動物的病毒和人互相的交叉感染
[00:02:42.640 --> 00:02:46.480]  帶來很大型的大規模的疫情
[00:02:46.480 --> 00:02:49.200]  這是Bill Gates很擔心
[00:02:49.200 --> 00:02:53.600]  然後他會很擔心AI會失控
[00:02:53.600 --> 00:02:56.600]  我前兩天看網上的資料
[00:02:56.600 --> 00:02:58.200]  但未知有多真實
[00:02:58.200 --> 00:03:01.520]  就說AI互相之間會溝通
[00:03:01.520 --> 00:03:02.760]  如果你比較熟悉
[00:03:02.760 --> 00:03:05.360]  你可以告訴我們如何留意這件事
[00:03:05.360 --> 00:03:08.880]  如果真的有些人會擔心會不會失控
[00:03:08.880 --> 00:03:11.000]  所以很多人會擔心
[00:03:11.000 --> 00:03:14.760]  或者氣溫如果上升全球多一度
[00:03:14.760 --> 00:03:18.600]  原來很多沿海的城市可能要逃亡
[00:03:18.600 --> 00:03:22.560]  可能會被浸沒也不確定
[00:03:22.560 --> 00:03:24.760]  很多人不敢想將來
[00:03:24.760 --> 00:03:29.000]  但原來當我們面對不確定的無力感
[00:03:29.000 --> 00:03:30.400]  其實更加讓我們想
[00:03:30.400 --> 00:03:33.560]  我們作為人究竟為了什麼而活
[00:03:33.560 --> 00:03:37.160]  我們要向下一代傳承什麼
[00:03:37.160 --> 00:03:40.080]  其實如果我們覺得我們這一代很不確定
[00:03:40.080 --> 00:03:41.640]  是很動盪
[00:03:41.640 --> 00:03:44.520]  其實耶穌降生的年代同樣都很動盪
[00:03:44.520 --> 00:03:46.400]  同樣都很多不確定
[00:03:46.400 --> 00:03:48.560]  因為耶穌是何時降生的
[00:03:48.560 --> 00:03:51.080]  就是被羅馬帝國管治的時候
[00:03:51.080 --> 00:03:53.120]  祂來降生的
[00:03:53.120 --> 00:03:58.400]  然後羅馬帝國會對猶太文化宗教做很多壓制
[00:03:58.400 --> 00:04:01.280]  政治很緊張很動盪
[00:04:01.280 --> 00:04:04.600]  當時負責管理猶太人的希律王很強
[00:04:04.600 --> 00:04:06.560]  很殘暴很專制
[00:04:06.560 --> 00:04:09.000]  你記不記得祂為了要殺基督
[00:04:09.000 --> 00:04:11.160]  兩歲以下的嬰兒都殺光
[00:04:11.160 --> 00:04:15.880]  所以帶來很恐怖的一個軍王的希律
[00:04:15.880 --> 00:04:20.520]  猶太的領袖腐敗依附政權
[00:04:20.520 --> 00:04:22.680]  當時的稅收很重
[00:04:22.680 --> 00:04:24.640]  所以他們很不喜歡稅利
[00:04:24.640 --> 00:04:29.520]  社會階層明顯的分化分裂
[00:04:29.520 --> 00:04:32.200]  很多猶太人都很貧窮
[00:04:32.200 --> 00:04:36.360]  所以耶穌說到的時候要用五餅二魚餵飽五千人
[00:04:36.360 --> 00:04:38.000]  耶穌說他們來聽到
[00:04:38.000 --> 00:04:40.480]  我不忍心叫他們餓著回家
[00:04:40.480 --> 00:04:42.840]  五千人都是沒東西吃
[00:04:42.840 --> 00:04:44.600]  所以在耶穌降生的年代
[00:04:44.600 --> 00:04:47.080]  很多人渴望來塞亞快點來
[00:04:47.080 --> 00:04:49.720]  因為這個世代我想不到將來是怎樣
[00:04:49.720 --> 00:04:51.400]  很黑暗很動盪
[00:04:51.400 --> 00:04:54.960]  所以耶穌的年代很多人期望基督快點來
[00:04:54.960 --> 00:04:58.600]  誰是基督誰是來塞亞
[00:04:58.600 --> 00:05:01.000]  今天的講道我們會提到
[00:05:01.000 --> 00:05:04.240]  路加福第二章22到52節
[00:05:04.240 --> 00:05:07.000]  其實第一節到21節是我們很熟悉的經文
[00:05:07.000 --> 00:05:09.240]  就是耶穌基督降生在馬祖
[00:05:09.240 --> 00:05:11.920]  然後天使向牧羊人報佳音
[00:05:11.920 --> 00:05:13.280]  我們就不講這兩段
[00:05:13.280 --> 00:05:14.800]  因為聖誕節經常都講
[00:05:14.800 --> 00:05:17.160]  反而我們今天集中看
[00:05:17.160 --> 00:05:20.000]  在不確定世代裡面的生命傳承
[00:05:20.000 --> 00:05:22.560]  這段經文講到有三代
[00:05:22.560 --> 00:05:26.640]  首先我們會看兩個得償所願的長者
[00:05:26.640 --> 00:05:29.520]  然後一個將要心碎的母親
[00:05:29.520 --> 00:05:32.040]  跟著一個與別不同的少年人
[00:05:32.040 --> 00:05:33.680]  他們這裡是三代
[00:05:33.680 --> 00:05:37.960]  這三代是怎樣在一個黑暗很動盪的世代裡面
[00:05:37.960 --> 00:05:39.880]  傳承信仰
[00:05:39.880 --> 00:05:42.040]  傳承一種敬虔
[00:05:42.040 --> 00:05:44.800]  我們首先就看長者
[00:05:44.800 --> 00:05:47.240]  得償所願的長者
[00:05:47.240 --> 00:05:51.840]  這裡提到盼望是使人堅持敬虔
[00:05:51.840 --> 00:05:54.360]  當他有盼望他就能夠活出敬虔
[00:05:54.360 --> 00:05:55.960]  我們一起讀這幾節
[00:05:55.960 --> 00:05:57.120]  預備起
[00:05:57.120 --> 00:05:58.840]  按摩西律法
[00:05:58.840 --> 00:06:00.880]  每年節慶的日子
[00:06:00.880 --> 00:06:04.560]  下午就戴著鞋子上這個沙灘去
[00:06:04.560 --> 00:06:06.440]  要把他掩蓋住
[00:06:06.440 --> 00:06:08.920]  秘密主義律法上所寄
[00:06:08.920 --> 00:06:12.200]  頑固雙子男子便歸處為聖
[00:06:12.200 --> 00:06:15.040]  又要照著律法上所說
[00:06:15.040 --> 00:06:19.640]  用一對盼抱花園將赤兔鴨兒載走
[00:06:19.640 --> 00:06:22.240]  約瑟和瑪利亞按照律法的要求
[00:06:22.240 --> 00:06:25.320]  每一個家庭投生的男嬰
[00:06:25.320 --> 00:06:26.760]  就要將他奉獻給神
[00:06:26.760 --> 00:06:29.520]  所以他們就戴著鷹鞋耶穌
[00:06:29.520 --> 00:06:33.200]  上耶路撒冷的聖殿做奉獻禮
[00:06:33.200 --> 00:06:36.280]  當他們做奉獻禮進入聖殿的時候
[00:06:36.280 --> 00:06:38.280]  就被第一個長者遇見
[00:06:38.280 --> 00:06:40.480]  我們一起讀 預備起
[00:06:40.480 --> 00:07:09.880]  「那時在耶路撒冷」
[00:07:09.880 --> 00:07:12.800]  在這裡形容西面這個長者
[00:07:12.800 --> 00:07:15.080]  他是一個很黑暗動蕩的世代
[00:07:15.080 --> 00:07:16.640]  他堅持公義
[00:07:16.640 --> 00:07:19.000]  他行公義又虔誠
[00:07:19.000 --> 00:07:19.880]  是很不容易
[00:07:19.880 --> 00:07:21.840]  但是因為他有盼望
[00:07:21.840 --> 00:07:24.400]  掃上盼望以色列的安慰者
[00:07:24.400 --> 00:07:26.280]  他正在盼望基督來
[00:07:26.280 --> 00:07:30.640]  盼望洗人 堅持 敬虔
[00:07:30.640 --> 00:07:32.320]  然後西面就接個嬰兒來了
[00:07:32.320 --> 00:07:33.960]  我們一起讀 預備起
[00:07:33.960 --> 00:07:38.040]  西面就把他抱過來 稱眾神說
[00:07:38.040 --> 00:07:40.760]  「說啊 如果可以照你的話
[00:07:40.760 --> 00:07:43.320]  那你以後可以去世
[00:07:43.320 --> 00:07:46.720]  一個一個的難徵已經可見你了
[00:07:46.720 --> 00:07:49.960]  就算你再難民以前所遇的敵
[00:07:49.960 --> 00:07:52.160]  是乃是外國的禍
[00:07:52.160 --> 00:07:54.960]  是你問世的榮耀」
[00:07:54.960 --> 00:07:56.520]  待會我們會繼續看這段經文
[00:07:56.520 --> 00:07:58.280]  我們先看第二個長者
[00:07:58.280 --> 00:08:00.640]  第二個長者是「呂先知阿拿」
[00:08:00.640 --> 00:08:02.400]  我們一起讀 預備起
[00:08:02.400 --> 00:08:04.400]  「又有位呂先知」
[00:08:04.400 --> 00:08:05.800]  「又有位呂先知阿拿
[00:08:05.800 --> 00:08:09.080]  是那是箭牌包內定的女兒
[00:08:09.080 --> 00:08:10.880]  年紀已經六萬
[00:08:10.880 --> 00:08:12.440]  從同類出嫁
[00:08:12.440 --> 00:08:14.440]  同著老少年七年
[00:08:14.440 --> 00:08:16.480]  三十九十年
[00:08:16.480 --> 00:08:18.920]  前妻已八十四歲
[00:08:18.920 --> 00:08:20.880]  她不離開聖殿
[00:08:20.880 --> 00:08:22.280]  今食祈求
[00:08:22.280 --> 00:08:24.000]  晝夜是奉神
[00:08:24.000 --> 00:08:25.440]  正當那時
[00:08:25.440 --> 00:08:27.760]  她盡前來稱眾神
[00:08:27.760 --> 00:08:31.480]  對於一世盼望耶路撒冷的救世人
[00:08:31.480 --> 00:08:33.760]  講論這孩子的事」
[00:08:33.760 --> 00:08:36.560]  這段經文同樣強調這位長者
[00:08:36.560 --> 00:08:39.720]  她的生命 她的敬虔
[00:08:39.720 --> 00:08:42.520]  這位長者 這位呂先知
[00:08:42.520 --> 00:08:44.640]  她很早就來到寡居
[00:08:44.640 --> 00:08:46.880]  甚至寡居了八十四年
[00:08:46.880 --> 00:08:48.240]  所以「歲」這個字
[00:08:48.240 --> 00:08:50.200]  可以在原文解作「年」
[00:08:50.200 --> 00:08:52.320]  有些解經家說她八十四歲
[00:08:52.320 --> 00:08:55.360]  有些就說她已經守寡守了八十四年
[00:08:55.360 --> 00:08:56.480]  不過她很專心
[00:08:56.480 --> 00:08:58.120]  當她守寡的時候
[00:08:58.120 --> 00:08:59.800]  她一直沒有離開聖殿
[00:08:59.800 --> 00:09:01.480]  在那裡專心禁食
[00:09:01.480 --> 00:09:03.720]  祈禱 晝夜的侍奉神
[00:09:03.720 --> 00:09:07.320]  她的敬虔源於她對神的盼望
[00:09:07.320 --> 00:09:09.120]  因為當她見到耶穌基督
[00:09:09.120 --> 00:09:11.680]  她就對一切盼望耶路撒冷的人
[00:09:11.680 --> 00:09:14.280]  來講論這孩子的事
[00:09:14.280 --> 00:09:17.000]  頂姐妹 我們當中的長者
[00:09:17.000 --> 00:09:17.800]  常常都會說
[00:09:17.800 --> 00:09:19.520]  「木姐 我為你祈禱」
[00:09:19.520 --> 00:09:21.000]  他們真的很敬虔
[00:09:21.000 --> 00:09:23.040]  用禱告來服侍神
[00:09:23.040 --> 00:09:26.720]  盼望源於人不堅持敬虔
[00:09:26.720 --> 00:09:28.120]  敬虔讓人有盼望
[00:09:28.120 --> 00:09:30.920]  這裡其實經文上提到盼望
[00:09:30.920 --> 00:09:34.080]  這個盼望是源於神的應許
[00:09:34.080 --> 00:09:36.360]  他們盼望以色列的安慰者來到
[00:09:36.360 --> 00:09:38.120]  盼望耶路撒冷得贖
[00:09:38.120 --> 00:09:39.960]  是源自《爾卓亞書》
[00:09:39.960 --> 00:09:41.160]  《爾卓亞書》說
[00:09:41.160 --> 00:09:44.200]  耶路撒冷將會有歡樂的聲音
[00:09:44.200 --> 00:09:45.280]  一起歌唱
[00:09:45.280 --> 00:09:47.240]  救贖了耶路撒冷
[00:09:47.240 --> 00:09:49.320]  然後我們再看西面
[00:09:49.320 --> 00:09:52.240]  西面當她見到嬰孩耶穌的時候
[00:09:52.240 --> 00:09:53.880]  她就說這個嬰孩耶穌
[00:09:53.880 --> 00:09:56.360]  就是照亮外邦人的光
[00:09:56.360 --> 00:09:57.920]  其實她不是自己說的
[00:09:57.920 --> 00:09:59.600]  因為有舊約聖經
[00:09:59.600 --> 00:10:01.200]  《爾卓亞書》那裡說
[00:10:01.200 --> 00:10:04.280]  原來彌賽亞就是被神選召的僕人
[00:10:04.280 --> 00:10:07.800]  會讓彌賽亞成為外邦人的光
[00:10:07.800 --> 00:10:11.480]  叫你施行我的救恩直到地極
[00:10:11.480 --> 00:10:13.120]  然後這裡西面又說
[00:10:13.120 --> 00:10:15.880]  這位彌賽亞其實是以色列的榮耀
[00:10:15.880 --> 00:10:17.120]  這個以色列的榮耀
[00:10:17.120 --> 00:10:20.200]  就在《爾卓亞書》六十章有提到
[00:10:20.200 --> 00:10:21.800]  黑暗蓋大地的時候
[00:10:21.800 --> 00:10:24.000]  上帝要叫他的光照耀
[00:10:24.000 --> 00:10:26.000]  他的榮耀要在你身上
[00:10:26.000 --> 00:10:28.640]  然後萬國要來奏你的光
[00:10:28.640 --> 00:10:32.120]  君王就要來發現你的光輝
[00:10:32.120 --> 00:10:34.120]  原來這兩位長者
[00:10:34.120 --> 00:10:36.320]  他在找舊約的應許
[00:10:36.320 --> 00:10:37.720]  而帶來盼望
[00:10:37.720 --> 00:10:40.520]  他們很相信舊約來應許
[00:10:40.520 --> 00:10:41.640]  以色列會復國
[00:10:41.640 --> 00:10:42.600]  會得榮耀
[00:10:42.600 --> 00:10:45.200]  耶路撒冷會有很多歡樂的聲音
[00:10:45.200 --> 00:10:48.320]  然後以色列人或者說這個彌賽亞
[00:10:48.320 --> 00:10:50.720]  會成為啟示外邦人的光
[00:10:50.720 --> 00:10:53.880]  這個是他舊約聖經在找的應許
[00:10:53.880 --> 00:10:55.800]  不過他眼前是看到什麼呢
[00:10:55.800 --> 00:10:57.440]  現實是什麼
[00:10:57.440 --> 00:10:59.520]  羅馬帝國管治我們很辛苦
[00:10:59.520 --> 00:11:00.920]  收稅很重
[00:11:00.920 --> 00:11:03.040]  然後耶路撒冷充滿哭聲
[00:11:03.040 --> 00:11:04.120]  很辛苦
[00:11:04.120 --> 00:11:07.560]  很多人在死任憂谷中坐在那裡
[00:11:07.560 --> 00:11:09.200]  就是很無助
[00:11:09.200 --> 00:11:12.400]  這兩位長者他活在現實
[00:11:12.400 --> 00:11:13.880]  但是他也有盼望
[00:11:13.880 --> 00:11:16.160]  究竟怎樣搭橋的呢
[00:11:16.160 --> 00:11:18.360]  我們今天面對我們這個世界
[00:11:18.360 --> 00:11:19.440]  很多未確定
[00:11:19.440 --> 00:11:20.560]  很多黑暗
[00:11:20.560 --> 00:11:21.760]  很多動盪
[00:11:21.760 --> 00:11:24.160]  但我們又看到聖經應許會復興
[00:11:24.160 --> 00:11:25.840]  應許耶穌會再來
[00:11:25.840 --> 00:11:28.480]  應許這個世界會有新天新地
[00:11:28.480 --> 00:11:29.480]  當我看了這段經文
[00:11:29.480 --> 00:11:32.600]  原來聖靈這個字出現了好幾次
[00:11:32.600 --> 00:11:35.960]  其實是西面在他身上有聖靈
[00:11:35.960 --> 00:11:37.760]  那時候聖靈未普遍降臨
[00:11:37.760 --> 00:11:41.840]  但是聖靈願意在西面身上工作
[00:11:41.840 --> 00:11:45.560]  所以這裡形容在西面身上有聖靈
[00:11:45.560 --> 00:11:48.120]  然後他得到聖靈的啟示
[00:11:48.120 --> 00:11:50.880]  知道自己未死之前可以見到基督
[00:11:50.880 --> 00:11:52.640]  然後他受聖靈的感動
[00:11:52.640 --> 00:11:55.840]  然後進去就見到那個嬰孩耶穌
[00:11:55.840 --> 00:11:58.400]  所以這裡提到原來信從聖靈
[00:11:58.400 --> 00:12:00.200]  可以見到盼望
[00:12:00.200 --> 00:12:03.800]  不只是打開聖經看那個嬰孩
[00:12:03.800 --> 00:12:06.560]  就是當西面他有聖靈
[00:12:06.560 --> 00:12:08.000]  然後信從聖靈
[00:12:08.000 --> 00:12:10.400]  他就見到嬰孩耶穌
[00:12:10.400 --> 00:12:13.040]  然後他就說容僕人可以死了
[00:12:13.040 --> 00:12:16.080]  其實他見到嬰孩耶穌都未成就救恩
[00:12:16.080 --> 00:12:17.520]  耶穌都未得十字架
[00:12:17.520 --> 00:12:18.840]  然後以色列都未復興
[00:12:18.840 --> 00:12:21.960]  不過他從永恆的嬰孩看今天
[00:12:21.960 --> 00:12:23.880]  他就說我得釋放
[00:12:23.880 --> 00:12:26.480]  他從永恆的嬰孩看今天的苦難
[00:12:26.480 --> 00:12:27.840]  他說我已經得到釋放
[00:12:27.840 --> 00:12:30.920]  他那種信心是從永恆看到今天
[00:12:30.920 --> 00:12:33.480]  他說我已經看見你的救恩了
[00:12:33.480 --> 00:12:34.560]  已經看到了
[00:12:34.560 --> 00:12:36.960]  然後他說我可以死了
[00:12:36.960 --> 00:12:39.040]  然後這位的女先知
[00:12:39.040 --> 00:12:41.280]  他見到這個嬰孩耶穌
[00:12:41.280 --> 00:12:43.000]  他就來稱眾神了
[00:12:43.000 --> 00:12:43.720]  立刻
[00:12:43.720 --> 00:12:46.920]  然後出去跟其他人講論這個孩子的事
[00:12:46.920 --> 00:12:49.120]  他未見到十字架救恩成就
[00:12:49.120 --> 00:12:50.600]  未見到以色列國復興
[00:12:50.600 --> 00:12:53.360]  但是他見到嬰孩耶穌
[00:12:53.360 --> 00:12:55.720]  他已經來到眾贊神
[00:12:55.720 --> 00:12:57.880]  我們很想今天學三個功課
[00:12:57.880 --> 00:13:01.160]  第一樣就是要傳承一份的盼望
[00:13:01.160 --> 00:13:04.080]  今天這個不確定的世界是沒有什麼盼望
[00:13:04.080 --> 00:13:05.960]  但是聖經裡面讓我們知道
[00:13:05.960 --> 00:13:08.240]  盼望源於神的應許
[00:13:08.240 --> 00:13:11.000]  傳承抓緊應許的盼望
[00:13:11.000 --> 00:13:13.760]  當然其實我們要分辨一下什麼叫願望
[00:13:13.760 --> 00:13:16.600]  我們生日的時候都會許願
[00:13:16.600 --> 00:13:17.920]  什麼叫做盼望
[00:13:17.920 --> 00:13:19.080]  如果一般來講
[00:13:19.080 --> 00:13:21.480]  我大概整理了有幾個的分別
[00:13:21.480 --> 00:13:23.680]  願望就是你想要的東西
[00:13:23.680 --> 00:13:26.600]  盼望可能就是你生命需要的東西
[00:13:26.600 --> 00:13:29.560]  願望就是你很想生活幸福
[00:13:29.560 --> 00:13:31.680]  盼望就是生命的幸福
[00:13:31.680 --> 00:13:33.000]  生命的質素
[00:13:33.000 --> 00:13:36.000]  願望通常是按你個人的喜好
[00:13:36.000 --> 00:13:38.960]  盼望就是你按聖經的應許
[00:13:38.960 --> 00:13:41.760]  願望就是跟人的夢想有關
[00:13:41.760 --> 00:13:45.360]  盼望往往是神的旨意
[00:13:45.360 --> 00:13:47.200]  願望很多時候會落空
[00:13:47.200 --> 00:13:51.160]  但是盼望因為神的旨意一定會成就
[00:13:51.160 --> 00:13:53.200]  願望是你靠自己努力去追
[00:13:53.200 --> 00:13:55.560]  不過有時候未必追得到
[00:13:55.560 --> 00:13:57.800]  盼望是一定會成就
[00:13:57.800 --> 00:13:59.840]  因為神應許的一定成就
[00:13:59.840 --> 00:14:02.080]  還要藉著你和我去成就
[00:14:02.080 --> 00:14:03.560]  所以神的旨意一定成就
[00:14:03.560 --> 00:14:05.800]  不過爭在我又沒有份參與
[00:14:05.800 --> 00:14:07.120]  你又沒有份參與
[00:14:07.120 --> 00:14:09.920]  最後願望是聚焦在現世
[00:14:09.920 --> 00:14:13.160]  但是盼望是從永恆看現世
[00:14:13.160 --> 00:14:15.680]  縱然神的應許現在未落實
[00:14:15.680 --> 00:14:17.640]  但是他在找神的應許
[00:14:17.640 --> 00:14:20.960]  在今天他就看到盼望
[00:14:20.960 --> 00:14:22.960]  這裡有一個見證
[00:14:22.960 --> 00:14:25.240]  高銘軒博士他曾經分享過
[00:14:25.240 --> 00:14:27.800]  一個見證就是有一個學者
[00:14:27.800 --> 00:14:32.160]  在俄羅斯研究一些被迫害的基督徒
[00:14:32.160 --> 00:14:35.480]  他研究的基督徒在蘇聯執政的時候
[00:14:35.480 --> 00:14:37.240]  被共產黨迫害
[00:14:37.240 --> 00:14:40.040]  他提到有一個弟兄坐牢十七年
[00:14:40.040 --> 00:14:41.400]  每天早上在一個監獄
[00:14:41.400 --> 00:14:44.680]  很黑的監獄裡面大聲唱詩歌
[00:14:44.680 --> 00:14:47.040]  然後一有紙張他就會寫經文
[00:14:47.040 --> 00:14:47.640]  墨經文
[00:14:47.640 --> 00:14:51.320]  所以我們門女墨定經文是對的
[00:14:51.320 --> 00:14:52.840]  如果有一天我要坐牢
[00:14:52.840 --> 00:14:56.440]  我就由十甲篇開始墨
[00:14:56.440 --> 00:14:59.280]  原來每天早上唱詩歌和墨經文
[00:14:59.280 --> 00:15:01.520]  成為他十七年在監獄裡面
[00:15:01.520 --> 00:15:04.920]  唯一他能夠撐住他和神的關係
[00:15:04.920 --> 00:15:07.560]  那兩樣東西就是唱詩歌和墨經文
[00:15:07.560 --> 00:15:09.800]  但是因為他唱詩歌太大聲了
[00:15:09.800 --> 00:15:12.600]  可能好像我講的很大聲
[00:15:12.600 --> 00:15:14.360]  監獄的人就投訴他
[00:15:14.360 --> 00:15:15.600]  不要再唱了
[00:15:15.600 --> 00:15:16.840]  不要再講你的信仰了
[00:15:16.840 --> 00:15:17.840]  很煩
[00:15:17.840 --> 00:15:19.360]  連那些獄卒都不喜歡他
[00:15:19.360 --> 00:15:21.040]  後來有獄卒跟他說
[00:15:21.040 --> 00:15:22.200]  你再在這裡唱詩歌
[00:15:22.200 --> 00:15:23.440]  你再在這裡寫經文
[00:15:23.440 --> 00:15:26.800]  我會抓了你的家人威脅他
[00:15:26.800 --> 00:15:28.400]  過了沒多久
[00:15:28.400 --> 00:15:30.400]  他真的告訴這個弟兄
[00:15:30.400 --> 00:15:32.120]  我已經抓了你的家人
[00:15:32.120 --> 00:15:33.480]  這個弟兄很緊張
[00:15:33.480 --> 00:15:34.920]  然後跟獄卒說
[00:15:34.920 --> 00:15:36.040]  我不再相信耶穌了
[00:15:36.040 --> 00:15:37.160]  你幫我寫一個聲明
[00:15:37.160 --> 00:15:38.440]  我不再是基督徒了
[00:15:38.440 --> 00:15:39.800]  你放了我的子女
[00:15:39.800 --> 00:15:42.200]  放了我的老婆
[00:15:42.200 --> 00:15:45.920]  那獄卒就真的幫他準備了這個聲明
[00:15:45.920 --> 00:15:46.840]  在那一晚
[00:15:46.840 --> 00:15:48.440]  當他祈禱的時候
[00:15:48.440 --> 00:15:50.400]  神給他看到了一幅圖畫
[00:15:50.400 --> 00:15:52.840]  就是他的老婆和子女在那裡祈禱
[00:15:52.840 --> 00:15:53.800]  很平安
[00:15:53.800 --> 00:15:54.600]  沒事
[00:15:54.600 --> 00:15:55.560]  沒有被抓
[00:15:55.560 --> 00:15:58.200]  這是神給他的獨特的盼望
[00:15:58.200 --> 00:15:59.240]  如果你是他
[00:15:59.240 --> 00:16:01.560]  你聽到神給你的盼望
[00:16:01.560 --> 00:16:03.040]  但是你真的沒有出獄
[00:16:03.040 --> 00:16:04.480]  你沒有出獄看到他們
[00:16:04.480 --> 00:16:06.440]  你信不信
[00:16:06.440 --> 00:16:08.840]  但是他很相信這是神給他的盼望
[00:16:08.840 --> 00:16:10.600]  於是他第二天跟獄卒說
[00:16:10.600 --> 00:16:11.760]  我不會簽這一份
[00:16:11.760 --> 00:16:13.560]  我不是基督徒的聲明
[00:16:13.560 --> 00:16:14.840]  繼續繼續唱詩歌
[00:16:14.840 --> 00:16:16.320]  繼續抄經文
[00:16:16.320 --> 00:16:18.560]  直到這個弟兄出獄
[00:16:18.560 --> 00:16:20.280]  他太太是平安
[00:16:20.280 --> 00:16:21.960]  他的小朋友是平安
[00:16:21.960 --> 00:16:24.680]  他抓緊的不是自己的賞望
[00:16:24.680 --> 00:16:26.200]  是神的應許
[00:16:26.200 --> 00:16:27.880]  當然他跟神去親近
[00:16:27.880 --> 00:16:29.760]  他很相信這是神給他的應許
[00:16:29.760 --> 00:16:31.000]  神給他的盼望
[00:16:31.000 --> 00:16:32.400]  在聖經裡面
[00:16:32.400 --> 00:16:34.040]  有很多的經文都告訴我們
[00:16:34.040 --> 00:16:36.880]  在今天這個現世不容易的世代
[00:16:36.880 --> 00:16:41.480]  有十個給我們帶來盼望的應許
[00:16:41.480 --> 00:16:44.120]  神應許我們身天身地是一定得日
[00:16:44.120 --> 00:16:46.520]  神會永遠跟我們同住
[00:16:46.520 --> 00:16:48.880]  神說我要擦去你的眼淚
[00:16:48.880 --> 00:16:50.240]  通常我們大過
[00:16:50.240 --> 00:16:51.400]  我們哭的時候
[00:16:51.400 --> 00:16:53.840]  沒有人幫我們擦眼淚的
[00:16:53.840 --> 00:16:55.200]  最多別包紙巾給你
[00:16:55.200 --> 00:16:57.200]  但是將來回到天家
[00:16:57.200 --> 00:16:58.840]  誰幫我們擦眼淚
