
[00:00:00.000 --> 00:00:06.600]  在《路加》的作者 路加醫生
[00:04:09.600 --> 00:04:13.600]  拯救者是出自大衛的血統
[00:04:13.600 --> 00:04:18.600]  所以應驗了聖經的說話
[00:04:18.600 --> 00:04:24.600]  印冠償將一個嬰孩用布包著
[00:04:24.600 --> 00:04:27.600]  讓他身體暖和有安全感
[00:04:27.600 --> 00:04:31.600]  耶穌基督出生在馬槽當中
[00:04:31.600 --> 00:04:36.600]  那個環境是污糟又黑暗
[00:04:36.600 --> 00:04:43.600]  他在這個地方都不是猶太人意料之內
[00:04:43.600 --> 00:04:46.600]  因為在猶太人的心目當中
[00:04:46.600 --> 00:04:52.600]  他們的拯救者是一個堂皇高貴的地方
[00:04:52.600 --> 00:04:55.600]  來到出生
[00:04:55.600 --> 00:05:00.600]  耶穌在馬槽一個卑微的降生
[00:05:00.600 --> 00:05:05.600]  說到當時天使天君都來看
[00:05:05.600 --> 00:05:10.600]  但是是關乎萬民一個大喜的訊息
[00:05:10.600 --> 00:05:14.600]  天使天君向牧羊人宣告
[00:05:14.600 --> 00:05:21.600]  帶著主的榮光四面的去照著牧羊人
[00:05:21.600 --> 00:05:23.600]  在這個黑暗當中
[00:05:23.600 --> 00:05:26.600]  突然間有大光好像大光燈一樣
[00:05:26.600 --> 00:05:29.600]  照著這班牧羊人
[00:05:29.600 --> 00:05:33.600]  所以他們因為這個突如其來的大光
[00:05:33.600 --> 00:05:36.600]  令到他們很恐懼
[00:05:36.600 --> 00:05:40.600]  那些天使對他們說
[00:05:40.600 --> 00:05:42.600]  不需要懼怕
[00:05:42.600 --> 00:05:45.600]  我報給你們是一個大喜的訊息
[00:05:45.600 --> 00:05:49.600]  是和全世界的人都有關係
[00:05:49.600 --> 00:05:52.600]  就是因為今天在大衛的城裏
[00:05:52.600 --> 00:05:55.600]  為你們生了一位救主
[00:05:55.600 --> 00:05:56.600]  主基督
[00:05:56.600 --> 00:05:59.600]  你們要看他
[00:05:59.600 --> 00:06:01.600]  看到一個鷹鞋
[00:06:01.600 --> 00:06:04.600]  是用布包著
[00:06:04.600 --> 00:06:07.600]  睡在馬桶當中
[00:06:07.600 --> 00:06:10.600]  就是一個記號
[00:06:10.600 --> 00:06:12.600]  透過天使
[00:06:12.600 --> 00:06:17.600]  神向人去啟示他的兒子耶穌
[00:06:17.600 --> 00:06:20.600]  對象就是向這班牧羊人
[00:06:20.600 --> 00:06:24.600]  宣告耶穌的降生
[00:06:24.600 --> 00:06:26.600]  在那個時候
[00:06:26.600 --> 00:06:33.600]  天使邀請牧羊人去迎接這位生生王耶穌
[00:06:33.600 --> 00:06:38.600]  就是永遠除去世人罪孽的一位
[00:06:38.600 --> 00:06:41.600]  天使安慰牧羊人
[00:06:41.600 --> 00:06:43.600]  不要懼怕
[00:06:43.600 --> 00:06:46.600]  因為要宣告耶穌降生
[00:06:46.600 --> 00:06:50.600]  這個這麼開心的消息
[00:06:50.600 --> 00:06:52.600]  大喜訊息
[00:06:52.600 --> 00:06:58.600]  是表示到耶穌為我們成全了拯救的工作
[00:06:58.600 --> 00:07:02.600]  萬民是知道神所有的子民
[00:07:02.600 --> 00:07:04.600]  是跟隨神的人
[00:07:04.600 --> 00:07:08.600]  上帝的子民很期待
[00:07:08.600 --> 00:07:13.600]  大衛王來到今天
[00:07:13.600 --> 00:07:16.600]  生在大衛的城裡
[00:07:16.600 --> 00:07:20.600]  這位救主就是耶穌基督
[00:07:20.600 --> 00:07:24.600]  基督是彌賽亞一個希臘文的寫法
[00:07:24.600 --> 00:07:27.600]  意思是一位受告
[00:07:27.600 --> 00:07:33.600]  說到基督是被高納一位榮耀的君王
[00:07:33.600 --> 00:07:37.600]  祂施行拯救的工作
[00:07:37.600 --> 00:07:41.600]  祂躺在馬槽裡
[00:07:41.600 --> 00:07:43.600]  就是一個記號
[00:07:43.600 --> 00:07:47.600]  強調了這位尊貴的拯救者
[00:07:47.600 --> 00:07:50.600]  用一個很卑微的出生
[00:07:50.600 --> 00:07:52.600]  來到人的當中
[00:07:52.600 --> 00:07:55.600]  耶穌降生這個好消息
[00:07:55.600 --> 00:08:05.600]  使所有人,無論你是年長,年幼,成年人,或者青少年人
[00:08:05.600 --> 00:08:09.600]  都可以跟耶穌拉上關係
[00:08:09.600 --> 00:08:14.600]  為什麼猶太人在等候基督呢?
[00:08:14.600 --> 00:08:21.600]  有些人想基督可以幫助他們脫離當時羅馬的政權
[00:08:21.600 --> 00:08:28.600]  另一些人很希望能夠救他們脫離肉身的疾病
[00:08:28.600 --> 00:08:34.600]  原來耶穌能夠幫助我們脫離罪惡的捆綁
[00:08:34.600 --> 00:08:39.600]  祂能夠給我們一個更新的生命
[00:08:39.600 --> 00:08:44.600]  祂可以隨時幫助我們面對困難
[00:08:44.600 --> 00:08:48.600]  讓我們過一個新的生活
[00:08:48.600 --> 00:08:54.600]  天使邀請牧羊人去迎接主耶穌
[00:08:54.600 --> 00:08:59.600]  他們從一個恐懼的狀態變為喜樂
[00:08:59.600 --> 00:09:05.600]  他們首先跑到馬槽裡
[00:09:05.600 --> 00:09:09.600]  真的看到一個鷹鞋
[00:09:09.600 --> 00:09:13.600]  看到藥室和瑪利亞
[00:09:13.600 --> 00:09:16.600]  他們就把這個消息傳開去
[00:09:16.600 --> 00:09:18.600]  很感謝神
[00:09:18.600 --> 00:09:21.600]  在昨天的陪談當中
[00:09:21.600 --> 00:09:25.600]  我們看到一些弟兄姊妹的家人
[00:09:25.600 --> 00:09:29.600]  或者親友,他們缺志
[00:09:29.600 --> 00:09:33.600]  看到弟兄姊妹帶他們來,真的很開心
[00:09:33.600 --> 00:09:39.600]  我們也為這些缺志、誤導的朋友感謝神
[00:09:39.600 --> 00:09:43.600]  我們親身經歷了神各樣的恩典
[00:09:43.600 --> 00:09:48.600]  很樂意和親人分享神的愛
[00:09:48.600 --> 00:09:50.600]  真的很自然
[00:09:50.600 --> 00:09:55.600]  正如你經歷了神的醫治、神的改變
[00:09:55.600 --> 00:10:01.600]  你也很想和你的家人、死黨朋友分享
[00:10:01.600 --> 00:10:03.600]  13節提到
[00:10:03.600 --> 00:10:09.600]  忽然有一大隊天兵和那天使讚美神
[00:10:09.600 --> 00:10:13.600]  在至高之處榮耀歸於神
[00:10:13.600 --> 00:10:16.600]  當我們看到神奇妙的作為
[00:10:16.600 --> 00:10:19.600]  好像神改變了人的生命
[00:10:19.600 --> 00:10:23.600]  和受浸的弟兄姊妹他們的經歷
[00:10:23.600 --> 00:10:27.600]  他們真的很衷心去感謝神
[00:10:27.600 --> 00:10:29.600]  將榮耀歸還給神
[00:10:29.600 --> 00:10:32.600]  在我們的崇拜當中
[00:10:32.600 --> 00:10:36.600]  我們都是唱讚美的詩歌
[00:10:36.600 --> 00:10:39.600]  去讚美這位榮耀的君王
[00:10:39.600 --> 00:10:45.600]  因為他配得我們每一個來稱頌、讚美
[00:10:45.600 --> 00:10:50.600]  榮耀是講到在救恩的過程中
[00:10:50.600 --> 00:10:54.600]  上帝彰顯他的能力
[00:10:54.600 --> 00:10:57.600]  榮耀歸於上帝
[00:10:57.600 --> 00:11:01.600]  代表了人和天使
[00:11:01.600 --> 00:11:05.600]  分別對神的救恩、拯救的工作
[00:11:05.600 --> 00:11:08.600]  一個的迎順
[00:11:08.600 --> 00:11:13.600]  願平安歸於他所喜悅的人
[00:11:13.600 --> 00:11:15.600]  講到上帝拯救的工作
[00:11:15.600 --> 00:11:18.600]  帶來一個的復和
[00:11:18.600 --> 00:11:22.600]  讓神和人的關係可以復和
[00:11:22.600 --> 00:11:28.600]  正如在路加芬一章79節提到這位神
[00:11:28.600 --> 00:11:35.600]  他能夠照亮坐在黑暗中死任的人
[00:11:35.600 --> 00:11:40.600]  將我們的腳引到平安的路上
[00:11:40.600 --> 00:11:42.600]  他所喜悅的人
[00:11:42.600 --> 00:11:47.600]  就是神所拯救、所恩待的每一個
[00:11:47.600 --> 00:11:49.600]  能夠和神的關係復和
[00:11:49.600 --> 00:11:53.600]  得到神的寬恕
[00:11:53.600 --> 00:11:58.600]  我們從罪惡中得到自由
[00:11:58.600 --> 00:12:00.600]  不再犯罪
[00:12:00.600 --> 00:12:06.600]  心靈上享有一份平安
[00:12:06.600 --> 00:12:10.600]  是有神同在這份平安
[00:12:10.600 --> 00:12:14.600]  帶來內心生命的喜悅
[00:12:14.600 --> 00:12:21.600]  牧羊人急急忙忙來找鷹蟹
[00:12:21.600 --> 00:12:23.600]  真的找到了
[00:12:23.600 --> 00:12:26.600]  正如天使所說
[00:12:26.600 --> 00:12:28.600]  在馬槽裡
[00:12:28.600 --> 00:12:31.600]  牧羊人離開是表達
[00:12:31.600 --> 00:12:38.600]  他們很馴服天使跟他們說這麼好的消息
[00:12:38.600 --> 00:12:40.600]  如果他們當時質疑、不相信
[00:12:40.600 --> 00:12:43.600]  他們不會去找
[00:12:43.600 --> 00:12:47.600]  表示他們有一個單純、很馴服的心
[00:12:47.600 --> 00:12:51.600]  立即去找鷹蟹
[00:12:51.600 --> 00:12:53.600]  當他們看到鷹蟹之後
[00:12:53.600 --> 00:12:57.600]  他將這件事傳開
[00:12:57.600 --> 00:13:04.600]  「凡聽見的,就詫異牧羊人對他們所說的話」
[00:13:04.600 --> 00:13:09.600]  「詫異」是說到當時
[00:13:09.600 --> 00:13:16.600]  他們之前沒有聽過這麼好的消息
[00:13:16.600 --> 00:13:20.600]  反映這件事件的獨特性
[00:13:20.600 --> 00:13:25.600]  在20節說到牧羊人回去
[00:13:25.600 --> 00:13:29.600]  是因為所聽到和所看到的一樣
[00:13:29.600 --> 00:13:34.600]  正如天使宣告這個好消息
[00:13:34.600 --> 00:13:37.600]  他們將榮耀歸還給神
[00:13:37.600 --> 00:13:39.600]  去讚美神
[00:13:39.600 --> 00:13:42.600]  天使的預告是去讚美
[00:13:42.600 --> 00:13:48.600]  在2章13、14節「願榮耀歸於至高神」
[00:13:48.600 --> 00:13:53.600]  同樣牧羊人他們印證了天使的說話
[00:13:53.600 --> 00:13:56.600]  都是將榮耀歸還給上帝
[00:13:56.600 --> 00:13:58.600]  因為基督的降生
[00:13:58.600 --> 00:14:02.600]  和人對這件事的見證
[00:14:02.600 --> 00:14:05.600]  反映了神奇妙的作為
[00:14:05.600 --> 00:14:09.600]  我們看到牧羊人他們馴服的心
[00:14:09.600 --> 00:14:12.600]  不單止他自己相信
[00:14:12.600 --> 00:14:16.600]  他還將這個好消息一直傳開去
[00:14:16.600 --> 00:14:18.600]  讓更多人去明白
[00:14:18.600 --> 00:14:21.600]  去認識這位救主
[00:14:21.600 --> 00:14:24.600]  得著主的拯救
[00:14:24.600 --> 00:14:28.600]  其實做兒童青少年工作
[00:14:28.600 --> 00:14:30.600]  都是很不容易
[00:14:30.600 --> 00:14:33.600]  有時聽到一些負面的說話
[00:14:33.600 --> 00:14:36.600]  「講諧」「廢青」
[00:14:36.600 --> 00:14:39.600]  這些字眼去形容
[00:14:39.600 --> 00:14:41.600]  香港一些小孩子
[00:14:41.600 --> 00:14:45.600]  可能被父母的寵愛過份
[00:14:45.600 --> 00:14:47.600]  不懂長大
[00:14:47.600 --> 00:14:49.600]  有些青少年人
[00:14:49.600 --> 00:14:53.600]  沒有好好去發揮他們的潛能
[00:14:53.600 --> 00:14:56.600]  香港基督少年軍的宗旨說到
[00:14:56.600 --> 00:14:59.600]  「於青少年之間
[00:14:59.600 --> 00:15:01.600]  擴展基督的角度
[00:15:01.600 --> 00:15:04.600]  同時促進服從
[00:15:04.600 --> 00:15:06.600]  虔誠、紀律
[00:15:06.600 --> 00:15:09.600]  和摯愛這些良好行為
[00:15:09.600 --> 00:15:12.600]  以達成基督化的人格」
[00:15:12.600 --> 00:15:17.600]  在基督少年軍十月份的通訊封面文章裏
[00:15:17.600 --> 00:15:22.600]  提到有四個心帶來一份力量
[00:15:22.600 --> 00:15:27.600]  第一個心是對自己有信心
[00:15:27.600 --> 00:15:31.600]  基督少年軍的訓練是幫助隊員
[00:15:31.600 --> 00:15:34.600]  去發掘自己的長處
[00:15:34.600 --> 00:15:37.600]  建立自己的自信心
[00:15:37.600 --> 00:15:40.600]  第二是對人關心
[00:15:40.600 --> 00:15:44.600]  學習去關顧別人的需要
[00:15:44.600 --> 00:15:47.600]  用一個無私的態度
[00:15:47.600 --> 00:15:50.600]  為別人付出
[00:15:50.600 --> 00:15:54.600]  正如昨晚李牧師也有提到
[00:15:54.600 --> 00:15:56.600]  最快樂的人
[00:15:56.600 --> 00:16:00.600]  就是一個餵養孩子的母親
[00:16:00.600 --> 00:16:03.600]  她為孩子的付出
[00:16:03.600 --> 00:16:07.600]  她不是只顧自己的好處
[00:16:07.600 --> 00:16:11.600]  能夠適切地去關心別人
[00:16:11.600 --> 00:16:13.600]  可以帶來喜樂
[00:16:13.600 --> 00:16:16.600]  正如中國人說一句話
[00:16:16.600 --> 00:16:18.600]  「助人為快樂之本」
[00:16:18.600 --> 00:16:20.600]  當你看到別人開心
[00:16:20.600 --> 00:16:23.600]  你也會忘記自己可能有些煩惱
[00:16:23.600 --> 00:16:28.600]  在當中你自己也得到那份喜悅
[00:16:28.600 --> 00:16:33.600]  第三是對社會的熱心
[00:16:33.600 --> 00:16:38.600]  透過不同的社會體驗一些教育活動
[00:16:38.600 --> 00:16:44.600]  其中一個叫「執紙皮換菠蘿包」
[00:16:44.600 --> 00:16:46.600]  讓這些隊員
[00:16:46.600 --> 00:16:50.600]  他發現經歷了幾個小時去執紙皮
[00:16:50.600 --> 00:16:53.600]  執回來的價錢
[00:16:53.600 --> 00:16:56.600]  竟然換不到一個菠蘿包
[00:16:56.600 --> 00:17:02.600]  讓他們有機會體會基層人士
[00:17:02.600 --> 00:17:07.600]  他們所面對的一些艱難處境
[00:17:07.600 --> 00:17:11.600]  第四是對上帝的忠心
[00:17:11.600 --> 00:17:14.600]  希伯來書六章十九節
[00:17:14.600 --> 00:17:16.600]  我們有一個指望
[00:17:16.600 --> 00:17:22.600]  好像靈魂的牢又堅固又牢靠
[00:17:22.600 --> 00:17:26.600]  就是基督少年軍的格言
[00:17:26.600 --> 00:17:31.600]  讓兒童和青少年認識他們自己的信仰
[00:17:31.600 --> 00:17:36.600]  帶領他們確定他們生命的牢在哪裏
[00:17:36.600 --> 00:17:40.600]  有一位牧者分享道
[00:17:40.600 --> 00:17:44.600]  我們教會當中第一個受浸的年青人
[00:17:44.600 --> 00:17:48.600]  原來是一位基督少年軍的隊員
[00:17:48.600 --> 00:17:52.600]  他從小參與少年軍認識到神
[00:17:52.600 --> 00:17:55.600]  確定他的信仰
[00:17:55.600 --> 00:17:58.600]  我們聽到他的見證
[00:17:58.600 --> 00:18:01.600]  都是非常的感動
[00:18:01.600 --> 00:18:04.600]  正如我們過去兩個星期
[00:18:04.600 --> 00:18:08.600]  和今天聽到八位弟兄姊妹
[00:18:08.600 --> 00:18:10.600]  他們的見證
[00:18:10.600 --> 00:18:14.600]  都是讓我們很感謝神
[00:18:14.600 --> 00:18:19.600]  看到神在他們內心裏面的工作
[00:18:19.600 --> 00:18:23.600]  一直這四個的心
[00:18:23.600 --> 00:18:27.600]  信心、關心、熱心、忠心
[00:18:27.600 --> 00:18:31.600]  都是基督少年軍去栽培隊員
[00:18:31.600 --> 00:18:35.600]  一個所擁有的素質
[00:18:35.600 --> 00:18:41.600]  盼望天使向牧羊人宣告這個大好的消息
[00:18:41.600 --> 00:18:45.600]  帶出了耶穌基督的降生
[00:18:45.600 --> 00:18:49.600]  祂就是世人的拯救者
[00:18:49.600 --> 00:18:52.600]  是一位榮耀的君王
[00:18:52.600 --> 00:18:54.600]  帶給人生命的改變
[00:18:54.600 --> 00:18:57.600]  脫離罪惡的捆綁
[00:18:57.600 --> 00:19:00.600]  有更新永恆的盼望
[00:19:00.600 --> 00:19:03.600]  體會到神的大能
[00:19:03.600 --> 00:19:06.600]  祂能賜給我們平安
[00:19:06.600 --> 00:19:10.600]  願榮耀歸還給我們至高的神
[00:19:10.600 --> 00:19:16.600]  我們同心圖告
[00:19:16.600 --> 00:19:19.600]  慈愛恩主多謝您
[00:19:19.600 --> 00:19:24.600]  透過您聖經寶貴的話
[00:19:24.600 --> 00:19:26.600]  讓我們體會到
[00:19:26.600 --> 00:19:29.600]  您是一位又真又活的主宰
[00:19:29.600 --> 00:19:33.600]  您不是昔日的耶穌
[00:19:33.600 --> 00:19:37.600]  今時今日您都在各人的生命當中
[00:19:37.600 --> 00:19:40.600]  與各人同行
[00:19:40.600 --> 00:19:44.600]  讓我們親身經歷您的真實
[00:19:44.600 --> 00:19:46.600]  您的慈愛
[00:19:46.600 --> 00:19:48.600]  您的憐憫
[00:19:48.600 --> 00:19:51.600]  體貼我們的軟弱
[00:19:51.600 --> 00:19:54.600]  建立我們的信心
[00:19:54.600 --> 00:19:55.600]  主啊
[00:19:55.600 --> 00:19:57.600]  我們實在畏著
[00:19:57.600 --> 00:19:59.600]  我們每一個有機會
[00:19:59.600 --> 00:20:01.600]  來認識您
[00:20:01.600 --> 00:20:03.600]  跟隨您去感謝
[00:20:03.600 --> 00:20:07.600]  這是無價的寶貝
[00:20:07.600 --> 00:20:09.600]  因為得著基督
[00:20:09.600 --> 00:20:12.600]  我們就可以得著
[00:20:12.600 --> 00:20:17.600]  一起升高我們以往所擁有的
[00:20:17.600 --> 00:20:18.600]  主啊
[00:20:18.600 --> 00:20:22.600]  讓我們珍惜和您的關係
[00:20:22.600 --> 00:20:25.600]  樂意去宣揚這個好消息
[00:20:25.600 --> 00:20:28.600]  好叫更多人去明白
[00:20:28.600 --> 00:20:31.600]  您的慈愛大能
[00:20:31.600 --> 00:20:35.600]  以上祈禱,奉主耶穌基督的名,阿們。
