
[00:00:00.000 --> 00:00:03.760]  各位弟兄姊妹平安神今日要向你講話
[00:02:56.260 --> 00:02:58.620]  睡得很暖很甜
[00:02:58.620 --> 00:03:02.060]  在媽媽用手抱著這個嬰兒
[00:03:02.060 --> 00:03:05.380]  這個嬰兒很安詳很舒服
[00:03:05.380 --> 00:03:08.460]  就在媽媽的懷抱裏面睡覺
[00:03:08.460 --> 00:03:10.860]  原來神都很希望我們這樣
[00:03:10.860 --> 00:03:13.300]  我們好像天父的嬰兒一樣
[00:03:13.300 --> 00:03:14.540]  在祂的懷抱
[00:03:14.540 --> 00:03:15.940]  祂抱著我們
[00:03:15.940 --> 00:03:16.900]  祂愛我們
[00:03:16.900 --> 00:03:19.540]  祂用祂的慈愛包圍著我們
[00:03:19.540 --> 00:03:23.260]  讓我們享受同神很寧靜
[00:03:23.260 --> 00:03:25.580]  很靠近的一刻
[00:03:25.580 --> 00:03:27.300]  我作為一個牧師
[00:03:27.300 --> 00:03:29.340]  我也很想鼓勵各位電影主門
[00:03:29.340 --> 00:03:31.180]  你真的很需要停
[00:03:31.180 --> 00:03:32.940]  你真的很需要休息
[00:03:32.940 --> 00:03:36.180]  你真的很需要安靜下來
[00:03:36.180 --> 00:03:38.100]  可能你找一個星期六
[00:03:38.100 --> 00:03:39.460]  或你找一個星期天
[00:03:39.460 --> 00:03:41.060]  做完崇拜之後
[00:03:41.060 --> 00:03:44.020]  你去到一個很舒服的地方
[00:03:44.020 --> 00:03:45.620]  喝杯咖啡
[00:03:45.620 --> 00:03:47.620]  聽聽聖詩
[00:03:47.620 --> 00:03:49.700]  打開本聖經來看
[00:03:49.700 --> 00:03:52.180]  或者看看一些靈獸書籍
[00:03:52.180 --> 00:03:55.900]  叫我們的心再一次從上面
[00:03:55.900 --> 00:03:58.940]  領受崇尚而來的能力
[00:03:58.940 --> 00:04:00.340]  先知以才
[00:04:00.340 --> 00:04:02.180]  都是這樣提醒我們
[00:04:02.180 --> 00:04:07.180]  得力是在乎平靜安穩
[00:04:07.180 --> 00:04:11.580]  得力是在乎歸回安息
[00:04:11.580 --> 00:04:14.420]  何時我們回到神的面前
[00:04:14.420 --> 00:04:17.340]  何時我們迴轉歸向祂
[00:04:17.340 --> 00:04:20.380]  我們就能夠重新得力
[00:04:20.380 --> 00:04:22.540]  除了以塞亞書30章
[00:04:22.540 --> 00:04:24.060]  13節那裡說到
[00:04:24.060 --> 00:04:26.180]  我們要重新得力之外
[00:04:26.180 --> 00:04:29.860]  在以塞亞書40章31節那裡
[00:04:29.860 --> 00:04:31.500]  都有這樣說
[00:04:31.500 --> 00:04:34.340]  但那等候耶和華的
[00:04:34.340 --> 00:04:37.220]  就會重新得力
[00:04:37.220 --> 00:04:38.860]  當你等候
[00:04:38.860 --> 00:04:40.220]  當你安靜
[00:04:40.220 --> 00:04:46.180]  當你很平靜地等候耶和華的時候
[00:04:46.180 --> 00:04:48.100]  你就重新得力
[00:04:48.100 --> 00:04:50.180]  我們就好像魚鷹
[00:04:50.180 --> 00:04:52.420]  展翅上頭
[00:04:52.420 --> 00:04:55.700]  牠們奔跑是不困倦的
[00:04:55.700 --> 00:04:59.500]  牠們行走是不會疲乏的
[00:04:59.500 --> 00:05:01.180]  各位親愛的弟兄姊妹
[00:05:01.180 --> 00:05:03.540]  你會不會都渴慕這樣
[00:05:03.540 --> 00:05:05.260]  可以來到神的面前
[00:05:05.260 --> 00:05:07.100]  原來神還有第二種武器
[00:05:07.100 --> 00:05:08.380]  交給我們的
[00:05:08.380 --> 00:05:10.500]  另外仇地很喜歡打敗我們
[00:05:10.500 --> 00:05:13.620]  就叫我們的心靈很沉重
[00:05:13.620 --> 00:05:15.620]  有一種Heaviness
[00:05:15.620 --> 00:05:16.700]  我不知道你覺不覺得
[00:05:16.700 --> 00:05:18.540]  自己好像有很多的膽子
[00:05:18.540 --> 00:05:22.500]  很多東西壓到自己整個人有Depression
[00:05:22.500 --> 00:05:24.980]  好像頂不住
[00:05:24.980 --> 00:05:27.420]  我真的沒有辦法捱下去
[00:05:27.420 --> 00:05:31.020]  那種的重叫你很辛苦的
[00:05:31.020 --> 00:05:32.860]  你知不知道有時的重
[00:05:32.860 --> 00:05:36.820]  不單止是從這種的低沉
[00:05:36.820 --> 00:05:38.140]  燒沉
[00:05:38.140 --> 00:05:41.100]  一種很大的壓力而來
[00:05:41.100 --> 00:05:45.180]  更加是我們心裡面有時不肯寬恕人
[00:05:45.180 --> 00:05:47.260]  我都記得曾經有一位的姐妹
[00:05:47.260 --> 00:05:49.900]  不知道為甚麼她說話得罪了我
[00:05:49.900 --> 00:05:52.660]  很多時候這句話重新出現
[00:05:52.660 --> 00:05:55.340]  你知不知道當你不饒恕人的時候
[00:05:55.340 --> 00:05:58.660]  你就像一個囚犯被困住了
[00:05:58.660 --> 00:06:00.420]  你被一些人的攻擊
[00:06:00.420 --> 00:06:02.540]  你被一些人的一句說話
[00:06:02.540 --> 00:06:04.980]  就把你打低了
[00:06:04.980 --> 00:06:10.140]  怎樣可以叫我們從燒沉裡面
[00:06:10.140 --> 00:06:12.700]  我們站起來
[00:06:12.700 --> 00:06:14.780]  天父又給我們一個武器
[00:06:14.780 --> 00:06:15.940]  這個武器是甚麼
[00:06:15.940 --> 00:06:17.460]  就是喜樂
[00:06:17.460 --> 00:06:19.980]  原來喜樂是這麼有用的
[00:06:19.980 --> 00:06:24.260]  在尼希米記第八章第十節說
[00:06:24.260 --> 00:06:28.580]  因靠耶和華而得的喜樂
[00:06:28.580 --> 00:06:30.780]  是我們的力量
[00:06:30.780 --> 00:06:33.580]  原來喜樂是一種能力
[00:06:33.580 --> 00:06:37.100]  能夠叫你從下面燒沉裡面
[00:06:37.100 --> 00:06:39.500]  你好像彈回上來
[00:06:39.500 --> 00:06:41.060]  當你開心的時候
[00:06:41.060 --> 00:06:44.420]  你好像跳著跳著在唱歌一樣
[00:06:44.420 --> 00:06:46.780]  我太太就很喜歡一首歌
[00:06:46.780 --> 00:06:48.260]  叫做《喜樂》
[00:06:48.260 --> 00:06:50.140]  每次她唱那首歌
[00:06:50.140 --> 00:06:52.420]  我就看到她跳著跳著
[00:06:52.420 --> 00:06:54.980]  因為她心裡面真的被聖靈充滿
[00:06:54.980 --> 00:06:56.900]  哇!好喜樂啊!
[00:06:56.900 --> 00:06:59.780]  原來喜樂就是神給我們的力量
[00:06:59.780 --> 00:07:01.580]  是一個武器來的
[00:07:01.580 --> 00:07:07.140]  可以打低你從燒沉、低谷
[00:07:07.140 --> 00:07:09.980]  很沉屈的境況裡面
[00:07:09.980 --> 00:07:12.860]  感謝神今天給我們兩份武器
[00:07:12.860 --> 00:07:16.220]  第一就叫我們停下來
[00:07:16.220 --> 00:07:18.500]  安靜等候
[00:07:18.500 --> 00:07:22.300]  第二就叫我們靠耶和華
[00:07:22.300 --> 00:07:24.700]  得喜樂就是我們的力量
[00:07:24.700 --> 00:07:27.540]  保羅希菲勒比書那裡都說
[00:07:27.540 --> 00:07:31.420]  你們要靠主常常喜樂
[00:07:31.420 --> 00:07:34.100]  是always rejoice
[00:07:34.100 --> 00:07:36.340]  rejoice always
[00:07:36.340 --> 00:07:38.540]  是時時的、不停的
[00:07:38.540 --> 00:07:41.540]  哇!喜樂好像一路潮水一樣湧呀
[00:07:41.540 --> 00:07:44.180]  一波一波這樣湧過來的
[00:07:44.180 --> 00:07:46.380]  靠主喜樂
[00:07:46.380 --> 00:07:47.900]  我再說
[00:07:47.900 --> 00:07:50.380]  你們要喜樂
[00:07:50.380 --> 00:07:54.220]  靠主今天叫我們抓著這兩份武器
[00:07:54.220 --> 00:07:55.900]  當我們靜下來
[00:07:55.900 --> 00:07:57.300]  當我們靠近主
[00:07:57.300 --> 00:07:59.700]  當我們又從主的裡面領受
[00:07:59.700 --> 00:08:02.060]  從上頭而來的喜樂的時候
[00:08:02.060 --> 00:08:04.580]  我們就可以打低我們的仇敵
[00:08:04.580 --> 00:08:05.940]  不懼怕祂
[00:08:05.940 --> 00:08:07.380]  天父祝福你
[00:08:07.380 --> 00:08:09.500]  上上有這兩個武器
[00:08:09.500 --> 00:08:10.940]  你靜下來
[00:08:10.940 --> 00:08:12.140]  你安靜
[00:08:12.140 --> 00:08:16.180]  然後我們在主裡面常常喜樂
[00:08:16.180 --> 00:08:17.580]  天父祝福各位
