
[00:00:00.000 --> 00:00:05.620]  感謝神給我們一個這麼好的敬拜時間
[00:03:18.000 --> 00:03:22.000]  不是改頭換面
[00:03:22.000 --> 00:03:24.000]  而是將英文寫得好些
[00:03:24.000 --> 00:03:26.000]  流暢些
[00:03:26.000 --> 00:03:28.000]  有些不應該寫的就不要寫
[00:03:28.000 --> 00:03:31.000]  私隱太多就不太好
[00:03:31.000 --> 00:03:35.000]  講一些如何面試的時候
[00:03:35.000 --> 00:03:37.000]  譬如跟握手如何握手
[00:03:37.000 --> 00:03:39.000]  講一些如何應對
[00:03:39.000 --> 00:03:43.000]  他們受用不淺
[00:03:43.000 --> 00:03:45.000]  還有我遇著
[00:03:45.000 --> 00:03:47.000]  譬如我們中秋節
[00:03:47.000 --> 00:03:48.000]  端午節
[00:03:48.000 --> 00:03:49.000]  聖誕節
[00:03:49.000 --> 00:03:50.000]  復活節
[00:03:50.000 --> 00:03:53.000]  所有節日我們都有些大餐
[00:03:53.000 --> 00:03:56.000]  除了失者誕我們沒有之外
[00:03:56.000 --> 00:03:58.000]  其他全部都有
[00:03:58.000 --> 00:04:04.000]  我們室內運動場有五百人
[00:04:04.000 --> 00:04:06.000]  我們邀請他們來
[00:04:06.000 --> 00:04:11.000]  有一位女士她移民了兩個星期
[00:04:11.000 --> 00:04:13.000]  見到外面風雪很大
[00:04:13.000 --> 00:04:14.000]  又很孤單
[00:04:14.000 --> 00:04:16.000]  哭了兩個星期
[00:04:16.000 --> 00:04:21.000]  在免費報紙看到我們有一個中秋節聚餐
[00:04:21.000 --> 00:04:22.000]  兩元一位
[00:04:22.000 --> 00:04:23.000]  很開心
[00:04:23.000 --> 00:04:25.000]  來到後從來未見過
[00:04:25.000 --> 00:04:28.000]  在瀋陽都未見過有五百人一起吃飯
[00:04:28.000 --> 00:04:30.000]  很開心
[00:04:30.000 --> 00:04:32.000]  我們很狂
[00:04:32.000 --> 00:04:34.000]  每張桌子只有一個月餅
[00:04:34.000 --> 00:04:37.000]  怎知有個人一口就吃光整個月餅
[00:04:37.000 --> 00:04:40.000]  這五個月餅是十個人份
[00:04:40.000 --> 00:04:42.000]  文化都要學習
[00:04:42.000 --> 00:04:46.000]  他們跟我說
[00:04:46.000 --> 00:04:49.000]  牧師每間教會都講耶穌
[00:04:49.000 --> 00:04:50.000]  你們又講耶穌
[00:04:50.000 --> 00:04:51.000]  但你做多些事
[00:04:51.000 --> 00:04:53.000]  你知道我們的需要
[00:04:53.000 --> 00:04:55.000]  你知道我們的困苦
[00:04:55.000 --> 00:04:56.000]  你幫助我們
[00:04:56.000 --> 00:04:59.000]  我們在你們這班信徒身上
[00:04:59.000 --> 00:05:01.000]  看到耶穌基督的愛心
[00:05:01.000 --> 00:05:02.000]  很多人信耶穌
[00:05:02.000 --> 00:05:05.000]  三年就從幾十人到幾百人
[00:05:05.000 --> 00:05:06.000]  增加了十倍
[00:05:06.000 --> 00:05:11.000]  全市普通話發展最快的教會就是我們
[00:05:11.000 --> 00:05:13.000]  真是很奇妙
[00:05:13.000 --> 00:05:18.000]  所以社會關懷是整全福音的一部分
[00:05:18.000 --> 00:05:24.000]  教會應否做這些活動呢
[00:05:24.000 --> 00:05:26.000]  有一次我開報道會
[00:05:26.000 --> 00:05:28.000]  報道會我又抽獎
[00:05:28.000 --> 00:05:30.000]  我跟大家講這個故事
[00:05:30.000 --> 00:05:31.000]  我弄死人
[00:05:31.000 --> 00:05:32.000]  打了獵的熊
[00:05:32.000 --> 00:05:34.000]  用熊掌抽獎
[00:05:34.000 --> 00:05:35.000]  有位牧師說
[00:05:35.000 --> 00:05:37.000]  牧師你好像不太熟悉靈
[00:05:37.000 --> 00:05:39.000]  你開報道會又抽獎
[00:05:39.000 --> 00:05:40.000]  熟悉靈問題我們慢慢講
[00:05:40.000 --> 00:05:42.000]  現在你先幫我做佩戴面
[00:05:42.000 --> 00:05:45.000]  究竟我們應否做這些事呢
[00:05:45.000 --> 00:05:47.000]  我們今天看這段經文
[00:05:47.000 --> 00:05:54.000]  來看看究竟教會如何看待社會關懷
[00:05:54.000 --> 00:05:56.000]  這段經文很特別
[00:05:56.000 --> 00:06:00.000]  《馬太福音》第九章三十五到三十八節
[00:06:00.000 --> 00:06:02.000]  耶穌走遍各城各鄉
[00:06:02.000 --> 00:06:05.000]  在會堂中教訓人宣揚天國的福音
[00:06:05.000 --> 00:06:06.000]  醫治各種病症
[00:06:06.000 --> 00:06:11.000]  見到群眾憐憫他們困苦無依
[00:06:11.000 --> 00:06:12.000]  好似羊無目人
[00:06:12.000 --> 00:06:15.000]  對門徒說莊家多
[00:06:15.000 --> 00:06:16.000]  中宮人少
[00:06:16.000 --> 00:06:21.000]  你們應該求莊家的主派工人去修國
[00:06:21.000 --> 00:06:22.000]  這段經文很特別
[00:06:22.000 --> 00:06:25.000]  因為它夾在兩個大段落中間
[00:06:25.000 --> 00:06:28.000]  如果《馬太福音》有人問你究竟是怎樣
[00:06:28.000 --> 00:06:30.000]  如果你想認叻
[00:06:30.000 --> 00:06:31.000]  你可以這樣說
[00:06:31.000 --> 00:06:33.000]  《馬太福音》分兩個段落
[00:06:33.000 --> 00:06:35.000]  第一段一到九章
[00:06:35.000 --> 00:06:37.000]  講耶穌為君王做主題
[00:06:37.000 --> 00:06:39.000]  第十章到尾
[00:06:39.000 --> 00:06:42.000]  講耶穌如何培訓差遣門徒
[00:06:42.000 --> 00:06:48.000]  《馬太福音》第一章講到耶穌的家譜是君王的家譜
[00:06:48.000 --> 00:06:50.000]  大衛阿伯拉罕主
[00:06:50.000 --> 00:06:53.000]  他洗禮時
[00:06:53.000 --> 00:06:59.000]  施洗約翰以耶穌君王身份稱呼他
[00:06:59.000 --> 00:07:02.000]  他被魔鬼試探
[00:07:02.000 --> 00:07:06.000]  魔鬼也是以耶穌君王的身份試探他
[00:07:06.000 --> 00:07:09.000]  在《馬太福音》第五到九章
[00:07:09.000 --> 00:07:13.000]  講話和行動都清楚表示
[00:07:13.000 --> 00:07:16.000]  他的神聖和君王的身份
[00:07:16.000 --> 00:07:21.000]  第十章開始他開始培訓差遣門徒
[00:07:21.000 --> 00:07:24.000]  在兩個大段落中間夾了四節經文
[00:07:24.000 --> 00:07:29.000]  這四節經文濃縮了耶穌一生的使命
[00:07:29.000 --> 00:07:31.000]  祂做了什麼
[00:07:31.000 --> 00:07:35.000]  之後亦提到祂對基督徒的心意
[00:07:35.000 --> 00:07:38.000]  究竟祂做什麼我們都要跟著祂做什麼
[00:07:38.000 --> 00:07:42.000]  今天我們看看這段經文中
[00:07:42.000 --> 00:07:47.000]  如何提到整傳福音之下的社會關懷
[00:07:47.000 --> 00:07:50.000]  簡單來說
[00:07:50.000 --> 00:07:53.000]  耶穌基督的工作分為三個範疇
[00:07:53.000 --> 00:07:56.000]  第一是在會堂教訓人
[00:07:56.000 --> 00:07:59.000]  第二是宣揚天國的福音
[00:07:59.000 --> 00:08:02.000]  第三是醫治各種病症
[00:08:02.000 --> 00:08:05.000]  第一是門徒訓練
[00:08:05.000 --> 00:08:07.000]  在會堂教訓人
[00:08:07.000 --> 00:08:10.000]  會堂的重要功用就是讀上帝的話
[00:08:10.000 --> 00:08:13.000]  猶太人在公元前五百年
[00:08:13.000 --> 00:08:16.000]  即是我們中國的春秋時代已經亡國
[00:08:16.000 --> 00:08:19.000]  亡國的原因是因為他們離開神的話
[00:08:19.000 --> 00:08:22.000]  七十年後他們回到耶路撒冷
[00:08:22.000 --> 00:08:26.000]  痛定思痛回到神的話
[00:08:26.000 --> 00:08:29.000]  後來有位人叫以斯拉
[00:08:29.000 --> 00:08:32.000]  我曾經提及過以斯拉
[00:08:32.000 --> 00:08:35.000]  以斯拉設立了會堂制度
[00:08:35.000 --> 00:08:38.000]  教導人們讀聖經
[00:08:38.000 --> 00:08:41.000]  所以會堂制度裏面做的事
[00:08:41.000 --> 00:08:43.000]  就好像我們上班族
[00:08:43.000 --> 00:08:45.000]  或者我們星期六的茶經
[00:08:45.000 --> 00:08:48.000]  我們的Avanna
[00:08:48.000 --> 00:08:51.000]  這些就是門徒訓練
[00:08:51.000 --> 00:08:53.000]  耶穌基督就是門徒訓練
[00:08:53.000 --> 00:08:56.000]  第二就是宣揚天國的福音
[00:08:56.000 --> 00:08:59.000]  什麼叫做傳福音呢?
[00:08:59.000 --> 00:09:01.000]  這個很簡單
[00:09:01.000 --> 00:09:02.000]  因為我是一個簡單的人
[00:09:02.000 --> 00:09:03.000]  所以簡單一點說
[00:09:03.000 --> 00:09:04.000]  第一
[00:09:04.000 --> 00:09:07.000]  馬太福音第三章的時候
[00:09:07.000 --> 00:09:08.000]  耶穌還沒出來傳道
[00:09:08.000 --> 00:09:10.000]  施洗約翰傳什麼道?
[00:09:10.000 --> 00:09:11.000]  悔改的道
[00:09:11.000 --> 00:09:14.000]  天國近了你們應當悔改
[00:09:14.000 --> 00:09:16.000]  第四章說到耶穌基督出來傳道
[00:09:16.000 --> 00:09:17.000]  又是說
[00:09:17.000 --> 00:09:19.000]  天國近了你們應當悔改
[00:09:19.000 --> 00:09:20.000]  十個字
[00:09:20.000 --> 00:09:24.000]  天國近了你們應當悔改
[00:09:24.000 --> 00:09:26.000]  這十個字是什麼意思呢?
[00:09:26.000 --> 00:09:27.000]  我們看看什麼叫做悔改
[00:09:27.000 --> 00:09:29.000]  悔改就是調轉頭
[00:09:29.000 --> 00:09:31.000]  我在加拿大開很多車
[00:09:31.000 --> 00:09:33.000]  走錯了怎麼辦?
[00:09:33.000 --> 00:09:34.000]  調頭
[00:09:34.000 --> 00:09:35.000]  悔改就是調頭
[00:09:35.000 --> 00:09:37.000]  你發現自己的路錯了
[00:09:37.000 --> 00:09:39.000]  你回到上帝那裏
[00:09:39.000 --> 00:09:42.000]  就回轉
[00:09:42.000 --> 00:09:45.000]  這個就是悔改
[00:09:45.000 --> 00:09:50.000]  天國的意思是什麼呢?
[00:09:50.000 --> 00:09:53.000]  天國近了
[00:09:53.000 --> 00:09:55.000]  就是說尼賽亞的時代到了
[00:09:55.000 --> 00:09:57.000]  尼賽亞帶來救恩
[00:09:57.000 --> 00:09:59.000]  也帶來審判
[00:09:59.000 --> 00:10:00.000]  耶穌說
[00:10:00.000 --> 00:10:01.000]  信的人不被定罪
[00:10:01.000 --> 00:10:03.000]  不信的人罪已經定了
[00:10:03.000 --> 00:10:06.000]  所以我們傳的福音就是說
[00:10:06.000 --> 00:10:08.000]  耶穌基督的救恩到了
[00:10:08.000 --> 00:10:10.000]  祂的審判也到了
[00:10:10.000 --> 00:10:11.000]  你們要悔改
[00:10:11.000 --> 00:10:13.000]  這個就是福音
[00:10:13.000 --> 00:10:16.000]  現在近代社會傳一種成功神學
[00:10:16.000 --> 00:10:17.000]  如果你信耶穌
[00:10:17.000 --> 00:10:18.000]  上帝保佑你
[00:10:18.000 --> 00:10:24.000]  你馬六合彩又中
[00:10:24.000 --> 00:10:25.000]  你身體又好
[00:10:25.000 --> 00:10:27.000]  你又升級
[00:10:27.000 --> 00:10:28.000]  你又賺到錢
[00:10:28.000 --> 00:10:32.000]  這個不是福音
[00:10:32.000 --> 00:10:34.000]  最重要的福音
[00:10:34.000 --> 00:10:36.000]  福音最重要的訊息就是
[00:10:36.000 --> 00:10:39.000]  人與神之間恢復這個關係
[00:10:39.000 --> 00:10:40.000]  我們成為神的兒女
[00:10:40.000 --> 00:10:41.000]  我們透過悔改
[00:10:41.000 --> 00:10:43.000]  接受耶穌基督的救恩
[00:10:43.000 --> 00:10:45.000]  得著永遠的生命
[00:10:45.000 --> 00:10:48.000]  其他短暫的人生的需要
[00:10:48.000 --> 00:10:49.000]  上帝也重視
[00:10:49.000 --> 00:10:50.000]  上帝是祝福
[00:10:50.000 --> 00:10:52.000]  不過那個不是最重要
[00:10:52.000 --> 00:10:53.000]  信耶穌基督的原因
[00:10:53.000 --> 00:10:55.000]  最重要信耶穌基督的原因
[00:10:55.000 --> 00:10:57.000]  就是承認自己的罪
[00:10:57.000 --> 00:10:58.000]  回到上帝那裡
[00:10:58.000 --> 00:11:00.000]  接受祂的禮物
[00:11:00.000 --> 00:11:01.000]  永遠的生命
[00:11:01.000 --> 00:11:03.000]  這個就是福音
[00:11:03.000 --> 00:11:05.000]  我們應該要傳的就是這個
[00:11:05.000 --> 00:11:08.000]  第三個範疇
[00:11:08.000 --> 00:11:10.000]  我們說了耶穌基督做三件事
[00:11:10.000 --> 00:11:12.000]  第一就是滿道訓練
[00:11:12.000 --> 00:11:14.000]  第二就是傳揚福音
[00:11:14.000 --> 00:11:18.000]  第三就是醫治各樣的病症
[00:11:18.000 --> 00:11:21.000]  你知不知道耶穌基督
[00:11:21.000 --> 00:11:24.000]  在加利利那三年多
[00:11:24.000 --> 00:11:26.000]  將所有加利利的病
[00:11:26.000 --> 00:11:28.000]  全部清走了
[00:11:28.000 --> 00:11:31.000]  那時候大約有三百萬人在加利利
[00:11:31.000 --> 00:11:33.000]  如果你在那裡開私家醫院
[00:11:33.000 --> 00:11:34.000]  就沒有生意了
[00:11:34.000 --> 00:11:35.000]  因為耶穌基督
[00:11:35.000 --> 00:11:37.000]  將所有的病全部清走
[00:11:37.000 --> 00:11:40.000]  那為什麼耶穌基督
[00:11:40.000 --> 00:11:42.000]  要行神跡醫病呢?
[00:11:42.000 --> 00:11:44.000]  第一個原因
[00:11:44.000 --> 00:11:47.000]  就是神跡是證明祂的福音
[00:11:47.000 --> 00:11:49.000]  證明祂是神
[00:11:49.000 --> 00:11:51.000]  祂有能力醫治別人
[00:11:51.000 --> 00:11:54.000]  第二祂的確是真心
[00:11:54.000 --> 00:11:57.000]  關心到人的需要
[00:11:57.000 --> 00:12:00.000]  關心到人的需要
[00:12:00.000 --> 00:12:02.000]  所以我們看到這三件事
[00:12:02.000 --> 00:12:03.000]  培訓信道
[00:12:03.000 --> 00:12:04.000]  廣傳福音
[00:12:04.000 --> 00:12:05.000]  關懷群眾
[00:12:05.000 --> 00:12:06.000]  是耶穌基督所做的
[00:12:06.000 --> 00:12:08.000]  耶穌基督看到這個世界
[00:12:08.000 --> 00:12:10.000]  需要祂做這些事
[00:12:10.000 --> 00:12:12.000]  我們都要透過耶穌基督
[00:12:12.000 --> 00:12:14.000]  怎樣看我們就怎樣看
[00:12:14.000 --> 00:12:15.000]  祂做什麼我們就做什麼
[00:12:15.000 --> 00:12:17.000]  所以我們教會所做的
[00:12:17.000 --> 00:12:18.000]  都是這三件事
[00:12:18.000 --> 00:12:19.000]  一會兒我們和大家看看
[00:12:19.000 --> 00:12:20.000]  我們傳恩堂
[00:12:20.000 --> 00:12:23.000]  怎樣做第三部分
[00:12:23.000 --> 00:12:24.000]  就是社會關懷
[00:12:24.000 --> 00:12:26.000]  作為整傳福音的一部分
[00:12:26.000 --> 00:12:28.000]  耶穌基督對人的心意
[00:12:28.000 --> 00:12:31.000]  其實在剛才四節都有提到
[00:12:31.000 --> 00:12:33.000]  在第36節
[00:12:33.000 --> 00:12:35.000]  祂看到群眾憐憫他們
[00:12:35.000 --> 00:12:37.000]  因為他們困苦無依
[00:12:37.000 --> 00:12:40.000]  或者困苦流離
[00:12:40.000 --> 00:12:43.000]  好像羊無目人一樣
[00:12:43.000 --> 00:12:46.000]  困苦流離這個原文
[00:12:46.000 --> 00:12:47.000]  就是被撕裂
[00:12:47.000 --> 00:12:51.000]  好像一隻羊被狼撕裂
[00:12:51.000 --> 00:12:53.000]  狼就吃羊
[00:12:53.000 --> 00:12:55.000]  聽聞狼是不吃人的
[00:12:55.000 --> 00:12:58.000]  沒聽過有個報告說狼吃人
[00:12:58.000 --> 00:13:00.000]  當然如果被狼吃了
[00:13:00.000 --> 00:13:01.000]  很難回來寫報告
[00:13:01.000 --> 00:13:03.000]  但是你也不要這麼相信
[00:13:03.000 --> 00:13:05.000]  不過狼一定吃羊
[00:13:05.000 --> 00:13:07.000]  這樣
[00:13:07.000 --> 00:13:09.000]  他撕裂
[00:13:09.000 --> 00:13:11.000]  看到那些人這麼慘
[00:13:11.000 --> 00:13:12.000]  他就憐憫他們
[00:13:12.000 --> 00:13:14.000]  憐憫的原文有個意思
[00:13:14.000 --> 00:13:16.000]  就是和他們同受苦
[00:13:16.000 --> 00:13:18.000]  耶穌基督來到這個世界
[00:13:18.000 --> 00:13:19.000]  為我們受苦
[00:13:19.000 --> 00:13:21.000]  你知不知道耶穌基督創天造地
[00:13:21.000 --> 00:13:23.000]  一句話就整個宇宙出來
[00:13:23.000 --> 00:13:25.000]  祂竟然見到我們的困苦
[00:13:25.000 --> 00:13:28.000]  祂又來到成為一個人
[00:13:28.000 --> 00:13:30.000]  為我們釘十字架
[00:13:30.000 --> 00:13:31.000]  和我們同受苦
[00:13:31.000 --> 00:13:33.000]  這個就是耶穌基督
[00:13:33.000 --> 00:13:41.000]  這個值得我們反思
[00:13:41.000 --> 00:13:43.000]  究竟我們跟隨耶穌基督的人
[00:13:43.000 --> 00:13:46.000]  我們有沒有耶穌基督的憐憫心腸呢
[00:13:46.000 --> 00:13:48.000]  我要跟大家講一個故事
[00:13:48.000 --> 00:13:50.000]  一個故事就是
[00:13:50.000 --> 00:13:52.000]  美國一個叫Dr. Paul Blank
[00:13:52.000 --> 00:13:54.000]  這個醫生
[00:13:54.000 --> 00:13:55.000]  這個醫生很出名
[00:13:55.000 --> 00:13:56.000]  他在印度出生
[00:13:56.000 --> 00:13:59.000]  他的父母是印度的宣教士
[00:13:59.000 --> 00:14:02.000]  1914年出生
[00:14:02.000 --> 00:14:04.000]  2003年過世
[00:14:04.000 --> 00:14:05.000]  即是八十九歲
[00:14:05.000 --> 00:14:07.000]  過世都不是很久
[00:14:07.000 --> 00:14:09.000]  他是世界出名的
[00:14:09.000 --> 00:14:13.000]  根見異植專家
[00:14:13.000 --> 00:14:15.000]  即是那些Tendon
[00:14:15.000 --> 00:14:17.000]  是搬走那些Tendon的
[00:14:17.000 --> 00:14:19.000]  將它移植去其他地方
[00:14:19.000 --> 00:14:21.000]  他是為麻風病人
[00:14:21.000 --> 00:14:23.000]  即是手腳受傷之後
[00:14:23.000 --> 00:14:26.000]  他將那些根見異植
[00:14:26.000 --> 00:14:28.000]  他亦都是世界上第一個醫生
[00:14:28.000 --> 00:14:31.000]  是了解到原來麻風病人
[00:14:31.000 --> 00:14:33.000]  不是直接令你損傷的
[00:14:33.000 --> 00:14:34.000]  沒有了手腳
[00:14:34.000 --> 00:14:37.000]  而是他將你的知覺除滅了
[00:14:37.000 --> 00:14:40.000]  以致你受了傷都不知痛
[00:14:40.000 --> 00:14:47.000]  這個就是他出名的地方
[00:14:47.000 --> 00:14:49.000]  他撰了一本很出名的書
[00:14:49.000 --> 00:14:50.000]  他好像和Paul Yance
[00:14:50.000 --> 00:14:52.000]  撰了一本書叫做
[00:14:52.000 --> 00:14:55.000]  痛苦的祝福
[00:14:55.000 --> 00:14:57.000]  即是pain帶來的祝福
[00:14:57.000 --> 00:14:59.000]  不知道大家有沒有看過
[00:14:59.000 --> 00:15:01.000]  我今日不是想講他
[00:15:01.000 --> 00:15:03.000]  而是講他在著作裏面提到
[00:15:03.000 --> 00:15:05.000]  他爸爸媽媽
[00:15:05.000 --> 00:15:07.000]  他爸爸媽媽怎樣做宣教
[00:15:07.000 --> 00:15:09.000]  他們幾十年就在印度
[00:15:09.000 --> 00:15:11.000]  他自己在印度出生
[00:15:11.000 --> 00:15:14.000]  有一次有個印度教的祭師
[00:15:14.000 --> 00:15:16.000]  快要死了
[00:15:16.000 --> 00:15:19.000]  有個八歲的女兒病了
[00:15:19.000 --> 00:15:21.000]  沒有人收養這個女兒
[00:15:21.000 --> 00:15:23.000]  因為印度有些地方
[00:15:23.000 --> 00:15:25.000]  對女性不是很著重
[00:15:25.000 --> 00:15:26.000]  尤其是病的女性
[00:15:26.000 --> 00:15:29.000]  這個印度教的祭師
[00:15:29.000 --> 00:15:31.000]  將他自己八歲病的女兒
[00:15:31.000 --> 00:15:34.000]  搬了來這對夫婦
[00:15:34.000 --> 00:15:37.000]  即是Paul的爸爸媽媽的門口
[00:15:37.000 --> 00:15:39.000]  他自己就死了
[00:15:39.000 --> 00:15:42.000]  他爸爸媽媽就養大這個女兒
[00:15:42.000 --> 00:15:43.000]  醫好她養大這個女兒
[00:15:43.000 --> 00:15:46.000]  亦都養大其他很多的病人
[00:15:46.000 --> 00:15:48.000]  後來他爸爸過世
[00:15:48.000 --> 00:15:51.000]  他媽媽繼續在印度宣教
[00:15:51.000 --> 00:15:53.000]  他八十五歲的時候
[00:15:53.000 --> 00:15:57.000]  竟然有個醫學上的突破
[00:15:57.000 --> 00:15:59.000]  原來這個女士就發現
[00:15:59.000 --> 00:16:02.000]  為甚麼印度人那些農民出去工作
[00:16:02.000 --> 00:16:04.000]  腳潰爛
[00:16:04.000 --> 00:16:06.000]  而且怎樣醫的時候
[00:16:06.000 --> 00:16:09.000]  要拉出一條很長的蟲出來
[00:16:09.000 --> 00:16:11.000]  因為叫基內亞的魚蟲
[00:16:11.000 --> 00:16:13.000]  她發現原來那時的印度
[00:16:13.000 --> 00:16:15.000]  那些農民去田裡工作
[00:16:15.000 --> 00:16:16.000]  都不穿鞋的
[00:16:16.000 --> 00:16:17.000]  不穿鞋
[00:16:17.000 --> 00:16:19.000]  如果有少少破口的腳
[00:16:19.000 --> 00:16:20.000]  那些鱗
[00:16:20.000 --> 00:16:22.000]  那些蟲卵就進去裏面
[00:16:22.000 --> 00:16:24.000]  拉出一條很大的蟲
[00:16:24.000 --> 00:16:26.000]  腳就潰爛了
[00:16:26.000 --> 00:16:27.000]  他就教他們
[00:16:27.000 --> 00:16:30.000]  你不要讓皮膚濕水
[00:16:30.000 --> 00:16:32.000]  要穿一雙膠鞋
[00:16:32.000 --> 00:16:35.000]  或者一些塑膠保護自己的鞋
[00:16:35.000 --> 00:16:37.000]  這個病就沒有了
[00:16:37.000 --> 00:16:41.000]  一個宣教士竟然能夠有醫學上的突破
[00:16:41.000 --> 00:16:43.000]  神好恩代
[00:16:43.000 --> 00:16:46.000]  你看他生了個兒子出來
[00:16:46.000 --> 00:16:47.000]  祝福他
[00:16:47.000 --> 00:16:49.000]  以致他能夠成為一個
[00:16:49.000 --> 00:16:51.000]  為人類有這麼大貢獻的醫生
[00:16:51.000 --> 00:16:54.000]  這個就是基督徒
[00:16:54.000 --> 00:16:56.000]  可以在社會裏面發揮作用
[00:16:56.000 --> 00:16:59.000]  我們在香港現在面對社會很多的動亂
[00:16:59.000 --> 00:17:01.000]  很多的困難
[00:17:01.000 --> 00:17:03.000]  不知怎算
[00:17:03.000 --> 00:17:06.000]  我們其實應該有社會關懷
[00:17:06.000 --> 00:17:07.000]  怎樣關懷呢
[00:17:07.000 --> 00:17:08.000]  我們一會兒看
[00:17:08.000 --> 00:17:13.000]  其實聖經都有很多地方教導我們去關懷
