
[00:00:00.000 --> 00:00:03.000]  觀眾:弟兄姊妹平安
[00:03:08.800 --> 00:03:13.100]  可是還是很多人對這個疫苗很有恐懼
[00:03:13.100 --> 00:03:16.700]  說會有什麼side effect 會有後遺症
[00:03:16.700 --> 00:03:19.800]  所以大家就越躲越遠
[00:03:19.800 --> 00:03:23.200]  而且我不曉得你們注意到沒有
[00:03:23.200 --> 00:03:24.900]  當天氣轉涼以後
[00:03:24.900 --> 00:03:27.300]  家家戶戶 包括教會
[00:03:27.300 --> 00:03:28.700]  我們都在幹什麼
[00:03:28.700 --> 00:03:30.200]  掃院子
[00:03:30.200 --> 00:03:32.900]  那個草 那個葉子一堆
[00:03:32.900 --> 00:03:35.700]  一直不停的在掃
[00:03:35.700 --> 00:03:37.000]  望著這些落葉
[00:03:37.000 --> 00:03:39.800]  然後再看那個光禿禿的樹
[00:03:39.800 --> 00:03:45.000]  那什麼是你今年過節的心情
[00:03:45.000 --> 00:03:46.700]  剛才Pam做見證
[00:03:46.700 --> 00:03:48.100]  她說她很高興
[00:03:48.100 --> 00:03:49.200]  因為孩子
[00:03:49.200 --> 00:03:51.900]  所以把家裡面的燈都裝起來了
[00:03:51.900 --> 00:03:55.300]  那你今年過聖
[00:03:55.300 --> 00:03:59.200]  今天我們的題目叫做今年的聖誕
[00:03:59.200 --> 00:04:02.300]  那今年的聖誕你是用什麼樣的心情
[00:04:02.300 --> 00:04:08.800]  你是已經就是完全的安息在這個冬眠裡面
[00:04:08.800 --> 00:04:11.400]  那等候明年春天的時候
[00:04:11.400 --> 00:04:13.200]  再來長花長草
[00:04:13.200 --> 00:04:18.100]  還是你有一種這個不安
[00:04:18.100 --> 00:04:19.500]  心裡面有個不安
[00:04:19.500 --> 00:04:21.300]  那很難揣測
[00:04:21.300 --> 00:04:25.200]  明年到底會是什麼樣的光景
[00:04:25.200 --> 00:04:27.500]  那事實上12月以後
[00:04:27.500 --> 00:04:29.900]  就慢慢進入了聖誕的季節了
[00:04:29.900 --> 00:04:33.000]  那在那個寒夜裡面的燈光閃閃
[00:04:33.000 --> 00:04:34.300]  有時候我出去走路
[00:04:34.300 --> 00:04:35.600]  如果早一點的時候
[00:04:35.600 --> 00:04:38.400]  那個聖誕燈都還在燈光閃閃
[00:04:38.400 --> 00:04:42.600]  而且各種層出不窮的變化
[00:04:42.600 --> 00:04:44.400]  有的在牆上面
[00:04:44.400 --> 00:04:46.600]  有的這樣子嘩啦嘩啦下來的
[00:04:46.600 --> 00:04:49.900]  當你看到這些燈光閃閃的時候
[00:04:49.900 --> 00:04:53.400]  你實在能夠感覺到那個聖誕的氣氛
[00:04:53.400 --> 00:04:54.800]  那週一早上
[00:04:54.800 --> 00:04:55.600]  禮拜一的早上
[00:04:55.600 --> 00:04:57.700]  我也在那個每日靈陽裡面
[00:04:57.700 --> 00:05:00.700]  就發了這個白宮點燈給大家
[00:05:00.700 --> 00:05:01.300]  但是呢
[00:05:01.300 --> 00:05:03.000]  對這個茫茫
[00:05:03.000 --> 00:05:04.600]  未來不知道的
[00:05:04.600 --> 00:05:08.200]  為這個未來不知的茫茫的環境裡面
[00:05:08.200 --> 00:05:11.000]  那我們今天就來回顧一下
[00:05:11.000 --> 00:05:14.200]  來前瞻一下這個2021年
[00:05:14.200 --> 00:05:16.700]  什麼是我們的目標跟方向
[00:05:16.700 --> 00:05:19.800]  那什麼是我們今年的聖誕
[00:05:19.800 --> 00:05:24.100]  那我們低頭禱告
[00:05:24.100 --> 00:05:26.200]  天父我相信
[00:05:26.200 --> 00:05:29.900]  天父我相信你是那造宇宙萬物的
[00:05:29.900 --> 00:05:32.100]  天父我相信
[00:05:32.100 --> 00:05:33.200]  我也相信
[00:05:33.200 --> 00:05:34.200]  耶穌
[00:05:34.200 --> 00:05:37.500]  你是那為我們使禮復活的主
[00:05:37.500 --> 00:05:39.300]  親愛聖靈
[00:05:39.300 --> 00:05:42.600]  我相信你是住在我們心裡
[00:05:42.600 --> 00:05:45.100]  是我們隨時的幫助
[00:05:45.100 --> 00:05:48.300]  主當我們今天來到你面前的時候
[00:05:48.300 --> 00:05:51.900]  主啊我們是會受到環境的影響
[00:05:51.900 --> 00:05:55.700]  我們的信心有時候也是極軟弱
[00:05:55.700 --> 00:05:58.100]  但是主我們來到你面前的時候
[00:05:58.100 --> 00:06:03.300]  我們需要再來重新的複習我們的信心
[00:06:03.300 --> 00:06:06.400]  知道主你是那創造宇宙萬物的
[00:06:06.400 --> 00:06:09.400]  知道耶穌你是那使禮復活的
[00:06:09.400 --> 00:06:12.600]  知道聖靈常住在我們的心中
[00:06:12.600 --> 00:06:15.100]  主啊我們就真的是再一次的
[00:06:15.100 --> 00:06:17.500]  求主你積極的來恢復
[00:06:17.500 --> 00:06:19.200]  恢復我們的教會
[00:06:19.200 --> 00:06:20.800]  奮力的來更新
[00:06:20.800 --> 00:06:22.900]  更新我們的心靈
[00:06:22.900 --> 00:06:25.100]  主這是我們明年的目標
[00:06:25.100 --> 00:06:29.200]  主啊就求主你讓我們在這個
[00:06:29.200 --> 00:06:33.600]  要等候積極恢復與奮力更新的時候
[00:06:33.600 --> 00:06:35.400]  主我們再來依靠你
[00:06:35.400 --> 00:06:38.700]  再來求主你帶領我們走前面的路
[00:06:38.700 --> 00:06:39.800]  我們感謝你
[00:06:39.800 --> 00:06:40.900]  我們讚美你
[00:06:40.900 --> 00:06:42.900]  我們禱告奉耶穌的名
[00:06:42.900 --> 00:06:44.600]  Amen
[00:06:44.600 --> 00:06:49.300]  那大家都知道我有兩個嗜好
[00:06:49.300 --> 00:06:51.100]  一個是什麼走路
[00:06:51.100 --> 00:06:52.800]  那一個是什麼看電視
[00:06:52.800 --> 00:06:54.600]  我很愛看電視
[00:06:54.600 --> 00:06:58.000]  那最近呢
[00:06:58.000 --> 00:07:00.600]  在這個CBS
[00:07:00.600 --> 00:07:03.300]  就有一個新的影集出來
[00:07:03.300 --> 00:07:06.200]  那這個新的影集是在講一個
[00:07:06.200 --> 00:07:07.900]  一個律師樓
[00:07:07.900 --> 00:07:10.100]  有一個律師樓的故事
[00:07:10.100 --> 00:07:13.300]  那內容是在講這個律師樓的老闆
[00:07:13.300 --> 00:07:16.200]  他是一個法學博士
[00:07:16.200 --> 00:07:19.500]  可是呢他拒絕考BAR exam
[00:07:19.500 --> 00:07:20.400]  BAR exam就是什麼
[00:07:20.400 --> 00:07:21.000]  考執照
[00:07:21.000 --> 00:07:22.400]  他不願意去考執照
[00:07:22.400 --> 00:07:23.400]  他有法學博士
[00:07:23.400 --> 00:07:25.300]  但是他不願意去考執照
[00:07:25.300 --> 00:07:27.300]  然後在他的律師樓裡面呢
[00:07:27.300 --> 00:07:30.000]  他太太的弟弟
[00:07:30.000 --> 00:07:31.200]  就是他的內弟
[00:07:31.200 --> 00:07:33.400]  是一個很有能力的律師
[00:07:33.400 --> 00:07:35.600]  而且是一個有執照的律師
[00:07:35.600 --> 00:07:37.200]  然後他的律師樓裡面
[00:07:37.200 --> 00:07:38.900]  他請了很多的助理
[00:07:38.900 --> 00:07:40.500]  那些助理在做什麼
[00:07:40.500 --> 00:07:43.000]  這些助理就是幫他蒐集證據
[00:07:43.000 --> 00:07:44.700]  然後還有一個很重要的工作
[00:07:44.700 --> 00:07:46.700]  就是說當
[00:07:46.700 --> 00:07:48.100]  我沒有看這個之前
[00:07:48.100 --> 00:07:49.200]  我就有一點模糊
[00:07:49.200 --> 00:07:50.100]  不是很知道
[00:07:50.100 --> 00:07:51.100]  但是我看這個連續劇
[00:07:51.100 --> 00:07:54.800]  我就知道說你在開庭的時候
[00:07:54.800 --> 00:07:57.300]  你挑這個陪審團
[00:07:57.300 --> 00:07:58.500]  你都可以
[00:07:58.500 --> 00:07:59.500]  你可以挑的
[00:07:59.500 --> 00:08:01.500]  不是說派給你
[00:08:01.500 --> 00:08:03.100]  就是不是你可以挑
[00:08:03.100 --> 00:08:04.800]  然後他們這些助理們
[00:08:04.800 --> 00:08:07.400]  就會幫這個
[00:08:07.400 --> 00:08:10.300]  這個律師樓的主角叫Bo
[00:08:10.300 --> 00:08:11.500]  他這個Bo呢
[00:08:11.500 --> 00:08:15.100]  他就會幫他選這些陪審團
[00:08:15.100 --> 00:08:15.900]  而且這些陪審團
[00:08:15.900 --> 00:08:16.900]  他們都照著
[00:08:16.900 --> 00:08:18.800]  他們就從他們的眼睛去看
[00:08:18.800 --> 00:08:20.000]  然後去觀察
[00:08:20.000 --> 00:08:22.100]  去選一個最適合
[00:08:22.100 --> 00:08:24.800]  他們這個案子的陪審團出來
[00:08:24.800 --> 00:08:27.500]  所以而且他們也幫
[00:08:27.500 --> 00:08:31.400]  這個這些助理也幫他們把
[00:08:31.400 --> 00:08:35.100]  他們的律師樓跟法院連線
[00:08:35.100 --> 00:08:38.300]  所以那整個開庭的過程當中
[00:08:38.300 --> 00:08:39.800]  他們這些助理們
[00:08:39.800 --> 00:08:41.300]  都可以看得清清楚楚
[00:08:41.300 --> 00:08:44.900]  而且可以隨時的跟Bo講
[00:08:44.900 --> 00:08:46.500]  現在的情況是什麼
[00:08:46.500 --> 00:08:48.000]  助理團的表情是什麼
[00:08:48.000 --> 00:08:49.300]  非常有意思
[00:08:49.300 --> 00:08:53.400]  那結果那一個影集裡面的故事
[00:08:53.400 --> 00:08:54.900]  就講說有一個
[00:08:54.900 --> 00:08:56.700]  大概四十歲的男人
[00:08:56.700 --> 00:08:58.500]  他來到他的
[00:08:58.500 --> 00:09:00.700]  他有他經過他的朋友介紹
[00:09:00.700 --> 00:09:02.300]  那他就找到這個律師樓
[00:09:02.300 --> 00:09:05.100]  找到Bo跟他的這些助理團隊
[00:09:05.100 --> 00:09:07.100]  他來要求他幫
[00:09:07.100 --> 00:09:10.300]  幫這個這個人一個告訴
[00:09:10.300 --> 00:09:11.100]  那告什麼呢
[00:09:11.100 --> 00:09:13.500]  他說他跟他就講說
[00:09:13.500 --> 00:09:14.700]  他說他的弟弟
[00:09:14.700 --> 00:09:17.300]  他的弟弟在青少年的時候
[00:09:17.300 --> 00:09:19.500]  去參加一個夏令營的時候
[00:09:19.500 --> 00:09:22.200]  被那個夏令營的老闆
[00:09:22.200 --> 00:09:25.000]  引誘勾搭騙他
[00:09:25.000 --> 00:09:26.800]  就強暴了這個弟弟
[00:09:26.800 --> 00:09:31.700]  然後這個弟弟就非常的羞恥
[00:09:31.700 --> 00:09:33.200]  而且很懊惱
[00:09:33.200 --> 00:09:35.200]  就常常就會跟人家講
[00:09:35.200 --> 00:09:36.600]  可是沒有人理他
[00:09:36.600 --> 00:09:39.100]  也沒有什麼辦法
[00:09:39.100 --> 00:09:41.800]  所以後來那個弟弟就沉淪
[00:09:41.800 --> 00:09:42.700]  就喝酒
[00:09:42.700 --> 00:09:44.600]  喝酒然後就整個
[00:09:44.600 --> 00:09:46.200]  整個人生就變得很黑暗
[00:09:46.200 --> 00:09:49.100]  後來他弟弟就自殺死掉
[00:09:49.100 --> 00:09:50.600]  那你知道這些事情
[00:09:50.600 --> 00:09:53.100]  都是發生在他們青少年的時期
[00:09:53.100 --> 00:09:55.800]  所以他們也沒有得去告
[00:09:55.800 --> 00:09:58.600]  因為你知道這個什麼事情
[00:09:58.600 --> 00:10:00.800]  案子都是有一定的時間
[00:10:00.800 --> 00:10:01.500]  你過了時間
[00:10:01.500 --> 00:10:05.100]  你就沒有法律效用了
[00:10:05.100 --> 00:10:07.900]  可是當他弟弟自殺一段時間以後
[00:10:07.900 --> 00:10:09.800]  忽然紐約州有一個法令上來了
[00:10:09.800 --> 00:10:13.900]  說像這種案子是沒有實現的
[00:10:13.900 --> 00:10:14.500]  沒有實現
[00:10:14.500 --> 00:10:17.000]  所以這個人就經過他的朋友的介紹
[00:10:17.000 --> 00:10:18.500]  就找到Bow這邊來
[00:10:18.500 --> 00:10:21.500]  那Bow就跟從這個法律的立場
[00:10:21.500 --> 00:10:23.800]  跟專業的立場就跟他解釋說
[00:10:23.800 --> 00:10:25.000]  你不要告了
[00:10:25.000 --> 00:10:27.300]  因為你弟弟都已經死掉了
[00:10:27.300 --> 00:10:31.600]  而且甚至當初的那個夏立民都關了
[00:10:31.600 --> 00:10:32.800]  你也沒從告起
[00:10:32.800 --> 00:10:34.400]  不要浪費時間了
[00:10:34.400 --> 00:10:36.400]  所以這個男的就很
[00:10:36.400 --> 00:10:38.100]  他就很難過
[00:10:38.100 --> 00:10:39.700]  因為他弟弟他
[00:10:39.700 --> 00:10:43.300]  他心裡面很多的鬱悶在裡面
[00:10:43.300 --> 00:10:46.500]  那他的朋友看到他就鼓勵他說
[00:10:46.500 --> 00:10:47.400]  往前走啦
[00:10:47.400 --> 00:10:48.400]  往前走
[00:10:48.400 --> 00:10:49.300]  那他就說
[00:10:49.300 --> 00:10:50.900]  他就跟這個朋友說
[00:10:50.900 --> 00:10:53.200]  他說如果我弟弟死了
[00:10:53.200 --> 00:10:54.800]  那沒得告
[00:10:54.800 --> 00:10:57.000]  那我呢
[00:10:57.000 --> 00:10:59.700]  他說我也是受害者
[00:10:59.700 --> 00:11:03.700]  因為他從來沒有跟任何人提到這件事情
[00:11:03.700 --> 00:11:06.000]  而且他甚至非常的自責
[00:11:06.000 --> 00:11:10.200]  他認為他當初是把他弟弟送到湖口裡面去的
[00:11:10.200 --> 00:11:11.700]  所以他就非常的羞愧
[00:11:11.700 --> 00:11:13.200]  非常的懊惱
[00:11:13.200 --> 00:11:18.000]  但是他以為不說不講就忘了
[00:11:18.000 --> 00:11:19.900]  可是沒有忘不了啊
[00:11:19.900 --> 00:11:21.300]  他後來這個事情呢
[00:11:21.300 --> 00:11:23.600]  在他的裡面不斷的影響他
[00:11:23.600 --> 00:11:26.200]  甚至他本來有一個很美滿的婚姻
[00:11:26.200 --> 00:11:29.300]  但是當他的妻子要求說要生小孩的時候
[00:11:29.300 --> 00:11:30.600]  他不敢生
[00:11:30.600 --> 00:11:34.000]  他說我怎麼可以把小孩子帶到這種世界裡面
[00:11:34.000 --> 00:11:35.300]  所以他拒絕了
[00:11:35.300 --> 00:11:37.000]  他也沒有跟他太太講
[00:11:37.000 --> 00:11:39.500]  為什麼後來他太太就跟他離婚了
[00:11:39.500 --> 00:11:44.600]  所以你看他整個人是很受到這件事情的影響
[00:11:44.600 --> 00:11:48.000]  所以後來這個朋友就帶著他
[00:11:48.000 --> 00:11:52.200]  重新的回到Bow跟他的團隊那邊去商量討論
[00:11:52.200 --> 00:11:55.700]  那Bow的團隊裡面有人甚至懷疑說
[00:11:55.700 --> 00:11:57.900]  你不要 是不是你自己編的
[00:11:57.900 --> 00:11:59.900]  因為他從來沒有跟任何人講過
[00:11:59.900 --> 00:12:03.600]  他說這個是不是你自己幻想出來的
[00:12:03.600 --> 00:12:05.400]  但是他朋友相信他
[00:12:05.400 --> 00:12:08.500]  就請這個團隊來幫他
[00:12:08.500 --> 00:12:11.000]  我今天不是來跟你們講連續劇的
[00:12:11.000 --> 00:12:12.700]  我今天就是要跟你們看到
[00:12:12.700 --> 00:12:16.400]  我們要來看到我們現在的這個時代
[00:12:16.400 --> 00:12:19.000]  我們是在一個什麼樣的環境裡面
[00:12:19.000 --> 00:12:22.200]  我前一陣子有發了一個貼文
[00:12:22.200 --> 00:12:24.700]  給喬阿姨跟我的女兒
[00:12:24.700 --> 00:12:27.900]  那喬阿姨說她看到一半她看不下去了
[00:12:27.900 --> 00:12:30.900]  我的女兒說媽媽不可能的
[00:12:30.900 --> 00:12:32.400]  那不可能的
[00:12:32.400 --> 00:12:34.700]  好 那我們說不可能
[00:12:34.700 --> 00:12:37.300]  當然你說這個是連續劇嘛
[00:12:37.300 --> 00:12:39.100]  這是Story
[00:12:39.100 --> 00:12:42.000]  你知道去年吧 大概是去年
[00:12:42.000 --> 00:12:47.400]  你們知不知道有一個百萬還是億萬的富翁
[00:12:47.400 --> 00:12:50.300]  他在監獄裡面自殺了
[00:12:50.300 --> 00:12:52.300]  叫什麼名字 叫什麼Port
[00:12:52.300 --> 00:12:53.500]  Instant
[00:12:53.500 --> 00:12:55.500]  他的中文叫什麼 我看一下
[00:12:55.500 --> 00:12:57.100]  他的 對
[00:12:57.100 --> 00:12:59.800]  他在監牢裡面自殺
[00:12:59.800 --> 00:13:02.300]  他為什麼被抓
[00:13:02.300 --> 00:13:07.000]  因為他引誘未成年的少女賣淫
[00:13:07.000 --> 00:13:12.100]  而且跟這些大人物都很有關係
[00:13:12.100 --> 00:13:16.100]  所以他後來他在監獄裡面自殺了
[00:13:16.100 --> 00:13:19.300]  但是還有一件 還有一個事情
[00:13:19.300 --> 00:13:21.000]  他很有錢嘛
[00:13:21.000 --> 00:13:23.300]  所以他有一個小島
[00:13:23.300 --> 00:13:25.300]  一個很神秘的小島
[00:13:25.300 --> 00:13:28.200]  在他的小島上面有一個廟
[00:13:28.200 --> 00:13:30.300]  有一個他們說是Temple
[00:13:30.300 --> 00:13:34.100]  就那個廟裡面是拜撒旦的
[00:13:34.100 --> 00:13:37.900]  所以我跟你講 我就是要告訴你說
[00:13:37.900 --> 00:13:38.700]  親愛的弟兄姊妹
[00:13:38.700 --> 00:13:40.800]  我們要知道我們自己
[00:13:40.800 --> 00:13:45.700]  我們現在生活在什麼樣的環境裡面
[00:13:45.700 --> 00:13:49.900]  你知道前幾天有人問這個拜登總統
[00:13:49.900 --> 00:13:50.900]  他到底是不是總統
[00:13:50.900 --> 00:13:52.500]  他可能是總統
[00:13:52.500 --> 00:13:54.700]  那問拜登總統說
[00:13:54.700 --> 00:13:56.800]  你上任以後
[00:13:56.800 --> 00:13:59.100]  這個廁所的事情還做不做
[00:13:59.100 --> 00:14:01.700]  你們記不記得什麼叫廁所的事
[00:14:01.700 --> 00:14:03.700]  奧巴馬總統的時候有沒有
[00:14:03.700 --> 00:14:07.000]  奧巴馬總統發了一個法令
[00:14:07.000 --> 00:14:09.100]  你覺得你是男的
[00:14:09.100 --> 00:14:11.000]  你就可以到男廁所去
[00:14:11.000 --> 00:14:12.500]  你覺得你是女的
[00:14:12.500 --> 00:14:15.400]  你就可以到女廁所去
[00:14:15.400 --> 00:14:17.600]  你說這什麼關係
[00:14:17.600 --> 00:14:19.300]  我們在家裡面不是這樣子嗎
[00:14:19.300 --> 00:14:20.600]  爹地媽咪弟弟妹妹
[00:14:20.600 --> 00:14:22.700]  我們不是都上同一個廁所嗎
[00:14:22.700 --> 00:14:24.500]  有什麼關係
[00:14:24.500 --> 00:14:26.300]  有關係哦
[00:14:26.300 --> 00:14:28.200]  你在public裡面
[00:14:28.200 --> 00:14:29.900]  你不曉得什麼時候
[00:14:29.900 --> 00:14:34.300]  有什麼人會進來做什麼事
[00:14:34.300 --> 00:14:35.500]  所以呢
[00:14:35.500 --> 00:14:38.800]  我就在這次我準備獎章的時候
[00:14:38.800 --> 00:14:42.800]  我心裡頭就一直在想這個事情
[00:14:42.800 --> 00:14:50.300]  說我到底應該要來跟弟兄姊妹分享什麼事
[00:14:50.300 --> 00:14:52.700]  分享什麼事情
[00:14:52.700 --> 00:15:00.600]  那你知道其實從七十年代開始
[00:15:00.600 --> 00:15:04.200]  我們就已經慢慢的
[00:15:04.200 --> 00:15:05.200]  我看一下
[00:15:05.200 --> 00:15:07.500]  從七十年代開始
[00:15:07.500 --> 00:15:08.700]  性解放
[00:15:08.700 --> 00:15:09.700]  墮胎合法
[00:15:09.700 --> 00:15:11.100]  大麻合法
[00:15:11.100 --> 00:15:15.500]  我們很多家庭的家庭都破碎掉了
[00:15:15.500 --> 00:15:19.900]  那這種墮落是一步一步的
[00:15:19.900 --> 00:15:26.000]  那今年我們西雅圖
[00:15:26.000 --> 00:15:30.300]  這個從我們西雅圖一直燒到波特蘭
[00:15:30.300 --> 00:15:33.800]  這個安提法黑命貴的風波
[00:15:33.800 --> 00:15:39.000]  已經已經把我們這個以基督立國的國家砸得稀巴爛了
[00:15:39.000 --> 00:15:39.800]  砸得稀巴爛
[00:15:39.800 --> 00:15:43.300]  那到底這個墮落是從什麼時候開始的呢
[00:15:43.300 --> 00:15:48.700]  那我今天就想跟大家一起來面對這個混亂的世代
[00:15:48.700 --> 00:15:52.500]  我們要如何來面對我們將來的路
[00:15:52.500 --> 00:15:53.300]  我們將來的路
[00:15:53.300 --> 00:15:55.800]  我們我們基督徒
[00:15:55.800 --> 00:15:58.700]  我們基督徒反正主快來了嘛
[00:15:58.700 --> 00:16:00.200]  我們就躲起來嘛
[00:16:00.200 --> 00:16:01.900]  每天讀經禱告
[00:16:01.900 --> 00:16:03.600]  清淨神嘛
[00:16:03.600 --> 00:16:06.100]  那做有油的童女嘛
[00:16:06.100 --> 00:16:07.900]  那外面的事也不干我們什麼事
[00:16:07.900 --> 00:16:09.900]  我們就不要管了
[00:16:09.900 --> 00:16:11.100]  是不是這樣子呢
[00:16:11.100 --> 00:16:13.200]  主約書不是這樣教導我們了
[00:16:13.200 --> 00:16:14.200]  主約書說什麼
[00:16:14.200 --> 00:16:19.600]  他說我要我沒有要帶你們離開世界只求求神了
[00:16:19.600 --> 00:16:22.400]  救你們脫離那惡者的手
[00:16:22.400 --> 00:16:26.400]  所以我們還是要在我們對這個世界是有責任的
[00:16:26.400 --> 00:16:29.100]  我們對我們的環境是有責任的
[00:16:29.100 --> 00:16:31.500]  所以就像今天剛才小遠哥
[00:16:31.500 --> 00:16:33.200]  我們念的這些經文
[00:16:33.200 --> 00:16:34.600]  我們再來念一次
[00:16:34.600 --> 00:16:38.300]  在馬太福音五章十三節到十六節一起來
[00:16:38.300 --> 00:16:40.700]  你們是世上的鹽
[00:16:40.700 --> 00:16:42.400]  鹽若失了味
[00:16:42.400 --> 00:16:44.600]  怎麼能叫它再鹹呢
[00:16:44.600 --> 00:16:46.300]  以後無用了
[00:16:46.300 --> 00:16:48.300]  不過是丟在外面
[00:16:48.300 --> 00:16:49.800]  被人踐踏
[00:16:49.800 --> 00:16:51.700]  你們是世上的光
[00:16:51.700 --> 00:16:53.700]  被照在山上
[00:16:53.700 --> 00:16:55.200]  是不能隱藏的
[00:16:55.200 --> 00:16:56.600]  是不能隱藏的
[00:16:56.600 --> 00:16:58.000]  感謝讚美主
[00:16:58.000 --> 00:17:01.600]  那所以呢
[00:17:01.600 --> 00:17:03.700]  我就想來思想一下
[00:17:03.700 --> 00:17:05.200]  你知道有個傳道人
[00:17:05.200 --> 00:17:06.000]  有個傳道人
[00:17:06.000 --> 00:17:07.300]  他有一個數據
[00:17:07.300 --> 00:17:12.400]  他說有百分之九十五的基督徒
[00:17:12.400 --> 00:17:16.900]  一輩子沒有跟人家傳過福音
[00:17:16.900 --> 00:17:19.700]  你相信嗎
[00:17:19.700 --> 00:17:22.400]  所以你知道
[00:17:22.400 --> 00:17:25.600]  但是我很感恩的是我們教會的姐妹們
[00:17:25.600 --> 00:17:27.300]  都很會傳福音
[00:17:27.300 --> 00:17:28.100]  Hallelujah
[00:17:28.100 --> 00:17:29.400]  我們家人都很願意
[00:17:29.400 --> 00:17:30.600]  也很會傳福音
[00:17:30.600 --> 00:17:31.800]  感謝主
[00:17:31.800 --> 00:17:37.700]  那所以呢
[00:17:37.700 --> 00:17:39.500]  有的人
[00:17:39.500 --> 00:17:41.200]  其實真的就像剛才講
[00:17:41.200 --> 00:17:43.200]  有的人想的是有
[00:17:43.200 --> 00:17:44.400]  有的人為什麼他很害羞
[00:17:44.400 --> 00:17:46.300]  他不好意思開口
[00:17:46.300 --> 00:17:47.200]  不好意思提詞
[00:17:47.200 --> 00:17:50.400]  而且
[00:17:50.400 --> 00:17:55.600]  但是我們要記住主耶穌的教導
[00:17:55.600 --> 00:17:58.200]  而且我們真的要在這個黑暗的世代
[00:17:58.200 --> 00:18:00.200]  學習做光做鹽
[00:18:00.200 --> 00:18:02.500]  而且要把主耶穌的祝福
[00:18:02.500 --> 00:18:05.800]  平安帶給有需要的人
[00:18:05.800 --> 00:18:07.100]  帶給有需要的人
[00:18:07.100 --> 00:18:10.100]  那你們大概不曉得
