
[00:00:00.000 --> 00:00:02.280]  我們今天的主題是這樣的
[00:02:59.040 --> 00:03:01.680]  就是遇到一些很大的挑戰
[00:03:01.680 --> 00:03:04.800]  他們是一個很年輕的教會
[00:03:04.800 --> 00:03:06.320]  很幽亂的教會
[00:03:06.320 --> 00:03:10.520]  當時我們從《舍同人傳》第二章的時候
[00:03:10.520 --> 00:03:13.080]  在五旬節那裡的人
[00:03:13.080 --> 00:03:15.560]  這個是一個島嶼
[00:03:15.560 --> 00:03:17.560]  是希臘對面的最大的島嶼
[00:03:17.560 --> 00:03:20.840]  是地中海裡面第五大的島嶼
[00:03:20.840 --> 00:03:25.760]  他們有人去到耶路撒冷
[00:03:25.760 --> 00:03:27.440]  圓圈那邊的耶路撒冷
[00:03:27.440 --> 00:03:31.240]  耶路撒冷那邊就去五旬節
[00:03:31.240 --> 00:03:34.800]  在那裡聽了彼得的講道
[00:03:34.800 --> 00:03:36.760]  他們有人回到那個地方
[00:03:36.760 --> 00:03:38.800]  很可能是那時候
[00:03:38.800 --> 00:03:41.200]  他們有當中是回到自己的地方
[00:03:41.200 --> 00:03:42.280]  建立了教會
[00:03:42.280 --> 00:03:43.880]  可能有這樣的情況
[00:03:43.880 --> 00:03:46.760]  這個詳細沒有人敢有詳細的記載
[00:03:46.760 --> 00:03:48.960]  但是在經文當中
[00:03:48.960 --> 00:03:51.720]  保羅就寫了一封信給提多
[00:03:51.720 --> 00:03:53.720]  提多剛才大家所讀的經文
[00:03:53.720 --> 00:03:57.040]  就是他的屬靈裡面的真兒子
[00:03:57.040 --> 00:04:01.120]  很可能他是從保羅帶領他信主
[00:04:01.120 --> 00:04:04.760]  他就在提多這個島上面
[00:04:04.760 --> 00:04:07.720]  去做這個傳道人的時候
[00:04:07.720 --> 00:04:09.960]  就寫了一封信去鼓勵
[00:04:09.960 --> 00:04:12.760]  保羅寫了一封信去鼓勵提多
[00:04:12.760 --> 00:04:19.440]  去怎樣帶領這幫這裡的教會的門徒
[00:04:19.440 --> 00:04:22.120]  有個健康的成長
[00:04:22.120 --> 00:04:24.640]  他就提到剛才大家讀的經文
[00:04:24.640 --> 00:04:27.360]  我們今天從提多書第一章的時候
[00:04:27.360 --> 00:04:31.000]  看到保羅叫他設立長老
[00:04:31.000 --> 00:04:38.600]  究竟長老在我們屬靈成長的時間裡面
[00:04:38.600 --> 00:04:41.440]  我們邁向成熟的時候
[00:04:41.440 --> 00:04:45.320]  長老是扮演了甚麼角色
[00:04:45.320 --> 00:04:47.840]  我們就從這個經文第一章
[00:04:47.840 --> 00:04:49.080]  提多書第一章
[00:04:49.080 --> 00:04:53.320]  去明白聖經是怎樣說長老扮演的角色
[00:04:53.320 --> 00:04:55.520]  他的責任是甚麼
[00:04:55.520 --> 00:04:58.840]  我們一起低頭祈禱
[00:04:58.840 --> 00:05:00.840]  我是主耶穌基督我們感謝祢
[00:05:00.840 --> 00:05:05.480]  感謝祢在十字架上為我們的罪受死
[00:05:05.480 --> 00:05:08.960]  復活拜莊和聖前之後
[00:05:08.960 --> 00:05:11.800]  祢已經戰勝了死亡戰勝了罪
[00:05:11.800 --> 00:05:16.120]  祢使我們能夠恩順清儀又有盼望
[00:05:16.120 --> 00:05:18.000]  這是何等奇妙的恩典
[00:05:18.000 --> 00:05:19.600]  是個美好的福音
[00:05:19.600 --> 00:05:21.840]  求神繼續保守我們
[00:05:21.840 --> 00:05:23.680]  帶領我們以下的時間
[00:05:23.680 --> 00:05:26.120]  藉著祢的話語
[00:05:26.120 --> 00:05:28.320]  使我們能夠明白祢的心意
[00:05:28.320 --> 00:05:32.480]  好使我們能夠繼續去得勝的生活
[00:05:32.480 --> 00:05:33.840]  我們感謝祢
[00:05:33.840 --> 00:05:34.800]  我們以上的禱告
[00:05:34.800 --> 00:05:36.800]  是奉主耶穌得勝的名字祈求
[00:05:36.800 --> 00:05:44.360]  我們繼續從第一節開始看
[00:05:44.360 --> 00:05:47.520]  提羅書第一章其實分為三個部分
[00:05:47.520 --> 00:05:49.840]  大家可以從第一節看到第四節
[00:05:49.840 --> 00:05:52.160]  這是一個所謂的引言
[00:05:52.160 --> 00:05:54.480]  即是say hello 寫信
[00:05:54.480 --> 00:05:56.360]  但這個是比較長的
[00:05:56.360 --> 00:05:59.320]  相對其他的保羅書信當中
[00:05:59.320 --> 00:06:03.160]  這是比較仔細的引言 開場白
[00:06:03.160 --> 00:06:07.520]  但包含了很重要的福音信息
[00:06:07.520 --> 00:06:10.880]  這個內容的深遠程度
[00:06:10.880 --> 00:06:13.520]  好像跟羅馬書那麼詳細
[00:06:13.520 --> 00:06:14.840]  我們一起看
[00:06:14.840 --> 00:06:15.880]  就算第一節當中
[00:06:15.880 --> 00:06:19.720]  我們可以看到幾樣的功課
[00:06:19.720 --> 00:06:24.720]  保羅稱為自己是神的僕人
[00:06:24.720 --> 00:06:28.920]  是主耶穌基督裡面的使者
[00:06:28.920 --> 00:06:34.480]  這個可以看得清楚 他的權柄是從神而來
[00:06:34.480 --> 00:06:36.480]  可以直接跟神交代
[00:06:36.480 --> 00:06:38.480]  他是神的僕人
[00:06:38.480 --> 00:06:39.680]  他的權柄是從神而來
[00:06:39.680 --> 00:06:43.720]  他奉命變成一個使者的身份
[00:06:43.720 --> 00:06:47.480]  Apostle 是主耶穌基督的使者
[00:06:47.480 --> 00:06:50.320]  去傳遞一個訊息
[00:06:50.320 --> 00:06:52.160]  這個訊息是什麼呢?
[00:06:52.160 --> 00:06:54.440]  是一個福音的訊息
[00:06:54.440 --> 00:06:56.440]  是一個救恩的計劃
[00:06:56.440 --> 00:07:00.000]  告訴我們 神已經我們是選民
[00:07:00.000 --> 00:07:03.800]  我們是被揀選成為神的兒女的時候
[00:07:03.800 --> 00:07:06.560]  我們就有去從你們的信心
[00:07:06.560 --> 00:07:08.560]  我們能夠恩信稱義
[00:07:08.560 --> 00:07:10.080]  我們罪得赦免
[00:07:10.080 --> 00:07:12.960]  這個恩信稱義的教導在當中
[00:07:12.960 --> 00:07:16.720]  以前所犯的事情已經一一過去
[00:07:16.720 --> 00:07:19.640]  神已經是他的信心
[00:07:19.640 --> 00:07:21.400]  這個信心的功課
[00:07:21.400 --> 00:07:23.400]  第二點 這個目的
[00:07:23.400 --> 00:07:26.040]  這個福音的內容就提到
[00:07:26.040 --> 00:07:30.320]  這個是用去真理這個聖經的教導
[00:07:30.320 --> 00:07:33.480]  去過我們一個敬虔的生活
[00:07:33.480 --> 00:07:34.640]  就著聖經的教導
[00:07:34.640 --> 00:07:37.800]  我們可以現在的時候過敬虔的生活
[00:07:37.800 --> 00:07:39.560]  所以這個還沒有完
[00:07:39.560 --> 00:07:40.920]  還有第三點
[00:07:40.920 --> 00:07:44.920]  就提到我們所以有永生的盼望
[00:07:44.920 --> 00:07:47.480]  這個就綜合了神愛世人
[00:07:47.480 --> 00:07:50.880]  甚至神將他的獨生子賜給他們
[00:07:50.880 --> 00:07:53.120]  叫一切信他的不致滅亡
[00:07:53.120 --> 00:07:54.640]  反敵永生
[00:07:54.640 --> 00:07:57.480]  這個就是這個完整的福音信息
[00:07:57.480 --> 00:08:00.360]  我們憑著有選民的信心
[00:08:00.360 --> 00:08:02.720]  我們現在靠著聖經的教導
[00:08:02.720 --> 00:08:04.920]  去過敬虔的生活
[00:08:04.920 --> 00:08:07.440]  以致有盼望 我們都有盼望
[00:08:07.440 --> 00:08:09.320]  去將來得到永生
[00:08:09.320 --> 00:08:10.440]  這個是神的應許
[00:08:10.440 --> 00:08:14.560]  是神整個的救恩計劃在當中
[00:08:14.560 --> 00:08:15.560]  我們看到
[00:08:15.560 --> 00:08:17.880]  就算看第一、第二節的時候
[00:08:17.880 --> 00:08:19.880]  就明白到保羅
[00:08:19.880 --> 00:08:22.280]  他是親眼在大米色時代
[00:08:22.280 --> 00:08:25.600]  直至於路上他遇見了耶穌
[00:08:25.600 --> 00:08:29.200]  他將他的生命能夠得到改變
[00:08:29.200 --> 00:08:30.720]  成為神的使者
[00:08:30.720 --> 00:08:31.840]  他有權柄
[00:08:31.840 --> 00:08:34.800]  這個權柄是從神而來
[00:08:34.800 --> 00:08:37.400]  他就繼續告訴你
[00:08:37.400 --> 00:08:40.360]  就跟到這個日期到了
[00:08:40.360 --> 00:08:43.040]  現在他的職責是為了什麼?
[00:08:43.040 --> 00:08:45.840]  為了傳揚這個福音
[00:08:45.840 --> 00:08:47.640]  傳揚神的大能
[00:08:47.640 --> 00:08:49.440]  剛才大家宣召經文當中
[00:08:49.440 --> 00:08:53.680]  我們有提到我們要傳揚神的大能
[00:08:53.680 --> 00:08:56.960]  神的大能就是已經將我們拯救出來
[00:08:56.960 --> 00:08:58.480]  他已經勝過死亡
[00:08:58.480 --> 00:09:01.280]  勝過罪、勝過撒旦
[00:09:01.280 --> 00:09:05.280]  這一切已經是我們能夠見到
[00:09:05.280 --> 00:09:07.680]  藉著保羅使徒的身份
[00:09:07.680 --> 00:09:12.280]  去傳揚神這個功夫、這個大能
[00:09:12.280 --> 00:09:17.480]  這個責任委託給保羅身上
[00:09:17.480 --> 00:09:19.480]  這是他的使命
[00:09:19.480 --> 00:09:23.440]  他一生自從認識主耶穌基督之後
[00:09:23.440 --> 00:09:26.840]  他就實踐出來為這件事情
[00:09:26.840 --> 00:09:31.560]  繼續將他一生獻上
[00:09:31.560 --> 00:09:33.560]  我提到現在這個寫信給你
[00:09:33.560 --> 00:09:38.080]  提到這個是他的徒弟
[00:09:38.080 --> 00:09:40.800]  他一手帶大
[00:09:40.800 --> 00:09:44.000]  你也提到是我的真兒子
[00:09:44.000 --> 00:09:46.400]  是基於真相
[00:09:46.400 --> 00:09:49.600]  提到真,其實真真假假都在這裡提到
[00:09:49.600 --> 00:09:52.320]  前前後後第一章也提了好幾次
[00:09:52.320 --> 00:09:54.560]  這個是真的信息
[00:09:54.560 --> 00:09:57.160]  真實的道理
[00:09:57.160 --> 00:09:58.280]  這個是真理
[00:09:58.280 --> 00:10:00.680]  他因為這個兒子
[00:10:00.680 --> 00:10:03.040]  他屬靈的兒子提多
[00:10:03.040 --> 00:10:07.240]  他繼續跟著這個真理
[00:10:07.240 --> 00:10:10.720]  他繼續去為主而侍奉
[00:10:10.720 --> 00:10:13.520]  張榮耀還贊歸給他
[00:10:13.520 --> 00:10:14.480]  歸於你
[00:10:14.480 --> 00:10:16.760]  從這個開場白當中
[00:10:16.760 --> 00:10:18.480]  我們能夠明白到
[00:10:18.480 --> 00:10:20.360]  原來他就要…
[00:10:20.360 --> 00:10:21.720]  我剛才讀說
[00:10:21.720 --> 00:10:23.280]  現在你在這個地方的時候
[00:10:23.280 --> 00:10:24.480]  這個島嶼
[00:10:24.480 --> 00:10:28.960]  旁邊這個希臘大島上面
[00:10:28.960 --> 00:10:30.640]  上面有幾個
[00:10:30.640 --> 00:10:31.760]  可能看到這裡的時候
[00:10:31.760 --> 00:10:34.360]  有幾個市鎮
[00:10:34.360 --> 00:10:36.560]  那裡有可能有幾個教會當中
[00:10:36.560 --> 00:10:38.320]  但是他說提醒他
[00:10:38.320 --> 00:10:39.680]  你要找幫手
[00:10:39.680 --> 00:10:42.400]  因為要將這個福音的大能
[00:10:42.400 --> 00:10:43.480]  這個真理
[00:10:43.480 --> 00:10:45.760]  要繼續去傳揚出去
[00:10:45.760 --> 00:10:47.360]  繼續去preach出去
[00:10:47.360 --> 00:10:48.600]  繼續將這個福音信息
[00:10:48.600 --> 00:10:52.440]  帶給他們這個島上面的
[00:10:52.440 --> 00:10:54.800]  那些門徒的基督徒當中
[00:10:54.800 --> 00:10:55.800]  他們要得到屬靈
[00:10:55.800 --> 00:10:57.040]  要繼續去成長
[00:10:57.040 --> 00:10:59.520]  這個是很年輕的教會
[00:10:59.520 --> 00:11:00.400]  不知道多少年
[00:11:00.400 --> 00:11:01.840]  不過是很年輕
[00:11:01.840 --> 00:11:04.920]  你保羅從五旬節到現在
[00:11:04.920 --> 00:11:06.240]  都是寫信的時候
[00:11:06.240 --> 00:11:10.120]  可能都是十年、二十年左右
[00:11:10.120 --> 00:11:11.720]  或者更短一點
[00:11:11.720 --> 00:11:13.880]  那這裡提到說
[00:11:13.880 --> 00:11:15.880]  要設立在國城裡面
[00:11:15.880 --> 00:11:17.160]  建立長老
[00:11:17.160 --> 00:11:19.600]  這個長老就和他一起去
[00:11:19.600 --> 00:11:21.360]  傳揚這個福音
[00:11:21.360 --> 00:11:23.120]  所以我們看到第一點的時候
[00:11:23.120 --> 00:11:25.160]  長老扮演的角色
[00:11:25.160 --> 00:11:29.040]  就是以傳福音為他的人生目標
[00:11:29.040 --> 00:11:31.200]  我們做長老的
[00:11:31.200 --> 00:11:34.360]  是要將這個福音的大能
[00:11:34.360 --> 00:11:36.560]  神的福音的大能
[00:11:36.560 --> 00:11:39.280]  能夠傳揚給信徒
[00:11:39.280 --> 00:11:42.520]  好使他們能夠去成長
[00:11:42.520 --> 00:11:44.120]  這個就是第一個目的
[00:11:44.120 --> 00:11:45.000]  當然啦
[00:11:45.000 --> 00:11:46.520]  有真有假
[00:11:46.520 --> 00:11:48.920]  現代也有很多假的福音
[00:11:48.920 --> 00:11:49.520]  有的
[00:11:49.520 --> 00:11:51.800]  提醒我們如何防備假的福音
[00:11:51.800 --> 00:11:53.240]  有個很實際的例子
[00:11:53.240 --> 00:11:56.840]  我們看提摩太前書第一章第十節
[00:11:56.840 --> 00:12:01.680]  這裡提出了一些真正的道
[00:12:01.680 --> 00:12:03.320]  但是有些叫做敵正道
[00:12:03.320 --> 00:12:06.400]  就是force的doctrine
[00:12:06.400 --> 00:12:09.120]  有些山的doctrine叫做正道
[00:12:09.120 --> 00:12:10.600]  正確、健康
[00:12:10.600 --> 00:12:13.160]  就是剛才所提的純潔無私
[00:12:13.160 --> 00:12:14.680]  就是同一個字
[00:12:14.680 --> 00:12:16.280]  就是健康
[00:12:16.280 --> 00:12:18.400]  山就是對的
[00:12:18.400 --> 00:12:18.800]  是不是?
[00:12:18.800 --> 00:12:19.800]  就是doctrine
[00:12:19.800 --> 00:12:21.240]  就是同一個字
[00:12:21.240 --> 00:12:22.120]  希臘文言文
[00:12:22.120 --> 00:12:23.800]  還有一些敵正道
[00:12:23.800 --> 00:12:25.360]  第九節也提到幾樣
[00:12:25.360 --> 00:12:27.520]  提到不要行淫
[00:12:27.520 --> 00:12:28.760]  行淫的那些
[00:12:28.760 --> 00:12:31.320]  襯藍色、搶人口
[00:12:31.320 --> 00:12:32.480]  說謊話
[00:12:32.480 --> 00:12:33.600]  假發起假洗
[00:12:33.600 --> 00:12:36.760]  這些就是敵正道
[00:12:36.760 --> 00:12:38.880]  這個是聖經所提的
[00:12:38.880 --> 00:12:42.560]  我們看到NIV第一章
[00:12:42.560 --> 00:12:46.080]  就說不要practice homosexuality
[00:12:46.080 --> 00:12:48.000]  就是NIV版本
[00:12:48.000 --> 00:12:48.760]  就是這樣說
[00:12:48.760 --> 00:12:50.200]  這些是敵正道
[00:12:50.200 --> 00:12:53.800]  接著King James的版本
[00:12:53.800 --> 00:12:55.520]  King James的譯本就說
[00:12:55.520 --> 00:12:58.280]  divide themselves with mankind
[00:12:58.280 --> 00:12:59.720]  這個就是敵正道
[00:12:59.720 --> 00:13:02.120]  但是這些假的福音怎麼樣呢?
[00:13:02.120 --> 00:13:06.280]  大家可能聽過Queen James Bible沒有?
[00:13:06.280 --> 00:13:07.840]  聽過有這個譯本沒有?
[00:13:07.840 --> 00:13:10.200]  有一班的神學家
[00:13:10.200 --> 00:13:13.040]  他不告訴別人他是誰
[00:13:13.040 --> 00:13:15.120]  他就有一個新的譯本
[00:13:15.120 --> 00:13:16.120]  就是Queen James Bible
[00:13:16.120 --> 00:13:18.880]  在2012年的時候出來了
[00:13:18.880 --> 00:13:20.640]  他就改了聖經
[00:13:20.640 --> 00:13:22.120]  說比較這個福音
[00:13:22.120 --> 00:13:23.560]  我們要比較是
[00:13:23.560 --> 00:13:26.960]  要對這班同性戀的
[00:13:26.960 --> 00:13:28.360]  這個要改改它
[00:13:28.360 --> 00:13:30.720]  要更加friendly一點
[00:13:30.720 --> 00:13:33.920]  將聖經由八節經文改了
[00:13:33.920 --> 00:13:35.680]  是關於homosexuality
[00:13:35.680 --> 00:13:37.960]  就是關於同性戀
[00:13:37.960 --> 00:13:39.880]  男親男這件事
[00:13:39.880 --> 00:13:43.040]  他就拆了King James
[00:13:43.040 --> 00:13:45.040]  就是with mankind這個詞
[00:13:45.040 --> 00:13:46.800]  他就拆了它
[00:13:46.800 --> 00:13:50.760]  就不要提同性戀
[00:13:50.760 --> 00:13:52.360]  就變成一個同性戀
[00:13:52.360 --> 00:13:53.720]  可以接受同性戀
[00:13:53.720 --> 00:13:57.280]  進去教會排除這些困難
[00:13:57.280 --> 00:13:59.400]  因為Bible不是這樣寫的
[00:13:59.400 --> 00:14:00.920]  就改了這個版本
[00:14:00.920 --> 00:14:02.800]  所以就看到
[00:14:02.800 --> 00:14:08.120]  長老的身份是為了傳揚這個福音
[00:14:08.120 --> 00:14:13.440]  是真的兒子
[00:14:13.440 --> 00:14:15.920]  我們要傳揚這個真信息
[00:14:15.920 --> 00:14:18.480]  我們世上這個世代裏面
[00:14:18.480 --> 00:14:21.440]  都有假的福音在我們當中
[00:14:21.440 --> 00:14:24.000]  在福音派裏面都受到很大的掙扎
[00:14:24.000 --> 00:14:25.840]  究竟我們怎樣去面對
[00:14:25.840 --> 00:14:27.880]  這是其中一個例子
[00:14:27.880 --> 00:14:31.680]  我們再看第五節
[00:14:31.680 --> 00:14:34.280]  就說在郭城建立長老
[00:14:34.280 --> 00:14:35.320]  建立長老
[00:14:35.320 --> 00:14:37.000]  長老究竟怎樣建立
[00:14:37.000 --> 00:14:38.440]  在哪裏找
[00:14:38.440 --> 00:14:40.400]  我們繼續看
[00:14:40.400 --> 00:14:42.200]  繼續講第六節的時候
[00:14:42.200 --> 00:14:49.280]  說這些長老是無可指責
[00:14:49.280 --> 00:14:52.320]  是一個婦人的丈夫
[00:14:52.320 --> 00:14:54.160]  女兒也是要信主
[00:14:54.160 --> 00:15:01.760]  沒有人告他們是放蕩不復約束的
[00:15:01.760 --> 00:15:04.480]  就可以設立
[00:15:04.480 --> 00:15:07.560]  他的生命見證很重要
[00:15:07.560 --> 00:15:12.160]  他不要被人說你有很多個太太
[00:15:12.160 --> 00:15:14.280]  可能是有其他的外遇
[00:15:14.280 --> 00:15:16.840]  有其他的男女關係
[00:15:16.840 --> 00:15:18.040]  一定不要有
[00:15:18.040 --> 00:15:19.480]  只有一個太太
[00:15:19.480 --> 00:15:21.480]  從聖經一開頭就說
[00:15:21.480 --> 00:15:24.960]  創世紀已經說一個男一個女結合
[00:15:24.960 --> 00:15:27.040]  不是一妻多夫制
[00:15:27.040 --> 00:15:28.880]  又不是掉磚
[00:15:28.880 --> 00:15:30.720]  是一夫一妻制
[00:15:30.720 --> 00:15:33.800]  是聖經創世紀已經寫得清清楚楚
[00:15:33.800 --> 00:15:34.840]  一夫一妻制
[00:15:34.840 --> 00:15:37.080]  當然之後聖經也有教導
[00:15:37.080 --> 00:15:39.360]  可能有各樣的情況
[00:15:39.360 --> 00:15:42.000]  聖經有某種情況是允許離婚
[00:15:42.000 --> 00:15:44.520]  或者夫妻是因為各種
[00:15:44.520 --> 00:15:47.440]  有某些原因是會分開了
[00:15:47.440 --> 00:15:50.880]  這個在哥倫布前書都有解釋
[00:15:50.880 --> 00:15:54.280]  但是這個長老的身份是無可指責
[00:15:54.280 --> 00:15:55.520]  一夫一妻
[00:15:55.520 --> 00:15:58.800]  同一時間只有一個妻子
[00:15:58.800 --> 00:16:00.200]  女兒也是信主
[00:16:00.200 --> 00:16:02.720]  他們不要放蕩
[00:16:02.720 --> 00:16:07.560]  不要像一隻野馬到處跑
[00:16:07.560 --> 00:16:08.760]  不聽話
[00:16:08.760 --> 00:16:09.720]  不可以這樣
[00:16:09.720 --> 00:16:12.440]  誰約束是神的道
[00:16:12.440 --> 00:16:13.800]  他的權能是神而來
[00:16:13.800 --> 00:16:16.440]  剛才第一節看到
[00:16:16.440 --> 00:16:17.640]  繼續看下去
[00:16:17.640 --> 00:16:20.440]  除了他個人的見證上
[00:16:20.440 --> 00:16:22.680]  他的身份是一個監督的身份
[00:16:22.680 --> 00:16:23.600]  英文是什麼?
[00:16:23.600 --> 00:16:26.480]  是一個監督的身份
[00:16:26.480 --> 00:16:27.960]  他做什麼?
[00:16:27.960 --> 00:16:31.920]  他做神家的管家
[00:16:31.920 --> 00:16:35.600]  我們看到提摩太前書的時候
[00:16:35.600 --> 00:16:39.600]  提到究竟執事和長老的關係
[00:16:39.600 --> 00:16:41.480]  又有執事又有長老
[00:16:41.480 --> 00:16:44.840]  執事的身份我們會看完提督書
[00:16:44.840 --> 00:16:48.920]  我們回去再看完《撒姆爾基相》的時候
[00:16:48.920 --> 00:16:51.760]  我們會繼續看提摩太前書
[00:16:51.760 --> 00:16:54.440]  究竟合神心意的僕人
[00:16:54.440 --> 00:16:57.120]  他的領袖有什麼條件?
[00:16:57.120 --> 00:17:00.760]  這裡提到長老的條件
[00:17:00.760 --> 00:17:03.280]  長老的條件和執事的條件
[00:17:03.280 --> 00:17:05.840]  有一些重複的字眼
[00:17:05.840 --> 00:17:08.520]  第七節繼續提到一個例子
[00:17:08.520 --> 00:17:12.160]  說監督是一個overseer
[00:17:12.160 --> 00:17:14.480]  是負責管理神的家
[00:17:14.480 --> 00:17:15.840]  是一個steward
[00:17:15.840 --> 00:17:18.320]  我們管理神的家事務
[00:17:18.320 --> 00:17:22.160]  我們看到如果是自己的家都管不好
[00:17:22.160 --> 00:17:23.680]  那怎麼去管呢?
[00:17:23.680 --> 00:17:28.400]  很多時候我們看到長老的身份資格
[00:17:28.400 --> 00:17:33.840]  他一定要能夠管理他的家
[00:17:33.840 --> 00:17:37.440]  他怎樣去做管家
[00:17:37.440 --> 00:17:39.320]  不要任性不要暴躁
[00:17:39.320 --> 00:17:42.000]  又不可以喝醉酒在那裡滋事
[00:17:42.000 --> 00:17:43.800]  在那裡打人
[00:17:43.800 --> 00:17:45.400]  貪無義的姿態
[00:17:45.400 --> 00:17:47.480]  不要做這些事情
[00:17:47.480 --> 00:17:52.600]  這個門檻都頗高
[00:17:52.600 --> 00:17:54.800]  還有這是反方面
[00:17:54.800 --> 00:17:55.800]  不要做不要做
[00:17:55.800 --> 00:17:57.840]  還有正面來講
[00:17:57.840 --> 00:18:00.880]  他要是樂於助軟人
[00:18:00.880 --> 00:18:03.280]  在別人來的時候會接待
[00:18:03.280 --> 00:18:05.880]  在傳教士宣教士來到當中
[00:18:05.880 --> 00:18:08.640]  需要一個地方留心的時候
[00:18:08.640 --> 00:18:09.760]  他們會接待
[00:18:09.760 --> 00:18:11.160]  願意去接待
[00:18:11.160 --> 00:18:13.400]  好善莊重公平
[00:18:13.400 --> 00:18:15.640]  聖潔自全
[00:18:15.640 --> 00:18:18.800]  這些是他個人生命的見證
[00:18:18.800 --> 00:18:22.480]  這些是長老的條件
[00:18:22.480 --> 00:18:25.440]  這個條件和執事差不多
[00:18:25.440 --> 00:18:27.960]  教會的領袖都是差不多
[00:18:27.960 --> 00:18:30.600]  但是到了第九節的時候
[00:18:30.600 --> 00:18:38.280]  這個責任就是堅守真實的道理
[00:18:38.280 --> 00:18:41.800]  堅守所教真實的道理
[00:18:41.800 --> 00:18:46.880]  這個第九節就是長老的責任
[00:18:46.880 --> 00:18:50.400]  是執事是沒有
[00:18:50.400 --> 00:18:52.480]  如果看回提摩太前書的時候
[00:18:52.480 --> 00:18:57.880]  執事是沒有扮演這個角色
[00:18:57.880 --> 00:19:02.480]  這個是特別指著長老來講
