
[00:00:00.000 --> 00:00:02.000]  能夠在主日的清晨
[00:04:33.400 --> 00:04:34.400]  盲婚啞嫁
[00:04:34.400 --> 00:04:35.400]  不能選擇
[00:04:35.400 --> 00:04:37.400]  女人不能讀書
[00:04:37.400 --> 00:04:40.400]  甚至連頭髮的長短
[00:04:40.400 --> 00:04:42.400]  都不到你說了算
[00:04:42.400 --> 00:04:46.400]  在半世紀創新女性裏面
[00:04:46.400 --> 00:04:48.400]  我才發現原來
[00:04:48.400 --> 00:04:53.400]  在英國政府統治香港的時候
[00:04:53.400 --> 00:04:57.400]  在婚姻方面
[00:04:57.400 --> 00:05:00.400]  原來是沿用大清的律例
[00:05:00.400 --> 00:05:02.400]  在當時
[00:05:02.400 --> 00:05:05.400]  男人仍然可以三妻四妾
[00:05:05.400 --> 00:05:07.400]  不是一夫一妻
[00:05:07.400 --> 00:05:12.400]  女人其實只能夠在家裏
[00:05:12.400 --> 00:05:13.400]  不斷生小孩
[00:05:13.400 --> 00:05:14.400]  傳宗接代
[00:05:14.400 --> 00:05:16.400]  所以在當時
[00:05:16.400 --> 00:05:18.400]  女人生小孩
[00:05:18.400 --> 00:05:21.400]  很多是生八個九個
[00:05:21.400 --> 00:05:23.400]  我自己奶奶也是生九個
[00:05:23.400 --> 00:05:27.400]  結婚沒有什麼保障
[00:05:27.400 --> 00:05:30.400]  男人喜歡又多接一個妾侍回來
[00:05:30.400 --> 00:05:33.400]  他們有的婚書
[00:05:33.400 --> 00:05:35.400]  在書局買
[00:05:35.400 --> 00:05:36.400]  寫就可以了
[00:05:36.400 --> 00:05:38.400]  沒有法律保障
[00:05:38.400 --> 00:05:41.400]  女人就算出來工作也好
[00:05:41.400 --> 00:05:44.400]  好像做到公務員一樣
[00:05:44.400 --> 00:05:47.400]  都是沒有同工同酬
[00:05:47.400 --> 00:05:48.400]  還要說到
[00:05:48.400 --> 00:05:51.400]  如果你是女的公務員
[00:05:51.400 --> 00:05:52.400]  結了婚
[00:05:52.400 --> 00:05:54.400]  因為你的生活有保障
[00:05:54.400 --> 00:05:57.400]  你有的福利就要減低
[00:05:57.400 --> 00:05:58.400]  很誇張
[00:05:58.400 --> 00:06:00.400]  現在看起來覺得很誇張
[00:06:00.400 --> 00:06:02.400]  但是很感謝神
[00:06:02.400 --> 00:06:05.400]  有很多當時有體見的女性出來
[00:06:05.400 --> 00:06:07.400]  發聲爭取
[00:06:07.400 --> 00:06:10.400]  然後到現在我們生活的世界
[00:06:10.400 --> 00:06:14.400]  香港已經是很不同了
[00:06:14.400 --> 00:06:18.400]  我是從幼稚園開始
[00:06:18.400 --> 00:06:21.400]  在天主教背景的學校受教育
[00:06:21.400 --> 00:06:23.400]  到中學畢業
[00:06:23.400 --> 00:06:26.400]  就在浸信會的教會
[00:06:26.400 --> 00:06:29.400]  去信耶穌和受洗
[00:06:29.400 --> 00:06:32.400]  所以我一直都在基督教
[00:06:32.400 --> 00:06:36.400]  天主教的背景來成長
[00:06:36.400 --> 00:06:38.400]  我成長的教會
[00:06:38.400 --> 00:06:42.400]  也是一間比較主張神主文字
[00:06:42.400 --> 00:06:45.400]  採取會眾制運作的
[00:06:45.400 --> 00:06:47.400]  一間這樣的教會
[00:06:47.400 --> 00:06:49.400]  所以我們成為會眾
[00:06:49.400 --> 00:06:53.400]  可以有很多機會參與議事
[00:06:53.400 --> 00:06:55.400]  因為每個月都會有
[00:06:55.400 --> 00:06:59.400]  月會就著教會發生的事情
[00:06:59.400 --> 00:07:01.400]  可以來商討
[00:07:01.400 --> 00:07:05.400]  而且教會也很贊同信徒皆濟私
[00:07:05.400 --> 00:07:07.400]  所以全民皆兵
[00:07:07.400 --> 00:07:11.400]  只要你願意有恩慈
[00:07:11.400 --> 00:07:14.400]  就可以參與不同的服事
[00:07:14.400 --> 00:07:17.400]  教會也提供很多訓練
[00:07:17.400 --> 00:07:20.400]  我在這樣的環境裡成長
[00:07:20.400 --> 00:07:23.400]  教會裡無論童工
[00:07:23.400 --> 00:07:27.400]  執事會或者部門團契主日學
[00:07:27.400 --> 00:07:30.400]  男女服事的比例都是很平均的
[00:07:30.400 --> 00:07:36.400]  所以我不太覺得男女有差異
[00:07:36.400 --> 00:07:38.400]  直到什麼時候知道呢?
[00:07:38.400 --> 00:07:39.400]  直到十幾年前
[00:07:39.400 --> 00:07:41.400]  我有一段長時間
[00:07:41.400 --> 00:07:43.400]  有九年在加拿大生活
[00:07:43.400 --> 00:07:45.400]  在北美的環境
[00:07:45.400 --> 00:07:50.400]  原本我以為西方世界應該很文明
[00:07:50.400 --> 00:07:52.400]  男女應該很平等
[00:07:52.400 --> 00:07:55.400]  誰知道原來在白人的世界
[00:07:55.400 --> 00:07:57.400]  他們的社會裡
[00:07:57.400 --> 00:07:59.400]  性別和種族
[00:07:59.400 --> 00:08:03.400]  是真的有一些不同的對待
[00:08:03.400 --> 00:08:04.400]  有些行業
[00:08:04.400 --> 00:08:07.400]  如果不是政府來立法
[00:08:07.400 --> 00:08:10.400]  為女人定一些的比率
[00:08:10.400 --> 00:08:13.400]  女人根本是不能入行的
[00:08:13.400 --> 00:08:16.400]  身為外國人
[00:08:16.400 --> 00:08:19.400]  和白人在很多的相處裡
[00:08:19.400 --> 00:08:21.400]  都是有一些不同
[00:08:21.400 --> 00:08:24.400]  我在那幾年裡
[00:08:24.400 --> 00:08:28.400]  很發現原來我是女人
[00:08:28.400 --> 00:08:34.400]  在比對裡
[00:08:34.400 --> 00:08:36.400]  別人會告訴你
[00:08:36.400 --> 00:08:38.400]  你是像一點
[00:08:38.400 --> 00:08:40.400]  你是差一點
[00:08:40.400 --> 00:08:43.400]  甚至在教會的服務裡
[00:08:43.400 --> 00:08:46.400]  加拿大的教會
[00:08:46.400 --> 00:08:49.400]  比香港的教會再遲一點起步
[00:08:49.400 --> 00:08:50.400]  比較古舊
[00:08:50.400 --> 00:08:52.400]  都是男人做帶領
[00:08:52.400 --> 00:08:55.400]  女人可以參與的範圍很少
[00:08:55.400 --> 00:08:57.400]  在那些年間
[00:08:57.400 --> 00:08:59.400]  又因為我是浸信會背景
[00:08:59.400 --> 00:09:01.400]  很喜歡表達
[00:09:01.400 --> 00:09:04.400]  曾經被人訓過
[00:09:04.400 --> 00:09:07.400]  你不要以為這間是浸信會
[00:09:07.400 --> 00:09:10.400]  不用說那麼多
[00:09:10.400 --> 00:09:12.400]  女人是先犯罪的
[00:09:12.400 --> 00:09:14.400]  所以你要安靜
[00:09:14.400 --> 00:09:16.400]  沉著渴度
[00:09:16.400 --> 00:09:18.400]  不要在這裡吵吵鬧鬧
[00:09:18.400 --> 00:09:20.400]  要信服
[00:09:20.400 --> 00:09:25.400]  這樣的聖經教導壓下來
[00:09:25.400 --> 00:09:26.400]  其實都很難受
[00:09:26.400 --> 00:09:28.400]  不過在那幾年間
[00:09:28.400 --> 00:09:30.400]  我又學會一件事
[00:09:30.400 --> 00:09:34.400]  可以不用每件事都用嘴巴直接說
[00:09:34.400 --> 00:09:36.400]  我可以跟天父說
[00:09:36.400 --> 00:09:39.400]  然後我可以出上帝
[00:09:39.400 --> 00:09:42.400]  然後我可以看到上帝怎樣做事
[00:09:42.400 --> 00:09:45.400]  這些操練某程度對我
[00:09:45.400 --> 00:09:47.400]  神學畢業之後
[00:09:47.400 --> 00:09:50.400]  來到播道會服事
[00:09:50.400 --> 00:09:53.400]  其實是非常有幫助的
[00:09:53.400 --> 00:09:59.400]  播道會在明年已經是來華130年了
[00:09:59.400 --> 00:10:03.400]  由去年開始
[00:10:03.400 --> 00:10:06.400]  才第一次接納女童宮
[00:10:06.400 --> 00:10:08.400]  按納成為女牧師
[00:10:08.400 --> 00:10:09.400]  到今年
[00:10:09.400 --> 00:10:13.400]  只有兩位女童宮來按納
[00:10:13.400 --> 00:10:16.400]  就算宗派那麼古舊
[00:10:16.400 --> 00:10:19.400]  但是你身處我們的堂會
[00:10:19.400 --> 00:10:21.400]  可能你也不發覺
[00:10:21.400 --> 00:10:25.400]  這裡是男尊女卑
[00:10:25.400 --> 00:10:28.400]  因為我們也提供很多機會
[00:10:28.400 --> 00:10:31.400]  讓姐妹們能夠參與服事
[00:10:31.400 --> 00:10:35.400]  所以今天要看性別公義的時候
[00:10:35.400 --> 00:10:40.400]  我發覺一定要回到聖經的原初
[00:10:40.400 --> 00:10:44.400]  看看上帝做男做女的過程裡
[00:10:44.400 --> 00:10:48.400]  我們會否有一些內容、教導錯失了
[00:10:48.400 --> 00:10:53.400]  以致在男女的相處和彼此的配搭上
[00:10:53.400 --> 00:10:57.400]  我們能夠有更多的學習和改善
[00:10:57.400 --> 00:11:01.400]  所以我們會先從《創世紀》頭三章
[00:11:01.400 --> 00:11:06.400]  重溫一些很熟悉的內容
[00:11:06.400 --> 00:11:09.400]  然後又看看在我們日常生活裡
[00:11:09.400 --> 00:11:14.400]  哪些地方我們需要有些反省和改變
[00:11:14.400 --> 00:11:19.400]  第一段看的經文是《創世紀》一章26到27節
[00:11:19.400 --> 00:11:22.400]  這裡我們應該很熟習
[00:11:22.400 --> 00:11:24.400]  聖經很清楚告訴我們
[00:11:24.400 --> 00:11:30.400]  男女都是按著神的形象、樣式來做
[00:11:30.400 --> 00:11:34.400]  告訴我們無論我們是男人還是女人
[00:11:34.400 --> 00:11:38.400]  我們的身份非常獨特而且尊貴
[00:11:38.400 --> 00:11:41.400]  和神可以有直接的關係
[00:11:41.400 --> 00:11:44.400]  而且經文告訴我們
[00:11:44.400 --> 00:11:49.400]  男和女是一同被分派去管理萬物
[00:11:49.400 --> 00:11:51.400]  要這樣強調
[00:11:51.400 --> 00:11:54.400]  是因為我發覺有些時候我們以為
[00:11:54.400 --> 00:12:00.400]  做管理的這個命令只給男人
[00:12:00.400 --> 00:12:04.400]  女人就可以當不關我們事
[00:12:04.400 --> 00:12:06.400]  男人你做吧
[00:12:06.400 --> 00:12:08.400]  但是原來聖經是告訴我們
[00:12:08.400 --> 00:12:14.400]  管理大地萬物的責任是男女都有份
[00:12:14.400 --> 00:12:19.400]  好了 去到第二章18到25節
[00:12:19.400 --> 00:12:23.400]  這個也是我們很熟習的經文
[00:12:23.400 --> 00:12:26.400]  18節聖經這樣說
[00:12:26.400 --> 00:12:28.400]  神說那人獨居不好
[00:12:28.400 --> 00:12:32.400]  我要為他做一個配偶幫助他
[00:12:32.400 --> 00:12:36.400]  這裡就是當上帝做了阿當之後
[00:12:36.400 --> 00:12:39.400]  然後發覺他一個人離群獨處
[00:12:39.400 --> 00:12:42.400]  好像不太妥當
[00:12:42.400 --> 00:12:45.400]  英文就說Not good to be alone
[00:12:45.400 --> 00:12:51.400]  神就說我要為他做一個配偶來幫助他
[00:12:51.400 --> 00:12:57.400]  英文是說神要Make a helper suitable for him
[00:12:57.400 --> 00:13:02.400]  生活在香港我不知道你聽到helper
[00:13:02.400 --> 00:13:03.400]  你會怎樣形容
[00:13:03.400 --> 00:13:06.400]  你會當那個是一個什麼的角色
[00:13:06.400 --> 00:13:10.400]  我們就可能當domestic helper工人
[00:13:10.400 --> 00:13:14.400]  工人姐姐那樣做其他的事
[00:13:14.400 --> 00:13:17.400]  但是原來聖經不是這樣說
[00:13:17.400 --> 00:13:23.400]  這個helper的原文字在聖經出現了19次
[00:13:23.400 --> 00:13:28.400]  12次是形容幫助人的耶和華
[00:13:28.400 --> 00:13:34.400]  而有6次是作為君王 王子 軍隊的解釋
[00:13:34.400 --> 00:13:37.400]  也是有救兵的意思
[00:13:37.400 --> 00:13:45.400]  即是說神是很想為這個男人去做一個識切他
[00:13:45.400 --> 00:13:48.400]  並且能夠幫助他的人
[00:13:48.400 --> 00:13:50.400]  而這個人是有能力
[00:13:50.400 --> 00:13:54.400]  也是能夠輔助建立他
[00:13:54.400 --> 00:14:01.400]  所以很多人也是用這一句來說
[00:14:01.400 --> 00:14:04.400]  所以人就一定要結婚
[00:14:04.400 --> 00:14:08.400]  結婚也是上帝所設立的
[00:14:08.400 --> 00:14:12.400]  不過其實我們每個人都是單身來到人世間
[00:14:12.400 --> 00:14:16.400]  所以學習處好單身也是需要的
[00:14:16.400 --> 00:14:20.400]  問題是在於如果我們單身的時候
[00:14:20.400 --> 00:14:22.400]  是離群獨處
[00:14:22.400 --> 00:14:24.400]  身邊一個人都沒有
[00:14:24.400 --> 00:14:27.400]  那個就是一個非常嚴峻的問題
[00:14:27.400 --> 00:14:30.400]  所以學會跟人交往
[00:14:30.400 --> 00:14:34.400]  學會男和女的相處都非常重要
[00:14:34.400 --> 00:14:38.400]  好了 耶和華見到阿當孤孤獨獨
[00:14:38.400 --> 00:14:45.400]  所以他在19節將他所做的野地各樣的走獸
[00:14:45.400 --> 00:14:49.400]  飛鳥和各樣的活物帶到阿當面前
[00:14:49.400 --> 00:14:52.400]  看看他怎樣為他們改名
[00:14:52.400 --> 00:14:57.400]  還有會不會找到一個他認為合適的配偶
[00:14:57.400 --> 00:15:02.400]  結果那人沒有遇見配偶幫助他
[00:15:02.400 --> 00:15:04.400]  其實也很奇怪
[00:15:04.400 --> 00:15:08.400]  神將管理萬物的工作交了給阿當
[00:15:08.400 --> 00:15:11.400]  叫他找一個能夠幫助他的
[00:15:11.400 --> 00:15:14.400]  來跟他一起做管理
[00:15:14.400 --> 00:15:20.400]  照計如果他只想找一個可以做事務的話
[00:15:20.400 --> 00:15:23.400]  找一隻牛就可以耕田
[00:15:23.400 --> 00:15:27.400]  但是上帝將所有動物擠到他面前的時候
[00:15:27.400 --> 00:15:29.400]  他都覺得不合適
[00:15:29.400 --> 00:15:32.400]  所以就會知道
[00:15:32.400 --> 00:15:37.400]  人所尋找的不是一個只是功能性的伴侶
[00:15:37.400 --> 00:15:40.400]  是一個跟他相配
[00:15:40.400 --> 00:15:44.400]  是能夠彼此建立的對方
[00:15:44.400 --> 00:15:49.400]  21節 於是耶和華就用方法
[00:15:49.400 --> 00:15:52.400]  叫阿當來尋睡
[00:15:52.400 --> 00:15:55.400]  21節 耶和華神使他尋睡
[00:15:55.400 --> 00:15:57.400]  他就睡了
[00:15:57.400 --> 00:16:00.400]  於是取下他的一條肋骨
[00:16:00.400 --> 00:16:02.400]  由肉合起來
[00:16:02.400 --> 00:16:05.400]  耶和華神就用那人身上所取的肋骨
[00:16:05.400 --> 00:16:07.400]  造成一個女人
[00:16:07.400 --> 00:16:09.400]  令他到那人面前
[00:16:09.400 --> 00:16:13.400]  那人說 這是我骨中的骨 肉中的肉
[00:16:13.400 --> 00:16:15.400]  可以稱她為女人
[00:16:15.400 --> 00:16:19.400]  因為她是從男人身上取出來的
[00:16:19.400 --> 00:16:22.400]  很有趣的 在這個段落裡面
[00:16:22.400 --> 00:16:24.400]  神是說到
[00:16:24.400 --> 00:16:27.400]  在做女人的事情上
[00:16:27.400 --> 00:16:30.400]  男人其實沒有貢獻
[00:16:30.400 --> 00:16:32.400]  因為他睡了
[00:16:32.400 --> 00:16:36.400]  神是自己將女人造成的
[00:16:36.400 --> 00:16:40.400]  他是在男人的肋骨那裡
[00:16:40.400 --> 00:16:42.400]  拿了他出來
[00:16:42.400 --> 00:16:44.400]  然後將他造成女人
[00:16:44.400 --> 00:16:47.400]  肋骨這個字在舊約的原文
[00:16:47.400 --> 00:16:50.400]  不是出現了很多次
[00:16:50.400 --> 00:16:54.400]  在《出拉及》的20章
[00:16:54.400 --> 00:16:58.400]  他有說到這個字是用來形容
[00:16:58.400 --> 00:17:01.400]  約櫃旁邊的位置
[00:17:01.400 --> 00:17:03.400]  即是說
[00:17:03.400 --> 00:17:10.400]  肋骨是跟男人地位等同的
[00:17:10.400 --> 00:17:12.400]  一個這樣的材料來做到
[00:17:12.400 --> 00:17:14.400]  所以女人的被造
[00:17:14.400 --> 00:17:18.400]  跟男人有同等的位置
[00:17:18.400 --> 00:17:23.400]  當見到這個女人之後
[00:17:23.400 --> 00:17:27.400]  他形容她為骨中的骨 肉中的肉
[00:17:27.400 --> 00:17:28.400]  為什麼?
[00:17:28.400 --> 00:17:31.400]  因為是從她的肋骨裡拿出來
[00:17:31.400 --> 00:17:33.400]  是至親的骨肉
[00:17:33.400 --> 00:17:35.400]  是同盟的戰友
[00:17:35.400 --> 00:17:42.400]  他也看她為一個相配的幫手
[00:17:42.400 --> 00:17:46.400]  不知道你讀到這個經文的時候
[00:17:46.400 --> 00:17:48.400]  在座的男人
[00:17:48.400 --> 00:17:52.400]  你是怎麼看待女人的呢?
[00:17:52.400 --> 00:17:55.400]  女人你又怎麼看待自己
[00:17:55.400 --> 00:18:00.400]  還有怎麼看待男人呢?
[00:18:00.400 --> 00:18:03.400]  聖經在當時的教導
[00:18:03.400 --> 00:18:07.400]  其實跟近東的實際情況
[00:18:07.400 --> 00:18:10.400]  真的有一個很明顯的差異
[00:18:10.400 --> 00:18:12.400]  如果我們有看聖經
[00:18:12.400 --> 00:18:13.400]  我們都會知道
[00:18:13.400 --> 00:18:15.400]  在先祖的時代
[00:18:15.400 --> 00:18:17.400]  甚至我們現在的世界
[00:18:17.400 --> 00:18:21.400]  男尊女卑是一個事實
[00:18:21.400 --> 00:18:24.400]  但是在創世紀神的創造裡面
[00:18:24.400 --> 00:18:27.400]  他將女人真正的位置
[00:18:27.400 --> 00:18:29.400]  告訴了我們
[00:18:29.400 --> 00:18:31.400]  她是與男人同等
[00:18:31.400 --> 00:18:36.400]  而且彼此是一個相配的幫手
[00:18:36.400 --> 00:18:39.400]  是骨中的骨 是肉中的肉
[00:18:39.400 --> 00:18:41.400]  是同盟的戰友
[00:18:41.400 --> 00:18:44.400]  而且是能夠並肩作戰的
[00:18:44.400 --> 00:18:46.400]  好了 到二十四節
[00:18:46.400 --> 00:18:50.400]  因此人要離開父母
[00:18:50.400 --> 00:18:52.400]  與妻子聯合
[00:18:52.400 --> 00:18:53.400]  二人成為一體
[00:18:53.400 --> 00:18:56.400]  當時夫婦二人赤身露體
[00:18:56.400 --> 00:18:57.400]  並不羞恥
[00:18:57.400 --> 00:19:00.400]  我們也將這個段落定為
[00:19:00.400 --> 00:19:05.400]  婚姻是由神設立的一個根據
[00:19:05.400 --> 00:19:08.400]  兩個獨立的人
[00:19:08.400 --> 00:19:11.400]  因著離開父母
[00:19:11.400 --> 00:19:14.400]  然後彼此聯合成為一體
[00:19:14.400 --> 00:19:17.400]  過程不算很容易
[00:19:17.400 --> 00:19:20.400]  而且我看到這裡有些很特別的
[00:19:20.400 --> 00:19:22.400]  他說人要離開父母
[00:19:22.400 --> 00:19:24.400]  與妻子聯合
[00:19:24.400 --> 00:19:26.400]  那是誰要離開呢?
[00:19:26.400 --> 00:19:28.400]  男人
[00:19:28.400 --> 00:19:31.400]  但是我們現在的練習是怎樣的?
[00:19:31.400 --> 00:19:34.400]  我們是女人嫁了出去離開家裡
[00:19:34.400 --> 00:19:36.400]  然後加入夫家
[00:19:36.400 --> 00:19:38.400]  其實離開父母
[00:19:38.400 --> 00:19:41.400]  無論男女都應該
[00:19:41.400 --> 00:19:44.400]  應該的意思不是身體的離開
[00:19:44.400 --> 00:19:46.400]  而是在心態上
[00:19:46.400 --> 00:19:49.400]  我們都是一個獨立的個體
[00:19:49.400 --> 00:19:51.400]  在婚姻裡
[00:19:51.400 --> 00:19:54.400]  應該在彼此的生命裡
[00:19:54.400 --> 00:19:58.400]  在生命裡互相都有對方
[00:19:58.400 --> 00:20:01.400]  而且成為一體
[00:20:01.400 --> 00:20:04.400]  所以為什麼聖經這麼反對離婚
[00:20:04.400 --> 00:20:06.400]  因為離婚就是成為一體之後
[00:20:06.400 --> 00:20:07.400]  你要再分開
[00:20:07.400 --> 00:20:09.400]  那個就是肢解
[00:20:09.400 --> 00:20:12.400]  是一個非常大的傷痛
[00:20:12.400 --> 00:20:15.400]  神起創造的時候
[00:20:15.400 --> 00:20:18.400]  原來有這麼完美的意思
[00:20:18.400 --> 00:20:20.400]  男女配搭
[00:20:20.400 --> 00:20:23.400]  可以成為一體
[00:20:23.400 --> 00:20:26.400]  當時夫婦二人赤身露體
[00:20:26.400 --> 00:20:28.400]  並不羞恥
[00:20:28.400 --> 00:20:30.400]  彼此能夠很坦然
[00:20:30.400 --> 00:20:34.400]  彼此認識
[00:20:34.400 --> 00:20:37.400]  有些人常常說
[00:20:37.400 --> 00:20:41.400]  男人被造之先
[00:20:41.400 --> 00:20:42.400]  然後才做女人
[00:20:42.400 --> 00:20:46.400]  所以就將男女分高低
[00:20:46.400 --> 00:20:49.400]  分主和婦
[00:20:49.400 --> 00:20:52.400]  其實如果你了解這段經文的時候
[00:20:52.400 --> 00:20:54.400]  你就會知道
[00:20:54.400 --> 00:20:57.400]  其實男女的分別真的不是這樣
[00:20:57.400 --> 00:21:00.400]  到了創世紀的第三節
[00:21:00.400 --> 00:21:02.400]  就說到人犯罪的後果
[00:21:02.400 --> 00:21:06.400]  差不多是墜入世界之後
[00:21:06.400 --> 00:21:12.400]  男女所面對的困境和一些情況
[00:21:12.400 --> 00:21:15.400]  十六節的開始
[00:21:15.400 --> 00:21:20.400]  女人和阿當已經吃了分辨善惡術的果
[00:21:20.400 --> 00:21:22.400]  然後導致的結果
[00:21:22.400 --> 00:21:24.400]  神對女人這樣說
[00:21:24.400 --> 00:21:27.400]  我必多多加增你懷胎的苦楚
[00:21:27.400 --> 00:21:29.400]  你生產兒女
[00:21:29.400 --> 00:21:31.400]  必多受苦楚
[00:21:31.400 --> 00:21:33.400]  你必戀慕你的丈夫
[00:21:33.400 --> 00:21:36.400]  你的丈夫必管轄你
[00:21:36.400 --> 00:21:39.400]  像不像現在人世間的狀況
[00:21:39.400 --> 00:21:40.400]  就是很多時候
