
[00:00:00.000 --> 00:00:02.200]  這實在是神的榮耀
[00:02:18.400 --> 00:02:19.000]  所以呢
[00:02:19.000 --> 00:02:22.800]  這裏邊其中有很重要的魔鬼的作爲
[00:02:22.800 --> 00:02:24.800]  因爲聖經告訴我們說
[00:02:24.800 --> 00:02:27.400]  魔鬼知道自己時候不多
[00:02:27.400 --> 00:02:30.000]  就氣憤憤下到我們這裏來
[00:02:30.000 --> 00:02:32.000]  無所不用其極
[00:02:32.000 --> 00:02:36.200]  這個氣憤憤就是無所不用其極的意思
[00:02:36.200 --> 00:02:37.800]  其中一個含義呢
[00:02:37.800 --> 00:02:40.800]  就是用毒品來殘害人的生命
[00:02:40.800 --> 00:02:41.800]  今天呢
[00:02:41.800 --> 00:02:44.200]  吸毒的人越來越年輕了
[00:02:44.200 --> 00:02:46.000]  在我們臺灣的陳希惠
[00:02:46.000 --> 00:02:48.200]  最年輕的九歲就吸毒了
[00:02:48.200 --> 00:02:50.000]  十一歲就跑來戒毒
[00:02:50.000 --> 00:02:51.000]  問他好不好吸
[00:02:51.000 --> 00:02:52.600]  他還說很好吸
[00:02:52.600 --> 00:02:56.400]  那所以呢非常的無知非常的可憐
[00:02:56.400 --> 00:02:59.000]  那麼在這一種的情況之下呢
[00:02:59.000 --> 00:03:02.000]  我生不如死
[00:03:02.000 --> 00:03:04.400]  我的父親把我趕出家門
[00:03:04.400 --> 00:03:07.400]  他說我們劉家沒有這種孩子
[00:03:07.400 --> 00:03:10.200]  他就跟我登報脫離父子關係
[00:03:10.200 --> 00:03:12.200]  因爲他也非常的痛苦
[00:03:12.200 --> 00:03:15.400]  警察也來找黑社會的人也來找
[00:03:15.400 --> 00:03:17.400]  我的母親就更加痛苦
[00:03:17.400 --> 00:03:20.200]  因爲我的母親呢是一位傳道人
[00:03:20.200 --> 00:03:21.400]  有人說哇
[00:03:21.400 --> 00:03:23.600]  傳道人的兒子都吸毒嗎
[00:03:23.600 --> 00:03:27.000]  那就說明了信仰是不可以遺傳的
[00:03:27.000 --> 00:03:29.200]  不管你的爸爸媽媽是誰
[00:03:29.200 --> 00:03:31.200]  是直式長老牧師
[00:03:31.200 --> 00:03:35.400]  信仰一定是你個人親身領受
[00:03:35.400 --> 00:03:39.800]  接受耶穌基督的救恩
[00:03:39.800 --> 00:03:43.200]  所以母親呢在她一生中非常的痛苦
[00:03:43.200 --> 00:03:45.600]  有一個吸毒的兒子
[00:03:45.600 --> 00:03:47.200]  尤其傳道的時候
[00:03:47.200 --> 00:03:49.600]  被人家在背後指着來罵
[00:03:49.600 --> 00:03:52.800]  嚎叫是請你不要再向我們傳耶穌了
[00:03:52.800 --> 00:03:54.400]  如果你真的要傳的話
[00:03:54.400 --> 00:03:56.800]  先向你那個吸毒的兒子傳吧
[00:03:56.800 --> 00:03:58.000]  所以她非常的痛苦
[00:03:58.000 --> 00:03:59.000]  有一天呢
[00:03:59.000 --> 00:04:01.600]  她從外面回到家門的時候
[00:04:01.600 --> 00:04:02.800]  一進門口
[00:04:02.800 --> 00:04:04.600]  撲通就跪在地上說
[00:04:04.600 --> 00:04:08.200]  孩子媽媽求求你不要再去吸毒
[00:04:08.200 --> 00:04:11.400]  因爲你一個人吸毒我們全家都痛苦
[00:04:11.400 --> 00:04:13.600]  我雖然出來混黑社會
[00:04:13.600 --> 00:04:16.600]  我雖然吸毒賣血吸毒
[00:04:16.600 --> 00:04:18.200]  看起來是非常兇狠
[00:04:18.200 --> 00:04:22.000]  我的心是很想孝順我的父母的
[00:04:22.000 --> 00:04:24.800]  奈何毒癮發作了沒有辦法
[00:04:24.800 --> 00:04:26.600]  沒有毒品我會死嘛
[00:04:26.600 --> 00:04:28.800]  所以當我的母親跪在地上的時候
[00:04:28.800 --> 00:04:30.200]  我也跪在地上
[00:04:30.200 --> 00:04:31.600]  我就對我的母親說
[00:04:31.600 --> 00:04:33.600]  媽媽請你相信我
[00:04:33.600 --> 00:04:35.800]  我真的不想再去吸毒
[00:04:35.800 --> 00:04:37.800]  可是奈何我毒癮發作
[00:04:37.800 --> 00:04:40.000]  上吐下瀉忽冷忽熱
[00:04:40.000 --> 00:04:41.200]  起雞皮疙瘩
[00:04:41.200 --> 00:04:44.200]  內心裏面好像幾千根針在戳
[00:04:44.200 --> 00:04:45.800]  幾千只螞蟻在咬
[00:04:45.800 --> 00:04:48.600]  骨頭痠痛到一個地步是要爆裂
[00:04:48.600 --> 00:04:52.400]  所以那種痛苦幾乎是要死
[00:04:52.400 --> 00:04:54.800]  所以到最後我連媽媽都不要
[00:04:54.800 --> 00:04:56.200]  那個是最毒的
[00:04:56.200 --> 00:04:57.800]  一個吸毒的人
[00:04:57.800 --> 00:04:59.600]  是不要爸爸不要媽媽的
[00:04:59.600 --> 00:05:02.000]  那是魔鬼的作爲不要教的
[00:05:02.000 --> 00:05:04.200]  結果我掉頭就跑去吸毒
[00:05:04.200 --> 00:05:06.200]  我的母親叫我我都不理
[00:05:06.200 --> 00:05:09.800]  沒有辦法去顧戀母親自己都快要死掉了
[00:05:09.800 --> 00:05:12.600]  就在這種惡性的循環之下
[00:05:12.600 --> 00:05:15.000]  有一天我覺得太痛苦
[00:05:15.000 --> 00:05:16.200]  害人害己
[00:05:16.200 --> 00:05:17.600]  我就想自殺
[00:05:17.600 --> 00:05:19.100]  我自殺的方法
[00:05:19.100 --> 00:05:21.200]  就是吸很多的毒癮給他
[00:05:21.200 --> 00:05:23.800]  忙害害害到一個地步
[00:05:23.800 --> 00:05:25.200]  死掉就好
[00:05:25.200 --> 00:05:28.400]  我自己發明一個名字叫安樂場
[00:05:28.400 --> 00:05:30.600]  因爲我看見很多的人
[00:05:30.600 --> 00:05:32.000]  吸了毒之後
[00:05:32.000 --> 00:05:34.800]  迷迷糊糊的在酒樓倒下來
[00:05:34.800 --> 00:05:36.100]  窄枝短腳
[00:05:36.100 --> 00:05:37.600]  頭顱都爆掉
[00:05:37.600 --> 00:05:38.800]  死掉了還好
[00:05:38.800 --> 00:05:40.400]  不死了很慘
[00:05:40.400 --> 00:05:41.700]  所以我不想這個樣子
[00:05:41.700 --> 00:05:43.000]  所以那天晚上我就說
[00:05:43.000 --> 00:05:46.000]  吸啊吸啊給他嗨嗨嗨的不要醒來了
[00:05:46.000 --> 00:05:47.800]  就這麼死掉就算了
[00:05:47.800 --> 00:05:49.100]  結果那天晚上
[00:05:49.100 --> 00:05:50.600]  吸了很多的毒癮
[00:05:50.600 --> 00:05:52.200]  又嗨不起來
[00:05:52.200 --> 00:05:53.500]  我就加酒
[00:05:53.500 --> 00:05:55.800]  結果從四樓滾下來
[00:05:55.800 --> 00:05:56.700]  所以呢
[00:05:56.700 --> 00:05:58.100]  你如果近看
[00:05:58.100 --> 00:06:00.300]  我的兩個眼角旁邊這邊是
[00:06:00.300 --> 00:06:01.900]  眼骨都掀開了
[00:06:01.900 --> 00:06:03.700]  眼骨都爆裂
[00:06:03.700 --> 00:06:05.200]  牙
[00:06:05.200 --> 00:06:06.100]  牙
[00:06:06.100 --> 00:06:08.600]  這裏的牙牀這邊也爆裂了
[00:06:08.600 --> 00:06:10.600]  整個牙牀都歪掉
[00:06:10.600 --> 00:06:12.700]  所以當我在醫院一醒來一看的時候
[00:06:12.700 --> 00:06:15.000]  整個臉好像鬼一樣
[00:06:15.000 --> 00:06:16.400]  我就做了一個決定
[00:06:16.400 --> 00:06:18.300]  從此不再戒毒
[00:06:18.300 --> 00:06:19.000]  爲什麼呢
[00:06:19.000 --> 00:06:20.500]  因爲戒不掉了
[00:06:20.500 --> 00:06:22.000]  太痛苦
[00:06:22.000 --> 00:06:23.600]  我就想吸到死
[00:06:23.600 --> 00:06:25.300]  或者是被人打到死
[00:06:25.300 --> 00:06:26.700]  我打別人打到死
[00:06:26.700 --> 00:06:28.400]  或者坐牢坐到死
[00:06:28.400 --> 00:06:30.200]  死路一條
[00:06:30.200 --> 00:06:32.300]  直到有一天晚上
[00:06:32.300 --> 00:06:34.500]  我在販賣毒品
[00:06:34.500 --> 00:06:36.600]  突然間有人來敲門
[00:06:36.600 --> 00:06:38.000]  我一打開門
[00:06:38.000 --> 00:06:39.700]  三個人衝進來
[00:06:39.700 --> 00:06:42.000]  兩把刀子架到我的頸子上
[00:06:42.000 --> 00:06:44.000]  把我叫到半山上去
[00:06:44.000 --> 00:06:45.100]  那個時候是在香港
[00:06:45.100 --> 00:06:47.100]  一個叫猶塘灣的山地
[00:06:47.100 --> 00:06:50.000]  四十多年前那個山上是個荒山野嶺
[00:06:50.000 --> 00:06:52.500]  殺一個人好像殺一條狗一樣
[00:06:52.500 --> 00:06:55.800]  在我們黑社會出來混的時候
[00:06:55.800 --> 00:06:58.400]  很多的做法就是把你打暈了
[00:06:58.400 --> 00:07:00.700]  用榔頭敲暈了之後
[00:07:00.700 --> 00:07:02.600]  用麻包袋一捆
[00:07:02.600 --> 00:07:04.600]  擋一個大石頭
[00:07:04.600 --> 00:07:05.400]  丟到大海
[00:07:05.400 --> 00:07:07.600]  這個叫石城大海
[00:07:07.600 --> 00:07:09.700]  另外一個就是挖一個洞
[00:07:09.700 --> 00:07:12.400]  把那個麻包袋一丟 丟到那個洞裏面
[00:07:12.400 --> 00:07:14.400]  連屍體都找不到
[00:07:14.400 --> 00:07:16.700]  所以當時我非常的害怕
[00:07:16.700 --> 00:07:20.400]  這個不是香港的電影影片古畫宅
[00:07:20.400 --> 00:07:21.600]  那不是電影影片
[00:07:21.600 --> 00:07:23.400]  那是真實的故事
[00:07:23.400 --> 00:07:25.700]  當時我非常的害怕
[00:07:25.700 --> 00:07:28.200]  害怕到一個地步
[00:07:28.200 --> 00:07:29.600]  我就求死
[00:07:29.600 --> 00:07:31.600]  我說今天晚上乾脆
[00:07:31.600 --> 00:07:33.100]  你們就讓我死了算了
[00:07:33.100 --> 00:07:34.300]  不要這樣子折磨我
[00:07:34.300 --> 00:07:35.600]  爲什麼呢
[00:07:35.600 --> 00:07:37.800]  因爲那個黑社會打鬥嘛
[00:07:37.800 --> 00:07:39.600]  爭地盤嘛
[00:07:39.600 --> 00:07:41.000]  爭地盤在打鬥
[00:07:41.000 --> 00:07:42.300]  我被這樣子綁架
[00:07:42.300 --> 00:07:44.600]  他非要我把我老大的電話告訴他們
[00:07:44.600 --> 00:07:45.600]  我心裏邊想
[00:07:45.600 --> 00:07:47.100]  我是受過流氓教育的
[00:07:47.100 --> 00:07:49.100]  怎麼可能出賣我的老大呢
[00:07:49.100 --> 00:07:50.300]  流氓教育是什麼
[00:07:50.300 --> 00:07:51.900]  那就是要夠義氣啊
[00:07:51.900 --> 00:07:53.600]  不要出賣 不要撂白啊
[00:07:53.600 --> 00:07:54.200]  是吧
[00:07:54.200 --> 00:07:55.400]  所以我死都不肯講
[00:07:55.400 --> 00:07:57.600]  講了我也會被他們打
[00:07:57.600 --> 00:07:59.000]  所以就在那種情形之下
[00:07:59.000 --> 00:08:00.900]  他們嚴刑拷打
[00:08:00.900 --> 00:08:04.100]  打到最後
[00:08:04.100 --> 00:08:06.200]  他們把我壓到那個地上
[00:08:06.200 --> 00:08:07.300]  用那個榔頭打
[00:08:07.300 --> 00:08:09.400]  打到我肋骨斷了五根
[00:08:09.400 --> 00:08:11.500]  我爲什麼這麼清楚呢
[00:08:11.500 --> 00:08:14.100]  三十五年前我結婚十天
[00:08:14.100 --> 00:08:16.200]  從香港到臺灣去宣教
[00:08:16.200 --> 00:08:17.800]  成立臺灣陳希會
[00:08:17.800 --> 00:08:19.200]  第一件事情我就
[00:08:19.200 --> 00:08:21.000]  到臺北的中山醫院
[00:08:21.000 --> 00:08:22.500]  去照X光
[00:08:22.500 --> 00:08:24.000]  那個醫生就指給我看說
[00:08:24.000 --> 00:08:24.700]  你看
[00:08:24.700 --> 00:08:27.700]  你的肋骨斷了一二三四五
[00:08:27.700 --> 00:08:28.600]  是他告訴我
[00:08:28.600 --> 00:08:30.300]  我才記得五根
[00:08:30.300 --> 00:08:32.500]  他說不過接得很好
[00:08:32.500 --> 00:08:33.400]  後來旁邊呢
[00:08:33.400 --> 00:08:35.400]  有一個人拿了一個鐵條啊
[00:08:35.400 --> 00:08:36.200]  要來打我
[00:08:36.200 --> 00:08:37.900]  我怕我的頭被打爆
[00:08:37.900 --> 00:08:39.600]  結果我就拿手去擋
[00:08:39.600 --> 00:08:42.500]  我的手就當場看着被打斷
[00:08:42.500 --> 00:08:44.000]  這樣子彎起來
[00:08:44.000 --> 00:08:45.500]  最後他們拿兩個鐵鉤
[00:08:45.500 --> 00:08:46.900]  在我面前晃
[00:08:46.900 --> 00:08:48.700]  他說今天晚上不殺掉你
[00:08:48.700 --> 00:08:50.100]  也要廢掉你
[00:08:50.100 --> 00:08:51.200]  怎麼廢啊
[00:08:51.200 --> 00:08:52.700]  插進我的腳踝筋
[00:08:52.700 --> 00:08:53.500]  一扯
[00:08:53.500 --> 00:08:55.200]  這個叫挑腳筋啊
[00:08:55.200 --> 00:08:58.100]  我就一輩子殘廢
[00:08:58.100 --> 00:09:00.300]  心裏非常的害怕
[00:09:00.300 --> 00:09:01.600]  害怕到一個地步
[00:09:01.600 --> 00:09:03.200]  我就求死
[00:09:03.200 --> 00:09:04.400]  我說今天晚上讓我
[00:09:04.400 --> 00:09:05.500]  死了算了吧
[00:09:05.500 --> 00:09:07.300]  我吸毒吸了十年
[00:09:07.300 --> 00:09:08.800]  什麼都壞事做起
[00:09:08.800 --> 00:09:09.800]  害了我的媽媽
[00:09:09.800 --> 00:09:10.700]  害了別人
[00:09:10.700 --> 00:09:11.400]  害了自己
[00:09:11.400 --> 00:09:13.400]  我也不想活了
[00:09:13.400 --> 00:09:15.200]  可是突然間有個預料
[00:09:15.200 --> 00:09:17.700]  如果我今天晚上不死
[00:09:17.700 --> 00:09:20.600]  我就要讓他們死
[00:09:20.600 --> 00:09:21.800]  結果呢
[00:09:21.800 --> 00:09:24.000]  他們沒有用那個鐵鉤來勾我
[00:09:24.000 --> 00:09:26.400]  旁邊有個人拿了個玻璃瓶子
[00:09:26.400 --> 00:09:27.500]  敲碎了之後
[00:09:27.500 --> 00:09:30.100]  就在我的腳面上慢慢地割
[00:09:30.100 --> 00:09:31.400]  腳是沒有肉的
[00:09:31.400 --> 00:09:33.400]  割得都裂開了
[00:09:33.400 --> 00:09:36.000]  今天還看到這一道疤痕
[00:09:36.000 --> 00:09:39.400]  42年還看到這一道疤痕
[00:09:39.400 --> 00:09:41.200]  但是我很感謝主
[00:09:41.200 --> 00:09:44.000]  我的腳雖然被割裂了
[00:09:44.000 --> 00:09:47.100]  但是卻沒有被割斷腳筋
[00:09:47.100 --> 00:09:49.300]  我被主醫治之後
[00:09:49.300 --> 00:09:50.400]  我還帶了一個
[00:09:50.400 --> 00:09:53.600]  被割裂沒有被割斷腳筋的腳
[00:09:53.600 --> 00:09:54.900]  爲福音奔跑
[00:09:54.900 --> 00:09:57.900]  直到如今41年
[00:09:57.900 --> 00:10:00.700]  完全沒有痛過
[00:10:00.700 --> 00:10:02.200]  我常常在想
[00:10:02.200 --> 00:10:03.900]  什麼時候會有後遺症
[00:10:03.900 --> 00:10:05.000]  什麼時候會痛
[00:10:05.000 --> 00:10:06.800]  翻風下雨的時候
[00:10:06.800 --> 00:10:08.500]  我全身都受傷了
[00:10:08.500 --> 00:10:09.400]  那個醫生說
[00:10:09.400 --> 00:10:11.000]  劉牧師你要感謝主
[00:10:11.000 --> 00:10:12.800]  我說我常常感謝主
[00:10:12.800 --> 00:10:15.700]  他說你全身都受傷
[00:10:15.700 --> 00:10:17.700]  眼角這邊眼骨爆裂
[00:10:17.700 --> 00:10:20.900]  下牙牙牀爆裂分開
[00:10:20.900 --> 00:10:22.300]  手打斷肋骨打斷
[00:10:22.300 --> 00:10:24.000]  腳被割裂
[00:10:24.000 --> 00:10:25.200]  他說你全身都受傷
[00:10:25.200 --> 00:10:27.000]  只有一個地方好
[00:10:27.000 --> 00:10:28.400]  我說什麼地方好
[00:10:28.400 --> 00:10:30.500]  他說你的心臟很好
[00:10:30.500 --> 00:10:32.800]  就可以支持你的五臟六腑
[00:10:32.800 --> 00:10:34.400]  所以你講話還這麼大聲
[00:10:34.400 --> 00:10:35.700]  還這麼大力
[00:10:35.700 --> 00:10:37.700]  神支持你
[00:10:37.700 --> 00:10:39.100]  後來我說我感謝主
[00:10:39.100 --> 00:10:40.200]  我不止心臟好
[00:10:40.200 --> 00:10:42.500]  我的心地也很好
[00:10:42.500 --> 00:10:43.700]  後來我變了
[00:10:43.700 --> 00:10:44.800]  改變了之後
[00:10:44.800 --> 00:10:47.300]  我還去向殺我的人傳福音了
[00:10:47.300 --> 00:10:48.200]  我跟你講
[00:10:48.200 --> 00:10:50.100]  所以在當時
[00:10:50.100 --> 00:10:52.800]  神真是存留我的生命
[00:10:52.800 --> 00:10:55.500]  要不然我早就死掉
[00:10:55.500 --> 00:10:56.600]  我那個年代
[00:10:56.600 --> 00:10:58.800]  吸毒混黑社會到今天的
[00:10:58.800 --> 00:11:01.200]  已經Teddy哥最後一個了
[00:11:01.200 --> 00:11:03.200]  71歲去年
[00:11:03.200 --> 00:11:04.300]  在他死之前
[00:11:04.300 --> 00:11:06.900]  Teddy哥就是香港一個紅漢裔
[00:11:06.900 --> 00:11:07.900]  黑社會大哥
[00:11:07.900 --> 00:11:09.000]  14K的
[00:11:09.000 --> 00:11:11.100]  他到臺灣來
[00:11:11.100 --> 00:11:14.800]  那麼到監獄去佈道
[00:11:14.800 --> 00:11:15.600]  我也跟他去見
[00:11:15.600 --> 00:11:16.400]  我說Teddy哥
[00:11:16.400 --> 00:11:19.800]  以前我吸的毒都是你賣的
[00:11:19.800 --> 00:11:22.000]  他說那個年代沒辦法了
[00:11:22.000 --> 00:11:22.900]  以前是兄弟
[00:11:22.900 --> 00:11:25.300]  現在我們是弟兄了
[00:11:25.300 --> 00:11:27.700]  一起去佈道
[00:11:27.700 --> 00:11:30.400]  他最後一場佈道在加拿大
[00:11:30.400 --> 00:11:31.600]  是我幫他申請的
[00:11:31.600 --> 00:11:33.800]  因爲恩與之身
[00:11:33.800 --> 00:11:36.100]  我叫恩與之身寫了個邀請函
[00:11:36.100 --> 00:11:36.700]  不批啊
[00:11:36.700 --> 00:11:37.600]  第一次就不批
[00:11:37.600 --> 00:11:39.600]  因爲他名氣太大了
[00:11:39.600 --> 00:11:40.400]  黑社會
[00:11:40.400 --> 00:11:42.100]  美國是永遠進不來
[00:11:42.100 --> 00:11:44.000]  連三藩市市長要邀請他來
[00:11:44.000 --> 00:11:46.300]  都請不來了
[00:11:46.300 --> 00:11:48.600]  那在那個年代
[00:11:48.600 --> 00:11:50.800]  吸毒到今天還能夠存活
[00:11:50.800 --> 00:11:52.800]  還繼續在服侍神的
[00:11:52.800 --> 00:11:54.800]  不多了
[00:11:54.800 --> 00:11:56.900]  我就想到上帝的恩典
[00:11:56.900 --> 00:12:00.600]  讓我走過四十年
[00:12:00.600 --> 00:12:01.900]  四十年在曠野
[00:12:01.900 --> 00:12:08.300]  你們記得這個故事嗎
[00:12:08.300 --> 00:12:10.600]  鞋腳都沒走腫
[00:12:10.600 --> 00:12:12.900]  衣服沒穿破
[00:12:12.900 --> 00:12:16.200]  而且神用什麼養活他們
[00:12:16.200 --> 00:12:17.300]  麻辣是什麼意思
[00:12:17.300 --> 00:12:18.900]  你知道嗎
[00:12:18.900 --> 00:12:19.900]  不知道
[00:12:19.900 --> 00:12:20.900]  白色的
[00:12:20.900 --> 00:12:22.800]  對白色的
[00:12:22.800 --> 00:12:24.700]  以色列人每天早上
[00:12:24.700 --> 00:12:26.500]  一早上起來
[00:12:26.500 --> 00:12:27.900]  就看到麻辣
[00:12:27.900 --> 00:12:29.200]  看到麻辣
[00:12:29.200 --> 00:12:30.800]  他們就要撿來喫
[00:12:30.800 --> 00:12:34.200]  他就問這是什麼
[00:12:34.200 --> 00:12:36.800]  中午又看到麻辣
[00:12:36.800 --> 00:12:39.100]  他們又問這是什麼
[00:12:39.100 --> 00:12:41.000]  晚上又看到麻辣
[00:12:41.000 --> 00:12:44.200]  他們又問這是什麼
[00:12:44.200 --> 00:12:46.100]  他們每天都要喫麻辣
[00:12:46.100 --> 00:12:48.500]  麻辣到底是什麼意思
[00:12:48.500 --> 00:12:49.800]  麻辣的意思就是
[00:12:49.800 --> 00:12:51.800]  這是什麼
[00:12:51.800 --> 00:12:53.600]  麻辣的原文的意思就是
[00:12:53.600 --> 00:12:55.500]  這是什麼
[00:12:55.500 --> 00:12:58.100]  神賜麻辣養活以色列人
[00:12:58.100 --> 00:13:02.500]  是給他們有一個很重要的教育
[00:13:02.500 --> 00:13:04.300]  讓以色列人知道
[00:13:04.300 --> 00:13:09.000]  人活着不是單靠食物
[00:13:09.000 --> 00:13:09.900]  如果單靠食物
[00:13:09.900 --> 00:13:11.000]  人就變動物了
[00:13:11.000 --> 00:13:12.100]  對不對
[00:13:12.100 --> 00:13:14.600]  他說人活着不是單靠食物
[00:13:14.600 --> 00:13:17.000]  那是靠神口裏面所出的
[00:13:17.000 --> 00:13:18.500]  一切的話語
[00:13:18.500 --> 00:13:22.300]  麻辣不只是養活以色列人的生活
[00:13:22.300 --> 00:13:24.200]  麻辣還有另外一個含義
[00:13:24.200 --> 00:13:27.300]  叫做天良
[00:13:27.300 --> 00:13:30.800]  我們新約的基督徒
[00:13:30.800 --> 00:13:32.400]  也被訓練出來
[00:13:32.400 --> 00:13:34.700]  天天要喫麻辣
[00:13:34.700 --> 00:13:37.400]  也就是天天要喫天良
[00:13:37.400 --> 00:13:39.200]  你不天天讀經
[00:13:39.200 --> 00:13:40.900]  禱告 侍奉
[00:13:40.900 --> 00:13:44.400]  你就沒有辦法有屬靈的體力
[00:13:44.400 --> 00:13:46.000]  屬靈的靈力
[00:13:46.000 --> 00:13:49.500]  來養活你跟神之間的關係
[00:13:49.500 --> 00:13:51.300]  然後有充沛的力量
[00:13:51.300 --> 00:13:54.800]  去面對人生的遭遇和你的侍奉
[00:13:54.800 --> 00:13:58.500]  所以神就以麻辣養活以色列人
[00:13:58.500 --> 00:14:02.100]  我在這四十年的服侍
[00:14:02.100 --> 00:14:04.800]  我結婚十天就去臺灣了
[00:14:04.800 --> 00:14:08.200]  那麼我在香港被改變之後
[00:14:08.200 --> 00:14:11.700]  已經服侍了六年了
[00:14:11.700 --> 00:14:14.400]  連戒毒所一年戒毒就七年
[00:14:14.400 --> 00:14:15.800]  三十五年前
[00:14:15.800 --> 00:14:17.400]  我從香港被拆返去
[00:14:17.400 --> 00:14:19.900]  差不多到今年第四十一年
[00:14:19.900 --> 00:14:22.200]  曾經會沒有任何一毛錢
[00:14:22.200 --> 00:14:23.500]  我結婚十天之後
[00:14:23.500 --> 00:14:25.900]  我的牧師怎麼拆返
[00:14:25.900 --> 00:14:28.000]  喬叔叔爲什麼會去參加
[00:14:28.000 --> 00:14:30.700]  就是因爲我的牧師叫陳寶羅牧師
[00:14:30.700 --> 00:14:32.500]  他是飛機工程師
[00:14:32.500 --> 00:14:33.800]  他退休之後
[00:14:33.800 --> 00:14:36.300]  專門看到吸毒的人很痛苦
[00:14:36.300 --> 00:14:38.300]  在那個九龍城寨
[00:14:38.300 --> 00:14:41.900]  香港九龍有個散步館的地方
[00:14:41.900 --> 00:14:43.300]  在那個九龍城寨
[00:14:43.300 --> 00:14:47.100]  他就去看到好多人打毒品死掉了
[00:14:47.100 --> 00:14:50.000]  就被丟到垃圾車去燒了
