
[00:00:00.000 --> 00:00:01.040]  轉回平安
[00:01:50.200 --> 00:01:53.840]  這個驢驅他很興奮
[00:01:53.840 --> 00:01:57.400]  因為他沒見過這麼多人歡迎他
[00:01:57.400 --> 00:02:00.600]  他就想 我當然是很受歡迎
[00:02:00.600 --> 00:02:04.720]  於是第二天他就跟他媽媽說
[00:02:04.720 --> 00:02:09.080]  我要出去走走 看看人們怎麼歡迎我
[00:02:09.080 --> 00:02:10.880]  於是他就出去
[00:02:10.880 --> 00:02:14.840]  發覺沒有人理他的
[00:02:14.840 --> 00:02:22.960]  再走一走 他擺著擺著很高傲地走
[00:02:22.960 --> 00:02:25.360]  竟然沒有人理他
[00:02:25.360 --> 00:02:28.320]  於是他撞一下這個人 又撞一下那個人
[00:02:28.320 --> 00:02:32.440]  那些人打他 沒理他
[00:02:32.440 --> 00:02:37.520]  這個驢驅以為他自己這麼威風
[00:02:37.520 --> 00:02:44.520]  他沒有想到是因為騎起他上面的耶穌
[00:02:44.520 --> 00:02:49.720]  今天我們很多時候都以為自己很了不起
[00:02:49.720 --> 00:02:51.040]  你看我多厲害
[00:02:51.040 --> 00:02:53.360]  我做了這些事 做了那些事
[00:02:53.360 --> 00:02:55.560]  請你不要忘記
[00:02:55.560 --> 00:03:01.480]  是因為主在你身上加你力量
[00:03:01.480 --> 00:03:04.000]  一切力量的來源
[00:03:04.000 --> 00:03:06.040]  工作的來源
[00:03:06.040 --> 00:03:08.280]  施奉的能力
[00:03:08.280 --> 00:03:12.200]  都是主加給我們
[00:03:12.200 --> 00:03:16.400]  沒有了主 我們就什麼都沒有
[00:03:16.400 --> 00:03:20.400]  所以要讓主居首位
[00:03:20.400 --> 00:03:22.920]  尊主為大
[00:03:22.920 --> 00:03:26.160]  在我們基督徒的生命裏面
[00:03:26.160 --> 00:03:31.120]  常常與主緊密接連
[00:03:31.120 --> 00:03:35.600]  第二件事就是耶穌在橄欖山上
[00:03:35.600 --> 00:03:41.840]  講了很出名的橄欖山的寓言
[00:03:41.840 --> 00:03:48.040]  是記載在《馬大福音》24和25章的
[00:03:48.040 --> 00:03:51.680]  他特別跟門徒說
[00:03:51.680 --> 00:03:57.040]  我快要回來的時候會有什麼事發生
[00:03:57.040 --> 00:04:03.160]  你們見到無花果樹結果子
[00:04:03.160 --> 00:04:05.520]  你就知道夏天來了
[00:04:05.520 --> 00:04:07.840]  當你看到這些跡象的時候
[00:04:07.840 --> 00:04:10.960]  我回來的日子就近了
[00:04:10.960 --> 00:04:12.840]  國要攻打國
[00:04:12.840 --> 00:04:15.040]  民要攻打民
[00:04:15.040 --> 00:04:18.560]  多處必有饑荒地震
[00:04:18.560 --> 00:04:20.960]  有戰爭的風聲
[00:04:20.960 --> 00:04:26.480]  原來今天在我們這個21世紀裏面
[00:04:26.480 --> 00:04:32.080]  我們真的經歷很多這些地震的頻繁
[00:04:32.080 --> 00:04:34.120]  打仗的現實
[00:04:34.120 --> 00:04:38.200]  到現在仍然有幾個地方還在打
[00:04:38.200 --> 00:04:43.320]  真是福音要傳遍天下
[00:04:43.320 --> 00:04:47.040]  然後耶穌祂就回來了
[00:04:47.040 --> 00:04:50.560]  求主叫我們藉著這個橄欖山的寓言
[00:04:50.560 --> 00:04:52.560]  給我們很多的警惕
[00:04:52.560 --> 00:04:55.200]  好像十個童女的比喻
[00:04:55.200 --> 00:04:59.720]  好像耶穌將銀交給僕人的比喻
[00:04:59.720 --> 00:05:06.880]  我們有沒有燈裏面裝滿了油呢?
[00:05:06.880 --> 00:05:08.600]  神交託給我們
[00:05:08.600 --> 00:05:12.680]  我們有沒有用菜乾來侍奉呢?
[00:05:12.680 --> 00:05:17.720]  所以這一切都成為我們一個很大的警惕
[00:05:17.720 --> 00:05:21.720]  那十個童女應該都是信徒
[00:05:21.720 --> 00:05:23.880]  他們都拿著燈
[00:05:23.880 --> 00:05:28.600]  但竟然有五個沒有預備油
[00:05:28.600 --> 00:05:32.480]  到底你是那五個沒有油的呢?
[00:05:32.480 --> 00:05:36.640]  還是另外那五個有油的呢?
[00:05:36.640 --> 00:05:38.200]  求主幫助我們
[00:05:38.200 --> 00:05:39.760]  上上提醒我們
[00:05:39.760 --> 00:05:44.240]  叫我們守望、警醒、等候
[00:05:44.240 --> 00:05:47.680]  等候主的再回來
[00:05:47.680 --> 00:05:51.400]  第三件事就是有一個婦人
[00:05:51.400 --> 00:05:53.880]  去到一個西門的家
[00:05:53.880 --> 00:05:56.600]  耶穌就和她們在那裏坐直
[00:05:56.600 --> 00:06:00.560]  她就偷偷走到耶穌的腳邊
[00:06:00.560 --> 00:06:02.360]  因為她們坐直
[00:06:02.360 --> 00:06:10.600]  是頭向著桌子,然後腳好像靠著伸出來
[00:06:10.600 --> 00:06:18.000]  這個婦人就用一個玉瓶裝滿了珍拿達香膏
[00:06:18.000 --> 00:06:20.680]  很名貴的一個香膏
[00:06:20.680 --> 00:06:23.280]  她就打破瓶子
[00:06:23.280 --> 00:06:25.840]  於是香膏都流出來了
[00:06:25.840 --> 00:06:30.640]  她就將香膏抹在耶穌的腳上
[00:06:30.640 --> 00:06:32.360]  「高耶穌」
[00:06:32.360 --> 00:06:37.800]  然後又用自己的頭髮去擦耶穌的腳
[00:06:37.800 --> 00:06:44.360]  一個女士肯用自己的頭髮去擦耶穌的腳
[00:06:44.360 --> 00:06:46.560]  她什麼面子都沒有了
[00:06:46.560 --> 00:06:48.360]  什麼都不顧了
[00:06:48.360 --> 00:06:54.800]  因為她願意將最好的做在耶穌的身上
[00:06:54.800 --> 00:06:57.360]  當時就有些人馬上批評
[00:06:57.360 --> 00:06:59.360]  何必這麼浪費呢?
[00:06:59.360 --> 00:07:01.600]  這麼名貴的香膏
[00:07:01.600 --> 00:07:07.360]  有些人說這個香膏可以賣三十兩銀子
[00:07:07.360 --> 00:07:16.400]  差不多是半年工資才有三十兩銀子
[00:07:16.400 --> 00:07:19.880]  很貴重的一個香膏
[00:07:19.880 --> 00:07:25.480]  但是這個婦人願意作在耶穌身上
[00:07:25.480 --> 00:07:27.400]  你知不知道聖經怎麼形容?
[00:07:27.400 --> 00:07:35.000]  「於是屋裡面就充滿了高的香氣」
[00:07:35.000 --> 00:07:36.720]  耶穌怎麼說呢?
[00:07:36.720 --> 00:07:39.280]  這個婦人所作的
[00:07:39.280 --> 00:07:46.160]  是在我將來要作的事
[00:07:46.160 --> 00:07:49.640]  祂是現在預先幫我作的
[00:07:49.640 --> 00:07:51.920]  你們去哪裡傳福音
[00:07:51.920 --> 00:07:57.000]  都要講這個女人所作的事
[00:07:57.000 --> 00:08:00.680]  因為後來耶穌被埋葬的時候
[00:08:00.680 --> 00:08:02.600]  沒錯
[00:08:02.600 --> 00:08:06.440]  幫耶穌放在墳墓裡面的
[00:08:06.440 --> 00:08:11.560]  他們都帶了些香膏來抹在耶穌的遺體上
[00:08:11.560 --> 00:08:17.160]  但是絕對沒有這個婦人所勾的
[00:08:17.160 --> 00:08:21.320]  這麼名貴的珍拿達香膏
[00:08:21.320 --> 00:08:29.480]  這個婦人搶先一步 預先就告了耶穌
[00:08:29.480 --> 00:08:36.200]  所以耶穌很讚賞這個婦人完全的奉獻
[00:08:36.200 --> 00:08:42.360]  我們很多時候都猜測這位女士是哪位
[00:08:42.360 --> 00:08:44.520]  相信有很多人都說
[00:08:44.520 --> 00:08:52.680]  就是那個身上有鬼 蒙耶穌趕鬼的各位女士
[00:08:52.680 --> 00:08:56.600]  她因為領受的恩典多
[00:08:56.600 --> 00:09:01.480]  所以她就要擺上向耶穌獻情
[00:09:01.480 --> 00:09:04.280]  表達她對耶穌的感恩
[00:09:04.280 --> 00:09:06.600]  表達她對耶穌的愛
[00:09:06.600 --> 00:09:09.800]  所以將最貴重的香膏
[00:09:09.800 --> 00:09:13.560]  挑起耶穌的身上
[00:09:13.560 --> 00:09:14.920]  各位弟兄姊妹
[00:09:14.920 --> 00:09:16.840]  可能在我們身上
[00:09:16.840 --> 00:09:19.880]  在我們一生裡面都經歷過
[00:09:19.880 --> 00:09:22.840]  神有很特別的恩典臨到你
[00:09:22.840 --> 00:09:25.720]  神怎樣醫治你、祝福你、帶領你
[00:09:25.720 --> 00:09:29.080]  經過一些很困難的環境
[00:09:29.080 --> 00:09:30.840]  你有沒有感恩呢?
[00:09:30.840 --> 00:09:35.160]  有沒有回報神對你的愛呢?
[00:09:35.160 --> 00:09:41.000]  這位女士她懂得表達對耶穌的愛
[00:09:41.000 --> 00:09:44.200]  對耶穌那種的救贖
[00:09:44.200 --> 00:09:49.080]  對耶穌那種的恩典的一份回報
[00:09:49.080 --> 00:09:50.280]  所以耶穌說
[00:09:50.280 --> 00:09:52.280]  你們以後去哪裡串通
[00:09:52.280 --> 00:09:57.400]  都要講這個女人的故事
[00:09:57.400 --> 00:09:58.680]  第四
[00:09:58.680 --> 00:10:05.000]  就是撒該爬上桑樹上面要見耶穌
[00:10:05.000 --> 00:10:07.480]  這是一個很特別的插曲
[00:10:07.480 --> 00:10:09.800]  撒該是一個瑞麗
[00:10:09.800 --> 00:10:11.960]  他賺了很多錢
[00:10:11.960 --> 00:10:13.320]  有大屋
[00:10:13.320 --> 00:10:15.240]  但是他很孤單
[00:10:15.240 --> 00:10:16.920]  他知道耶穌經過
[00:10:16.920 --> 00:10:18.680]  他很想見耶穌
[00:10:18.680 --> 00:10:20.680]  矮仔就多了幾下
[00:10:20.680 --> 00:10:23.720]  於是他就爬上一棵桑樹上面
[00:10:23.720 --> 00:10:26.760]  知道耶穌一定從樹下面經過
[00:10:26.760 --> 00:10:28.440]  當耶穌經過的時候
[00:10:28.440 --> 00:10:30.120]  他竟然停下來
[00:10:30.120 --> 00:10:31.320]  望上去
[00:10:31.320 --> 00:10:32.520]  而且在那裡喊
[00:10:32.520 --> 00:10:35.400]  「撒該你下來」
[00:10:35.400 --> 00:10:38.760]  「我今天要去你家」
[00:10:38.760 --> 00:10:40.600]  撒該好奇
[00:10:40.600 --> 00:10:42.760]  為什麼耶穌會認識我的名字?
[00:10:42.760 --> 00:10:44.600]  耶穌會叫我的?
[00:10:44.600 --> 00:10:46.440]  於是他立刻下來
[00:10:46.440 --> 00:10:49.640]  就招呼耶穌到他的大宅那裡
[00:10:49.640 --> 00:10:52.440]  他的房子很大、很漂亮
[00:10:52.440 --> 00:10:55.400]  但是沒有人探望他
[00:10:55.400 --> 00:10:57.480]  因為他沒有什麼朋友
[00:10:57.480 --> 00:11:01.240]  他用稅理長的身份
[00:11:01.240 --> 00:11:04.600]  挾持了很多人的錢
[00:11:04.600 --> 00:11:07.720]  當耶穌去到他家的時候
[00:11:07.720 --> 00:11:11.160]  他整個人扭轉過來
[00:11:11.160 --> 00:11:15.960]  他說「我挾持了誰
[00:11:15.960 --> 00:11:18.920]  我還他四倍」
[00:11:18.920 --> 00:11:21.160]  因為在舊約的律法裡面
[00:11:21.160 --> 00:11:23.000]  有這樣的規定
[00:11:23.000 --> 00:11:25.560]  你挾持了別人的錢
[00:11:25.560 --> 00:11:28.280]  要四倍歸還
[00:11:28.280 --> 00:11:29.800]  然後撒該還說
[00:11:29.800 --> 00:11:32.360]  「我將我財產的一半
[00:11:32.360 --> 00:11:36.680]  分給貧乏、貧窮的人」
[00:11:36.680 --> 00:11:40.360]  一個很有錢的債主
[00:11:40.360 --> 00:11:43.800]  印著耶穌的燭芒
[00:11:43.800 --> 00:11:48.520]  他整個人生從此改變
[00:11:48.520 --> 00:11:50.760]  由一個很貪錢
[00:11:50.760 --> 00:11:55.080]  用盡各樣方法去搜羅金錢
[00:11:55.080 --> 00:11:59.320]  現在他願意撕出去
[00:11:59.320 --> 00:12:01.320]  真是不簡單
[00:12:01.320 --> 00:12:05.320]  撒該就這樣被耶穌改變
[00:12:05.320 --> 00:12:07.800]  今天有很多人
[00:12:07.800 --> 00:12:10.840]  都需要耶穌的燭芒
[00:12:10.840 --> 00:12:13.560]  都需要耶穌和他一起
[00:12:13.560 --> 00:12:15.560]  當他打開他的心
[00:12:15.560 --> 00:12:17.320]  接納耶穌的時候
[00:12:17.320 --> 00:12:20.680]  他的生命就能夠改變
[00:12:20.680 --> 00:12:23.880]  他的生命就不一樣
[00:12:23.880 --> 00:12:26.040]  所以讓撒該的故事
[00:12:26.040 --> 00:12:29.400]  都成為我們一個很大的提醒
[00:12:29.400 --> 00:12:32.360]  耶穌是主動尋找人
[00:12:32.360 --> 00:12:36.360]  來到樹下招呼撒該下來
[00:12:36.360 --> 00:12:37.800]  去他家
[00:12:37.800 --> 00:12:42.280]  他要成為撒該的一個好朋友
[00:12:42.280 --> 00:12:44.200]  觸摸他的心
[00:12:44.200 --> 00:12:47.720]  改變他整個人生
[00:12:47.720 --> 00:12:50.120]  最後第五件事
[00:12:50.120 --> 00:12:54.440]  就是一個窮寡婦的捐獻
[00:12:54.440 --> 00:12:56.840]  耶穌在會堂裡面
[00:12:56.840 --> 00:12:59.720]  看著人們的捐獻
[00:12:59.720 --> 00:13:02.920]  有些富有的人將一些錢
[00:13:02.920 --> 00:13:05.480]  扔入錢箱裡面
[00:13:05.480 --> 00:13:08.440]  但是有一個窮寡婦
[00:13:08.440 --> 00:13:12.360]  將她僅有的兩個小錢
[00:13:12.360 --> 00:13:16.360]  投入奉獻箱裡面
[00:13:16.360 --> 00:13:17.800]  耶穌就說
[00:13:17.800 --> 00:13:23.400]  這個婦人所擺上的是最多的
[00:13:23.400 --> 00:13:29.000]  因為她將她的全部都擺上
[00:13:29.000 --> 00:13:30.200]  所以各位
[00:13:30.200 --> 00:13:32.760]  奉獻的時候不是撒該的袋子
[00:13:32.760 --> 00:13:34.440]  有什麼零錢
[00:13:34.440 --> 00:13:37.240]  就放進奉獻袋裡面
[00:13:37.240 --> 00:13:39.480]  而是你預備好
[00:13:39.480 --> 00:13:41.480]  將你最好的
[00:13:41.480 --> 00:13:43.640]  將你應納的
[00:13:43.640 --> 00:13:46.760]  放在神的面前
[00:13:46.760 --> 00:13:49.480]  我們每一個人都應該向神奉獻
[00:13:49.480 --> 00:13:52.440]  而且是奉獻你的最好的
[00:13:52.440 --> 00:13:54.760]  耶穌如果要求你
[00:13:54.760 --> 00:13:56.520]  將你的人生
[00:13:56.520 --> 00:13:58.120]  將你的財關
[00:13:58.120 --> 00:14:00.680]  將你的力量奉獻給他
[00:14:00.680 --> 00:14:01.880]  服侍他
[00:14:01.880 --> 00:14:03.640]  你就順從
[00:14:03.640 --> 00:14:06.440]  依照神給你的呼召
[00:14:06.440 --> 00:14:09.320]  依照神給你的感動
[00:14:09.320 --> 00:14:12.200]  向他獻情
[00:14:12.200 --> 00:14:17.080]  你的獻情主必悅立
[00:14:17.080 --> 00:14:23.080]  你的奉獻主必使用
[00:14:23.080 --> 00:14:27.160]  主要用每一個樂意獻上的人
[00:14:27.160 --> 00:14:33.720]  他的生命就會被大大祝福
[00:14:33.720 --> 00:14:37.160]  我們聽過很多宣教士的故事
[00:14:37.160 --> 00:14:41.080]  大德生內地會的創辦人
[00:14:41.080 --> 00:14:44.600]  他將自己的生命獻情給神
[00:14:44.600 --> 00:14:46.680]  當他去到中國的時候
[00:14:46.680 --> 00:14:47.960]  他祈禱
[00:14:47.960 --> 00:14:49.080]  他說神啊
[00:14:49.080 --> 00:14:52.600]  求你差更多的宣教士
[00:14:52.600 --> 00:14:55.240]  所以有一次當他回到英國
[00:14:55.240 --> 00:14:58.920]  他就到處介紹中國的歲月
[00:14:58.920 --> 00:15:03.960]  結果呼召了百多個宣教士
[00:15:03.960 --> 00:15:05.640]  願意獻情
[00:15:05.640 --> 00:15:10.200]  他就和他們一起坐船去中國
[00:15:10.200 --> 00:15:14.440]  開始有很大群的宣教士
[00:15:14.440 --> 00:15:16.600]  分散到不同的地方
[00:15:16.600 --> 00:15:19.160]  去到內地不同的省
[00:15:19.160 --> 00:15:21.800]  因為是內地會
[00:15:21.800 --> 00:15:28.200]  深入一些很少宣教士去的省份裡面
[00:15:28.200 --> 00:15:31.880]  為主做見證
[00:15:31.880 --> 00:15:35.560]  這些就叫做「擺上」
[00:15:35.560 --> 00:15:38.280]  求主叫我們都願意擺上
[00:15:38.280 --> 00:15:41.400]  將我們最好的交給他
[00:15:41.400 --> 00:15:44.040]  求他來使用
[00:15:44.040 --> 00:15:47.160]  當你將最好的獻給主的時候
[00:15:47.160 --> 00:15:49.800]  主就能夠好像五餅二元
[00:15:49.800 --> 00:15:51.880]  將你所擺上的
[00:15:51.880 --> 00:15:52.760]  分開
[00:15:52.760 --> 00:15:55.160]  成為很大的祝福
[00:15:55.160 --> 00:15:58.360]  叫多人蒙恩得福
[00:15:58.360 --> 00:16:00.520]  願神使用你
[00:16:00.520 --> 00:16:06.040]  讓你成為一個值我次因福的人
[00:16:06.040 --> 00:16:08.360]  天父賜福給各位
