
[00:00:00.000 --> 00:00:03.000]  各位在座的弟兄姊妹平安
[00:02:19.000 --> 00:02:20.000]  又在你面前起誓
[00:02:20.000 --> 00:02:21.000]  我必不離開你
[00:02:21.000 --> 00:02:24.000]  於是就兩個人一起去了伯特利
[00:02:24.000 --> 00:02:27.000]  然後中間省略了
[00:02:27.000 --> 00:02:29.000]  就繼續跟
[00:02:29.000 --> 00:02:33.000]  第六節又跟到約旦河
[00:02:33.000 --> 00:02:36.000]  以利沙繼續跟著以利亞去到約旦河
[00:02:36.000 --> 00:02:37.000]  都跟他說
[00:02:37.000 --> 00:02:39.000]  我指著永生的耶和華起誓
[00:02:39.000 --> 00:02:40.000]  又敢在你面前起誓
[00:02:40.000 --> 00:02:41.000]  我必不離開你
[00:02:41.000 --> 00:02:44.000]  於是兩個人一起走了
[00:02:44.000 --> 00:02:46.000]  你見到是一幅什麼圖畫
[00:02:46.000 --> 00:02:51.000]  以利亞要離開了
[00:02:51.000 --> 00:02:57.000]  他有一個徒弟對他不離不棄
[00:02:57.000 --> 00:02:59.000]  他有個徒弟千里相送
[00:02:59.000 --> 00:03:02.000]  這個既是尊師重道
[00:03:02.000 --> 00:03:06.000]  也是師生情深
[00:03:06.000 --> 00:03:09.000]  然後你見到第七節
[00:03:09.000 --> 00:03:11.000]  有一幫門徒在那裡
[00:03:11.000 --> 00:03:13.000]  犬犬地站著
[00:03:13.000 --> 00:03:16.000]  以利亞和以利沙就去到約旦河邊
[00:03:16.000 --> 00:03:18.000]  以利亞就將自己的外衣捲起
[00:03:18.000 --> 00:03:19.000]  打水
[00:03:19.000 --> 00:03:20.000]  水就分開
[00:03:20.000 --> 00:03:22.000]  然後以利亞就跟耶和沙說
[00:03:22.000 --> 00:03:24.000]  我將要過去了
[00:03:24.000 --> 00:03:25.000]  臨走之前
[00:03:25.000 --> 00:03:30.000]  你有什麼要求
[00:03:30.000 --> 00:03:31.000]  你跟了我這麼久
[00:03:31.000 --> 00:03:33.000]  你跟到我來到這裡
[00:03:33.000 --> 00:03:34.000]  我真是走了
[00:03:34.000 --> 00:03:36.000]  耶和沙跟他說
[00:03:36.000 --> 00:03:38.000]  願感動你的靈
[00:03:38.000 --> 00:03:41.000]  加倍感動我
[00:03:41.000 --> 00:03:42.000]  於是
[00:03:42.000 --> 00:03:47.000]  以利亞就被旋風接上升
[00:03:47.000 --> 00:03:49.000]  留下了一件外衣給他
[00:03:49.000 --> 00:03:51.000]  以利沙就用這件外衣
[00:03:51.000 --> 00:03:53.000]  打約旦河的水
[00:03:53.000 --> 00:03:56.000]  水就分開
[00:03:56.000 --> 00:04:01.000]  以利亞被旋風接上升地離開
[00:04:01.000 --> 00:04:02.000]  我想起
[00:04:02.000 --> 00:04:04.000]  隨著摩沃的屍體
[00:04:04.000 --> 00:04:06.000]  輕輕地我走了
[00:04:06.000 --> 00:04:08.000]  正如我輕輕地來
[00:04:08.000 --> 00:04:09.000]  最後那一句
[00:04:09.000 --> 00:04:11.000]  我揮一揮衣袖
[00:04:11.000 --> 00:04:15.000]  不帶走一片雲彩
[00:04:15.000 --> 00:04:17.000]  以利亞呢
[00:04:17.000 --> 00:04:20.000]  以利亞比徐志摩更加瀟灑
[00:04:20.000 --> 00:04:21.000]  因為
[00:04:21.000 --> 00:04:27.000]  以利亞是有從天而來的馬車
[00:04:27.000 --> 00:04:29.000]  來到去開路
[00:04:29.000 --> 00:04:31.000]  並且有旋風
[00:04:31.000 --> 00:04:35.000]  接它乘風而去
[00:04:35.000 --> 00:04:37.000]  隨著摩揮一揮衣袖
[00:04:37.000 --> 00:04:40.000]  不帶走一片雲彩
[00:04:40.000 --> 00:04:41.000]  以利亞呢
[00:04:41.000 --> 00:04:45.000]  就留下了他的外衣
[00:04:45.000 --> 00:04:50.000]  這件外衣其實很有意思
[00:04:50.000 --> 00:04:51.000]  你有沒有聽過一句話
[00:04:51.000 --> 00:04:55.000]  叫做繼承伊伯
[00:04:55.000 --> 00:04:57.000]  這件外衣很有意思
[00:04:57.000 --> 00:05:02.000]  這件外衣留給了以利沙
[00:05:02.000 --> 00:05:08.000]  這件外衣標誌著他的承繼
[00:05:08.000 --> 00:05:11.000]  真的不要小看這個承繼
[00:05:11.000 --> 00:05:13.000]  這個承繼處理得不好
[00:05:13.000 --> 00:05:16.000]  都可以是幾災難的
[00:05:16.000 --> 00:05:18.000]  你記不記得
[00:05:18.000 --> 00:05:21.000]  在倚天屠龍記裡面
[00:05:21.000 --> 00:05:24.000]  明教教主楊丙天
[00:05:24.000 --> 00:05:29.000]  突然間死亡
[00:05:29.000 --> 00:05:34.000]  沒有空間時間來交代教主的繼為人
[00:05:34.000 --> 00:05:35.000]  結果呢
[00:05:35.000 --> 00:05:38.000]  明教群雄在互相爭奪
[00:05:38.000 --> 00:05:40.000]  四分五裂
[00:05:40.000 --> 00:05:44.000]  令到明教從此衰落二十年
[00:05:44.000 --> 00:05:45.000]  你都可以想像
[00:05:45.000 --> 00:05:48.000]  如果城中有一個富豪
[00:05:48.000 --> 00:05:50.000]  他突然間離世
[00:05:50.000 --> 00:05:53.000]  未處理好遺產的分配
[00:05:53.000 --> 00:05:55.000]  你都可以想像
[00:05:55.000 --> 00:06:02.000]  將會對這個家庭產生什麼影響
[00:06:02.000 --> 00:06:08.000]  以利亞他這樣離開
[00:06:08.000 --> 00:06:10.000]  對他來說
[00:06:10.000 --> 00:06:14.000]  真是一個圓滿
[00:06:14.000 --> 00:06:18.000]  但是這麼揮灑自如
[00:06:18.000 --> 00:06:19.000]  這麼瀟灑
[00:06:19.000 --> 00:06:21.000]  又能安心的離開
[00:06:21.000 --> 00:06:24.000]  真是不是一件容易的事
[00:06:24.000 --> 00:06:27.000]  有人可以去承繼他的依撥
[00:06:27.000 --> 00:06:30.000]  而這個承繼依撥的人
[00:06:30.000 --> 00:06:35.000]  竟然是一個祈求
[00:06:35.000 --> 00:06:36.000]  願感動你的靈
[00:06:36.000 --> 00:06:39.000]  加倍感動我的人
[00:06:39.000 --> 00:06:43.000]  竟然是一個主動去祈求
[00:06:43.000 --> 00:06:46.000]  他的師父的使命的人
[00:06:46.000 --> 00:06:49.000]  他不為所圖
[00:06:49.000 --> 00:06:52.000]  以利亞有一個這樣的承繼人
[00:06:52.000 --> 00:06:56.000]  他真是別無所求
[00:06:56.000 --> 00:06:58.000]  瀟灑離開的
[00:06:58.000 --> 00:07:00.000]  可能好像徐志摩
[00:07:00.000 --> 00:07:02.000]  或者以利亞這些高人
[00:07:02.000 --> 00:07:05.000]  但是對我們這些凡夫俗子來說
[00:07:05.000 --> 00:07:09.000]  能夠安心離開已經很好
[00:07:09.000 --> 00:07:11.000]  還要說瀟不瀟灑
[00:07:11.000 --> 00:07:13.000]  那個已經是另一個層次的事情
[00:07:13.000 --> 00:07:15.000]  離開得好
[00:07:15.000 --> 00:07:19.000]  可以成為後人的祝福
[00:07:19.000 --> 00:07:23.000]  瀟灑最後的一個行動是什麼
[00:07:23.000 --> 00:07:27.000]  他用以利亞留給他的外衣打水
[00:07:27.000 --> 00:07:29.000]  水就分開
[00:07:29.000 --> 00:07:32.000]  標誌著什麼呢
[00:07:32.000 --> 00:07:39.000]  瀟灑已經承繼了以利亞的能力
[00:07:39.000 --> 00:07:44.000]  他不單止承繼了以利亞的使命
[00:07:44.000 --> 00:07:47.000]  他也承繼了以利亞的能力
[00:07:47.000 --> 00:07:51.000]  如果你上星期又聽大師哥鄧瑞強說
[00:07:51.000 --> 00:07:56.000]  你知道打水水分開是什麼意思
[00:07:56.000 --> 00:08:07.000]  那個是一個可以壓制對抗邪惡的力量的標誌
[00:08:07.000 --> 00:08:12.000]  那個不是一個魔術
[00:08:12.000 --> 00:08:14.000]  正如剛才所說
[00:08:14.000 --> 00:08:18.000]  好像以利亞一樣能夠瀟灑又安心地離開的人
[00:08:18.000 --> 00:08:21.000]  其實可能真的不是很多
[00:08:21.000 --> 00:08:25.000]  我們大部份人都不是這樣的
[00:08:25.000 --> 00:08:29.000]  我們大部份人都不是那麼瀟灑
[00:08:29.000 --> 00:08:32.000]  也未必可以那麼安心
[00:08:32.000 --> 00:08:34.000]  你試想想
[00:08:34.000 --> 00:08:36.000]  就算是耶穌
[00:08:36.000 --> 00:08:39.000]  都沒有那麼優厚的待遇
[00:08:39.000 --> 00:08:43.000]  你有沒有留意今天的科音經課第一句
[00:08:43.000 --> 00:08:45.000]  和舊約經課的第一句
[00:08:45.000 --> 00:08:48.000]  基本上是很相似的
[00:08:48.000 --> 00:08:50.000]  舊約經課第一句就說
[00:08:50.000 --> 00:08:54.000]  耶和華要用旋風接以利亞升天的時候
[00:08:54.000 --> 00:08:56.000]  在科音經課的第一句
[00:08:56.000 --> 00:08:58.000]  第九章五十一節
[00:08:58.000 --> 00:08:59.000]  我們一起看看
[00:08:59.000 --> 00:09:02.000]  第九章五十一節
[00:09:02.000 --> 00:09:07.000]  耶和華說耶穌被接上聖的日子到了
[00:09:07.000 --> 00:09:12.000]  是否大家都是類似相同的處境
[00:09:12.000 --> 00:09:14.000]  雖然時間才是相同
[00:09:14.000 --> 00:09:18.000]  但是處境和心情就很不同
[00:09:18.000 --> 00:09:20.000]  耶穌將要離開了
[00:09:20.000 --> 00:09:23.000]  祂能不能夠那麼瀟灑呢
[00:09:23.000 --> 00:09:27.000]  祂能不能夠那麼安心呢
[00:09:27.000 --> 00:09:29.000]  看來未必
[00:09:29.000 --> 00:09:31.000]  我們試著繼續看下去
[00:09:31.000 --> 00:09:34.000]  祂就定意向耶路撒冷去
[00:09:34.000 --> 00:09:36.000]  便打發使者在祂前頭走
[00:09:36.000 --> 00:09:38.000]  他們到了撒瑪利亞的一個村莊
[00:09:38.000 --> 00:09:39.000]  要為祂預備
[00:09:39.000 --> 00:09:41.000]  那裡的人不接待祂
[00:09:41.000 --> 00:09:44.000]  因為他面向耶路撒冷
[00:09:44.000 --> 00:09:46.000]  甚麼事啊
[00:09:46.000 --> 00:09:48.000]  如果對耶穌來說
[00:09:48.000 --> 00:09:51.000]  其實我的日子都不多了
[00:09:51.000 --> 00:09:53.000]  我都要走了
[00:09:53.000 --> 00:09:55.000]  你們幹甚麼
[00:09:55.000 --> 00:09:59.000]  撒瑪利亞村莊的村民不要那麼小器
[00:09:59.000 --> 00:10:01.000]  你們還在介懷著
[00:10:01.000 --> 00:10:04.000]  究竟是撒瑪利亞還是耶路撒冷
[00:10:04.000 --> 00:10:09.000]  這個問題很重要嗎
[00:10:09.000 --> 00:10:14.000]  算了
[00:10:14.000 --> 00:10:17.000]  我不介意不等於你不介意
[00:10:17.000 --> 00:10:20.000]  我放得下不等於你放得下
[00:10:20.000 --> 00:10:23.000]  你不送就算了
[00:10:23.000 --> 00:10:25.000]  你不接待
[00:10:25.000 --> 00:10:26.000]  其實那次接待
[00:10:26.000 --> 00:10:28.000]  就是最後一次接待
[00:10:28.000 --> 00:10:30.000]  因為都沒有第二次了
[00:10:30.000 --> 00:10:31.000]  所以那個接待
[00:10:31.000 --> 00:10:33.000]  就差不多等於送別
[00:10:33.000 --> 00:10:37.000]  不送就算了
[00:10:37.000 --> 00:10:40.000]  因為繼續都要向前走
[00:10:40.000 --> 00:10:42.000]  你糾纏下去
[00:10:42.000 --> 00:10:44.000]  都沒甚麼意思了
[00:10:44.000 --> 00:10:47.000]  你有你的路要繼續向前走
[00:10:47.000 --> 00:10:49.000]  第五十四節
[00:10:49.000 --> 00:10:51.000]  他的門徒瓦割約翰看見就說
[00:10:51.000 --> 00:10:52.000]  主啊
[00:10:52.000 --> 00:10:54.000]  你要我們吩咐火從天上降下來
[00:10:54.000 --> 00:10:58.000]  消滅他們像撒瑪利亞所做的嗎
[00:10:58.000 --> 00:11:01.000]  不提撒瑪利亞猶自可
[00:11:01.000 --> 00:11:02.000]  一提撒瑪利亞
[00:11:02.000 --> 00:11:07.000]  我想耶穌就是百感交集
[00:11:07.000 --> 00:11:11.000]  想起以利亞上聖離開那一幕
[00:11:11.000 --> 00:11:14.000]  徒弟千里相送
[00:11:14.000 --> 00:11:16.000]  承繼了他的衣缽
[00:11:16.000 --> 00:11:18.000]  充分顯示出
[00:11:18.000 --> 00:11:19.000]  他的使命
[00:11:19.000 --> 00:11:21.000]  他的能力
[00:11:21.000 --> 00:11:22.000]  他的抱負
[00:11:22.000 --> 00:11:24.000]  他的承擔
[00:11:24.000 --> 00:11:25.000]  現在
[00:11:25.000 --> 00:11:30.000]  看一看自己的門徒
[00:11:30.000 --> 00:11:34.000]  他們究竟是甚麼狀態呢
[00:11:34.000 --> 00:11:39.000]  耶穌可能很羨慕以利亞
[00:11:39.000 --> 00:11:43.000]  就算外人不明白自己
[00:11:43.000 --> 00:11:45.000]  那就算了
[00:11:45.000 --> 00:11:46.000]  不要求那麼多
[00:11:46.000 --> 00:11:49.000]  但是這些門徒是自己
[00:11:49.000 --> 00:11:51.000]  日以繼夜
[00:11:51.000 --> 00:11:52.000]  日夜相隨
[00:11:52.000 --> 00:11:55.000]  新教言教三年
[00:11:55.000 --> 00:11:57.000]  他們學到甚麼
[00:11:57.000 --> 00:12:03.000]  他們學到叫天火來消滅自己不喜歡的人
[00:12:03.000 --> 00:12:12.000]  你叫為師的情何以堪呢
[00:12:12.000 --> 00:12:14.000]  如果師父離世
[00:12:14.000 --> 00:12:15.000]  離開
[00:12:15.000 --> 00:12:20.000]  徒弟擁有了師父的所有能力
[00:12:20.000 --> 00:12:23.000]  但是學到的是一個這樣的心態
[00:12:23.000 --> 00:12:25.000]  到底你們這個世界
[00:12:25.000 --> 00:12:32.000]  是一個祝福還是一個危害呢
[00:12:32.000 --> 00:12:34.000]  但如果你的村莊不接待
[00:12:34.000 --> 00:12:37.000]  就去別的村莊吧
[00:12:37.000 --> 00:12:39.000]  自己的門徒教而不善
[00:12:39.000 --> 00:12:43.000]  是否要換人呢
[00:12:43.000 --> 00:12:44.000]  但是你不要忘記
[00:12:44.000 --> 00:12:46.000]  作者一開始的時候提醒我們
[00:12:46.000 --> 00:12:49.000]  耶穌被接上聖的日子將到
[00:12:49.000 --> 00:12:50.000]  即是說
[00:12:50.000 --> 00:12:52.000]  時日無多了
[00:12:52.000 --> 00:12:56.000]  你已經沒有時間換人了
[00:12:56.000 --> 00:12:59.000]  耶穌在這樣的處境下
[00:12:59.000 --> 00:13:02.000]  他沒有因為自己即將離開而放軟手腳
[00:13:02.000 --> 00:13:05.000]  也沒有進入半退休狀態
[00:13:05.000 --> 00:13:06.000]  他珍惜最後的機會
[00:13:06.000 --> 00:13:09.000]  在離開之前他盡力去教
[00:13:09.000 --> 00:13:11.000]  教得多少就多少
[00:13:11.000 --> 00:13:13.000]  你看看他跟著那些人說甚麼
[00:13:13.000 --> 00:13:14.000]  一邊走的時候
[00:13:14.000 --> 00:13:15.000]  有人對耶穌說
[00:13:15.000 --> 00:13:17.000]  你去哪裡我都會跟著你
[00:13:17.000 --> 00:13:18.000]  耶穌對他說
[00:13:18.000 --> 00:13:19.000]  狐狸有洞
[00:13:19.000 --> 00:13:20.000]  天空的飛鳥有窩
[00:13:20.000 --> 00:13:22.000]  但人子連枕頭的地方都沒有
[00:13:22.000 --> 00:13:24.000]  你不就是要跟嗎
[00:13:24.000 --> 00:13:25.000]  然後有人說
[00:13:25.000 --> 00:13:27.000]  容我陪去埋葬我的父親
[00:13:27.000 --> 00:13:28.000]  耶穌就說
[00:13:28.000 --> 00:13:29.000]  任憑死人埋葬他們的死人
[00:13:29.000 --> 00:13:31.000]  你只管去傳揚上帝國那裡
[00:13:31.000 --> 00:13:33.000]  有人說我要跟從你
[00:13:33.000 --> 00:13:35.000]  但是你讓我回家遲給家人
[00:13:35.000 --> 00:13:36.000]  耶穌就說
[00:13:36.000 --> 00:13:37.000]  手扶著泥盤
[00:13:37.000 --> 00:13:38.000]  向後看的
[00:13:38.000 --> 00:13:40.000]  不配盡上帝的國
[00:13:40.000 --> 00:13:41.000]  繼續有人問
[00:13:41.000 --> 00:13:47.000]  耶穌繼續在教
[00:13:47.000 --> 00:13:48.000]  繼續問
[00:13:48.000 --> 00:13:49.000]  繼續教
[00:13:49.000 --> 00:13:55.000]  耶穌還好像很有鬥志
[00:13:55.000 --> 00:13:57.000]  耶穌沒有放棄
[00:13:57.000 --> 00:13:58.000]  不過回過頭來問
[00:13:58.000 --> 00:14:00.000]  那些門徒是否明白呢
[00:14:00.000 --> 00:14:02.000]  那些門徒是否明白呢
[00:14:02.000 --> 00:14:03.000]  《馬後福音》
[00:14:03.000 --> 00:14:05.000]  如果我們看《馬後福音》的話
[00:14:05.000 --> 00:14:06.000]  《馬後福音》作者就告訴大家
[00:14:06.000 --> 00:14:08.000]  那些門徒是不明白的
[00:14:08.000 --> 00:14:09.000]  因為《馬後福音》
[00:14:09.000 --> 00:14:10.000]  很多次用了這一句說話
[00:14:10.000 --> 00:14:13.000]  就是「門徒仍是不明白」
[00:14:13.000 --> 00:14:14.000]  如果你有看的話
[00:14:14.000 --> 00:14:15.000]  你會記得
[00:14:15.000 --> 00:14:16.000]  經常出現這一句
[00:14:16.000 --> 00:14:18.000]  「門徒仍是不明白」
[00:14:18.000 --> 00:14:19.000]  面對這些狀況
[00:14:19.000 --> 00:14:21.000]  怎能夠又瀟灑
[00:14:21.000 --> 00:14:25.000]  又安心地離開呢
[00:14:25.000 --> 00:14:28.000]  在座當中的朋友
[00:14:28.000 --> 00:14:32.000]  你明白耶穌的心情嗎
[00:14:32.000 --> 00:14:34.000]  人都要離開了
[00:14:34.000 --> 00:14:35.000]  人人都說
[00:14:35.000 --> 00:14:39.000]  All the best
[00:14:39.000 --> 00:14:40.000]  祂是否明白
[00:14:40.000 --> 00:14:43.000]  你心裡的感受呢
[00:14:43.000 --> 00:14:44.000]  祂知不知道
[00:14:44.000 --> 00:14:46.000]  你在想什麼呢
[00:14:46.000 --> 00:14:47.000]  祂知不知道
[00:14:47.000 --> 00:14:48.000]  你心裡的牽掛呢
[00:14:48.000 --> 00:14:49.000]  祂知不知道
[00:14:49.000 --> 00:14:51.000]  你有什麼放不下呢
[00:14:51.000 --> 00:14:52.000]  祂知不知道
[00:14:52.000 --> 00:14:54.000]  你有什麼還沒處理好呢
[00:14:54.000 --> 00:14:56.000]  很多事情
[00:14:56.000 --> 00:14:57.000]  不是那麼容易
[00:14:57.000 --> 00:15:00.000]  就可以畫上一個完整的句號
[00:15:00.000 --> 00:15:04.000]  但是事實就是這樣
[00:15:04.000 --> 00:15:06.000]  那可以怎樣呢
[00:15:06.000 --> 00:15:09.000]  這個就是我們的狀況
[00:15:09.000 --> 00:15:11.000]  這個就是世人的狀況
[00:15:11.000 --> 00:15:15.000]  我們不是伊利亞
[00:15:15.000 --> 00:15:18.000]  學生不能夠比老師高
[00:15:18.000 --> 00:15:20.000]  耶穌也是這樣
[00:15:20.000 --> 00:15:22.000]  難道我們可以不是這樣嗎
[00:15:22.000 --> 00:15:23.000]  耶穌也不能勉強
[00:15:23.000 --> 00:15:25.000]  這些離開的基本
[00:15:25.000 --> 00:15:28.000]  難道我們可以勉強嗎
[00:15:28.000 --> 00:15:29.000]  有些事情
[00:15:29.000 --> 00:15:32.000]  如果未能在離開之前處理好
[00:15:32.000 --> 00:15:35.000]  那就離開之後跟進吧
[00:15:35.000 --> 00:15:37.000]  其實耶穌已經預備好
[00:15:37.000 --> 00:15:40.000]  售後服務了
[00:15:40.000 --> 00:15:43.000]  祂自己跟進也好
[00:15:43.000 --> 00:15:46.000]  聖靈跟進也好
[00:15:46.000 --> 00:15:48.000]  離開並不是結局
[00:15:48.000 --> 00:15:50.000]  不過在這一刻
[00:15:50.000 --> 00:15:54.000]  就算不能夠既瀟灑又安心地離開
[00:15:54.000 --> 00:15:57.000]  但是還是要繼續前行
[00:15:57.000 --> 00:16:01.000]  要繼續前行就要起步
[00:16:01.000 --> 00:16:02.000]  耶穌說
[00:16:02.000 --> 00:16:04.000]  手扶著泥向後看的
[00:16:04.000 --> 00:16:07.000]  不配盡上帝的國
[00:16:07.000 --> 00:16:09.000]  繼續前行的時候
[00:16:09.000 --> 00:16:12.000]  究竟是用什麼心態前行
[00:16:12.000 --> 00:16:16.000]  究竟追求什麼呢
[00:16:16.000 --> 00:16:17.000]  我們嘗試看看
[00:16:17.000 --> 00:16:20.000]  保羅在《解太書》所說的話
[00:16:20.000 --> 00:16:22.000]  給我們的啟發吧
[00:16:22.000 --> 00:16:25.000]  我們又回到經文那裡
[00:16:25.000 --> 00:16:28.000]  在《解太書》第五章第一節
[00:16:28.000 --> 00:16:30.000]  保羅說基督釋放了我們
[00:16:30.000 --> 00:16:33.000]  叫我們得以自由
[00:16:33.000 --> 00:16:34.000]  接下來你看到
[00:16:34.000 --> 00:16:36.000]  保羅所說的釋放我們
[00:16:36.000 --> 00:16:37.000]  叫得以自由
[00:16:37.000 --> 00:16:39.000]  是一種釋放我們
[00:16:39.000 --> 00:16:43.000]  在從前過去的捆綁
[00:16:43.000 --> 00:16:45.000]  而得以自由
[00:16:45.000 --> 00:16:51.000]  邁向一個新階段的自由
[00:16:51.000 --> 00:16:52.000]  在經文裡面
[00:16:52.000 --> 00:16:56.000]  你看到散卻了一部份
[00:16:56.000 --> 00:16:58.000]  散卻了一部份就是說什麼呢
[00:16:58.000 --> 00:17:00.000]  說國禮
[00:17:00.000 --> 00:17:02.000]  第二節開始說國禮
[00:17:02.000 --> 00:17:03.000]  我保羅告訴你們
[00:17:03.000 --> 00:17:04.000]  若受國禮
[00:17:04.000 --> 00:17:09.000]  基督就要你們無益了
[00:17:09.000 --> 00:17:10.000]  國禮
[00:17:10.000 --> 00:17:14.000]  保羅說是過去的事了
[00:17:14.000 --> 00:17:16.000]  過去了
[00:17:16.000 --> 00:17:19.000]  不要再在那些地方掙扎了
[00:17:19.000 --> 00:17:21.000]  不要再爭論了
[00:17:21.000 --> 00:17:23.000]  現在是什麼
[00:17:23.000 --> 00:17:25.000]  現在是基督的恩典
[00:17:25.000 --> 00:17:27.000]  現在是基督的恩典
[00:17:27.000 --> 00:17:33.000]  是基督的恩典承載著我們
[00:17:33.000 --> 00:17:37.000]  我們的生命是被基督的恩典
[00:17:37.000 --> 00:17:40.000]  所去帶領和開發
[00:17:40.000 --> 00:17:43.000]  不是被國禮或不國禮
[00:17:43.000 --> 00:17:46.000]  所控制和掌管
[00:17:46.000 --> 00:17:48.000]  然後你看到
[00:17:48.000 --> 00:17:50.000]  我們今天讀的那一段
[00:17:50.000 --> 00:17:55.000]  就說情慾和聖靈
[00:17:55.000 --> 00:17:59.000]  保羅說情慾的事情是過去了
[00:17:59.000 --> 00:18:02.000]  是從前了
[00:18:02.000 --> 00:18:04.000]  他的彰顯是什麼呢
[00:18:04.000 --> 00:18:08.000]  他的彰顯就是姦淫污穢
[00:18:08.000 --> 00:18:10.000]  邪蕩拜偶像邪術
[00:18:10.000 --> 00:18:12.000]  仇恨競爭
[00:18:12.000 --> 00:18:13.000]  老恨
[00:18:13.000 --> 00:18:15.000]  老奴結黨紛爭
[00:18:15.000 --> 00:18:19.000]  異端嫉妒醉酒謊言
[00:18:19.000 --> 00:18:23.000]  那些都視為過去
[00:18:23.000 --> 00:18:26.000]  前面是什麼呢
[00:18:26.000 --> 00:18:27.000]  前面是什麼呢
[00:18:27.000 --> 00:18:30.000]  保羅說前面有什麼等著我們呢
[00:18:30.000 --> 00:18:34.000]  前面是聖靈的果子在等著我們
[00:18:34.000 --> 00:18:37.000]  聖靈等著我們
[00:18:37.000 --> 00:18:40.000]  去帶我們結出聖靈的果子
[00:18:40.000 --> 00:18:41.000]  那些是什麼呢
[00:18:41.000 --> 00:18:43.000]  人愛喜樂和平忍耐
[00:18:43.000 --> 00:18:46.000]  因慈良善信實溫柔節制
[00:18:46.000 --> 00:18:51.000]  這些是等著我們去實現的將來
[00:18:51.000 --> 00:18:54.000]  無論我們是離開一個校園也好
[00:18:54.000 --> 00:18:56.000]  離開一個職位也好
[00:18:56.000 --> 00:18:58.000]  離開一個地方也好
[00:18:58.000 --> 00:19:01.000]  離開一段關係也好
[00:19:01.000 --> 00:19:03.000]  保羅提醒我們
[00:19:03.000 --> 00:19:07.000]  等著我們的是基督的恩典
[00:19:07.000 --> 00:19:15.000]  等著我們的是聖靈在我們生命裡所激的果子
[00:19:15.000 --> 00:19:17.000]  既然是時候了
[00:19:17.000 --> 00:19:24.000]  就朝向這個恩典和自由去啟行
[00:19:24.000 --> 00:19:26.000]  回過頭來說
[00:19:26.000 --> 00:19:29.000]  離開熟習的環境
[00:19:29.000 --> 00:19:31.000]  離開熟習的關係
[00:19:31.000 --> 00:19:35.000]  離開一個地方
[00:19:35.000 --> 00:19:39.000]  總是感覺到不安的
[00:19:39.000 --> 00:19:42.000]  放下了身份和地位
[00:19:42.000 --> 00:19:44.000]  難免是感覺到有些失落的
[00:19:44.000 --> 00:19:46.000]  朝向一個未知的將來
