
[00:00:00.000 --> 00:00:04.000]  感謝主,我們在羊年開始的時候
[00:02:19.000 --> 00:02:26.000]  第一個所領受到的福氣就是得到救恩
[00:02:26.000 --> 00:02:31.000]  第二所領受到的福氣就是得到飽足
[00:02:31.000 --> 00:02:39.000]  第三個我們所領受到的福氣就是得到生命
[00:02:39.000 --> 00:02:41.000]  第一個我們得到救恩
[00:02:41.000 --> 00:02:47.000]  這個是我們在靈性上面的福氣
[00:02:47.000 --> 00:02:49.000]  第二個我們得到飽足
[00:02:49.000 --> 00:02:54.000]  這個是我們在生活上面所得到的供應
[00:02:54.000 --> 00:02:57.000]  第三個得到生命
[00:02:57.000 --> 00:03:03.000]  這個是我們在生命上面的一份滋潤
[00:03:03.000 --> 00:03:06.000]  我盼望我們各位的羊仔羊女
[00:03:06.000 --> 00:03:10.000]  我們明白我們所領受到的各樣福氣
[00:03:10.000 --> 00:03:13.000]  待會我們去拜年的時候
[00:03:13.000 --> 00:03:15.000]  我們見到我們的親戚朋友的時候
[00:03:15.000 --> 00:03:19.000]  我們能夠將我們所領受到的
[00:03:19.000 --> 00:03:23.000]  來分享給我們的親戚朋友
[00:03:23.000 --> 00:03:27.000]  第一方面我們所得到的羊仔羊女
[00:03:27.000 --> 00:03:30.000]  就是得到救恩
[00:03:30.000 --> 00:03:33.000]  因為聖經是這樣說的
[00:03:33.000 --> 00:03:37.000]  其實這個比喻不是說羊
[00:03:37.000 --> 00:03:42.000]  而是耶穌說我是羊的門
[00:03:42.000 --> 00:03:44.000]  羊的門
[00:03:44.000 --> 00:03:47.000]  即是那些欄杆是把羊困住
[00:03:47.000 --> 00:03:48.000]  我是門
[00:03:48.000 --> 00:03:55.000]  祂說凡是從我裡面進來的就必得救
[00:03:55.000 --> 00:03:57.000]  我用了這樣的一個比喻
[00:03:57.000 --> 00:04:02.000]  耶穌說你在我這一道門裡面進來的
[00:04:02.000 --> 00:04:05.000]  每一個都可以得救
[00:04:05.000 --> 00:04:07.000]  起碼告訴我們在得救上面
[00:04:07.000 --> 00:04:10.000]  有兩個很重要的觀念
[00:04:10.000 --> 00:04:17.000]  第一個就是門是代表一個保護
[00:04:17.000 --> 00:04:19.000]  一個保障
[00:04:19.000 --> 00:04:26.000]  第二凡是進來的我們就可以得救
[00:04:26.000 --> 00:04:29.000]  要回到很多年前的時候
[00:04:29.000 --> 00:04:30.000]  或者現在當然了
[00:04:30.000 --> 00:04:34.000]  在紐西蘭都有很多羊仔或者羊女
[00:04:34.000 --> 00:04:40.000]  他們是在荒山野嶺裡面來找食
[00:04:40.000 --> 00:04:44.000]  是會遇到有危險有困難的
[00:04:44.000 --> 00:04:47.000]  當他們遇到困難有危險的時候
[00:04:47.000 --> 00:04:52.000]  是需要牧羊的人能夠去保護他們
[00:04:52.000 --> 00:04:56.000]  但是到了晚上他們要睡覺的時候
[00:04:56.000 --> 00:04:58.000]  如果在荒山野嶺
[00:04:58.000 --> 00:05:01.000]  他們都會很吃虧
[00:05:01.000 --> 00:05:04.000]  會被野獸吃掉
[00:05:04.000 --> 00:05:08.000]  所以有一道門他們回到牧場
[00:05:08.000 --> 00:05:11.000]  我回到我自己的牧場的門
[00:05:11.000 --> 00:05:17.000]  這個門就不是那些欺騙的人去欺騙我們
[00:05:17.000 --> 00:05:19.000]  這個就是門進去吧
[00:05:19.000 --> 00:05:23.000]  結果進去可能被人捉了進去
[00:05:23.000 --> 00:05:26.000]  不是那些被欺騙
[00:05:26.000 --> 00:05:27.000]  嘩這麼大聲
[00:05:27.000 --> 00:05:30.000]  不是那些騙人的門
[00:05:30.000 --> 00:05:35.000]  我們要認清楚這個門是耶穌基督
[00:05:35.000 --> 00:05:38.000]  祂自己就成為這個門
[00:05:38.000 --> 00:05:43.000]  我們是透過耶穌基督進入了這個門的時候
[00:05:43.000 --> 00:05:46.000]  我們就能夠得救
[00:05:46.000 --> 00:05:50.000]  所以第一個我們所得到的福
[00:05:50.000 --> 00:05:53.000]  是在靈性上的福
[00:05:53.000 --> 00:05:58.000]  所謂得救就是我們在我們的靈性上
[00:05:58.000 --> 00:06:01.000]  不需要再依靠一些其他
[00:06:01.000 --> 00:06:04.000]  會令到我們的心裏面得到安
[00:06:04.000 --> 00:06:09.000]  覺得是保護的那些的依靠
[00:06:09.000 --> 00:06:12.000]  而是我們可以從耶穌基督
[00:06:12.000 --> 00:06:15.000]  這一份救贖的恩典當中
[00:06:15.000 --> 00:06:18.000]  我們的心裏面得到滿足
[00:06:18.000 --> 00:06:19.000]  是什麼意思呢
[00:06:19.000 --> 00:06:22.000]  其實我們都知道過年
[00:06:22.000 --> 00:06:25.000]  我們無論是派利是
[00:06:25.000 --> 00:06:28.000]  我們無論要穿些紅色的衣服
[00:06:28.000 --> 00:06:30.000]  在過年裏面很多的習俗
[00:06:30.000 --> 00:06:35.000]  都是和民間的信仰有關係
[00:06:35.000 --> 00:06:37.000]  是說要驅走那些
[00:06:37.000 --> 00:06:39.000]  去令到我們的生活裏面
[00:06:39.000 --> 00:06:42.000]  受到有危害的那些事情
[00:06:42.000 --> 00:06:45.000]  能夠可以拿走他們
[00:06:45.000 --> 00:06:48.000]  是不是聽過這樣
[00:06:48.000 --> 00:06:52.000]  新年燒炮仗
[00:06:52.000 --> 00:06:54.000]  我小時候有燒過炮仗
[00:06:54.000 --> 00:06:57.000]  現在不給燒
[00:06:57.000 --> 00:06:59.000]  驅走那些龍獸
[00:06:59.000 --> 00:07:03.000]  在新年那個野獸
[00:07:03.000 --> 00:07:06.000]  我小時候都有很多這樣的習俗
[00:07:06.000 --> 00:07:08.000]  我是不明白為什麼
[00:07:08.000 --> 00:07:12.000]  因為小時候爸媽都未信主
[00:07:12.000 --> 00:07:15.000]  就算現在我也不是很明白
[00:07:15.000 --> 00:07:19.000]  年初一不可以洗頭
[00:07:19.000 --> 00:07:22.000]  有沒有這樣的習俗
[00:07:22.000 --> 00:07:24.000]  為什麼
[00:07:24.000 --> 00:07:28.000]  我到現在也不明白為什麼
[00:07:28.000 --> 00:07:31.000]  洗光那些發財
[00:07:31.000 --> 00:07:36.000]  洗光那些財氣走
[00:07:36.000 --> 00:07:37.000]  我小時候我和我哥
[00:07:37.000 --> 00:07:40.000]  就常常看通勝
[00:07:40.000 --> 00:07:44.000]  就是初幾是宜洗頭
[00:07:44.000 --> 00:07:46.000]  初幾是不宜洗頭
[00:07:46.000 --> 00:07:50.000]  初幾是宜去買東西
[00:07:50.000 --> 00:07:52.000]  初幾是不宜去做生意等等
[00:07:52.000 --> 00:07:53.000]  我們去看
[00:07:53.000 --> 00:07:54.000]  不一定是信
[00:07:54.000 --> 00:07:55.000]  不過是會看的
[00:07:55.000 --> 00:07:57.000]  因為我爸爸看
[00:07:57.000 --> 00:07:59.000]  在新年的時候
[00:07:59.000 --> 00:08:04.000]  是不可以掃地的
[00:08:04.000 --> 00:08:06.000]  所以在新年的時候
[00:08:06.000 --> 00:08:13.000]  我們家是很骯髒的
[00:08:13.000 --> 00:08:15.000]  因為是會吃瓜子的
[00:08:15.000 --> 00:08:16.000]  不知道為什麼
[00:08:16.000 --> 00:08:18.000]  我爸爸是喜歡將瓜子殼
[00:08:18.000 --> 00:08:20.000]  放在地上
[00:08:20.000 --> 00:08:23.000]  是可以踩到鼻涕發辣的
[00:08:23.000 --> 00:08:25.000]  有時候會吃一些花生
[00:08:25.000 --> 00:08:26.000]  也是放在地上
[00:08:26.000 --> 00:08:30.000]  但是新年是不可以掃地的
[00:08:30.000 --> 00:08:31.000]  我也不知道為什麼
[00:08:31.000 --> 00:08:34.000]  當然可能照這一條線
[00:08:34.000 --> 00:08:39.000]  就是掃走那些財氣
[00:08:39.000 --> 00:08:40.000]  所以我們小時候
[00:08:40.000 --> 00:08:42.000]  都是不掃地
[00:08:42.000 --> 00:08:46.000]  不洗頭
[00:08:46.000 --> 00:08:50.000]  只是新年那天
[00:08:50.000 --> 00:08:52.000]  但是是不是真的
[00:08:52.000 --> 00:08:56.000]  那些財氣沒有掃走呢
[00:08:56.000 --> 00:09:00.000]  我爸爸也是一般的家庭
[00:09:00.000 --> 00:09:01.000]  到他去世的時候
[00:09:01.000 --> 00:09:02.000]  也是一般的家庭
[00:09:02.000 --> 00:09:05.000]  不是變成大富大貴
[00:09:05.000 --> 00:09:07.000]  我們是靠什麼
[00:09:07.000 --> 00:09:09.000]  我們在我們的靈性上
[00:09:09.000 --> 00:09:12.000]  是依靠什麼
[00:09:12.000 --> 00:09:18.000]  令到我們的生活得到滿足呢
[00:09:18.000 --> 00:09:21.000]  在聖經告訴我們
[00:09:21.000 --> 00:09:26.000]  耶穌會將得救的福氣賞賜給我們
[00:09:26.000 --> 00:09:27.000]  也就是說
[00:09:27.000 --> 00:09:30.000]  我們會令到我們的生命
[00:09:30.000 --> 00:09:35.000]  令到我們的生活有危害的事情
[00:09:35.000 --> 00:09:38.000]  我們就不需要害怕
[00:09:38.000 --> 00:09:39.000]  我們最害怕的是什麼呢
[00:09:39.000 --> 00:09:42.000]  我們最害怕的是病、沒錢、死
[00:09:42.000 --> 00:09:47.000]  新年好像不可以說這個字
[00:09:47.000 --> 00:09:51.000]  我也不知道為什麼不可以說
[00:09:51.000 --> 00:09:53.000]  我們就很害怕
[00:09:53.000 --> 00:09:56.000]  做了這些事、說了這些事
[00:09:56.000 --> 00:09:58.000]  就會令到我們不吉利
[00:09:58.000 --> 00:10:02.000]  我們的人生就會一事無成
[00:10:02.000 --> 00:10:06.000]  就不可以一帆風順
[00:10:06.000 --> 00:10:09.000]  這個在這裡最重要
[00:10:09.000 --> 00:10:10.000]  我們在人生
[00:10:10.000 --> 00:10:12.000]  我們對於我們人生的未來
[00:10:12.000 --> 00:10:14.000]  我們人生的盼望
[00:10:14.000 --> 00:10:17.000]  就是我們有得救的盼望
[00:10:17.000 --> 00:10:20.000]  這個得救是令到我們的生命
[00:10:20.000 --> 00:10:22.000]  成為一個新造的人
[00:10:22.000 --> 00:10:26.000]  就好像每一次都在過年一樣
[00:10:26.000 --> 00:10:29.000]  新造的人
[00:10:29.000 --> 00:10:32.000]  我們擁有了第一個的確具
[00:10:32.000 --> 00:10:35.000]  就是在靈性上的滿足
[00:10:35.000 --> 00:10:38.000]  我們不需要再害怕
[00:10:38.000 --> 00:10:39.000]  我不小心
[00:10:39.000 --> 00:10:40.000]  我在新年的時候
[00:10:40.000 --> 00:10:42.000]  我打爛了碗
[00:10:42.000 --> 00:10:43.000]  或者我在新年的時候
[00:10:43.000 --> 00:10:45.000]  我說錯一些話
[00:10:45.000 --> 00:10:48.000]  就會令到我們的人生一直向下坡
[00:10:48.000 --> 00:10:52.000]  當然不是叫我們亂說話
[00:10:52.000 --> 00:10:53.000]  不是因為這樣
[00:10:53.000 --> 00:10:55.000]  我們可以亂說話
[00:10:55.000 --> 00:10:58.000]  但是我們最重要
[00:10:58.000 --> 00:11:01.000]  是我們不需要怕我說錯什麼
[00:11:01.000 --> 00:11:02.000]  做錯什麼
[00:11:02.000 --> 00:11:05.000]  令到我好像對於我們的家族
[00:11:05.000 --> 00:11:07.000]  對於我們自己的家庭
[00:11:07.000 --> 00:11:08.000]  會有很多的遺憾
[00:11:08.000 --> 00:11:11.000]  最重要就是我們已經有了得救的盼望
[00:11:11.000 --> 00:11:13.000]  第二方面
[00:11:13.000 --> 00:11:14.000]  信主
[00:11:14.000 --> 00:11:17.000]  我們作為主的羊仔羊女
[00:11:17.000 --> 00:11:19.000]  第二個的福氣
[00:11:19.000 --> 00:11:21.000]  在聖經裡面告訴我們
[00:11:21.000 --> 00:11:24.000]  我們是可以得到飽足
[00:11:24.000 --> 00:11:26.000]  聖經也只是說了這幾個字
[00:11:26.000 --> 00:11:33.000]  它就是說出入可以得草吃
[00:11:33.000 --> 00:11:36.000]  出入可以得草吃
[00:11:36.000 --> 00:11:41.000]  我們這個羊離開了這個門
[00:11:41.000 --> 00:11:43.000]  去到山頭那裡
[00:11:43.000 --> 00:11:44.000]  是有草吃
[00:11:44.000 --> 00:11:46.000]  我們回來
[00:11:46.000 --> 00:11:49.000]  如果去到冬天下很大雪的時候
[00:11:49.000 --> 00:11:50.000]  或者乾旱
[00:11:50.000 --> 00:11:51.000]  不是很多草的時候
[00:11:51.000 --> 00:11:53.000]  我們回來牧場
[00:11:53.000 --> 00:11:56.000]  仍然是可以吃得飽
[00:11:56.000 --> 00:11:58.000]  在今天
[00:11:58.000 --> 00:12:00.000]  我們的世界
[00:12:00.000 --> 00:12:03.000]  地球的氣溫
[00:12:03.000 --> 00:12:05.000]  越來越升高
[00:12:05.000 --> 00:12:07.000]  我們地球上的資源
[00:12:07.000 --> 00:12:09.000]  是越來越短缺
[00:12:09.000 --> 00:12:12.000]  所以羊能夠得到草吃
[00:12:12.000 --> 00:12:14.000]  不是容易的
[00:12:14.000 --> 00:12:17.000]  所以我們才有所謂一些
[00:12:17.000 --> 00:12:19.000]  其他的飼料
[00:12:19.000 --> 00:12:21.000]  來餵養這些動物
[00:12:21.000 --> 00:12:23.000]  不只是叫牠們吃那些草
[00:12:23.000 --> 00:12:25.000]  現在我們去找到那些
[00:12:25.000 --> 00:12:29.000]  真的可以吃到草的羊或者牛
[00:12:29.000 --> 00:12:32.000]  已經是越來越少了
[00:12:32.000 --> 00:12:34.000]  但是聖經告訴我們
[00:12:34.000 --> 00:12:36.000]  祂說給我們的祝福是什麼呢?
[00:12:36.000 --> 00:12:39.000]  我們可以得到有草吃
[00:12:39.000 --> 00:12:42.000]  我們在生活上
[00:12:42.000 --> 00:12:44.000]  在物質的生活上
[00:12:44.000 --> 00:12:48.000]  我們是不自缺乏
[00:12:48.000 --> 00:12:51.000]  除了在靈性上我們有滿足
[00:12:51.000 --> 00:12:55.000]  但是我們在物質的供應上
[00:12:55.000 --> 00:12:58.000]  我們是不缺乏
[00:12:58.000 --> 00:13:00.000]  牧師你是不是說
[00:13:00.000 --> 00:13:05.000]  信耶穌得飯吃呢?
[00:13:05.000 --> 00:13:07.000]  這是我最初
[00:13:07.000 --> 00:13:10.000]  我信了主回家的時候
[00:13:10.000 --> 00:13:13.000]  我的家人質疑我的問題
[00:13:13.000 --> 00:13:16.000]  是不是真的信了耶穌
[00:13:16.000 --> 00:13:18.000]  就可以有飯吃呢?
[00:13:18.000 --> 00:13:21.000]  當我們出去跟人傳福音的時候
[00:13:21.000 --> 00:13:25.000]  你們真的能夠給我們飯吃嗎?
[00:13:25.000 --> 00:13:32.000]  這個觀念可以說很多
[00:13:32.000 --> 00:13:35.000]  不過我就不說太多
[00:13:35.000 --> 00:13:38.000]  我只是想一些不同的片段
[00:13:38.000 --> 00:13:41.000]  譬如就是我媽媽的家庭
[00:13:41.000 --> 00:13:43.000]  她一家四口
[00:13:43.000 --> 00:13:46.000]  包括我婆婆、我舅父和我媽媽
[00:13:46.000 --> 00:13:48.000]  她一家四口
[00:13:48.000 --> 00:13:52.000]  他們是住在新界錦田
[00:13:52.000 --> 00:13:54.000]  他們很小的時候
[00:13:54.000 --> 00:13:56.000]  我媽媽小的時候
[00:13:56.000 --> 00:13:58.000]  就已經回了教會
[00:13:58.000 --> 00:14:00.000]  在聖公會洗了禮
[00:14:00.000 --> 00:14:01.000]  為什麼呢?
[00:14:01.000 --> 00:14:07.000]  是因為教會派米
[00:14:07.000 --> 00:14:08.000]  是因為教會派米
[00:14:08.000 --> 00:14:10.000]  他們去拿米
[00:14:10.000 --> 00:14:12.000]  回了教會洗了禮
[00:14:12.000 --> 00:14:15.000]  所以信耶穌是有米吃的
[00:14:15.000 --> 00:14:18.000]  有飯吃的
[00:14:18.000 --> 00:14:19.000]  當然
[00:14:19.000 --> 00:14:22.000]  那麼燒朝有沒有派米呢?
[00:14:22.000 --> 00:14:24.000]  不要這麼快想著
[00:14:24.000 --> 00:14:27.000]  在聖經告訴我們
[00:14:27.000 --> 00:14:28.000]  詩篇23篇
[00:14:28.000 --> 00:14:31.000]  耶和華是我的目者
[00:14:31.000 --> 00:14:36.000]  我必不自缺乏
[00:14:36.000 --> 00:14:43.000]  信主的人我們是不自缺乏
[00:14:43.000 --> 00:14:46.000]  在聖經的觀念
[00:14:46.000 --> 00:14:48.000]  在舊約的觀念
[00:14:48.000 --> 00:14:50.000]  翻開新明紀
[00:14:50.000 --> 00:14:52.000]  都是這樣告訴我們
[00:14:52.000 --> 00:14:56.000]  耶和華說他要賜福給我們
[00:14:56.000 --> 00:14:59.000]  他的賜福就是
[00:14:59.000 --> 00:15:03.000]  你地上的出產是豐富
[00:15:03.000 --> 00:15:07.000]  你所畜牧的牛羊越來越多
[00:15:07.000 --> 00:15:11.000]  你會有身體的健康
[00:15:11.000 --> 00:15:14.000]  你家人的關係是會融合
[00:15:14.000 --> 00:15:16.000]  這個是聖經告訴我們
[00:15:16.000 --> 00:15:18.000]  我們在地上
[00:15:18.000 --> 00:15:22.000]  我們信靠耶和華神的人
[00:15:22.000 --> 00:15:24.000]  我們在物質生活上
[00:15:24.000 --> 00:15:26.000]  我們所得到的
[00:15:26.000 --> 00:15:28.000]  是什麼呢?
[00:15:28.000 --> 00:15:31.000]  我們是夠錢開飯的
[00:15:31.000 --> 00:15:33.000]  我們所做的工作
[00:15:33.000 --> 00:15:36.000]  是會賺到錢
[00:15:36.000 --> 00:15:39.000]  我們是有健康的身體
[00:15:39.000 --> 00:15:42.000]  和我們人與人之間
[00:15:42.000 --> 00:15:44.000]  是有和諧的關係
[00:15:44.000 --> 00:15:46.000]  這個是聖經告訴我們
[00:15:46.000 --> 00:15:48.000]  從舊約一直到新約
[00:15:48.000 --> 00:15:52.000]  這個是神向我們祝福的證明
[00:15:52.000 --> 00:15:53.000]  問題就是
[00:15:53.000 --> 00:15:58.000]  我們是不是全心全意去依靠神
[00:15:58.000 --> 00:16:00.000]  當你說牧師不是這樣
[00:16:00.000 --> 00:16:02.000]  牧師也有很多問題發生
[00:16:02.000 --> 00:16:04.000]  我們也有返教會的
[00:16:04.000 --> 00:16:08.000]  有奉獻的
[00:16:08.000 --> 00:16:11.000]  不是返教會的就可以得福
[00:16:11.000 --> 00:16:14.000]  而是全心全意去依靠上帝
[00:16:14.000 --> 00:16:16.000]  信靠上帝的
[00:16:16.000 --> 00:16:20.000]  就必然得福
[00:16:20.000 --> 00:16:22.000]  要說是我的牧者
[00:16:22.000 --> 00:16:25.000]  我必不自缺乏
[00:16:25.000 --> 00:16:27.000]  我出生在一個屋邨的家庭
[00:16:27.000 --> 00:16:30.000]  是一個平凡的家庭
[00:16:30.000 --> 00:16:32.000]  去到現在
[00:16:32.000 --> 00:16:36.000]  不好意思五十多歲
[00:16:36.000 --> 00:16:40.000]  我返了教會四十年
[00:16:40.000 --> 00:16:42.000]  在過去的人生裏面
[00:16:42.000 --> 00:16:45.000]  我真的經歷到
[00:16:45.000 --> 00:16:47.000]  耶和華是我的牧者
[00:16:47.000 --> 00:16:50.000]  我必不自缺乏
[00:16:50.000 --> 00:16:52.000]  無論是我在讀書的時候
[00:16:52.000 --> 00:16:54.000]  我讀中學的時候
[00:16:54.000 --> 00:16:57.000]  我是要自己去跟別人補習
[00:16:57.000 --> 00:16:59.000]  去賺我自己的學費
[00:16:59.000 --> 00:17:02.000]  去讀大學的時候我不夠錢
[00:17:02.000 --> 00:17:06.000]  我真的要找人借錢
[00:17:06.000 --> 00:17:09.000]  但是神給我完成了我的大學
[00:17:09.000 --> 00:17:12.000]  我奉獻要讀神學的時候
[00:17:12.000 --> 00:17:14.000]  是我將我在工作裏面
[00:17:14.000 --> 00:17:16.000]  所賺到所有的錢
[00:17:16.000 --> 00:17:18.000]  我全部給了我媽
[00:17:18.000 --> 00:17:20.000]  因為在未來那三年
[00:17:20.000 --> 00:17:21.000]  起碼讀神學的時候
[00:17:21.000 --> 00:17:24.000]  可以給到家用
[00:17:24.000 --> 00:17:26.000]  但是神又給我
[00:17:26.000 --> 00:17:28.000]  可以在讀神學的時候
[00:17:28.000 --> 00:17:31.000]  拿到那一點點的實習費
[00:17:31.000 --> 00:17:35.000]  我仍然可以給到錢給家用
[00:17:35.000 --> 00:17:39.000]  然後我出來侍奉二十多年
[00:17:39.000 --> 00:17:42.000]  神是給我有得吃
[00:17:42.000 --> 00:17:44.000]  有得穿
[00:17:44.000 --> 00:17:46.000]  有得住
[00:17:46.000 --> 00:17:48.000]  就算你說要捱貴租也好
[00:17:48.000 --> 00:17:50.000]  被人逼遷也好
[00:17:50.000 --> 00:17:52.000]  我仍然有得住
[00:17:52.000 --> 00:17:53.000]  仍然有得吃
[00:17:53.000 --> 00:17:56.000]  仍然有得穿
[00:17:56.000 --> 00:18:01.000]  我們要知道在物質上的滿足和供應
[00:18:01.000 --> 00:18:06.000]  只不過是不同的人有不同的要求
[00:18:06.000 --> 00:18:08.000]  我什麼時候都可以再住好一點
[00:18:08.000 --> 00:18:12.000]  什麼時候都可以再吃好一點
[00:18:12.000 --> 00:18:15.000]  是沒有一個標準在那裏
[00:18:15.000 --> 00:18:17.000]  信耶穌的人
[00:18:17.000 --> 00:18:20.000]  我們知道
[00:18:20.000 --> 00:18:22.000]  在聖經的教導我們
[00:18:22.000 --> 00:18:24.000]  我們是互相的幫助
[00:18:24.000 --> 00:18:26.000]  彼此的建立
[00:18:26.000 --> 00:18:29.000]  所以無論是在香港的教會
[00:18:29.000 --> 00:18:31.000]  或者去到其他外國的教會
[00:18:31.000 --> 00:18:33.000]  我們都見到在教會裏面
[00:18:33.000 --> 00:18:37.000]  我們見到這種是在實行彼此的相愛
[00:18:37.000 --> 00:18:40.000]  好像在《使徒行傳》第二章裏面
[00:18:40.000 --> 00:18:42.000]  雖然我們不是就是這樣
[00:18:42.000 --> 00:18:43.000]  但是《使徒行傳》第二章告訴我們
[00:18:43.000 --> 00:18:46.000]  我們是凡物共融
[00:18:46.000 --> 00:18:47.000]  也就是說
[00:18:47.000 --> 00:18:48.000]  我有多一點的時候
[00:18:48.000 --> 00:18:50.000]  我見到有些是不夠的時候
[00:18:50.000 --> 00:18:55.000]  基督徒是會願意伸出援手的
[00:18:55.000 --> 00:18:57.000]  無論是金錢上
[00:18:57.000 --> 00:18:58.000]  無論是時間上
[00:18:58.000 --> 00:19:00.000]  或者是關心上
[00:19:00.000 --> 00:19:02.000]  我們是願意去做這件事的
[00:19:02.000 --> 00:19:05.000]  這個豈不是我們在物質生活上
[00:19:05.000 --> 00:19:10.000]  那個的滿足和供應呢
[00:19:10.000 --> 00:19:13.000]  所以我們
[00:19:13.000 --> 00:19:15.000]  其實我們在座當中
[00:19:15.000 --> 00:19:18.000]  你回教會超過一年兩年以上
[00:19:18.000 --> 00:19:22.000]  你或多或少都經歷過這種福氣
[00:19:22.000 --> 00:19:25.000]  沒錯我們是可以再做多一點
[00:19:25.000 --> 00:19:27.000]  我們的關心可以再多一點
[00:19:27.000 --> 00:19:29.000]  我們所要給的
[00:19:29.000 --> 00:19:30.000]  無論是時間
[00:19:30.000 --> 00:19:31.000]  無論是金錢
[00:19:31.000 --> 00:19:32.000]  是可以再給多一點
[00:19:32.000 --> 00:19:34.000]  但是在信仰的群體
[00:19:34.000 --> 00:19:36.000]  在基督徒的信仰群體裏面
[00:19:36.000 --> 00:19:39.000]  我們是已經經歷了
[00:19:39.000 --> 00:19:40.000]  這個是我們的福氣
[00:19:40.000 --> 00:19:43.000]  所以這個是一個感恩崇拜
[00:19:43.000 --> 00:19:46.000]  感謝主讓我們每一個
[00:19:46.000 --> 00:19:49.000]  成為主的羊仔和羊女
[00:19:49.000 --> 00:19:52.000]  我們可以在物質生活上
[00:19:52.000 --> 00:19:54.000]  可以去經歷到
[00:19:54.000 --> 00:19:56.000]  神祂自己給我們的供應
[00:19:56.000 --> 00:20:01.000]  最後我們可以得到生命
[00:20:01.000 --> 00:20:03.000]  心靈上的滋潤
[00:20:03.000 --> 00:20:05.000]  亦都是我們在約翰福音第十章
[00:20:05.000 --> 00:20:09.000]  我們最熟悉的一段經文
[00:20:09.000 --> 00:20:11.000]  聖經的原文是這樣的
[00:20:11.000 --> 00:20:13.000]  他就說:我來了
[00:20:13.000 --> 00:20:15.000]  耶穌說:我來了
[00:20:15.000 --> 00:20:19.000]  是要叫羊得生命
[00:20:19.000 --> 00:20:22.000]  並且得的更豐盛
[00:20:22.000 --> 00:20:25.000]  這個可以說是一個總結
[00:20:25.000 --> 00:20:27.000]  我們能夠得到這個生命
[00:20:27.000 --> 00:20:29.000]  這個生命的承載
[00:20:29.000 --> 00:20:33.000]  是最少有兩方面的需要和滿足
[00:20:33.000 --> 00:20:35.000]  第一方面是靈性上
[00:20:35.000 --> 00:20:40.000]  第二方面是物質上
[00:20:40.000 --> 00:20:45.000]  因為人是有靈魂體的
[00:20:45.000 --> 00:20:49.000]  因為人是有靈魂體
[00:20:49.000 --> 00:20:51.000]  我將它簡單分開
[00:20:51.000 --> 00:20:54.000]  靈和身體
[00:20:54.000 --> 00:20:56.000]  靈就是靈性上的需要
[00:20:56.000 --> 00:21:01.000]  身體就是我們物質上的需要
[00:21:01.000 --> 00:21:05.000]  我們不可以只是有物質的供應
[00:21:05.000 --> 00:21:09.000]  當然我們不可以沒有
[00:21:09.000 --> 00:21:13.000]  我們也不可以單單有靈性上的滋潤
[00:21:13.000 --> 00:21:16.000]  而沒有物質上的
[00:21:16.000 --> 00:21:18.000]  我們兩方面都要有
[00:21:18.000 --> 00:21:20.000]  所以在這個聖經裏面
[00:21:20.000 --> 00:21:21.000]  告訴我們
[00:21:21.000 --> 00:21:25.000]  我們是要得到生命
