
[00:00:00.000 --> 00:00:04.800]  我們今天分享的題目叫做「面對困境」
[00:03:09.900 --> 00:03:12.200]  但之後他又沒有好好處理
[00:03:12.200 --> 00:03:18.900]  我們知道Tama的哥哥阿沙隆處心積慮要去報仇
[00:03:18.900 --> 00:03:22.300]  他處心積慮要去殺死暗亂
[00:03:22.300 --> 00:03:25.500]  在這段時間大衛又沒有處理問題
[00:03:25.500 --> 00:03:29.800]  亦當阿沙隆去一些要求他又答應
[00:03:29.800 --> 00:03:34.500]  而導致最後阿沙隆殺了暗亂
[00:03:34.500 --> 00:03:40.100]  我們今天會去到撒姆爾記下十四到十六章的經文
[00:03:40.100 --> 00:03:43.500]  我們會看到大衛因為自己的罪
[00:03:43.500 --> 00:03:48.400]  和他縱容他的兒女所帶來的混亂和困境
[00:03:48.400 --> 00:03:51.200]  當然我們人生不是每一個困境
[00:03:51.200 --> 00:03:54.000]  都是因為我們自己做得不好而引致的
[00:03:54.000 --> 00:03:57.900]  但是當我們的生命面對困境
[00:03:57.900 --> 00:04:00.800]  我們的生命應該怎樣去回應
[00:04:00.800 --> 00:04:03.700]  我們的生命怎樣繼續向前走
[00:04:03.700 --> 00:04:09.200]  而今天這段聖經又給了我們一些什麼反思和功課呢
[00:04:09.200 --> 00:04:14.300]  我們一起從今天的聖經裡面去看三個功課
[00:04:14.300 --> 00:04:16.600]  我們今天去看的第一件事
[00:04:16.600 --> 00:04:20.000]  是我們要真正面對問題
[00:04:20.000 --> 00:04:22.500]  我們首先一起讀第十四章的第一節
[00:04:22.500 --> 00:04:24.400]  我們一起讀 一二三
[00:04:24.400 --> 00:04:27.000]  洗腦阿的兒子約阿
[00:04:27.000 --> 00:04:30.400]  知道皇申女想念阿沙隆
[00:04:30.400 --> 00:04:32.700]  這段開始就告訴我們
[00:04:32.700 --> 00:04:36.800]  因為阿沙隆殺了他哥哥暗戀
[00:04:36.800 --> 00:04:40.700]  就流亡了一個地方叫基術三年
[00:04:40.700 --> 00:04:43.600]  約阿是大衛的元帥
[00:04:43.600 --> 00:04:47.600]  他看穿了大衛心裡面的難處
[00:04:47.600 --> 00:04:50.100]  一方面他很想念兒子
[00:04:50.100 --> 00:04:52.800]  但是這個兒子殺死了他哥哥
[00:04:52.800 --> 00:04:56.800]  也因為尊嚴和當時律法的問題
[00:04:56.800 --> 00:04:59.800]  他又不能夠容許他的兒子回來
[00:04:59.800 --> 00:05:04.700]  所以在兩難的當中也不知道怎麼去處理
[00:05:04.700 --> 00:05:08.000]  這個時候約阿就想到一個方法了
[00:05:08.000 --> 00:05:10.800]  我們一起去看第二節到第三節
[00:05:10.800 --> 00:05:12.900]  我們一起讀 一二三
[00:05:12.900 --> 00:05:15.800]  就打發人往提哥阿去
[00:05:15.800 --> 00:05:19.500]  從那裡叫了一個聰明的婦人來
[00:05:19.500 --> 00:05:20.800]  對他說
[00:05:20.800 --> 00:05:25.000]  請你假裝居喪的穿上校衣
[00:05:25.000 --> 00:05:27.000]  不要用膏抹身
[00:05:27.000 --> 00:05:31.200]  要裝作為死者許久悲哀的婦人
[00:05:31.200 --> 00:05:32.400]  進去見王
[00:05:32.400 --> 00:05:34.900]  對王如此如此說
[00:05:34.900 --> 00:05:38.900]  於是約阿將當說的話教導了婦人
[00:05:38.900 --> 00:05:42.800]  這裡約阿去提哥阿這個地方找了一個婦人
[00:05:42.800 --> 00:05:43.800]  叫她做什麼呢
[00:05:43.800 --> 00:05:46.200]  他說你假裝居喪
[00:05:46.200 --> 00:05:48.000]  穿上校衣
[00:05:48.000 --> 00:05:49.800]  你就去見王了
[00:05:49.800 --> 00:05:53.200]  去見王我就會教你要說些什麼
[00:05:53.200 --> 00:05:56.600]  於是究竟這個婦人和大衛又說了些什麼呢
[00:05:56.600 --> 00:05:58.800]  我們就看第五節到第七節
[00:05:58.800 --> 00:06:00.600]  我們一起讀 一二三
[00:06:00.600 --> 00:06:04.200]  王問她說 你有什麼事呢
[00:06:04.200 --> 00:06:07.700]  回答說 婢女實在是寡婦
[00:06:07.700 --> 00:06:09.600]  我丈夫死了
[00:06:09.600 --> 00:06:11.700]  我有兩個兒子
[00:06:11.700 --> 00:06:14.000]  一日在前間爭鬥
[00:06:14.000 --> 00:06:15.700]  沒有人解勸
[00:06:15.700 --> 00:06:18.100]  這個就打死那個
[00:06:18.100 --> 00:06:21.900]  現在全家的人都起來攻擊婢女
[00:06:21.900 --> 00:06:25.600]  說你將那打死兄弟的交出來
[00:06:25.600 --> 00:06:27.500]  我們好治死他
[00:06:27.500 --> 00:06:29.900]  成他打死兄弟的名
[00:06:29.900 --> 00:06:32.400]  滅絕那承受奸業的
[00:06:32.400 --> 00:06:36.700]  這若他們要將我盛夏的炭火滅盡
[00:06:36.700 --> 00:06:40.800]  不予我丈夫留名留後在世上
[00:06:40.800 --> 00:06:43.500]  這個婦人見到大衛她就說了這樣的故事
[00:06:43.500 --> 00:06:46.700]  她說王啊 我是個寡婦
[00:06:46.700 --> 00:06:48.100]  我有兩個兒子
[00:06:48.100 --> 00:06:51.400]  一日這兩個兒子就在前間打架
[00:06:51.400 --> 00:06:56.100]  因為沒有人勸架 所以一個就打死了另一個
[00:06:56.100 --> 00:06:58.000]  根據當時的律法
[00:06:58.000 --> 00:07:01.900]  其實是需要將殺人那個去處死的
[00:07:01.900 --> 00:07:05.000]  但是殺人那個是我另一個兒子
[00:07:05.000 --> 00:07:07.200]  如果我這個兒子都死了
[00:07:07.200 --> 00:07:10.300]  那我就沒有兒子傳宗接後了
[00:07:10.300 --> 00:07:12.900]  但是當時以色列人的律法
[00:07:12.900 --> 00:07:15.500]  其實是容許親屬報仇的
[00:07:15.500 --> 00:07:16.500]  所以這個婦人就說
[00:07:16.500 --> 00:07:19.200]  我的親屬現在來逼迫我
[00:07:19.200 --> 00:07:21.300]  說要為這個死者報仇
[00:07:21.300 --> 00:07:24.500]  但是其實這個婦人也暗示了一件事
[00:07:24.500 --> 00:07:29.000]  其實親屬說是根據律法要殺了我的兒子
[00:07:29.000 --> 00:07:34.200]  其實他們的心是想殺死我唯一的兒子
[00:07:34.200 --> 00:07:37.400]  連我的家業都拿了
[00:07:37.400 --> 00:07:40.200]  大衛聽了這個婦人這樣說
[00:07:40.200 --> 00:07:44.600]  他就說好 我下令人是不能夠殺死你的兒子
[00:07:44.600 --> 00:07:48.700]  這個時候這個寡婦就更加情慈迫切了
[00:07:48.700 --> 00:07:50.000]  她說多謝你啊
[00:07:50.000 --> 00:07:54.800]  她說我願意去承擔你這個決定的後果
[00:07:54.800 --> 00:07:55.400]  為什麼呢?
[00:07:55.400 --> 00:07:58.600]  因為當大衛下令不准人殺死這個兒子的時候
[00:07:58.600 --> 00:08:01.600]  其實他是違反了當時的律法的
[00:08:01.600 --> 00:08:03.500]  所以這個婦人很情慈迫切
[00:08:03.500 --> 00:08:04.300]  她說不要緊
[00:08:04.300 --> 00:08:07.800]  願一切的罪歸在我自己那裡就行了
[00:08:07.800 --> 00:08:11.000]  大衛看到這個婦人這麼情慈迫切
[00:08:11.000 --> 00:08:12.600]  於是就說你不要擔心
[00:08:12.600 --> 00:08:14.400]  沒有人能難為你的
[00:08:14.400 --> 00:08:16.200]  如果有人難為你
[00:08:16.200 --> 00:08:17.500]  你叫他來為我
[00:08:17.500 --> 00:08:19.900]  我一定不讓人搞你的
[00:08:19.900 --> 00:08:20.800]  你記住
[00:08:20.800 --> 00:08:25.400]  沒有人可以傷到你的兒子一條頭髮的
[00:08:25.400 --> 00:08:27.600]  當大衛這樣說的時候
[00:08:27.600 --> 00:08:31.700]  這個婦人就開始說其實她最想說的事
[00:08:31.700 --> 00:08:33.800]  她最想說真正想說的是什麼呢?
[00:08:33.800 --> 00:08:36.300]  我們一起讀十二至十四節
[00:08:36.300 --> 00:08:36.800]  好嗎?
[00:08:36.800 --> 00:08:38.100]  一二三
[00:08:38.100 --> 00:08:39.300]  婦人說
[00:08:39.300 --> 00:08:43.200]  求我主我王容婢女再說一句話
[00:08:43.200 --> 00:08:45.100]  王說 你說吧
[00:08:45.100 --> 00:08:46.100]  婦人說
[00:08:46.100 --> 00:08:49.900]  王為何也起意要害神的民
[00:08:49.900 --> 00:08:53.200]  王不是那逃亡的人回來
[00:08:53.200 --> 00:08:54.500]  王的者說
[00:08:54.500 --> 00:08:57.100]  就是自證己錯了
[00:08:57.100 --> 00:08:59.400]  我們都是必死的
[00:08:59.400 --> 00:09:02.000]  如同水潑在地上
[00:09:02.000 --> 00:09:03.400]  不能收回
[00:09:03.400 --> 00:09:06.200]  神必不奪取人的性命
[00:09:06.200 --> 00:09:08.500]  乃設法使逃亡的人
[00:09:08.500 --> 00:09:11.900]  不自成為趕出回不來的
[00:09:11.900 --> 00:09:15.100]  這個婦人說出她其實想說的那句話
[00:09:15.100 --> 00:09:17.900]  她用剛才的例子說
[00:09:17.900 --> 00:09:20.400]  既然我的兒子你也這樣決定了
[00:09:20.400 --> 00:09:24.900]  為什麼你不讓阿沙龍回來呢?
[00:09:24.900 --> 00:09:27.600]  其實她說的是暗戀的死
[00:09:27.600 --> 00:09:29.600]  已經是一個無法挽回的事實
[00:09:29.600 --> 00:09:31.300]  但是神有憐憫的
[00:09:31.300 --> 00:09:34.800]  神是不會奪去罪人的性命
[00:09:34.800 --> 00:09:39.200]  並且會使那個被趕出的人歸回
[00:09:39.200 --> 00:09:42.300]  她說如果剛才我的兒子你也這樣決定了
[00:09:42.300 --> 00:09:44.800]  其實阿沙龍你不讓他回來
[00:09:44.800 --> 00:09:47.700]  你就自證己錯了
[00:09:47.700 --> 00:09:51.500]  於是其實這個婦人用一個她假裝的故事
[00:09:51.500 --> 00:09:53.500]  其實是想帶出跟大衛說
[00:09:53.500 --> 00:09:55.600]  你要讓阿沙龍回來
[00:09:55.600 --> 00:09:56.800]  這個婦人很聰明的
[00:09:56.800 --> 00:09:58.500]  她說完這兩節之後
[00:09:58.500 --> 00:10:00.800]  又回去說自己的兒子
[00:10:00.800 --> 00:10:02.800]  但是大衛已經看得出了
[00:10:02.800 --> 00:10:05.900]  大衛看得出其實有些東西的
[00:10:05.900 --> 00:10:08.200]  於是我們看看十九節大衛說什麼
[00:10:08.200 --> 00:10:10.000]  我們來讀一二三
[00:10:10.000 --> 00:10:15.300]  王說:你這奢話莫非是若壓的主義嗎?
[00:10:15.300 --> 00:10:19.900]  婦人說:我敢在我主我王面前起誓
[00:10:19.900 --> 00:10:23.400]  王的說正對,不偏左右
[00:10:23.400 --> 00:10:26.500]  是王的僕人若壓吩咐我的
[00:10:26.500 --> 00:10:29.400]  這奢話是他教導我的
[00:10:29.400 --> 00:10:32.000]  當這個婦人這樣跟她說的時候
[00:10:32.000 --> 00:10:34.600]  其實大衛已經看得出一點點了
[00:10:34.600 --> 00:10:36.400]  所以那個婦人再說回自己的兒子的時候
[00:10:36.400 --> 00:10:40.600]  大衛說:慢著,其實是不是若壓教你的?
[00:10:40.600 --> 00:10:43.600]  於是這個婦人也很正直地回答
[00:10:43.600 --> 00:10:47.200]  是呀,其實是若壓教我怎麼說的
[00:10:47.200 --> 00:10:50.400]  所以當大衛聽到這個說話之後
[00:10:50.400 --> 00:10:52.400]  他就叫了若壓來
[00:10:52.400 --> 00:10:57.400]  他就說:我現在請你去叫阿沙龍回來
[00:10:57.400 --> 00:11:01.800]  但是當他叫阿沙龍回來的時候
[00:11:01.800 --> 00:11:05.100]  其實大衛沒有真正面對的問題
[00:11:05.100 --> 00:11:08.900]  為什麼呢?我們看二十四到二十八節
[00:11:08.900 --> 00:11:12.300]  我們只讀黃色那兩段好不好?
[00:11:12.300 --> 00:11:16.100]  我們只讀二十四黃色那段和二十八黃色那段
[00:11:16.100 --> 00:11:20.300]  我們就會看到其實大衛沒有真正面對的問題
[00:11:20.300 --> 00:11:22.100]  我們一起讀黃色那些字好不好?
[00:11:22.100 --> 00:11:23.400]  一二三
[00:11:23.400 --> 00:11:26.100]  使他回自己家裡去
[00:11:26.100 --> 00:11:28.200]  不要見我的面
[00:11:28.200 --> 00:11:32.000]  阿沙龍住在耶路撒冷足有兩年
[00:11:32.000 --> 00:11:35.500]  沒有見黃的面,很奇怪
[00:11:35.500 --> 00:11:38.700]  他叫阿沙龍回來之後怎麼樣?
[00:11:38.700 --> 00:11:41.700]  叫他自己回家,我不見他了
[00:11:41.700 --> 00:11:44.900]  另外,叫他自己回家,不見他
[00:11:44.900 --> 00:11:47.500]  足足有多久?兩年
[00:11:47.500 --> 00:11:50.200]  阿沙龍回到耶路撒冷兩年
[00:11:50.200 --> 00:11:52.200]  他沒有見過大衛
[00:11:52.200 --> 00:11:53.900]  大衛雖然叫了阿沙龍回來
[00:11:53.900 --> 00:11:56.200]  但是他沒有真正面對這個問題
[00:11:56.200 --> 00:11:58.800]  其實當他沒有真正面對這個問題的時候
[00:11:58.800 --> 00:12:04.000]  其實埋下了將來阿沙龍背叛謀反的伏線
[00:12:04.000 --> 00:12:06.300]  我們看著聖經就看到那個伏線了
[00:12:06.300 --> 00:12:10.500]  第一,聖經說阿沙龍很俊美
[00:12:10.500 --> 00:12:12.600]  俊男通常有人跟隨的
[00:12:12.600 --> 00:12:16.800]  無人像阿沙龍那樣俊美
[00:12:16.800 --> 00:12:17.900]  不單止這樣
[00:12:17.900 --> 00:12:20.600]  聖經說他的頭髮這麼重
[00:12:20.600 --> 00:12:23.200]  其實頭髮重在那個時代代表什麼?
[00:12:23.200 --> 00:12:24.800]  代表有能力
[00:12:24.800 --> 00:12:27.400]  就是說樣子又俊男
[00:12:27.400 --> 00:12:30.100]  樣子又是力量的象徵
[00:12:30.100 --> 00:12:32.000]  嘩,很多人喜歡他
[00:12:32.000 --> 00:12:35.700]  但是我們也看到阿沙龍有危險的一面
[00:12:35.700 --> 00:12:38.500]  聖經說阿沙龍等了兩年
[00:12:38.500 --> 00:12:39.400]  大衛都不見他
[00:12:39.400 --> 00:12:41.300]  於是怎樣呢?他就找若厄
[00:12:41.300 --> 00:12:43.200]  他找若厄,若厄其實知道他想怎樣
[00:12:43.200 --> 00:12:45.900]  但是大衛說不見你,你不要找我
[00:12:45.900 --> 00:12:48.500]  於是他找若厄,若厄又不肯見他
[00:12:48.500 --> 00:12:50.300]  好了,阿沙龍想見若厄
[00:12:50.300 --> 00:12:51.400]  但若厄又不想見他
[00:12:51.400 --> 00:12:54.200]  阿沙龍做什麼呢?
[00:12:54.200 --> 00:12:55.300]  敲他的門?
[00:12:55.300 --> 00:12:59.300]  是,他找人燒了若厄塊田
[00:12:59.300 --> 00:13:01.600]  你見不見到他做事很危險?
[00:13:01.600 --> 00:13:03.100]  他找人燒了若厄塊田
[00:13:03.100 --> 00:13:03.700]  若厄來找他
[00:13:03.700 --> 00:13:05.900]  喂,你為什麼燒了我的塊田?
[00:13:05.900 --> 00:13:08.300]  就是說今天我想找一個人
[00:13:08.300 --> 00:13:11.300]  他不肯,我找人燒他的房子
[00:13:11.300 --> 00:13:13.100]  很危險啊
[00:13:13.100 --> 00:13:14.100]  但是然後若厄說
[00:13:14.100 --> 00:13:16.300]  喂,你為什麼燒了我的塊田?
[00:13:16.300 --> 00:13:18.700]  他說你不肯見我,我就燒你的塊田
[00:13:18.700 --> 00:13:19.200]  然後他說
[00:13:19.200 --> 00:13:22.500]  喂,大衛叫了我回來兩年
[00:13:22.500 --> 00:13:24.200]  你都不讓我見他
[00:13:24.200 --> 00:13:26.500]  你應該帶我去見大衛
[00:13:26.500 --> 00:13:28.100]  若厄沒有他扶
[00:13:28.100 --> 00:13:30.100]  於是唯有帶他去見大衛
[00:13:30.100 --> 00:13:31.200]  帶他去見大衛
[00:13:31.200 --> 00:13:34.100]  聖經說他們二人就親嘴
[00:13:34.100 --> 00:13:36.200]  但是親嘴只是表面
[00:13:36.200 --> 00:13:39.800]  因為大衛從來沒有真正處理過這個問題
[00:13:39.800 --> 00:13:41.600]  而我們看下一章
[00:13:41.600 --> 00:13:43.400]  我們就會看到這個埋下了
[00:13:43.400 --> 00:13:46.600]  將來阿沙龍叛變的伏線
[00:13:46.600 --> 00:13:48.500]  大家可能記得
[00:13:48.500 --> 00:13:50.600]  我分享過我讀書的時候
[00:13:50.600 --> 00:13:52.600]  是拉小提琴的
[00:13:52.600 --> 00:13:54.000]  我經常說就是彈小提琴
[00:13:54.000 --> 00:13:55.500]  有些人經常說小提琴不是彈的
[00:13:55.500 --> 00:13:57.200]  是拉的
[00:13:57.200 --> 00:13:58.600]  我讀書的時候
[00:13:58.600 --> 00:14:02.600]  我在學校的管弦樂團拉小提琴
[00:14:02.600 --> 00:14:04.700]  今天我想講另外一個故事
[00:14:04.700 --> 00:14:07.300]  我以前隔壁坐了另一個同學
[00:14:07.300 --> 00:14:09.000]  他彈琴彈得很厲害
[00:14:09.000 --> 00:14:10.400]  所以我們坐在隔壁
[00:14:10.400 --> 00:14:11.200]  我聽他一起彈
[00:14:11.200 --> 00:14:12.400]  哇,他彈得很好
[00:14:12.400 --> 00:14:15.000]  不過他有一個壞習慣
[00:14:15.000 --> 00:14:16.200]  這個壞習慣是什麼呢?
[00:14:16.200 --> 00:14:20.500]  凡是難彈的段落他就不練
[00:14:20.500 --> 00:14:21.700]  但是你說哇
[00:14:21.700 --> 00:14:23.500]  難彈的段落不練
[00:14:23.500 --> 00:14:26.200]  那怎樣在管弦樂團彈呢?
[00:14:26.200 --> 00:14:28.200]  管弦樂團有六十人
[00:14:28.200 --> 00:14:30.100]  小提琴也有二十多人
[00:14:30.100 --> 00:14:31.300]  其實他會怎樣呢?
[00:14:31.300 --> 00:14:33.700]  他會彈得很好
[00:14:33.700 --> 00:14:36.000]  但彈到難彈的人都是這樣的
[00:14:36.000 --> 00:14:38.200]  不過沒有聲音
[00:14:38.200 --> 00:14:40.000]  我坐在隔壁就覺得很奇怪
[00:14:40.000 --> 00:14:42.400]  彈彈哈有時是有聲音的
[00:14:42.400 --> 00:14:43.200]  有時是沒有聲音的
[00:14:43.200 --> 00:14:47.800]  原來他難彈的人是假扮彈琴
[00:14:47.800 --> 00:14:49.300]  其實假扮彈琴不是那麼難的
[00:14:49.300 --> 00:14:51.000]  有二十多個人在彈琴
[00:14:51.000 --> 00:14:52.600]  你繼續好像很投入
[00:14:52.600 --> 00:14:53.600]  你一會兒試試敬拜
[00:14:53.600 --> 00:14:55.600]  你不出聲你繼續彈琴
[00:14:55.600 --> 00:14:58.600]  對,隔壁人都以為你在敬拜
[00:14:58.600 --> 00:15:03.600]  但是通常指揮在台上是聽不到的
[00:15:03.600 --> 00:15:06.800]  但為何有一天指揮決定走來走去
[00:15:06.800 --> 00:15:07.900]  走到我們身邊的時候
[00:15:07.900 --> 00:15:09.400]  他就突然說
[00:15:09.400 --> 00:15:10.600]  你請停,你請停
[00:15:10.600 --> 00:15:11.700]  然後叫我同學
[00:15:11.700 --> 00:15:12.200]  我問他怎麼了
[00:15:12.200 --> 00:15:13.400]  他說你出來
[00:15:13.400 --> 00:15:15.800]  你出來彈一彈剛才那一段給我聽
[00:15:15.800 --> 00:15:16.700]  我很害怕
[00:15:16.700 --> 00:15:17.600]  他一開始很聰明
[00:15:17.600 --> 00:15:19.400]  就彈回之前那一段
[00:15:19.400 --> 00:15:23.000]  然後指揮就說不是那一段
[00:15:23.000 --> 00:15:24.800]  是之後那一段
[00:15:24.800 --> 00:15:25.800]  那就沒有了
[00:15:25.800 --> 00:15:28.500]  彈不到,彈得很失手
[00:15:28.500 --> 00:15:29.600]  然後指揮就說
[00:15:29.600 --> 00:15:32.000]  原來你不懂彈那一段
[00:15:32.000 --> 00:15:33.400]  你現在回去
[00:15:33.400 --> 00:15:34.300]  他真的叫我回家
[00:15:34.300 --> 00:15:35.900]  還沒練完的
[00:15:35.900 --> 00:15:37.500]  還沒練完他說你現在回家
[00:15:37.500 --> 00:15:39.800]  他說你要練好那一段
[00:15:39.800 --> 00:15:41.700]  回去再彈給我聽
[00:15:41.700 --> 00:15:44.300]  然後你就一起來練
[00:15:44.300 --> 00:15:45.900]  我們的生命有時都是這樣的
[00:15:45.900 --> 00:15:47.900]  我們可能其他事情很努力
[00:15:47.900 --> 00:15:48.600]  其他事情努力了
[00:15:48.600 --> 00:15:51.000]  有些事情我們就不去面對
[00:15:51.000 --> 00:15:52.800]  但是今天我們要小心
[00:15:52.800 --> 00:15:55.000]  特別如果在困境裡面
[00:15:55.000 --> 00:15:56.200]  我發現有時在困境裡面
[00:15:56.200 --> 00:15:58.800]  我們不是不知道問題在哪裡
[00:15:58.800 --> 00:16:00.100]  但是困境裡面怎麼樣
[00:16:00.100 --> 00:16:04.300]  我們選擇不去面對真正的問題
[00:16:04.300 --> 00:16:09.500]  大衛流放了阿沙隆三年
[00:16:09.500 --> 00:16:12.600]  叫他回來耶路撒冷
[00:16:12.600 --> 00:16:14.400]  不見他兩年
[00:16:14.400 --> 00:16:17.200]  就是總共五年沒見過兒子
[00:16:17.200 --> 00:16:19.900]  五年他沒有真正面對過問題
[00:16:19.900 --> 00:16:22.100]  回來其實我不知道他知不知道
[00:16:22.100 --> 00:16:24.300]  他的兒子燒了別人的飯田
[00:16:24.300 --> 00:16:25.900]  但是他只是怎樣
[00:16:25.900 --> 00:16:27.400]  跟他親嘴
[00:16:27.400 --> 00:16:29.900]  今天如果你的兒子做錯事
[00:16:29.900 --> 00:16:32.700]  他回來你只是跟他親嘴
[00:16:32.700 --> 00:16:35.000]  其他的你不去處理
[00:16:35.000 --> 00:16:36.900]  如果我們不處理
[00:16:36.900 --> 00:16:39.600]  我們的生命的問題我們不處理
[00:16:39.600 --> 00:16:40.800]  如果在困境裡面
[00:16:40.800 --> 00:16:43.800]  我們知道問題在哪裡我們不處理
[00:16:43.800 --> 00:16:47.300]  其實會對我們生命造成傷害
[00:16:47.300 --> 00:16:50.000]  甚至可能是很大的傷害
[00:16:50.000 --> 00:16:51.500]  所以今天我們第一件事
[00:16:51.500 --> 00:16:54.000]  我們去反思生命
[00:16:54.000 --> 00:16:56.000]  我們有沒有不肯面對的問題
[00:16:56.000 --> 00:16:57.300]  有時我們知道的
[00:16:57.300 --> 00:16:58.800]  其實我們知道的
[00:16:58.800 --> 00:17:00.200]  或者在困境裡面有人問
[00:17:00.200 --> 00:17:01.000]  為什麼你會這樣
[00:17:01.000 --> 00:17:02.300]  其實你可能不知道怎麼回答
[00:17:02.300 --> 00:17:04.000]  但是可能你心裡面知道
[00:17:04.000 --> 00:17:06.800]  可能是一個問題你不肯去面對
[00:17:06.800 --> 00:17:10.000]  但是今天讓我們首先藉著這段經文
[00:17:10.000 --> 00:17:11.900]  成為我們的提醒
[00:17:11.900 --> 00:17:14.700]  當我們的生命遇見問題的時候
[00:17:14.700 --> 00:17:17.800]  我們要去真正面對
[00:17:17.800 --> 00:17:20.300]  我們需要面對的問題
[00:17:20.300 --> 00:17:21.900]  到了第十五章
[00:17:21.900 --> 00:17:24.600]  我們今天看第二個我們學習的功課
[00:17:24.600 --> 00:17:25.800]  到了第十五章
[00:17:25.800 --> 00:17:29.700]  亞沙隆開始計劃叛變
[00:17:29.700 --> 00:17:32.100]  我們首先看第十五章第一節
[00:17:32.100 --> 00:17:34.000]  我們一起看一二三
[00:17:34.000 --> 00:17:38.200]  此後亞沙隆為自己預備車馬
[00:17:38.200 --> 00:17:42.100]  又派五十人在他前頭奔走
[00:17:42.100 --> 00:17:45.700]  他開始建立自己的王者氣派
[00:17:45.700 --> 00:17:49.000]  哇塞,我出入都有車馬
[00:17:49.000 --> 00:17:52.600]  去到哪裡又有五十人在前面先走
[00:17:52.600 --> 00:17:54.700]  好了,他在建立他的王者氣派
[00:17:54.700 --> 00:17:58.200]  接著下一件事他就籠絡人心了
[00:17:58.200 --> 00:18:00.400]  我們一起讀第三節第四節
[00:18:00.400 --> 00:18:00.900]  好不好,一起讀
[00:18:00.900 --> 00:18:02.000]  一二三
[00:18:02.000 --> 00:18:04.000]  亞沙隆對他說
[00:18:04.000 --> 00:18:06.600]  你的事有情有理
[00:18:06.600 --> 00:18:10.600]  無奈王沒有偉人聽你申訴
[00:18:10.600 --> 00:18:12.200]  亞沙隆又說
[00:18:12.200 --> 00:18:15.300]  恨不得我作國中的事施
