
[00:00:00.000 --> 00:00:04.800]  丘子妹 我們的主配得我們尊崇 Amen
[00:03:50.040 --> 00:03:55.040]  這個標杆就是目標
[00:03:55.040 --> 00:03:57.040]  聽清楚沒有
[00:03:57.040 --> 00:04:00.040]  保羅向著這個標杆 向著這個目標
[00:04:00.040 --> 00:04:02.040]  他一直的跑
[00:04:02.040 --> 00:04:06.040]  這個目標是什麼呢
[00:04:06.040 --> 00:04:08.040]  你人生的目標是什麼
[00:04:08.040 --> 00:04:09.040]  丁子偉
[00:04:09.040 --> 00:04:10.040]  想想看
[00:04:10.040 --> 00:04:15.040]  你現在你覺得最重要你人生的目標是什麼
[00:04:15.040 --> 00:04:18.040]  可能對學生來講是什麼
[00:04:18.040 --> 00:04:24.040]  能夠申請到一個好的大學 是吧
[00:04:24.040 --> 00:04:25.040]  有沒有 我們在這裡學生的
[00:04:25.040 --> 00:04:28.040]  學生不見了
[00:04:28.040 --> 00:04:30.040]  都坐後面
[00:04:30.040 --> 00:04:37.040]  應該坐前面
[00:04:37.040 --> 00:04:46.040]  寶弟 趕快衝到前面來
[00:04:46.040 --> 00:04:48.040]  今天還要去吃烤肉
[00:04:48.040 --> 00:04:54.040]  沒有坐前面就不准吃
[00:04:54.040 --> 00:05:08.040]  鼓勵鼓勵
[00:05:08.040 --> 00:05:24.040]  這樣下次周杰倫演唱會我可以考慮給你票
[00:05:24.040 --> 00:05:28.040]  陳敬輝牧師已經到族那邊去了
[00:05:28.040 --> 00:05:30.040]  但是他生前的時候曾經講過一句話
[00:05:30.040 --> 00:05:34.040]  他說一個沒有意向的人沒有方向
[00:05:34.040 --> 00:05:38.040]  一個沒有方向的人沒有道路
[00:05:38.040 --> 00:05:41.040]  一個沒有道路的人不能夠向前走
[00:05:41.040 --> 00:05:47.040]  只能夠在曠野漂流
[00:05:47.040 --> 00:05:50.040]  今天很多的人生是在曠野漂流
[00:05:50.040 --> 00:05:53.040]  沒有目標
[00:05:53.040 --> 00:05:55.040]  那這個意向
[00:05:55.040 --> 00:05:58.040]  《真言書》二十九章十八節清楚的說
[00:05:58.040 --> 00:06:03.040]  沒有意向明就怎麼樣放肆
[00:06:03.040 --> 00:06:06.040]  我稍微說明一下意向跟目標不太一樣
[00:06:06.040 --> 00:06:11.040]  世界上人都會說他有目標對不對
[00:06:11.040 --> 00:06:12.040]  但是意向是什麼呢
[00:06:12.040 --> 00:06:17.040]  意向是從神來的啟示
[00:06:17.040 --> 00:06:26.040]  簡單的說意向就是神在你身上的心意或者說目標
[00:06:26.040 --> 00:06:28.040]  是神給的
[00:06:28.040 --> 00:06:29.040]  不是自己訂的
[00:06:29.040 --> 00:06:30.040]  不是自己熱心
[00:06:30.040 --> 00:06:33.040]  不是你父母親給你的
[00:06:33.040 --> 00:06:35.040]  也不是這個周遭的環境給你的
[00:06:35.040 --> 00:06:38.040]  這一個目標是神給你的
[00:06:38.040 --> 00:06:39.040]  那親愛的兄弟妹
[00:06:39.040 --> 00:06:42.040]  上帝給我們的目標是什麼請告訴我
[00:06:42.040 --> 00:06:45.040]  你知道嗎
[00:06:45.040 --> 00:06:50.040]  保證清楚知道他人生只有這一件事情
[00:06:50.040 --> 00:06:52.040]  一個人沒有目標
[00:06:52.040 --> 00:06:54.040]  一個人沒有意向
[00:06:54.040 --> 00:06:56.040]  他的人生就會放肆
[00:06:56.040 --> 00:06:59.040]  放肆就是隨便
[00:06:59.040 --> 00:07:02.040]  今天多少的年輕人隨隨便便
[00:07:02.040 --> 00:07:05.040]  人生就這樣荒荒唐唐的過去
[00:07:05.040 --> 00:07:09.040]  因為不知道他的人生到底是為什麼
[00:07:09.040 --> 00:07:15.040]  這是很可惜的事情
[00:07:15.040 --> 00:07:19.040]  一個教會也是如此
[00:07:19.040 --> 00:07:20.040]  Rick Warren牧師
[00:07:20.040 --> 00:07:22.040]  華里克牧師
[00:07:22.040 --> 00:07:26.040]  他說一個教會失去了目標與使命
[00:07:26.040 --> 00:07:30.040]  這個教會逐漸成為昨日傳統的博物館
[00:07:30.040 --> 00:07:34.040]  有誰知道這是什麼地方
[00:07:34.040 --> 00:07:39.040]  有去過宗教改革之旅的
[00:07:39.040 --> 00:07:42.040]  或者有去過德國的
[00:07:42.040 --> 00:07:45.040]  有去過柏林的
[00:07:45.040 --> 00:07:47.040]  這是什麼
[00:07:47.040 --> 00:07:51.040]  這是柏林大教堂
[00:07:51.040 --> 00:07:53.040]  你到歐洲去看
[00:07:53.040 --> 00:07:57.040]  幾乎大部分的名勝古蹟都是什麼
[00:07:57.040 --> 00:08:03.040]  教堂
[00:08:03.040 --> 00:08:04.040]  但是很可惜的
[00:08:04.040 --> 00:08:09.040]  這些教堂冠冕富麗堂皇
[00:08:09.040 --> 00:08:10.040]  你走進去
[00:08:10.040 --> 00:08:12.040]  你可以看見那個挑高的
[00:08:12.040 --> 00:08:13.040]  你看見彩色的玻璃
[00:08:13.040 --> 00:08:15.040]  你看見整個的建築
[00:08:15.040 --> 00:08:17.040]  甚至有的花了上百年的時間
[00:08:17.040 --> 00:08:19.040]  建築出來的建築物
[00:08:19.040 --> 00:08:21.040]  今天變成是什麼
[00:08:21.040 --> 00:08:23.040]  今天變成是博物館
[00:08:23.040 --> 00:08:25.040]  今天變成是觀光景點
[00:08:25.040 --> 00:08:29.040]  今天沒有人在那邊聚會了
[00:08:29.040 --> 00:08:31.040]  這是很可悲的一件事情
[00:08:31.040 --> 00:08:33.040]  歐洲美國有多少的教堂
[00:08:33.040 --> 00:08:36.040]  今天變成這樣教堂
[00:08:36.040 --> 00:08:37.040]  丟這邊可不可以想像
[00:08:37.040 --> 00:08:38.040]  在一百年之後
[00:08:38.040 --> 00:08:42.040]  如果凌涼堂今天在這個地方
[00:08:42.040 --> 00:08:44.040]  沒有人聚會了
[00:08:44.040 --> 00:08:46.040]  這個地方會變成什麼
[00:08:46.040 --> 00:08:50.040]  我們連做博物館都沒有資格
[00:08:50.040 --> 00:08:55.040]  懂我意思嗎
[00:08:55.040 --> 00:08:57.040]  所以教會不是把我們的目標
[00:08:57.040 --> 00:08:58.040]  放在可見的
[00:08:58.040 --> 00:09:00.040]  不管是蓋一個禮拜堂
[00:09:00.040 --> 00:09:02.040]  現在台灣的教會
[00:09:02.040 --> 00:09:05.040]  甚至在過去中國大陸的教會
[00:09:05.040 --> 00:09:08.040]  也有點受到韓國跟美國的影響
[00:09:08.040 --> 00:09:15.040]  拼命的在那邊想蓋大禮拜堂
[00:09:15.040 --> 00:09:18.040]  現在都是教會存在的目標
[00:09:18.040 --> 00:09:23.040]  目的是什麼
[00:09:23.040 --> 00:09:26.040]  如果教會沒有目標
[00:09:26.040 --> 00:09:29.040]  教會就會變成是
[00:09:29.040 --> 00:09:35.040]  昨日傳統的博物館
[00:09:35.040 --> 00:09:37.040]  那這個目標到底是什麼目標呢
[00:09:37.040 --> 00:09:40.040]  今天很多的人也都有目標
[00:09:40.040 --> 00:09:41.040]  你知道嗎
[00:09:41.040 --> 00:09:42.040]  是不是
[00:09:42.040 --> 00:09:43.040]  你也不能說他沒有目標
[00:09:43.040 --> 00:09:45.040]  當然也有許多人是沒有目標的
[00:09:45.040 --> 00:09:49.040]  但是大部分的人他們所追求的目標
[00:09:49.040 --> 00:09:52.040]  其實不外是什麼
[00:09:52.040 --> 00:09:59.040]  金錢 名譽 是不是
[00:09:59.040 --> 00:10:03.040]  最近在美國
[00:10:03.040 --> 00:10:06.040]  一首很熱門的單曲
[00:10:06.040 --> 00:10:09.040]  就是流行的單曲
[00:10:09.040 --> 00:10:17.040]  這首歌是美國很多知名的歌星
[00:10:17.040 --> 00:10:18.040]  這些作曲者
[00:10:18.040 --> 00:10:20.040]  他都想要能夠達到
[00:10:20.040 --> 00:10:21.040]  就是變成是
[00:10:21.040 --> 00:10:25.040]  比如說這個叫做今年夏季的
[00:10:25.040 --> 00:10:30.040]  或者這個月的熱門歌曲
[00:10:30.040 --> 00:10:34.040]  沒有想到這一次夏季的時候
[00:10:34.040 --> 00:10:37.040]  有一個熱門歌曲的冠軍
[00:10:37.040 --> 00:10:41.040]  可以說點擊量最高的
[00:10:41.040 --> 00:10:44.040]  跌破大家的眼鏡
[00:10:44.040 --> 00:10:51.040]  我先給大家聽聽看好不好
[00:10:51.040 --> 00:10:55.040]  幫我click一下好不好
[00:10:55.040 --> 00:11:15.040]  你知道他在唱什麼嗎
[00:11:15.040 --> 00:11:18.040]  這也叫做歌
[00:11:18.040 --> 00:11:20.040]  你不要小看他
[00:11:20.040 --> 00:11:22.040]  他有六千萬的點擊率
[00:11:25.040 --> 00:11:28.040]  他在唱什麼
[00:11:28.040 --> 00:11:31.040]  這邊有他唱的英文跟中英文
[00:11:31.040 --> 00:11:32.040]  他說
[00:11:32.040 --> 00:11:36.040]  I'm looking for a man in finance
[00:11:36.040 --> 00:11:40.040]  trust fund 65
[00:11:40.040 --> 00:11:44.040]  blue eyes
[00:11:44.040 --> 00:11:47.040]  他說我在找一個金融男
[00:11:47.040 --> 00:11:50.040]  信託男
[00:11:50.040 --> 00:11:53.040]  六尺五寸
[00:11:53.040 --> 00:11:59.040]  眼睛要藍色的
[00:11:59.040 --> 00:12:01.040]  其實這個女孩
[00:12:01.040 --> 00:12:04.040]  二十七歲的這個女孩
[00:12:04.040 --> 00:12:06.040]  他所做的這麼簡短
[00:12:06.040 --> 00:12:08.040]  只有十九秒鐘的一首歌
[00:12:08.040 --> 00:12:10.040]  能夠有這麼多的點擊
[00:12:10.040 --> 00:12:11.040]  代表了一件事情
[00:12:11.040 --> 00:12:16.040]  就是代表了今天美國的女孩子
[00:12:16.040 --> 00:12:21.040]  心目當中所要追求的對象是什麼
[00:12:21.040 --> 00:12:23.040]  是什麼
[00:12:23.040 --> 00:12:25.040]  六尺五寸
[00:12:25.040 --> 00:12:26.040]  我特別去算了一下
[00:12:26.040 --> 00:12:28.040]  六尺五寸是多少公分
[00:12:28.040 --> 00:12:30.040]  你們知道嗎
[00:12:30.040 --> 00:12:33.040]  一百九十八公分
[00:12:33.040 --> 00:12:35.040]  我們當中有沒有誰符合
[00:12:35.040 --> 00:12:41.040]  我要跌一下腳才行
[00:12:41.040 --> 00:12:42.040]  做金融的
[00:12:42.040 --> 00:12:44.040]  全美國做金融的
[00:12:44.040 --> 00:12:46.040]  從事金融投資行業的
[00:12:46.040 --> 00:12:52.040]  只有百分之二
[00:12:52.040 --> 00:12:56.040]  可信靠的
[00:12:56.040 --> 00:12:58.040]  而且要藍眼睛
[00:12:58.040 --> 00:13:04.040]  我們全都配不上了
[00:13:04.040 --> 00:13:06.040]  現在留著美
[00:13:06.040 --> 00:13:08.040]  其實這也是整個社會
[00:13:08.040 --> 00:13:10.040]  帶來一個結果
[00:13:10.040 --> 00:13:12.040]  因為你發現現在經濟不好
[00:13:12.040 --> 00:13:13.040]  經濟不好
[00:13:13.040 --> 00:13:15.040]  所以很多的女孩子
[00:13:15.040 --> 00:13:18.040]  從過去想要自己能夠獨立
[00:13:18.040 --> 00:13:19.040]  自己賺錢
[00:13:19.040 --> 00:13:21.040]  也要證明自己可有人力
[00:13:21.040 --> 00:13:23.040]  有這個賺錢的能力
[00:13:23.040 --> 00:13:25.040]  到現在越來越覺得
[00:13:25.040 --> 00:13:29.040]  找一個有錢的老公嫁了就算了吧
[00:13:29.040 --> 00:13:33.040]  好像有一個高富帥的
[00:13:33.040 --> 00:13:36.040]  變成是今天美國女孩子
[00:13:36.040 --> 00:13:39.040]  心中的一個白馬王子
[00:13:39.040 --> 00:13:43.040]  親愛的女孩子們
[00:13:43.040 --> 00:13:45.040]  我們的目標
[00:13:45.040 --> 00:13:48.040]  我們的人生目標是這樣子嗎
[00:13:48.040 --> 00:13:51.040]  金錢成為我們的目標嗎
[00:13:51.040 --> 00:13:55.040]  可能在我們當中有相當多數的
[00:13:55.040 --> 00:13:58.040]  這個已經不覺得金錢是目標了
[00:13:58.040 --> 00:14:00.040]  特別是結了婚之後
[00:14:00.040 --> 00:14:01.040]  有孩子之後
[00:14:01.040 --> 00:14:02.040]  有沒有請告訴我
[00:14:02.040 --> 00:14:04.040]  年輕夫婦或者你有孩子的
[00:14:04.040 --> 00:14:06.040]  請告訴我你人生最重要的目標
[00:14:06.040 --> 00:14:12.040]  現在是什麼
[00:14:12.040 --> 00:14:14.040]  可能你覺得最重要就是
[00:14:14.040 --> 00:14:17.040]  把這兩個小傢伙怎麼樣
[00:14:17.040 --> 00:14:20.040]  好好的把他帶大
[00:14:20.040 --> 00:14:21.040]  是不是
[00:14:21.040 --> 00:14:23.040]  或者希望他們能夠趕快
[00:14:23.040 --> 00:14:27.040]  能夠去讀到一個好的學校
[00:14:27.040 --> 00:14:28.040]  所以你會發現做父母親的
[00:14:28.040 --> 00:14:29.040]  有了孩子之後
[00:14:29.040 --> 00:14:31.040]  把自己所有的人生的一個經歷
[00:14:31.040 --> 00:14:33.040]  通通放在
[00:14:33.040 --> 00:14:37.040]  通通可以說投資在哪裡
[00:14:37.040 --> 00:14:40.040]  投資在這兩個娃
[00:14:40.040 --> 00:14:43.040]  如果只有一個娃
[00:14:43.040 --> 00:14:44.040]  那個寄望更大了
[00:14:44.040 --> 00:14:46.040]  你知道嗎
[00:14:46.040 --> 00:14:48.040]  是不是
[00:14:48.040 --> 00:14:49.040]  但是我們當中
[00:14:49.040 --> 00:14:55.040]  還有一些人怎麼樣子呢
[00:14:55.040 --> 00:14:59.040]  我們當中還有一些人是什麼
[00:14:59.040 --> 00:15:02.040]  我們當中還有一些人是
[00:15:02.040 --> 00:15:06.040]  那天我就聽到一個弟兄在問我說
[00:15:06.040 --> 00:15:14.040]  慕斯我們這個年紀的
[00:15:14.040 --> 00:15:18.040]  要非常注意運動
[00:15:18.040 --> 00:15:20.040]  而且告訴我怎麼運動
[00:15:20.040 --> 00:15:23.040]  昨天我去跟著他練了一下
[00:15:23.040 --> 00:15:27.040]  哪些肌肉必須要運動到
[00:15:27.040 --> 00:15:29.040]  所以你發現我們到了一個年紀之後
[00:15:29.040 --> 00:15:31.040]  我也沒想到我已經到了一個年紀
[00:15:31.040 --> 00:15:34.040]  別人都開始跟我談的是什麼
[00:15:34.040 --> 00:15:36.040]  健康
[00:15:36.040 --> 00:15:39.040]  所以健康變成我們這個年紀的value
[00:15:39.040 --> 00:15:41.040]  你懂我意思嗎
[00:15:41.040 --> 00:15:44.040]  甚至你可以舉出很多的人說法說
[00:15:44.040 --> 00:15:46.040]  沒有健康什麼都沒有
[00:15:46.040 --> 00:15:48.040]  是吧
[00:15:48.040 --> 00:15:51.040]  我在這裡絕對不是說健康不重要
[00:15:51.040 --> 00:15:53.040]  懂我意思嗎
[00:15:53.040 --> 00:15:54.040]  但是親愛的兄弟們
[00:15:54.040 --> 00:15:58.040]  健康不能夠成為基督
[00:15:58.040 --> 00:16:01.040]  Amen
[00:16:01.040 --> 00:16:04.040]  保證說丟盡萬事
[00:16:04.040 --> 00:16:08.040]  這個萬事是除了基督以外所有的事情
[00:16:08.040 --> 00:16:10.040]  當你把所有一切其他
[00:16:10.040 --> 00:16:12.040]  除基督以外的人事物
[00:16:12.040 --> 00:16:14.040]  當做你人生的目標的時候
[00:16:14.040 --> 00:16:16.040]  詩篇十六篇說什麼
[00:16:16.040 --> 00:16:20.040]  他說他們的仇苦必加增
[00:16:20.040 --> 00:16:22.040]  請你記得這句話
[00:16:22.040 --> 00:16:24.040]  不管你擁有多少錢
[00:16:24.040 --> 00:16:25.040]  不管你的兒子再優秀
[00:16:25.040 --> 00:16:26.040]  你的女兒再漂亮
[00:16:26.040 --> 00:16:30.040]  不管你是擁有多少的這些的財富
[00:16:30.040 --> 00:16:32.040]  親愛的兄弟們記得一件事情
[00:16:32.040 --> 00:16:34.040]  如果你沒有耶穌基督
[00:16:34.040 --> 00:16:36.040]  你沒有把基督放在第一位
[00:16:36.040 --> 00:16:43.040]  這一切的東西都不能夠真正滿足你的心
[00:16:43.040 --> 00:16:47.040]  那麼什麼才是應該是我們的目標呢
[00:16:47.040 --> 00:16:49.040]  希望你看了這個圖
[00:16:49.040 --> 00:16:54.040]  不要說怎麼牧師又來了
[00:16:54.040 --> 00:17:00.040]  重要的事要講幾遍
[00:17:00.040 --> 00:17:03.040]  做母親重要的事要講幾遍
[00:17:03.040 --> 00:17:07.040]  跟你兒子跟你女兒耳提面密要講幾次
[00:17:07.040 --> 00:17:09.040]  你可能講一輩子
[00:17:09.040 --> 00:17:13.040]  直到他已經都做阿嬤了你還在講
[00:17:13.040 --> 00:17:18.040]  是不是重要的事情永遠都需要講
[00:17:18.040 --> 00:17:21.040]  同志們不要小看
[00:17:21.040 --> 00:17:27.040]  如果這一張圖表成為你的指標
[00:17:27.040 --> 00:17:32.040]  你人生的目標就是清清楚楚了
[00:17:32.040 --> 00:17:36.040]  許多時候我們不清楚我們人生目標
[00:17:36.040 --> 00:17:40.040]  或者我們沒有把它當作真正是最重要的
[00:17:40.040 --> 00:17:42.040]  但是聖經裡面清楚的讓我們看見
[00:17:42.040 --> 00:17:44.040]  當我們信了耶穌
[00:17:44.040 --> 00:17:46.040]  這是第一件事對不對
[00:17:46.040 --> 00:17:47.040]  如果你還沒有信耶穌
[00:17:47.040 --> 00:17:50.040]  那你根本門都還沒進來
[00:17:50.040 --> 00:17:53.040]  第一件事情就是你要認識這位耶穌基督
[00:17:53.040 --> 00:17:55.040]  你要相信這位耶穌基督
[00:17:55.040 --> 00:17:58.040]  因為他才是你人生當中最重要的那一位
[00:17:58.040 --> 00:18:01.040]  Amen
[00:18:01.040 --> 00:18:04.040]  但是當我們信了主後親愛的丟著背
[00:18:04.040 --> 00:18:06.040]  為什麼今天很多基督徒
[00:18:06.040 --> 00:18:10.040]  這個叫做Marsomelos西班牙文
[00:18:10.040 --> 00:18:12.040]  中文叫做馬馬虎虎
[00:18:12.040 --> 00:18:15.040]  聽過嗎
[00:18:15.040 --> 00:18:22.040]  很多基督徒是馬馬虎虎的基督徒Marsomelos
[00:18:22.040 --> 00:18:25.040]  親愛的丟子們
[00:18:25.040 --> 00:18:27.040]  當我們信了主之後
[00:18:27.040 --> 00:18:31.040]  聖經裡面讓我們看見說
[00:18:31.040 --> 00:18:33.040]  我們的生命要怎麼樣
[00:18:33.040 --> 00:18:36.040]  追求越來越像耶穌基督
[00:18:36.040 --> 00:18:43.040]  這就是為什麼我們要早上起來靈修
[00:18:43.040 --> 00:18:45.040]  講到這個地方親愛的丟子
[00:18:45.040 --> 00:18:51.040]  最近我發現早上起來承導的
[00:18:51.040 --> 00:18:54.040]  開始有一些減少的現象
[00:18:54.040 --> 00:18:57.040]  可能已經走到一個地步
[00:18:57.040 --> 00:19:04.040]  現在覺得時間可以做其他的事情
[00:19:04.040 --> 00:19:07.040]  早上起來可能有更多東西可以去看
[00:19:07.040 --> 00:19:09.040]  親愛的丟子們請你記得一些事情
[00:19:09.040 --> 00:19:13.040]  什麼時候當你開始在屬靈上面開始軟弱
[00:19:13.040 --> 00:19:14.040]  開始離群了
[00:19:14.040 --> 00:19:25.040]  你就漸漸的就成為仇敵所要吞吃的那一個人
[00:19:25.040 --> 00:19:30.040]  所以我們的生命要越來越像基督
[00:19:30.040 --> 00:19:32.040]  所以保羅說不再是我
[00:19:32.040 --> 00:19:35.040]  乃是基督在我裡面活著
[00:19:35.040 --> 00:19:37.040]  是不是
[00:19:37.040 --> 00:19:41.040]  所以保羅他清楚知道他人生的目標就是這位基督
[00:19:41.040 --> 00:19:45.040]  他就是要追求越來越像這位耶穌基督
[00:19:45.040 --> 00:19:49.040]  同時他也不是只是關在門裡面去禱告
[00:19:49.040 --> 00:19:52.040]  或者是像修道院的那些修士裡面
[00:19:52.040 --> 00:19:57.040]  只是在自己的象牙塔裡面在那邊禱告靈修的
[00:19:57.040 --> 00:19:58.040]  不是
[00:19:58.040 --> 00:19:59.040]  他除了禱告靈修
[00:19:59.040 --> 00:20:02.040]  他除了清精神生命更像基督之外
[00:20:02.040 --> 00:20:07.040]  他同時他也清楚知道怎麼樣
[00:20:07.040 --> 00:20:16.040]  他說他要得著耶穌基督從上面召他來得的什麼獎賞
[00:20:16.040 --> 00:20:18.040]  那個是指的什麼意思
[00:20:18.040 --> 00:20:21.040]  那個指的意思就是
[00:20:21.040 --> 00:20:23.040]  有一天當我們見主面的時候
[00:20:23.040 --> 00:20:26.040]  在主寶座的審判臺前
[00:20:26.040 --> 00:20:28.040]  主要看我們在地上
[00:20:28.040 --> 00:20:30.040]  我們是不是為他而活
[00:20:30.040 --> 00:20:33.040]  我們是不是努力的在那邊傳揚主的福音
[00:20:33.040 --> 00:20:35.040]  完成主的大使命
[00:20:35.040 --> 00:20:37.040]  我們是不是跟他能夠在這個地上
[00:20:37.040 --> 00:20:39.040]  能夠靠為主的緣故
[00:20:39.040 --> 00:20:42.040]  能夠勝過一切的這些的疾病痛苦
[00:20:42.040 --> 00:20:47.040]  甚至逼迫成為得勝者
[00:20:47.040 --> 00:20:53.040]  以至於我們將來可以跟主一同同長龍泉
[00:20:53.040 --> 00:21:03.040]  這是保羅非常清楚的在他的書信裡面告訴我們
[00:21:03.040 --> 00:21:08.040]  所以到底我們的人生是為什麼
[00:21:08.040 --> 00:21:12.040]  有一個人生的打油詩
[00:21:12.040 --> 00:21:16.040]  他把人生描寫得非常的貼切
[00:21:16.040 --> 00:21:18.040]  他這樣說
[00:21:18.040 --> 00:21:20.040]  他說出生一張紙
[00:21:20.040 --> 00:21:22.040]  開始一輩子
[00:21:22.040 --> 00:21:24.040]  畢業一張紙
[00:21:24.040 --> 00:21:26.040]  奮鬥一輩子
[00:21:26.040 --> 00:21:27.040]  婚姻一張紙
[00:21:27.040 --> 00:21:29.040]  折騰一輩子
[00:21:29.040 --> 00:21:31.040]  當官一張紙
[00:21:31.040 --> 00:21:33.040]  鬥爭一輩子
[00:21:33.040 --> 00:21:35.040]  股票一張紙
[00:21:35.040 --> 00:21:37.040]  起伏一輩子
[00:21:37.040 --> 00:21:38.040]  金錢一張紙
[00:21:38.040 --> 00:21:40.040]  辛苦一輩子
[00:21:40.040 --> 00:21:42.040]  榮譽一張紙
[00:21:42.040 --> 00:21:44.040]  虛名一輩子
[00:21:44.040 --> 00:21:45.040]  退休一張紙
[00:21:45.040 --> 00:21:48.040]  失望一輩子
[00:21:48.040 --> 00:21:52.040]  看病一張紙
[00:21:52.040 --> 00:21:55.040]  花錢一輩子
[00:21:55.040 --> 00:21:58.040]  道慈一張紙
[00:21:58.040 --> 00:22:00.040]  了結一輩子
[00:22:00.040 --> 00:22:02.040]  淡化這些紙
[00:22:02.040 --> 00:22:04.040]  明白一輩子
[00:22:04.040 --> 00:22:05.040]  忘了這些紙
[00:22:05.040 --> 00:22:12.040]  快樂一輩子
[00:22:12.040 --> 00:22:19.040]  今天很多時候我們太在乎這些紙
[00:22:19.040 --> 00:22:22.040]  很多時候當我們把這一切都放下的時候
[00:22:22.040 --> 00:22:28.040]  我們才真正的能夠喜樂一輩子
[00:22:28.040 --> 00:22:31.040]  基督才是我們的喜樂
[00:22:31.040 --> 00:22:35.040]  當我們得著基督就得著了一切
[00:22:35.040 --> 00:22:38.040]  親愛的兄弟妹妹
[00:22:38.040 --> 00:22:46.040]  我不知道你為你兒女的期望是什麼
[00:22:46.040 --> 00:22:49.040]  其實我常常跟他們提
