
[00:00:00.000 --> 00:00:04.000]  我們的題目是基督的平安做主
[00:01:41.000 --> 00:01:47.000]  就是有憐憫、恩慈、謙虛、溫柔、忍耐的
[00:01:47.000 --> 00:01:50.000]  那麼底下有提到要彼此包容
[00:01:50.000 --> 00:01:51.000]  還有饒恕
[00:01:51.000 --> 00:01:57.000]  還要提到是用愛聯絡權德
[00:01:57.000 --> 00:01:59.000]  就是用愛行
[00:01:59.000 --> 00:02:03.000]  所以這幾方面都是講到基督身上
[00:02:03.000 --> 00:02:08.000]  你可以看到非常的明顯
[00:02:08.000 --> 00:02:19.000]  基督的美德主要是關於人和人的關係
[00:02:19.000 --> 00:02:21.000]  這些謙虛也好
[00:02:21.000 --> 00:02:22.000]  忍耐也好
[00:02:22.000 --> 00:02:25.000]  都是講到我們跟人中間相處的時候
[00:02:25.000 --> 00:02:26.000]  這些關係
[00:02:26.000 --> 00:02:30.000]  但是人和人的關係的話
[00:02:30.000 --> 00:02:37.000]  最重要的就是一個人跟神的關係
[00:02:37.000 --> 00:02:39.000]  人跟神的關係對了
[00:02:39.000 --> 00:02:42.000]  人跟人的關係就對了
[00:02:42.000 --> 00:02:44.000]  如果人跟神的關係不對的話
[00:02:44.000 --> 00:02:48.000]  人跟人中間就關係就不對了
[00:02:48.000 --> 00:02:54.000]  所以主要的還是看人跟神的關係
[00:02:54.000 --> 00:02:57.000]  就像第十二節所說的
[00:02:57.000 --> 00:02:59.000]  就提到我們跟神的關係
[00:02:59.000 --> 00:03:02.000]  就是我們是神的選民
[00:03:02.000 --> 00:03:04.000]  我們是聖潔的
[00:03:04.000 --> 00:03:06.000]  我們是蒙愛的人
[00:03:06.000 --> 00:03:10.000]  所以這就是我們跟神的關係
[00:03:10.000 --> 00:03:15.000]  所以基督徒的生命不是一個改良的生命
[00:03:15.000 --> 00:03:17.000]  哪個地方壞了修一修
[00:03:17.000 --> 00:03:20.000]  哪個地方不夠好的我們改一改
[00:03:20.000 --> 00:03:25.000]  基督徒的生命是一個性質完全不同的生命
[00:03:25.000 --> 00:03:26.000]  所以弟兄姐妹
[00:03:26.000 --> 00:03:29.000]  我們都經過重生得救以後
[00:03:29.000 --> 00:03:32.000]  我們就看見你們的生命
[00:03:32.000 --> 00:03:35.000]  不是說哪個地方有缺點我們改一改
[00:03:35.000 --> 00:03:37.000]  那是從裏到外
[00:03:37.000 --> 00:03:40.000]  神都給我們一個嶄新的生命
[00:03:40.000 --> 00:03:46.000]  因爲他給我們的生命是按照神的形象來造的
[00:03:46.000 --> 00:03:48.000]  他在造亞當夏娃的時候
[00:03:48.000 --> 00:03:51.000]  他是按照他的形象
[00:03:51.000 --> 00:03:53.000]  按照他樣式來造人
[00:03:53.000 --> 00:03:56.000]  那到了給了我們新的生命以後
[00:03:56.000 --> 00:04:00.000]  這個新的生命也是神的形象
[00:04:00.000 --> 00:04:06.000]  所以神是按照他的形象來重新造了我們
[00:04:06.000 --> 00:04:09.000]  那麼那個形象在我們生命裏頭
[00:04:09.000 --> 00:04:11.000]  是在我們裏面
[00:04:11.000 --> 00:04:13.000]  但是怎麼樣能顯明出來呢
[00:04:13.000 --> 00:04:17.000]  是逐漸一個顯明的過程
[00:04:17.000 --> 00:04:25.000]  漸漸的顯明將來有一天能夠像神的自己的形象
[00:04:25.000 --> 00:04:32.000]  那麼這個過程是一個脫去舊人穿上新人的過程
[00:04:32.000 --> 00:04:36.000]  得救的時候我們已經是新造的人了
[00:04:36.000 --> 00:04:42.000]  在格林多後書第五章第十七節說
[00:04:42.000 --> 00:04:46.000]  若有人在基督裏他就是新造的
[00:04:46.000 --> 00:04:49.000]  舊事已過一切都變成新的了
[00:04:49.000 --> 00:04:52.000]  就是說我們一得救的時候
[00:04:52.000 --> 00:04:54.000]  我們就是一個新造的人
[00:04:54.000 --> 00:04:59.000]  但是我們那個時候就像個嬰孩一樣的
[00:04:59.000 --> 00:05:04.000]  我們還有很多遺留舊人遺留的東西
[00:05:04.000 --> 00:05:06.000]  所以就是新出以後
[00:05:06.000 --> 00:05:10.000]  我們就是一個不斷的除去舊的
[00:05:10.000 --> 00:05:13.000]  穿上新的一個過程
[00:05:13.000 --> 00:05:19.000]  所以在這個事情上面是一個緩慢的過程
[00:05:19.000 --> 00:05:24.000]  不是一天兩天我們就能夠完全把舊人脫去
[00:05:24.000 --> 00:05:27.000]  我們要費我們一生的時間
[00:05:27.000 --> 00:05:33.000]  可能一生的時間才能夠完全的能夠達到神的要求
[00:05:33.000 --> 00:05:38.000]  等到主再來的時候我們就完全能夠像他
[00:05:38.000 --> 00:05:43.000]  所以這個是在世上基督徒一個追求的過程
[00:05:43.000 --> 00:05:48.000]  所以不是說得救以後我們有了永生那就可以了
[00:05:48.000 --> 00:05:52.000]  我們還是要不斷在這個世上
[00:05:52.000 --> 00:06:01.000]  這段日子就是一個除舊換新的一個過程
[00:06:01.000 --> 00:06:07.000]  剛纔我們提到基督的每個幾個方面
[00:06:07.000 --> 00:06:10.000]  提到有聯領
[00:06:10.000 --> 00:06:14.000]  聯領的意思就是跟這個世界上
[00:06:14.000 --> 00:06:18.000]  跟我們周圍的人一切有痛苦的人
[00:06:18.000 --> 00:06:22.000]  受苦的人能夠表同情
[00:06:22.000 --> 00:06:26.000]  能夠幫助他們
[00:06:26.000 --> 00:06:32.000]  恩慈就是說不但是要體切人
[00:06:32.000 --> 00:06:36.000]  恩慈就是能夠具體的有行動
[00:06:36.000 --> 00:06:39.000]  不是單單看見他受苦
[00:06:39.000 --> 00:06:43.000]  但是恩慈就是伸出你的幫助的手
[00:06:43.000 --> 00:06:48.000]  能夠在一點小小的事情上
[00:06:48.000 --> 00:06:53.000]  或坐在一個小子的身上這樣的一個恩慈
[00:06:53.000 --> 00:06:57.000]  就心裏頭有這樣一個聯領
[00:06:57.000 --> 00:07:01.000]  外面就有恩慈的行動
[00:07:01.000 --> 00:07:05.000]  謙虛就是對着自己
[00:07:05.000 --> 00:07:09.000]  恩慈是對着別人對着受苦的人
[00:07:09.000 --> 00:07:13.000]  謙虛是對着自己
[00:07:13.000 --> 00:07:17.000]  就看見別人比自己強
[00:07:17.000 --> 00:07:20.000]  不是說我是最好的
[00:07:20.000 --> 00:07:24.000]  有些方面我還及不上別人
[00:07:24.000 --> 00:07:27.000]  那麼就是一個謙虛的
[00:07:27.000 --> 00:07:30.000]  不是以爲我比什麼人都好
[00:07:30.000 --> 00:07:33.000]  是說能看見自己的缺點
[00:07:33.000 --> 00:07:36.000]  也看見別人的優點
[00:07:36.000 --> 00:07:38.000]  下面說到溫柔
[00:07:38.000 --> 00:07:40.000]  溫柔的意思就是
[00:07:40.000 --> 00:07:44.000]  就像主耶穌在世上所表現的
[00:07:44.000 --> 00:07:46.000]  溫柔的意思就是
[00:07:46.000 --> 00:07:48.000]  不是遇到事情
[00:07:48.000 --> 00:07:50.000]  不是怨天尤人
[00:07:50.000 --> 00:07:51.000]  不是埋怨別人
[00:07:51.000 --> 00:07:52.000]  埋怨自己
[00:07:52.000 --> 00:07:54.000]  埋怨環境
[00:07:54.000 --> 00:07:57.000]  埋怨一切周圍的事情
[00:07:57.000 --> 00:08:00.000]  那是他不怨天尤人
[00:08:00.000 --> 00:08:05.000]  能夠忍受別人加給他這些苦難
[00:08:05.000 --> 00:08:07.000]  無論是大的小的
[00:08:07.000 --> 00:08:09.000]  無論是合理的
[00:08:09.000 --> 00:08:11.000]  或者是不合理的
[00:08:11.000 --> 00:08:14.000]  這些都是說我們有個溫柔
[00:08:14.000 --> 00:08:17.000]  就是不用自己的武力
[00:08:17.000 --> 00:08:20.000]  自己的力量去解決問題
[00:08:20.000 --> 00:08:23.000]  這溫柔在世界上的人
[00:08:23.000 --> 00:08:25.000]  是他不會提倡的
[00:08:25.000 --> 00:08:29.000]  他都是提到要剛強
[00:08:29.000 --> 00:08:32.000]  但是聖經告訴我們
[00:08:32.000 --> 00:08:34.000]  溫柔的人有福了
[00:08:34.000 --> 00:08:37.000]  因爲他們必須要承受地禍
[00:08:37.000 --> 00:08:40.000]  人靠武力 靠暴力 靠力量
[00:08:40.000 --> 00:08:43.000]  來得到他所要得到
[00:08:43.000 --> 00:08:44.000]  但是主耶穌說
[00:08:44.000 --> 00:08:46.000]  溫柔的人有福了
[00:08:46.000 --> 00:08:48.000]  因爲他們要承受地禍
[00:08:48.000 --> 00:08:51.000]  他們要得到神賜給他們的東西
[00:08:51.000 --> 00:08:55.000]  所以溫柔是很不容易
[00:08:55.000 --> 00:08:57.000]  這個主耶穌也說的
[00:08:57.000 --> 00:09:00.000]  他說我心裏柔和謙卑
[00:09:00.000 --> 00:09:03.000]  你們要學我的樣式
[00:09:03.000 --> 00:09:04.000]  這個是講到
[00:09:04.000 --> 00:09:06.000]  主耶穌在地上的時候
[00:09:06.000 --> 00:09:08.000]  你看一看在福音書裏面
[00:09:08.000 --> 00:09:11.000]  講到耶穌是多麼的溫柔
[00:09:11.000 --> 00:09:14.000]  別人逼迫他 別人辱罵他
[00:09:14.000 --> 00:09:20.000]  他都是用一個愛的態度來回應
[00:09:20.000 --> 00:09:23.000]  那麼我們也可以看到
[00:09:23.000 --> 00:09:29.000]  要彼此包容 彼此饒恕
[00:09:29.000 --> 00:09:32.000]  這個也是在基督教
[00:09:32.000 --> 00:09:35.000]  在聖經裏頭一直提到的
[00:09:35.000 --> 00:09:36.000]  要饒恕
[00:09:36.000 --> 00:09:38.000]  說你們要饒恕人
[00:09:38.000 --> 00:09:41.000]  就像天父怎麼饒恕你們
[00:09:41.000 --> 00:09:44.000]  想象到自己是被神所饒恕的
[00:09:44.000 --> 00:09:47.000]  就會能夠饒恕別人
[00:09:47.000 --> 00:09:49.000]  這個是需要我們
[00:09:49.000 --> 00:09:52.000]  靠着神的力量能夠來學習
[00:09:52.000 --> 00:09:55.000]  饒恕人是很難很難的
[00:09:55.000 --> 00:09:56.000]  不容易
[00:09:56.000 --> 00:10:00.000]  靠着我們天生的脾氣性格
[00:10:00.000 --> 00:10:03.000]  我們不太容易饒恕人
[00:10:03.000 --> 00:10:05.000]  我們可能把人對我們好的
[00:10:05.000 --> 00:10:07.000]  我們很容易忘記
[00:10:07.000 --> 00:10:10.000]  但是對我們不好的
[00:10:10.000 --> 00:10:13.000]  我們一輩子都不會忘記
[00:10:13.000 --> 00:10:16.000]  但是饒恕不是叫我們忘記
[00:10:16.000 --> 00:10:22.000]  饒恕是叫我們能夠體諒到對方
[00:10:22.000 --> 00:10:26.000]  願意放下這些心裏的疙瘩
[00:10:26.000 --> 00:10:33.000]  這個饒恕是非常美的
[00:10:33.000 --> 00:10:35.000]  還要講到最後
[00:10:35.000 --> 00:10:37.000]  要講到忍耐
[00:10:37.000 --> 00:10:41.000]  饒恕還要有愛心
[00:10:41.000 --> 00:10:45.000]  我們知道愛心是包裹這一切
[00:10:45.000 --> 00:10:46.000]  沒有愛的話
[00:10:46.000 --> 00:10:48.000]  你就不可能饒恕
[00:10:48.000 --> 00:10:49.000]  沒有愛的話
[00:10:49.000 --> 00:10:52.000]  你的饒恕也就是表面的
[00:10:52.000 --> 00:10:53.000]  口頭的饒恕
[00:10:53.000 --> 00:10:55.000]  心裏頭還不能夠饒恕
[00:10:55.000 --> 00:11:02.000]  所以這個是在《哥林多前書》第十三章也講到
[00:11:02.000 --> 00:11:05.000]  你若是能夠把所有的洲際窮人
[00:11:05.000 --> 00:11:09.000]  又把自己的身能夠澆成焚燒
[00:11:09.000 --> 00:11:10.000]  若是沒有愛
[00:11:10.000 --> 00:11:12.000]  這些也算不得什麼
[00:11:12.000 --> 00:11:17.000]  所以愛心是把這些美德都合在一起
[00:11:17.000 --> 00:11:19.000]  成爲一個整體
[00:11:19.000 --> 00:11:25.000]  所以我們看到要穿上心的美德
[00:11:25.000 --> 00:11:30.000]  這個是叫我們能夠有像神那樣
[00:11:30.000 --> 00:11:32.000]  我們今天的世界上
[00:11:32.000 --> 00:11:34.000]  一個重要的事情
[00:11:34.000 --> 00:11:36.000]  就是叫人能夠因着我們
[00:11:36.000 --> 00:11:40.000]  在身上有一點的基督的美德出來
[00:11:40.000 --> 00:11:43.000]  他們能夠來尋求基督
[00:11:43.000 --> 00:11:46.000]  所以傳福音不單單是用口頭來傳
[00:11:46.000 --> 00:11:48.000]  也是用我們的行爲
[00:11:48.000 --> 00:11:52.000]  用我們的爲人來表現出來
[00:11:52.000 --> 00:12:00.000]  包容跟饒恕其實也很相似
[00:12:00.000 --> 00:12:02.000]  沒有什麼很大的差別
[00:12:02.000 --> 00:12:07.000]  不過有人說包容是對現在
[00:12:07.000 --> 00:12:14.000]  我們跟人中間一些嫌隙
[00:12:14.000 --> 00:12:20.000]  就是一些誤會的或者存在過不去的地方
[00:12:20.000 --> 00:12:22.000]  是對現在的
[00:12:22.000 --> 00:12:27.000]  那麼饒恕就是要對以往的傷害
[00:12:27.000 --> 00:12:31.000]  其實這兩個還很難分得清楚
[00:12:31.000 --> 00:12:33.000]  包容跟饒恕
[00:12:33.000 --> 00:12:37.000]  那就把它合在一起
[00:12:37.000 --> 00:12:40.000]  那下面我們就要來看看
[00:12:40.000 --> 00:12:43.000]  要順服神的命令
[00:12:43.000 --> 00:12:48.000]  要能夠漸漸的活出性能的美德
[00:12:48.000 --> 00:12:52.000]  這裏特別提到漸漸的
[00:12:52.000 --> 00:12:58.000]  所以有人說你基督徒怎麼信主了以後你還是這樣
[00:12:58.000 --> 00:13:01.000]  這是分兩方面來看
[00:13:01.000 --> 00:13:03.000]  我們信主以後應該有改變
[00:13:03.000 --> 00:13:05.000]  不應該有這些事情
[00:13:05.000 --> 00:13:07.000]  但是另一方面呢
[00:13:07.000 --> 00:13:09.000]  你要看到我們的改變呢
[00:13:09.000 --> 00:13:11.000]  不是一下子的
[00:13:11.000 --> 00:13:13.000]  是漸漸的
[00:13:13.000 --> 00:13:16.000]  所以我們要提到我們順服神的命令
[00:13:16.000 --> 00:13:23.000]  然後我們漸漸的能夠把性能的美德活出來
[00:13:23.000 --> 00:13:26.000]  所以在第15節到第17節
[00:13:26.000 --> 00:13:29.000]  神給我們三個命令
[00:13:29.000 --> 00:13:33.000]  這三個命令叫我們來順服的話
[00:13:33.000 --> 00:13:37.000]  我們就能夠漸漸活出性能的美德
[00:13:37.000 --> 00:13:39.000]  那麼第一個命令呢
[00:13:39.000 --> 00:13:43.000]  就是要叫基督的平安在我們心裏做主
[00:13:43.000 --> 00:13:46.000]  第15節所說的
[00:13:46.000 --> 00:13:52.000]  那麼第二個命令就是在第16節所說的
[00:13:52.000 --> 00:13:56.000]  要用各樣的智慧
[00:13:56.000 --> 00:14:01.000]  把基督的道理豐豐富富的存在心裏
[00:14:01.000 --> 00:14:03.000]  這是講到基督的道理
[00:14:03.000 --> 00:14:05.000]  基督的道理就是基督的話
[00:14:05.000 --> 00:14:09.000]  要把基督的話存在我們心裏頭
[00:14:09.000 --> 00:14:10.000]  第16節
[00:14:10.000 --> 00:14:12.000]  這個是16節
[00:14:12.000 --> 00:14:16.000]  第17節就講到神的第三個命令
[00:14:16.000 --> 00:14:18.000]  就是無論做什麼
[00:14:18.000 --> 00:14:19.000]  或說話
[00:14:19.000 --> 00:14:20.000]  或行事
[00:14:20.000 --> 00:14:23.000]  都要奉主耶穌的名
[00:14:23.000 --> 00:14:24.000]  接待他
[00:14:24.000 --> 00:14:25.000]  感謝父神
[00:14:25.000 --> 00:14:30.000]  這是講到要奉主耶穌的名
[00:14:30.000 --> 00:14:32.000]  不管你說話
[00:14:32.000 --> 00:14:34.000]  不管你行事
[00:14:34.000 --> 00:14:38.000]  都是要奉着主耶穌的名
[00:14:38.000 --> 00:14:40.000]  所以這個三個命令裏頭
[00:14:40.000 --> 00:14:43.000]  就講到基督的三個方面
[00:14:43.000 --> 00:14:46.000]  第一個是基督的平安
[00:14:46.000 --> 00:14:48.000]  我們需要基督的平安
[00:14:48.000 --> 00:14:49.000]  第二個呢
[00:14:49.000 --> 00:14:52.000]  基督的話
[00:14:52.000 --> 00:14:53.000]  第三個呢
[00:14:53.000 --> 00:14:56.000]  是我們要基督的名
[00:14:56.000 --> 00:14:57.000]  主耶穌的名
[00:14:57.000 --> 00:14:58.000]  基督的名
[00:14:58.000 --> 00:15:00.000]  所以我們怎麼能夠
[00:15:00.000 --> 00:15:04.000]  能夠漸漸的活出這個新的美德呢
[00:15:04.000 --> 00:15:07.000]  都是跟耶穌基督有關係的
[00:15:07.000 --> 00:15:09.000]  我們要祂的平安
[00:15:09.000 --> 00:15:11.000]  我們要祂的話
[00:15:11.000 --> 00:15:14.000]  我們也要祂的名字
[00:15:14.000 --> 00:15:17.000]  那我們就來下面看看
[00:15:17.000 --> 00:15:23.000]  這三方面
[00:15:23.000 --> 00:15:25.000]  我們第一要看到的
[00:15:25.000 --> 00:15:28.000]  就要叫基督的平安
[00:15:28.000 --> 00:15:32.000]  在你們心裏做主
[00:15:32.000 --> 00:15:35.000]  那麼要看到基督的平安
[00:15:35.000 --> 00:15:38.000]  基督的平安是什麼意思呢
[00:15:38.000 --> 00:15:39.000]  我們要看一看
[00:15:39.000 --> 00:15:41.000]  基督的平安
[00:15:41.000 --> 00:15:45.000]  是從祂對父神的順服來的
[00:15:45.000 --> 00:15:47.000]  這個基督的平安就說到
[00:15:47.000 --> 00:15:50.000]  對父神的完全的順服
[00:15:50.000 --> 00:15:53.000]  所以當我們能夠來順服
[00:15:53.000 --> 00:15:57.000]  要降服神的話
[00:15:57.000 --> 00:15:59.000]  我們就會得到平安
[00:15:59.000 --> 00:16:02.000]  所以人的不平安呢
[00:16:02.000 --> 00:16:04.000]  不是環境
[00:16:04.000 --> 00:16:06.000]  不是說環境不平安了
[00:16:06.000 --> 00:16:08.000]  我們就不平安
[00:16:08.000 --> 00:16:10.000]  人的不平安主要是
[00:16:10.000 --> 00:16:14.000]  我們來自我們自己
[00:16:14.000 --> 00:16:16.000]  所以主耶穌的平安
[00:16:16.000 --> 00:16:19.000]  祂在要離開世界以前
[00:16:19.000 --> 00:16:22.000]  在最後的一個晚上
[00:16:22.000 --> 00:16:25.000]  祂跟門徒在小樓上
[00:16:25.000 --> 00:16:27.000]  說了很多的話
[00:16:27.000 --> 00:16:32.000]  都記載在約翰福音13章到16章
[00:16:32.000 --> 00:16:34.000]  這麼一長段的話
[00:16:34.000 --> 00:16:39.000]  這是祂最後跟門徒講的話
[00:16:39.000 --> 00:16:45.000]  接下來就要被逮捕
[00:16:45.000 --> 00:16:46.000]  要被審查
[00:16:46.000 --> 00:16:47.000]  要被審判
[00:16:47.000 --> 00:16:51.000]  最後就定死之家
[00:16:51.000 --> 00:16:53.000]  所以祂跟門徒說的時候
[00:16:53.000 --> 00:16:56.000]  祂說我將我的平安留給你們
[00:16:56.000 --> 00:16:59.000]  祂知道祂離開以後
[00:16:59.000 --> 00:17:04.000]  門徒就不能夠跟耶穌
[00:17:04.000 --> 00:17:07.000]  面對面的常常在一起了
[00:17:07.000 --> 00:17:11.000]  所以主耶穌說你們不要憂愁
[00:17:11.000 --> 00:17:16.000]  祂說我將我的平安留給你們
[00:17:16.000 --> 00:17:19.000]  這個不是一個很安靜的時候
[00:17:19.000 --> 00:17:22.000]  很平穩的時候的平安
[00:17:22.000 --> 00:17:26.000]  就是一個暴風雨即將來臨
[00:17:26.000 --> 00:17:30.000]  死亡即將臨到的時候
[00:17:30.000 --> 00:17:32.000]  祂說我的平安
[00:17:32.000 --> 00:17:35.000]  所以主耶穌的我的平安
[00:17:35.000 --> 00:17:37.000]  祂的平安
[00:17:37.000 --> 00:17:41.000]  不是在順利的時候的平安
[00:17:41.000 --> 00:17:44.000]  祂是在患難
[00:17:44.000 --> 00:17:45.000]  在一些痛苦
[00:17:45.000 --> 00:17:47.000]  在一些危險的時候
[00:17:47.000 --> 00:17:50.000]  祂仍然有平安
[00:17:50.000 --> 00:17:54.000]  所以在太平洋的話
[00:17:54.000 --> 00:17:56.000]  到夏天的時候
[00:17:56.000 --> 00:18:00.000]  常常有風暴
[00:18:00.000 --> 00:18:03.000]  有颱風
[00:18:03.000 --> 00:18:05.000]  有颱風
[00:18:05.000 --> 00:18:08.000]  那麼研究氣象的人
[00:18:08.000 --> 00:18:10.000]  預報這些人
[00:18:10.000 --> 00:18:15.000]  他們常常會到颱風的中心
[00:18:15.000 --> 00:18:19.000]  去觀察去分析
[00:18:19.000 --> 00:18:21.000]  所以他們研究完了
[00:18:21.000 --> 00:18:22.000]  他們探查以後
[00:18:22.000 --> 00:18:27.000]  結果說颱風的中心
[00:18:27.000 --> 00:18:30.000]  就是颱風眼最中心的地方
[00:18:30.000 --> 00:18:33.000]  是很平靜的
[00:18:33.000 --> 00:18:35.000]  看起來外面的颱風
[00:18:35.000 --> 00:18:36.000]  是轉得很厲害
[00:18:36.000 --> 00:18:38.000]  風力很大
[00:18:38.000 --> 00:18:40.000]  可是在臺風的中心
[00:18:40.000 --> 00:18:42.000]  颱風的眼裏頭
[00:18:42.000 --> 00:18:44.000]  颱風眼裏頭
[00:18:44.000 --> 00:18:47.000]  這是一個風平浪靜
[00:18:47.000 --> 00:18:49.000]  主耶穌的平安
[00:18:49.000 --> 00:18:51.000]  就是在危險中間
[00:18:51.000 --> 00:18:56.000]  祂仍然心裏頭保持很安靜
[00:18:56.000 --> 00:18:58.000]  所以這個是一個
[00:18:58.000 --> 00:19:01.000]  祂說我把平安賜給你們
[00:19:01.000 --> 00:19:03.000]  所以主耶穌給我們的平安
[00:19:03.000 --> 00:19:06.000]  不是單單在順利的時候平安
[00:19:06.000 --> 00:19:09.000]  祂在我們有難處
[00:19:09.000 --> 00:19:10.000]  在危險
[00:19:10.000 --> 00:19:12.000]  在這些風雨的時候
[00:19:12.000 --> 00:19:18.000]  祂仍然是叫我們能夠得到祂的平安
[00:19:18.000 --> 00:19:21.000]  祂的平安
[00:19:21.000 --> 00:19:26.000]  就是在對神的順服
[00:19:26.000 --> 00:19:27.000]  祂是對神
[00:19:27.000 --> 00:19:28.000]  對祂父
[00:19:28.000 --> 00:19:31.000]  對父神的絕對的順服
[00:19:31.000 --> 00:19:34.000]  隨到科西瑪尼園
[00:19:34.000 --> 00:19:37.000]  最後跟門徒在一起
[00:19:37.000 --> 00:19:40.000]  耶穌獨自的禱告
[00:19:40.000 --> 00:19:42.000]  跟父說
[00:19:42.000 --> 00:19:44.000]  若是可行
[00:19:44.000 --> 00:19:48.000]  求你把這個碑挪開
[00:19:48.000 --> 00:19:50.000]  但是祂不是害怕這個碑
[00:19:50.000 --> 00:19:51.000]  祂還說呢
[00:19:51.000 --> 00:19:53.000]  不要造我的意思
[00:19:53.000 --> 00:19:56.000]  乃是要造你的意思
[00:19:56.000 --> 00:19:57.000]  就這樣的話
[00:19:57.000 --> 00:19:58.000]  祂順服了
[00:19:58.000 --> 00:20:01.000]  祂就有平安
[00:20:01.000 --> 00:20:03.000]  所以祂因爲這樣禱告
[00:20:03.000 --> 00:20:04.000]  這樣的順服
[00:20:04.000 --> 00:20:05.000]  這樣的平安
[00:20:05.000 --> 00:20:08.000]  所以你看到在第二天
[00:20:08.000 --> 00:20:10.000]  在有這麼多的苦難
[00:20:10.000 --> 00:20:12.000]  盯視下的時候
[00:20:12.000 --> 00:20:15.000]  祂仍然心裏頭是平安
[00:20:15.000 --> 00:20:21.000]  雖然人用種種的話語來刺激祂
[00:20:21.000 --> 00:20:22.000]  盯視
[00:20:22.000 --> 00:20:23.000]  盯在祂手上
[00:20:23.000 --> 00:20:24.000]  盯在祂腳上
[00:20:24.000 --> 00:20:27.000]  荊棘冠冕戴在祂頭上
[00:20:27.000 --> 00:20:30.000]  可是祂仍然有平安
[00:20:30.000 --> 00:20:34.000]  即使人怒罵祂
[00:20:34.000 --> 00:20:36.000]  祂還是爲祂禱告
[00:20:36.000 --> 00:20:39.000]  祂負荷赦免他們
[00:20:39.000 --> 00:20:41.000]  因爲他們所做的
[00:20:41.000 --> 00:20:42.000]  他們不知道
[00:20:42.000 --> 00:20:44.000]  所以這個平安
[00:20:44.000 --> 00:20:47.000]  你看見耶穌在這種情況下
[00:20:47.000 --> 00:20:49.000]  仍然有這樣的平安
[00:20:49.000 --> 00:20:52.000]  祂說我把平安留給你們
[00:20:52.000 --> 00:20:53.000]  意思就是說
[00:20:53.000 --> 00:20:56.000]  你們也要順服父神
[00:20:56.000 --> 00:20:59.000]  那麼你們也要依靠父神
[00:20:59.000 --> 00:21:01.000]  那麼你這樣的話
[00:21:01.000 --> 00:21:02.000]  任何的環境
[00:21:02.000 --> 00:21:09.000]  你都可以得到平安
[00:21:09.000 --> 00:21:11.000]  第十五節一開始
[00:21:11.000 --> 00:21:14.000]  又要叫
[00:21:14.000 --> 00:21:16.000]  這個叫字呢
[00:21:16.000 --> 00:21:18.000]  是表示呢
[00:21:18.000 --> 00:21:21.000]  我們要做的
[00:21:21.000 --> 00:21:23.000]  不是主耶穌的平安
[00:21:23.000 --> 00:21:27.000]  不是自動的就領導每一個人
[00:21:27.000 --> 00:21:29.000]  就是你在人這方面
[00:21:29.000 --> 00:21:31.000]  你也有他的責任
[00:21:31.000 --> 00:21:34.000]  就是要叫耶穌基督的平安
[00:21:34.000 --> 00:21:38.000]  能夠在你的心裏頭做主
[00:21:38.000 --> 00:21:42.000]  那是怎麼樣能夠做主呢
[00:21:42.000 --> 00:21:44.000]  得到這個基督平安呢
[00:21:44.000 --> 00:21:47.000]  你要來到師恩的寶座前
[00:21:47.000 --> 00:21:49.000]  來傾聽神
