
[00:00:00.000 --> 00:00:02.000]  各位 親愛的主內地勇子們 平安
[00:02:33.720 --> 00:02:37.280]  倒要因這名歸榮耀給神
[00:02:37.280 --> 00:02:38.920]  因爲時候到了
[00:02:38.920 --> 00:02:41.880]  審判要從神的家起手
[00:02:41.880 --> 00:02:44.320]  若是先從我們起手
[00:02:44.320 --> 00:02:46.640]  那不信從神福音的人
[00:02:46.640 --> 00:02:48.720]  將有何等的結局呢
[00:02:48.720 --> 00:02:51.160]  若是一人僅僅得救
[00:02:51.160 --> 00:02:53.880]  那不前進和犯罪的人
[00:02:53.880 --> 00:02:56.080]  將有何地可站呢
[00:02:56.080 --> 00:02:59.160]  所以那照神旨意受苦的人
[00:02:59.160 --> 00:03:00.760]  要一心爲善
[00:03:00.760 --> 00:03:02.560]  爲自己的靈魂
[00:03:02.560 --> 00:03:05.400]  交與那信實的造化之主
[00:03:05.400 --> 00:03:09.880]  在教導信徒
[00:03:09.880 --> 00:03:11.840]  如何的在事爲人
[00:03:11.840 --> 00:03:16.000]  如何的順從過一個行善的生活
[00:03:16.000 --> 00:03:17.280]  盡最大的努力
[00:03:17.280 --> 00:03:20.520]  去避免在社會上遭受的誤解
[00:03:21.120 --> 00:03:24.440]  彼得在這樣的一種不太樂觀的環境當中
[00:03:24.440 --> 00:03:28.480]  他發自內心的發自肺腑的
[00:03:28.480 --> 00:03:31.520]  用了一個我們弟兄姊妹之間
[00:03:31.520 --> 00:03:33.040]  最親熱的一個詞
[00:03:33.040 --> 00:03:35.440]  來稱呼收信的大家
[00:03:35.440 --> 00:03:37.160]  親愛的
[00:03:37.160 --> 00:03:38.440]  其實親愛的這個詞
[00:03:38.440 --> 00:03:40.560]  它表示一個新段落的開始
[00:03:40.560 --> 00:03:42.960]  我們從前面第7節到第11節
[00:03:42.960 --> 00:03:45.680]  看到是一個承上啓下的段落
[00:03:45.680 --> 00:03:47.680]  那麼一開始的親愛的
[00:03:47.680 --> 00:03:50.480]  後面那個弟兄是加上去的
[00:03:50.480 --> 00:03:52.520]  其實就是它原文就是親愛的
[00:03:52.520 --> 00:03:54.520]  在這裏面
[00:03:54.520 --> 00:03:57.000]  就一個新的一個段落的開始
[00:03:57.000 --> 00:03:58.120]  它在這個段落裏面
[00:03:58.120 --> 00:04:01.760]  要我們去面對一種
[00:04:01.760 --> 00:04:04.200]  特別的火一樣的試煉
[00:04:04.200 --> 00:04:06.600]  他給這樣的試煉當中的弟兄姊妹
[00:04:06.600 --> 00:04:09.200]  一種這樣親密的稱呼
[00:04:09.200 --> 00:04:12.320]  其實真的是充滿了很多的關切
[00:04:12.320 --> 00:04:14.560]  認同和愛意在裏面
[00:04:14.560 --> 00:04:16.440]  我們的信仰
[00:04:16.440 --> 00:04:17.760]  在我們的人生當中
[00:04:17.760 --> 00:04:21.040]  是一個理解和經歷的一個不斷的過程
[00:04:21.040 --> 00:04:22.800]  我們從理解到經歷
[00:04:22.800 --> 00:04:25.920]  再從經歷再去回去理解
[00:04:25.920 --> 00:04:28.560]  我們的經歷到底意味着什麼
[00:04:28.560 --> 00:04:30.600]  這種無限的循環往復
[00:04:30.600 --> 00:04:33.080]  在一個人的生命當中
[00:04:33.080 --> 00:04:34.680]  能夠慢慢的
[00:04:34.680 --> 00:04:38.320]  呈現出你對信仰的理解
[00:04:38.320 --> 00:04:42.240]  和你對信仰的實踐的一個定型的狀態
[00:04:42.240 --> 00:04:46.400]  彼得曾經他在基督的身邊
[00:04:46.400 --> 00:04:50.240]  耳聞目睹了耶穌基督他所言所行
[00:04:50.240 --> 00:04:53.440]  然後經歷了他的成功的興奮
[00:04:53.440 --> 00:04:56.280]  和失敗的那種憂暗沮喪
[00:04:56.280 --> 00:04:59.680]  尤其是隨着他的軟弱跌倒
[00:04:59.680 --> 00:05:02.560]  而來的那種靈性的黑暗
[00:05:02.560 --> 00:05:05.360]  我想大家可能沒有經歷過
[00:05:05.360 --> 00:05:07.160]  也可以想象他那個狀態
[00:05:07.160 --> 00:05:10.720]  當他被複活的主用愛來挽回了之後
[00:05:10.720 --> 00:05:14.080]  我想這個性情非常率直的
[00:05:14.360 --> 00:05:17.240]  做事有點魯莽的漁夫
[00:05:17.240 --> 00:05:20.600]  他就竟然被重用
[00:05:20.600 --> 00:05:23.320]  被神爲以傳揚福音建立教會
[00:05:23.320 --> 00:05:25.440]  牧養信徒這樣的重任
[00:05:25.440 --> 00:05:27.320]  在這個過程當中
[00:05:27.320 --> 00:05:29.600]  他一定會不斷的去理解
[00:05:29.600 --> 00:05:31.960]  他過去聽到耶穌所講的話
[00:05:31.960 --> 00:05:34.240]  並且經歷了大能的主
[00:05:34.240 --> 00:05:35.200]  在他生命當中
[00:05:35.200 --> 00:05:38.200]  給他留下的那種反省
[00:05:38.200 --> 00:05:41.400]  和他自己個人生命的突破
[00:05:42.280 --> 00:05:46.040]  他既然體會到教會的規模迅速的擴大
[00:05:46.040 --> 00:05:48.120]  又能夠目睹
[00:05:48.120 --> 00:05:49.800]  因着人性的軟弱
[00:05:49.800 --> 00:05:52.520]  教會當中上演着一幕一幕的欺瞞
[00:05:52.520 --> 00:05:55.560]  請壓和紛爭
[00:05:55.560 --> 00:05:57.480]  彼得都經歷過
[00:05:57.480 --> 00:06:00.600]  在這種冰與火的這種熬練當中
[00:06:00.600 --> 00:06:03.200]  我想這個人在主的裏面
[00:06:03.200 --> 00:06:04.920]  他慢慢的被淘造
[00:06:04.920 --> 00:06:08.160]  慢慢的磨練成爲一個主和用的器皿
[00:06:08.160 --> 00:06:12.240]  他內心經歷的狂風驟雨
[00:06:12.480 --> 00:06:15.920]  其實讓他慢慢可以堅強
[00:06:15.920 --> 00:06:18.880]  彼得這個人在主的手中
[00:06:18.880 --> 00:06:22.240]  他慢慢鍛造這樣的一個豐富的經歷
[00:06:22.240 --> 00:06:25.800]  理解自己也理解其他人
[00:06:25.800 --> 00:06:30.360]  對人對神他的認識都越來越深刻
[00:06:30.360 --> 00:06:34.080]  所以這一切都使得他這封信
[00:06:34.080 --> 00:06:36.480]  變得非常的寶貴
[00:06:36.480 --> 00:06:41.920]  他寫給預備經歷那些火煉的弟兄姊妹
[00:06:42.520 --> 00:06:43.680]  他要說一些什麼呢
[00:06:43.680 --> 00:06:48.280]  我們真的是非常有興趣去聆聽
[00:06:48.280 --> 00:06:51.800]  這位曾經經歷了人生滄桑患難
[00:06:51.800 --> 00:06:55.440]  愁苦各樣的經歷
[00:06:55.440 --> 00:06:58.480]  他仍然可以不失去他的愛心
[00:06:58.480 --> 00:07:04.120]  他仍然可以稱他身邊那些並不十分可愛的弟兄姊妹爲親愛的
[00:07:04.120 --> 00:07:10.680]  所以我想我非常的願意聆聽這位大師兄關於苦難的教誨
[00:07:12.160 --> 00:07:12.800]  彼得一上來
[00:07:12.800 --> 00:07:16.840]  他就給我們一個非常肯定的事實
[00:07:16.840 --> 00:07:22.000]  這個事實就是正有火的試煉臨到你們
[00:07:22.000 --> 00:07:26.240]  這和一章的七節是一個呼應
[00:07:26.240 --> 00:07:29.960]  一章七節彼得就提出來了
[00:07:29.960 --> 00:07:31.600]  你要經過火的試煉
[00:07:31.600 --> 00:07:34.560]  你的信心才能夠像金子那樣寶貴
[00:07:34.560 --> 00:07:39.320]  所以這句話執意正在發生着
[00:07:40.480 --> 00:07:44.480]  不是說將要和已經過去了
[00:07:44.480 --> 00:07:46.760]  它是現在正在你們中間
[00:07:46.760 --> 00:07:51.000]  而且他提到的是有一個重要的信息
[00:07:51.000 --> 00:07:54.160]  就是你經歷這一切有一個價值意義在裏面
[00:07:54.160 --> 00:07:57.960]  就是正在對你的信心進行試驗
[00:07:57.960 --> 00:07:59.400]  就是爲什麼要經歷這一切
[00:07:59.400 --> 00:08:02.080]  彼得其實說的是非常的清楚的
[00:08:02.080 --> 00:08:05.880]  的確在非常的時期
[00:08:05.880 --> 00:08:08.040]  在非常的事件當中
[00:08:08.040 --> 00:08:10.160]  我們整個信仰的根基
[00:08:10.160 --> 00:08:14.040]  我們的信仰的工程就會顯露
[00:08:14.040 --> 00:08:18.440]  我們到底怎麼樣的一個本相也就會顯露出來
[00:08:18.440 --> 00:08:21.360]  其實我們平凡的歲月裏面所宣告的
[00:08:21.360 --> 00:08:24.520]  我們所接受裝備的所有純正的信仰
[00:08:24.520 --> 00:08:26.960]  在一個特殊的時期裏面其實考驗你
[00:08:26.960 --> 00:08:31.080]  你到底是不是能夠不走樣的守得住
[00:08:31.080 --> 00:08:34.880]  還有就是平日裏面我們可以一泊雲天
[00:08:34.880 --> 00:08:36.160]  可以海誓山盟
[00:08:36.160 --> 00:08:37.760]  但是在危機當中
[00:08:37.760 --> 00:08:40.760]  是不是你仍然可以對自己對上帝
[00:08:40.760 --> 00:08:42.920]  以及對你身邊的弟兄姊妹
[00:08:42.920 --> 00:08:45.240]  持守這個忠誠呢
[00:08:45.240 --> 00:08:48.720]  中國則有一句諺語叫做路遙知馬力
[00:08:48.720 --> 00:08:50.360]  日久見人心
[00:08:50.360 --> 00:08:53.680]  意思就是你在人生較長的一段時間裏面
[00:08:53.680 --> 00:08:57.440]  你大有機會去發生一些事情
[00:08:57.440 --> 00:09:01.080]  考驗你到底如何
[00:09:01.080 --> 00:09:05.800]  所以往往你看到的豆腐渣工程的都是在地震當中顯露出來的
[00:09:05.800 --> 00:09:08.080]  平常看的挺漂亮的樓
[00:09:08.080 --> 00:09:09.920]  可能在地震當中
[00:09:09.920 --> 00:09:13.640]  它就顯露出來它的豆腐渣的本質了
[00:09:13.640 --> 00:09:16.760]  所以我們一般置身在一種特殊的事情
[00:09:16.760 --> 00:09:17.880]  甚至苦難當中
[00:09:17.880 --> 00:09:21.320]  我們其實大部分的人都會問爲什麼
[00:09:21.320 --> 00:09:23.880]  爲什麼這種悲劇會發生呢
[00:09:23.880 --> 00:09:25.240]  如果我們作爲基督徒的話
[00:09:25.240 --> 00:09:29.040]  我們就常問爲什麼神會許可這樣的事發生
[00:09:29.040 --> 00:09:30.080]  你如果是大能的話
[00:09:30.080 --> 00:09:32.160]  你爲什麼不阻止這種事發生
[00:09:32.160 --> 00:09:34.880]  其實我們常問的這種這種問題
[00:09:34.880 --> 00:09:40.000]  更多的有一個問題就是這事爲什麼會臨到我
[00:09:40.000 --> 00:09:43.480]  其實這個前提我們一般都是這樣問的
[00:09:43.480 --> 00:09:45.360]  就是這事不應該發生
[00:09:45.360 --> 00:09:47.440]  上帝應該阻止
[00:09:47.440 --> 00:09:52.560]  也應該讓這個世界變得更好
[00:09:52.560 --> 00:09:56.360]  不過這類的問題其實是很難有答案的
[00:09:56.360 --> 00:10:01.680]  甚至在我們的人生經歷當中是無解的
[00:10:01.680 --> 00:10:05.080]  所以我們與其在患難當中走入死衚衕
[00:10:05.080 --> 00:10:07.640]  問一些沒有回答沒有答案的問題
[00:10:07.640 --> 00:10:09.560]  不如我們換一個問題來問
[00:10:09.560 --> 00:10:10.360]  問什麼呢
[00:10:10.360 --> 00:10:15.080]  就是到底這個事到底有什麼意義
[00:10:15.080 --> 00:10:19.280]  其實在人患難當中有一定的意義支撐的
[00:10:19.280 --> 00:10:25.160]  他的經歷患難的承受能力就會大了很多
[00:10:25.160 --> 00:10:28.120]  所以使徒彼得他在這裏面所用的
[00:10:28.120 --> 00:10:30.440]  就是一個意義的探尋法
[00:10:30.440 --> 00:10:33.120]  來去面對這些患難
[00:10:33.120 --> 00:10:36.720]  我們今天的準備從他提出來的三個向度
[00:10:36.720 --> 00:10:42.000]  來去看這個火煉到底有什麼意義
[00:10:42.000 --> 00:10:46.480]  我們先看第四章的十二節後半部分到十三節
[00:10:46.480 --> 00:10:51.280]  就是受苦原來是與基督聯合的一個體現的
[00:10:51.280 --> 00:10:54.800]  彼得首先他這裏有一個語出驚人的一個開始
[00:10:54.800 --> 00:10:59.280]  他說要求身陷火煉當中的弟兄姊妹不要以爲奇怪
[00:10:59.280 --> 00:11:02.880]  好像正在遭遇非常的事
[00:11:02.880 --> 00:11:04.680]  後面那個非常的事呢
[00:11:04.680 --> 00:11:07.400]  遭遇非常的事其實也是一個奇怪
[00:11:07.400 --> 00:11:09.560]  倆詞是一樣的
[00:11:09.560 --> 00:11:11.480]  就是你不要以爲奇怪
[00:11:11.480 --> 00:11:15.080]  好像你正在遭遇什麼奇怪的事一樣
[00:11:15.080 --> 00:11:20.000]  而且彼得說的特別的有反常規呢
[00:11:20.000 --> 00:11:22.960]  就是他說你倒要歡喜啊
[00:11:22.960 --> 00:11:25.120]  這真有點不近人情
[00:11:25.120 --> 00:11:26.840]  大難臨頭
[00:11:26.840 --> 00:11:31.080]  一般人都是應該感到意外和難過
[00:11:31.080 --> 00:11:34.800]  但彼得在這裏說你反倒要歡喜
[00:11:34.800 --> 00:11:40.280]  難道我們信主信的能夠精神搭錯線不成嗎
[00:11:40.280 --> 00:11:42.840]  在這裏面原因彼得給的很清楚
[00:11:42.840 --> 00:11:47.600]  你看十三節說因爲你們是與基督一同受苦
[00:11:47.600 --> 00:11:49.840]  使你們在他榮耀顯現的時候呢
[00:11:49.840 --> 00:11:53.320]  也可以歡喜快樂
[00:11:53.320 --> 00:11:58.000]  這個因爲是表示的是一個因果的關係
[00:11:58.000 --> 00:11:59.560]  你爲什麼要歡喜快樂呢
[00:11:59.560 --> 00:12:03.400]  因爲你們這是與基督一同受苦
[00:12:03.400 --> 00:12:05.760]  將來也一同歡樂
[00:12:05.760 --> 00:12:06.880]  那另外這個因爲呢
[00:12:06.880 --> 00:12:08.760]  其實還有一個可能性翻譯是什麼
[00:12:08.760 --> 00:12:11.880]  它是一個程度表示程度的詞也可以
[00:12:11.880 --> 00:12:12.960]  按照這種思路呢
[00:12:12.960 --> 00:12:14.880]  你就可以把它翻譯成了什麼呢
[00:12:14.880 --> 00:12:18.560]  不要以爲奇怪而相反而呢
[00:12:18.560 --> 00:12:23.200]  你們與基督同受多少苦就有多少喜樂
[00:12:23.200 --> 00:12:26.280]  這是一個程度詞也可以這麼理解
[00:12:26.280 --> 00:12:28.960]  這個這種翻譯的可能性呢
[00:12:28.960 --> 00:12:31.520]  其實也相當耐人尋味
[00:12:31.520 --> 00:12:33.320]  你們受了多少苦呢
[00:12:33.320 --> 00:12:36.000]  你們就有多少喜樂
[00:12:36.000 --> 00:12:39.600]  其實這同樣大大違揹我們的常識對不對
[00:12:39.600 --> 00:12:42.840]  那苦與樂之間竟然有一種正向的關係
[00:12:42.840 --> 00:12:45.400]  一般的我們都不會這樣想對吧
[00:12:45.400 --> 00:12:46.800]  我受苦我就會難過
[00:12:46.800 --> 00:12:49.960]  我受苦越多我就越難過
[00:12:49.960 --> 00:12:52.160]  但這種關係在彼得那裏呢
[00:12:52.160 --> 00:12:54.560]  變了就是你受苦越多
[00:12:54.560 --> 00:12:57.440]  你就越歡喜快樂
[00:12:57.440 --> 00:13:00.520]  難道我們基督徒是受虐狂嗎
[00:13:00.520 --> 00:13:02.320]  其實信仰常常呢
[00:13:02.320 --> 00:13:04.000]  帶給我們一種顛覆
[00:13:04.000 --> 00:13:05.440]  甚至是一種驚喜
[00:13:05.440 --> 00:13:07.480]  叫聖經的讓我們讀起來呢
[00:13:07.480 --> 00:13:08.800]  我覺得最驚訝的是
[00:13:08.800 --> 00:13:11.400]  常常是和我們原本理解的
[00:13:11.400 --> 00:13:14.560]  我們的常識呢不同
[00:13:14.560 --> 00:13:18.640]  它有一種顛覆性在裏面
[00:13:18.640 --> 00:13:19.480]  其實彼得呢
[00:13:19.480 --> 00:13:21.240]  在講這個這種話呢
[00:13:21.240 --> 00:13:22.880]  就是你們與基督
[00:13:22.880 --> 00:13:24.640]  因爲你們與基督一同受苦呢
[00:13:24.640 --> 00:13:26.400]  他也起顏面也提到過
[00:13:26.400 --> 00:13:27.880]  這是第三次提到
[00:13:27.880 --> 00:13:30.240]  我們看二章二十一節
[00:13:30.240 --> 00:13:33.040]  他在你們是爲此而蒙昭
[00:13:33.040 --> 00:13:33.880]  那時候說呢
[00:13:33.880 --> 00:13:39.240]  是因爲基督也爲你們受過苦
[00:13:39.240 --> 00:13:42.080]  那三章十八節提到說
[00:13:42.080 --> 00:13:46.280]  因基督呢也曾一次爲罪受過苦
[00:13:46.280 --> 00:13:48.760]  爲罪受過苦是代替我們的意思
[00:13:48.760 --> 00:13:51.280]  他是因爲代替我們的罪而受了苦
[00:13:51.280 --> 00:13:52.840]  所以在這裏面
[00:13:52.840 --> 00:13:54.960]  我們看到他已經說到第三次
[00:13:54.960 --> 00:13:59.120]  這種與基督命運相關聯的這種表達
[00:13:59.120 --> 00:14:02.160]  他是已經第三次來講出來了
[00:14:02.160 --> 00:14:04.520]  想必我們一直在講彼得前書
[00:14:04.520 --> 00:14:08.520]  大家對於這種人基督徒與基督的
[00:14:08.520 --> 00:14:10.400]  這種命運共同體的關係
[00:14:10.400 --> 00:14:14.600]  大家已經耳熟能詳了
[00:14:14.600 --> 00:14:16.720]  那我們想這種對應關係
[00:14:16.720 --> 00:14:18.080]  我再重複一遍呢
[00:14:18.080 --> 00:14:21.120]  就是基督受苦乃至於受死
[00:14:21.120 --> 00:14:23.000]  復活昇天得勝
[00:14:23.000 --> 00:14:27.320]  而且將來的要在榮耀中顯現
[00:14:27.320 --> 00:14:29.200]  這是基督那個部分
[00:14:29.200 --> 00:14:30.440]  然後基督徒呢
[00:14:30.440 --> 00:14:33.400]  藉着耶穌基督重生
[00:14:33.400 --> 00:14:36.080]  然後就有份於耶穌基督的命運
[00:14:36.080 --> 00:14:38.480]  眼下的經歷的苦難呢
[00:14:38.480 --> 00:14:41.440]  是與基督一同受苦
[00:14:41.440 --> 00:14:42.520]  那將來呢
[00:14:42.520 --> 00:14:49.240]  就必分享基督復活的得勝的榮耀的喜樂
[00:14:49.240 --> 00:14:51.280]  那所以受苦和得榮耀
[00:14:51.280 --> 00:14:54.760]  在彼得教導也在新約當中
[00:14:54.760 --> 00:14:58.080]  很多地方的就好像一個硬幣的兩面一樣
[00:14:58.080 --> 00:15:00.960]  也就是彼此不能分開
[00:15:00.960 --> 00:15:02.840]  一方面呢
[00:15:02.840 --> 00:15:05.240]  你受苦就必有另一方面呢
[00:15:05.240 --> 00:15:07.880]  你會得榮耀會喜樂
[00:15:07.880 --> 00:15:10.040]  所以彼得在這裏面才說
[00:15:10.040 --> 00:15:12.960]  你在苦難當中你要偷着樂
[00:15:12.960 --> 00:15:13.920]  緣分呢
[00:15:13.920 --> 00:15:17.000]  這是一個漠視性的一個洞見
[00:15:17.000 --> 00:15:21.520]  就是你今天的苦和你明天的樂是關聯在一起的
[00:15:21.520 --> 00:15:25.080]  因此你今天就可以樂
[00:15:25.080 --> 00:15:27.840]  那只有擁有復活盼望的人呢
[00:15:27.840 --> 00:15:29.600]  只有在信心當中的維度呢
[00:15:29.600 --> 00:15:32.440]  才能夠嚐到這份喜樂
[00:15:32.440 --> 00:15:35.080]  而不是精神錯亂
[00:15:35.080 --> 00:15:37.720]  所以你感覺到跟你的常識不相符的時候呢
[00:15:37.720 --> 00:15:40.320]  你就仔細去聆聽神到底呢
[00:15:40.320 --> 00:15:43.080]  在這經文裏面到底對我們在講什麼
[00:15:43.080 --> 00:15:45.120]  這給我們一種挖寶的感覺
[00:15:45.120 --> 00:15:47.520]  有大有收穫的喜樂
[00:15:47.520 --> 00:15:51.040]  所以這種體驗其實是在信仰邏輯當中
[00:15:51.040 --> 00:15:53.520]  而不是在我們常識邏輯裏面
[00:15:53.520 --> 00:16:00.680]  信仰的邏輯就是你的苦和你的樂是一種正向的關係
[00:16:00.680 --> 00:16:03.400]  這種正向關係來自於以基督的聯合
[00:16:03.400 --> 00:16:09.720]  所以與基督聯合在新約裏面是一個非常非常重要的主題
[00:16:09.720 --> 00:16:13.000]  它不僅是讓你去用悟性去明白
[00:16:13.000 --> 00:16:15.560]  它也能夠在你的實際當中呢
[00:16:15.560 --> 00:16:18.840]  讓你去經歷到這種真實
[00:16:18.840 --> 00:16:23.960]  所以你在裏面經歷他的這種神的話語的信事越多呢
[00:16:23.960 --> 00:16:28.360]  你才能夠有越強的一種承載苦難的力量
[00:16:28.360 --> 00:16:30.520]  這是第一部分就是你的受苦呢
[00:16:30.520 --> 00:16:33.560]  是意味着你與基督聯合
[00:16:33.560 --> 00:16:35.000]  所以你就可以喜樂
[00:16:35.000 --> 00:16:36.000]  這是他第一部分
[00:16:36.000 --> 00:16:36.840]  第二個部分呢
[00:16:36.840 --> 00:16:37.720]  第十四節
[00:16:37.720 --> 00:16:41.920]  彼得接着舉出來呢
[00:16:41.920 --> 00:16:45.480]  基督徒常遇到的一種迫害
[00:16:45.480 --> 00:16:47.200]  一種迫害呢
[00:16:47.200 --> 00:16:50.320]  就是語言的暴力
[00:16:50.320 --> 00:16:54.480]  辱罵意思就是責備
[00:16:54.480 --> 00:16:56.840]  侮辱甚至謾罵
[00:16:58.560 --> 00:17:01.560]  但人經歷辱罵的時候呢
[00:17:01.560 --> 00:17:03.360]  會怎麼反擊呢
[00:17:03.360 --> 00:17:05.360]  或者會怎麼反應呢
[00:17:05.360 --> 00:17:07.280]  我們罵回去
[00:17:07.280 --> 00:17:08.760]  這是最常見的反應
[00:17:08.760 --> 00:17:10.760]  如果我們不夠膽
[00:17:10.760 --> 00:17:13.280]  或者我們內心比較柔和
[00:17:13.280 --> 00:17:14.120]  那頂多呢
[00:17:14.120 --> 00:17:16.360]  我們把這口氣吞掉
[00:17:16.360 --> 00:17:17.760]  像香港很有
[00:17:17.760 --> 00:17:23.800]  就是生動的來去形容就吞只死貓唄
[00:17:23.800 --> 00:17:25.480]  慢慢消化這隻死貓唄
[00:17:27.160 --> 00:17:28.600]  但在這裏面呢
[00:17:28.600 --> 00:17:32.120]  彼得卻又是用了一個特別反常的
[00:17:32.120 --> 00:17:34.520]  違反我們常規的一個反應說
[00:17:34.520 --> 00:17:36.960]  因爲你們爲基督的名的緣故呢
[00:17:36.960 --> 00:17:38.600]  你們就是有福的
[00:17:38.600 --> 00:17:40.880]  便是有福的
[00:17:40.880 --> 00:17:44.720]  這個是很怪的一個判斷
[00:17:44.720 --> 00:17:47.560]  我們被罵得狗血噴頭
[00:17:47.560 --> 00:17:48.160]  然後我們說
[00:17:48.160 --> 00:17:48.400]  哎呀
[00:17:48.400 --> 00:17:49.960]  我們這是有福的
[00:17:49.960 --> 00:17:53.840]  你說這個人也是覺得有點有點有點不正常
[00:17:53.840 --> 00:17:54.160]  對不對
[00:17:55.760 --> 00:17:58.360]  那這裏面我們看到說爲基督的名
[00:17:58.360 --> 00:18:04.200]  其實在聖經裏面意思就是你爲基督本人這個名和他本身的一切呢
[00:18:04.200 --> 00:18:05.080]  是對應的
[00:18:05.080 --> 00:18:09.200]  是幾乎可以說是對等的
[00:18:09.200 --> 00:18:11.520]  所以你爲基督的名受辱罵
[00:18:11.520 --> 00:18:14.760]  其實就是指你爲基督受辱罵
[00:18:14.760 --> 00:18:15.600]  具體呢
[00:18:15.600 --> 00:18:18.560]  可能會是因爲控告你相信耶穌基督
[00:18:18.560 --> 00:18:22.480]  或者你自稱相信耶穌基督
[00:18:22.480 --> 00:18:23.680]  你就被侮辱了
[00:18:25.280 --> 00:18:27.280]  你並沒有惹着誰
[00:18:27.280 --> 00:18:30.040]  最近我聽到一個學生呢
[00:18:30.040 --> 00:18:32.280]  他在內地大學裏面就是在飯廳裏面
[00:18:32.280 --> 00:18:35.560]  他自己卸飯就已經被舉報了
[00:18:35.560 --> 00:18:37.760]  他並沒有影響他身邊的其他人
[00:18:37.760 --> 00:18:41.040]  那卸飯惹着誰了呢
[00:18:41.040 --> 00:18:42.400]  竟然可以被舉報
