
[00:00:00.000 --> 00:00:04.000]  (主席)我們今日思想經文 菲律賓書第四章十節至二十節
[00:02:49.000 --> 00:02:54.000]  (主席)百樂門就成為了我們窩福的飯堂一樣
[00:02:54.000 --> 00:02:56.000]  (主席)一喝茶 他們大多數說
[00:02:56.000 --> 00:03:00.000]  (主席)牧師 牧師 你還年輕 多吃點
[00:03:00.000 --> 00:03:03.000]  (主席)有時我想想 為了保持我的身材
[00:03:03.000 --> 00:03:06.000]  (主席)一於灑手擰頭
[00:03:06.000 --> 00:03:08.000]  (主席)No thank you
[00:03:08.000 --> 00:03:10.000]  (主席)有些朋友跟我說
[00:03:10.000 --> 00:03:14.000]  (主席)牧師 你這樣做 毫無人情味
[00:03:14.000 --> 00:03:17.000]  (主席)我想想 他們說得也對
[00:03:17.000 --> 00:03:20.000]  (主席)但我心裡仍然有個疑惑
[00:03:20.000 --> 00:03:24.000]  (主席)難道吃多幾個蝦餃燒賣就叫做有人情
[00:03:24.000 --> 00:03:28.000]  (主席)我記得很久以前
[00:03:28.000 --> 00:03:32.000]  (主席)我初初信耶穌的時候就聽過這樣的故事
[00:03:32.000 --> 00:03:34.000]  (主席)在教會裡面有一個長老
[00:03:34.000 --> 00:03:37.000]  (主席)屬名的長老 很古怪
[00:03:37.000 --> 00:03:41.000]  (主席)過年 有些朋友親戚來他家拜年
[00:03:41.000 --> 00:03:45.000]  (主席)他不但不開門 還拿著骨頭掃把趕人走
[00:03:45.000 --> 00:03:48.000]  (主席)然後說 拜年中國人迷信習俗
[00:03:48.000 --> 00:03:50.000]  (主席)不要引誘我犯罪
[00:03:50.000 --> 00:03:52.000]  (主席)我心想 有沒有搞錯
[00:03:52.000 --> 00:03:55.000]  (主席)難道信了耶穌就這麼沒有人情味
[00:03:55.000 --> 00:03:58.000]  (主席)難道每個人信耶穌都是這樣
[00:03:58.000 --> 00:04:01.000]  (主席)正不懂人間世故
[00:04:01.000 --> 00:04:04.000]  (主席)後來信了以後才發覺教會
[00:04:04.000 --> 00:04:07.000]  (主席)其實應該是一個很有人情味的地方
[00:04:07.000 --> 00:04:11.000]  (主席)只不過這個長老不是很明白聖經
[00:04:11.000 --> 00:04:15.000]  (主席)我想人情這東西就是不可理喻
[00:04:15.000 --> 00:04:17.000]  (主席)又不可言傳
[00:04:17.000 --> 00:04:19.000]  (主席)說不定的
[00:04:19.000 --> 00:04:21.000]  (主席)但你可以感受
[00:04:21.000 --> 00:04:25.000]  (主席)我很喜歡人情味這個字
[00:04:25.000 --> 00:04:29.000]  (主席)味是要搭 搭才有味道
[00:04:29.000 --> 00:04:31.000]  (主席)你要細心咀嚼
[00:04:31.000 --> 00:04:32.000]  (主席)你就會發覺有味道
[00:04:32.000 --> 00:04:34.000]  (主席)所以難怪冰心說
[00:04:34.000 --> 00:04:36.000]  (主席)半塊花瓣就說人情
[00:04:36.000 --> 00:04:39.000]  (主席)意思是細事 瑣事
[00:04:39.000 --> 00:04:43.000]  (主席)你會品嘗到這種人情味
[00:04:43.000 --> 00:04:45.000]  (主席)我做了牧師這麼多年
[00:04:45.000 --> 00:04:50.000]  (主席)你問我最大的仇報是什麼
[00:04:50.000 --> 00:04:55.000]  (主席)我的答案就是飽嘗人間的人情味
[00:04:55.000 --> 00:04:57.000]  (主席)我永遠不會忘記
[00:04:59.000 --> 00:05:02.000]  (主席)當我和太太離開香港
[00:05:02.000 --> 00:05:05.000]  (主席)老遠去到美國的費城
[00:05:05.000 --> 00:05:07.000]  (主席)讀神學的時候
[00:05:07.000 --> 00:05:10.000]  (主席)當然要做一件事
[00:05:10.000 --> 00:05:12.000]  (主席)這成為了我們的儀式
[00:05:12.000 --> 00:05:14.000]  (主席)就去一個郵箱
[00:05:14.000 --> 00:05:18.000]  (主席)有一個房間
[00:05:18.000 --> 00:05:20.000]  (主席)有學生的郵件
[00:05:20.000 --> 00:05:22.000]  (主席)他看一看我的郵箱
[00:05:22.000 --> 00:05:24.000]  (主席)就是我的郵箱
[00:05:24.000 --> 00:05:27.000]  (主席)嘩 有個包裹
[00:05:27.000 --> 00:05:29.000]  (主席)拆出來看看
[00:05:29.000 --> 00:05:31.000]  (主席)冬菇
[00:05:31.000 --> 00:05:33.000]  (主席)蝦米
[00:05:33.000 --> 00:05:35.000]  (主席)干瑤柱
[00:05:35.000 --> 00:05:37.000]  (主席)嘩 讓我在平淡的
[00:05:37.000 --> 00:05:39.000]  (主席)神學院生活裡面
[00:05:39.000 --> 00:05:41.000]  (主席)加添不知道多少味道
[00:05:41.000 --> 00:05:44.000]  (主席)這些味道不是冬菇味
[00:05:44.000 --> 00:05:46.000]  (主席)不是干瑤柱味
[00:05:46.000 --> 00:05:48.000]  (主席)是人情味
[00:05:48.000 --> 00:05:50.000]  (主席)再看看
[00:05:50.000 --> 00:05:52.000]  (主席)嘩 還有一個信封
[00:05:52.000 --> 00:05:53.000]  (主席)加上幾個字
[00:05:53.000 --> 00:05:55.000]  (主席)就有一張支票在裡面
[00:05:55.000 --> 00:05:57.000]  (主席)嘩 你想想
[00:05:57.000 --> 00:05:59.000]  (主席)心裡面有多大的激勵
[00:05:59.000 --> 00:06:01.000]  (主席)心裡面說不出那種人情味
[00:06:01.000 --> 00:06:03.000]  (主席)那種溫暖
[00:06:03.000 --> 00:06:05.000]  (主席)真是很厲害
[00:06:05.000 --> 00:06:07.000]  (主席)我也沒有忘記
[00:06:07.000 --> 00:06:11.000]  (主席)當我女兒出生之前
[00:06:11.000 --> 00:06:13.000]  (主席)我太太懷孕
[00:06:13.000 --> 00:06:15.000]  (主席)不幸就染上了德國疹
[00:06:15.000 --> 00:06:17.000]  (主席)當時我和窩福
[00:06:17.000 --> 00:06:19.000]  (主席)當時很多年前
[00:06:19.000 --> 00:06:21.000]  (主席)我在窩福 窩福不是很多人
[00:06:21.000 --> 00:06:23.000]  (主席)我和他們說我太太有了新嬰兒
[00:06:23.000 --> 00:06:25.000]  (主席)但是她現在有德國疹
[00:06:25.000 --> 00:06:27.000]  (主席)患了德國疹
[00:06:27.000 --> 00:06:29.000]  (主席)孩子出世
[00:06:29.000 --> 00:06:31.000]  (主席)不健全的機會
[00:06:31.000 --> 00:06:33.000]  (主席)是90%
[00:06:33.000 --> 00:06:35.000]  (主席)當時那些會友聽到我這樣說的時候
[00:06:35.000 --> 00:06:37.000]  (主席)就馬上說牧師
[00:06:37.000 --> 00:06:39.000]  (主席)你先不要說話
[00:06:39.000 --> 00:06:41.000]  (主席)我們全體為你祈禱
[00:06:41.000 --> 00:06:43.000]  (主席)全個教會的人為我們祈禱
[00:06:43.000 --> 00:06:47.000]  (主席)我女兒現在已經有兩個子女
[00:06:47.000 --> 00:06:49.000]  (主席)三十多年前
[00:06:49.000 --> 00:06:51.000]  (主席)所發生的事
[00:06:51.000 --> 00:06:53.000]  (主席)如在眼前
[00:06:53.000 --> 00:06:55.000]  (主席)這種人情味
[00:06:55.000 --> 00:06:57.000]  (主席)永遠不會忘記
[00:06:57.000 --> 00:06:59.000]  (主席)永遠不會忘記
[00:06:59.000 --> 00:07:01.000]  (主席)很多時候
[00:07:01.000 --> 00:07:03.000]  (主席)我講到這件事
[00:07:03.000 --> 00:07:05.000]  (主席)那些人問我
[00:07:05.000 --> 00:07:07.000]  (主席)你女兒現在怎樣
[00:07:07.000 --> 00:07:09.000]  (主席)她出世之後
[00:07:09.000 --> 00:07:11.000]  (主席)OK的
[00:07:11.000 --> 00:07:13.000]  (主席)只不過她聽覺有一點點問題
[00:07:13.000 --> 00:07:15.000]  (主席)有什麼問題呢
[00:07:15.000 --> 00:07:17.000]  (主席)譬如一個銀掉在地上
[00:07:17.000 --> 00:07:19.000]  (主席)她聽不到
[00:07:19.000 --> 00:07:21.000]  (主席)一百元掉在地上
[00:07:21.000 --> 00:07:23.000]  (主席)你都聽不到
[00:07:23.000 --> 00:07:25.000]  (主席)所以都不是很重要
[00:07:25.000 --> 00:07:27.000]  (主席)她做醫生
[00:07:27.000 --> 00:07:29.000]  (主席)現在聽懂都沒有問題
[00:07:29.000 --> 00:07:31.000]  (主席)她聽到反而我聽不到
[00:07:31.000 --> 00:07:33.000]  (主席)那種人情味
[00:07:33.000 --> 00:07:35.000]  (主席)窩福的人情味
[00:07:35.000 --> 00:07:37.000]  (主席)是很難得
[00:07:37.000 --> 00:07:39.000]  (主席)我亦都沒有忘記
[00:07:39.000 --> 00:07:41.000]  (主席)我在美國侍奉的時候
[00:07:41.000 --> 00:07:43.000]  (主席)教會發生一些事
[00:07:43.000 --> 00:07:45.000]  (主席)我要去開會
[00:07:45.000 --> 00:07:47.000]  (主席)緊張的會
[00:07:47.000 --> 00:07:49.000]  (主席)回到家裡
[00:07:49.000 --> 00:07:51.000]  (主席)有幾十個弟兄姊妹
[00:07:51.000 --> 00:07:53.000]  (主席)來到我家裡煮飯
[00:07:53.000 --> 00:07:55.000]  (主席)等我
[00:07:55.000 --> 00:07:57.000]  (主席)我太太告訴我
[00:07:57.000 --> 00:07:59.000]  (主席)你開會那麼久
[00:07:59.000 --> 00:08:01.000]  (主席)我們一邊煮飯一邊為你祈禱
[00:08:01.000 --> 00:08:03.000]  (主席)我流出眼淚
[00:08:03.000 --> 00:08:05.000]  (主席)這是人情味
[00:08:05.000 --> 00:08:07.000]  (主席)人情味
[00:08:07.000 --> 00:08:09.000]  (主席)我和我太太
[00:08:09.000 --> 00:08:11.000]  (主席)很多時候
[00:08:11.000 --> 00:08:13.000]  (主席)風塵僕僕
[00:08:13.000 --> 00:08:15.000]  (主席)行經數大洲
[00:08:15.000 --> 00:08:17.000]  (主席)去到每個地方
[00:08:17.000 --> 00:08:19.000]  (主席)無論去澳洲
[00:08:19.000 --> 00:08:21.000]  (主席)去加拿大
[00:08:21.000 --> 00:08:23.000]  (主席)總是有弟兄姊妹接待我們
[00:08:23.000 --> 00:08:25.000]  (主席)熱情的款待
[00:08:25.000 --> 00:08:27.000]  (主席)我還記得有一年
[00:08:27.000 --> 00:08:29.000]  (主席)上個星期日
[00:08:29.000 --> 00:08:31.000]  (主席)有個老窩福
[00:08:31.000 --> 00:08:33.000]  (主席)回來窩福探我們
[00:08:33.000 --> 00:08:35.000]  (主席)包達新
[00:08:35.000 --> 00:08:37.000]  (主席)我還記得好幾年前
[00:08:37.000 --> 00:08:39.000]  (主席)我去奧圖瓦探他的時候
[00:08:39.000 --> 00:08:41.000]  (主席)飛機遲了
[00:08:41.000 --> 00:08:43.000]  (主席)晚上兩點鐘才到
[00:08:43.000 --> 00:08:45.000]  (主席)他一個人
[00:08:45.000 --> 00:08:47.000]  (主席)走來機場接機
[00:08:47.000 --> 00:08:49.000]  (主席)接我們回家
[00:08:49.000 --> 00:08:51.000]  (主席)我現在都記得
[00:08:51.000 --> 00:08:53.000]  (主席)很多時候見到弟兄姊妹
[00:08:53.000 --> 00:08:55.000]  (主席)有些甚至是未見過的弟兄姊妹
[00:08:55.000 --> 00:08:57.000]  (主席)一見如故
[00:08:57.000 --> 00:08:59.000]  (主席)在基督裡面充滿人情味
[00:08:59.000 --> 00:09:01.000]  (主席)是很難得的
[00:09:01.000 --> 00:09:03.000]  (主席)這種人情味超越民族
[00:09:03.000 --> 00:09:05.000]  (主席)超越國家
[00:09:05.000 --> 00:09:07.000]  (主席)超越文化背景
[00:09:07.000 --> 00:09:09.000]  (主席)我嘗過非洲的人情味
[00:09:09.000 --> 00:09:11.000]  (主席)我在神學院有一個非洲的同學
[00:09:11.000 --> 00:09:13.000]  (主席)有時候仗義幫忙
[00:09:13.000 --> 00:09:15.000]  (主席)我又見過美國式的人情味
[00:09:15.000 --> 00:09:17.000]  (主席)是很單純的
[00:09:17.000 --> 00:09:19.000]  (主席)很有味道的
[00:09:19.000 --> 00:09:21.000]  (主席)我記得有一年
[00:09:21.000 --> 00:09:23.000]  (主席)我太太自己人從美國回來
[00:09:23.000 --> 00:09:25.000]  (主席)因為她爸爸病了
[00:09:25.000 --> 00:09:29.000]  (主席)要送去老人院
[00:09:29.000 --> 00:09:31.000]  (主席)她和媽媽一起收拾東西的時候
[00:09:31.000 --> 00:09:33.000]  (主席)住了那麼多年
[00:09:33.000 --> 00:09:35.000]  (主席)心情一定是很不好
[00:09:35.000 --> 00:09:39.000]  (主席)但接著有一班弟兄姊妹
[00:09:39.000 --> 00:09:41.000]  (主席)去到她家幫忙收拾東西
[00:09:41.000 --> 00:09:45.000]  (主席)在她最孤單
[00:09:45.000 --> 00:09:47.000]  (主席)低沉的時候
[00:09:47.000 --> 00:09:49.000]  (主席)有一班人
[00:09:49.000 --> 00:09:51.000]  (主席)在她面前
[00:09:51.000 --> 00:09:53.000]  (主席)去幫忙
[00:09:53.000 --> 00:09:55.000]  (主席)這些就叫人情味
[00:09:55.000 --> 00:09:57.000]  (主席)我又想到
[00:09:57.000 --> 00:09:59.000]  (主席)十幾年前
[00:09:59.000 --> 00:10:01.000]  (主席)十年前我太太有病
[00:10:01.000 --> 00:10:03.000]  (主席)癌症
[00:10:03.000 --> 00:10:05.000]  (主席)在瑪麗醫院
[00:10:05.000 --> 00:10:07.000]  (主席)要做一個手術
[00:10:07.000 --> 00:10:09.000]  (主席)插了個喉下去
[00:10:09.000 --> 00:10:11.000]  (主席)她進了手術室
[00:10:11.000 --> 00:10:13.000]  (主席)我自己人出去
[00:10:13.000 --> 00:10:15.000]  (主席)見到
[00:10:15.000 --> 00:10:17.000]  (主席)一個熟悉的基督徒
[00:10:17.000 --> 00:10:19.000]  (主席)我忍不住借她的肩膀
[00:10:19.000 --> 00:10:21.000]  (主席)哭了一大輪
[00:10:21.000 --> 00:10:23.000]  (主席)這些就叫人情味
[00:10:23.000 --> 00:10:25.000]  (主席)去教會
[00:10:25.000 --> 00:10:27.000]  (主席)認識真理當然很重要
[00:10:27.000 --> 00:10:29.000]  (主席)聖經的教導很重要
[00:10:29.000 --> 00:10:31.000]  (主席)但其實
[00:10:31.000 --> 00:10:33.000]  (主席)你拿了聖經真理
[00:10:33.000 --> 00:10:35.000]  (主席)你可以回家聽
[00:10:35.000 --> 00:10:37.000]  (主席)基督都上了網頁
[00:10:37.000 --> 00:10:39.000]  (主席)任你聽哪個都可以
[00:10:39.000 --> 00:10:41.000]  (主席)但為什麼我們要去教會呢
[00:10:41.000 --> 00:10:43.000]  (主席)教會是一個
[00:10:43.000 --> 00:10:45.000]  (主席)很有人情味的地方
[00:10:45.000 --> 00:10:47.000]  (主席)在那裏
[00:10:47.000 --> 00:10:49.000]  (主席)你知道什麼叫基督的身體
[00:10:49.000 --> 00:10:51.000]  (主席)一個肢體受苦
[00:10:51.000 --> 00:10:53.000]  (主席)整個身體受苦
[00:10:53.000 --> 00:10:55.000]  (主席)一個肢體得榮耀
[00:10:55.000 --> 00:10:57.000]  (主席)整個身體快樂
[00:10:57.000 --> 00:10:59.000]  (主席)那種人情味
[00:10:59.000 --> 00:11:01.000]  (主席)是很難描繪的
[00:11:01.000 --> 00:11:03.000]  (主席)在聖經有一個字
[00:11:03.000 --> 00:11:05.000]  (主席)很有趣的字
[00:11:05.000 --> 00:11:07.000]  (主席)希臘文的字叫
[00:11:07.000 --> 00:11:09.000]  (主席)這個字在中文聖經
[00:11:09.000 --> 00:11:11.000]  (主席)叫思念
[00:11:11.000 --> 00:11:13.000]  (主席)思念
[00:11:13.000 --> 00:11:15.000]  (主席)天主教的日本文叫關心
[00:11:15.000 --> 00:11:17.000]  (主席)這個字並不是
[00:11:17.000 --> 00:11:19.000]  (主席)思念和關心那麼簡單
[00:11:19.000 --> 00:11:21.000]  (主席)意思不是去想想
[00:11:21.000 --> 00:11:23.000]  (主席)去關心
[00:11:23.000 --> 00:11:25.000]  (主席)去有思念的心有關心的心
[00:11:25.000 --> 00:11:27.000]  (主席)如果將它叫人情
[00:11:27.000 --> 00:11:29.000]  (主席)雖不重而不遠矣
[00:11:29.000 --> 00:11:31.000]  (主席)保羅和菲勒比建立了
[00:11:31.000 --> 00:11:33.000]  (主席)非常深厚的友情
[00:11:33.000 --> 00:11:35.000]  (主席)在第一章第五節就稱他們說
[00:11:35.000 --> 00:11:37.000]  (主席)你是我福音的夥伴
[00:11:37.000 --> 00:11:39.000]  (主席)在第一章第八節就說
[00:11:39.000 --> 00:11:41.000]  (主席)我切切想見你們每一個人
[00:11:41.000 --> 00:11:43.000]  (主席)到了第二章的時候
[00:11:43.000 --> 00:11:45.000]  (主席)菲勒比就打發
[00:11:45.000 --> 00:11:47.000]  (主席)一個叫伊巴忽提的人
[00:11:47.000 --> 00:11:49.000]  (主席)帶著金錢
[00:11:49.000 --> 00:11:51.000]  (主席)老遠的從羅馬
[00:11:51.000 --> 00:11:53.000]  (主席)老遠的去到羅馬的監獄裡面
[00:11:53.000 --> 00:11:55.000]  (主席)去探這個為福音的緣故
[00:11:55.000 --> 00:11:57.000]  (主席)坐牢的保羅
[00:11:57.000 --> 00:11:59.000]  (主席)伊巴忽提去那麼遠的水路
[00:11:59.000 --> 00:12:01.000]  (主席)拿著那麼多的錢
[00:12:01.000 --> 00:12:03.000]  (主席)是很危險很危險的事
[00:12:03.000 --> 00:12:07.000]  (主席)有沉船的危險
[00:12:07.000 --> 00:12:09.000]  (主席)有盜賊的危險
[00:12:09.000 --> 00:12:11.000]  (主席)有各樣的危險
[00:12:11.000 --> 00:12:13.000]  (主席)而伊巴忽提
[00:12:13.000 --> 00:12:15.000]  (主席)就因為愛保羅的緣故
[00:12:15.000 --> 00:12:17.000]  (主席)帶著這筆錢
[00:12:17.000 --> 00:12:19.000]  (主席)老遠去到羅馬的監獄裡面去探他們
[00:12:19.000 --> 00:12:23.000]  (主席)羅馬
[00:12:23.000 --> 00:12:25.000]  (主席)條條大路通羅馬
[00:12:25.000 --> 00:12:27.000]  (主席)也都是條條大路
[00:12:27.000 --> 00:12:29.000]  (主席)是有強盜
[00:12:29.000 --> 00:12:31.000]  (主席)也都有病菌
[00:12:31.000 --> 00:12:33.000]  (主席)伊巴忽提在路中
[00:12:33.000 --> 00:12:35.000]  (主席)幾乎病死
[00:12:35.000 --> 00:12:37.000]  (主席)終於他們來到保羅
[00:12:37.000 --> 00:12:39.000]  (主席)保羅深受感動
[00:12:39.000 --> 00:12:41.000]  (主席)於是就寫成了第四章
[00:12:41.000 --> 00:12:43.000]  (主席)第十節至二十節
[00:12:43.000 --> 00:12:45.000]  (主席)這一句說話
[00:12:45.000 --> 00:12:47.000]  (主席)去講出他自己心裡面的說話
[00:12:47.000 --> 00:12:49.000]  (主席)不容易的
[00:12:49.000 --> 00:12:51.000]  (主席)教會不單止是一個聽道的地方
[00:12:51.000 --> 00:12:55.000]  (主席)教會是一個充滿人情味的地方
[00:12:55.000 --> 00:12:57.000]  (主席)我相信
[00:12:57.000 --> 00:12:59.000]  (主席)這也是窩福的一個傳統
[00:12:59.000 --> 00:13:01.000]  (主席)今天
[00:13:01.000 --> 00:13:03.000]  (主席)你尚不尚到人情味
[00:13:03.000 --> 00:13:05.000]  (主席)我們看看保羅如何描繪人情味
[00:13:05.000 --> 00:13:07.000]  (主席)首先我們看第十節至十三節
[00:13:07.000 --> 00:13:11.000]  (主席)保羅說
[00:13:11.000 --> 00:13:13.000]  (主席)我靠主大大的喜樂
[00:13:13.000 --> 00:13:15.000]  (主席)因為你們關懷我的心
[00:13:15.000 --> 00:13:17.000]  (主席)如今又表現出來
[00:13:17.000 --> 00:13:19.000]  (主席)其實你們一直的關懷我
[00:13:19.000 --> 00:13:21.000]  (主席)只是沒有機會辦了
[00:13:21.000 --> 00:13:23.000]  (主席)和合盤
[00:13:23.000 --> 00:13:25.000]  (主席)不用關懷
[00:13:25.000 --> 00:13:27.000]  (主席)用思念
[00:13:27.000 --> 00:13:29.000]  (主席)因為你們思念我的心
[00:13:29.000 --> 00:13:31.000]  (主席)如今又發生
[00:13:31.000 --> 00:13:33.000]  (主席)和收本就表現出來
[00:13:33.000 --> 00:13:35.000]  (主席)很有意思的這句說話
[00:13:35.000 --> 00:13:37.000]  (主席)當保羅收到
[00:13:37.000 --> 00:13:39.000]  (主席)以巴忽提的禮物的時候
[00:13:39.000 --> 00:13:41.000]  (主席)他不是像我們中國人
[00:13:41.000 --> 00:13:43.000]  (主席)不用客氣留給自己用
[00:13:43.000 --> 00:13:45.000]  (主席)我們中國人一收到禮物
[00:13:45.000 --> 00:13:47.000]  (主席)通常都是這一句
[00:13:47.000 --> 00:13:49.000]  (主席)不用客氣留給自己用
[00:13:49.000 --> 00:13:51.000]  (主席)不是的
[00:13:53.000 --> 00:13:55.000]  (主席)保羅就不同
[00:13:55.000 --> 00:13:57.000]  (主席)保羅不是像我們中國人
[00:13:57.000 --> 00:13:59.000]  (主席)不用客氣留給自己
[00:13:59.000 --> 00:14:01.000]  (主席)他是講他自己的感受
[00:14:01.000 --> 00:14:03.000]  (主席)我大大的喜樂
[00:14:03.000 --> 00:14:05.000]  (主席)大大的喜樂
[00:14:05.000 --> 00:14:07.000]  (主席)很厲害的
[00:14:07.000 --> 00:14:09.000]  (主席)超級的
[00:14:09.000 --> 00:14:11.000]  (主席)極致的
[00:14:11.000 --> 00:14:13.000]  (主席)我很開心
[00:14:13.000 --> 00:14:15.000]  (主席)開心到彈起
[00:14:15.000 --> 00:14:17.000]  (主席)我昨天早上就開心到彈起
[00:14:17.000 --> 00:14:19.000]  (主席)發生了一件事
[00:14:19.000 --> 00:14:21.000]  (主席)令我非常開心
[00:14:21.000 --> 00:14:23.000]  (主席)我FaceTime我的兒子
[00:14:23.000 --> 00:14:25.000]  (主席)在視像跟他聊天
[00:14:25.000 --> 00:14:27.000]  (主席)在視像跟他聊天
[00:14:27.000 --> 00:14:29.000]  (主席)在視像跟他聊天
[00:14:29.000 --> 00:14:31.000]  (主席)在視像跟他聊天
[00:14:31.000 --> 00:14:33.000]  (主席)跟兩個孫子聊天
[00:14:33.000 --> 00:14:35.000]  (主席)我小的孫子
[00:14:35.000 --> 00:14:37.000]  (主席)二十個月大
[00:14:37.000 --> 00:14:39.000]  (主席)一見到他的時候
[00:14:39.000 --> 00:14:41.000]  (主席)他竟然說了一句話
[00:14:41.000 --> 00:14:43.000]  (主席)嚇我一跳
[00:14:43.000 --> 00:14:45.000]  (主席)爺爺
[00:14:45.000 --> 00:14:47.000]  (主席)第一次聽
[00:14:47.000 --> 00:14:49.000]  (主席)爺爺
[00:14:49.000 --> 00:14:51.000]  (主席)爺爺媽媽
[00:14:51.000 --> 00:14:53.000]  (主席)如果大家知道我的故事
[00:14:53.000 --> 00:14:55.000]  (主席)就知道這句說話不簡單
[00:14:55.000 --> 00:14:57.000]  (主席)因為我的
[00:14:57.000 --> 00:14:59.000]  (主席)小孫子出生的時候
[00:14:59.000 --> 00:15:01.000]  (主席)他媽媽死了之後
[00:15:01.000 --> 00:15:03.000]  (主席)五分鐘才出生
[00:15:03.000 --> 00:15:05.000]  (主席)是我媳婦生下來的時候
[00:15:05.000 --> 00:15:07.000]  (主席)因為胎水入血
[00:15:07.000 --> 00:15:09.000]  (主席)因為胎水入血
[00:15:09.000 --> 00:15:11.000]  (主席)突然之間
[00:15:11.000 --> 00:15:13.000]  (主席)就死亡了
[00:15:13.000 --> 00:15:15.000]  (主席)醫生要立即劏肚
[00:15:15.000 --> 00:15:17.000]  (主席)把我的寶寶救出來
[00:15:17.000 --> 00:15:19.000]  (主席)送到UC San Francisco
[00:15:19.000 --> 00:15:21.000]  (主席)做一個叫
[00:15:21.000 --> 00:15:23.000]  (主席)Hypothermic Therapy
[00:15:23.000 --> 00:15:25.000]  (主席)在一個深切治療室裏面十天
[00:15:25.000 --> 00:15:27.000]  (主席)讓腦
[00:15:27.000 --> 00:15:29.000]  (主席)不再因為缺氧的緣故
[00:15:29.000 --> 00:15:31.000]  (主席)而有問題
[00:15:31.000 --> 00:15:33.000]  (主席)所以說爺爺這句說話
[00:15:33.000 --> 00:15:35.000]  (主席)是很不簡單
[00:15:35.000 --> 00:15:37.000]  (主席)開心到
[00:15:37.000 --> 00:15:39.000]  (主席)彈起
[00:15:39.000 --> 00:15:41.000]  (主席)保羅就是
[00:15:41.000 --> 00:15:43.000]  (主席)保羅收到這些禮物
[00:15:43.000 --> 00:15:45.000]  (主席)見到伊巴忽提的時候
[00:15:45.000 --> 00:15:47.000]  (主席)為什麼保羅這麼開心
[00:15:47.000 --> 00:15:49.000]  (主席)不是因為見到錢
[00:15:49.000 --> 00:15:51.000]  (主席)不是因為禮物
