
[00:00:00.000 --> 00:00:06.000]  人的年齡跟他的行為是有相連的
[00:03:13.000 --> 00:03:15.000]  我們教練就告訴我們
[00:03:15.000 --> 00:03:18.000]  其實無論你怎樣練
[00:03:18.000 --> 00:03:22.000]  我們全部都是周身勞損的
[00:03:22.000 --> 00:03:24.000]  周身骨痛
[00:03:24.000 --> 00:03:28.000]  我以為我可以跟著我這麼有型的教練
[00:03:28.000 --> 00:03:32.000]  練到我真的銅皮鐵骨不用打架等等
[00:03:32.000 --> 00:03:36.000]  原來他告訴我他經常吃止痛藥
[00:03:36.000 --> 00:03:39.000]  所以這個身體是無法突破的
[00:03:39.000 --> 00:03:42.000]  我們一定越來越衰殘
[00:03:42.000 --> 00:03:44.000]  但另一方面
[00:03:44.000 --> 00:03:47.000]  我覺得我們屬主的兒女
[00:03:47.000 --> 00:03:51.000]  是要認真面對另一方面的情況
[00:03:51.000 --> 00:03:53.000]  因為我們屬靈的生命
[00:03:53.000 --> 00:03:55.000]  內裡的人
[00:03:55.000 --> 00:03:57.000]  照聖經給我們的教導
[00:03:57.000 --> 00:04:02.000]  就是一天生恃一天
[00:04:02.000 --> 00:04:04.000]  如果這個是真的
[00:04:04.000 --> 00:04:07.000]  那又真的多令人振奮
[00:04:07.000 --> 00:04:11.000]  如果這個只不過是聖經紙上談兵
[00:04:11.000 --> 00:04:16.000]  是跟我們離天萬象這麼遠的
[00:04:16.000 --> 00:04:18.000]  那越講得多
[00:04:18.000 --> 00:04:20.000]  其實越沒有趣味
[00:04:20.000 --> 00:04:23.000]  所以今早我都是頗為緊張
[00:04:23.000 --> 00:04:25.000]  當你面對著自己的生命
[00:04:25.000 --> 00:04:27.000]  你說陳欣明
[00:04:27.000 --> 00:04:30.000]  你現在這麼老了
[00:04:30.000 --> 00:04:33.000]  你是不是很成熟
[00:04:33.000 --> 00:04:36.000]  那我就很害怕
[00:04:36.000 --> 00:04:38.000]  聽見有人告訴我
[00:04:38.000 --> 00:04:43.000]  其實你都沒有怎樣成長過
[00:04:43.000 --> 00:04:45.000]  那我面對自己內心
[00:04:45.000 --> 00:04:47.000]  跟主的關係
[00:04:47.000 --> 00:04:49.000]  靈性上的問題
[00:04:49.000 --> 00:04:51.000]  只有我知 祂知
[00:04:51.000 --> 00:04:55.000]  當然有時你都聞到少少糯味
[00:04:55.000 --> 00:04:57.000]  或者你根本聞不到
[00:04:57.000 --> 00:04:58.000]  因為聞慣了
[00:04:58.000 --> 00:05:00.000]  你只不過是受一個人的外表
[00:05:00.000 --> 00:05:02.000]  遙距的接觸
[00:05:02.000 --> 00:05:05.000]  以為我OK 你OK 大家都OK
[00:05:05.000 --> 00:05:07.000]  但大家其實都知道
[00:05:07.000 --> 00:05:09.000]  有時我們好不好
[00:05:09.000 --> 00:05:13.000]  最近我看香港教會的事情
[00:05:13.000 --> 00:05:15.000]  聽見不同的消息
[00:05:15.000 --> 00:05:18.000]  心裡面真的冷了一截
[00:05:18.000 --> 00:05:21.000]  怎麼搞的
[00:05:21.000 --> 00:05:24.000]  這麼德高望重
[00:05:24.000 --> 00:05:26.000]  怎麼搞的
[00:05:26.000 --> 00:05:29.000]  這麼賣身的團契
[00:05:29.000 --> 00:05:31.000]  怎麼搞的
[00:05:31.000 --> 00:05:35.000]  在教會裡面出現這些事情
[00:05:35.000 --> 00:05:38.000]  出現什麼事情都不是最重要
[00:05:38.000 --> 00:05:41.000]  大家都知道我們一定出事
[00:05:41.000 --> 00:05:45.000]  不過怎樣處事才是更加重要
[00:05:45.000 --> 00:05:47.000]  而在處事的過程裡面
[00:05:47.000 --> 00:05:49.000]  我不舉具體的例子
[00:05:49.000 --> 00:05:51.000]  你不要對號入座
[00:05:51.000 --> 00:05:53.000]  因為現在說什麼都死
[00:05:53.000 --> 00:05:56.000]  為誰說話你都會死
[00:05:56.000 --> 00:05:59.000]  不過這些好像都會上網
[00:05:59.000 --> 00:06:01.000]  我都預了去死
[00:06:01.000 --> 00:06:03.000]  我相信死而復活
[00:06:03.000 --> 00:06:05.000]  不過我的心是說
[00:06:05.000 --> 00:06:07.000]  包括自己在內
[00:06:07.000 --> 00:06:10.000]  為什麼我們淪落到這個地步
[00:06:10.000 --> 00:06:12.000]  是不是反映了我們的生命
[00:06:12.000 --> 00:06:14.000]  其實真的沒有成熟過
[00:06:14.000 --> 00:06:16.000]  你明不明白我說什麼
[00:06:16.000 --> 00:06:19.000]  我可以是一個老牧師
[00:06:19.000 --> 00:06:23.000]  但是我可以是一個極度不成熟的人
[00:06:23.000 --> 00:06:25.000]  很恐怖
[00:06:25.000 --> 00:06:28.000]  今天希望大家彼此共勉
[00:06:28.000 --> 00:06:31.000]  在主面前再次反省
[00:06:31.000 --> 00:06:33.000]  我真的覺得有時候
[00:06:33.000 --> 00:06:36.000]  自己的生命好像坐過山車
[00:06:36.000 --> 00:06:37.000]  一時好像很厲害
[00:06:37.000 --> 00:06:38.000]  上到很高峰
[00:06:38.000 --> 00:06:41.000]  覺得自己都很蒙恩
[00:06:41.000 --> 00:06:43.000]  很被主使用
[00:06:43.000 --> 00:06:47.000]  但是有時候我覺得自己好像從恩中墜落
[00:06:47.000 --> 00:06:48.000]  如果主不救我
[00:06:48.000 --> 00:06:52.000]  我真的沒有盼望
[00:06:52.000 --> 00:06:54.000]  怎樣可以真的去到一個
[00:06:54.000 --> 00:06:57.000]  叫做隕行在高處
[00:06:57.000 --> 00:06:58.000]  怎樣可以真的說
[00:06:58.000 --> 00:07:01.000]  即使是經過心靈的黑夜
[00:07:01.000 --> 00:07:05.000]  也仍然是與主相親相近
[00:07:05.000 --> 00:07:08.000]  我覺得我們是很需要
[00:07:08.000 --> 00:07:11.000]  聆聽聖靈的聲音
[00:07:11.000 --> 00:07:12.000]  謙卑的
[00:07:12.000 --> 00:07:14.000]  去繼續
[00:07:14.000 --> 00:07:16.000]  重視什麼叫做
[00:07:16.000 --> 00:07:20.000]  基督徒成熟的生命
[00:07:20.000 --> 00:07:23.000]  然後說我要追求這個
[00:07:23.000 --> 00:07:25.000]  生命的成熟
[00:07:25.000 --> 00:07:27.000]  所為何事
[00:07:27.000 --> 00:07:30.000]  我怎樣才是
[00:07:30.000 --> 00:07:33.000]  自覺又量度到
[00:07:33.000 --> 00:07:36.000]  我真的在成熟
[00:07:36.000 --> 00:07:39.000]  或者我真的已經趨於成熟
[00:07:39.000 --> 00:07:42.000]  甚至是說我很感激
[00:07:42.000 --> 00:07:44.000]  上主竟然
[00:07:44.000 --> 00:07:46.000]  將我一個這麼反叛
[00:07:46.000 --> 00:07:47.000]  這麼墮落
[00:07:47.000 --> 00:07:48.000]  這麼混亂的人
[00:07:48.000 --> 00:07:50.000]  來成熟到這樣的階段
[00:07:50.000 --> 00:07:52.000]  所以我要更加謹慎
[00:07:52.000 --> 00:07:57.000]  以致可以歡欣喜氣的見祂面
[00:07:57.000 --> 00:08:00.000]  你的生命是怎樣的呢
[00:08:00.000 --> 00:08:02.000]  你信了主這麼多年
[00:08:02.000 --> 00:08:04.000]  是怎樣的呢
[00:08:04.000 --> 00:08:08.000]  最近有些事在衝擊我
[00:08:08.000 --> 00:08:11.000]  我是怎樣的人
[00:08:11.000 --> 00:08:13.000]  我自己知道
[00:08:13.000 --> 00:08:16.000]  我老婆知道
[00:08:16.000 --> 00:08:19.000]  我相信
[00:08:19.000 --> 00:08:21.000]  我仍然可以
[00:08:21.000 --> 00:08:24.000]  亦都仍然應該
[00:08:24.000 --> 00:08:27.000]  要去改變
[00:08:27.000 --> 00:08:30.000]  很多年前在屯門醫院那裏
[00:08:30.000 --> 00:08:32.000]  我見到一個現象
[00:08:32.000 --> 00:08:34.000]  今日預備這個訊息的時候
[00:08:34.000 --> 00:08:37.000]  再次浮現出來這個圖畫
[00:08:37.000 --> 00:08:43.000]  是一個爸爸帶著一個老伯
[00:08:43.000 --> 00:08:45.000]  爸爸帶著一個老伯
[00:08:45.000 --> 00:08:47.000]  什麼說話來的
[00:08:47.000 --> 00:08:49.000]  為什麼爸爸不是帶著一個爺爺
[00:08:49.000 --> 00:08:53.000]  是爸爸帶著一個老伯
[00:08:53.000 --> 00:08:54.000]  我看清楚一點
[00:08:54.000 --> 00:08:59.000]  原來那個是爸爸的兒子
[00:08:59.000 --> 00:09:01.000]  大概
[00:09:01.000 --> 00:09:04.000]  或者是十一二歲
[00:09:04.000 --> 00:09:08.000]  但是身材八九歲
[00:09:08.000 --> 00:09:11.000]  樣貌
[00:09:11.000 --> 00:09:14.000]  八十歲
[00:09:14.000 --> 00:09:16.000]  真的打冷顫
[00:09:16.000 --> 00:09:22.000]  那些叫做早老症
[00:09:22.000 --> 00:09:24.000]  我為了那個爸爸覺得
[00:09:24.000 --> 00:09:26.000]  真的很心酸
[00:09:26.000 --> 00:09:29.000]  為了那個弟弟很心酸
[00:09:29.000 --> 00:09:31.000]  其實你十一二歲
[00:09:31.000 --> 00:09:35.000]  但竟然是八十歲的頭髮
[00:09:35.000 --> 00:09:36.000]  皮膚
[00:09:36.000 --> 00:09:38.000]  樣貌
[00:09:38.000 --> 00:09:41.000]  情何以堪
[00:09:41.000 --> 00:09:45.000]  但今日我借用這個悲慘的圖畫
[00:09:45.000 --> 00:09:49.000]  來希望激發我們
[00:09:49.000 --> 00:09:51.000]  說主啊
[00:09:51.000 --> 00:09:53.000]  但願祢使我的生命
[00:09:53.000 --> 00:09:56.000]  能夠正常的成長
[00:09:56.000 --> 00:09:58.000]  不要未成長
[00:09:58.000 --> 00:10:01.000]  已經歲老
[00:10:01.000 --> 00:10:03.000]  昨天
[00:10:03.000 --> 00:10:05.000]  當然我有另外一個
[00:10:05.000 --> 00:10:07.000]  是歡喜的事
[00:10:07.000 --> 00:10:09.000]  如果作為一個爸爸
[00:10:09.000 --> 00:10:11.000]  你看著弟弟
[00:10:11.000 --> 00:10:14.000]  你當然希望他正常健康
[00:10:14.000 --> 00:10:16.000]  成熟長大
[00:10:16.000 --> 00:10:19.000]  我昨天有一件很快樂的事
[00:10:19.000 --> 00:10:22.000]  雖然有幾天沒見這個BB仔
[00:10:22.000 --> 00:10:25.000]  但昨天是他半歲大
[00:10:25.000 --> 00:10:26.000]  六個月大
[00:10:26.000 --> 00:10:29.000]  由他出生到昨天
[00:10:29.000 --> 00:10:31.000]  一直我們看著的
[00:10:31.000 --> 00:10:33.000]  就是由
[00:10:33.000 --> 00:10:34.000]  瘦瘦
[00:10:34.000 --> 00:10:36.000]  你知道BB仔出生的時候
[00:10:36.000 --> 00:10:38.000]  四肢都是瘦瘦的
[00:10:38.000 --> 00:10:40.000]  個人長一些高一些
[00:10:40.000 --> 00:10:44.000]  為什麼越大越矮
[00:10:44.000 --> 00:10:48.000]  因為那隻腿越來越金華火腿
[00:10:48.000 --> 00:10:50.000]  越大越脹
[00:10:50.000 --> 00:10:53.000]  你覺得真是滿心歡喜感恩
[00:10:53.000 --> 00:10:55.000]  我也借用這個圖畫
[00:10:55.000 --> 00:10:58.000]  孩子健康成長的
[00:10:58.000 --> 00:11:00.000]  來到今天鼓勵我們
[00:11:00.000 --> 00:11:02.000]  但願天父看見我們的時候
[00:11:02.000 --> 00:11:04.000]  都說很開心
[00:11:04.000 --> 00:11:07.000]  看見我們一直長大
[00:11:07.000 --> 00:11:10.000]  保羅是時常勉勵弟兄姊妹
[00:11:10.000 --> 00:11:12.000]  你要長大
[00:11:12.000 --> 00:11:14.000]  時常勉勵提摩泰說
[00:11:14.000 --> 00:11:16.000]  你要讓人看到你的長進
[00:11:16.000 --> 00:11:17.000]  不可叫人小看你年輕
[00:11:17.000 --> 00:11:18.000]  總要在言語行為
[00:11:18.000 --> 00:11:19.000]  信心愛心清潔上
[00:11:19.000 --> 00:11:21.000]  都作信徒的榜樣
[00:11:21.000 --> 00:11:23.000]  並且我吩咐你這些事
[00:11:23.000 --> 00:11:26.000]  要宣讀、勸勉、教導、維念
[00:11:26.000 --> 00:11:27.000]  凡事作榜樣
[00:11:27.000 --> 00:11:31.000]  使眾人看出你的長進來
[00:11:31.000 --> 00:11:34.000]  或者今天我們最需要聽到的訊息
[00:11:34.000 --> 00:11:38.000]  就是請不要繼續幼稚
[00:11:38.000 --> 00:11:42.000]  請不要以為你權重了
[00:11:42.000 --> 00:11:44.000]  位高了
[00:11:44.000 --> 00:11:47.000]  你就一定成熟了
[00:11:47.000 --> 00:11:49.000]  不一定
[00:11:49.000 --> 00:11:52.000]  那怎麼可以看得到呢
[00:11:52.000 --> 00:11:55.000]  保羅說你要警醒
[00:11:55.000 --> 00:11:57.000]  當我們失去這種自覺性
[00:11:57.000 --> 00:11:59.000]  這種警醒
[00:11:59.000 --> 00:12:01.000]  這種反省的能力
[00:12:01.000 --> 00:12:02.000]  這種自我檢視
[00:12:02.000 --> 00:12:04.000]  自我面對的能力
[00:12:04.000 --> 00:12:07.000]  我們就開始墮落
[00:12:07.000 --> 00:12:11.000]  我看見今天教會裡出現的事情
[00:12:11.000 --> 00:12:12.000]  是很奇怪的
[00:12:12.000 --> 00:12:14.000]  真是古怪到不得了
[00:12:14.000 --> 00:12:19.000]  為什麼不是自己去對著鏡子來哭
[00:12:19.000 --> 00:12:21.000]  然後去認自己壞
[00:12:21.000 --> 00:12:24.000]  然後去學習彼此寬恕饒恕
[00:12:24.000 --> 00:12:26.000]  而是你針著我
[00:12:26.000 --> 00:12:28.000]  我針著你
[00:12:28.000 --> 00:12:30.000]  還有些人出來說
[00:12:30.000 --> 00:12:32.000]  我也針了一份
[00:12:32.000 --> 00:12:34.000]  我有這樣的經歷
[00:12:34.000 --> 00:12:36.000]  我試過想做好事
[00:12:36.000 --> 00:12:38.000]  但是當我想做好事的時候
[00:12:38.000 --> 00:12:42.000]  發覺我竟然也是跳進了戰圈裡
[00:12:42.000 --> 00:12:44.000]  那我就覺得不妥了
[00:12:44.000 --> 00:12:49.000]  所以我就全身而退
[00:12:49.000 --> 00:12:52.000]  當我企圖進入戰圈裡
[00:12:52.000 --> 00:12:53.000]  打完一份的時候
[00:12:53.000 --> 00:12:56.000]  但我原本是求證
[00:12:56.000 --> 00:12:58.000]  權證求證
[00:12:58.000 --> 00:12:59.000]  落場打人
[00:12:59.000 --> 00:13:01.000]  或者參與其中一面
[00:13:01.000 --> 00:13:03.000]  很噁心
[00:13:03.000 --> 00:13:06.000]  但這些常識的東西
[00:13:06.000 --> 00:13:10.000]  好像已經不太常見
[00:13:10.000 --> 00:13:14.000]  我覺得我們需要靠著主的恩典
[00:13:14.000 --> 00:13:18.000]  能夠做一個清醒反省的人
[00:13:18.000 --> 00:13:20.000]  並且保羅吩咐
[00:13:20.000 --> 00:13:22.000]  要在信心上面
[00:13:22.000 --> 00:13:24.000]  或者在真道上面
[00:13:24.000 --> 00:13:26.000]  來站穩
[00:13:26.000 --> 00:13:30.000]  有些立場是不可以變的
[00:13:30.000 --> 00:13:34.000]  今天如果我們要在信仰上面成熟
[00:13:34.000 --> 00:13:36.000]  我們也需要找到自己
[00:13:36.000 --> 00:13:38.000]  信仰裡面
[00:13:38.000 --> 00:13:40.000]  信心和真道上面
[00:13:40.000 --> 00:13:42.000]  The Faith
[00:13:42.000 --> 00:13:44.000]  和這個信心裡面
[00:13:44.000 --> 00:13:49.000]  我們需要一個不可退讓的地位
[00:13:49.000 --> 00:13:51.000]  要作大丈夫
[00:13:51.000 --> 00:13:53.000]  Be Man
[00:13:53.000 --> 00:13:56.000]  這句話多Man
[00:13:56.000 --> 00:13:58.000]  長大成熟
[00:13:58.000 --> 00:14:01.000]  要靠主剛強
[00:14:01.000 --> 00:14:04.000]  那怎樣是長大成熟呢?
[00:14:04.000 --> 00:14:07.000]  原來在我們一直讀開的這段經文
[00:14:07.000 --> 00:14:11.000]  就是今年這個
[00:14:11.000 --> 00:14:14.000]  我們到底應該從哪裏開始?
[00:14:14.000 --> 00:14:17.000]  中文老師告訴我們從哪裏開始
[00:14:17.000 --> 00:14:19.000]  我覺得應該要開始
[00:14:19.000 --> 00:14:21.000]  但好像調轉了
[00:14:21.000 --> 00:14:23.000]  調轉了沒有?
[00:14:23.000 --> 00:14:31.000]  是不是?
[00:14:31.000 --> 00:14:33.000]  是應該真誠護面長進
[00:14:33.000 --> 00:14:35.000]  憐於元首基督
[00:14:35.000 --> 00:14:37.000]  我又串人了
[00:14:37.000 --> 00:14:39.000]  真是對不起
[00:14:39.000 --> 00:14:49.000]  不過對不起說得這麼粗俗的說話
[00:14:49.000 --> 00:14:51.000]  我提這句話
[00:14:51.000 --> 00:14:54.000]  其實是說
[00:14:54.000 --> 00:14:58.000]  應該是年頭我們說過這段經文
[00:14:58.000 --> 00:15:00.000]  昨晚我背了一次
[00:15:00.000 --> 00:15:04.000]  所以我有少少有利的位置
[00:15:04.000 --> 00:15:07.000]  唯用愛心說誠實話
[00:15:07.000 --> 00:15:09.000]  凡事長進
[00:15:09.000 --> 00:15:12.000]  憐於元首基督
[00:15:12.000 --> 00:15:14.000]  接著怎樣?
[00:15:14.000 --> 00:15:16.000]  百折國安確織
[00:15:16.000 --> 00:15:18.000]  是不是?
[00:15:18.000 --> 00:15:21.000]  照著國體的功用
[00:15:21.000 --> 00:15:26.000]  彼此相助
[00:15:26.000 --> 00:15:28.000]  接著怎樣?
[00:15:28.000 --> 00:15:30.000]  嘩!
[00:15:30.000 --> 00:15:32.000]  我們來看看
[00:15:32.000 --> 00:15:35.000]  唯用愛心說誠實話
[00:15:35.000 --> 00:15:37.000]  凡事長進
[00:15:37.000 --> 00:15:39.000]  憐於元首基督
[00:15:39.000 --> 00:15:42.000]  全身都靠祂聯絡得合適
[00:15:42.000 --> 00:15:44.000]  百折國安確織
[00:15:44.000 --> 00:15:47.000]  照著國體的功用
[00:15:47.000 --> 00:15:49.000]  彼此相助
[00:15:49.000 --> 00:15:52.000]  便叫身體漸漸長進
[00:15:52.000 --> 00:15:55.000]  在愛中建立自己
[00:15:55.000 --> 00:16:00.000]  在這整段的《已忽所書》第四章裏面
[00:16:00.000 --> 00:16:05.000]  我們有一幅相當完整的
[00:16:05.000 --> 00:16:09.000]  一個靈明成熟的圖畫
[00:16:09.000 --> 00:16:13.000]  靈明成熟到底是怎樣一回事呢?
[00:16:13.000 --> 00:16:15.000]  首先
[00:16:15.000 --> 00:16:18.000]  不只是孤芳自賞
[00:16:18.000 --> 00:16:21.000]  獨善其身的成熟
[00:16:21.000 --> 00:16:23.000]  屬靈的成熟
[00:16:23.000 --> 00:16:25.000]  保羅說:我以所蒙的恩
[00:16:25.000 --> 00:16:27.000]  是我這個為主被囚的
[00:16:27.000 --> 00:16:30.000]  勸你們既然蒙召
[00:16:30.000 --> 00:16:32.000]  就行事為人
[00:16:32.000 --> 00:16:35.000]  與所蒙的恩召相稱
[00:16:35.000 --> 00:16:40.000]  這個靈明成熟的範圍
[00:16:40.000 --> 00:16:45.000]  是一個在恩典裏面的那種生命
[00:16:45.000 --> 00:16:48.000]  什麼叫做在恩典裏面的生命呢?
[00:16:48.000 --> 00:16:50.000]  這麼抽象
[00:16:50.000 --> 00:16:54.000]  其實就是在信仰的群體裏面
[00:16:54.000 --> 00:16:58.000]  互相聯繫的那一種的生命
[00:16:58.000 --> 00:17:00.000]  所以靈明成熟
[00:17:00.000 --> 00:17:05.000]  首先要有一個成熟的環境
[00:17:05.000 --> 00:17:07.000]  如果一棵的植物
[00:17:07.000 --> 00:17:09.000]  當然你說我是空氣草
[00:17:09.000 --> 00:17:10.000]  沒得好說
[00:17:10.000 --> 00:17:12.000]  但是一般的植物
[00:17:12.000 --> 00:17:15.000]  一定需要有很好的土壤
[00:17:15.000 --> 00:17:16.000]  很好的環境
[00:17:16.000 --> 00:17:19.000]  然後它能夠漸漸的紮根
[00:17:19.000 --> 00:17:22.000]  成長、開花、結果
[00:17:22.000 --> 00:17:25.000]  然後再繁殖開去
[00:17:25.000 --> 00:17:27.000]  保羅說我這個為主被囚的
[00:17:27.000 --> 00:17:31.000]  勸你們既然蒙召就行事為人
[00:17:31.000 --> 00:17:33.000]  要與所蒙的恩相稱
[00:17:33.000 --> 00:17:34.000]  什麼意思呢?
[00:17:34.000 --> 00:17:38.000]  就是你要懂得在信仰的群體裏面
[00:17:38.000 --> 00:17:43.000]  在聖靈裏互相交往
[00:17:43.000 --> 00:17:45.000]  簡單來說
[00:17:45.000 --> 00:17:49.000]  如果我覺得我是一個靈明成熟的人
[00:17:49.000 --> 00:17:53.000]  但是我根本不會與任何基督徒往還
[00:17:53.000 --> 00:17:58.000]  不會與任何在教會裏面的弟兄姊妹往還
[00:17:58.000 --> 00:18:00.000]  我是一個封閉的系統
[00:18:00.000 --> 00:18:03.000]  我沒可能是一個成熟的人
[00:18:03.000 --> 00:18:07.000]  同意嗎?
[00:18:07.000 --> 00:18:12.000]  有時聽見不少人的投訴
[00:18:12.000 --> 00:18:15.000]  就是說我們的負責人
[00:18:15.000 --> 00:18:20.000]  我們那位最高領導人是很孤獨的
[00:18:20.000 --> 00:18:22.000]  是很獨裁的
[00:18:22.000 --> 00:18:25.000]  是極難相處的
[00:18:25.000 --> 00:18:27.000]  人就是很奇怪的
[00:18:27.000 --> 00:18:30.000]  很難相處的人
[00:18:30.000 --> 00:18:33.000]  也都可以做大事
[00:18:33.000 --> 00:18:35.000]  不過讓我們不要忘記
[00:18:35.000 --> 00:18:37.000]  保羅在這裏提醒我們
[00:18:37.000 --> 00:18:43.000]  就是說我們要凡事謙虛、溫柔、忍耐
[00:18:43.000 --> 00:18:46.000]  用愛心、用和睦
[00:18:46.000 --> 00:18:49.000]  是能夠維繫得到的
[00:18:49.000 --> 00:18:54.000]  就是說如果我們的成熟程度
[00:18:54.000 --> 00:18:57.000]  是遠離脫離了群體的
[00:18:57.000 --> 00:19:00.000]  我們真的要很小心
[00:19:00.000 --> 00:19:03.000]  結果我們那種成熟
[00:19:03.000 --> 00:19:08.000]  可能只不過是自我中心的一種生命
[00:19:08.000 --> 00:19:11.000]  基督裏面的成熟
[00:19:11.000 --> 00:19:15.000]  一定是在群體裏面
[00:19:15.000 --> 00:19:19.000]  是能夠彼此開放的生命
[00:19:19.000 --> 00:19:20.000]  好不好?
[00:19:20.000 --> 00:19:23.000]  如果只有我關心你的
[00:19:23.000 --> 00:19:25.000]  只有我教導你的
[00:19:25.000 --> 00:19:27.000]  只有我罵你的
[00:19:27.000 --> 00:19:29.000]  你半句都不可以說我
[00:19:29.000 --> 00:19:32.000]  那我會成為一個怎樣的人?
[00:19:32.000 --> 00:19:35.000]  很容易成為一個獨裁者
[00:19:35.000 --> 00:19:37.000]  我用我的權
[00:19:37.000 --> 00:19:39.000]  用我的魅力
[00:19:39.000 --> 00:19:41.000]  或者甚至用我的智慧
[00:19:41.000 --> 00:19:43.000]  是去操控人
[00:19:43.000 --> 00:19:48.000]  但是我從來不屬於那個群體
[00:19:48.000 --> 00:19:51.000]  也許聽了很多教會
[00:19:51.000 --> 00:19:55.000]  領袖與領袖之間的是是非非
[00:19:55.000 --> 00:19:58.000]  那一種的權鬥等等
[00:19:58.000 --> 00:20:00.000]  會不會就是忘記了
[00:20:00.000 --> 00:20:03.000]  原來一個屬靈生命
[00:20:03.000 --> 00:20:05.000]  那個成熟的氛圍
[00:20:05.000 --> 00:20:08.000]  乃在謙虛、溫柔、忍耐
[00:20:08.000 --> 00:20:12.000]  愛心、寬容、和睦、廉潔
[00:20:12.000 --> 00:20:15.000]  還有一樣
[00:20:15.000 --> 00:20:18.000]  是要努力的
[00:20:18.000 --> 00:20:21.000]  在因典裏面的成熟
[00:20:21.000 --> 00:20:26.000]  並不是白白在等運到
[00:20:26.000 --> 00:20:30.000]  原來因典有一種很奇妙的素質
[00:20:30.000 --> 00:20:33.000]  很奇妙的化學作用
[00:20:33.000 --> 00:20:36.000]  越知道自己蒙恩好心的
[00:20:36.000 --> 00:20:38.000]  越肯去死
[00:20:38.000 --> 00:20:40.000]  越肯去搏命
[00:20:40.000 --> 00:20:42.000]  越肯不捨身
[00:20:42.000 --> 00:20:44.000]  越知道自己是蒙恩好口的
[00:20:44.000 --> 00:20:47.000]  越能夠竭力
[00:20:47.000 --> 00:20:49.000]  聖經裏面的竭力
[00:20:49.000 --> 00:20:52.000]  是bending over backwards
[00:20:52.000 --> 00:20:54.000]  那種的竭力
[00:20:54.000 --> 00:20:57.000]  老婆經常這樣說我
[00:20:57.000 --> 00:20:59.000]  對不起老婆
[00:20:59.000 --> 00:21:01.000]  陳一鳴
[00:21:01.000 --> 00:21:04.000]  其實你很懶
[00:21:04.000 --> 00:21:06.000]  可能你們不察覺
