
[00:00:00.000 --> 00:00:03.000]  比拉多問 真理是什麼
[00:03:19.680 --> 00:03:22.660]  你不能說沒有 所以在物質界是這樣
[00:03:22.660 --> 00:03:25.180]  包括在
[00:03:25.180 --> 00:03:28.200]  有很多非物質界的
[00:03:28.200 --> 00:03:31.260]  另外一個範疇就是非物質界
[00:03:31.260 --> 00:03:34.300]  就是這不是物質界的 比方說愛
[00:03:34.300 --> 00:03:37.300]  你看不到 可是愛有愛自己的真理
[00:03:37.300 --> 00:03:40.240]  你們人際關係那方面的真理 基本上
[00:03:40.240 --> 00:03:43.580]  不是屬於物質界的 可是它真的存在
[00:03:43.580 --> 00:03:45.700]  有一些是很絕對的真理 比方說
[00:03:45.700 --> 00:03:48.760]  如果你跟一個女生說 你最近看起來很胖喔
[00:03:48.760 --> 00:03:51.700]  一定會傷到她的心 這基本上是個絕對的真理
[00:03:51.700 --> 00:03:54.660]  雖然不屬於物質界 你摸不到看不到
[00:03:54.660 --> 00:03:57.700]  可是你知道 這句話一出去
[00:03:57.700 --> 00:04:00.640]  馬上就會中招 所以這基本上是個永恆不變的真理
[00:04:00.640 --> 00:04:03.620]  所以無論是
[00:04:03.620 --> 00:04:06.640]  有物質界的範疇 還是
[00:04:06.640 --> 00:04:10.140]  非物質界的範疇 我們都知道其實有一些真理
[00:04:10.140 --> 00:04:13.260]  它真的是不變的 是有絕對的真理
[00:04:13.260 --> 00:04:16.220]  不能說是相對的 可是
[00:04:16.220 --> 00:04:18.160]  人很奇怪的一點就是
[00:04:18.160 --> 00:04:21.600]  我們人很喜歡 雖然
[00:04:21.600 --> 00:04:24.600]  在物質界我們知道有些真理是不變絕對
[00:04:24.600 --> 00:04:27.400]  可是當我們來到非物質界 比方說
[00:04:27.400 --> 00:04:30.340]  一些道德的觀念 一些人際關係
[00:04:30.340 --> 00:04:33.240]  方面的真理 去到這些非物質的
[00:04:33.240 --> 00:04:36.260]  範疇的時候 我們總會覺得
[00:04:36.260 --> 00:04:38.900]  非物質界的範疇的真理
[00:04:38.900 --> 00:04:41.580]  百分之一百都是相對的
[00:04:42.220 --> 00:04:45.180]  很少人覺得非物質界的真理
[00:04:45.180 --> 00:04:48.080]  也是這麼絕對 但是你知道
[00:04:48.080 --> 00:04:51.000]  聖經很奇妙 聖經在羅馬書告訴我們神說
[00:04:51.000 --> 00:04:53.940]  你們看不見神 可是你們藉著
[00:04:53.940 --> 00:04:57.000]  神所創造的這個世界 就能夠知道
[00:04:57.000 --> 00:05:00.040]  神的存在 也能夠了解神
[00:05:00.040 --> 00:05:02.980]  所以我的意思就是說 聖經的意思是說
[00:05:02.980 --> 00:05:06.240]  原來非物質界的那位神 我們看不見
[00:05:06.240 --> 00:05:09.180]  可是你藉著祂所創造這個物質界
[00:05:09.180 --> 00:05:12.180]  的一些永恆不變的一些現象
[00:05:12.180 --> 00:05:15.100]  你能夠多少揣摩到一些
[00:05:15.100 --> 00:05:17.160]  非物質界的一些的原則
[00:05:17.160 --> 00:05:20.320]  比方說我們剛剛說的絕對的真理
[00:05:20.320 --> 00:05:23.400]  如果在物質界的範疇 你都能看到
[00:05:23.400 --> 00:05:26.040]  有絕對的真理的存在
[00:05:26.040 --> 00:05:29.140]  更何況 你就可以影射到非物質界
[00:05:29.140 --> 00:05:32.180]  其實也有一個不變的真理存在
[00:05:32.180 --> 00:05:35.180]  不可能說 在物質界
[00:05:35.180 --> 00:05:38.180]  有絕對的真理 那到了非物質界
[00:05:38.180 --> 00:05:41.180]  全部都變得相對 是不會這樣子的
[00:05:41.180 --> 00:05:44.180]  所以 我們需要了解一點就是
[00:05:44.180 --> 00:05:47.180]  雖然我們今天活在這個很 我們一提到
[00:05:47.180 --> 00:05:50.180]  非物質界 提到道德觀念 無論是同性戀
[00:05:50.180 --> 00:05:53.180]  還是各方面 到底人應不應該墮胎
[00:05:53.180 --> 00:05:56.180]  各方面 我們都會覺得
[00:05:56.180 --> 00:05:59.180]  這是相對的 你覺得這是觀點與角度的問題
[00:05:59.180 --> 00:06:02.180]  你覺得對就對 你覺得錯就錯
[00:06:02.180 --> 00:06:05.180]  可是物質界 你不能夠這樣 更何況
[00:06:05.180 --> 00:06:08.180]  非物質界 你也不能夠這樣 你也不能夠說
[00:06:08.180 --> 00:06:11.180]  我覺得對就對 我覺得錯就錯
[00:06:11.180 --> 00:06:15.180]  因為在非物質界的範疇 也有絕對的真理存在
[00:06:15.180 --> 00:06:19.180]  道德觀念本身也有絕對的對 跟絕對的錯
[00:06:19.180 --> 00:06:22.180]  所以 當我們提到真理的時候 首先我們要知道
[00:06:22.180 --> 00:06:25.180]  雖然我們活在一個很相對的時代
[00:06:25.180 --> 00:06:28.180]  很多人認為說 非物質界這個範疇
[00:06:28.180 --> 00:06:31.180]  這真理全部都是相對 沒有絕對
[00:06:31.180 --> 00:06:33.180]  可是至少在聖經裡面告訴我們
[00:06:33.180 --> 00:06:35.180]  我們從另外一個角度看才發現
[00:06:35.180 --> 00:06:39.180]  其實這不make sense 這個是通不過邏輯的
[00:06:39.180 --> 00:06:42.180]  如果物質界尚且有這樣絕對的真理
[00:06:42.180 --> 00:06:45.180]  非物質界同樣也有一些的原則是不變的
[00:06:45.180 --> 00:06:47.180]  不可能你說變就會變
[00:06:47.180 --> 00:06:51.180]  比方說神的存在 你從物質界普通看
[00:06:51.180 --> 00:06:53.180]  你去一個森林沒有看到人
[00:06:53.180 --> 00:06:56.180]  可是你看到手錶 你就知道有人來過
[00:06:56.180 --> 00:06:59.180]  因為手錶這樣東西是有智慧的生物創造出來的
[00:06:59.180 --> 00:07:02.180]  它不會什麼突然間土裡面長出來
[00:07:02.180 --> 00:07:05.180]  所以你去到一個森林 你看到有隻手錶
[00:07:05.180 --> 00:07:07.180]  你一定可以確定有人來過
[00:07:07.180 --> 00:07:09.180]  雖然你看不到那個人
[00:07:09.180 --> 00:07:11.180]  同樣的道理 你沒有看到神
[00:07:11.180 --> 00:07:14.180]  可是你知道透過神所創造的這一切
[00:07:14.180 --> 00:07:18.180]  你知道有一位很有智慧的神在背後創造
[00:07:18.180 --> 00:07:20.180]  不可能就這樣爆出來
[00:07:20.180 --> 00:07:22.180]  也不能說你說沒就沒
[00:07:22.180 --> 00:07:25.180]  你知道最近前一陣子新聞的焦點人物
[00:07:25.180 --> 00:07:29.180]  那個利比亞的狂人卡達菲有沒有
[00:07:29.180 --> 00:07:32.180]  他在世的時候曾經有一段時間
[00:07:32.180 --> 00:07:35.180]  因為他利比亞那段時間跟歐洲的關係非常的緊張
[00:07:35.180 --> 00:07:40.180]  所以後來英國就決定把利比亞的大使館關閉
[00:07:40.180 --> 00:07:43.180]  把他們大使館裡面全部驅逐出境
[00:07:43.180 --> 00:07:46.180]  那麼後來狂人卡達菲聽到這個消息之後
[00:07:46.180 --> 00:07:48.180]  他就非常的憤怒
[00:07:48.180 --> 00:07:51.180]  他一怒之下就下了一個命令說
[00:07:51.180 --> 00:07:57.180]  從現在開始利比亞所出版的所有地圖上面
[00:07:57.180 --> 00:08:00.180]  都要把英國這個地方拿掉
[00:08:00.180 --> 00:08:01.180]  所以在那一段的時間
[00:08:01.180 --> 00:08:03.180]  如果你去利比亞買他們的地圖
[00:08:03.180 --> 00:08:07.180]  他們的地圖上面英國是不存在的
[00:08:07.180 --> 00:08:11.180]  那麼請問英國到底存不存在
[00:08:11.180 --> 00:08:15.180]  至少狂人卡達菲覺得英國已經不存在
[00:08:15.180 --> 00:08:19.180]  或者利比亞全國人民都覺得英國是不存在的
[00:08:19.180 --> 00:08:22.180]  那麼我們覺得英國存不存在
[00:08:22.180 --> 00:08:23.180]  當然存在對不對
[00:08:23.180 --> 00:08:27.180]  不會說他把它刪掉就不存在
[00:08:27.180 --> 00:08:30.180]  不然你現在在看奧運在看什麼東西
[00:08:30.180 --> 00:08:33.180]  英國是存在的
[00:08:33.180 --> 00:08:37.180]  日本想要在歷史教科書上面
[00:08:37.180 --> 00:08:39.180]  把南京大屠殺刪掉
[00:08:39.180 --> 00:08:40.180]  就算它可以刪掉
[00:08:40.180 --> 00:08:44.180]  那請問南京大屠殺有沒有發生過
[00:08:44.180 --> 00:08:45.180]  有對不對
[00:08:45.180 --> 00:08:47.180]  我們有很多的證據很多的證人
[00:08:47.180 --> 00:08:49.180]  甚至有些的生存者還生存
[00:08:49.180 --> 00:08:52.180]  所以就算你可以把它刪掉
[00:08:52.180 --> 00:08:56.180]  你也不能夠否決說一件事真實發生過
[00:08:56.180 --> 00:08:58.180]  有很多東西不是相對
[00:08:58.180 --> 00:09:00.180]  它真的發生過就發生過
[00:09:00.180 --> 00:09:02.180]  神真的存在就是存在
[00:09:02.180 --> 00:09:05.180]  我們昨天晚上有一個財經講座
[00:09:05.180 --> 00:09:07.180]  我們在財經講座的裡面
[00:09:07.180 --> 00:09:09.180]  我們經歷到一個小小的神蹟
[00:09:09.180 --> 00:09:11.180]  你們沒有來參加的時候可以跟你分享
[00:09:11.180 --> 00:09:14.180]  我們昨天財經講座是八點鐘開始
[00:09:14.180 --> 00:09:16.180]  我們七點二十分這裡停電
[00:09:16.180 --> 00:09:18.180]  而不是這個building停電了
[00:09:18.180 --> 00:09:19.180]  是這一區停電
[00:09:19.180 --> 00:09:23.180]  旁邊那個開始permanent醫院也沒有電
[00:09:23.180 --> 00:09:24.180]  所以是這一區停電
[00:09:24.180 --> 00:09:26.180]  那我們就沒辦法就一直等
[00:09:26.180 --> 00:09:29.180]  我就開這個電筒在外面direct traffic
[00:09:29.180 --> 00:09:31.180]  然後張恩傳大後來來到這邊
[00:09:31.180 --> 00:09:34.180]  他在這邊迫切禱告迫切禱告
[00:09:34.180 --> 00:09:36.180]  那我們就想到說我們的
[00:09:36.180 --> 00:09:38.180]  有一個什麼候補的計劃
[00:09:38.180 --> 00:09:41.180]  就是說如果我們等到八點
[00:09:41.180 --> 00:09:43.180]  他還不來電的話
[00:09:43.180 --> 00:09:45.180]  那我們就讓所有的新朋友
[00:09:45.180 --> 00:09:47.180]  寫下他們的email聯絡方式
[00:09:47.180 --> 00:09:51.180]  那我們就告訴他我們重新改期
[00:09:51.180 --> 00:09:53.180]  再有一個財經講座
[00:09:53.180 --> 00:09:55.180]  那我們把新的日期能夠發email
[00:09:55.180 --> 00:09:57.180]  給通知你們就好了
[00:09:57.180 --> 00:09:59.180]  那我們本來是這樣打算的
[00:09:59.180 --> 00:10:01.180]  那麼後來張恩傳大在這邊迫切禱告
[00:10:01.180 --> 00:10:04.180]  說神一定要來電這樣子
[00:10:04.180 --> 00:10:05.180]  那結果真的不是騙你
[00:10:05.180 --> 00:10:06.180]  真的真的是
[00:10:06.180 --> 00:10:07.180]  因為我很看表
[00:10:07.180 --> 00:10:09.180]  因為那時候我打算八點鐘一到
[00:10:09.180 --> 00:10:12.180]  不來電我們就散這樣子
[00:10:12.180 --> 00:10:14.180]  真的是準準五十九分
[00:10:14.180 --> 00:10:16.180]  一跳八點peck一下來電
[00:10:16.180 --> 00:10:18.180]  真的是準準
[00:10:18.180 --> 00:10:20.180]  所以我給他一個新的綽號
[00:10:20.180 --> 00:10:23.180]  彎曲以利亞
[00:10:23.180 --> 00:10:25.180]  聖經裡面有個很厲害的先知
[00:10:25.180 --> 00:10:26.180]  叫以利亞
[00:10:26.180 --> 00:10:29.180]  當時的以色列帝乾旱
[00:10:29.180 --> 00:10:31.180]  所以他去以利亞就向神求雨
[00:10:31.180 --> 00:10:33.180]  神就給雨
[00:10:33.180 --> 00:10:34.180]  我們張恩傳到求電
[00:10:34.180 --> 00:10:35.180]  神就給電
[00:10:35.180 --> 00:10:37.180]  所以彎曲以利亞
[00:10:37.180 --> 00:10:40.180]  所以有人或是你聽到這個見證
[00:10:40.180 --> 00:10:43.180]  有些人覺得這是巧合
[00:10:43.180 --> 00:10:46.180]  所以有些人覺得是非物質界的真理
[00:10:46.180 --> 00:10:48.180]  是有時候你沒有辦法解釋
[00:10:48.180 --> 00:10:49.180]  是很相對的
[00:10:49.180 --> 00:10:52.180]  如果我覺得巧合就是巧合
[00:10:52.180 --> 00:10:53.180]  你可以覺得巧合
[00:10:53.180 --> 00:10:55.180]  但是如果你怎麼覺得
[00:10:55.180 --> 00:10:57.180]  你也不能否認神的工作
[00:10:57.180 --> 00:10:58.180]  神如果確實有工作
[00:10:58.180 --> 00:11:00.180]  他就是有工作
[00:11:00.180 --> 00:11:04.180]  包括這次我們的中國選手葉詩文
[00:11:04.180 --> 00:11:05.180]  破了世界紀錄之後
[00:11:05.180 --> 00:11:07.180]  美國一直追著我們不放有沒有
[00:11:07.180 --> 00:11:09.180]  就說他一定是吃藥
[00:11:09.180 --> 00:11:10.180]  結果檢查沒有吃藥
[00:11:10.180 --> 00:11:12.180]  現在又說要驗DNA
[00:11:12.180 --> 00:11:16.180]  我懷疑他是個男生
[00:11:16.180 --> 00:11:18.180]  後來現在Michael Phipps來了之後
[00:11:18.180 --> 00:11:19.180]  他們又不出聲對不對
[00:11:19.180 --> 00:11:21.180]  Michael Phipps明明西大麻邊拍的
[00:11:21.180 --> 00:11:23.180]  他也不出聲
[00:11:23.180 --> 00:11:24.180]  所以他們可以否認
[00:11:24.180 --> 00:11:27.180]  可是真的事實也沒有辦法否認說
[00:11:27.180 --> 00:11:29.180]  一個人是靠實力靠努力
[00:11:29.180 --> 00:11:31.180]  換來今天的結果
[00:11:31.180 --> 00:11:34.180]  同樣神如果在我們身上有作為
[00:11:34.180 --> 00:11:37.180]  你也不能說任憑你隨便解釋
[00:11:37.180 --> 00:11:40.180]  就可以否認了神的作為
[00:11:40.180 --> 00:11:44.180]  19世紀有個很出名的哲學家叫尼采
[00:11:44.180 --> 00:11:46.180]  那麼尼采這個哲學家
[00:11:46.180 --> 00:11:48.180]  有一個很出名的理論
[00:11:48.180 --> 00:11:50.180]  叫做神死理論
[00:11:50.180 --> 00:11:51.180]  他很大膽
[00:11:51.180 --> 00:11:54.180]  他宣稱說神已經死了
[00:11:54.180 --> 00:11:56.180]  他覺得神已經死了
[00:11:56.180 --> 00:11:58.180]  那麼當然後來他自己死了
[00:11:58.180 --> 00:12:00.180]  而神還活著
[00:12:00.180 --> 00:12:02.180]  所以你可以否認
[00:12:02.180 --> 00:12:04.180]  但是你知道你可以否認
[00:12:04.180 --> 00:12:06.180]  但是如果神真的存在
[00:12:06.180 --> 00:12:08.180]  他真的有在工作
[00:12:08.180 --> 00:12:09.180]  他不會因為你否認
[00:12:09.180 --> 00:12:11.180]  因為你說我不care
[00:12:11.180 --> 00:12:13.180]  因為你說我覺得他沒有
[00:12:13.180 --> 00:12:15.180]  他就沒有
[00:12:15.180 --> 00:12:16.180]  他存在就存在
[00:12:16.180 --> 00:12:18.180]  他真實的存在
[00:12:18.180 --> 00:12:22.180]  在聖經的提摩太後書三章十四到十七節
[00:12:22.180 --> 00:12:24.180]  那邊記載到一個真理
[00:12:24.180 --> 00:12:27.180]  說聖經所說的真理屬於哪個範疇呢
[00:12:27.180 --> 00:12:28.180]  他那邊有告訴我們
[00:12:28.180 --> 00:12:30.180]  他說至於你是保羅跟提摩太說的
[00:12:30.180 --> 00:12:31.180]  他說至於你
[00:12:31.180 --> 00:12:35.180]  你要持守你所接受和確信的真理
[00:12:35.180 --> 00:12:37.180]  你曉得誰是你的導師
[00:12:37.180 --> 00:12:40.180]  你也記得你從小就明白聖經
[00:12:40.180 --> 00:12:42.180]  就是能給你智慧
[00:12:42.180 --> 00:12:45.180]  引導你藉著信基督耶穌
[00:12:45.180 --> 00:12:47.180]  而獲得拯救的那本書
[00:12:47.180 --> 00:12:51.180]  全部聖經都是受上帝靈感而寫的
[00:12:51.180 --> 00:12:53.180]  對於教導真理
[00:12:53.180 --> 00:12:55.180]  指責妙誤
[00:12:55.180 --> 00:12:56.180]  糾正過錯
[00:12:56.180 --> 00:12:58.180]  指示人生正路
[00:12:58.180 --> 00:12:59.180]  都有益處
[00:12:59.180 --> 00:13:01.180]  使侍奉上帝的人
[00:13:01.180 --> 00:13:03.180]  得到充分的準備
[00:13:03.180 --> 00:13:06.180]  能做各樣的善事
[00:13:06.180 --> 00:13:09.180]  這一節聖經就定規了說
[00:13:09.180 --> 00:13:11.180]  基督教裡面所謂的真理
[00:13:11.180 --> 00:13:14.180]  它的範疇到底是屬於哪一個範疇的真理
[00:13:14.180 --> 00:13:17.180]  它裡面解釋到第一點的範疇是
[00:13:17.180 --> 00:13:20.180]  原來聖經的真理的重點
[00:13:20.180 --> 00:13:23.180]  是告訴我們怎麼樣可以得救
[00:13:23.180 --> 00:13:25.180]  他說這是一本說使你
[00:13:25.180 --> 00:13:27.180]  引導你藉著信耶穌基督
[00:13:27.180 --> 00:13:29.180]  能夠得救的一本書
[00:13:29.180 --> 00:13:32.180]  所以聖經所記載的裡面的真理
[00:13:32.180 --> 00:13:34.180]  它不是告訴你Biology
[00:13:34.180 --> 00:13:37.180]  它不是告訴你生物或者說量子哲學
[00:13:37.180 --> 00:13:38.180]  它不是告訴你這些
[00:13:38.180 --> 00:13:40.180]  它是在告訴你
[00:13:40.180 --> 00:13:42.180]  人怎麼樣可以藉著
[00:13:42.180 --> 00:13:44.180]  信耶穌基督而得救
[00:13:44.180 --> 00:13:46.180]  而得救這個問題本身
[00:13:46.180 --> 00:13:48.180]  是一個很絕對的問題
[00:13:48.180 --> 00:13:50.180]  雖然很多人覺得很相對
[00:13:50.180 --> 00:13:54.180]  我有一次去剪頭髮
[00:13:54.180 --> 00:13:56.180]  幫我剪頭髮那個人
[00:13:56.180 --> 00:13:57.180]  每次我去剪頭髮
[00:13:57.180 --> 00:13:59.180]  他都會跟我聊天聊很久
[00:13:59.180 --> 00:14:00.180]  有一次我問他說
[00:14:00.180 --> 00:14:01.180]  你有沒有去教會
[00:14:01.180 --> 00:14:03.180]  他說我沒有去教會
[00:14:03.180 --> 00:14:04.180]  我姓沈
[00:14:04.180 --> 00:14:06.180]  不過他後來加一句
[00:14:06.180 --> 00:14:07.180]  他說不過我覺得
[00:14:07.180 --> 00:14:09.180]  我是應該可以上天堂的
[00:14:09.180 --> 00:14:11.180]  因為我覺得我做所有的事情
[00:14:11.180 --> 00:14:12.180]  都溫馨無愧
[00:14:12.180 --> 00:14:14.180]  我覺得我這個人還算不錯
[00:14:14.180 --> 00:14:15.180]  所以如果真的有天堂
[00:14:15.180 --> 00:14:17.180]  我應該可以上去
[00:14:17.180 --> 00:14:19.180]  很多人都覺得說
[00:14:19.180 --> 00:14:22.180]  如果你如果真的有天堂有永生
[00:14:22.180 --> 00:14:24.180]  你死後能不能去到那個地方
[00:14:24.180 --> 00:14:26.180]  我們覺得這是很相對的問題
[00:14:26.180 --> 00:14:29.180]  有很多不同的方法可以去到
[00:14:29.180 --> 00:14:30.180]  你信佛陀也可以
[00:14:30.180 --> 00:14:31.180]  搞不好你信回教
[00:14:31.180 --> 00:14:32.180]  搞不好你也可以得救
[00:14:32.180 --> 00:14:33.180]  搞不好你信什麼
[00:14:33.180 --> 00:14:35.180]  信道教你也可以得救
[00:14:35.180 --> 00:14:37.180]  很多人認為很相對的
[00:14:37.180 --> 00:14:38.180]  條條道路通羅馬
[00:14:38.180 --> 00:14:40.180]  所以只要有個天堂
[00:14:40.180 --> 00:14:42.180]  我怎麼進去都可以
[00:14:42.180 --> 00:14:44.180]  你知道在物質界
[00:14:44.180 --> 00:14:46.180]  我們摸得到這個世界
[00:14:46.180 --> 00:14:48.180]  都不是這樣運行的
[00:14:48.180 --> 00:14:49.180]  你知道嗎
[00:14:49.180 --> 00:14:52.180]  所以比方說史丹佛大學
[00:14:52.180 --> 00:14:55.180]  請問是不是什麼人都可以進去
[00:14:55.180 --> 00:14:57.180]  如果是我定的話就很簡單
[00:14:57.180 --> 00:14:59.180]  只要SAD考200分就可以進去
[00:14:59.180 --> 00:15:02.180]  我覺得我夠聰明進史丹佛了
[00:15:02.180 --> 00:15:04.180]  如果以我的標準
[00:15:04.180 --> 00:15:07.180]  這可惜我不是創辦史丹佛
[00:15:07.180 --> 00:15:08.180]  我又不是校長
[00:15:08.180 --> 00:15:09.180]  所以規矩不是我定
[00:15:09.180 --> 00:15:12.180]  我不能夠說按照我的規定
[00:15:12.180 --> 00:15:15.180]  如果SAD考200對不對
[00:15:15.180 --> 00:15:17.180]  或者說你的GPA2.0
[00:15:17.180 --> 00:15:20.180]  應該就可以夠高進入史丹佛
[00:15:20.180 --> 00:15:21.180]  可惜我不是校長
[00:15:21.180 --> 00:15:23.180]  我沒有辦法定
[00:15:23.180 --> 00:15:25.180]  那我就問他說請問
[00:15:25.180 --> 00:15:26.180]  如果真的有個天堂
[00:15:26.180 --> 00:15:28.180]  你覺得天堂是你創造的嗎
[00:15:28.180 --> 00:15:29.180]  他說不是
[00:15:29.180 --> 00:15:32.180]  我說既然天堂不是你創造
[00:15:32.180 --> 00:15:35.180]  那你覺得應該誰定進入天堂的規矩呢
[00:15:35.180 --> 00:15:36.180]  那個規定該誰定呢
[00:15:36.180 --> 00:15:37.180]  是你定嗎
[00:15:37.180 --> 00:15:38.180]  如果你定就簡單了
[00:15:38.180 --> 00:15:39.180]  我就覺得我不錯
[00:15:39.180 --> 00:15:40.180]  我問心無愧
[00:15:40.180 --> 00:15:41.180]  我就可以進去
[00:15:41.180 --> 00:15:43.180]  那如果天堂不是你定的
[00:15:43.180 --> 00:15:45.180]  是神創造的一個地方
[00:15:45.180 --> 00:15:48.180]  你覺得是不是應該由神來決定
[00:15:48.180 --> 00:15:49.180]  誰能夠進去
[00:15:49.180 --> 00:15:50.180]  誰不能進去
[00:15:50.180 --> 00:15:52.180]  由他來set這個standard
[00:15:52.180 --> 00:15:55.180]  他來告訴你說怎麼樣的人
[00:15:55.180 --> 00:15:57.180]  你應該可以進去天堂
[00:15:57.180 --> 00:16:00.180]  怎麼樣的人不可以進去
[00:16:00.180 --> 00:16:02.180]  所以如果在物質界
[00:16:02.180 --> 00:16:05.180]  今天大學都沒有說這麼相對的
[00:16:05.180 --> 00:16:07.180]  都是有絕對的標準
[00:16:07.180 --> 00:16:09.180]  聖經所說的得救這件事
[00:16:09.180 --> 00:16:11.180]  也不是那麼相對
[00:16:11.180 --> 00:16:12.180]  是很絕對的
[00:16:12.180 --> 00:16:15.180]  聖經藉著神告訴我們說
[00:16:15.180 --> 00:16:16.180]  只有一個方法
[00:16:16.180 --> 00:16:18.180]  就真的藉著耶穌基督
[00:16:18.180 --> 00:16:20.180]  你才能夠得救
[00:16:20.180 --> 00:16:22.180]  那就是唯一的方法
[00:16:22.180 --> 00:16:25.180]  你可以有很多選擇你所要的方法
[00:16:25.180 --> 00:16:28.180]  但是聖經告訴我們就只有這個方法
