
[00:00:00.000 --> 00:00:02.000]  各位親愛的領事們你們好
[00:03:56.500 --> 00:04:00.500]  那個地方他們是有很悠久的歷史
[00:04:00.500 --> 00:04:04.500]  而他們以色列人進入加南地的時候
[00:04:04.500 --> 00:04:06.500]  就是說這幫是新移民
[00:04:06.500 --> 00:04:11.500]  這幫新移民進入一個已經有很久的歷史
[00:04:11.500 --> 00:04:16.500]  也是非常濃厚的宗教迷信色彩的地方
[00:04:16.500 --> 00:04:18.500]  很容易會受感染的
[00:04:18.500 --> 00:04:20.500]  很簡單舉個例子
[00:04:20.500 --> 00:04:23.500]  如果在香港一直很多年的人
[00:04:23.500 --> 00:04:26.500]  你會發覺你重視聖誕節
[00:04:26.500 --> 00:04:31.500]  就多過97之後那個叫做佛誕
[00:04:31.500 --> 00:04:35.500]  我們來到英國的時候
[00:04:35.500 --> 00:04:37.500]  某個程度我們都是新移民
[00:04:37.500 --> 00:04:41.500]  在英國裡面都有很悠久的歷史
[00:04:41.500 --> 00:04:44.500]  我們都會受著他們的文化影響
[00:04:44.500 --> 00:04:46.500]  所以這個是很重要的
[00:04:46.500 --> 00:04:50.500]  所以波西就再三叮囑他們
[00:04:50.500 --> 00:04:55.500]  千萬不要像他們犯那些宗教上的錯誤
[00:04:55.500 --> 00:04:57.500]  我們看看中間那段
[00:04:57.500 --> 00:04:59.500]  就是剛才我所說的
[00:04:59.500 --> 00:05:01.500]  就是第18章9到14節
[00:05:01.500 --> 00:05:03.500]  我們抽一部份來看
[00:05:03.500 --> 00:05:07.500]  就是第18章第9 第12節
[00:05:07.500 --> 00:05:11.500]  你到了耶和華里神所賜的之地
[00:05:11.500 --> 00:05:13.500]  那些國民所行可憎惡的事
[00:05:13.500 --> 00:05:15.500]  你不可學著行
[00:05:15.500 --> 00:05:19.500]  凡行者惜事的都為耶和華所憎惡
[00:05:19.500 --> 00:05:21.500]  這裡很清楚說
[00:05:21.500 --> 00:05:24.500]  他說你千萬不要學那些國民
[00:05:24.500 --> 00:05:29.500]  他們迦蘭地的居民做那些神很憎惡的事
[00:05:29.500 --> 00:05:31.500]  如果你跟著他做神就很憎了
[00:05:31.500 --> 00:05:33.500]  那這些是什麼呢
[00:05:33.500 --> 00:05:37.500]  原來就是一些迷信的行為
[00:05:37.500 --> 00:05:39.500]  使兒女驚火
[00:05:39.500 --> 00:05:41.500]  什麼叫兒女驚火呢
[00:05:41.500 --> 00:05:44.500]  就不只是我們所想的
[00:05:44.500 --> 00:05:47.500]  知不知道有一些喪禮
[00:05:47.500 --> 00:05:50.500]  他們就要濫火盆
[00:05:50.500 --> 00:05:52.500]  我們做基督教儀式也好
[00:05:52.500 --> 00:05:55.500]  我自己接受的
[00:05:55.500 --> 00:05:57.500]  我不是接受他們這個信仰
[00:05:57.500 --> 00:05:59.500]  就是為了那些未信的家人
[00:05:59.500 --> 00:06:01.500]  就算死者已經信了主
[00:06:01.500 --> 00:06:03.500]  我們就用基督教儀式
[00:06:03.500 --> 00:06:06.500]  但是那些親戚他們是未信主的
[00:06:06.500 --> 00:06:08.500]  他們甚至會拜菩薩根本就是很害怕的
[00:06:08.500 --> 00:06:11.500]  完火葬的時候他們都要怎麼樣呢
[00:06:11.500 --> 00:06:15.500]  叫那些做殯儀的人弄個火盆
[00:06:15.500 --> 00:06:16.500]  濫那個火盆
[00:06:16.500 --> 00:06:18.500]  其實我不知道是什麼意思
[00:06:18.500 --> 00:06:20.500]  但是不等於這樣
[00:06:20.500 --> 00:06:21.500]  就叫驚火
[00:06:21.500 --> 00:06:24.500]  驚火是把自己的兒女
[00:06:24.500 --> 00:06:27.500]  活生生被火燒死
[00:06:27.500 --> 00:06:29.500]  這個是很恐怖的
[00:06:29.500 --> 00:06:32.500]  特別一個神叫摩洛
[00:06:32.500 --> 00:06:35.500]  是一個很大的銅像
[00:06:35.500 --> 00:06:37.500]  銅是空心的
[00:06:37.500 --> 00:06:38.500]  是一個很大的手板
[00:06:38.500 --> 00:06:40.500]  他們就會把嬰兒
[00:06:40.500 --> 00:06:42.500]  或者很小的小孩子
[00:06:42.500 --> 00:06:45.500]  放在銅像的手上
[00:06:45.500 --> 00:06:47.500]  然後下面就放火
[00:06:47.500 --> 00:06:49.500]  大家知道銅是怎麼樣
[00:06:49.500 --> 00:06:50.500]  會傳熱的
[00:06:50.500 --> 00:06:53.500]  慢慢慢慢就把他燒死
[00:06:53.500 --> 00:06:55.500]  但是當他還沒死之前
[00:06:55.500 --> 00:06:56.500]  他是不是會哭呢
[00:06:56.500 --> 00:06:57.500]  當他哭的時候
[00:06:57.500 --> 00:06:58.500]  他就會覺得
[00:06:58.500 --> 00:07:01.500]  哇 這個神就會喜悅了
[00:07:01.500 --> 00:07:04.500]  所以這個是非常嚴重的一個罪
[00:07:04.500 --> 00:07:06.500]  就好像以利亞在山上
[00:07:06.500 --> 00:07:09.500]  加上山跟那850個假仙姿
[00:07:09.500 --> 00:07:11.500]  記住不是四百多
[00:07:11.500 --> 00:07:12.500]  是850個假仙姿
[00:07:12.500 --> 00:07:14.500]  來對峙的時候
[00:07:14.500 --> 00:07:15.500]  他們求巴力
[00:07:15.500 --> 00:07:17.500]  又求阿舍拉爾來降火
[00:07:17.500 --> 00:07:18.500]  但是不行的時候
[00:07:18.500 --> 00:07:19.500]  他做什麼
[00:07:19.500 --> 00:07:21.500]  按他們的規矩
[00:07:21.500 --> 00:07:23.500]  拿刀來劃自己的身
[00:07:23.500 --> 00:07:25.500]  割自己的身流血
[00:07:25.500 --> 00:07:26.500]  他認為這樣
[00:07:26.500 --> 00:07:28.500]  虎待自己神就會喜歡了
[00:07:28.500 --> 00:07:30.500]  所以這些是很錯誤的
[00:07:30.500 --> 00:07:31.500]  一些的敬拜
[00:07:31.500 --> 00:07:32.500]  還有占卜
[00:07:32.500 --> 00:07:33.500]  大家會知道
[00:07:33.500 --> 00:07:37.500]  觀哨就是去看看怎麼樣
[00:07:37.500 --> 00:07:39.500]  星啊 有點怎麼樣
[00:07:39.500 --> 00:07:41.500]  甚至會怎麼樣呢
[00:07:41.500 --> 00:07:45.500]  用迷術 交鬼 行巫術
[00:07:45.500 --> 00:07:47.500]  我們沒有讀過的經文
[00:07:47.500 --> 00:07:49.500]  就是記載了這些東西
[00:07:49.500 --> 00:07:52.500]  你想想是五花十色
[00:07:52.500 --> 00:07:56.500]  或者五花八門裡面的一些不信
[00:07:56.500 --> 00:07:58.500]  或者迷信的行徑
[00:07:58.500 --> 00:08:00.500]  所以摩西就警告他們
[00:08:00.500 --> 00:08:01.500]  你們進去的時候
[00:08:01.500 --> 00:08:04.500]  千萬不要做這些事情
[00:08:04.500 --> 00:08:06.500]  好了 我們看看
[00:08:06.500 --> 00:08:08.500]  原來這些事情
[00:08:08.500 --> 00:08:11.500]  是神非常厭惡的
[00:08:11.500 --> 00:08:14.500]  我們看看父神有什麼要求呢
[00:08:14.500 --> 00:08:16.500]  有些人就說他們有興趣
[00:08:16.500 --> 00:08:17.500]  沒什麼所謂
[00:08:17.500 --> 00:08:19.500]  我們就儘管看看
[00:08:19.500 --> 00:08:20.500]  玩一下塔羅牌
[00:08:20.500 --> 00:08:23.500]  又或者去玩一下一些
[00:08:23.500 --> 00:08:26.500]  球什麼碟仙什麼的
[00:08:26.500 --> 00:08:29.500]  但是神不僅僅禁止他們
[00:08:29.500 --> 00:08:32.500]  消極地不可以有這些活動
[00:08:32.500 --> 00:08:36.500]  更加有兩方面的要求
[00:08:36.500 --> 00:08:37.500]  第一就是怎麼樣呢
[00:08:37.500 --> 00:08:39.500]  將這些人
[00:08:39.500 --> 00:08:42.500]  趕離了那個應許之地
[00:08:42.500 --> 00:08:44.500]  我們一起來看看
[00:08:44.500 --> 00:08:47.500]  第十八章十二和十四節
[00:08:47.500 --> 00:08:51.500]  凡行者些事的都為耶和華所憎惡
[00:08:51.500 --> 00:08:54.500]  因那些國民行者可憎惡的事
[00:08:54.500 --> 00:08:59.500]  所以耶和華你的神將他們從你面前講出
[00:08:59.500 --> 00:09:01.500]  因你所要講出的那些國民
[00:09:01.500 --> 00:09:04.500]  都聽信觀嘯的和占卜的
[00:09:04.500 --> 00:09:06.500]  至於你 耶和華
[00:09:06.500 --> 00:09:08.500]  你的神從來不許你這樣行
[00:09:08.500 --> 00:09:10.500]  聽到沒有
[00:09:10.500 --> 00:09:12.500]  就是說你們進去迦南地的時候
[00:09:12.500 --> 00:09:15.500]  其實是神已經給他們機會去悔改
[00:09:15.500 --> 00:09:16.500]  不過四百多年
[00:09:16.500 --> 00:09:18.500]  那時候他們跟阿伯伯說過的
[00:09:18.500 --> 00:09:21.500]  就是四百多年之後才會進去
[00:09:21.500 --> 00:09:24.500]  因為那個地方還沒有惡貫滿盈
[00:09:24.500 --> 00:09:27.500]  現在神就要藉著以色列人進去迦南地
[00:09:27.500 --> 00:09:29.500]  要將這些人怎麼樣
[00:09:29.500 --> 00:09:32.500]  要他們趕走 不准在這個地方裏面
[00:09:32.500 --> 00:09:35.500]  斷絕跟他們去交往
[00:09:35.500 --> 00:09:37.500]  那時候積極的方面
[00:09:37.500 --> 00:09:38.500]  就要去做什麼呢
[00:09:38.500 --> 00:09:41.500]  我們看看第十三節
[00:09:41.500 --> 00:09:45.500]  你要在耶和華利益神面前作完全人
[00:09:45.500 --> 00:09:48.500]  大家熟不熟悉這句經文
[00:09:48.500 --> 00:09:51.500]  在主耶穌啟稟大方裡面都說
[00:09:51.500 --> 00:09:55.500]  你們要完全像我的父完全一樣
[00:09:55.500 --> 00:09:57.500]  我覺得這句話
[00:09:57.500 --> 00:09:58.500]  很真到我來說
[00:09:58.500 --> 00:09:59.500]  一定是做不到
[00:09:59.500 --> 00:10:01.500]  我怎麼可能像父那麼完全呢
[00:10:01.500 --> 00:10:03.500]  但是我們不可以沒有這個目標的
[00:10:03.500 --> 00:10:06.500]  我們是要朝著這個目標去的
[00:10:06.500 --> 00:10:07.500]  如果我們不朝著這個目標去
[00:10:07.500 --> 00:10:09.500]  我們會更加僻
[00:10:09.500 --> 00:10:10.500]  原來這句話
[00:10:10.500 --> 00:10:13.500]  不只是在新約裏面去出現
[00:10:13.500 --> 00:10:14.500]  就要什麼呢
[00:10:14.500 --> 00:10:17.500]  原來在生命記裏面已經出現了
[00:10:17.500 --> 00:10:18.500]  為什麼我說過
[00:10:18.500 --> 00:10:20.500]  在真命記一開始的時候
[00:10:20.500 --> 00:10:22.500]  我說新約聖經引用舊約的經文
[00:10:22.500 --> 00:10:24.500]  引用的最多是哪一本書
[00:10:24.500 --> 00:10:26.500]  原來是生命記
[00:10:26.500 --> 00:10:27.500]  所以為什麼我們這麼重要
[00:10:27.500 --> 00:10:28.500]  要看生命記呢
[00:10:28.500 --> 00:10:33.500]  不過你要在耶和華利益神面前作完全人
[00:10:33.500 --> 00:10:36.500]  意思我們要完全的歸向神
[00:10:36.500 --> 00:10:39.500]  然後要漫向成熟的地步
[00:10:39.500 --> 00:10:42.500]  還不是以人的理由做標準
[00:10:42.500 --> 00:10:43.500]  誰多好
[00:10:43.500 --> 00:10:45.500]  人始終都有不足的地方
[00:10:45.500 --> 00:10:47.500]  是以神作為標準的
[00:10:47.500 --> 00:10:49.500]  祭司是什麼呢
[00:10:49.500 --> 00:10:52.500]  祭司就是站在神和人中間的
[00:10:52.500 --> 00:10:54.500]  他代表了神
[00:10:54.500 --> 00:10:56.500]  他教導子民
[00:10:56.500 --> 00:10:58.500]  讓子民認識神的律例和誡命
[00:10:58.500 --> 00:11:00.500]  但是也代表了人
[00:11:00.500 --> 00:11:02.500]  向神來獻祭的
[00:11:02.500 --> 00:11:04.500]  特別後來有祭司的制度的時候
[00:11:04.500 --> 00:11:06.500]  他就要去獻祭
[00:11:06.500 --> 00:11:09.500]  去代領子民
[00:11:09.500 --> 00:11:11.500]  向神來認罪
[00:11:11.500 --> 00:11:13.500]  但是祭司原來
[00:11:13.500 --> 00:11:16.500]  不只是做獻祭的工作
[00:11:16.500 --> 00:11:19.500]  他更加要教育子民去敬畏神
[00:11:19.500 --> 00:11:21.500]  行在神的心意當中
[00:11:21.500 --> 00:11:25.500]  以上就是祭司要好好的教導子民的內容
[00:11:25.500 --> 00:11:26.500]  就是我們剛才看的
[00:11:26.500 --> 00:11:27.500]  要趕走那些人
[00:11:27.500 --> 00:11:29.500]  你不要去犯這些錯誤
[00:11:29.500 --> 00:11:30.500]  是他們的責任
[00:11:30.500 --> 00:11:32.500]  不過看看《馬拉基書》
[00:11:32.500 --> 00:11:34.500]  第二章的第七節
[00:11:34.500 --> 00:11:37.500]  祭司的嘴裡當全知識
[00:11:37.500 --> 00:11:40.500]  人也當由他口中尋求律法
[00:11:40.500 --> 00:11:45.500]  因為他是萬鈞之夜 宏懷的使者
[00:11:45.500 --> 00:11:47.500]  他說到祭司
[00:11:47.500 --> 00:11:50.500]  是應該口裡傳著知識
[00:11:50.500 --> 00:11:51.500]  這些知識是什麼
[00:11:51.500 --> 00:11:53.500]  是對神的律例 誡命
[00:11:53.500 --> 00:11:56.500]  和對神有深切的認識
[00:11:56.500 --> 00:11:58.500]  然後他就好好的教導人
[00:11:58.500 --> 00:12:01.500]  因為他是神的代表
[00:12:01.500 --> 00:12:04.500]  同樣今天 牧者
[00:12:04.500 --> 00:12:07.500]  都是擔當著祭司的職份
[00:12:07.500 --> 00:12:09.500]  作為一個傳導人
[00:12:09.500 --> 00:12:12.500]  不單單要去主持崇拜
[00:12:12.500 --> 00:12:16.500]  婚喪事宜 那些禮儀
[00:12:16.500 --> 00:12:20.500]  更加不只是去策劃那個周會
[00:12:20.500 --> 00:12:22.500]  或者和信徒飲飲食食
[00:12:22.500 --> 00:12:25.500]  交誼一下 打一下球
[00:12:25.500 --> 00:12:27.500]  我那時候經常都跟公公說
[00:12:27.500 --> 00:12:30.500]  不要只和弟兄姊妹去喝喝東西
[00:12:30.500 --> 00:12:32.500]  甚至我們當年有個牧者
[00:12:32.500 --> 00:12:35.500]  每個星期都和我們打打羽毛球
[00:12:35.500 --> 00:12:37.500]  是好好地建立了好的關係
[00:12:37.500 --> 00:12:39.500]  但是我就在問
[00:12:39.500 --> 00:12:41.500]  除了和他們打羽毛球
[00:12:41.500 --> 00:12:43.500]  完了之後 喝東西聊天
[00:12:43.500 --> 00:12:45.500]  有沒有將信仰和他們分享
[00:12:45.500 --> 00:12:48.500]  有沒有帶領他們有更成熟的生命呢
[00:12:48.500 --> 00:12:49.500]  沒有
[00:12:49.500 --> 00:12:52.500]  那你做一個社交工作者有什麼分別
[00:12:52.500 --> 00:12:54.500]  所以今天很可悲
[00:12:54.500 --> 00:12:56.500]  我們作為一個牧者
[00:12:56.500 --> 00:13:00.500]  是很需要 你都是有好的教導
[00:13:00.500 --> 00:13:02.500]  但是很不幸
[00:13:02.500 --> 00:13:07.500]  剛剛在這個星期收到一個信徒
[00:13:07.500 --> 00:13:09.500]  給我一個信息
[00:13:09.500 --> 00:13:12.500]  不過我想說不是在英國來的
[00:13:12.500 --> 00:13:14.500]  他就說發現了牧者
[00:13:14.500 --> 00:13:17.500]  他的講道全部是抄人的
[00:13:17.500 --> 00:13:20.500]  百分之一百抄人的講道照讀出來
[00:13:20.500 --> 00:13:22.500]  他說最大問題就是
[00:13:22.500 --> 00:13:25.500]  他已經有前科曾經被人揭發過
[00:13:25.500 --> 00:13:27.500]  都警告過了
[00:13:27.500 --> 00:13:30.500]  但是沒有當中的東西去指責他
[00:13:30.500 --> 00:13:33.500]  但是他說現在又在重蹈覆轍
[00:13:33.500 --> 00:13:34.500]  問我怎樣
[00:13:34.500 --> 00:13:36.500]  我說如果他有堂主任
[00:13:36.500 --> 00:13:38.500]  就告訴堂主任聽
[00:13:38.500 --> 00:13:40.500]  有執事會就告訴執事會聽
[00:13:40.500 --> 00:13:42.500]  他又說會不會好像
[00:13:42.500 --> 00:13:44.500]  就是沒有什麼人情味
[00:13:44.500 --> 00:13:46.500]  我說這個不是有沒有人情味
[00:13:46.500 --> 00:13:47.500]  因為不是第一次
[00:13:47.500 --> 00:13:48.500]  如果第一次犯
[00:13:48.500 --> 00:13:51.500]  你都還可以提醒 警告
[00:13:51.500 --> 00:13:53.500]  但是他曾經已經犯過這個錯
[00:13:53.500 --> 00:13:54.500]  那你想一下
[00:13:54.500 --> 00:13:56.500]  作為一個牧者 作為一個祭司
[00:13:56.500 --> 00:13:58.500]  是要自己親身經歷神
[00:13:58.500 --> 00:14:01.500]  要好好的去教導他的信眾
[00:14:01.500 --> 00:14:02.500]  教導他的子民
[00:14:02.500 --> 00:14:04.500]  就好像今天的牧者
[00:14:04.500 --> 00:14:08.500]  是要好好的來把神的話語解釋得清楚
[00:14:08.500 --> 00:14:10.500]  去教導他們
[00:14:10.500 --> 00:14:12.500]  所以很重要
[00:14:12.500 --> 00:14:16.500]  如果沒有了真理的教導
[00:14:16.500 --> 00:14:18.500]  就是失職的
[00:14:18.500 --> 00:14:20.500]  但是不要忘記
[00:14:20.500 --> 00:14:22.500]  你不要只看牧者
[00:14:22.500 --> 00:14:24.500]  原來我們自己本身
[00:14:24.500 --> 00:14:27.500]  都是一個很重要的身份
[00:14:27.500 --> 00:14:29.500]  就是君尊祭司的身份
[00:14:29.500 --> 00:14:32.500]  剛才唱那首歌中間間開的時候
[00:14:32.500 --> 00:14:34.500]  都打出了這段經文
[00:14:34.500 --> 00:14:37.500]  比如前書第二章的第九節
[00:14:37.500 --> 00:14:40.500]  唯有你們是被揀選的族類
[00:14:40.500 --> 00:14:42.500]  是有君尊的祭司
[00:14:42.500 --> 00:14:44.500]  是聖潔的國度
[00:14:44.500 --> 00:14:45.500]  是屬神的子民
[00:14:45.500 --> 00:14:47.500]  要叫你們宣揚
[00:14:47.500 --> 00:14:49.500]  那照你們出黑暗
[00:14:49.500 --> 00:14:51.500]  入其妙光明者的美德
[00:14:51.500 --> 00:14:54.500]  到你們是被揀選族類
[00:14:54.500 --> 00:14:57.500]  就是有君尊的祭司
[00:14:57.500 --> 00:15:00.500]  原來每一個信徒都是君尊的祭司
[00:15:00.500 --> 00:15:03.500]  剛才說祭司是站在神和人之間
[00:15:03.500 --> 00:15:06.500]  所以今天作為一個基督徒
[00:15:06.500 --> 00:15:08.500]  特別是一家之主
[00:15:08.500 --> 00:15:12.500]  你要好好地帶領你的孩子
[00:15:12.500 --> 00:15:15.500]  讓他們去認識神
[00:15:15.500 --> 00:15:17.500]  作為一家之主
[00:15:17.500 --> 00:15:20.500]  不只是出去辛苦地工作
[00:15:20.500 --> 00:15:21.500]  是真的很辛苦的
[00:15:21.500 --> 00:15:25.500]  賺錢維持家庭生計
[00:15:25.500 --> 00:15:26.500]  這個是需要
[00:15:26.500 --> 00:15:30.500]  但是同樣屬靈裡面的教導和分享
[00:15:30.500 --> 00:15:33.500]  是絕對不可以缺乏的
[00:15:33.500 --> 00:15:36.500]  這都是我恆常地會做的事
[00:15:36.500 --> 00:15:38.500]  就是會和家人分享
[00:15:38.500 --> 00:15:40.500]  神在我身上的作為
[00:15:40.500 --> 00:15:42.500]  我讀經有什麼的領袖
[00:15:42.500 --> 00:15:44.500]  這個是很重要的
[00:15:44.500 --> 00:15:45.500]  好了 我們看了
[00:15:45.500 --> 00:15:49.500]  今天父神對祭司有什麼要求
[00:15:49.500 --> 00:15:52.500]  就是要求他們好地教育子民
[00:15:52.500 --> 00:15:54.500]  好了 我們也看看
[00:15:54.500 --> 00:15:57.500]  祭司有什麼權利
[00:15:57.500 --> 00:16:00.500]  人們很喜歡說權利和義務
[00:16:00.500 --> 00:16:02.500]  或者權利和責任
[00:16:02.500 --> 00:16:05.500]  但是卻很少先說責任
[00:16:05.500 --> 00:16:07.500]  然後後說權利
[00:16:07.500 --> 00:16:09.500]  這段經文是說及
[00:16:09.500 --> 00:16:11.500]  第十八章第一到第五節
[00:16:11.500 --> 00:16:14.500]  就是說及祭司和利美人
[00:16:14.500 --> 00:16:17.500]  應該得到什麼份
[00:16:17.500 --> 00:16:19.500]  應該得到什麼籌報
[00:16:19.500 --> 00:16:22.500]  但是當說及利美人的時候
[00:16:22.500 --> 00:16:24.500]  是用第三者
[00:16:24.500 --> 00:16:26.500]  就是the third person
[00:16:26.500 --> 00:16:27.500]  去做代名詞
[00:16:27.500 --> 00:16:29.500]  顯示這段經文的對象
[00:16:29.500 --> 00:16:31.500]  原來不是利美人
[00:16:31.500 --> 00:16:34.500]  就是給子民和會眾
[00:16:34.500 --> 00:16:38.500]  就是說子民應該用什麼心態
[00:16:38.500 --> 00:16:42.500]  行為來看待那幫復仕神的人
[00:16:42.500 --> 00:16:44.500]  那幫利美人和祭司
[00:16:44.500 --> 00:16:49.500]  也看看百姓怎樣來看待神職人員的態度
[00:16:49.500 --> 00:16:52.500]  就好像一個溫度計一樣
[00:16:52.500 --> 00:16:55.500]  反映著他們對神的信仰
[00:16:55.500 --> 00:16:58.500]  和忠誠度有多少
[00:16:58.500 --> 00:17:00.500]  好 一開始摩西就指出
[00:17:00.500 --> 00:17:05.500]  子民是要好好的去供養
[00:17:05.500 --> 00:17:07.500]  祭司和利美人
[00:17:07.500 --> 00:17:09.500]  原因就是利美之派
[00:17:09.500 --> 00:17:11.500]  是沒有自己的產業的
[00:17:11.500 --> 00:17:14.500]  雖然這個律例頒佈的時候
[00:17:14.500 --> 00:17:16.500]  是在曠野漂流期間
[00:17:16.500 --> 00:17:17.500]  記不記得
[00:17:17.500 --> 00:17:19.500]  在曠野的時候頒佈這些律例
[00:17:19.500 --> 00:17:21.500]  但是摩西已經預期到
[00:17:21.500 --> 00:17:25.500]  加南地終於會被他們征服
[00:17:25.500 --> 00:17:28.500]  到時各支派就會分地
[00:17:28.500 --> 00:17:30.500]  約書不是分了不同的地
[00:17:30.500 --> 00:17:32.500]  讓他們可以定居在那裡
[00:17:32.500 --> 00:17:37.500]  唯有一個支派是沒有得分地
[00:17:37.500 --> 00:17:39.500]  是沒有他們的產業的
[00:17:39.500 --> 00:17:42.500]  不是像其他的支派那樣
[00:17:42.500 --> 00:17:44.500]  可以固定的在一個地方
[00:17:44.500 --> 00:17:45.500]  然後慢慢耕種
[00:17:45.500 --> 00:17:47.500]  有他們的生活
[00:17:47.500 --> 00:17:48.500]  因為利美人員
[00:17:48.500 --> 00:17:50.500]  原來要分散在各地裡面
[00:17:50.500 --> 00:17:52.500]  為自己的同胞服務
[00:17:52.500 --> 00:17:57.500]  為了補償他們沒有自己的地土
[00:17:57.500 --> 00:18:01.500]  神就以自己作為利美之派的產業
[00:18:01.500 --> 00:18:02.500]  這個很寶貴
[00:18:02.500 --> 00:18:05.500]  《生命記》第18章的第二節
[00:18:05.500 --> 00:18:09.500]  他們在地興中必沒有產業
