
[00:00:00.000 --> 00:00:02.000]  向我們同心祈禱
[00:02:16.000 --> 00:02:21.000]  不過他講的其實應該不是他自己本人日常生活裏面
[00:02:21.000 --> 00:02:23.000]  真的喜歡甚麼 不喜歡甚麼
[00:02:23.000 --> 00:02:26.000]  只不過是一個講說話的遊戲
[00:02:26.000 --> 00:02:32.000]  在場的嘉賓是要猜到究竟他在講喜歡和不喜歡之間
[00:02:32.000 --> 00:02:38.000]  有沒有一個弱字或者一個字眼是一個關鍵性的字眼
[00:02:38.000 --> 00:02:41.000]  你猜對了 你就跟到他講了
[00:02:41.000 --> 00:02:47.000]  當猜對的時候 那些嘉賓就會跟主持人同聲同氣
[00:02:47.000 --> 00:02:52.000]  而猜不到的人就覺得很沮喪 究竟發生甚麼事呢
[00:02:52.000 --> 00:02:57.000]  當猜不到的時候又覺得很迷茫 究竟答案在哪裏呢
[00:02:57.000 --> 00:03:01.000]  猜著猜著很多人都猜到了 剩下最後的時間
[00:03:01.000 --> 00:03:04.000]  只有自己猜不到 很尷尬
[00:03:04.000 --> 00:03:07.000]  不過這個只是一個遊戲
[00:03:07.000 --> 00:03:12.000]  整個過程裏面可能甚至連輸了的人都覺得很開心很好玩
[00:03:12.000 --> 00:03:19.000]  因為這個是娛樂的節目 只是為了讓觀眾開心一下
[00:03:19.000 --> 00:03:24.000]  崇拜當然不是一種娛樂 也不是一種遊戲
[00:03:24.000 --> 00:03:29.000]  上帝說我喜歡憐憫 不喜歡制止這句說話
[00:03:29.000 --> 00:03:35.000]  講到喜歡和不喜歡和剛才那個遊戲節目相差很遠
[00:03:35.000 --> 00:03:40.000]  很不同的 首先上帝說這句說話是很認真
[00:03:40.000 --> 00:03:45.000]  剛才主持人所說的可能是作出來玩這個遊戲
[00:03:45.000 --> 00:03:49.000]  但這句說話上帝喜歡憐憫 不喜歡制止
[00:03:49.000 --> 00:03:54.000]  是一個很真確的感受和取向
[00:03:54.000 --> 00:04:01.000]  不單止這樣 這句說話要講的事情一點都不兒戲
[00:04:01.000 --> 00:04:05.000]  我們廣東話就說不是跟你開玩笑的
[00:04:05.000 --> 00:04:08.000]  不是跟你開玩笑即是大件事 為什麼?
[00:04:08.000 --> 00:04:12.000]  因為講這句說話背後的原因
[00:04:12.000 --> 00:04:16.000]  就是我們剛才在荷西亞書裏面所讀的經文
[00:04:16.000 --> 00:04:22.000]  背後發生的事情是關乎到整個以色列的民族和國家的命運
[00:04:22.000 --> 00:04:26.000]  因此不是開玩笑
[00:04:26.000 --> 00:04:31.000]  如果這句說話我們再聽的時候 其實在文字上最大的分別是什麼呢?
[00:04:31.000 --> 00:04:36.000]  最基本的分別就是原本來說喜歡和不喜歡是對立的
[00:04:36.000 --> 00:04:38.000]  好像相反詞一樣
[00:04:38.000 --> 00:04:42.000]  不過剛才那句說話我喜歡憐憫 不喜歡制止
[00:04:42.000 --> 00:04:45.000]  就不是有這個完全對立的意思
[00:04:45.000 --> 00:04:52.000]  並不是將憐憫和憲制完全的對立
[00:04:52.000 --> 00:04:53.000]  並不是相反詞來的
[00:04:53.000 --> 00:04:56.000]  因為憲制真的是上帝自己設立的
[00:04:56.000 --> 00:04:58.000]  憲制不是一個遊戲
[00:04:58.000 --> 00:05:02.000]  因為透過憲制人是可以跟上帝交往的
[00:05:02.000 --> 00:05:08.000]  透過一些贖罪的憲制其實人是可以經歷到上帝的赦免的
[00:05:08.000 --> 00:05:12.000]  是很真確不是一種遊戲 不是一種娛樂
[00:05:12.000 --> 00:05:17.000]  那麼上帝為什麼有幾時去說他不喜歡憲制呢?
[00:05:17.000 --> 00:05:20.000]  我們一起翻開剛才所讀的經文
[00:05:20.000 --> 00:05:24.000]  《河西亞書》第六章第六節至第七節的經文
[00:05:24.000 --> 00:05:28.000]  在唐詠聖經一千三百三十八頁
[00:05:28.000 --> 00:05:36.000]  經文第六節這樣說
[00:05:36.000 --> 00:05:39.000]  我喜愛憐恤 不喜愛制止
[00:05:39.000 --> 00:05:46.000]  我喜愛人認識神的知識 勝過人憲的繁制
[00:05:46.000 --> 00:05:49.000]  這句說話其實原本是一個平衡的句子
[00:05:49.000 --> 00:05:52.000]  所以它的意思是有一個中心的思想
[00:05:52.000 --> 00:05:54.000]  說的是同一件事情
[00:05:54.000 --> 00:05:59.000]  就是說認識神其實比起憲制是更加重要
[00:05:59.000 --> 00:06:02.000]  如果一個人他只是顧憲制
[00:06:02.000 --> 00:06:05.000]  可能是一隻很漂亮的羊 很漂亮的牛也好
[00:06:05.000 --> 00:06:09.000]  但是他不認識神 以至於他沒有憐憫的心腸
[00:06:09.000 --> 00:06:12.000]  神就不喜歡他的憲制
[00:06:12.000 --> 00:06:16.000]  所以我們不只是讀這一句說話
[00:06:16.000 --> 00:06:20.000]  接著第七節到後面的七章七節
[00:06:20.000 --> 00:06:22.000]  一直都在說後面的說話
[00:06:22.000 --> 00:06:25.000]  以色列人當時的問題是什麼呢?
[00:06:25.000 --> 00:06:28.000]  他們所犯的罪是什麼呢?
[00:06:28.000 --> 00:06:31.000]  第七節至第十節就這樣說
[00:06:31.000 --> 00:06:34.000]  可自知他們在做相反的事情
[00:06:34.000 --> 00:06:39.000]  他們卻在亞當城背若 在那裡向我行詭詐
[00:06:39.000 --> 00:06:45.000]  激烈視作業之人的城 他們的腳中染滿了血跡
[00:06:45.000 --> 00:06:49.000]  在往事件之路上 誓師結黨殺害人
[00:06:49.000 --> 00:06:54.000]  就讓埋伏路旁的強盜 他們行了邪惡的事
[00:06:54.000 --> 00:06:57.000]  在以色列家 我看見了可怕的事
[00:06:57.000 --> 00:07:03.000]  那裡有二百年的淫行 以色列被玷污了
[00:07:03.000 --> 00:07:06.000]  其實《河西孝書》是一本很特別的書
[00:07:06.000 --> 00:07:08.000]  是很集中去寫
[00:07:08.000 --> 00:07:12.000]  其實基礎就是神和人 祂的子民的關係
[00:07:12.000 --> 00:07:14.000]  是一個很親密的關係
[00:07:14.000 --> 00:07:20.000]  甚至用婚姻的盟約去表達這麼重要的關係
[00:07:20.000 --> 00:07:23.000]  在這個婚姻的盟約的象徵裡
[00:07:23.000 --> 00:07:26.000]  他講到 以色列人是背若失信
[00:07:26.000 --> 00:07:31.000]  離棄了耶和華 去侍奉其他的神 侍奉巴力
[00:07:31.000 --> 00:07:35.000]  就好像一個不貞的妻子離開了丈夫
[00:07:35.000 --> 00:07:38.000]  但是這位丈夫所象徵
[00:07:38.000 --> 00:07:41.000]  由上帝扮演的角色的丈夫
[00:07:41.000 --> 00:07:44.000]  他是很眷愛這位妻子
[00:07:44.000 --> 00:07:49.000]  去到愛惜這位妻子 以至於即使她是不忠的
[00:07:49.000 --> 00:07:52.000]  都呼籲她能夠和自己去復和
[00:07:52.000 --> 00:07:56.000]  這是上帝對以色列人的愛的一種表達
[00:07:56.000 --> 00:08:00.000]  在這個情況之下 不單是上帝有這種心懷意念
[00:08:00.000 --> 00:08:03.000]  他還要他自己的先知 河西亞
[00:08:03.000 --> 00:08:07.000]  在他的生活裡 都要好像他這樣
[00:08:07.000 --> 00:08:12.000]  去到眷愛自己身邊那位不忠的妻子
[00:08:12.000 --> 00:08:15.000]  這是一個很重要在河西亞裡
[00:08:15.000 --> 00:08:18.000]  我們知道的一個信息的方向
[00:08:18.000 --> 00:08:23.000]  所以我們在這本書裡 時時都會見到有關於盟約的字眼
[00:08:23.000 --> 00:08:27.000]  或者去到違背盟約這一類的字眼
[00:08:27.000 --> 00:08:32.000]  正如剛才第七節裡所講 有背若這個字程
[00:08:32.000 --> 00:08:35.000]  第十節講到淫行和玷污
[00:08:35.000 --> 00:08:39.000]  也不是說以色列人只是有一些性的敗壞的罪
[00:08:39.000 --> 00:08:43.000]  其實這個淫亂或者背若這個字眼
[00:08:43.000 --> 00:08:49.000]  象徵著道德核心受到衝擊
[00:08:49.000 --> 00:08:54.000]  不同的先知書所關注的道德核心都不同
[00:08:54.000 --> 00:08:59.000]  在這本書裡 河西亞書裡指出很多暴力的問題
[00:08:59.000 --> 00:09:03.000]  第八 第九節 講到很多殘暴的行為
[00:09:03.000 --> 00:09:09.000]  甚至那些祭司作為去到主持去到帶領憲制的人
[00:09:09.000 --> 00:09:13.000]  竟然去聯群結黨埋伏去到殺人
[00:09:13.000 --> 00:09:16.000]  好像那些強盜一樣
[00:09:16.000 --> 00:09:19.000]  可以見到當時的情況是多麼嚴重
[00:09:19.000 --> 00:09:24.000]  第七章裡 第一節到第七節裡
[00:09:24.000 --> 00:09:29.000]  就形容了他們在當時裡 在政治上那種詭詐
[00:09:29.000 --> 00:09:34.000]  當中在後面的經文裡都講到用火爐這種圖畫
[00:09:34.000 --> 00:09:38.000]  去形容當時那些人作惡那種情況
[00:09:38.000 --> 00:09:42.000]  他們心裡很澎湃的 處心積慮的
[00:09:42.000 --> 00:09:46.000]  等待時機去到實現他們那種陰謀
[00:09:46.000 --> 00:09:49.000]  經文最終在後面告訴我們
[00:09:49.000 --> 00:09:53.000]  他們都是遭受到上帝給他們的審判
[00:09:53.000 --> 00:09:56.000]  他們的君王一個一個的敗落
[00:09:56.000 --> 00:10:01.000]  令人驚訝你讀這段經文裡第七章第三節裡
[00:10:01.000 --> 00:10:05.000]  令到王歡喜領袖敗落的是什麼
[00:10:05.000 --> 00:10:08.000]  竟然是惡行和虛謊
[00:10:08.000 --> 00:10:13.000]  可以看見當時以色列人的社會是敗落到什麼地步
[00:10:13.000 --> 00:10:17.000]  第七章第二節就講到他們和憲制的關係
[00:10:17.000 --> 00:10:22.000]  第七章第二節講到他們以為上帝不會記得他們的惡行
[00:10:22.000 --> 00:10:26.000]  特別是他們作惡的時候他們仍然是憲制
[00:10:26.000 --> 00:10:29.000]  一邊的憲制一邊的作惡
[00:10:29.000 --> 00:10:32.000]  他們以為上帝會收他們的禮物
[00:10:32.000 --> 00:10:37.000]  他們所做的其實就好像我們可能很多人
[00:10:37.000 --> 00:10:41.000]  甚至會看過一齣以前很出名的電影叫做《教父》
[00:10:41.000 --> 00:10:46.000]  有一幕很令人深刻的就是用交錯的方法
[00:10:46.000 --> 00:10:53.000]  一幕就拍到這個黑社會的頭子在教堂裡宣認信仰
[00:10:53.000 --> 00:10:56.000]  宣告他信什麼
[00:10:56.000 --> 00:10:59.000]  但是鏡頭一轉一轉就在說
[00:10:59.000 --> 00:11:03.000]  他所派的人在一些地方亂槍的掃射
[00:11:03.000 --> 00:11:07.000]  去清洗他家族裡很多的敵人
[00:11:07.000 --> 00:11:09.000]  畫面交錯交錯
[00:11:09.000 --> 00:11:13.000]  這個黑社會的頭子一邊去憲制
[00:11:13.000 --> 00:11:16.000]  一邊去做殺人的事情
[00:11:16.000 --> 00:11:19.000]  上帝怎麼可能去原諒呢
[00:11:19.000 --> 00:11:25.000]  所以剛才我所讀的經文第六章第七節到七章的七節所列舉的
[00:11:25.000 --> 00:11:29.000]  以色列人當時很多的問題都告訴我們
[00:11:29.000 --> 00:11:33.000]  這些都是上帝當時審判他們那種的憑據
[00:11:33.000 --> 00:11:35.000]  所以第六節說
[00:11:35.000 --> 00:11:39.000]  我喜愛連戳不起愛祭祀
[00:11:39.000 --> 00:11:42.000]  其實上帝不是不喜歡憲制本身
[00:11:42.000 --> 00:11:44.000]  但是他不喜歡的
[00:11:44.000 --> 00:11:49.000]  是憲制背後人的生活行為和心態
[00:11:49.000 --> 00:11:50.000]  在當中
[00:11:50.000 --> 00:11:54.000]  《針研書》裡面也都給我們提醒
[00:11:54.000 --> 00:11:58.000]  惡人憲制為耶和華所憎惡
[00:11:58.000 --> 00:12:01.000]  正直人祈禱為他所喜悅
[00:12:01.000 --> 00:12:05.000]  上帝不是就這樣見到禮物就喜歡的
[00:12:05.000 --> 00:12:07.000]  就算很漂亮的牛羊
[00:12:07.000 --> 00:12:08.000]  他不一定喜歡
[00:12:08.000 --> 00:12:10.000]  看看哪個獻上
[00:12:10.000 --> 00:12:12.000]  惡人獻上
[00:12:12.000 --> 00:12:15.000]  上帝不單不喜歡還憎惡
[00:12:15.000 --> 00:12:17.000]  何西亞書所說的
[00:12:17.000 --> 00:12:19.000]  我喜愛連戳不起愛祭祀
[00:12:19.000 --> 00:12:21.000]  是表明了一個事實
[00:12:21.000 --> 00:12:23.000]  不是所有問題
[00:12:23.000 --> 00:12:26.000]  憲制都可以搞得定的
[00:12:26.000 --> 00:12:30.000]  憲制不是可以搞定任何的事情
[00:12:30.000 --> 00:12:33.000]  憲制不是萬靈丹
[00:12:33.000 --> 00:12:35.000]  不是什麼都可以
[00:12:35.000 --> 00:12:37.000]  在平常的情況之下
[00:12:37.000 --> 00:12:39.000]  憲制有一個很重要的意義
[00:12:39.000 --> 00:12:42.000]  律法裡面記載了很多贖罪的制度
[00:12:42.000 --> 00:12:45.000]  甚至乎一般的人犯罪要獻什麼制
[00:12:45.000 --> 00:12:47.000]  長官犯罪又要獻什麼制
[00:12:47.000 --> 00:12:49.000]  祭司犯罪又要獻什麼制
[00:12:49.000 --> 00:12:52.000]  不同裡面的情況又怎樣處理
[00:12:52.000 --> 00:12:53.000]  可以告訴我們
[00:12:53.000 --> 00:12:55.000]  樣樣都可以透過憲制
[00:12:55.000 --> 00:13:00.000]  可以去到同神去到復和
[00:13:00.000 --> 00:13:04.000]  但是當神的說話變了則
[00:13:04.000 --> 00:13:07.000]  當人的說話在人的生活裡面
[00:13:07.000 --> 00:13:10.000]  在以色列人的信仰生活裡變了則
[00:13:10.000 --> 00:13:12.000]  變成一堆的規條
[00:13:12.000 --> 00:13:14.000]  以至於他們忘記了
[00:13:14.000 --> 00:13:20.000]  漠視了憲制背後神對人生活的教導
[00:13:20.000 --> 00:13:23.000]  彷彿的就是就算犯罪
[00:13:23.000 --> 00:13:25.000]  憲制就算了就沒事了
[00:13:25.000 --> 00:13:27.000]  成為了一種工具
[00:13:27.000 --> 00:13:29.000]  他們生活裡面毫無的憐憫
[00:13:29.000 --> 00:13:32.000]  甚至比起愛邦人更甚
[00:13:32.000 --> 00:13:34.000]  影響到當時整個社會
[00:13:34.000 --> 00:13:36.000]  陷於不勝結不公義
[00:13:36.000 --> 00:13:39.000]  衝擊著整個社會的道德價值的核心
[00:13:39.000 --> 00:13:42.000]  在那個時候先知出來要說話
[00:13:42.000 --> 00:13:44.000]  當先知出來說的時候
[00:13:44.000 --> 00:13:47.000]  正正就是憲制不行的時候
[00:13:47.000 --> 00:13:52.000]  當時的先知不單要去到批判個別的行為
[00:13:52.000 --> 00:13:54.000]  是要批判的是整個人
[00:13:54.000 --> 00:13:57.000]  整個群體那個憲制的觀念
[00:13:57.000 --> 00:13:59.000]  究竟憲制來做什麼的呢
[00:13:59.000 --> 00:14:01.000]  在當時來說
[00:14:01.000 --> 00:14:05.000]  因為神的子民已經背棄了上帝的律法
[00:14:05.000 --> 00:14:09.000]  在上帝的眼中看成背弱淫亂
[00:14:09.000 --> 00:14:11.000]  憲制原本有的意義
[00:14:11.000 --> 00:14:14.000]  特別是復和的意義已經失落了
[00:14:14.000 --> 00:14:17.000]  所以上帝說他喜愛憐憫
[00:14:17.000 --> 00:14:21.000]  比起憲制更多更多
[00:14:21.000 --> 00:14:23.000]  回想的時間
[00:14:23.000 --> 00:14:26.000]  憲制從這個經文裡面告訴我們
[00:14:26.000 --> 00:14:30.000]  憲制不是那隻羊夠靚夠肥壯
[00:14:30.000 --> 00:14:33.000]  憲制最重要就是我們憲制的人
[00:14:33.000 --> 00:14:36.000]  是否得到上帝的喜悅呢
[00:14:36.000 --> 00:14:38.000]  如果我們問上帝喜歡什麼
[00:14:38.000 --> 00:14:44.000]  可能不同的取向有不同的處理
[00:14:44.000 --> 00:14:47.000]  如果一個人去猜上帝是一個藝術家的話
[00:14:47.000 --> 00:14:51.000]  可能整個崇拜的設計就會變成藝術品
[00:14:51.000 --> 00:14:54.000]  可能就會講求整個程序對不對稱
[00:14:54.000 --> 00:14:56.000]  有多好的對比
[00:14:56.000 --> 00:14:59.000]  如果當上帝是一位純粹的老師
[00:14:59.000 --> 00:15:02.000]  整個崇拜就好像上課一樣
[00:15:02.000 --> 00:15:04.000]  如果當上帝是魔術師的時候
[00:15:04.000 --> 00:15:06.000]  就可能有些東西可以變一下
[00:15:06.000 --> 00:15:08.000]  好像變氣法一樣
[00:15:08.000 --> 00:15:11.000]  但問題不是上帝可以做些什麼
[00:15:11.000 --> 00:15:13.000]  或者我們能夠有些什麼做
[00:15:13.000 --> 00:15:18.000]  或者甚至我們有些什麼長處有些什麼
[00:15:18.000 --> 00:15:20.000]  這個都不是最重要
[00:15:20.000 --> 00:15:23.000]  也都不是我們喜歡什麼
[00:15:23.000 --> 00:15:25.000]  不是在於我們自己的喜好
[00:15:25.000 --> 00:15:27.000]  重要的是上帝喜歡什麼
[00:15:27.000 --> 00:15:30.000]  上帝喜歡我們做什麼
[00:15:30.000 --> 00:15:37.000]  更重要的是上帝喜歡我們成為一個怎樣的人
[00:15:37.000 --> 00:15:39.000]  成為一個怎樣的人
[00:15:39.000 --> 00:15:44.000]  一個人在上帝面前不能夠做到兩個人
[00:15:44.000 --> 00:15:46.000]  事實上是做不到的
[00:15:46.000 --> 00:15:49.000]  如果有人會覺得我崇拜是一個人
[00:15:49.000 --> 00:15:50.000]  某一種人
[00:15:50.000 --> 00:15:52.000]  然後崇拜之外是另一個人
[00:15:52.000 --> 00:15:54.000]  變成另一個人
[00:15:54.000 --> 00:15:56.000]  行不行的呢
[00:15:56.000 --> 00:16:01.000]  為何上帝都當好像沒有事發生一樣呢
[00:16:01.000 --> 00:16:06.000]  當時的以色列人就希望上帝隻眼開隻眼閉
[00:16:06.000 --> 00:16:10.000]  隻眼開隻眼閉當然是一隻看不到一隻看到
[00:16:10.000 --> 00:16:12.000]  他希望看到什麼
[00:16:12.000 --> 00:16:15.000]  他希望上帝看到他獻的禮物
[00:16:15.000 --> 00:16:17.000]  但他日常裡面所做的惡事
[00:16:17.000 --> 00:16:22.000]  就希望上帝閉上眼睛看不到
[00:16:22.000 --> 00:16:26.000]  他獻祭的時間上帝就照收
[00:16:26.000 --> 00:16:30.000]  但河西亞書就說相反
[00:16:30.000 --> 00:16:34.000]  如果以色列人希望上帝隻眼開隻眼閉的話
[00:16:34.000 --> 00:16:35.000]  可能都真是的
[00:16:35.000 --> 00:16:37.000]  不過不同了
[00:16:37.000 --> 00:16:39.000]  他們在日常裡面所做的一切事情
[00:16:39.000 --> 00:16:41.000]  上帝看到了
[00:16:41.000 --> 00:16:43.000]  很長很長的論述
[00:16:43.000 --> 00:16:45.000]  當他們獻祭的時間
[00:16:45.000 --> 00:16:46.000]  上帝說不喜歡
[00:16:46.000 --> 00:16:49.000]  好像看不到一樣
[00:16:49.000 --> 00:16:51.000]  所以河西亞書告訴我們
[00:16:51.000 --> 00:16:53.000]  很重要的
[00:16:53.000 --> 00:16:56.000]  如果獻祭是代表我們今天的崇拜的時候
[00:16:56.000 --> 00:16:59.000]  我們的崇拜要做什麼呢
[00:16:59.000 --> 00:17:02.000]  我們的崇拜不需要很花巧的
[00:17:02.000 --> 00:17:04.000]  也不是很需要製造什麼氣氛
[00:17:04.000 --> 00:17:06.000]  或者什麼方程式
[00:17:06.000 --> 00:17:09.000]  只需要我們很誠誠實實地來到神的面前
[00:17:09.000 --> 00:17:12.000]  很真誠地去到感謝讚美祂
[00:17:12.000 --> 00:17:16.000]  真誠的意思是從你的心裡面去發出一種感恩
[00:17:16.000 --> 00:17:21.000]  唱詩的時候你會想起上帝在你身上的恩典
[00:17:21.000 --> 00:17:23.000]  在崇拜的時候
[00:17:23.000 --> 00:17:26.000]  很專心地去聽聖經的說話
[00:17:26.000 --> 00:17:29.000]  樂意地去到遵行
[00:17:29.000 --> 00:17:33.000]  所以崇拜應該是引導我們的生命去到成長
[00:17:33.000 --> 00:17:35.000]  去討神的喜悅
[00:17:35.000 --> 00:17:39.000]  引導我們能夠在信仰裡面身體力行
[00:17:39.000 --> 00:17:41.000]  引導我們在這個時代裡面
[00:17:41.000 --> 00:17:44.000]  維繫了美好的見證
[00:17:44.000 --> 00:17:47.000]  這本書給了我們很寶貴的提醒
[00:17:47.000 --> 00:17:49.000]  我們的崇拜應該追求什麼呢
[00:17:49.000 --> 00:17:51.000]  到了新約的時間
[00:17:51.000 --> 00:17:53.000]  在新約福音書裡面
[00:17:53.000 --> 00:17:55.000]  剛才那句話
[00:17:55.000 --> 00:17:57.000]  神喜愛憐憫
[00:17:57.000 --> 00:18:00.000]  是不起愛獻祭這個祭祀的
[00:18:00.000 --> 00:18:03.000]  其實在新約裡面出現了兩次
[00:18:03.000 --> 00:18:05.000]  兩次都在馬太福音裡面
[00:18:05.000 --> 00:18:07.000]  第一次在第九章
[00:18:07.000 --> 00:18:11.000]  第二次就是我們今天所讀的第十二章第七節
[00:18:11.000 --> 00:18:14.000]  在那裡巴尼塞人他們質疑
[00:18:14.000 --> 00:18:19.000]  耶穌的門徒為什麼要觸犯安息日呢
[00:18:19.000 --> 00:18:20.000]  為什麼要違規呢
[00:18:20.000 --> 00:18:22.000]  我們回到這段經文
[00:18:22.000 --> 00:18:23.000]  馬太福音第十二章
[00:18:23.000 --> 00:18:28.000]  唐用聖經一千四百七十二頁
[00:18:28.000 --> 00:18:29.000]  在這一章裡面
[00:18:29.000 --> 00:18:33.000]  耶穌的門徒經過了田間裡面
[00:18:33.000 --> 00:18:35.000]  因為肚餓的緣故
[00:18:35.000 --> 00:18:36.000]  很正常的反應
[00:18:36.000 --> 00:18:40.000]  就在旁邊摘了一些墨水來沖洗
[00:18:40.000 --> 00:18:43.000]  其實這些門徒在這個時間裡面
[00:18:43.000 --> 00:18:44.000]  經過田間這樣做
[00:18:44.000 --> 00:18:48.000]  其實某個程度是符合了聖經裡面
[00:18:48.000 --> 00:18:50.000]  律法上的描述的
[00:18:50.000 --> 00:18:53.000]  因為根據生命記第二十三章那裡
[00:18:53.000 --> 00:18:54.000]  他說你進了輪舍
[00:18:54.000 --> 00:18:56.000]  見到那些站著的和尚
[00:18:56.000 --> 00:18:59.000]  是可以用手去摘水梓
[00:18:59.000 --> 00:19:02.000]  只是不可以用鐮刀割取和尚
[00:19:02.000 --> 00:19:04.000]  意思是你不可以真的割
[00:19:04.000 --> 00:19:07.000]  肚餓去吃是沒有問題的
[00:19:07.000 --> 00:19:10.000]  所以根據律法裡面沒有問題的
[00:19:10.000 --> 00:19:12.000]  為什麼法利賽人他們說有問題呢
[00:19:12.000 --> 00:19:16.000]  因為那個發生的時候是安息日
[00:19:16.000 --> 00:19:19.000]  為什麼安息日又有問題呢
[00:19:19.000 --> 00:19:20.000]  因為法利賽人
[00:19:20.000 --> 00:19:23.000]  他們本於對上帝的說話的敬虔
[00:19:23.000 --> 00:19:27.000]  結果他們去做一些保障
[00:19:27.000 --> 00:19:29.000]  人能夠去遵守上帝的說話
[00:19:29.000 --> 00:19:31.000]  保持一個很遠的距離的話
[00:19:31.000 --> 00:19:34.000]  他就成立了一些很嚴的規矩
[00:19:34.000 --> 00:19:36.000]  保障那些人不會觸犯安息日
[00:19:36.000 --> 00:19:40.000]  結果他們就設計了
[00:19:40.000 --> 00:19:44.000]  有三十九項的工作
[00:19:44.000 --> 00:19:46.000]  指明這些是不可以做的
[00:19:46.000 --> 00:19:48.000]  做了就違規了
[00:19:48.000 --> 00:19:50.000]  不能夠列出三十九項給大家
[00:19:50.000 --> 00:19:52.000]  不過當中我們可以看到
[00:19:52.000 --> 00:19:54.000]  在我們眼光看起來
[00:19:54.000 --> 00:19:58.000]  比較大的動作就是殺種、泥田
[00:19:58.000 --> 00:20:00.000]  真的用鐮刀修割等等
[00:20:00.000 --> 00:20:03.000]  剪羊毛、打成結
[00:20:03.000 --> 00:20:05.000]  不知道在於我們叫大動作
[00:20:05.000 --> 00:20:07.000]  對我們來說都算違規了
[00:20:07.000 --> 00:20:10.000]  寫兩個字母我們現在很簡單
[00:20:10.000 --> 00:20:13.000]  你剛才寫的東西可能都完全多過這個了
[00:20:13.000 --> 00:20:16.000]  不過當時來說可能要預備很多東西
[00:20:16.000 --> 00:20:18.000]  但為了寫兩個字母
[00:20:18.000 --> 00:20:21.000]  拆除舊的那兩個都是要做的
[00:20:21.000 --> 00:20:23.000]  所以很仔細的
[00:20:23.000 --> 00:20:25.000]  就是這麼仔細的要求
[00:20:25.000 --> 00:20:29.000]  保障你不會真的在安息日裡面做事
[00:20:29.000 --> 00:20:30.000]  違反安息日
[00:20:30.000 --> 00:20:33.000]  因為安息日的要求真的很嚴格
[00:20:33.000 --> 00:20:36.000]  所以門徒在這個時間裡面
[00:20:36.000 --> 00:20:40.000]  在經過田間裡面去摘那些墨水的時間
[00:20:40.000 --> 00:20:45.000]  他們就定為這樣就等於修割了
[00:20:45.000 --> 00:20:47.000]  但當我們看回剛才的經文
[00:20:47.000 --> 00:20:49.000]  又不明顯是
[00:20:49.000 --> 00:20:51.000]  明顯是將它分別了出來的
[00:20:51.000 --> 00:20:55.000]  不過耶穌是沒有和他們爭辯這個細節的問題
[00:20:55.000 --> 00:20:57.000]  他用另一個方式
