
[00:00:00.000 --> 00:00:03.640]  在很多年前歐洲發生戰事
[00:09:13.680 --> 00:09:15.920]  或者有些基督徒說,我信耶穌
[00:09:15.920 --> 00:09:18.080]  但是我不喜歡回教會
[00:09:18.080 --> 00:09:21.920]  我信耶穌就可以了,我就不回教會
[00:09:21.920 --> 00:09:24.920]  但是無論你喜歡不喜歡
[00:09:24.920 --> 00:09:26.840]  無論你承認不承認
[00:09:26.840 --> 00:09:29.080]  如果你是神的兒女
[00:09:29.080 --> 00:09:32.880]  弟兄同住是必須的
[00:09:32.880 --> 00:09:34.520]  這是神所定義
[00:09:34.520 --> 00:09:37.440]  因為就是要我們走在一起
[00:09:37.440 --> 00:09:40.600]  所以你看到,當聖經裡面說
[00:09:40.600 --> 00:09:42.880]  有一天耶穌會回來的時候
[00:09:42.880 --> 00:09:44.160]  接著我們會怎樣呢?
[00:09:44.160 --> 00:09:46.560]  活著的人就會被提
[00:09:46.560 --> 00:09:48.320]  聖經說是哪些人被提呢?
[00:09:48.320 --> 00:09:49.760]  是信徒被提
[00:09:49.760 --> 00:09:55.800]  接著空中與一些在主懷安息的人再一次相遇
[00:09:55.800 --> 00:09:58.800]  但聖經不是說個別的信徒被提
[00:09:58.800 --> 00:10:01.600]  聖經裡面說是教會被提
[00:10:01.600 --> 00:10:04.520]  是整個天國的教會被提
[00:10:04.520 --> 00:10:07.160]  是整個教會群體被提
[00:10:07.160 --> 00:10:09.960]  所以神的心意
[00:10:09.960 --> 00:10:12.880]  我們活在地上
[00:10:12.880 --> 00:10:15.080]  我們既然是神的兒女
[00:10:15.080 --> 00:10:18.560]  但我們都是同屬一個教會
[00:10:18.560 --> 00:10:21.000]  一個信仰群體裡面
[00:10:21.000 --> 00:10:26.200]  當然有些人會喜歡做一個動行俠的基督徒
[00:10:26.200 --> 00:10:29.600]  但這不是聖經的期望
[00:10:29.600 --> 00:10:31.680]  不是神的旨意
[00:10:31.680 --> 00:10:36.560]  因為信徒應該永遠屬於一個信仰的群體裡面
[00:10:36.560 --> 00:10:38.280]  就像一個家庭裡面
[00:10:38.280 --> 00:10:40.680]  我們有家庭的成員一樣
[00:10:40.680 --> 00:10:44.640]  當然說到教會就像一個家庭一樣
[00:10:44.640 --> 00:10:46.040]  但你要明白
[00:10:46.040 --> 00:10:51.760]  這個家庭不代表一定是一個快樂的大家庭
[00:10:51.760 --> 00:10:56.480]  因為好像我們每個人都來自不同的家庭裡面
[00:10:56.480 --> 00:10:59.920]  可能你的家庭是充滿快樂的
[00:10:59.920 --> 00:11:01.040]  是很開心的
[00:11:01.040 --> 00:11:07.280]  但有些家庭是充滿了很多的悲情
[00:11:07.280 --> 00:11:09.320]  但同樣在教會裡面
[00:11:09.320 --> 00:11:10.760]  也可能是這樣的情況
[00:11:10.760 --> 00:11:14.640]  不一定每個教會都是一個快樂的大家庭
[00:11:14.640 --> 00:11:17.160]  因為事實上在信仰群體裡面
[00:11:17.160 --> 00:11:19.520]  我們所遇見的弟兄姊妹
[00:11:19.520 --> 00:11:22.200]  就好像剛才說的以色列人裡面
[00:11:22.200 --> 00:11:24.280]  仍然有很多不同階層的人
[00:11:24.280 --> 00:11:26.840]  或者有很多不同的情況的人
[00:11:26.840 --> 00:11:28.760]  不見得每個人都是好人
[00:11:28.760 --> 00:11:33.600]  但是當我們接受了耶穌基督給我們的信仰
[00:11:33.600 --> 00:11:38.400]  這個神兒女的身份的時候
[00:11:38.400 --> 00:11:40.440]  我們就要知道我們是一家人
[00:11:40.440 --> 00:11:43.960]  但當然同時我們也知道我們是罪人
[00:11:43.960 --> 00:11:45.960]  只不過我們是蒙恩的罪人
[00:11:45.960 --> 00:11:47.640]  我們仍然有罪的本性
[00:11:47.640 --> 00:11:49.600]  可能在我們的心底裡面
[00:11:49.600 --> 00:11:53.320]  但我們當然要靠著主耶穌基督
[00:11:53.320 --> 00:11:56.080]  我們要剋性老鵝
[00:11:56.080 --> 00:11:58.560]  但有時候老鵝也會走出來的時候
[00:11:58.560 --> 00:12:01.440]  在我們這個家庭裡面去生活
[00:12:01.440 --> 00:12:08.360]  在我們家庭裡面互相產生很多的問題出現出來
[00:12:08.360 --> 00:12:09.960]  但無論如何
[00:12:09.960 --> 00:12:16.760]  這是神期望我們弟兄姊妹同在一起是必須的
[00:12:16.760 --> 00:12:23.160]  但當然經文給我們這麼好的一個遠景
[00:12:23.160 --> 00:12:26.560]  它說和睦同住是何等的善
[00:12:26.560 --> 00:12:27.840]  何等的美
[00:12:27.840 --> 00:12:31.800]  究竟怎樣我們可以做到這件事呢?
[00:12:31.800 --> 00:12:34.080]  第二方面我們想看
[00:12:34.080 --> 00:12:40.640]  和睦同住是我們的本份
[00:12:40.640 --> 00:12:44.960]  這裡用第二節和第三節我們一起看
[00:12:44.960 --> 00:12:49.800]  「這好比那貴重的油飄在亞倫的頭上
[00:12:49.800 --> 00:12:53.040]  流到胡蘇又流到他的衣襟
[00:12:53.040 --> 00:12:58.600]  又好比黑門的金路降在石安山」
[00:12:58.600 --> 00:13:01.880]  詩人用了兩個比喻
[00:13:01.880 --> 00:13:03.560]  或者兩個意境
[00:13:03.560 --> 00:13:05.880]  給我們描述一下
[00:13:05.880 --> 00:13:10.240]  這個信仰的群體的關係是怎樣
[00:13:10.240 --> 00:13:14.920]  第一個描述是什麼呢?
[00:13:14.920 --> 00:13:17.840]  好像貴重的油
[00:13:17.840 --> 00:13:22.160]  流在大祭司亞倫的頭上
[00:13:22.160 --> 00:13:25.960]  被高納維大祭司倒了油
[00:13:25.960 --> 00:13:28.800]  抹在頭上
[00:13:28.800 --> 00:13:32.280]  但油會滴下來的
[00:13:32.280 --> 00:13:38.000]  滴下來的胡蘇甚至會濺到他的衣襟
[00:13:38.000 --> 00:13:41.480]  這件祭司的袍子上面
[00:13:41.480 --> 00:13:44.560]  這裡有個意思就是說
[00:13:44.560 --> 00:13:46.760]  以色列的百姓
[00:13:46.760 --> 00:13:50.320]  雖然是來自不同的群體
[00:13:50.320 --> 00:13:52.240]  各有不同
[00:13:52.240 --> 00:13:56.120]  但仍能夠融為一體
[00:13:56.120 --> 00:14:01.240]  就是說百姓雖然有不同的
[00:14:01.240 --> 00:14:03.600]  每人有不同的個性
[00:14:03.600 --> 00:14:06.400]  有不同的身份、獨特的地方
[00:14:06.400 --> 00:14:11.560]  但他都能夠合成一體
[00:14:11.560 --> 00:14:14.200]  這裡說的這些油膏
[00:14:14.200 --> 00:14:18.120]  就是從頭上倒下來
[00:14:18.120 --> 00:14:23.320]  油膏本來是倒在高納維大祭司的頭上
[00:14:23.320 --> 00:14:25.800]  但他會滴到胡蘇
[00:14:25.800 --> 00:14:28.240]  濺濕了他的衣襟
[00:14:28.240 --> 00:14:31.560]  就好像在《昌夏及記》說
[00:14:31.560 --> 00:14:34.760]  他說油是會滴到衣襟上的
[00:14:34.760 --> 00:14:36.120]  會濺到那裡
[00:14:36.120 --> 00:14:38.120]  但是怎樣形容呢?
[00:14:38.120 --> 00:14:42.040]  他說這些祭司和他們的衣服
[00:14:42.040 --> 00:14:43.920]  當這樣的情況發生
[00:14:43.920 --> 00:14:47.440]  一同都成性了
[00:14:47.440 --> 00:14:49.040]  濺到衣襟也沒關係
[00:14:49.040 --> 00:14:52.160]  連衣服也一同成性了
[00:14:52.160 --> 00:14:53.520]  這裡可以看到
[00:14:53.520 --> 00:14:57.680]  原來這是神給我們的福氣
[00:14:57.680 --> 00:14:59.840]  淋到每個人的身上
[00:14:59.840 --> 00:15:01.680]  淋到每個人身上的時候
[00:15:01.680 --> 00:15:04.320]  這些福氣就可以流露出來
[00:15:04.320 --> 00:15:06.400]  這些流露的香氣
[00:15:06.400 --> 00:15:09.400]  應該散發到周圍的人
[00:15:09.400 --> 00:15:11.120]  不是我們獨有的
[00:15:11.120 --> 00:15:12.320]  神對我們的愛
[00:15:12.320 --> 00:15:13.920]  神對我們的恩典
[00:15:13.920 --> 00:15:17.240]  我們能夠繼續流露
[00:15:17.240 --> 00:15:21.000]  能夠去傳遞這種芬芳出來
[00:15:21.000 --> 00:15:24.160]  於是就叫我們身邊的人
[00:15:24.160 --> 00:15:27.000]  都同樣去感受到這種愛
[00:15:27.000 --> 00:15:30.680]  我們用愛彼此能夠去聯繫
[00:15:30.680 --> 00:15:33.040]  我們用愛彼此能夠分享
[00:15:33.040 --> 00:15:35.320]  就能夠去聯繫起來
[00:15:35.320 --> 00:15:36.720]  就好像油膏
[00:15:36.720 --> 00:15:39.600]  從頭流到臉上
[00:15:39.600 --> 00:15:41.200]  流到衣服上一樣
[00:15:41.200 --> 00:15:43.720]  每個人都可以分享
[00:15:43.720 --> 00:15:45.800]  所以今天在弟兄姊妹裡面
[00:15:45.800 --> 00:15:47.240]  我們有沒有願意
[00:15:47.240 --> 00:15:50.200]  能夠將自己從神裡面的領受
[00:15:50.200 --> 00:15:51.440]  你的恩典
[00:15:51.440 --> 00:15:53.160]  自己屬靈的經驗
[00:15:53.160 --> 00:15:55.280]  都可以跟弟兄姊妹分享
[00:15:55.280 --> 00:16:00.040]  去關心一些有需要的人呢?
[00:16:00.040 --> 00:16:01.800]  另一個方面
[00:16:01.800 --> 00:16:05.680]  這個油也代表了一種情況
[00:16:05.680 --> 00:16:08.320]  神是在我們中間
[00:16:08.320 --> 00:16:12.400]  神是在我們團契裡面的中間
[00:16:12.400 --> 00:16:19.000]  油本身是神和我們同在的意思
[00:16:19.000 --> 00:16:26.080]  這次說的祭司、安納、高納的油
[00:16:26.080 --> 00:16:28.600]  是特別貴重的油
[00:16:28.600 --> 00:16:33.360]  油是帶著滋潤
[00:16:33.360 --> 00:16:35.040]  是一種很光澤
[00:16:35.040 --> 00:16:36.920]  令人很溫暖
[00:16:36.920 --> 00:16:45.480]  所以這種油是從祭司的頭上去高流
[00:16:45.480 --> 00:16:48.360]  就是說我們團契裡面的意識
[00:16:48.360 --> 00:16:50.400]  我們弟兄姊妹
[00:16:50.400 --> 00:16:53.880]  原來大家都好像是祭司一樣
[00:16:53.880 --> 00:16:57.520]  我們浸信會常常說信徒皆祭司
[00:16:57.520 --> 00:16:58.480]  我們都是祭司
[00:16:58.480 --> 00:17:00.000]  因為我們是侍奉神的人
[00:17:00.000 --> 00:17:01.080]  但同時間
[00:17:01.080 --> 00:17:03.920]  原來我們都是神所高納的祭司
[00:17:03.920 --> 00:17:07.640]  當你這樣去看弟兄姊妹的時候
[00:17:07.640 --> 00:17:11.160]  你會覺得這是神賜給你的兄弟
[00:17:11.160 --> 00:17:13.400]  神賜給你的弟兄姊妹
[00:17:13.400 --> 00:17:15.320]  我們要很珍惜
[00:17:15.320 --> 00:17:18.600]  我們要彼此相愛
[00:17:18.600 --> 00:17:20.680]  所以這裡提醒我們
[00:17:20.680 --> 00:17:23.280]  是一個這樣的眼光
[00:17:23.280 --> 00:17:25.080]  去看我們的弟兄姊妹
[00:17:25.080 --> 00:17:27.840]  這是神所高納的祭司
[00:17:27.840 --> 00:17:29.800]  你有一個祭司的積分
[00:17:29.800 --> 00:17:32.440]  好像彼得前書也提醒我們
[00:17:32.440 --> 00:17:35.120]  我們都是祭司的積分
[00:17:35.120 --> 00:17:40.240]  我們這樣去互相對待對方的時候
[00:17:40.240 --> 00:17:42.040]  我們要互相去尊重
[00:17:42.040 --> 00:17:44.200]  我們要互相去珍惜
[00:17:44.200 --> 00:17:47.520]  我們要互相彼此相愛
[00:17:47.520 --> 00:17:49.440]  在1952年的時候
[00:17:49.440 --> 00:17:53.400]  葛培里牧師曾經在美國南部
[00:17:53.400 --> 00:17:55.640]  開了一個報道會
[00:17:55.640 --> 00:17:57.960]  但是他在報道會之前
[00:17:57.960 --> 00:18:02.120]  做了一個行動是很震撼性的
[00:18:02.120 --> 00:18:05.880]  比可能他所說的信息更加震撼
[00:18:05.880 --> 00:18:12.320]  因為他當時將一條繩子拉開了
[00:18:12.320 --> 00:18:16.600]  為什麼一條繩子在教堂裡面呢?
[00:18:16.600 --> 00:18:20.920]  因為那條繩子分隔了兩部分
[00:18:20.920 --> 00:18:22.520]  將座位
[00:18:22.520 --> 00:18:25.000]  原來前面的部分
[00:18:25.000 --> 00:18:27.800]  是給白人坐下的
[00:18:27.800 --> 00:18:30.840]  後面的部分是給黑人坐下的
[00:18:30.840 --> 00:18:32.320]  教堂已經很進步了
[00:18:32.320 --> 00:18:34.800]  黑人白人都可以進來
[00:18:34.800 --> 00:18:39.280]  但是葛培里牧師就將那條繩子拉開了
[00:18:39.280 --> 00:18:41.960]  當然可能當時有很多人很不喜歡
[00:18:41.960 --> 00:18:46.320]  但是這個行動卻表達了神的心意
[00:18:46.320 --> 00:18:50.080]  因為無論是黑人還是白人
[00:18:50.080 --> 00:18:51.640]  一群信主的人
[00:18:51.640 --> 00:18:54.360]  都應該以弟兄相稱
[00:18:54.360 --> 00:18:56.040]  大家都是弟兄
[00:18:56.040 --> 00:18:59.960]  所以你看到一個是神的心意
[00:18:59.960 --> 00:19:03.320]  我們今天在教會的相處
[00:19:03.320 --> 00:19:05.720]  我們會見到一些陌生的
[00:19:05.720 --> 00:19:07.840]  我們能否用弟兄相稱呢?
[00:19:07.840 --> 00:19:10.240]  見到一些我們不太喜歡的
[00:19:10.240 --> 00:19:12.320]  我們能否用弟兄相稱呢?
[00:19:12.320 --> 00:19:16.520]  神的教導我們去學習
[00:19:16.520 --> 00:19:17.960]  第二個異象
[00:19:17.960 --> 00:19:19.920]  第二個景象是什麼呢?
[00:19:19.920 --> 00:19:22.920]  就是好比黑門的金路
[00:19:22.920 --> 00:19:26.280]  落在一個石安山裡面
[00:19:26.280 --> 00:19:30.440]  黑門山是以色列裡面最高的山脈
[00:19:30.440 --> 00:19:32.040]  是在北部
[00:19:32.040 --> 00:19:38.600]  這個山能夠以豐富的金路見稱
[00:19:38.600 --> 00:19:42.040]  因為每天早上都有很多雨路
[00:19:42.040 --> 00:19:43.240]  很多的金路
[00:19:43.240 --> 00:19:44.760]  是很清澈
[00:19:44.760 --> 00:19:46.600]  是很清新
[00:19:46.600 --> 00:19:50.840]  源源不絕能夠在黑門山流下來
[00:19:50.840 --> 00:19:54.040]  但是黑門山能夠流到石安山
[00:19:54.040 --> 00:19:55.920]  似乎太誇張了
[00:19:55.920 --> 00:19:59.640]  如果你知道大概的地理
[00:19:59.640 --> 00:20:01.720]  就知道石安山是在說什麼呢?
[00:20:01.720 --> 00:20:03.280]  耶路撒冷
[00:20:03.280 --> 00:20:05.600]  是一個聖殿的地方
[00:20:05.600 --> 00:20:09.200]  黑門山是在北面尼巴嫩區的地方
[00:20:09.200 --> 00:20:12.800]  可能金路可以流到這個地方
[00:20:12.800 --> 00:20:14.000]  是不太可能的
[00:20:14.000 --> 00:20:15.800]  不過這個詩人要說的話
[00:20:15.800 --> 00:20:19.360]  縱使弟兄和睦是很困難的事情
[00:20:19.360 --> 00:20:21.680]  但是都可以做得到的
[00:20:21.680 --> 00:20:24.360]  都要去實踐
[00:20:24.360 --> 00:20:26.040]  如何實踐呢?
[00:20:26.040 --> 00:20:28.040]  清新的路水
[00:20:28.040 --> 00:20:29.640]  就是金路
[00:20:29.640 --> 00:20:34.560]  就是一些能夠令人滋潤的生命
[00:20:34.560 --> 00:20:36.320]  無論你說的話
[00:20:36.320 --> 00:20:39.480]  有些說話令人火都燒起來了
[00:20:39.480 --> 00:20:45.000]  有些說話能夠平靜你的內心
[00:20:45.000 --> 00:20:47.360]  有些說話能夠令你安慰
[00:20:47.360 --> 00:20:51.080]  有些說話都帶著很多不同的能力
[00:20:51.080 --> 00:20:52.680]  一種力量在裡面
[00:20:52.680 --> 00:20:55.960]  這些黑門的金路的說話
[00:20:55.960 --> 00:20:57.480]  是一個清新
[00:20:57.480 --> 00:21:02.480]  是一個能夠令你心靈更新的
[00:21:02.480 --> 00:21:04.400]  當然不單單是說話
[00:21:04.400 --> 00:21:06.320]  是一個人的行動
[00:21:06.320 --> 00:21:08.520]  一個人的生命
[00:21:08.520 --> 00:21:10.400]  所以這裡提醒了
[00:21:10.400 --> 00:21:13.080]  其實我們弟兄姐妹都要期待
[00:21:13.080 --> 00:21:15.760]  我們的弟兄姐妹彼此期待
[00:21:15.760 --> 00:21:18.160]  他也好像經過了黑門山
[00:21:18.160 --> 00:21:19.280]  一夜之間
[00:21:19.280 --> 00:21:22.200]  能夠築起很多的金路
[00:21:22.200 --> 00:21:25.200]  大家都能夠經歷神的恩典
[00:21:25.200 --> 00:21:30.080]  大家在靈命上期待大家互相滋潤
[00:21:30.080 --> 00:21:32.160]  互相慰養
[00:21:32.160 --> 00:21:34.240]  這就是黑門的金路
[00:21:34.240 --> 00:21:35.440]  這是很重要的地方
[00:21:35.440 --> 00:21:36.640]  弟兄姐妹
[00:21:36.640 --> 00:21:41.080]  我們要能夠做到互相滋潤
[00:21:41.080 --> 00:21:42.680]  互相慰養
[00:21:42.680 --> 00:21:45.000]  我們能夠彼此的支持
[00:21:45.000 --> 00:21:48.440]  這是弟兄姐妹的本份
[00:21:48.440 --> 00:21:51.400]  今天你能夠跟弟兄姐妹分享
[00:21:51.400 --> 00:21:53.520]  談論什麼內容呢?
[00:21:53.520 --> 00:21:55.200]  是說一些造就的說話
[00:21:55.200 --> 00:21:57.640]  滋潤她內心的說話
[00:21:57.640 --> 00:22:01.880]  還是說一些其他不等用的說話呢?
[00:22:01.880 --> 00:22:05.920]  我們更加要保守教會這種和睦的時候
[00:22:05.920 --> 00:22:10.280]  更加能夠用彼此激勵的說話
[00:22:10.280 --> 00:22:12.120]  如何激勵的說話呢?
[00:22:12.120 --> 00:22:13.920]  就是將人帶到神面前
[00:22:13.920 --> 00:22:15.160]  就是激勵的說話
[00:22:15.160 --> 00:22:18.560]  你說的話越讓人能夠親近神
[00:22:18.560 --> 00:22:20.560]  越讓人去尋求神
[00:22:20.560 --> 00:22:22.840]  這就是一個金路的說話
[00:22:22.840 --> 00:22:26.080]  相反你說的話越令人懷疑
[00:22:26.080 --> 00:22:28.280]  覺得有很多困難
[00:22:28.280 --> 00:22:32.440]  想離開神、離開教會
[00:22:32.440 --> 00:22:34.200]  這些不是金路
[00:22:34.200 --> 00:22:37.200]  所以幫助我們能夠學習
[00:22:37.200 --> 00:22:39.400]  期待從弟兄姐妹
[00:22:39.400 --> 00:22:43.840]  不僅能夠有這樣的金路流出來
