
[00:00:00.000 --> 00:00:05.000]  (主持人:大英節目早安,今次我們繼續這個敬拜的系列)
[00:04:06.000 --> 00:04:09.000]  這裡不應該是他真的這麼長壽
[00:04:09.000 --> 00:04:12.000]  但是有象徵性的數字
[00:04:12.000 --> 00:04:18.000]  一整年,三百六十五年,以諾與神同行
[00:04:18.000 --> 00:04:20.000]  神就將他接去了
[00:04:20.000 --> 00:04:23.000]  四十八章十五節,創世的最後
[00:04:23.000 --> 00:04:27.000]  瓦割為他眾子祝福的時候
[00:04:27.000 --> 00:04:28.000]  他說什麼呢?
[00:04:28.000 --> 00:04:32.000]  他形容阿巴拉罕和以薩是怎樣的人
[00:04:32.000 --> 00:04:36.000]  是與上帝同行的人
[00:04:36.000 --> 00:04:42.000]  他說藉著這個上帝,去祝福他的子孫
[00:04:42.000 --> 00:04:45.000]  拜託最近幾年,經常說這六個字
[00:04:45.000 --> 00:04:47.000]  行公義,好憐憫
[00:04:47.000 --> 00:04:50.000]  因為世事太多不義的事
[00:04:50.000 --> 00:04:55.000]  好好提醒,告訴我行公義,好憐憫,尼加書六章第八節
[00:04:55.000 --> 00:04:58.000]  不過很多時候很少說後面那一句
[00:04:58.000 --> 00:05:01.000]  因為我想對聯是比較容易的
[00:05:01.000 --> 00:05:03.000]  行公義,好憐憫
[00:05:03.000 --> 00:05:05.000]  但是後面說了一句什麼?
[00:05:05.000 --> 00:05:08.000]  全謙卑的心與神同行
[00:05:08.000 --> 00:05:10.000]  去敬拜他
[00:05:10.000 --> 00:05:13.000]  這就是上帝對人的旨意
[00:05:13.000 --> 00:05:17.000]  行公義,好憐憫不只是做好事
[00:05:17.000 --> 00:05:20.000]  是與上帝建立一個約的關係
[00:05:20.000 --> 00:05:22.000]  與上帝同行
[00:05:22.000 --> 00:05:26.000]  這就是敬拜的生命
[00:05:26.000 --> 00:05:28.000]  與上帝同行
[00:05:28.000 --> 00:05:33.000]  小時候你有沒有玩過一個遊戲叫做二人三足
[00:05:33.000 --> 00:05:37.000]  以前我們小時候團契就是玩低能的遊戲
[00:05:37.000 --> 00:05:39.000]  你明明不喜歡那個人
[00:05:39.000 --> 00:05:41.000]  就要跟他一起二人三足
[00:05:41.000 --> 00:05:43.000]  導師說你要跟他
[00:05:43.000 --> 00:05:45.000]  你就逼著這樣做
[00:05:45.000 --> 00:05:47.000]  什麼叫二人三足?
[00:05:47.000 --> 00:05:49.000]  就是要跟他同行
[00:05:49.000 --> 00:05:51.000]  結伴同行或者堅持,當然要跟他同行
[00:05:51.000 --> 00:05:55.000]  上帝就是我們最忠實的結伴者
[00:05:55.000 --> 00:05:57.000]  或者配伴者
[00:05:57.000 --> 00:05:59.000]  所以聖經從頭到尾都是告訴我們
[00:05:59.000 --> 00:06:02.000]  神和祂的子民是想同在的
[00:06:02.000 --> 00:06:03.000]  想同行的
[00:06:03.000 --> 00:06:06.000]  所以整本聖經從頭到尾就像兩個bookend一樣
[00:06:06.000 --> 00:06:08.000]  就告訴我們一個長篇的故事
[00:06:08.000 --> 00:06:13.000]  告訴我們上帝希望與人同住
[00:06:13.000 --> 00:06:14.000]  與人一起同住
[00:06:14.000 --> 00:06:17.000]  以致人能夠與人一起敬拜與他建立關係
[00:06:17.000 --> 00:06:22.000]  所以創世紀至到啟示錄都是講這個主題
[00:06:22.000 --> 00:06:25.000]  我們試試看中間發生什麼事
[00:06:25.000 --> 00:06:28.000]  大家記得創世紀最後的時候發生什麼事
[00:06:28.000 --> 00:06:34.000]  列祖或者瓦割和十二宗子他們全家人去了哪裡?
[00:06:34.000 --> 00:06:38.000]  埃及沒錯,他們流亡去了埃及
[00:06:38.000 --> 00:06:41.000]  然後多年之後上帝就去呼召摩西
[00:06:41.000 --> 00:06:43.000]  摩西都是流亡於曠野的
[00:06:43.000 --> 00:06:47.000]  他就向摩西顯現什麼呢?
[00:06:47.000 --> 00:06:49.000]  就是摩西在牧羊的時候
[00:06:49.000 --> 00:06:52.000]  他已經在一個很遠的地方叫米田地
[00:06:52.000 --> 00:06:56.000]  他就領羊群到曠野那邊去了什麼地方?
[00:06:56.000 --> 00:07:01.000]  神的山,敬拜上帝,遇見上帝的地方
[00:07:01.000 --> 00:07:03.000]  有上帝同在的地方都是山上的
[00:07:03.000 --> 00:07:06.000]  叫做賀列山或者西大山
[00:07:06.000 --> 00:07:09.000]  耶和華使者在荊棘裡面,火焰裡面向他顯現
[00:07:09.000 --> 00:07:11.000]  摩西看到了,他就說奇怪了
[00:07:11.000 --> 00:07:15.000]  他想走過去,我們跳到第五節
[00:07:15.000 --> 00:07:17.000]  上帝就說你不要過來
[00:07:17.000 --> 00:07:19.000]  因為你要先將鞋脫下
[00:07:19.000 --> 00:07:24.000]  因為你所站的地方就是聖地
[00:07:24.000 --> 00:07:27.000]  聖地,聖地,聖地
[00:07:27.000 --> 00:07:30.000]  上帝就說我必與你同在
[00:07:30.000 --> 00:07:33.000]  呼召他回去帶以色列人出埃及
[00:07:33.000 --> 00:07:37.000]  你必回來這個山,去到侍奉上帝
[00:07:37.000 --> 00:07:40.000]  或者應該敬拜上帝
[00:07:40.000 --> 00:07:44.000]  所以上帝去到拯救以色列人出埃及
[00:07:44.000 --> 00:07:47.000]  拯救他們的子民,用恩典來拯救他們之後
[00:07:47.000 --> 00:07:51.000]  就是說你必定要去敬拜上帝
[00:07:51.000 --> 00:07:54.000]  侍奉上帝,敬拜上帝
[00:07:54.000 --> 00:07:59.000]  然後你記得出埃及記裡面的情節
[00:07:59.000 --> 00:08:01.000]  十災等等,就打擊了法老
[00:08:01.000 --> 00:08:04.000]  然後他們就出了埃及,經過了曠野之後
[00:08:04.000 --> 00:08:07.000]  上帝就用火用雲來向他們顯現
[00:08:07.000 --> 00:08:09.000]  他們就回到這個山
[00:08:09.000 --> 00:08:11.000]  這個叫做賀列山或者西大山
[00:08:11.000 --> 00:08:14.000]  在那裡上帝向他們顯現有黑雲密布
[00:08:14.000 --> 00:08:18.000]  有火,有雲,有風,地震動
[00:08:18.000 --> 00:08:22.000]  然後上帝就說話,說什麼
[00:08:22.000 --> 00:08:27.000]  Hello,不是說Hello,說十戒
[00:08:27.000 --> 00:08:32.000]  十戒就是以色列國,以色列民的憲章
[00:08:32.000 --> 00:08:34.000]  他們的constitution
[00:08:34.000 --> 00:08:37.000]  所以有多少東西見到都好,不是靠見的上帝
[00:08:37.000 --> 00:08:41.000]  上帝要靠聽,所以上帝就說話了
[00:08:41.000 --> 00:08:45.000]  我是耶和華,曾經帶你出來埃及
[00:08:45.000 --> 00:08:48.000]  圍爐之地我將你帶了出來
[00:08:48.000 --> 00:08:53.000]  然後第一屆,第二屆,第三屆
[00:08:53.000 --> 00:08:56.000]  接著上帝就說我要住在你們中間
[00:08:56.000 --> 00:08:59.000]  用什麼方法去住在你們中間
[00:08:59.000 --> 00:09:01.000]  因為我們說的是敬拜
[00:09:01.000 --> 00:09:05.000]  所以我們想從頭到尾去追蹤一下
[00:09:05.000 --> 00:09:08.000]  到底上帝和人之間的關係
[00:09:08.000 --> 00:09:10.000]  敬拜是有什麼形式
[00:09:10.000 --> 00:09:12.000]  在出埃及的時候
[00:09:12.000 --> 00:09:15.000]  他們在西亞山的山腳的時候
[00:09:15.000 --> 00:09:19.000]  上帝就說你要照我給你的藍圖去做什麼
[00:09:19.000 --> 00:09:22.000]  做會幕,一個tabernacle
[00:09:22.000 --> 00:09:25.000]  tabernacle就是代表我在你們中間
[00:09:25.000 --> 00:09:27.000]  你就是來到這個tabernacle那裡
[00:09:27.000 --> 00:09:30.000]  你都可以獻上你的祭,去讚美,去敬拜
[00:09:30.000 --> 00:09:33.000]  你就是這樣成為一個敬拜的子民
[00:09:33.000 --> 00:09:36.000]  什麼叫做tabernacle,什麼叫做會幕
[00:09:36.000 --> 00:09:40.000]  會幕是希伯來倫的原文
[00:09:40.000 --> 00:09:43.000]  是mishkan,帳幕的意思
[00:09:43.000 --> 00:09:45.000]  希伯來倫是很妙的
[00:09:45.000 --> 00:09:48.000]  有時候加個小小的字上去,加個音上去
[00:09:48.000 --> 00:09:51.000]  你就變了另一個字
[00:09:51.000 --> 00:09:54.000]  動詞mishkan,名詞是mishkan
[00:09:54.000 --> 00:09:57.000]  動詞就是shakan
[00:09:57.000 --> 00:10:00.000]  所以你看到住這個字shakan
[00:10:00.000 --> 00:10:05.000]  加個m在前面,就是mishkan
[00:10:05.000 --> 00:10:09.000]  mishkan就是很簡單
[00:10:09.000 --> 00:10:12.000]  加個東西在前面,就變了
[00:10:12.000 --> 00:10:14.000]  將動詞變成一個名詞
[00:10:14.000 --> 00:10:18.000]  所以什麼叫做會幕,其實就是住的意思
[00:10:18.000 --> 00:10:20.000]  不是很難
[00:10:20.000 --> 00:10:23.000]  最近我才知道有一樣東西叫做
[00:10:23.000 --> 00:10:26.000]  camping和clamping有什麼分別
[00:10:26.000 --> 00:10:30.000]  大家聽過,什麼叫camping
[00:10:30.000 --> 00:10:35.000]  露營,什麼叫做豪華露營,奢華露營
[00:10:35.000 --> 00:10:39.000]  就是加個g上去,glamorous的camping
[00:10:39.000 --> 00:10:45.000]  這個叫做clamping,帳幕的意思
[00:10:45.000 --> 00:10:49.000]  這個叫camping
[00:10:49.000 --> 00:10:54.000]  clamping,這個叫clamping
[00:10:54.000 --> 00:10:58.000]  這個是什麼,camping
[00:10:58.000 --> 00:11:03.000]  這個呢,clamping
[00:11:03.000 --> 00:11:06.000]  glamorous的camping
[00:11:06.000 --> 00:11:09.000]  會幕就是這樣的一個帳幕
[00:11:09.000 --> 00:11:12.000]  當然帳幕就是代表上帝住在人之間
[00:11:12.000 --> 00:11:15.000]  所以我們看一些經文講到會幕的建造
[00:11:15.000 --> 00:11:17.000]  或者會幕的形容
[00:11:17.000 --> 00:11:20.000]  25章至40章
[00:11:20.000 --> 00:11:24.000]  整個一大塊,25章至40章
[00:11:24.000 --> 00:11:27.000]  都是講會幕的建造和會幕的藍圖等等
[00:11:27.000 --> 00:11:30.000]  25章第一節,耶路華吩咐摩西說
[00:11:30.000 --> 00:11:33.000]  你要吩咐以色列人獻禮物給我
[00:11:33.000 --> 00:11:39.000]  要他們收來的禮物就是金,銀,銅
[00:11:39.000 --> 00:11:44.000]  藍色,紫色,珠紅色,細麻,山羊毛
[00:11:44.000 --> 00:11:48.000]  染紅的公羊毛,精美的皮料
[00:11:48.000 --> 00:11:51.000]  你說哪裡有這麼多東西
[00:11:51.000 --> 00:11:54.000]  他們不是難民,他們不是今天的難民
[00:11:54.000 --> 00:11:57.000]  他們出埃及的時候是拿了金銀的
[00:11:57.000 --> 00:12:00.000]  因為他們打劫,他們打贏了埃及
[00:12:00.000 --> 00:12:02.000]  所以好像打贏仗一樣
[00:12:02.000 --> 00:12:05.000]  有戰利品
[00:12:05.000 --> 00:12:08.000]  於是他們拿著很多這樣的東西就走了
[00:12:08.000 --> 00:12:10.000]  然後去到山腳的時候
[00:12:10.000 --> 00:12:14.000]  他說你要將金銀和一些最好最好的料
[00:12:14.000 --> 00:12:17.000]  精美的皮料,LV手袋等等
[00:12:17.000 --> 00:12:20.000]  全部拿過來,做什麼?
[00:12:20.000 --> 00:12:23.000]  做這個會幕,紅馬路和寶石
[00:12:23.000 --> 00:12:26.000]  多少卡的戒指等等,全部拿下來
[00:12:26.000 --> 00:12:30.000]  你要做一個聖所
[00:12:30.000 --> 00:12:33.000]  使我能夠,Mishkan
[00:12:33.000 --> 00:12:35.000]  能夠住在你們中間
[00:12:35.000 --> 00:12:38.000]  你們就按照我的指示
[00:12:38.000 --> 00:12:42.000]  將其中一切器具的樣式照樣去做
[00:12:42.000 --> 00:12:45.000]  所以上帝說在天上面我有一個圖案給你
[00:12:45.000 --> 00:12:47.000]  有一個藍圖給你
[00:12:47.000 --> 00:12:50.000]  我們那些做建築師的最清楚
[00:12:50.000 --> 00:12:53.000]  我認識一些建築師的朋友
[00:12:53.000 --> 00:12:56.000]  他們看著那個藍圖就像墨相一樣
[00:12:56.000 --> 00:12:58.000]  很喜歡看那些東西
[00:12:58.000 --> 00:13:00.000]  怎樣畫那些東西,畫得挺好的等等
[00:13:00.000 --> 00:13:03.000]  好像那些IT人,去看那些圖案
[00:13:03.000 --> 00:13:05.000]  這個圖案寫得很好
[00:13:05.000 --> 00:13:07.000]  有沒有這樣的感覺?
[00:13:07.000 --> 00:13:09.000]  寫得很好
[00:13:09.000 --> 00:13:12.000]  這就是用一些建築的語言
[00:13:12.000 --> 00:13:16.000]  一些建造的元素
[00:13:16.000 --> 00:13:18.000]  或者一些語言
[00:13:18.000 --> 00:13:21.000]  來表達上帝在中間去住
[00:13:21.000 --> 00:13:24.000]  住在人中間,使人能夠去敬拜他
[00:13:24.000 --> 00:13:26.000]  我們看多一點
[00:13:26.000 --> 00:13:28.000]  首先說到做約櫃
[00:13:28.000 --> 00:13:31.000]  他是用做隔木
[00:13:31.000 --> 00:13:33.000]  做隔木,做一個櫃
[00:13:33.000 --> 00:13:36.000]  兩爪半長,一爪半寬
[00:13:36.000 --> 00:13:38.000]  一爪半高
[00:13:38.000 --> 00:13:41.000]  前後內外都是包金的
[00:13:41.000 --> 00:13:43.000]  然後有金牙鞭
[00:13:43.000 --> 00:13:45.000]  然後又放法板進去
[00:13:45.000 --> 00:13:48.000]  裡面就是私人座等等
[00:13:48.000 --> 00:13:51.000]  用金紙做出兩隻什麼?
[00:13:51.000 --> 00:13:53.000]  基路柏,你記得嗎?
[00:13:53.000 --> 00:13:55.000]  在哪裡出現?
[00:13:55.000 --> 00:13:58.000]  這個朋友在創世紀開頭的時候就出現了
[00:13:58.000 --> 00:14:00.000]  因為聖所就會有基路柏
[00:14:00.000 --> 00:14:03.000]  在私人座的兩頭
[00:14:03.000 --> 00:14:05.000]  大家知道什麼叫做隔木?
[00:14:05.000 --> 00:14:07.000]  如果你以色列駕車經常去曠野經過
[00:14:07.000 --> 00:14:11.000]  經常都有一些像雨傘那樣的樹
[00:14:11.000 --> 00:14:13.000]  那些就叫做隔木
[00:14:13.000 --> 00:14:16.000]  做隔木就是在曠野那裡生長的
[00:14:16.000 --> 00:14:20.000]  你看它散開的時候就能夠儲到水分
[00:14:20.000 --> 00:14:24.000]  然後那些做隔木是很防重鑄的
[00:14:24.000 --> 00:14:26.000]  很難會有重鑄到的
[00:14:26.000 --> 00:14:29.000]  是不是比你的孫子家師好?
[00:14:29.000 --> 00:14:31.000]  所以就用做隔木
[00:14:31.000 --> 00:14:33.000]  在曠野裡面找到的做隔木
[00:14:33.000 --> 00:14:36.000]  來做一個約櫃
[00:14:36.000 --> 00:14:39.000]  然後他又繼續說陳設炳
[00:14:39.000 --> 00:14:41.000]  陳設炳的桌子
[00:14:41.000 --> 00:14:43.000]  又用做隔木做一張桌子
[00:14:43.000 --> 00:14:46.000]  你看多長多高多寬
[00:14:46.000 --> 00:14:48.000]  包金的
[00:14:48.000 --> 00:14:50.000]  上面有供餅就是陳設餅
[00:14:50.000 --> 00:14:51.000]  放在桌上
[00:14:51.000 --> 00:14:55.000]  上在我的面前
[00:14:55.000 --> 00:14:56.000]  My face
[00:14:56.000 --> 00:14:58.000]  My presence
[00:14:58.000 --> 00:15:01.000]  所以人們看到會幕的時候
[00:15:01.000 --> 00:15:03.000]  他就說這個就是The presence of God
[00:15:03.000 --> 00:15:06.000]  就是上帝的同在在我們中間
[00:15:06.000 --> 00:15:07.000]  然後有萬子
[00:15:07.000 --> 00:15:08.000]  十幅的萬子
[00:15:08.000 --> 00:15:12.000]  萬子是用猜的細麻布
[00:15:12.000 --> 00:15:15.000]  藍色的紫色的珠紅色的積繩
[00:15:15.000 --> 00:15:16.000]  然後繡上什麼?
[00:15:16.000 --> 00:15:18.000]  又是我們朋友基努伯
[00:15:18.000 --> 00:15:20.000]  因為他是把守聖所
[00:15:20.000 --> 00:15:22.000]  然後有樹板
[00:15:22.000 --> 00:15:23.000]  樹板是什麼?
[00:15:23.000 --> 00:15:25.000]  就是那些帳幕
[00:15:25.000 --> 00:15:27.000]  你back up那些
[00:15:27.000 --> 00:15:29.000]  一塊這樣
[00:15:29.000 --> 00:15:31.000]  隔著一些東西
[00:15:31.000 --> 00:15:33.000]  就要做這個樹板
[00:15:33.000 --> 00:15:37.000]  然後就把那些布放上去
[00:15:37.000 --> 00:15:39.000]  帳幕的後面
[00:15:39.000 --> 00:15:40.000]  還有一句
[00:15:40.000 --> 00:15:41.000]  就是西邊
[00:15:41.000 --> 00:15:43.000]  有六塊
[00:15:43.000 --> 00:15:46.000]  為什麼帳幕的後面是西邊?
[00:15:46.000 --> 00:15:48.000]  因為會幕是向哪一邊?
[00:15:48.000 --> 00:15:50.000]  門口是向東
[00:15:50.000 --> 00:15:52.000]  所以後面就叫做西邊
[00:15:52.000 --> 00:15:54.000]  這個就叫做會幕
[00:15:54.000 --> 00:15:57.000]  就是上帝要住在他的子民中間
[00:15:57.000 --> 00:15:58.000]  在出埃及基的時候
[00:15:58.000 --> 00:15:59.000]  他說我住在你中間
[00:15:59.000 --> 00:16:02.000]  你就繼續去敬拜
[00:16:02.000 --> 00:16:04.000]  我知道看這些字很悶
[00:16:04.000 --> 00:16:06.000]  有圖有真相
[00:16:06.000 --> 00:16:08.000]  有圖有真相
[00:16:08.000 --> 00:16:11.000]  就是以色列在南部的一個公園
[00:16:11.000 --> 00:16:15.000]  他們做了一個一比一的會幕的模型
[00:16:15.000 --> 00:16:16.000]  會幕的模型
[00:16:16.000 --> 00:16:19.000]  是什麼形狀?
[00:16:19.000 --> 00:16:20.000]  長方形沒錯
[00:16:20.000 --> 00:16:23.000]  你不要看後面貨車的垃圾桶
[00:16:23.000 --> 00:16:24.000]  不是
[00:16:24.000 --> 00:16:27.000]  前面這個位置有樹板
[00:16:27.000 --> 00:16:29.000]  然後有一些帳幕
[00:16:29.000 --> 00:16:31.000]  可以攔住
[00:16:31.000 --> 00:16:32.000]  長方形
[00:16:32.000 --> 00:16:33.000]  二比一
[00:16:33.000 --> 00:16:35.000]  這個就是Tabernacle
[00:16:35.000 --> 00:16:38.000]  Mishkan 會幕
[00:16:38.000 --> 00:16:39.000]  你進去的時候
[00:16:39.000 --> 00:16:42.000]  你就在會幕的外園
[00:16:42.000 --> 00:16:44.000]  前面這塊是什麼?
[00:16:44.000 --> 00:16:45.000]  不是給你泊車
[00:16:45.000 --> 00:16:48.000]  那是祭壇
[00:16:48.000 --> 00:16:49.000]  走上去
[00:16:49.000 --> 00:16:50.000]  祭壇是什麼?
[00:16:50.000 --> 00:16:52.000]  是燒烤爐
[00:16:52.000 --> 00:16:54.000]  將祭物燒了
[00:16:54.000 --> 00:16:56.000]  燒給上帝
[00:16:56.000 --> 00:16:57.000]  獻給上帝
[00:16:57.000 --> 00:16:59.000]  再前面圓形那個
[00:16:59.000 --> 00:17:00.000]  就叫做銅盤
[00:17:00.000 --> 00:17:03.000]  就是他們結晴用的洗手等等
[00:17:03.000 --> 00:17:06.000]  這裡有一個簾
[00:17:06.000 --> 00:17:07.000]  看到嗎?
[00:17:07.000 --> 00:17:08.000]  有一塊布
[00:17:08.000 --> 00:17:10.000]  裡面叫什麼?
[00:17:10.000 --> 00:17:12.000]  聖索
[00:17:12.000 --> 00:17:13.000]  Holy of Holies
[00:17:13.000 --> 00:17:14.000]  是長方形的
[00:17:14.000 --> 00:17:15.000]  小一點的長方形
[00:17:15.000 --> 00:17:16.000]  也是二比一
[00:17:16.000 --> 00:17:17.000]  然後進去的時候
[00:17:17.000 --> 00:17:19.000]  你看到兩位朋友
[00:17:19.000 --> 00:17:21.000]  那個好像沒事做
[00:17:21.000 --> 00:17:23.000]  其實是祭司
[00:17:23.000 --> 00:17:25.000]  左邊那個是什麼?
[00:17:25.000 --> 00:17:26.000]  七燈臺
[00:17:26.000 --> 00:17:28.000]  好像生命樹的樣子
[00:17:28.000 --> 00:17:30.000]  哪裡提到生命樹?
[00:17:30.000 --> 00:17:32.000]  創世紀第二章
[00:17:32.000 --> 00:17:34.000]  右邊那個是什麼?
[00:17:34.000 --> 00:17:35.000]  猜到就猜到
[00:17:35.000 --> 00:17:37.000]  陳設餅是不是?
[00:17:37.000 --> 00:17:40.000]  每天都要燒新的餅
[00:17:40.000 --> 00:17:41.000]  然後獻給上帝
[00:17:41.000 --> 00:17:42.000]  或者應該這麼說
[00:17:42.000 --> 00:17:45.000]  你當是一個遊牧民族的人
[00:17:45.000 --> 00:17:49.000]  上帝就好像遊牧民族的主人
[00:17:49.000 --> 00:17:51.000]  他就邀請你進來
[00:17:51.000 --> 00:17:53.000]  然後他有款待你
[00:17:53.000 --> 00:17:54.000]  那個就叫做陳設餅
[00:17:54.000 --> 00:17:56.000]  Show bread
[00:17:56.000 --> 00:17:58.000]  中間那塊
[00:17:58.000 --> 00:18:00.000]  那個就是香壇
[00:18:00.000 --> 00:18:02.000]  香壇就代表上帝
[00:18:02.000 --> 00:18:04.000]  接受人的禱告
[00:18:04.000 --> 00:18:07.000]  當他點起這些香的時候
[00:18:07.000 --> 00:18:09.000]  那些香向上升
[00:18:09.000 --> 00:18:14.000]  然後上帝就接受這個禱告
[00:18:14.000 --> 00:18:15.000]  在裡面
[00:18:15.000 --> 00:18:17.000]  想不想進去看看?
[00:18:17.000 --> 00:18:18.000]  這個只是聖所
[00:18:18.000 --> 00:18:20.000]  不是致聖所
[00:18:20.000 --> 00:18:21.000]  有個致聖所
[00:18:21.000 --> 00:18:23.000]  在裡面的這塊布後面
[00:18:23.000 --> 00:18:25.000]  就是正方形的
[00:18:25.000 --> 00:18:27.000]  一比一
[00:18:27.000 --> 00:18:28.000]  Perfect square
[00:18:28.000 --> 00:18:30.000]  在近東的社會裡面
[00:18:30.000 --> 00:18:31.000]  就代表Perfection
[00:18:31.000 --> 00:18:32.000]  代表Holy
[00:18:32.000 --> 00:18:34.000]  代表神聖的地方
[00:18:34.000 --> 00:18:37.000]  那麼想進去看看
[00:18:37.000 --> 00:18:39.000]  我想告訴你
[00:18:39.000 --> 00:18:42.000]  這個致聖所
[00:18:42.000 --> 00:18:45.000]  是沒有人進去的
[00:18:45.000 --> 00:18:47.000]  一年只能進一次
[00:18:47.000 --> 00:18:48.000]  就是Yom Kippur的時候
[00:18:48.000 --> 00:18:51.000]  大概是西曆九月十月的時候
[00:18:51.000 --> 00:18:52.000]  Yom Kippur就是
[00:18:52.000 --> 00:18:53.000]  Day of Atonement
[00:18:53.000 --> 00:18:55.000]  贖罪日的時候
[00:18:55.000 --> 00:18:56.000]  贖罪日的時候
[00:18:56.000 --> 00:18:58.000]  不是每個人都進去打卡
[00:18:58.000 --> 00:19:00.000]  進去打卡拍照
[00:19:00.000 --> 00:19:01.000]  是一個人進去
[00:19:01.000 --> 00:19:02.000]  大祭司
