
[00:00:00.000 --> 00:00:02.000]  親愛的主,我們感謝讚美您
[00:01:39.500 --> 00:01:41.460]  他們還有一條小樓梯
[00:01:41.460 --> 00:01:46.040]  你就可以拉著最後的門口這樣爬上去的
[00:01:46.040 --> 00:01:49.840]  不知道在座的各位有沒有試過追趕火車
[00:01:49.840 --> 00:01:54.540]  在我小時候的記憶裡面,我也試過追趕火車
[00:01:54.540 --> 00:01:59.100]  所以這三個男人就這樣去追趕著火車
[00:01:59.100 --> 00:02:02.520]  前面那兩個跑得比較快
[00:02:02.520 --> 00:02:07.520]  終於在千鈞一髮那裡跳上了最後一節的車廂
[00:02:07.520 --> 00:02:11.980]  但是第三個男人因為行李較多又較重
[00:02:11.980 --> 00:02:15.800]  所以沒辦法趕得上那架火車
[00:02:15.800 --> 00:02:21.840]  所以只好氣喘喘地看著那兩個朋友漸漸地過去了
[00:02:21.840 --> 00:02:25.280]  突然間沒趕上火車的那個男人
[00:02:25.280 --> 00:02:29.020]  就在月台那裡忍不住大笑了
[00:02:29.020 --> 00:02:32.660]  月台上的工作人員都垂頭喪氣地問這位先生
[00:02:32.660 --> 00:02:39.200]  他說:「先生,幹什麼呀?趕不上火車,為什麼還會大笑呢?」
[00:02:39.200 --> 00:02:42.460]  那個男人就說:「你不知道的了
[00:02:42.460 --> 00:02:49.920]  剛才衝上火車的那兩個朋友,其實是來送我車的」
[00:02:49.920 --> 00:02:56.200]  即是說,上了車的那兩個男人其實是不需要上那架火車的
[00:02:56.200 --> 00:02:58.380]  可能我們都會覺得很好笑
[00:02:58.380 --> 00:03:02.860]  但其實很多人在忙的之中
[00:03:02.860 --> 00:03:06.760]  竟然會忘記了自己生命的目標
[00:03:06.760 --> 00:03:08.560]  如果沒有特定的目標
[00:03:08.560 --> 00:03:13.920]  可能只是跟著別人衝上前,衝上那架車那裡
[00:03:13.920 --> 00:03:16.080]  衝上去那架車的時候
[00:03:16.080 --> 00:03:19.720]  可能發覺根本是徒勞無功的
[00:03:19.720 --> 00:03:21.460]  所以對生命的目標
[00:03:21.460 --> 00:03:24.640]  我們是需要嚴謹、堅定不移
[00:03:24.640 --> 00:03:27.780]  否則,就好像剛才那兩個男人一樣
[00:03:27.780 --> 00:03:29.940]  自己上錯車了
[00:03:29.940 --> 00:03:35.760]  今天的經文是記載在《路加福音》9章51至62節
[00:03:35.760 --> 00:03:40.880]  讓我們看看耶穌今天對我們帶來什麼樣的提醒
[00:03:40.880 --> 00:03:43.800]  我們首先看第51節
[00:03:43.800 --> 00:03:49.280]  這一段的經文開始是很意義深遠的
[00:03:49.280 --> 00:03:53.000]  那裡說「耶穌被接上升的日子將到
[00:03:53.000 --> 00:03:56.520]  他就定義向耶路撒冷去」
[00:03:56.520 --> 00:04:02.240]  「被接上升的日子」當然就是指耶穌復活升天的日子
[00:04:02.240 --> 00:04:05.920]  而我們也可以理解它為
[00:04:05.920 --> 00:04:11.080]  耶穌生命的意義可以得以圓滿實現的日子
[00:04:11.080 --> 00:04:12.560]  主耶穌意識到
[00:04:12.560 --> 00:04:17.200]  人生在世是有一個重大的意義是要實現的
[00:04:17.200 --> 00:04:21.360]  這種意義感此刻充滿著祂整個的生命
[00:04:21.360 --> 00:04:24.720]  令祂有一種明確的生命方向
[00:04:24.720 --> 00:04:29.520]  令祂願意冒險奔向不測的路徑
[00:04:29.520 --> 00:04:33.800]  經文說到祂就定義向耶路撒冷
[00:04:33.800 --> 00:04:37.520]  所謂定義的原意翻譯出來就是
[00:04:37.520 --> 00:04:42.840]  堅決地固定自己的面向著一個方向
[00:04:42.840 --> 00:04:46.400]  就好像指南居上的那個人一樣
[00:04:46.400 --> 00:04:49.200]  無論你向著哪一個方向都好
[00:04:49.200 --> 00:04:52.880]  他最終都會向著北面的
[00:04:52.880 --> 00:04:55.560]  如果用廣東話的形容詞
[00:04:55.560 --> 00:05:01.000]  或者我們可以用硬頸向著一個方向
[00:05:01.000 --> 00:05:02.320]  經文這裡說
[00:05:02.320 --> 00:05:07.120]  主耶穌很硬頸地向著耶路撒冷的方向
[00:05:07.120 --> 00:05:13.800]  但是耶路撒冷是意味著十家受苦和死亡的
[00:05:13.800 --> 00:05:20.200]  但是生命的意義令到耶穌有一種硬頸的勇猛在裡面
[00:05:20.200 --> 00:05:21.320]  兄弟姐妹
[00:05:21.320 --> 00:05:25.960]  我們當中有多少人能夠被生命的意義所抓住
[00:05:25.960 --> 00:05:29.720]  以致我們能夠堅定地勇往直前
[00:05:29.720 --> 00:05:32.240]  連死都不怕呢?
[00:05:32.240 --> 00:05:38.280]  其實現代的社會都訓練了很多勇往直前的人
[00:05:38.280 --> 00:05:41.680]  心理學家也都強調人要勇往直前
[00:05:41.680 --> 00:05:43.840]  實現自己的潛能
[00:05:43.840 --> 00:05:47.560]  不過問題是為了達到自己的目標
[00:05:47.560 --> 00:05:49.600]  而過於偏激的話
[00:05:49.600 --> 00:05:52.440]  會不會因此而不擇手段
[00:05:52.440 --> 00:05:56.080]  甚至去消滅了其他人呢?
[00:05:56.080 --> 00:05:58.400]  人要發達的慾望
[00:05:58.400 --> 00:06:00.400]  要有權力的慾望
[00:06:00.400 --> 00:06:02.800]  令到很多人勇往直前
[00:06:02.800 --> 00:06:05.600]  甚至好像一架鏟泥車一樣
[00:06:05.600 --> 00:06:09.200]  將阻擋著前面的人要鏟走
[00:06:09.200 --> 00:06:11.720]  希特勒就是一個很好的例子
[00:06:11.720 --> 00:06:14.440]  他為了達到自己的目的
[00:06:14.440 --> 00:06:17.000]  就消滅了很多的人
[00:06:17.000 --> 00:06:20.160]  所以硬頸勇往直前
[00:06:20.160 --> 00:06:23.040]  有時都可能是很危險的
[00:06:23.040 --> 00:06:25.160]  不過主耶穌的勇往直前
[00:06:25.160 --> 00:06:27.000]  是向耶路撒冷
[00:06:27.000 --> 00:06:29.040]  是向十字架
[00:06:29.040 --> 00:06:33.000]  如果說耶穌很硬頸地去達到目標的話
[00:06:33.000 --> 00:06:35.520]  這個目標就是很特殊的
[00:06:35.520 --> 00:06:39.240]  因為祂不是為了自己的利益和好處
[00:06:39.240 --> 00:06:40.360]  反過來
[00:06:40.360 --> 00:06:43.920]  是為了他人願意放下自我
[00:06:43.920 --> 00:06:47.160]  甚至將自我甘願被消滅
[00:06:47.160 --> 00:06:51.360]  為的是令到他人的生命意義得到實現
[00:06:51.360 --> 00:06:56.440]  為的是讓其他人得到寬恕和希望
[00:06:56.440 --> 00:07:00.520]  耶穌硬頸地要勇往直前去完成的
[00:07:00.520 --> 00:07:04.600]  是要讓天國呈現在人間
[00:07:04.600 --> 00:07:07.240]  不過勇往直前的人
[00:07:07.240 --> 00:07:12.080]  通常都會遇到別人的排斥和阻攔
[00:07:12.080 --> 00:07:16.600]  接下來我們又看看耶穌和祂的門徒怎樣做
[00:07:16.600 --> 00:07:22.640]  接著我們就看看第九章52和53節
[00:07:22.640 --> 00:07:25.280]  主耶穌面向耶路撒冷
[00:07:25.280 --> 00:07:30.760]  就有人正正因為祂面向耶路撒冷而不接待祂
[00:07:30.760 --> 00:07:37.320]  不接待就是有不接納、不同意和不歡迎的意思
[00:07:37.320 --> 00:07:40.080]  這裡提到的撒瑪利亞
[00:07:40.080 --> 00:07:45.160]  撒瑪利亞人和猶太人是有一種很緊張的關係
[00:07:45.160 --> 00:07:48.880]  撒瑪利亞人有他們自己的信仰習慣
[00:07:48.880 --> 00:07:51.000]  有自己的聖經傳統
[00:07:51.000 --> 00:07:53.600]  有自己的敬拜中心
[00:07:53.600 --> 00:07:56.840]  他們敬拜的中心是在基里森山
[00:07:56.840 --> 00:08:00.520]  所以和猶太人是很不同的
[00:08:00.520 --> 00:08:05.040]  如果有人和你持不同的真理觀點
[00:08:05.040 --> 00:08:07.000]  不同的生活方式
[00:08:07.000 --> 00:08:08.680]  不同的信仰
[00:08:08.680 --> 00:08:14.280]  他們很可能會不接納你和不歡迎你
[00:08:14.280 --> 00:08:16.400]  面對這種不同
[00:08:16.400 --> 00:08:19.800]  我們又會採取什麼樣的態度呢?
[00:08:19.800 --> 00:08:26.200]  在九章54節就提到雅各和約翰的反應
[00:08:26.200 --> 00:08:31.400]  他們的反應可能是我們人類常見的反應
[00:08:31.400 --> 00:08:33.680]  當認為自己才對
[00:08:33.680 --> 00:08:35.960]  自己擁有真理的時候
[00:08:35.960 --> 00:08:40.800]  又認為自己擁有神一般的力量的時候
[00:08:40.800 --> 00:08:42.800]  面對反對自己的人
[00:08:42.800 --> 00:08:47.200]  最簡單的處理方法就是殲滅他們
[00:08:47.200 --> 00:08:51.160]  雅各和約翰此刻的想法就是
[00:08:51.160 --> 00:08:53.400]  好像鏟泥車一樣
[00:08:53.400 --> 00:08:57.920]  要鏟走一切阻擋他們前面的人
[00:08:57.920 --> 00:09:02.200]  所以原來當手裏面有權力的時候
[00:09:02.200 --> 00:09:04.640]  有了覺得自己才對
[00:09:04.640 --> 00:09:07.160]  覺得自己才是真理的時候
[00:09:07.160 --> 00:09:09.600]  就會消滅對方
[00:09:09.600 --> 00:09:11.920]  只需要給對方一個污名
[00:09:11.920 --> 00:09:14.720]  就可以運用權力
[00:09:14.720 --> 00:09:19.680]  就可以找到無懈可擊的理由去消滅對方
[00:09:19.680 --> 00:09:21.160]  要留意的是
[00:09:21.160 --> 00:09:23.840]  原來連主耶穌的門徒
[00:09:23.840 --> 00:09:29.360]  都會諜入假真理之名去行使暴力
[00:09:29.360 --> 00:09:30.960]  弟兄姊妹
[00:09:30.960 --> 00:09:33.280]  我們生命的深處
[00:09:33.280 --> 00:09:39.920]  會不會都有這種想消滅人的暴力的種子在我們裏面呢?
[00:09:39.920 --> 00:09:42.440]  面對這個暴力的騷動
[00:09:42.440 --> 00:09:45.400]  主耶穌又怎樣去回應呢?
[00:09:45.400 --> 00:09:51.000]  我們看看第九章55至56節
[00:09:51.000 --> 00:09:54.920]  主耶穌責備這兩個門徒
[00:09:54.920 --> 00:09:56.520]  「責備」這個字
[00:09:56.520 --> 00:10:02.600]  和主耶穌斥責污鬼的「斥責」這個字是同一個字
[00:10:02.600 --> 00:10:04.440]  主耶穌斥責他們
[00:10:04.440 --> 00:10:07.760]  就好像斥責污鬼一樣
[00:10:07.760 --> 00:10:09.520]  在第55節
[00:10:09.520 --> 00:10:11.760]  其實有一個註解
[00:10:11.760 --> 00:10:14.080]  如果你們用唐用日聖經
[00:10:14.080 --> 00:10:16.640]  就會見到那個註解
[00:10:16.640 --> 00:10:17.840]  那裏這樣說
[00:10:17.840 --> 00:10:21.840]  有古卷是加了一句這樣說
[00:10:21.840 --> 00:10:26.160]  主責備他們的說話
[00:10:26.160 --> 00:10:27.640]  主耶穌這樣說
[00:10:27.640 --> 00:10:31.280]  「你們的心如何,你們並不知道
[00:10:31.280 --> 00:10:34.760]  人子來不是要滅人的性命
[00:10:34.760 --> 00:10:37.840]  是要救人的性命」
[00:10:37.840 --> 00:10:39.760]  主耶穌的意思是
[00:10:39.760 --> 00:10:43.440]  你們知不知道自己在做甚麼?
[00:10:43.440 --> 00:10:46.960]  你們知不知道自己在想甚麼?
[00:10:46.960 --> 00:10:50.560]  你們知不知道到底自己是誰?
[00:10:50.560 --> 00:10:55.360]  到底你們知不知道甚麼才是基督徒?
[00:10:55.360 --> 00:10:56.920]  主耶穌的硬頸
[00:10:56.920 --> 00:11:00.520]  是真的要去完成祂的目標
[00:11:00.520 --> 00:11:06.360]  但不是要消滅一切反對的力量而達至的目標
[00:11:06.360 --> 00:11:07.880]  主耶穌說
[00:11:07.880 --> 00:11:11.800]  「人子來不是要滅人的性命
[00:11:11.800 --> 00:11:14.160]  是要救人的性命」
[00:11:14.160 --> 00:11:15.960]  一句很簡單的說話
[00:11:15.960 --> 00:11:19.760]  點出了我們基督教信仰所說的救贖
[00:11:19.760 --> 00:11:21.680]  不是你說擁有真理
[00:11:21.680 --> 00:11:25.360]  就可以消滅或者審判反對你的人
[00:11:25.360 --> 00:11:27.000]  違背真理
[00:11:27.000 --> 00:11:28.800]  因為真正的真理
[00:11:28.800 --> 00:11:31.840]  不是我們被人去擁有的
[00:11:31.840 --> 00:11:34.960]  真理是當你去學習
[00:11:34.960 --> 00:11:38.040]  接待一個反對你的人的時候
[00:11:38.040 --> 00:11:40.240]  去呈現出來的
[00:11:40.240 --> 00:11:42.880]  並且不是你擁有權力
[00:11:42.880 --> 00:11:47.040]  就可以去用權力壓制反對你的人
[00:11:47.040 --> 00:11:48.280]  真正的權力
[00:11:48.280 --> 00:11:50.560]  是在於你放下權力
[00:11:50.560 --> 00:11:51.960]  反倒虛己
[00:11:51.960 --> 00:11:53.800]  為了其他人的福祉
[00:11:53.800 --> 00:11:57.760]  而自己背負更大的責任的時候
[00:11:57.760 --> 00:11:59.880]  這個權力就出現了
[00:11:59.880 --> 00:12:02.960]  因為最大的力量不是權力
[00:12:02.960 --> 00:12:04.880]  而是溫柔
[00:12:04.880 --> 00:12:07.440]  溫柔不是只說話小聲
[00:12:07.440 --> 00:12:09.120]  很軟弱的表現
[00:12:09.120 --> 00:12:10.080]  相反
[00:12:10.080 --> 00:12:12.720]  聖經裏面的溫柔是一種力量
[00:12:12.720 --> 00:12:13.880]  以助人
[00:12:13.880 --> 00:12:17.600]  幫助人的善行為目標的力量
[00:12:17.600 --> 00:12:19.800]  不是只考慮到自己
[00:12:19.800 --> 00:12:23.200]  而是考慮到其他的人
[00:12:23.200 --> 00:12:24.680]  所以
[00:12:24.680 --> 00:12:26.440]  當極惡的事
[00:12:26.440 --> 00:12:28.880]  彷彿喚醒人的良知
[00:12:28.880 --> 00:12:32.160]  令到我們能夠抗拒和惡同行
[00:12:32.160 --> 00:12:37.080]  並且吸引我們向善的方向走的時候
[00:12:37.080 --> 00:12:39.080]  請不要忘記
[00:12:39.080 --> 00:12:41.040]  請不要忘記
[00:12:41.040 --> 00:12:44.800]  人其實對善的理解是很有限的
[00:12:44.800 --> 00:12:49.280]  我們常常都被黑暗漸漸的侵蝕
[00:12:49.280 --> 00:12:51.080]  而在信仰裏面
[00:12:51.080 --> 00:12:55.360]  基督才是真正激勵我們行善的動力
[00:12:55.360 --> 00:12:58.480]  而聖靈才是能夠幫助我們
[00:12:58.480 --> 00:13:02.480]  真正認識這位善的源頭
[00:13:02.480 --> 00:13:06.800]  所以當我們祈求神的公義臨到的時候
[00:13:06.800 --> 00:13:08.640]  請我們不要忘記
[00:13:08.640 --> 00:13:11.200]  我們更加要祈求天父
[00:13:11.200 --> 00:13:13.640]  讓我們看見、聽見
[00:13:13.640 --> 00:13:16.120]  女性的需要
[00:13:16.120 --> 00:13:18.080]  她們這一刻的狀態
[00:13:18.080 --> 00:13:19.720]  是走偏了?
[00:13:19.720 --> 00:13:21.320]  是在犯罪?
[00:13:21.320 --> 00:13:23.000]  還是灰心?
[00:13:23.000 --> 00:13:24.560]  還是哀傷?
[00:13:24.560 --> 00:13:26.120]  還是懷疑?
[00:13:26.120 --> 00:13:28.280]  還是軟弱?
[00:13:28.280 --> 00:13:30.360]  她們這一刻的需要
[00:13:30.360 --> 00:13:31.800]  是警告?
[00:13:31.800 --> 00:13:33.440]  是責備?
[00:13:33.440 --> 00:13:36.200]  還是她們需要盼望?
[00:13:36.200 --> 00:13:37.760]  需要安慰?
[00:13:37.760 --> 00:13:39.280]  需要堅固?
[00:13:39.280 --> 00:13:43.760]  需要勉勵?
[00:13:43.760 --> 00:13:45.400]  上帝的訊息
[00:13:45.400 --> 00:13:51.800]  怎樣才能夠進入人的心?
[00:13:51.800 --> 00:13:54.640]  怎樣才能讓上帝的道
[00:13:54.640 --> 00:13:57.000]  與人的生命連繫
[00:13:57.000 --> 00:14:00.240]  會不會顯明我們是對的
[00:14:00.240 --> 00:14:07.520]  更加重要呢?
[00:14:07.520 --> 00:14:13.120]  以致我們向上主祈求的同時
[00:14:13.120 --> 00:14:19.920]  不會違背上主
[00:14:19.920 --> 00:14:21.520]  雅各和約翰
[00:14:21.520 --> 00:14:23.520]  對於他們有猜疑的人
[00:14:23.520 --> 00:14:26.600]  要消滅他們
[00:14:26.600 --> 00:14:28.600]  耶穌卻責備他們
[00:14:28.600 --> 00:14:30.440]  人來到這個世界
[00:14:30.440 --> 00:14:32.760]  到底是追求什麼呢?
[00:14:32.760 --> 00:14:35.880]  我們知不知道自己是哪一個呢?
[00:14:35.880 --> 00:14:37.880]  我們知不知道作為一個基督徒
[00:14:37.880 --> 00:14:40.560]  意味著什麼呢?
[00:14:40.560 --> 00:14:41.840]  主耶穌說
[00:14:41.840 --> 00:14:45.080]  人此來不是要滅人的性命
[00:14:45.080 --> 00:14:48.480]  是要救人的性命
[00:14:48.480 --> 00:14:50.880]  主耶穌願意溫柔地
[00:14:50.880 --> 00:14:54.240]  與有猜疑甚至反對他
[00:14:54.240 --> 00:14:56.240]  抗拒他的人
[00:14:56.240 --> 00:14:58.480]  平等有愛地生活
[00:14:58.480 --> 00:15:03.760]  這就是主耶穌溫柔的一面
[00:15:03.760 --> 00:15:06.320]  接著主耶穌對不同的人
[00:15:06.320 --> 00:15:09.600]  討論什麼叫做跟隨他
[00:15:09.600 --> 00:15:17.960]  我們一起看看第九章57至62節
[00:15:17.960 --> 00:15:19.680]  狐狸的洞
[00:15:19.680 --> 00:15:21.000]  飛鳥的窩
[00:15:21.000 --> 00:15:24.160]  是提供安全感的地方
[00:15:24.160 --> 00:15:26.680]  但是要達到耶穌所說的
[00:15:26.680 --> 00:15:28.680]  那種生命的目標
[00:15:28.680 --> 00:15:30.960]  那種十誡的目標
[00:15:30.960 --> 00:15:34.120]  那種救贖他人的愛的目標
[00:15:34.120 --> 00:15:37.640]  就必須放下這種的安全感
[00:15:37.640 --> 00:15:39.120]  坐在家裡享受冷氣
[00:15:39.120 --> 00:15:41.400]  看電視是安全的
[00:15:41.400 --> 00:15:43.800]  但是要為正義而行動
[00:15:43.800 --> 00:15:48.160]  有時可能我們真的會失去安全感
[00:15:48.160 --> 00:15:51.840]  埋葬父親是當行的義
[00:15:51.840 --> 00:15:53.160]  主耶穌卻說
[00:15:53.160 --> 00:15:56.160]  任憑死人埋葬他們的死人
[00:15:56.160 --> 00:15:59.120]  你只管去傳揚神的道
[00:15:59.120 --> 00:16:02.320]  主耶穌是不是無情呢?
[00:16:02.320 --> 00:16:05.080]  安葬父親
[00:16:05.080 --> 00:16:07.000]  其實是天大的理由
[00:16:07.000 --> 00:16:08.920]  讓人放下一切
[00:16:08.920 --> 00:16:10.760]  儘管天國的事
[00:16:10.760 --> 00:16:13.120]  但是主耶穌卻沒有讓步
[00:16:13.120 --> 00:16:14.600]  在這個世界上
[00:16:14.600 --> 00:16:16.880]  沒有任何一個天大的理由
[00:16:16.880 --> 00:16:19.640]  可以讓我們放下天國的事
[00:16:19.640 --> 00:16:21.920]  這是不是不近人情呢?
[00:16:21.920 --> 00:16:23.760]  是不是很嚴厲呢?
[00:16:23.760 --> 00:16:25.400]  是的
[00:16:25.400 --> 00:16:27.360]  耶穌是嚴厲的
[00:16:27.360 --> 00:16:31.960]  有些事情是真的需要我們硬頸去完成的
[00:16:31.960 --> 00:16:36.600]  否則就沒有任何的事情能夠成就了
[00:16:36.600 --> 00:16:38.160]  坦白地說
[00:16:38.160 --> 00:16:40.800]  今天我們都可能輕忽信仰
[00:16:40.800 --> 00:16:42.840]  視之為可有可無
[00:16:42.840 --> 00:16:46.280]  遺忘了信仰的嚴厲要求
[00:16:46.280 --> 00:16:47.880]  在工作場所裡
[00:16:47.880 --> 00:16:51.040]  可能我們有天大的理由不近人情
[00:16:51.040 --> 00:16:53.520]  在對待我們不喜歡的人的時候
[00:16:53.520 --> 00:16:56.520]  可能我們有天大的理由發脾氣
[00:16:56.520 --> 00:16:58.200]  在個人的追求上
[00:16:58.200 --> 00:17:00.920]  我們可能有天大的理由只顧自己
[00:17:00.920 --> 00:17:04.040]  不理會其他的人
[00:17:04.040 --> 00:17:05.880]  在經文裡也說
[00:17:05.880 --> 00:17:06.920]  有人說
[00:17:06.920 --> 00:17:07.720]  主啊
[00:17:07.720 --> 00:17:09.240]  我要跟從祢
[00:17:09.240 --> 00:17:12.920]  但容我先去辭別我家裡的人
[00:17:12.920 --> 00:17:14.400]  主耶穌卻說
[00:17:14.400 --> 00:17:16.760]  「手扶著泥向後看的
[00:17:16.760 --> 00:17:19.760]  不配進入神的國」
[00:17:19.760 --> 00:17:22.400]  如果在農務社會裡
[00:17:22.400 --> 00:17:25.960]  以泥耕地來生產糧食
[00:17:25.960 --> 00:17:29.440]  也是生命的連繫
[00:17:29.440 --> 00:17:31.280]  主耶穌卻說
[00:17:31.280 --> 00:17:33.080]  進入神的國
[00:17:33.080 --> 00:17:34.440]  生命的連繫
[00:17:34.440 --> 00:17:37.240]  就要跟新的東西連繫
[00:17:37.240 --> 00:17:39.680]  要有新的家庭關係
[00:17:39.680 --> 00:17:43.040]  不是只連繫著我家裡的人
[00:17:43.040 --> 00:17:46.680]  而是每一個都為兄弟姐妹
[00:17:46.680 --> 00:17:49.920]  是每一個都是來自神的恩典
[00:17:49.920 --> 00:17:52.560]  這樣你才會學習到愛
[00:17:52.560 --> 00:17:54.800]  學習到分享
[00:17:56.240 --> 00:17:57.800]  跟隨主耶穌
[00:17:57.800 --> 00:18:00.480]  真是一件嚴肅的事
[00:18:00.480 --> 00:18:03.360]  主的要求是嚴厲的
[00:18:03.360 --> 00:18:04.520]  因為主耶穌說
[00:18:04.520 --> 00:18:07.240]  有些事的確是需要我們
[00:18:07.240 --> 00:18:10.240]  硬著頭皮去完成的
[00:18:10.240 --> 00:18:12.520]  有一個故事是這樣的
[00:18:12.520 --> 00:18:14.080]  有一個老智者
[00:18:14.080 --> 00:18:16.440]  即是一個智慧老人
[00:18:16.440 --> 00:18:18.760]  知道自己時日不多
[00:18:18.760 --> 00:18:23.600]  他很想跟那班學生上最後一課
[00:18:23.600 --> 00:18:26.080]  於是他們就來到一個
[00:18:26.080 --> 00:18:27.560]  充滿雜草
[00:18:27.560 --> 00:18:30.200]  即是山滿雜草的地方
[00:18:30.200 --> 00:18:31.600]  老師就問
[00:18:31.600 --> 00:18:33.360]  他說「告訴我
[00:18:33.360 --> 00:18:37.160]  怎樣才可以除掉這裡所有的雜草?」
[00:18:37.160 --> 00:18:38.440]  學生就想
[00:18:38.440 --> 00:18:41.480]  「嘩!會不會太過簡單?」
[00:18:41.480 --> 00:18:42.840]  阿甲就說
[00:18:42.840 --> 00:18:46.640]  「一把鋤頭就行,鋤完它就行」
[00:18:46.640 --> 00:18:47.600]  月就說
[00:18:47.600 --> 00:18:51.560]  「不是,用火燒完它就最快」
[00:18:51.560 --> 00:18:52.600]  丙就說
[00:18:52.600 --> 00:18:56.520]  「不是,你忘記了『野火燒不盡』這句話嗎?」
[00:18:56.520 --> 00:19:01.000]  「我們應該劃些心坑,劃下劃下就行了」
[00:19:01.000 --> 00:19:02.520]  於是老師就說
[00:19:02.520 --> 00:19:07.720]  「好吧,你們按照自己的方式去除掉這一片雜草」
[00:19:07.720 --> 00:19:11.560]  「一年之後我們再在這裡相聚」
[00:19:11.560 --> 00:19:14.320]  一年之後,學生回來了
[00:19:14.320 --> 00:19:15.840]  他們都很苦惱
[00:19:15.840 --> 00:19:18.440]  因為他們各自的方法都不行
[00:19:18.440 --> 00:19:22.320]  都沒有辦法去除掉所有的雜草
[00:19:22.320 --> 00:19:23.480]  這個時候
[00:19:23.480 --> 00:19:28.560]  原來老師已經一早為他們留下了一張字條
[00:19:28.560 --> 00:19:30.240]  字條寫道
[00:19:30.240 --> 00:19:33.160]  「除雜草的方法
[00:19:33.160 --> 00:19:35.760]  除雜草的最好的方法
[00:19:35.760 --> 00:19:40.400]  就是在上面種上莊稼」
[00:19:40.400 --> 00:19:41.760]  「會不會想過
[00:19:41.760 --> 00:19:46.760]  你們的心靈都是一片田野呢?」
[00:19:46.760 --> 00:19:48.920]  「慾望是在人心裡面
[00:19:48.920 --> 00:19:53.720]  不用思肥都會瘋狂地長出雜草」
[00:19:53.720 --> 00:19:55.200]  「稍不留神
[00:19:55.200 --> 00:19:59.680]  一個田野就會充滿著雜草」
[00:19:59.680 --> 00:20:01.200]  「要消除它
[00:20:01.200 --> 00:20:04.880]  必須種上真理和美德的莊稼」
[00:20:04.880 --> 00:20:07.520]  「莊稼越多越茁壯
[00:20:07.520 --> 00:20:10.200]  雜草就會越孱弱
[00:20:10.200 --> 00:20:13.840]  也都越來越沒有生存的空間」
[00:20:13.840 --> 00:20:15.400]  弟兄姊妹
[00:20:15.400 --> 00:20:17.200]  我們跟隨耶穌
[00:20:17.200 --> 00:20:19.440]  的確是一件很嚴肅的事
[00:20:19.440 --> 00:20:21.720]  因為當我們明白
[00:20:21.720 --> 00:20:25.920]  耶穌怎樣為我們放下祂尊貴上帝的身份
[00:20:25.920 --> 00:20:27.760]  道成肉身為人
[00:20:27.760 --> 00:20:32.320]  為著使世上的人得著赦罪和寬恕
[00:20:32.320 --> 00:20:36.080]  甘願承擔人的罪而釘在十字架上面
[00:20:36.080 --> 00:20:38.680]  又以復活的身體出現
[00:20:38.680 --> 00:20:43.320]  讓我們能夠經歷救贖而帶來的新生命的盼望
[00:20:43.320 --> 00:20:46.360]  這些事情的確提醒我們
[00:20:46.360 --> 00:20:47.560]  有些事情
[00:20:47.560 --> 00:20:50.640]  我們必須硬頸地去完成
[00:20:50.640 --> 00:20:55.080]  就是讓上帝的國呈現在人間
[00:20:55.080 --> 00:20:56.560]  各位弟兄姊妹
[00:20:56.560 --> 00:21:00.120]  今天上帝藉著祂的經文提醒我們
