
[00:00:00.000 --> 00:00:06.100]  我們在這次題目裏頭呢 叫做"伊甸之約"
[00:05:52.900 --> 00:05:55.900]  他們也能從這個所做的工作裏頭
[00:05:55.900 --> 00:05:59.900]  得到享受得到快樂得到安息
[00:05:59.900 --> 00:06:01.900]  所以這個他們的生活意義
[00:06:01.900 --> 00:06:05.900]  完全的根據他們跟神的關係
[00:06:05.900 --> 00:06:07.900]  其實我們人也是這樣的
[00:06:07.900 --> 00:06:09.900]  我們生活有時候覺得沒有意義
[00:06:09.900 --> 00:06:11.900]  爲什麼沒有意義呀
[00:06:11.900 --> 00:06:13.900]  就是我們跟神離開緣了
[00:06:13.900 --> 00:06:15.900]  甚至跟神割絕了
[00:06:15.900 --> 00:06:17.900]  當人跟神完全割開的時候
[00:06:17.900 --> 00:06:19.900]  你看見在世界上
[00:06:19.900 --> 00:06:22.900]  有多少的困難多少的麻煩
[00:06:22.900 --> 00:06:24.900]  在人中間在家庭中間
[00:06:24.900 --> 00:06:27.900]  在社會中間有很多的問題
[00:06:27.900 --> 00:06:31.900]  都是因爲人跟神的關係出現的問題了
[00:06:31.900 --> 00:06:36.900]  所以亞當他夏娃在伊甸園裏頭
[00:06:36.900 --> 00:06:40.900]  他們重要的也就是跟神的關係
[00:06:40.900 --> 00:06:43.900]  後來我們在《長寺記》就看到了
[00:06:43.900 --> 00:06:47.900]  到第三章就看到亞當跟夏娃
[00:06:47.900 --> 00:06:51.900]  後來他們墮落了犯罪了
[00:06:51.900 --> 00:06:53.900]  他們不聽神的話
[00:06:53.900 --> 00:06:56.900]  結果就破壞了跟神的關係
[00:06:56.900 --> 00:07:02.900]  最後神就把他們趕出了伊甸園
[00:07:02.900 --> 00:07:08.900]  所以這個神造人有他一個偉大的目的
[00:07:08.900 --> 00:07:10.900]  是爲了神的旨意
[00:07:10.900 --> 00:07:16.900]  神要人替神來管理這個全地
[00:07:16.900 --> 00:07:19.900]  能叫人生養衆多
[00:07:19.900 --> 00:07:24.900]  從兩個人到現在你看有七十億人
[00:07:24.900 --> 00:07:26.900]  有這麼多的人
[00:07:26.900 --> 00:07:27.900]  爲什麼呢
[00:07:27.900 --> 00:07:28.900]  目的什麼呢
[00:07:28.900 --> 00:07:32.900]  他叫亞當跟夏娃能夠在管理這個全地
[00:07:32.900 --> 00:07:35.900]  能夠生養衆多
[00:07:35.900 --> 00:07:39.900]  所以神對人是個特別的創造
[00:07:39.900 --> 00:07:42.900]  神把他這個生命之氣
[00:07:42.900 --> 00:07:48.900]  吹在泥土做的這個人的身體的鼻孔裏頭
[00:07:48.900 --> 00:07:52.900]  結果人就成爲有靈的活人
[00:07:52.900 --> 00:07:54.900]  這個地方提到有靈的活人
[00:07:54.900 --> 00:08:00.900]  就指到人跟其他的受造的活物是不同的
[00:08:00.900 --> 00:08:04.900]  其他的受造這些動物的話是沒有靈的
[00:08:04.900 --> 00:08:06.900]  他們只有魂
[00:08:06.900 --> 00:08:08.900]  他們只有很軟弱的魂
[00:08:08.900 --> 00:08:12.900]  他們只有一個身體
[00:08:12.900 --> 00:08:17.900]  所以神把成爲一個有靈的活人做什麼呢
[00:08:17.900 --> 00:08:21.900]  這個靈就是跟神有交通的
[00:08:21.900 --> 00:08:25.900]  人是靠着靈跟神來往
[00:08:25.900 --> 00:08:27.900]  如果人沒有靈的話
[00:08:27.900 --> 00:08:29.900]  跟其他動物一樣的話
[00:08:29.900 --> 00:08:33.900]  人跟神中間就不能夠有交通
[00:08:33.900 --> 00:08:36.900]  不能夠有來往
[00:08:36.900 --> 00:08:40.900]  這個伊甸的約是神跟人立的第一個約
[00:08:40.900 --> 00:08:42.900]  剛纔我們所講的
[00:08:42.900 --> 00:08:44.900]  如果主要有七個約呢
[00:08:44.900 --> 00:08:49.900]  這個伊甸的約是第一個
[00:08:49.900 --> 00:08:51.900]  立約的雙方呢
[00:08:51.900 --> 00:08:54.900]  一方是神
[00:08:54.900 --> 00:08:57.900]  另一方是亞當
[00:08:57.900 --> 00:09:00.900]  神跟亞當立約的時候
[00:09:00.900 --> 00:09:02.900]  在聖經裏頭看到
[00:09:02.900 --> 00:09:05.900]  夏娃還沒有被造出來
[00:09:05.900 --> 00:09:08.900]  所以神不是跟亞當夏娃立約
[00:09:08.900 --> 00:09:13.900]  神只是跟亞當一個人立約
[00:09:13.900 --> 00:09:16.900]  亞當就是代表的人
[00:09:16.900 --> 00:09:18.900]  他是代表的人
[00:09:18.900 --> 00:09:23.900]  他也代表以後被造的夏娃
[00:09:23.900 --> 00:09:29.900]  也代表以後從亞當夏娃來的子孫孫
[00:09:29.900 --> 00:09:31.900]  所以現在連科學家
[00:09:31.900 --> 00:09:32.900]  考古學家
[00:09:32.900 --> 00:09:34.900]  人文學家
[00:09:34.900 --> 00:09:41.900]  都發現人類的祖宗是一個
[00:09:41.900 --> 00:09:43.900]  並不是有好多的東西
[00:09:43.900 --> 00:09:45.900]  進化以後變成人的
[00:09:45.900 --> 00:09:49.900]  那是人是從亞當夏娃
[00:09:49.900 --> 00:09:52.900]  因爲現在從科學的研究的話
[00:09:52.900 --> 00:09:55.900]  那比幾千年以前都要進步的多
[00:09:55.900 --> 00:09:59.900]  從這個基因跟從染色體
[00:09:59.900 --> 00:10:02.900]  可以追蹤得到
[00:10:02.900 --> 00:10:04.900]  人一部分的一部分人
[00:10:04.900 --> 00:10:07.900]  從什麼地方來的
[00:10:07.900 --> 00:10:12.900]  那麼就可以看到神是知道
[00:10:12.900 --> 00:10:14.900]  他跟亞當立約
[00:10:14.900 --> 00:10:17.900]  因爲亞當是個代表的人
[00:10:17.900 --> 00:10:19.900]  所以可以亞當說呢
[00:10:19.900 --> 00:10:23.900]  我們都是亞當的子孫
[00:10:23.900 --> 00:10:27.900]  從我們的肉身說都是這樣的
[00:10:27.900 --> 00:10:29.900]  那麼他是人類的始祖
[00:10:29.900 --> 00:10:33.900]  也是全人類的代表
[00:10:33.900 --> 00:10:35.900]  所以他犯的罪呢
[00:10:35.900 --> 00:10:38.900]  就是代表所有從他出來的人
[00:10:38.900 --> 00:10:41.900]  都是罪人
[00:10:41.900 --> 00:10:44.900]  這個是神的做法
[00:10:44.900 --> 00:10:48.900]  神不是對一個一個人來
[00:10:48.900 --> 00:10:51.900]  叫一個人一個人來對神負責
[00:10:51.900 --> 00:10:55.900]  神是叫亞當代表全人類
[00:10:55.900 --> 00:10:57.900]  來對神負責
[00:10:57.900 --> 00:11:00.900]  這亞當好像是一棵樹
[00:11:00.900 --> 00:11:04.900]  你看見樹上所有的樹枝
[00:11:04.900 --> 00:11:06.900]  樹枝上的葉子
[00:11:06.900 --> 00:11:08.900]  從哪裏來的
[00:11:08.900 --> 00:11:10.900]  都是從樹幹出來的
[00:11:10.900 --> 00:11:12.900]  從樹幹出來
[00:11:12.900 --> 00:11:14.900]  從樹幹出來很多的枝子
[00:11:14.900 --> 00:11:15.900]  大的枝子
[00:11:15.900 --> 00:11:19.900]  然後從大的枝子到小的枝子
[00:11:19.900 --> 00:11:27.900]  那麼如果有人拿一個斧頭
[00:11:27.900 --> 00:11:29.900]  把這個樹幹給砍掉了
[00:11:29.900 --> 00:11:32.900]  那麼全部的樹枝樹葉的話
[00:11:32.900 --> 00:11:35.900]  就全部都下來了
[00:11:35.900 --> 00:11:43.900]  所以亞當是一個代表的人物
[00:11:43.900 --> 00:11:48.900]  那麼有人就認爲神不太公平
[00:11:48.900 --> 00:11:51.900]  亞當爲什麼他可以代表我
[00:11:51.900 --> 00:11:54.900]  每個人我們都向神負責
[00:11:54.900 --> 00:11:55.900]  不是挺好嗎
[00:11:55.900 --> 00:11:57.900]  亞當錯了是他的事情
[00:11:57.900 --> 00:11:59.900]  那我不會錯
[00:11:59.900 --> 00:12:02.900]  那我們下面等下看到
[00:12:02.900 --> 00:12:04.900]  亞當代表我們
[00:12:04.900 --> 00:12:06.900]  是人類的代表
[00:12:06.900 --> 00:12:10.900]  實際上是一個最好的方法
[00:12:10.900 --> 00:12:13.900]  這約的內容是什麼呢
[00:12:13.900 --> 00:12:16.900]  就是剛纔我們讀的那節聖經說
[00:12:16.900 --> 00:12:21.900]  第十六節第十七節所說的
[00:12:21.900 --> 00:12:23.900]  耶和華神吩咐他說
[00:12:23.900 --> 00:12:26.900]  園中各樣樹上的果子
[00:12:26.900 --> 00:12:28.900]  你可以隨意喫
[00:12:28.900 --> 00:12:31.900]  只是分別上顎樹上的果子
[00:12:31.900 --> 00:12:32.900]  你不可喫
[00:12:32.900 --> 00:12:35.900]  因爲你喫的日子必定是
[00:12:35.900 --> 00:12:37.900]  這就是約
[00:12:37.900 --> 00:12:43.900]  神跟亞當立的約很簡單
[00:12:43.900 --> 00:12:48.900]  就是每樣樹上的果子你都可以喫
[00:12:48.900 --> 00:12:52.900]  可能一天園有多少種樹
[00:12:52.900 --> 00:12:53.900]  一百種可能還不止
[00:12:53.900 --> 00:12:55.900]  可能一千種還不止
[00:12:55.900 --> 00:12:58.900]  就所有的都可以喫
[00:12:58.900 --> 00:13:01.900]  只有一顆你不可以喫的果子
[00:13:01.900 --> 00:13:04.900]  就是分別上顎樹的果子
[00:13:04.900 --> 00:13:06.900]  你不可以喫
[00:13:06.900 --> 00:13:07.900]  要是喫的話
[00:13:07.900 --> 00:13:09.900]  你要受到什麼刑罰呢
[00:13:09.900 --> 00:13:14.900]  你喫的日子必定死
[00:13:14.900 --> 00:13:16.900]  雖然在這個聖經裏頭
[00:13:16.900 --> 00:13:21.900]  沒有具體提到一個約這個字
[00:13:21.900 --> 00:13:25.900]  但是我們可以從其他聖經的其他的經文
[00:13:25.900 --> 00:13:31.900]  看到這個的確是神跟亞當立的約
[00:13:31.900 --> 00:13:37.900]  我讀給大家聽的經文就在和希亞書
[00:13:37.900 --> 00:13:42.900]  在舊約裏頭的和希亞書第六章第七節
[00:13:42.900 --> 00:13:45.900]  就講到這個事情
[00:13:45.900 --> 00:13:48.900]  和希亞書第六章第七節說
[00:13:48.900 --> 00:13:54.900]  他們就指着這些離開神的以色列人
[00:13:54.900 --> 00:13:57.900]  他們卻如亞當被約
[00:13:57.900 --> 00:14:00.900]  在井內向我行事滾掌
[00:14:00.900 --> 00:14:02.900]  這地方提到
[00:14:02.900 --> 00:14:06.900]  以色列人就像亞當一樣的
[00:14:06.900 --> 00:14:11.900]  他們背棄跟神立的約
[00:14:11.900 --> 00:14:14.900]  他們卻如亞當被約
[00:14:14.900 --> 00:14:19.900]  所以看見神跟亞當是有一個約的
[00:14:19.900 --> 00:14:26.900]  就是剛纔我們十六節第十七節所說的
[00:14:26.900 --> 00:14:28.900]  這實在是一個約
[00:14:28.900 --> 00:14:30.900]  這個約很簡單
[00:14:30.900 --> 00:14:34.900]  就是說你不能喫那顆
[00:14:34.900 --> 00:14:36.900]  豐田商樓書上的那個字
[00:14:36.900 --> 00:14:47.900]  那顆,這簡單,沒有很多的話語
[00:14:47.900 --> 00:14:51.900]  這約呢,實際上是對人一個試驗
[00:14:51.900 --> 00:14:54.900]  約的試驗
[00:14:54.900 --> 00:14:56.900]  約是對一個人的試驗
[00:14:56.900 --> 00:14:58.900]  試驗什麼呢?
[00:14:58.900 --> 00:15:05.900]  試驗他心裏面所存的、所想的是什麼
[00:15:05.900 --> 00:15:07.900]  能夠接受人的行爲
[00:15:07.900 --> 00:15:11.900]  能夠表現出他內心的情況
[00:15:11.900 --> 00:15:16.900]  所以神對人的試驗呢
[00:15:16.900 --> 00:15:27.900]  就是能夠把人心裏頭所存的
[00:15:27.900 --> 00:15:37.900]  就是好像一個母親跟一個小孩子說了
[00:15:37.900 --> 00:15:42.900]  我不在的時候你不可以偷糖喫
[00:15:42.900 --> 00:15:46.900]  那麼這個好像也是對一個孩子一個試驗
[00:15:46.900 --> 00:15:48.900]  對孩子一個試驗
[00:15:48.900 --> 00:15:53.900]  那麼你到底這個孩子是怎麼想的
[00:15:53.900 --> 00:15:56.900]  如果他心裏頭說我就要喫糖
[00:15:56.900 --> 00:15:59.900]  我就不管我父母怎麼樣
[00:15:59.900 --> 00:16:00.900]  我就要喫
[00:16:00.900 --> 00:16:02.900]  那麼他就去偷了
[00:16:02.900 --> 00:16:04.900]  就喫了那個糖了
[00:16:04.900 --> 00:16:08.900]  所以他心裏所想的就在行動上表現出來的
[00:16:08.900 --> 00:16:12.900]  所以這個試驗實際上是他的心是怎樣
[00:16:12.900 --> 00:16:16.900]  聽不聽父母的話
[00:16:16.900 --> 00:16:19.900]  那麼就表現出來在行動上呢
[00:16:19.900 --> 00:16:24.900]  就有這些違法的行爲了
[00:16:24.900 --> 00:16:26.900]  那麼這個試驗的中心呢
[00:16:26.900 --> 00:16:28.900]  是這個樹
[00:16:28.900 --> 00:16:32.900]  是這個分別三惡樹的樹
[00:16:32.900 --> 00:16:36.900]  喫這個分別三惡樹的果子意味着什麼
[00:16:36.900 --> 00:16:38.900]  到底什麼意思
[00:16:38.900 --> 00:16:40.900]  爲什麼這個事情那麼嚴重
[00:16:40.900 --> 00:16:43.900]  喫的時候就要死
[00:16:43.900 --> 00:16:47.900]  那我們想喫一個樹的果子有什麼了不起呢
[00:16:47.900 --> 00:16:51.900]  你喫個蘋果喫個梨那有什麼關係呢
[00:16:51.900 --> 00:16:54.900]  但是爲什麼這麼那樣的嚴重呢
[00:16:54.900 --> 00:16:56.900]  那麼有人說了
[00:16:56.900 --> 00:16:57.900]  因爲這棵樹啊
[00:16:57.900 --> 00:17:00.900]  喫了以後就能分別三惡
[00:17:00.900 --> 00:17:02.900]  能夠跟神一樣
[00:17:02.900 --> 00:17:06.900]  所以他這個亞當跟夏娃呢
[00:17:06.900 --> 00:17:08.900]  就喫了這個三惡樹的果子
[00:17:08.900 --> 00:17:10.900]  他們像跟神一樣
[00:17:10.900 --> 00:17:14.900]  其實真正的意思還不是在這個地方
[00:17:14.900 --> 00:17:20.900]  不是能夠分別這個三惡的知識
[00:17:20.900 --> 00:17:23.900]  而是對這個三惡的決定權
[00:17:23.900 --> 00:17:26.900]  就是說到底什麼是善的
[00:17:26.900 --> 00:17:28.900]  什麼是惡的
[00:17:28.900 --> 00:17:30.900]  誰來決定
[00:17:30.900 --> 00:17:32.900]  好像現在的社會上
[00:17:32.900 --> 00:17:34.900]  一個國家裏頭
[00:17:34.900 --> 00:17:35.900]  什麼是罪
[00:17:35.900 --> 00:17:38.900]  什麼是不是罪
[00:17:38.900 --> 00:17:41.900]  法律都規定的很清楚
[00:17:41.900 --> 00:17:42.900]  誰來決定呢
[00:17:42.900 --> 00:17:47.900]  一個國家的最高的一個領導機關
[00:17:47.900 --> 00:17:50.900]  才能決定什麼是善什麼是惡
[00:17:50.900 --> 00:17:51.900]  什麼是合法的
[00:17:51.900 --> 00:17:53.900]  什麼不合法
[00:17:53.900 --> 00:17:55.900]  那麼神在神這裏呢
[00:17:55.900 --> 00:17:56.900]  什麼是對的
[00:17:56.900 --> 00:17:57.900]  什麼是錯的
[00:17:57.900 --> 00:17:58.900]  什麼是善的
[00:17:58.900 --> 00:17:59.900]  什麼是惡的
[00:17:59.900 --> 00:18:00.900]  誰來決定呢
[00:18:00.900 --> 00:18:02.900]  是神來決定
[00:18:02.900 --> 00:18:05.900]  不是亞當來決定
[00:18:05.900 --> 00:18:07.900]  所以神告訴他
[00:18:07.900 --> 00:18:09.900]  你不可以喫那棵樹的果子
[00:18:09.900 --> 00:18:11.900]  意思就是說
[00:18:11.900 --> 00:18:14.900]  這個善惡的決定權是在神
[00:18:14.900 --> 00:18:18.900]  不是在人
[00:18:18.900 --> 00:18:21.900]  所以這個
[00:18:21.900 --> 00:18:22.900]  當然有人說
[00:18:22.900 --> 00:18:24.900]  這個喫了三棵樹的果子呢
[00:18:24.900 --> 00:18:27.900]  就是人有知識了
[00:18:27.900 --> 00:18:28.900]  所以神
[00:18:28.900 --> 00:18:31.900]  有人說神害怕人有知識
[00:18:31.900 --> 00:18:34.900]  所以就不許人喫這個三棵樹的果子
[00:18:34.900 --> 00:18:37.900]  分別三棵樹的果子
[00:18:37.900 --> 00:18:38.900]  其實不是的
[00:18:38.900 --> 00:18:41.900]  神不是要人做一個沒有知識
[00:18:41.900 --> 00:18:44.900]  沒有什麼理性
[00:18:44.900 --> 00:18:45.900]  糊里糊塗的人
[00:18:45.900 --> 00:18:47.900]  神不會這樣的
[00:18:47.900 --> 00:18:49.900]  神要他這個找到的人呢
[00:18:49.900 --> 00:18:50.900]  很聰明
[00:18:50.900 --> 00:18:51.900]  能夠領會
[00:18:51.900 --> 00:18:52.900]  能夠做
[00:18:52.900 --> 00:18:54.900]  有各方面的知識
[00:18:54.900 --> 00:18:56.900]  但是呢
[00:18:56.900 --> 00:18:57.900]  就是
[00:18:57.900 --> 00:19:00.900]  不是說知識是不好的
[00:19:00.900 --> 00:19:02.900]  所以有時候我也聽見
[00:19:02.900 --> 00:19:06.900]  有些人在說的話
[00:19:06.900 --> 00:19:08.900]  說我們要
[00:19:08.900 --> 00:19:11.900]  這個生命我們不要知識
[00:19:11.900 --> 00:19:13.900]  我們不要喫三棵樹的果子
[00:19:13.900 --> 00:19:16.900]  我們在弟兄相爭的時候呢
[00:19:16.900 --> 00:19:18.900]  不要講你對還是我對
[00:19:18.900 --> 00:19:19.900]  不要講知識
[00:19:19.900 --> 00:19:20.900]  我們要講生命
[00:19:20.900 --> 00:19:22.900]  其實不是這個地方
[00:19:22.900 --> 00:19:27.900]  分別三棵樹果子的一個原來的意思
[00:19:27.900 --> 00:19:30.900]  這個地方就是實際上就是
[00:19:30.900 --> 00:19:34.900]  決定善惡的標準在什麼地方
[00:19:34.900 --> 00:19:36.900]  是神來決定
[00:19:36.900 --> 00:19:39.900]  不是人來決定
[00:19:39.900 --> 00:19:42.900]  所以你喫三棵樹的果子
[00:19:42.900 --> 00:19:46.900]  就表示這個善惡由你來決定
[00:19:46.900 --> 00:19:48.900]  那今天我們看見
[00:19:48.900 --> 00:19:51.900]  人發展到什麼地步
[00:19:51.900 --> 00:19:53.900]  人要求自由
[00:19:53.900 --> 00:19:56.900]  他不受這些律法
[00:19:56.900 --> 00:19:59.900]  法律的規定的條例啊
[00:19:59.900 --> 00:20:00.900]  這些的影響
[00:20:00.900 --> 00:20:03.900]  所以你定的也不合理唄
[00:20:03.900 --> 00:20:05.900]  人總是會來爭
[00:20:05.900 --> 00:20:10.900]  要讓自己的思想
[00:20:10.900 --> 00:20:15.900]  理念能夠來得到
[00:20:15.900 --> 00:20:17.900]  佔上風
[00:20:17.900 --> 00:20:19.900]  所以你看這個
[00:20:19.900 --> 00:20:21.900]  個人有個人的善惡的標準
[00:20:21.900 --> 00:20:23.900]  公說公有理
[00:20:23.900 --> 00:20:24.900]  婆說婆有理
[00:20:24.900 --> 00:20:25.900]  個人都有理
[00:20:25.900 --> 00:20:28.900]  兩個國家有相爭的話
[00:20:28.900 --> 00:20:29.900]  個人都有理由
[00:20:29.900 --> 00:20:31.900]  所以這個世界呢
[00:20:31.900 --> 00:20:34.900]  就顯得非常的混亂
[00:20:34.900 --> 00:20:39.900]  如果我們都照神的善的標準來做
[00:20:39.900 --> 00:20:41.900]  或者我們都不做
[00:20:41.900 --> 00:20:42.900]  神所規定的
[00:20:42.900 --> 00:20:44.900]  之惡的事情
[00:20:44.900 --> 00:20:48.900]  這個世界上就會出現
[00:20:48.900 --> 00:20:50.900]  太平 平安
[00:20:50.900 --> 00:20:56.900]  能夠互相容忍的這樣的光景
[00:20:56.900 --> 00:20:57.900]  這個樹呢
[00:20:57.900 --> 00:20:59.900]  本身是沒有毒的
[00:20:59.900 --> 00:21:00.900]  是真的有棵樹
[00:21:00.900 --> 00:21:02.900]  是分別三棵樹
[00:21:02.900 --> 00:21:04.900]  不是說裏面有毒品
[00:21:04.900 --> 00:21:06.900]  就像有亞天一樣
[00:21:06.900 --> 00:21:07.900]  將它喫了以後
[00:21:07.900 --> 00:21:09.900]  那就對身體不好
[00:21:09.900 --> 00:21:12.900]  也不是這個樹有害
[00:21:12.900 --> 00:21:16.900]  而是它代表神是創造主
[00:21:16.900 --> 00:21:17.900]  是造物主
[00:21:17.900 --> 00:21:20.900]  人呢是被造的
[00:21:20.900 --> 00:21:23.900]  所以這個喫跟不喫
[00:21:23.900 --> 00:21:24.900]  都是表示
[00:21:24.900 --> 00:21:29.900]  它是不是能夠順服神製造的權柄
[00:21:29.900 --> 00:21:31.900]  神叫你不要喫
[00:21:31.900 --> 00:21:32.900]  你就不喫了
[00:21:32.900 --> 00:21:35.900]  你就順服神了
[00:21:35.900 --> 00:21:37.900]  不是說這個樹有害
[00:21:37.900 --> 00:21:40.900]  喫了以後就神魂顛倒
[00:21:40.900 --> 00:21:42.900]  其實沒有
[00:21:42.900 --> 00:21:44.900]  你看到第三章的話
[00:21:44.900 --> 00:21:45.900]  這個娘呢
[00:21:45.900 --> 00:21:47.900]  夏娃先喫了
[00:21:47.900 --> 00:21:48.900]  然後也給亞當
[00:21:48.900 --> 00:21:50.900]  聖經說
[00:21:50.900 --> 00:21:52.900]  他們二人的眼睛就明亮了
[00:21:52.900 --> 00:21:56.900]  他們沒有這個精神就不正常了
[00:21:56.900 --> 00:21:58.900]  就是各方面就改變了
[00:21:58.900 --> 00:22:02.900]  他們眼睛就明亮了
[00:22:02.900 --> 00:22:04.900]  這個地方我們看見
[00:22:04.900 --> 00:22:08.900]  不是這個樹本身有什麼害處
[00:22:08.900 --> 00:22:09.900]  而是表示
