
[00:00:00.000 --> 00:00:05.500]  昨天剛剛是馬丁奴德宗教改革的五百週年的時間
[00:02:07.000 --> 00:02:08.000]  可以說非常濃縮
[00:02:08.000 --> 00:02:12.000]  豐富地將整個基督徒成性的生活
[00:02:12.000 --> 00:02:16.000]  成性之旅濃縮在這幾章聖經裏面
[00:02:16.000 --> 00:02:21.000]  我希望今晚開始和大家思想
[00:02:21.000 --> 00:02:25.000]  今天的題目就是憤怒與恩典
[00:02:25.000 --> 00:02:30.000]  憤怒與恩典
[00:02:30.000 --> 00:02:32.000]  很多年前我聽到一個故事是這樣的
[00:02:32.000 --> 00:02:36.000]  在一個外國大學裏面
[00:02:36.000 --> 00:02:38.000]  一個大學的入學試
[00:02:38.000 --> 00:02:41.000]  入學試有幾百人甚至上千人
[00:02:41.000 --> 00:02:42.000]  坐在大禮堂裏面
[00:02:42.000 --> 00:02:45.000]  一起考這個公開入學試
[00:02:45.000 --> 00:02:47.000]  這個入學試開始的時間
[00:02:47.000 --> 00:02:49.000]  這個考官就出來講
[00:02:49.000 --> 00:02:53.000]  這個考試時間大約是一個小時
[00:02:53.000 --> 00:02:54.000]  一個小時之後
[00:02:54.000 --> 00:02:56.000]  我就會叫大家放下筆
[00:02:56.000 --> 00:02:58.000]  請大家遵守規矩
[00:02:58.000 --> 00:03:00.000]  否則你會被取消資格
[00:03:00.000 --> 00:03:03.000]  這個都是很多公開試的宣告
[00:03:03.000 --> 00:03:06.000]  跟著就派卷考試
[00:03:06.000 --> 00:03:08.000]  時間過去
[00:03:08.000 --> 00:03:09.000]  這個考官就出來講
[00:03:09.000 --> 00:03:10.000]  時間到了
[00:03:10.000 --> 00:03:12.000]  請大家放下你的筆
[00:03:12.000 --> 00:03:14.000]  很多人就很乖地放下筆
[00:03:14.000 --> 00:03:16.000]  但是在角落裏面
[00:03:16.000 --> 00:03:19.000]  有一個年青人繼續不停地寫
[00:03:19.000 --> 00:03:21.000]  這個考官就給他一個機會
[00:03:21.000 --> 00:03:22.000]  就說
[00:03:22.000 --> 00:03:24.000]  我現在再給你一次最後機會
[00:03:24.000 --> 00:03:25.000]  你放下你的筆
[00:03:25.000 --> 00:03:27.000]  否則我取消你的資格
[00:03:27.000 --> 00:03:28.000]  但是年青人都查不到
[00:03:28.000 --> 00:03:30.000]  繼續不停地寫
[00:03:30.000 --> 00:03:32.000]  這個考官就非常的生氣
[00:03:32.000 --> 00:03:34.000]  他說你再這樣做的時候
[00:03:34.000 --> 00:03:36.000]  我現在就即時取消你的資格
[00:03:36.000 --> 00:03:37.000]  但是年青人都不聽
[00:03:37.000 --> 00:03:39.000]  繼續不停地寫
[00:03:39.000 --> 00:03:42.000]  結果這個考官很生氣地
[00:03:42.000 --> 00:03:44.000]  將其他人的卷全部收了
[00:03:44.000 --> 00:03:46.000]  然後他就說
[00:03:46.000 --> 00:03:47.000]  我現在不理你了
[00:03:47.000 --> 00:03:48.000]  我取消你的資格
[00:03:48.000 --> 00:03:49.000]  你不用交卷了
[00:03:49.000 --> 00:03:50.000]  我走了
[00:03:50.000 --> 00:03:52.000]  這個年青人在這個時間
[00:03:52.000 --> 00:03:56.000]  就施施然地走到考官面前
[00:03:56.000 --> 00:03:58.000]  就跟考官講
[00:03:58.000 --> 00:04:00.000]  他說你知不知道我是誰
[00:04:00.000 --> 00:04:02.000]  這個考官更生氣
[00:04:02.000 --> 00:04:04.000]  他說就算你是大學的校長
[00:04:04.000 --> 00:04:07.000]  我也會取消你的資格
[00:04:07.000 --> 00:04:08.000]  這個年青人就說
[00:04:08.000 --> 00:04:10.000]  那就是你不知道我是誰
[00:04:10.000 --> 00:04:12.000]  他說我不需要知道你是誰
[00:04:12.000 --> 00:04:14.000]  這個年青人可能比較年青
[00:04:14.000 --> 00:04:15.000]  身手比較敏捷
[00:04:15.000 --> 00:04:18.000]  就把卷立即放在答卷裡面
[00:04:18.000 --> 00:04:19.000]  然後立即走出門口
[00:04:19.000 --> 00:04:31.000]  有時候知道對方是誰
[00:04:31.000 --> 00:04:32.000]  或者知道我是誰
[00:04:32.000 --> 00:04:34.000]  可能是一個生命很重要
[00:04:34.000 --> 00:04:36.000]  或者很多環境裡面
[00:04:36.000 --> 00:04:38.000]  一個很基本的問題
[00:04:39.000 --> 00:04:44.000]  我們要知道怎樣去成性生活
[00:04:44.000 --> 00:04:45.000]  可能第一個問題就問
[00:04:45.000 --> 00:04:47.000]  我們知不知道我們在神眼中
[00:04:47.000 --> 00:04:49.000]  我們是誰
[00:04:49.000 --> 00:04:53.000]  羅馬書第五章一到十一節
[00:04:53.000 --> 00:04:54.000]  請你翻開聖經
[00:04:54.000 --> 00:05:00.000]  或者看我們大會預備的經文排列的版本
[00:05:00.000 --> 00:05:02.000]  這個經文很明顯的
[00:05:02.000 --> 00:05:04.000]  如果看和本或其他聖經本也是
[00:05:04.000 --> 00:05:06.000]  將它分成三個段落
[00:05:06.000 --> 00:05:08.000]  第一到第五節
[00:05:08.000 --> 00:05:10.000]  第一到第五節
[00:05:10.000 --> 00:05:12.000]  第二個段落可能沒有很明顯
[00:05:12.000 --> 00:05:16.000]  我想說的是第六節到第八節
[00:05:16.000 --> 00:05:20.000]  第六節到第八節是第二個段落
[00:05:20.000 --> 00:05:25.000]  第三個段落是由第九節到第十一節
[00:05:25.000 --> 00:05:26.000]  是第三個段落
[00:05:26.000 --> 00:05:28.000]  在這三個段落裡面
[00:05:28.000 --> 00:05:30.000]  如果你細心讀的時候
[00:05:30.000 --> 00:05:31.000]  你會發現
[00:05:31.000 --> 00:05:33.000]  第一節到第五節
[00:05:33.000 --> 00:05:35.000]  特別是第一到第三節裡面
[00:05:35.000 --> 00:05:38.000]  用的字眼和最後那段
[00:05:38.000 --> 00:05:42.000]  第九到第十一節是非常非常類似的
[00:05:42.000 --> 00:05:46.000]  比如包括有恩順清二
[00:05:46.000 --> 00:05:48.000]  包括了與臣和好
[00:05:48.000 --> 00:05:51.000]  包括了在我們中文聖經比較難見到的
[00:05:51.000 --> 00:05:53.000]  第五章的第二節
[00:05:53.000 --> 00:05:56.000]  第三節用的字眼是歡歡喜喜
[00:05:56.000 --> 00:05:57.000]  翻譯成歡歡喜喜
[00:05:57.000 --> 00:05:59.000]  和本翻譯成歡歡喜喜
[00:05:59.000 --> 00:06:05.000]  然後在第十一節最後那個字
[00:06:05.000 --> 00:06:07.000]  是以臣為樂
[00:06:07.000 --> 00:06:09.000]  其實以臣為樂
[00:06:09.000 --> 00:06:11.000]  快樂的樂和歡歡喜喜
[00:06:11.000 --> 00:06:13.000]  在第二第三節所用的字眼
[00:06:13.000 --> 00:06:15.000]  在原本文字上是同一個字
[00:06:15.000 --> 00:06:16.000]  換言之
[00:06:16.000 --> 00:06:19.000]  用多次重複的字眼
[00:06:19.000 --> 00:06:20.000]  開頭這樣說
[00:06:20.000 --> 00:06:21.000]  結束這樣說
[00:06:21.000 --> 00:06:23.000]  這個結構
[00:06:23.000 --> 00:06:26.000]  有時候我們在文法上
[00:06:26.000 --> 00:06:28.000]  我們叫做三文治式的結構
[00:06:28.000 --> 00:06:30.000]  開始的時候說與臣為樂
[00:06:30.000 --> 00:06:32.000]  與臣和好
[00:06:32.000 --> 00:06:33.000]  然後結束的時間
[00:06:33.000 --> 00:06:34.000]  九到十一節
[00:06:34.000 --> 00:06:36.000]  也繼續說與臣和好
[00:06:36.000 --> 00:06:38.000]  中間第六第八節
[00:06:38.000 --> 00:06:42.000]  就放了基督為我們寫明的訊息
[00:06:42.000 --> 00:06:44.000]  三文治的結構
[00:06:44.000 --> 00:06:46.000]  當然大家會知道
[00:06:46.000 --> 00:06:48.000]  好像我們吃三文治那樣
[00:06:48.000 --> 00:06:51.000]  最重要都是餡料
[00:06:51.000 --> 00:06:53.000]  我猜很少人說喜歡吃三文治
[00:06:53.000 --> 00:06:55.000]  只喜歡一頭一尾
[00:06:55.000 --> 00:06:56.000]  不喜歡吃餡料
[00:06:56.000 --> 00:06:58.000]  那就吃白包
[00:06:58.000 --> 00:06:59.000]  你喜歡吃三文治
[00:06:59.000 --> 00:07:00.000]  也是中間的餡料
[00:07:00.000 --> 00:07:02.000]  在文法記載上也是
[00:07:02.000 --> 00:07:03.000]  這樣的結構裏面
[00:07:03.000 --> 00:07:07.000]  要凸顯了第六到第八節的重要式
[00:07:07.000 --> 00:07:10.000]  我試試根據這個分段
[00:07:10.000 --> 00:07:12.000]  跟大家思想裏面的經文
[00:07:12.000 --> 00:07:13.000]  先看第一個段落
[00:07:13.000 --> 00:07:15.000]  就是第一到第五節
[00:07:15.000 --> 00:07:16.000]  你看到
[00:07:16.000 --> 00:07:20.000]  由於第一段和第三段的經文很類似
[00:07:20.000 --> 00:07:23.000]  所以我將它分為大綱都很類似
[00:07:23.000 --> 00:07:25.000]  究竟的目的和結果
[00:07:25.000 --> 00:07:28.000]  目的和結果有時候是比較難分的
[00:07:28.000 --> 00:07:29.000]  然後中間那段
[00:07:29.000 --> 00:07:31.000]  六到第八節
[00:07:31.000 --> 00:07:32.000]  我叫做救恩的基礎
[00:07:32.000 --> 00:07:34.000]  分為三個段落
[00:07:34.000 --> 00:07:38.000]  我們先看第一到第五節
[00:07:38.000 --> 00:07:39.000]  第一節說
[00:07:39.000 --> 00:07:41.000]  我們既因順清義
[00:07:41.000 --> 00:07:43.000]  就藉著我們主耶穌基督
[00:07:43.000 --> 00:07:45.000]  得與上帝相和
[00:07:45.000 --> 00:07:47.000]  得與上帝和好
[00:07:47.000 --> 00:07:49.000]  就是下面第十一節
[00:07:49.000 --> 00:07:50.000]  亦做和好
[00:07:50.000 --> 00:07:51.000]  是同一個字眼
[00:07:51.000 --> 00:07:55.000]  我們因為因順清義的緣故
[00:07:55.000 --> 00:07:57.000]  所以與神和好
[00:07:57.000 --> 00:08:00.000]  可能大家一直都聽到
[00:08:00.000 --> 00:08:02.000]  因順清義這個字眼
[00:08:02.000 --> 00:08:04.000]  羅馬書整個的主要訊息
[00:08:04.000 --> 00:08:05.000]  是因順清義
[00:08:05.000 --> 00:08:07.000]  保羅用了四章的聖經
[00:08:07.000 --> 00:08:08.000]  一到第四章
[00:08:08.000 --> 00:08:10.000]  去解釋這個救恩
[00:08:10.000 --> 00:08:12.000]  是因順清義救恩
[00:08:12.000 --> 00:08:14.000]  猶太人 外邦人
[00:08:14.000 --> 00:08:16.000]  落在這個罪惡裏面
[00:08:16.000 --> 00:08:19.000]  上帝用耶穌基督成為挽回制
[00:08:19.000 --> 00:08:21.000]  又舉阿伯拉罕在第四章裏面
[00:08:21.000 --> 00:08:22.000]  做個例子
[00:08:22.000 --> 00:08:25.000]  阿伯拉罕不是因為獻以殺而清義
[00:08:25.000 --> 00:08:27.000]  阿伯拉罕亦都不是因為
[00:08:27.000 --> 00:08:29.000]  他遵命的時候清義
[00:08:29.000 --> 00:08:33.000]  阿伯拉罕是他未守國禮之前
[00:08:33.000 --> 00:08:35.000]  守國禮創世紀十七章
[00:08:35.000 --> 00:08:36.000]  在十六章
[00:08:36.000 --> 00:08:37.000]  在未守國禮之前
[00:08:37.000 --> 00:08:39.000]  神已經稱他為義
[00:08:39.000 --> 00:08:42.000]  阿伯拉罕因為相信神而被稱為義
[00:08:42.000 --> 00:08:44.000]  不是因為他的行為而稱為義
[00:08:44.000 --> 00:08:45.000]  所以用這個例子
[00:08:45.000 --> 00:08:47.000]  將整個因順清義的訊息
[00:08:47.000 --> 00:08:51.000]  來跟猶太人和外邦人講解
[00:08:51.000 --> 00:08:53.000]  接著他接著講
[00:08:53.000 --> 00:08:54.000]  誠信的生活
[00:08:54.000 --> 00:08:57.000]  第五章當然有個爭論
[00:08:57.000 --> 00:09:00.000]  第五章的分段是屬於第四章上文
[00:09:00.000 --> 00:09:02.000]  還是屬於第六章下文呢
[00:09:02.000 --> 00:09:04.000]  我覺得這個問題是值得討論的
[00:09:04.000 --> 00:09:06.000]  不過無論你怎樣解釋都好
[00:09:06.000 --> 00:09:07.000]  很明顯
[00:09:07.000 --> 00:09:09.000]  這是整個段落的其中一部份
[00:09:09.000 --> 00:09:12.000]  由這個因順清義救恩
[00:09:12.000 --> 00:09:14.000]  一直進到誠信生活
[00:09:14.000 --> 00:09:16.000]  要經過第五章這個地方
[00:09:16.000 --> 00:09:19.000]  這裡說
[00:09:19.000 --> 00:09:22.000]  我們因順清義
[00:09:22.000 --> 00:09:24.000]  能夠得與上帝和好
[00:09:24.000 --> 00:09:26.000]  又因為與神和好的緣故
[00:09:26.000 --> 00:09:30.000]  我們進到恩典的地位當中
[00:09:30.000 --> 00:09:31.000]  請大家留意
[00:09:31.000 --> 00:09:34.000]  第二節可能中文性比較難看
[00:09:34.000 --> 00:09:39.000]  因順得以進入現在所站的這恩典中
[00:09:39.000 --> 00:09:40.000]  這個這恩典
[00:09:40.000 --> 00:09:44.000]  當然整個救恩都是上帝的恩典
[00:09:44.000 --> 00:09:47.000]  這恩典特別有一個指明的地方
[00:09:47.000 --> 00:09:48.000]  這個恩典
[00:09:48.000 --> 00:09:49.000]  接著上文說
[00:09:49.000 --> 00:09:52.000]  進到這個恩順清義恩典當中
[00:09:52.000 --> 00:09:54.000]  我們就歡歡喜喜
[00:09:54.000 --> 00:09:58.000]  盼望神的榮耀
[00:09:58.000 --> 00:10:01.000]  本來用一個很宏觀的方法去解釋這件事
[00:10:01.000 --> 00:10:04.000]  我們本來是罪惡過犯當中的
[00:10:04.000 --> 00:10:06.000]  現在因順清義得救了
[00:10:06.000 --> 00:10:09.000]  我們就會望到很遠很遠
[00:10:09.000 --> 00:10:11.000]  當耶穌基督再回來的時間
[00:10:11.000 --> 00:10:13.000]  我們進到神的榮耀裏面
[00:10:13.000 --> 00:10:17.000]  祂從這個地面升到天上
[00:10:17.000 --> 00:10:21.000]  不過保羅用今天香港的說話說
[00:10:21.000 --> 00:10:23.000]  不是一個堅尼地的牧者
[00:10:23.000 --> 00:10:25.000]  他馬上回來告訴我們
[00:10:25.000 --> 00:10:28.000]  不但如此
[00:10:28.000 --> 00:10:29.000]  請大家留意這個字眼
[00:10:29.000 --> 00:10:30.000]  這個字眼
[00:10:30.000 --> 00:10:33.000]  你看到下文第九十一節又再出現
[00:10:33.000 --> 00:10:34.000]  不但如此
[00:10:34.000 --> 00:10:38.000]  就是在患難中也是歡歡喜喜的
[00:10:38.000 --> 00:10:39.000]  保羅馬上想到
[00:10:39.000 --> 00:10:40.000]  我們上耶穌之後
[00:10:40.000 --> 00:10:43.000]  我們面對這個世界有很多禍患
[00:10:43.000 --> 00:10:46.000]  當然基督徒遇見禍患
[00:10:46.000 --> 00:10:48.000]  有兩大原因
[00:10:48.000 --> 00:10:51.000]  一個是我們自己應該受的
[00:10:51.000 --> 00:10:53.000]  或者我們做得不好的時間
[00:10:53.000 --> 00:10:57.000]  我們應該受的一些懲罰
[00:10:57.000 --> 00:10:59.000]  你睡眠不足就會睏
[00:10:59.000 --> 00:11:02.000]  你不要賴上帝
[00:11:02.000 --> 00:11:05.000]  但是有時候我們也為主
[00:11:05.000 --> 00:11:07.000]  特別在現在這個世代
[00:11:07.000 --> 00:11:09.000]  在保羅的時代也是
[00:11:09.000 --> 00:11:11.000]  有很多為主信道
[00:11:11.000 --> 00:11:12.000]  為主受苦難的人
[00:11:12.000 --> 00:11:15.000]  因為信仰的緣故受苦難的人
[00:11:15.000 --> 00:11:16.000]  保羅是指的這一點
[00:11:16.000 --> 00:11:19.000]  他說我們為這個信仰
[00:11:19.000 --> 00:11:20.000]  為因信稱的信仰
[00:11:20.000 --> 00:11:23.000]  而接受困難的人
[00:11:23.000 --> 00:11:25.000]  我們也要歡歡喜喜
[00:11:25.000 --> 00:11:26.000]  為什麼呢
[00:11:26.000 --> 00:11:32.000]  因為知道患難會生忍耐
[00:11:32.000 --> 00:11:38.000]  在患難中我們要建立一個忍耐的性情
[00:11:38.000 --> 00:11:40.000]  下面那句很難理解
[00:11:40.000 --> 00:11:42.000]  忍耐生老年
[00:11:42.000 --> 00:11:44.000]  可能大家讀聖經讀了很多次
[00:11:44.000 --> 00:11:47.000]  大家知道老年是什麼意思嗎
[00:11:47.000 --> 00:11:48.000]  什麼叫老年
[00:11:48.000 --> 00:11:50.000]  什麼是患難生老年
[00:11:50.000 --> 00:11:52.000]  老年這個字原來在聖經中
[00:11:52.000 --> 00:11:53.000]  將會出現七次
[00:11:53.000 --> 00:11:56.000]  是非常難翻譯的一個字眼
[00:11:56.000 --> 00:11:58.000]  這七次的經文中
[00:11:58.000 --> 00:11:59.000]  如果你看那些經文
[00:11:59.000 --> 00:12:01.000]  你會發現差不多在不同的地方
[00:12:01.000 --> 00:12:03.000]  都翻譯成不同的字
[00:12:03.000 --> 00:12:05.000]  有時候經過考驗
[00:12:05.000 --> 00:12:06.000]  翻譯成老年
[00:12:06.000 --> 00:12:09.000]  老年或者在那個地方翻譯成考驗
[00:12:09.000 --> 00:12:13.000]  有時候會翻譯成乾勁
[00:12:13.000 --> 00:12:15.000]  好像很不相同的東西放在一起
[00:12:15.000 --> 00:12:16.000]  不過是同一個字
[00:12:16.000 --> 00:12:18.000]  來翻譯成不同的字
[00:12:18.000 --> 00:12:19.000]  更多的翻譯就是
[00:12:19.000 --> 00:12:22.000]  普羅常用的方法就是憑據
[00:12:22.000 --> 00:12:23.000]  更加難理解
[00:12:23.000 --> 00:12:25.000]  為什麼患難生忍耐
[00:12:25.000 --> 00:12:27.000]  忍耐生憑據是什麼意思呢
[00:12:27.000 --> 00:12:29.000]  原來字基本上的意思就是說
[00:12:29.000 --> 00:12:31.000]  一個人好像一個金屬
[00:12:31.000 --> 00:12:33.000]  經過火的燒烤
[00:12:33.000 --> 00:12:35.000]  經過火的提煉之後
[00:12:35.000 --> 00:12:38.000]  他慢慢會將雜質去除
[00:12:38.000 --> 00:12:41.000]  然後剩下來的就是好的東西
[00:12:41.000 --> 00:12:44.000]  或者物質的純潔的地方
[00:12:44.000 --> 00:12:49.000]  所以這是一個經過很長時間考驗之後
[00:12:49.000 --> 00:12:50.000]  而得到的結果
[00:12:50.000 --> 00:12:52.000]  中文聖經就很難將這個意思翻譯
[00:12:52.000 --> 00:12:53.000]  翻譯成老年
[00:12:53.000 --> 00:12:56.000]  但如果有機會看看NIV
[00:12:56.000 --> 00:12:57.000]  即是英文聖經NIV
[00:12:57.000 --> 00:12:59.000]  它也做character
[00:12:59.000 --> 00:13:00.000]  也做品格
[00:13:00.000 --> 00:13:03.000]  《環球聖經》這本新的譯本
[00:13:03.000 --> 00:13:05.000]  就直接將它翻譯成
[00:13:05.000 --> 00:13:06.000]  好像NIV那樣翻譯
[00:13:06.000 --> 00:13:10.000]  是經得起考驗的品格
[00:13:10.000 --> 00:13:11.000]  意思就是說
[00:13:11.000 --> 00:13:13.000]  原來在患難當中
[00:13:13.000 --> 00:13:15.000]  有一樣東西慢慢建立的
[00:13:15.000 --> 00:13:17.000]  就是我們在裏面
[00:13:17.000 --> 00:13:21.000]  要更成長的品格
[00:13:21.000 --> 00:13:23.000]  最近我們陳浩元在同宮
[00:13:23.000 --> 00:13:25.000]  講了一篇主題的講道
[00:13:25.000 --> 00:13:28.000]  講道一些苦難的信息
[00:13:28.000 --> 00:13:30.000]  他最後提出的就是
[00:13:30.000 --> 00:13:32.000]  在基督徒很多品格裏面
[00:13:32.000 --> 00:13:36.000]  有一部分是要經過經驗
[00:13:36.000 --> 00:13:38.000]  不是你與生俱來的
[00:13:38.000 --> 00:13:42.000]  甚至是一些不好的經驗
[00:13:42.000 --> 00:13:44.000]  你才得到好的品格
[00:13:44.000 --> 00:13:49.000]  譬如忍耐、包容這些品格
[00:13:49.000 --> 00:13:52.000]  實際上要經歷過很多實際的考驗
[00:13:52.000 --> 00:13:53.000]  你才得到的
[00:13:53.000 --> 00:13:55.000]  同樣的意思就是
[00:13:55.000 --> 00:13:57.000]  原來神透過苦難
[00:13:57.000 --> 00:13:59.000]  好像磨練的東西
[00:13:59.000 --> 00:14:02.000]  沒錯我們仍然有個盼望歡歡喜喜
[00:14:02.000 --> 00:14:03.000]  等著上帝榮耀過來
[00:14:03.000 --> 00:14:06.000]  但是在這個過程裏面
[00:14:06.000 --> 00:14:07.000]  不是完全沒有意義的
[00:14:07.000 --> 00:14:08.000]  好像快點過去就算了
[00:14:08.000 --> 00:14:09.000]  這個過程裏面
[00:14:09.000 --> 00:14:11.000]  是對我們整個基督徒的品格
[00:14:11.000 --> 00:14:13.000]  對我們基督徒整個的成長
[00:14:13.000 --> 00:14:15.000]  是很重要的一部分
[00:14:15.000 --> 00:14:17.000]  所以基督徒面對苦難
[00:14:17.000 --> 00:14:19.000]  我們從另外一個角度去看
[00:14:19.000 --> 00:14:20.000]  然後保羅說
[00:14:20.000 --> 00:14:27.000]  這個等候會不止羞愧
[00:14:27.000 --> 00:14:30.000]  因為聖靈的愛在我們當中
[00:14:30.000 --> 00:14:32.000]  囂貫著我們
[00:14:32.000 --> 00:14:34.000]  請留意第五節
[00:14:34.000 --> 00:14:35.000]  五章第五節
[00:14:35.000 --> 00:14:38.000]  在整個羅馬書講到神的救恩的時間
[00:14:38.000 --> 00:14:42.000]  第一次出現愛心的主題
[00:14:42.000 --> 00:14:46.000]  羅馬書給人感覺是一個很硬梆梆的教義
[00:14:46.000 --> 00:14:48.000]  但是在羅馬書第五章
[00:14:48.000 --> 00:14:51.000]  突出了整個教義的背後
[00:14:51.000 --> 00:14:54.000]  是上帝無條件的愛
[00:14:54.000 --> 00:14:55.000]  偉大的愛
[00:14:55.000 --> 00:14:57.000]  這個愛藉著聖靈
[00:14:57.000 --> 00:14:59.000]  然後囂貫在我們心裏
[00:14:59.000 --> 00:15:00.000]  換言之
[00:15:00.000 --> 00:15:02.000]  一個人能夠經得起考驗
[00:15:02.000 --> 00:15:03.000]  是一個動力
[00:15:03.000 --> 00:15:06.000]  這個動力就是有神的愛
[00:15:06.000 --> 00:15:08.000]  這個講法
[00:15:08.000 --> 00:15:11.000]  和仕途約翰在約翰一書
[00:15:11.000 --> 00:15:13.000]  第五章的講法
[00:15:13.000 --> 00:15:14.000]  可以講異曲同工
[00:15:14.000 --> 00:15:16.000]  約翰一書那裏講
[00:15:16.000 --> 00:15:19.000]  神的律法是不難遵守的
[00:15:19.000 --> 00:15:21.000]  你覺不覺得很震驚
[00:15:21.000 --> 00:15:24.000]  我想請問大家覺得神的律法難不難遵守呢
[00:15:24.000 --> 00:15:27.000]  有人計算過舊約的神的律法
[00:15:27.000 --> 00:15:30.000]  有618條
[00:15:30.000 --> 00:15:32.000]  如果全部遵守都幾難的
[00:15:32.000 --> 00:15:33.000]  是不是
[00:15:33.000 --> 00:15:34.000]  吃什麼 行什麼
[00:15:34.000 --> 00:15:37.000]  要怎樣和人相處
[00:15:37.000 --> 00:15:39.000]  還有一些怎樣祭祀的東西
[00:15:39.000 --> 00:15:41.000]  你全部遵守
[00:15:41.000 --> 00:15:43.000]  是一個相當困難的事
[00:15:43.000 --> 00:15:45.000]  再加上新的一些原則性的律法
[00:15:45.000 --> 00:15:46.000]  那更難
[00:15:46.000 --> 00:15:50.000]  譬如愛心 包容 赦免 寬恕等等
[00:15:50.000 --> 00:15:55.000]  約翰一書說 神的律法不遵守的
[00:15:55.000 --> 00:15:58.000]  如果你愛神的話
[00:15:58.000 --> 00:16:00.000]  你見到這裏的意思
[00:16:00.000 --> 00:16:02.000]  如果你愛神的話
[00:16:02.000 --> 00:16:05.000]  那個就不難遵守
[00:16:05.000 --> 00:16:07.000]  大家有沒有同感呢
[00:16:07.000 --> 00:16:10.000]  這裏當中我見到很多成年人
[00:16:10.000 --> 00:16:13.000]  不知你記不記得你拍拖的時候
[00:16:13.000 --> 00:16:15.000]  如果你愛對方
[00:16:15.000 --> 00:16:19.000]  律法就不難遵守
[00:16:19.000 --> 00:16:21.000]  你回想你拍拖的時候
[00:16:21.000 --> 00:16:23.000]  有沒有試過等你女朋友
[00:16:23.000 --> 00:16:26.000]  化妝出門口的經驗呢
[00:16:26.000 --> 00:16:29.000]  約了她一個小時還沒來
[00:16:29.000 --> 00:16:33.000]  不要緊 等她好閒
[00:16:33.000 --> 00:16:36.000]  結婚後呢
[00:16:36.000 --> 00:16:38.000]  有沒有搞錯 遲到還不出門口
[00:16:38.000 --> 00:16:41.000]  不停在旁邊奏坐
[00:16:41.000 --> 00:16:43.000]  你要檢討一下
[00:16:43.000 --> 00:16:47.000]  婚前婚後的愛心是不是轉變了
[00:16:47.000 --> 00:16:49.000]  由神的愛至患難當中
[00:16:49.000 --> 00:16:51.000]  不是我們傻的 騙人的
[00:16:51.000 --> 00:16:53.000]  好像把不好的說成好的
[00:16:53.000 --> 00:16:54.000]  是真的困難的
[00:16:54.000 --> 00:16:56.000]  不過因為神的愛在我心裏
