
[00:00:00.000 --> 00:00:03.160]  我們其實那個年度去到尾聲
[00:01:16.920 --> 00:01:18.680]  就是報紙的報道
[00:01:18.680 --> 00:01:22.320]  特別我記得有一份傳媒
[00:01:22.320 --> 00:01:23.120]  可能不止一份
[00:01:23.120 --> 00:01:25.160]  就說她背後有三個男人
[00:01:25.160 --> 00:01:26.480]  背後有三個男人
[00:01:26.480 --> 00:01:28.200]  幫助她可以成功
[00:01:28.200 --> 00:01:30.480]  包括了她的啟蒙老師
[00:01:30.480 --> 00:01:31.960]  其實是她的舅父
[00:01:31.960 --> 00:01:33.000]  說她的男朋友
[00:01:33.000 --> 00:01:34.120]  就是她當時的男朋友
[00:01:34.120 --> 00:01:35.680]  就是現在的丈夫
[00:01:35.680 --> 00:01:37.240]  還有她的教練
[00:01:37.240 --> 00:01:40.280]  她能夠拿到這個金牌
[00:01:40.280 --> 00:01:41.840]  走到這一步
[00:01:41.840 --> 00:01:44.640]  一定有這些人背後的支持
[00:01:44.640 --> 00:01:47.200]  還有英雄的支持
[00:01:47.200 --> 00:01:51.720]  其實很多所謂的成功人物的背後
[00:01:51.720 --> 00:01:54.120]  都往往是有一些很關鍵性
[00:01:54.120 --> 00:01:57.040]  或者有些可能是完全不太出名的人
[00:01:57.040 --> 00:01:59.200]  在她的背後
[00:01:59.200 --> 00:02:00.400]  很重要
[00:02:00.400 --> 00:02:01.640]  很多很關鍵的時間
[00:02:01.640 --> 00:02:02.960]  這些人出現
[00:02:02.960 --> 00:02:05.400]  以致那個被人見到的那個
[00:02:05.400 --> 00:02:07.680]  可以被人見到
[00:02:07.680 --> 00:02:08.680]  可以成功
[00:02:08.680 --> 00:02:10.560]  或者可以完成一些
[00:02:10.560 --> 00:02:12.880]  在她生命裏面要完成的事
[00:02:12.880 --> 00:02:14.720]  其實聖經裏面有很多這些例子
[00:02:14.720 --> 00:02:18.520]  我一直回想整個聖經裏面的故事
[00:02:18.520 --> 00:02:20.640]  摩西是一個以色列的英雄
[00:02:20.640 --> 00:02:22.960]  的一個領袖
[00:02:22.960 --> 00:02:25.320]  但其實在他人生的背後
[00:02:25.320 --> 00:02:26.240]  有一次
[00:02:26.240 --> 00:02:28.080]  我記得就是他的岳父
[00:02:28.080 --> 00:02:29.160]  叫葉契羅
[00:02:29.160 --> 00:02:31.880]  在他在那個曠野裏面
[00:02:31.880 --> 00:02:33.360]  他發覺
[00:02:33.360 --> 00:02:35.280]  他要治理一大班的百姓
[00:02:35.280 --> 00:02:36.280]  弄得他頭都暈了
[00:02:36.280 --> 00:02:37.280]  他說我不做了
[00:02:37.280 --> 00:02:38.280]  神啊我不做了
[00:02:38.280 --> 00:02:38.880]  太多人了
[00:02:38.880 --> 00:02:39.360]  太多問題了
[00:02:39.360 --> 00:02:40.360]  我搞不定了
[00:02:40.360 --> 00:02:42.480]  結果這個葉契羅
[00:02:42.480 --> 00:02:44.880]  如果你記得這個故事
[00:02:44.880 --> 00:02:45.520]  如果你不記得
[00:02:45.520 --> 00:02:47.480]  你沒聽過的話
[00:02:47.480 --> 00:02:49.160]  那你讀聖經吧
[00:02:49.160 --> 00:02:53.040]  就是講他怎樣教他、鼓勵他
[00:02:53.040 --> 00:02:56.560]  怎樣將人分開成不同的大隊、小隊
[00:02:56.560 --> 00:02:58.760]  幫助他去做管理工作
[00:02:58.760 --> 00:03:01.160]  我聽說NBA的課程
[00:03:01.160 --> 00:03:02.840]  通常都是用這個做例子
[00:03:02.840 --> 00:03:03.840]  我沒有讀過
[00:03:03.840 --> 00:03:04.600]  我就這樣說
[00:03:04.600 --> 00:03:05.480]  人家說的那些
[00:03:05.480 --> 00:03:07.240]  都有相關性的
[00:03:07.240 --> 00:03:10.560]  保羅是一個很偉大的使徒
[00:03:10.560 --> 00:03:12.760]  但其實在他背後曾經有一幕
[00:03:12.760 --> 00:03:14.840]  就是他從大馬適路上
[00:03:14.840 --> 00:03:15.960]  跟耶穌相遇之後
[00:03:15.960 --> 00:03:17.040]  眼睛看不到
[00:03:17.040 --> 00:03:20.960]  是有一個有名的英雄叫阿娜尼亞
[00:03:20.960 --> 00:03:22.440]  帶他、陪他
[00:03:22.440 --> 00:03:24.360]  去到大馬適格裡面
[00:03:24.360 --> 00:03:25.880]  讓他
[00:03:25.880 --> 00:03:27.240]  就是幫他渡過這個
[00:03:27.240 --> 00:03:31.640]  他覺得他很不明白、不理解的時間
[00:03:31.640 --> 00:03:34.000]  幫他閉上眼睛可以看回
[00:03:34.000 --> 00:03:35.400]  接待他回家
[00:03:35.400 --> 00:03:36.440]  就是那段日子
[00:03:36.440 --> 00:03:38.400]  以利亞是一個很偉大的先知
[00:03:38.400 --> 00:03:40.920]  有使徒、有先知、有領袖
[00:03:40.920 --> 00:03:42.440]  以利亞在他最困乏的時候
[00:03:42.440 --> 00:03:46.160]  他經歷了一個無名的寡婦的公認
[00:03:46.160 --> 00:03:48.840]  他渡過一個人生很低潮的時間
[00:03:48.840 --> 00:03:51.480]  我想說聖經裡面出現過很多人物
[00:03:51.480 --> 00:03:54.920]  其實都是一些出名的、神好用的
[00:03:54.920 --> 00:03:58.040]  在聖經的歷史裡面
[00:03:58.040 --> 00:03:59.840]  在神的國的歷史裡面
[00:03:59.840 --> 00:04:01.840]  很重要、很關鍵的人物
[00:04:01.840 --> 00:04:03.760]  但是在他們的人生裡面
[00:04:03.760 --> 00:04:08.280]  他們被人協助過、幫助過
[00:04:08.280 --> 00:04:10.560]  我想
[00:04:10.560 --> 00:04:12.640]  我不是一個很喜歡幕前的人
[00:04:12.640 --> 00:04:14.440]  雖然經常都要站在那裡
[00:04:14.440 --> 00:04:16.440]  認識我的人都知道我的性情
[00:04:16.440 --> 00:04:20.000]  都知道我天然傾向不是這樣的
[00:04:20.000 --> 00:04:24.840]  但是我覺得很多人都像我一樣
[00:04:24.840 --> 00:04:26.840]  如果讓你自己自由選擇
[00:04:26.840 --> 00:04:28.840]  很多人都不喜歡幕前
[00:04:28.840 --> 00:04:30.680]  我相信做幕後的人會多一些
[00:04:30.680 --> 00:04:33.640]  按照我的普遍認識
[00:04:33.640 --> 00:04:36.920]  但是我想想
[00:04:36.920 --> 00:04:39.320]  神不只是用幕前的人
[00:04:39.320 --> 00:04:41.480]  神都用很多幕後的人
[00:04:41.480 --> 00:04:43.760]  幕前、幕後其實是互相幫助
[00:04:43.760 --> 00:04:45.240]  都是神國裡面
[00:04:45.240 --> 00:04:49.480]  神家裡面被使用的器皿
[00:04:49.480 --> 00:04:51.280]  所以有時候我們做幕前
[00:04:51.280 --> 00:04:52.680]  有時候我們做幕後
[00:04:52.680 --> 00:04:56.920]  有時候我們互相輪流、互相幫助
[00:04:56.920 --> 00:04:59.360]  說這麼多其實很想引入今天的一個課題
[00:04:59.360 --> 00:05:00.320]  這段經文
[00:05:00.320 --> 00:05:03.200]  講一個很出名的人物
[00:05:03.200 --> 00:05:04.560]  他是很出名的
[00:05:04.560 --> 00:05:07.240]  不過聖經對他的記載不算很多
[00:05:07.240 --> 00:05:09.200]  但是神好用他
[00:05:09.200 --> 00:05:12.760]  這個人怎樣在他人生很需要的時候
[00:05:12.760 --> 00:05:15.160]  經歷了幕後人的幫助
[00:05:15.160 --> 00:05:16.760]  我想看看這段記載
[00:05:16.760 --> 00:05:18.920]  《使徒行傳》第十八章
[00:05:18.920 --> 00:05:20.080]  我看看這段經文
[00:05:20.080 --> 00:05:21.680]  不是很多節
[00:05:21.680 --> 00:05:22.960]  大家可以留意一下
[00:05:22.960 --> 00:05:25.920]  十八章的二十四到二十八節
[00:05:25.920 --> 00:05:29.080]  二十四至二十八節
[00:05:29.080 --> 00:05:30.480]  我們試試讀一次好嗎
[00:05:30.480 --> 00:05:31.480]  二十四節開始
[00:05:31.480 --> 00:05:32.640]  請
[00:05:32.640 --> 00:05:37.960]  有一個猶太人名叫阿波羅爾弗索
[00:05:37.960 --> 00:05:40.200]  他生在亞歷山大
[00:05:40.200 --> 00:05:44.520]  是有學問的、最能講解聖經
[00:05:44.520 --> 00:05:48.760]  這人已經在主的道上受了教訓
[00:05:48.760 --> 00:05:50.400]  心裡火熱
[00:05:50.400 --> 00:05:54.520]  將耶穌的事詳細教訓人
[00:05:54.520 --> 00:05:58.400]  只是他單曉得約翰的洗禮
[00:05:58.400 --> 00:06:01.720]  他在會堂裡放膽講道
[00:06:01.720 --> 00:06:05.960]  伯基拉雅居拉聽見就接他來
[00:06:05.960 --> 00:06:10.400]  將神的道給他講解更加詳細
[00:06:10.400 --> 00:06:13.600]  他想要往雅該雅去
[00:06:13.600 --> 00:06:15.920]  弟兄們就勉勵他
[00:06:15.920 --> 00:06:19.280]  並寫信請門徒接待他
[00:06:19.280 --> 00:06:21.080]  他到了那裡
[00:06:21.080 --> 00:06:24.640]  多幫助那蒙恩信主的人
[00:06:24.640 --> 00:06:27.680]  在眾人面前極有能力
[00:06:27.680 --> 00:06:29.560]  搏倒猶太人
[00:06:29.560 --> 00:06:33.480]  引聖經證明耶穌是基督
[00:06:33.480 --> 00:06:36.160]  這段經文有個主角
[00:06:36.160 --> 00:06:38.360]  就是阿波羅
[00:06:38.360 --> 00:06:38.960]  他是主角
[00:06:38.960 --> 00:06:41.160]  因為有很多個「他」在認他
[00:06:41.160 --> 00:06:42.920]  他背後有兩個名字
[00:06:42.920 --> 00:06:44.080]  伯基拉雅居拉
[00:06:44.080 --> 00:06:46.080]  這個我相信就是幕後的英雄
[00:06:46.080 --> 00:06:48.520]  這對夫婦
[00:06:48.520 --> 00:06:51.280]  我們看看這位神用的人
[00:06:51.280 --> 00:06:52.800]  阿波羅
[00:06:52.800 --> 00:06:56.000]  這位教師
[00:06:56.000 --> 00:06:59.920]  他如何在他人生的過程
[00:06:59.920 --> 00:07:02.320]  去到爾弗索的這段經歷裡
[00:07:02.320 --> 00:07:03.720]  如何經歷一些改變
[00:07:03.720 --> 00:07:08.200]  或者如何經歷這對夫婦對他的幫助
[00:07:08.200 --> 00:07:10.360]  我特別喜歡看他
[00:07:10.360 --> 00:07:12.120]  雖然他的記載不是很多
[00:07:12.120 --> 00:07:12.600]  關於他
[00:07:12.600 --> 00:07:15.440]  因為他是一位教師
[00:07:15.440 --> 00:07:17.360]  我喜歡教書
[00:07:17.360 --> 00:07:20.760]  我通常對這些人感覺比較強
[00:07:20.760 --> 00:07:23.280]  所以我覺得他對我的
[00:07:23.280 --> 00:07:27.040]  聖經裡的形容是很特別的
[00:07:27.040 --> 00:07:30.520]  怎樣才能夠幫助人發揮
[00:07:30.520 --> 00:07:32.520]  如何成為人的幕後英雄
[00:07:32.520 --> 00:07:34.720]  我想看三個層面
[00:07:34.720 --> 00:07:35.840]  第一個層面是
[00:07:35.840 --> 00:07:39.720]  這位阿波羅很出色
[00:07:39.720 --> 00:07:42.680]  很多優點
[00:07:42.680 --> 00:07:45.040]  有很多強處
[00:07:45.040 --> 00:07:48.280]  不過他有一個問題
[00:07:48.280 --> 00:07:49.960]  作為幫助人的人
[00:07:49.960 --> 00:07:52.160]  其實你有沒有一種敏銳度
[00:07:52.160 --> 00:07:54.040]  有沒有一個慧眼
[00:07:54.040 --> 00:07:56.160]  有沒有一種心靈的洞察
[00:07:56.160 --> 00:07:57.520]  可以看到這件事
[00:07:57.520 --> 00:08:01.560]  這是我們第一件要了解、要做的事
[00:08:01.560 --> 00:08:03.160]  阿波羅的出身
[00:08:03.160 --> 00:08:04.880]  他這裡說了很多
[00:08:04.880 --> 00:08:06.080]  說了好幾點
[00:08:06.080 --> 00:08:09.160]  第一個他出身於亞歷山大
[00:08:09.160 --> 00:08:10.720]  亞歷山大是亞歷山大
[00:08:10.720 --> 00:08:11.920]  通常我們會翻譯這個名字
[00:08:11.920 --> 00:08:14.320]  可能很多人不太熟悉這個地方
[00:08:14.320 --> 00:08:15.120]  這個名字是聽過的
[00:08:15.120 --> 00:08:16.680]  亞歷山大大帝是聽過的
[00:08:16.680 --> 00:08:18.080]  亞歷山大是一個城市
[00:08:18.080 --> 00:08:19.320]  在埃及的一個城市
[00:08:19.320 --> 00:08:22.080]  古代第一世紀的羅馬帝國裡
[00:08:22.080 --> 00:08:23.920]  其實整個羅馬帝國是很大的
[00:08:23.920 --> 00:08:28.560]  地中海、南北兩邊的帝國
[00:08:28.560 --> 00:08:31.400]  最大的城市當然是羅馬
[00:08:31.400 --> 00:08:32.720]  因為它是羅馬帝國
[00:08:32.720 --> 00:08:38.040]  羅馬是最多人、最繁榮、最重要的城市
[00:08:38.040 --> 00:08:40.760]  應該亞歷山大排第二
[00:08:40.760 --> 00:08:42.120]  在當時的社會裡
[00:08:42.120 --> 00:08:44.040]  人口等各方面
[00:08:44.040 --> 00:08:45.840]  而且亞歷山大有一個特色
[00:08:45.840 --> 00:08:47.400]  有一個特別之處
[00:08:47.400 --> 00:08:49.920]  它是一個學問的城市
[00:08:49.920 --> 00:08:53.160]  如果你說今天有什麼地方
[00:08:53.160 --> 00:08:54.440]  讓我們想起當時人們說
[00:08:54.440 --> 00:08:55.720]  它是來自亞歷山大的
[00:08:55.720 --> 00:08:56.480]  什麼意思呢?
[00:08:56.480 --> 00:08:57.320]  就好像今天人們說
[00:08:57.320 --> 00:08:59.840]  我是來自牛津的
[00:08:59.840 --> 00:09:01.720]  就是劍橋那些
[00:09:01.720 --> 00:09:04.120]  如果美國就是哈佛
[00:09:04.120 --> 00:09:05.080]  就是耶魯
[00:09:05.080 --> 00:09:06.840]  就是這樣的氣氛、這樣的味道
[00:09:06.840 --> 00:09:09.920]  一個學問、一個學人的城市
[00:09:09.920 --> 00:09:12.520]  它是怎樣的呢?
[00:09:12.520 --> 00:09:14.600]  它特別的地方就是
[00:09:14.600 --> 00:09:17.920]  很多猶太人都被遷去到這個地方
[00:09:17.920 --> 00:09:22.520]  是今天的埃及其中一個沿海的城市
[00:09:22.520 --> 00:09:26.720]  那裡有很多人受拉比的訓練
[00:09:26.720 --> 00:09:32.280]  很多猶太人除了在本地巴勒斯坦那個地方之外
[00:09:32.280 --> 00:09:35.120]  他們四散在亡國的日子裡
[00:09:35.120 --> 00:09:37.480]  其中一個他們去到這個地方
[00:09:37.480 --> 00:09:38.840]  有很多很出名的
[00:09:38.840 --> 00:09:41.440]  如果你們讀一些新約的背景
[00:09:41.440 --> 00:09:43.000]  其中一個叫飛羅的Filo
[00:09:43.000 --> 00:09:46.320]  這位猶太人是當地很出名的哲學家
[00:09:46.320 --> 00:09:49.000]  在那裡他就產生了很多的作文
[00:09:49.000 --> 00:09:50.240]  幫助我們去讀聖經
[00:09:50.240 --> 00:09:50.920]  讀舊的聖經
[00:09:50.920 --> 00:09:52.440]  特別是舊的書卷
[00:09:52.440 --> 00:09:54.480]  聖經說他是來自一個地方
[00:09:54.480 --> 00:09:57.200]  其實第一句已經給我們的印象
[00:09:57.200 --> 00:09:58.400]  是一個什麼人?
[00:09:58.400 --> 00:09:59.880]  一個有學問的人
[00:09:59.880 --> 00:10:01.880]  第二
[00:10:01.880 --> 00:10:05.880]  學問的人就不需要做事
[00:10:05.880 --> 00:10:06.360]  好了
[00:10:06.360 --> 00:10:07.480]  第二件事
[00:10:07.480 --> 00:10:09.400]  聖經是怎樣形容他的呢?
[00:10:09.400 --> 00:10:11.880]  他說他是事有學問的
[00:10:11.880 --> 00:10:14.280]  或者翻譯為口才
[00:10:14.280 --> 00:10:15.760]  即是二十四年前
[00:10:15.760 --> 00:10:17.680]  有學問即是有口才的
[00:10:17.680 --> 00:10:19.840]  當地人的訓練
[00:10:19.840 --> 00:10:22.640]  這個字有一種味道
[00:10:22.640 --> 00:10:26.440]  是一種辯論的能力
[00:10:26.440 --> 00:10:28.320]  當時很多人會從事這些訓練
[00:10:28.320 --> 00:10:29.520]  他們修辭
[00:10:29.520 --> 00:10:31.080]  有一個學問就是他們學修辭
[00:10:31.080 --> 00:10:32.360]  怎樣去說話
[00:10:32.360 --> 00:10:34.120]  怎樣在別人面前
[00:10:34.120 --> 00:10:36.720]  將一些東西道理展示得清楚
[00:10:36.720 --> 00:10:38.600]  有力可以辯到其他人
[00:10:38.600 --> 00:10:40.200]  所以你看到後面最後
[00:10:40.200 --> 00:10:42.440]  他都是用這種恩賜
[00:10:42.440 --> 00:10:45.920]  這種能力在他將來的服侍裡面
[00:10:45.920 --> 00:10:49.400]  有學問他能夠有辯護的能力
[00:10:49.400 --> 00:10:50.480]  有很多的修辭
[00:10:50.480 --> 00:10:52.000]  在他的強處裡面
[00:10:52.000 --> 00:10:53.880]  就最能夠講解聖經
[00:10:53.880 --> 00:10:58.560]  這個聖經固然在《始祖行傳》
[00:10:58.560 --> 00:10:59.880]  一路寫的時候
[00:10:59.880 --> 00:11:00.720]  這張紙裡面
[00:11:00.720 --> 00:11:03.360]  這個聖經當然不是指新約的聖經
[00:11:03.360 --> 00:11:04.320]  他也還未寫成
[00:11:04.320 --> 00:11:06.160]  還在寫的過程中間
[00:11:06.160 --> 00:11:08.880]  所以這個聖經應該說是猶太的經典
[00:11:08.880 --> 00:11:09.760]  即是今天的猶約
[00:11:09.760 --> 00:11:12.680]  即是當時有猶太人的著作
[00:11:12.680 --> 00:11:16.000]  講解猶太人的血統
[00:11:16.000 --> 00:11:18.000]  在那個地方長大
[00:11:18.000 --> 00:11:20.200]  在那個地方受訓練
[00:11:20.200 --> 00:11:21.600]  他應該是一個猶太人的老師
[00:11:21.600 --> 00:11:22.520]  一個拉比
[00:11:22.520 --> 00:11:25.920]  對這個舊約的經典是很熟悉的
[00:11:25.920 --> 00:11:27.600]  很能夠講解的
[00:11:27.600 --> 00:11:29.440]  不單止是這樣
[00:11:29.440 --> 00:11:30.720]  還有什麼呢?
[00:11:30.720 --> 00:11:31.680]  25節就說
[00:11:31.680 --> 00:11:36.080]  這個人已經在主的道上受到教訓
[00:11:36.080 --> 00:11:38.000]  主的道在《始祖行傳》裡面
[00:11:38.000 --> 00:11:39.960]  其實已經是在講耶穌的事情
[00:11:39.960 --> 00:11:40.920]  通常《始祖行傳》裡面
[00:11:40.920 --> 00:11:41.960]  講主的道
[00:11:41.960 --> 00:11:43.680]  往往是在講福音
[00:11:43.680 --> 00:11:46.200]  或者是在講關於耶穌的事情
[00:11:46.200 --> 00:11:47.240]  主的道上面
[00:11:47.240 --> 00:11:48.360]  他已經受到教訓
[00:11:48.360 --> 00:11:49.640]  可能有人教他
[00:11:49.640 --> 00:11:52.000]  可能他自己聽聞過
[00:11:52.000 --> 00:11:54.600]  他自己有研究過
[00:11:54.600 --> 00:11:55.240]  總而言之
[00:11:55.240 --> 00:11:56.880]  他有了他這些方面的知識
[00:11:56.880 --> 00:11:59.400]  他不只是一個猶太人的傳統
[00:11:59.400 --> 00:12:01.640]  他有了耶穌基督的生平
[00:12:01.640 --> 00:12:02.960]  有了耶穌基督的事情
[00:12:02.960 --> 00:12:03.760]  他知道
[00:12:03.760 --> 00:12:04.960]  他去明白
[00:12:04.960 --> 00:12:07.200]  他去了解的
[00:12:07.200 --> 00:12:08.480]  所以他涵蓋了
[00:12:08.480 --> 00:12:10.400]  不單止是舊約的文化
[00:12:10.400 --> 00:12:11.200]  猶太人的傳統
[00:12:11.200 --> 00:12:13.400]  他已經是跨過了
[00:12:13.400 --> 00:12:14.440]  去到一個
[00:12:14.440 --> 00:12:17.440]  耶穌的日子裡面的身份
[00:12:17.440 --> 00:12:19.000]  耶穌的教導
[00:12:19.000 --> 00:12:20.200]  可能他也會知道
[00:12:20.200 --> 00:12:21.680]  耶穌的死亡復活
[00:12:21.680 --> 00:12:22.800]  因為那些日子
[00:12:22.800 --> 00:12:25.840]  其實很多人經歷過
[00:12:25.840 --> 00:12:27.160]  這個救恩之後
[00:12:27.160 --> 00:12:28.600]  四處散去
[00:12:28.600 --> 00:12:30.600]  在全羅馬帝國的不同地方
[00:12:30.600 --> 00:12:32.480]  所以其實他應該聽過
[00:12:32.480 --> 00:12:33.720]  有經歷過的
[00:12:33.720 --> 00:12:34.680]  不單止這樣
[00:12:34.680 --> 00:12:35.600]  不單止有學識
[00:12:35.600 --> 00:12:36.560]  有口才
[00:12:36.560 --> 00:12:39.320]  有恩切
[00:12:39.320 --> 00:12:40.520]  有聽過
[00:12:40.520 --> 00:12:42.600]  知道關於耶穌的道
[00:12:42.600 --> 00:12:43.440]  耶穌的教訓
[00:12:43.440 --> 00:12:46.720]  還有一件事就是心裡火熱
[00:12:46.720 --> 00:12:48.720]  這個是很不容易的
[00:12:48.720 --> 00:12:49.800]  有些人有學問
[00:12:49.800 --> 00:12:50.920]  但是他很冷靜
[00:12:50.920 --> 00:12:51.440]  有些人學問
[00:12:51.440 --> 00:12:52.800]  或者他不是很懂得
[00:12:52.800 --> 00:12:54.000]  怎樣跟別人分享
[00:12:54.000 --> 00:12:54.520]  他不是的
[00:12:54.520 --> 00:12:55.640]  心裡的火熱
[00:12:55.640 --> 00:12:58.120]  是在心靈裡面
[00:12:58.120 --> 00:12:59.000]  有人認為是零
[00:12:59.000 --> 00:13:00.640]  不過有些人心靈比較準確
[00:13:00.640 --> 00:13:02.160]  在這個方面來說
[00:13:02.160 --> 00:13:03.200]  很熱切的
[00:13:03.200 --> 00:13:04.800]  很有能力的
[00:13:04.800 --> 00:13:07.600]  能夠將耶穌的事
[00:13:07.600 --> 00:13:09.160]  詳細講論教訓別人
[00:13:09.160 --> 00:13:10.800]  這個人是不是不得了
[00:13:10.800 --> 00:13:12.720]  這個人離他已不遠
[00:13:12.720 --> 00:13:15.400]  當他來到的時候
[00:13:15.400 --> 00:13:17.880]  他一定會展現這個面貌
[00:13:17.880 --> 00:13:18.880]  一會兒再講多一點
[00:13:18.880 --> 00:13:20.760]  他做了什麼
[00:13:20.760 --> 00:13:21.560]  這個人
[00:13:21.560 --> 00:13:24.200]  不過去到第25節的最後
[00:13:24.200 --> 00:13:25.760]  有一句話
[00:13:25.760 --> 00:13:29.200]  就好像文字寫法
[00:13:29.200 --> 00:13:30.280]  就好像敘述
[00:13:30.280 --> 00:13:33.120]  將前面全部打暗了
[00:13:33.120 --> 00:13:33.600]  就是
[00:13:33.600 --> 00:13:36.480]  「子是他丹孝德若學的洗禮」
[00:13:36.480 --> 00:13:38.880]  大家明白他的敘述手法嗎
[00:13:38.880 --> 00:13:43.320]  「子是他丹孝德若學的洗禮」
[00:13:43.320 --> 00:13:47.080]  這句說話就像將前面說的全部打暗了
[00:13:47.080 --> 00:13:48.240]  他沒有否定
[00:13:48.240 --> 00:13:49.680]  但氣氛令人覺得
[00:13:49.680 --> 00:13:52.360]  他就是欠缺了這一點
[00:13:52.360 --> 00:13:56.840]  「子是他丹孝德若學的洗禮」
[00:13:56.840 --> 00:13:59.520]  其實這個也不容易解釋
[00:13:59.520 --> 00:14:02.640]  他說他在主的道上受了教訓
[00:14:02.640 --> 00:14:06.160]  將耶穌的事詳細講論教訓別人
[00:14:06.160 --> 00:14:08.240]  為什麼他只是「丹孝德若學的洗禮」
[00:14:08.240 --> 00:14:09.160]  是什麼意思呢?
[00:14:09.160 --> 00:14:10.640]  他欠缺了什麼呢?
[00:14:10.640 --> 00:14:11.960]  其實他有些東西是欠缺的
[00:14:11.960 --> 00:14:13.240]  欠缺了什麼呢?
[00:14:13.240 --> 00:14:18.200]  註解這段經文的不同學者有不同的看法
[00:14:18.200 --> 00:14:21.360]  如果你說「若翰的洗禮」是什麼意思呢?
[00:14:21.360 --> 00:14:23.000]  在《新約聖經》中
[00:14:23.000 --> 00:14:24.640]  這個「若翰」是指屍體的「若翰」
[00:14:24.640 --> 00:14:26.240]  還是屍體的「若翰」?
[00:14:26.240 --> 00:14:27.960]  「若翰」是耶穌的先鋒
[00:14:27.960 --> 00:14:32.000]  就是在預備人去接受耶穌的那一位
[00:14:32.000 --> 00:14:33.040]  「若翰我來」
[00:14:33.040 --> 00:14:34.720]  「我若翰」是這麼說的
[00:14:34.720 --> 00:14:37.720]  「我來」是用水幫你「屍洗」
[00:14:37.720 --> 00:14:42.920]  但「我以後來」是用聖靈脈火幫你「屍洗」
[00:14:42.920 --> 00:14:45.480]  「我洗禮」是悔改的洗禮
[00:14:45.480 --> 00:14:50.520]  是預備你去接受這位接著要來的那位
[00:14:50.520 --> 00:14:53.000]  他是一個先鋒性、預備性的角色
[00:14:53.000 --> 00:14:58.200]  他明白他只有「若翰」的洗禮
[00:14:58.200 --> 00:15:02.080]  有些研究人士說其實他欠缺了什麼呢?
[00:15:02.080 --> 00:15:04.720]  如果我們去到第28節
[00:15:04.720 --> 00:15:06.120]  最後一句
[00:15:06.120 --> 00:15:08.360]  有人說這個欠缺在這裡
[00:15:08.360 --> 00:15:12.720]  當他受了伯吉拉阿基拉的教導之後
[00:15:12.720 --> 00:15:13.880]  他再去
[00:15:13.880 --> 00:15:16.000]  最後他說能夠引聖經
[00:15:16.000 --> 00:15:17.200]  舊約的聖經
[00:15:17.200 --> 00:15:18.920]  去證明耶穌是基督
[00:15:18.920 --> 00:15:20.880]  他可能是在爭奪這件事
[00:15:20.880 --> 00:15:22.040]  他熟悉耶穌
[00:15:22.040 --> 00:15:24.120]  他知道耶穌是怎樣的
[00:15:24.120 --> 00:15:25.640]  很詳細
[00:15:25.640 --> 00:15:30.040]  不過似乎他未能夠引舊約的經典
[00:15:30.040 --> 00:15:31.960]  去證明耶穌就是基督
[00:15:31.960 --> 00:15:33.040]  耶穌是這個人
[00:15:33.040 --> 00:15:34.240]  或者人耶穌
[00:15:34.240 --> 00:15:35.440]  基督就是他的身份
[00:15:35.440 --> 00:15:36.480]  他的稱號
[00:15:36.480 --> 00:15:37.840]  他是舊約裏面
[00:15:37.840 --> 00:15:38.640]  應許的
[00:15:38.640 --> 00:15:39.840]  在等待的
[00:15:39.840 --> 00:15:40.560]  那位彌賽
[00:15:40.560 --> 00:15:42.560]  那位君王
